CAN Message; 0x39:0f323b8982d291a1
Timestamp;Amplitude
1739209799.1645508;-35.57807855764607
1739209799.164551;-38.13080360867914
1739209799.1645515;-45.120503652039325
1739209799.164552;-33.981070128970906
1739209799.1645525;-38.13080360867914
1739209799.164553;-45.120503652039325
1739209799.1645534;-45.120503652039325
1739209799.1645536;-33.981070128970906
1739209799.164554;-45.120503652039325
1739209799.1645546;-45.120503652039325
1739209799.164555;-38.13080360867914
1739209799.1645555;-28.992665084841942
1739209799.164556;-38.13080360867914
1739209799.1645563;-38.13080360867914
1739209799.1645567;-45.120503652039325
1739209799.1645572;-38.13080360867914
1739209799.1645577;-38.13080360867914
1739209799.1645582;-45.120503652039325
1739209799.1645584;-45.120503652039325
1739209799.164559;-38.13080360867914
1739209799.1645594;-38.13080360867914
1739209799.1645598;-38.13080360867914
1739209799.1645603;-45.120503652039325
1739209799.1645608;-38.13080360867914
1739209799.164561;-38.13080360867914
1739209799.1645615;-45.120503652039325
1739209799.164562;-45.120503652039325
1739209799.1645625;-45.120503652039325
1739209799.164563;-45.120503652039325
1739209799.1645632;-35.57807855764607
1739209799.1645637;-35.57807855764607
1739209799.1645641;-38.13080360867914
1739209799.1645646;-35.57807855764607
1739209799.164565;-38.13080360867914
1739209799.1645656;-35.57807855764607
1739209799.1645658;-38.13080360867914
1739209799.1645663;-38.13080360867914
1739209799.1645668;-45.120503652039325
1739209799.1645672;-45.120503652039325
1739209799.1645677;-45.120503652039325
1739209799.164568;-45.120503652039325
1739209799.1645684;-38.13080360867914
1739209799.164569;-45.120503652039325
1739209799.1645694;-45.120503652039325
1739209799.1645699;-38.13080360867914
1739209799.1645703;-38.13080360867914
1739209799.1645706;-45.120503652039325
1739209799.164571;-38.13080360867914
1739209799.1645715;-32.816014438256545
1739209799.164572;-38.13080360867914
1739209799.1645725;-45.120503652039325
1739209799.1645727;-38.13080360867914
1739209799.1645732;-35.57807855764607
1739209799.1645737;-38.13080360867914
1739209799.1645741;-45.120503652039325
1739209799.1645746;-45.120503652039325
1739209799.164575;-45.120503652039325
1739209799.1645753;-45.120503652039325
1739209799.1645758;-45.120503652039325
1739209799.1645763;-45.120503652039325
1739209799.1645768;-45.120503652039325
1739209799.1645772;-38.13080360867914
1739209799.1645777;-38.13080360867914
1739209799.164578;-38.13080360867914
1739209799.1645784;-45.120503652039325
1739209799.164579;-45.120503652039325
1739209799.1645794;-38.13080360867914
1739209799.1645799;-45.120503652039325
1739209799.16458;-32.816014438256545
1739209799.1645806;-38.13080360867914
1739209799.164581;-45.120503652039325
1739209799.1645815;-45.120503652039325
1739209799.164582;-32.816014438256545
1739209799.1645825;-45.120503652039325
1739209799.1645827;-45.120503652039325
1739209799.1645832;-45.120503652039325
1739209799.1645837;-45.120503652039325
1739209799.1645842;-45.120503652039325
1739209799.1645846;-45.120503652039325
1739209799.1645849;-38.13080360867914
1739209799.1645854;-45.120503652039325
1739209799.1645858;-45.120503652039325
1739209799.1645863;-45.120503652039325
1739209799.1645868;-38.13080360867914
1739209799.1645873;-35.57807855764607
1739209799.1645875;-45.120503652039325
1739209799.164588;-45.120503652039325
1739209799.1645885;-33.981070128970906
1739209799.164589;-32.816014438256545
1739209799.1645894;-38.13080360867914
1739209799.1645896;-45.120503652039325
1739209799.1645901;-33.981070128970906
1739209799.1645906;-27.8777449560314
1739209799.164591;-38.13080360867914
1739209799.1645916;-35.57807855764607
1739209799.164592;-38.13080360867914
1739209799.1645923;-45.120503652039325
1739209799.1645927;-38.13080360867914
1739209799.1645932;-45.120503652039325
1739209799.1645937;-45.120503652039325
1739209799.1645942;-38.13080360867914
1739209799.1645947;-38.13080360867914
1739209799.164595;-31.141103565318915
1739209799.1645954;-27.267205301931607
1739209799.1645958;-29.438486411369375
1739209799.1645963;-28.58837851428586
1739209799.1645968;-45.120503652039325
1739209799.164597;-35.57807855764607
1739209799.1645975;-27.8777449560314
1739209799.164598;-45.120503652039325
1739209799.1645985;-45.120503652039325
1739209799.164599;-45.120503652039325
1739209799.1645994;-45.120503652039325
1739209799.1645997;-33.981070128970906
1739209799.1646001;-35.57807855764607
1739209799.1646006;-25.826314394896357
1739209799.164601;-24.74623867263306
1739209799.1646016;-26.991370085610722
1739209799.1646018;-24.15140352195872
1739209799.1646023;-30.49652367304973
1739209799.1646028;-33.981070128970906
1739209799.1646032;-35.57807855764607
1739209799.1646037;-32.816014438256545
1739209799.1646042;-45.120503652039325
1739209799.1646044;-38.13080360867914
1739209799.164605;-33.981070128970906
1739209799.1646054;-31.141103565318893
1739209799.1646059;-45.120503652039325
1739209799.1646063;-23.16150712794696
1739209799.1646066;-23.273589343863303
1739209799.164607;-38.13080360867914
1739209799.1646075;-38.13080360867914
1739209799.164608;-31.141103565318893
1739209799.1646085;-28.218542851754165
1739209799.164609;-38.13080360867914
1739209799.1646092;-38.13080360867914
1739209799.1646097;-38.13080360867914
1739209799.1646101;-30.49652367304973
1739209799.1646106;-45.120503652039325
1739209799.164611;-31.141103565318915
1739209799.1646116;-25.826314394896357
1739209799.1646118;-24.292649948874775
1739209799.1646123;-29.438486411369333
1739209799.1646128;-28.992665084841942
1739209799.1646132;-33.981070128970906
1739209799.1646137;-38.13080360867914
1739209799.164614;-30.49652367304973
1739209799.1646144;-38.13080360867914
1739209799.164615;-28.992665084841942
1739209799.1646154;-31.141103565318915
1739209799.1646159;-38.13080360867914
1739209799.1646163;-38.13080360867914
1739209799.1646166;-26.487275050834715
1739209799.164617;-25.252786309376837
1739209799.1646175;-28.992665084841967
1739209799.164618;-38.13080360867914
1739209799.1646185;-27.267205301931607
1739209799.1646187;-32.816014438256545
1739209799.1646192;-28.21854285175415
1739209799.1646197;-38.13080360867914
1739209799.1646202;-38.13080360867914
1739209799.1646206;-38.13080360867914
1739209799.164621;-31.141103565318915
1739209799.1646214;-38.13080360867914
1739209799.1646218;-28.58837851428586
1739209799.1646223;-21.67658091518819
1739209799.1646228;-25.077289914212862
1739209799.1646233;-38.13080360867914
1739209799.1646235;-38.13080360867914
1739209799.164624;-45.120503652039325
1739209799.1646245;-32.816014438256545
1739209799.164625;-32.816014438256545
1739209799.1646254;-33.981070128970906
1739209799.164626;-32.816014438256545
1739209799.1646261;-29.438486411369333
1739209799.1646266;-33.981070128970906
1739209799.164627;-45.120503652039325
1739209799.1646276;-25.826314394896364
1739209799.164628;-22.175841390423358
1739209799.1646285;-45.120503652039325
1739209799.1646287;-38.13080360867914
1739209799.1646292;-38.13080360867914
1739209799.1646297;-38.13080360867914
1739209799.1646302;-35.57807855764607
1739209799.1646307;-45.120503652039325
1739209799.164631;-45.120503652039325
1739209799.1646314;-38.13080360867914
1739209799.1646318;-45.120503652039325
1739209799.1646323;-32.81601443825658
1739209799.1646328;-23.38864096791655
1739209799.1646333;-22.54371790334745
1739209799.1646335;-29.438486411369354
1739209799.164634;-28.21854285175415
1739209799.1646345;-28.992665084841942
1739209799.164635;-38.13080360867914
1739209799.1646354;-30.49652367304973
1739209799.1646357;-31.141103565318915
1739209799.1646361;-45.120503652039325
1739209799.1646366;-38.13080360867914
1739209799.164637;-32.816014438256545
1739209799.1646376;-33.981070128970906
1739209799.164638;-28.588378514285886
1739209799.1646383;-21.598678470925666
1739209799.1646388;-23.75329798047522
1739209799.1646392;-38.13080360867914
1739209799.1646397;-38.13080360867914
1739209799.1646402;-35.57807855764607
1739209799.1646404;-45.120503652039325
1739209799.164641;-45.120503652039325
1739209799.1646414;-38.13080360867914
1739209799.1646419;-45.120503652039325
1739209799.1646423;-33.981070128970906
1739209799.1646428;-35.57807855764607
1739209799.164643;-38.13080360867914
1739209799.1646435;-38.13080360867914
1739209799.164644;-45.120503652039325
1739209799.1646445;-38.13080360867914
1739209799.164645;-38.13080360867914
1739209799.1646452;-45.120503652039325
1739209799.1646457;-38.13080360867914
1739209799.1646461;-38.13080360867914
1739209799.1646466;-45.120503652039325
1739209799.164647;-45.120503652039325
1739209799.1646476;-38.13080360867914
1739209799.1646478;-38.13080360867914
1739209799.1646483;-38.13080360867914
1739209799.1646488;-45.120503652039325
1739209799.1646492;-45.120503652039325
1739209799.1646497;-38.13080360867914
1739209799.1646502;-33.981070128970906
1739209799.1646504;-35.57807855764607
1739209799.164651;-33.981070128970906
1739209799.1646514;-45.120503652039325
1739209799.1646519;-38.13080360867914
1739209799.1646523;-38.13080360867914
1739209799.1646526;-45.120503652039325
1739209799.164653;-45.120503652039325
1739209799.1646535;-35.57807855764607
1739209799.164654;-30.49652367304973
1739209799.1646545;-45.120503652039325
1739209799.164655;-38.13080360867914
1739209799.1646552;-45.120503652039325
1739209799.1646557;-45.120503652039325
1739209799.1646562;-45.120503652039325
1739209799.1646566;-38.13080360867914
1739209799.164657;-45.120503652039325
1739209799.1646574;-38.13080360867914
1739209799.1646578;-38.13080360867914
1739209799.1646583;-35.57807855764607
1739209799.1646588;-38.13080360867914
1739209799.1646593;-45.120503652039325
1739209799.1646597;-45.120503652039325
1739209799.16466;-45.120503652039325
1739209799.1646605;-38.13080360867914
1739209799.164661;-32.816014438256545
1739209799.1646614;-38.13080360867914
1739209799.164662;-33.981070128970906
1739209799.1646621;-45.120503652039325
1739209799.1646626;-45.120503652039325
1739209799.164663;-38.13080360867914
1739209799.1646636;-35.57807855764607
1739209799.164664;-45.120503652039325
1739209799.1646645;-45.120503652039325
1739209799.1646647;-38.13080360867914
1739209799.1646652;-35.57807855764607
1739209799.1646657;-38.13080360867914
1739209799.1646662;-45.120503652039325
1739209799.1646667;-38.13080360867914
1739209799.1646671;-32.816014438256545
1739209799.1646674;-45.120503652039325
1739209799.1646678;-38.13080360867914
1739209799.1646683;-38.13080360867914
1739209799.1646688;-38.13080360867914
1739209799.1646693;-38.13080360867914
1739209799.1646695;-45.120503652039325
1739209799.16467;-38.13080360867914
1739209799.1646705;-45.120503652039325
1739209799.164671;-38.13080360867914
1739209799.1646714;-26.991370085610736
1739209799.164672;-38.13080360867914
1739209799.1646721;-45.120503652039325
1739209799.1646726;-38.13080360867914
1739209799.164673;-35.57807855764607
1739209799.1646736;-45.120503652039325
1739209799.164674;-38.13080360867914
1739209799.1646743;-38.13080360867914
1739209799.1646748;-38.13080360867914
1739209799.1646752;-45.120503652039325
1739209799.1590495;-45.120503652039325
1739209799.1590562;-45.120503652039325
1739209799.1590629;-35.57807855764607
1739209799.1590695;-38.13080360867914
1739209799.1590765;-45.120503652039325
1739209799.1590831;-45.120503652039325
1739209799.1590898;-35.57807855764607
1739209799.1590965;-38.13080360867914
1739209799.1591034;-45.120503652039325
1739209799.15911;-45.120503652039325
1739209799.1591167;-32.816014438256545
1739209799.1591234;-38.13080360867914
1739209799.15913;-45.120503652039325
1739209799.159137;-45.120503652039325
1739209799.1591437;-45.120503652039325
1739209799.1591504;-38.13080360867914
1739209799.159157;-45.120503652039325
1739209799.1591637;-45.120503652039325
1739209799.1591706;-45.120503652039325
1739209799.1591773;-45.120503652039325
1739209799.159184;-45.120503652039325
1739209799.1591907;-38.13080360867914
1739209799.1591973;-38.13080360867914
1739209799.1592042;-45.120503652039325
1739209799.159211;-45.120503652039325
1739209799.1592176;-45.120503652039325
1739209799.1592243;-28.992665084841942
1739209799.159231;-28.58837851428586
1739209799.1592379;-38.13080360867914
1739209799.1592445;-38.13080360867914
1739209799.1592512;-26.487275050834715
1739209799.159258;-33.981070128970906
1739209799.1592646;-35.57807855764607
1739209799.1592715;-28.58837851428586
1739209799.1592782;-38.13080360867914
1739209799.1592848;-29.438486411369333
1739209799.1592915;-23.75329798047522
1739209799.1592982;-38.13080360867914
1739209799.159305;-27.267205301931607
1739209799.1593118;-25.62660358559016
1739209799.1593184;-35.57807855764607
1739209799.1593251;-35.57807855764607
1739209799.1593318;-45.120503652039325
1739209799.1593387;-38.13080360867914
1739209799.1593454;-38.13080360867914
1739209799.159352;-26.991370085610722
1739209799.1593587;-33.981070128970956
1739209799.1593654;-38.13080360867914
1739209799.1593723;-28.218542851754165
1739209799.159379;-26.991370085610736
1739209799.1593857;-45.120503652039325
1739209799.1593924;-29.438486411369333
1739209799.159399;-45.120503652039325
1739209799.159406;-32.816014438256545
1739209799.1594126;-28.588378514285886
1739209799.1594193;-32.81601443825658
1739209799.159426;-38.13080360867914
1739209799.159433;-35.57807855764607
1739209799.1594396;-45.120503652039325
1739209799.1594462;-35.57807855764607
1739209799.159453;-33.981070128970906
1739209799.1594596;-45.120503652039325
1739209799.1594665;-38.13080360867914
1739209799.1594732;-31.141103565318915
1739209799.1594799;-25.826314394896354
1739209799.1594865;-31.141103565318915
1739209799.1594932;-28.218542851754165
1739209799.1595001;-31.141103565318943
1739209799.1595068;-38.13080360867914
1739209799.1595135;-45.120503652039325
1739209799.1595201;-26.991370085610722
1739209799.1595268;-27.267205301931607
1739209799.1595337;-27.87774495603143
1739209799.1595404;-33.981070128970906
1739209799.159547;-28.992665084841942
1739209799.1595538;-38.13080360867914
1739209799.1595604;-30.49652367304976
1739209799.1595674;-33.981070128970956
1739209799.159574;-38.13080360867914
1739209799.1595807;-28.588378514285886
1739209799.1595874;-23.506823629689542
1739209799.159594;-26.991370085610722
1739209799.159601;-45.120503652039325
1739209799.1596076;-33.981070128970906
1739209799.1596143;-45.120503652039325
1739209799.159621;-31.141103565318915
1739209799.1596277;-31.14110356531892
1739209799.1596346;-45.120503652039325
1739209799.1596413;-30.49652367304973
1739209799.159648;-29.438486411369354
1739209799.1596546;-30.49652367304976
1739209799.1596613;-24.746238672633048
1739209799.1596682;-25.252786309376837
1739209799.159675;-26.487275050834725
1739209799.1596816;-38.13080360867914
1739209799.1596882;-32.816014438256545
1739209799.159695;-31.141103565318915
1739209799.1597018;-24.438645034577675
1739209799.1597085;-30.49652367304976
1739209799.1597152;-45.120503652039325
1739209799.1597219;-35.57807855764607
1739209799.1597285;-27.267205301931607
1739209799.1597354;-45.120503652039325
1739209799.159742;-27.267205301931607
1739209799.1597488;-45.120503652039325
1739209799.1597555;-28.992665084841942
1739209799.1597624;-28.58837851428586
1739209799.159769;-45.120503652039325
1739209799.1597757;-33.981070128970956
1739209799.1597824;-28.992665084841942
1739209799.159789;-31.141103565318915
1739209799.159796;-38.13080360867914
1739209799.1598027;-25.826314394896357
1739209799.1598094;-25.252786309376837
1739209799.159816;-45.120503652039325
1739209799.1598227;-27.8777449560314
1739209799.1598296;-27.877744956031414
1739209799.1598363;-26.991370085610722
1739209799.159843;-31.141103565318915
1739209799.1598496;-30.49652367304973
1739209799.1598563;-38.13080360867914
1739209799.1598632;-30.49652367304973
1739209799.15987;-28.58837851428586
1739209799.1598766;-31.141103565318915
1739209799.1598833;-31.141103565318915
1739209799.15989;-45.120503652039325
1739209799.1598969;-35.57807855764607
1739209799.1599035;-28.992665084841967
1739209799.1599102;-25.826314394896357
1739209799.1599169;-25.826314394896354
1739209799.1599236;-33.981070128970956
1739209799.1599305;-33.981070128970906
1739209799.1599371;-45.120503652039325
1739209799.1599438;-35.57807855764607
1739209799.1599505;-24.15140352195872
1739209799.1599572;-33.981070128970906
1739209799.159964;-31.141103565318915
1739209799.1599708;-23.38864096791655
1739209799.1599774;-26.487275050834715
1739209799.159984;-31.141103565318893
1739209799.1599908;-29.438486411369333
1739209799.1599977;-28.992665084841942
