CAN Message; 0x150:040011a2d98f4252
1739209888.3312962;-45.120503652039325
1739209888.3312988;-30.49652367304973
1739209888.3313017;-32.816014438256545
1739209888.3313043;-38.13080360867914
1739209888.331307;-32.816014438256545
1739209888.3313098;-31.141103565318915
1739209888.3313124;-38.13080360867914
1739209888.3313153;-38.13080360867914
1739209888.331318;-35.57807855764607
1739209888.3313205;-38.13080360867914
1739209888.3313234;-45.120503652039325
1739209888.331326;-45.120503652039325
1739209888.3313289;-35.57807855764607
1739209888.3313315;-38.13080360867914
1739209888.331334;-45.120503652039325
1739209888.331337;-38.13080360867914
1739209888.3313396;-45.120503652039325
1739209888.3313425;-45.120503652039325
1739209888.331345;-38.13080360867914
1739209888.3313477;-45.120503652039325
1739209888.3313506;-45.120503652039325
1739209888.3313532;-33.981070128970906
1739209888.331356;-45.120503652039325
1739209888.3313587;-38.13080360867914
1739209888.3313613;-45.120503652039325
1739209888.3313642;-38.13080360867914
1739209888.3313668;-38.13080360867914
1739209888.3313696;-45.120503652039325
1739209888.3313723;-38.13080360867914
1739209888.331375;-38.13080360867914
1739209888.3313777;-32.816014438256545
1739209888.3313804;-38.13080360867914
1739209888.3313832;-45.120503652039325
1739209888.3313859;-38.13080360867914
1739209888.3313885;-45.120503652039325
1739209888.3313913;-45.120503652039325
1739209888.331394;-45.120503652039325
1739209888.3313968;-45.120503652039325
1739209888.3313994;-45.120503652039325
1739209888.331402;-33.981070128970906
1739209888.331405;-35.57807855764607
1739209888.3314075;-45.120503652039325
1739209888.3314104;-35.57807855764607
1739209888.331413;-45.120503652039325
1739209888.3314157;-45.120503652039325
1739209888.3314185;-45.120503652039325
1739209888.3314211;-35.57807855764607
1739209888.331424;-45.120503652039325
1739209888.3314266;-33.981070128970906
1739209888.3314292;-35.57807855764607
1739209888.331432;-45.120503652039325
1739209888.3314347;-35.57807855764607
1739209888.3314373;-35.57807855764607
1739209888.3314402;-45.120503652039325
1739209888.3314428;-45.120503652039325
1739209888.3314457;-35.57807855764607
1739209888.3314483;-35.57807855764607
1739209888.331451;-38.13080360867914
1739209888.3314538;-45.120503652039325
1739209888.3314564;-38.13080360867914
1739209888.3314593;-32.816014438256545
1739209888.331462;-38.13080360867914
1739209888.3314645;-38.13080360867914
1739209888.3314674;-38.13080360867914
1739209888.33147;-45.120503652039325
1739209888.3314729;-45.120503652039325
1739209888.3314755;-45.120503652039325
1739209888.331478;-38.13080360867914
1739209888.331481;-38.13080360867914
1739209888.3314836;-45.120503652039325
1739209888.3314865;-45.120503652039325
1739209888.331489;-35.57807855764607
1739209888.3314917;-35.57807855764607
1739209888.3314946;-38.13080360867914
1739209888.3314972;-45.120503652039325
1739209888.3315;-45.120503652039325
1739209888.3315027;-38.13080360867914
1739209888.3315053;-38.13080360867914
1739209888.3315082;-45.120503652039325
1739209888.3315108;-45.120503652039325
1739209888.3315136;-45.120503652039325
1739209888.3315163;-38.13080360867914
1739209888.331519;-38.13080360867914
1739209888.3315217;-38.13080360867914
1739209888.3315244;-45.120503652039325
1739209888.3315272;-45.120503652039325
1739209888.3315299;-38.13080360867914
1739209888.3315325;-45.120503652039325
1739209888.3315353;-45.120503652039325
1739209888.331538;-45.120503652039325
1739209888.3315408;-45.120503652039325
1739209888.3315434;-33.981070128970906
1739209888.331546;-45.120503652039325
1739209888.331549;-35.57807855764607
1739209888.3315516;-35.57807855764607
1739209888.3315544;-38.13080360867914
1739209888.331557;-45.120503652039325
1739209888.3315597;-38.13080360867914
1739209888.3315625;-35.57807855764607
1739209888.3315651;-38.13080360867914
1739209888.331568;-45.120503652039325
1739209888.3315706;-38.13080360867914
1739209888.3315732;-38.13080360867914
1739209888.331576;-38.13080360867914
1739209888.3315787;-45.120503652039325
1739209888.3315816;-38.13080360867914
1739209888.3315842;-45.120503652039325
1739209888.3315868;-38.13080360867914
1739209888.3315897;-45.120503652039325
1739209888.3315923;-38.13080360867914
1739209888.3315952;-38.13080360867914
1739209888.3315978;-38.13080360867914
1739209888.3316004;-35.57807855764607
1739209888.3316033;-38.13080360867914
1739209888.331606;-45.120503652039325
1739209888.3316088;-45.120503652039325
1739209888.3316114;-45.120503652039325
1739209888.331614;-38.13080360867914
1739209888.3316169;-45.120503652039325
1739209888.3316195;-38.13080360867914
1739209888.3316224;-38.13080360867914
1739209888.331625;-45.120503652039325
1739209888.3316276;-45.120503652039325
1739209888.3316305;-28.992665084841942
1739209888.331633;-38.13080360867914
1739209888.331636;-45.120503652039325
1739209888.3316386;-45.120503652039325
1739209888.3316412;-38.13080360867914
1739209888.331644;-38.13080360867914
1739209888.3316467;-38.13080360867914
1739209888.3316493;-45.120503652039325
1739209888.3316522;-31.14110356531892
1739209888.3316548;-38.13080360867914
1739209888.3316576;-45.120503652039325
1739209888.3316603;-45.120503652039325
1739209888.331663;-45.120503652039325
1739209888.3316658;-35.57807855764607
1739209888.3316684;-38.13080360867914
1739209888.3316712;-45.120503652039325
1739209888.3316739;-27.267205301931607
1739209888.3316765;-45.120503652039325
1739209888.3316793;-45.120503652039325
1739209888.331682;-33.981070128970906
1739209888.3316848;-45.120503652039325
1739209888.3316875;-45.120503652039325
1739209888.33169;-38.13080360867914
1739209888.331693;-38.13080360867914
1739209888.3316956;-30.49652367304976
1739209888.3316984;-45.120503652039325
1739209888.331701;-38.13080360867914
1739209888.3317037;-45.120503652039325
1739209888.3317065;-45.120503652039325
1739209888.3317091;-45.120503652039325
1739209888.331712;-33.981070128970906
1739209888.3317146;-35.57807855764607
1739209888.3317173;-31.141103565318915
1739209888.33172;-33.981070128970906
1739209888.3317227;-38.13080360867914
1739209888.3317256;-35.57807855764607
1739209888.3317282;-38.13080360867914
1739209888.3317308;-32.816014438256545
1739209888.3317337;-38.13080360867914
1739209888.3317363;-38.13080360867914
1739209888.3317392;-45.120503652039325
1739209888.3317418;-45.120503652039325
1739209888.3317444;-45.120503652039325
1739209888.3317473;-45.120503652039325
1739209888.33175;-45.120503652039325
1739209888.3317528;-38.13080360867914
1739209888.3317554;-45.120503652039325
1739209888.331758;-45.120503652039325
1739209888.331761;-35.57807855764607
1739209888.3317635;-35.57807855764607
1739209888.3317664;-38.13080360867914
1739209888.331769;-45.120503652039325
1739209888.3317716;-38.13080360867914
1739209888.3317745;-38.13080360867914
1739209888.331777;-45.120503652039325
1739209888.33178;-45.120503652039325
1739209888.3317826;-38.13080360867914
1739209888.3317852;-38.13080360867914
1739209888.331788;-45.120503652039325
1739209888.3317907;-45.120503652039325
1739209888.3317935;-38.13080360867914
1739209888.3317962;-35.57807855764607
1739209888.3317988;-45.120503652039325
1739209888.3318017;-38.13080360867914
1739209888.3318043;-45.120503652039325
1739209888.3318071;-45.120503652039325
1739209888.3318098;-45.120503652039325
1739209888.3318124;-45.120503652039325
1739209888.3318152;-45.120503652039325
1739209888.3318179;-45.120503652039325
1739209888.3318207;-33.981070128970906
1739209888.3318233;-38.13080360867914
1739209888.331826;-35.57807855764607
1739209888.3318288;-29.438486411369333
1739209888.3318315;-45.120503652039325
1739209888.3318343;-38.13080360867914
1739209888.331837;-32.816014438256545
1739209888.3318396;-33.981070128970906
1739209888.3318424;-45.120503652039325
1739209888.331845;-38.13080360867914
1739209888.331848;-45.120503652039325
1739209888.3318505;-45.120503652039325
1739209888.3318532;-33.981070128970906
1739209888.331856;-38.13080360867914
1739209888.3318586;-45.120503652039325
1739209888.3318615;-38.13080360867914
1739209888.331864;-35.57807855764607
1739209888.3318667;-45.120503652039325
1739209888.3318696;-33.981070128970906
1739209888.3318722;-31.141103565318893
1739209888.3318748;-38.13080360867914
1739209888.3318777;-45.120503652039325
1739209888.3318803;-38.13080360867914
1739209888.3318832;-35.57807855764607
1739209888.3318858;-35.57807855764607
1739209888.3318884;-38.13080360867914
1739209888.3318913;-45.120503652039325
1739209888.331894;-45.120503652039325
1739209888.3318968;-45.120503652039325
1739209888.3318994;-45.120503652039325
1739209888.331902;-38.13080360867914
1739209888.331905;-38.13080360867914
1739209888.3319075;-45.120503652039325
1739209888.3319104;-45.120503652039325
1739209888.331913;-45.120503652039325
1739209888.3319156;-38.13080360867914
1739209888.3319185;-38.13080360867914
1739209888.331921;-45.120503652039325
1739209888.331924;-45.120503652039325
1739209888.3319266;-45.120503652039325
1739209888.3319292;-38.13080360867914
1739209888.331932;-45.120503652039325
1739209888.3319347;-45.120503652039325
1739209888.3319376;-31.141103565318893
1739209888.3319402;-45.120503652039325
1739209888.3319428;-45.120503652039325
1739209888.3319457;-38.13080360867914
1739209888.3319483;-35.57807855764607
1739209888.3319511;-45.120503652039325
1739209888.3319538;-45.120503652039325
1739209888.3319564;-45.120503652039325
1739209888.3319592;-45.120503652039325
1739209888.3319619;-38.13080360867914
1739209888.3319647;-38.13080360867914
1739209888.3319674;-38.13080360867914
1739209888.33197;-45.120503652039325
1739209888.3319728;-32.816014438256545
1739209888.3319755;-38.13080360867914
1739209888.3319783;-38.13080360867914
1739209888.331981;-35.57807855764607
1739209888.3319836;-38.13080360867914
1739209888.3319864;-45.120503652039325
1739209888.331989;-38.13080360867914
1739209888.331992;-45.120503652039325
1739209888.3319945;-45.120503652039325
1739209888.3319972;-38.13080360867914
1739209888.332;-38.13080360867914
1739209888.3320026;-45.120503652039325
1739209888.3320055;-38.13080360867914
1739209888.3320081;-38.13080360867914
1739209888.3320107;-45.120503652039325
1739209888.3320136;-45.120503652039325
1739209888.3320162;-38.13080360867914
1739209888.332019;-45.120503652039325
1739209888.3320217;-38.13080360867914
1739209888.3320243;-45.120503652039325
1739209888.3320272;-38.13080360867914
1739209888.3320298;-45.120503652039325
1739209888.3320327;-38.13080360867914
1739209888.3320353;-38.13080360867914
1739209888.332038;-45.120503652039325
1739209888.3320408;-45.120503652039325
1739209888.3320434;-45.120503652039325
1739209888.3320463;-38.13080360867914
1739209888.332049;-33.981070128970906
1739209888.3320515;-45.120503652039325
1739209888.3320544;-45.120503652039325
1739209888.332057;-32.816014438256545
1739209888.3320599;-38.13080360867914
1739209888.3320625;-45.120503652039325
1739209888.332065;-38.13080360867914
1739209888.332068;-35.57807855764607
1739209888.3320706;-30.49652367304973
1739209888.3320735;-45.120503652039325
1739209888.332076;-38.13080360867914
1739209888.3320787;-35.57807855764607
1739209888.3320816;-38.13080360867914
1739209888.3320842;-45.120503652039325
1739209888.3320868;-45.120503652039325
1739209888.3320897;-35.57807855764607
1739209888.3320923;-38.13080360867914
1739209888.3320951;-45.120503652039325
1739209888.3320978;-45.120503652039325
1739209888.3321004;-38.13080360867914
1739209888.3321033;-38.13080360867914
1739209888.3321059;-45.120503652039325
1739209888.3321087;-38.13080360867914
1739209888.3321114;-45.120503652039325
1739209888.332114;-38.13080360867914
1739209888.3321168;-35.57807855764607
1739209888.3321195;-45.120503652039325
1739209888.3321223;-45.120503652039325
1739209888.332125;-33.981070128970906
1739209888.3321276;-45.120503652039325
1739209888.3321304;-45.120503652039325
1739209888.332133;-45.120503652039325
1739209888.332136;-38.13080360867914
1739209888.3321385;-35.57807855764607
1739209888.3321412;-35.57807855764607
1739209888.332144;-38.13080360867914
1739209888.3321466;-38.13080360867914
1739209888.3321495;-35.57807855764607
1739209888.3321521;-45.120503652039325
1739209888.3321548;-45.120503652039325
1739209888.3321576;-27.267205301931607
1739209888.3321602;-31.141103565318915
1739209888.332163;-45.120503652039325
1739209888.3321657;-45.120503652039325
1739209888.3321683;-33.981070128970906
1739209888.3321712;-38.13080360867914
1739209888.3321738;-38.13080360867914
1739209888.3321767;-38.13080360867914
1739209888.3321793;-35.57807855764607
1739209888.332182;-38.13080360867914
1739209888.3321848;-38.13080360867914
1739209888.3321874;-45.120503652039325
1739209888.3321903;-38.13080360867914
1739209888.332193;-35.57807855764607
1739209888.3321955;-38.13080360867914
1739209888.3321984;-38.13080360867914
1739209888.332201;-31.141103565318915
1739209888.3322039;-38.13080360867914
1739209888.3322065;-45.120503652039325
1739209888.332209;-35.57807855764607
1739209888.332212;-45.120503652039325
1739209888.3322146;-45.120503652039325
1739209888.3322175;-45.120503652039325
1739209888.33222;-38.13080360867914
1739209888.3322227;-35.57807855764607
1739209888.3322256;-45.120503652039325
1739209888.3322282;-45.120503652039325
1739209888.332231;-35.57807855764607
1739209888.3322337;-35.57807855764607
1739209888.3322363;-38.13080360867914
1739209888.3322392;-38.13080360867914
1739209888.3322418;-35.57807855764607
1739209888.3322446;-32.81601443825658
1739209888.3322473;-45.120503652039325
1739209888.3322499;-38.13080360867914
1739209888.3322527;-38.13080360867914
1739209888.3322554;-45.120503652039325
1739209888.3322582;-45.120503652039325
1739209888.3322608;-33.981070128970906
1739209888.3322635;-38.13080360867914
1739209888.3322663;-32.816014438256545
1739209888.332269;-33.981070128970906
1739209888.3322718;-45.120503652039325
1739209888.3322744;-38.13080360867914
1739209888.332277;-45.120503652039325
1739209888.33228;-45.120503652039325
1739209888.3322825;-38.13080360867914
1739209888.3322854;-45.120503652039325
1739209888.332288;-45.120503652039325
1739209888.3322906;-45.120503652039325
1739209888.3322935;-38.13080360867914
1739209888.3322961;-45.120503652039325
1739209888.3322988;-33.981070128970906
1739209888.3323016;-38.13080360867914
1739209888.3323042;-38.13080360867914
1739209888.332307;-38.13080360867914
1739209888.3323097;-45.120503652039325
1739209888.3323123;-38.13080360867914
1739209888.3323152;-38.13080360867914
1739209888.3323178;-45.120503652039325
1739209888.3323207;-45.120503652039325
1739209888.3323233;-38.13080360867914
1739209888.332326;-33.981070128970906
1739209888.3323288;-45.120503652039325
1739209888.3323314;-38.13080360867914
1739209888.3323343;-38.13080360867914
1739209888.332337;-45.120503652039325
1739209888.3323395;-38.13080360867914
1739209888.3323424;-38.13080360867914
1739209888.332345;-45.120503652039325
1739209888.3323479;-45.120503652039325
1739209888.3323505;-38.13080360867914
1739209888.332353;-45.120503652039325
1739209888.332356;-45.120503652039325
1739209888.3323586;-38.13080360867914
1739209888.3323615;-38.13080360867914
1739209888.332364;-38.13080360867914
1739209888.3323667;-35.57807855764607
1739209888.3323696;-38.13080360867914
1739209888.3323722;-35.57807855764607
1739209888.332375;-38.13080360867914
1739209888.3323777;-38.13080360867914
1739209888.3323803;-38.13080360867914
1739209888.3323832;-35.57807855764607
1739209888.3323858;-38.13080360867914
1739209888.3323886;-45.120503652039325
1739209888.3323913;-38.13080360867914
