CAN Message; 0x1d3:00001ceef4acf96a
1739209646.8522315;-45.120503652039325
1739209646.8522415;-45.120503652039325
1739209646.8522513;-45.120503652039325
1739209646.8522613;-38.13080360867914
1739209646.852271;-38.13080360867914
1739209646.852281;-38.13080360867914
1739209646.8603027;-38.13080360867914
1739209646.8603055;-45.120503652039325
1739209646.8603082;-38.13080360867914
1739209646.860311;-45.120503652039325
1739209646.8603137;-45.120503652039325
1739209646.8603163;-33.981070128970906
1739209646.8603191;-38.13080360867914
1739209646.8603218;-45.120503652039325
1739209646.8603246;-33.981070128970906
1739209646.8603272;-35.57807855764607
1739209646.86033;-38.13080360867914
1739209646.8603327;-45.120503652039325
1739209646.8603354;-32.816014438256545
1739209646.8603382;-32.816014438256545
1739209646.8603408;-45.120503652039325
1739209646.8603437;-45.120503652039325
1739209646.8603463;-45.120503652039325
1739209646.860349;-45.120503652039325
1739209646.8603518;-38.13080360867914
1739209646.8603544;-45.120503652039325
1739209646.8603573;-38.13080360867914
1739209646.86036;-35.57807855764607
1739209646.8603628;-45.120503652039325
1739209646.8603654;-45.120503652039325
1739209646.860368;-38.13080360867914
1739209646.8603709;-38.13080360867914
1739209646.8603735;-45.120503652039325
1739209646.8603764;-45.120503652039325
1739209646.860379;-38.13080360867914
1739209646.8603816;-45.120503652039325
1739209646.8603845;-45.120503652039325
1739209646.860387;-45.120503652039325
1739209646.86039;-27.267205301931607
1739209646.8603926;-33.981070128970906
1739209646.8603954;-45.120503652039325
1739209646.860398;-45.120503652039325
1739209646.8604007;-31.141103565318915
1739209646.8604035;-35.57807855764607
1739209646.8604062;-45.120503652039325
1739209646.860409;-45.120503652039325
1739209646.8604116;-32.81601443825658
1739209646.8604143;-33.981070128970906
1739209646.8604171;-35.57807855764607
1739209646.8604198;-45.120503652039325
1739209646.8604226;-45.120503652039325
1739209646.8604252;-38.13080360867914
1739209646.860428;-38.13080360867914
1739209646.8604307;-45.120503652039325
1739209646.8604333;-33.981070128970906
1739209646.8604362;-35.57807855764607
1739209646.8604388;-45.120503652039325
1739209646.8604417;-45.120503652039325
1739209646.8604443;-35.57807855764607
1739209646.860447;-35.57807855764607
1739209646.8604498;-45.120503652039325
1739209646.8604524;-45.120503652039325
1739209646.8604553;-30.49652367304973
1739209646.860458;-31.141103565318893
1739209646.8604605;-45.120503652039325
1739209646.8604634;-38.13080360867914
1739209646.860466;-38.13080360867914
1739209646.8604689;-38.13080360867914
1739209646.8604715;-45.120503652039325
1739209646.8604743;-38.13080360867914
1739209646.860477;-45.120503652039325
1739209646.8604796;-45.120503652039325
1739209646.8604825;-38.13080360867914
1739209646.860485;-45.120503652039325
1739209646.860488;-38.13080360867914
1739209646.8604906;-45.120503652039325
1739209646.8604932;-45.120503652039325
1739209646.860496;-45.120503652039325
1739209646.8604987;-30.49652367304973
1739209646.8605015;-26.991370085610736
1739209646.8605042;-45.120503652039325
1739209646.860507;-45.120503652039325
1739209646.8605096;-38.13080360867914
1739209646.8605123;-38.13080360867914
1739209646.860515;-45.120503652039325
1739209646.8605177;-35.57807855764607
1739209646.8605206;-45.120503652039325
1739209646.8605232;-45.120503652039325
1739209646.8605258;-45.120503652039325
1739209646.8605287;-45.120503652039325
1739209646.8605313;-45.120503652039325
1739209646.8605342;-38.13080360867914
1739209646.8605368;-38.13080360867914
1739209646.8605397;-45.120503652039325
1739209646.8605423;-38.13080360867914
1739209646.860545;-30.49652367304973
1739209646.8605478;-38.13080360867914
1739209646.8605504;-38.13080360867914
1739209646.8605533;-33.981070128970906
1739209646.860556;-38.13080360867914
1739209646.8605585;-45.120503652039325
1739209646.8605614;-45.120503652039325
1739209646.860564;-45.120503652039325
1739209646.8605669;-45.120503652039325
1739209646.8605695;-45.120503652039325
1739209646.8605723;-45.120503652039325
1739209646.860575;-45.120503652039325
1739209646.8605776;-38.13080360867914
1739209646.8605804;-45.120503652039325
1739209646.860583;-45.120503652039325
1739209646.860586;-45.120503652039325
1739209646.8605886;-45.120503652039325
1739209646.8605912;-38.13080360867914
1739209646.860594;-45.120503652039325
1739209646.8605967;-38.13080360867914
1739209646.8605995;-33.981070128970906
1739209646.8606021;-33.981070128970906
1739209646.8606048;-45.120503652039325
1739209646.8606076;-38.13080360867914
1739209646.8606102;-32.816014438256545
1739209646.860613;-38.13080360867914
1739209646.8606157;-45.120503652039325
1739209646.8606186;-32.816014438256545
1739209646.8606212;-32.816014438256545
1739209646.8606238;-45.120503652039325
1739209646.8606267;-45.120503652039325
1739209646.8606293;-38.13080360867914
1739209646.8606322;-45.120503652039325
1739209646.8606348;-45.120503652039325
1739209646.8606374;-45.120503652039325
1739209646.8606403;-38.13080360867914
1739209646.860643;-35.57807855764607
1739209646.8606458;-45.120503652039325
1739209646.8606484;-45.120503652039325
1739209646.8606513;-38.13080360867914
1739209646.8606539;-32.816014438256545
1739209646.8606565;-33.981070128970906
1739209646.8606594;-45.120503652039325
1739209646.860662;-38.13080360867914
1739209646.8606648;-45.120503652039325
1739209646.8606675;-38.13080360867914
1739209646.86067;-35.57807855764607
1739209646.860673;-38.13080360867914
1739209646.8606756;-45.120503652039325
1739209646.8606784;-38.13080360867914
1739209646.860681;-38.13080360867914
1739209646.860684;-38.13080360867914
1739209646.8606865;-38.13080360867914
1739209646.8606892;-38.13080360867914
1739209646.860692;-38.13080360867914
1739209646.8606946;-45.120503652039325
1739209646.8606975;-38.13080360867914
1739209646.8607001;-38.13080360867914
1739209646.8607028;-45.120503652039325
1739209646.8607056;-35.57807855764607
1739209646.8607082;-35.57807855764607
1739209646.860711;-38.13080360867914
1739209646.8607137;-38.13080360867914
1739209646.8607166;-38.13080360867914
1739209646.8607192;-45.120503652039325
1739209646.8607218;-38.13080360867914
1739209646.8607247;-45.120503652039325
1739209646.8607273;-38.13080360867914
1739209646.8607302;-45.120503652039325
1739209646.8607328;-45.120503652039325
1739209646.8607354;-45.120503652039325
1739209646.8607383;-38.13080360867914
1739209646.860741;-38.13080360867914
1739209646.8607438;-30.49652367304973
1739209646.8607464;-45.120503652039325
1739209646.860749;-45.120503652039325
1739209646.8607519;-45.120503652039325
1739209646.8607545;-45.120503652039325
1739209646.8607574;-45.120503652039325
1739209646.86076;-45.120503652039325
1739209646.8607628;-38.13080360867914
1739209646.8607655;-28.992665084841942
1739209646.860768;-35.57807855764607
1739209646.860771;-45.120503652039325
1739209646.8607736;-45.120503652039325
1739209646.8607764;-38.13080360867914
1739209646.860779;-38.13080360867914
1739209646.8607817;-45.120503652039325
1739209646.8607845;-38.13080360867914
1739209646.8607872;-27.267205301931607
1739209646.86079;-33.981070128970906
1739209646.8607926;-45.120503652039325
1739209646.8607955;-45.120503652039325
1739209646.8607981;-33.981070128970906
1739209646.8608007;-45.120503652039325
1739209646.8608036;-45.120503652039325
1739209646.8608062;-38.13080360867914
1739209646.860809;-31.141103565318915
1739209646.8608117;-38.13080360867914
1739209646.8608143;-35.57807855764607
1739209646.8608172;-38.13080360867914
1739209646.8608198;-38.13080360867914
1739209646.8608227;-33.981070128970906
1739209646.8608253;-45.120503652039325
1739209646.8608282;-38.13080360867914
1739209646.8608308;-31.141103565318915
1739209646.8608334;-45.120503652039325
1739209646.8608363;-38.13080360867914
1739209646.860839;-35.57807855764607
1739209646.8608418;-45.120503652039325
1739209646.8608444;-45.120503652039325
1739209646.860847;-45.120503652039325
1739209646.8608499;-38.13080360867914
1739209646.8608525;-38.13080360867914
1739209646.8608553;-45.120503652039325
1739209646.860858;-45.120503652039325
1739209646.8608606;-45.120503652039325
1739209646.8608634;-33.981070128970906
1739209646.860866;-45.120503652039325
1739209646.860869;-33.981070128970906
1739209646.8608716;-38.13080360867914
1739209646.8608744;-38.13080360867914
1739209646.860877;-45.120503652039325
1739209646.8608797;-38.13080360867914
1739209646.8608825;-38.13080360867914
1739209646.8608851;-38.13080360867914
1739209646.860888;-45.120503652039325
1739209646.8608906;-33.981070128970906
1739209646.8608932;-32.816014438256545
1739209646.860896;-38.13080360867914
1739209646.8608987;-45.120503652039325
1739209646.8609016;-45.120503652039325
1739209646.8609042;-38.13080360867914
1739209646.860907;-45.120503652039325
1739209646.8609097;-45.120503652039325
1739209646.8609123;-38.13080360867914
1739209646.8609152;-38.13080360867914
1739209646.8609178;-38.13080360867914
1739209646.8609207;-38.13080360867914
1739209646.8609233;-45.120503652039325
1739209646.860926;-45.120503652039325
1739209646.8609288;-45.120503652039325
1739209646.8609314;-38.13080360867914
1739209646.8609343;-45.120503652039325
1739209646.8609369;-45.120503652039325
1739209646.8609397;-30.49652367304973
1739209646.8609424;-38.13080360867914
1739209646.860945;-45.120503652039325
1739209646.8609478;-38.13080360867914
1739209646.8609505;-35.57807855764607
1739209646.8609533;-38.13080360867914
1739209646.860956;-45.120503652039325
1739209646.8609586;-35.57807855764607
1739209646.8609614;-33.981070128970956
1739209646.860964;-45.120503652039325
1739209646.860967;-38.13080360867914
1739209646.8609695;-45.120503652039325
1739209646.8609724;-45.120503652039325
1739209646.860975;-38.13080360867914
1739209646.8609776;-38.13080360867914
1739209646.8609805;-45.120503652039325
1739209646.8609831;-29.438486411369333
1739209646.860986;-32.816014438256545
1739209646.8609886;-45.120503652039325
1739209646.8609912;-45.120503652039325
1739209646.860994;-38.13080360867914
1739209646.8609967;-45.120503652039325
1739209646.8609996;-38.13080360867914
1739209646.8610022;-38.13080360867914
1739209646.8610048;-45.120503652039325
1739209646.8610077;-45.120503652039325
1739209646.8610103;-33.981070128970906
1739209646.8610132;-45.120503652039325
1739209646.8610158;-38.13080360867914
1739209646.8610187;-35.57807855764607
1739209646.8610213;-45.120503652039325
1739209646.861024;-45.120503652039325
1739209646.8610268;-38.13080360867914
1739209646.8610294;-38.13080360867914
1739209646.8610322;-38.13080360867914
1739209646.8610349;-45.120503652039325
1739209646.8610375;-45.120503652039325
1739209646.8610404;-38.13080360867914
1739209646.861043;-38.13080360867914
1739209646.8610458;-45.120503652039325
1739209646.8610485;-38.13080360867914
1739209646.8610513;-38.13080360867914
1739209646.861054;-45.120503652039325
1739209646.8610566;-45.120503652039325
1739209646.8610594;-38.13080360867914
1739209646.861062;-38.13080360867914
1739209646.861065;-45.120503652039325
1739209646.8610675;-45.120503652039325
1739209646.8610702;-45.120503652039325
1739209646.861073;-45.120503652039325
1739209646.8610756;-45.120503652039325
1739209646.8610785;-45.120503652039325
1739209646.8610811;-45.120503652039325
1739209646.861084;-38.13080360867914
1739209646.8610866;-38.13080360867914
1739209646.8610892;-45.120503652039325
1739209646.861092;-32.816014438256545
1739209646.8610947;-32.816014438256545
1739209646.8610976;-45.120503652039325
1739209646.8611002;-45.120503652039325
1739209646.8611028;-45.120503652039325
1739209646.8611057;-45.120503652039325
1739209646.8611083;-45.120503652039325
1739209646.8611112;-45.120503652039325
1739209646.8611138;-45.120503652039325
1739209646.8611166;-38.13080360867914
1739209646.8611193;-38.13080360867914
1739209646.861122;-45.120503652039325
1739209646.8611248;-38.13080360867914
1739209646.8611274;-32.816014438256545
1739209646.8611302;-45.120503652039325
1739209646.8611329;-45.120503652039325
1739209646.8611355;-38.13080360867914
1739209646.8611383;-32.816014438256545
1739209646.861141;-38.13080360867914
1739209646.8611438;-45.120503652039325
1739209646.8611465;-38.13080360867914
1739209646.861149;-38.13080360867914
1739209646.861152;-31.141103565318915
1739209646.8611546;-38.13080360867914
1739209646.8611574;-45.120503652039325
1739209646.86116;-33.981070128970906
1739209646.861163;-35.57807855764607
1739209646.8611655;-35.57807855764607
1739209646.8611681;-35.57807855764607
1739209646.861171;-33.981070128970906
1739209646.8611736;-45.120503652039325
1739209646.8611765;-45.120503652039325
1739209646.861179;-33.981070128970906
1739209646.8611817;-33.981070128970906
1739209646.8611846;-33.981070128970906
1739209646.8611872;-45.120503652039325
1739209646.86119;-45.120503652039325
1739209646.8611927;-38.13080360867914
1739209646.8611956;-38.13080360867914
1739209646.8611982;-38.13080360867914
1739209646.8612008;-45.120503652039325
1739209646.8612037;-38.13080360867914
1739209646.8612063;-33.981070128970906
1739209646.8612092;-45.120503652039325
1739209646.8612118;-45.120503652039325
1739209646.8612144;-38.13080360867914
1739209646.8612173;-38.13080360867914
1739209646.86122;-45.120503652039325
1739209646.8612227;-45.120503652039325
1739209646.8612254;-38.13080360867914
1739209646.8612282;-38.13080360867914
1739209646.8612309;-45.120503652039325
1739209646.8612335;-38.13080360867914
1739209646.8612363;-32.816014438256545
1739209646.861239;-38.13080360867914
1739209646.8612418;-45.120503652039325
1739209646.8612444;-38.13080360867914
1739209646.861247;-38.13080360867914
1739209646.86125;-33.981070128970906
1739209646.8612525;-38.13080360867914
1739209646.8612554;-38.13080360867914
1739209646.861258;-38.13080360867914
1739209646.861261;-45.120503652039325
1739209646.8612635;-38.13080360867914
1739209646.8612661;-38.13080360867914
1739209646.861269;-35.57807855764607
1739209646.8612716;-33.981070128970906
1739209646.8612745;-38.13080360867914
1739209646.861277;-45.120503652039325
1739209646.8612797;-35.57807855764607
1739209646.8612826;-38.13080360867914
1739209646.8612852;-45.120503652039325
1739209646.861288;-38.13080360867914
1739209646.8612907;-33.981070128970906
1739209646.8612933;-29.438486411369354
1739209646.8612962;-38.13080360867914
1739209646.8612988;-38.13080360867914
1739209646.8613017;-38.13080360867914
1739209646.8613043;-33.981070128970906
1739209646.8613071;-45.120503652039325
1739209646.8613098;-38.13080360867914
1739209646.8613124;-38.13080360867914
1739209646.8613153;-31.141103565318915
1739209646.8613179;-33.981070128970906
1739209646.8613207;-38.13080360867914
1739209646.8613234;-45.120503652039325
1739209646.861326;-35.57807855764607
1739209646.8613288;-32.816014438256545
1739209646.8613315;-35.57807855764607
1739209646.8613343;-28.992665084841967
1739209646.861337;-25.826314394896354
1739209646.8613398;-28.21854285175415
1739209646.8613424;-38.13080360867914
1739209646.861345;-38.13080360867914
1739209646.861348;-38.13080360867914
1739209646.8613505;-38.13080360867914
1739209646.8613534;-38.13080360867914
1739209646.861356;-45.120503652039325
1739209646.8613586;-38.13080360867914
1739209646.8613615;-30.49652367304973
1739209646.8613641;-45.120503652039325
1739209646.861367;-25.826314394896354
1739209646.8613696;-26.487275050834715
1739209646.8613725;-30.49652367304976
1739209646.861375;-30.49652367304973
1739209646.8613777;-32.81601443825658
1739209646.8613806;-30.49652367304973
1739209646.8613832;-32.816014438256545
1739209646.861386;-45.120503652039325
1739209646.8613887;-45.120503652039325
1739209646.8613913;-33.981070128970906
1739209646.8613942;-45.120503652039325
1739209646.8613968;-38.13080360867914
1739209646.8613997;-31.14110356531892
1739209646.8614023;-24.15140352195872
1739209646.8614051;-25.25278630937684
1739209646.8614078;-38.13080360867914
1739209646.8614104;-38.13080360867914
1739209646.8614132;-45.120503652039325
1739209646.8614159;-28.992665084841942
1739209646.8614187;-33.981070128970906
1739209646.8614213;-38.13080360867914
1739209646.861424;-30.49652367304973
1739209646.8614268;-38.13080360867914
1739209646.8614295;-38.13080360867914
1739209646.8614323;-38.13080360867914
1739209646.861435;-30.49652367304976
1739209646.8614376;-23.16150712794695
1739209646.8614404;-38.13080360867914
1739209646.861443;-45.120503652039325
1739209646.861446;-27.267205301931607
1739209646.8614485;-28.992665084841942
1739209646.8614514;-35.57807855764607
1739209646.861454;-33.981070128970906
1739209646.8614566;-38.13080360867914
1739209646.8614595;-33.981070128970906
1739209646.861462;-45.120503652039325
1739209646.861465;-32.816014438256545
1739209646.8614676;-26.991370085610754
1739209646.8614702;-25.826314394896357
1739209646.861473;-25.826314394896364
1739209646.8614757;-45.120503652039325
1739209646.8614786;-28.218542851754165
1739209646.8614812;-45.120503652039325
1739209646.861484;-31.141103565318915
1739209646.8614867;-45.120503652039325
1739209646.8614893;-31.141103565318915
1739209646.8614922;-35.57807855764607
1739209646.8614948;-33.981070128970906
1739209646.8614976;-45.120503652039325
1739209646.8615003;-23.50682362968953
1739209646.861503;-22.740042620751332
1739209646.8615057;-27.87774495603143
1739209646.8615084;-38.13080360867914
1739209646.8615112;-45.120503652039325
1739209646.8615139;-30.49652367304973
1739209646.8615167;-31.141103565318915
1739209646.8615193;-45.120503652039325
1739209646.861522;-45.120503652039325
1739209646.8615248;-38.13080360867914
1739209646.8615274;-45.120503652039325
1739209646.8615303;-38.13080360867914
1739209646.861533;-38.13080360867914
1739209646.8615355;-22.264930561961556
1739209646.8615384;-21.676580915188183
1739209646.861541;-31.141103565318915
1739209646.861544;-29.438486411369333
1739209646.8615465;-30.49652367304973
1739209646.8615494;-45.120503652039325
1739209646.861552;-33.981070128970906
1739209646.8615546;-38.13080360867914
1739209646.8615575;-45.120503652039325
1739209646.86156;-38.13080360867914
1739209646.861563;-38.13080360867914
1739209646.8615656;-28.992665084841942
1739209646.8615682;-23.75329798047522
1739209646.861571;-23.273589343863303
1739209646.8615737;-31.141103565318943
1739209646.8615766;-38.13080360867914
1739209646.8615792;-38.13080360867914
1739209646.8615818;-31.141103565318893
1739209646.8615847;-28.992665084841942
1739209646.8615873;-45.120503652039325
1739209646.8615901;-45.120503652039325
1739209646.8615928;-38.13080360867914
1739209646.8615956;-45.120503652039325
1739209646.8615983;-45.120503652039325
1739209646.8616009;-28.218542851754165
1739209646.8616037;-21.522148828640407
1739209646.8616064;-26.991370085610722
1739209646.8616092;-33.981070128970956
1739209646.8616118;-30.49652367304973
1739209646.8616145;-33.981070128970906
1739209646.8616173;-38.13080360867914
1739209646.86162;-45.120503652039325
1739209646.8616228;-33.981070128970906
1739209646.8616254;-38.13080360867914
1739209646.8616283;-38.13080360867914
1739209646.861631;-38.13080360867914
1739209646.8616335;-45.120503652039325
1739209646.8616364;-38.13080360867914
1739209646.861639;-45.120503652039325
1739209646.861642;-45.120503652039325
1739209646.8616445;-38.13080360867914
1739209646.8616471;-38.13080360867914
1739209646.86165;-45.120503652039325
1739209646.8616526;-45.120503652039325
1739209646.8616555;-35.57807855764607
1739209646.861658;-38.13080360867914
1739209646.861661;-45.120503652039325
1739209646.8616636;-38.13080360867914
1739209646.8616662;-33.981070128970906
1739209646.861669;-38.13080360867914
1739209646.8616717;-38.13080360867914
1739209646.8616745;-38.13080360867914
1739209646.8616772;-38.13080360867914
1739209646.8616798;-38.13080360867914
1739209646.8616827;-45.120503652039325
1739209646.8616853;-38.13080360867914
1739209646.8616881;-38.13080360867914
1739209646.8616908;-45.120503652039325
1739209646.8616934;-45.120503652039325
1739209646.8616962;-38.13080360867914
1739209646.8616989;-38.13080360867914
1739209646.8617017;-45.120503652039325
1739209646.8617043;-45.120503652039325
1739209646.8617072;-33.981070128970906
1739209646.8617098;-32.816014438256545
1739209646.8617125;-45.120503652039325
1739209646.8617153;-45.120503652039325
1739209646.861718;-45.120503652039325
1739209646.8617208;-33.981070128970906
1739209646.8617234;-38.13080360867914
1739209646.861726;-45.120503652039325
1739209646.861729;-38.13080360867914
1739209646.8617315;-45.120503652039325
1739209646.8617344;-45.120503652039325
1739209646.861737;-38.13080360867914
1739209646.8617399;-38.13080360867914
1739209646.8617425;-45.120503652039325
1739209646.861745;-45.120503652039325
1739209646.861748;-38.13080360867914
1739209646.8617506;-38.13080360867914
1739209646.8617535;-38.13080360867914
1739209646.861756;-38.13080360867914
1739209646.8617587;-38.13080360867914
1739209646.8617616;-33.981070128970906
1739209646.8617642;-33.981070128970906
1739209646.861767;-38.13080360867914
1739209646.8617697;-38.13080360867914
1739209646.8617725;-38.13080360867914
1739209646.8617752;-45.120503652039325
1739209646.8617778;-33.981070128970906
1739209646.8617806;-38.13080360867914
1739209646.8617833;-38.13080360867914
1739209646.8617861;-45.120503652039325
1739209646.8617887;-45.120503652039325
1739209646.8617914;-45.120503652039325
1739209646.8617942;-45.120503652039325
1739209646.8617969;-38.13080360867914
1739209646.8617997;-28.992665084841942
1739209646.8618023;-38.13080360867914
1739209646.8618052;-38.13080360867914
1739209646.8618078;-38.13080360867914
1739209646.8618104;-38.13080360867914
1739209646.8618133;-45.120503652039325
1739209646.861816;-45.120503652039325
1739209646.8618188;-38.13080360867914
1739209646.8618214;-32.816014438256545
1739209646.861824;-45.120503652039325
1739209646.861827;-33.981070128970906
1739209646.8618295;-38.13080360867914
1739209646.8618324;-38.13080360867914
1739209646.861835;-45.120503652039325
1739209646.8618376;-38.13080360867914
1739209646.8618405;-35.57807855764607
1739209646.861843;-33.981070128970906
1739209646.861846;-38.13080360867914
1739209646.8618486;-26.991370085610736
1739209646.8618515;-25.62660358559016
1739209646.861854;-32.81601443825658
