CAN Message; 0x1b8:0300808d258708a7
1739209750.24218;-45.120503652039325
1739209750.2421894;-45.120503652039325
1739209750.242199;-38.13080360867914
1739209750.2422082;-35.57807855764607
1739209750.2422178;-33.981070128970906
1739209750.2422273;-45.120503652039325
1739209750.2422366;-38.13080360867914
1739209750.2422462;-35.57807855764607
1739209750.2422554;-38.13080360867914
1739209750.242265;-45.120503652039325
1739209750.2422745;-38.13080360867914
1739209750.2422838;-38.13080360867914
1739209750.2422934;-32.816014438256545
1739209750.2423027;-45.120503652039325
1739209750.2423122;-45.120503652039325
1739209750.2423217;-35.57807855764607
1739209750.242331;-45.120503652039325
1739209750.2423406;-45.120503652039325
1739209750.24235;-38.13080360867914
1739209750.2423594;-45.120503652039325
1739209750.242369;-45.120503652039325
1739209750.2423782;-45.120503652039325
1739209750.2423878;-38.13080360867914
1739209750.2423973;-38.13080360867914
1739209750.2424066;-38.13080360867914
1739209750.2424161;-45.120503652039325
1739209750.2424254;-38.13080360867914
1739209750.242435;-38.13080360867914
1739209750.2424445;-33.981070128970906
1739209750.2424538;-32.816014438256545
1739209750.2424634;-45.120503652039325
1739209750.2424726;-38.13080360867914
1739209750.2424822;-38.13080360867914
1739209750.2424917;-38.13080360867914
1739209750.242501;-45.120503652039325
1739209750.2425106;-45.120503652039325
1739209750.2425199;-38.13080360867914
1739209750.2425294;-38.13080360867914
1739209750.242539;-45.120503652039325
1739209750.2425482;-45.120503652039325
1739209750.2425578;-38.13080360867914
1739209750.242567;-38.13080360867914
1739209750.2425766;-45.120503652039325
1739209750.2425861;-45.120503652039325
1739209750.2425954;-31.141103565318915
1739209750.242605;-33.981070128970906
1739209750.2426143;-38.13080360867914
1739209750.2426238;-45.120503652039325
1739209750.2426333;-38.13080360867914
1739209750.2426426;-38.13080360867914
1739209750.2426522;-38.13080360867914
1739209750.2426615;-45.120503652039325
1739209750.242671;-38.13080360867914
1739209750.2426805;-38.13080360867914
1739209750.2426898;-35.57807855764607
1739209750.2426994;-35.57807855764607
1739209750.2427087;-45.120503652039325
1739209750.2427182;-38.13080360867914
1739209750.2427278;-38.13080360867914
1739209750.242737;-45.120503652039325
1739209750.2427466;-28.992665084841942
1739209750.242756;-31.141103565318915
1739209750.2427654;-45.120503652039325
1739209750.242775;-38.13080360867914
1739209750.2427843;-33.981070128970906
1739209750.2427938;-45.120503652039325
1739209750.242803;-38.13080360867914
1739209750.2428126;-38.13080360867914
1739209750.2428222;-45.120503652039325
1739209750.2428315;-45.120503652039325
1739209750.242841;-38.13080360867914
1739209750.2428503;-35.57807855764607
1739209750.2428598;-38.13080360867914
1739209750.2428694;-45.120503652039325
1739209750.2428787;-45.120503652039325
1739209750.2428882;-38.13080360867914
1739209750.2428975;-35.57807855764607
1739209750.242907;-38.13080360867914
1739209750.2429166;-33.981070128970906
1739209750.242926;-31.141103565318893
1739209750.2429354;-38.13080360867914
1739209750.2429447;-45.120503652039325
1739209750.2429543;-38.13080360867914
1739209750.2429638;-32.816014438256545
1739209750.242973;-38.13080360867914
1739209750.2429826;-38.13080360867914
1739209750.242992;-38.13080360867914
1739209750.2430015;-38.13080360867914
1739209750.243011;-35.57807855764607
1739209750.2430203;-38.13080360867914
1739209750.2430298;-38.13080360867914
1739209750.2430391;-35.57807855764607
1739209750.2430487;-38.13080360867914
1739209750.2430582;-38.13080360867914
1739209750.2430675;-33.981070128970906
1739209750.243077;-32.816014438256545
1739209750.2430866;-45.120503652039325
1739209750.2430959;-45.120503652039325
1739209750.2431054;-38.13080360867914
1739209750.2431147;-45.120503652039325
1739209750.2431242;-38.13080360867914
1739209750.2431338;-29.438486411369333
1739209750.243143;-38.13080360867914
1739209750.2431526;-35.57807855764607
1739209750.243162;-38.13080360867914
1739209750.2431715;-35.57807855764607
1739209750.243181;-45.120503652039325
1739209750.2431903;-35.57807855764607
1739209750.2431998;-45.120503652039325
1739209750.2432091;-45.120503652039325
1739209750.2432187;-45.120503652039325
1739209750.2432282;-45.120503652039325
1739209750.2432375;-45.120503652039325
1739209750.243247;-45.120503652039325
1739209750.2432563;-38.13080360867914
1739209750.2432659;-45.120503652039325
1739209750.2432754;-38.13080360867914
1739209750.2432847;-32.816014438256545
1739209750.2432942;-38.13080360867914
1739209750.2433035;-45.120503652039325
1739209750.243313;-45.120503652039325
1739209750.2433226;-38.13080360867914
1739209750.243332;-38.13080360867914
1739209750.2433414;-45.120503652039325
1739209750.2433507;-38.13080360867914
1739209750.2433603;-38.13080360867914
1739209750.2433698;-38.13080360867914
1739209750.243379;-45.120503652039325
1739209750.2433887;-38.13080360867914
1739209750.243398;-35.57807855764607
1739209750.2434075;-38.13080360867914
1739209750.243417;-38.13080360867914
1739209750.2434263;-38.13080360867914
1739209750.2434359;-38.13080360867914
1739209750.2434452;-35.57807855764607
1739209750.2434547;-38.13080360867914
1739209750.2434642;-38.13080360867914
1739209750.2434735;-45.120503652039325
1739209750.243483;-45.120503652039325
1739209750.2434924;-45.120503652039325
1739209750.243502;-45.120503652039325
1739209750.2435114;-32.816014438256545
1739209750.2435207;-45.120503652039325
1739209750.2435303;-35.57807855764607
1739209750.2435396;-38.13080360867914
1739209750.243549;-35.57807855764607
1739209750.2435586;-38.13080360867914
1739209750.243568;-32.816014438256545
1739209750.2435775;-38.13080360867914
1739209750.2435868;-45.120503652039325
1739209750.2435963;-38.13080360867914
1739209750.2436059;-35.57807855764607
1739209750.2436152;-38.13080360867914
1739209750.2436247;-45.120503652039325
1739209750.243634;-38.13080360867914
1739209750.2436435;-35.57807855764607
1739209750.243653;-38.13080360867914
1739209750.2436624;-35.57807855764607
1739209750.243672;-38.13080360867914
1739209750.2436812;-38.13080360867914
1739209750.2436907;-38.13080360867914
1739209750.2437003;-45.120503652039325
1739209750.2437096;-33.981070128970906
1739209750.243719;-38.13080360867914
1739209750.2437284;-38.13080360867914
1739209750.243738;-45.120503652039325
1739209750.2437475;-45.120503652039325
1739209750.2437568;-38.13080360867914
1739209750.2437663;-45.120503652039325
1739209750.2437756;-45.120503652039325
1739209750.2437851;-38.13080360867914
1739209750.2437947;-45.120503652039325
1739209750.243804;-45.120503652039325
1739209750.2438135;-38.13080360867914
1739209750.243823;-45.120503652039325
1739209750.2438323;-45.120503652039325
1739209750.243842;-38.13080360867914
1739209750.2438512;-35.57807855764607
1739209750.2438607;-33.981070128970906
1739209750.2438703;-38.13080360867914
1739209750.2438796;-38.13080360867914
1739209750.243889;-38.13080360867914
1739209750.2438984;-38.13080360867914
1739209750.243908;-45.120503652039325
1739209750.2439175;-33.981070128970906
1739209750.2439268;-35.57807855764607
1739209750.2439363;-38.13080360867914
1739209750.2439456;-45.120503652039325
1739209750.2439551;-38.13080360867914
1739209750.2439647;-35.57807855764607
1739209750.243974;-38.13080360867914
1739209750.2439835;-38.13080360867914
1739209750.2439928;-38.13080360867914
1739209750.2440023;-45.120503652039325
1739209750.2440119;-45.120503652039325
1739209750.2440212;-45.120503652039325
1739209750.2440307;-45.120503652039325
1739209750.24404;-45.120503652039325
1739209750.2440495;-38.13080360867914
1739209750.244059;-45.120503652039325
1739209750.2440684;-45.120503652039325
1739209750.244078;-38.13080360867914
1739209750.2440872;-33.981070128970906
1739209750.2440968;-45.120503652039325
1739209750.2441063;-38.13080360867914
1739209750.2441156;-35.57807855764607
1739209750.2441251;-38.13080360867914
1739209750.2441344;-38.13080360867914
1739209750.244144;-38.13080360867914
1739209750.2441535;-35.57807855764607
1739209750.2441628;-45.120503652039325
1739209750.2441723;-45.120503652039325
1739209750.2441816;-45.120503652039325
1739209750.2441912;-38.13080360867914
1739209750.2442007;-32.816014438256545
1739209750.24421;-38.13080360867914
1739209750.2442195;-45.120503652039325
1739209750.2442288;-45.120503652039325
1739209750.2442384;-33.981070128970906
1739209750.244248;-33.981070128970906
1739209750.2442572;-45.120503652039325
1739209750.2442667;-45.120503652039325
1739209750.244276;-45.120503652039325
1739209750.2442856;-45.120503652039325
1739209750.2442951;-38.13080360867914
1739209750.2443044;-45.120503652039325
1739209750.244314;-33.981070128970906
1739209750.2443233;-38.13080360867914
1739209750.2443328;-45.120503652039325
1739209750.2443423;-45.120503652039325
1739209750.2443516;-45.120503652039325
1739209750.2443612;-38.13080360867914
1739209750.2443705;-38.13080360867914
1739209750.24438;-45.120503652039325
1739209750.2443895;-33.981070128970906
1739209750.2443988;-45.120503652039325
1739209750.2444084;-45.120503652039325
1739209750.2444177;-45.120503652039325
1739209750.2444272;-33.981070128970906
1739209750.2444367;-33.981070128970906
1739209750.244446;-38.13080360867914
1739209750.2444556;-38.13080360867914
1739209750.2444649;-45.120503652039325
1739209750.2444744;-35.57807855764607
1739209750.244484;-38.13080360867914
1739209750.2444932;-38.13080360867914
1739209750.2445028;-45.120503652039325
1739209750.244512;-45.120503652039325
1739209750.2445216;-38.13080360867914
1739209750.2445312;-45.120503652039325
1739209750.2445405;-33.981070128970906
1739209750.24455;-38.13080360867914
1739209750.2445595;-35.57807855764607
1739209750.2445688;-38.13080360867914
1739209750.2445784;-31.141103565318915
1739209750.2445877;-28.58837851428586
1739209750.2445972;-45.120503652039325
1739209750.2446067;-45.120503652039325
1739209750.244616;-38.13080360867914
1739209750.2446256;-38.13080360867914
1739209750.2446349;-45.120503652039325
1739209750.2446444;-45.120503652039325
1739209750.244654;-45.120503652039325
1739209750.2446632;-45.120503652039325
1739209750.2446728;-38.13080360867914
1739209750.244682;-45.120503652039325
1739209750.2446916;-45.120503652039325
1739209750.2447011;-45.120503652039325
1739209750.2447104;-38.13080360867914
1739209750.24472;-45.120503652039325
1739209750.2447293;-35.57807855764607
1739209750.2447388;-29.438486411369333
1739209750.2447484;-45.120503652039325
1739209750.2447577;-35.57807855764607
1739209750.2447672;-38.13080360867914
1739209750.2447765;-38.13080360867914
1739209750.244786;-45.120503652039325
1739209750.2447956;-45.120503652039325
1739209750.2448049;-45.120503652039325
1739209750.2448144;-45.120503652039325
1739209750.2448237;-45.120503652039325
1739209750.2448332;-45.120503652039325
1739209750.2448428;-45.120503652039325
1739209750.244852;-45.120503652039325
1739209750.2448616;-38.13080360867914
1739209750.244871;-45.120503652039325
1739209750.2448804;-45.120503652039325
1739209750.24489;-45.120503652039325
1739209750.2448993;-45.120503652039325
1739209750.2449088;-35.57807855764607
1739209750.244918;-45.120503652039325
1739209750.2449276;-45.120503652039325
1739209750.2449372;-35.57807855764607
1739209750.2449465;-35.57807855764607
1739209750.244956;-38.13080360867914
1739209750.2449653;-28.21854285175415
1739209750.2449749;-45.120503652039325
1739209750.2449844;-45.120503652039325
1739209750.2449937;-38.13080360867914
1739209750.2450032;-31.141103565318893
1739209750.2450125;-45.120503652039325
1739209750.245022;-45.120503652039325
1739209750.2450316;-45.120503652039325
1739209750.245041;-38.13080360867914
1739209750.2450504;-38.13080360867914
1739209750.2450597;-45.120503652039325
1739209750.2450693;-45.120503652039325
1739209750.2450788;-38.13080360867914
1739209750.245088;-35.57807855764607
1739209750.2450976;-45.120503652039325
1739209750.245107;-38.13080360867914
1739209750.2451165;-28.21854285175415
1739209750.245126;-38.13080360867914
1739209750.2451353;-45.120503652039325
1739209750.2451448;-38.13080360867914
1739209750.2451541;-35.57807855764607
1739209750.2451637;-38.13080360867914
1739209750.2451732;-45.120503652039325
1739209750.2451825;-38.13080360867914
1739209750.245192;-32.816014438256545
1739209750.2452013;-38.13080360867914
1739209750.245211;-45.120503652039325
1739209750.2452204;-38.13080360867914
1739209750.2452297;-35.57807855764607
1739209750.2452393;-38.13080360867914
1739209750.2452486;-45.120503652039325
1739209750.245258;-45.120503652039325
1739209750.2452676;-45.120503652039325
1739209750.245277;-38.13080360867914
1739209750.2452865;-38.13080360867914
1739209750.245296;-45.120503652039325
1739209750.2453053;-45.120503652039325
1739209750.2453148;-38.13080360867914
1739209750.2453241;-35.57807855764607
1739209750.2453337;-45.120503652039325
1739209750.2453432;-38.13080360867914
1739209750.2453525;-38.13080360867914
1739209750.245362;-45.120503652039325
1739209750.2453713;-45.120503652039325
1739209750.2453809;-38.13080360867914
1739209750.2453904;-38.13080360867914
1739209750.2453997;-45.120503652039325
1739209750.2454093;-45.120503652039325
1739209750.2454185;-45.120503652039325
1739209750.245428;-35.57807855764607
1739209750.2454376;-35.57807855764607
1739209750.245447;-38.13080360867914
1739209750.2454565;-45.120503652039325
1739209750.2454658;-45.120503652039325
1739209750.2454753;-45.120503652039325
1739209750.2454848;-45.120503652039325
1739209750.2454941;-35.57807855764607
1739209750.2455037;-38.13080360867914
1739209750.245513;-38.13080360867914
1739209750.2455225;-45.120503652039325
1739209750.245532;-35.57807855764607
1739209750.2455413;-38.13080360867914
1739209750.2455509;-38.13080360867914
1739209750.2455602;-35.57807855764607
1739209750.2455697;-45.120503652039325
1739209750.2455792;-45.120503652039325
1739209750.2455885;-38.13080360867914
1739209750.245598;-45.120503652039325
1739209750.2456074;-45.120503652039325
1739209750.245617;-38.13080360867914
1739209750.2456264;-45.120503652039325
1739209750.2456357;-38.13080360867914
1739209750.2456453;-38.13080360867914
1739209750.2456546;-38.13080360867914
1739209750.2456641;-45.120503652039325
1739209750.2456737;-38.13080360867914
1739209750.245683;-38.13080360867914
1739209750.2456925;-45.120503652039325
1739209750.2457018;-45.120503652039325
1739209750.2457113;-38.13080360867914
1739209750.2457209;-45.120503652039325
1739209750.2457302;-45.120503652039325
1739209750.2457397;-38.13080360867914
1739209750.245749;-45.120503652039325
1739209750.2457585;-45.120503652039325
1739209750.245768;-38.13080360867914
1739209750.2457774;-45.120503652039325
1739209750.245787;-33.981070128970906
1739209750.2457962;-38.13080360867914
1739209750.2458057;-38.13080360867914
1739209750.2458153;-38.13080360867914
1739209750.2458246;-38.13080360867914
1739209750.245834;-45.120503652039325
1739209750.2458434;-45.120503652039325
1739209750.245853;-45.120503652039325
1739209750.2458625;-45.120503652039325
1739209750.2458718;-45.120503652039325
1739209750.2458813;-45.120503652039325
1739209750.2458906;-45.120503652039325
1739209750.2459002;-45.120503652039325
1739209750.2459097;-38.13080360867914
1739209750.245919;-35.57807855764607
1739209750.2459285;-38.13080360867914
1739209750.2459378;-45.120503652039325
1739209750.2459474;-32.816014438256545
1739209750.245957;-31.141103565318915
1739209750.2459662;-45.120503652039325
1739209750.2459757;-38.13080360867914
1739209750.245985;-38.13080360867914
1739209750.2459946;-45.120503652039325
1739209750.246004;-45.120503652039325
1739209750.2460134;-45.120503652039325
1739209750.246023;-32.816014438256545
1739209750.2460322;-35.57807855764607
1739209750.2460418;-45.120503652039325
1739209750.2460513;-45.120503652039325
1739209750.2460606;-32.816014438256545
1739209750.2460701;-33.981070128970906
1739209750.2460797;-45.120503652039325
1739209750.246089;-38.13080360867914
1739209750.2460985;-35.57807855764607
1739209750.2461078;-45.120503652039325
1739209750.2461174;-45.120503652039325
1739209750.246127;-38.13080360867914
1739209750.2461362;-38.13080360867914
1739209750.2461457;-45.120503652039325
1739209750.246155;-45.120503652039325
1739209750.2461646;-38.13080360867914
1739209750.246174;-38.13080360867914
1739209750.2461834;-38.13080360867914
1739209750.246193;-38.13080360867914
1739209750.2462022;-38.13080360867914
1739209750.2462118;-38.13080360867914
1739209750.2462213;-35.57807855764607
1739209750.2462306;-38.13080360867914
1739209750.2462401;-45.120503652039325
1739209750.2462494;-35.57807855764607
1739209750.246259;-38.13080360867914
1739209750.2462685;-45.120503652039325
1739209750.2462778;-38.13080360867914
1739209750.2462873;-38.13080360867914
1739209750.2462966;-38.13080360867914
1739209750.2463062;-45.120503652039325
1739209750.2463157;-33.981070128970906
1739209750.246325;-35.57807855764607
1739209750.2463346;-38.13080360867914
1739209750.2463439;-45.120503652039325
1739209750.2463534;-33.981070128970906
1739209750.246363;-38.13080360867914
1739209750.2463722;-38.13080360867914
1739209750.2463818;-35.57807855764607
1739209750.246391;-38.13080360867914
1739209750.2464006;-45.120503652039325
1739209750.2464101;-35.57807855764607
1739209750.2464194;-29.438486411369333
1739209750.246429;-45.120503652039325
1739209750.2464383;-45.120503652039325
1739209750.2464478;-38.13080360867914
1739209750.2464573;-45.120503652039325
1739209750.2464666;-45.120503652039325
1739209750.2464762;-45.120503652039325
1739209750.2464855;-45.120503652039325
1739209750.246495;-38.13080360867914
1739209750.2465045;-32.816014438256545
1739209750.2465138;-45.120503652039325
1739209750.2465234;-45.120503652039325
1739209750.2465327;-38.13080360867914
1739209750.2465422;-38.13080360867914
1739209750.2465518;-45.120503652039325
1739209750.246561;-32.816014438256545
1739209750.2465706;-26.991370085610736
1739209750.24658;-45.120503652039325
1739209750.2465894;-38.13080360867914
1739209750.246599;-38.13080360867914
1739209750.2466083;-31.141103565318893
1739209750.2466178;-45.120503652039325
1739209750.246627;-45.120503652039325
1739209750.2466366;-45.120503652039325
1739209750.2466462;-45.120503652039325
1739209750.2466555;-45.120503652039325
1739209750.246665;-45.120503652039325
1739209750.2466743;-45.120503652039325
1739209750.2466838;-45.120503652039325
1739209750.2466934;-45.120503652039325
1739209750.2467027;-45.120503652039325
1739209750.2467122;-33.981070128970906
1739209750.2467215;-35.57807855764607
1739209750.246731;-38.13080360867914
1739209750.2467406;-45.120503652039325
1739209750.2467499;-38.13080360867914
1739209750.2467594;-35.57807855764607
1739209750.2467687;-45.120503652039325
1739209750.2467782;-45.120503652039325
1739209750.2467878;-45.120503652039325
1739209750.246797;-45.120503652039325
1739209750.2468066;-45.120503652039325
1739209750.2468162;-45.120503652039325
1739209750.2468255;-45.120503652039325
1739209750.246835;-45.120503652039325
1739209750.2468443;-38.13080360867914
1739209750.2468538;-32.816014438256545
1739209750.2468634;-38.13080360867914
1739209750.2468727;-45.120503652039325
1739209750.2468822;-45.120503652039325
1739209750.2468915;-38.13080360867914
1739209750.246901;-45.120503652039325
1739209750.2469106;-45.120503652039325
1739209750.2469199;-38.13080360867914
1739209750.2469294;-38.13080360867914
1739209750.2469387;-38.13080360867914
1739209750.2469482;-32.816014438256545
1739209750.2469578;-33.981070128970906
1739209750.246967;-38.13080360867914
1739209750.2469766;-35.57807855764607
1739209750.246986;-32.816014438256545
1739209750.2469954;-33.981070128970906
1739209750.247005;-38.13080360867914
1739209750.2470143;-33.981070128970906
1739209750.2470238;-31.141103565318943
1739209750.247033;-45.120503652039325
1739209750.2470427;-33.981070128970906
1739209750.2470522;-45.120503652039325
1739209750.2470615;-45.120503652039325
1739209750.247071;-38.13080360867914
1739209750.2470803;-45.120503652039325
1739209750.2470899;-45.120503652039325
1739209750.2470994;-33.981070128970906
1739209750.2471087;-33.981070128970906
1739209750.2471182;-45.120503652039325
1739209750.2471275;-38.13080360867914
1739209750.247137;-45.120503652039325
1739209750.2471466;-45.120503652039325
1739209750.247156;-35.57807855764607
1739209750.2471654;-38.13080360867914
1739209750.2471747;-38.13080360867914
1739209750.2471843;-38.13080360867914
1739209750.2471938;-45.120503652039325
1739209750.247203;-45.120503652039325
1739209750.2472126;-32.816014438256545
1739209750.247222;-38.13080360867914
1739209750.2472315;-45.120503652039325
1739209750.247241;-33.981070128970906
1739209750.2472503;-45.120503652039325
1739209750.2472599;-45.120503652039325
1739209750.2472692;-45.120503652039325
1739209750.2472787;-45.120503652039325
1739209750.2472882;-45.120503652039325
1739209750.2472975;-33.981070128970906
1739209750.247307;-45.120503652039325
1739209750.2473164;-38.13080360867914
1739209750.247326;-32.816014438256545
1739209750.2473354;-35.57807855764607
1739209750.2473447;-45.120503652039325
1739209750.2473543;-38.13080360867914
1739209750.2473636;-38.13080360867914
1739209750.247373;-38.13080360867914
1739209750.2473826;-45.120503652039325
1739209750.247392;-45.120503652039325
1739209750.2474015;-35.57807855764607
1739209750.2474108;-38.13080360867914
1739209750.2474203;-45.120503652039325
1739209750.2474298;-38.13080360867914
1739209750.2474391;-35.57807855764607
1739209750.2474487;-38.13080360867914
1739209750.247458;-45.120503652039325
1739209750.2474675;-45.120503652039325
1739209750.247477;-45.120503652039325
1739209750.2474864;-45.120503652039325
1739209750.247496;-35.57807855764607
1739209750.2475052;-38.13080360867914
1739209750.2475147;-38.13080360867914
1739209750.2475243;-45.120503652039325
1739209750.2475336;-38.13080360867914
1739209750.247543;-38.13080360867914
1739209750.2475526;-38.13080360867914
1739209750.247562;-33.981070128970906
1739209750.2475715;-35.57807855764607
1739209750.2475808;-38.13080360867914
1739209750.2475903;-45.120503652039325
1739209750.2475998;-35.57807855764607
1739209750.2476091;-38.13080360867914
1739209750.2476187;-45.120503652039325
1739209750.247628;-45.120503652039325
1739209750.2476375;-38.13080360867914
1739209750.247647;-31.141103565318893
1739209750.2476563;-38.13080360867914
1739209750.247666;-45.120503652039325
1739209750.2476752;-45.120503652039325
1739209750.2476847;-38.13080360867914
1739209750.2476943;-38.13080360867914
1739209750.2477036;-45.120503652039325
1739209750.247713;-33.981070128970906
1739209750.2477224;-35.57807855764607
1739209750.247732;-38.13080360867914
1739209750.2477415;-38.13080360867914
1739209750.2477508;-45.120503652039325
1739209750.2477603;-38.13080360867914
1739209750.2477696;-38.13080360867914
1739209750.2477791;-38.13080360867914
1739209750.2477887;-38.13080360867914
1739209750.247798;-45.120503652039325
1739209750.2478075;-45.120503652039325
1739209750.2478168;-45.120503652039325
1739209750.2478263;-38.13080360867914
1739209750.2478359;-38.13080360867914
1739209750.2478452;-45.120503652039325
1739209750.2478547;-45.120503652039325
1739209750.247864;-45.120503652039325
1739209750.2478735;-38.13080360867914
