CAN Message; 0x1d3:000037c020b333a5
Timestamp;Amplitude
1739209775.551973;-45.120503652039325
1739209775.5519793;-45.120503652039325
1739209775.5519857;-45.120503652039325
1739209775.551992;-45.120503652039325
1739209775.5519984;-38.13080360867914
1739209775.5520046;-45.120503652039325
1739209775.552011;-38.13080360867914
1739209775.5520172;-32.816014438256545
1739209775.5520236;-38.13080360867914
1739209775.55203;-38.13080360867914
1739209775.5520363;-35.57807855764607
1739209775.5520427;-45.120503652039325
1739209775.552049;-45.120503652039325
1739209775.5520554;-45.120503652039325
1739209775.5520616;-38.13080360867914
1739209775.552068;-33.981070128970906
1739209775.5520742;-38.13080360867914
1739209775.5520806;-35.57807855764607
1739209775.5520868;-38.13080360867914
1739209775.5520933;-45.120503652039325
1739209775.5520995;-45.120503652039325
1739209775.552106;-45.120503652039325
1739209775.552112;-38.13080360867914
1739209775.5521185;-35.57807855764607
1739209775.552125;-38.13080360867914
1739209775.5521312;-45.120503652039325
1739209775.5521376;-45.120503652039325
1739209775.5521438;-38.13080360867914
1739209775.5521502;-33.981070128970906
1739209775.5521564;-38.13080360867914
1739209775.552163;-31.141103565318915
1739209775.552169;-31.141103565318915
1739209775.5521755;-45.120503652039325
1739209775.5521817;-38.13080360867914
1739209775.5521882;-31.141103565318915
1739209775.5521944;-33.981070128970906
1739209775.5522008;-45.120503652039325
1739209775.552207;-35.57807855764607
1739209775.5522134;-33.981070128970906
1739209775.5522199;-33.981070128970906
1739209775.552226;-38.13080360867914
1739209775.5522325;-35.57807855764607
1739209775.5522387;-38.13080360867914
1739209775.5522451;-45.120503652039325
1739209775.5522513;-45.120503652039325
1739209775.5522578;-45.120503652039325
1739209775.552264;-33.981070128970906
1739209775.5522704;-38.13080360867914
1739209775.5522766;-45.120503652039325
1739209775.552283;-38.13080360867914
1739209775.5522892;-38.13080360867914
1739209775.5522957;-38.13080360867914
1739209775.552302;-45.120503652039325
1739209775.5523083;-45.120503652039325
1739209775.5523145;-33.981070128970906
1739209775.552321;-29.438486411369347
1739209775.5523274;-38.13080360867914
1739209775.5523336;-38.13080360867914
1739209775.55234;-38.13080360867914
1739209775.5523462;-38.13080360867914
1739209775.5523527;-38.13080360867914
1739209775.5523589;-38.13080360867914
1739209775.5523653;-38.13080360867914
1739209775.5523715;-33.981070128970906
1739209775.552378;-45.120503652039325
1739209775.5523841;-38.13080360867914
1739209775.5523906;-45.120503652039325
1739209775.5523968;-45.120503652039325
1739209775.5524032;-45.120503652039325
1739209775.5524094;-38.13080360867914
1739209775.5524158;-45.120503652039325
1739209775.552422;-38.13080360867914
1739209775.5524285;-38.13080360867914
1739209775.552435;-45.120503652039325
1739209775.5524411;-45.120503652039325
1739209775.5524476;-38.13080360867914
1739209775.5524538;-35.57807855764607
1739209775.5524602;-38.13080360867914
1739209775.5524664;-45.120503652039325
1739209775.5524728;-35.57807855764607
1739209775.552479;-32.816014438256545
1739209775.5524855;-38.13080360867914
1739209775.5524917;-45.120503652039325
1739209775.552498;-38.13080360867914
1739209775.5525043;-38.13080360867914
1739209775.5525107;-38.13080360867914
1739209775.552517;-45.120503652039325
1739209775.5525234;-31.141103565318915
1739209775.5525298;-35.57807855764607
1739209775.552536;-38.13080360867914
1739209775.5525424;-38.13080360867914
1739209775.5525486;-33.981070128970906
1739209775.552555;-45.120503652039325
1739209775.5525613;-33.981070128970906
1739209775.5525677;-45.120503652039325
1739209775.552574;-38.13080360867914
1739209775.5525804;-32.816014438256545
1739209775.5525866;-38.13080360867914
1739209775.552593;-45.120503652039325
1739209775.5525992;-33.981070128970906
1739209775.5526056;-35.57807855764607
1739209775.5526118;-38.13080360867914
1739209775.5526183;-45.120503652039325
1739209775.5526247;-38.13080360867914
1739209775.552631;-35.57807855764607
1739209775.5526373;-38.13080360867914
1739209775.5526435;-45.120503652039325
1739209775.55265;-38.13080360867914
1739209775.5526562;-35.57807855764607
1739209775.5526626;-45.120503652039325
1739209775.5526688;-38.13080360867914
1739209775.5526752;-45.120503652039325
1739209775.5526814;-45.120503652039325
1739209775.552688;-45.120503652039325
1739209775.552694;-45.120503652039325
1739209775.5527005;-45.120503652039325
1739209775.5527067;-45.120503652039325
1739209775.5527132;-38.13080360867914
1739209775.5527194;-35.57807855764607
1739209775.5527258;-38.13080360867914
1739209775.5527322;-35.57807855764607
1739209775.5527384;-38.13080360867914
1739209775.5527449;-45.120503652039325
1739209775.552751;-45.120503652039325
1739209775.5527575;-45.120503652039325
1739209775.5527637;-38.13080360867914
1739209775.5527701;-35.57807855764607
1739209775.5527763;-45.120503652039325
1739209775.5527828;-45.120503652039325
1739209775.552789;-38.13080360867914
1739209775.5527954;-38.13080360867914
1739209775.5528016;-38.13080360867914
1739209775.552808;-45.120503652039325
1739209775.5528142;-45.120503652039325
1739209775.5528207;-38.13080360867914
1739209775.552827;-33.981070128970906
1739209775.5528333;-45.120503652039325
1739209775.5528398;-32.816014438256545
1739209775.552846;-38.13080360867914
1739209775.5528524;-38.13080360867914
1739209775.5528586;-38.13080360867914
1739209775.552865;-45.120503652039325
1739209775.5528712;-45.120503652039325
1739209775.5528777;-35.57807855764607
1739209775.5528839;-26.991370085610736
1739209775.5528903;-45.120503652039325
1739209775.5528965;-45.120503652039325
1739209775.552903;-38.13080360867914
1739209775.5529091;-32.816014438256545
1739209775.5529156;-38.13080360867914
1739209775.5529218;-45.120503652039325
1739209775.5529282;-45.120503652039325
1739209775.5529346;-38.13080360867914
1739209775.5529408;-45.120503652039325
1739209775.5529473;-45.120503652039325
1739209775.5529535;-45.120503652039325
1739209775.55296;-45.120503652039325
1739209775.552966;-38.13080360867914
1739209775.5529726;-45.120503652039325
1739209775.5529788;-38.13080360867914
1739209775.5529852;-29.438486411369333
1739209775.5529914;-38.13080360867914
1739209775.5529978;-45.120503652039325
1739209775.553004;-33.981070128970906
1739209775.5530105;-38.13080360867914
1739209775.5530167;-45.120503652039325
1739209775.553023;-45.120503652039325
1739209775.5530295;-38.13080360867914
1739209775.5530357;-30.49652367304973
1739209775.5530422;-38.13080360867914
1739209775.5530484;-38.13080360867914
1739209775.5530548;-38.13080360867914
1739209775.553061;-32.816014438256545
1739209775.5530674;-45.120503652039325
1739209775.5530736;-45.120503652039325
1739209775.55308;-38.13080360867914
1739209775.5530863;-45.120503652039325
1739209775.5530927;-45.120503652039325
1739209775.553099;-45.120503652039325
1739209775.5531054;-33.981070128970906
1739209775.5531116;-45.120503652039325
1739209775.553118;-38.13080360867914
1739209775.5531242;-45.120503652039325
1739209775.5531306;-45.120503652039325
1739209775.553137;-28.58837851428586
1739209775.5531433;-33.981070128970906
1739209775.5531497;-38.13080360867914
1739209775.553156;-38.13080360867914
1739209775.5531623;-35.57807855764607
1739209775.5531685;-38.13080360867914
1739209775.553175;-45.120503652039325
1739209775.5531812;-38.13080360867914
1739209775.5531876;-45.120503652039325
1739209775.5531938;-45.120503652039325
1739209775.5532002;-38.13080360867914
1739209775.5532064;-35.57807855764607
1739209775.553213;-32.816014438256545
1739209775.553219;-38.13080360867914
1739209775.5532255;-38.13080360867914
1739209775.5532317;-38.13080360867914
1739209775.5532382;-38.13080360867914
1739209775.5532446;-45.120503652039325
1739209775.5532508;-38.13080360867914
1739209775.5532572;-38.13080360867914
1739209775.5532634;-45.120503652039325
1739209775.5532699;-35.57807855764607
1739209775.553276;-38.13080360867914
1739209775.5532825;-45.120503652039325
1739209775.5532887;-33.981070128970906
1739209775.5532951;-33.981070128970906
1739209775.5533013;-38.13080360867914
1739209775.5533078;-45.120503652039325
1739209775.553314;-38.13080360867914
1739209775.5533204;-33.981070128970906
1739209775.5533266;-45.120503652039325
1739209775.553333;-38.13080360867914
1739209775.5533395;-45.120503652039325
1739209775.5533457;-45.120503652039325
1739209775.553352;-38.13080360867914
1739209775.5533583;-45.120503652039325
1739209775.5533648;-45.120503652039325
1739209775.553371;-45.120503652039325
1739209775.5533774;-38.13080360867914
1739209775.5533836;-45.120503652039325
1739209775.55339;-45.120503652039325
1739209775.5533962;-38.13080360867914
1739209775.5534027;-33.981070128970906
1739209775.5534089;-33.981070128970906
1739209775.5534153;-45.120503652039325
1739209775.5534215;-38.13080360867914
1739209775.553428;-45.120503652039325
1739209775.5534344;-45.120503652039325
1739209775.5534406;-45.120503652039325
1739209775.553447;-45.120503652039325
1739209775.5534532;-38.13080360867914
1739209775.5534596;-38.13080360867914
1739209775.5534658;-38.13080360867914
1739209775.5534723;-32.816014438256545
1739209775.5534785;-38.13080360867914
1739209775.553485;-38.13080360867914
1739209775.553491;-35.57807855764607
1739209775.5534976;-35.57807855764607
1739209775.5535038;-45.120503652039325
1739209775.5535102;-45.120503652039325
1739209775.5535164;-38.13080360867914
1739209775.5535228;-45.120503652039325
1739209775.553529;-28.58837851428586
1739209775.5535355;-38.13080360867914
1739209775.553542;-38.13080360867914
1739209775.553548;-38.13080360867914
1739209775.5535545;-45.120503652039325
1739209775.5535607;-45.120503652039325
1739209775.5535672;-45.120503652039325
1739209775.5535734;-45.120503652039325
1739209775.5535798;-33.981070128970956
1739209775.553586;-45.120503652039325
1739209775.5535924;-45.120503652039325
1739209775.5535986;-38.13080360867914
1739209775.553605;-45.120503652039325
1739209775.5536113;-45.120503652039325
1739209775.5536177;-45.120503652039325
1739209775.553624;-45.120503652039325
1739209775.5536304;-33.981070128970906
1739209775.5536366;-45.120503652039325
