CAN Message; 0x98:0000c5a533c071f3
1739209883.4677374;-45.120503652039325
1739209883.467742;-38.13080360867914
1739209883.4677465;-38.13080360867914
1739209883.467751;-35.57807855764607
1739209883.4677553;-45.120503652039325
1739209883.4677598;-38.13080360867914
1739209883.4677644;-35.57807855764607
1739209883.467769;-45.120503652039325
1739209883.4677734;-45.120503652039325
1739209883.4677777;-26.991370085610722
1739209883.4677823;-38.13080360867914
1739209883.4677868;-45.120503652039325
1739209883.4677913;-38.13080360867914
1739209883.4677958;-38.13080360867914
1739209883.4678001;-45.120503652039325
1739209883.4678047;-38.13080360867914
1739209883.4678092;-45.120503652039325
1739209883.4678137;-33.981070128970956
1739209883.4678183;-45.120503652039325
1739209883.4678226;-45.120503652039325
1739209883.467827;-45.120503652039325
1739209883.4678316;-38.13080360867914
1739209883.4678361;-38.13080360867914
1739209883.4678407;-45.120503652039325
1739209883.467845;-38.13080360867914
1739209883.4678495;-32.816014438256545
1739209883.467854;-38.13080360867914
1739209883.4678586;-38.13080360867914
1739209883.467863;-38.13080360867914
1739209883.4678674;-45.120503652039325
1739209883.467872;-45.120503652039325
1739209883.4678764;-45.120503652039325
1739209883.467881;-45.120503652039325
1739209883.4678855;-45.120503652039325
1739209883.46789;-45.120503652039325
1739209883.4678943;-38.13080360867914
1739209883.4678988;-45.120503652039325
1739209883.4679034;-38.13080360867914
1739209883.467908;-45.120503652039325
1739209883.4679124;-45.120503652039325
1739209883.4679167;-38.13080360867914
1739209883.4679213;-45.120503652039325
1739209883.4679258;-45.120503652039325
1739209883.4679303;-32.816014438256545
1739209883.4679348;-38.13080360867914
1739209883.4679391;-45.120503652039325
1739209883.4679437;-45.120503652039325
1739209883.4679482;-33.981070128970906
1739209883.4679527;-38.13080360867914
1739209883.4679573;-35.57807855764607
1739209883.4679615;-38.13080360867914
1739209883.467966;-45.120503652039325
1739209883.4679706;-45.120503652039325
1739209883.4679751;-45.120503652039325
1739209883.4679797;-45.120503652039325
1739209883.467984;-45.120503652039325
1739209883.4679885;-45.120503652039325
1739209883.467993;-45.120503652039325
1739209883.4679976;-45.120503652039325
1739209883.468002;-38.13080360867914
1739209883.4680064;-38.13080360867914
1739209883.468011;-45.120503652039325
1739209883.4680154;-38.13080360867914
1739209883.46802;-45.120503652039325
1739209883.4680245;-45.120503652039325
1739209883.4680288;-38.13080360867914
1739209883.4680333;-45.120503652039325
1739209883.4680378;-45.120503652039325
1739209883.4680424;-38.13080360867914
1739209883.468047;-45.120503652039325
1739209883.4680514;-45.120503652039325
1739209883.4680557;-38.13080360867914
1739209883.4680603;-45.120503652039325
1739209883.4680648;-38.13080360867914
1739209883.4680693;-38.13080360867914
1739209883.4680738;-38.13080360867914
1739209883.4680781;-45.120503652039325
1739209883.4680827;-35.57807855764607
1739209883.4680872;-35.57807855764607
1739209883.4680917;-45.120503652039325
1739209883.4680963;-38.13080360867914
1739209883.4681005;-38.13080360867914
1739209883.468105;-33.981070128970906
1739209883.4681096;-45.120503652039325
1739209883.4681141;-38.13080360867914
1739209883.4681187;-38.13080360867914
1739209883.468123;-38.13080360867914
1739209883.4681275;-38.13080360867914
1739209883.468132;-38.13080360867914
1739209883.4681365;-35.57807855764607
1739209883.468141;-33.981070128970906
1739209883.4681454;-38.13080360867914
1739209883.46815;-38.13080360867914
1739209883.4681544;-35.57807855764607
1739209883.468159;-35.57807855764607
1739209883.4681635;-45.120503652039325
1739209883.4681678;-33.981070128970906
1739209883.4681723;-35.57807855764607
1739209883.4681768;-33.981070128970906
1739209883.4681814;-45.120503652039325
1739209883.468186;-45.120503652039325
1739209883.4681904;-45.120503652039325
1739209883.4681947;-38.13080360867914
1739209883.4681993;-45.120503652039325
1739209883.4682038;-38.13080360867914
1739209883.4682083;-35.57807855764607
1739209883.4682128;-38.13080360867914
1739209883.4682171;-38.13080360867914
1739209883.4682217;-38.13080360867914
1739209883.4682262;-45.120503652039325
1739209883.4682307;-45.120503652039325
1739209883.4682353;-35.57807855764607
1739209883.4682395;-38.13080360867914
1739209883.468244;-45.120503652039325
1739209883.4682486;-29.438486411369354
1739209883.4682531;-33.981070128970906
1739209883.4682577;-38.13080360867914
1739209883.468262;-45.120503652039325
1739209883.4682665;-38.13080360867914
1739209883.468271;-38.13080360867914
1739209883.4682755;-38.13080360867914
1739209883.46828;-45.120503652039325
1739209883.4682844;-31.141103565318915
1739209883.468289;-32.816014438256545
1739209883.4682934;-38.13080360867914
1739209883.468298;-38.13080360867914
1739209883.4683025;-45.120503652039325
1739209883.4683068;-38.13080360867914
1739209883.4683113;-35.57807855764607
1739209883.4683158;-45.120503652039325
1739209883.4683204;-38.13080360867914
1739209883.468325;-38.13080360867914
1739209883.4683292;-45.120503652039325
1739209883.4683337;-45.120503652039325
1739209883.4683383;-45.120503652039325
1739209883.4683428;-35.57807855764607
1739209883.4683473;-38.13080360867914
1739209883.4683518;-38.13080360867914
1739209883.4683561;-33.981070128970906
1739209883.4683607;-33.981070128970906
1739209883.4683652;-38.13080360867914
1739209883.4683697;-45.120503652039325
1739209883.4683743;-38.13080360867914
1739209883.4683785;-45.120503652039325
1739209883.468383;-45.120503652039325
1739209883.4683876;-38.13080360867914
1739209883.4683921;-33.981070128970906
1739209883.4683967;-32.81601443825658
1739209883.468401;-38.13080360867914
1739209883.4684055;-38.13080360867914
1739209883.46841;-38.13080360867914
1739209883.4684145;-32.816014438256545
1739209883.468419;-38.13080360867914
1739209883.4684234;-38.13080360867914
1739209883.468428;-33.981070128970906
1739209883.4684324;-33.981070128970906
1739209883.468437;-45.120503652039325
1739209883.4684415;-45.120503652039325
1739209883.4684458;-45.120503652039325
1739209883.4684503;-38.13080360867914
1739209883.4684548;-45.120503652039325
1739209883.4684594;-45.120503652039325
1739209883.468464;-45.120503652039325
1739209883.4684682;-45.120503652039325
1739209883.4684727;-45.120503652039325
1739209883.4684772;-38.13080360867914
1739209883.4684818;-35.57807855764607
1739209883.4684863;-38.13080360867914
1739209883.4684906;-45.120503652039325
1739209883.4684951;-45.120503652039325
1739209883.4684997;-45.120503652039325
1739209883.4685042;-45.120503652039325
1739209883.4685087;-45.120503652039325
1739209883.4685133;-35.57807855764607
1739209883.4685175;-45.120503652039325
1739209883.468522;-35.57807855764607
1739209883.4685266;-38.13080360867914
1739209883.4685311;-38.13080360867914
1739209883.4685357;-32.816014438256545
1739209883.46854;-33.981070128970906
1739209883.4685445;-38.13080360867914
1739209883.468549;-45.120503652039325
1739209883.4685535;-38.13080360867914
1739209883.468558;-38.13080360867914
1739209883.4685624;-45.120503652039325
1739209883.468567;-45.120503652039325
1739209883.4685714;-45.120503652039325
1739209883.468576;-38.13080360867914
1739209883.4685805;-45.120503652039325
1739209883.4685848;-38.13080360867914
1739209883.4685893;-38.13080360867914
1739209883.4685938;-35.57807855764607
1739209883.4685984;-38.13080360867914
1739209883.468603;-45.120503652039325
1739209883.4686072;-45.120503652039325
1739209883.4686117;-35.57807855764607
1739209883.4686162;-32.816014438256545
1739209883.4686208;-45.120503652039325
1739209883.4686253;-45.120503652039325
1739209883.4686296;-38.13080360867914
1739209883.4686341;-38.13080360867914
1739209883.4686387;-45.120503652039325
1739209883.4686432;-45.120503652039325
1739209883.4686477;-45.120503652039325
1739209883.468652;-45.120503652039325
1739209883.4686565;-38.13080360867914
1739209883.468661;-38.13080360867914
1739209883.4686656;-38.13080360867914
1739209883.4686701;-45.120503652039325
1739209883.4686747;-45.120503652039325
1739209883.468679;-45.120503652039325
1739209883.4686835;-29.438486411369333
1739209883.468688;-31.141103565318893
1739209883.4686925;-45.120503652039325
1739209883.468697;-38.13080360867914
1739209883.4687014;-35.57807855764607
1739209883.468706;-35.57807855764607
1739209883.4687104;-45.120503652039325
1739209883.468715;-45.120503652039325
1739209883.4687195;-45.120503652039325
1739209883.4687238;-45.120503652039325
1739209883.4687283;-35.57807855764607
1739209883.4687328;-38.13080360867914
1739209883.4687374;-45.120503652039325
1739209883.468742;-45.120503652039325
1739209883.4687462;-45.120503652039325
1739209883.4687507;-33.981070128970906
1739209883.4687552;-45.120503652039325
1739209883.4687598;-38.13080360867914
1739209883.4687643;-45.120503652039325
1739209883.4687686;-45.120503652039325
1739209883.4687731;-33.981070128970906
1739209883.4687777;-45.120503652039325
1739209883.4687822;-38.13080360867914
1739209883.4687867;-45.120503652039325
1739209883.468791;-31.141103565318893
1739209883.4687955;-29.438486411369333
1739209883.4688;-35.57807855764607
1739209883.4688046;-38.13080360867914
1739209883.4688091;-38.13080360867914
1739209883.4688134;-32.816014438256545
1739209883.468818;-45.120503652039325
1739209883.4688225;-38.13080360867914
1739209883.468827;-45.120503652039325
1739209883.4688315;-38.13080360867914
1739209883.468836;-35.57807855764607
1739209883.4688404;-45.120503652039325
1739209883.468845;-45.120503652039325
1739209883.4688494;-45.120503652039325
1739209883.468854;-38.13080360867914
1739209883.4688585;-45.120503652039325
1739209883.4688628;-45.120503652039325
1739209883.4688673;-45.120503652039325
1739209883.4688718;-45.120503652039325
1739209883.4688764;-45.120503652039325
1739209883.468881;-45.120503652039325
1739209883.4688852;-38.13080360867914
1739209883.4688897;-38.13080360867914
1739209883.4688942;-45.120503652039325
1739209883.4688988;-32.816014438256545
1739209883.4689033;-28.58837851428586
1739209883.4689076;-45.120503652039325
1739209883.4689121;-45.120503652039325
1739209883.4689167;-38.13080360867914
1739209883.4689212;-38.13080360867914
1739209883.4689257;-45.120503652039325
1739209883.46893;-35.57807855764607
1739209883.4689345;-38.13080360867914
1739209883.468939;-38.13080360867914
1739209883.4689436;-45.120503652039325
1739209883.4689481;-38.13080360867914
1739209883.4689524;-38.13080360867914
1739209883.468957;-45.120503652039325
1739209883.4689615;-45.120503652039325
1739209883.468966;-45.120503652039325
1739209883.4689705;-45.120503652039325
1739209883.4689748;-38.13080360867914
1739209883.4689794;-45.120503652039325
1739209883.468984;-38.13080360867914
1739209883.4689884;-35.57807855764607
1739209883.468993;-38.13080360867914
1739209883.4689975;-45.120503652039325
1739209883.4690018;-45.120503652039325
1739209883.4690063;-45.120503652039325
1739209883.4690108;-33.981070128970906
1739209883.4690154;-45.120503652039325
1739209883.46902;-38.13080360867914
1739209883.4690242;-35.57807855764607
1739209883.4690287;-38.13080360867914
1739209883.4690332;-45.120503652039325
1739209883.4690378;-45.120503652039325
1739209883.4690423;-38.13080360867914
1739209883.4690466;-45.120503652039325
1739209883.4690511;-45.120503652039325
1739209883.4690557;-38.13080360867914
1739209883.4690602;-45.120503652039325
1739209883.4690647;-45.120503652039325
1739209883.469069;-38.13080360867914
1739209883.4690735;-45.120503652039325
1739209883.469078;-38.13080360867914
1739209883.4690826;-38.13080360867914
1739209883.4690871;-45.120503652039325
1739209883.4690914;-33.981070128970906
1739209883.469096;-38.13080360867914
1739209883.4691005;-38.13080360867914
1739209883.469105;-33.981070128970906
1739209883.4691095;-45.120503652039325
1739209883.4691138;-45.120503652039325
1739209883.4691184;-38.13080360867914
1739209883.469123;-38.13080360867914
1739209883.4691274;-45.120503652039325
1739209883.469132;-45.120503652039325
1739209883.4691362;-38.13080360867914
1739209883.4691408;-35.57807855764607
1739209883.4691453;-45.120503652039325
1739209883.4691498;-45.120503652039325
1739209883.4691544;-45.120503652039325
1739209883.469159;-38.13080360867914
1739209883.4691632;-38.13080360867914
1739209883.4691677;-38.13080360867914
1739209883.4691722;-45.120503652039325
1739209883.4691768;-38.13080360867914
1739209883.4691813;-33.981070128970906
1739209883.4691856;-45.120503652039325
1739209883.4691901;-38.13080360867914
1739209883.4691947;-33.981070128970906
1739209883.4691992;-45.120503652039325
1739209883.4692037;-45.120503652039325
1739209883.469208;-33.981070128970906
1739209883.4692125;-38.13080360867914
1739209883.469217;-38.13080360867914
1739209883.4692216;-45.120503652039325
1739209883.4692261;-45.120503652039325
1739209883.4692304;-45.120503652039325
1739209883.469235;-45.120503652039325
1739209883.4692395;-38.13080360867914
1739209883.469244;-38.13080360867914
1739209883.4692485;-45.120503652039325
1739209883.4692528;-45.120503652039325
1739209883.4692574;-45.120503652039325
1739209883.469262;-35.57807855764607
1739209883.4692664;-32.816014438256545
1739209883.469271;-38.13080360867914
1739209883.4692752;-38.13080360867914
1739209883.4692798;-38.13080360867914
1739209883.4692843;-38.13080360867914
1739209883.4692888;-45.120503652039325
1739209883.4692934;-45.120503652039325
1739209883.469298;-45.120503652039325
1739209883.4693022;-38.13080360867914
1739209883.4693067;-38.13080360867914
1739209883.4693112;-38.13080360867914
1739209883.4693158;-38.13080360867914
1739209883.4693203;-45.120503652039325
1739209883.4693246;-45.120503652039325
1739209883.469329;-32.816014438256545
1739209883.4693336;-38.13080360867914
1739209883.4693382;-45.120503652039325
1739209883.4693427;-38.13080360867914
1739209883.469347;-35.57807855764607
1739209883.4693515;-35.57807855764607
1739209883.469356;-33.981070128970906
1739209883.4693606;-45.120503652039325
1739209883.4693651;-35.57807855764607
1739209883.4693694;-38.13080360867914
1739209883.469374;-35.57807855764607
1739209883.4693785;-38.13080360867914
1739209883.469383;-38.13080360867914
1739209883.4693875;-38.13080360867914
1739209883.4693918;-45.120503652039325
1739209883.4693964;-38.13080360867914
1739209883.469401;-45.120503652039325
1739209883.4694054;-45.120503652039325
1739209883.46941;-33.981070128970956
1739209883.4694142;-45.120503652039325
1739209883.4694188;-45.120503652039325
1739209883.4694233;-45.120503652039325
1739209883.4694278;-45.120503652039325
1739209883.4694324;-45.120503652039325
1739209883.4694366;-45.120503652039325
1739209883.4694412;-38.13080360867914
1739209883.4694457;-26.487275050834715
1739209883.4694502;-35.57807855764607
1739209883.4694548;-45.120503652039325
1739209883.4694593;-45.120503652039325
1739209883.4694636;-35.57807855764607
1739209883.469468;-33.981070128970906
1739209883.4694726;-45.120503652039325
1739209883.4694772;-45.120503652039325
1739209883.4694817;-38.13080360867914
1739209883.469486;-45.120503652039325
1739209883.4694905;-38.13080360867914
1739209883.469495;-38.13080360867914
1739209883.4694996;-45.120503652039325
1739209883.469504;-45.120503652039325
1739209883.4695084;-45.120503652039325
1739209883.469513;-45.120503652039325
1739209883.4695175;-32.816014438256545
1739209883.469522;-38.13080360867914
1739209883.4695265;-45.120503652039325
1739209883.4695308;-45.120503652039325
1739209883.4695354;-33.981070128970906
1739209883.4695399;-38.13080360867914
1739209883.4695444;-45.120503652039325
1739209883.469549;-38.13080360867914
1739209883.4695532;-30.49652367304973
1739209883.4695578;-35.57807855764607
1739209883.4695623;-45.120503652039325
1739209883.4695668;-45.120503652039325
1739209883.4695714;-35.57807855764607
1739209883.4695756;-38.13080360867914
1739209883.4695802;-45.120503652039325
1739209883.4695847;-38.13080360867914
1739209883.4695892;-32.81601443825658
1739209883.4695938;-38.13080360867914
1739209883.469598;-32.816014438256545
1739209883.4696026;-45.120503652039325
1739209883.469607;-45.120503652039325
1739209883.4696116;-38.13080360867914
1739209883.4696162;-38.13080360867914
1739209883.4696207;-38.13080360867914
1739209883.469625;-38.13080360867914
1739209883.4696295;-32.816014438256545
1739209883.469634;-38.13080360867914
1739209883.4696386;-38.13080360867914
1739209883.469643;-45.120503652039325
1739209883.4696474;-45.120503652039325
1739209883.469652;-45.120503652039325
1739209883.4696565;-45.120503652039325
1739209883.469661;-32.816014438256545
1739209883.4696655;-38.13080360867914
1739209883.4696698;-33.981070128970906
1739209883.4696743;-45.120503652039325
1739209883.4696789;-38.13080360867914
1739209883.4696834;-33.981070128970906
1739209883.469688;-45.120503652039325
1739209883.4696922;-45.120503652039325
1739209883.4696968;-45.120503652039325
1739209883.4697013;-45.120503652039325
1739209883.4697058;-32.816014438256545
1739209883.4697104;-45.120503652039325
1739209883.4697146;-45.120503652039325
1739209883.4697192;-38.13080360867914
1739209883.4697237;-35.57807855764607
1739209883.4697282;-45.120503652039325
1739209883.4697328;-38.13080360867914
1739209883.469737;-38.13080360867914
1739209883.4697416;-38.13080360867914
1739209883.469746;-45.120503652039325
1739209883.4697506;-38.13080360867914
1739209883.4697552;-45.120503652039325
1739209883.4697595;-45.120503652039325
1739209883.469764;-45.120503652039325
1739209883.4697685;-38.13080360867914
1739209883.469773;-38.13080360867914
1739209883.4697776;-38.13080360867914
1739209883.469782;-38.13080360867914
1739209883.4697864;-38.13080360867914
1739209883.469791;-33.981070128970906
1739209883.4697955;-38.13080360867914
1739209883.4698;-38.13080360867914
1739209883.4698045;-45.120503652039325
1739209883.4698088;-31.141103565318915
1739209883.4698133;-38.13080360867914
1739209883.4698179;-45.120503652039325
1739209883.4698224;-38.13080360867914
1739209883.469827;-45.120503652039325
1739209883.4698312;-32.816014438256545
1739209883.4698358;-35.57807855764607
1739209883.4698403;-38.13080360867914
1739209883.4698448;-45.120503652039325
1739209883.4698493;-45.120503652039325
1739209883.4698536;-38.13080360867914
1739209883.4698582;-45.120503652039325
1739209883.4698627;-45.120503652039325
1739209883.4698672;-45.120503652039325
1739209883.4698718;-38.13080360867914
1739209883.469876;-35.57807855764607
1739209883.4698806;-35.57807855764607
1739209883.469885;-38.13080360867914
1739209883.4698896;-45.120503652039325
1739209883.4698942;-38.13080360867914
1739209883.4698985;-38.13080360867914
1739209883.469903;-45.120503652039325
1739209883.4699075;-45.120503652039325
1739209883.469912;-38.13080360867914
1739209883.4699166;-31.141103565318915
1739209883.4699209;-38.13080360867914
1739209883.4699254;-38.13080360867914
1739209883.46993;-38.13080360867914
1739209883.4699345;-45.120503652039325
1739209883.469939;-45.120503652039325
1739209883.4699435;-38.13080360867914
1739209883.4699478;-45.120503652039325
1739209883.4699523;-32.816014438256545
1739209883.4699569;-38.13080360867914
1739209883.4699614;-45.120503652039325
1739209883.469966;-38.13080360867914
1739209883.4699702;-38.13080360867914
1739209883.4699748;-45.120503652039325
1739209883.4699793;-45.120503652039325
1739209883.4699838;-38.13080360867914
1739209883.4699883;-31.141103565318915
1739209883.4699926;-33.981070128970906
1739209883.4699972;-35.57807855764607
1739209883.4700017;-30.49652367304973
1739209883.4700062;-38.13080360867914
1739209883.4700108;-38.13080360867914
1739209883.470015;-33.981070128970906
1739209883.4700196;-38.13080360867914
1739209883.470024;-45.120503652039325
1739209883.4700286;-38.13080360867914
1739209883.4700332;-45.120503652039325
1739209883.4700375;-38.13080360867914
1739209883.470042;-38.13080360867914
1739209883.4700465;-38.13080360867914
1739209883.470051;-38.13080360867914
1739209883.4700556;-45.120503652039325
1739209883.4700599;-38.13080360867914
1739209883.4700644;-33.981070128970906
1739209883.470069;-38.13080360867914
1739209883.4700735;-35.57807855764607
1739209883.470078;-38.13080360867914
1739209883.4700823;-33.981070128970906
1739209883.4700868;-45.120503652039325
1739209883.4700913;-45.120503652039325
1739209883.4700959;-31.141103565318915
1739209883.4701004;-35.57807855764607
1739209883.470105;-38.13080360867914
1739209883.4701092;-45.120503652039325
1739209883.4701138;-38.13080360867914
1739209883.4701183;-38.13080360867914
1739209883.4701228;-38.13080360867914
1739209883.4701273;-38.13080360867914
1739209883.4701316;-33.981070128970906
1739209883.4701362;-28.992665084841942
1739209883.4701407;-45.120503652039325
1739209883.4701452;-35.57807855764607
1739209883.4701498;-38.13080360867914
1739209883.470154;-45.120503652039325
1739209883.4701586;-45.120503652039325
1739209883.470163;-45.120503652039325
1739209883.4701676;-38.13080360867914
1739209883.4701722;-45.120503652039325
1739209883.4701765;-38.13080360867914
1739209883.470181;-45.120503652039325
1739209883.4701855;-45.120503652039325
1739209883.47019;-35.57807855764607
1739209883.4701946;-45.120503652039325
1739209883.4701989;-45.120503652039325
1739209883.4702034;-38.13080360867914
1739209883.470208;-45.120503652039325
1739209883.4702125;-38.13080360867914
1739209883.470217;-32.816014438256545
1739209883.4702213;-38.13080360867914
1739209883.4702258;-38.13080360867914
1739209883.4702303;-38.13080360867914
1739209883.4702349;-38.13080360867914
1739209883.4702394;-38.13080360867914
1739209883.4702437;-33.981070128970906
1739209883.4702482;-45.120503652039325
1739209883.4702528;-45.120503652039325
1739209883.4702573;-38.13080360867914
1739209883.4702618;-45.120503652039325
1739209883.4702663;-45.120503652039325
1739209883.4702706;-45.120503652039325
1739209883.4702752;-45.120503652039325
1739209883.4702797;-45.120503652039325
1739209883.4702842;-45.120503652039325
1739209883.4702888;-33.981070128970906
1739209883.470293;-45.120503652039325
1739209883.4702976;-33.981070128970906
1739209883.470302;-35.57807855764607
1739209883.4703066;-45.120503652039325
1739209883.4703112;-35.57807855764607
1739209883.4703155;-38.13080360867914
1739209883.47032;-45.120503652039325
1739209883.4703245;-45.120503652039325
1739209883.470329;-45.120503652039325
1739209883.4703336;-45.120503652039325
1739209883.4703379;-45.120503652039325
1739209883.4703424;-45.120503652039325
1739209883.470347;-45.120503652039325
1739209883.4703515;-38.13080360867914
1739209883.470356;-38.13080360867914
1739209883.4703603;-45.120503652039325
1739209883.4703648;-45.120503652039325
1739209883.4703693;-35.57807855764607
1739209883.4703739;-32.816014438256545
1739209883.4703784;-45.120503652039325
1739209883.4703827;-45.120503652039325
1739209883.4703872;-38.13080360867914
1739209883.4703918;-38.13080360867914
1739209883.4703963;-38.13080360867914
1739209883.4704008;-38.13080360867914
1739209883.470405;-45.120503652039325
1739209883.4704096;-38.13080360867914
1739209883.4704142;-45.120503652039325
1739209883.4704187;-45.120503652039325
1739209883.4704232;-38.13080360867914
1739209883.4704278;-45.120503652039325
1739209883.470432;-45.120503652039325
1739209883.4704366;-38.13080360867914
1739209883.470441;-30.49652367304973
1739209883.4704456;-38.13080360867914
1739209883.4704502;-45.120503652039325
1739209883.4704545;-38.13080360867914
1739209883.470459;-35.57807855764607
1739209883.4704635;-30.49652367304973
1739209883.470468;-45.120503652039325
1739209883.4704726;-45.120503652039325
1739209883.4704769;-38.13080360867914
1739209883.4704814;-32.816014438256545
1739209883.470486;-45.120503652039325
1739209883.4704905;-38.13080360867914
1739209883.470495;-38.13080360867914
1739209883.4704993;-45.120503652039325
1739209883.4705038;-45.120503652039325
1739209883.4705083;-35.57807855764607
1739209883.4705129;-38.13080360867914
1739209883.4705174;-45.120503652039325
1739209883.4705217;-45.120503652039325
