CAN Message; 0x1d3:00007f7efe5b9a39
1739209654.734958;-38.13080360867914
1739209654.7349713;-38.13080360867914
1739209654.7349849;-35.57807855764607
1739209654.7349985;-38.13080360867914
1739209654.735012;-38.13080360867914
1739209654.7350254;-45.120503652039325
1739209654.735039;-45.120503652039325
1739209654.7350526;-38.13080360867914
1739209654.735066;-38.13080360867914
1739209654.7350795;-33.981070128970906
1739209654.735093;-33.981070128970906
1739209654.7351067;-38.13080360867914
1739209654.73512;-45.120503652039325
1739209654.7351336;-38.13080360867914
1739209654.7351472;-45.120503652039325
1739209654.7351608;-45.120503652039325
1739209654.7351742;-45.120503652039325
1739209654.7351878;-45.120503652039325
1739209654.7352014;-38.13080360867914
1739209654.735215;-38.13080360867914
1739209654.7352283;-45.120503652039325
1739209654.735242;-38.13080360867914
1739209654.7352555;-38.13080360867914
1739209654.735269;-38.13080360867914
1739209654.7352824;-45.120503652039325
1739209654.735296;-31.141103565318915
1739209654.7353096;-33.981070128970906
1739209654.7353232;-45.120503652039325
1739209654.7353365;-45.120503652039325
1739209654.7353501;-38.13080360867914
1739209654.7353637;-45.120503652039325
1739209654.7353773;-45.120503652039325
1739209654.7353907;-38.13080360867914
1739209654.7354043;-45.120503652039325
1739209654.7354178;-38.13080360867914
1739209654.7354314;-35.57807855764607
1739209654.7354448;-38.13080360867914
1739209654.7354584;-45.120503652039325
1739209654.735472;-32.816014438256545
1739209654.7354856;-38.13080360867914
1739209654.735499;-45.120503652039325
1739209654.7355125;-33.981070128970906
1739209654.735526;-38.13080360867914
1739209654.7355394;-45.120503652039325
1739209654.735553;-35.57807855764607
1739209654.7355666;-33.981070128970906
1739209654.7355802;-45.120503652039325
1739209654.7355936;-45.120503652039325
1739209654.7356071;-38.13080360867914
1739209654.7356207;-38.13080360867914
1739209654.7356343;-45.120503652039325
1739209654.7356477;-38.13080360867914
1739209654.7356613;-31.141103565318893
1739209654.7356749;-32.816014438256545
1739209654.7356884;-38.13080360867914
1739209654.7357018;-45.120503652039325
1739209654.7357154;-35.57807855764607
1739209654.735729;-38.13080360867914
1739209654.7357426;-32.816014438256545
1739209654.735756;-35.57807855764607
1739209654.7357695;-45.120503652039325
1739209654.735783;-45.120503652039325
1739209654.7357967;-38.13080360867914
1739209654.73581;-35.57807855764607
1739209654.7358236;-45.120503652039325
1739209654.7358372;-45.120503652039325
1739209654.7358508;-45.120503652039325
1739209654.7358642;-33.981070128970906
1739209654.7358778;-38.13080360867914
1739209654.7358913;-45.120503652039325
1739209654.735905;-45.120503652039325
1739209654.7359183;-38.13080360867914
1739209654.7359319;-35.57807855764607
1739209654.7359455;-38.13080360867914
1739209654.735959;-45.120503652039325
1739209654.7359724;-45.120503652039325
1739209654.735986;-38.13080360867914
1739209654.7359996;-45.120503652039325
1739209654.7360132;-32.816014438256545
1739209654.7360265;-45.120503652039325
1739209654.73604;-45.120503652039325
1739209654.7360537;-45.120503652039325
1739209654.736067;-32.816014438256545
1739209654.7360806;-33.981070128970906
1739209654.7360942;-38.13080360867914
1739209654.7361078;-35.57807855764607
1739209654.7361212;-45.120503652039325
1739209654.7361348;-45.120503652039325
1739209654.7361484;-38.13080360867914
1739209654.736162;-45.120503652039325
1739209654.7361753;-33.981070128970956
1739209654.736189;-38.13080360867914
1739209654.7362025;-35.57807855764607
1739209654.736216;-38.13080360867914
1739209654.7362294;-38.13080360867914
1739209654.736243;-45.120503652039325
1739209654.7362566;-38.13080360867914
1739209654.7362702;-38.13080360867914
1739209654.7362835;-29.438486411369333
1739209654.7362971;-33.981070128970906
1739209654.7363107;-45.120503652039325
1739209654.7363243;-38.13080360867914
1739209654.7363377;-32.816014438256545
1739209654.7363513;-38.13080360867914
1739209654.7363648;-45.120503652039325
1739209654.7363784;-38.13080360867914
1739209654.7363918;-38.13080360867914
1739209654.7364054;-38.13080360867914
1739209654.736419;-45.120503652039325
1739209654.7364326;-45.120503652039325
1739209654.736446;-35.57807855764607
1739209654.7364595;-35.57807855764607
1739209654.736473;-45.120503652039325
1739209654.7364867;-33.981070128970906
1739209654.7365;-33.981070128970906
1739209654.7365136;-45.120503652039325
1739209654.7365272;-45.120503652039325
1739209654.7365406;-38.13080360867914
1739209654.7365541;-38.13080360867914
1739209654.7365677;-45.120503652039325
1739209654.7365813;-38.13080360867914
1739209654.7365947;-33.981070128970906
1739209654.7366083;-33.981070128970906
1739209654.7366219;-28.992665084841942
1739209654.7366354;-45.120503652039325
1739209654.7366488;-38.13080360867914
1739209654.7366624;-33.981070128970906
1739209654.736676;-35.57807855764607
1739209654.7366896;-38.13080360867914
1739209654.736703;-38.13080360867914
1739209654.7367165;-38.13080360867914
1739209654.73673;-32.81601443825658
1739209654.7367437;-45.120503652039325
1739209654.736757;-38.13080360867914
1739209654.7367706;-38.13080360867914
1739209654.7367842;-45.120503652039325
1739209654.7367978;-45.120503652039325
1739209654.7368112;-45.120503652039325
1739209654.7368248;-38.13080360867914
1739209654.7368383;-31.141103565318915
1739209654.736852;-45.120503652039325
1739209654.7368653;-45.120503652039325
1739209654.7368789;-31.141103565318915
1739209654.7368925;-32.816014438256545
1739209654.736906;-38.13080360867914
1739209654.7369194;-38.13080360867914
1739209654.736933;-45.120503652039325
1739209654.7369466;-38.13080360867914
1739209654.7369602;-45.120503652039325
1739209654.7369735;-45.120503652039325
1739209654.736987;-45.120503652039325
1739209654.7370007;-45.120503652039325
1739209654.737014;-38.13080360867914
1739209654.7370276;-45.120503652039325
1739209654.7370412;-35.57807855764607
1739209654.7370548;-38.13080360867914
1739209654.7370682;-45.120503652039325
1739209654.7370818;-38.13080360867914
1739209654.7370954;-38.13080360867914
1739209654.737109;-45.120503652039325
1739209654.7371223;-45.120503652039325
1739209654.737136;-38.13080360867914
1739209654.7371495;-35.57807855764607
1739209654.737163;-33.981070128970906
1739209654.7371764;-38.13080360867914
1739209654.73719;-38.13080360867914
1739209654.7372036;-38.13080360867914
1739209654.7372172;-32.816014438256545
1739209654.7372305;-33.981070128970906
1739209654.7372441;-38.13080360867914
1739209654.7372577;-33.981070128970906
1739209654.7372713;-45.120503652039325
1739209654.7372847;-38.13080360867914
1739209654.7372983;-38.13080360867914
1739209654.7373118;-38.13080360867914
1739209654.7373254;-45.120503652039325
1739209654.7373388;-45.120503652039325
1739209654.7373524;-45.120503652039325
1739209654.737366;-45.120503652039325
1739209654.7373796;-45.120503652039325
1739209654.737393;-45.120503652039325
1739209654.7374065;-38.13080360867914
1739209654.73742;-45.120503652039325
1739209654.7374337;-33.981070128970906
1739209654.737447;-30.49652367304973
1739209654.7374606;-38.13080360867914
1739209654.7374742;-45.120503652039325
1739209654.7374878;-33.981070128970906
1739209654.7375011;-35.57807855764607
1739209654.7375147;-38.13080360867914
1739209654.7375283;-45.120503652039325
1739209654.7375417;-45.120503652039325
1739209654.7375553;-38.13080360867914
1739209654.7375689;-38.13080360867914
1739209654.7375824;-45.120503652039325
1739209654.7375958;-45.120503652039325
1739209654.7376094;-45.120503652039325
1739209654.737623;-38.13080360867914
1739209654.7376366;-45.120503652039325
1739209654.73765;-33.981070128970906
1739209654.7376635;-38.13080360867914
1739209654.737677;-38.13080360867914
1739209654.7376907;-45.120503652039325
1739209654.737704;-45.120503652039325
1739209654.7377176;-29.438486411369333
1739209654.7377312;-33.981070128970906
1739209654.7377448;-45.120503652039325
1739209654.7377582;-45.120503652039325
1739209654.7377717;-35.57807855764607
1739209654.7377853;-45.120503652039325
1739209654.737799;-45.120503652039325
1739209654.7378123;-45.120503652039325
1739209654.7378259;-45.120503652039325
1739209654.7378395;-45.120503652039325
1739209654.737853;-45.120503652039325
1739209654.7378664;-45.120503652039325
1739209654.73788;-45.120503652039325
1739209654.7378936;-45.120503652039325
1739209654.7379072;-45.120503652039325
1739209654.7379205;-38.13080360867914
1739209654.737934;-38.13080360867914
1739209654.7379477;-33.981070128970906
1739209654.7379613;-45.120503652039325
1739209654.7379746;-33.981070128970906
1739209654.7379882;-38.13080360867914
1739209654.7380018;-38.13080360867914
1739209654.7380152;-45.120503652039325
1739209654.7380288;-45.120503652039325
1739209654.7380424;-29.438486411369333
1739209654.738056;-45.120503652039325
1739209654.7380693;-45.120503652039325
1739209654.738083;-45.120503652039325
1739209654.7380965;-38.13080360867914
1739209654.73811;-45.120503652039325
1739209654.7381234;-45.120503652039325
1739209654.738137;-45.120503652039325
1739209654.7381506;-33.981070128970956
1739209654.7381642;-38.13080360867914
1739209654.7381775;-45.120503652039325
1739209654.7381911;-45.120503652039325
1739209654.7382047;-45.120503652039325
1739209654.7382183;-45.120503652039325
1739209654.7382317;-45.120503652039325
1739209654.7382452;-31.141103565318915
1739209654.7382588;-26.991370085610736
1739209654.7382724;-38.13080360867914
1739209654.7382858;-35.57807855764607
1739209654.7382994;-38.13080360867914
1739209654.738313;-32.816014438256545
1739209654.7383265;-38.13080360867914
1739209654.73834;-45.120503652039325
1739209654.7383535;-38.13080360867914
1739209654.738367;-45.120503652039325
1739209654.7383807;-45.120503652039325
1739209654.738394;-45.120503652039325
1739209654.7384076;-45.120503652039325
1739209654.7384212;-45.120503652039325
1739209654.7384348;-45.120503652039325
1739209654.7384481;-38.13080360867914
1739209654.7384617;-45.120503652039325
1739209654.7384753;-32.816014438256545
1739209654.738489;-38.13080360867914
1739209654.7385023;-45.120503652039325
1739209654.7385159;-45.120503652039325
1739209654.7385294;-38.13080360867914
1739209654.7385428;-45.120503652039325
1739209654.7385564;-38.13080360867914
1739209654.73857;-45.120503652039325
1739209654.7385836;-45.120503652039325
1739209654.738597;-33.981070128970906
1739209654.7386105;-45.120503652039325
1739209654.738624;-45.120503652039325
1739209654.7386377;-35.57807855764607
1739209654.738651;-35.57807855764607
1739209654.7386646;-45.120503652039325
1739209654.7386782;-38.13080360867914
1739209654.7386918;-45.120503652039325
1739209654.7387052;-45.120503652039325
1739209654.7387187;-45.120503652039325
1739209654.7387323;-45.120503652039325
1739209654.738746;-45.120503652039325
1739209654.7387593;-38.13080360867914
1739209654.7387729;-45.120503652039325
1739209654.7387865;-45.120503652039325
1739209654.7388;-30.49652367304973
1739209654.7388134;-33.981070128970906
1739209654.738827;-45.120503652039325
1739209654.7388406;-38.13080360867914
1739209654.7388542;-35.57807855764607
1739209654.7388675;-45.120503652039325
1739209654.738881;-38.13080360867914
1739209654.7388947;-35.57807855764607
1739209654.7389083;-45.120503652039325
1739209654.7389216;-45.120503652039325
1739209654.7389352;-45.120503652039325
1739209654.7389488;-45.120503652039325
1739209654.7389624;-45.120503652039325
1739209654.7389758;-38.13080360867914
1739209654.7389894;-33.981070128970906
1739209654.739003;-45.120503652039325
1739209654.7390163;-38.13080360867914
1739209654.73903;-38.13080360867914
1739209654.7390435;-45.120503652039325
1739209654.739057;-45.120503652039325
1739209654.7390704;-38.13080360867914
1739209654.739084;-38.13080360867914
1739209654.7390976;-38.13080360867914
1739209654.7391112;-38.13080360867914
1739209654.7391245;-35.57807855764607
1739209654.7391381;-38.13080360867914
1739209654.7391517;-45.120503652039325
1739209654.7391653;-38.13080360867914
1739209654.7391787;-38.13080360867914
1739209654.7391922;-32.816014438256545
1739209654.7392058;-45.120503652039325
1739209654.7392194;-38.13080360867914
1739209654.7392328;-38.13080360867914
1739209654.7392464;-38.13080360867914
1739209654.73926;-38.13080360867914
1739209654.7392735;-45.120503652039325
1739209654.739287;-45.120503652039325
1739209654.7393005;-38.13080360867914
1739209654.739314;-38.13080360867914
1739209654.7393277;-38.13080360867914
1739209654.739341;-38.13080360867914
1739209654.7393546;-38.13080360867914
1739209654.7393682;-45.120503652039325
1739209654.7393818;-45.120503652039325
1739209654.7393951;-45.120503652039325
1739209654.7394087;-38.13080360867914
1739209654.7394223;-45.120503652039325
1739209654.739436;-45.120503652039325
1739209654.7394493;-45.120503652039325
1739209654.7394629;-38.13080360867914
1739209654.7394764;-38.13080360867914
1739209654.7394898;-38.13080360867914
1739209654.7395034;-38.13080360867914
1739209654.739517;-35.57807855764607
1739209654.7395306;-38.13080360867914
1739209654.739544;-38.13080360867914
1739209654.7395575;-45.120503652039325
1739209654.739571;-38.13080360867914
1739209654.7395847;-38.13080360867914
1739209654.739598;-45.120503652039325
1739209654.7396116;-35.57807855764607
1739209654.7396252;-45.120503652039325
1739209654.7396388;-33.981070128970906
1739209654.7396522;-45.120503652039325
1739209654.7396657;-45.120503652039325
1739209654.7396793;-33.981070128970906
1739209654.739693;-35.57807855764607
1739209654.7397063;-38.13080360867914
1739209654.7397199;-45.120503652039325
1739209654.7397335;-38.13080360867914
1739209654.739747;-33.981070128970906
1739209654.7397604;-45.120503652039325
1739209654.739774;-45.120503652039325
1739209654.7397876;-45.120503652039325
1739209654.7398012;-38.13080360867914
1739209654.7398145;-38.13080360867914
1739209654.747892;-45.120503652039325
1739209654.7478929;-38.13080360867914
1739209654.7478936;-38.13080360867914
1739209654.7478943;-45.120503652039325
1739209654.747895;-38.13080360867914
1739209654.747896;-35.57807855764607
1739209654.7478967;-45.120503652039325
1739209654.7478974;-35.57807855764607
1739209654.7478983;-35.57807855764607
1739209654.747899;-35.57807855764607
1739209654.7478998;-38.13080360867914
1739209654.7479005;-32.816014438256545
1739209654.7479014;-45.120503652039325
1739209654.7479022;-45.120503652039325
1739209654.7479029;-45.120503652039325
1739209654.7479038;-45.120503652039325
1739209654.7479045;-38.13080360867914
1739209654.7479053;-45.120503652039325
1739209654.747906;-45.120503652039325
1739209654.747907;-38.13080360867914
1739209654.7479076;-38.13080360867914
1739209654.7479084;-45.120503652039325
1739209654.747909;-35.57807855764607
1739209654.74791;-26.991370085610736
1739209654.7479107;-38.13080360867914
1739209654.7479115;-38.13080360867914
1739209654.7479124;-33.981070128970906
1739209654.7479131;-45.120503652039325
1739209654.7479138;-45.120503652039325
1739209654.7479146;-38.13080360867914
1739209654.7479155;-45.120503652039325
1739209654.7479162;-45.120503652039325
1739209654.747917;-45.120503652039325
1739209654.747918;-45.120503652039325
1739209654.7479186;-45.120503652039325
1739209654.7479193;-38.13080360867914
1739209654.74792;-38.13080360867914
1739209654.747921;-45.120503652039325
1739209654.7479217;-45.120503652039325
1739209654.7479224;-45.120503652039325
1739209654.7479234;-45.120503652039325
1739209654.747924;-45.120503652039325
1739209654.7479248;-38.13080360867914
1739209654.7479255;-38.13080360867914
1739209654.7479265;-38.13080360867914
1739209654.7479272;-45.120503652039325
1739209654.747928;-38.13080360867914
1739209654.7479286;-31.141103565318893
1739209654.7479296;-45.120503652039325
1739209654.7479303;-45.120503652039325
1739209654.747931;-38.13080360867914
1739209654.747932;-35.57807855764607
1739209654.7479327;-45.120503652039325
1739209654.7479334;-45.120503652039325
1739209654.747934;-45.120503652039325
1739209654.747935;-45.120503652039325
1739209654.7479358;-38.13080360867914
1739209654.7479365;-45.120503652039325
1739209654.7479374;-38.13080360867914
1739209654.7479382;-38.13080360867914
1739209654.7479389;-38.13080360867914
1739209654.7479396;-45.120503652039325
1739209654.7479405;-38.13080360867914
1739209654.7479413;-35.57807855764607
1739209654.747942;-35.57807855764607
1739209654.747943;-45.120503652039325
1739209654.7479436;-38.13080360867914
1739209654.7479444;-45.120503652039325
1739209654.747945;-38.13080360867914
1739209654.747946;-45.120503652039325
1739209654.7479467;-32.816014438256545
1739209654.7479475;-30.49652367304973
1739209654.7479484;-38.13080360867914
1739209654.7479491;-45.120503652039325
1739209654.7479498;-45.120503652039325
1739209654.7479506;-32.816014438256545
1739209654.7479515;-35.57807855764607
1739209654.7479522;-38.13080360867914
1739209654.747953;-38.13080360867914
1739209654.747954;-45.120503652039325
1739209654.7479546;-38.13080360867914
1739209654.7479553;-45.120503652039325
1739209654.747956;-33.981070128970906
1739209654.747957;-45.120503652039325
1739209654.7479577;-45.120503652039325
1739209654.7479584;-45.120503652039325
1739209654.7479591;-38.13080360867914
1739209654.74796;-45.120503652039325
1739209654.7479608;-33.981070128970906
1739209654.7479615;-45.120503652039325
1739209654.7479625;-38.13080360867914
1739209654.7479632;-35.57807855764607
1739209654.747964;-35.57807855764607
1739209654.7479646;-38.13080360867914
1739209654.7479656;-45.120503652039325
1739209654.7479663;-38.13080360867914
1739209654.747967;-38.13080360867914
1739209654.747968;-45.120503652039325
1739209654.7479687;-38.13080360867914
1739209654.7479694;-32.816014438256545
1739209654.74797;-38.13080360867914
1739209654.747971;-45.120503652039325
1739209654.7479718;-45.120503652039325
1739209654.7479725;-38.13080360867914
1739209654.7479734;-45.120503652039325
1739209654.7479742;-45.120503652039325
1739209654.7479749;-38.13080360867914
1739209654.7479756;-45.120503652039325
1739209654.7479765;-38.13080360867914
1739209654.7479773;-45.120503652039325
1739209654.747978;-45.120503652039325
1739209654.7479787;-35.57807855764607
1739209654.7479796;-35.57807855764607
1739209654.7479804;-45.120503652039325
1739209654.747981;-45.120503652039325
1739209654.747982;-45.120503652039325
1739209654.7479827;-38.13080360867914
1739209654.7479835;-45.120503652039325
1739209654.7479842;-45.120503652039325
1739209654.7479851;-38.13080360867914
1739209654.7479858;-38.13080360867914
1739209654.7479866;-45.120503652039325
1739209654.7479875;-38.13080360867914
1739209654.7479882;-45.120503652039325
1739209654.747989;-45.120503652039325
1739209654.7479897;-45.120503652039325
1739209654.7479906;-45.120503652039325
1739209654.7479913;-45.120503652039325
1739209654.747992;-31.141103565318915
1739209654.747993;-38.13080360867914
1739209654.7479937;-38.13080360867914
1739209654.7479944;-35.57807855764607
1739209654.7479951;-38.13080360867914
1739209654.747996;-45.120503652039325
1739209654.7479968;-38.13080360867914
1739209654.7479975;-38.13080360867914
1739209654.7479985;-32.81601443825658
1739209654.7479992;-45.120503652039325
1739209654.748;-45.120503652039325
1739209654.7480006;-45.120503652039325
1739209654.7480016;-45.120503652039325
1739209654.7480023;-38.13080360867914
1739209654.748003;-45.120503652039325
1739209654.748004;-45.120503652039325
1739209654.7480047;-28.992665084841942
1739209654.7480054;-29.438486411369333
1739209654.748006;-45.120503652039325
1739209654.748007;-38.13080360867914
1739209654.7480078;-32.816014438256545
1739209654.7480085;-38.13080360867914
1739209654.7480092;-38.13080360867914
1739209654.7480102;-38.13080360867914
1739209654.7480109;-45.120503652039325
1739209654.7480116;-38.13080360867914
1739209654.7480125;-38.13080360867914
1739209654.7480133;-45.120503652039325
1739209654.748014;-45.120503652039325
1739209654.7480147;-38.13080360867914
1739209654.7480156;-38.13080360867914
1739209654.7480164;-45.120503652039325
1739209654.748017;-45.120503652039325
1739209654.748018;-38.13080360867914
1739209654.7480187;-35.57807855764607
1739209654.7480195;-38.13080360867914
1739209654.7480202;-45.120503652039325
1739209654.7480211;-33.981070128970906
1739209654.7480218;-38.13080360867914
1739209654.7480226;-38.13080360867914
1739209654.7480235;-30.49652367304973
1739209654.7480242;-32.816014438256545
1739209654.748025;-35.57807855764607
1739209654.7480257;-29.438486411369333
1739209654.7480266;-38.13080360867914
1739209654.7480273;-38.13080360867914
1739209654.748028;-45.120503652039325
1739209654.7480288;-38.13080360867914
1739209654.7480297;-45.120503652039325
1739209654.7480304;-38.13080360867914
1739209654.7480311;-38.13080360867914
1739209654.748032;-45.120503652039325
1739209654.7480328;-45.120503652039325
1739209654.7480335;-38.13080360867914
1739209654.7480342;-38.13080360867914
1739209654.7480352;-38.13080360867914
1739209654.748036;-38.13080360867914
1739209654.7480366;-32.816014438256545
1739209654.7480376;-45.120503652039325
1739209654.7480383;-45.120503652039325
1739209654.748039;-45.120503652039325
1739209654.7480397;-38.13080360867914
1739209654.7480407;-38.13080360867914
1739209654.7480414;-45.120503652039325
1739209654.748042;-45.120503652039325
1739209654.748043;-38.13080360867914
1739209654.7480438;-45.120503652039325
1739209654.7480445;-38.13080360867914
1739209654.7480452;-45.120503652039325
1739209654.7480462;-35.57807855764607
1739209654.7480469;-38.13080360867914
1739209654.7480476;-45.120503652039325
1739209654.7480485;-45.120503652039325
1739209654.7480493;-45.120503652039325
1739209654.74805;-38.13080360867914
1739209654.7480507;-45.120503652039325
1739209654.7480516;-45.120503652039325
1739209654.7480524;-38.13080360867914
1739209654.748053;-33.981070128970906
1739209654.748054;-45.120503652039325
1739209654.7480547;-33.981070128970906
1739209654.7480555;-32.816014438256545
1739209654.7480562;-45.120503652039325
1739209654.7480571;-45.120503652039325
1739209654.7480578;-38.13080360867914
1739209654.7480586;-38.13080360867914
1739209654.7480593;-45.120503652039325
1739209654.7480602;-38.13080360867914
1739209654.748061;-45.120503652039325
1739209654.7480617;-38.13080360867914
1739209654.7480626;-33.981070128970906
1739209654.7480633;-38.13080360867914
1739209654.748064;-38.13080360867914
1739209654.7480648;-38.13080360867914
1739209654.7480657;-33.981070128970906
1739209654.7480664;-45.120503652039325
1739209654.7480671;-45.120503652039325
1739209654.748068;-35.57807855764607
1739209654.7480688;-45.120503652039325
1739209654.7480695;-45.120503652039325
1739209654.7480702;-45.120503652039325
1739209654.7480712;-45.120503652039325
1739209654.748072;-45.120503652039325
1739209654.7480726;-45.120503652039325
1739209654.7480736;-45.120503652039325
1739209654.7480743;-45.120503652039325
1739209654.748075;-45.120503652039325
1739209654.7480757;-38.13080360867914
1739209654.7480767;-38.13080360867914
1739209654.7480774;-35.57807855764607
1739209654.748078;-38.13080360867914
1739209654.7480788;-35.57807855764607
1739209654.7480798;-38.13080360867914
1739209654.7480805;-38.13080360867914
1739209654.7480812;-33.981070128970906
1739209654.7480822;-45.120503652039325
1739209654.7480829;-38.13080360867914
1739209654.7480836;-45.120503652039325
1739209654.7480843;-38.13080360867914
1739209654.7480853;-38.13080360867914
1739209654.748086;-45.120503652039325
1739209654.7480867;-38.13080360867914
1739209654.7480876;-33.981070128970906
1739209654.7480884;-38.13080360867914
1739209654.748089;-45.120503652039325
1739209654.7480898;-32.816014438256545
1739209654.7480907;-45.120503652039325
1739209654.7480915;-38.13080360867914
1739209654.7480922;-45.120503652039325
1739209654.7480931;-38.13080360867914
1739209654.7480938;-33.981070128970906
1739209654.7480946;-38.13080360867914
1739209654.7480953;-35.57807855764607
1739209654.7480962;-38.13080360867914
1739209654.748097;-38.13080360867914
1739209654.7480977;-38.13080360867914
1739209654.7480986;-45.120503652039325
1739209654.7480993;-45.120503652039325
1739209654.7481;-45.120503652039325
1739209654.7481008;-45.120503652039325
1739209654.7481017;-45.120503652039325
1739209654.7481024;-38.13080360867914
1739209654.7481031;-45.120503652039325
1739209654.748104;-38.13080360867914
1739209654.7481048;-38.13080360867914
1739209654.7481055;-45.120503652039325
1739209654.7481062;-33.981070128970906
1739209654.7481072;-38.13080360867914
1739209654.748108;-38.13080360867914
1739209654.7481086;-32.816014438256545
1739209654.7481093;-38.13080360867914
1739209654.7481103;-45.120503652039325
1739209654.748111;-45.120503652039325
1739209654.7481117;-38.13080360867914
1739209654.7481127;-33.981070128970906
1739209654.7481134;-45.120503652039325
1739209654.748114;-33.981070128970906
1739209654.7481148;-45.120503652039325
1739209654.7481158;-45.120503652039325
1739209654.7481165;-38.13080360867914
1739209654.7481172;-45.120503652039325
1739209654.7481182;-38.13080360867914
1739209654.7481189;-28.992665084841942
1739209654.7481196;-45.120503652039325
1739209654.7481203;-38.13080360867914
1739209654.7481213;-45.120503652039325
1739209654.748122;-38.13080360867914
1739209654.7481227;-35.57807855764607
1739209654.7481236;-38.13080360867914
1739209654.7481244;-45.120503652039325
1739209654.748125;-31.14110356531892
1739209654.7481258;-45.120503652039325
1739209654.7481267;-38.13080360867914
1739209654.7481275;-35.57807855764607
1739209654.7481282;-38.13080360867914
1739209654.748129;-45.120503652039325
1739209654.7481298;-38.13080360867914
1739209654.7481306;-45.120503652039325
1739209654.7481313;-27.267205301931607
1739209654.7481322;-33.981070128970906
1739209654.748133;-38.13080360867914
1739209654.7481337;-38.13080360867914
1739209654.7481344;-35.57807855764607
1739209654.7481353;-45.120503652039325
1739209654.748136;-45.120503652039325
1739209654.7481368;-38.13080360867914
1739209654.7481377;-33.981070128970906
1739209654.7481384;-45.120503652039325
1739209654.7481391;-38.13080360867914
1739209654.7481399;-35.57807855764607
1739209654.7481408;-38.13080360867914
1739209654.7481415;-45.120503652039325
1739209654.7481422;-45.120503652039325
1739209654.7481432;-45.120503652039325
1739209654.748144;-38.13080360867914
1739209654.7481446;-45.120503652039325
1739209654.7481453;-38.13080360867914
1739209654.7481463;-35.57807855764607
1739209654.748147;-45.120503652039325
1739209654.7481477;-45.120503652039325
1739209654.7481487;-38.13080360867914
1739209654.7481494;-38.13080360867914
1739209654.74815;-31.141103565318915
1739209654.7481508;-38.13080360867914
1739209654.7481518;-38.13080360867914
1739209654.7481525;-38.13080360867914
1739209654.7481532;-38.13080360867914
1739209654.7481542;-45.120503652039325
1739209654.7481549;-38.13080360867914
1739209654.7481556;-32.816014438256545
1739209654.7481563;-35.57807855764607
1739209654.7481573;-45.120503652039325
1739209654.748158;-38.13080360867914
1739209654.7481587;-38.13080360867914
1739209654.7481594;-38.13080360867914
1739209654.7481604;-45.120503652039325
1739209654.748161;-38.13080360867914
1739209654.7481618;-45.120503652039325
1739209654.7481627;-30.49652367304973
1739209654.7481635;-31.141103565318915
1739209654.7481642;-38.13080360867914
1739209654.748165;-45.120503652039325
1739209654.7481658;-38.13080360867914
1739209654.7481666;-38.13080360867914
1739209654.7481673;-38.13080360867914
1739209654.7481682;-38.13080360867914
1739209654.748169;-45.120503652039325
1739209654.7481697;-38.13080360867914
1739209654.7481704;-38.13080360867914
