CAN Message; 0x150:0400e7f2a067f80c
1739209813.2820075;-45.120503652039325
1739209813.2820175;-38.13080360867914
1739209813.2820272;-38.13080360867914
1739209813.2820373;-45.120503652039325
1739209813.282047;-38.13080360867914
1739209813.282057;-35.57807855764607
1739209813.282067;-38.13080360867914
1739209813.2820768;-45.120503652039325
1739209813.2820868;-38.13080360867914
1739209813.2820969;-38.13080360867914
1739209813.2821066;-45.120503652039325
1739209813.2821167;-45.120503652039325
1739209813.2821267;-45.120503652039325
1739209813.2821364;-45.120503652039325
1739209813.2821465;-38.13080360867914
1739209813.2821565;-45.120503652039325
1739209813.2821662;-45.120503652039325
1739209813.2821763;-45.120503652039325
1739209813.282186;-38.13080360867914
1739209813.282196;-45.120503652039325
1739209813.282206;-45.120503652039325
1739209813.2822158;-38.13080360867914
1739209813.2822258;-38.13080360867914
1739209813.2822359;-38.13080360867914
1739209813.2822456;-45.120503652039325
1739209813.2822556;-32.816014438256545
1739209813.2822657;-35.57807855764607
1739209813.2822754;-45.120503652039325
1739209813.2822855;-45.120503652039325
1739209813.2822955;-38.13080360867914
1739209813.2823052;-35.57807855764607
1739209813.2823153;-45.120503652039325
1739209813.2823253;-38.13080360867914
1739209813.282335;-45.120503652039325
1739209813.282345;-45.120503652039325
1739209813.2823548;-45.120503652039325
1739209813.2823648;-38.13080360867914
1739209813.2823749;-33.981070128970906
1739209813.2823846;-45.120503652039325
1739209813.2823946;-45.120503652039325
1739209813.2824047;-45.120503652039325
1739209813.2824144;-32.816014438256545
1739209813.2824244;-32.816014438256545
1739209813.2824345;-45.120503652039325
1739209813.2824442;-45.120503652039325
1739209813.2824543;-35.57807855764607
1739209813.2824643;-35.57807855764607
1739209813.282474;-45.120503652039325
1739209813.282484;-45.120503652039325
1739209813.2824938;-45.120503652039325
1739209813.2825038;-45.120503652039325
1739209813.2825139;-45.120503652039325
1739209813.2825236;-45.120503652039325
1739209813.2825336;-45.120503652039325
1739209813.2825437;-45.120503652039325
1739209813.2825534;-38.13080360867914
1739209813.2825634;-45.120503652039325
1739209813.2825735;-45.120503652039325
1739209813.2825832;-38.13080360867914
1739209813.2825933;-35.57807855764607
1739209813.2826033;-35.57807855764607
1739209813.282613;-38.13080360867914
1739209813.282623;-38.13080360867914
1739209813.2826328;-38.13080360867914
1739209813.2826428;-45.120503652039325
1739209813.2826529;-32.816014438256545
1739209813.2826626;-32.816014438256545
1739209813.2826726;-45.120503652039325
1739209813.2826827;-45.120503652039325
1739209813.2826924;-38.13080360867914
1739209813.2827024;-31.141103565318915
1739209813.2827125;-33.981070128970906
1739209813.2827222;-33.981070128970906
1739209813.2827322;-38.13080360867914
1739209813.2827423;-31.141103565318943
1739209813.282752;-38.13080360867914
1739209813.282762;-38.13080360867914
1739209813.282772;-45.120503652039325
1739209813.2827818;-45.120503652039325
1739209813.2827919;-38.13080360867914
1739209813.2828016;-45.120503652039325
1739209813.2828116;-32.816014438256545
1739209813.2828217;-30.49652367304973
1739209813.2828314;-38.13080360867914
1739209813.2828414;-38.13080360867914
1739209813.2828515;-31.141103565318893
1739209813.2828612;-35.57807855764607
1739209813.2828712;-38.13080360867914
1739209813.2828813;-38.13080360867914
1739209813.282891;-45.120503652039325
1739209813.282901;-45.120503652039325
1739209813.282911;-45.120503652039325
1739209813.2829208;-38.13080360867914
1739209813.2829309;-38.13080360867914
1739209813.2829406;-45.120503652039325
1739209813.2829506;-38.13080360867914
1739209813.2829607;-38.13080360867914
1739209813.2829704;-45.120503652039325
1739209813.2829804;-45.120503652039325
1739209813.2829905;-45.120503652039325
1739209813.2830002;-38.13080360867914
1739209813.2830102;-38.13080360867914
1739209813.2830203;-45.120503652039325
1739209813.28303;-45.120503652039325
1739209813.28304;-45.120503652039325
1739209813.28305;-45.120503652039325
1739209813.2830598;-28.992665084841942
1739209813.2830698;-45.120503652039325
1739209813.2830796;-45.120503652039325
1739209813.2830896;-38.13080360867914
1739209813.2830997;-33.981070128970906
1739209813.2831094;-45.120503652039325
1739209813.2831194;-38.13080360867914
1739209813.2831295;-38.13080360867914
1739209813.2831392;-32.81601443825658
1739209813.2831492;-45.120503652039325
1739209813.2831593;-45.120503652039325
1739209813.283169;-45.120503652039325
1739209813.283179;-45.120503652039325
1739209813.283189;-38.13080360867914
1739209813.2831988;-45.120503652039325
1739209813.2832088;-38.13080360867914
1739209813.2832189;-31.141103565318915
1739209813.2832286;-38.13080360867914
1739209813.2832386;-35.57807855764607
1739209813.2832484;-35.57807855764607
1739209813.2832584;-38.13080360867914
1739209813.2832685;-38.13080360867914
1739209813.2832782;-45.120503652039325
1739209813.2832882;-45.120503652039325
1739209813.2832983;-38.13080360867914
1739209813.283308;-38.13080360867914
1739209813.283318;-38.13080360867914
1739209813.283328;-45.120503652039325
1739209813.2833378;-38.13080360867914
1739209813.2833478;-38.13080360867914
1739209813.2833579;-38.13080360867914
1739209813.2833676;-45.120503652039325
1739209813.2833776;-45.120503652039325
1739209813.2833874;-45.120503652039325
1739209813.2833974;-45.120503652039325
1739209813.2834074;-45.120503652039325
1739209813.2834172;-45.120503652039325
1739209813.2834272;-38.13080360867914
1739209813.2834373;-33.981070128970906
1739209813.283447;-45.120503652039325
1739209813.283457;-38.13080360867914
1739209813.283467;-35.57807855764607
1739209813.2834768;-45.120503652039325
1739209813.2834868;-45.120503652039325
1739209813.2834969;-38.13080360867914
1739209813.2835066;-38.13080360867914
1739209813.2835166;-45.120503652039325
1739209813.2835264;-38.13080360867914
1739209813.2835364;-38.13080360867914
1739209813.2835464;-45.120503652039325
1739209813.2835562;-38.13080360867914
1739209813.2835662;-38.13080360867914
1739209813.2835763;-38.13080360867914
1739209813.283586;-45.120503652039325
1739209813.283596;-45.120503652039325
1739209813.283606;-32.816014438256545
1739209813.2836158;-31.141103565318915
1739209813.2836258;-38.13080360867914
1739209813.2836359;-45.120503652039325
1739209813.2836456;-35.57807855764607
1739209813.2836556;-38.13080360867914
1739209813.2836657;-45.120503652039325
1739209813.2836754;-45.120503652039325
1739209813.2836854;-38.13080360867914
1739209813.2836952;-38.13080360867914
1739209813.2837052;-45.120503652039325
1739209813.2837152;-45.120503652039325
1739209813.283725;-38.13080360867914
1739209813.283735;-45.120503652039325
1739209813.283745;-32.816014438256545
1739209813.2837548;-38.13080360867914
1739209813.2837648;-38.13080360867914
1739209813.2837749;-38.13080360867914
1739209813.2837846;-38.13080360867914
1739209813.2837946;-33.981070128970906
1739209813.2838047;-38.13080360867914
1739209813.2838144;-35.57807855764607
1739209813.2838244;-45.120503652039325
1739209813.2838342;-45.120503652039325
1739209813.2838442;-45.120503652039325
1739209813.2838542;-45.120503652039325
1739209813.283864;-32.816014438256545
1739209813.283874;-38.13080360867914
1739209813.283884;-45.120503652039325
1739209813.2838938;-45.120503652039325
1739209813.2839038;-32.816014438256545
1739209813.2839139;-38.13080360867914
1739209813.2839236;-45.120503652039325
1739209813.2839336;-45.120503652039325
1739209813.2839437;-45.120503652039325
1739209813.2839534;-38.13080360867914
1739209813.2839634;-38.13080360867914
1739209813.2839732;-45.120503652039325
1739209813.2839832;-38.13080360867914
1739209813.2839932;-38.13080360867914
1739209813.284003;-45.120503652039325
1739209813.284013;-45.120503652039325
1739209813.284023;-45.120503652039325
1739209813.2840328;-45.120503652039325
1739209813.2840428;-45.120503652039325
1739209813.2840528;-45.120503652039325
1739209813.2840626;-45.120503652039325
1739209813.2840726;-38.13080360867914
1739209813.2840827;-45.120503652039325
1739209813.2840924;-38.13080360867914
1739209813.2841024;-26.487275050834715
1739209813.2841125;-32.816014438256545
1739209813.2841222;-45.120503652039325
1739209813.2841322;-45.120503652039325
1739209813.284142;-32.816014438256545
1739209813.284152;-38.13080360867914
1739209813.284162;-45.120503652039325
1739209813.2841718;-45.120503652039325
1739209813.2841818;-33.981070128970956
1739209813.2841918;-45.120503652039325
1739209813.2842016;-45.120503652039325
1739209813.2842116;-38.13080360867914
1739209813.2842216;-45.120503652039325
1739209813.2842314;-38.13080360867914
1739209813.2842414;-38.13080360867914
1739209813.2842515;-45.120503652039325
1739209813.2842612;-32.816014438256545
1739209813.2842712;-38.13080360867914
1739209813.284281;-45.120503652039325
1739209813.284291;-38.13080360867914
1739209813.284301;-38.13080360867914
1739209813.2843108;-38.13080360867914
1739209813.2843208;-33.981070128970906
1739209813.2843308;-38.13080360867914
1739209813.2843406;-35.57807855764607
1739209813.2843506;-38.13080360867914
1739209813.2843606;-45.120503652039325
1739209813.2843704;-38.13080360867914
1739209813.2843804;-45.120503652039325
1739209813.2843904;-38.13080360867914
1739209813.2844002;-38.13080360867914
1739209813.2844102;-32.816014438256545
1739209813.28442;-38.13080360867914
1739209813.28443;-38.13080360867914
1739209813.28444;-33.981070128970906
1739209813.2844498;-45.120503652039325
1739209813.2844598;-45.120503652039325
1739209813.2844698;-45.120503652039325
1739209813.2844796;-38.13080360867914
1739209813.2844896;-45.120503652039325
1739209813.2844996;-31.141103565318893
1739209813.2845094;-30.49652367304973
1739209813.2845194;-45.120503652039325
1739209813.2845294;-38.13080360867914
1739209813.2845392;-38.13080360867914
1739209813.2845492;-38.13080360867914
1739209813.2845592;-45.120503652039325
1739209813.284569;-38.13080360867914
1739209813.284579;-45.120503652039325
1739209813.2845888;-45.120503652039325
1739209813.2845988;-45.120503652039325
1739209813.2846088;-45.120503652039325
1739209813.2846186;-35.57807855764607
1739209813.2846286;-35.57807855764607
1739209813.2846386;-45.120503652039325
1739209813.2846484;-38.13080360867914
1739209813.2846584;-45.120503652039325
1739209813.2846684;-45.120503652039325
1739209813.2846782;-45.120503652039325
1739209813.2846882;-45.120503652039325
1739209813.2846982;-45.120503652039325
1739209813.284708;-38.13080360867914
1739209813.284718;-38.13080360867914
1739209813.2847278;-45.120503652039325
1739209813.2847378;-45.120503652039325
1739209813.2847478;-38.13080360867914
1739209813.2847576;-38.13080360867914
1739209813.2847676;-38.13080360867914
1739209813.2847776;-38.13080360867914
1739209813.2847874;-38.13080360867914
1739209813.2847974;-35.57807855764607
1739209813.2848074;-30.49652367304973
1739209813.2848172;-45.120503652039325
1739209813.2848272;-45.120503652039325
1739209813.2848372;-35.57807855764607
1739209813.284847;-33.981070128970906
1739209813.284857;-45.120503652039325
1739209813.284867;-38.13080360867914
1739209813.2848768;-35.57807855764607
1739209813.2848868;-38.13080360867914
1739209813.2848966;-45.120503652039325
1739209813.2849066;-45.120503652039325
1739209813.2849166;-45.120503652039325
1739209813.2849264;-38.13080360867914
1739209813.2849364;-45.120503652039325
1739209813.2849464;-45.120503652039325
1739209813.2849562;-45.120503652039325
1739209813.2849662;-38.13080360867914
1739209813.2849762;-38.13080360867914
1739209813.284986;-38.13080360867914
1739209813.284996;-38.13080360867914
1739209813.285006;-38.13080360867914
1739209813.2850158;-38.13080360867914
1739209813.2850258;-35.57807855764607
1739209813.2850356;-45.120503652039325
1739209813.2850456;-45.120503652039325
1739209813.2850556;-38.13080360867914
1739209813.2850654;-33.981070128970906
1739209813.2850754;-38.13080360867914
1739209813.2850854;-38.13080360867914
1739209813.2850952;-38.13080360867914
1739209813.2851052;-38.13080360867914
1739209813.2851152;-38.13080360867914
1739209813.285125;-38.13080360867914
1739209813.285135;-38.13080360867914
1739209813.285145;-45.120503652039325
1739209813.2851548;-38.13080360867914
1739209813.2851648;-45.120503652039325
1739209813.2851746;-45.120503652039325
1739209813.2851846;-38.13080360867914
1739209813.2851946;-45.120503652039325
1739209813.2852044;-45.120503652039325
1739209813.2852144;-38.13080360867914
1739209813.2852244;-33.981070128970906
1739209813.2852342;-38.13080360867914
1739209813.2852442;-45.120503652039325
1739209813.2852542;-38.13080360867914
1739209813.285264;-33.981070128970906
1739209813.285274;-45.120503652039325
1739209813.285284;-45.120503652039325
1739209813.2852938;-33.981070128970906
1739209813.2853038;-31.141103565318915
1739209813.2853138;-33.981070128970906
1739209813.2853236;-38.13080360867914
1739209813.2853336;-45.120503652039325
1739209813.2853434;-45.120503652039325
1739209813.2853534;-38.13080360867914
1739209813.2853634;-38.13080360867914
1739209813.2853732;-38.13080360867914
1739209813.2853832;-33.981070128970906
1739209813.2853932;-28.992665084841942
1739209813.285403;-38.13080360867914
1739209813.285413;-45.120503652039325
1739209813.285423;-38.13080360867914
1739209813.2854328;-38.13080360867914
1739209813.2854428;-38.13080360867914
1739209813.2854528;-45.120503652039325
1739209813.2854626;-45.120503652039325
1739209813.2854726;-35.57807855764607
1739209813.2854824;-38.13080360867914
1739209813.2854924;-38.13080360867914
1739209813.2855024;-45.120503652039325
1739209813.2855122;-35.57807855764607
1739209813.2855222;-38.13080360867914
1739209813.2855322;-45.120503652039325
1739209813.285542;-45.120503652039325
1739209813.285552;-38.13080360867914
1739209813.285562;-35.57807855764607
1739209813.2855718;-38.13080360867914
1739209813.2855818;-38.13080360867914
1739209813.2855918;-35.57807855764607
1739209813.2856016;-32.816014438256545
1739209813.2856116;-45.120503652039325
1739209813.2856214;-33.981070128970906
1739209813.2856314;-28.992665084841942
1739209813.2856414;-38.13080360867914
1739209813.2856512;-45.120503652039325
1739209813.2856612;-45.120503652039325
1739209813.2856712;-33.981070128970906
1739209813.285681;-45.120503652039325
1739209813.285691;-45.120503652039325
1739209813.285701;-45.120503652039325
1739209813.2857108;-32.81601443825658
1739209813.2857208;-38.13080360867914
1739209813.2857308;-38.13080360867914
1739209813.2857406;-45.120503652039325
1739209813.2857506;-45.120503652039325
1739209813.2857606;-38.13080360867914
1739209813.2857704;-45.120503652039325
1739209813.2857804;-45.120503652039325
1739209813.2857902;-30.49652367304973
1739209813.2858002;-38.13080360867914
1739209813.2858102;-38.13080360867914
1739209813.28582;-45.120503652039325
1739209813.28583;-35.57807855764607
1739209813.28584;-45.120503652039325
1739209813.2858498;-38.13080360867914
1739209813.2858598;-45.120503652039325
1739209813.2858698;-38.13080360867914
1739209813.2858796;-45.120503652039325
1739209813.2858896;-45.120503652039325
1739209813.2858996;-45.120503652039325
1739209813.2859094;-38.13080360867914
1739209813.2859194;-38.13080360867914
1739209813.2859292;-45.120503652039325
1739209813.2859392;-38.13080360867914
1739209813.2859492;-38.13080360867914
1739209813.285959;-45.120503652039325
1739209813.285969;-38.13080360867914
1739209813.285979;-38.13080360867914
1739209813.2859888;-45.120503652039325
1739209813.2859988;-45.120503652039325
1739209813.2860088;-38.13080360867914
1739209813.2860186;-38.13080360867914
1739209813.2860286;-45.120503652039325
1739209813.2860386;-38.13080360867914
1739209813.2860484;-45.120503652039325
1739209813.2860584;-35.57807855764607
1739209813.2860682;-32.816014438256545
1739209813.2860782;-38.13080360867914
1739209813.2860882;-35.57807855764607
1739209813.286098;-35.57807855764607
1739209813.286108;-45.120503652039325
1739209813.286118;-45.120503652039325
1739209813.2861278;-45.120503652039325
1739209813.2861378;-45.120503652039325
1739209813.2861478;-38.13080360867914
1739209813.2861576;-32.816014438256545
1739209813.2861676;-45.120503652039325
1739209813.2861776;-38.13080360867914
1739209813.2861874;-32.816014438256545
1739209813.2861974;-38.13080360867914
1739209813.2862074;-45.120503652039325
1739209813.2862172;-45.120503652039325
1739209813.2862272;-33.981070128970906
1739209813.286237;-45.120503652039325
1739209813.286247;-45.120503652039325
1739209813.286257;-45.120503652039325
1739209813.2862668;-35.57807855764607
1739209813.2862768;-38.13080360867914
1739209813.2862868;-45.120503652039325
1739209813.2862966;-45.120503652039325
1739209813.2863066;-35.57807855764607
1739209813.2863166;-38.13080360867914
1739209813.2863264;-38.13080360867914
1739209813.2863364;-45.120503652039325
1739209813.2863464;-38.13080360867914
1739209813.2863562;-45.120503652039325
1739209813.2863662;-38.13080360867914
1739209813.286376;-38.13080360867914
1739209813.286386;-38.13080360867914
1739209813.286396;-33.981070128970906
1739209813.2864058;-45.120503652039325
1739209813.2864158;-45.120503652039325
1739209813.2864258;-38.13080360867914
1739209813.2864356;-38.13080360867914
1739209813.2864456;-38.13080360867914
1739209813.2864556;-45.120503652039325
1739209813.2864654;-35.57807855764607
1739209813.2864754;-38.13080360867914
1739209813.2864854;-45.120503652039325
1739209813.2864952;-45.120503652039325
1739209813.2865052;-45.120503652039325
1739209813.286515;-31.141103565318915
1739209813.286525;-35.57807855764607
1739209813.286535;-38.13080360867914
1739209813.2865448;-45.120503652039325
1739209813.2865548;-38.13080360867914
1739209813.2865648;-38.13080360867914
1739209813.2865746;-38.13080360867914
1739209813.2865846;-45.120503652039325
1739209813.2865946;-45.120503652039325
1739209813.2866044;-45.120503652039325
1739209813.2866144;-38.13080360867914
1739209813.2866244;-45.120503652039325
1739209813.2866342;-38.13080360867914
1739209813.2866442;-35.57807855764607
1739209813.2866542;-38.13080360867914
1739209813.286664;-45.120503652039325
1739209813.286674;-38.13080360867914
1739209813.2866838;-38.13080360867914
1739209813.2866938;-38.13080360867914
1739209813.2867038;-35.57807855764607
1739209813.2867136;-38.13080360867914
1739209813.2867236;-38.13080360867914
1739209813.2867336;-38.13080360867914
1739209813.2867434;-45.120503652039325
1739209813.2867534;-45.120503652039325
1739209813.2867634;-38.13080360867914
1739209813.2867732;-33.981070128970906
1739209813.2867832;-45.120503652039325
1739209813.2867932;-38.13080360867914
1739209813.286803;-38.13080360867914
1739209813.286813;-38.13080360867914
1739209813.2868228;-38.13080360867914
1739209813.2868328;-38.13080360867914
1739209813.2868428;-45.120503652039325
1739209813.2868526;-45.120503652039325
1739209813.2868626;-45.120503652039325
1739209813.2868726;-38.13080360867914
1739209813.2868824;-38.13080360867914
1739209813.2868924;-38.13080360867914
1739209813.2869024;-38.13080360867914
1739209813.2869122;-27.267205301931607
1739209813.2869222;-38.13080360867914
1739209813.2869322;-38.13080360867914
1739209813.286942;-35.57807855764607
1739209813.286952;-31.141103565318915
1739209813.286962;-45.120503652039325
1739209813.2869718;-45.120503652039325
1739209813.2869818;-38.13080360867914
1739209813.2869916;-33.981070128970906
1739209813.2870016;-45.120503652039325
1739209813.2870116;-45.120503652039325
1739209813.2870214;-38.13080360867914
1739209813.2870314;-38.13080360867914
1739209813.2870414;-45.120503652039325
1739209813.2870512;-45.120503652039325
1739209813.2870612;-32.816014438256545
1739209813.2870712;-31.141103565318915
1739209813.287081;-35.57807855764607
1739209813.287091;-38.13080360867914
1739209813.287101;-38.13080360867914
1739209813.2871108;-33.981070128970906
1739209813.2871208;-38.13080360867914
1739209813.2871306;-35.57807855764607
1739209813.2871406;-38.13080360867914
1739209813.2871506;-45.120503652039325
1739209813.2871604;-45.120503652039325
1739209813.2871704;-45.120503652039325
1739209813.2871804;-45.120503652039325
1739209813.2871902;-45.120503652039325
1739209813.2872002;-38.13080360867914
1739209813.2872102;-38.13080360867914
1739209813.28722;-38.13080360867914
1739209813.28723;-33.981070128970906
1739209813.28724;-33.981070128970906
1739209813.2872498;-38.13080360867914
1739209813.2872598;-45.120503652039325
1739209813.2872696;-38.13080360867914
1739209813.2872796;-38.13080360867914
1739209813.2872896;-38.13080360867914
1739209813.2872994;-38.13080360867914
1739209813.2873094;-33.981070128970906
1739209813.2873194;-33.981070128970906
1739209813.2873292;-35.57807855764607
1739209813.2873392;-45.120503652039325
1739209813.2873492;-45.120503652039325
1739209813.287359;-45.120503652039325
1739209813.287369;-35.57807855764607
1739209813.287379;-38.13080360867914
1739209813.2873888;-33.981070128970906
1739209813.2873988;-28.992665084841942
1739209813.2874088;-45.120503652039325
1739209813.2874186;-38.13080360867914
1739209813.2874286;-38.13080360867914
1739209813.2874384;-38.13080360867914
1739209813.2874484;-45.120503652039325
1739209813.2874584;-45.120503652039325
1739209813.2874682;-45.120503652039325
1739209813.2874782;-32.81601443825658
1739209813.2874882;-38.13080360867914
1739209813.287498;-38.13080360867914
1739209813.287508;-45.120503652039325
1739209813.287518;-38.13080360867914
1739209813.2875278;-38.13080360867914
1739209813.2875378;-45.120503652039325
1739209813.2875478;-38.13080360867914
1739209813.2875576;-38.13080360867914
1739209813.2875676;-45.120503652039325
1739209813.2875774;-38.13080360867914
1739209813.2875874;-38.13080360867914
1739209813.2875974;-45.120503652039325
1739209813.2876072;-38.13080360867914
1739209813.2876172;-38.13080360867914
1739209813.2876272;-45.120503652039325
1739209813.287637;-45.120503652039325
1739209813.287647;-45.120503652039325
1739209813.287657;-45.120503652039325
1739209813.2876668;-38.13080360867914
1739209813.2876768;-38.13080360867914
1739209813.2876868;-45.120503652039325
1739209813.2876966;-38.13080360867914
1739209813.2877066;-45.120503652039325
1739209813.2877164;-38.13080360867914
1739209813.2877264;-35.57807855764607
1739209813.2877364;-38.13080360867914
1739209813.2877462;-45.120503652039325
1739209813.2877562;-33.981070128970906
1739209813.2877662;-35.57807855764607
1739209813.287776;-45.120503652039325
1739209813.287786;-35.57807855764607
1739209813.287796;-33.981070128970906
1739209813.2878058;-38.13080360867914
1739209813.2878158;-45.120503652039325
1739209813.2878258;-35.57807855764607
1739209813.2878356;-38.13080360867914
1739209813.2878456;-38.13080360867914
1739209813.2878556;-38.13080360867914
1739209813.2878654;-38.13080360867914
1739209813.2878754;-45.120503652039325
1739209813.2878852;-45.120503652039325
1739209813.2878952;-45.120503652039325
1739209813.2879052;-35.57807855764607
1739209813.287915;-35.57807855764607
1739209813.287925;-38.13080360867914
1739209813.287935;-38.13080360867914
1739209813.2879448;-38.13080360867914
1739209813.2879548;-35.57807855764607
1739209813.2879648;-35.57807855764607
1739209813.2879746;-45.120503652039325
1739209813.2879846;-45.120503652039325
1739209813.2879946;-45.120503652039325
1739209813.2880044;-38.13080360867914
1739209813.2880144;-45.120503652039325
1739209813.2880242;-38.13080360867914
1739209813.2880342;-38.13080360867914
1739209813.2880442;-45.120503652039325
1739209813.288054;-45.120503652039325
1739209813.288064;-45.120503652039325
1739209813.288074;-33.981070128970906
1739209813.2880838;-45.120503652039325
1739209813.2880938;-35.57807855764607
1739209813.2881038;-38.13080360867914
1739209813.2881136;-38.13080360867914
1739209813.2881236;-31.141103565318915
1739209813.2881336;-45.120503652039325
1739209813.2881434;-45.120503652039325
1739209813.2881534;-45.120503652039325
1739209813.2881632;-33.981070128970906
1739209813.2881732;-45.120503652039325
1739209813.2881832;-38.13080360867914
1739209813.288193;-45.120503652039325
1739209813.288203;-45.120503652039325
1739209813.288213;-45.120503652039325
1739209813.2882228;-33.981070128970906
1739209813.2882328;-45.120503652039325
1739209813.2882428;-45.120503652039325
1739209813.2882526;-45.120503652039325
1739209813.2882626;-45.120503652039325
1739209813.2882726;-45.120503652039325
1739209813.2882824;-45.120503652039325
1739209813.2882924;-35.57807855764607
1739209813.2883024;-38.13080360867914
1739209813.2883122;-38.13080360867914
1739209813.2883222;-38.13080360867914
1739209813.288332;-35.57807855764607
1739209813.288342;-33.981070128970906
1739209813.288352;-38.13080360867914
1739209813.2883618;-30.49652367304973
1739209813.2883718;-38.13080360867914
1739209813.2883818;-38.13080360867914
