CAN Message; 0x62:0148b15c5a1ac395
Timestamp;Amplitude
1739209815.7740436;-45.120503652039325
1739209815.774047;-30.49652367304973
1739209815.7740505;-38.13080360867914
1739209815.7740538;-45.120503652039325
1739209815.7740571;-45.120503652039325
1739209815.7740607;-32.816014438256545
1739209815.774064;-45.120503652039325
1739209815.7740676;-38.13080360867914
1739209815.774071;-38.13080360867914
1739209815.7740743;-38.13080360867914
1739209815.774078;-38.13080360867914
1739209815.7740812;-38.13080360867914
1739209815.7740846;-38.13080360867914
1739209815.7740881;-45.120503652039325
1739209815.7740915;-33.981070128970906
1739209815.7740948;-38.13080360867914
1739209815.7740984;-38.13080360867914
1739209815.7741017;-45.120503652039325
1739209815.7741053;-45.120503652039325
1739209815.7741086;-35.57807855764607
1739209815.774112;-38.13080360867914
1739209815.7741156;-45.120503652039325
1739209815.774119;-45.120503652039325
1739209815.7741222;-32.816014438256545
1739209815.7741258;-38.13080360867914
1739209815.7741292;-32.816014438256545
1739209815.7741325;-38.13080360867914
1739209815.774136;-45.120503652039325
1739209815.7741394;-45.120503652039325
1739209815.774143;-38.13080360867914
1739209815.7741463;-35.57807855764607
1739209815.7741497;-38.13080360867914
1739209815.7741532;-45.120503652039325
1739209815.7741566;-33.981070128970956
1739209815.77416;-45.120503652039325
1739209815.7741635;-32.816014438256545
1739209815.7741668;-38.13080360867914
1739209815.7741702;-45.120503652039325
1739209815.7741737;-45.120503652039325
1739209815.774177;-45.120503652039325
1739209815.7741804;-45.120503652039325
1739209815.774184;-30.49652367304973
1739209815.7741873;-38.13080360867914
1739209815.774191;-45.120503652039325
1739209815.7741942;-45.120503652039325
1739209815.7741976;-45.120503652039325
1739209815.7742012;-38.13080360867914
1739209815.7742045;-45.120503652039325
1739209815.7742078;-45.120503652039325
1739209815.7742114;-38.13080360867914
1739209815.7742147;-38.13080360867914
1739209815.774218;-45.120503652039325
1739209815.7742217;-38.13080360867914
1739209815.774225;-38.13080360867914
1739209815.7742286;-45.120503652039325
1739209815.774232;-45.120503652039325
1739209815.7742352;-38.13080360867914
1739209815.7742388;-38.13080360867914
1739209815.7742422;-45.120503652039325
1739209815.7742455;-38.13080360867914
1739209815.774249;-45.120503652039325
1739209815.7742524;-45.120503652039325
1739209815.7742558;-45.120503652039325
1739209815.7742593;-45.120503652039325
1739209815.7742627;-45.120503652039325
1739209815.7742662;-27.8777449560314
1739209815.7742696;-28.58837851428586
1739209815.774273;-45.120503652039325
1739209815.7742765;-45.120503652039325
1739209815.7742798;-38.13080360867914
1739209815.7742832;-33.981070128970906
1739209815.7742867;-38.13080360867914
1739209815.77429;-33.981070128970906
1739209815.7742934;-45.120503652039325
1739209815.774297;-45.120503652039325
1739209815.7743003;-45.120503652039325
1739209815.774304;-45.120503652039325
1739209815.7743073;-38.13080360867914
1739209815.7743106;-35.57807855764607
1739209815.7743142;-32.816014438256545
1739209815.7743175;-45.120503652039325
1739209815.7743208;-45.120503652039325
1739209815.7743244;-38.13080360867914
1739209815.7743278;-38.13080360867914
1739209815.774331;-38.13080360867914
1739209815.7743347;-45.120503652039325
1739209815.774338;-45.120503652039325
1739209815.7743416;-38.13080360867914
1739209815.774345;-45.120503652039325
1739209815.7743483;-35.57807855764607
1739209815.7743518;-38.13080360867914
1739209815.7743552;-38.13080360867914
1739209815.7743585;-38.13080360867914
1739209815.774362;-45.120503652039325
1739209815.7743654;-38.13080360867914
1739209815.7743688;-45.120503652039325
1739209815.7743723;-38.13080360867914
1739209815.7743757;-45.120503652039325
1739209815.7743793;-45.120503652039325
1739209815.7743826;-35.57807855764607
1739209815.774386;-38.13080360867914
1739209815.7743895;-38.13080360867914
1739209815.7743928;-38.13080360867914
1739209815.7743962;-45.120503652039325
1739209815.7743998;-45.120503652039325
1739209815.774403;-45.120503652039325
1739209815.7744064;-38.13080360867914
1739209815.77441;-35.57807855764607
1739209815.7744133;-38.13080360867914
1739209815.7744167;-38.13080360867914
1739209815.7744203;-45.120503652039325
1739209815.7744236;-45.120503652039325
1739209815.7744272;-45.120503652039325
1739209815.7744305;-35.57807855764607
1739209815.7744339;-35.57807855764607
1739209815.7744374;-45.120503652039325
1739209815.7744408;-45.120503652039325
1739209815.774444;-38.13080360867914
1739209815.7744477;-33.981070128970906
1739209815.774451;-45.120503652039325
1739209815.7744544;-38.13080360867914
1739209815.774458;-45.120503652039325
1739209815.7744613;-45.120503652039325
1739209815.7744648;-45.120503652039325
1739209815.7744682;-45.120503652039325
1739209815.7744715;-38.13080360867914
1739209815.774475;-45.120503652039325
1739209815.7744784;-38.13080360867914
1739209815.7744818;-38.13080360867914
1739209815.7744853;-38.13080360867914
1739209815.7744887;-38.13080360867914
1739209815.774492;-33.981070128970906
1739209815.7744956;-33.981070128970906
1739209815.774499;-45.120503652039325
1739209815.7745025;-38.13080360867914
1739209815.7745059;-32.816014438256545
1739209815.7745092;-38.13080360867914
1739209815.7745128;-45.120503652039325
1739209815.774516;-45.120503652039325
1739209815.7745194;-32.816014438256545
1739209815.774523;-38.13080360867914
1739209815.7745264;-45.120503652039325
1739209815.7745297;-45.120503652039325
1739209815.7745333;-45.120503652039325
1739209815.7745366;-45.120503652039325
1739209815.7745402;-45.120503652039325
1739209815.7745435;-38.13080360867914
1739209815.7745469;-33.981070128970906
1739209815.7745504;-38.13080360867914
1739209815.7745538;-45.120503652039325
1739209815.774557;-38.13080360867914
1739209815.7745607;-45.120503652039325
1739209815.774564;-45.120503652039325
1739209815.7745674;-45.120503652039325
1739209815.774571;-38.13080360867914
1739209815.7745743;-33.981070128970906
1739209815.7745779;-38.13080360867914
1739209815.7745812;-38.13080360867914
1739209815.7745845;-38.13080360867914
1739209815.774588;-38.13080360867914
1739209815.7745914;-45.120503652039325
1739209815.7745948;-32.816014438256545
1739209815.7745984;-31.141103565318915
1739209815.7746017;-35.57807855764607
1739209815.774605;-38.13080360867914
1739209815.7746086;-38.13080360867914
1739209815.774612;-38.13080360867914
1739209815.7746155;-45.120503652039325
1739209815.7746189;-45.120503652039325
1739209815.7746222;-38.13080360867914
1739209815.7746258;-31.141103565318915
1739209815.774629;-31.141103565318915
1739209815.7746325;-38.13080360867914
1739209815.774636;-38.13080360867914
1739209815.7746394;-38.13080360867914
1739209815.7746427;-38.13080360867914
1739209815.7746463;-45.120503652039325
1739209815.7746496;-38.13080360867914
1739209815.774653;-45.120503652039325
1739209815.7746565;-45.120503652039325
1739209815.7746599;-45.120503652039325
1739209815.7746634;-45.120503652039325
1739209815.7746668;-38.13080360867914
1739209815.7746701;-38.13080360867914
1739209815.7746737;-38.13080360867914
1739209815.774677;-38.13080360867914
1739209815.7746804;-45.120503652039325
1739209815.774684;-33.981070128970956
1739209815.7746873;-45.120503652039325
1739209815.7746906;-45.120503652039325
1739209815.7746942;-38.13080360867914
1739209815.7746975;-38.13080360867914
1739209815.774701;-33.981070128970906
1739209815.7747045;-45.120503652039325
1739209815.7747078;-38.13080360867914
1739209815.7747114;-28.58837851428586
1739209815.7747147;-38.13080360867914
1739209815.774718;-45.120503652039325
1739209815.7747216;-38.13080360867914
1739209815.774725;-38.13080360867914
1739209815.7747283;-45.120503652039325
1739209815.7747319;-45.120503652039325
1739209815.7747352;-38.13080360867914
1739209815.7747388;-38.13080360867914
1739209815.7747421;-45.120503652039325
1739209815.7747455;-38.13080360867914
1739209815.774749;-45.120503652039325
1739209815.7747524;-45.120503652039325
1739209815.7747557;-38.13080360867914
1739209815.7747593;-45.120503652039325
1739209815.7747626;-38.13080360867914
1739209815.774766;-45.120503652039325
1739209815.7747695;-45.120503652039325
1739209815.774773;-45.120503652039325
1739209815.7747765;-45.120503652039325
1739209815.7747798;-38.13080360867914
1739209815.7747831;-35.57807855764607
1739209815.7747867;-38.13080360867914
1739209815.77479;-38.13080360867914
1739209815.7747934;-32.816014438256545
1739209815.774797;-38.13080360867914
1739209815.7748003;-45.120503652039325
1739209815.7748036;-38.13080360867914
1739209815.7748072;-38.13080360867914
1739209815.7748106;-45.120503652039325
1739209815.7748141;-45.120503652039325
1739209815.7748175;-45.120503652039325
1739209815.7748208;-45.120503652039325
1739209815.7748244;-45.120503652039325
1739209815.7748277;-45.120503652039325
1739209815.774831;-45.120503652039325
1739209815.7748346;-45.120503652039325
1739209815.774838;-33.981070128970906
1739209815.7748413;-38.13080360867914
1739209815.774845;-45.120503652039325
1739209815.7748482;-33.981070128970906
1739209815.7748518;-45.120503652039325
1739209815.7748551;-38.13080360867914
1739209815.7748585;-33.981070128970906
1739209815.774862;-45.120503652039325
1739209815.7748654;-45.120503652039325
1739209815.7748687;-45.120503652039325
1739209815.7748723;-45.120503652039325
1739209815.7748756;-45.120503652039325
1739209815.774879;-45.120503652039325
1739209815.7748826;-45.120503652039325
1739209815.774886;-45.120503652039325
1739209815.7748892;-35.57807855764607
1739209815.7748928;-38.13080360867914
1739209815.7748961;-45.120503652039325
1739209815.7748997;-45.120503652039325
1739209815.774903;-38.13080360867914
1739209815.7749064;-28.992665084841942
1739209815.77491;-45.120503652039325
1739209815.7749133;-45.120503652039325
1739209815.7749166;-45.120503652039325
1739209815.7749202;-33.981070128970906
1739209815.7749236;-45.120503652039325
1739209815.774927;-45.120503652039325
1739209815.7749305;-38.13080360867914
1739209815.7749338;-45.120503652039325
1739209815.7749374;-45.120503652039325
1739209815.7749407;-38.13080360867914
1739209815.774944;-35.57807855764607
1739209815.7749476;-38.13080360867914
1739209815.774951;-45.120503652039325
1739209815.7749543;-45.120503652039325
1739209815.774958;-35.57807855764607
1739209815.7749612;-32.816014438256545
1739209815.7749646;-38.13080360867914
1739209815.7749681;-45.120503652039325
1739209815.7749715;-45.120503652039325
1739209815.774975;-33.981070128970906
1739209815.7749784;-45.120503652039325
1739209815.7749817;-38.13080360867914
1739209815.7749853;-35.57807855764607
1739209815.7749887;-38.13080360867914
1739209815.774992;-38.13080360867914
1739209815.7749956;-35.57807855764607
1739209815.774999;-38.13080360867914
1739209815.7750022;-45.120503652039325
1739209815.7750058;-38.13080360867914
1739209815.7750092;-45.120503652039325
1739209815.7750127;-45.120503652039325
1739209815.775016;-38.13080360867914
1739209815.7750194;-45.120503652039325
1739209815.775023;-45.120503652039325
1739209815.7750263;-35.57807855764607
1739209815.7750297;-38.13080360867914
1739209815.7750332;-45.120503652039325
1739209815.7750366;-45.120503652039325
1739209815.77504;-35.57807855764607
1739209815.7750435;-27.267205301931607
1739209815.7750468;-38.13080360867914
1739209815.7750504;-45.120503652039325
1739209815.7750537;-45.120503652039325
1739209815.775057;-45.120503652039325
1739209815.7750607;-35.57807855764607
1739209815.775064;-35.57807855764607
1739209815.7750673;-45.120503652039325
1739209815.775071;-32.816014438256545
1739209815.7750742;-38.13080360867914
1739209815.7750776;-38.13080360867914
1739209815.7750812;-45.120503652039325
1739209815.7750845;-35.57807855764607
1739209815.775088;-32.816014438256545
1739209815.7750914;-38.13080360867914
1739209815.7750947;-45.120503652039325
1739209815.7750983;-33.981070128970906
1739209815.7751017;-32.816014438256545
1739209815.775105;-38.13080360867914
1739209815.7751086;-45.120503652039325
1739209815.775112;-38.13080360867914
1739209815.7751153;-45.120503652039325
1739209815.7751188;-38.13080360867914
1739209815.7751222;-45.120503652039325
1739209815.7751255;-35.57807855764607
1739209815.775129;-35.57807855764607
1739209815.7751324;-45.120503652039325
1739209815.775136;-45.120503652039325
1739209815.7751393;-38.13080360867914
1739209815.7751427;-35.57807855764607
1739209815.7751462;-45.120503652039325
1739209815.7751496;-45.120503652039325
1739209815.775153;-38.13080360867914
1739209815.7751565;-45.120503652039325
1739209815.7751598;-38.13080360867914
1739209815.7751632;-38.13080360867914
1739209815.7751667;-38.13080360867914
1739209815.77517;-45.120503652039325
1739209815.7751737;-45.120503652039325
1739209815.775177;-32.816014438256545
1739209815.7751803;-29.438486411369347
1739209815.775184;-33.981070128970906
1739209815.7751873;-45.120503652039325
1739209815.7751906;-38.13080360867914
1739209815.7751942;-38.13080360867914
1739209815.7751975;-45.120503652039325
1739209815.7752008;-45.120503652039325
1739209815.7752044;-38.13080360867914
1739209815.7752078;-31.141103565318915
1739209815.7752113;-33.981070128970906
1739209815.7752147;-45.120503652039325
1739209815.775218;-35.57807855764607
1739209815.7752216;-33.981070128970906
1739209815.775225;-45.120503652039325
1739209815.7752283;-45.120503652039325
1739209815.7752318;-32.816014438256545
1739209815.7752352;-33.981070128970906
1739209815.7752385;-45.120503652039325
1739209815.775242;-38.13080360867914
1739209815.7752454;-38.13080360867914
1739209815.775249;-38.13080360867914
1739209815.7752523;-45.120503652039325
1739209815.7752557;-45.120503652039325
1739209815.7752593;-32.816014438256545
1739209815.7752626;-33.981070128970906
1739209815.775266;-45.120503652039325
1739209815.7752695;-38.13080360867914
1739209815.7752728;-45.120503652039325
1739209815.7752762;-45.120503652039325
1739209815.7752798;-33.981070128970906
1739209815.775283;-32.816014438256545
1739209815.7752867;-45.120503652039325
1739209815.77529;-38.13080360867914
1739209815.7752934;-38.13080360867914
1739209815.775297;-45.120503652039325
1739209815.7753003;-45.120503652039325
1739209815.7753036;-38.13080360867914
1739209815.7753072;-45.120503652039325
1739209815.7753105;-45.120503652039325
1739209815.7753139;-38.13080360867914
1739209815.7753174;-45.120503652039325
1739209815.7753208;-45.120503652039325
1739209815.7753243;-45.120503652039325
1739209815.7753277;-45.120503652039325
1739209815.775331;-45.120503652039325
1739209815.7753346;-35.57807855764607
1739209815.775338;-38.13080360867914
1739209815.7753413;-45.120503652039325
1739209815.7753448;-38.13080360867914
1739209815.7753482;-35.57807855764607
1739209815.7753515;-35.57807855764607
1739209815.775355;-38.13080360867914
1739209815.7753584;-45.120503652039325
1739209815.7753618;-45.120503652039325
1739209815.7753654;-35.57807855764607
1739209815.7753687;-38.13080360867914
1739209815.7753723;-38.13080360867914
1739209815.7753756;-45.120503652039325
1739209815.775379;-45.120503652039325
1739209815.7753825;-38.13080360867914
1739209815.7753859;-38.13080360867914
1739209815.7753892;-38.13080360867914
1739209815.7753928;-45.120503652039325
1739209815.775396;-32.816014438256545
1739209815.7753994;-38.13080360867914
1739209815.775403;-32.816014438256545
1739209815.7754064;-35.57807855764607
1739209815.77541;-45.120503652039325
1739209815.7754133;-45.120503652039325
1739209815.7754166;-38.13080360867914
1739209815.7754202;-38.13080360867914
1739209815.7754235;-35.57807855764607
1739209815.7754269;-35.57807855764607
1739209815.7754304;-45.120503652039325
1739209815.7754338;-45.120503652039325
1739209815.775437;-35.57807855764607
1739209815.7754407;-38.13080360867914
1739209815.775444;-33.981070128970906
1739209815.7754476;-45.120503652039325
1739209815.775451;-35.57807855764607
1739209815.7754543;-33.981070128970906
1739209815.7754579;-38.13080360867914
1739209815.7754612;-35.57807855764607
1739209815.7754645;-38.13080360867914
1739209815.775468;-38.13080360867914
1739209815.7754714;-38.13080360867914
1739209815.7754748;-35.57807855764607
1739209815.7754784;-35.57807855764607
1739209815.7754817;-35.57807855764607
1739209815.7754853;-45.120503652039325
1739209815.7754886;-38.13080360867914
1739209815.775492;-35.57807855764607
1739209815.7754955;-45.120503652039325
1739209815.7754989;-45.120503652039325
1739209815.7755022;-38.13080360867914
1739209815.7755058;-38.13080360867914
1739209815.775509;-38.13080360867914
1739209815.7755125;-38.13080360867914
1739209815.775516;-35.57807855764607
1739209815.7755194;-45.120503652039325
1739209815.775523;-45.120503652039325
1739209815.7755263;-32.816014438256545
1739209815.7755296;-32.816014438256545
1739209815.7755332;-45.120503652039325
1739209815.7755365;-38.13080360867914
1739209815.7755399;-35.57807855764607
1739209815.7755435;-35.57807855764607
1739209815.7755468;-45.120503652039325
1739209815.7755501;-38.13080360867914
1739209815.7755537;-38.13080360867914
1739209815.775557;-45.120503652039325
1739209815.7755604;-45.120503652039325
1739209815.775564;-38.13080360867914
1739209815.7755673;-38.13080360867914
1739209815.7755709;-35.57807855764607
1739209815.7755742;-38.13080360867914
1739209815.7755775;-38.13080360867914
1739209815.7755811;-38.13080360867914
1739209815.7755845;-38.13080360867914
1739209815.7755878;-38.13080360867914
1739209815.7755914;-38.13080360867914
1739209815.7755947;-32.816014438256545
1739209815.775598;-27.267205301931607
1739209815.7756016;-35.57807855764607
1739209815.775605;-38.13080360867914
1739209815.7756085;-45.120503652039325
1739209815.7756119;-33.981070128970906
1739209815.7756152;-45.120503652039325
1739209815.7756188;-38.13080360867914
1739209815.7756221;-45.120503652039325
1739209815.7756255;-32.81601443825658
1739209815.775629;-45.120503652039325
1739209815.7756324;-38.13080360867914
1739209815.7756357;-45.120503652039325
1739209815.7756393;-45.120503652039325
1739209815.7756426;-45.120503652039325
1739209815.7756462;-45.120503652039325
1739209815.7756495;-38.13080360867914
1739209815.775653;-33.981070128970906
1739209815.7756565;-38.13080360867914
1739209815.7756598;-38.13080360867914
1739209815.7756631;-38.13080360867914
1739209815.7756667;-35.57807855764607
1739209815.77567;-38.13080360867914
1739209815.7756734;-45.120503652039325
1739209815.775677;-45.120503652039325
1739209815.7756803;-45.120503652039325
1739209815.7756839;-35.57807855764607
1739209815.7756872;-38.13080360867914
1739209815.7756906;-45.120503652039325
1739209815.7756941;-38.13080360867914
1739209815.7756975;-35.57807855764607
1739209815.7757008;-38.13080360867914
1739209815.7757044;-45.120503652039325
1739209815.7757077;-38.13080360867914
1739209815.775711;-38.13080360867914
1739209815.7757146;-38.13080360867914
1739209815.775718;-38.13080360867914
1739209815.7757215;-45.120503652039325
1739209815.775725;-38.13080360867914
1739209815.7757282;-38.13080360867914
1739209815.7757318;-38.13080360867914
1739209815.7757351;-38.13080360867914
1739209815.7757385;-35.57807855764607
1739209815.775742;-35.57807855764607
1739209815.7757454;-45.120503652039325
1739209815.7757487;-45.120503652039325
1739209815.7757523;-45.120503652039325
1739209815.7757556;-45.120503652039325
1739209815.7757592;-38.13080360867914
1739209815.7757626;-31.141103565318915
1739209815.775766;-33.981070128970906
1739209815.7757695;-33.981070128970906
1739209815.7757728;-45.120503652039325
1739209815.7757761;-38.13080360867914
1739209815.7757797;-35.57807855764607
1739209815.775783;-33.981070128970906
1739209815.7757864;-45.120503652039325
1739209815.77579;-31.141103565318915
1739209815.7757933;-33.981070128970906
1739209815.7757967;-35.57807855764607
1739209815.7758002;-38.13080360867914
1739209815.7758036;-38.13080360867914
1739209815.7758071;-35.57807855764607
1739209815.7758105;-45.120503652039325
1739209815.7758138;-45.120503652039325
1739209815.7758174;-31.141103565318915
1739209815.7758207;-31.141103565318915
1739209815.775824;-45.120503652039325
1739209815.7758276;-38.13080360867914
1739209815.775831;-38.13080360867914
1739209815.7758343;-45.120503652039325
1739209815.775838;-45.120503652039325
1739209815.7758412;-33.981070128970906
1739209815.7758448;-33.981070128970906
1739209815.7758482;-38.13080360867914
1739209815.7758515;-38.13080360867914
1739209815.775855;-38.13080360867914
1739209815.7758584;-45.120503652039325
1739209815.7758617;-38.13080360867914
1739209815.7758653;-32.816014438256545
1739209815.7758687;-45.120503652039325
1739209815.775872;-38.13080360867914
1739209815.7758756;-38.13080360867914
1739209815.775879;-45.120503652039325
1739209815.7758825;-38.13080360867914
1739209815.7758858;-45.120503652039325
1739209815.7758892;-45.120503652039325
1739209815.7758927;-38.13080360867914
1739209815.775896;-38.13080360867914
1739209815.7758994;-38.13080360867914
1739209815.775903;-38.13080360867914
1739209815.7759063;-38.13080360867914
1739209815.7759097;-35.57807855764607
1739209815.7759132;-35.57807855764607
1739209815.7759166;-38.13080360867914
1739209815.7759202;-45.120503652039325
1739209815.7759235;-45.120503652039325
1739209815.7759268;-45.120503652039325
1739209815.7759304;-45.120503652039325
1739209815.7759337;-38.13080360867914
1739209815.775937;-45.120503652039325
1739209815.7759407;-38.13080360867914
1739209815.775944;-38.13080360867914
1739209815.7759473;-38.13080360867914
1739209815.775951;-45.120503652039325
1739209815.7759542;-38.13080360867914
1739209815.7759578;-31.141103565318915
1739209815.7759612;-45.120503652039325
1739209815.7759645;-45.120503652039325
1739209815.775968;-38.13080360867914
1739209815.7759714;-38.13080360867914
1739209815.7759748;-38.13080360867914
1739209815.7759783;-35.57807855764607
1739209815.7759817;-45.120503652039325
1739209815.775985;-38.13080360867914
1739209815.7759886;-33.981070128970906
1739209815.775992;-45.120503652039325
1739209815.7759955;-45.120503652039325
1739209815.7759988;-33.981070128970906
1739209815.7760022;-32.816014438256545
1739209815.7760057;-45.120503652039325
1739209815.776009;-38.13080360867914
1739209815.7760124;-32.816014438256545
1739209815.776016;-38.13080360867914
1739209815.7760193;-45.120503652039325
1739209815.7760227;-45.120503652039325
1739209815.7760262;-45.120503652039325
1739209815.7760296;-45.120503652039325
1739209815.776033;-45.120503652039325
1739209815.7760365;-45.120503652039325
1739209815.7760398;-38.13080360867914
1739209815.7760434;-45.120503652039325
1739209815.7760468;-38.13080360867914
1739209815.77605;-38.13080360867914
1739209815.7760537;-32.816014438256545
1739209815.776057;-38.13080360867914
1739209815.7760603;-45.120503652039325
1739209815.776064;-45.120503652039325
1739209815.7760673;-32.816014438256545
1739209815.7760706;-35.57807855764607
1739209815.7760742;-45.120503652039325
1739209815.7760775;-45.120503652039325
1739209815.776081;-45.120503652039325
1739209815.7760844;-38.13080360867914
1739209815.7760878;-45.120503652039325
1739209815.7760913;-38.13080360867914
1739209815.7760947;-45.120503652039325
1739209815.776098;-45.120503652039325
1739209815.7761016;-45.120503652039325
1739209815.776105;-38.13080360867914
1739209815.7761083;-38.13080360867914
1739209815.7761118;-45.120503652039325
1739209815.7761152;-38.13080360867914
1739209815.7761188;-45.120503652039325
1739209815.776122;-38.13080360867914
1739209815.7761254;-32.816014438256545
1739209815.776129;-38.13080360867914
1739209815.7761323;-38.13080360867914
1739209815.7761357;-45.120503652039325
1739209815.7761393;-33.981070128970906
1739209815.7761426;-45.120503652039325
1739209815.776146;-45.120503652039325
1739209815.7761495;-45.120503652039325
1739209815.7761528;-38.13080360867914
1739209815.7761564;-35.57807855764607
1739209815.7761598;-32.816014438256545
1739209815.776163;-38.13080360867914
1739209815.7761667;-45.120503652039325
1739209815.77617;-38.13080360867914
1739209815.7761734;-38.13080360867914
1739209815.776177;-45.120503652039325
1739209815.7761803;-38.13080360867914
1739209815.7761836;-45.120503652039325
1739209815.7761872;-45.120503652039325
1739209815.7761905;-31.141103565318893
1739209815.776194;-31.141103565318915
1739209815.7761974;-45.120503652039325
1739209815.7762008;-45.120503652039325
1739209815.7762043;-38.13080360867914
1739209815.7762077;-30.49652367304973
1739209815.776211;-45.120503652039325
1739209815.7762146;-45.120503652039325
1739209815.776218;-45.120503652039325
1739209815.7762213;-45.120503652039325
1739209815.7762249;-45.120503652039325
1739209815.7762282;-45.120503652039325
1739209815.7762318;-45.120503652039325
1739209815.776235;-33.981070128970956
1739209815.7762384;-38.13080360867914
1739209815.776242;-38.13080360867914
1739209815.7762454;-45.120503652039325
1739209815.7762487;-45.120503652039325
1739209815.7762523;-33.981070128970906
1739209815.7762556;-45.120503652039325
