CAN Message; 0x1d3:0000c33116568b7d
1739209716.3067846;-32.816014438256545
1739209716.3067925;-45.120503652039325
1739209716.3068001;-45.120503652039325
1739209716.3068078;-33.981070128970906
1739209716.3068154;-45.120503652039325
1739209716.306823;-38.13080360867914
1739209716.3068306;-45.120503652039325
1739209716.3068383;-45.120503652039325
1739209716.306846;-45.120503652039325
1739209716.3068535;-45.120503652039325
1739209716.3068612;-45.120503652039325
1739209716.3068688;-45.120503652039325
1739209716.3068764;-45.120503652039325
1739209716.306884;-38.13080360867914
1739209716.3068917;-45.120503652039325
1739209716.3068993;-33.981070128970906
1739209716.306907;-45.120503652039325
1739209716.3069148;-45.120503652039325
1739209716.3069224;-38.13080360867914
1739209716.30693;-45.120503652039325
1739209716.3069377;-35.57807855764607
1739209716.3069453;-45.120503652039325
1739209716.306953;-35.57807855764607
1739209716.3069606;-38.13080360867914
1739209716.3069682;-38.13080360867914
1739209716.3069758;-45.120503652039325
1739209716.3069835;-38.13080360867914
1739209716.306991;-38.13080360867914
1739209716.3069987;-45.120503652039325
1739209716.3070064;-45.120503652039325
1739209716.307014;-45.120503652039325
1739209716.3070216;-38.13080360867914
1739209716.3070292;-45.120503652039325
1739209716.3070369;-45.120503652039325
1739209716.3070447;-38.13080360867914
1739209716.3070524;-38.13080360867914
1739209716.30706;-35.57807855764607
1739209716.3070676;-45.120503652039325
1739209716.3070753;-45.120503652039325
1739209716.307083;-33.981070128970906
1739209716.3070905;-33.981070128970906
1739209716.3070982;-45.120503652039325
1739209716.3071058;-38.13080360867914
1739209716.3071134;-38.13080360867914
1739209716.307121;-35.57807855764607
1739209716.3071287;-38.13080360867914
1739209716.3071363;-38.13080360867914
1739209716.307144;-38.13080360867914
1739209716.3071516;-45.120503652039325
1739209716.3071592;-38.13080360867914
1739209716.307167;-38.13080360867914
1739209716.3071747;-45.120503652039325
1739209716.3071823;-35.57807855764607
1739209716.30719;-38.13080360867914
1739209716.3071976;-38.13080360867914
1739209716.3072052;-35.57807855764607
1739209716.3072128;-38.13080360867914
1739209716.3072205;-45.120503652039325
1739209716.307228;-38.13080360867914
1739209716.3072357;-45.120503652039325
1739209716.3072433;-29.438486411369333
1739209716.307251;-35.57807855764607
1739209716.3072586;-45.120503652039325
1739209716.3072662;-38.13080360867914
1739209716.3072739;-33.981070128970906
1739209716.3072815;-38.13080360867914
1739209716.3072891;-45.120503652039325
1739209716.307297;-45.120503652039325
1739209716.3073046;-45.120503652039325
1739209716.3073123;-45.120503652039325
1739209716.3073199;-45.120503652039325
1739209716.3073275;-45.120503652039325
1739209716.3073351;-45.120503652039325
1739209716.3073428;-38.13080360867914
1739209716.3073504;-35.57807855764607
1739209716.307358;-45.120503652039325
1739209716.3073657;-38.13080360867914
1739209716.3073733;-38.13080360867914
1739209716.307381;-38.13080360867914
1739209716.3073885;-45.120503652039325
1739209716.3073962;-38.13080360867914
1739209716.3074038;-38.13080360867914
1739209716.3074114;-38.13080360867914
1739209716.3074193;-45.120503652039325
1739209716.307427;-38.13080360867914
1739209716.3074346;-38.13080360867914
1739209716.3074422;-45.120503652039325
1739209716.3074498;-45.120503652039325
1739209716.3074574;-38.13080360867914
1739209716.307465;-38.13080360867914
1739209716.3074727;-45.120503652039325
1739209716.3074803;-35.57807855764607
1739209716.307488;-38.13080360867914
1739209716.3074956;-45.120503652039325
1739209716.3075032;-38.13080360867914
1739209716.3075109;-38.13080360867914
1739209716.3075185;-45.120503652039325
1739209716.307526;-45.120503652039325
1739209716.3075337;-38.13080360867914
1739209716.3075414;-38.13080360867914
1739209716.3075492;-31.141103565318915
1739209716.3075569;-28.992665084841942
1739209716.3075645;-45.120503652039325
1739209716.3075721;-38.13080360867914
1739209716.3075798;-35.57807855764607
1739209716.3075874;-38.13080360867914
1739209716.307595;-45.120503652039325
1739209716.3076026;-45.120503652039325
1739209716.3076103;-45.120503652039325
1739209716.307618;-35.57807855764607
1739209716.3076255;-45.120503652039325
1739209716.3076332;-45.120503652039325
1739209716.3076408;-45.120503652039325
1739209716.3076484;-38.13080360867914
1739209716.307656;-45.120503652039325
1739209716.3076637;-38.13080360867914
1739209716.3076715;-32.816014438256545
1739209716.3076792;-31.141103565318915
1739209716.3076868;-45.120503652039325
1739209716.3076944;-38.13080360867914
1739209716.307702;-35.57807855764607
1739209716.3077097;-45.120503652039325
1739209716.3077173;-45.120503652039325
1739209716.307725;-45.120503652039325
1739209716.3077326;-45.120503652039325
1739209716.3077402;-38.13080360867914
1739209716.3077478;-35.57807855764607
1739209716.3077555;-38.13080360867914
1739209716.307763;-38.13080360867914
1739209716.3077707;-45.120503652039325
1739209716.3077784;-38.13080360867914
1739209716.307786;-38.13080360867914
1739209716.3077936;-45.120503652039325
1739209716.3078015;-38.13080360867914
1739209716.307809;-38.13080360867914
1739209716.3078167;-38.13080360867914
1739209716.3078244;-38.13080360867914
1739209716.307832;-38.13080360867914
1739209716.3078396;-38.13080360867914
1739209716.3078473;-45.120503652039325
1739209716.307855;-38.13080360867914
1739209716.3140533;-38.13080360867914
1739209716.3140604;-45.120503652039325
1739209716.3140674;-38.13080360867914
1739209716.3140745;-45.120503652039325
1739209716.3140814;-45.120503652039325
1739209716.3140886;-45.120503652039325
1739209716.3140955;-45.120503652039325
1739209716.3141024;-45.120503652039325
1739209716.3141096;-45.120503652039325
1739209716.3141165;-45.120503652039325
1739209716.3141236;-38.13080360867914
1739209716.3141305;-45.120503652039325
1739209716.3141377;-45.120503652039325
1739209716.3141446;-38.13080360867914
1739209716.3141518;-30.49652367304973
1739209716.3141587;-45.120503652039325
1739209716.3141656;-33.981070128970906
1739209716.3141727;-38.13080360867914
1739209716.3141797;-33.981070128970906
1739209716.3141868;-32.816014438256545
1739209716.3141937;-38.13080360867914
1739209716.3142009;-35.57807855764607
1739209716.3142078;-28.992665084841942
1739209716.3142147;-38.13080360867914
1739209716.3142219;-38.13080360867914
1739209716.3142288;-33.981070128970906
1739209716.314236;-38.13080360867914
1739209716.3142428;-45.120503652039325
1739209716.31425;-38.13080360867914
1739209716.314257;-38.13080360867914
1739209716.3142638;-31.14110356531892
1739209716.314271;-45.120503652039325
1739209716.314278;-45.120503652039325
1739209716.314285;-38.13080360867914
1739209716.314292;-32.816014438256545
1739209716.314299;-45.120503652039325
1739209716.314306;-38.13080360867914
1739209716.3143132;-35.57807855764607
1739209716.31432;-38.13080360867914
1739209716.314327;-38.13080360867914
1739209716.3143342;-45.120503652039325
1739209716.314341;-45.120503652039325
1739209716.3143482;-33.981070128970906
1739209716.3143551;-45.120503652039325
1739209716.3143623;-45.120503652039325
1739209716.3143692;-45.120503652039325
1739209716.314376;-38.13080360867914
1739209716.3143833;-45.120503652039325
1739209716.3143902;-38.13080360867914
1739209716.3143973;-38.13080360867914
1739209716.3144042;-33.981070128970906
1739209716.3144114;-45.120503652039325
1739209716.3144183;-33.981070128970906
1739209716.3144252;-38.13080360867914
1739209716.3144324;-38.13080360867914
1739209716.3144393;-33.981070128970906
1739209716.3144464;-38.13080360867914
1739209716.3144534;-45.120503652039325
1739209716.3144605;-45.120503652039325
1739209716.3144674;-32.816014438256545
1739209716.3144746;-38.13080360867914
1739209716.3144815;-45.120503652039325
1739209716.3144884;-33.981070128970906
1739209716.3144956;-38.13080360867914
1739209716.3145025;-38.13080360867914
1739209716.3145096;-45.120503652039325
1739209716.3145165;-45.120503652039325
1739209716.3145237;-45.120503652039325
1739209716.3145306;-45.120503652039325
1739209716.3145375;-45.120503652039325
1739209716.3145447;-45.120503652039325
1739209716.3145516;-45.120503652039325
1739209716.3145587;-45.120503652039325
1739209716.3145657;-38.13080360867914
1739209716.3145728;-45.120503652039325
1739209716.3145797;-45.120503652039325
1739209716.3145866;-38.13080360867914
1739209716.3145938;-45.120503652039325
1739209716.3146007;-38.13080360867914
1739209716.3146079;-35.57807855764607
1739209716.3146148;-45.120503652039325
1739209716.314622;-35.57807855764607
1739209716.3146288;-38.13080360867914
1739209716.314636;-35.57807855764607
1739209716.314643;-38.13080360867914
1739209716.3146498;-35.57807855764607
1739209716.314657;-38.13080360867914
1739209716.314664;-45.120503652039325
1739209716.314671;-45.120503652039325
1739209716.314678;-38.13080360867914
1739209716.314685;-38.13080360867914
1739209716.314692;-45.120503652039325
1739209716.314699;-38.13080360867914
1739209716.314706;-45.120503652039325
1739209716.314713;-45.120503652039325
1739209716.3147202;-35.57807855764607
1739209716.314727;-35.57807855764607
1739209716.3147342;-45.120503652039325
1739209716.3147411;-45.120503652039325
1739209716.314748;-35.57807855764607
1739209716.3147552;-38.13080360867914
1739209716.314762;-45.120503652039325
1739209716.3147693;-33.981070128970906
1739209716.3147762;-31.141103565318893
1739209716.3147833;-45.120503652039325
1739209716.3147902;-45.120503652039325
1739209716.3147972;-45.120503652039325
1739209716.3148043;-45.120503652039325
1739209716.3148112;-38.13080360867914
1739209716.3148184;-45.120503652039325
1739209716.3148253;-38.13080360867914
1739209716.3148324;-38.13080360867914
1739209716.3148394;-45.120503652039325
1739209716.3148465;-45.120503652039325
1739209716.3148534;-38.13080360867914
1739209716.3148603;-38.13080360867914
1739209716.3148675;-45.120503652039325
1739209716.3148744;-45.120503652039325
1739209716.3148816;-45.120503652039325
1739209716.3148885;-27.8777449560314
1739209716.3148956;-33.981070128970906
1739209716.3149025;-45.120503652039325
1739209716.3149095;-38.13080360867914
1739209716.3149166;-29.438486411369333
1739209716.3149235;-38.13080360867914
1739209716.3149307;-38.13080360867914
1739209716.3149376;-38.13080360867914
1739209716.3149447;-45.120503652039325
1739209716.3149517;-45.120503652039325
1739209716.3149586;-45.120503652039325
1739209716.3149657;-45.120503652039325
1739209716.3149726;-45.120503652039325
1739209716.3149798;-35.57807855764607
1739209716.3149867;-38.13080360867914
1739209716.3149939;-35.57807855764607
1739209716.3150008;-32.816014438256545
1739209716.315008;-45.120503652039325
1739209716.3150148;-45.120503652039325
1739209716.3150218;-38.13080360867914
1739209716.315029;-35.57807855764607
1739209716.3150358;-38.13080360867914
1739209716.315043;-38.13080360867914
1739209716.31505;-38.13080360867914
1739209716.315057;-30.49652367304973
1739209716.315064;-31.141103565318915
1739209716.3150709;-45.120503652039325
1739209716.315078;-38.13080360867914
1739209716.315085;-32.816014438256545
1739209716.315092;-38.13080360867914
1739209716.315099;-45.120503652039325
1739209716.3151062;-45.120503652039325
1739209716.315113;-38.13080360867914
1739209716.31512;-45.120503652039325
1739209716.3151271;-45.120503652039325
1739209716.315134;-38.13080360867914
1739209716.3151412;-38.13080360867914
1739209716.315148;-38.13080360867914
1739209716.3151553;-38.13080360867914
1739209716.3151622;-33.981070128970906
1739209716.3151693;-30.49652367304973
1739209716.3151762;-31.141103565318915
1739209716.3151832;-45.120503652039325
1739209716.3151903;-45.120503652039325
1739209716.3151972;-35.57807855764607
1739209716.3152044;-38.13080360867914
1739209716.3152113;-45.120503652039325
1739209716.3152184;-38.13080360867914
1739209716.3152254;-35.57807855764607
1739209716.3152323;-38.13080360867914
1739209716.3152394;-45.120503652039325
1739209716.3152463;-45.120503652039325
1739209716.3152535;-45.120503652039325
1739209716.3152604;-38.13080360867914
1739209716.3152676;-45.120503652039325
1739209716.3152745;-45.120503652039325
1739209716.3152814;-38.13080360867914
1739209716.3152885;-45.120503652039325
1739209716.3152955;-45.120503652039325
1739209716.3153026;-38.13080360867914
1739209716.3153095;-38.13080360867914
1739209716.3153167;-45.120503652039325
1739209716.3153236;-45.120503652039325
1739209716.3153307;-38.13080360867914
1739209716.3153377;-38.13080360867914
1739209716.3153446;-33.981070128970906
1739209716.3153517;-45.120503652039325
1739209716.3153586;-45.120503652039325
1739209716.3153658;-38.13080360867914
1739209716.3153727;-33.981070128970906
1739209716.3153799;-38.13080360867914
1739209716.3153868;-45.120503652039325
1739209716.3153937;-33.981070128970906
1739209716.3154008;-45.120503652039325
1739209716.3154078;-45.120503652039325
1739209716.315415;-45.120503652039325
1739209716.3154218;-45.120503652039325
1739209716.315429;-45.120503652039325
1739209716.315436;-38.13080360867914
1739209716.3154428;-45.120503652039325
1739209716.31545;-45.120503652039325
1739209716.3154569;-35.57807855764607
1739209716.315464;-35.57807855764607
1739209716.315471;-45.120503652039325
1739209716.315478;-38.13080360867914
1739209716.315485;-38.13080360867914
1739209716.3154922;-38.13080360867914
1739209716.315499;-45.120503652039325
1739209716.315506;-45.120503652039325
1739209716.3155131;-35.57807855764607
1739209716.31552;-38.13080360867914
1739209716.3155272;-45.120503652039325
1739209716.315534;-45.120503652039325
1739209716.3155413;-45.120503652039325
1739209716.3155482;-35.57807855764607
1739209716.315555;-38.13080360867914
1739209716.3155622;-38.13080360867914
1739209716.3155692;-45.120503652039325
1739209716.3155763;-38.13080360867914
1739209716.3155832;-38.13080360867914
1739209716.3155904;-45.120503652039325
1739209716.3155973;-38.13080360867914
1739209716.3156042;-38.13080360867914
1739209716.3156114;-32.816014438256545
1739209716.3156183;-45.120503652039325
1739209716.3156254;-33.981070128970906
1739209716.3156323;-32.816014438256545
1739209716.3156395;-38.13080360867914
1739209716.3156464;-45.120503652039325
1739209716.3156536;-35.57807855764607
1739209716.3156605;-38.13080360867914
1739209716.3156674;-45.120503652039325
1739209716.3156745;-38.13080360867914
1739209716.3156815;-45.120503652039325
1739209716.3156886;-45.120503652039325
1739209716.3156955;-38.13080360867914
1739209716.3157027;-32.816014438256545
1739209716.3157096;-45.120503652039325
1739209716.3157165;-38.13080360867914
1739209716.3157237;-38.13080360867914
1739209716.3157306;-45.120503652039325
1739209716.3157377;-35.57807855764607
1739209716.3157446;-38.13080360867914
1739209716.3157518;-38.13080360867914
1739209716.3157587;-38.13080360867914
1739209716.3157656;-35.57807855764607
1739209716.3157728;-38.13080360867914
1739209716.3157797;-38.13080360867914
1739209716.3157868;-45.120503652039325
1739209716.3157938;-45.120503652039325
1739209716.315801;-45.120503652039325
1739209716.3158078;-45.120503652039325
1739209716.315815;-35.57807855764607
1739209716.315822;-38.13080360867914
1739209716.3158288;-45.120503652039325
1739209716.315836;-38.13080360867914
1739209716.3158429;-45.120503652039325
1739209716.31585;-45.120503652039325
1739209716.315857;-45.120503652039325
1739209716.315864;-45.120503652039325
1739209716.315871;-38.13080360867914
1739209716.315878;-38.13080360867914
1739209716.315885;-45.120503652039325
1739209716.315892;-38.13080360867914
1739209716.3158991;-35.57807855764607
1739209716.315906;-35.57807855764607
1739209716.3159132;-30.49652367304973
1739209716.31592;-38.13080360867914
1739209716.315927;-38.13080360867914
1739209716.3159342;-38.13080360867914
1739209716.315941;-35.57807855764607
1739209716.3159482;-45.120503652039325
1739209716.3159552;-32.816014438256545
1739209716.3159623;-45.120503652039325
1739209716.3159692;-35.57807855764607
1739209716.3159764;-45.120503652039325
1739209716.3159833;-35.57807855764607
1739209716.3159902;-45.120503652039325
1739209716.3159974;-45.120503652039325
1739209716.3160043;-38.13080360867914
1739209716.3160114;-38.13080360867914
1739209716.3160183;-38.13080360867914
1739209716.3160255;-45.120503652039325
1739209716.3160324;-45.120503652039325
1739209716.3160393;-45.120503652039325
1739209716.3160465;-45.120503652039325
1739209716.3160534;-45.120503652039325
1739209716.3160605;-45.120503652039325
1739209716.3160675;-45.120503652039325
1739209716.3160746;-38.13080360867914
1739209716.3160815;-31.141103565318893
1739209716.3160884;-38.13080360867914
1739209716.3160956;-45.120503652039325
1739209716.3161025;-38.13080360867914
1739209716.3161097;-35.57807855764607
1739209716.3161166;-38.13080360867914
1739209716.3161237;-45.120503652039325
1739209716.3161306;-38.13080360867914
1739209716.3161378;-38.13080360867914
1739209716.3161447;-45.120503652039325
1739209716.3161516;-45.120503652039325
1739209716.3161588;-45.120503652039325
1739209716.3161657;-45.120503652039325
1739209716.3161728;-38.13080360867914
1739209716.3161798;-45.120503652039325
1739209716.316187;-45.120503652039325
1739209716.3161938;-27.8777449560314
1739209716.3162007;-38.13080360867914
1739209716.316208;-45.120503652039325
1739209716.3162148;-38.13080360867914
1739209716.316222;-45.120503652039325
1739209716.3162289;-45.120503652039325
1739209716.316236;-45.120503652039325
1739209716.316243;-38.13080360867914
1739209716.3162498;-45.120503652039325
1739209716.316257;-45.120503652039325
1739209716.316264;-45.120503652039325
1739209716.316271;-45.120503652039325
1739209716.316278;-32.816014438256545
1739209716.3162851;-45.120503652039325
1739209716.316292;-45.120503652039325
1739209716.316299;-38.13080360867914
1739209716.316306;-45.120503652039325
1739209716.316313;-38.13080360867914
1739209716.3163202;-45.120503652039325
1739209716.316327;-45.120503652039325
1739209716.3163342;-45.120503652039325
1739209716.3163412;-38.13080360867914
1739209716.3163483;-45.120503652039325
1739209716.3163552;-38.13080360867914
1739209716.3163621;-31.141103565318893
1739209716.3163693;-35.57807855764607
1739209716.3163762;-38.13080360867914
1739209716.3163834;-45.120503652039325
1739209716.3163903;-35.57807855764607
1739209716.3163974;-38.13080360867914
1739209716.3164043;-45.120503652039325
1739209716.3164113;-38.13080360867914
1739209716.3164184;-38.13080360867914
1739209716.3164253;-45.120503652039325
1739209716.3164325;-45.120503652039325
1739209716.3164394;-38.13080360867914
1739209716.3164465;-38.13080360867914
1739209716.3164535;-38.13080360867914
1739209716.3164604;-45.120503652039325
1739209716.3164675;-35.57807855764607
1739209716.3164744;-38.13080360867914
1739209716.3164816;-45.120503652039325
1739209716.3164885;-45.120503652039325
1739209716.3164957;-33.981070128970906
1739209716.3165026;-38.13080360867914
1739209716.3165097;-38.13080360867914
1739209716.3165166;-38.13080360867914
1739209716.3165236;-45.120503652039325
1739209716.3165307;-38.13080360867914
1739209716.3165376;-38.13080360867914
1739209716.3165448;-45.120503652039325
1739209716.3165517;-38.13080360867914
1739209716.3165588;-38.13080360867914
1739209716.3165658;-35.57807855764607
1739209716.3165727;-45.120503652039325
1739209716.3165798;-38.13080360867914
1739209716.3165867;-45.120503652039325
1739209716.316594;-38.13080360867914
1739209716.3166008;-38.13080360867914
1739209716.316608;-45.120503652039325
1739209716.3166149;-45.120503652039325
1739209716.3166218;-45.120503652039325
1739209716.316629;-38.13080360867914
1739209716.3166358;-38.13080360867914
1739209716.316643;-45.120503652039325
1739209716.31665;-33.981070128970906
1739209716.316657;-38.13080360867914
1739209716.316664;-45.120503652039325
1739209716.3166711;-45.120503652039325
1739209716.316678;-38.13080360867914
1739209716.316685;-38.13080360867914
1739209716.316692;-45.120503652039325
1739209716.316699;-45.120503652039325
1739209716.3167062;-45.120503652039325
1739209716.316713;-33.981070128970906
1739209716.3167202;-38.13080360867914
1739209716.3167272;-45.120503652039325
1739209716.316734;-38.13080360867914
1739209716.3167412;-38.13080360867914
1739209716.3167481;-38.13080360867914
1739209716.3167553;-38.13080360867914
1739209716.3167622;-38.13080360867914
1739209716.3167694;-38.13080360867914
1739209716.3167763;-38.13080360867914
1739209716.3167832;-45.120503652039325
1739209716.3167903;-38.13080360867914
1739209716.3167973;-45.120503652039325
1739209716.3168044;-38.13080360867914
1739209716.3168113;-45.120503652039325
1739209716.3168185;-27.267205301931607
1739209716.3168254;-33.981070128970906
1739209716.3168325;-45.120503652039325
1739209716.3168395;-35.57807855764607
1739209716.3168464;-38.13080360867914
1739209716.3168535;-45.120503652039325
1739209716.3168604;-38.13080360867914
1739209716.3168676;-35.57807855764607
1739209716.3168745;-38.13080360867914
1739209716.3168817;-45.120503652039325
1739209716.3168886;-45.120503652039325
1739209716.3168955;-38.13080360867914
1739209716.3169026;-38.13080360867914
1739209716.3169096;-45.120503652039325
1739209716.3169167;-45.120503652039325
1739209716.3169236;-45.120503652039325
1739209716.3169308;-45.120503652039325
1739209716.3169377;-33.981070128970906
1739209716.3169446;-38.13080360867914
1739209716.3169518;-45.120503652039325
1739209716.3169587;-45.120503652039325
1739209716.3169658;-32.816014438256545
1739209716.3169727;-38.13080360867914
1739209716.31698;-45.120503652039325
1739209716.3169868;-27.267205301931607
1739209716.316994;-31.141103565318915
1739209716.3170009;-45.120503652039325
1739209716.3170078;-45.120503652039325
1739209716.317015;-38.13080360867914
1739209716.3170218;-38.13080360867914
1739209716.317029;-38.13080360867914
1739209716.317036;-45.120503652039325
1739209716.317043;-38.13080360867914
1739209716.31705;-45.120503652039325
1739209716.317057;-35.57807855764607
1739209716.317064;-45.120503652039325
1739209716.317071;-35.57807855764607
1739209716.317078;-32.816014438256545
1739209716.317085;-38.13080360867914
1739209716.3170922;-45.120503652039325
1739209716.317099;-45.120503652039325
1739209716.317106;-38.13080360867914
1739209716.3171132;-38.13080360867914
1739209716.31712;-45.120503652039325
1739209716.3171272;-45.120503652039325
1739209716.3171341;-32.816014438256545
1739209716.3171413;-38.13080360867914
1739209716.3171482;-45.120503652039325
1739209716.3171554;-33.981070128970906
1739209716.3171623;-30.49652367304973
1739209716.3171692;-38.13080360867914
1739209716.3171763;-45.120503652039325
1739209716.3171833;-38.13080360867914
1739209716.3171904;-45.120503652039325
1739209716.3171973;-45.120503652039325
1739209716.3172045;-45.120503652039325
1739209716.3172114;-45.120503652039325
1739209716.3172183;-45.120503652039325
1739209716.3172255;-32.816014438256545
1739209716.3172324;-38.13080360867914
1739209716.3172395;-45.120503652039325
1739209716.3172464;-33.981070128970906
1739209716.3172536;-38.13080360867914
1739209716.3172605;-45.120503652039325
1739209716.3172674;-38.13080360867914
1739209716.3172746;-33.981070128970906
1739209716.3172815;-33.981070128970906
1739209716.3172886;-38.13080360867914
1739209716.3172956;-45.120503652039325
1739209716.3173027;-33.981070128970906
1739209716.3173096;-35.57807855764607
1739209716.3173168;-45.120503652039325
1739209716.3173237;-38.13080360867914
1739209716.3173306;-45.120503652039325
1739209716.3173378;-45.120503652039325
1739209716.3173447;-45.120503652039325
1739209716.3173518;-45.120503652039325
1739209716.3173587;-45.120503652039325
1739209716.317366;-38.13080360867914
1739209716.3173728;-38.13080360867914
1739209716.3173797;-45.120503652039325
1739209716.3173869;-45.120503652039325
1739209716.3173938;-45.120503652039325
1739209716.317401;-38.13080360867914
1739209716.3174078;-38.13080360867914
1739209716.317415;-38.13080360867914
1739209716.317422;-45.120503652039325
1739209716.3174288;-38.13080360867914
1739209716.317436;-38.13080360867914
1739209716.317443;-26.487275050834715
1739209716.31745;-32.816014438256545
1739209716.317457;-38.13080360867914
1739209716.317464;-38.13080360867914
1739209716.317471;-32.816014438256545
1739209716.3174782;-38.13080360867914
1739209716.317485;-45.120503652039325
1739209716.317492;-45.120503652039325
1739209716.3174992;-38.13080360867914
1739209716.317506;-45.120503652039325
1739209716.3175132;-45.120503652039325
1739209716.3175201;-45.120503652039325
1739209716.3175273;-45.120503652039325
1739209716.3175342;-45.120503652039325
1739209716.3175411;-45.120503652039325
1739209716.3175483;-45.120503652039325
1739209716.3175552;-38.13080360867914
1739209716.3175623;-38.13080360867914
1739209716.3175693;-45.120503652039325
1739209716.3175764;-45.120503652039325
1739209716.3175833;-38.13080360867914
1739209716.3175902;-45.120503652039325
1739209716.3175974;-45.120503652039325
1739209716.3176043;-45.120503652039325
1739209716.3176115;-33.981070128970906
1739209716.3176184;-33.981070128970906
1739209716.3176255;-45.120503652039325
1739209716.3176324;-45.120503652039325
1739209716.3176394;-45.120503652039325
1739209716.3176465;-33.981070128970906
1739209716.3176534;-38.13080360867914
1739209716.3176606;-38.13080360867914
1739209716.3176675;-38.13080360867914
1739209716.3176746;-38.13080360867914
1739209716.3176816;-38.13080360867914
1739209716.3176887;-45.120503652039325
1739209716.3176956;-45.120503652039325
1739209716.3177025;-38.13080360867914
1739209716.3177097;-32.816014438256545
1739209716.3177166;-38.13080360867914
1739209716.3177238;-32.816014438256545
1739209716.3177307;-32.816014438256545
1739209716.3177378;-38.13080360867914
1739209716.3177447;-45.120503652039325
1739209716.3177516;-45.120503652039325
1739209716.3177588;-38.13080360867914
1739209716.3177657;-38.13080360867914
1739209716.3177729;-45.120503652039325
1739209716.3177798;-45.120503652039325
1739209716.317787;-38.13080360867914
1739209716.3177938;-35.57807855764607
1739209716.3178008;-45.120503652039325
1739209716.317808;-45.120503652039325
1739209716.3178148;-35.57807855764607
1739209716.317822;-45.120503652039325
1739209716.317829;-45.120503652039325
1739209716.317836;-45.120503652039325
1739209716.317843;-45.120503652039325
1739209716.31785;-45.120503652039325
1739209716.317857;-38.13080360867914
1739209716.317864;-38.13080360867914
1739209716.317871;-38.13080360867914
1739209716.317878;-45.120503652039325
1739209716.3178852;-45.120503652039325
1739209716.317892;-38.13080360867914
1739209716.3178992;-38.13080360867914
1739209716.3179061;-45.120503652039325
1739209716.317913;-38.13080360867914
1739209716.3179202;-35.57807855764607
1739209716.3179271;-38.13080360867914
1739209716.3179343;-45.120503652039325
1739209716.3179412;-45.120503652039325
1739209716.3179483;-38.13080360867914
1739209716.3179553;-38.13080360867914
1739209716.3179622;-45.120503652039325
1739209716.3179693;-38.13080360867914
1739209716.3179762;-38.13080360867914
1739209716.3179834;-33.981070128970906
1739209716.3179903;-45.120503652039325
1739209716.3179975;-45.120503652039325
1739209716.3180044;-35.57807855764607
1739209716.3180115;-45.120503652039325
1739209716.3180184;-45.120503652039325
1739209716.3180254;-45.120503652039325
1739209716.3180325;-45.120503652039325
1739209716.3180394;-45.120503652039325
1739209716.3180466;-45.120503652039325
