CAN Message; 0x39:0828d7647f2c31fd
1739209706.6168303;-45.120503652039325
1739209706.6168325;-38.13080360867914
1739209706.6168344;-33.981070128970906
1739209706.6168365;-38.13080360867914
1739209706.6168385;-38.13080360867914
1739209706.6168406;-33.981070128970906
1739209706.6168427;-35.57807855764607
1739209706.6168447;-38.13080360867914
1739209706.6168468;-35.57807855764607
1739209706.616849;-38.13080360867914
1739209706.6168509;-38.13080360867914
1739209706.616853;-38.13080360867914
1739209706.616855;-38.13080360867914
1739209706.616857;-38.13080360867914
1739209706.6168592;-45.120503652039325
1739209706.616861;-45.120503652039325
1739209706.6168633;-38.13080360867914
1739209706.6168654;-38.13080360867914
1739209706.6168673;-30.49652367304973
1739209706.6168694;-35.57807855764607
1739209706.6168714;-45.120503652039325
1739209706.6168735;-38.13080360867914
1739209706.6168756;-33.981070128970906
1739209706.6168776;-45.120503652039325
1739209706.6168797;-45.120503652039325
1739209706.6168818;-45.120503652039325
1739209706.6168838;-35.57807855764607
1739209706.616886;-45.120503652039325
1739209706.6168878;-45.120503652039325
1739209706.61689;-38.13080360867914
1739209706.616892;-38.13080360867914
1739209706.616894;-45.120503652039325
1739209706.6168962;-38.13080360867914
1739209706.6168983;-38.13080360867914
1739209706.6169002;-33.981070128970956
1739209706.6169024;-38.13080360867914
1739209706.6169043;-38.13080360867914
1739209706.6169064;-45.120503652039325
1739209706.6169086;-45.120503652039325
1739209706.6169105;-45.120503652039325
1739209706.6169126;-45.120503652039325
1739209706.6169147;-38.13080360867914
1739209706.6169167;-28.58837851428586
1739209706.6169188;-45.120503652039325
1739209706.6169207;-45.120503652039325
1739209706.6169229;-38.13080360867914
1739209706.616925;-35.57807855764607
1739209706.616927;-38.13080360867914
1739209706.616929;-35.57807855764607
1739209706.616931;-33.981070128970906
1739209706.616933;-45.120503652039325
1739209706.6169353;-38.13080360867914
1739209706.6169372;-38.13080360867914
1739209706.6169393;-38.13080360867914
1739209706.6169415;-45.120503652039325
1739209706.6169434;-38.13080360867914
1739209706.6169455;-38.13080360867914
1739209706.6169474;-38.13080360867914
1739209706.6169496;-38.13080360867914
1739209706.6169517;-45.120503652039325
1739209706.6169536;-45.120503652039325
1739209706.6169558;-45.120503652039325
1739209706.616958;-45.120503652039325
1739209706.6169598;-38.13080360867914
1739209706.616962;-45.120503652039325
1739209706.6169639;-45.120503652039325
1739209706.616966;-26.991370085610736
1739209706.6169682;-38.13080360867914
1739209706.61697;-38.13080360867914
1739209706.6169722;-35.57807855764607
1739209706.6169744;-38.13080360867914
1739209706.6169763;-45.120503652039325
1739209706.6169784;-45.120503652039325
1739209706.6169803;-38.13080360867914
1739209706.6169825;-45.120503652039325
1739209706.6169846;-45.120503652039325
1739209706.6169865;-45.120503652039325
1739209706.6169887;-45.120503652039325
1739209706.6169908;-38.13080360867914
1739209706.6169927;-33.981070128970906
1739209706.6169949;-45.120503652039325
1739209706.6169968;-38.13080360867914
1739209706.616999;-35.57807855764607
1739209706.617001;-38.13080360867914
1739209706.617003;-38.13080360867914
1739209706.617005;-38.13080360867914
1739209706.6170073;-45.120503652039325
1739209706.6170092;-45.120503652039325
1739209706.6170113;-38.13080360867914
1739209706.6170132;-45.120503652039325
1739209706.6170154;-35.57807855764607
1739209706.6170175;-38.13080360867914
1739209706.6170194;-38.13080360867914
1739209706.6170216;-38.13080360867914
1739209706.6170235;-45.120503652039325
1739209706.6170256;-35.57807855764607
1739209706.6170278;-38.13080360867914
1739209706.6170297;-45.120503652039325
1739209706.6170318;-45.120503652039325
1739209706.617034;-45.120503652039325
1739209706.6170359;-35.57807855764607
1739209706.617038;-38.13080360867914
1739209706.61704;-45.120503652039325
1739209706.617042;-38.13080360867914
1739209706.6170442;-38.13080360867914
1739209706.617046;-35.57807855764607
1739209706.6170483;-38.13080360867914
1739209706.6170504;-38.13080360867914
1739209706.6170523;-38.13080360867914
1739209706.6170545;-38.13080360867914
1739209706.6170564;-45.120503652039325
1739209706.6170585;-45.120503652039325
1739209706.6170607;-32.816014438256545
1739209706.6170626;-45.120503652039325
1739209706.6170647;-45.120503652039325
1739209706.6170669;-45.120503652039325
1739209706.6170688;-38.13080360867914
1739209706.617071;-45.120503652039325
1739209706.6170728;-38.13080360867914
1739209706.617075;-38.13080360867914
1739209706.617077;-45.120503652039325
1739209706.617079;-38.13080360867914
1739209706.6170812;-38.13080360867914
1739209706.6170833;-33.981070128970906
1739209706.6170852;-35.57807855764607
1739209706.6170874;-38.13080360867914
1739209706.6170893;-45.120503652039325
1739209706.6170914;-45.120503652039325
1739209706.6170936;-45.120503652039325
1739209706.6170955;-45.120503652039325
1739209706.6170976;-45.120503652039325
1739209706.6170995;-38.13080360867914
1739209706.6171017;-45.120503652039325
1739209706.6171038;-45.120503652039325
1739209706.6171057;-38.13080360867914
1739209706.6171079;-38.13080360867914
1739209706.61711;-38.13080360867914
1739209706.617112;-32.816014438256545
1739209706.617114;-45.120503652039325
1739209706.617116;-45.120503652039325
1739209706.6171181;-35.57807855764607
1739209706.6171203;-38.13080360867914
1739209706.6171222;-38.13080360867914
1739209706.6171243;-38.13080360867914
1739209706.6171265;-35.57807855764607
1739209706.6171284;-38.13080360867914
1739209706.6171305;-45.120503652039325
1739209706.6171324;-33.981070128970906
1739209706.6171346;-35.57807855764607
1739209706.6171367;-35.57807855764607
1739209706.6171386;-45.120503652039325
1739209706.6171408;-45.120503652039325
1739209706.617143;-38.13080360867914
1739209706.6171448;-45.120503652039325
1739209706.617147;-45.120503652039325
1739209706.6171489;-30.49652367304973
1739209706.617151;-38.13080360867914
1739209706.6171532;-45.120503652039325
1739209706.617155;-45.120503652039325
1739209706.6171572;-45.120503652039325
1739209706.6171594;-45.120503652039325
1739209706.6171613;-38.13080360867914
1739209706.6171634;-35.57807855764607
1739209706.6171653;-31.141103565318915
1739209706.6171675;-33.981070128970906
1739209706.6171696;-45.120503652039325
1739209706.6171715;-38.13080360867914
1739209706.6171737;-38.13080360867914
1739209706.6171758;-45.120503652039325
1739209706.6171777;-45.120503652039325
1739209706.6171799;-45.120503652039325
1739209706.6171818;-38.13080360867914
1739209706.617184;-35.57807855764607
1739209706.617186;-33.981070128970906
1739209706.617188;-45.120503652039325
1739209706.6171901;-38.13080360867914
1739209706.617192;-35.57807855764607
1739209706.6171942;-45.120503652039325
1739209706.6171963;-38.13080360867914
1739209706.6171982;-28.58837851428586
1739209706.6172004;-33.981070128970906
1739209706.6172025;-38.13080360867914
1739209706.6172044;-45.120503652039325
1739209706.6172066;-38.13080360867914
1739209706.6172085;-38.13080360867914
1739209706.6172106;-45.120503652039325
1739209706.6172128;-33.981070128970906
1739209706.6172147;-33.981070128970906
1739209706.6172168;-38.13080360867914
1739209706.617219;-38.13080360867914
1739209706.6172209;-33.981070128970906
1739209706.617223;-45.120503652039325
1739209706.617225;-32.816014438256545
1739209706.617227;-35.57807855764607
1739209706.6172292;-38.13080360867914
1739209706.6172311;-45.120503652039325
1739209706.6172333;-45.120503652039325
1739209706.6172354;-38.13080360867914
1739209706.6172373;-33.981070128970906
1739209706.6172395;-38.13080360867914
1739209706.6172414;-38.13080360867914
1739209706.6172435;-38.13080360867914
1739209706.6172457;-38.13080360867914
1739209706.6172476;-35.57807855764607
1739209706.6172497;-38.13080360867914
1739209706.6172519;-45.120503652039325
1739209706.6172538;-45.120503652039325
1739209706.617256;-38.13080360867914
1739209706.6172578;-45.120503652039325
1739209706.61726;-45.120503652039325
1739209706.6172621;-38.13080360867914
1739209706.617264;-38.13080360867914
1739209706.6172662;-35.57807855764607
1739209706.6172683;-38.13080360867914
1739209706.6172702;-45.120503652039325
1739209706.6172724;-38.13080360867914
1739209706.6172743;-38.13080360867914
1739209706.6172764;-45.120503652039325
1739209706.6172786;-45.120503652039325
1739209706.6172805;-45.120503652039325
1739209706.6172826;-30.49652367304973
1739209706.6172845;-35.57807855764607
1739209706.6172867;-45.120503652039325
1739209706.6172888;-45.120503652039325
1739209706.6172907;-38.13080360867914
1739209706.617293;-35.57807855764607
1739209706.617295;-45.120503652039325
1739209706.617297;-33.981070128970906
1739209706.617299;-38.13080360867914
1739209706.617301;-38.13080360867914
1739209706.6173031;-45.120503652039325
1739209706.6173053;-38.13080360867914
1739209706.6173072;-38.13080360867914
1739209706.6173093;-38.13080360867914
1739209706.6173115;-45.120503652039325
1739209706.6173134;-45.120503652039325
1739209706.6173155;-35.57807855764607
1739209706.6173174;-35.57807855764607
1739209706.6173196;-38.13080360867914
1739209706.6173217;-38.13080360867914
1739209706.6173236;-38.13080360867914
1739209706.6173258;-38.13080360867914
1739209706.617328;-45.120503652039325
1739209706.6173298;-33.981070128970906
1739209706.617332;-45.120503652039325
1739209706.617334;-45.120503652039325
1739209706.617336;-45.120503652039325
1739209706.6173382;-38.13080360867914
1739209706.61734;-45.120503652039325
1739209706.6173422;-38.13080360867914
1739209706.6173444;-45.120503652039325
1739209706.6173463;-38.13080360867914
1739209706.6173484;-45.120503652039325
1739209706.6173503;-45.120503652039325
1739209706.6173525;-38.13080360867914
1739209706.6173546;-45.120503652039325
1739209706.6173565;-35.57807855764607
1739209706.6173587;-38.13080360867914
1739209706.6173606;-45.120503652039325
1739209706.6173627;-45.120503652039325
1739209706.617365;-28.21854285175415
1739209706.6173668;-28.58837851428586
1739209706.617369;-45.120503652039325
1739209706.617371;-38.13080360867914
1739209706.617373;-45.120503652039325
1739209706.6173751;-38.13080360867914
1739209706.617377;-45.120503652039325
1739209706.6173792;-45.120503652039325
1739209706.6173813;-45.120503652039325
1739209706.6173832;-45.120503652039325
1739209706.6173854;-45.120503652039325
1739209706.6173875;-45.120503652039325
1739209706.6173894;-45.120503652039325
1739209706.6173916;-45.120503652039325
1739209706.6173935;-38.13080360867914
1739209706.6173956;-38.13080360867914
1739209706.6173978;-32.816014438256545
1739209706.6173997;-32.816014438256545
1739209706.6174018;-35.57807855764607
1739209706.617404;-38.13080360867914
1739209706.617406;-45.120503652039325
1739209706.617408;-33.981070128970906
1739209706.61741;-32.816014438256545
1739209706.617412;-38.13080360867914
1739209706.6174142;-45.120503652039325
1739209706.6174161;-38.13080360867914
1739209706.6174183;-35.57807855764607
1739209706.6174204;-38.13080360867914
1739209706.6174223;-35.57807855764607
1739209706.6174245;-35.57807855764607
1739209706.6174264;-45.120503652039325
1739209706.6174285;-35.57807855764607
1739209706.6174307;-45.120503652039325
1739209706.6174326;-38.13080360867914
1739209706.6174347;-45.120503652039325
1739209706.617437;-38.13080360867914
1739209706.6174388;-38.13080360867914
1739209706.617441;-38.13080360867914
1739209706.6174428;-38.13080360867914
1739209706.617445;-45.120503652039325
1739209706.6174471;-31.141103565318893
1739209706.617449;-28.58837851428586
1739209706.6174512;-45.120503652039325
1739209706.617453;-45.120503652039325
1739209706.6174552;-38.13080360867914
1739209706.6174574;-45.120503652039325
1739209706.6174593;-45.120503652039325
1739209706.6174614;-38.13080360867914
1739209706.6174636;-35.57807855764607
1739209706.6174655;-38.13080360867914
1739209706.6174676;-45.120503652039325
1739209706.6174695;-38.13080360867914
1739209706.6174717;-38.13080360867914
1739209706.6174738;-35.57807855764607
1739209706.6174757;-38.13080360867914
1739209706.617478;-45.120503652039325
1739209706.61748;-45.120503652039325
1739209706.617482;-45.120503652039325
1739209706.617484;-38.13080360867914
1739209706.617486;-38.13080360867914
1739209706.6174881;-45.120503652039325
1739209706.6174903;-38.13080360867914
1739209706.6174922;-38.13080360867914
1739209706.6174943;-38.13080360867914
1739209706.6174965;-35.57807855764607
1739209706.6174984;-38.13080360867914
1739209706.6175005;-45.120503652039325
1739209706.6175025;-45.120503652039325
1739209706.6175046;-45.120503652039325
1739209706.6175067;-45.120503652039325
1739209706.6175086;-45.120503652039325
1739209706.6175108;-38.13080360867914
1739209706.617513;-45.120503652039325
1739209706.6175148;-38.13080360867914
1739209706.617517;-45.120503652039325
1739209706.617519;-45.120503652039325
1739209706.617521;-38.13080360867914
1739209706.6175232;-32.816014438256545
1739209706.617525;-38.13080360867914
1739209706.6175272;-45.120503652039325
1739209706.6175294;-31.141103565318915
1739209706.6175313;-33.981070128970906
1739209706.6175334;-33.981070128970906
1739209706.6175354;-38.13080360867914
1739209706.6175375;-38.13080360867914
1739209706.6175396;-38.13080360867914
1739209706.6175416;-45.120503652039325
1739209706.6175437;-33.981070128970906
1739209706.6175456;-45.120503652039325
1739209706.6175478;-38.13080360867914
1739209706.61755;-38.13080360867914
1739209706.6175518;-45.120503652039325
1739209706.617554;-35.57807855764607
1739209706.617556;-35.57807855764607
1739209706.617558;-45.120503652039325
1739209706.6175601;-38.13080360867914
1739209706.617562;-45.120503652039325
1739209706.6175642;-45.120503652039325
1739209706.6175663;-38.13080360867914
1739209706.6175683;-45.120503652039325
1739209706.6175704;-45.120503652039325
1739209706.6175725;-38.13080360867914
1739209706.6175745;-35.57807855764607
1739209706.6175766;-38.13080360867914
1739209706.6175785;-45.120503652039325
1739209706.6175807;-38.13080360867914
1739209706.6175828;-38.13080360867914
1739209706.6175847;-38.13080360867914
1739209706.6175869;-45.120503652039325
1739209706.617589;-45.120503652039325
1739209706.617591;-35.57807855764607
1739209706.617593;-38.13080360867914
1739209706.617595;-45.120503652039325
1739209706.617597;-31.141103565318915
1739209706.6175992;-28.992665084841942
1739209706.6176012;-45.120503652039325
1739209706.6176033;-45.120503652039325
1739209706.6176054;-45.120503652039325
1739209706.6176074;-45.120503652039325
1739209706.6176095;-45.120503652039325
1739209706.6176114;-38.13080360867914
1739209706.6176136;-38.13080360867914
1739209706.6176157;-35.57807855764607
1739209706.6176176;-38.13080360867914
1739209706.6176198;-32.816014438256545
1739209706.617622;-38.13080360867914
1739209706.6176238;-38.13080360867914
1739209706.617626;-38.13080360867914
1739209706.6176279;-45.120503652039325
1739209706.61763;-35.57807855764607
1739209706.6176322;-38.13080360867914
1739209706.617634;-38.13080360867914
1739209706.6176362;-35.57807855764607
1739209706.617638;-38.13080360867914
1739209706.6176403;-45.120503652039325
1739209706.6176424;-38.13080360867914
1739209706.6176443;-45.120503652039325
1739209706.6176465;-38.13080360867914
1739209706.6176486;-33.981070128970906
1739209706.6176505;-45.120503652039325
1739209706.6176527;-45.120503652039325
1739209706.6176546;-38.13080360867914
1739209706.6176567;-38.13080360867914
1739209706.6176589;-45.120503652039325
1739209706.6176608;-45.120503652039325
1739209706.617663;-45.120503652039325
1739209706.617665;-38.13080360867914
1739209706.617667;-33.981070128970906
1739209706.617669;-45.120503652039325
1739209706.617671;-45.120503652039325
1739209706.6176732;-38.13080360867914
1739209706.6176753;-35.57807855764607
1739209706.6176772;-45.120503652039325
1739209706.6176794;-38.13080360867914
1739209706.6176815;-38.13080360867914
1739209706.6176834;-38.13080360867914
1739209706.6176856;-45.120503652039325
1739209706.6176875;-38.13080360867914
1739209706.6176896;-45.120503652039325
1739209706.6176918;-45.120503652039325
1739209706.6176937;-38.13080360867914
1739209706.6176958;-33.981070128970906
1739209706.617698;-38.13080360867914
1739209706.6176999;-45.120503652039325
1739209706.617702;-38.13080360867914
1739209706.617704;-35.57807855764607
1739209706.617706;-38.13080360867914
1739209706.6177082;-45.120503652039325
1739209706.61771;-38.13080360867914
1739209706.6177123;-45.120503652039325
1739209706.6177142;-38.13080360867914
1739209706.6177163;-45.120503652039325
1739209706.6177185;-45.120503652039325
1739209706.6177204;-38.13080360867914
1739209706.6177225;-35.57807855764607
1739209706.6177247;-32.816014438256545
1739209706.6177266;-45.120503652039325
1739209706.6177287;-38.13080360867914
1739209706.6177306;-35.57807855764607
1739209706.6177328;-38.13080360867914
1739209706.617735;-45.120503652039325
1739209706.6177368;-45.120503652039325
1739209706.617739;-45.120503652039325
1739209706.617741;-45.120503652039325
1739209706.617743;-45.120503652039325
1739209706.6177452;-45.120503652039325
1739209706.617747;-38.13080360867914
1739209706.6177492;-45.120503652039325
1739209706.6177514;-38.13080360867914
1739209706.6177533;-31.141103565318915
1739209706.6177554;-45.120503652039325
1739209706.6177576;-45.120503652039325
1739209706.6177595;-45.120503652039325
1739209706.6177616;-45.120503652039325
1739209706.6177635;-38.13080360867914
1739209706.6177657;-33.981070128970906
1739209706.6177678;-38.13080360867914
1739209706.6177697;-38.13080360867914
1739209706.6177719;-38.13080360867914
1739209706.617774;-38.13080360867914
1739209706.617776;-45.120503652039325
1739209706.617778;-38.13080360867914
1739209706.61778;-45.120503652039325
1739209706.617782;-38.13080360867914
1739209706.6177843;-38.13080360867914
1739209706.6177862;-45.120503652039325
1739209706.6177883;-45.120503652039325
1739209706.6177905;-45.120503652039325
1739209706.6177924;-35.57807855764607
1739209706.6177945;-45.120503652039325
1739209706.6177964;-45.120503652039325
1739209706.6177986;-38.13080360867914
1739209706.6178007;-38.13080360867914
1739209706.6178026;-45.120503652039325
1739209706.6178048;-38.13080360867914
1739209706.6178067;-45.120503652039325
1739209706.6178088;-45.120503652039325
1739209706.617811;-45.120503652039325
1739209706.6178129;-38.13080360867914
1739209706.617815;-26.991370085610722
1739209706.6178172;-35.57807855764607
1739209706.617819;-45.120503652039325
1739209706.6178212;-38.13080360867914
1739209706.6178231;-32.816014438256545
1739209706.6178253;-45.120503652039325
1739209706.6178274;-45.120503652039325
1739209706.6178293;-38.13080360867914
1739209706.6178315;-45.120503652039325
1739209706.6178336;-45.120503652039325
1739209706.6178355;-33.981070128970906
1739209706.6178377;-45.120503652039325
1739209706.6178396;-45.120503652039325
1739209706.6178417;-38.13080360867914
1739209706.6178439;-45.120503652039325
1739209706.6178458;-45.120503652039325
1739209706.617848;-38.13080360867914
1739209706.61785;-45.120503652039325
1739209706.617852;-38.13080360867914
1739209706.617854;-45.120503652039325
1739209706.617856;-45.120503652039325
1739209706.6178582;-38.13080360867914
1739209706.6178603;-38.13080360867914
1739209706.6178622;-35.57807855764607
1739209706.6178644;-28.992665084841942
1739209706.6178665;-32.816014438256545
1739209706.6178684;-33.981070128970906
1739209706.6178706;-38.13080360867914
1739209706.6178725;-32.816014438256545
1739209706.6178746;-32.816014438256545
1739209706.6178768;-33.981070128970906
1739209706.6178787;-38.13080360867914
1739209706.6178808;-29.438486411369347
1739209706.617883;-33.981070128970906
1739209706.6178849;-38.13080360867914
1739209706.617887;-45.120503652039325
1739209706.617889;-45.120503652039325
1739209706.617891;-38.13080360867914
1739209706.6178932;-38.13080360867914
1739209706.6178951;-38.13080360867914
1739209706.6178973;-45.120503652039325
1739209706.6178992;-45.120503652039325
1739209706.6179013;-38.13080360867914
1739209706.6179035;-35.57807855764607
1739209706.6179054;-38.13080360867914
1739209706.6179075;-45.120503652039325
1739209706.6179097;-45.120503652039325
1739209706.6179116;-29.438486411369333
1739209706.6179137;-33.981070128970906
1739209706.6179156;-45.120503652039325
1739209706.6179178;-38.13080360867914
1739209706.61792;-33.981070128970906
1739209706.6179218;-38.13080360867914
1739209706.617924;-33.981070128970906
1739209706.6179261;-45.120503652039325
1739209706.617928;-45.120503652039325
1739209706.6179302;-38.13080360867914
1739209706.617932;-45.120503652039325
1739209706.6179342;-38.13080360867914
1739209706.6179364;-45.120503652039325
1739209706.6179383;-45.120503652039325
1739209706.6179404;-38.13080360867914
1739209706.6179426;-38.13080360867914
1739209706.6179445;-45.120503652039325
1739209706.6179466;-45.120503652039325
1739209706.6179485;-35.57807855764607
1739209706.6179507;-33.981070128970906
1739209706.6179528;-45.120503652039325
1739209706.6179547;-45.120503652039325
1739209706.6179569;-38.13080360867914
1739209706.617959;-45.120503652039325
1739209706.617961;-35.57807855764607
1739209706.617963;-38.13080360867914
1739209706.617965;-32.816014438256545
1739209706.6179671;-32.816014438256545
1739209706.6179693;-45.120503652039325
1739209706.6179712;-38.13080360867914
1739209706.6179733;-35.57807855764607
1739209706.6179752;-45.120503652039325
1739209706.6179774;-35.57807855764607
1739209706.6179795;-38.13080360867914
1739209706.6179814;-38.13080360867914
1739209706.6179836;-38.13080360867914
1739209706.6179857;-38.13080360867914
1739209706.6179876;-38.13080360867914
1739209706.6179898;-45.120503652039325
1739209706.6179917;-45.120503652039325
1739209706.6179938;-38.13080360867914
1739209706.617996;-45.120503652039325
1739209706.617998;-38.13080360867914
1739209706.618;-38.13080360867914
1739209706.6180022;-45.120503652039325
1739209706.618004;-45.120503652039325
1739209706.6180062;-32.816014438256545
1739209706.6180081;-38.13080360867914
1739209706.6180103;-45.120503652039325
1739209706.6180124;-45.120503652039325
1739209706.6180143;-38.13080360867914
1739209706.6180165;-38.13080360867914
1739209706.6180186;-45.120503652039325
1739209706.6180205;-45.120503652039325
1739209706.6180227;-38.13080360867914
1739209706.6180246;-45.120503652039325
1739209706.6180267;-45.120503652039325
1739209706.6180289;-45.120503652039325
1739209706.6180308;-38.13080360867914
1739209706.618033;-45.120503652039325
1739209706.618035;-45.120503652039325
1739209706.618037;-38.13080360867914
1739209706.6180391;-45.120503652039325
1739209706.618041;-38.13080360867914
1739209706.6180432;-45.120503652039325
1739209706.6180453;-38.13080360867914
1739209706.6180472;-28.58837851428586
1739209706.6180494;-45.120503652039325
1739209706.6180515;-45.120503652039325
1739209706.6180534;-38.13080360867914
1739209706.6180556;-38.13080360867914
1739209706.6180575;-38.13080360867914
1739209706.6180596;-38.13080360867914
1739209706.6180618;-45.120503652039325
1739209706.6180637;-45.120503652039325
1739209706.6180658;-45.120503652039325
1739209706.6180677;-45.120503652039325
1739209706.61807;-38.13080360867914
1739209706.618072;-45.120503652039325
1739209706.618074;-38.13080360867914
1739209706.618076;-38.13080360867914
1739209706.6180782;-38.13080360867914
1739209706.6180801;-45.120503652039325
1739209706.6180823;-38.13080360867914
1739209706.6180842;-45.120503652039325
1739209706.6180863;-45.120503652039325
1739209706.6180885;-45.120503652039325
1739209706.6180904;-38.13080360867914
1739209706.6180925;-45.120503652039325
1739209706.6180947;-45.120503652039325
1739209706.6180966;-31.141103565318893
1739209706.6180987;-35.57807855764607
1739209706.6181006;-45.120503652039325
1739209706.6181028;-38.13080360867914
1739209706.618105;-32.816014438256545
1739209706.6181068;-38.13080360867914
1739209706.618109;-45.120503652039325
1739209706.6181111;-35.57807855764607
1739209706.618113;-38.13080360867914
1739209706.6181152;-45.120503652039325
1739209706.618117;-38.13080360867914
1739209706.6181192;-45.120503652039325
1739209706.6181214;-45.120503652039325
1739209706.6181233;-38.13080360867914
1739209706.6181254;-45.120503652039325
1739209706.6181276;-38.13080360867914
1739209706.6181295;-31.141103565318893
1739209706.6181316;-35.57807855764607
1739209706.6181335;-45.120503652039325
1739209706.6181357;-45.120503652039325
1739209706.6181378;-45.120503652039325
1739209706.6181397;-38.13080360867914
1739209706.618142;-35.57807855764607
1739209706.618144;-38.13080360867914
1739209706.618146;-35.57807855764607
1739209706.618148;-38.13080360867914
1739209706.61815;-38.13080360867914
1739209706.6181521;-33.981070128970906
1739209706.6181543;-45.120503652039325
1739209706.6181562;-38.13080360867914
1739209706.6181583;-45.120503652039325
1739209706.6181602;-32.81601443825658
1739209706.6181624;-45.120503652039325
1739209706.6181645;-45.120503652039325
1739209706.6181664;-45.120503652039325
1739209706.6181686;-45.120503652039325
1739209706.6181707;-45.120503652039325
1739209706.6181726;-38.13080360867914
1739209706.6181748;-38.13080360867914
1739209706.6181767;-31.141103565318915
1739209706.6181788;-45.120503652039325
1739209706.618181;-45.120503652039325
1739209706.618183;-45.120503652039325
