CAN Message; 0x1a7:000084a6b91b20c3
1739209872.1996098;-45.120503652039325
1739209872.1996179;-38.13080360867914
1739209872.1996257;-38.13080360867914
1739209872.1996338;-45.120503652039325
1739209872.199642;-45.120503652039325
1739209872.1996498;-38.13080360867914
1739209872.199658;-45.120503652039325
1739209872.1996658;-38.13080360867914
1739209872.199674;-35.57807855764607
1739209872.199682;-38.13080360867914
1739209872.1996899;-45.120503652039325
1739209872.199698;-38.13080360867914
1739209872.199706;-45.120503652039325
1739209872.199714;-38.13080360867914
1739209872.199722;-38.13080360867914
1739209872.19973;-38.13080360867914
1739209872.199738;-45.120503652039325
1739209872.1997461;-45.120503652039325
1739209872.199754;-38.13080360867914
1739209872.199762;-45.120503652039325
1739209872.1997702;-45.120503652039325
1739209872.199778;-45.120503652039325
1739209872.1997862;-45.120503652039325
1739209872.1997943;-33.981070128970906
1739209872.1998022;-35.57807855764607
1739209872.1998103;-35.57807855764607
1739209872.1998181;-32.816014438256545
1739209872.1998262;-35.57807855764607
1739209872.1998343;-35.57807855764607
1739209872.1998422;-35.57807855764607
1739209872.1998503;-38.13080360867914
1739209872.1998584;-38.13080360867914
1739209872.1998663;-45.120503652039325
1739209872.1998744;-45.120503652039325
1739209872.1998823;-35.57807855764607
1739209872.1998904;-38.13080360867914
1739209872.1998985;-45.120503652039325
1739209872.1999063;-45.120503652039325
1739209872.1999145;-35.57807855764607
1739209872.1999226;-38.13080360867914
1739209872.1999304;-45.120503652039325
1739209872.1999385;-45.120503652039325
1739209872.1999464;-38.13080360867914
1739209872.1999545;-38.13080360867914
1739209872.1999626;-45.120503652039325
1739209872.1999705;-45.120503652039325
1739209872.1999786;-45.120503652039325
1739209872.1999867;-38.13080360867914
1739209872.1999946;-35.57807855764607
1739209872.2000027;-38.13080360867914
1739209872.2000105;-28.58837851428586
1739209872.2000186;-45.120503652039325
1739209872.2000268;-45.120503652039325
1739209872.2000346;-45.120503652039325
1739209872.2000427;-32.816014438256545
1739209872.2000508;-35.57807855764607
1739209872.2000587;-38.13080360867914
1739209872.2000668;-45.120503652039325
1739209872.200075;-45.120503652039325
1739209872.2000828;-38.13080360867914
1739209872.200091;-45.120503652039325
1739209872.2000988;-38.13080360867914
1739209872.2001069;-45.120503652039325
1739209872.200115;-38.13080360867914
1739209872.2001228;-38.13080360867914
1739209872.200131;-35.57807855764607
1739209872.200139;-31.141103565318893
1739209872.200147;-33.981070128970906
1739209872.200155;-45.120503652039325
1739209872.200163;-35.57807855764607
1739209872.200171;-38.13080360867914
1739209872.200179;-45.120503652039325
1739209872.200187;-45.120503652039325
1739209872.200195;-38.13080360867914
1739209872.2002032;-26.991370085610736
1739209872.200211;-38.13080360867914
1739209872.2002192;-45.120503652039325
1739209872.200227;-38.13080360867914
1739209872.2002351;-27.8777449560314
1739209872.2002432;-45.120503652039325
1739209872.200251;-45.120503652039325
1739209872.2002592;-38.13080360867914
1739209872.2002673;-45.120503652039325
1739209872.2002752;-45.120503652039325
1739209872.2002833;-35.57807855764607
1739209872.2002914;-45.120503652039325
1739209872.2002993;-45.120503652039325
1739209872.2003074;-38.13080360867914
1739209872.2003152;-45.120503652039325
1739209872.2003233;-38.13080360867914
1739209872.2003314;-45.120503652039325
1739209872.2003393;-45.120503652039325
1739209872.2003474;-38.13080360867914
1739209872.2003555;-38.13080360867914
1739209872.2003634;-45.120503652039325
1739209872.2003715;-45.120503652039325
1739209872.2003794;-38.13080360867914
1739209872.2003875;-38.13080360867914
1739209872.2003956;-32.816014438256545
1739209872.2004035;-45.120503652039325
1739209872.2004116;-45.120503652039325
1739209872.2004197;-45.120503652039325
1739209872.2004275;-45.120503652039325
1739209872.2004356;-45.120503652039325
1739209872.2004435;-45.120503652039325
1739209872.2004516;-38.13080360867914
1739209872.2004597;-45.120503652039325
1739209872.2004676;-38.13080360867914
1739209872.2004757;-38.13080360867914
1739209872.2004838;-38.13080360867914
1739209872.2004917;-35.57807855764607
1739209872.2004998;-31.141103565318915
1739209872.2005076;-45.120503652039325
1739209872.2005157;-45.120503652039325
1739209872.2005239;-38.13080360867914
1739209872.2005317;-38.13080360867914
1739209872.2005398;-38.13080360867914
1739209872.200548;-33.981070128970906
1739209872.2005558;-45.120503652039325
1739209872.200564;-45.120503652039325
1739209872.200572;-45.120503652039325
1739209872.20058;-38.13080360867914
1739209872.200588;-38.13080360867914
1739209872.2005959;-38.13080360867914
1739209872.200604;-45.120503652039325
1739209872.200612;-45.120503652039325
1739209872.20062;-29.438486411369333
1739209872.200628;-33.981070128970906
1739209872.2006361;-45.120503652039325
1739209872.200644;-33.981070128970906
1739209872.2006521;-38.13080360867914
1739209872.20066;-33.981070128970906
1739209872.200668;-45.120503652039325
1739209872.2006762;-38.13080360867914
1739209872.200684;-31.141103565318893
1739209872.2006922;-33.981070128970906
1739209872.2007003;-38.13080360867914
1739209872.2007082;-38.13080360867914
1739209872.2007163;-45.120503652039325
1739209872.2007241;-45.120503652039325
1739209872.2007322;-38.13080360867914
1739209872.2007403;-33.981070128970906
1739209872.2007482;-45.120503652039325
1739209872.2007563;-38.13080360867914
1739209872.2007644;-35.57807855764607
1739209872.2007723;-38.13080360867914
1739209872.2007804;-45.120503652039325
1739209872.2007883;-31.141103565318915
1739209872.2007964;-38.13080360867914
1739209872.2008045;-38.13080360867914
1739209872.2008123;-32.816014438256545
1739209872.2008204;-38.13080360867914
1739209872.2008286;-45.120503652039325
1739209872.2008364;-45.120503652039325
1739209872.2008445;-38.13080360867914
1739209872.2008526;-28.58837851428586
1739209872.2008605;-38.13080360867914
1739209872.2008686;-38.13080360867914
1739209872.2008765;-38.13080360867914
1739209872.2008846;-33.981070128970906
1739209872.2008927;-45.120503652039325
1739209872.2009006;-45.120503652039325
1739209872.2009087;-45.120503652039325
1739209872.2009168;-32.816014438256545
1739209872.2009246;-45.120503652039325
1739209872.2009327;-38.13080360867914
1739209872.2009406;-45.120503652039325
1739209872.2009487;-38.13080360867914
1739209872.2009568;-38.13080360867914
1739209872.2009647;-45.120503652039325
1739209872.2009728;-38.13080360867914
1739209872.200981;-38.13080360867914
1739209872.2009888;-38.13080360867914
1739209872.2009969;-45.120503652039325
1739209872.2010047;-38.13080360867914
1739209872.2010128;-35.57807855764607
1739209872.201021;-45.120503652039325
1739209872.2010288;-38.13080360867914
1739209872.201037;-38.13080360867914
1739209872.201045;-27.877744956031414
1739209872.201053;-38.13080360867914
1739209872.201061;-45.120503652039325
1739209872.201069;-45.120503652039325
1739209872.201077;-38.13080360867914
1739209872.201085;-38.13080360867914
1739209872.201093;-38.13080360867914
1739209872.201101;-38.13080360867914
1739209872.2011092;-31.141103565318915
1739209872.201117;-38.13080360867914
1739209872.2011251;-45.120503652039325
1739209872.2011333;-45.120503652039325
1739209872.201141;-45.120503652039325
1739209872.2011492;-45.120503652039325
1739209872.201157;-45.120503652039325
1739209872.2011652;-38.13080360867914
1739209872.2011733;-33.981070128970906
1739209872.2011812;-38.13080360867914
1739209872.2011893;-38.13080360867914
1739209872.2011974;-35.57807855764607
1739209872.2012053;-38.13080360867914
1739209872.2012134;-45.120503652039325
1739209872.2012212;-45.120503652039325
1739209872.2012293;-45.120503652039325
1739209872.2012374;-38.13080360867914
1739209872.2012453;-45.120503652039325
1739209872.2012534;-38.13080360867914
1739209872.2012615;-38.13080360867914
1739209872.2012694;-38.13080360867914
1739209872.2012775;-35.57807855764607
1739209872.2012854;-45.120503652039325
1739209872.2012935;-38.13080360867914
1739209872.2013016;-33.981070128970906
1739209872.2013094;-38.13080360867914
1739209872.2013175;-38.13080360867914
1739209872.2013257;-45.120503652039325
1739209872.2013335;-38.13080360867914
1739209872.2013416;-45.120503652039325
1739209872.2013497;-38.13080360867914
1739209872.2013576;-45.120503652039325
1739209872.2013657;-45.120503652039325
1739209872.2013736;-45.120503652039325
1739209872.2013817;-38.13080360867914
1739209872.2013898;-38.13080360867914
1739209872.2013977;-38.13080360867914
1739209872.2014058;-35.57807855764607
1739209872.2014139;-45.120503652039325
1739209872.2014217;-38.13080360867914
1739209872.2014298;-35.57807855764607
1739209872.2014377;-38.13080360867914
1739209872.2014458;-38.13080360867914
1739209872.201454;-38.13080360867914
1739209872.2014618;-45.120503652039325
1739209872.20147;-45.120503652039325
1739209872.201478;-38.13080360867914
1739209872.2014859;-45.120503652039325
1739209872.201494;-35.57807855764607
1739209872.2015018;-38.13080360867914
1739209872.20151;-45.120503652039325
1739209872.201518;-35.57807855764607
1739209872.201526;-35.57807855764607
1739209872.201534;-45.120503652039325
1739209872.2015421;-38.13080360867914
1739209872.20155;-38.13080360867914
1739209872.201558;-45.120503652039325
1739209872.2015662;-31.141103565318893
1739209872.201574;-45.120503652039325
1739209872.2015822;-45.120503652039325
1739209872.20159;-38.13080360867914
1739209872.2015982;-38.13080360867914
1739209872.2016063;-38.13080360867914
1739209872.2016141;-38.13080360867914
1739209872.2016222;-45.120503652039325
1739209872.2016304;-45.120503652039325
1739209872.2016382;-45.120503652039325
1739209872.2016463;-45.120503652039325
1739209872.2016542;-45.120503652039325
1739209872.2016623;-45.120503652039325
1739209872.2016704;-45.120503652039325
1739209872.2016783;-45.120503652039325
1739209872.2016864;-45.120503652039325
1739209872.2016945;-45.120503652039325
1739209872.2017024;-45.120503652039325
1739209872.2017105;-38.13080360867914
1739209872.2017183;-45.120503652039325
1739209872.2017264;-45.120503652039325
1739209872.2017345;-45.120503652039325
1739209872.2017424;-35.57807855764607
1739209872.2017505;-45.120503652039325
1739209872.2017586;-27.8777449560314
1739209872.2017665;-32.816014438256545
1739209872.2017746;-38.13080360867914
1739209872.2017825;-45.120503652039325
1739209872.2017906;-38.13080360867914
1739209872.2017987;-38.13080360867914
1739209872.2018065;-45.120503652039325
1739209872.2018147;-33.981070128970906
1739209872.2018228;-45.120503652039325
1739209872.2018306;-45.120503652039325
1739209872.2018387;-38.13080360867914
1739209872.2018468;-38.13080360867914
1739209872.2018547;-45.120503652039325
1739209872.2018628;-45.120503652039325
1739209872.2018707;-35.57807855764607
1739209872.2018788;-38.13080360867914
1739209872.201887;-30.49652367304973
1739209872.2018948;-33.981070128970906
1739209872.2019029;-38.13080360867914
1739209872.201911;-38.13080360867914
1739209872.2019188;-35.57807855764607
1739209872.201927;-38.13080360867914
1739209872.2019348;-45.120503652039325
1739209872.201943;-45.120503652039325
1739209872.201951;-45.120503652039325
1739209872.201959;-45.120503652039325
1739209872.201967;-45.120503652039325
1739209872.201975;-38.13080360867914
1739209872.201983;-35.57807855764607
1739209872.201991;-38.13080360867914
1739209872.201999;-45.120503652039325
1739209872.202007;-38.13080360867914
1739209872.2020152;-45.120503652039325
1739209872.202023;-45.120503652039325
1739209872.2020311;-38.13080360867914
1739209872.2020392;-45.120503652039325
1739209872.202047;-45.120503652039325
1739209872.2020552;-45.120503652039325
1739209872.202063;-32.816014438256545
1739209872.2020712;-45.120503652039325
1739209872.2020793;-33.981070128970906
1739209872.2020872;-28.58837851428586
1739209872.2020953;-38.13080360867914
1739209872.2021034;-45.120503652039325
1739209872.2021112;-38.13080360867914
1739209872.2021194;-38.13080360867914
1739209872.2021275;-38.13080360867914
1739209872.2021353;-38.13080360867914
1739209872.2021434;-45.120503652039325
1739209872.2021513;-38.13080360867914
1739209872.2021594;-35.57807855764607
1739209872.2021675;-45.120503652039325
1739209872.2021754;-45.120503652039325
1739209872.2021835;-45.120503652039325
1739209872.2021916;-38.13080360867914
1739209872.2021995;-45.120503652039325
1739209872.2022076;-38.13080360867914
1739209872.2022154;-33.981070128970906
1739209872.2022235;-45.120503652039325
1739209872.2022316;-33.981070128970906
1739209872.2022395;-45.120503652039325
1739209872.2022476;-45.120503652039325
1739209872.2022557;-45.120503652039325
1739209872.2022636;-45.120503652039325
1739209872.2022717;-45.120503652039325
1739209872.2022796;-35.57807855764607
1739209872.2022877;-45.120503652039325
1739209872.2022958;-38.13080360867914
1739209872.2023036;-35.57807855764607
1739209872.2023118;-35.57807855764607
1739209872.2023199;-33.981070128970906
1739209872.2023277;-38.13080360867914
1739209872.2023358;-35.57807855764607
1739209872.202344;-45.120503652039325
1739209872.2023518;-45.120503652039325
1739209872.20236;-38.13080360867914
1739209872.2023678;-38.13080360867914
1739209872.202376;-38.13080360867914
1739209872.202384;-38.13080360867914
1739209872.2023919;-38.13080360867914
1739209872.2024;-35.57807855764607
1739209872.202408;-38.13080360867914
1739209872.202416;-32.816014438256545
1739209872.202424;-45.120503652039325
1739209872.202432;-45.120503652039325
1739209872.20244;-45.120503652039325
1739209872.2024481;-38.13080360867914
1739209872.202456;-33.981070128970906
1739209872.202464;-45.120503652039325
1739209872.2024722;-38.13080360867914
1739209872.20248;-38.13080360867914
1739209872.2024882;-33.981070128970906
1739209872.202496;-38.13080360867914
1739209872.2025042;-45.120503652039325
1739209872.2025123;-45.120503652039325
1739209872.2025201;-45.120503652039325
1739209872.2025282;-35.57807855764607
1739209872.2025363;-38.13080360867914
1739209872.2025442;-45.120503652039325
1739209872.2025523;-38.13080360867914
1739209872.2025602;-35.57807855764607
1739209872.2025683;-45.120503652039325
1739209872.2025764;-45.120503652039325
1739209872.2025843;-45.120503652039325
1739209872.2025924;-45.120503652039325
1739209872.2026005;-38.13080360867914
1739209872.2026083;-32.816014438256545
1739209872.2026165;-38.13080360867914
1739209872.2026246;-38.13080360867914
1739209872.2026324;-38.13080360867914
1739209872.2026405;-33.981070128970906
1739209872.2026484;-45.120503652039325
1739209872.2026565;-45.120503652039325
1739209872.2026646;-45.120503652039325
1739209872.2026725;-45.120503652039325
1739209872.2026806;-45.120503652039325
1739209872.2026887;-38.13080360867914
1739209872.2026966;-38.13080360867914
1739209872.2027047;-38.13080360867914
1739209872.2027125;-38.13080360867914
1739209872.2027206;-32.816014438256545
1739209872.2027287;-38.13080360867914
1739209872.2027366;-45.120503652039325
1739209872.2027447;-38.13080360867914
1739209872.2027528;-45.120503652039325
1739209872.2027607;-45.120503652039325
1739209872.2027688;-38.13080360867914
1739209872.2027767;-35.57807855764607
1739209872.2027848;-38.13080360867914
1739209872.202793;-33.981070128970906
1739209872.2028008;-28.58837851428586
1739209872.2028089;-45.120503652039325
1739209872.202817;-45.120503652039325
1739209872.2028248;-45.120503652039325
1739209872.202833;-38.13080360867914
1739209872.2028408;-45.120503652039325
1739209872.202849;-38.13080360867914
1739209872.202857;-45.120503652039325
1739209872.202865;-38.13080360867914
1739209872.202873;-35.57807855764607
1739209872.202881;-35.57807855764607
1739209872.202889;-38.13080360867914
1739209872.202897;-45.120503652039325
1739209872.2029052;-38.13080360867914
1739209872.202913;-45.120503652039325
1739209872.2029212;-38.13080360867914
1739209872.202929;-35.57807855764607
1739209872.2029371;-45.120503652039325
1739209872.2029452;-38.13080360867914
1739209872.202953;-45.120503652039325
1739209872.2029612;-45.120503652039325
1739209872.2029693;-38.13080360867914
1739209872.2029772;-45.120503652039325
1739209872.2029853;-38.13080360867914
1739209872.2029932;-30.49652367304973
1739209872.2030013;-45.120503652039325
1739209872.2030094;-45.120503652039325
1739209872.2030172;-38.13080360867914
1739209872.2030253;-32.816014438256545
1739209872.2030334;-38.13080360867914
1739209872.2030413;-35.57807855764607
1739209872.2030494;-38.13080360867914
1739209872.2030573;-38.13080360867914
1739209872.2030654;-38.13080360867914
1739209872.2030735;-38.13080360867914
1739209872.2030814;-45.120503652039325
1739209872.2030895;-45.120503652039325
1739209872.2030976;-45.120503652039325
1739209872.2031054;-38.13080360867914
1739209872.2031136;-35.57807855764607
1739209872.2031217;-26.991370085610736
1739209872.2031295;-35.57807855764607
1739209872.2031376;-45.120503652039325
1739209872.2031455;-38.13080360867914
1739209872.2031536;-33.981070128970906
1739209872.2031617;-45.120503652039325
1739209872.2031696;-45.120503652039325
1739209872.2031777;-45.120503652039325
1739209872.2031858;-32.816014438256545
1739209872.2031937;-38.13080360867914
1739209872.2032018;-45.120503652039325
1739209872.2032096;-38.13080360867914
1739209872.2032177;-30.49652367304973
1739209872.2032259;-45.120503652039325
1739209872.2032337;-45.120503652039325
1739209872.2032418;-38.13080360867914
1739209872.20325;-45.120503652039325
1739209872.2032578;-45.120503652039325
1739209872.203266;-45.120503652039325
1739209872.2032738;-45.120503652039325
1739209872.2032819;-45.120503652039325
1739209872.20329;-35.57807855764607
1739209872.2032979;-38.13080360867914
1739209872.203306;-45.120503652039325
1739209872.203314;-35.57807855764607
1739209872.203322;-45.120503652039325
1739209872.20333;-45.120503652039325
1739209872.203338;-45.120503652039325
1739209872.203346;-38.13080360867914
1739209872.2033541;-45.120503652039325
1739209872.203362;-45.120503652039325
1739209872.20337;-45.120503652039325
1739209872.2033782;-45.120503652039325
1739209872.203386;-45.120503652039325
1739209872.2033942;-45.120503652039325
1739209872.2034023;-38.13080360867914
1739209872.2034101;-35.57807855764607
1739209872.2034183;-31.141103565318915
1739209872.2034261;-45.120503652039325
1739209872.2034342;-38.13080360867914
1739209872.2034423;-32.816014438256545
1739209872.2034502;-38.13080360867914
1739209872.2034583;-38.13080360867914
1739209872.2034664;-38.13080360867914
1739209872.2034743;-45.120503652039325
1739209872.2034824;-38.13080360867914
1739209872.2034903;-32.816014438256545
1739209872.2034984;-45.120503652039325
1739209872.2035065;-45.120503652039325
1739209872.2035143;-33.981070128970906
1739209872.2035224;-45.120503652039325
1739209872.2035306;-45.120503652039325
1739209872.2035384;-38.13080360867914
1739209872.2035465;-38.13080360867914
1739209872.2035544;-45.120503652039325
1739209872.2035625;-45.120503652039325
1739209872.2035706;-38.13080360867914
1739209872.2035785;-38.13080360867914
1739209872.2035866;-45.120503652039325
1739209872.2035947;-45.120503652039325
1739209872.2036026;-45.120503652039325
1739209872.2036107;-38.13080360867914
1739209872.2036185;-45.120503652039325
1739209872.2036266;-45.120503652039325
1739209872.2036347;-45.120503652039325
1739209872.2036426;-33.981070128970906
1739209872.2036507;-45.120503652039325
1739209872.2036588;-45.120503652039325
1739209872.2036667;-35.57807855764607
1739209872.2036748;-31.141103565318915
1739209872.203683;-38.13080360867914
1739209872.2036908;-45.120503652039325
1739209872.2036989;-38.13080360867914
1739209872.2037067;-33.981070128970906
1739209872.2037148;-38.13080360867914
1739209872.203723;-38.13080360867914
1739209872.2037308;-35.57807855764607
1739209872.203739;-33.981070128970906
1739209872.203747;-38.13080360867914
1739209872.203755;-35.57807855764607
1739209872.203763;-35.57807855764607
1739209872.2037709;-38.13080360867914
1739209872.203779;-38.13080360867914
1739209872.203787;-45.120503652039325
1739209872.203795;-45.120503652039325
1739209872.203803;-45.120503652039325
1739209872.2038112;-45.120503652039325
1739209872.203819;-45.120503652039325
1739209872.2038271;-38.13080360867914
1739209872.203835;-38.13080360867914
1739209872.203843;-35.57807855764607
1739209872.2038512;-35.57807855764607
1739209872.203859;-38.13080360867914
1739209872.2038672;-33.981070128970906
1739209872.2038753;-45.120503652039325
1739209872.2038832;-45.120503652039325
1739209872.2038913;-45.120503652039325
1739209872.2038994;-28.58837851428586
1739209872.2039073;-45.120503652039325
1739209872.2039154;-33.981070128970906
1739209872.2039232;-31.141103565318915
1739209872.2039313;-45.120503652039325
1739209872.2039394;-45.120503652039325
1739209872.2039473;-38.13080360867914
1739209872.2039554;-45.120503652039325
1739209872.2039635;-27.877744956031414
1739209872.2039714;-38.13080360867914
1739209872.2039795;-38.13080360867914
1739209872.2039874;-38.13080360867914
1739209872.2039955;-38.13080360867914
1739209872.2040036;-38.13080360867914
1739209872.2040114;-45.120503652039325
1739209872.2040195;-45.120503652039325
1739209872.2040277;-45.120503652039325
1739209872.2040355;-45.120503652039325
1739209872.2040436;-45.120503652039325
1739209872.2040515;-35.57807855764607
1739209872.2040596;-45.120503652039325
1739209872.2040677;-45.120503652039325
1739209872.2040756;-45.120503652039325
1739209872.2040837;-32.816014438256545
1739209872.2040918;-32.816014438256545
1739209872.2040997;-45.120503652039325
1739209872.2041078;-45.120503652039325
1739209872.2041156;-45.120503652039325
1739209872.2041237;-45.120503652039325
1739209872.2041318;-38.13080360867914
1739209872.2041397;-38.13080360867914
1739209872.2041478;-38.13080360867914
1739209872.204156;-28.992665084841942
1739209872.2041638;-31.141103565318915
1739209872.204172;-45.120503652039325
1739209872.20418;-38.13080360867914
1739209872.2041879;-38.13080360867914
1739209872.204196;-45.120503652039325
1739209872.2042038;-38.13080360867914
1739209872.204212;-35.57807855764607
1739209872.20422;-38.13080360867914
1739209872.204228;-38.13080360867914
1739209872.204236;-45.120503652039325
1739209872.2042441;-38.13080360867914
1739209872.204252;-38.13080360867914
1739209872.20426;-45.120503652039325
1739209872.204268;-38.13080360867914
1739209872.204276;-38.13080360867914
1739209872.2042842;-38.13080360867914
1739209872.204292;-38.13080360867914
1739209872.2043002;-45.120503652039325
1739209872.2043083;-38.13080360867914
1739209872.2043161;-45.120503652039325
1739209872.2043242;-45.120503652039325
1739209872.204332;-45.120503652039325
1739209872.2043402;-45.120503652039325
1739209872.2043483;-38.13080360867914
1739209872.2043562;-33.981070128970906
1739209872.2043643;-45.120503652039325
1739209872.2043724;-45.120503652039325
1739209872.2043803;-38.13080360867914
1739209872.2043884;-45.120503652039325
1739209872.2043965;-45.120503652039325
1739209872.2044044;-32.816014438256545
1739209872.2044125;-38.13080360867914
1739209872.2044203;-45.120503652039325
1739209872.2044284;-38.13080360867914
1739209872.2044365;-35.57807855764607
1739209872.2044444;-35.57807855764607
1739209872.2044525;-32.816014438256545
1739209872.2044606;-35.57807855764607
1739209872.2044685;-45.120503652039325
1739209872.2044766;-45.120503652039325
1739209872.2044845;-33.981070128970906
1739209872.2044926;-45.120503652039325
1739209872.2045007;-45.120503652039325
1739209872.2045085;-38.13080360867914
1739209872.2045166;-45.120503652039325
1739209872.2045248;-45.120503652039325
1739209872.2045326;-38.13080360867914
1739209872.2045407;-38.13080360867914
1739209872.2045486;-45.120503652039325
1739209872.2045567;-38.13080360867914
1739209872.2045648;-45.120503652039325
1739209872.2045727;-38.13080360867914
1739209872.2045808;-45.120503652039325
1739209872.204589;-45.120503652039325
1739209872.2045968;-38.13080360867914
1739209872.2046049;-38.13080360867914
1739209872.2046127;-33.981070128970906
1739209872.2046208;-32.816014438256545
1739209872.204629;-38.13080360867914
1739209872.2046368;-38.13080360867914
1739209872.204645;-33.981070128970906
1739209872.204653;-38.13080360867914
1739209872.204661;-45.120503652039325
1739209872.204669;-38.13080360867914
1739209872.204677;-45.120503652039325
1739209872.204685;-45.120503652039325
1739209872.204693;-45.120503652039325
1739209872.204701;-38.13080360867914
1739209872.204709;-38.13080360867914
1739209872.2047172;-45.120503652039325
1739209872.204725;-45.120503652039325
1739209872.2047331;-45.120503652039325
1739209872.2047412;-35.57807855764607
1739209872.204749;-38.13080360867914
1739209872.2047572;-45.120503652039325
1739209872.204765;-45.120503652039325
1739209872.2047732;-32.816014438256545
