CAN Message; 0x1d3:0000e6660639f91a
Timestamp;Amplitude
1739209630.2122006;-45.120503652039325
1739209630.2122054;-38.13080360867914
1739209630.2122102;-35.57807855764607
1739209630.2122147;-45.120503652039325
1739209630.2122195;-38.13080360867914
1739209630.2122242;-33.981070128970906
1739209630.212229;-45.120503652039325
1739209630.2122338;-38.13080360867914
1739209630.2122386;-45.120503652039325
1739209630.212243;-45.120503652039325
1739209630.2122478;-38.13080360867914
1739209630.2122526;-38.13080360867914
1739209630.2122574;-45.120503652039325
1739209630.2122622;-45.120503652039325
1739209630.212267;-35.57807855764607
1739209630.2122715;-35.57807855764607
1739209630.2122762;-38.13080360867914
1739209630.212281;-38.13080360867914
1739209630.2122858;-35.57807855764607
1739209630.2122905;-35.57807855764607
1739209630.2122953;-45.120503652039325
1739209630.2122998;-33.981070128970906
1739209630.2123046;-33.981070128970906
1739209630.2123094;-45.120503652039325
1739209630.2123141;-45.120503652039325
1739209630.212319;-45.120503652039325
1739209630.2123237;-45.120503652039325
1739209630.2123284;-45.120503652039325
1739209630.212333;-45.120503652039325
1739209630.2123377;-45.120503652039325
1739209630.2123425;-38.13080360867914
1739209630.2123473;-35.57807855764607
1739209630.212352;-38.13080360867914
1739209630.2123568;-45.120503652039325
1739209630.2123613;-35.57807855764607
1739209630.212366;-35.57807855764607
1739209630.2123709;-38.13080360867914
1739209630.2123756;-38.13080360867914
1739209630.2123804;-33.981070128970906
1739209630.2123852;-45.120503652039325
1739209630.2123897;-45.120503652039325
1739209630.2123945;-38.13080360867914
1739209630.2123992;-38.13080360867914
1739209630.212404;-38.13080360867914
1739209630.2124088;-45.120503652039325
1739209630.2124135;-45.120503652039325
1739209630.2124183;-38.13080360867914
1739209630.2124228;-45.120503652039325
1739209630.2124276;-45.120503652039325
1739209630.2124324;-45.120503652039325
1739209630.2124372;-38.13080360867914
1739209630.212442;-45.120503652039325
1739209630.2124467;-45.120503652039325
1739209630.2124512;-38.13080360867914
1739209630.212456;-45.120503652039325
1739209630.2124608;-38.13080360867914
1739209630.2124655;-38.13080360867914
1739209630.2124703;-45.120503652039325
1739209630.212475;-45.120503652039325
1739209630.2124796;-45.120503652039325
1739209630.2124844;-45.120503652039325
1739209630.2124891;-45.120503652039325
1739209630.212494;-45.120503652039325
1739209630.2124987;-45.120503652039325
1739209630.2125034;-45.120503652039325
1739209630.212508;-38.13080360867914
1739209630.2125127;-33.981070128970906
1739209630.2125175;-45.120503652039325
1739209630.2125223;-45.120503652039325
1739209630.212527;-45.120503652039325
1739209630.2125318;-35.57807855764607
1739209630.2125366;-32.816014438256545
1739209630.212541;-45.120503652039325
1739209630.2125459;-45.120503652039325
1739209630.2125506;-38.13080360867914
1739209630.2125554;-38.13080360867914
1739209630.2125602;-45.120503652039325
1739209630.212565;-38.13080360867914
1739209630.2125695;-45.120503652039325
1739209630.2125742;-45.120503652039325
1739209630.212579;-45.120503652039325
1739209630.2125838;-45.120503652039325
1739209630.2125885;-45.120503652039325
1739209630.2125933;-45.120503652039325
1739209630.2125978;-45.120503652039325
1739209630.2126026;-45.120503652039325
1739209630.2126074;-35.57807855764607
1739209630.2126122;-33.981070128970906
1739209630.212617;-45.120503652039325
1739209630.2126217;-45.120503652039325
1739209630.2126262;-38.13080360867914
1739209630.212631;-33.981070128970906
1739209630.2126358;-45.120503652039325
1739209630.2126405;-45.120503652039325
1739209630.2126453;-45.120503652039325
1739209630.21265;-45.120503652039325
1739209630.2126548;-38.13080360867914
1739209630.2126594;-38.13080360867914
1739209630.2126641;-45.120503652039325
1739209630.212669;-45.120503652039325
1739209630.2126737;-45.120503652039325
1739209630.2126784;-45.120503652039325
1739209630.2126832;-45.120503652039325
1739209630.2126877;-45.120503652039325
1739209630.2126925;-32.816014438256545
1739209630.2126973;-38.13080360867914
1739209630.212702;-38.13080360867914
1739209630.2127068;-32.816014438256545
1739209630.2127116;-45.120503652039325
1739209630.212716;-38.13080360867914
1739209630.2127209;-30.49652367304973
1739209630.2127256;-31.141103565318915
1739209630.2127304;-45.120503652039325
1739209630.2127352;-33.981070128970906
1739209630.21274;-45.120503652039325
1739209630.2127447;-45.120503652039325
1739209630.2127492;-45.120503652039325
1739209630.212754;-45.120503652039325
1739209630.2127588;-45.120503652039325
1739209630.2127635;-38.13080360867914
1739209630.2127683;-45.120503652039325
1739209630.212773;-38.13080360867914
1739209630.2127776;-38.13080360867914
1739209630.2127824;-45.120503652039325
1739209630.2127872;-45.120503652039325
1739209630.212792;-45.120503652039325
1739209630.2127967;-38.13080360867914
1739209630.2128015;-27.267205301931607
1739209630.212806;-45.120503652039325
1739209630.2128108;-45.120503652039325
1739209630.2128155;-38.13080360867914
1739209630.2128203;-33.981070128970906
1739209630.212825;-38.13080360867914
1739209630.2128298;-35.57807855764607
1739209630.2128344;-38.13080360867914
1739209630.2128391;-35.57807855764607
1739209630.212844;-45.120503652039325
1739209630.2128487;-45.120503652039325
1739209630.2128534;-45.120503652039325
1739209630.2128582;-45.120503652039325
1739209630.212863;-45.120503652039325
1739209630.2128675;-45.120503652039325
1739209630.2128723;-38.13080360867914
1739209630.212877;-28.992665084841942
1739209630.2128818;-45.120503652039325
1739209630.2128866;-45.120503652039325
1739209630.2128913;-38.13080360867914
1739209630.2128959;-38.13080360867914
1739209630.2129006;-45.120503652039325
1739209630.2129054;-45.120503652039325
1739209630.2129102;-45.120503652039325
1739209630.212915;-38.13080360867914
1739209630.2129197;-45.120503652039325
1739209630.2129242;-45.120503652039325
1739209630.212929;-38.13080360867914
1739209630.2129338;-38.13080360867914
1739209630.2129385;-45.120503652039325
1739209630.2129433;-45.120503652039325
1739209630.212948;-38.13080360867914
1739209630.2129529;-38.13080360867914
1739209630.2129574;-45.120503652039325
1739209630.2129622;-45.120503652039325
1739209630.212967;-38.13080360867914
1739209630.2129717;-38.13080360867914
1739209630.2129765;-38.13080360867914
1739209630.2129812;-38.13080360867914
1739209630.2129858;-38.13080360867914
1739209630.2129905;-33.981070128970906
1739209630.2129953;-33.981070128970906
1739209630.213;-38.13080360867914
1739209630.2130048;-38.13080360867914
1739209630.2130096;-38.13080360867914
1739209630.2130141;-38.13080360867914
1739209630.213019;-45.120503652039325
1739209630.2130237;-38.13080360867914
1739209630.2130284;-31.141103565318915
1739209630.2130332;-33.981070128970906
1739209630.213038;-38.13080360867914
1739209630.2130425;-45.120503652039325
1739209630.2130473;-38.13080360867914
1739209630.213052;-45.120503652039325
1739209630.2130568;-38.13080360867914
1739209630.2130616;-32.816014438256545
1739209630.2130663;-31.141103565318915
1739209630.213071;-33.981070128970906
1739209630.2130756;-38.13080360867914
1739209630.2130804;-38.13080360867914
1739209630.2130852;-38.13080360867914
1739209630.21309;-45.120503652039325
1739209630.2130947;-38.13080360867914
1739209630.2130995;-35.57807855764607
1739209630.213104;-38.13080360867914
1739209630.2131088;-38.13080360867914
1739209630.2131135;-45.120503652039325
1739209630.2131183;-32.816014438256545
1739209630.213123;-35.57807855764607
1739209630.2131279;-45.120503652039325
1739209630.2131324;-38.13080360867914
1739209630.2131371;-33.981070128970906
1739209630.213142;-38.13080360867914
1739209630.2131467;-45.120503652039325
1739209630.2131515;-38.13080360867914
1739209630.2131562;-35.57807855764607
1739209630.213161;-35.57807855764607
1739209630.2131655;-45.120503652039325
1739209630.2131703;-45.120503652039325
1739209630.213175;-35.57807855764607
1739209630.2131798;-38.13080360867914
1739209630.2131846;-45.120503652039325
1739209630.2131894;-45.120503652039325
1739209630.213194;-33.981070128970906
1739209630.2131987;-45.120503652039325
1739209630.2132034;-38.13080360867914
1739209630.2132082;-33.981070128970906
1739209630.213213;-45.120503652039325
1739209630.2132177;-45.120503652039325
1739209630.2132223;-38.13080360867914
1739209630.213227;-38.13080360867914
1739209630.2132318;-45.120503652039325
1739209630.2132366;-45.120503652039325
1739209630.2132413;-45.120503652039325
1739209630.213246;-38.13080360867914
1739209630.2132506;-35.57807855764607
1739209630.2132554;-38.13080360867914
1739209630.2132602;-45.120503652039325
1739209630.213265;-38.13080360867914
1739209630.2132697;-35.57807855764607
1739209630.2132745;-38.13080360867914
1739209630.2132792;-35.57807855764607
1739209630.2132838;-35.57807855764607
1739209630.2132885;-45.120503652039325
1739209630.2132933;-33.981070128970906
1739209630.213298;-45.120503652039325
1739209630.2133029;-38.13080360867914
1739209630.2133076;-38.13080360867914
1739209630.2133121;-38.13080360867914
1739209630.213317;-38.13080360867914
1739209630.2133217;-38.13080360867914
1739209630.2133265;-38.13080360867914
1739209630.2133312;-38.13080360867914
1739209630.213336;-45.120503652039325
1739209630.2133405;-45.120503652039325
1739209630.2133453;-35.57807855764607
1739209630.21335;-35.57807855764607
1739209630.2133548;-38.13080360867914
1739209630.2133596;-45.120503652039325
1739209630.2133644;-38.13080360867914
1739209630.2133691;-45.120503652039325
1739209630.2133737;-35.57807855764607
1739209630.2133784;-35.57807855764607
1739209630.2133832;-38.13080360867914
1739209630.213388;-45.120503652039325
1739209630.2133927;-38.13080360867914
1739209630.2133975;-35.57807855764607
1739209630.213402;-45.120503652039325
1739209630.2134068;-38.13080360867914
1739209630.2134116;-45.120503652039325
1739209630.2134163;-45.120503652039325
1739209630.213421;-38.13080360867914
1739209630.2134259;-38.13080360867914
1739209630.2134304;-45.120503652039325
1739209630.2134352;-45.120503652039325
1739209630.21344;-33.981070128970906
1739209630.2134447;-38.13080360867914
1739209630.2134495;-33.981070128970906
1739209630.2134542;-35.57807855764607
1739209630.2134588;-38.13080360867914
1739209630.2134635;-38.13080360867914
1739209630.2134683;-38.13080360867914
1739209630.213473;-38.13080360867914
1739209630.2134778;-38.13080360867914
1739209630.2134826;-35.57807855764607
1739209630.2134874;-45.120503652039325
1739209630.213492;-45.120503652039325
1739209630.2134967;-35.57807855764607
1739209630.2135015;-35.57807855764607
1739209630.2135062;-45.120503652039325
1739209630.213511;-38.13080360867914
1739209630.2135158;-38.13080360867914
1739209630.2135203;-33.981070128970906
1739209630.213525;-45.120503652039325
1739209630.2135298;-45.120503652039325
1739209630.2135346;-32.816014438256545
1739209630.2135394;-45.120503652039325
1739209630.2135441;-35.57807855764607
1739209630.2135487;-38.13080360867914
1739209630.2135534;-38.13080360867914
1739209630.2135582;-45.120503652039325
1739209630.213563;-38.13080360867914
1739209630.2135677;-32.816014438256545
1739209630.2135725;-38.13080360867914
1739209630.2135773;-38.13080360867914
1739209630.2135818;-45.120503652039325
1739209630.2135866;-45.120503652039325
1739209630.2135913;-38.13080360867914
1739209630.213596;-33.981070128970906
1739209630.2136009;-45.120503652039325
1739209630.2136056;-33.981070128970956
1739209630.2136102;-33.981070128970906
1739209630.213615;-38.13080360867914
1739209630.2136197;-45.120503652039325
1739209630.2136245;-45.120503652039325
1739209630.2136292;-38.13080360867914
1739209630.213634;-45.120503652039325
1739209630.2136385;-38.13080360867914
1739209630.2136433;-28.992665084841942
1739209630.213648;-45.120503652039325
1739209630.2136528;-45.120503652039325
1739209630.2136576;-45.120503652039325
1739209630.2136624;-38.13080360867914
1739209630.213667;-45.120503652039325
1739209630.2136717;-38.13080360867914
1739209630.2136765;-35.57807855764607
1739209630.2136812;-35.57807855764607
1739209630.213686;-45.120503652039325
1739209630.2136908;-35.57807855764607
1739209630.2136955;-33.981070128970906
1739209630.2137;-45.120503652039325
1739209630.2137048;-45.120503652039325
1739209630.2137096;-45.120503652039325
1739209630.2137144;-45.120503652039325
1739209630.2137191;-38.13080360867914
1739209630.213724;-38.13080360867914
1739209630.2137284;-45.120503652039325
1739209630.2137332;-45.120503652039325
1739209630.213738;-38.13080360867914
1739209630.2137427;-45.120503652039325
1739209630.2137475;-38.13080360867914
1739209630.2137523;-38.13080360867914
1739209630.2137568;-28.992665084841942
1739209630.2137616;-38.13080360867914
1739209630.2137663;-45.120503652039325
1739209630.213771;-45.120503652039325
1739209630.2137759;-35.57807855764607
1739209630.2137806;-38.13080360867914
1739209630.2137852;-38.13080360867914
1739209630.21379;-45.120503652039325
1739209630.2137947;-31.14110356531892
1739209630.2137995;-38.13080360867914
1739209630.2138042;-33.981070128970906
1739209630.213809;-45.120503652039325
1739209630.2138138;-45.120503652039325
1739209630.2138183;-35.57807855764607
1739209630.213823;-38.13080360867914
1739209630.2138278;-45.120503652039325
1739209630.2138326;-28.992665084841942
1739209630.2138374;-38.13080360867914
1739209630.2138422;-45.120503652039325
1739209630.2138467;-38.13080360867914
1739209630.2138515;-38.13080360867914
1739209630.2138562;-32.816014438256545
1739209630.213861;-38.13080360867914
1739209630.2138658;-45.120503652039325
1739209630.2138705;-33.981070128970906
1739209630.213875;-38.13080360867914
1739209630.2138798;-38.13080360867914
1739209630.2138846;-38.13080360867914
1739209630.2138894;-38.13080360867914
1739209630.2138941;-38.13080360867914
1739209630.213899;-45.120503652039325
1739209630.2139037;-45.120503652039325
1739209630.2139082;-45.120503652039325
1739209630.213913;-38.13080360867914
1739209630.2139177;-45.120503652039325
1739209630.2139225;-38.13080360867914
1739209630.2139273;-38.13080360867914
1739209630.213932;-33.981070128970906
1739209630.2139366;-45.120503652039325
1739209630.2139413;-45.120503652039325
1739209630.213946;-45.120503652039325
1739209630.2139509;-45.120503652039325
1739209630.2139556;-45.120503652039325
1739209630.2139604;-45.120503652039325
1739209630.213965;-38.13080360867914
1739209630.2139697;-38.13080360867914
1739209630.2139745;-45.120503652039325
1739209630.2139792;-38.13080360867914
1739209630.213984;-33.981070128970906
1739209630.2139888;-45.120503652039325
1739209630.2139933;-45.120503652039325
1739209630.213998;-45.120503652039325
1739209630.2140028;-38.13080360867914
1739209630.2140076;-45.120503652039325
1739209630.2140124;-33.981070128970906
1739209630.2140172;-33.981070128970906
1739209630.214022;-45.120503652039325
1739209630.2140265;-38.13080360867914
1739209630.2140312;-38.13080360867914
1739209630.214036;-45.120503652039325
1739209630.2140408;-45.120503652039325
1739209630.2140455;-32.816014438256545
1739209630.2140503;-38.13080360867914
1739209630.2140548;-38.13080360867914
1739209630.2140596;-38.13080360867914
1739209630.2140644;-38.13080360867914
1739209630.2140691;-33.981070128970906
1739209630.214074;-38.13080360867914
1739209630.2140787;-45.120503652039325
1739209630.2140832;-45.120503652039325
1739209630.214088;-38.13080360867914
1739209630.2140927;-45.120503652039325
1739209630.2140975;-45.120503652039325
1739209630.2141023;-38.13080360867914
1739209630.214107;-35.57807855764607
1739209630.2141118;-45.120503652039325
1739209630.2141163;-45.120503652039325
1739209630.214121;-35.57807855764607
1739209630.2141259;-33.981070128970906
1739209630.2141306;-38.13080360867914
1739209630.2141354;-38.13080360867914
1739209630.2141402;-32.816014438256545
1739209630.2141447;-35.57807855764607
1739209630.2141495;-45.120503652039325
1739209630.2141542;-45.120503652039325
1739209630.214159;-45.120503652039325
1739209630.2141638;-45.120503652039325
1739209630.2141685;-45.120503652039325
1739209630.214173;-38.13080360867914
1739209630.2141778;-45.120503652039325
1739209630.2141826;-45.120503652039325
1739209630.2141874;-45.120503652039325
1739209630.2141922;-45.120503652039325
1739209630.214197;-45.120503652039325
1739209630.2142015;-45.120503652039325
1739209630.2142062;-45.120503652039325
1739209630.214211;-45.120503652039325
1739209630.2142158;-35.57807855764607
1739209630.2142205;-38.13080360867914
1739209630.2142253;-35.57807855764607
1739209630.21423;-35.57807855764607
1739209630.2142346;-38.13080360867914
1739209630.2142394;-35.57807855764607
1739209630.2142441;-38.13080360867914
1739209630.214249;-38.13080360867914
1739209630.2142537;-45.120503652039325
1739209630.2142584;-45.120503652039325
1739209630.214263;-38.13080360867914
1739209630.2142677;-38.13080360867914
1739209630.2142725;-45.120503652039325
1739209630.2142773;-45.120503652039325
1739209630.214282;-45.120503652039325
1739209630.2142868;-45.120503652039325
1739209630.2142913;-45.120503652039325
1739209630.214296;-45.120503652039325
1739209630.2143009;-45.120503652039325
1739209630.2143056;-38.13080360867914
1739209630.2143104;-38.13080360867914
1739209630.2143152;-35.57807855764607
1739209630.21432;-45.120503652039325
1739209630.2143245;-45.120503652039325
1739209630.2143292;-35.57807855764607
1739209630.214334;-38.13080360867914
1739209630.2143388;-45.120503652039325
1739209630.2143435;-38.13080360867914
1739209630.2143483;-45.120503652039325
1739209630.2143528;-45.120503652039325
1739209630.2143576;-45.120503652039325
1739209630.2143624;-45.120503652039325
1739209630.2143672;-45.120503652039325
1739209630.214372;-45.120503652039325
1739209630.2143767;-38.13080360867914
1739209630.2143812;-45.120503652039325
1739209630.214386;-45.120503652039325
1739209630.2143908;-45.120503652039325
1739209630.2143955;-35.57807855764607
1739209630.2144003;-38.13080360867914
1739209630.214405;-29.438486411369333
1739209630.2144096;-27.8777449560314
1739209630.2144144;-35.57807855764607
1739209630.2144191;-35.57807855764607
1739209630.214424;-35.57807855764607
1739209630.2144287;-35.57807855764607
1739209630.2144334;-45.120503652039325
1739209630.2144382;-38.13080360867914
1739209630.2144427;-45.120503652039325
1739209630.2144475;-45.120503652039325
1739209630.2144523;-35.57807855764607
1739209630.214457;-35.57807855764607
1739209630.2144618;-45.120503652039325
1739209630.2144666;-45.120503652039325
1739209630.214471;-32.816014438256545
1739209630.2144759;-45.120503652039325
1739209630.2144806;-45.120503652039325
1739209630.2144854;-38.13080360867914
1739209630.2144902;-45.120503652039325
1739209630.214495;-38.13080360867914
1739209630.2144995;-38.13080360867914
1739209630.2145042;-45.120503652039325
1739209630.214509;-38.13080360867914
1739209630.2145138;-45.120503652039325
1739209630.2145185;-35.57807855764607
1739209630.2145233;-32.816014438256545
1739209630.214528;-45.120503652039325
1739209630.2145326;-45.120503652039325
1739209630.2145374;-45.120503652039325
1739209630.2145422;-38.13080360867914
1739209630.214547;-45.120503652039325
1739209630.2145517;-45.120503652039325
1739209630.2145565;-45.120503652039325
1739209630.214561;-45.120503652039325
1739209630.2145658;-45.120503652039325
1739209630.2145705;-38.13080360867914
1739209630.2145753;-38.13080360867914
1739209630.21458;-45.120503652039325
1739209630.2145848;-45.120503652039325
1739209630.2145894;-45.120503652039325
1739209630.2145941;-38.13080360867914
1739209630.214599;-27.267205301931607
1739209630.2146037;-38.13080360867914
1739209630.2146084;-38.13080360867914
1739209630.2146132;-35.57807855764607
1739209630.2146177;-33.981070128970906
1739209630.2146225;-45.120503652039325
1739209630.2146273;-45.120503652039325
1739209630.214632;-45.120503652039325
1739209630.2146368;-30.49652367304976
1739209630.2146416;-45.120503652039325
1739209630.2146463;-45.120503652039325
1739209630.2146509;-45.120503652039325
1739209630.2146556;-45.120503652039325
1739209630.2146604;-45.120503652039325
1739209630.2146652;-45.120503652039325
1739209630.21467;-38.13080360867914
1739209630.2146747;-31.141103565318915
1739209630.2146792;-38.13080360867914
1739209630.214684;-38.13080360867914
1739209630.2146888;-45.120503652039325
1739209630.2146935;-33.981070128970906
1739209630.2146983;-38.13080360867914
1739209630.214703;-38.13080360867914
1739209630.2147076;-38.13080360867914
1739209630.2147124;-29.438486411369347
1739209630.2147171;-38.13080360867914
1739209630.214722;-38.13080360867914
1739209630.2147267;-45.120503652039325
1739209630.2147315;-45.120503652039325
1739209630.2147362;-45.120503652039325
1739209630.2147408;-45.120503652039325
1739209630.2147455;-33.981070128970906
1739209630.2147503;-28.992665084841942
1739209630.214755;-38.13080360867914
1739209630.2147598;-38.13080360867914
1739209630.2147646;-45.120503652039325
1739209630.2147691;-38.13080360867914
1739209630.214774;-38.13080360867914
1739209630.2147787;-38.13080360867914
1739209630.2147834;-32.816014438256545
1739209630.2147882;-31.141103565318915
1739209630.214793;-38.13080360867914
1739209630.2147975;-38.13080360867914
1739209630.2148023;-38.13080360867914
1739209630.214807;-38.13080360867914
1739209630.2148118;-45.120503652039325
1739209630.2148166;-38.13080360867914
1739209630.2148213;-45.120503652039325
1739209630.2148259;-38.13080360867914
1739209630.2148306;-45.120503652039325
1739209630.2148354;-38.13080360867914
1739209630.2148402;-38.13080360867914
1739209630.214845;-45.120503652039325
1739209630.2148497;-45.120503652039325
1739209630.2148545;-38.13080360867914
1739209630.214859;-45.120503652039325
1739209630.2148638;-45.120503652039325
1739209630.2148685;-35.57807855764607
1739209630.2148733;-38.13080360867914
1739209630.214878;-38.13080360867914
1739209630.2148829;-33.981070128970906
1739209630.2148874;-45.120503652039325
1739209630.2148921;-45.120503652039325
1739209630.214897;-38.13080360867914
1739209630.2149017;-35.57807855764607
1739209630.2149065;-45.120503652039325
1739209630.2149112;-45.120503652039325
1739209630.2149158;-45.120503652039325
1739209630.2149205;-38.13080360867914
1739209630.2149253;-45.120503652039325
1739209630.21493;-45.120503652039325
1739209630.2149348;-45.120503652039325
1739209630.2149396;-38.13080360867914
1739209630.2149444;-38.13080360867914
1739209630.214949;-38.13080360867914
1739209630.2149537;-45.120503652039325
1739209630.2149584;-45.120503652039325
1739209630.2149632;-45.120503652039325
1739209630.214968;-38.13080360867914
1739209630.2149727;-38.13080360867914
1739209630.2149773;-38.13080360867914
1739209630.214982;-38.13080360867914
1739209630.2149868;-38.13080360867914
1739209630.2149916;-45.120503652039325
1739209630.2149963;-38.13080360867914
1739209630.215001;-38.13080360867914
1739209630.2150056;-45.120503652039325
1739209630.2150104;-38.13080360867914
1739209630.2150152;-45.120503652039325
1739209630.21502;-38.13080360867914
1739209630.2150247;-38.13080360867914
1739209630.2150295;-45.120503652039325
1739209630.215034;-45.120503652039325
1739209630.2150388;-33.981070128970906
1739209630.2150435;-35.57807855764607
1739209630.2150483;-38.13080360867914
1739209630.215053;-38.13080360867914
1739209630.2150578;-33.981070128970906
1739209630.2150626;-38.13080360867914
1739209630.2150671;-38.13080360867914
1739209630.215072;-35.57807855764607
