CAN Message; 0x39:00a4365b7c0a3a05
1739209628.365495;-33.981070128970906
1739209628.365505;-33.981070128970906
1739209628.365515;-38.13080360867914
1739209628.3655252;-45.120503652039325
1739209628.3655353;-45.120503652039325
1739209628.3655453;-45.120503652039325
1739209628.3655553;-45.120503652039325
1739209628.3655653;-45.120503652039325
1739209628.3655753;-31.141103565318915
1739209628.3655856;-33.981070128970906
1739209628.3655956;-45.120503652039325
1739209628.3656056;-38.13080360867914
1739209628.3656156;-38.13080360867914
1739209628.3656256;-45.120503652039325
1739209628.3656356;-45.120503652039325
1739209628.365646;-38.13080360867914
1739209628.365656;-32.816014438256545
1739209628.365666;-31.141103565318915
1739209628.365676;-45.120503652039325
1739209628.365686;-45.120503652039325
1739209628.3656962;-45.120503652039325
1739209628.3657062;-45.120503652039325
1739209628.3657162;-35.57807855764607
1739209628.3657262;-38.13080360867914
1739209628.3657362;-38.13080360867914
1739209628.3657463;-45.120503652039325
1739209628.3657565;-45.120503652039325
1739209628.3657665;-33.981070128970906
1739209628.3657765;-38.13080360867914
1739209628.3657866;-38.13080360867914
1739209628.3657966;-45.120503652039325
1739209628.3658066;-38.13080360867914
1739209628.3658168;-38.13080360867914
1739209628.3658268;-38.13080360867914
1739209628.3658369;-35.57807855764607
1739209628.3658469;-38.13080360867914
1739209628.365857;-38.13080360867914
1739209628.365867;-38.13080360867914
1739209628.3658772;-38.13080360867914
1739209628.3658872;-45.120503652039325
1739209628.3658972;-38.13080360867914
1739209628.3659072;-38.13080360867914
1739209628.3659172;-45.120503652039325
1739209628.3659275;-38.13080360867914
1739209628.3659375;-38.13080360867914
1739209628.3659475;-45.120503652039325
1739209628.3659575;-45.120503652039325
1739209628.3659675;-33.981070128970906
1739209628.3659775;-38.13080360867914
1739209628.3659878;-38.13080360867914
1739209628.3659978;-38.13080360867914
1739209628.3660078;-35.57807855764607
1739209628.3660178;-38.13080360867914
1739209628.3660278;-45.120503652039325
1739209628.3660378;-38.13080360867914
1739209628.366048;-38.13080360867914
1739209628.366058;-35.57807855764607
1739209628.3660681;-38.13080360867914
1739209628.3660781;-45.120503652039325
1739209628.3660882;-38.13080360867914
1739209628.3660982;-38.13080360867914
1739209628.3661084;-45.120503652039325
1739209628.3661184;-45.120503652039325
1739209628.3661284;-35.57807855764607
1739209628.3661385;-38.13080360867914
1739209628.3661485;-38.13080360867914
1739209628.3661585;-45.120503652039325
1739209628.3661687;-45.120503652039325
1739209628.3661788;-38.13080360867914
1739209628.3661888;-38.13080360867914
1739209628.3661988;-38.13080360867914
1739209628.3662088;-38.13080360867914
1739209628.366219;-38.13080360867914
1739209628.366229;-45.120503652039325
1739209628.366239;-38.13080360867914
1739209628.366249;-45.120503652039325
1739209628.366259;-38.13080360867914
1739209628.366269;-38.13080360867914
1739209628.3662794;-35.57807855764607
1739209628.3662894;-38.13080360867914
1739209628.3662994;-35.57807855764607
1739209628.3663094;-45.120503652039325
1739209628.3663194;-45.120503652039325
1739209628.3663294;-45.120503652039325
1739209628.3663397;-45.120503652039325
1739209628.3663497;-38.13080360867914
1739209628.3663597;-45.120503652039325
1739209628.3663697;-45.120503652039325
1739209628.3663797;-45.120503652039325
1739209628.3663898;-38.13080360867914
1739209628.3664;-32.816014438256545
1739209628.36641;-38.13080360867914
1739209628.36642;-45.120503652039325
1739209628.36643;-38.13080360867914
1739209628.36644;-38.13080360867914
1739209628.36645;-38.13080360867914
1739209628.3664603;-38.13080360867914
1739209628.3664703;-45.120503652039325
1739209628.3664804;-45.120503652039325
1739209628.3664904;-38.13080360867914
1739209628.3665004;-38.13080360867914
1739209628.3665106;-45.120503652039325
1739209628.3665206;-45.120503652039325
1739209628.3665307;-38.13080360867914
1739209628.3665407;-38.13080360867914
1739209628.3665507;-38.13080360867914
1739209628.3665607;-33.981070128970906
1739209628.366571;-38.13080360867914
1739209628.366581;-45.120503652039325
1739209628.366591;-38.13080360867914
1739209628.366601;-35.57807855764607
1739209628.366611;-38.13080360867914
1739209628.366621;-38.13080360867914
1739209628.3666313;-45.120503652039325
1739209628.3666413;-45.120503652039325
1739209628.3666513;-45.120503652039325
1739209628.3666613;-38.13080360867914
1739209628.3666713;-45.120503652039325
1739209628.3666813;-45.120503652039325
1739209628.3666916;-38.13080360867914
1739209628.3667016;-33.981070128970906
1739209628.3667116;-45.120503652039325
1739209628.3667216;-38.13080360867914
1739209628.3667316;-38.13080360867914
1739209628.366742;-38.13080360867914
1739209628.366752;-38.13080360867914
1739209628.366762;-45.120503652039325
1739209628.366772;-38.13080360867914
1739209628.366782;-38.13080360867914
1739209628.366792;-33.981070128970906
1739209628.3668022;-28.58837851428586
1739209628.3668122;-45.120503652039325
1739209628.3668222;-32.816014438256545
1739209628.3668323;-45.120503652039325
1739209628.3668423;-38.13080360867914
1739209628.3668523;-33.981070128970906
1739209628.3668625;-45.120503652039325
1739209628.3668725;-45.120503652039325
1739209628.3668826;-33.981070128970956
1739209628.3668926;-33.981070128970906
1739209628.3669026;-35.57807855764607
1739209628.3669126;-45.120503652039325
1739209628.3669229;-45.120503652039325
1739209628.3669329;-35.57807855764607
1739209628.366943;-38.13080360867914
1739209628.366953;-38.13080360867914
1739209628.366963;-45.120503652039325
1739209628.366973;-45.120503652039325
1739209628.3669832;-38.13080360867914
1739209628.3669932;-38.13080360867914
1739209628.3670032;-45.120503652039325
1739209628.3670132;-45.120503652039325
1739209628.3670232;-45.120503652039325
1739209628.3670335;-38.13080360867914
1739209628.3670435;-31.141103565318915
1739209628.3670535;-45.120503652039325
1739209628.3670635;-45.120503652039325
1739209628.3670735;-45.120503652039325
1739209628.3670835;-38.13080360867914
1739209628.3670938;-45.120503652039325
1739209628.3671038;-38.13080360867914
1739209628.3671138;-38.13080360867914
1739209628.3671238;-30.49652367304976
1739209628.3671339;-38.13080360867914
1739209628.3671439;-33.981070128970906
1739209628.3671541;-38.13080360867914
1739209628.3671641;-45.120503652039325
1739209628.3671741;-38.13080360867914
1739209628.3671842;-35.57807855764607
1739209628.3671942;-45.120503652039325
1739209628.3672042;-31.141103565318915
1739209628.3672144;-38.13080360867914
1739209628.3672245;-38.13080360867914
1739209628.3672345;-45.120503652039325
1739209628.3672445;-38.13080360867914
1739209628.3672545;-38.13080360867914
1739209628.3672645;-35.57807855764607
1739209628.3672748;-38.13080360867914
1739209628.3672848;-38.13080360867914
1739209628.3672948;-38.13080360867914
1739209628.3673048;-45.120503652039325
1739209628.3673148;-45.120503652039325
1739209628.367325;-38.13080360867914
1739209628.367335;-35.57807855764607
1739209628.367345;-38.13080360867914
1739209628.367355;-45.120503652039325
1739209628.3673651;-38.13080360867914
1739209628.3673751;-38.13080360867914
1739209628.3673854;-45.120503652039325
1739209628.3673954;-45.120503652039325
1739209628.3674054;-45.120503652039325
1739209628.3674154;-45.120503652039325
1739209628.3674254;-38.13080360867914
1739209628.3674355;-38.13080360867914
1739209628.3674457;-38.13080360867914
1739209628.3674557;-35.57807855764607
1739209628.3674657;-38.13080360867914
1739209628.3674757;-38.13080360867914
1739209628.3674858;-38.13080360867914
1739209628.3674958;-30.49652367304973
1739209628.367506;-38.13080360867914
1739209628.367516;-38.13080360867914
1739209628.367526;-38.13080360867914
1739209628.367536;-38.13080360867914
1739209628.367546;-33.981070128970906
1739209628.3675563;-45.120503652039325
1739209628.3675663;-45.120503652039325
1739209628.3675764;-45.120503652039325
1739209628.3675864;-45.120503652039325
1739209628.3675964;-45.120503652039325
1739209628.3676064;-38.13080360867914
1739209628.3676167;-35.57807855764607
1739209628.3676267;-45.120503652039325
1739209628.3676367;-45.120503652039325
1739209628.3676467;-45.120503652039325
1739209628.3676567;-32.816014438256545
1739209628.3676667;-38.13080360867914
1739209628.367677;-35.57807855764607
1739209628.367687;-35.57807855764607
1739209628.367697;-38.13080360867914
1739209628.367707;-45.120503652039325
1739209628.367717;-38.13080360867914
1739209628.367727;-38.13080360867914
1739209628.3677373;-45.120503652039325
1739209628.3677473;-38.13080360867914
1739209628.3677573;-45.120503652039325
1739209628.3677673;-45.120503652039325
1739209628.3677773;-45.120503652039325
1739209628.3677874;-38.13080360867914
1739209628.3677976;-38.13080360867914
1739209628.3678076;-45.120503652039325
1739209628.3678176;-33.981070128970906
1739209628.3678277;-38.13080360867914
1739209628.3678377;-33.981070128970906
1739209628.367848;-38.13080360867914
1739209628.367858;-35.57807855764607
1739209628.367868;-31.141103565318915
1739209628.367878;-38.13080360867914
1739209628.367888;-45.120503652039325
1739209628.367898;-32.816014438256545
1739209628.3679082;-38.13080360867914
1739209628.3679183;-45.120503652039325
1739209628.3679283;-38.13080360867914
1739209628.3679383;-45.120503652039325
1739209628.3679483;-45.120503652039325
1739209628.3679583;-35.57807855764607
1739209628.3679686;-45.120503652039325
1739209628.3679786;-45.120503652039325
1739209628.3679886;-38.13080360867914
1739209628.3679986;-45.120503652039325
1739209628.3680086;-45.120503652039325
1739209628.3680186;-35.57807855764607
1739209628.3680289;-38.13080360867914
1739209628.368039;-45.120503652039325
1739209628.368049;-38.13080360867914
1739209628.368059;-32.816014438256545
1739209628.368069;-35.57807855764607
1739209628.368079;-45.120503652039325
1739209628.3680892;-45.120503652039325
1739209628.3680992;-35.57807855764607
1739209628.3681092;-35.57807855764607
1739209628.3681192;-38.13080360867914
1739209628.3681293;-38.13080360867914
1739209628.3681395;-45.120503652039325
1739209628.3681495;-33.981070128970906
1739209628.3681595;-45.120503652039325
1739209628.3681695;-45.120503652039325
1739209628.3681796;-45.120503652039325
1739209628.3681896;-45.120503652039325
1739209628.3681998;-45.120503652039325
1739209628.3682098;-45.120503652039325
1739209628.3682199;-33.981070128970906
1739209628.3682299;-38.13080360867914
1739209628.3682399;-35.57807855764607
1739209628.36825;-38.13080360867914
1739209628.3682601;-32.816014438256545
1739209628.3682702;-31.141103565318893
1739209628.3682802;-45.120503652039325
1739209628.3682902;-38.13080360867914
1739209628.3683002;-38.13080360867914
1739209628.3683102;-38.13080360867914
1739209628.3683205;-45.120503652039325
1739209628.3683305;-38.13080360867914
1739209628.3683405;-45.120503652039325
1739209628.3683505;-45.120503652039325
1739209628.3683605;-45.120503652039325
1739209628.3683708;-45.120503652039325
1739209628.3683808;-38.13080360867914
1739209628.3683908;-45.120503652039325
1739209628.3684008;-45.120503652039325
1739209628.3684108;-45.120503652039325
1739209628.3684208;-31.141103565318893
1739209628.368431;-29.438486411369333
1739209628.368441;-45.120503652039325
1739209628.368451;-45.120503652039325
1739209628.3684611;-38.13080360867914
1739209628.3684711;-35.57807855764607
1739209628.3684812;-45.120503652039325
1739209628.3684914;-45.120503652039325
1739209628.3685014;-45.120503652039325
1739209628.3685114;-38.13080360867914
1739209628.3685215;-45.120503652039325
1739209628.3685315;-38.13080360867914
1739209628.3685415;-38.13080360867914
1739209628.3685517;-45.120503652039325
1739209628.3685617;-45.120503652039325
1739209628.3685718;-45.120503652039325
1739209628.3685818;-35.57807855764607
1739209628.3685918;-32.816014438256545
1739209628.3686018;-35.57807855764607
1739209628.368612;-38.13080360867914
1739209628.368622;-35.57807855764607
1739209628.368632;-35.57807855764607
1739209628.368642;-45.120503652039325
1739209628.368652;-45.120503652039325
1739209628.3686624;-38.13080360867914
1739209628.3686724;-38.13080360867914
1739209628.3686824;-45.120503652039325
1739209628.3686924;-38.13080360867914
1739209628.3687024;-38.13080360867914
1739209628.3687124;-45.120503652039325
1739209628.3687227;-45.120503652039325
1739209628.3687327;-45.120503652039325
1739209628.3687427;-45.120503652039325
1739209628.3687527;-38.13080360867914
1739209628.3687627;-45.120503652039325
1739209628.3687727;-45.120503652039325
1739209628.368783;-45.120503652039325
1739209628.368793;-45.120503652039325
1739209628.368803;-38.13080360867914
1739209628.368813;-45.120503652039325
1739209628.368823;-32.816014438256545
1739209628.368833;-26.991370085610722
1739209628.3688433;-45.120503652039325
1739209628.3688533;-45.120503652039325
1739209628.3688633;-32.816014438256545
1739209628.3688734;-31.141103565318915
1739209628.3688834;-38.13080360867914
1739209628.3688934;-38.13080360867914
1739209628.3689036;-45.120503652039325
1739209628.3689137;-38.13080360867914
1739209628.3689237;-45.120503652039325
1739209628.3689337;-45.120503652039325
1739209628.3689437;-38.13080360867914
1739209628.368954;-45.120503652039325
1739209628.368964;-38.13080360867914
1739209628.368974;-45.120503652039325
1739209628.368984;-45.120503652039325
1739209628.368994;-28.992665084841942
1739209628.369004;-38.13080360867914
1739209628.3690143;-38.13080360867914
1739209628.3690243;-38.13080360867914
1739209628.3690343;-38.13080360867914
1739209628.3690443;-45.120503652039325
1739209628.3690543;-45.120503652039325
1739209628.3690643;-35.57807855764607
1739209628.3690746;-38.13080360867914
1739209628.3690846;-45.120503652039325
1739209628.3690946;-45.120503652039325
1739209628.3691046;-38.13080360867914
1739209628.3691146;-38.13080360867914
1739209628.3691247;-45.120503652039325
1739209628.369135;-45.120503652039325
1739209628.369145;-32.816014438256545
1739209628.369155;-38.13080360867914
1739209628.369165;-45.120503652039325
1739209628.369175;-38.13080360867914
1739209628.3691852;-38.13080360867914
1739209628.3691952;-45.120503652039325
1739209628.3692052;-45.120503652039325
1739209628.3692153;-45.120503652039325
1739209628.3692253;-45.120503652039325
1739209628.3692353;-38.13080360867914
1739209628.3692455;-35.57807855764607
1739209628.3692555;-35.57807855764607
1739209628.3692656;-38.13080360867914
1739209628.3692756;-38.13080360867914
1739209628.3692856;-38.13080360867914
1739209628.3692956;-38.13080360867914
1739209628.3693058;-38.13080360867914
1739209628.3693159;-45.120503652039325
1739209628.3693259;-45.120503652039325
1739209628.369336;-38.13080360867914
1739209628.369346;-38.13080360867914
1739209628.369356;-45.120503652039325
1739209628.3693662;-38.13080360867914
1739209628.3693762;-38.13080360867914
1739209628.3693862;-45.120503652039325
1739209628.3693962;-38.13080360867914
1739209628.3694062;-38.13080360867914
1739209628.3694162;-45.120503652039325
1739209628.3694265;-38.13080360867914
1739209628.3694365;-38.13080360867914
1739209628.3694465;-32.816014438256545
1739209628.3694565;-45.120503652039325
1739209628.3694665;-38.13080360867914
1739209628.3694768;-45.120503652039325
1739209628.3694868;-45.120503652039325
1739209628.3694968;-45.120503652039325
1739209628.3695068;-38.13080360867914
1739209628.3695168;-45.120503652039325
1739209628.3695269;-45.120503652039325
1739209628.369537;-45.120503652039325
1739209628.3695471;-45.120503652039325
1739209628.3695571;-45.120503652039325
1739209628.3695672;-45.120503652039325
1739209628.3695772;-38.13080360867914
1739209628.3695872;-35.57807855764607
1739209628.3695974;-35.57807855764607
1739209628.3696074;-38.13080360867914
1739209628.3696175;-45.120503652039325
1739209628.3696275;-45.120503652039325
1739209628.3696375;-38.13080360867914
1739209628.3696475;-38.13080360867914
1739209628.3696578;-45.120503652039325
1739209628.3696678;-33.981070128970906
1739209628.3696778;-38.13080360867914
1739209628.3696878;-38.13080360867914
1739209628.3696978;-38.13080360867914
1739209628.369708;-45.120503652039325
1739209628.369718;-38.13080360867914
1739209628.369728;-45.120503652039325
1739209628.369738;-45.120503652039325
1739209628.369748;-38.13080360867914
1739209628.3697581;-38.13080360867914
1739209628.3697684;-45.120503652039325
1739209628.3697784;-45.120503652039325
1739209628.3697884;-38.13080360867914
1739209628.3697984;-45.120503652039325
1739209628.3698084;-32.816014438256545
1739209628.3698184;-38.13080360867914
1739209628.3698287;-35.57807855764607
1739209628.3698387;-35.57807855764607
1739209628.3698487;-38.13080360867914
1739209628.3698587;-38.13080360867914
1739209628.3698688;-45.120503652039325
1739209628.3698788;-45.120503652039325
1739209628.369889;-38.13080360867914
1739209628.369899;-32.816014438256545
1739209628.369909;-38.13080360867914
1739209628.369919;-38.13080360867914
1739209628.369929;-38.13080360867914
1739209628.369939;-45.120503652039325
1739209628.3699493;-45.120503652039325
1739209628.3699594;-45.120503652039325
1739209628.3699694;-45.120503652039325
1739209628.3699794;-45.120503652039325
1739209628.3699894;-38.13080360867914
1739209628.3699996;-38.13080360867914
1739209628.3700097;-45.120503652039325
1739209628.3700197;-45.120503652039325
1739209628.3700297;-38.13080360867914
1739209628.3700397;-45.120503652039325
1739209628.3700497;-28.21854285175415
1739209628.37006;-31.141103565318893
1739209628.37007;-45.120503652039325
1739209628.37008;-38.13080360867914
1739209628.37009;-45.120503652039325
1739209628.3701;-35.57807855764607
1739209628.37011;-45.120503652039325
1739209628.3701203;-38.13080360867914
1739209628.3701303;-38.13080360867914
1739209628.3701403;-45.120503652039325
1739209628.3701503;-38.13080360867914
1739209628.3701603;-38.13080360867914
1739209628.3701704;-45.120503652039325
1739209628.3701806;-45.120503652039325
1739209628.3701906;-35.57807855764607
1739209628.3702006;-45.120503652039325
1739209628.3702106;-35.57807855764607
1739209628.3702207;-35.57807855764607
1739209628.3702307;-45.120503652039325
1739209628.370241;-45.120503652039325
1739209628.370251;-38.13080360867914
1739209628.370261;-45.120503652039325
1739209628.370271;-45.120503652039325
1739209628.370281;-38.13080360867914
1739209628.3702912;-38.13080360867914
1739209628.3703012;-32.816014438256545
1739209628.3703113;-45.120503652039325
1739209628.3703213;-45.120503652039325
1739209628.3703313;-45.120503652039325
1739209628.3703413;-38.13080360867914
1739209628.3703516;-38.13080360867914
1739209628.3703616;-45.120503652039325
1739209628.3703716;-45.120503652039325
1739209628.3703816;-45.120503652039325
1739209628.3703916;-32.816014438256545
1739209628.3704016;-35.57807855764607
1739209628.3704119;-38.13080360867914
1739209628.370422;-45.120503652039325
1739209628.370432;-32.816014438256545
1739209628.370442;-45.120503652039325
1739209628.370452;-32.816014438256545
1739209628.370462;-27.8777449560314
1739209628.3704722;-45.120503652039325
1739209628.3704822;-38.13080360867914
1739209628.3704922;-38.13080360867914
1739209628.3705022;-38.13080360867914
1739209628.3705122;-45.120503652039325
1739209628.3705225;-45.120503652039325
1739209628.3705325;-45.120503652039325
1739209628.3705425;-38.13080360867914
1739209628.3705525;-38.13080360867914
1739209628.3705626;-38.13080360867914
1739209628.3705726;-45.120503652039325
1739209628.3705828;-45.120503652039325
1739209628.3705928;-38.13080360867914
1739209628.3706028;-45.120503652039325
1739209628.3706129;-45.120503652039325
1739209628.3706229;-45.120503652039325
1739209628.370633;-38.13080360867914
1739209628.3706431;-33.981070128970906
1739209628.3706532;-38.13080360867914
1739209628.3706632;-38.13080360867914
1739209628.3706732;-35.57807855764607
1739209628.3706832;-35.57807855764607
1739209628.3706932;-35.57807855764607
1739209628.3707035;-32.816014438256545
1739209628.3707135;-38.13080360867914
1739209628.3707235;-38.13080360867914
1739209628.3707335;-35.57807855764607
1739209628.3707435;-35.57807855764607
1739209628.3707535;-38.13080360867914
1739209628.3707638;-38.13080360867914
1739209628.3707738;-45.120503652039325
1739209628.3707838;-45.120503652039325
1739209628.3707938;-45.120503652039325
1739209628.3708038;-45.120503652039325
1739209628.370814;-45.120503652039325
1739209628.370824;-45.120503652039325
1739209628.370834;-45.120503652039325
1739209628.3708441;-45.120503652039325
1739209628.3708541;-38.13080360867914
1739209628.3708642;-31.141103565318893
1739209628.3708744;-38.13080360867914
1739209628.3708844;-38.13080360867914
1739209628.3708944;-45.120503652039325
1739209628.3709044;-33.981070128970906
1739209628.3709145;-38.13080360867914
1739209628.3709245;-38.13080360867914
1739209628.3709347;-45.120503652039325
1739209628.3709447;-45.120503652039325
1739209628.3709548;-45.120503652039325
1739209628.3709648;-45.120503652039325
1739209628.3709748;-38.13080360867914
1739209628.3709848;-38.13080360867914
1739209628.370995;-45.120503652039325
1739209628.371005;-38.13080360867914
1739209628.371015;-45.120503652039325
1739209628.371025;-38.13080360867914
1739209628.371035;-38.13080360867914
1739209628.371045;-45.120503652039325
1739209628.3710554;-33.981070128970906
1739209628.3710654;-33.981070128970906
1739209628.3710754;-45.120503652039325
1739209628.3710854;-38.13080360867914
1739209628.3710954;-38.13080360867914
1739209628.3711057;-35.57807855764607
1739209628.3711157;-38.13080360867914
1739209628.3711257;-45.120503652039325
1739209628.3711357;-38.13080360867914
1739209628.3711457;-38.13080360867914
1739209628.3711557;-45.120503652039325
1739209628.371166;-45.120503652039325
1739209628.371176;-45.120503652039325
1739209628.371186;-38.13080360867914
1739209628.371196;-38.13080360867914
1739209628.371206;-45.120503652039325
1739209628.371216;-35.57807855764607
1739209628.3712263;-35.57807855764607
1739209628.3712363;-45.120503652039325
1739209628.3712463;-38.13080360867914
1739209628.3712564;-38.13080360867914
1739209628.3712664;-35.57807855764607
1739209628.3712764;-38.13080360867914
1739209628.3712866;-45.120503652039325
1739209628.3712966;-38.13080360867914
1739209628.3713067;-35.57807855764607
1739209628.3713167;-38.13080360867914
1739209628.3713267;-45.120503652039325
1739209628.371337;-45.120503652039325
1739209628.371347;-38.13080360867914
1739209628.371357;-38.13080360867914
1739209628.371367;-45.120503652039325
1739209628.371377;-45.120503652039325
1739209628.371387;-38.13080360867914
1739209628.3713973;-38.13080360867914
1739209628.3714073;-45.120503652039325
1739209628.3714173;-38.13080360867914
1739209628.3714273;-38.13080360867914
1739209628.3714373;-38.13080360867914
1739209628.3714473;-38.13080360867914
1739209628.3714576;-38.13080360867914
1739209628.3714676;-35.57807855764607
1739209628.3714776;-45.120503652039325
1739209628.3714876;-45.120503652039325
1739209628.3714976;-45.120503652039325
1739209628.3715076;-45.120503652039325
1739209628.371518;-33.981070128970906
1739209628.371528;-38.13080360867914
1739209628.371538;-38.13080360867914
1739209628.371548;-38.13080360867914
1739209628.371558;-38.13080360867914
1739209628.371568;-38.13080360867914
1739209628.3715782;-45.120503652039325
1739209628.3715882;-38.13080360867914
1739209628.3715982;-31.141103565318943
1739209628.3716083;-45.120503652039325
1739209628.3716183;-33.981070128970906
1739209628.3716285;-38.13080360867914
1739209628.3716385;-45.120503652039325
1739209628.3716486;-45.120503652039325
1739209628.3716586;-35.57807855764607
1739209628.3716686;-35.57807855764607
1739209628.3716786;-27.267205301931607
1739209628.3716888;-38.13080360867914
1739209628.3716989;-38.13080360867914
1739209628.3717089;-38.13080360867914
1739209628.371719;-33.981070128970906
1739209628.371729;-38.13080360867914
1739209628.371739;-35.57807855764607
1739209628.3717492;-38.13080360867914
1739209628.3717592;-45.120503652039325
1739209628.3717692;-45.120503652039325
1739209628.3717792;-45.120503652039325
1739209628.3717892;-45.120503652039325
1739209628.3717992;-45.120503652039325
1739209628.3718095;-45.120503652039325
1739209628.3718195;-38.13080360867914
1739209628.3718295;-35.57807855764607
1739209628.3718395;-45.120503652039325
1739209628.3718495;-45.120503652039325
1739209628.3718596;-45.120503652039325
1739209628.3718698;-35.57807855764607
1739209628.3718798;-45.120503652039325
1739209628.3718898;-45.120503652039325
1739209628.3718998;-38.13080360867914
1739209628.3719099;-38.13080360867914
1739209628.37192;-27.8777449560314
1739209628.3719301;-31.141103565318893
1739209628.3719401;-45.120503652039325
1739209628.3719501;-45.120503652039325
1739209628.3719602;-30.49652367304973
1739209628.3719702;-35.57807855764607
1739209628.3719804;-45.120503652039325
1739209628.3719904;-35.57807855764607
1739209628.3720005;-45.120503652039325
1739209628.3720105;-38.13080360867914
1739209628.3720205;-45.120503652039325
1739209628.3720305;-45.120503652039325
1739209628.3720407;-45.120503652039325
1739209628.3720508;-38.13080360867914
1739209628.3720608;-38.13080360867914
1739209628.3720708;-45.120503652039325
1739209628.3720808;-35.57807855764607
1739209628.3720908;-35.57807855764607
1739209628.372101;-45.120503652039325
1739209628.372111;-45.120503652039325
1739209628.372121;-38.13080360867914
1739209628.372131;-45.120503652039325
1739209628.3721411;-45.120503652039325
1739209628.3721514;-45.120503652039325
1739209628.3721614;-45.120503652039325
1739209628.3721714;-45.120503652039325
1739209628.3721814;-38.13080360867914
1739209628.3721914;-38.13080360867914
1739209628.3722014;-38.13080360867914
1739209628.3722117;-38.13080360867914
1739209628.3722217;-45.120503652039325
1739209628.3722317;-45.120503652039325
1739209628.3722417;-38.13080360867914
1739209628.3722517;-38.13080360867914
1739209628.3722618;-45.120503652039325
1739209628.372272;-45.120503652039325
1739209628.372282;-45.120503652039325
1739209628.372292;-45.120503652039325
1739209628.372302;-35.57807855764607
1739209628.372312;-33.981070128970906
1739209628.372322;-38.13080360867914
1739209628.3723323;-45.120503652039325
1739209628.3723423;-45.120503652039325
1739209628.3723524;-45.120503652039325
1739209628.3723624;-38.13080360867914
1739209628.3723724;-38.13080360867914
1739209628.3723824;-45.120503652039325
1739209628.3723927;-45.120503652039325
1739209628.3724027;-45.120503652039325
1739209628.3724127;-45.120503652039325
1739209628.3724227;-35.57807855764607
1739209628.3724327;-35.57807855764607
1739209628.372443;-38.13080360867914
