CAN Message; 0x150:0000f363f056c7d2
1739209652.5913703;-38.13080360867914
1739209652.591374;-38.13080360867914
1739209652.5913775;-45.120503652039325
1739209652.591381;-45.120503652039325
1739209652.5913844;-45.120503652039325
1739209652.591388;-38.13080360867914
1739209652.5913916;-38.13080360867914
1739209652.591395;-38.13080360867914
1739209652.5913985;-38.13080360867914
1739209652.591402;-35.57807855764607
1739209652.5914056;-32.816014438256545
1739209652.591409;-45.120503652039325
1739209652.5914125;-45.120503652039325
1739209652.5914161;-35.57807855764607
1739209652.5914197;-32.816014438256545
1739209652.591423;-45.120503652039325
1739209652.5914266;-45.120503652039325
1739209652.5914302;-45.120503652039325
1739209652.5914335;-45.120503652039325
1739209652.591437;-45.120503652039325
1739209652.5914407;-38.13080360867914
1739209652.5914443;-38.13080360867914
1739209652.5914476;-38.13080360867914
1739209652.5914512;-45.120503652039325
1739209652.5914547;-45.120503652039325
1739209652.591458;-45.120503652039325
1739209652.5914617;-45.120503652039325
1739209652.5914652;-45.120503652039325
1739209652.5914688;-38.13080360867914
1739209652.5914721;-35.57807855764607
1739209652.5914757;-32.816014438256545
1739209652.5914793;-45.120503652039325
1739209652.5914826;-45.120503652039325
1739209652.5914862;-35.57807855764607
1739209652.5914898;-28.992665084841942
1739209652.5914934;-45.120503652039325
1739209652.5914967;-45.120503652039325
1739209652.5915003;-35.57807855764607
1739209652.5915039;-35.57807855764607
1739209652.5915074;-45.120503652039325
1739209652.5915108;-38.13080360867914
1739209652.5915143;-31.141103565318915
1739209652.591518;-32.81601443825658
1739209652.5915213;-45.120503652039325
1739209652.5915248;-38.13080360867914
1739209652.5915284;-33.981070128970906
1739209652.591532;-45.120503652039325
1739209652.5915353;-35.57807855764607
1739209652.591539;-35.57807855764607
1739209652.5915425;-45.120503652039325
1739209652.5915458;-27.267205301931607
1739209652.5915494;-38.13080360867914
1739209652.591553;-38.13080360867914
1739209652.5915565;-45.120503652039325
1739209652.59156;-31.141103565318915
1739209652.5915635;-45.120503652039325
1739209652.591567;-45.120503652039325
1739209652.5915704;-45.120503652039325
1739209652.591574;-45.120503652039325
1739209652.5915775;-45.120503652039325
1739209652.591581;-45.120503652039325
1739209652.5915844;-45.120503652039325
1739209652.591588;-45.120503652039325
1739209652.5915916;-45.120503652039325
1739209652.5915952;-45.120503652039325
1739209652.5915985;-45.120503652039325
1739209652.591602;-38.13080360867914
1739209652.5916057;-45.120503652039325
1739209652.591609;-45.120503652039325
1739209652.5916126;-45.120503652039325
1739209652.5916162;-38.13080360867914
1739209652.5916197;-45.120503652039325
1739209652.591623;-45.120503652039325
1739209652.5916266;-45.120503652039325
1739209652.5916302;-31.141103565318915
1739209652.5916336;-33.981070128970906
1739209652.5916371;-35.57807855764607
1739209652.5916407;-35.57807855764607
1739209652.5916443;-33.981070128970906
1739209652.5916476;-38.13080360867914
1739209652.5916512;-45.120503652039325
1739209652.5916548;-38.13080360867914
1739209652.591658;-30.49652367304973
1739209652.5916617;-38.13080360867914
1739209652.5916653;-31.141103565318915
1739209652.5916688;-38.13080360867914
1739209652.5916722;-45.120503652039325
1739209652.5916758;-38.13080360867914
1739209652.5916793;-33.981070128970906
1739209652.591683;-45.120503652039325
1739209652.5916862;-31.141103565318915
1739209652.5916898;-33.981070128970906
1739209652.5916934;-38.13080360867914
1739209652.5916967;-45.120503652039325
1739209652.5917003;-45.120503652039325
1739209652.591704;-38.13080360867914
1739209652.5917075;-45.120503652039325
1739209652.5917108;-38.13080360867914
1739209652.5917144;-33.981070128970906
1739209652.591718;-33.981070128970906
1739209652.5917213;-45.120503652039325
1739209652.5917249;-38.13080360867914
1739209652.5917284;-38.13080360867914
1739209652.591732;-45.120503652039325
1739209652.5917354;-45.120503652039325
1739209652.591739;-35.57807855764607
1739209652.5917425;-38.13080360867914
1739209652.5917459;-38.13080360867914
1739209652.5917494;-38.13080360867914
1739209652.591753;-38.13080360867914
1739209652.5917566;-38.13080360867914
1739209652.59176;-38.13080360867914
1739209652.5917635;-33.981070128970906
1739209652.591767;-45.120503652039325
1739209652.5917704;-45.120503652039325
1739209652.591774;-38.13080360867914
1739209652.5917776;-33.981070128970906
1739209652.5917811;-45.120503652039325
1739209652.5917845;-45.120503652039325
1739209652.591788;-35.57807855764607
1739209652.5917916;-38.13080360867914
1739209652.5917952;-38.13080360867914
1739209652.5917985;-33.981070128970906
1739209652.5918021;-38.13080360867914
1739209652.5918057;-45.120503652039325
1739209652.591809;-45.120503652039325
1739209652.5918126;-38.13080360867914
1739209652.5918162;-45.120503652039325
1739209652.5918198;-38.13080360867914
1739209652.591823;-33.981070128970906
1739209652.5918267;-45.120503652039325
1739209652.5918303;-45.120503652039325
1739209652.5918336;-45.120503652039325
1739209652.5918372;-38.13080360867914
1739209652.5918407;-38.13080360867914
1739209652.5918443;-35.57807855764607
1739209652.5918477;-38.13080360867914
1739209652.5918512;-45.120503652039325
1739209652.5918548;-38.13080360867914
1739209652.5918581;-38.13080360867914
1739209652.5918617;-35.57807855764607
1739209652.5918653;-38.13080360867914
1739209652.5918689;-45.120503652039325
1739209652.5918722;-33.981070128970906
1739209652.5918758;-32.816014438256545
1739209652.5918794;-45.120503652039325
1739209652.591883;-31.141103565318915
1739209652.5918863;-38.13080360867914
1739209652.5918899;-45.120503652039325
1739209652.5918934;-45.120503652039325
1739209652.5918968;-38.13080360867914
1739209652.5919003;-33.981070128970906
1739209652.591904;-38.13080360867914
1739209652.5919075;-35.57807855764607
1739209652.5919108;-45.120503652039325
1739209652.5919144;-31.141103565318893
1739209652.591918;-32.816014438256545
1739209652.5919213;-45.120503652039325
1739209652.591925;-45.120503652039325
1739209652.5919285;-33.981070128970906
1739209652.591932;-32.816014438256545
1739209652.5919354;-45.120503652039325
1739209652.591939;-38.13080360867914
1739209652.5919425;-38.13080360867914
1739209652.591946;-45.120503652039325
1739209652.5919495;-45.120503652039325
1739209652.591953;-38.13080360867914
1739209652.5919566;-38.13080360867914
1739209652.59196;-45.120503652039325
1739209652.5919635;-45.120503652039325
1739209652.591967;-45.120503652039325
1739209652.5919707;-35.57807855764607
1739209652.591974;-35.57807855764607
1739209652.5919776;-45.120503652039325
1739209652.5919812;-45.120503652039325
1739209652.5919845;-35.57807855764607
1739209652.591988;-38.13080360867914
1739209652.5919917;-45.120503652039325
1739209652.5919952;-45.120503652039325
1739209652.5919986;-45.120503652039325
1739209652.5920022;-45.120503652039325
1739209652.5920057;-38.13080360867914
1739209652.592009;-45.120503652039325
1739209652.5920126;-45.120503652039325
1739209652.5920162;-45.120503652039325
1739209652.5920198;-38.13080360867914
1739209652.5920231;-45.120503652039325
1739209652.5920267;-45.120503652039325
1739209652.5920303;-38.13080360867914
1739209652.5920336;-35.57807855764607
1739209652.5920372;-38.13080360867914
1739209652.5920408;-45.120503652039325
1739209652.5920444;-38.13080360867914
1739209652.5920477;-38.13080360867914
1739209652.5920513;-45.120503652039325
1739209652.5920548;-38.13080360867914
1739209652.5920584;-30.49652367304973
1739209652.5920618;-33.981070128970906
1739209652.5920653;-35.57807855764607
1739209652.592069;-45.120503652039325
1739209652.5920722;-38.13080360867914
1739209652.5920758;-38.13080360867914
1739209652.5920794;-32.816014438256545
1739209652.592083;-45.120503652039325
1739209652.5920863;-31.141103565318943
1739209652.59209;-32.816014438256545
1739209652.5920935;-35.57807855764607
1739209652.5920968;-45.120503652039325
1739209652.5921004;-45.120503652039325
1739209652.592104;-35.57807855764607
1739209652.5921075;-38.13080360867914
1739209652.5921109;-35.57807855764607
1739209652.5921144;-30.49652367304973
1739209652.592118;-45.120503652039325
1739209652.5921214;-45.120503652039325
1739209652.592125;-45.120503652039325
1739209652.5921285;-38.13080360867914
1739209652.592132;-38.13080360867914
1739209652.5921354;-35.57807855764607
1739209652.592139;-45.120503652039325
1739209652.5921426;-38.13080360867914
1739209652.5921462;-38.13080360867914
1739209652.5921495;-45.120503652039325
1739209652.592153;-45.120503652039325
1739209652.5921566;-45.120503652039325
1739209652.59216;-45.120503652039325
1739209652.5921636;-45.120503652039325
1739209652.5921671;-45.120503652039325
1739209652.5921707;-38.13080360867914
1739209652.592174;-38.13080360867914
1739209652.5921776;-38.13080360867914
1739209652.5921812;-38.13080360867914
1739209652.5921845;-38.13080360867914
1739209652.5921881;-38.13080360867914
1739209652.5921917;-38.13080360867914
1739209652.5921953;-38.13080360867914
1739209652.5921986;-38.13080360867914
1739209652.5922022;-45.120503652039325
1739209652.5922058;-45.120503652039325
1739209652.592209;-45.120503652039325
1739209652.5922127;-38.13080360867914
1739209652.5922163;-38.13080360867914
1739209652.5922198;-45.120503652039325
1739209652.5922232;-45.120503652039325
1739209652.5922267;-45.120503652039325
1739209652.5922303;-38.13080360867914
1739209652.592234;-38.13080360867914
1739209652.5922372;-45.120503652039325
1739209652.5922408;-45.120503652039325
1739209652.5922444;-35.57807855764607
1739209652.5922477;-38.13080360867914
1739209652.5922513;-45.120503652039325
1739209652.5922549;-28.992665084841942
1739209652.5922585;-38.13080360867914
1739209652.5922618;-45.120503652039325
1739209652.5922654;-45.120503652039325
1739209652.592269;-38.13080360867914
1739209652.5922723;-35.57807855764607
1739209652.5922759;-45.120503652039325
1739209652.5922794;-45.120503652039325
1739209652.592283;-32.816014438256545
1739209652.5922863;-38.13080360867914
1739209652.59229;-45.120503652039325
1739209652.5922935;-45.120503652039325
1739209652.5922968;-45.120503652039325
1739209652.5923004;-38.13080360867914
1739209652.592304;-33.981070128970906
1739209652.5923076;-33.981070128970906
1739209652.592311;-28.992665084841942
1739209652.5923145;-33.981070128970906
1739209652.592318;-45.120503652039325
1739209652.5923214;-38.13080360867914
1739209652.592325;-35.57807855764607
1739209652.5923285;-38.13080360867914
1739209652.5923321;-45.120503652039325
1739209652.5923355;-45.120503652039325
1739209652.592339;-38.13080360867914
1739209652.5923426;-45.120503652039325
1739209652.5923462;-45.120503652039325
1739209652.5923495;-45.120503652039325
1739209652.592353;-38.13080360867914
1739209652.5923567;-38.13080360867914
1739209652.59236;-45.120503652039325
1739209652.5923636;-38.13080360867914
1739209652.5923672;-35.57807855764607
1739209652.5923707;-45.120503652039325
1739209652.592374;-38.13080360867914
1739209652.5923777;-38.13080360867914
1739209652.5923812;-38.13080360867914
1739209652.5923846;-45.120503652039325
1739209652.5923882;-45.120503652039325
1739209652.5923917;-31.141103565318915
1739209652.5923953;-38.13080360867914
1739209652.5923986;-38.13080360867914
1739209652.5924022;-38.13080360867914
1739209652.5924058;-38.13080360867914
1739209652.5924091;-38.13080360867914
1739209652.5924127;-35.57807855764607
1739209652.5924163;-38.13080360867914
1739209652.5924199;-35.57807855764607
1739209652.5924232;-38.13080360867914
1739209652.5924268;-38.13080360867914
1739209652.5924304;-45.120503652039325
1739209652.592434;-38.13080360867914
1739209652.5924373;-38.13080360867914
1739209652.5924408;-45.120503652039325
1739209652.5924444;-45.120503652039325
1739209652.5924478;-38.13080360867914
1739209652.5924513;-45.120503652039325
1739209652.592455;-45.120503652039325
1739209652.5924585;-38.13080360867914
1739209652.5924618;-38.13080360867914
1739209652.5924654;-45.120503652039325
1739209652.592469;-33.981070128970906
1739209652.5924723;-38.13080360867914
1739209652.592476;-45.120503652039325
1739209652.5924795;-38.13080360867914
1739209652.592483;-38.13080360867914
1739209652.5924864;-35.57807855764607
1739209652.59249;-45.120503652039325
1739209652.5924935;-45.120503652039325
1739209652.5924969;-45.120503652039325
1739209652.5925004;-35.57807855764607
1739209652.592504;-38.13080360867914
1739209652.5925076;-45.120503652039325
1739209652.592511;-45.120503652039325
1739209652.5925145;-38.13080360867914
1739209652.592518;-45.120503652039325
1739209652.5925217;-38.13080360867914
1739209652.592525;-33.981070128970906
1739209652.5925286;-45.120503652039325
1739209652.5925322;-38.13080360867914
1739209652.5925355;-45.120503652039325
1739209652.592539;-31.141103565318893
1739209652.5925426;-32.816014438256545
1739209652.5925462;-45.120503652039325
1739209652.5925496;-45.120503652039325
1739209652.5925531;-33.981070128970906
1739209652.5925567;-35.57807855764607
1739209652.59256;-45.120503652039325
1739209652.5925636;-45.120503652039325
1739209652.5925672;-45.120503652039325
1739209652.5925708;-38.13080360867914
1739209652.5925741;-45.120503652039325
1739209652.5925777;-45.120503652039325
1739209652.5925813;-45.120503652039325
1739209652.5925846;-45.120503652039325
1739209652.5925882;-38.13080360867914
1739209652.5925918;-45.120503652039325
1739209652.5925953;-32.816014438256545
1739209652.5925987;-35.57807855764607
1739209652.5926023;-38.13080360867914
1739209652.5926058;-38.13080360867914
1739209652.5926094;-28.58837851428586
1739209652.5926127;-35.57807855764607
1739209652.5926163;-45.120503652039325
1739209652.59262;-33.981070128970906
1739209652.5926232;-33.981070128970906
1739209652.5926268;-38.13080360867914
1739209652.5926304;-45.120503652039325
1739209652.592634;-45.120503652039325
1739209652.5926373;-45.120503652039325
1739209652.5926409;-45.120503652039325
1739209652.5926445;-45.120503652039325
1739209652.5926478;-38.13080360867914
1739209652.5926514;-38.13080360867914
1739209652.592655;-45.120503652039325
1739209652.5926585;-45.120503652039325
1739209652.5926619;-45.120503652039325
1739209652.5926654;-32.816014438256545
1739209652.592669;-35.57807855764607
1739209652.5926723;-45.120503652039325
1739209652.592676;-45.120503652039325
1739209652.5926795;-29.438486411369333
1739209652.592683;-27.8777449560314
1739209652.5926864;-45.120503652039325
1739209652.59269;-45.120503652039325
1739209652.5926936;-35.57807855764607
1739209652.5926971;-35.57807855764607
1739209652.5927005;-45.120503652039325
1739209652.592704;-35.57807855764607
1739209652.5927076;-45.120503652039325
1739209652.592711;-45.120503652039325
1739209652.5927145;-38.13080360867914
1739209652.5927181;-45.120503652039325
1739209652.5927217;-45.120503652039325
1739209652.592725;-45.120503652039325
1739209652.5927286;-45.120503652039325
1739209652.5927322;-45.120503652039325
1739209652.5927355;-35.57807855764607
1739209652.592739;-28.58837851428586
1739209652.5927427;-45.120503652039325
1739209652.5927463;-45.120503652039325
1739209652.5927496;-32.816014438256545
1739209652.5927532;-38.13080360867914
1739209652.5927567;-45.120503652039325
1739209652.59276;-38.13080360867914
1739209652.5927637;-38.13080360867914
1739209652.5927672;-45.120503652039325
1739209652.5927708;-45.120503652039325
1739209652.5927742;-45.120503652039325
1739209652.5927777;-45.120503652039325
1739209652.5927813;-33.981070128970906
1739209652.592785;-45.120503652039325
1739209652.5927882;-45.120503652039325
1739209652.5927918;-38.13080360867914
1739209652.5927954;-45.120503652039325
1739209652.5927987;-45.120503652039325
1739209652.5928023;-45.120503652039325
1739209652.5928059;-45.120503652039325
1739209652.5928094;-45.120503652039325
1739209652.5928128;-35.57807855764607
1739209652.5928164;-38.13080360867914
1739209652.59282;-35.57807855764607
1739209652.5928233;-26.991370085610722
1739209652.5928268;-45.120503652039325
1739209652.5928304;-45.120503652039325
1739209652.592834;-35.57807855764607
1739209652.5928373;-32.816014438256545
1739209652.592841;-33.981070128970906
1739209652.5928445;-35.57807855764607
1739209652.5928478;-38.13080360867914
1739209652.5928514;-32.81601443825658
1739209652.592855;-45.120503652039325
1739209652.5928586;-38.13080360867914
1739209652.592862;-38.13080360867914
1739209652.5928655;-45.120503652039325
1739209652.592869;-38.13080360867914
1739209652.5928724;-38.13080360867914
1739209652.592876;-45.120503652039325
1739209652.5928795;-28.992665084841942
1739209652.592883;-38.13080360867914
1739209652.5928864;-45.120503652039325
1739209652.59289;-38.13080360867914
1739209652.5928936;-38.13080360867914
1739209652.5928972;-38.13080360867914
1739209652.5929005;-38.13080360867914
1739209652.592904;-45.120503652039325
1739209652.5929077;-38.13080360867914
1739209652.592911;-38.13080360867914
1739209652.5929146;-45.120503652039325
1739209652.5929182;-45.120503652039325
1739209652.5929217;-45.120503652039325
1739209652.592925;-38.13080360867914
1739209652.5929286;-45.120503652039325
1739209652.5929322;-45.120503652039325
1739209652.5929356;-45.120503652039325
1739209652.5929391;-45.120503652039325
1739209652.5929427;-38.13080360867914
1739209652.5929463;-38.13080360867914
1739209652.5929496;-45.120503652039325
1739209652.5929532;-35.57807855764607
1739209652.5929568;-35.57807855764607
1739209652.5929601;-45.120503652039325
1739209652.5929637;-38.13080360867914
1739209652.5929673;-32.816014438256545
1739209652.5929708;-45.120503652039325
1739209652.5929742;-45.120503652039325
1739209652.5929778;-38.13080360867914
1739209652.5929813;-33.981070128970906
1739209652.592985;-38.13080360867914
1739209652.5929883;-38.13080360867914
1739209652.5929918;-38.13080360867914
1739209652.5929954;-45.120503652039325
1739209652.5929987;-38.13080360867914
1739209652.5930023;-45.120503652039325
1739209652.593006;-45.120503652039325
1739209652.5930095;-45.120503652039325
1739209652.5930128;-33.981070128970906
1739209652.5930164;-45.120503652039325
1739209652.59302;-38.13080360867914
1739209652.5930233;-45.120503652039325
1739209652.5930269;-45.120503652039325
1739209652.5930305;-45.120503652039325
1739209652.593034;-38.13080360867914
1739209652.5930374;-38.13080360867914
1739209652.593041;-38.13080360867914
1739209652.5930445;-38.13080360867914
1739209652.5930479;-38.13080360867914
1739209652.5930514;-38.13080360867914
1739209652.593055;-45.120503652039325
1739209652.5930586;-45.120503652039325
1739209652.593062;-38.13080360867914
1739209652.5930655;-35.57807855764607
1739209652.593069;-45.120503652039325
1739209652.5930727;-38.13080360867914
1739209652.593076;-38.13080360867914
1739209652.5930796;-45.120503652039325
1739209652.5930831;-38.13080360867914
1739209652.5930865;-38.13080360867914
1739209652.59309;-38.13080360867914
1739209652.5930936;-45.120503652039325
1739209652.5930972;-38.13080360867914
1739209652.5931005;-45.120503652039325
1739209652.5931041;-45.120503652039325
1739209652.5931077;-31.141103565318915
1739209652.593111;-45.120503652039325
1739209652.5931146;-45.120503652039325
1739209652.5931182;-38.13080360867914
1739209652.5931218;-45.120503652039325
1739209652.593125;-45.120503652039325
1739209652.5931287;-45.120503652039325
1739209652.5931323;-38.13080360867914
1739209652.5931356;-45.120503652039325
1739209652.5931392;-45.120503652039325
1739209652.5931427;-35.57807855764607
1739209652.5931463;-33.981070128970906
1739209652.5931497;-45.120503652039325
1739209652.5931532;-38.13080360867914
1739209652.5931568;-38.13080360867914
1739209652.5931604;-33.981070128970906
1739209652.5931637;-45.120503652039325
1739209652.5931673;-38.13080360867914
1739209652.593171;-38.13080360867914
1739209652.5931742;-33.981070128970906
1739209652.5931778;-38.13080360867914
1739209652.5931814;-38.13080360867914
1739209652.593185;-35.57807855764607
1739209652.5931883;-33.981070128970906
1739209652.5931919;-35.57807855764607
1739209652.5931954;-38.13080360867914
1739209652.5931988;-38.13080360867914
1739209652.5932024;-38.13080360867914
1739209652.593206;-38.13080360867914
1739209652.5932095;-38.13080360867914
1739209652.5932128;-45.120503652039325
1739209652.5932164;-38.13080360867914
1739209652.59322;-45.120503652039325
1739209652.5932233;-45.120503652039325
1739209652.593227;-38.13080360867914
1739209652.5932305;-45.120503652039325
1739209652.593234;-38.13080360867914
1739209652.5932374;-38.13080360867914
1739209652.593241;-38.13080360867914
1739209652.5932446;-38.13080360867914
1739209652.5932481;-27.8777449560314
1739209652.5932515;-35.57807855764607
1739209652.593255;-45.120503652039325
1739209652.5932586;-38.13080360867914
1739209652.593262;-38.13080360867914
1739209652.5932655;-38.13080360867914
1739209652.593269;-38.13080360867914
1739209652.5932727;-32.816014438256545
1739209652.593276;-45.120503652039325
1739209652.5932796;-45.120503652039325
1739209652.5932832;-45.120503652039325
1739209652.5932865;-45.120503652039325
1739209652.59329;-45.120503652039325
1739209652.5932937;-38.13080360867914
1739209652.5932972;-45.120503652039325
1739209652.5933006;-38.13080360867914
1739209652.5933042;-38.13080360867914
1739209652.5933077;-38.13080360867914
1739209652.593311;-45.120503652039325
1739209652.5933146;-45.120503652039325
1739209652.5933182;-38.13080360867914
1739209652.5933218;-38.13080360867914
1739209652.5933251;-38.13080360867914
1739209652.5933287;-45.120503652039325
1739209652.5933323;-32.816014438256545
1739209652.5933356;-30.49652367304973
1739209652.5933392;-45.120503652039325
1739209652.5933428;-45.120503652039325
1739209652.5933464;-29.438486411369333
1739209652.5933497;-33.981070128970906
1739209652.5933533;-45.120503652039325
1739209652.5933568;-38.13080360867914
1739209652.5933604;-38.13080360867914
1739209652.5933638;-33.981070128970956
1739209652.5933673;-45.120503652039325
1739209652.593371;-45.120503652039325
1739209652.5933743;-45.120503652039325
1739209652.5933778;-45.120503652039325
1739209652.5933814;-45.120503652039325
1739209652.593385;-45.120503652039325
1739209652.5933883;-32.816014438256545
1739209652.593392;-28.58837851428586
1739209652.5933955;-45.120503652039325
1739209652.5933988;-45.120503652039325
1739209652.5934024;-38.13080360867914
1739209652.593406;-32.816014438256545
1739209652.5934095;-45.120503652039325
1739209652.5934129;-38.13080360867914
1739209652.5934165;-45.120503652039325
1739209652.59342;-38.13080360867914
1739209652.5934234;-38.13080360867914
1739209652.593427;-45.120503652039325
1739209652.5934305;-45.120503652039325
1739209652.593434;-38.13080360867914
1739209652.5934374;-45.120503652039325
1739209652.593441;-45.120503652039325
1739209652.5934446;-32.816014438256545
1739209652.5934482;-27.8777449560314
1739209652.5934515;-45.120503652039325
1739209652.593455;-38.13080360867914
1739209652.5934587;-38.13080360867914
1739209652.593462;-45.120503652039325
1739209652.5934656;-45.120503652039325
1739209652.5934691;-38.13080360867914
1739209652.5934727;-38.13080360867914
1739209652.593476;-45.120503652039325
1739209652.5934796;-45.120503652039325
1739209652.5934832;-45.120503652039325
1739209652.5934865;-35.57807855764607
1739209652.5934901;-32.816014438256545
1739209652.5934937;-45.120503652039325
1739209652.5934973;-38.13080360867914
1739209652.5935006;-38.13080360867914
1739209652.5935042;-45.120503652039325
1739209652.5935078;-45.120503652039325
1739209652.593511;-45.120503652039325
1739209652.5935147;-38.13080360867914
1739209652.5935183;-38.13080360867914
1739209652.5935218;-38.13080360867914
1739209652.5935252;-45.120503652039325
1739209652.5935287;-38.13080360867914
1739209652.5935323;-33.981070128970906
1739209652.593536;-45.120503652039325
1739209652.5935392;-45.120503652039325
1739209652.5935428;-38.13080360867914
1739209652.5935464;-35.57807855764607
1739209652.5935497;-38.13080360867914
1739209652.5935533;-38.13080360867914
1739209652.593557;-38.13080360867914
1739209652.5935605;-45.120503652039325
1739209652.5935638;-33.981070128970906
1739209652.5935674;-32.816014438256545
1739209652.593571;-38.13080360867914
1739209652.5935743;-38.13080360867914
1739209652.5935779;-38.13080360867914
1739209652.5935814;-38.13080360867914
1739209652.593585;-45.120503652039325
1739209652.5935884;-33.981070128970906
1739209652.593592;-45.120503652039325
1739209652.5935955;-45.120503652039325
1739209652.5935988;-38.13080360867914
1739209652.5936024;-45.120503652039325
1739209652.593606;-38.13080360867914
1739209652.5936096;-38.13080360867914
1739209652.593613;-38.13080360867914
1739209652.5936165;-38.13080360867914
1739209652.59362;-38.13080360867914
1739209652.5936236;-35.57807855764607
1739209652.593627;-38.13080360867914
1739209652.5936306;-38.13080360867914
1739209652.5936341;-35.57807855764607
1739209652.5936375;-38.13080360867914
1739209652.593641;-45.120503652039325
1739209652.5936446;-38.13080360867914
1739209652.5936482;-38.13080360867914
1739209652.5936515;-45.120503652039325
1739209652.593655;-38.13080360867914
1739209652.5936587;-45.120503652039325
1739209652.593662;-45.120503652039325
1739209652.5936656;-45.120503652039325
1739209652.5936692;-45.120503652039325
1739209652.5936728;-45.120503652039325
1739209652.593676;-33.981070128970906
1739209652.5936797;-45.120503652039325
1739209652.5936832;-45.120503652039325
1739209652.5936866;-38.13080360867914
1739209652.5936902;-35.57807855764607
1739209652.5936937;-38.13080360867914
1739209652.5936973;-38.13080360867914
1739209652.5937006;-45.120503652039325
1739209652.5937042;-45.120503652039325
1739209652.5937078;-45.120503652039325
1739209652.5937114;-45.120503652039325
1739209652.5937147;-38.13080360867914
1739209652.5937183;-38.13080360867914
1739209652.5937219;-38.13080360867914
1739209652.5937252;-38.13080360867914
1739209652.5937288;-35.57807855764607
1739209652.5937324;-31.141103565318915
1739209652.593736;-38.13080360867914
1739209652.5937393;-45.120503652039325
