CAN Message; 0x1b8:0100dc1d80013f48
1739209801.9875736;-45.120503652039325
1739209801.9875824;-38.13080360867914
1739209801.9875913;-35.57807855764607
1739209801.9876;-38.13080360867914
1739209801.9876091;-45.120503652039325
1739209801.987618;-35.57807855764607
1739209801.9876268;-45.120503652039325
1739209801.9876356;-38.13080360867914
1739209801.9876444;-38.13080360867914
1739209801.9876533;-45.120503652039325
1739209801.9876623;-45.120503652039325
1739209801.9876711;-28.992665084841942
1739209801.98768;-31.141103565318915
1739209801.9876888;-38.13080360867914
1739209801.9876976;-45.120503652039325
1739209801.9877064;-38.13080360867914
1739209801.9877152;-38.13080360867914
1739209801.9877243;-45.120503652039325
1739209801.9877331;-33.981070128970906
1739209801.987742;-45.120503652039325
1739209801.9877508;-45.120503652039325
1739209801.9877596;-38.13080360867914
1739209801.9877684;-45.120503652039325
1739209801.9877772;-45.120503652039325
1739209801.9877863;-45.120503652039325
1739209801.987795;-45.120503652039325
1739209801.987804;-45.120503652039325
1739209801.9878128;-38.13080360867914
1739209801.9878216;-35.57807855764607
1739209801.9878304;-45.120503652039325
1739209801.9878395;-45.120503652039325
1739209801.9878483;-35.57807855764607
1739209801.987857;-38.13080360867914
1739209801.987866;-38.13080360867914
1739209801.9878747;-45.120503652039325
1739209801.9878836;-38.13080360867914
1739209801.9878924;-38.13080360867914
1739209801.9879014;-38.13080360867914
1739209801.9879103;-35.57807855764607
1739209801.987919;-38.13080360867914
1739209801.987928;-38.13080360867914
1739209801.9879367;-38.13080360867914
1739209801.9879456;-38.13080360867914
1739209801.9879544;-45.120503652039325
1739209801.9879634;-45.120503652039325
1739209801.9879723;-38.13080360867914
1739209801.987981;-38.13080360867914
1739209801.98799;-45.120503652039325
1739209801.9879987;-45.120503652039325
1739209801.9880075;-38.13080360867914
1739209801.9880166;-38.13080360867914
1739209801.9880254;-35.57807855764607
1739209801.9880342;-32.816014438256545
1739209801.988043;-38.13080360867914
1739209801.988052;-35.57807855764607
1739209801.9880607;-38.13080360867914
1739209801.9880695;-45.120503652039325
1739209801.9880786;-45.120503652039325
1739209801.9880874;-45.120503652039325
1739209801.9880962;-38.13080360867914
1739209801.988105;-45.120503652039325
1739209801.9881139;-45.120503652039325
1739209801.9881227;-38.13080360867914
1739209801.9881315;-45.120503652039325
1739209801.9881406;-45.120503652039325
1739209801.9881494;-45.120503652039325
1739209801.9881582;-35.57807855764607
1739209801.988167;-38.13080360867914
1739209801.9881759;-45.120503652039325
1739209801.9881847;-45.120503652039325
1739209801.9881938;-45.120503652039325
1739209801.9882026;-45.120503652039325
1739209801.9882114;-38.13080360867914
1739209801.9882202;-38.13080360867914
1739209801.988229;-45.120503652039325
1739209801.9882379;-38.13080360867914
1739209801.9882467;-35.57807855764607
1739209801.9882557;-45.120503652039325
1739209801.9882646;-45.120503652039325
1739209801.9882734;-38.13080360867914
1739209801.9882822;-38.13080360867914
1739209801.988291;-45.120503652039325
1739209801.9882998;-38.13080360867914
1739209801.988309;-38.13080360867914
1739209801.9883177;-45.120503652039325
1739209801.9883265;-38.13080360867914
1739209801.9883354;-45.120503652039325
1739209801.9883442;-38.13080360867914
1739209801.988353;-38.13080360867914
1739209801.9883618;-38.13080360867914
1739209801.988371;-45.120503652039325
1739209801.9883797;-45.120503652039325
1739209801.9883885;-38.13080360867914
1739209801.9883974;-38.13080360867914
1739209801.9884062;-38.13080360867914
1739209801.988415;-45.120503652039325
1739209801.9884238;-45.120503652039325
1739209801.988433;-38.13080360867914
1739209801.9884417;-45.120503652039325
1739209801.9884505;-33.981070128970906
1739209801.9884593;-45.120503652039325
1739209801.9884682;-45.120503652039325
1739209801.988477;-45.120503652039325
1739209801.988486;-38.13080360867914
1739209801.9884949;-38.13080360867914
1739209801.9885037;-38.13080360867914
1739209801.9885125;-35.57807855764607
1739209801.9885213;-38.13080360867914
1739209801.9885302;-38.13080360867914
1739209801.988539;-38.13080360867914
1739209801.988548;-45.120503652039325
1739209801.9885569;-45.120503652039325
1739209801.9885657;-45.120503652039325
1739209801.9885745;-35.57807855764607
1739209801.9885833;-35.57807855764607
1739209801.9885921;-38.13080360867914
1739209801.988601;-45.120503652039325
1739209801.98861;-35.57807855764607
1739209801.9886189;-38.13080360867914
1739209801.9886277;-38.13080360867914
1739209801.9886365;-38.13080360867914
1739209801.9886453;-45.120503652039325
1739209801.9886541;-45.120503652039325
1739209801.9886632;-38.13080360867914
1739209801.988672;-38.13080360867914
1739209801.9886808;-32.816014438256545
1739209801.9886897;-45.120503652039325
1739209801.9886985;-45.120503652039325
1739209801.9887073;-45.120503652039325
1739209801.9887161;-45.120503652039325
1739209801.9887252;-38.13080360867914
1739209801.988734;-38.13080360867914
1739209801.9887428;-33.981070128970906
1739209801.9887516;-31.141103565318915
1739209801.9887605;-45.120503652039325
1739209801.9887693;-45.120503652039325
1739209801.988778;-33.981070128970906
1739209801.9887872;-33.981070128970906
1739209801.988796;-45.120503652039325
1739209801.9888048;-38.13080360867914
1739209801.9888136;-45.120503652039325
1739209801.9888225;-38.13080360867914
1739209801.9888313;-45.120503652039325
1739209801.9888403;-45.120503652039325
1739209801.9888492;-45.120503652039325
1739209801.988858;-45.120503652039325
1739209801.9888668;-38.13080360867914
1739209801.9888756;-45.120503652039325
1739209801.9888844;-45.120503652039325
1739209801.9888933;-33.981070128970906
1739209801.9889023;-32.816014438256545
1739209801.9889112;-38.13080360867914
1739209801.98892;-38.13080360867914
1739209801.9889288;-38.13080360867914
1739209801.9889376;-45.120503652039325
1739209801.9889464;-45.120503652039325
1739209801.9889553;-38.13080360867914
1739209801.9889643;-30.49652367304973
1739209801.9889731;-45.120503652039325
1739209801.988982;-45.120503652039325
1739209801.9889908;-38.13080360867914
1739209801.9889996;-32.816014438256545
1739209801.9890084;-32.816014438256545
1739209801.9890175;-38.13080360867914
1739209801.9890263;-38.13080360867914
1739209801.9890351;-31.141103565318915
1739209801.989044;-32.816014438256545
1739209801.9890528;-38.13080360867914
1739209801.9890616;-45.120503652039325
1739209801.9890704;-38.13080360867914
1739209801.9890795;-35.57807855764607
1739209801.9890883;-45.120503652039325
1739209801.989097;-45.120503652039325
1739209801.989106;-45.120503652039325
1739209801.9891148;-45.120503652039325
1739209801.9891236;-45.120503652039325
1739209801.9891324;-45.120503652039325
1739209801.9891415;-38.13080360867914
1739209801.9891503;-35.57807855764607
1739209801.989159;-38.13080360867914
1739209801.989168;-45.120503652039325
1739209801.9891768;-38.13080360867914
1739209801.9891856;-32.816014438256545
1739209801.9891946;-38.13080360867914
1739209801.9892035;-45.120503652039325
1739209801.9892123;-38.13080360867914
1739209801.989221;-32.816014438256545
1739209801.98923;-38.13080360867914
1739209801.9892387;-45.120503652039325
1739209801.9892476;-38.13080360867914
1739209801.9892566;-38.13080360867914
1739209801.9892654;-45.120503652039325
1739209801.9892743;-45.120503652039325
1739209801.989283;-38.13080360867914
1739209801.989292;-45.120503652039325
1739209801.9893007;-45.120503652039325
1739209801.9893098;-45.120503652039325
1739209801.9893186;-45.120503652039325
1739209801.9893274;-38.13080360867914
1739209801.9893363;-45.120503652039325
1739209801.989345;-33.981070128970906
1739209801.989354;-45.120503652039325
1739209801.9893627;-38.13080360867914
1739209801.9893718;-38.13080360867914
1739209801.9893806;-45.120503652039325
1739209801.9893894;-38.13080360867914
1739209801.9893982;-35.57807855764607
1739209801.989407;-45.120503652039325
1739209801.989416;-35.57807855764607
1739209801.9894247;-45.120503652039325
1739209801.9894338;-45.120503652039325
1739209801.9894426;-45.120503652039325
1739209801.9894514;-45.120503652039325
1739209801.9894602;-45.120503652039325
1739209801.989469;-45.120503652039325
1739209801.9894779;-45.120503652039325
1739209801.989487;-38.13080360867914
1739209801.9894958;-38.13080360867914
1739209801.9895046;-45.120503652039325
1739209801.9895134;-38.13080360867914
1739209801.9895222;-45.120503652039325
1739209801.989531;-33.981070128970906
1739209801.9895399;-31.141103565318893
1739209801.989549;-35.57807855764607
1739209801.9895577;-35.57807855764607
1739209801.9895666;-35.57807855764607
1739209801.9895754;-38.13080360867914
1739209801.9895842;-45.120503652039325
1739209801.989593;-38.13080360867914
1739209801.9896019;-45.120503652039325
1739209801.989611;-45.120503652039325
1739209801.9896197;-45.120503652039325
1739209801.9896286;-38.13080360867914
1739209801.9896374;-38.13080360867914
1739209801.9896462;-45.120503652039325
1739209801.989655;-38.13080360867914
1739209801.989664;-35.57807855764607
1739209801.989673;-45.120503652039325
1739209801.9896817;-38.13080360867914
1739209801.9896905;-45.120503652039325
1739209801.9896994;-45.120503652039325
1739209801.9897082;-38.13080360867914
1739209801.989717;-38.13080360867914
1739209801.989726;-45.120503652039325
1739209801.989735;-45.120503652039325
1739209801.9897437;-35.57807855764607
1739209801.9897525;-28.21854285175415
1739209801.9897614;-38.13080360867914
1739209801.9897702;-45.120503652039325
1739209801.989779;-45.120503652039325
1739209801.989788;-31.141103565318893
1739209801.9897969;-45.120503652039325
1739209801.9898057;-45.120503652039325
1739209801.9898145;-38.13080360867914
1739209801.9898233;-45.120503652039325
1739209801.9898322;-45.120503652039325
1739209801.9898412;-45.120503652039325
1739209801.98985;-45.120503652039325
1739209801.9898589;-45.120503652039325
1739209801.9898677;-38.13080360867914
1739209801.9898765;-45.120503652039325
1739209801.9898853;-38.13080360867914
1739209801.9898942;-35.57807855764607
1739209801.9899032;-38.13080360867914
1739209801.989912;-45.120503652039325
1739209801.9899209;-38.13080360867914
1739209801.9899297;-45.120503652039325
1739209801.9899385;-38.13080360867914
1739209801.9899473;-45.120503652039325
1739209801.9899561;-38.13080360867914
1739209801.9899652;-25.826314394896354
1739209801.989974;-33.981070128970906
1739209801.9899828;-45.120503652039325
1739209801.9899917;-45.120503652039325
1739209801.9900005;-35.57807855764607
1739209801.9900093;-38.13080360867914
1739209801.9900184;-45.120503652039325
1739209801.9900272;-45.120503652039325
1739209801.990036;-45.120503652039325
1739209801.9900448;-45.120503652039325
1739209801.9900537;-45.120503652039325
1739209801.9900625;-38.13080360867914
1739209801.9900713;-32.816014438256545
1739209801.9900804;-45.120503652039325
1739209801.9900892;-45.120503652039325
1739209801.990098;-33.981070128970906
1739209801.9901068;-33.981070128970906
1739209801.9901156;-45.120503652039325
1739209801.9901245;-38.13080360867914
1739209801.9901333;-38.13080360867914
1739209801.9901423;-45.120503652039325
1739209801.9901512;-38.13080360867914
1739209801.99016;-38.13080360867914
1739209801.9901688;-45.120503652039325
1739209801.9901776;-32.816014438256545
1739209801.9901865;-35.57807855764607
1739209801.9901955;-45.120503652039325
1739209801.9902043;-38.13080360867914
1739209801.9902132;-35.57807855764607
1739209801.990222;-31.141103565318915
1739209801.9902308;-35.57807855764607
1739209801.9902396;-38.13080360867914
1739209801.9902484;-45.120503652039325
1739209801.9902575;-45.120503652039325
1739209801.9902663;-38.13080360867914
1739209801.9902751;-38.13080360867914
1739209801.990284;-45.120503652039325
1739209801.9902928;-38.13080360867914
1739209801.9903016;-31.141103565318893
1739209801.9903104;-45.120503652039325
1739209801.9903195;-45.120503652039325
1739209801.9903283;-38.13080360867914
1739209801.9903371;-35.57807855764607
1739209801.990346;-38.13080360867914
1739209801.9903548;-45.120503652039325
1739209801.9903636;-38.13080360867914
1739209801.9903727;-45.120503652039325
1739209801.9903815;-38.13080360867914
1739209801.9903903;-32.816014438256545
1739209801.9903991;-33.981070128970906
1739209801.990408;-38.13080360867914
1739209801.9904168;-45.120503652039325
1739209801.9904256;-38.13080360867914
1739209801.9904346;-33.981070128970906
1739209801.9904435;-33.981070128970906
1739209801.9904523;-45.120503652039325
1739209801.990461;-45.120503652039325
1739209801.99047;-38.13080360867914
1739209801.9904788;-45.120503652039325
1739209801.9904878;-35.57807855764607
1739209801.9904966;-35.57807855764607
1739209801.9905055;-33.981070128970906
1739209801.9905143;-45.120503652039325
1739209801.990523;-38.13080360867914
1739209801.990532;-35.57807855764607
1739209801.9905407;-38.13080360867914
1739209801.9905498;-45.120503652039325
1739209801.9905586;-35.57807855764607
1739209801.9905674;-32.816014438256545
1739209801.9905763;-45.120503652039325
1739209801.990585;-45.120503652039325
1739209801.990594;-38.13080360867914
1739209801.9906027;-35.57807855764607
1739209801.9906118;-31.141103565318915
1739209801.9906206;-45.120503652039325
1739209801.9906294;-33.981070128970906
1739209801.9906383;-38.13080360867914
1739209801.990647;-45.120503652039325
1739209801.990656;-45.120503652039325
1739209801.990665;-45.120503652039325
1739209801.9906738;-35.57807855764607
1739209801.9906826;-29.438486411369347
1739209801.9906914;-45.120503652039325
1739209801.9907002;-35.57807855764607
1739209801.990709;-38.13080360867914
1739209801.990718;-38.13080360867914
1739209801.990727;-45.120503652039325
1739209801.9907358;-45.120503652039325
1739209801.9907446;-38.13080360867914
1739209801.9907534;-38.13080360867914
1739209801.9907622;-45.120503652039325
1739209801.990771;-38.13080360867914
1739209801.9907799;-35.57807855764607
1739209801.990789;-38.13080360867914
1739209801.9907978;-45.120503652039325
1739209801.9908066;-38.13080360867914
1739209801.9908154;-45.120503652039325
1739209801.9908242;-28.992665084841942
1739209801.990833;-33.981070128970906
1739209801.990842;-45.120503652039325
1739209801.990851;-38.13080360867914
1739209801.9908597;-32.816014438256545
1739209801.9908686;-38.13080360867914
1739209801.9908774;-38.13080360867914
1739209801.9908862;-45.120503652039325
1739209801.990895;-35.57807855764607
1739209801.990904;-38.13080360867914
1739209801.990913;-38.13080360867914
1739209801.9909217;-38.13080360867914
1739209801.9909306;-38.13080360867914
1739209801.9909394;-32.816014438256545
1739209801.9909482;-45.120503652039325
1739209801.990957;-45.120503652039325
1739209801.990966;-33.981070128970906
1739209801.990975;-38.13080360867914
1739209801.9909837;-33.981070128970906
1739209801.9909925;-45.120503652039325
1739209801.9910014;-45.120503652039325
1739209801.9910102;-45.120503652039325
1739209801.9910192;-38.13080360867914
1739209801.991028;-38.13080360867914
1739209801.991037;-38.13080360867914
1739209801.9910457;-38.13080360867914
1739209801.9910545;-38.13080360867914
1739209801.9910634;-45.120503652039325
1739209801.9910722;-33.981070128970906
1739209801.9910812;-35.57807855764607
1739209801.99109;-38.13080360867914
1739209801.9910989;-45.120503652039325
1739209801.9911077;-45.120503652039325
1739209801.9911165;-45.120503652039325
1739209801.9911253;-33.981070128970906
1739209801.9911342;-38.13080360867914
1739209801.9911432;-38.13080360867914
1739209801.991152;-32.816014438256545
1739209801.9911609;-38.13080360867914
1739209801.9911697;-38.13080360867914
1739209801.9911785;-35.57807855764607
1739209801.9911873;-38.13080360867914
1739209801.9911964;-38.13080360867914
1739209801.9912052;-35.57807855764607
1739209801.991214;-38.13080360867914
1739209801.9912229;-45.120503652039325
1739209801.9912317;-38.13080360867914
1739209801.9912405;-38.13080360867914
1739209801.9912493;-45.120503652039325
1739209801.9912584;-45.120503652039325
1739209801.9912672;-45.120503652039325
1739209801.991276;-38.13080360867914
1739209801.9912848;-38.13080360867914
1739209801.9912937;-38.13080360867914
1739209801.9913025;-45.120503652039325
1739209801.9913113;-45.120503652039325
1739209801.9913204;-38.13080360867914
1739209801.9913292;-32.816014438256545
1739209801.991338;-45.120503652039325
1739209801.9913468;-45.120503652039325
1739209801.9913557;-33.981070128970906
1739209801.9913645;-38.13080360867914
1739209801.9913735;-38.13080360867914
1739209801.9913824;-45.120503652039325
1739209801.9913912;-38.13080360867914
1739209801.9914;-38.13080360867914
1739209801.9914088;-45.120503652039325
1739209801.9914176;-45.120503652039325
1739209801.9914265;-38.13080360867914
1739209801.9914355;-35.57807855764607
1739209801.9914443;-45.120503652039325
1739209801.9914532;-38.13080360867914
1739209801.991462;-45.120503652039325
1739209801.9914708;-35.57807855764607
1739209801.9914796;-38.13080360867914
1739209801.9914885;-45.120503652039325
1739209801.9914975;-45.120503652039325
1739209801.9915063;-35.57807855764607
1739209801.9915152;-38.13080360867914
1739209801.991524;-38.13080360867914
1739209801.9915328;-38.13080360867914
1739209801.9915416;-38.13080360867914
1739209801.9915507;-38.13080360867914
1739209801.9915595;-38.13080360867914
1739209801.9915683;-38.13080360867914
1739209801.9915771;-45.120503652039325
1739209801.991586;-45.120503652039325
1739209801.9915948;-33.981070128970906
1739209801.9916036;-38.13080360867914
1739209801.9916127;-38.13080360867914
1739209801.9916215;-45.120503652039325
1739209801.9916303;-38.13080360867914
1739209801.9916391;-38.13080360867914
1739209801.991648;-45.120503652039325
1739209801.9916568;-45.120503652039325
1739209801.9916658;-31.141103565318893
1739209801.9916747;-38.13080360867914
1739209801.9916835;-30.49652367304973
1739209801.9916923;-35.57807855764607
1739209801.9917011;-35.57807855764607
1739209801.99171;-45.120503652039325
1739209801.9917188;-38.13080360867914
1739209801.9917278;-33.981070128970906
1739209801.9917367;-38.13080360867914
1739209801.9917455;-38.13080360867914
1739209801.9917543;-45.120503652039325
1739209801.991763;-38.13080360867914
1739209801.991772;-38.13080360867914
1739209801.9917808;-45.120503652039325
1739209801.9917898;-45.120503652039325
1739209801.9917986;-38.13080360867914
1739209801.9918075;-38.13080360867914
1739209801.9918163;-38.13080360867914
1739209801.991825;-38.13080360867914
1739209801.991834;-38.13080360867914
1739209801.991843;-38.13080360867914
1739209801.9918518;-38.13080360867914
1739209801.9918606;-45.120503652039325
1739209801.9918694;-45.120503652039325
1739209801.9918783;-38.13080360867914
1739209801.991887;-38.13080360867914
1739209801.991896;-31.141103565318915
1739209801.991905;-28.992665084841942
1739209801.9919138;-45.120503652039325
1739209801.9919226;-45.120503652039325
1739209801.9919314;-38.13080360867914
1739209801.9919403;-38.13080360867914
1739209801.991949;-38.13080360867914
1739209801.991958;-38.13080360867914
1739209801.991967;-45.120503652039325
1739209801.9919758;-38.13080360867914
1739209801.9919846;-38.13080360867914
1739209801.9919934;-45.120503652039325
1739209801.9920022;-38.13080360867914
1739209801.992011;-38.13080360867914
1739209801.9920201;-38.13080360867914
1739209801.992029;-38.13080360867914
1739209801.9920378;-38.13080360867914
1739209801.9920466;-45.120503652039325
1739209801.9920554;-35.57807855764607
1739209801.9920642;-38.13080360867914
1739209801.992073;-38.13080360867914
1739209801.992082;-45.120503652039325
1739209801.992091;-45.120503652039325
1739209801.9920998;-38.13080360867914
1739209801.9921086;-45.120503652039325
1739209801.9921174;-33.981070128970906
1739209801.9921262;-45.120503652039325
1739209801.992135;-45.120503652039325
1739209801.992144;-38.13080360867914
1739209801.992153;-35.57807855764607
1739209801.9921618;-45.120503652039325
1739209801.9921706;-38.13080360867914
1739209801.9921794;-38.13080360867914
1739209801.9921882;-38.13080360867914
1739209801.9921973;-45.120503652039325
1739209801.992206;-38.13080360867914
1739209801.992215;-38.13080360867914
1739209801.9922237;-45.120503652039325
1739209801.9922326;-35.57807855764607
1739209801.9922414;-45.120503652039325
1739209801.9922502;-45.120503652039325
1739209801.9922593;-45.120503652039325
1739209801.992268;-45.120503652039325
1739209801.992277;-45.120503652039325
1739209801.9922857;-45.120503652039325
1739209801.9922945;-45.120503652039325
1739209801.9923034;-38.13080360867914
1739209801.9923122;-38.13080360867914
1739209801.9923213;-45.120503652039325
1739209801.99233;-33.981070128970906
1739209801.992339;-32.816014438256545
1739209801.9923477;-38.13080360867914
1739209801.9923565;-38.13080360867914
1739209801.9923654;-38.13080360867914
1739209801.9923744;-35.57807855764607
1739209801.9923832;-38.13080360867914
1739209801.992392;-45.120503652039325
1739209801.992401;-45.120503652039325
1739209801.9924097;-35.57807855764607
1739209801.9924185;-38.13080360867914
1739209801.9924273;-45.120503652039325
1739209801.9924364;-38.13080360867914
1739209801.9924452;-45.120503652039325
1739209801.992454;-45.120503652039325
1739209801.9924629;-45.120503652039325
1739209801.9924717;-45.120503652039325
1739209801.9924805;-38.13080360867914
1739209801.9924893;-38.13080360867914
1739209801.9924984;-38.13080360867914
1739209801.9925072;-45.120503652039325
1739209801.992516;-38.13080360867914
1739209801.9925249;-45.120503652039325
1739209801.9925337;-45.120503652039325
1739209801.9925425;-28.992665084841942
1739209801.9925516;-30.49652367304973
1739209801.9925604;-45.120503652039325
1739209801.9925692;-45.120503652039325
1739209801.992578;-38.13080360867914
1739209801.9925869;-45.120503652039325
1739209801.9925957;-45.120503652039325
1739209801.9926045;-45.120503652039325
1739209801.9926136;-45.120503652039325
1739209801.9926224;-45.120503652039325
1739209801.9926312;-38.13080360867914
1739209801.99264;-35.57807855764607
1739209801.9926488;-38.13080360867914
1739209801.9926577;-45.120503652039325
1739209801.9926667;-45.120503652039325
1739209801.9926755;-38.13080360867914
1739209801.9926844;-45.120503652039325
1739209801.9926932;-38.13080360867914
1739209801.992702;-38.13080360867914
1739209801.9927108;-45.120503652039325
1739209801.9927197;-38.13080360867914
1739209801.9927287;-45.120503652039325
1739209801.9927375;-38.13080360867914
1739209801.9927464;-45.120503652039325
1739209801.9927552;-33.981070128970906
1739209801.992764;-30.49652367304973
1739209801.9927728;-45.120503652039325
1739209801.9927816;-45.120503652039325
1739209801.9927907;-38.13080360867914
1739209801.9927995;-35.57807855764607
1739209801.9928083;-45.120503652039325
