CAN Message; 0x39:06b87e2b494d96df
1739209791.7336564;-38.13080360867914
1739209791.7336574;-45.120503652039325
1739209791.7336586;-45.120503652039325
1739209791.7336595;-35.57807855764607
1739209791.7336605;-38.13080360867914
1739209791.7336614;-45.120503652039325
1739209791.7336624;-38.13080360867914
1739209791.7336633;-38.13080360867914
1739209791.7336643;-45.120503652039325
1739209791.7336655;-45.120503652039325
1739209791.7336664;-38.13080360867914
1739209791.7336674;-45.120503652039325
1739209791.7336683;-45.120503652039325
1739209791.7336693;-45.120503652039325
1739209791.7336702;-35.57807855764607
1739209791.7336712;-38.13080360867914
1739209791.7336724;-45.120503652039325
1739209791.7336733;-38.13080360867914
1739209791.7336743;-31.141103565318915
1739209791.7336752;-45.120503652039325
1739209791.7336762;-38.13080360867914
1739209791.7336771;-38.13080360867914
1739209791.7336783;-38.13080360867914
1739209791.7336793;-38.13080360867914
1739209791.7336802;-45.120503652039325
1739209791.7336812;-38.13080360867914
1739209791.7336822;-32.816014438256545
1739209791.733683;-45.120503652039325
1739209791.733684;-33.981070128970906
1739209791.7336853;-38.13080360867914
1739209791.7336862;-38.13080360867914
1739209791.7336872;-38.13080360867914
1739209791.733688;-38.13080360867914
1739209791.733689;-32.816014438256545
1739209791.73369;-38.13080360867914
1739209791.733691;-45.120503652039325
1739209791.7336922;-45.120503652039325
1739209791.7336931;-38.13080360867914
1739209791.733694;-38.13080360867914
1739209791.733695;-45.120503652039325
1739209791.733696;-45.120503652039325
1739209791.733697;-38.13080360867914
1739209791.733698;-33.981070128970906
1739209791.733699;-38.13080360867914
1739209791.7337;-38.13080360867914
1739209791.733701;-38.13080360867914
1739209791.733702;-45.120503652039325
1739209791.733703;-45.120503652039325
1739209791.7337039;-45.120503652039325
1739209791.733705;-45.120503652039325
1739209791.733706;-38.13080360867914
1739209791.733707;-45.120503652039325
1739209791.733708;-38.13080360867914
1739209791.7337089;-38.13080360867914
1739209791.7337098;-35.57807855764607
1739209791.7337108;-35.57807855764607
1739209791.733712;-35.57807855764607
1739209791.733713;-32.816014438256545
1739209791.7337139;-38.13080360867914
1739209791.7337148;-45.120503652039325
1739209791.7337158;-38.13080360867914
1739209791.7337167;-35.57807855764607
1739209791.7337177;-38.13080360867914
1739209791.7337189;-45.120503652039325
1739209791.7337198;-38.13080360867914
1739209791.7337208;-35.57807855764607
1739209791.7337217;-38.13080360867914
1739209791.7337227;-45.120503652039325
1739209791.7337236;-33.981070128970906
1739209791.7337248;-38.13080360867914
1739209791.7337258;-33.981070128970906
1739209791.7337267;-38.13080360867914
1739209791.7337277;-38.13080360867914
1739209791.7337286;-38.13080360867914
1739209791.7337296;-45.120503652039325
1739209791.7337306;-32.816014438256545
1739209791.7337317;-38.13080360867914
1739209791.7337327;-38.13080360867914
1739209791.7337337;-38.13080360867914
1739209791.7337346;-45.120503652039325
1739209791.7337356;-45.120503652039325
1739209791.7337365;-45.120503652039325
1739209791.7337375;-45.120503652039325
1739209791.7337387;-45.120503652039325
1739209791.7337396;-38.13080360867914
1739209791.7337406;-45.120503652039325
1739209791.7337415;-33.981070128970906
1739209791.7337425;-45.120503652039325
1739209791.7337434;-38.13080360867914
1739209791.7337444;-45.120503652039325
1739209791.7337456;-38.13080360867914
1739209791.7337465;-30.49652367304973
1739209791.7337475;-45.120503652039325
1739209791.7337484;-45.120503652039325
1739209791.7337494;-38.13080360867914
1739209791.7337503;-35.57807855764607
1739209791.7337515;-38.13080360867914
1739209791.7337525;-35.57807855764607
1739209791.7337534;-45.120503652039325
1739209791.7337544;-45.120503652039325
1739209791.7337554;-38.13080360867914
1739209791.7337563;-45.120503652039325
1739209791.7337573;-45.120503652039325
1739209791.7337584;-38.13080360867914
1739209791.7337594;-38.13080360867914
1739209791.7337604;-45.120503652039325
1739209791.7337613;-45.120503652039325
1739209791.7337623;-45.120503652039325
1739209791.7337632;-45.120503652039325
1739209791.7337642;-45.120503652039325
1739209791.7337654;-38.13080360867914
1739209791.7337663;-35.57807855764607
1739209791.7337673;-45.120503652039325
1739209791.7337682;-38.13080360867914
1739209791.7337692;-45.120503652039325
1739209791.7337701;-28.58837851428586
1739209791.733771;-38.13080360867914
1739209791.7337723;-45.120503652039325
1739209791.7337732;-38.13080360867914
1739209791.7337742;-38.13080360867914
1739209791.7337751;-38.13080360867914
1739209791.733776;-45.120503652039325
1739209791.733777;-45.120503652039325
1739209791.7337782;-45.120503652039325
1739209791.7337792;-45.120503652039325
1739209791.7337801;-38.13080360867914
1739209791.733781;-35.57807855764607
1739209791.733782;-38.13080360867914
1739209791.733783;-45.120503652039325
1739209791.733784;-38.13080360867914
1739209791.7337852;-38.13080360867914
1739209791.733786;-26.991370085610722
1739209791.733787;-38.13080360867914
1739209791.733788;-45.120503652039325
1739209791.733789;-45.120503652039325
1739209791.73379;-32.816014438256545
1739209791.7337909;-38.13080360867914
1739209791.733792;-45.120503652039325
1739209791.733793;-38.13080360867914
1739209791.733794;-45.120503652039325
1739209791.733795;-45.120503652039325
1739209791.733796;-38.13080360867914
1739209791.7337968;-38.13080360867914
1739209791.7337978;-45.120503652039325
1739209791.733799;-45.120503652039325
1739209791.7338;-45.120503652039325
1739209791.733801;-35.57807855764607
1739209791.7338018;-38.13080360867914
1739209791.7338028;-45.120503652039325
1739209791.7338037;-45.120503652039325
1739209791.733805;-38.13080360867914
1739209791.733806;-38.13080360867914
1739209791.7338068;-45.120503652039325
1739209791.7338078;-45.120503652039325
1739209791.7338088;-45.120503652039325
1739209791.7338097;-28.992665084841942
1739209791.7338107;-32.816014438256545
1739209791.7338119;-38.13080360867914
1739209791.7338128;-38.13080360867914
1739209791.7338138;-35.57807855764607
1739209791.7338147;-38.13080360867914
1739209791.7338157;-45.120503652039325
1739209791.7338166;-38.13080360867914
1739209791.7338176;-35.57807855764607
1739209791.7338188;-33.981070128970906
1739209791.7338197;-45.120503652039325
1739209791.7338207;-45.120503652039325
1739209791.7338216;-45.120503652039325
1739209791.7338226;-38.13080360867914
1739209791.7338235;-38.13080360867914
1739209791.7338247;-45.120503652039325
1739209791.7338257;-38.13080360867914
1739209791.7338266;-35.57807855764607
1739209791.7338276;-33.981070128970906
1739209791.7338285;-38.13080360867914
1739209791.7338295;-38.13080360867914
1739209791.7338305;-45.120503652039325
1739209791.7338316;-33.981070128970906
1739209791.7338326;-45.120503652039325
1739209791.7338336;-38.13080360867914
1739209791.7338345;-31.141103565318915
1739209791.7338355;-38.13080360867914
1739209791.7338364;-45.120503652039325
1739209791.7338374;-38.13080360867914
1739209791.7338386;-35.57807855764607
1739209791.7338395;-38.13080360867914
1739209791.7338405;-45.120503652039325
1739209791.7338414;-45.120503652039325
1739209791.7338424;-38.13080360867914
1739209791.7338433;-45.120503652039325
1739209791.7338443;-45.120503652039325
1739209791.7338455;-45.120503652039325
1739209791.7338464;-45.120503652039325
1739209791.7338474;-38.13080360867914
1739209791.7338483;-38.13080360867914
1739209791.7338493;-38.13080360867914
1739209791.7338502;-38.13080360867914
1739209791.7338514;-45.120503652039325
1739209791.7338524;-38.13080360867914
1739209791.7338533;-38.13080360867914
1739209791.7338543;-38.13080360867914
1739209791.7338552;-45.120503652039325
1739209791.7338562;-45.120503652039325
1739209791.7338572;-45.120503652039325
1739209791.7338583;-45.120503652039325
1739209791.7338593;-45.120503652039325
1739209791.7338603;-38.13080360867914
1739209791.7338612;-45.120503652039325
1739209791.7338622;-35.57807855764607
1739209791.733863;-38.13080360867914
1739209791.733864;-38.13080360867914
1739209791.7338653;-33.981070128970906
1739209791.7338662;-45.120503652039325
1739209791.7338672;-45.120503652039325
1739209791.7338681;-45.120503652039325
1739209791.733869;-45.120503652039325
1739209791.73387;-45.120503652039325
1739209791.733871;-45.120503652039325
1739209791.7338722;-45.120503652039325
1739209791.7338731;-45.120503652039325
1739209791.733874;-32.816014438256545
1739209791.733875;-35.57807855764607
1739209791.733876;-45.120503652039325
1739209791.733877;-45.120503652039325
1739209791.7338781;-33.981070128970906
1739209791.733879;-45.120503652039325
1739209791.73388;-45.120503652039325
1739209791.733881;-45.120503652039325
1739209791.733882;-32.816014438256545
1739209791.733883;-38.13080360867914
1739209791.7338839;-38.13080360867914
1739209791.733885;-38.13080360867914
1739209791.733886;-38.13080360867914
1739209791.733887;-38.13080360867914
1739209791.733888;-35.57807855764607
1739209791.7338889;-32.816014438256545
1739209791.7338898;-38.13080360867914
1739209791.7338908;-45.120503652039325
1739209791.733892;-38.13080360867914
1739209791.733893;-35.57807855764607
1739209791.7338939;-45.120503652039325
1739209791.7338948;-38.13080360867914
1739209791.7338958;-45.120503652039325
1739209791.7338967;-45.120503652039325
1739209791.7338977;-28.992665084841942
1739209791.7338989;-32.816014438256545
1739209791.7338998;-45.120503652039325
1739209791.7339008;-45.120503652039325
1739209791.7339017;-33.981070128970906
1739209791.7339027;-38.13080360867914
1739209791.7339036;-38.13080360867914
1739209791.7339048;-45.120503652039325
1739209791.7339058;-35.57807855764607
1739209791.7339067;-38.13080360867914
1739209791.7339077;-45.120503652039325
1739209791.7339087;-45.120503652039325
1739209791.7339096;-45.120503652039325
1739209791.7339106;-38.13080360867914
1739209791.7339118;-45.120503652039325
1739209791.7339127;-38.13080360867914
1739209791.7339137;-45.120503652039325
1739209791.7339146;-38.13080360867914
1739209791.7339156;-38.13080360867914
1739209791.7339165;-38.13080360867914
1739209791.7339175;-45.120503652039325
1739209791.7339187;-38.13080360867914
1739209791.7339196;-38.13080360867914
1739209791.7339206;-38.13080360867914
1739209791.7339215;-30.49652367304973
1739209791.7339225;-26.991370085610736
1739209791.7339234;-45.120503652039325
1739209791.7339244;-45.120503652039325
1739209791.7339256;-38.13080360867914
1739209791.7339265;-45.120503652039325
1739209791.7339275;-45.120503652039325
1739209791.7339284;-38.13080360867914
1739209791.7339294;-45.120503652039325
1739209791.7339303;-45.120503652039325
1739209791.7339315;-38.13080360867914
1739209791.7339325;-38.13080360867914
1739209791.7339334;-38.13080360867914
1739209791.7339344;-45.120503652039325
1739209791.7339354;-45.120503652039325
1739209791.7339363;-32.816014438256545
1739209791.7339373;-45.120503652039325
1739209791.7339385;-45.120503652039325
1739209791.7339394;-38.13080360867914
1739209791.7339404;-35.57807855764607
1739209791.7339413;-45.120503652039325
1739209791.7339423;-45.120503652039325
1739209791.7339432;-45.120503652039325
1739209791.7339442;-45.120503652039325
1739209791.7339454;-38.13080360867914
1739209791.7339463;-33.981070128970906
1739209791.7339473;-38.13080360867914
1739209791.7339482;-38.13080360867914
1739209791.7339492;-38.13080360867914
1739209791.7339501;-38.13080360867914
1739209791.733951;-45.120503652039325
1739209791.7339523;-45.120503652039325
1739209791.7339532;-45.120503652039325
1739209791.7339542;-45.120503652039325
1739209791.7339551;-38.13080360867914
1739209791.733956;-38.13080360867914
1739209791.733957;-45.120503652039325
1739209791.7339582;-38.13080360867914
1739209791.7339592;-38.13080360867914
1739209791.7339602;-45.120503652039325
1739209791.733961;-38.13080360867914
1739209791.733962;-35.57807855764607
1739209791.733963;-38.13080360867914
1739209791.733964;-38.13080360867914
1739209791.7339652;-45.120503652039325
1739209791.733966;-38.13080360867914
1739209791.733967;-45.120503652039325
1739209791.733968;-45.120503652039325
1739209791.733969;-45.120503652039325
1739209791.73397;-45.120503652039325
1739209791.7339709;-45.120503652039325
1739209791.733972;-45.120503652039325
1739209791.733973;-38.13080360867914
1739209791.733974;-35.57807855764607
1739209791.733975;-38.13080360867914
1739209791.733976;-45.120503652039325
1739209791.7339768;-45.120503652039325
1739209791.733978;-33.981070128970906
1739209791.733979;-38.13080360867914
1739209791.73398;-45.120503652039325
1739209791.733981;-38.13080360867914
1739209791.7339818;-45.120503652039325
1739209791.7339828;-38.13080360867914
1739209791.7339838;-45.120503652039325
1739209791.733985;-38.13080360867914
1739209791.733986;-38.13080360867914
1739209791.7339869;-45.120503652039325
1739209791.7339878;-45.120503652039325
1739209791.7339888;-35.57807855764607
1739209791.7339897;-35.57807855764607
1739209791.7339907;-38.13080360867914
1739209791.7339919;-38.13080360867914
1739209791.7339928;-45.120503652039325
1739209791.7339938;-31.141103565318915
1739209791.7339947;-33.981070128970906
1739209791.7339957;-45.120503652039325
1739209791.7339966;-38.13080360867914
1739209791.7339976;-33.981070128970906
1739209791.7339988;-38.13080360867914
1739209791.7339997;-45.120503652039325
1739209791.7340007;-33.981070128970906
1739209791.7340016;-32.816014438256545
1739209791.7340026;-45.120503652039325
1739209791.7340035;-45.120503652039325
1739209791.7340047;-45.120503652039325
1739209791.7340057;-45.120503652039325
1739209791.7340066;-45.120503652039325
1739209791.7340076;-45.120503652039325
1739209791.7340086;-45.120503652039325
1739209791.7340095;-38.13080360867914
1739209791.7340105;-33.981070128970906
1739209791.7340117;-45.120503652039325
1739209791.7340126;-38.13080360867914
1739209791.7340136;-38.13080360867914
1739209791.7340145;-45.120503652039325
1739209791.7448869;-31.141103565318915
1739209791.744894;-38.13080360867914
1739209791.744901;-38.13080360867914
1739209791.7449079;-38.13080360867914
1739209791.744915;-45.120503652039325
1739209791.744922;-38.13080360867914
1739209791.7449288;-35.57807855764607
1739209791.744936;-35.57807855764607
1739209791.744943;-45.120503652039325
1739209791.7449498;-38.13080360867914
1739209791.7449567;-35.57807855764607
1739209791.744964;-38.13080360867914
1739209791.7449708;-45.120503652039325
1739209791.7449777;-45.120503652039325
1739209791.7449849;-38.13080360867914
1739209791.7449918;-38.13080360867914
1739209791.7449987;-45.120503652039325
1739209791.7450058;-45.120503652039325
1739209791.7450128;-45.120503652039325
1739209791.7450197;-38.13080360867914
1739209791.7450268;-32.816014438256545
1739209791.7450337;-38.13080360867914
1739209791.7450407;-38.13080360867914
1739209791.7450478;-38.13080360867914
1739209791.7450547;-28.992665084841942
1739209791.7450616;-31.141103565318915
1739209791.7450686;-45.120503652039325
1739209791.7450757;-45.120503652039325
1739209791.7450826;-38.13080360867914
1739209791.7450895;-38.13080360867914
1739209791.7450967;-45.120503652039325
1739209791.7451036;-35.57807855764607
1739209791.7451105;-38.13080360867914
1739209791.7451177;-38.13080360867914
1739209791.7451246;-33.981070128970906
1739209791.7451315;-38.13080360867914
1739209791.7451386;-45.120503652039325
1739209791.7451456;-38.13080360867914
1739209791.7451525;-45.120503652039325
1739209791.7451596;-38.13080360867914
1739209791.7451665;-31.141103565318915
1739209791.7451735;-31.141103565318915
1739209791.7451804;-45.120503652039325
1739209791.7451875;-45.120503652039325
1739209791.7451944;-38.13080360867914
1739209791.7452013;-38.13080360867914
1739209791.7452085;-45.120503652039325
1739209791.7452154;-38.13080360867914
1739209791.7452223;-33.981070128970906
1739209791.7452295;-38.13080360867914
1739209791.7452364;-32.816014438256545
1739209791.7452433;-38.13080360867914
1739209791.7452505;-45.120503652039325
1739209791.7452574;-38.13080360867914
1739209791.7452643;-38.13080360867914
1739209791.7452714;-45.120503652039325
1739209791.7452784;-38.13080360867914
1739209791.7452853;-38.13080360867914
1739209791.7452922;-32.816014438256545
1739209791.7452993;-38.13080360867914
1739209791.7453063;-45.120503652039325
1739209791.7453132;-38.13080360867914
1739209791.7453203;-38.13080360867914
1739209791.7453272;-45.120503652039325
1739209791.7453341;-38.13080360867914
1739209791.7453413;-31.141103565318915
1739209791.7453482;-35.57807855764607
1739209791.7453551;-38.13080360867914
1739209791.7453623;-38.13080360867914
1739209791.7453692;-38.13080360867914
1739209791.745376;-38.13080360867914
1739209791.7453833;-38.13080360867914
1739209791.7453902;-45.120503652039325
1739209791.745397;-33.981070128970906
1739209791.7454042;-33.981070128970906
1739209791.7454112;-38.13080360867914
1739209791.745418;-45.120503652039325
1739209791.745425;-45.120503652039325
1739209791.7454321;-38.13080360867914
1739209791.745439;-38.13080360867914
1739209791.745446;-33.981070128970906
1739209791.7454531;-33.981070128970906
1739209791.74546;-45.120503652039325
1739209791.745467;-45.120503652039325
1739209791.745474;-45.120503652039325
1739209791.745481;-33.981070128970906
1739209791.745488;-38.13080360867914
1739209791.745495;-45.120503652039325
1739209791.745502;-38.13080360867914
1739209791.745509;-38.13080360867914
1739209791.745516;-45.120503652039325
1739209791.745523;-38.13080360867914
1739209791.74553;-35.57807855764607
1739209791.7455368;-38.13080360867914
1739209791.745544;-35.57807855764607
1739209791.7455509;-38.13080360867914
1739209791.7455578;-38.13080360867914
1739209791.745565;-35.57807855764607
1739209791.7455719;-45.120503652039325
1739209791.7455788;-45.120503652039325
1739209791.745586;-35.57807855764607
1739209791.7455928;-45.120503652039325
1739209791.7455997;-45.120503652039325
1739209791.745607;-45.120503652039325
1739209791.7456138;-45.120503652039325
1739209791.7456207;-38.13080360867914
1739209791.7456279;-38.13080360867914
1739209791.7456348;-45.120503652039325
1739209791.7456417;-45.120503652039325
1739209791.7456486;-38.13080360867914
1739209791.7456558;-38.13080360867914
1739209791.7456627;-45.120503652039325
1739209791.7456696;-45.120503652039325
1739209791.7456768;-33.981070128970906
1739209791.7456837;-45.120503652039325
1739209791.7456906;-45.120503652039325
1739209791.7456977;-35.57807855764607
1739209791.7457047;-45.120503652039325
1739209791.7457116;-45.120503652039325
1739209791.7457187;-45.120503652039325
1739209791.7457256;-45.120503652039325
1739209791.7457325;-38.13080360867914
1739209791.7457397;-45.120503652039325
1739209791.7457466;-45.120503652039325
1739209791.7457535;-45.120503652039325
1739209791.7457604;-38.13080360867914
1739209791.7457676;-45.120503652039325
1739209791.7457745;-45.120503652039325
1739209791.7457814;-38.13080360867914
1739209791.7457886;-38.13080360867914
1739209791.7457955;-35.57807855764607
1739209791.7458024;-45.120503652039325
1739209791.7458096;-38.13080360867914
1739209791.7458165;-38.13080360867914
1739209791.7458234;-45.120503652039325
1739209791.7458305;-33.981070128970906
1739209791.7458375;-35.57807855764607
1739209791.7458444;-45.120503652039325
1739209791.7458515;-45.120503652039325
1739209791.7458584;-38.13080360867914
1739209791.7458653;-35.57807855764607
1739209791.7458725;-35.57807855764607
1739209791.7458794;-45.120503652039325
1739209791.7458863;-35.57807855764607
1739209791.7458932;-35.57807855764607
1739209791.7459004;-45.120503652039325
1739209791.7459073;-32.816014438256545
1739209791.7459142;-38.13080360867914
1739209791.7459214;-35.57807855764607
1739209791.7459283;-45.120503652039325
1739209791.7459352;-38.13080360867914
1739209791.7459424;-38.13080360867914
1739209791.7459493;-38.13080360867914
1739209791.7459562;-45.120503652039325
1739209791.7459633;-38.13080360867914
1739209791.7459702;-33.981070128970906
1739209791.7459772;-35.57807855764607
1739209791.7459843;-35.57807855764607
1739209791.7459912;-45.120503652039325
1739209791.7459981;-45.120503652039325
1739209791.746005;-45.120503652039325
1739209791.7460122;-45.120503652039325
1739209791.7460191;-38.13080360867914
1739209791.746026;-35.57807855764607
1739209791.7460332;-38.13080360867914
1739209791.74604;-38.13080360867914
1739209791.746047;-35.57807855764607
1739209791.7460542;-45.120503652039325
1739209791.746061;-45.120503652039325
1739209791.746068;-38.13080360867914
1739209791.7460752;-45.120503652039325
1739209791.746082;-45.120503652039325
1739209791.746089;-38.13080360867914
1739209791.7460961;-38.13080360867914
1739209791.746103;-45.120503652039325
1739209791.74611;-45.120503652039325
1739209791.7461169;-45.120503652039325
1739209791.746124;-45.120503652039325
1739209791.746131;-45.120503652039325
1739209791.7461379;-45.120503652039325
1739209791.746145;-45.120503652039325
1739209791.746152;-45.120503652039325
1739209791.7461588;-45.120503652039325
1739209791.746166;-38.13080360867914
1739209791.746173;-35.57807855764607
1739209791.7461798;-38.13080360867914
1739209791.746187;-26.991370085610722
1739209791.746194;-35.57807855764607
1739209791.7462008;-38.13080360867914
1739209791.746208;-45.120503652039325
1739209791.7462149;-45.120503652039325
1739209791.7462218;-38.13080360867914
1739209791.746229;-38.13080360867914
1739209791.7462358;-38.13080360867914
1739209791.7462428;-45.120503652039325
1739209791.7462497;-38.13080360867914
1739209791.7462568;-32.816014438256545
1739209791.7462637;-38.13080360867914
1739209791.7462707;-45.120503652039325
1739209791.7462778;-33.981070128970906
1739209791.7462847;-45.120503652039325
1739209791.7462916;-45.120503652039325
1739209791.7462988;-45.120503652039325
1739209791.7463057;-45.120503652039325
1739209791.7463126;-45.120503652039325
1739209791.7463198;-45.120503652039325
1739209791.7463267;-45.120503652039325
1739209791.7463336;-45.120503652039325
1739209791.7463408;-45.120503652039325
1739209791.7463477;-45.120503652039325
1739209791.7463546;-28.992665084841942
1739209791.7463615;-33.981070128970906
1739209791.7463686;-45.120503652039325
1739209791.7463756;-38.13080360867914
1739209791.7463825;-32.816014438256545
1739209791.7463896;-38.13080360867914
1739209791.7463965;-45.120503652039325
1739209791.7464035;-38.13080360867914
1739209791.7464106;-38.13080360867914
1739209791.7464175;-38.13080360867914
1739209791.7464244;-38.13080360867914
1739209791.7464316;-45.120503652039325
1739209791.7464385;-45.120503652039325
1739209791.7464454;-45.120503652039325
1739209791.7464526;-45.120503652039325
1739209791.7464595;-38.13080360867914
1739209791.7464664;-28.58837851428586
1739209791.7464733;-33.981070128970906
1739209791.7464805;-45.120503652039325
1739209791.7464874;-38.13080360867914
1739209791.7464943;-45.120503652039325
1739209791.7465014;-45.120503652039325
1739209791.7465084;-45.120503652039325
1739209791.7465153;-45.120503652039325
1739209791.7465224;-45.120503652039325
1739209791.7465293;-45.120503652039325
1739209791.7465363;-45.120503652039325
1739209791.7465434;-45.120503652039325
1739209791.7465503;-38.13080360867914
1739209791.7465572;-38.13080360867914
1739209791.7465644;-45.120503652039325
1739209791.7465713;-45.120503652039325
1739209791.7465782;-38.13080360867914
1739209791.7465851;-38.13080360867914
1739209791.7465923;-45.120503652039325
1739209791.7465992;-38.13080360867914
1739209791.746606;-45.120503652039325
1739209791.7466133;-45.120503652039325
1739209791.7466202;-45.120503652039325
1739209791.746627;-45.120503652039325
1739209791.7466342;-38.13080360867914
1739209791.7466412;-35.57807855764607
1739209791.746648;-35.57807855764607
1739209791.7466552;-45.120503652039325
1739209791.7466621;-38.13080360867914
1739209791.746669;-32.816014438256545
1739209791.7466762;-38.13080360867914
1739209791.7466831;-38.13080360867914
1739209791.74669;-38.13080360867914
1739209791.7466972;-33.981070128970906
1739209791.746704;-33.981070128970906
1739209791.746711;-38.13080360867914
1739209791.746718;-45.120503652039325
1739209791.746725;-45.120503652039325
1739209791.746732;-38.13080360867914
1739209791.746739;-45.120503652039325
1739209791.746746;-38.13080360867914
1739209791.746753;-32.816014438256545
1739209791.74676;-35.57807855764607
1739209791.746767;-38.13080360867914
1739209791.746774;-45.120503652039325
1739209791.7467809;-38.13080360867914
1739209791.746788;-35.57807855764607
1739209791.746795;-45.120503652039325
1739209791.7468019;-45.120503652039325
1739209791.746809;-38.13080360867914
1739209791.746816;-38.13080360867914
1739209791.7468228;-38.13080360867914
1739209791.7468297;-45.120503652039325
1739209791.746837;-45.120503652039325
1739209791.7468438;-45.120503652039325
1739209791.7468507;-45.120503652039325
1739209791.746858;-45.120503652039325
1739209791.7468648;-45.120503652039325
1739209791.7468717;-45.120503652039325
1739209791.7468789;-45.120503652039325
1739209791.7468858;-45.120503652039325
1739209791.7468927;-38.13080360867914
1739209791.7468998;-45.120503652039325
1739209791.7469068;-45.120503652039325
1739209791.7469137;-45.120503652039325
1739209791.7469208;-38.13080360867914
1739209791.7469277;-38.13080360867914
1739209791.7469347;-38.13080360867914
1739209791.7469416;-35.57807855764607
1739209791.7469487;-38.13080360867914
1739209791.7469556;-45.120503652039325
1739209791.7469625;-38.13080360867914
1739209791.7469697;-33.981070128970906
1739209791.7469766;-45.120503652039325
1739209791.7469835;-45.120503652039325
1739209791.7469907;-38.13080360867914
1739209791.7469976;-32.816014438256545
1739209791.7470045;-45.120503652039325
1739209791.7470117;-45.120503652039325
1739209791.7470186;-38.13080360867914
1739209791.7470255;-45.120503652039325
1739209791.7470326;-32.816014438256545
1739209791.7470396;-30.49652367304973
1739209791.7470465;-45.120503652039325
1739209791.7470534;-45.120503652039325
1739209791.7470605;-35.57807855764607
1739209791.7470675;-35.57807855764607
1739209791.7470744;-45.120503652039325
1739209791.7470815;-45.120503652039325
1739209791.7470884;-33.981070128970906
1739209791.7470953;-35.57807855764607
1739209791.7471025;-38.13080360867914
1739209791.7471094;-45.120503652039325
1739209791.7471163;-45.120503652039325
1739209791.7471235;-45.120503652039325
1739209791.7471304;-45.120503652039325
1739209791.7471373;-38.13080360867914
1739209791.7471445;-45.120503652039325
1739209791.7471514;-45.120503652039325
1739209791.7471583;-45.120503652039325
1739209791.7471654;-45.120503652039325
1739209791.7471724;-38.13080360867914
1739209791.7471793;-38.13080360867914
1739209791.7471862;-45.120503652039325
1739209791.7471933;-45.120503652039325
1739209791.7472003;-32.816014438256545
1739209791.7472072;-28.21854285175415
1739209791.7472143;-45.120503652039325
1739209791.7472212;-45.120503652039325
1739209791.7472281;-38.13080360867914
1739209791.7472353;-35.57807855764607
1739209791.7472422;-45.120503652039325
1739209791.7472491;-38.13080360867914
1739209791.7472563;-45.120503652039325
1739209791.7472632;-45.120503652039325
1739209791.74727;-38.13080360867914
1739209791.7472773;-38.13080360867914
1739209791.7472842;-45.120503652039325
1739209791.747291;-38.13080360867914
1739209791.747298;-38.13080360867914
1739209791.7473052;-45.120503652039325
1739209791.747312;-38.13080360867914
1739209791.747319;-35.57807855764607
1739209791.7473261;-38.13080360867914
1739209791.747333;-38.13080360867914
1739209791.74734;-38.13080360867914
1739209791.747347;-35.57807855764607
1739209791.747354;-38.13080360867914
1739209791.747361;-45.120503652039325
1739209791.747368;-33.981070128970906
1739209791.747375;-29.438486411369333
1739209791.747382;-38.13080360867914
1739209791.747389;-38.13080360867914
1739209791.747396;-38.13080360867914
1739209791.747403;-32.816014438256545
1739209791.7474098;-45.120503652039325
1739209791.747417;-45.120503652039325
1739209791.747424;-45.120503652039325
1739209791.7474308;-33.981070128970956
1739209791.747438;-38.13080360867914
1739209791.7474449;-38.13080360867914
1739209791.7474518;-38.13080360867914
1739209791.747459;-45.120503652039325
1739209791.7474658;-33.981070128970906
1739209791.7474728;-45.120503652039325
1739209791.74748;-38.13080360867914
1739209791.7474868;-26.487275050834715
1739209791.7474937;-38.13080360867914
1739209791.747501;-45.120503652039325
1739209791.7475078;-38.13080360867914
1739209791.7475147;-35.57807855764607
1739209791.7475216;-45.120503652039325
1739209791.7475288;-45.120503652039325
1739209791.7475357;-45.120503652039325
1739209791.7475426;-45.120503652039325
1739209791.7475498;-45.120503652039325
1739209791.7475567;-45.120503652039325
1739209791.7475636;-45.120503652039325
1739209791.7475708;-45.120503652039325
1739209791.7475777;-45.120503652039325
1739209791.7475846;-45.120503652039325
1739209791.7475917;-38.13080360867914
1739209791.7475986;-38.13080360867914
1739209791.7476056;-38.13080360867914
1739209791.7476127;-45.120503652039325
1739209791.7476196;-38.13080360867914
1739209791.7476265;-45.120503652039325
1739209791.7476337;-38.13080360867914
1739209791.7476406;-45.120503652039325
1739209791.7476475;-45.120503652039325
1739209791.7476544;-30.49652367304973
1739209791.7476616;-38.13080360867914
1739209791.7476685;-45.120503652039325
1739209791.7476754;-38.13080360867914
1739209791.7476826;-35.57807855764607
1739209791.7476895;-45.120503652039325
1739209791.7476964;-45.120503652039325
1739209791.7477036;-38.13080360867914
1739209791.7477105;-45.120503652039325
1739209791.7477174;-38.13080360867914
1739209791.7477245;-45.120503652039325
1739209791.7477314;-38.13080360867914
1739209791.7477384;-45.120503652039325
1739209791.7477455;-38.13080360867914
1739209791.7477524;-45.120503652039325
1739209791.7477593;-38.13080360867914
1739209791.7477663;-32.816014438256545
1739209791.7477734;-35.57807855764607
1739209791.7477803;-45.120503652039325
1739209791.7477872;-38.13080360867914
1739209791.7477944;-35.57807855764607
1739209791.7478013;-38.13080360867914
1739209791.7478082;-45.120503652039325
1739209791.7478154;-38.13080360867914
1739209791.7478223;-38.13080360867914
1739209791.7478292;-45.120503652039325
1739209791.7478364;-45.120503652039325
