CAN Message; 0x39:06b87e2b494d96df
1739209791.7164803;-45.120503652039325
1739209791.7164905;-45.120503652039325
1739209791.7165005;-38.13080360867914
1739209791.7165105;-33.981070128970906
1739209791.7165205;-38.13080360867914
1739209791.7165308;-45.120503652039325
1739209791.7165408;-30.49652367304973
1739209791.7165508;-26.991370085610736
1739209791.7165608;-45.120503652039325
1739209791.7165709;-45.120503652039325
1739209791.716581;-38.13080360867914
1739209791.7165911;-38.13080360867914
1739209791.7166011;-45.120503652039325
1739209791.7166111;-38.13080360867914
1739209791.7166214;-45.120503652039325
1739209791.7166314;-45.120503652039325
1739209791.7166414;-45.120503652039325
1739209791.7166514;-45.120503652039325
1739209791.7166615;-38.13080360867914
1739209791.7166717;-33.981070128970906
1739209791.7166817;-38.13080360867914
1739209791.7166917;-45.120503652039325
1739209791.7167017;-32.816014438256545
1739209791.716712;-29.438486411369333
1739209791.716722;-45.120503652039325
1739209791.716732;-45.120503652039325
1739209791.716742;-45.120503652039325
1739209791.7167523;-45.120503652039325
1739209791.7167623;-45.120503652039325
1739209791.7167723;-38.13080360867914
1739209791.7167823;-38.13080360867914
1739209791.7167923;-45.120503652039325
1739209791.7168026;-38.13080360867914
1739209791.7168126;-45.120503652039325
1739209791.7168226;-38.13080360867914
1739209791.7168326;-32.816014438256545
1739209791.716843;-45.120503652039325
1739209791.716853;-33.981070128970906
1739209791.716863;-45.120503652039325
1739209791.716873;-45.120503652039325
1739209791.716883;-35.57807855764607
1739209791.7168932;-38.13080360867914
1739209791.7169032;-45.120503652039325
1739209791.7169132;-45.120503652039325
1739209791.7169232;-38.13080360867914
1739209791.7169335;-45.120503652039325
1739209791.7169435;-38.13080360867914
1739209791.7169535;-45.120503652039325
1739209791.7169635;-35.57807855764607
1739209791.7169738;-38.13080360867914
1739209791.7169838;-45.120503652039325
1739209791.7169938;-38.13080360867914
1739209791.7170038;-45.120503652039325
1739209791.7170138;-38.13080360867914
1739209791.717024;-45.120503652039325
1739209791.717034;-45.120503652039325
1739209791.717044;-45.120503652039325
1739209791.7170541;-38.13080360867914
1739209791.7170644;-38.13080360867914
1739209791.7170744;-38.13080360867914
1739209791.7170844;-38.13080360867914
1739209791.7170944;-35.57807855764607
1739209791.7171044;-38.13080360867914
1739209791.7171147;-38.13080360867914
1739209791.7171247;-38.13080360867914
1739209791.7171347;-35.57807855764607
1739209791.7171447;-38.13080360867914
1739209791.717155;-45.120503652039325
1739209791.717165;-38.13080360867914
1739209791.717175;-38.13080360867914
1739209791.717185;-38.13080360867914
1739209791.7171953;-38.13080360867914
1739209791.7172053;-38.13080360867914
1739209791.7172153;-45.120503652039325
1739209791.7172253;-45.120503652039325
1739209791.7172353;-38.13080360867914
1739209791.7172456;-38.13080360867914
1739209791.7172556;-45.120503652039325
1739209791.7172656;-38.13080360867914
1739209791.7172756;-33.981070128970906
1739209791.7172859;-31.141103565318915
1739209791.717296;-38.13080360867914
1739209791.717306;-38.13080360867914
1739209791.717316;-38.13080360867914
1739209791.7173262;-38.13080360867914
1739209791.7173362;-45.120503652039325
1739209791.7173462;-38.13080360867914
1739209791.7173562;-38.13080360867914
1739209791.7173662;-45.120503652039325
1739209791.7173765;-45.120503652039325
1739209791.7173865;-45.120503652039325
1739209791.7173965;-38.13080360867914
1739209791.7174065;-45.120503652039325
1739209791.7174168;-45.120503652039325
1739209791.7174268;-38.13080360867914
1739209791.7174368;-32.816014438256545
1739209791.7174468;-38.13080360867914
1739209791.7174568;-45.120503652039325
1739209791.717467;-33.981070128970906
1739209791.717477;-38.13080360867914
1739209791.717487;-38.13080360867914
1739209791.717497;-45.120503652039325
1739209791.7175074;-38.13080360867914
1739209791.7175174;-31.141103565318915
1739209791.7175274;-30.49652367304973
1739209791.7175374;-45.120503652039325
1739209791.7175477;-38.13080360867914
1739209791.7175577;-38.13080360867914
1739209791.7175677;-33.981070128970906
1739209791.7175777;-38.13080360867914
1739209791.7175877;-38.13080360867914
1739209791.717598;-38.13080360867914
1739209791.717608;-31.141103565318915
1739209791.717618;-45.120503652039325
1739209791.717628;-45.120503652039325
1739209791.7176383;-38.13080360867914
1739209791.7176483;-38.13080360867914
1739209791.7176583;-45.120503652039325
1739209791.7176683;-45.120503652039325
1739209791.7176783;-38.13080360867914
1739209791.7176886;-33.981070128970906
1739209791.7176986;-38.13080360867914
1739209791.7177086;-38.13080360867914
1739209791.7177186;-38.13080360867914
1739209791.7177289;-38.13080360867914
1739209791.7177389;-45.120503652039325
1739209791.7177489;-38.13080360867914
1739209791.717759;-38.13080360867914
1739209791.7177691;-33.981070128970906
1739209791.7177792;-35.57807855764607
1739209791.7177892;-45.120503652039325
1739209791.7177992;-45.120503652039325
1739209791.7178092;-45.120503652039325
1739209791.7178195;-45.120503652039325
1739209791.7178295;-45.120503652039325
1739209791.7178395;-45.120503652039325
1739209791.7178495;-31.141103565318915
1739209791.7178597;-38.13080360867914
1739209791.7178698;-45.120503652039325
1739209791.7178798;-45.120503652039325
1739209791.7178898;-33.981070128970906
1739209791.7178998;-45.120503652039325
1739209791.71791;-45.120503652039325
1739209791.71792;-45.120503652039325
1739209791.71793;-31.14110356531892
1739209791.71794;-38.13080360867914
1739209791.7179503;-45.120503652039325
1739209791.7179604;-45.120503652039325
1739209791.7179704;-45.120503652039325
1739209791.7179804;-38.13080360867914
1739209791.7179906;-38.13080360867914
1739209791.7180007;-45.120503652039325
1739209791.7180107;-27.267205301931607
1739209791.7180207;-31.141103565318893
1739209791.7180307;-45.120503652039325
1739209791.718041;-45.120503652039325
1739209791.718051;-45.120503652039325
1739209791.718061;-45.120503652039325
1739209791.718071;-45.120503652039325
1739209791.7180812;-38.13080360867914
1739209791.7180912;-32.816014438256545
1739209791.7181013;-45.120503652039325
1739209791.7181113;-38.13080360867914
1739209791.7181213;-38.13080360867914
1739209791.7181315;-38.13080360867914
1739209791.7181416;-45.120503652039325
1739209791.7181516;-45.120503652039325
1739209791.7181616;-45.120503652039325
1739209791.7181718;-45.120503652039325
1739209791.7181818;-38.13080360867914
1739209791.7181919;-38.13080360867914
1739209791.7182019;-38.13080360867914
1739209791.7182121;-38.13080360867914
1739209791.7182221;-45.120503652039325
1739209791.7182322;-38.13080360867914
1739209791.7182422;-38.13080360867914
1739209791.7182522;-38.13080360867914
1739209791.7182624;-45.120503652039325
1739209791.7182724;-45.120503652039325
1739209791.7182825;-38.13080360867914
1739209791.7182925;-38.13080360867914
1739209791.7183027;-45.120503652039325
1739209791.7183127;-38.13080360867914
1739209791.7183228;-32.816014438256545
1739209791.7183328;-38.13080360867914
1739209791.7183428;-45.120503652039325
1739209791.718353;-35.57807855764607
1739209791.718363;-35.57807855764607
1739209791.718373;-45.120503652039325
1739209791.718383;-38.13080360867914
1739209791.7183933;-38.13080360867914
1739209791.7184033;-45.120503652039325
1739209791.7184134;-33.981070128970906
1739209791.7184234;-45.120503652039325
1739209791.7184336;-38.13080360867914
1739209791.7184436;-35.57807855764607
1739209791.7184536;-38.13080360867914
1739209791.7184637;-38.13080360867914
1739209791.7184737;-38.13080360867914
1739209791.718484;-32.816014438256545
1739209791.718494;-45.120503652039325
1739209791.718504;-45.120503652039325
1739209791.718514;-45.120503652039325
1739209791.7185242;-45.120503652039325
1739209791.7185342;-38.13080360867914
1739209791.7185442;-38.13080360867914
1739209791.7185543;-33.981070128970906
1739209791.7185643;-45.120503652039325
1739209791.7185745;-45.120503652039325
1739209791.7185845;-45.120503652039325
1739209791.7185946;-45.120503652039325
1739209791.7186046;-38.13080360867914
1739209791.7186148;-45.120503652039325
1739209791.7186248;-45.120503652039325
1739209791.7186348;-38.13080360867914
1739209791.7186449;-38.13080360867914
1739209791.718655;-45.120503652039325
1739209791.7186651;-45.120503652039325
1739209791.7186751;-45.120503652039325
1739209791.7186852;-45.120503652039325
1739209791.7186952;-32.816014438256545
1739209791.7187054;-32.816014438256545
1739209791.7187154;-45.120503652039325
1739209791.7187254;-45.120503652039325
1739209791.7187355;-38.13080360867914
1739209791.7187457;-32.816014438256545
1739209791.7187557;-38.13080360867914
1739209791.7187657;-45.120503652039325
1739209791.7187757;-38.13080360867914
1739209791.7187858;-38.13080360867914
1739209791.718796;-38.13080360867914
1739209791.718806;-45.120503652039325
1739209791.718816;-38.13080360867914
1739209791.718826;-45.120503652039325
1739209791.7188363;-45.120503652039325
1739209791.7188463;-45.120503652039325
1739209791.7188563;-35.57807855764607
1739209791.7188663;-38.13080360867914
1739209791.7188766;-45.120503652039325
1739209791.7188866;-38.13080360867914
1739209791.7188966;-38.13080360867914
1739209791.7189066;-38.13080360867914
1739209791.7189167;-38.13080360867914
1739209791.718927;-35.57807855764607
1739209791.718937;-45.120503652039325
1739209791.718947;-38.13080360867914
1739209791.718957;-45.120503652039325
1739209791.7189672;-45.120503652039325
1739209791.7189772;-35.57807855764607
1739209791.7189872;-38.13080360867914
1739209791.7189972;-45.120503652039325
1739209791.7190075;-45.120503652039325
1739209791.7190175;-45.120503652039325
1739209791.7190275;-45.120503652039325
1739209791.7190375;-38.13080360867914
1739209791.7190475;-32.816014438256545
1739209791.7190578;-38.13080360867914
1739209791.7190678;-38.13080360867914
1739209791.7190778;-38.13080360867914
1739209791.7190878;-33.981070128970906
1739209791.719098;-38.13080360867914
1739209791.719108;-38.13080360867914
1739209791.719118;-45.120503652039325
1739209791.7191281;-45.120503652039325
1739209791.7191381;-38.13080360867914
1739209791.7191484;-31.141103565318915
1739209791.7191584;-33.981070128970906
1739209791.7191684;-45.120503652039325
1739209791.7191784;-45.120503652039325
1739209791.7191887;-45.120503652039325
1739209791.7191987;-38.13080360867914
1739209791.7192087;-38.13080360867914
1739209791.7192187;-35.57807855764607
1739209791.719229;-38.13080360867914
1739209791.719239;-35.57807855764607
1739209791.719249;-45.120503652039325
1739209791.719259;-45.120503652039325
1739209791.719269;-35.57807855764607
1739209791.7192793;-45.120503652039325
1739209791.7192893;-45.120503652039325
1739209791.7192993;-45.120503652039325
1739209791.7193093;-38.13080360867914
1739209791.7193196;-38.13080360867914
1739209791.7193296;-45.120503652039325
1739209791.7193396;-45.120503652039325
1739209791.7193496;-45.120503652039325
1739209791.7193596;-45.120503652039325
1739209791.71937;-45.120503652039325
1739209791.71938;-38.13080360867914
1739209791.71939;-33.981070128970906
1739209791.7194;-33.981070128970906
1739209791.7194102;-45.120503652039325
1739209791.7194202;-45.120503652039325
1739209791.7194302;-38.13080360867914
1739209791.7194402;-38.13080360867914
1739209791.7194505;-45.120503652039325
1739209791.7194605;-38.13080360867914
1739209791.7194705;-33.981070128970906
1739209791.7194805;-30.49652367304973
1739209791.7194905;-45.120503652039325
1739209791.7195008;-35.57807855764607
1739209791.7195108;-31.141103565318893
1739209791.7195208;-45.120503652039325
1739209791.7195308;-30.49652367304973
1739209791.719541;-45.120503652039325
1739209791.719551;-38.13080360867914
1739209791.719561;-33.981070128970906
1739209791.719571;-35.57807855764607
1739209791.7195811;-38.13080360867914
1739209791.7195914;-45.120503652039325
1739209791.7196014;-33.981070128970906
1739209791.7196114;-38.13080360867914
1739209791.7196214;-45.120503652039325
1739209791.7196317;-45.120503652039325
1739209791.7196417;-38.13080360867914
1739209791.7196517;-38.13080360867914
1739209791.7196617;-45.120503652039325
1739209791.719672;-45.120503652039325
1739209791.719682;-35.57807855764607
1739209791.719692;-35.57807855764607
1739209791.719702;-38.13080360867914
1739209791.719712;-45.120503652039325
1739209791.7197223;-33.981070128970906
1739209791.7197323;-38.13080360867914
1739209791.7197423;-38.13080360867914
1739209791.7197523;-38.13080360867914
1739209791.7197626;-38.13080360867914
1739209791.7197726;-38.13080360867914
1739209791.7197826;-38.13080360867914
1739209791.7197926;-45.120503652039325
1739209791.7198026;-38.13080360867914
1739209791.7198129;-35.57807855764607
1739209791.719823;-45.120503652039325
1739209791.719833;-45.120503652039325
1739209791.719843;-38.13080360867914
1739209791.7198532;-35.57807855764607
