CAN Message; 0x150:0300a674f5deeb81
1739209613.020602;-38.13080360867914
1739209613.0206103;-33.981070128970906
1739209613.0206184;-38.13080360867914
1739209613.0206268;-38.13080360867914
1739209613.020635;-31.141103565318915
1739209613.0206432;-38.13080360867914
1739209613.0206516;-38.13080360867914
1739209613.0206597;-45.120503652039325
1739209613.020668;-35.57807855764607
1739209613.0206764;-35.57807855764607
1739209613.0206845;-38.13080360867914
1739209613.0206928;-38.13080360867914
1739209613.020701;-33.981070128970906
1739209613.0207093;-38.13080360867914
1739209613.0207176;-38.13080360867914
1739209613.0207257;-45.120503652039325
1739209613.020734;-45.120503652039325
1739209613.0207422;-38.13080360867914
1739209613.0207505;-38.13080360867914
1739209613.0207589;-38.13080360867914
1739209613.020767;-33.981070128970906
1739209613.0207753;-45.120503652039325
1739209613.0207837;-38.13080360867914
1739209613.0207918;-35.57807855764607
1739209613.0208;-38.13080360867914
1739209613.0208082;-45.120503652039325
1739209613.0208166;-33.981070128970906
1739209613.020825;-35.57807855764607
1739209613.020833;-38.13080360867914
1739209613.0208414;-45.120503652039325
1739209613.0208495;-38.13080360867914
1739209613.0208578;-35.57807855764607
1739209613.0208662;-38.13080360867914
1739209613.0208743;-45.120503652039325
1739209613.0208826;-38.13080360867914
1739209613.020891;-38.13080360867914
1739209613.020899;-31.141103565318915
1739209613.0209074;-38.13080360867914
1739209613.0209155;-38.13080360867914
1739209613.0209239;-35.57807855764607
1739209613.0209322;-38.13080360867914
1739209613.0209403;-45.120503652039325
1739209613.0209486;-45.120503652039325
1739209613.0209568;-38.13080360867914
1739209613.020965;-29.438486411369347
1739209613.0209734;-45.120503652039325
1739209613.0209816;-38.13080360867914
1739209613.02099;-38.13080360867914
1739209613.0209982;-38.13080360867914
1739209613.0210063;-45.120503652039325
1739209613.0210147;-45.120503652039325
1739209613.0210228;-45.120503652039325
1739209613.0210311;-28.992665084841942
1739209613.0210395;-38.13080360867914
1739209613.0210476;-38.13080360867914
1739209613.021056;-38.13080360867914
1739209613.021064;-45.120503652039325
1739209613.0210724;-45.120503652039325
1739209613.0210807;-45.120503652039325
1739209613.0210888;-38.13080360867914
1739209613.0210972;-33.981070128970906
1739209613.0211055;-45.120503652039325
1739209613.0211136;-45.120503652039325
1739209613.021122;-45.120503652039325
1739209613.02113;-38.13080360867914
1739209613.0211384;-38.13080360867914
1739209613.0211468;-45.120503652039325
1739209613.0211549;-45.120503652039325
1739209613.0211632;-45.120503652039325
1739209613.0211713;-32.816014438256545
1739209613.0211797;-38.13080360867914
1739209613.021188;-45.120503652039325
1739209613.0211961;-38.13080360867914
1739209613.0212045;-38.13080360867914
1739209613.0212128;-33.981070128970906
1739209613.021221;-35.57807855764607
1739209613.0212293;-32.816014438256545
1739209613.0212374;-38.13080360867914
1739209613.0212457;-38.13080360867914
1739209613.021254;-35.57807855764607
1739209613.0212622;-45.120503652039325
1739209613.0212705;-45.120503652039325
1739209613.0212786;-38.13080360867914
1739209613.021287;-32.816014438256545
1739209613.0212953;-33.981070128970906
1739209613.0213034;-45.120503652039325
1739209613.0213118;-38.13080360867914
1739209613.02132;-35.57807855764607
1739209613.0213282;-33.981070128970906
1739209613.0213366;-38.13080360867914
1739209613.0213447;-38.13080360867914
1739209613.021353;-33.981070128970906
1739209613.0213614;-35.57807855764607
1739209613.0213695;-45.120503652039325
1739209613.0213778;-38.13080360867914
1739209613.021386;-38.13080360867914
1739209613.0213943;-38.13080360867914
1739209613.0214026;-45.120503652039325
1739209613.0214107;-45.120503652039325
1739209613.021419;-45.120503652039325
1739209613.0214274;-45.120503652039325
1739209613.0214355;-45.120503652039325
1739209613.0214438;-45.120503652039325
1739209613.021452;-45.120503652039325
1739209613.0214603;-38.13080360867914
1739209613.0214686;-35.57807855764607
1739209613.0214767;-45.120503652039325
1739209613.021485;-45.120503652039325
1739209613.0214932;-45.120503652039325
1739209613.0215015;-45.120503652039325
1739209613.02151;-45.120503652039325
1739209613.021518;-45.120503652039325
1739209613.0215263;-45.120503652039325
1739209613.0215347;-45.120503652039325
1739209613.0215428;-38.13080360867914
1739209613.0215511;-35.57807855764607
1739209613.0215592;-38.13080360867914
1739209613.0215676;-45.120503652039325
1739209613.021576;-38.13080360867914
1739209613.021584;-35.57807855764607
1739209613.0215924;-38.13080360867914
1739209613.0216005;-38.13080360867914
1739209613.0216088;-38.13080360867914
1739209613.0216172;-35.57807855764607
1739209613.0216253;-38.13080360867914
1739209613.0216336;-33.981070128970906
1739209613.021642;-38.13080360867914
1739209613.02165;-35.57807855764607
1739209613.0216584;-38.13080360867914
1739209613.0216665;-45.120503652039325
1739209613.0216749;-35.57807855764607
1739209613.0216832;-45.120503652039325
1739209613.0216913;-38.13080360867914
1739209613.0216997;-45.120503652039325
1739209613.0217078;-45.120503652039325
1739209613.021716;-38.13080360867914
1739209613.0217245;-38.13080360867914
1739209613.0217326;-45.120503652039325
1739209613.021741;-45.120503652039325
1739209613.0217493;-45.120503652039325
1739209613.0217574;-45.120503652039325
1739209613.0217657;-32.816014438256545
1739209613.0217738;-38.13080360867914
1739209613.0217822;-45.120503652039325
1739209613.0217905;-45.120503652039325
1739209613.0217986;-33.981070128970906
1739209613.021807;-38.13080360867914
1739209613.021815;-45.120503652039325
1739209613.0218234;-45.120503652039325
1739209613.0218318;-45.120503652039325
1739209613.0218399;-38.13080360867914
1739209613.0218482;-45.120503652039325
1739209613.0218565;-38.13080360867914
1739209613.0218647;-45.120503652039325
1739209613.021873;-45.120503652039325
1739209613.021881;-45.120503652039325
1739209613.0218894;-45.120503652039325
1739209613.0218978;-38.13080360867914
1739209613.021906;-38.13080360867914
1739209613.0219142;-45.120503652039325
1739209613.0219223;-38.13080360867914
1739209613.0219307;-35.57807855764607
1739209613.021939;-38.13080360867914
1739209613.0219471;-45.120503652039325
1739209613.0219555;-45.120503652039325
1739209613.0219638;-45.120503652039325
1739209613.021972;-38.13080360867914
1739209613.0219803;-35.57807855764607
1739209613.0219884;-33.981070128970906
1739209613.0219967;-45.120503652039325
1739209613.022005;-38.13080360867914
1739209613.0220132;-32.816014438256545
1739209613.0220215;-38.13080360867914
1739209613.0220296;-38.13080360867914
1739209613.022038;-33.981070128970906
1739209613.0220463;-32.816014438256545
1739209613.0220544;-38.13080360867914
1739209613.0220628;-45.120503652039325
1739209613.0220711;-35.57807855764607
1739209613.0220792;-38.13080360867914
1739209613.0220876;-45.120503652039325
1739209613.0220957;-45.120503652039325
1739209613.022104;-35.57807855764607
1739209613.0221124;-38.13080360867914
1739209613.0221205;-33.981070128970906
1739209613.0221288;-45.120503652039325
1739209613.022137;-38.13080360867914
1739209613.0221453;-38.13080360867914
1739209613.0221536;-38.13080360867914
1739209613.0221617;-38.13080360867914
1739209613.02217;-32.816014438256545
1739209613.0221782;-45.120503652039325
1739209613.0221865;-45.120503652039325
1739209613.0221949;-45.120503652039325
1739209613.022203;-33.981070128970906
1739209613.0222113;-35.57807855764607
1739209613.0222197;-45.120503652039325
1739209613.0222278;-31.141103565318915
1739209613.022236;-28.992665084841942
1739209613.0222442;-45.120503652039325
1739209613.0222526;-45.120503652039325
1739209613.022261;-45.120503652039325
1739209613.022269;-33.981070128970906
1739209613.0222774;-45.120503652039325
1739209613.0222855;-45.120503652039325
1739209613.0222938;-38.13080360867914
1739209613.0223022;-38.13080360867914
1739209613.0223103;-45.120503652039325
1739209613.0223186;-38.13080360867914
1739209613.022327;-45.120503652039325
1739209613.022335;-45.120503652039325
1739209613.0223434;-45.120503652039325
1739209613.0223515;-38.13080360867914
1739209613.0223598;-35.57807855764607
1739209613.0223682;-38.13080360867914
1739209613.0223763;-38.13080360867914
1739209613.0223846;-35.57807855764607
1739209613.0223927;-45.120503652039325
1739209613.022401;-38.13080360867914
1739209613.0224094;-45.120503652039325
1739209613.0224175;-35.57807855764607
1739209613.022426;-38.13080360867914
1739209613.0224342;-38.13080360867914
1739209613.0224423;-38.13080360867914
1739209613.0224507;-38.13080360867914
1739209613.0224588;-45.120503652039325
1739209613.0224671;-45.120503652039325
1739209613.0224755;-38.13080360867914
1739209613.0224836;-45.120503652039325
1739209613.022492;-45.120503652039325
1739209613.0225;-31.141103565318915
1739209613.0225084;-38.13080360867914
1739209613.0225167;-45.120503652039325
1739209613.0225248;-45.120503652039325
1739209613.0225332;-38.13080360867914
1739209613.0225415;-35.57807855764607
1739209613.0225496;-38.13080360867914
1739209613.022558;-45.120503652039325
1739209613.022566;-32.816014438256545
1739209613.0225744;-38.13080360867914
1739209613.0225828;-38.13080360867914
1739209613.0225909;-45.120503652039325
1739209613.0225992;-45.120503652039325
1739209613.0226073;-35.57807855764607
1739209613.0226157;-38.13080360867914
1739209613.022624;-45.120503652039325
1739209613.0226321;-28.992665084841942
1739209613.0226405;-38.13080360867914
1739209613.0226488;-45.120503652039325
1739209613.022657;-35.57807855764607
1739209613.0226653;-38.13080360867914
1739209613.0226734;-45.120503652039325
1739209613.0226817;-38.13080360867914
1739209613.02269;-38.13080360867914
1739209613.0226982;-38.13080360867914
1739209613.0227065;-45.120503652039325
1739209613.0227146;-38.13080360867914
1739209613.022723;-45.120503652039325
1739209613.0227313;-35.57807855764607
1739209613.0227394;-38.13080360867914
1739209613.0227478;-45.120503652039325
1739209613.022756;-38.13080360867914
1739209613.0227642;-33.981070128970906
1739209613.0227726;-33.981070128970906
1739209613.0227807;-45.120503652039325
1739209613.022789;-45.120503652039325
1739209613.0227973;-33.981070128970906
1739209613.0228055;-35.57807855764607
1739209613.0228138;-38.13080360867914
1739209613.022822;-38.13080360867914
1739209613.0228302;-45.120503652039325
1739209613.0228386;-45.120503652039325
1739209613.0228467;-38.13080360867914
1739209613.022855;-45.120503652039325
1739209613.0228634;-38.13080360867914
1739209613.0228715;-33.981070128970906
1739209613.0228798;-45.120503652039325
1739209613.022888;-45.120503652039325
1739209613.0228963;-45.120503652039325
1739209613.0229046;-45.120503652039325
1739209613.0229127;-45.120503652039325
1739209613.022921;-45.120503652039325
1739209613.0229292;-45.120503652039325
1739209613.0229375;-38.13080360867914
1739209613.022946;-45.120503652039325
1739209613.022954;-45.120503652039325
1739209613.0229623;-38.13080360867914
1739209613.0229707;-35.57807855764607
1739209613.0229788;-38.13080360867914
1739209613.0229871;-45.120503652039325
1739209613.0229952;-33.981070128970906
1739209613.0230036;-32.816014438256545
1739209613.023012;-45.120503652039325
1739209613.02302;-45.120503652039325
1739209613.0230284;-45.120503652039325
1739209613.0230365;-38.13080360867914
1739209613.0230448;-38.13080360867914
1739209613.0230532;-45.120503652039325
1739209613.0230613;-45.120503652039325
1739209613.0230696;-38.13080360867914
1739209613.023078;-38.13080360867914
1739209613.023086;-45.120503652039325
1739209613.0230944;-38.13080360867914
1739209613.0231025;-38.13080360867914
1739209613.0231109;-45.120503652039325
1739209613.0231192;-38.13080360867914
1739209613.0231273;-38.13080360867914
1739209613.0231357;-38.13080360867914
1739209613.0231438;-45.120503652039325
1739209613.023152;-38.13080360867914
1739209613.0231605;-45.120503652039325
1739209613.0231686;-45.120503652039325
1739209613.023177;-35.57807855764607
1739209613.0231853;-35.57807855764607
1739209613.0231934;-45.120503652039325
1739209613.0232017;-38.13080360867914
1739209613.0232098;-38.13080360867914
1739209613.0232182;-45.120503652039325
1739209613.0232265;-35.57807855764607
1739209613.0232346;-38.13080360867914
1739209613.023243;-38.13080360867914
1739209613.023251;-45.120503652039325
1739209613.0232594;-45.120503652039325
1739209613.0232677;-32.816014438256545
1739209613.0232759;-45.120503652039325
1739209613.0232842;-45.120503652039325
1739209613.0232925;-38.13080360867914
1739209613.0233006;-45.120503652039325
1739209613.023309;-45.120503652039325
1739209613.023317;-45.120503652039325
1739209613.0233254;-38.13080360867914
1739209613.0233338;-38.13080360867914
1739209613.023342;-33.981070128970906
1739209613.0233502;-45.120503652039325
1739209613.0233583;-45.120503652039325
1739209613.0233667;-31.141103565318893
1739209613.023375;-45.120503652039325
1739209613.0233831;-38.13080360867914
1739209613.0233915;-38.13080360867914
1739209613.0233998;-32.816014438256545
1739209613.023408;-45.120503652039325
1739209613.0234163;-38.13080360867914
1739209613.0234244;-35.57807855764607
1739209613.0234327;-45.120503652039325
1739209613.023441;-45.120503652039325
1739209613.0234492;-45.120503652039325
1739209613.0234575;-45.120503652039325
1739209613.0234656;-45.120503652039325
1739209613.023474;-33.981070128970906
1739209613.0234823;-45.120503652039325
1739209613.0234904;-45.120503652039325
1739209613.0234988;-45.120503652039325
1739209613.023507;-45.120503652039325
1739209613.0235152;-35.57807855764607
1739209613.0235236;-38.13080360867914
1739209613.0235317;-45.120503652039325
1739209613.02354;-38.13080360867914
1739209613.0235484;-38.13080360867914
1739209613.0235565;-45.120503652039325
1739209613.0235648;-45.120503652039325
1739209613.023573;-45.120503652039325
1739209613.0235813;-45.120503652039325
1739209613.0235896;-38.13080360867914
1739209613.0235977;-38.13080360867914
1739209613.023606;-33.981070128970906
1739209613.0236144;-38.13080360867914
1739209613.0236225;-45.120503652039325
1739209613.0236309;-45.120503652039325
1739209613.023639;-38.13080360867914
1739209613.0236473;-38.13080360867914
1739209613.0236557;-33.981070128970906
1739209613.0236638;-45.120503652039325
1739209613.023672;-45.120503652039325
1739209613.0236802;-38.13080360867914
1739209613.0236886;-35.57807855764607
1739209613.023697;-35.57807855764607
1739209613.023705;-38.13080360867914
1739209613.0237134;-45.120503652039325
1739209613.0237217;-45.120503652039325
1739209613.0237298;-33.981070128970906
1739209613.0237381;-38.13080360867914
1739209613.0237463;-45.120503652039325
1739209613.0237546;-38.13080360867914
1739209613.023763;-38.13080360867914
1739209613.023771;-30.49652367304973
1739209613.0237794;-45.120503652039325
1739209613.0237875;-38.13080360867914
1739209613.0237958;-35.57807855764607
1739209613.0238042;-38.13080360867914
1739209613.0238123;-45.120503652039325
1739209613.0238206;-45.120503652039325
1739209613.023829;-45.120503652039325
1739209613.023837;-38.13080360867914
1739209613.0238454;-38.13080360867914
1739209613.0238535;-38.13080360867914
1739209613.023862;-35.57807855764607
1739209613.0238702;-38.13080360867914
1739209613.0238783;-38.13080360867914
1739209613.0238867;-45.120503652039325
1739209613.0238948;-45.120503652039325
1739209613.0239031;-45.120503652039325
1739209613.0239115;-45.120503652039325
1739209613.0239196;-38.13080360867914
1739209613.023928;-45.120503652039325
1739209613.0239363;-38.13080360867914
1739209613.0239444;-38.13080360867914
1739209613.0239527;-38.13080360867914
1739209613.0239608;-45.120503652039325
1739209613.0239692;-38.13080360867914
1739209613.0239775;-45.120503652039325
1739209613.0239856;-45.120503652039325
1739209613.023994;-45.120503652039325
1739209613.024002;-38.13080360867914
1739209613.0240104;-35.57807855764607
1739209613.0240188;-38.13080360867914
1739209613.0240269;-38.13080360867914
1739209613.0240352;-33.981070128970906
1739209613.0240436;-38.13080360867914
1739209613.0240517;-45.120503652039325
1739209613.02406;-38.13080360867914
1739209613.024068;-33.981070128970906
1739209613.0240765;-45.120503652039325
1739209613.0240848;-45.120503652039325
1739209613.024093;-35.57807855764607
1739209613.0241013;-32.816014438256545
1739209613.0241094;-38.13080360867914
1739209613.0241177;-38.13080360867914
1739209613.024126;-35.57807855764607
1739209613.0241342;-38.13080360867914
1739209613.0241425;-45.120503652039325
1739209613.0241508;-38.13080360867914
1739209613.024159;-38.13080360867914
1739209613.0241673;-27.267205301931607
1739209613.0241754;-33.981070128970906
1739209613.0241838;-33.981070128970906
1739209613.024192;-35.57807855764607
1739209613.0242002;-35.57807855764607
1739209613.0242085;-38.13080360867914
1739209613.0242167;-45.120503652039325
1739209613.024225;-38.13080360867914
1739209613.0242333;-35.57807855764607
1739209613.0242414;-45.120503652039325
1739209613.0242498;-38.13080360867914
1739209613.0242581;-45.120503652039325
1739209613.0242662;-45.120503652039325
1739209613.0242746;-38.13080360867914
1739209613.0242827;-38.13080360867914
1739209613.024291;-45.120503652039325
1739209613.0242994;-33.981070128970906
1739209613.0243075;-32.816014438256545
1739209613.0243158;-38.13080360867914
1739209613.024324;-45.120503652039325
1739209613.0243323;-38.13080360867914
1739209613.0243406;-38.13080360867914
1739209613.0243487;-45.120503652039325
1739209613.024357;-45.120503652039325
1739209613.0243654;-45.120503652039325
1739209613.0243735;-45.120503652039325
1739209613.0243819;-45.120503652039325
1739209613.02439;-33.981070128970906
1739209613.0243983;-45.120503652039325
1739209613.0244067;-45.120503652039325
1739209613.0244148;-38.13080360867914
1739209613.0244231;-35.57807855764607
1739209613.0244312;-38.13080360867914
1739209613.0244396;-45.120503652039325
1739209613.024448;-45.120503652039325
1739209613.024456;-38.13080360867914
1739209613.0244644;-38.13080360867914
1739209613.0244727;-45.120503652039325
1739209613.0244808;-38.13080360867914
1739209613.0244892;-35.57807855764607
1739209613.0244973;-38.13080360867914
1739209613.0245056;-35.57807855764607
1739209613.024514;-38.13080360867914
1739209613.024522;-35.57807855764607
1739209613.0245304;-38.13080360867914
1739209613.0245385;-45.120503652039325
1739209613.0245469;-38.13080360867914
1739209613.0245552;-38.13080360867914
1739209613.0245633;-45.120503652039325
1739209613.0245717;-45.120503652039325
1739209613.02458;-38.13080360867914
1739209613.024588;-38.13080360867914
1739209613.0245965;-45.120503652039325
1739209613.0246046;-45.120503652039325
1739209613.024613;-38.13080360867914
1739209613.0246212;-45.120503652039325
1739209613.0246294;-35.57807855764607
1739209613.0246377;-28.21854285175415
1739209613.0246458;-45.120503652039325
1739209613.0246542;-38.13080360867914
1739209613.0246625;-38.13080360867914
1739209613.0246706;-38.13080360867914
1739209613.024679;-45.120503652039325
1739209613.0246873;-35.57807855764607
1739209613.0246954;-45.120503652039325
1739209613.0247037;-35.57807855764607
1739209613.0247118;-45.120503652039325
1739209613.0247202;-32.816014438256545
1739209613.0247285;-38.13080360867914
1739209613.0247366;-45.120503652039325
1739209613.024745;-35.57807855764607
1739209613.024753;-45.120503652039325
1739209613.0247614;-38.13080360867914
1739209613.0247698;-26.991370085610736
1739209613.024778;-38.13080360867914
1739209613.0247862;-35.57807855764607
1739209613.0247946;-33.981070128970906
1739209613.0248027;-38.13080360867914
1739209613.024811;-38.13080360867914
1739209613.0248191;-35.57807855764607
1739209613.0248275;-38.13080360867914
1739209613.0248358;-38.13080360867914
1739209613.024844;-38.13080360867914
1739209613.0248523;-35.57807855764607
1739209613.0248604;-45.120503652039325
1739209613.0248687;-45.120503652039325
1739209613.024877;-38.13080360867914
1739209613.0248852;-38.13080360867914
1739209613.0248935;-38.13080360867914
1739209613.0249019;-29.438486411369333
1739209613.02491;-38.13080360867914
1739209613.0249183;-45.120503652039325
1739209613.0249264;-45.120503652039325
1739209613.0249348;-45.120503652039325
1739209613.024943;-38.13080360867914
1739209613.0249512;-38.13080360867914
1739209613.0249596;-45.120503652039325
1739209613.0249677;-45.120503652039325
1739209613.024976;-38.13080360867914
1739209613.0249844;-45.120503652039325
1739209613.0249925;-33.981070128970906
1739209613.0250008;-38.13080360867914
1739209613.0250092;-38.13080360867914
1739209613.0250173;-38.13080360867914
1739209613.0250256;-45.120503652039325
1739209613.0250337;-32.816014438256545
1739209613.025042;-38.13080360867914
1739209613.0250504;-38.13080360867914
1739209613.0250585;-38.13080360867914
1739209613.0250669;-38.13080360867914
1739209613.025075;-45.120503652039325
1739209613.0250833;-45.120503652039325
1739209613.0250916;-45.120503652039325
1739209613.0250998;-45.120503652039325
1739209613.025108;-38.13080360867914
1739209613.0251164;-38.13080360867914
1739209613.0251245;-45.120503652039325
1739209613.025133;-45.120503652039325
1739209613.025141;-38.13080360867914
1739209613.0251493;-38.13080360867914
1739209613.0251577;-38.13080360867914
1739209613.0251658;-45.120503652039325
1739209613.0251741;-45.120503652039325
1739209613.0251822;-35.57807855764607
1739209613.0251906;-45.120503652039325
1739209613.025199;-45.120503652039325
1739209613.025207;-38.13080360867914
1739209613.0252154;-35.57807855764607
1739209613.0252237;-45.120503652039325
1739209613.0252318;-33.981070128970906
1739209613.0252402;-38.13080360867914
1739209613.0252483;-35.57807855764607
1739209613.0252566;-38.13080360867914
1739209613.025265;-35.57807855764607
1739209613.025273;-38.13080360867914
1739209613.0252814;-38.13080360867914
1739209613.0252895;-38.13080360867914
1739209613.0252979;-45.120503652039325
1739209613.0253062;-45.120503652039325
1739209613.0253143;-38.13080360867914
1739209613.0253227;-30.49652367304973
1739209613.025331;-31.141103565318915
1739209613.0253391;-45.120503652039325
1739209613.0253475;-45.120503652039325
1739209613.0253556;-38.13080360867914
1739209613.0285175;-45.120503652039325
1739209613.0285187;-45.120503652039325
1739209613.0285196;-38.13080360867914
1739209613.0285208;-45.120503652039325
1739209613.0285218;-38.13080360867914
1739209613.0285227;-32.816014438256545
1739209613.028524;-38.13080360867914
1739209613.0285249;-38.13080360867914
1739209613.0285258;-45.120503652039325
1739209613.028527;-38.13080360867914
1739209613.028528;-38.13080360867914
1739209613.0285292;-45.120503652039325
1739209613.0285301;-45.120503652039325
1739209613.028531;-45.120503652039325
1739209613.0285323;-45.120503652039325
1739209613.0285332;-45.120503652039325
1739209613.0285344;-45.120503652039325
1739209613.0285354;-45.120503652039325
1739209613.0285363;-45.120503652039325
1739209613.0285375;-45.120503652039325
1739209613.0285385;-38.13080360867914
1739209613.0285394;-45.120503652039325
1739209613.0285406;-38.13080360867914
1739209613.0285416;-32.816014438256545
1739209613.0285428;-38.13080360867914
1739209613.0285437;-32.816014438256545
1739209613.0285447;-45.120503652039325
1739209613.0285459;-45.120503652039325
1739209613.0285468;-45.120503652039325
1739209613.028548;-38.13080360867914
1739209613.028549;-35.57807855764607
1739209613.02855;-35.57807855764607
1739209613.028551;-38.13080360867914
1739209613.028552;-45.120503652039325
1739209613.028553;-45.120503652039325
1739209613.0285542;-45.120503652039325
1739209613.0285552;-38.13080360867914
1739209613.0285563;-38.13080360867914
1739209613.0285573;-45.120503652039325
1739209613.0285583;-45.120503652039325
1739209613.0285594;-45.120503652039325
1739209613.0285604;-28.992665084841942
1739209613.0285616;-33.981070128970906
1739209613.0285625;-45.120503652039325
1739209613.0285635;-38.13080360867914
1739209613.0285647;-38.13080360867914
1739209613.0285656;-38.13080360867914
1739209613.0285666;-45.120503652039325
1739209613.0285678;-38.13080360867914
1739209613.0285687;-45.120503652039325
1739209613.02857;-45.120503652039325
1739209613.028571;-45.120503652039325
1739209613.0285718;-45.120503652039325
1739209613.028573;-45.120503652039325
1739209613.028574;-38.13080360867914
1739209613.0285752;-32.816014438256545
1739209613.0285761;-38.13080360867914
1739209613.028577;-38.13080360867914
1739209613.0285783;-38.13080360867914
1739209613.0285792;-33.981070128970906
1739209613.0285802;-38.13080360867914
1739209613.0285814;-45.120503652039325
1739209613.0285823;-35.57807855764607
1739209613.0285835;-45.120503652039325
1739209613.0285845;-45.120503652039325
1739209613.0285854;-45.120503652039325
1739209613.0285866;-45.120503652039325
1739209613.0285876;-45.120503652039325
1739209613.0285888;-33.981070128970906
1739209613.0285897;-45.120503652039325
1739209613.0285907;-38.13080360867914
1739209613.0285919;-35.57807855764607
1739209613.0285928;-45.120503652039325
1739209613.0285938;-45.120503652039325
1739209613.028595;-38.13080360867914
1739209613.028596;-45.120503652039325
1739209613.028597;-38.13080360867914
1739209613.028598;-32.816014438256545
1739209613.028599;-38.13080360867914
1739209613.0286002;-45.120503652039325
1739209613.0286012;-38.13080360867914
1739209613.0286024;-33.981070128970906
1739209613.0286033;-31.141103565318915
1739209613.0286043;-38.13080360867914
1739209613.0286055;-45.120503652039325
1739209613.0286064;-45.120503652039325
1739209613.0286074;-38.13080360867914
1739209613.0286086;-45.120503652039325
1739209613.0286095;-45.120503652039325
1739209613.0286107;-33.981070128970906
1739209613.0286117;-45.120503652039325
1739209613.0286126;-45.120503652039325
1739209613.0286138;-38.13080360867914
1739209613.0286148;-33.981070128970906
1739209613.028616;-38.13080360867914
1739209613.028617;-45.120503652039325
1739209613.0286179;-33.981070128970906
1739209613.028619;-33.981070128970906
1739209613.02862;-33.981070128970906
1739209613.028621;-45.120503652039325
1739209613.0286222;-38.13080360867914
1739209613.028623;-38.13080360867914
1739209613.0286243;-45.120503652039325
1739209613.0286252;-38.13080360867914
1739209613.0286262;-45.120503652039325
1739209613.0286274;-38.13080360867914
1739209613.0286283;-31.141103565318915
1739209613.0286295;-45.120503652039325
1739209613.0286305;-45.120503652039325
1739209613.0286314;-38.13080360867914
1739209613.0286326;-38.13080360867914
1739209613.0286336;-45.120503652039325
1739209613.0286345;-45.120503652039325
1739209613.0286357;-45.120503652039325
1739209613.0286367;-35.57807855764607
1739209613.028638;-45.120503652039325
1739209613.0286388;-38.13080360867914
1739209613.0286398;-38.13080360867914
1739209613.028641;-45.120503652039325
1739209613.028642;-38.13080360867914
1739209613.0286431;-45.120503652039325
1739209613.028644;-38.13080360867914
1739209613.028645;-27.267205301931607
1739209613.0286462;-38.13080360867914
1739209613.0286472;-38.13080360867914
1739209613.0286481;-38.13080360867914
1739209613.0286493;-38.13080360867914
1739209613.0286503;-45.120503652039325
1739209613.0286515;-45.120503652039325
1739209613.0286524;-45.120503652039325
1739209613.0286534;-31.14110356531892
1739209613.0286546;-45.120503652039325
1739209613.0286555;-38.13080360867914
1739209613.0286567;-32.816014438256545
1739209613.0286577;-38.13080360867914
1739209613.0286586;-45.120503652039325
1739209613.0286598;-38.13080360867914
1739209613.0286608;-35.57807855764607
1739209613.0286617;-38.13080360867914
1739209613.028663;-45.120503652039325
1739209613.0286639;-38.13080360867914
1739209613.028665;-38.13080360867914
1739209613.028666;-38.13080360867914
1739209613.028667;-45.120503652039325
