CAN Message; 0x98:0000446c0cb564eb
Timestamp;Amplitude
1739209844.1899445;-45.120503652039325
1739209844.189948;-45.120503652039325
1739209844.1899517;-38.13080360867914
1739209844.1899552;-38.13080360867914
1739209844.189959;-45.120503652039325
1739209844.1899626;-45.120503652039325
1739209844.1899662;-38.13080360867914
1739209844.1899698;-38.13080360867914
1739209844.1899734;-38.13080360867914
1739209844.1899772;-45.120503652039325
1739209844.1899807;-45.120503652039325
1739209844.1899843;-45.120503652039325
1739209844.189988;-38.13080360867914
1739209844.1899917;-32.816014438256545
1739209844.1899953;-32.816014438256545
1739209844.1899989;-31.141103565318915
1739209844.1900024;-45.120503652039325
1739209844.1900063;-35.57807855764607
1739209844.1900098;-30.49652367304973
1739209844.1900134;-45.120503652039325
1739209844.190017;-45.120503652039325
1739209844.1900208;-35.57807855764607
1739209844.1900244;-38.13080360867914
1739209844.190028;-31.14110356531892
1739209844.1900315;-38.13080360867914
1739209844.190035;-38.13080360867914
1739209844.190039;-38.13080360867914
1739209844.1900425;-38.13080360867914
1739209844.190046;-45.120503652039325
1739209844.1900496;-38.13080360867914
1739209844.1900535;-38.13080360867914
1739209844.190057;-31.141103565318915
1739209844.1900606;-45.120503652039325
1739209844.1900642;-38.13080360867914
1739209844.190068;-38.13080360867914
1739209844.1900716;-38.13080360867914
1739209844.1900752;-35.57807855764607
1739209844.1900787;-45.120503652039325
1739209844.1900823;-45.120503652039325
1739209844.1900861;-45.120503652039325
1739209844.1900897;-38.13080360867914
1739209844.1900933;-38.13080360867914
1739209844.1900969;-38.13080360867914
1739209844.1901007;-38.13080360867914
1739209844.1901042;-38.13080360867914
1739209844.1901078;-45.120503652039325
1739209844.1901114;-45.120503652039325
1739209844.1901152;-38.13080360867914
1739209844.1901188;-45.120503652039325
1739209844.1901224;-38.13080360867914
1739209844.190126;-38.13080360867914
1739209844.1901295;-45.120503652039325
1739209844.1901333;-45.120503652039325
1739209844.190137;-45.120503652039325
1739209844.1901405;-45.120503652039325
1739209844.190144;-26.991370085610722
1739209844.1901479;-35.57807855764607
1739209844.1901515;-38.13080360867914
1739209844.190155;-38.13080360867914
1739209844.1901586;-31.141103565318915
1739209844.1901624;-38.13080360867914
1739209844.190166;-45.120503652039325
1739209844.1901696;-38.13080360867914
1739209844.1901731;-38.13080360867914
1739209844.190177;-45.120503652039325
1739209844.1901805;-33.981070128970906
1739209844.190184;-45.120503652039325
1739209844.1901877;-45.120503652039325
1739209844.1901913;-38.13080360867914
1739209844.190195;-33.981070128970906
1739209844.1901987;-45.120503652039325
1739209844.1902022;-30.49652367304973
1739209844.1902058;-32.816014438256545
1739209844.1902096;-38.13080360867914
1739209844.1902132;-35.57807855764607
1739209844.1902168;-45.120503652039325
1739209844.1902204;-45.120503652039325
1739209844.1902242;-38.13080360867914
1739209844.1902277;-35.57807855764607
1739209844.1902313;-38.13080360867914
1739209844.190235;-45.120503652039325
