CAN Message; 0x77:7fa1c2b96419a932
1739209774.289481;-33.981070128970906
1739209774.2894905;-38.13080360867914
1739209774.2894998;-38.13080360867914
1739209774.2895093;-38.13080360867914
1739209774.2895186;-38.13080360867914
1739209774.2895281;-45.120503652039325
1739209774.2895374;-35.57807855764607
1739209774.289547;-38.13080360867914
1739209774.2895563;-45.120503652039325
1739209774.2895658;-38.13080360867914
1739209774.2895753;-38.13080360867914
1739209774.2895846;-45.120503652039325
1739209774.2895942;-38.13080360867914
1739209774.2896035;-38.13080360867914
1739209774.289613;-45.120503652039325
1739209774.2896223;-45.120503652039325
1739209774.2896318;-45.120503652039325
1739209774.2896411;-45.120503652039325
1739209774.2896507;-45.120503652039325
1739209774.28966;-45.120503652039325
1739209774.2896695;-45.120503652039325
1739209774.2896788;-38.13080360867914
1739209774.2896883;-38.13080360867914
1739209774.289698;-45.120503652039325
1739209774.2897072;-45.120503652039325
1739209774.2897167;-38.13080360867914
1739209774.289726;-35.57807855764607
1739209774.2897356;-38.13080360867914
1739209774.2897449;-38.13080360867914
1739209774.2897544;-45.120503652039325
1739209774.2897637;-38.13080360867914
1739209774.2897732;-35.57807855764607
1739209774.2897825;-38.13080360867914
1739209774.289792;-45.120503652039325
1739209774.2898014;-45.120503652039325
1739209774.289811;-45.120503652039325
1739209774.2898202;-35.57807855764607
1739209774.2898297;-38.13080360867914
1739209774.2898393;-45.120503652039325
1739209774.2898486;-45.120503652039325
1739209774.289858;-38.13080360867914
1739209774.2898674;-45.120503652039325
1739209774.289877;-38.13080360867914
1739209774.2898862;-33.981070128970906
1739209774.2898958;-33.981070128970906
1739209774.289905;-45.120503652039325
1739209774.2899146;-38.13080360867914
1739209774.289924;-32.816014438256545
1739209774.2899334;-38.13080360867914
1739209774.2899427;-45.120503652039325
1739209774.2899523;-45.120503652039325
1739209774.2899618;-45.120503652039325
1739209774.289971;-38.13080360867914
1739209774.2899806;-45.120503652039325
1739209774.28999;-45.120503652039325
1739209774.2899995;-45.120503652039325
1739209774.2900088;-35.57807855764607
1739209774.2976556;-45.120503652039325
1739209774.2976577;-38.13080360867914
1739209774.2976599;-45.120503652039325
1739209774.297662;-45.120503652039325
1739209774.2976642;-45.120503652039325
1739209774.297666;-45.120503652039325
1739209774.2976682;-45.120503652039325
1739209774.2976704;-38.13080360867914
1739209774.2976725;-35.57807855764607
1739209774.2976747;-38.13080360867914
1739209774.2976768;-38.13080360867914
1739209774.297679;-38.13080360867914
1739209774.297681;-38.13080360867914
1739209774.2976832;-45.120503652039325
1739209774.2976854;-45.120503652039325
1739209774.2976873;-38.13080360867914
1739209774.2976894;-35.57807855764607
1739209774.2976916;-38.13080360867914
1739209774.2976937;-45.120503652039325
1739209774.2976959;-38.13080360867914
1739209774.297698;-45.120503652039325
1739209774.2977002;-45.120503652039325
1739209774.2977023;-45.120503652039325
1739209774.2977045;-38.13080360867914
1739209774.2977066;-38.13080360867914
1739209774.2977085;-38.13080360867914
1739209774.2977107;-45.120503652039325
1739209774.2977128;-38.13080360867914
1739209774.297715;-35.57807855764607
1739209774.297717;-38.13080360867914
1739209774.2977192;-45.120503652039325
1739209774.2977214;-32.816014438256545
1739209774.2977235;-35.57807855764607
1739209774.2977257;-45.120503652039325
1739209774.2977278;-35.57807855764607
1739209774.2977297;-38.13080360867914
1739209774.2977319;-45.120503652039325
1739209774.297734;-38.13080360867914
1739209774.2977362;-35.57807855764607
1739209774.2977383;-31.141103565318915
1739209774.2977405;-45.120503652039325
1739209774.2977426;-45.120503652039325
1739209774.2977448;-45.120503652039325
1739209774.297747;-45.120503652039325
1739209774.297749;-45.120503652039325
1739209774.297751;-38.13080360867914
1739209774.297753;-38.13080360867914
1739209774.2977552;-30.49652367304973
1739209774.2977574;-38.13080360867914
1739209774.2977595;-45.120503652039325
1739209774.2977617;-38.13080360867914
1739209774.2977638;-38.13080360867914
1739209774.297766;-45.120503652039325
1739209774.297768;-45.120503652039325
1739209774.2977703;-45.120503652039325
1739209774.2977722;-28.992665084841942
1739209774.2977743;-38.13080360867914
1739209774.2977765;-45.120503652039325
1739209774.2977786;-45.120503652039325
1739209774.2977808;-38.13080360867914
1739209774.297783;-45.120503652039325
1739209774.297785;-38.13080360867914
1739209774.2977872;-35.57807855764607
1739209774.2977893;-45.120503652039325
1739209774.2977915;-35.57807855764607
1739209774.2977934;-38.13080360867914
1739209774.2977955;-35.57807855764607
1739209774.2977977;-33.981070128970906
1739209774.2977998;-45.120503652039325
1739209774.297802;-45.120503652039325
1739209774.297804;-38.13080360867914
1739209774.2978063;-31.141103565318915
1739209774.2978084;-38.13080360867914
1739209774.2978106;-45.120503652039325
1739209774.2978127;-38.13080360867914
1739209774.2978148;-38.13080360867914
1739209774.2978168;-45.120503652039325
1739209774.297819;-35.57807855764607
1739209774.297821;-33.981070128970906
1739209774.2978232;-32.816014438256545
1739209774.2978253;-38.13080360867914
1739209774.2978275;-45.120503652039325
1739209774.2978296;-45.120503652039325
1739209774.2978318;-45.120503652039325
1739209774.297834;-31.141103565318893
1739209774.297836;-45.120503652039325
1739209774.297838;-45.120503652039325
1739209774.29784;-38.13080360867914
1739209774.2978423;-33.981070128970906
1739209774.2978444;-45.120503652039325
1739209774.2978466;-45.120503652039325
1739209774.2978487;-45.120503652039325
1739209774.2978508;-38.13080360867914
1739209774.297853;-38.13080360867914
1739209774.2978551;-45.120503652039325
1739209774.2978573;-38.13080360867914
1739209774.2978592;-38.13080360867914
1739209774.2978613;-38.13080360867914
1739209774.2978635;-45.120503652039325
1739209774.2978656;-38.13080360867914
1739209774.2978678;-45.120503652039325
1739209774.29787;-38.13080360867914
1739209774.297872;-38.13080360867914
1739209774.2978742;-45.120503652039325
1739209774.2978764;-38.13080360867914
1739209774.2978785;-45.120503652039325
1739209774.2978804;-38.13080360867914
1739209774.2978826;-33.981070128970906
1739209774.2978847;-35.57807855764607
1739209774.2978868;-45.120503652039325
1739209774.297889;-45.120503652039325
1739209774.2978911;-45.120503652039325
1739209774.2978933;-45.120503652039325
1739209774.2978954;-45.120503652039325
1739209774.2978976;-45.120503652039325
1739209774.2978997;-45.120503652039325
1739209774.2979016;-45.120503652039325
1739209774.2979038;-45.120503652039325
1739209774.297906;-45.120503652039325
1739209774.297908;-45.120503652039325
1739209774.2979102;-45.120503652039325
1739209774.2979124;-45.120503652039325
1739209774.2979145;-45.120503652039325
1739209774.2979167;-38.13080360867914
1739209774.2979188;-45.120503652039325
1739209774.297921;-38.13080360867914
1739209774.2979228;-32.816014438256545
1739209774.297925;-45.120503652039325
1739209774.2979271;-31.141103565318893
1739209774.2979293;-38.13080360867914
1739209774.2979314;-45.120503652039325
1739209774.2979336;-45.120503652039325
1739209774.2979357;-38.13080360867914
1739209774.2979379;-35.57807855764607
1739209774.29794;-45.120503652039325
1739209774.2979422;-38.13080360867914
1739209774.297944;-45.120503652039325
1739209774.2979462;-38.13080360867914
1739209774.2979484;-45.120503652039325
1739209774.2979505;-38.13080360867914
1739209774.2979527;-38.13080360867914
1739209774.2979548;-45.120503652039325
1739209774.297957;-45.120503652039325
1739209774.297959;-45.120503652039325
1739209774.2979612;-31.141103565318893
1739209774.2979634;-38.13080360867914
1739209774.2979655;-45.120503652039325
1739209774.2979674;-45.120503652039325
1739209774.2979696;-38.13080360867914
1739209774.2979717;-38.13080360867914
1739209774.2979739;-45.120503652039325
1739209774.297976;-38.13080360867914
1739209774.2979782;-38.13080360867914
1739209774.2979803;-45.120503652039325
1739209774.2979825;-45.120503652039325
1739209774.2979846;-45.120503652039325
1739209774.2979867;-45.120503652039325
1739209774.2979887;-38.13080360867914
1739209774.2979908;-45.120503652039325
1739209774.297993;-38.13080360867914
1739209774.297995;-45.120503652039325
1739209774.2979972;-45.120503652039325
1739209774.2979994;-45.120503652039325
1739209774.2980015;-38.13080360867914
1739209774.2980037;-32.816014438256545
1739209774.2980058;-38.13080360867914
1739209774.298008;-45.120503652039325
1739209774.2980099;-45.120503652039325
1739209774.298012;-30.49652367304973
1739209774.2980142;-32.816014438256545
1739209774.2980163;-45.120503652039325
1739209774.2980185;-45.120503652039325
1739209774.2980206;-38.13080360867914
1739209774.2980227;-38.13080360867914
1739209774.298025;-45.120503652039325
1739209774.298027;-38.13080360867914
1739209774.2980292;-38.13080360867914
1739209774.298031;-45.120503652039325
1739209774.2980332;-38.13080360867914
1739209774.2980354;-45.120503652039325
1739209774.2980375;-38.13080360867914
1739209774.2980397;-45.120503652039325
1739209774.2980418;-38.13080360867914
1739209774.298044;-45.120503652039325
1739209774.298046;-27.8777449560314
1739209774.2980483;-28.992665084841942
1739209774.2980504;-45.120503652039325
1739209774.2980523;-45.120503652039325
1739209774.2980545;-35.57807855764607
1739209774.2980566;-38.13080360867914
1739209774.2980587;-45.120503652039325
1739209774.298061;-38.13080360867914
1739209774.298063;-45.120503652039325
1739209774.2980652;-45.120503652039325
1739209774.2980673;-45.120503652039325
1739209774.2980695;-38.13080360867914
1739209774.2980716;-38.13080360867914
1739209774.2980735;-45.120503652039325
1739209774.2980757;-45.120503652039325
1739209774.2980778;-45.120503652039325
1739209774.29808;-35.57807855764607
1739209774.298082;-45.120503652039325
1739209774.2980843;-45.120503652039325
1739209774.2980864;-38.13080360867914
1739209774.2980886;-38.13080360867914
1739209774.2980907;-35.57807855764607
1739209774.2980928;-45.120503652039325
1739209774.2980947;-45.120503652039325
1739209774.298097;-35.57807855764607
1739209774.298099;-31.141103565318915
1739209774.2981012;-45.120503652039325
1739209774.2981033;-38.13080360867914
1739209774.2981055;-38.13080360867914
1739209774.2981076;-38.13080360867914
1739209774.2981098;-38.13080360867914
1739209774.298112;-45.120503652039325
1739209774.298114;-38.13080360867914
1739209774.298116;-35.57807855764607
1739209774.298118;-45.120503652039325
1739209774.2981203;-45.120503652039325
1739209774.2981224;-38.13080360867914
1739209774.2981246;-45.120503652039325
1739209774.2981267;-38.13080360867914
1739209774.2981288;-45.120503652039325
1739209774.298131;-38.13080360867914
1739209774.2981331;-31.141103565318915
1739209774.2981353;-45.120503652039325
1739209774.2981374;-38.13080360867914
1739209774.2981393;-35.57807855764607
1739209774.2981415;-38.13080360867914
1739209774.2981436;-38.13080360867914
1739209774.2981458;-38.13080360867914
1739209774.298148;-45.120503652039325
1739209774.29815;-45.120503652039325
1739209774.2981522;-38.13080360867914
1739209774.2981544;-38.13080360867914
1739209774.2981565;-38.13080360867914
1739209774.2981586;-35.57807855764607
1739209774.2981606;-38.13080360867914
1739209774.2981627;-38.13080360867914
1739209774.2981648;-45.120503652039325
1739209774.298167;-38.13080360867914
1739209774.2981691;-38.13080360867914
1739209774.2981713;-38.13080360867914
1739209774.2981734;-45.120503652039325
1739209774.2981756;-38.13080360867914
1739209774.2981777;-45.120503652039325
1739209774.2981799;-45.120503652039325
1739209774.2981818;-45.120503652039325
1739209774.298184;-33.981070128970906
1739209774.298186;-38.13080360867914
1739209774.2981882;-38.13080360867914
1739209774.2981904;-45.120503652039325
1739209774.2981925;-38.13080360867914
1739209774.2981946;-38.13080360867914
1739209774.2981968;-45.120503652039325
1739209774.298199;-38.13080360867914
1739209774.298201;-38.13080360867914
1739209774.298203;-45.120503652039325
1739209774.2982051;-45.120503652039325
1739209774.2982073;-45.120503652039325
1739209774.2982094;-38.13080360867914
1739209774.2982116;-45.120503652039325
1739209774.2982137;-38.13080360867914
1739209774.2982159;-38.13080360867914
1739209774.298218;-45.120503652039325
1739209774.2982202;-45.120503652039325
1739209774.2982223;-38.13080360867914
1739209774.2982242;-45.120503652039325
1739209774.2982264;-38.13080360867914
1739209774.2982285;-45.120503652039325
1739209774.2982306;-38.13080360867914
1739209774.2982328;-35.57807855764607
1739209774.298235;-35.57807855764607
1739209774.298237;-38.13080360867914
1739209774.2982392;-45.120503652039325
1739209774.2982414;-38.13080360867914
1739209774.2982435;-38.13080360867914
1739209774.2982454;-35.57807855764607
1739209774.2982476;-38.13080360867914
1739209774.2982497;-35.57807855764607
1739209774.2982519;-45.120503652039325
1739209774.298254;-45.120503652039325
1739209774.2982562;-45.120503652039325
1739209774.2982583;-38.13080360867914
1739209774.2982605;-38.13080360867914
1739209774.2982626;-45.120503652039325
1739209774.2982647;-38.13080360867914
1739209774.2982666;-45.120503652039325
1739209774.2982688;-38.13080360867914
1739209774.298271;-29.438486411369333
1739209774.298273;-45.120503652039325
1739209774.2982752;-45.120503652039325
1739209774.2982774;-38.13080360867914
1739209774.2982795;-35.57807855764607
1739209774.2982817;-38.13080360867914
1739209774.2982838;-45.120503652039325
1739209774.298286;-45.120503652039325
1739209774.298288;-45.120503652039325
1739209774.29829;-45.120503652039325
1739209774.2982922;-45.120503652039325
1739209774.2982943;-45.120503652039325
1739209774.2982965;-45.120503652039325
1739209774.2982986;-38.13080360867914
1739209774.2983007;-38.13080360867914
1739209774.298303;-45.120503652039325
1739209774.298305;-35.57807855764607
1739209774.2983072;-38.13080360867914
1739209774.2983093;-45.120503652039325
1739209774.2983112;-38.13080360867914
1739209774.2983134;-35.57807855764607
1739209774.2983155;-45.120503652039325
1739209774.2983177;-45.120503652039325
1739209774.2983198;-45.120503652039325
1739209774.298322;-29.438486411369333
1739209774.298324;-38.13080360867914
1739209774.2983263;-38.13080360867914
1739209774.2983284;-38.13080360867914
1739209774.2983305;-45.120503652039325
1739209774.2983325;-45.120503652039325
1739209774.2983346;-38.13080360867914
1739209774.2983367;-45.120503652039325
1739209774.298339;-38.13080360867914
1739209774.298341;-45.120503652039325
1739209774.2983432;-45.120503652039325
1739209774.2983453;-45.120503652039325
1739209774.2983475;-45.120503652039325
1739209774.2983496;-38.13080360867914
1739209774.2983518;-45.120503652039325
1739209774.2983537;-38.13080360867914
1739209774.2983558;-28.21854285175415
1739209774.298358;-38.13080360867914
1739209774.29836;-45.120503652039325
1739209774.2983623;-38.13080360867914
1739209774.2983644;-32.816014438256545
1739209774.2983665;-45.120503652039325
1739209774.2983687;-45.120503652039325
1739209774.2983708;-45.120503652039325
1739209774.298373;-32.816014438256545
1739209774.298375;-35.57807855764607
1739209774.298377;-45.120503652039325
1739209774.2983792;-45.120503652039325
1739209774.2983813;-35.57807855764607
1739209774.2983835;-38.13080360867914
1739209774.2983856;-38.13080360867914
1739209774.2983878;-38.13080360867914
1739209774.29839;-38.13080360867914
1739209774.298392;-45.120503652039325
1739209774.2983942;-35.57807855764607
1739209774.298396;-38.13080360867914
1739209774.2983983;-45.120503652039325
1739209774.2984004;-38.13080360867914
1739209774.2984025;-45.120503652039325
1739209774.2984047;-45.120503652039325
1739209774.2984068;-27.8777449560314
1739209774.298409;-32.816014438256545
1739209774.2984111;-45.120503652039325
1739209774.2984133;-38.13080360867914
1739209774.2984154;-35.57807855764607
1739209774.2984173;-38.13080360867914
1739209774.2984195;-45.120503652039325
1739209774.2984216;-38.13080360867914
1739209774.2984238;-38.13080360867914
1739209774.298426;-45.120503652039325
1739209774.298428;-35.57807855764607
1739209774.2984302;-45.120503652039325
1739209774.2984324;-38.13080360867914
1739209774.2984345;-38.13080360867914
1739209774.2984366;-38.13080360867914
1739209774.2984388;-38.13080360867914
1739209774.2984407;-45.120503652039325
1739209774.2984428;-38.13080360867914
1739209774.298445;-45.120503652039325
1739209774.2984471;-33.981070128970906
1739209774.2984493;-45.120503652039325
1739209774.2984514;-38.13080360867914
1739209774.2984536;-35.57807855764607
1739209774.2984557;-38.13080360867914
1739209774.2984579;-38.13080360867914
1739209774.29846;-35.57807855764607
1739209774.298462;-45.120503652039325
1739209774.298464;-38.13080360867914
1739209774.2984662;-38.13080360867914
1739209774.2984684;-38.13080360867914
1739209774.2984705;-45.120503652039325
1739209774.2984726;-38.13080360867914
1739209774.2984748;-45.120503652039325
1739209774.298477;-38.13080360867914
1739209774.298479;-35.57807855764607
1739209774.2984812;-38.13080360867914
1739209774.2984831;-35.57807855764607
1739209774.2984853;-33.981070128970906
1739209774.2984874;-45.120503652039325
1739209774.2984896;-45.120503652039325
1739209774.2984917;-33.981070128970906
1739209774.2984939;-38.13080360867914
1739209774.298496;-35.57807855764607
1739209774.2984982;-45.120503652039325
1739209774.2985003;-45.120503652039325
1739209774.2985024;-38.13080360867914
1739209774.2985044;-35.57807855764607
1739209774.2985065;-38.13080360867914
1739209774.2985086;-45.120503652039325
1739209774.2985108;-38.13080360867914
1739209774.298513;-35.57807855764607
1739209774.298515;-38.13080360867914
1739209774.2985172;-38.13080360867914
1739209774.2985194;-33.981070128970906
1739209774.2985215;-32.816014438256545
1739209774.2985237;-33.981070128970906
1739209774.2985256;-45.120503652039325
1739209774.2985277;-38.13080360867914
1739209774.2985299;-38.13080360867914
1739209774.298532;-38.13080360867914
1739209774.2985342;-45.120503652039325
1739209774.2985363;-45.120503652039325
1739209774.2985384;-38.13080360867914
1739209774.2985406;-35.57807855764607
1739209774.2985427;-38.13080360867914
1739209774.298545;-38.13080360867914
1739209774.2985468;-45.120503652039325
1739209774.298549;-45.120503652039325
1739209774.298551;-45.120503652039325
1739209774.2985532;-38.13080360867914
1739209774.2985554;-38.13080360867914
1739209774.2985575;-45.120503652039325
1739209774.2985597;-45.120503652039325
1739209774.2985618;-45.120503652039325
1739209774.298564;-45.120503652039325
1739209774.298566;-35.57807855764607
1739209774.298568;-38.13080360867914
1739209774.2985702;-38.13080360867914
1739209774.2985723;-45.120503652039325
1739209774.2985744;-45.120503652039325
1739209774.2985766;-35.57807855764607
1739209774.2985787;-38.13080360867914
1739209774.298581;-33.981070128970906
1739209774.298583;-35.57807855764607
1739209774.2985852;-45.120503652039325
1739209774.2985873;-38.13080360867914
1739209774.2985895;-45.120503652039325
1739209774.2985914;-38.13080360867914
1739209774.2985935;-38.13080360867914
1739209774.2985957;-31.141103565318915
1739209774.2985978;-33.981070128970906
1739209774.2986;-45.120503652039325
1739209774.298602;-38.13080360867914
1739209774.2986042;-38.13080360867914
1739209774.2986064;-38.13080360867914
1739209774.2986085;-45.120503652039325
1739209774.2986107;-33.981070128970906
1739209774.2986126;-32.81601443825658
1739209774.2986147;-38.13080360867914
1739209774.298617;-38.13080360867914
1739209774.298619;-45.120503652039325
1739209774.2986212;-45.120503652039325
1739209774.2986233;-45.120503652039325
1739209774.2986255;-38.13080360867914
1739209774.2986276;-45.120503652039325
1739209774.2986298;-31.141103565318915
1739209774.298632;-28.992665084841942
1739209774.2986338;-45.120503652039325
1739209774.298636;-38.13080360867914
1739209774.298638;-38.13080360867914
1739209774.2986403;-45.120503652039325
1739209774.2986424;-38.13080360867914
1739209774.2986445;-38.13080360867914
1739209774.2986467;-33.981070128970906
1739209774.2986488;-45.120503652039325
1739209774.298651;-45.120503652039325
1739209774.2986531;-45.120503652039325
1739209774.298655;-45.120503652039325
1739209774.2986572;-45.120503652039325
1739209774.2986593;-35.57807855764607
1739209774.2986615;-35.57807855764607
1739209774.2986636;-45.120503652039325
1739209774.2986658;-45.120503652039325
1739209774.298668;-45.120503652039325
1739209774.29867;-38.13080360867914
1739209774.2986722;-45.120503652039325
1739209774.2986743;-45.120503652039325
1739209774.2986763;-32.816014438256545
1739209774.2986784;-45.120503652039325
1739209774.2986805;-33.981070128970906
1739209774.2986827;-26.991370085610722
1739209774.2986848;-45.120503652039325
1739209774.298687;-38.13080360867914
1739209774.2986891;-38.13080360867914
1739209774.2986913;-38.13080360867914
1739209774.2986934;-45.120503652039325
1739209774.2986956;-45.120503652039325
1739209774.2986975;-45.120503652039325
1739209774.2986996;-33.981070128970956
1739209774.2987018;-38.13080360867914
1739209774.298704;-45.120503652039325
1739209774.298706;-45.120503652039325
1739209774.2987082;-38.13080360867914
1739209774.2987103;-38.13080360867914
1739209774.2987125;-45.120503652039325
1739209774.2987146;-35.57807855764607
1739209774.2987168;-32.816014438256545
1739209774.2987187;-38.13080360867914
1739209774.2987208;-45.120503652039325
1739209774.298723;-38.13080360867914
1739209774.2987251;-45.120503652039325
1739209774.2987273;-45.120503652039325
1739209774.2987294;-45.120503652039325
1739209774.2987316;-45.120503652039325
1739209774.2987337;-38.13080360867914
1739209774.2987359;-35.57807855764607
1739209774.298738;-45.120503652039325
1739209774.29874;-45.120503652039325
1739209774.298742;-32.816014438256545
1739209774.2987442;-38.13080360867914
1739209774.2987463;-45.120503652039325
1739209774.2987485;-38.13080360867914
1739209774.2987506;-45.120503652039325
1739209774.2987528;-38.13080360867914
1739209774.298755;-45.120503652039325
1739209774.298757;-45.120503652039325
1739209774.2987592;-45.120503652039325
1739209774.2987614;-32.816014438256545
1739209774.2987633;-45.120503652039325
1739209774.2987654;-38.13080360867914
1739209774.2987676;-30.49652367304973
1739209774.2987697;-38.13080360867914
1739209774.2987719;-45.120503652039325
1739209774.298774;-38.13080360867914
1739209774.2987761;-38.13080360867914
1739209774.2987783;-38.13080360867914
1739209774.2987804;-45.120503652039325
1739209774.2987826;-38.13080360867914
1739209774.2987845;-45.120503652039325
1739209774.2987866;-38.13080360867914
1739209774.2987888;-45.120503652039325
1739209774.298791;-35.57807855764607
1739209774.298793;-35.57807855764607
1739209774.2987952;-38.13080360867914
1739209774.2987974;-45.120503652039325
1739209774.2987995;-38.13080360867914
1739209774.2988017;-35.57807855764607
1739209774.2988038;-38.13080360867914
1739209774.2988057;-38.13080360867914
1739209774.2988079;-45.120503652039325
1739209774.29881;-45.120503652039325
1739209774.2988122;-45.120503652039325
1739209774.2988143;-45.120503652039325
1739209774.2988164;-45.120503652039325
1739209774.2988186;-45.120503652039325
1739209774.2988207;-45.120503652039325
1739209774.2988229;-33.981070128970906
1739209774.298825;-45.120503652039325
1739209774.298827;-45.120503652039325
1739209774.298829;-38.13080360867914
1739209774.2988312;-38.13080360867914
1739209774.2988334;-45.120503652039325
1739209774.2988355;-45.120503652039325
1739209774.2988377;-38.13080360867914
1739209774.2988398;-45.120503652039325
1739209774.298842;-35.57807855764607
1739209774.298844;-45.120503652039325
1739209774.2988462;-38.13080360867914
1739209774.2988482;-45.120503652039325
1739209774.2988503;-45.120503652039325
1739209774.2988524;-45.120503652039325
1739209774.2988546;-38.13080360867914
1739209774.2988567;-38.13080360867914
1739209774.298859;-38.13080360867914
1739209774.298861;-35.57807855764607
1739209774.2988632;-38.13080360867914
1739209774.2988653;-38.13080360867914
1739209774.2988675;-35.57807855764607
