CAN Message; 0x1b8:0000df5c0039a81b
1739209753.0057237;-38.13080360867914
1739209753.0057313;-38.13080360867914
1739209753.005739;-33.981070128970906
1739209753.0057466;-45.120503652039325
1739209753.0057545;-45.120503652039325
1739209753.005762;-45.120503652039325
1739209753.0057697;-38.13080360867914
1739209753.0057776;-38.13080360867914
1739209753.0057852;-38.13080360867914
1739209753.0057929;-32.816014438256545
1739209753.0058005;-45.120503652039325
1739209753.0058084;-45.120503652039325
1739209753.005816;-45.120503652039325
1739209753.0058236;-38.13080360867914
1739209753.0058315;-33.981070128970906
1739209753.005839;-38.13080360867914
1739209753.0058467;-35.57807855764607
1739209753.0058544;-38.13080360867914
1739209753.0058622;-33.981070128970906
1739209753.0058699;-38.13080360867914
1739209753.0058775;-45.120503652039325
1739209753.0058854;-45.120503652039325
1739209753.005893;-45.120503652039325
1739209753.0059006;-45.120503652039325
1739209753.0059083;-45.120503652039325
1739209753.005916;-38.13080360867914
1739209753.0059237;-38.13080360867914
1739209753.0059314;-38.13080360867914
1739209753.0059392;-38.13080360867914
1739209753.0059469;-33.981070128970906
1739209753.0059545;-45.120503652039325
1739209753.0059624;-45.120503652039325
1739209753.00597;-45.120503652039325
1739209753.0059776;-45.120503652039325
1739209753.0059853;-33.981070128970906
1739209753.0059931;-38.13080360867914
1739209753.0060008;-38.13080360867914
1739209753.0060084;-38.13080360867914
1739209753.0060163;-33.981070128970906
1739209753.006024;-38.13080360867914
1739209753.0060315;-45.120503652039325
1739209753.0060391;-45.120503652039325
1739209753.006047;-45.120503652039325
1739209753.0060546;-33.981070128970906
1739209753.0060623;-45.120503652039325
1739209753.0060701;-45.120503652039325
1739209753.0060778;-28.992665084841942
1739209753.0060854;-33.981070128970906
1739209753.006093;-45.120503652039325
1739209753.006101;-38.13080360867914
1739209753.0061085;-38.13080360867914
1739209753.0061162;-35.57807855764607
1739209753.006124;-33.981070128970906
1739209753.0061316;-45.120503652039325
1739209753.0061393;-31.141103565318915
1739209753.006147;-33.981070128970906
1739209753.0061548;-35.57807855764607
1739209753.0061624;-38.13080360867914
1739209753.00617;-45.120503652039325
1739209753.006178;-38.13080360867914
1739209753.0061855;-45.120503652039325
1739209753.0061932;-45.120503652039325
1739209753.0062008;-38.13080360867914
1739209753.0062087;-33.981070128970906
1739209753.0062163;-38.13080360867914
1739209753.006224;-45.120503652039325
1739209753.0062318;-45.120503652039325
1739209753.0062394;-45.120503652039325
1739209753.006247;-45.120503652039325
1739209753.0062547;-45.120503652039325
1739209753.0062625;-38.13080360867914
1739209753.0062702;-38.13080360867914
1739209753.0062778;-45.120503652039325
1739209753.0062857;-45.120503652039325
1739209753.0062933;-33.981070128970906
1739209753.006301;-45.120503652039325
1739209753.0063088;-38.13080360867914
1739209753.0063164;-38.13080360867914
1739209753.006324;-45.120503652039325
1739209753.0063317;-45.120503652039325
1739209753.0063396;-38.13080360867914
1739209753.0063472;-35.57807855764607
1739209753.0063548;-38.13080360867914
1739209753.0063627;-45.120503652039325
1739209753.0063703;-38.13080360867914
1739209753.006378;-35.57807855764607
1739209753.0063856;-32.816014438256545
1739209753.0063934;-31.141103565318915
1739209753.006401;-45.120503652039325
1739209753.0064087;-38.13080360867914
1739209753.0064166;-38.13080360867914
1739209753.0064242;-38.13080360867914
1739209753.0064318;-45.120503652039325
1739209753.0064394;-32.816014438256545
1739209753.0064473;-31.141103565318915
1739209753.006455;-33.981070128970956
1739209753.0064626;-38.13080360867914
1739209753.0064704;-33.981070128970906
1739209753.006478;-45.120503652039325
1739209753.0064857;-45.120503652039325
1739209753.0064933;-38.13080360867914
1739209753.0065012;-45.120503652039325
1739209753.0065088;-35.57807855764607
1739209753.0065165;-30.49652367304973
1739209753.0065243;-38.13080360867914
1739209753.006532;-45.120503652039325
1739209753.0065396;-38.13080360867914
1739209753.0065472;-38.13080360867914
1739209753.006555;-35.57807855764607
1739209753.0065627;-45.120503652039325
1739209753.0065703;-45.120503652039325
1739209753.0065782;-45.120503652039325
1739209753.0065858;-45.120503652039325
1739209753.0065935;-45.120503652039325
1739209753.0066013;-38.13080360867914
1739209753.006609;-32.816014438256545
1739209753.0066166;-38.13080360867914
1739209753.0066242;-38.13080360867914
1739209753.006632;-45.120503652039325
1739209753.0066397;-45.120503652039325
1739209753.0066473;-38.13080360867914
1739209753.0066552;-45.120503652039325
1739209753.0066628;-45.120503652039325
1739209753.0066705;-32.816014438256545
1739209753.006678;-30.49652367304973
1739209753.006686;-45.120503652039325
1739209753.0066936;-38.13080360867914
1739209753.0067012;-28.992665084841942
1739209753.006709;-45.120503652039325
1739209753.0067167;-45.120503652039325
1739209753.0067244;-38.13080360867914
1739209753.006732;-38.13080360867914
1739209753.0067399;-45.120503652039325
1739209753.0067475;-45.120503652039325
1739209753.006755;-35.57807855764607
1739209753.006763;-38.13080360867914
1739209753.0067706;-38.13080360867914
1739209753.0067782;-35.57807855764607
1739209753.0067859;-38.13080360867914
1739209753.0067937;-33.981070128970906
1739209753.0068014;-38.13080360867914
1739209753.006809;-38.13080360867914
1739209753.0068169;-45.120503652039325
1739209753.0068245;-38.13080360867914
1739209753.0068321;-38.13080360867914
1739209753.0068398;-38.13080360867914
1739209753.0068476;-38.13080360867914
1739209753.0068552;-45.120503652039325
1739209753.0068629;-35.57807855764607
1739209753.0068707;-38.13080360867914
1739209753.0068784;-38.13080360867914
1739209753.006886;-45.120503652039325
1739209753.0068936;-45.120503652039325
1739209753.0069015;-38.13080360867914
1739209753.0069091;-38.13080360867914
1739209753.0069168;-45.120503652039325
1739209753.0069246;-38.13080360867914
1739209753.0069323;-45.120503652039325
1739209753.00694;-38.13080360867914
1739209753.0069478;-38.13080360867914
1739209753.0069554;-35.57807855764607
1739209753.006963;-38.13080360867914
1739209753.0069706;-38.13080360867914
1739209753.0069785;-45.120503652039325
1739209753.0069861;-38.13080360867914
1739209753.0069938;-45.120503652039325
1739209753.0070016;-38.13080360867914
1739209753.0070093;-45.120503652039325
1739209753.007017;-38.13080360867914
1739209753.0070245;-35.57807855764607
1739209753.0070324;-35.57807855764607
1739209753.00704;-45.120503652039325
1739209753.0070477;-45.120503652039325
1739209753.0070555;-38.13080360867914
1739209753.0070632;-33.981070128970906
1739209753.0070708;-45.120503652039325
1739209753.0070784;-35.57807855764607
1739209753.0070863;-35.57807855764607
1739209753.007094;-45.120503652039325
1739209753.0071015;-35.57807855764607
1739209753.0071094;-38.13080360867914
1739209753.007117;-45.120503652039325
1739209753.0071247;-45.120503652039325
1739209753.0071323;-31.141103565318915
1739209753.0071402;-27.267205301931607
1739209753.0071478;-45.120503652039325
1739209753.0071554;-45.120503652039325
1739209753.0071633;-45.120503652039325
1739209753.007171;-45.120503652039325
1739209753.0071785;-45.120503652039325
1739209753.0071862;-45.120503652039325
1739209753.007194;-45.120503652039325
1739209753.0072017;-38.13080360867914
1739209753.0072093;-45.120503652039325
1739209753.0072172;-45.120503652039325
1739209753.0072248;-45.120503652039325
1739209753.0072324;-45.120503652039325
1739209753.0072403;-35.57807855764607
1739209753.007248;-38.13080360867914
1739209753.0072556;-35.57807855764607
1739209753.0072632;-28.992665084841942
1739209753.007271;-45.120503652039325
1739209753.0072787;-38.13080360867914
1739209753.0072863;-35.57807855764607
1739209753.0072942;-33.981070128970906
1739209753.0073018;-45.120503652039325
1739209753.0073094;-38.13080360867914
1739209753.007317;-35.57807855764607
1739209753.007325;-33.981070128970906
1739209753.0073326;-38.13080360867914
1739209753.0073402;-45.120503652039325
1739209753.007348;-38.13080360867914
1739209753.0073557;-33.981070128970906
1739209753.0073633;-45.120503652039325
1739209753.007371;-38.13080360867914
1739209753.0073788;-38.13080360867914
1739209753.0073864;-32.816014438256545
1739209753.007394;-38.13080360867914
1739209753.007402;-45.120503652039325
1739209753.0074096;-45.120503652039325
1739209753.0074172;-45.120503652039325
1739209753.0074248;-45.120503652039325
1739209753.0074327;-45.120503652039325
1739209753.0074403;-45.120503652039325
1739209753.007448;-28.992665084841942
1739209753.0074558;-38.13080360867914
1739209753.0074635;-45.120503652039325
1739209753.007471;-38.13080360867914
1739209753.0074787;-38.13080360867914
1739209753.0074866;-32.816014438256545
1739209753.0074942;-45.120503652039325
1739209753.0075018;-45.120503652039325
1739209753.0075097;-30.49652367304973
1739209753.0075173;-33.981070128970906
1739209753.007525;-33.981070128970906
1739209753.0075326;-38.13080360867914
1739209753.0075405;-38.13080360867914
1739209753.007548;-45.120503652039325
1739209753.0075557;-38.13080360867914
1739209753.0075636;-45.120503652039325
1739209753.0075712;-33.981070128970906
1739209753.0075788;-45.120503652039325
1739209753.0075867;-38.13080360867914
1739209753.0075943;-45.120503652039325
1739209753.007602;-38.13080360867914
1739209753.0076096;-35.57807855764607
1739209753.0076175;-38.13080360867914
1739209753.007625;-38.13080360867914
1739209753.0076327;-33.981070128970906
1739209753.0076406;-31.141103565318915
1739209753.0076482;-38.13080360867914
1739209753.0076559;-45.120503652039325
1739209753.0076635;-38.13080360867914
1739209753.0076714;-45.120503652039325
1739209753.007679;-45.120503652039325
1739209753.0076866;-35.57807855764607
1739209753.0076945;-38.13080360867914
1739209753.007702;-38.13080360867914
1739209753.0077097;-38.13080360867914
1739209753.0077174;-45.120503652039325
1739209753.0077252;-38.13080360867914
1739209753.0077329;-45.120503652039325
1739209753.0077405;-45.120503652039325
1739209753.0077484;-45.120503652039325
1739209753.007756;-33.981070128970906
1739209753.0077636;-38.13080360867914
1739209753.0077713;-38.13080360867914
1739209753.0077791;-38.13080360867914
1739209753.0077868;-38.13080360867914
1739209753.0077944;-45.120503652039325
1739209753.0078022;-45.120503652039325
1739209753.0078099;-38.13080360867914
1739209753.0078175;-45.120503652039325
1739209753.0078251;-45.120503652039325
1739209753.007833;-45.120503652039325
1739209753.0078406;-38.13080360867914
1739209753.0078483;-38.13080360867914
1739209753.0078561;-45.120503652039325
1739209753.0078638;-45.120503652039325
1739209753.0078714;-38.13080360867914
1739209753.007879;-45.120503652039325
1739209753.007887;-45.120503652039325
1739209753.0078945;-33.981070128970906
1739209753.0079021;-38.13080360867914
1739209753.00791;-45.120503652039325
1739209753.0079176;-32.816014438256545
1739209753.0079253;-33.981070128970906
1739209753.0079331;-45.120503652039325
1739209753.0079408;-38.13080360867914
1739209753.0079484;-38.13080360867914
1739209753.007956;-45.120503652039325
1739209753.007964;-45.120503652039325
1739209753.0079715;-45.120503652039325
1739209753.0079792;-45.120503652039325
1739209753.007987;-38.13080360867914
1739209753.0079947;-45.120503652039325
1739209753.0080023;-38.13080360867914
1739209753.00801;-45.120503652039325
1739209753.0080178;-45.120503652039325
1739209753.0080254;-45.120503652039325
1739209753.008033;-45.120503652039325
1739209753.008041;-33.981070128970906
1739209753.0080485;-33.981070128970906
1739209753.0080562;-45.120503652039325
1739209753.0080638;-45.120503652039325
1739209753.0080717;-32.816014438256545
1739209753.0080793;-32.816014438256545
1739209753.008087;-45.120503652039325
1739209753.0080948;-45.120503652039325
1739209753.0081024;-38.13080360867914
1739209753.00811;-35.57807855764607
1739209753.0081177;-45.120503652039325
1739209753.0081255;-33.981070128970906
1739209753.0081332;-45.120503652039325
1739209753.0081408;-45.120503652039325
1739209753.0081487;-45.120503652039325
1739209753.0081563;-38.13080360867914
1739209753.008164;-31.141103565318915
1739209753.0081716;-45.120503652039325
1739209753.0081794;-35.57807855764607
1739209753.008187;-45.120503652039325
1739209753.0081947;-38.13080360867914
1739209753.0082026;-32.816014438256545
1739209753.0082102;-45.120503652039325
1739209753.0082178;-45.120503652039325
1739209753.0082254;-45.120503652039325
1739209753.0082333;-38.13080360867914
1739209753.008241;-45.120503652039325
1739209753.0082486;-45.120503652039325
1739209753.0082564;-45.120503652039325
1739209753.008264;-45.120503652039325
1739209753.0082717;-45.120503652039325
1739209753.0082796;-45.120503652039325
1739209753.0082872;-45.120503652039325
1739209753.0082948;-38.13080360867914
1739209753.0083025;-35.57807855764607
1739209753.0083103;-45.120503652039325
1739209753.008318;-45.120503652039325
1739209753.0083256;-45.120503652039325
1739209753.0083334;-45.120503652039325
1739209753.008341;-38.13080360867914
1739209753.0083487;-38.13080360867914
1739209753.0083563;-45.120503652039325
1739209753.0083642;-45.120503652039325
1739209753.0083718;-45.120503652039325
1739209753.0083795;-29.438486411369333
1739209753.0083873;-28.58837851428586
1739209753.008395;-45.120503652039325
1739209753.0084026;-38.13080360867914
1739209753.0084102;-45.120503652039325
1739209753.008418;-38.13080360867914
1739209753.0084257;-45.120503652039325
1739209753.0084333;-38.13080360867914
1739209753.0084412;-45.120503652039325
1739209753.0084488;-45.120503652039325
1739209753.0084565;-38.13080360867914
1739209753.008464;-45.120503652039325
1739209753.008472;-32.816014438256545
1739209753.0084796;-45.120503652039325
1739209753.0084872;-45.120503652039325
1739209753.008495;-38.13080360867914
1739209753.0085027;-31.141103565318893
1739209753.0085104;-28.992665084841942
1739209753.008518;-45.120503652039325
1739209753.0085258;-38.13080360867914
1739209753.0085335;-35.57807855764607
1739209753.008541;-33.981070128970906
1739209753.008549;-45.120503652039325
1739209753.0085566;-38.13080360867914
1739209753.0085642;-38.13080360867914
1739209753.008572;-38.13080360867914
1739209753.0085797;-45.120503652039325
1739209753.0085874;-45.120503652039325
1739209753.008595;-45.120503652039325
1739209753.0086029;-45.120503652039325
1739209753.0086105;-38.13080360867914
1739209753.008618;-38.13080360867914
1739209753.008626;-45.120503652039325
1739209753.0086336;-38.13080360867914
1739209753.0086412;-38.13080360867914
1739209753.0086489;-45.120503652039325
1739209753.0086567;-45.120503652039325
1739209753.0086644;-45.120503652039325
1739209753.008672;-33.981070128970906
1739209753.0086799;-38.13080360867914
1739209753.0086875;-35.57807855764607
1739209753.0086951;-31.141103565318915
1739209753.0087028;-38.13080360867914
1739209753.0087106;-38.13080360867914
1739209753.0087183;-38.13080360867914
1739209753.008726;-45.120503652039325
1739209753.0087337;-38.13080360867914
1739209753.0087414;-38.13080360867914
1739209753.008749;-45.120503652039325
1739209753.0087566;-31.14110356531892
1739209753.0087645;-33.981070128970906
1739209753.0087721;-38.13080360867914
1739209753.0087798;-45.120503652039325
1739209753.0087876;-45.120503652039325
1739209753.0087953;-45.120503652039325
1739209753.008803;-45.120503652039325
1739209753.0088105;-45.120503652039325
1739209753.0088184;-28.992665084841942
1739209753.008826;-38.13080360867914
1739209753.0088336;-45.120503652039325
1739209753.0088415;-38.13080360867914
1739209753.0088491;-33.981070128970906
1739209753.0088568;-45.120503652039325
1739209753.0088644;-45.120503652039325
1739209753.0088723;-38.13080360867914
1739209753.00888;-45.120503652039325
1739209753.0088875;-45.120503652039325
1739209753.0088954;-45.120503652039325
1739209753.008903;-35.57807855764607
1739209753.0089107;-31.141103565318915
1739209753.0089185;-45.120503652039325
1739209753.0089262;-38.13080360867914
1739209753.0089338;-38.13080360867914
1739209753.0089414;-38.13080360867914
1739209753.0089493;-45.120503652039325
1739209753.008957;-45.120503652039325
1739209753.0089645;-38.13080360867914
1739209753.0089724;-38.13080360867914
1739209753.00898;-45.120503652039325
1739209753.0089877;-38.13080360867914
1739209753.0089953;-35.57807855764607
1739209753.0090032;-31.141103565318915
1739209753.0090108;-38.13080360867914
1739209753.0090184;-45.120503652039325
1739209753.0090263;-38.13080360867914
1739209753.009034;-33.981070128970906
1739209753.0090415;-32.816014438256545
1739209753.0090492;-45.120503652039325
1739209753.009057;-38.13080360867914
1739209753.0090647;-38.13080360867914
1739209753.0090723;-45.120503652039325
1739209753.0090802;-38.13080360867914
1739209753.0090878;-45.120503652039325
1739209753.0090954;-45.120503652039325
1739209753.009103;-45.120503652039325
1739209753.009111;-45.120503652039325
1739209753.0091186;-45.120503652039325
1739209753.0091262;-45.120503652039325
1739209753.009134;-38.13080360867914
1739209753.0091417;-38.13080360867914
1739209753.0091493;-45.120503652039325
1739209753.009157;-33.981070128970906
1739209753.0091648;-33.981070128970906
1739209753.0091724;-38.13080360867914
1739209753.00918;-45.120503652039325
1739209753.009188;-45.120503652039325
1739209753.0091956;-32.816014438256545
1739209753.0092032;-38.13080360867914
1739209753.009211;-45.120503652039325
1739209753.0092187;-38.13080360867914
1739209753.0092263;-35.57807855764607
1739209753.009234;-38.13080360867914
1739209753.0092418;-35.57807855764607
1739209753.0092494;-45.120503652039325
1739209753.009257;-45.120503652039325
1739209753.009265;-45.120503652039325
1739209753.0092726;-38.13080360867914
1739209753.0092802;-38.13080360867914
1739209753.0092878;-45.120503652039325
1739209753.0092957;-45.120503652039325
1739209753.0093033;-35.57807855764607
1739209753.009311;-35.57807855764607
1739209753.0093188;-38.13080360867914
1739209753.0093265;-38.13080360867914
1739209753.009334;-38.13080360867914
1739209753.0093417;-45.120503652039325
1739209753.0093496;-45.120503652039325
1739209753.0093572;-45.120503652039325
1739209753.0093648;-38.13080360867914
1739209753.0093727;-38.13080360867914
1739209753.0093803;-32.816014438256545
1739209753.009388;-45.120503652039325
1739209753.0093956;-35.57807855764607
1739209753.0094035;-38.13080360867914
1739209753.009411;-45.120503652039325
1739209753.0094187;-38.13080360867914
1739209753.0094266;-45.120503652039325
1739209753.0094342;-38.13080360867914
1739209753.0094419;-31.141103565318943
1739209753.0094495;-38.13080360867914
1739209753.0094573;-35.57807855764607
1739209753.009465;-38.13080360867914
1739209753.0094726;-45.120503652039325
1739209753.0094805;-38.13080360867914
1739209753.009488;-45.120503652039325
1739209753.0094957;-38.13080360867914
1739209753.0095034;-30.49652367304973
1739209753.0095112;-45.120503652039325
1739209753.0095189;-45.120503652039325
1739209753.0095265;-38.13080360867914
1739209753.0095344;-35.57807855764607
1739209753.009542;-38.13080360867914
1739209753.0095496;-45.120503652039325
1739209753.0095575;-38.13080360867914
1739209753.009565;-32.816014438256545
1739209753.0095727;-38.13080360867914
1739209753.0095804;-45.120503652039325
1739209753.0095882;-45.120503652039325
1739209753.0095959;-38.13080360867914
1739209753.0096035;-38.13080360867914
1739209753.0096114;-45.120503652039325
1739209753.009619;-38.13080360867914
1739209753.0096266;-45.120503652039325
1739209753.0096343;-45.120503652039325
1739209753.0096421;-45.120503652039325
1739209753.0096498;-45.120503652039325
1739209753.0096574;-45.120503652039325
1739209753.0096653;-38.13080360867914
1739209753.0096729;-45.120503652039325
1739209753.0096805;-45.120503652039325
1739209753.0096881;-31.141103565318893
1739209753.009696;-35.57807855764607
1739209753.0097036;-45.120503652039325
1739209753.0097113;-33.981070128970906
1739209753.0097191;-38.13080360867914
1739209753.0097268;-45.120503652039325
1739209753.0097344;-45.120503652039325
1739209753.009742;-45.120503652039325
1739209753.00975;-38.13080360867914
1739209753.0097575;-38.13080360867914
1739209753.0097651;-45.120503652039325
1739209753.009773;-45.120503652039325
1739209753.0097806;-35.57807855764607
1739209753.0097883;-38.13080360867914
1739209753.009796;-45.120503652039325
1739209753.0098038;-38.13080360867914
1739209753.0098114;-45.120503652039325
1739209753.009819;-38.13080360867914
1739209753.009827;-38.13080360867914
1739209753.0098345;-45.120503652039325
1739209753.0098422;-45.120503652039325
1739209753.0098498;-38.13080360867914
1739209753.0098577;-38.13080360867914
1739209753.0098653;-45.120503652039325
1739209753.009873;-35.57807855764607
1739209753.0098808;-38.13080360867914
1739209753.0098884;-45.120503652039325
1739209753.009896;-38.13080360867914
1739209753.009904;-45.120503652039325
1739209753.0099115;-38.13080360867914
1739209753.0099192;-35.57807855764607
1739209753.0099268;-32.816014438256545
1739209753.0099347;-45.120503652039325
1739209753.0099423;-45.120503652039325
1739209753.00995;-33.981070128970906
1739209753.0099578;-38.13080360867914
1739209753.0099654;-45.120503652039325
1739209753.009973;-45.120503652039325
1739209753.0099807;-45.120503652039325
1739209753.0099885;-38.13080360867914
1739209753.0099962;-45.120503652039325
1739209753.0100038;-38.13080360867914
1739209753.0100117;-32.816014438256545
1739209753.0100193;-38.13080360867914
1739209753.010027;-45.120503652039325
1739209753.0100346;-45.120503652039325
1739209753.0100424;-45.120503652039325
1739209753.01005;-45.120503652039325
1739209753.0100577;-45.120503652039325
1739209753.0100656;-38.13080360867914
1739209753.0100732;-38.13080360867914
1739209753.0100808;-45.120503652039325
1739209753.0100884;-35.57807855764607
1739209753.0100963;-38.13080360867914
1739209753.010104;-45.120503652039325
1739209753.0101116;-38.13080360867914
1739209753.0101194;-38.13080360867914
1739209753.010127;-33.981070128970906
1739209753.0101347;-45.120503652039325
1739209753.0101423;-38.13080360867914
1739209753.0101502;-35.57807855764607
1739209753.0101578;-30.49652367304973
1739209753.0101655;-45.120503652039325
1739209753.0101733;-45.120503652039325
1739209753.010181;-33.981070128970906
1739209753.0101886;-31.141103565318915
1739209753.0101962;-38.13080360867914
1739209753.010204;-45.120503652039325
1739209753.0102117;-45.120503652039325
1739209753.0102193;-45.120503652039325
1739209753.0102272;-45.120503652039325
1739209753.0102348;-33.981070128970906
1739209753.0102425;-38.13080360867914
1739209753.0102503;-30.49652367304973
1739209753.010258;-38.13080360867914
1739209753.0102656;-45.120503652039325
1739209753.0102732;-45.120503652039325
1739209753.010281;-45.120503652039325
1739209753.0102887;-45.120503652039325
1739209753.0102963;-45.120503652039325
1739209753.0103042;-38.13080360867914
1739209753.0103118;-33.981070128970906
1739209753.0103195;-38.13080360867914
1739209753.010327;-38.13080360867914
1739209753.010335;-45.120503652039325
1739209753.0103426;-38.13080360867914
1739209753.0103502;-45.120503652039325
1739209753.010358;-38.13080360867914
1739209753.0103657;-45.120503652039325
1739209753.0103734;-38.13080360867914
1739209753.010381;-35.57807855764607
1739209753.0103889;-35.57807855764607
1739209753.0103965;-45.120503652039325
1739209753.010404;-45.120503652039325
1739209753.010412;-38.13080360867914
1739209753.0104196;-38.13080360867914
1739209753.0104272;-45.120503652039325
1739209753.0104349;-28.992665084841942
1739209753.0104427;-31.141103565318915
1739209753.0104504;-33.981070128970906
1739209753.010458;-45.120503652039325
1739209753.0104659;-38.13080360867914
1739209753.0104735;-33.981070128970906
1739209753.010481;-33.981070128970906
1739209753.0104887;-38.13080360867914
1739209753.0104966;-38.13080360867914
1739209753.0105042;-33.981070128970906
1739209753.0105119;-35.57807855764607
1739209753.0105197;-45.120503652039325
1739209753.0105274;-45.120503652039325
1739209753.010535;-32.816014438256545
1739209753.0105429;-38.13080360867914
1739209753.0105505;-45.120503652039325
1739209753.0105581;-33.981070128970906
1739209753.0105658;-31.141103565318915
1739209753.0105736;-38.13080360867914
1739209753.0105813;-45.120503652039325
1739209753.010589;-45.120503652039325
1739209753.0105968;-38.13080360867914
1739209753.0106044;-38.13080360867914
1739209753.010612;-35.57807855764607
1739209753.0106196;-35.57807855764607
1739209753.0106275;-45.120503652039325
1739209753.0106351;-38.13080360867914
1739209753.0106428;-38.13080360867914
1739209753.0106506;-38.13080360867914
1739209753.0106583;-45.120503652039325
1739209753.010666;-45.120503652039325
1739209753.0106735;-35.57807855764607
1739209753.0106814;-45.120503652039325
1739209753.010689;-38.13080360867914
1739209753.0106966;-33.981070128970906
1739209753.0107045;-45.120503652039325
1739209753.0107121;-45.120503652039325
1739209753.0107198;-38.13080360867914
1739209753.0107274;-38.13080360867914
1739209753.0107353;-45.120503652039325
1739209753.010743;-35.57807855764607
1739209753.0107505;-38.13080360867914
1739209753.0107584;-45.120503652039325
1739209753.010766;-38.13080360867914
1739209753.0107737;-35.57807855764607
1739209753.0107813;-45.120503652039325
1739209753.0107892;-38.13080360867914
1739209753.0107968;-38.13080360867914
1739209753.0108044;-45.120503652039325
1739209753.0108123;-38.13080360867914
