CAN Message; 0x1b8:0000c4a05fe5e07a
1739209864.3203552;-38.13080360867914
1739209864.3203619;-38.13080360867914
1739209864.3203688;-45.120503652039325
1739209864.3203754;-45.120503652039325
1739209864.3203824;-45.120503652039325
1739209864.320389;-45.120503652039325
1739209864.320396;-38.13080360867914
1739209864.3204026;-35.57807855764607
1739209864.3204095;-38.13080360867914
1739209864.3204162;-45.120503652039325
1739209864.320423;-38.13080360867914
1739209864.3204298;-38.13080360867914
1739209864.3204365;-38.13080360867914
1739209864.3204434;-45.120503652039325
1739209864.32045;-45.120503652039325
1739209864.320457;-45.120503652039325
1739209864.3204637;-38.13080360867914
1739209864.3204706;-38.13080360867914
1739209864.3204772;-38.13080360867914
1739209864.3204842;-45.120503652039325
1739209864.3204908;-38.13080360867914
1739209864.3204975;-35.57807855764607
1739209864.3205044;-45.120503652039325
1739209864.320511;-38.13080360867914
1739209864.320518;-38.13080360867914
1739209864.3205247;-38.13080360867914
1739209864.3205316;-45.120503652039325
1739209864.3205383;-38.13080360867914
1739209864.3205452;-38.13080360867914
1739209864.3205519;-45.120503652039325
1739209864.3205585;-38.13080360867914
1739209864.3205655;-38.13080360867914
1739209864.3205721;-45.120503652039325
1739209864.320579;-45.120503652039325
1739209864.3205857;-38.13080360867914
1739209864.3205926;-45.120503652039325
1739209864.3205993;-38.13080360867914
1739209864.3206062;-35.57807855764607
1739209864.320613;-38.13080360867914
1739209864.3206196;-45.120503652039325
1739209864.3206265;-38.13080360867914
1739209864.3206332;-33.981070128970906
1739209864.32064;-45.120503652039325
1739209864.3206468;-45.120503652039325
1739209864.3206537;-33.981070128970906
1739209864.3206604;-38.13080360867914
1739209864.3206673;-33.981070128970906
1739209864.320674;-32.816014438256545
1739209864.3206809;-45.120503652039325
1739209864.3206875;-38.13080360867914
1739209864.3206942;-35.57807855764607
1739209864.3207011;-35.57807855764607
1739209864.3207078;-38.13080360867914
1739209864.3207147;-45.120503652039325
1739209864.3207214;-45.120503652039325
1739209864.3207283;-38.13080360867914
1739209864.320735;-33.981070128970906
1739209864.320742;-45.120503652039325
1739209864.3207486;-45.120503652039325
1739209864.3207552;-45.120503652039325
1739209864.3207622;-45.120503652039325
1739209864.3207688;-38.13080360867914
1739209864.3207757;-38.13080360867914
1739209864.3207824;-45.120503652039325
1739209864.3207893;-45.120503652039325
1739209864.320796;-38.13080360867914
1739209864.320803;-45.120503652039325
1739209864.3208096;-32.816014438256545
1739209864.3208165;-38.13080360867914
1739209864.3208232;-45.120503652039325
1739209864.3208299;-38.13080360867914
1739209864.3208368;-38.13080360867914
1739209864.3208435;-45.120503652039325
1739209864.3208504;-45.120503652039325
1739209864.320857;-38.13080360867914
1739209864.320864;-32.816014438256545
1739209864.3208706;-38.13080360867914
1739209864.3208776;-35.57807855764607
1739209864.3208842;-35.57807855764607
1739209864.320891;-38.13080360867914
1739209864.3208978;-45.120503652039325
1739209864.3209045;-35.57807855764607
1739209864.3209114;-38.13080360867914
1739209864.320918;-35.57807855764607
1739209864.320925;-45.120503652039325
1739209864.3209317;-45.120503652039325
1739209864.3209386;-35.57807855764607
1739209864.3209453;-35.57807855764607
1739209864.3209522;-35.57807855764607
1739209864.3209589;-45.120503652039325
1739209864.3209655;-38.13080360867914
1739209864.3209724;-38.13080360867914
1739209864.320979;-45.120503652039325
1739209864.320986;-32.816014438256545
1739209864.3209927;-38.13080360867914
1739209864.3209996;-38.13080360867914
1739209864.3210063;-38.13080360867914
1739209864.3210132;-32.816014438256545
1739209864.32102;-38.13080360867914
1739209864.3210266;-38.13080360867914
1739209864.3210335;-38.13080360867914
1739209864.3210402;-45.120503652039325
1739209864.321047;-45.120503652039325
1739209864.3210537;-45.120503652039325
1739209864.3210607;-45.120503652039325
1739209864.3210673;-45.120503652039325
1739209864.3210742;-33.981070128970906
1739209864.321081;-45.120503652039325
1739209864.3210876;-38.13080360867914
1739209864.3210945;-38.13080360867914
1739209864.3211012;-45.120503652039325
1739209864.321108;-45.120503652039325
1739209864.3211148;-38.13080360867914
1739209864.3211217;-35.57807855764607
1739209864.3211284;-45.120503652039325
1739209864.3211353;-35.57807855764607
1739209864.321142;-38.13080360867914
1739209864.3211489;-32.816014438256545
1739209864.3211555;-38.13080360867914
1739209864.3211622;-35.57807855764607
1739209864.3211691;-38.13080360867914
1739209864.3211758;-45.120503652039325
1739209864.3211827;-45.120503652039325
1739209864.3211894;-45.120503652039325
1739209864.3211963;-45.120503652039325
1739209864.321203;-33.981070128970956
1739209864.32121;-45.120503652039325
1739209864.3212166;-45.120503652039325
1739209864.3212233;-33.981070128970906
1739209864.3212302;-45.120503652039325
1739209864.3212368;-45.120503652039325
1739209864.3212438;-38.13080360867914
1739209864.3212504;-45.120503652039325
1739209864.3212574;-28.58837851428586
1739209864.321264;-38.13080360867914
1739209864.321271;-38.13080360867914
1739209864.3212776;-45.120503652039325
1739209864.3212845;-38.13080360867914
1739209864.3212912;-38.13080360867914
1739209864.321298;-45.120503652039325
1739209864.3213048;-45.120503652039325
1739209864.3213115;-38.13080360867914
1739209864.3213184;-45.120503652039325
1739209864.321325;-33.981070128970906
1739209864.321332;-38.13080360867914
1739209864.3213387;-45.120503652039325
1739209864.3213456;-38.13080360867914
1739209864.3213522;-45.120503652039325
1739209864.321359;-45.120503652039325
1739209864.3213658;-45.120503652039325
1739209864.3213725;-45.120503652039325
1739209864.3213794;-45.120503652039325
1739209864.321386;-38.13080360867914
1739209864.321393;-38.13080360867914
1739209864.3213997;-45.120503652039325
1739209864.3214066;-45.120503652039325
1739209864.3214133;-45.120503652039325
1739209864.3214202;-28.992665084841942
1739209864.3214269;-33.981070128970906
1739209864.3214335;-35.57807855764607
1739209864.3214405;-45.120503652039325
1739209864.3214471;-45.120503652039325
1739209864.321454;-38.13080360867914
1739209864.3214607;-45.120503652039325
1739209864.3214676;-33.981070128970906
1739209864.3214743;-38.13080360867914
1739209864.3214812;-38.13080360867914
1739209864.321488;-38.13080360867914
1739209864.3214946;-38.13080360867914
1739209864.3215015;-38.13080360867914
1739209864.3215082;-45.120503652039325
1739209864.321515;-45.120503652039325
1739209864.3215218;-38.13080360867914
1739209864.3215287;-28.992665084841942
1739209864.3215353;-31.141103565318915
1739209864.3215423;-45.120503652039325
1739209864.321549;-38.13080360867914
1739209864.3215556;-38.13080360867914
1739209864.3215625;-35.57807855764607
1739209864.3215692;-38.13080360867914
1739209864.321576;-45.120503652039325
1739209864.3215828;-38.13080360867914
1739209864.3215897;-35.57807855764607
1739209864.3215964;-33.981070128970906
1739209864.3216033;-45.120503652039325
1739209864.32161;-45.120503652039325
1739209864.321617;-38.13080360867914
1739209864.3216236;-35.57807855764607
1739209864.3216302;-38.13080360867914
1739209864.3216372;-30.49652367304973
1739209864.3216438;-33.981070128970906
1739209864.3216507;-45.120503652039325
1739209864.3216574;-45.120503652039325
1739209864.3216643;-32.816014438256545
1739209864.321671;-45.120503652039325
1739209864.321678;-45.120503652039325
1739209864.3216846;-45.120503652039325
1739209864.3216913;-33.981070128970906
1739209864.3216982;-32.816014438256545
1739209864.3217049;-38.13080360867914
1739209864.3217118;-45.120503652039325
1739209864.3217185;-38.13080360867914
1739209864.3217254;-35.57807855764607
1739209864.321732;-38.13080360867914
1739209864.321739;-38.13080360867914
1739209864.3217456;-38.13080360867914
1739209864.3217525;-38.13080360867914
1739209864.3217592;-38.13080360867914
1739209864.321766;-38.13080360867914
1739209864.3217728;-38.13080360867914
1739209864.3217795;-38.13080360867914
1739209864.3217864;-45.120503652039325
1739209864.321793;-38.13080360867914
1739209864.3218;-45.120503652039325
1739209864.3218067;-33.981070128970906
1739209864.3218136;-45.120503652039325
1739209864.3218203;-38.13080360867914
1739209864.321827;-38.13080360867914
1739209864.3218338;-38.13080360867914
1739209864.3218405;-38.13080360867914
1739209864.3218474;-38.13080360867914
1739209864.321854;-38.13080360867914
1739209864.321861;-38.13080360867914
1739209864.3218677;-45.120503652039325
1739209864.3218746;-38.13080360867914
1739209864.3218813;-45.120503652039325
1739209864.3218882;-38.13080360867914
1739209864.321895;-35.57807855764607
1739209864.3219016;-45.120503652039325
1739209864.3219085;-45.120503652039325
1739209864.3219151;-45.120503652039325
1739209864.321922;-45.120503652039325
1739209864.3219287;-45.120503652039325
1739209864.3219357;-45.120503652039325
1739209864.3219423;-45.120503652039325
1739209864.3219492;-45.120503652039325
1739209864.321956;-38.13080360867914
1739209864.3219626;-45.120503652039325
1739209864.3219695;-38.13080360867914
1739209864.3219762;-38.13080360867914
1739209864.321983;-38.13080360867914
1739209864.3219898;-38.13080360867914
1739209864.3219967;-38.13080360867914
1739209864.3220034;-38.13080360867914
1739209864.3220103;-45.120503652039325
1739209864.322017;-38.13080360867914
1739209864.3220236;-45.120503652039325
1739209864.3220305;-45.120503652039325
1739209864.3220372;-35.57807855764607
1739209864.3220441;-38.13080360867914
1739209864.3220508;-38.13080360867914
1739209864.3220577;-45.120503652039325
1739209864.3220644;-38.13080360867914
1739209864.3220713;-45.120503652039325
1739209864.322078;-35.57807855764607
1739209864.322085;-32.816014438256545
1739209864.3220916;-45.120503652039325
1739209864.3220983;-38.13080360867914
1739209864.3221052;-33.981070128970906
1739209864.3221118;-38.13080360867914
1739209864.3221188;-38.13080360867914
1739209864.3221254;-35.57807855764607
1739209864.3221323;-45.120503652039325
1739209864.322139;-45.120503652039325
1739209864.322146;-45.120503652039325
1739209864.3221526;-45.120503652039325
1739209864.3221593;-45.120503652039325
1739209864.3221662;-45.120503652039325
1739209864.3221729;-33.981070128970906
1739209864.3221798;-38.13080360867914
1739209864.3221865;-38.13080360867914
1739209864.3221934;-45.120503652039325
1739209864.3222;-45.120503652039325
1739209864.322207;-45.120503652039325
1739209864.3222136;-38.13080360867914
1739209864.3222206;-38.13080360867914
1739209864.3222272;-45.120503652039325
1739209864.322234;-45.120503652039325
1739209864.3222408;-35.57807855764607
1739209864.3222475;-28.21854285175415
1739209864.3222544;-38.13080360867914
1739209864.322261;-31.141103565318893
1739209864.322268;-38.13080360867914
1739209864.3222747;-45.120503652039325
1739209864.3222816;-45.120503652039325
1739209864.3222883;-38.13080360867914
1739209864.322295;-45.120503652039325
1739209864.3223019;-45.120503652039325
1739209864.3223085;-38.13080360867914
1739209864.3223155;-45.120503652039325
1739209864.3223221;-38.13080360867914
1739209864.322329;-45.120503652039325
1739209864.3223357;-45.120503652039325
1739209864.3223426;-45.120503652039325
1739209864.3223493;-38.13080360867914
1739209864.3223562;-29.438486411369333
1739209864.322363;-45.120503652039325
1739209864.3223696;-38.13080360867914
1739209864.3223765;-38.13080360867914
1739209864.3223832;-35.57807855764607
1739209864.32239;-38.13080360867914
1739209864.3223968;-35.57807855764607
1739209864.3224037;-45.120503652039325
1739209864.3224103;-45.120503652039325
1739209864.3224173;-45.120503652039325
1739209864.322424;-45.120503652039325
1739209864.3224306;-45.120503652039325
1739209864.3224375;-45.120503652039325
1739209864.3224442;-38.13080360867914
1739209864.322451;-45.120503652039325
1739209864.3224578;-38.13080360867914
1739209864.3224647;-35.57807855764607
1739209864.3224714;-45.120503652039325
1739209864.3224783;-45.120503652039325
1739209864.322485;-38.13080360867914
1739209864.3224916;-32.816014438256545
1739209864.3224986;-45.120503652039325
1739209864.3225052;-38.13080360867914
1739209864.3225121;-35.57807855764607
1739209864.3225188;-32.816014438256545
1739209864.3225257;-33.981070128970906
1739209864.3225324;-35.57807855764607
1739209864.3225393;-38.13080360867914
1739209864.322546;-45.120503652039325
1739209864.322553;-45.120503652039325
1739209864.3225596;-38.13080360867914
1739209864.3225663;-38.13080360867914
1739209864.3225732;-45.120503652039325
1739209864.3225799;-38.13080360867914
1739209864.3225868;-32.816014438256545
1739209864.3225935;-45.120503652039325
1739209864.3226004;-45.120503652039325
1739209864.322607;-38.13080360867914
1739209864.322614;-45.120503652039325
1739209864.3226206;-38.13080360867914
1739209864.3226273;-28.58837851428586
1739209864.3226342;-33.981070128970906
1739209864.322641;-45.120503652039325
1739209864.3226478;-38.13080360867914
1739209864.3226545;-35.57807855764607
1739209864.3226614;-38.13080360867914
1739209864.322668;-45.120503652039325
1739209864.322675;-45.120503652039325
1739209864.3226817;-38.13080360867914
1739209864.3226886;-38.13080360867914
1739209864.3226953;-38.13080360867914
1739209864.322702;-38.13080360867914
1739209864.3227088;-45.120503652039325
1739209864.3227155;-38.13080360867914
1739209864.3227224;-32.816014438256545
1739209864.322729;-45.120503652039325
1739209864.322736;-38.13080360867914
1739209864.3227427;-45.120503652039325
1739209864.3227496;-45.120503652039325
1739209864.3227563;-45.120503652039325
1739209864.322763;-45.120503652039325
1739209864.3227699;-45.120503652039325
1739209864.3227766;-45.120503652039325
1739209864.3227835;-45.120503652039325
1739209864.3227901;-45.120503652039325
1739209864.322797;-45.120503652039325
1739209864.3228037;-45.120503652039325
1739209864.3228106;-45.120503652039325
1739209864.3228173;-38.13080360867914
1739209864.322824;-38.13080360867914
1739209864.322831;-45.120503652039325
1739209864.3228376;-45.120503652039325
1739209864.3228445;-45.120503652039325
1739209864.3228512;-33.981070128970906
1739209864.322858;-31.141103565318893
1739209864.3228648;-38.13080360867914
1739209864.3228717;-45.120503652039325
1739209864.3228784;-45.120503652039325
1739209864.3228853;-38.13080360867914
1739209864.322892;-45.120503652039325
1739209864.3228986;-33.981070128970906
1739209864.3229055;-31.141103565318915
1739209864.3229122;-45.120503652039325
1739209864.3229191;-35.57807855764607
1739209864.3229258;-35.57807855764607
1739209864.3229327;-32.816014438256545
1739209864.3229394;-38.13080360867914
1739209864.3229463;-45.120503652039325
1739209864.322953;-45.120503652039325
1739209864.3229597;-38.13080360867914
1739209864.3229666;-32.816014438256545
1739209864.3229733;-33.981070128970906
1739209864.3229802;-38.13080360867914
1739209864.3229868;-45.120503652039325
1739209864.3229938;-38.13080360867914
1739209864.3230004;-35.57807855764607
1739209864.3230073;-45.120503652039325
1739209864.323014;-38.13080360867914
1739209864.323021;-45.120503652039325
1739209864.3230276;-45.120503652039325
1739209864.3230343;-45.120503652039325
1739209864.3230412;-38.13080360867914
1739209864.3230479;-35.57807855764607
1739209864.3230548;-38.13080360867914
1739209864.3230615;-35.57807855764607
1739209864.3230684;-33.981070128970906
1739209864.323075;-35.57807855764607
1739209864.323082;-45.120503652039325
1739209864.3230886;-45.120503652039325
1739209864.3230953;-38.13080360867914
1739209864.3231022;-32.816014438256545
1739209864.323109;-38.13080360867914
1739209864.3231158;-45.120503652039325
1739209864.3231225;-38.13080360867914
1739209864.3231294;-38.13080360867914
1739209864.323136;-38.13080360867914
1739209864.323143;-45.120503652039325
1739209864.3231497;-38.13080360867914
1739209864.3231566;-38.13080360867914
1739209864.3231633;-38.13080360867914
1739209864.32317;-45.120503652039325
1739209864.3231769;-35.57807855764607
1739209864.3231835;-35.57807855764607
1739209864.3231905;-33.981070128970906
1739209864.3231971;-45.120503652039325
1739209864.323204;-35.57807855764607
1739209864.3232107;-32.816014438256545
1739209864.3232176;-45.120503652039325
1739209864.3232243;-45.120503652039325
1739209864.323231;-45.120503652039325
1739209864.323238;-38.13080360867914
1739209864.3232446;-38.13080360867914
1739209864.3232515;-45.120503652039325
1739209864.3232582;-45.120503652039325
1739209864.323265;-45.120503652039325
1739209864.3232718;-38.13080360867914
1739209864.3232787;-45.120503652039325
1739209864.3232853;-33.981070128970906
1739209864.323292;-35.57807855764607
1739209864.323299;-38.13080360867914
1739209864.3233056;-38.13080360867914
1739209864.3233125;-35.57807855764607
1739209864.3233192;-38.13080360867914
1739209864.323326;-38.13080360867914
1739209864.3233328;-32.816014438256545
1739209864.3233397;-35.57807855764607
1739209864.3233464;-38.13080360867914
1739209864.3233533;-45.120503652039325
1739209864.32336;-38.13080360867914
1739209864.3233666;-45.120503652039325
1739209864.3233736;-45.120503652039325
1739209864.3233802;-45.120503652039325
1739209864.3233871;-45.120503652039325
1739209864.3233938;-45.120503652039325
1739209864.3234007;-45.120503652039325
1739209864.3234074;-35.57807855764607
1739209864.3234143;-45.120503652039325
1739209864.323421;-45.120503652039325
1739209864.3234277;-45.120503652039325
1739209864.3234346;-38.13080360867914
1739209864.3234413;-38.13080360867914
1739209864.3234482;-32.816014438256545
1739209864.3234549;-29.438486411369333
1739209864.3234618;-35.57807855764607
1739209864.3234684;-38.13080360867914
1739209864.3234754;-35.57807855764607
1739209864.323482;-33.981070128970906
1739209864.323489;-45.120503652039325
1739209864.3234956;-38.13080360867914
1739209864.3235023;-45.120503652039325
1739209864.3235092;-38.13080360867914
1739209864.323516;-45.120503652039325
1739209864.3235228;-45.120503652039325
1739209864.3235295;-45.120503652039325
1739209864.3235364;-45.120503652039325
1739209864.323543;-45.120503652039325
1739209864.32355;-45.120503652039325
1739209864.3235567;-45.120503652039325
1739209864.3235633;-38.13080360867914
1739209864.3235703;-38.13080360867914
1739209864.323577;-45.120503652039325
1739209864.3235838;-38.13080360867914
1739209864.3235905;-38.13080360867914
1739209864.3235974;-38.13080360867914
1739209864.323604;-38.13080360867914
1739209864.323611;-38.13080360867914
1739209864.3236177;-31.141103565318893
1739209864.3236246;-45.120503652039325
1739209864.3236313;-45.120503652039325
1739209864.323638;-45.120503652039325
1739209864.3236449;-45.120503652039325
1739209864.3236516;-38.13080360867914
1739209864.3236585;-38.13080360867914
1739209864.3236651;-45.120503652039325
1739209864.323672;-33.981070128970956
1739209864.3236787;-45.120503652039325
1739209864.3236856;-45.120503652039325
1739209864.3236923;-45.120503652039325
1739209864.323699;-45.120503652039325
1739209864.323706;-38.13080360867914
1739209864.3237126;-45.120503652039325
1739209864.3237195;-35.57807855764607
1739209864.3237262;-25.826314394896354
1739209864.323733;-35.57807855764607
1739209864.3237398;-45.120503652039325
1739209864.3237467;-35.57807855764607
1739209864.3237534;-38.13080360867914
1739209864.32376;-38.13080360867914
1739209864.323767;-45.120503652039325
1739209864.3237736;-38.13080360867914
1739209864.3237805;-45.120503652039325
1739209864.3237872;-38.13080360867914
1739209864.3237941;-30.49652367304973
1739209864.3238008;-38.13080360867914
1739209864.3238077;-38.13080360867914
1739209864.3238144;-33.981070128970906
1739209864.3238213;-45.120503652039325
1739209864.323828;-45.120503652039325
1739209864.3238347;-33.981070128970906
1739209864.3238416;-33.981070128970906
1739209864.3238482;-45.120503652039325
1739209864.3238552;-45.120503652039325
1739209864.3238618;-45.120503652039325
1739209864.3238688;-45.120503652039325
1739209864.3238754;-38.13080360867914
1739209864.3238823;-38.13080360867914
1739209864.323889;-35.57807855764607
1739209864.3238957;-45.120503652039325
1739209864.3239026;-35.57807855764607
1739209864.3239093;-38.13080360867914
1739209864.3239162;-45.120503652039325
1739209864.3239229;-45.120503652039325
1739209864.3239298;-38.13080360867914
1739209864.3239365;-33.981070128970906
1739209864.3239434;-45.120503652039325
1739209864.32395;-45.120503652039325
1739209864.323957;-45.120503652039325
1739209864.3239636;-38.13080360867914
1739209864.3239703;-45.120503652039325
1739209864.3239772;-38.13080360867914
1739209864.323984;-45.120503652039325
1739209864.3239908;-45.120503652039325
1739209864.3239975;-32.816014438256545
1739209864.3240044;-38.13080360867914
1739209864.324011;-45.120503652039325
1739209864.324018;-38.13080360867914
1739209864.3240247;-32.816014438256545
1739209864.3240314;-33.981070128970906
1739209864.3240383;-45.120503652039325
1739209864.324045;-45.120503652039325
1739209864.3240519;-45.120503652039325
1739209864.3240585;-35.57807855764607
1739209864.3240654;-38.13080360867914
1739209864.3240721;-45.120503652039325
1739209864.324079;-45.120503652039325
1739209864.3240857;-38.13080360867914
1739209864.3240924;-45.120503652039325
1739209864.3240993;-38.13080360867914
1739209864.324106;-35.57807855764607
1739209864.324113;-38.13080360867914
1739209864.3241196;-45.120503652039325
1739209864.3241265;-38.13080360867914
1739209864.3241332;-38.13080360867914
1739209864.32414;-38.13080360867914
1739209864.3241467;-38.13080360867914
1739209864.3241537;-35.57807855764607
1739209864.3241603;-45.120503652039325
1739209864.324167;-45.120503652039325
1739209864.324174;-45.120503652039325
1739209864.3241806;-45.120503652039325
1739209864.3241875;-38.13080360867914
1739209864.3241942;-38.13080360867914
1739209864.324201;-35.57807855764607
1739209864.3242078;-38.13080360867914
1739209864.3242147;-45.120503652039325
1739209864.3242214;-38.13080360867914
1739209864.324228;-45.120503652039325
1739209864.324235;-45.120503652039325
1739209864.3242416;-45.120503652039325
1739209864.3242486;-45.120503652039325
1739209864.3242552;-38.13080360867914
1739209864.3242621;-35.57807855764607
1739209864.3242688;-38.13080360867914
1739209864.3242757;-38.13080360867914
1739209864.3242824;-38.13080360867914
1739209864.3242893;-38.13080360867914
1739209864.324296;-38.13080360867914
1739209864.3243027;-33.981070128970906
1739209864.3243096;-35.57807855764607
1739209864.3243163;-38.13080360867914
1739209864.3243232;-45.120503652039325
1739209864.3243299;-45.120503652039325
1739209864.3243368;-38.13080360867914
1739209864.3243434;-38.13080360867914
1739209864.3243504;-38.13080360867914
1739209864.324357;-45.120503652039325
1739209864.3243637;-45.120503652039325
1739209864.3243706;-38.13080360867914
1739209864.3243773;-45.120503652039325
1739209864.3243842;-32.816014438256545
1739209864.324391;-32.816014438256545
1739209864.3243978;-38.13080360867914
1739209864.3244045;-45.120503652039325
1739209864.3244114;-38.13080360867914
1739209864.324418;-38.13080360867914
1739209864.324425;-45.120503652039325
1739209864.3244317;-38.13080360867914
1739209864.3244383;-45.120503652039325
1739209864.3244452;-45.120503652039325
1739209864.324452;-38.13080360867914
1739209864.3244588;-35.57807855764607
1739209864.3244655;-45.120503652039325
1739209864.3244724;-45.120503652039325
1739209864.324479;-45.120503652039325
1739209864.324486;-38.13080360867914
1739209864.3244927;-32.816014438256545
1739209864.3244994;-29.438486411369333
1739209864.3245063;-45.120503652039325
1739209864.324513;-45.120503652039325
1739209864.3245199;-38.13080360867914
1739209864.3245265;-38.13080360867914
1739209864.3245335;-38.13080360867914
1739209864.3245401;-38.13080360867914
1739209864.324547;-45.120503652039325
1739209864.3245537;-45.120503652039325
1739209864.3245604;-45.120503652039325
1739209864.3245673;-45.120503652039325
1739209864.324574;-45.120503652039325
1739209864.324581;-45.120503652039325
1739209864.3245876;-38.13080360867914
1739209864.3245945;-38.13080360867914
1739209864.3246012;-38.13080360867914
1739209864.324608;-45.120503652039325
1739209864.3246148;-35.57807855764607
1739209864.3246217;-35.57807855764607
1739209864.3246284;-33.981070128970906
1739209864.324635;-45.120503652039325
1739209864.324642;-45.120503652039325
1739209864.3246486;-45.120503652039325
1739209864.3246555;-35.57807855764607
1739209864.3246622;-35.57807855764607
1739209864.3246691;-45.120503652039325
1739209864.3246758;-38.13080360867914
1739209864.3246827;-45.120503652039325
1739209864.3246894;-45.120503652039325
1739209864.324696;-45.120503652039325
1739209864.324703;-45.120503652039325
1739209864.3247097;-45.120503652039325
1739209864.3247166;-45.120503652039325
1739209864.3247232;-38.13080360867914
1739209864.3247302;-38.13080360867914
1739209864.3247368;-35.57807855764607
1739209864.3247437;-38.13080360867914
1739209864.3247504;-45.120503652039325
1739209864.3247573;-38.13080360867914
1739209864.324764;-35.57807855764607
1739209864.3247707;-29.438486411369333
1739209864.3247776;-38.13080360867914
1739209864.3247843;-35.57807855764607
1739209864.3247912;-38.13080360867914
1739209864.3247979;-38.13080360867914
1739209864.3248048;-45.120503652039325
1739209864.3248115;-45.120503652039325
1739209864.3248184;-45.120503652039325
1739209864.324825;-45.120503652039325
1739209864.3248317;-45.120503652039325
1739209864.3248386;-45.120503652039325
1739209864.3248453;-33.981070128970906
1739209864.3248522;-45.120503652039325
1739209864.324859;-45.120503652039325
1739209864.3248658;-45.120503652039325
1739209864.3248725;-38.13080360867914
1739209864.3248794;-26.991370085610736
1739209864.324886;-38.13080360867914
1739209864.324893;-35.57807855764607
1739209864.3248997;-38.13080360867914
1739209864.3249063;-38.13080360867914
1739209864.3249133;-38.13080360867914
1739209864.32492;-35.57807855764607
1739209864.3249269;-38.13080360867914
1739209864.3249335;-45.120503652039325
1739209864.3249404;-45.120503652039325
1739209864.324947;-45.120503652039325
1739209864.324954;-38.13080360867914
1739209864.3249607;-45.120503652039325
1739209864.3249674;-45.120503652039325
1739209864.3249743;-45.120503652039325
1739209864.324981;-38.13080360867914
1739209864.324988;-45.120503652039325
1739209864.3249946;-45.120503652039325
1739209864.3250015;-38.13080360867914
1739209864.3250082;-38.13080360867914
1739209864.325015;-45.120503652039325
1739209864.3250217;-35.57807855764607
1739209864.3250284;-35.57807855764607
1739209864.3250353;-45.120503652039325
1739209864.325042;-38.13080360867914
1739209864.325049;-38.13080360867914
1739209864.3250556;-35.57807855764607
1739209864.3250625;-38.13080360867914
1739209864.3250692;-45.120503652039325
