CAN Message; 0x1a7:0000b4c92b53aee0
1739209700.2587767;-38.13080360867914
1739209700.258786;-45.120503652039325
1739209700.2587955;-45.120503652039325
1739209700.2588048;-45.120503652039325
1739209700.258814;-45.120503652039325
1739209700.2588236;-45.120503652039325
1739209700.258833;-32.816014438256545
1739209700.2588425;-38.13080360867914
1739209700.2588518;-38.13080360867914
1739209700.258861;-45.120503652039325
1739209700.2588706;-33.981070128970906
1739209700.25888;-32.816014438256545
1739209700.2588894;-38.13080360867914
1739209700.2588987;-45.120503652039325
1739209700.258908;-45.120503652039325
1739209700.2589176;-45.120503652039325
1739209700.2589269;-45.120503652039325
1739209700.2589364;-33.981070128970906
1739209700.2589457;-45.120503652039325
1739209700.258955;-33.981070128970956
1739209700.2589645;-45.120503652039325
1739209700.2589738;-45.120503652039325
1739209700.2589834;-45.120503652039325
1739209700.2589927;-38.13080360867914
1739209700.259002;-38.13080360867914
1739209700.2590115;-38.13080360867914
1739209700.2590208;-32.816014438256545
1739209700.2590303;-28.992665084841942
1739209700.2590396;-45.120503652039325
1739209700.259049;-38.13080360867914
1739209700.2590585;-45.120503652039325
1739209700.2590678;-35.57807855764607
1739209700.2590773;-38.13080360867914
1739209700.2590866;-33.981070128970906
1739209700.259096;-38.13080360867914
1739209700.2591054;-29.438486411369347
1739209700.2591147;-38.13080360867914
1739209700.2591243;-45.120503652039325
1739209700.2591336;-38.13080360867914
1739209700.2591429;-45.120503652039325
1739209700.2591524;-45.120503652039325
1739209700.2591617;-45.120503652039325
1739209700.2591712;-38.13080360867914
1739209700.2591805;-27.267205301931607
1739209700.2591898;-38.13080360867914
1739209700.2591994;-38.13080360867914
1739209700.2592087;-35.57807855764607
1739209700.2592182;-33.981070128970906
1739209700.2592275;-45.120503652039325
1739209700.2592368;-38.13080360867914
1739209700.2592463;-38.13080360867914
1739209700.2592556;-33.981070128970906
1739209700.2592652;-45.120503652039325
1739209700.2592745;-45.120503652039325
1739209700.2592838;-45.120503652039325
1739209700.2592933;-45.120503652039325
1739209700.2593026;-45.120503652039325
1739209700.2593122;-38.13080360867914
1739209700.2593215;-38.13080360867914
1739209700.2593307;-45.120503652039325
1739209700.2593403;-45.120503652039325
1739209700.2593496;-38.13080360867914
1739209700.2593591;-45.120503652039325
1739209700.2593684;-45.120503652039325
1739209700.2593777;-45.120503652039325
1739209700.2593873;-45.120503652039325
1739209700.2593966;-35.57807855764607
1739209700.259406;-28.992665084841942
1739209700.2594154;-45.120503652039325
1739209700.2594247;-45.120503652039325
1739209700.2594342;-35.57807855764607
1739209700.2594435;-38.13080360867914
1739209700.259453;-33.981070128970906
1739209700.2594624;-32.816014438256545
1739209700.2594717;-38.13080360867914
1739209700.2594812;-31.141103565318915
1739209700.2594905;-45.120503652039325
1739209700.2595;-45.120503652039325
1739209700.2595093;-32.816014438256545
1739209700.2595186;-38.13080360867914
1739209700.2595282;-45.120503652039325
1739209700.2595375;-45.120503652039325
1739209700.259547;-35.57807855764607
1739209700.2595563;-32.816014438256545
1739209700.2595656;-45.120503652039325
1739209700.2595751;-38.13080360867914
1739209700.2595844;-38.13080360867914
1739209700.259594;-38.13080360867914
1739209700.2596033;-35.57807855764607
1739209700.2596126;-45.120503652039325
1739209700.259622;-45.120503652039325
1739209700.2596314;-28.992665084841942
1739209700.259641;-33.981070128970906
1739209700.2596502;-45.120503652039325
1739209700.2596595;-38.13080360867914
1739209700.259669;-38.13080360867914
1739209700.2596784;-35.57807855764607
1739209700.259688;-45.120503652039325
1739209700.2596972;-45.120503652039325
1739209700.2597065;-38.13080360867914
1739209700.259716;-45.120503652039325
1739209700.2597253;-38.13080360867914
1739209700.2597349;-38.13080360867914
1739209700.2597442;-45.120503652039325
1739209700.2597535;-35.57807855764607
1739209700.259763;-35.57807855764607
1739209700.2597723;-38.13080360867914
1739209700.2597818;-45.120503652039325
1739209700.2597911;-35.57807855764607
1739209700.2598004;-38.13080360867914
1739209700.25981;-38.13080360867914
1739209700.2598193;-38.13080360867914
1739209700.2598288;-38.13080360867914
1739209700.259838;-45.120503652039325
1739209700.2598474;-45.120503652039325
1739209700.259857;-33.981070128970906
1739209700.2598662;-33.981070128970906
1739209700.2598758;-45.120503652039325
1739209700.259885;-38.13080360867914
1739209700.2598944;-38.13080360867914
1739209700.259904;-45.120503652039325
1739209700.2599132;-45.120503652039325
1739209700.2599227;-38.13080360867914
1739209700.259932;-38.13080360867914
1739209700.2599413;-45.120503652039325
1739209700.2599509;-38.13080360867914
1739209700.2599602;-32.816014438256545
1739209700.2599697;-38.13080360867914
1739209700.259979;-35.57807855764607
1739209700.2599883;-38.13080360867914
1739209700.2599978;-32.816014438256545
1739209700.2600071;-35.57807855764607
1739209700.2600167;-45.120503652039325
1739209700.260026;-38.13080360867914
1739209700.2600353;-38.13080360867914
1739209700.2600448;-38.13080360867914
1739209700.260054;-45.120503652039325
1739209700.2600636;-45.120503652039325
1739209700.260073;-35.57807855764607
1739209700.2600822;-45.120503652039325
1739209700.2600918;-45.120503652039325
1739209700.260101;-38.13080360867914
1739209700.2601106;-35.57807855764607
1739209700.26012;-38.13080360867914
1739209700.2601292;-45.120503652039325
1739209700.2601388;-38.13080360867914
1739209700.260148;-35.57807855764607
1739209700.2601576;-38.13080360867914
1739209700.260167;-38.13080360867914
1739209700.2601762;-35.57807855764607
1739209700.2601857;-45.120503652039325
1739209700.260195;-45.120503652039325
1739209700.2602046;-38.13080360867914
1739209700.2602139;-35.57807855764607
1739209700.2602232;-45.120503652039325
1739209700.2602327;-45.120503652039325
1739209700.260242;-45.120503652039325
1739209700.2602515;-45.120503652039325
1739209700.2602608;-45.120503652039325
1739209700.26027;-38.13080360867914
1739209700.2602797;-38.13080360867914
1739209700.260289;-45.120503652039325
1739209700.2602985;-45.120503652039325
1739209700.2603078;-45.120503652039325
1739209700.260317;-30.49652367304973
1739209700.2603266;-33.981070128970906
1739209700.260336;-38.13080360867914
1739209700.2603455;-45.120503652039325
1739209700.2603548;-33.981070128970906
1739209700.260364;-33.981070128970906
1739209700.2603736;-45.120503652039325
1739209700.260383;-38.13080360867914
1739209700.2603924;-38.13080360867914
1739209700.2604017;-35.57807855764607
1739209700.260411;-45.120503652039325
1739209700.2604206;-38.13080360867914
1739209700.2604299;-45.120503652039325
1739209700.2604394;-45.120503652039325
1739209700.2604487;-45.120503652039325
1739209700.260458;-45.120503652039325
1739209700.2604675;-45.120503652039325
1739209700.2604768;-38.13080360867914
1739209700.2604864;-38.13080360867914
1739209700.2604957;-38.13080360867914
1739209700.260505;-38.13080360867914
1739209700.2605145;-38.13080360867914
1739209700.2605238;-35.57807855764607
1739209700.2605333;-38.13080360867914
1739209700.2605426;-38.13080360867914
1739209700.260552;-35.57807855764607
1739209700.2605615;-38.13080360867914
1739209700.2605708;-38.13080360867914
1739209700.2605803;-45.120503652039325
1739209700.2605896;-45.120503652039325
1739209700.260599;-35.57807855764607
1739209700.2606084;-38.13080360867914
1739209700.2606177;-38.13080360867914
1739209700.2606273;-35.57807855764607
1739209700.2606366;-38.13080360867914
1739209700.2606459;-38.13080360867914
1739209700.2606554;-38.13080360867914
1739209700.2606647;-33.981070128970906
1739209700.2606742;-32.816014438256545
1739209700.2606835;-45.120503652039325
1739209700.2606928;-31.141103565318915
1739209700.2607024;-28.992665084841942
1739209700.2607117;-45.120503652039325
1739209700.2607212;-38.13080360867914
1739209700.2607305;-38.13080360867914
1739209700.2607398;-38.13080360867914
1739209700.2607493;-45.120503652039325
1739209700.2607586;-38.13080360867914
1739209700.2607682;-45.120503652039325
1739209700.2607775;-38.13080360867914
1739209700.2607868;-38.13080360867914
1739209700.2607963;-45.120503652039325
1739209700.2608056;-45.120503652039325
1739209700.2608151;-45.120503652039325
1739209700.2608244;-45.120503652039325
1739209700.2608337;-45.120503652039325
1739209700.2608433;-45.120503652039325
1739209700.2608526;-45.120503652039325
1739209700.260862;-45.120503652039325
1739209700.2608714;-38.13080360867914
1739209700.2608807;-38.13080360867914
1739209700.2608902;-38.13080360867914
1739209700.2608995;-35.57807855764607
1739209700.260909;-38.13080360867914
1739209700.2609184;-32.816014438256545
1739209700.2609277;-28.992665084841942
1739209700.2609372;-45.120503652039325
1739209700.2609465;-45.120503652039325
1739209700.260956;-45.120503652039325
1739209700.2609653;-38.13080360867914
1739209700.2609746;-35.57807855764607
1739209700.2609842;-38.13080360867914
1739209700.2609935;-38.13080360867914
1739209700.261003;-29.438486411369347
1739209700.2610123;-38.13080360867914
1739209700.2610216;-45.120503652039325
1739209700.2610312;-45.120503652039325
1739209700.2610404;-45.120503652039325
1739209700.26105;-45.120503652039325
1739209700.2610593;-45.120503652039325
1739209700.2610686;-45.120503652039325
1739209700.2610781;-38.13080360867914
1739209700.2610874;-35.57807855764607
1739209700.261097;-38.13080360867914
1739209700.2611063;-45.120503652039325
1739209700.2611156;-45.120503652039325
1739209700.261125;-45.120503652039325
1739209700.2611344;-38.13080360867914
1739209700.261144;-45.120503652039325
1739209700.2611532;-45.120503652039325
1739209700.2611625;-38.13080360867914
1739209700.261172;-38.13080360867914
1739209700.2611814;-45.120503652039325
1739209700.261191;-38.13080360867914
1739209700.2612002;-32.816014438256545
1739209700.2612095;-38.13080360867914
1739209700.261219;-45.120503652039325
1739209700.2612283;-33.981070128970906
1739209700.2612379;-45.120503652039325
1739209700.2612472;-33.981070128970906
1739209700.2612565;-45.120503652039325
1739209700.261266;-45.120503652039325
1739209700.2612753;-45.120503652039325
1739209700.2612848;-45.120503652039325
1739209700.2612941;-45.120503652039325
1739209700.2613034;-33.981070128970906
1739209700.261313;-38.13080360867914
1739209700.2613223;-45.120503652039325
1739209700.2613318;-45.120503652039325
1739209700.261341;-45.120503652039325
1739209700.2613504;-45.120503652039325
1739209700.26136;-38.13080360867914
1739209700.2613692;-38.13080360867914
1739209700.2613788;-38.13080360867914
1739209700.261388;-38.13080360867914
1739209700.2613974;-45.120503652039325
1739209700.261407;-45.120503652039325
1739209700.2614162;-38.13080360867914
1739209700.2614257;-45.120503652039325
1739209700.261435;-45.120503652039325
1739209700.2614443;-32.816014438256545
1739209700.2614539;-38.13080360867914
1739209700.2614632;-45.120503652039325
1739209700.2614727;-38.13080360867914
1739209700.261482;-45.120503652039325
1739209700.2614913;-45.120503652039325
1739209700.2615008;-45.120503652039325
1739209700.2615101;-38.13080360867914
1739209700.2615197;-45.120503652039325
1739209700.261529;-35.57807855764607
1739209700.2615383;-33.981070128970906
1739209700.2615478;-45.120503652039325
1739209700.261557;-45.120503652039325
1739209700.2615666;-38.13080360867914
1739209700.261576;-38.13080360867914
1739209700.2615852;-45.120503652039325
1739209700.2615948;-38.13080360867914
1739209700.261604;-45.120503652039325
1739209700.2616136;-45.120503652039325
1739209700.261623;-38.13080360867914
1739209700.2616322;-45.120503652039325
1739209700.2616417;-38.13080360867914
1739209700.261651;-45.120503652039325
1739209700.2616606;-45.120503652039325
1739209700.2616699;-45.120503652039325
1739209700.2616792;-38.13080360867914
1739209700.2616887;-38.13080360867914
1739209700.261698;-45.120503652039325
1739209700.2617075;-45.120503652039325
1739209700.2617168;-35.57807855764607
1739209700.2617261;-32.816014438256545
1739209700.2617357;-38.13080360867914
1739209700.261745;-45.120503652039325
1739209700.2617545;-38.13080360867914
1739209700.2617638;-29.438486411369333
1739209700.261773;-45.120503652039325
1739209700.2617826;-45.120503652039325
1739209700.261792;-45.120503652039325
1739209700.2618015;-38.13080360867914
1739209700.2618108;-38.13080360867914
1739209700.2618203;-45.120503652039325
1739209700.2618296;-45.120503652039325
1739209700.261839;-45.120503652039325
1739209700.2618484;-45.120503652039325
1739209700.2618577;-45.120503652039325
1739209700.2618673;-38.13080360867914
1739209700.2618766;-38.13080360867914
1739209700.261886;-38.13080360867914
1739209700.2618954;-45.120503652039325
1739209700.2619047;-38.13080360867914
1739209700.2619143;-26.991370085610736
1739209700.2619236;-35.57807855764607
