CAN Message; 0x1d3:00000887e7b2f93f
1739209682.915556;-45.120503652039325
1739209682.9155629;-45.120503652039325
1739209682.9155698;-38.13080360867914
1739209682.9155767;-45.120503652039325
1739209682.9155838;-45.120503652039325
1739209682.9155908;-38.13080360867914
1739209682.9155977;-33.981070128970906
1739209682.9156046;-38.13080360867914
1739209682.9156117;-45.120503652039325
1739209682.9156187;-33.981070128970906
1739209682.9156256;-38.13080360867914
1739209682.9156327;-38.13080360867914
1739209682.9156396;-45.120503652039325
1739209682.9156466;-38.13080360867914
1739209682.9156535;-38.13080360867914
1739209682.9156606;-45.120503652039325
1739209682.9156675;-45.120503652039325
1739209682.9156744;-33.981070128970906
1739209682.9156814;-33.981070128970906
1739209682.9156885;-38.13080360867914
1739209682.9156954;-45.120503652039325
1739209682.9157023;-45.120503652039325
1739209682.9157095;-35.57807855764607
1739209682.9157164;-38.13080360867914
1739209682.9157233;-38.13080360867914
1739209682.9157302;-28.58837851428586
1739209682.9157374;-31.141103565318915
1739209682.9157443;-33.981070128970906
1739209682.9157512;-45.120503652039325
1739209682.9157584;-33.981070128970906
1739209682.9157653;-38.13080360867914
1739209682.9157722;-38.13080360867914
1739209682.915779;-45.120503652039325
1739209682.9157863;-32.816014438256545
1739209682.9157932;-38.13080360867914
1739209682.9158;-45.120503652039325
1739209682.915807;-45.120503652039325
1739209682.9158142;-45.120503652039325
1739209682.915821;-32.816014438256545
1739209682.915828;-35.57807855764607
1739209682.9158351;-35.57807855764607
1739209682.915842;-32.816014438256545
1739209682.915849;-31.141103565318915
1739209682.915856;-38.13080360867914
1739209682.915863;-45.120503652039325
1739209682.91587;-45.120503652039325
1739209682.9158769;-45.120503652039325
1739209682.915884;-38.13080360867914
1739209682.915891;-45.120503652039325
1739209682.9158978;-38.13080360867914
1739209682.9159048;-45.120503652039325
1739209682.915912;-45.120503652039325
1739209682.9159188;-45.120503652039325
1739209682.9159257;-45.120503652039325
1739209682.9159327;-45.120503652039325
1739209682.9159398;-38.13080360867914
1739209682.9159467;-38.13080360867914
1739209682.9159536;-45.120503652039325
1739209682.9159608;-45.120503652039325
1739209682.9159677;-45.120503652039325
1739209682.9159746;-45.120503652039325
1739209682.9159815;-45.120503652039325
1739209682.9159887;-45.120503652039325
1739209682.9159956;-33.981070128970906
1739209682.9160025;-38.13080360867914
1739209682.9160097;-33.981070128970906
1739209682.9160166;-38.13080360867914
1739209682.9160235;-45.120503652039325
1739209682.9160304;-38.13080360867914
1739209682.9160376;-38.13080360867914
1739209682.9160445;-38.13080360867914
1739209682.9160514;-45.120503652039325
1739209682.9160583;-45.120503652039325
1739209682.9160655;-45.120503652039325
1739209682.9160724;-33.981070128970906
1739209682.9160793;-38.13080360867914
1739209682.9160864;-35.57807855764607
1739209682.9160933;-33.981070128970906
1739209682.9161003;-38.13080360867914
1739209682.9161072;-35.57807855764607
1739209682.9161143;-45.120503652039325
1739209682.9161212;-45.120503652039325
1739209682.9161282;-38.13080360867914
1739209682.9161353;-45.120503652039325
1739209682.9161422;-38.13080360867914
1739209682.9161491;-38.13080360867914
1739209682.916156;-45.120503652039325
1739209682.9161632;-45.120503652039325
1739209682.9161701;-38.13080360867914
1739209682.916177;-38.13080360867914
1739209682.916184;-45.120503652039325
1739209682.916191;-45.120503652039325
1739209682.916198;-35.57807855764607
1739209682.916205;-45.120503652039325
1739209682.916212;-35.57807855764607
1739209682.916219;-45.120503652039325
1739209682.916226;-38.13080360867914
1739209682.9162328;-38.13080360867914
1739209682.91624;-38.13080360867914
1739209682.916247;-35.57807855764607
1739209682.9162538;-38.13080360867914
1739209682.916261;-38.13080360867914
1739209682.9162679;-45.120503652039325
1739209682.9162748;-38.13080360867914
1739209682.9162817;-38.13080360867914
1739209682.9162889;-38.13080360867914
1739209682.9162958;-45.120503652039325
1739209682.9163027;-45.120503652039325
1739209682.9163096;-38.13080360867914
1739209682.9163167;-35.57807855764607
1739209682.9163237;-38.13080360867914
1739209682.9163306;-45.120503652039325
1739209682.9163377;-45.120503652039325
1739209682.9163446;-45.120503652039325
1739209682.9163516;-38.13080360867914
1739209682.9163585;-38.13080360867914
1739209682.9163656;-45.120503652039325
1739209682.9163725;-38.13080360867914
1739209682.9163795;-35.57807855764607
1739209682.9163866;-33.981070128970906
1739209682.9163935;-45.120503652039325
1739209682.9164004;-38.13080360867914
1739209682.9164073;-38.13080360867914
1739209682.9164145;-45.120503652039325
1739209682.9164214;-45.120503652039325
1739209682.9164283;-45.120503652039325
1739209682.9164352;-45.120503652039325
1739209682.9164424;-38.13080360867914
1739209682.9164493;-45.120503652039325
1739209682.9164562;-45.120503652039325
1739209682.9164634;-45.120503652039325
1739209682.9164703;-45.120503652039325
1739209682.9164772;-45.120503652039325
1739209682.916484;-38.13080360867914
1739209682.9164913;-35.57807855764607
1739209682.9164982;-33.981070128970906
1739209682.916505;-45.120503652039325
1739209682.9165123;-45.120503652039325
1739209682.9165192;-32.816014438256545
1739209682.916526;-28.58837851428586
1739209682.916533;-45.120503652039325
1739209682.9165401;-38.13080360867914
1739209682.916547;-35.57807855764607
1739209682.916554;-33.981070128970906
1739209682.916561;-45.120503652039325
1739209682.916568;-38.13080360867914
1739209682.916575;-38.13080360867914
1739209682.9165819;-32.81601443825658
1739209682.916589;-45.120503652039325
1739209682.916596;-45.120503652039325
1739209682.9166028;-38.13080360867914
1739209682.9166098;-38.13080360867914
1739209682.916617;-45.120503652039325
1739209682.9166238;-38.13080360867914
1739209682.9166307;-32.816014438256545
1739209682.9166377;-27.267205301931607
1739209682.9166448;-38.13080360867914
1739209682.9166517;-38.13080360867914
1739209682.9166586;-35.57807855764607
1739209682.9166658;-31.141103565318915
1739209682.9166727;-45.120503652039325
1739209682.9166796;-45.120503652039325
1739209682.9166865;-45.120503652039325
1739209682.9166937;-35.57807855764607
1739209682.9167006;-35.57807855764607
1739209682.9167075;-38.13080360867914
1739209682.9167147;-45.120503652039325
1739209682.9167216;-45.120503652039325
1739209682.9167285;-45.120503652039325
1739209682.9167354;-45.120503652039325
1739209682.9167426;-45.120503652039325
1739209682.9167495;-33.981070128970906
1739209682.9167564;-38.13080360867914
1739209682.9167633;-45.120503652039325
1739209682.9167705;-38.13080360867914
1739209682.9167774;-35.57807855764607
1739209682.9167843;-38.13080360867914
1739209682.9167914;-38.13080360867914
1739209682.9167984;-38.13080360867914
1739209682.9168053;-38.13080360867914
1739209682.9168122;-35.57807855764607
1739209682.9168193;-35.57807855764607
1739209682.9168262;-38.13080360867914
1739209682.9168332;-45.120503652039325
1739209682.9168403;-35.57807855764607
1739209682.9168472;-38.13080360867914
1739209682.9168541;-45.120503652039325
1739209682.916861;-33.981070128970906
1739209682.9168682;-45.120503652039325
1739209682.9168751;-38.13080360867914
1739209682.916882;-38.13080360867914
1739209682.916889;-38.13080360867914
1739209682.916896;-38.13080360867914
1739209682.916903;-33.981070128970906
1739209682.91691;-45.120503652039325
1739209682.916917;-30.49652367304973
1739209682.916924;-38.13080360867914
1739209682.916931;-45.120503652039325
1739209682.9169378;-38.13080360867914
1739209682.916945;-38.13080360867914
1739209682.916952;-35.57807855764607
1739209682.9169588;-38.13080360867914
1739209682.916966;-38.13080360867914
1739209682.9169729;-28.992665084841942
1739209682.9169798;-33.981070128970906
1739209682.9169867;-45.120503652039325
1739209682.9169939;-38.13080360867914
1739209682.9170008;-45.120503652039325
1739209682.9170077;-45.120503652039325
1739209682.9170146;-45.120503652039325
1739209682.9170218;-45.120503652039325
1739209682.9170287;-33.981070128970906
1739209682.9170356;-45.120503652039325
1739209682.9170427;-45.120503652039325
1739209682.9170496;-38.13080360867914
1739209682.9170566;-45.120503652039325
1739209682.9170635;-38.13080360867914
1739209682.9170706;-45.120503652039325
1739209682.9170775;-35.57807855764607
1739209682.9170845;-38.13080360867914
1739209682.9170916;-38.13080360867914
1739209682.9170985;-45.120503652039325
1739209682.9171054;-45.120503652039325
1739209682.9171124;-45.120503652039325
1739209682.9171195;-45.120503652039325
1739209682.9171264;-45.120503652039325
1739209682.9171333;-38.13080360867914
1739209682.9171402;-38.13080360867914
1739209682.9171474;-45.120503652039325
1739209682.9171543;-38.13080360867914
1739209682.9171612;-38.13080360867914
1739209682.9171684;-38.13080360867914
1739209682.9171753;-45.120503652039325
1739209682.9171822;-45.120503652039325
1739209682.9171891;-38.13080360867914
1739209682.9171963;-45.120503652039325
1739209682.9172032;-38.13080360867914
1739209682.91721;-38.13080360867914
1739209682.9172173;-38.13080360867914
1739209682.9172242;-38.13080360867914
1739209682.917231;-35.57807855764607
1739209682.917238;-38.13080360867914
1739209682.9172451;-45.120503652039325
1739209682.917252;-32.816014438256545
1739209682.917259;-38.13080360867914
1739209682.917266;-45.120503652039325
1739209682.917273;-38.13080360867914
1739209682.91728;-38.13080360867914
1739209682.9172869;-45.120503652039325
1739209682.917294;-45.120503652039325
1739209682.917301;-32.816014438256545
1739209682.9173079;-45.120503652039325
1739209682.9173148;-38.13080360867914
1739209682.917322;-38.13080360867914
1739209682.9173288;-35.57807855764607
1739209682.9173357;-38.13080360867914
1739209682.917343;-38.13080360867914
1739209682.9173498;-38.13080360867914
1739209682.9173567;-32.816014438256545
1739209682.9173636;-33.981070128970906
1739209682.9173708;-45.120503652039325
1739209682.9173777;-38.13080360867914
1739209682.9173846;-38.13080360867914
1739209682.9173915;-38.13080360867914
1739209682.9173987;-45.120503652039325
1739209682.9174056;-38.13080360867914
1739209682.9174125;-35.57807855764607
1739209682.9174197;-45.120503652039325
1739209682.9174266;-45.120503652039325
1739209682.9174335;-45.120503652039325
1739209682.9174404;-38.13080360867914
1739209682.9174476;-38.13080360867914
1739209682.9174545;-38.13080360867914
1739209682.9174614;-45.120503652039325
1739209682.9174685;-45.120503652039325
1739209682.9174755;-38.13080360867914
1739209682.9174824;-38.13080360867914
1739209682.9174893;-35.57807855764607
1739209682.9174964;-33.981070128970906
1739209682.9175034;-45.120503652039325
1739209682.9175103;-38.13080360867914
1739209682.9175172;-35.57807855764607
1739209682.9175243;-45.120503652039325
1739209682.9175313;-38.13080360867914
1739209682.9175382;-45.120503652039325
1739209682.9175453;-45.120503652039325
1739209682.9175522;-38.13080360867914
1739209682.9175591;-35.57807855764607
1739209682.917566;-38.13080360867914
1739209682.9175732;-45.120503652039325
1739209682.9175801;-38.13080360867914
1739209682.917587;-45.120503652039325
1739209682.917594;-32.816014438256545
1739209682.917601;-32.816014438256545
1739209682.917608;-38.13080360867914
1739209682.917615;-38.13080360867914
1739209682.917622;-45.120503652039325
1739209682.917629;-35.57807855764607
1739209682.917636;-45.120503652039325
1739209682.9176428;-35.57807855764607
1739209682.91765;-38.13080360867914
1739209682.917657;-45.120503652039325
1739209682.9176638;-45.120503652039325
1739209682.917671;-38.13080360867914
1739209682.9176779;-38.13080360867914
1739209682.9176848;-45.120503652039325
1739209682.9176917;-45.120503652039325
1739209682.9176989;-38.13080360867914
1739209682.9177058;-35.57807855764607
1739209682.9177127;-38.13080360867914
1739209682.9177196;-45.120503652039325
1739209682.9177268;-45.120503652039325
1739209682.9177337;-31.141103565318893
1739209682.9177406;-45.120503652039325
1739209682.9177477;-45.120503652039325
1739209682.9177547;-38.13080360867914
1739209682.9177616;-35.57807855764607
1739209682.9177685;-31.141103565318915
1739209682.9177756;-45.120503652039325
1739209682.9177825;-38.13080360867914
1739209682.9177895;-45.120503652039325
1739209682.9177966;-45.120503652039325
1739209682.9178035;-45.120503652039325
1739209682.9178104;-38.13080360867914
1739209682.9178174;-45.120503652039325
1739209682.9178245;-45.120503652039325
1739209682.9178314;-38.13080360867914
1739209682.9178383;-45.120503652039325
1739209682.9178452;-35.57807855764607
1739209682.9178524;-35.57807855764607
1739209682.9178593;-45.120503652039325
1739209682.9178662;-38.13080360867914
1739209682.9178734;-32.816014438256545
1739209682.9178803;-27.267205301931607
1739209682.9178872;-45.120503652039325
1739209682.9178941;-45.120503652039325
1739209682.9179013;-45.120503652039325
1739209682.9179082;-33.981070128970906
1739209682.917915;-45.120503652039325
1739209682.9179223;-45.120503652039325
1739209682.9179292;-45.120503652039325
1739209682.917936;-32.81601443825658
1739209682.917943;-38.13080360867914
1739209682.9179502;-45.120503652039325
1739209682.917957;-38.13080360867914
1739209682.917964;-45.120503652039325
1739209682.917971;-45.120503652039325
1739209682.917978;-38.13080360867914
1739209682.917985;-38.13080360867914
1739209682.9179919;-31.141103565318915
1739209682.917999;-32.816014438256545
1739209682.918006;-38.13080360867914
1739209682.9180129;-38.13080360867914
1739209682.9180198;-35.57807855764607
1739209682.918027;-35.57807855764607
1739209682.9180338;-38.13080360867914
1739209682.9180408;-38.13080360867914
1739209682.918048;-33.981070128970906
1739209682.9180548;-45.120503652039325
1739209682.9180617;-45.120503652039325
1739209682.9180686;-45.120503652039325
1739209682.9180758;-38.13080360867914
1739209682.9180827;-38.13080360867914
1739209682.9180896;-45.120503652039325
1739209682.9180965;-45.120503652039325
1739209682.9181037;-45.120503652039325
1739209682.9181106;-45.120503652039325
1739209682.9181175;-38.13080360867914
1739209682.9181247;-45.120503652039325
1739209682.9181316;-45.120503652039325
1739209682.9181385;-45.120503652039325
1739209682.9181454;-38.13080360867914
1739209682.9181526;-35.57807855764607
1739209682.9181595;-38.13080360867914
1739209682.9181664;-33.981070128970906
1739209682.9181736;-35.57807855764607
1739209682.9181805;-38.13080360867914
1739209682.9181874;-38.13080360867914
1739209682.9181943;-45.120503652039325
1739209682.9182014;-38.13080360867914
1739209682.9182084;-38.13080360867914
1739209682.9182153;-31.141103565318915
1739209682.9182222;-38.13080360867914
1739209682.9182293;-45.120503652039325
1739209682.9182363;-45.120503652039325
1739209682.9182432;-38.13080360867914
1739209682.9182503;-45.120503652039325
1739209682.9182572;-38.13080360867914
1739209682.9182642;-45.120503652039325
1739209682.918271;-33.981070128970906
1739209682.9182782;-33.981070128970906
1739209682.9182851;-35.57807855764607
1739209682.918292;-45.120503652039325
1739209682.9182992;-38.13080360867914
1739209682.918306;-35.57807855764607
1739209682.918313;-38.13080360867914
1739209682.91832;-45.120503652039325
1739209682.918327;-31.141103565318915
1739209682.918334;-31.141103565318915
1739209682.918341;-45.120503652039325
1739209682.9183478;-45.120503652039325
1739209682.918355;-45.120503652039325
1739209682.918362;-35.57807855764607
1739209682.9183688;-33.981070128970906
1739209682.918376;-45.120503652039325
1739209682.918383;-45.120503652039325
1739209682.9183898;-45.120503652039325
1739209682.9183967;-33.981070128970906
1739209682.9184039;-45.120503652039325
1739209682.9184108;-45.120503652039325
1739209682.9184177;-35.57807855764607
1739209682.9184246;-38.13080360867914
1739209682.9184318;-45.120503652039325
1739209682.9184387;-38.13080360867914
1739209682.9184456;-32.816014438256545
1739209682.9184527;-38.13080360867914
1739209682.9184597;-45.120503652039325
1739209682.9184666;-45.120503652039325
1739209682.9184735;-38.13080360867914
1739209682.9184806;-35.57807855764607
1739209682.9184875;-45.120503652039325
1739209682.9184945;-38.13080360867914
1739209682.9185016;-35.57807855764607
1739209682.9185085;-38.13080360867914
1739209682.9185154;-45.120503652039325
1739209682.9185224;-38.13080360867914
1739209682.9185295;-35.57807855764607
1739209682.9185364;-38.13080360867914
1739209682.9185433;-45.120503652039325
1739209682.9185503;-45.120503652039325
1739209682.9185574;-45.120503652039325
1739209682.9185643;-45.120503652039325
1739209682.9185712;-45.120503652039325
1739209682.9185784;-45.120503652039325
1739209682.9185853;-45.120503652039325
1739209682.9185922;-38.13080360867914
1739209682.9185991;-38.13080360867914
1739209682.9186063;-45.120503652039325
1739209682.9186132;-38.13080360867914
1739209682.91862;-38.13080360867914
1739209682.9186273;-38.13080360867914
1739209682.9186342;-45.120503652039325
1739209682.918641;-45.120503652039325
1739209682.918648;-45.120503652039325
1739209682.9186552;-38.13080360867914
1739209682.918662;-38.13080360867914
1739209682.918669;-38.13080360867914
1739209682.918676;-38.13080360867914
1739209682.918683;-45.120503652039325
1739209682.91869;-45.120503652039325
1739209682.9186969;-45.120503652039325
1739209682.918704;-45.120503652039325
1739209682.918711;-38.13080360867914
1739209682.9187179;-35.57807855764607
1739209682.9187248;-38.13080360867914
1739209682.918732;-45.120503652039325
1739209682.9187388;-38.13080360867914
1739209682.9187458;-35.57807855764607
1739209682.918753;-45.120503652039325
1739209682.9187598;-45.120503652039325
1739209682.9187667;-38.13080360867914
1739209682.9187737;-45.120503652039325
1739209682.9187808;-45.120503652039325
1739209682.9187877;-35.57807855764607
1739209682.9187946;-38.13080360867914
1739209682.9188015;-45.120503652039325
1739209682.9188087;-32.816014438256545
1739209682.9188156;-32.816014438256545
1739209682.9188225;-38.13080360867914
1739209682.9188297;-38.13080360867914
1739209682.9188366;-45.120503652039325
1739209682.9188435;-38.13080360867914
1739209682.9188504;-38.13080360867914
1739209682.9188576;-45.120503652039325
1739209682.9188645;-45.120503652039325
1739209682.9188714;-45.120503652039325
1739209682.9188786;-45.120503652039325
1739209682.9188855;-45.120503652039325
1739209682.9188924;-45.120503652039325
1739209682.9188993;-45.120503652039325
1739209682.9189065;-38.13080360867914
1739209682.9189134;-38.13080360867914
1739209682.9189203;-38.13080360867914
1739209682.9189272;-38.13080360867914
1739209682.9189343;-38.13080360867914
1739209682.9189413;-45.120503652039325
1739209682.9189482;-38.13080360867914
1739209682.9189553;-45.120503652039325
1739209682.9189622;-35.57807855764607
1739209682.9189692;-45.120503652039325
1739209682.918976;-45.120503652039325
1739209682.9189832;-38.13080360867914
1739209682.9189901;-32.816014438256545
1739209682.918997;-38.13080360867914
1739209682.9190042;-45.120503652039325
1739209682.919011;-45.120503652039325
1739209682.919018;-38.13080360867914
1739209682.919025;-38.13080360867914
1739209682.919032;-35.57807855764607
1739209682.919039;-38.13080360867914
1739209682.919046;-45.120503652039325
1739209682.9190528;-45.120503652039325
1739209682.91906;-35.57807855764607
1739209682.919067;-31.141103565318915
1739209682.9190738;-45.120503652039325
1739209682.919081;-38.13080360867914
1739209682.919088;-45.120503652039325
1739209682.9190948;-38.13080360867914
1739209682.9191017;-45.120503652039325
1739209682.9191089;-38.13080360867914
1739209682.9191158;-38.13080360867914
1739209682.9191227;-45.120503652039325
1739209682.9191298;-45.120503652039325
1739209682.9191368;-45.120503652039325
1739209682.9191437;-32.816014438256545
1739209682.9191506;-38.13080360867914
1739209682.9191577;-45.120503652039325
1739209682.9191647;-33.981070128970906
1739209682.9191716;-35.57807855764607
1739209682.9191785;-31.141103565318915
1739209682.9191856;-45.120503652039325
1739209682.9191926;-45.120503652039325
1739209682.9191995;-35.57807855764607
1739209682.9192066;-31.141103565318915
1739209682.9192135;-45.120503652039325
1739209682.9192204;-33.981070128970906
1739209682.9192274;-38.13080360867914
1739209682.9192345;-33.981070128970906
1739209682.9192414;-45.120503652039325
1739209682.9192483;-45.120503652039325
1739209682.9192553;-38.13080360867914
1739209682.9192624;-45.120503652039325
1739209682.9192693;-45.120503652039325
1739209682.9192762;-38.13080360867914
1739209682.9192834;-45.120503652039325
1739209682.9192903;-33.981070128970906
1739209682.9192972;-38.13080360867914
1739209682.9193041;-45.120503652039325
1739209682.9193113;-45.120503652039325
1739209682.9193182;-38.13080360867914
1739209682.919325;-38.13080360867914
1739209682.9193323;-45.120503652039325
1739209682.9193392;-45.120503652039325
1739209682.919346;-28.992665084841942
1739209682.919353;-45.120503652039325
1739209682.9193602;-45.120503652039325
1739209682.919367;-35.57807855764607
1739209682.919374;-38.13080360867914
1739209682.919381;-38.13080360867914
1739209682.919388;-45.120503652039325
1739209682.919395;-45.120503652039325
1739209682.919402;-29.438486411369347
1739209682.919409;-33.981070128970906
1739209682.919416;-45.120503652039325
1739209682.9194229;-45.120503652039325
1739209682.9194298;-38.13080360867914
1739209682.919437;-45.120503652039325
1739209682.9194438;-33.981070128970906
1739209682.9194508;-38.13080360867914
1739209682.919458;-33.981070128970906
1739209682.9194648;-38.13080360867914
1739209682.9194717;-38.13080360867914
1739209682.9194787;-45.120503652039325
1739209682.9194858;-38.13080360867914
1739209682.9194927;-35.57807855764607
1739209682.9194996;-45.120503652039325
1739209682.9195065;-45.120503652039325
1739209682.9195137;-33.981070128970906
1739209682.9195206;-33.981070128970906
1739209682.9195275;-33.981070128970906
1739209682.9195347;-45.120503652039325
1739209682.9195416;-45.120503652039325
1739209682.9195485;-45.120503652039325
1739209682.9195554;-45.120503652039325
1739209682.9195626;-45.120503652039325
1739209682.9195695;-38.13080360867914
1739209682.9195764;-45.120503652039325
1739209682.9195836;-45.120503652039325
1739209682.9195905;-45.120503652039325
1739209682.9195974;-38.13080360867914
1739209682.9196043;-45.120503652039325
1739209682.9196115;-45.120503652039325
1739209682.9196184;-38.13080360867914
1739209682.9196253;-33.981070128970906
1739209682.9196322;-33.981070128970906
1739209682.9196393;-38.13080360867914
1739209682.9196463;-38.13080360867914
1739209682.9196532;-38.13080360867914
1739209682.9196603;-38.13080360867914
1739209682.9196672;-38.13080360867914
1739209682.9196742;-35.57807855764607
1739209682.919681;-31.141103565318915
1739209682.9196882;-33.981070128970906
1739209682.9196951;-45.120503652039325
1739209682.919702;-38.13080360867914
1739209682.9197092;-35.57807855764607
1739209682.9197161;-45.120503652039325
1739209682.919723;-45.120503652039325
1739209682.91973;-32.816014438256545
1739209682.919737;-32.816014438256545
1739209682.919744;-32.81601443825658
1739209682.919751;-35.57807855764607
1739209682.9197578;-35.57807855764607
1739209682.919765;-38.13080360867914
1739209682.919772;-45.120503652039325
1739209682.9197788;-38.13080360867914
1739209682.919786;-45.120503652039325
1739209682.919793;-33.981070128970906
1739209682.9197998;-31.141103565318915
1739209682.9198067;-45.120503652039325
1739209682.9198139;-38.13080360867914
1739209682.9198208;-45.120503652039325
1739209682.9198277;-45.120503652039325
1739209682.9198349;-45.120503652039325
1739209682.9198418;-33.981070128970906
1739209682.9198487;-38.13080360867914
1739209682.9198556;-38.13080360867914
1739209682.9198627;-38.13080360867914
1739209682.9198697;-35.57807855764607
1739209682.9198766;-33.981070128970906
1739209682.9198835;-45.120503652039325
1739209682.9198906;-38.13080360867914
1739209682.9198976;-38.13080360867914
1739209682.9199045;-38.13080360867914
1739209682.9199116;-45.120503652039325
1739209682.9199185;-38.13080360867914
1739209682.9199255;-45.120503652039325
1739209682.9199324;-45.120503652039325
1739209682.9199395;-45.120503652039325
1739209682.9199464;-45.120503652039325
1739209682.9199533;-45.120503652039325
1739209682.9199605;-35.57807855764607
1739209682.9199674;-45.120503652039325
1739209682.9199743;-45.120503652039325
1739209682.9199812;-38.13080360867914
1739209682.9199884;-38.13080360867914
1739209682.9199953;-38.13080360867914
1739209682.9200022;-38.13080360867914
1739209682.9200091;-32.816014438256545
1739209682.9200163;-45.120503652039325
1739209682.9200232;-45.120503652039325
1739209682.92003;-35.57807855764607
1739209682.9200373;-35.57807855764607
1739209682.9200442;-38.13080360867914
1739209682.920051;-45.120503652039325
1739209682.920058;-38.13080360867914
1739209682.9200652;-45.120503652039325
1739209682.920072;-45.120503652039325
1739209682.920079;-35.57807855764607
1739209682.9200861;-38.13080360867914
1739209682.920093;-38.13080360867914
1739209682.9201;-45.120503652039325
1739209682.920107;-38.13080360867914
1739209682.920114;-45.120503652039325
1739209682.920121;-45.120503652039325
1739209682.9201279;-45.120503652039325
1739209682.9201348;-45.120503652039325
1739209682.920142;-38.13080360867914
1739209682.9201488;-45.120503652039325
1739209682.9201558;-45.120503652039325
1739209682.920163;-45.120503652039325
1739209682.9201698;-33.981070128970906
1739209682.9201767;-45.120503652039325
1739209682.9201837;-45.120503652039325
1739209682.9201908;-35.57807855764607
1739209682.9201977;-45.120503652039325
1739209682.9202046;-38.13080360867914
1739209682.9202116;-38.13080360867914
1739209682.9202187;-38.13080360867914
1739209682.9202256;-45.120503652039325
1739209682.9202325;-38.13080360867914
1739209682.9202397;-38.13080360867914
1739209682.9202466;-45.120503652039325
1739209682.9202535;-38.13080360867914
1739209682.9202604;-45.120503652039325
