CAN Message; 0x1d3:00000e08a0a044c7
Timestamp;Amplitude
1739209634.8773487;-33.981070128970906
1739209634.8773534;-45.120503652039325
1739209634.877358;-45.120503652039325
1739209634.8773625;-35.57807855764607
1739209634.8773673;-45.120503652039325
1739209634.8773718;-45.120503652039325
1739209634.8773766;-38.13080360867914
1739209634.877381;-45.120503652039325
1739209634.8773856;-38.13080360867914
1739209634.8773904;-45.120503652039325
1739209634.877395;-38.13080360867914
1739209634.8773994;-38.13080360867914
1739209634.8774042;-31.141103565318915
1739209634.8774087;-38.13080360867914
1739209634.8774135;-45.120503652039325
1739209634.877418;-35.57807855764607
1739209634.8774226;-35.57807855764607
1739209634.8774273;-45.120503652039325
1739209634.8774319;-45.120503652039325
1739209634.8774364;-38.13080360867914
1739209634.8774412;-45.120503652039325
1739209634.8774457;-45.120503652039325
1739209634.8774505;-38.13080360867914
1739209634.877455;-35.57807855764607
1739209634.8774595;-38.13080360867914
1739209634.8774643;-38.13080360867914
1739209634.8774688;-45.120503652039325
1739209634.8774734;-38.13080360867914
1739209634.8774781;-45.120503652039325
1739209634.8774827;-45.120503652039325
1739209634.8774874;-45.120503652039325
1739209634.877492;-45.120503652039325
1739209634.8774965;-38.13080360867914
1739209634.8775012;-38.13080360867914
1739209634.8775058;-38.13080360867914
1739209634.8775103;-45.120503652039325
1739209634.877515;-38.13080360867914
1739209634.8775196;-38.13080360867914
1739209634.8775244;-45.120503652039325
1739209634.877529;-45.120503652039325
1739209634.8775334;-38.13080360867914
1739209634.8775382;-45.120503652039325
1739209634.8775427;-38.13080360867914
1739209634.8775473;-38.13080360867914
1739209634.877552;-32.816014438256545
1739209634.8775566;-45.120503652039325
1739209634.8775613;-45.120503652039325
1739209634.8775659;-38.13080360867914
1739209634.8775704;-45.120503652039325
1739209634.8775752;-45.120503652039325
1739209634.8775797;-45.120503652039325
1739209634.8775842;-45.120503652039325
1739209634.877589;-45.120503652039325
1739209634.8775935;-38.13080360867914
1739209634.877598;-38.13080360867914
1739209634.8776028;-45.120503652039325
1739209634.8776073;-33.981070128970906
1739209634.877612;-38.13080360867914
1739209634.8776166;-45.120503652039325
1739209634.8776212;-38.13080360867914
1739209634.877626;-35.57807855764607
1739209634.8776305;-45.120503652039325
1739209634.877635;-38.13080360867914
1739209634.8776398;-35.57807855764607
1739209634.8776443;-38.13080360867914
1739209634.877649;-38.13080360867914
1739209634.8776536;-38.13080360867914
1739209634.8776581;-38.13080360867914
1739209634.877663;-45.120503652039325
1739209634.8776674;-35.57807855764607
1739209634.877672;-38.13080360867914
1739209634.8776767;-45.120503652039325
1739209634.8776813;-38.13080360867914
1739209634.877686;-45.120503652039325
1739209634.8776906;-35.57807855764607
1739209634.877695;-38.13080360867914
1739209634.8776999;-45.120503652039325
1739209634.8777044;-38.13080360867914
1739209634.877709;-38.13080360867914
1739209634.8777137;-38.13080360867914
1739209634.8777182;-38.13080360867914
1739209634.877723;-45.120503652039325
1739209634.8777275;-38.13080360867914
1739209634.877732;-45.120503652039325
1739209634.8777368;-45.120503652039325
1739209634.8777413;-38.13080360867914
1739209634.8777459;-38.13080360867914
1739209634.8777506;-45.120503652039325
1739209634.8777552;-45.120503652039325
1739209634.87776;-38.13080360867914
1739209634.8777645;-38.13080360867914
1739209634.877769;-38.13080360867914
1739209634.8777738;-33.981070128970906
1739209634.8777783;-38.13080360867914
1739209634.8777828;-45.120503652039325
1739209634.8777876;-38.13080360867914
1739209634.8777921;-31.141103565318915
1739209634.877797;-33.981070128970906
1739209634.8778014;-45.120503652039325
1739209634.877806;-38.13080360867914
1739209634.8778107;-45.120503652039325
1739209634.8778152;-32.816014438256545
1739209634.8778198;-38.13080360867914
1739209634.8778245;-35.57807855764607
1739209634.877829;-38.13080360867914
1739209634.8778338;-38.13080360867914
1739209634.8778384;-38.13080360867914
1739209634.877843;-45.120503652039325
1739209634.8778477;-45.120503652039325
1739209634.8778522;-45.120503652039325
1739209634.8778567;-45.120503652039325
1739209634.8778615;-38.13080360867914
1739209634.877866;-28.992665084841942
1739209634.8778706;-33.981070128970906
1739209634.8778753;-45.120503652039325
1739209634.8778799;-38.13080360867914
1739209634.8778846;-38.13080360867914
1739209634.8778892;-38.13080360867914
1739209634.8778937;-45.120503652039325
1739209634.8778985;-33.981070128970906
1739209634.877903;-38.13080360867914
1739209634.8779075;-38.13080360867914
1739209634.8779123;-45.120503652039325
1739209634.8779168;-38.13080360867914
1739209634.8779216;-38.13080360867914
1739209634.877926;-45.120503652039325
1739209634.8779306;-38.13080360867914
1739209634.8779354;-35.57807855764607
1739209634.87794;-38.13080360867914
1739209634.8779445;-38.13080360867914
1739209634.8779492;-38.13080360867914
1739209634.8779538;-45.120503652039325
1739209634.8779585;-35.57807855764607
1739209634.877963;-45.120503652039325
1739209634.8779676;-38.13080360867914
1739209634.8779724;-35.57807855764607
1739209634.877977;-38.13080360867914
1739209634.8779814;-32.816014438256545
1739209634.8779862;-45.120503652039325
1739209634.8779907;-45.120503652039325
1739209634.8779955;-35.57807855764607
1739209634.878;-45.120503652039325
1739209634.8780046;-45.120503652039325
1739209634.8780093;-35.57807855764607
1739209634.8780138;-45.120503652039325
1739209634.8780184;-33.981070128970956
1739209634.8780231;-38.13080360867914
1739209634.8780277;-38.13080360867914
1739209634.8780324;-45.120503652039325
1739209634.878037;-45.120503652039325
1739209634.8780415;-38.13080360867914
1739209634.8780463;-38.13080360867914
1739209634.8780508;-33.981070128970906
1739209634.8780553;-32.816014438256545
1739209634.87806;-38.13080360867914
1739209634.8780646;-32.816014438256545
1739209634.8780694;-33.981070128970906
1739209634.878074;-45.120503652039325
1739209634.8780785;-45.120503652039325
1739209634.8780832;-45.120503652039325
1739209634.8780878;-38.13080360867914
1739209634.8780923;-38.13080360867914
1739209634.878097;-38.13080360867914
1739209634.8781016;-45.120503652039325
1739209634.8781064;-33.981070128970906
1739209634.878111;-38.13080360867914
1739209634.8781154;-45.120503652039325
1739209634.8781202;-35.57807855764607
1739209634.8781247;-45.120503652039325
1739209634.8781292;-45.120503652039325
1739209634.878134;-38.13080360867914
1739209634.8781385;-38.13080360867914
1739209634.8781433;-45.120503652039325
1739209634.8781478;-38.13080360867914
1739209634.8781524;-35.57807855764607
1739209634.8781571;-35.57807855764607
1739209634.8781617;-38.13080360867914
1739209634.8781662;-33.981070128970906
1739209634.878171;-32.816014438256545
1739209634.8781755;-38.13080360867914
1739209634.87818;-38.13080360867914
1739209634.8781848;-45.120503652039325
1739209634.8781893;-45.120503652039325
1739209634.878194;-45.120503652039325
1739209634.8781986;-45.120503652039325
1739209634.8782032;-38.13080360867914
1739209634.878208;-38.13080360867914
1739209634.8782125;-45.120503652039325
1739209634.878217;-38.13080360867914
1739209634.8782218;-35.57807855764607
1739209634.8782263;-45.120503652039325
1739209634.878231;-45.120503652039325
1739209634.8782356;-38.13080360867914
1739209634.87824;-38.13080360867914
1739209634.8782449;-38.13080360867914
1739209634.8782494;-35.57807855764607
1739209634.878254;-38.13080360867914
1739209634.8782587;-45.120503652039325
1739209634.8782632;-38.13080360867914
1739209634.878268;-45.120503652039325
1739209634.8782725;-35.57807855764607
1739209634.878277;-33.981070128970906
1739209634.8782818;-45.120503652039325
1739209634.8782864;-45.120503652039325
1739209634.878291;-45.120503652039325
1739209634.8782957;-38.13080360867914
1739209634.8783002;-38.13080360867914
1739209634.878305;-45.120503652039325
1739209634.8783095;-38.13080360867914
1739209634.878314;-35.57807855764607
1739209634.8783188;-33.981070128970906
1739209634.8783233;-45.120503652039325
1739209634.8783278;-33.981070128970906
1739209634.8783326;-45.120503652039325
1739209634.8783371;-45.120503652039325
1739209634.878342;-45.120503652039325
1739209634.8783464;-45.120503652039325
1739209634.878351;-38.13080360867914
1739209634.8783557;-38.13080360867914
1739209634.8783603;-38.13080360867914
1739209634.8783648;-45.120503652039325
1739209634.8783696;-33.981070128970906
1739209634.878374;-33.981070128970906
1739209634.8783789;-45.120503652039325
1739209634.8783834;-38.13080360867914
1739209634.878388;-38.13080360867914
1739209634.8783927;-33.981070128970906
1739209634.8783972;-35.57807855764607
1739209634.8784018;-38.13080360867914
1739209634.8784065;-45.120503652039325
1739209634.878411;-45.120503652039325
1739209634.8784158;-35.57807855764607
1739209634.8784204;-38.13080360867914
1739209634.878425;-45.120503652039325
1739209634.8784297;-33.981070128970906
1739209634.8784342;-32.816014438256545
1739209634.8784387;-38.13080360867914
1739209634.8784435;-45.120503652039325
1739209634.878448;-33.981070128970906
1739209634.8784528;-38.13080360867914
1739209634.8784573;-45.120503652039325
1739209634.8784618;-45.120503652039325
1739209634.8784666;-33.981070128970906
1739209634.8784711;-38.13080360867914
1739209634.8784757;-38.13080360867914
1739209634.8784804;-38.13080360867914
1739209634.878485;-38.13080360867914
1739209634.8784895;-38.13080360867914
1739209634.8784943;-45.120503652039325
1739209634.8784988;-45.120503652039325
1739209634.8785036;-38.13080360867914
1739209634.878508;-45.120503652039325
1739209634.8785126;-38.13080360867914
1739209634.8785174;-45.120503652039325
1739209634.878522;-45.120503652039325
1739209634.8785264;-45.120503652039325
1739209634.8785312;-45.120503652039325
1739209634.8785357;-45.120503652039325
1739209634.8785405;-31.141103565318915
1739209634.878545;-38.13080360867914
1739209634.8785496;-45.120503652039325
1739209634.8785543;-38.13080360867914
1739209634.8785589;-35.57807855764607
1739209634.8785634;-45.120503652039325
1739209634.8785682;-45.120503652039325
1739209634.8785727;-33.981070128970906
1739209634.8785775;-30.49652367304973
1739209634.878582;-38.13080360867914
1739209634.8785865;-45.120503652039325
1739209634.8785913;-45.120503652039325
1739209634.8785958;-38.13080360867914
1739209634.8786004;-45.120503652039325
1739209634.8786051;-38.13080360867914
1739209634.8786097;-38.13080360867914
1739209634.8786144;-28.992665084841942
1739209634.878619;-31.141103565318915
1739209634.8786235;-45.120503652039325
1739209634.8786283;-45.120503652039325
1739209634.8786328;-38.13080360867914
1739209634.8786373;-45.120503652039325
1739209634.878642;-38.13080360867914
1739209634.8786466;-45.120503652039325
1739209634.8786514;-45.120503652039325
1739209634.878656;-38.13080360867914
1739209634.8786604;-45.120503652039325
1739209634.8786652;-38.13080360867914
1739209634.8786697;-38.13080360867914
1739209634.8786743;-45.120503652039325
1739209634.878679;-45.120503652039325
1739209634.8786836;-38.13080360867914
1739209634.8786883;-32.816014438256545
1739209634.8786929;-35.57807855764607
1739209634.8786974;-38.13080360867914
1739209634.8787022;-45.120503652039325
1739209634.8787067;-38.13080360867914
1739209634.8787112;-38.13080360867914
1739209634.878716;-45.120503652039325
1739209634.8787205;-38.13080360867914
1739209634.8787253;-32.816014438256545
1739209634.8787298;-28.992665084841942
1739209634.8787344;-45.120503652039325
1739209634.878739;-35.57807855764607
1739209634.8787436;-35.57807855764607
1739209634.8787482;-38.13080360867914
1739209634.878753;-45.120503652039325
1739209634.8787575;-32.816014438256545
1739209634.878762;-38.13080360867914
1739209634.8787668;-38.13080360867914
1739209634.8787713;-38.13080360867914
1739209634.878776;-45.120503652039325
1739209634.8787806;-38.13080360867914
1739209634.8787851;-38.13080360867914
1739209634.87879;-38.13080360867914
1739209634.8787944;-45.120503652039325
1739209634.878799;-38.13080360867914
1739209634.8788037;-38.13080360867914
1739209634.8788083;-45.120503652039325
1739209634.878813;-45.120503652039325
1739209634.8788176;-45.120503652039325
1739209634.878822;-45.120503652039325
1739209634.8788269;-45.120503652039325
1739209634.8788314;-38.13080360867914
1739209634.878836;-45.120503652039325
1739209634.8788407;-45.120503652039325
1739209634.8788452;-45.120503652039325
1739209634.87885;-45.120503652039325
1739209634.8788545;-35.57807855764607
1739209634.878859;-38.13080360867914
1739209634.8788638;-38.13080360867914
1739209634.8788683;-38.13080360867914
1739209634.8788729;-45.120503652039325
1739209634.8788776;-45.120503652039325
1739209634.8788822;-38.13080360867914
1739209634.878887;-35.57807855764607
1739209634.8788915;-45.120503652039325
1739209634.878896;-38.13080360867914
1739209634.8789008;-35.57807855764607
1739209634.8789053;-45.120503652039325
1739209634.8789098;-35.57807855764607
1739209634.8789146;-30.49652367304973
1739209634.8789191;-38.13080360867914
1739209634.878924;-45.120503652039325
1739209634.8789284;-38.13080360867914
1739209634.878933;-38.13080360867914
1739209634.8789377;-38.13080360867914
1739209634.8789423;-38.13080360867914
1739209634.8789468;-45.120503652039325
1739209634.8789515;-38.13080360867914
1739209634.878956;-38.13080360867914
1739209634.8789608;-45.120503652039325
1739209634.8789654;-45.120503652039325
1739209634.87897;-33.981070128970906
1739209634.8789747;-35.57807855764607
1739209634.8789792;-45.120503652039325
1739209634.8789837;-38.13080360867914
1739209634.8789885;-33.981070128970906
1739209634.878993;-45.120503652039325
1739209634.8789978;-45.120503652039325
1739209634.8790023;-38.13080360867914
1739209634.8790069;-33.981070128970906
1739209634.8790116;-45.120503652039325
1739209634.8790162;-45.120503652039325
1739209634.8790207;-38.13080360867914
1739209634.8790255;-38.13080360867914
1739209634.87903;-38.13080360867914
1739209634.8790348;-45.120503652039325
1739209634.8790393;-45.120503652039325
1739209634.8790438;-32.816014438256545
1739209634.8790486;-33.981070128970906
1739209634.879053;-45.120503652039325
1739209634.8790576;-45.120503652039325
1739209634.8790624;-38.13080360867914
1739209634.879067;-31.141103565318915
1739209634.8790715;-45.120503652039325
1739209634.8790762;-38.13080360867914
1739209634.8790808;-45.120503652039325
1739209634.8790855;-33.981070128970906
1739209634.87909;-45.120503652039325
1739209634.8790946;-38.13080360867914
1739209634.8790994;-38.13080360867914
1739209634.879104;-45.120503652039325
1739209634.8791084;-45.120503652039325
1739209634.8791132;-45.120503652039325
1739209634.8791177;-32.816014438256545
1739209634.8791225;-45.120503652039325
1739209634.879127;-38.13080360867914
1739209634.8791316;-38.13080360867914
1739209634.8791363;-32.816014438256545
1739209634.8791409;-28.992665084841942
1739209634.8791454;-45.120503652039325
1739209634.8791502;-38.13080360867914
1739209634.8791547;-45.120503652039325
1739209634.8791595;-33.981070128970906
1739209634.879164;-45.120503652039325
1739209634.8791685;-35.57807855764607
1739209634.8791733;-38.13080360867914
1739209634.8791778;-45.120503652039325
1739209634.8791823;-45.120503652039325
1739209634.879187;-45.120503652039325
1739209634.8791916;-45.120503652039325
1739209634.8791964;-45.120503652039325
1739209634.879201;-45.120503652039325
1739209634.8792055;-38.13080360867914
1739209634.8792102;-35.57807855764607
1739209634.8792148;-38.13080360867914
1739209634.8792193;-45.120503652039325
1739209634.879224;-45.120503652039325
1739209634.8792286;-35.57807855764607
1739209634.8792334;-33.981070128970906
1739209634.879238;-45.120503652039325
1739209634.8792424;-38.13080360867914
1739209634.8792472;-38.13080360867914
1739209634.8792517;-33.981070128970906
1739209634.8792562;-45.120503652039325
1739209634.879261;-45.120503652039325
1739209634.8792655;-45.120503652039325
1739209634.8792703;-45.120503652039325
1739209634.8792748;-38.13080360867914
1739209634.8792794;-38.13080360867914
1739209634.8792841;-38.13080360867914
1739209634.8792887;-38.13080360867914
1739209634.8792932;-45.120503652039325
1739209634.879298;-45.120503652039325
1739209634.8793025;-38.13080360867914
1739209634.8793073;-38.13080360867914
1739209634.8793118;-38.13080360867914
1739209634.8793163;-38.13080360867914
1739209634.879321;-38.13080360867914
1739209634.8793256;-28.58837851428586
1739209634.8793302;-38.13080360867914
1739209634.879335;-45.120503652039325
1739209634.8793395;-45.120503652039325
1739209634.8793442;-38.13080360867914
1739209634.8793488;-45.120503652039325
1739209634.8793533;-45.120503652039325
1739209634.879358;-45.120503652039325
1739209634.8793626;-32.816014438256545
1739209634.879367;-38.13080360867914
1739209634.879372;-38.13080360867914
1739209634.8793764;-45.120503652039325
1739209634.879381;-38.13080360867914
1739209634.8793857;-45.120503652039325
1739209634.8793902;-38.13080360867914
1739209634.879395;-45.120503652039325
1739209634.8793995;-38.13080360867914
1739209634.879404;-38.13080360867914
1739209634.8794088;-38.13080360867914
1739209634.8794134;-35.57807855764607
1739209634.879418;-38.13080360867914
1739209634.8794227;-45.120503652039325
1739209634.8794272;-45.120503652039325
1739209634.879432;-45.120503652039325
1739209634.8794365;-45.120503652039325
1739209634.879441;-45.120503652039325
1739209634.8794458;-38.13080360867914
1739209634.8794503;-45.120503652039325
1739209634.8794549;-45.120503652039325
1739209634.8794596;-38.13080360867914
1739209634.8794641;-45.120503652039325
1739209634.879469;-45.120503652039325
1739209634.8794734;-31.141103565318915
1739209634.879478;-33.981070128970906
1739209634.8794827;-38.13080360867914
1739209634.8794873;-38.13080360867914
1739209634.8794918;-38.13080360867914
1739209634.8794966;-35.57807855764607
1739209634.879501;-38.13080360867914
1739209634.8795059;-45.120503652039325
1739209634.8795104;-38.13080360867914
1739209634.879515;-38.13080360867914
1739209634.8795197;-35.57807855764607
1739209634.8795242;-45.120503652039325
1739209634.8795288;-45.120503652039325
1739209634.8795335;-33.981070128970906
1739209634.879538;-38.13080360867914
1739209634.8795428;-45.120503652039325
1739209634.8795474;-31.141103565318915
1739209634.879552;-31.141103565318915
1739209634.8795567;-45.120503652039325
1739209634.8795612;-45.120503652039325
1739209634.8795657;-35.57807855764607
1739209634.8795705;-38.13080360867914
1739209634.879575;-45.120503652039325
1739209634.8795798;-35.57807855764607
1739209634.8795843;-38.13080360867914
1739209634.8795888;-35.57807855764607
1739209634.8795936;-35.57807855764607
1739209634.8795981;-38.13080360867914
1739209634.8796027;-45.120503652039325
1739209634.8796074;-38.13080360867914
1739209634.879612;-35.57807855764607
1739209634.8796167;-35.57807855764607
1739209634.8796213;-31.141103565318915
1739209634.8796258;-28.992665084841942
1739209634.8796306;-45.120503652039325
1739209634.879635;-45.120503652039325
1739209634.8796396;-38.13080360867914
1739209634.8796444;-45.120503652039325
1739209634.879649;-45.120503652039325
1739209634.8796535;-35.57807855764607
1739209634.8796582;-38.13080360867914
1739209634.8796628;-35.57807855764607
1739209634.8796675;-38.13080360867914
1739209634.879672;-38.13080360867914
1739209634.8796766;-45.120503652039325
1739209634.8796813;-45.120503652039325
1739209634.8796859;-45.120503652039325
1739209634.8796904;-45.120503652039325
1739209634.8796952;-35.57807855764607
1739209634.8796997;-38.13080360867914
1739209634.8797045;-45.120503652039325
1739209634.879709;-38.13080360867914
1739209634.8797135;-38.13080360867914
1739209634.8797183;-45.120503652039325
1739209634.8797228;-33.981070128970906
1739209634.8797274;-35.57807855764607
1739209634.8797321;-33.981070128970906
1739209634.8797367;-45.120503652039325
1739209634.8797414;-38.13080360867914
1739209634.879746;-35.57807855764607
1739209634.8797505;-38.13080360867914
1739209634.8797553;-45.120503652039325
1739209634.8797598;-45.120503652039325
1739209634.8797643;-32.816014438256545
1739209634.879769;-38.13080360867914
1739209634.8797736;-45.120503652039325
1739209634.8797784;-38.13080360867914
1739209634.879783;-32.816014438256545
1739209634.8797874;-33.981070128970906
1739209634.8797922;-38.13080360867914
1739209634.8797967;-38.13080360867914
1739209634.8798013;-45.120503652039325
1739209634.879806;-38.13080360867914
1739209634.8798106;-35.57807855764607
1739209634.8798153;-45.120503652039325
1739209634.8798199;-38.13080360867914
1739209634.8798244;-38.13080360867914
1739209634.8798292;-45.120503652039325
1739209634.8798337;-45.120503652039325
1739209634.8798382;-35.57807855764607
1739209634.879843;-38.13080360867914
1739209634.8798475;-45.120503652039325
1739209634.8798523;-45.120503652039325
1739209634.8798568;-45.120503652039325
1739209634.8798614;-38.13080360867914
1739209634.8798661;-35.57807855764607
1739209634.8798707;-38.13080360867914
1739209634.8798752;-45.120503652039325
1739209634.87988;-45.120503652039325
1739209634.8798845;-35.57807855764607
1739209634.8798892;-38.13080360867914
1739209634.8798938;-45.120503652039325
1739209634.8798983;-38.13080360867914
1739209634.879903;-35.57807855764607
1739209634.8799076;-38.13080360867914
1739209634.8799121;-45.120503652039325
1739209634.879917;-38.13080360867914
1739209634.8799214;-38.13080360867914
1739209634.8799262;-45.120503652039325
1739209634.8799307;-45.120503652039325
1739209634.8799353;-45.120503652039325
1739209634.87994;-35.57807855764607
1739209634.8799446;-38.13080360867914
1739209634.879949;-45.120503652039325
1739209634.8799539;-45.120503652039325
1739209634.8799584;-35.57807855764607
1739209634.879963;-45.120503652039325
1739209634.8799677;-45.120503652039325
1739209634.8799722;-35.57807855764607
1739209634.879977;-45.120503652039325
1739209634.8799815;-45.120503652039325
1739209634.879986;-38.13080360867914
1739209634.8799908;-38.13080360867914
1739209634.8799953;-45.120503652039325
1739209634.8799999;-38.13080360867914
1739209634.8800046;-38.13080360867914
1739209634.8800092;-45.120503652039325
1739209634.880014;-35.57807855764607
1739209634.8800185;-38.13080360867914
1739209634.880023;-45.120503652039325
1739209634.8800278;-38.13080360867914
1739209634.8800323;-45.120503652039325
1739209634.8800368;-33.981070128970906
1739209634.8800416;-38.13080360867914
1739209634.8800461;-35.57807855764607
1739209634.880051;-45.120503652039325
1739209634.8800554;-33.981070128970906
1739209634.88006;-35.57807855764607
1739209634.8800647;-38.13080360867914
1739209634.8800693;-45.120503652039325
1739209634.8800738;-38.13080360867914
1739209634.8800786;-31.141103565318915
1739209634.880083;-45.120503652039325
1739209634.8800879;-45.120503652039325
1739209634.8800924;-38.13080360867914
1739209634.880097;-38.13080360867914
1739209634.8801017;-38.13080360867914
1739209634.8801062;-45.120503652039325
1739209634.8801107;-45.120503652039325
1739209634.8801155;-45.120503652039325
1739209634.88012;-45.120503652039325
1739209634.8801248;-38.13080360867914
1739209634.8801293;-38.13080360867914
1739209634.8801339;-38.13080360867914
1739209634.8801386;-35.57807855764607
1739209634.8801432;-45.120503652039325
1739209634.8801477;-38.13080360867914
1739209634.8801525;-38.13080360867914
1739209634.880157;-45.120503652039325
1739209634.8801618;-38.13080360867914
1739209634.8801663;-38.13080360867914
1739209634.8801708;-38.13080360867914
1739209634.8801756;-38.13080360867914
1739209634.8801801;-45.120503652039325
1739209634.8801847;-29.438486411369347
1739209634.8801894;-38.13080360867914
1739209634.880194;-45.120503652039325
1739209634.8801987;-38.13080360867914
1739209634.8802032;-38.13080360867914
1739209634.8802078;-35.57807855764607
1739209634.8802125;-38.13080360867914
1739209634.880217;-45.120503652039325
1739209634.8802216;-31.141103565318915
1739209634.8802264;-38.13080360867914
1739209634.880231;-38.13080360867914
1739209634.8802357;-45.120503652039325
1739209634.8802402;-45.120503652039325
1739209634.8802447;-38.13080360867914
1739209634.8802495;-45.120503652039325
1739209634.880254;-45.120503652039325
1739209634.8802586;-33.981070128970906
1739209634.8802633;-38.13080360867914
1739209634.8802679;-38.13080360867914
1739209634.8802724;-45.120503652039325
1739209634.8802772;-45.120503652039325
1739209634.8802817;-38.13080360867914
1739209634.8802865;-38.13080360867914
1739209634.880291;-45.120503652039325
1739209634.8802955;-38.13080360867914
1739209634.8803003;-32.816014438256545
1739209634.8803048;-38.13080360867914
1739209634.8803093;-45.120503652039325
