CAN Message; 0x150:0500f516b3fe36a4
1739209732.401073;-38.13080360867914
1739209732.4010794;-35.57807855764607
1739209732.4010856;-45.120503652039325
1739209732.401092;-38.13080360867914
1739209732.4010983;-32.816014438256545
1739209732.4011047;-45.120503652039325
1739209732.401111;-45.120503652039325
1739209732.4011173;-35.57807855764607
1739209732.4011235;-38.13080360867914
1739209732.40113;-45.120503652039325
1739209732.4011362;-45.120503652039325
1739209732.4011426;-45.120503652039325
1739209732.4011488;-38.13080360867914
1739209732.4011552;-35.57807855764607
1739209732.4011614;-45.120503652039325
1739209732.4011679;-35.57807855764607
1739209732.401174;-38.13080360867914
1739209732.4011805;-35.57807855764607
1739209732.4011867;-45.120503652039325
1739209732.4011931;-45.120503652039325
1739209732.4011993;-45.120503652039325
1739209732.4012058;-38.13080360867914
1739209732.401212;-35.57807855764607
1739209732.4012184;-45.120503652039325
1739209732.4012246;-45.120503652039325
1739209732.401231;-45.120503652039325
1739209732.4012372;-45.120503652039325
1739209732.4012437;-45.120503652039325
1739209732.40125;-45.120503652039325
1739209732.4012563;-45.120503652039325
1739209732.4012625;-45.120503652039325
1739209732.401269;-38.13080360867914
1739209732.4012752;-38.13080360867914
1739209732.4012814;-31.141103565318915
1739209732.4012878;-38.13080360867914
1739209732.401294;-38.13080360867914
1739209732.4013004;-45.120503652039325
1739209732.4013066;-29.438486411369333
1739209732.401313;-27.8777449560314
1739209732.4013193;-45.120503652039325
1739209732.4013257;-38.13080360867914
1739209732.401332;-38.13080360867914
1739209732.4013383;-38.13080360867914
1739209732.4013445;-45.120503652039325
1739209732.401351;-38.13080360867914
1739209732.4013572;-45.120503652039325
1739209732.4013636;-45.120503652039325
1739209732.4013698;-38.13080360867914
1739209732.4013762;-45.120503652039325
1739209732.4013824;-33.981070128970906
1739209732.401389;-35.57807855764607
1739209732.401395;-35.57807855764607
1739209732.4014015;-45.120503652039325
1739209732.4014077;-26.991370085610736
1739209732.4014142;-27.8777449560314
1739209732.4014204;-45.120503652039325
1739209732.4014268;-45.120503652039325
1739209732.401433;-35.57807855764607
1739209732.4014394;-32.816014438256545
1739209732.4014456;-45.120503652039325
1739209732.401452;-38.13080360867914
1739209732.4014583;-45.120503652039325
1739209732.4014647;-38.13080360867914
1739209732.401471;-45.120503652039325
1739209732.4014773;-45.120503652039325
1739209732.4014835;-38.13080360867914
1739209732.40149;-45.120503652039325
1739209732.4014962;-38.13080360867914
1739209732.4015026;-45.120503652039325
1739209732.4015088;-31.141103565318893
1739209732.4015152;-29.438486411369333
1739209732.4015214;-45.120503652039325
1739209732.401528;-38.13080360867914
1739209732.401534;-35.57807855764607
1739209732.4015405;-35.57807855764607
1739209732.4015467;-45.120503652039325
1739209732.4015532;-35.57807855764607
1739209732.4015594;-45.120503652039325
1739209732.4015656;-45.120503652039325
1739209732.401572;-35.57807855764607
1739209732.4015782;-38.13080360867914
1739209732.4015846;-45.120503652039325
1739209732.4015908;-45.120503652039325
1739209732.4015973;-35.57807855764607
1739209732.4016035;-38.13080360867914
1739209732.40161;-38.13080360867914
1739209732.401616;-33.981070128970906
1739209732.4016225;-45.120503652039325
1739209732.4016287;-38.13080360867914
1739209732.4016352;-38.13080360867914
1739209732.4016414;-45.120503652039325
1739209732.4016478;-35.57807855764607
1739209732.401654;-30.49652367304973
1739209732.4016604;-45.120503652039325
1739209732.4016666;-38.13080360867914
1739209732.401673;-38.13080360867914
1739209732.4016793;-38.13080360867914
1739209732.4016857;-45.120503652039325
1739209732.401692;-38.13080360867914
1739209732.4016984;-38.13080360867914
1739209732.4017045;-38.13080360867914
1739209732.401711;-45.120503652039325
1739209732.4017172;-45.120503652039325
1739209732.4017236;-45.120503652039325
1739209732.4017298;-45.120503652039325
1739209732.4017363;-38.13080360867914
1739209732.4017425;-45.120503652039325
1739209732.401749;-45.120503652039325
1739209732.401755;-38.13080360867914
1739209732.4017615;-45.120503652039325
1739209732.4017677;-32.816014438256545
1739209732.4017742;-38.13080360867914
1739209732.4017804;-38.13080360867914
1739209732.4017868;-38.13080360867914
1739209732.401793;-45.120503652039325
1739209732.4017994;-38.13080360867914
1739209732.4018056;-45.120503652039325
1739209732.401812;-45.120503652039325
1739209732.4018183;-35.57807855764607
1739209732.4018247;-31.141103565318915
1739209732.401831;-38.13080360867914
1739209732.4018373;-45.120503652039325
1739209732.4018435;-45.120503652039325
1739209732.40185;-45.120503652039325
1739209732.4018562;-45.120503652039325
1739209732.4018624;-45.120503652039325
1739209732.4018688;-31.141103565318915
1739209732.401875;-33.981070128970906
1739209732.4018815;-38.13080360867914
1739209732.4018877;-35.57807855764607
1739209732.401894;-31.141103565318915
1739209732.4019003;-38.13080360867914
1739209732.4019067;-45.120503652039325
1739209732.401913;-35.57807855764607
1739209732.4019194;-33.981070128970906
1739209732.4019256;-33.981070128970906
1739209732.401932;-45.120503652039325
1739209732.4019382;-38.13080360867914
1739209732.4019446;-38.13080360867914
1739209732.4019508;-45.120503652039325
1739209732.4019573;-45.120503652039325
1739209732.4019635;-38.13080360867914
1739209732.40197;-28.992665084841942
1739209732.401976;-30.49652367304973
1739209732.4019825;-38.13080360867914
1739209732.4019887;-38.13080360867914
1739209732.4019952;-38.13080360867914
1739209732.4020014;-45.120503652039325
1739209732.4020078;-38.13080360867914
1739209732.402014;-38.13080360867914
1739209732.4020205;-33.981070128970906
1739209732.4020267;-38.13080360867914
1739209732.402033;-45.120503652039325
1739209732.4020393;-31.141103565318915
1739209732.4020457;-38.13080360867914
1739209732.402052;-45.120503652039325
1739209732.4020584;-38.13080360867914
1739209732.4020646;-38.13080360867914
1739209732.402071;-33.981070128970906
1739209732.4020772;-33.981070128970906
1739209732.4020836;-45.120503652039325
1739209732.4020898;-35.57807855764607
1739209732.4020963;-38.13080360867914
1739209732.4021025;-45.120503652039325
1739209732.402109;-45.120503652039325
1739209732.402115;-45.120503652039325
1739209732.4021215;-38.13080360867914
1739209732.4021277;-38.13080360867914
1739209732.4021342;-45.120503652039325
1739209732.4021404;-38.13080360867914
1739209732.4021468;-38.13080360867914
1739209732.402153;-45.120503652039325
1739209732.4021592;-45.120503652039325
1739209732.4021657;-38.13080360867914
1739209732.4021719;-45.120503652039325
1739209732.4021783;-45.120503652039325
1739209732.4021845;-45.120503652039325
1739209732.402191;-35.57807855764607
1739209732.4021971;-35.57807855764607
1739209732.4022036;-45.120503652039325
1739209732.4022098;-45.120503652039325
1739209732.4022162;-45.120503652039325
1739209732.4022224;-45.120503652039325
1739209732.4022288;-45.120503652039325
1739209732.402235;-38.13080360867914
1739209732.4022415;-45.120503652039325
1739209732.4022477;-45.120503652039325
1739209732.402254;-35.57807855764607
1739209732.4022603;-32.816014438256545
1739209732.4022667;-45.120503652039325
1739209732.402273;-38.13080360867914
1739209732.4022794;-33.981070128970906
1739209732.4022856;-38.13080360867914
1739209732.402292;-38.13080360867914
1739209732.4022982;-38.13080360867914
1739209732.4023046;-45.120503652039325
1739209732.4023108;-38.13080360867914
1739209732.4023173;-38.13080360867914
1739209732.4023235;-38.13080360867914
1739209732.40233;-38.13080360867914
1739209732.4023361;-35.57807855764607
1739209732.4023426;-38.13080360867914
1739209732.4023488;-45.120503652039325
1739209732.4023552;-35.57807855764607
1739209732.4023614;-35.57807855764607
1739209732.4023678;-45.120503652039325
1739209732.402374;-38.13080360867914
1739209732.4023805;-31.141103565318915
1739209732.4023867;-45.120503652039325
1739209732.402393;-45.120503652039325
1739209732.4023993;-35.57807855764607
1739209732.4024057;-38.13080360867914
1739209732.402412;-45.120503652039325
1739209732.4024184;-45.120503652039325
1739209732.4024246;-45.120503652039325
1739209732.402431;-35.57807855764607
1739209732.4024372;-38.13080360867914
1739209732.4024436;-45.120503652039325
1739209732.4024498;-45.120503652039325
1739209732.402456;-35.57807855764607
1739209732.4024625;-32.816014438256545
1739209732.4024687;-38.13080360867914
1739209732.402475;-32.816014438256545
1739209732.4024813;-33.981070128970906
1739209732.4024878;-33.981070128970906
1739209732.402494;-45.120503652039325
1739209732.4025004;-38.13080360867914
1739209732.4025066;-45.120503652039325
1739209732.402513;-45.120503652039325
1739209732.4025192;-45.120503652039325
1739209732.4025257;-45.120503652039325
1739209732.4025319;-45.120503652039325
1739209732.4025383;-45.120503652039325
1739209732.4025445;-35.57807855764607
1739209732.402551;-35.57807855764607
1739209732.4025571;-38.13080360867914
1739209732.4025636;-45.120503652039325
1739209732.4025698;-38.13080360867914
1739209732.4025762;-45.120503652039325
1739209732.4025824;-35.57807855764607
1739209732.4025888;-35.57807855764607
1739209732.402595;-45.120503652039325
1739209732.4026015;-45.120503652039325
1739209732.4026077;-45.120503652039325
1739209732.402614;-45.120503652039325
1739209732.4026203;-38.13080360867914
1739209732.4026268;-38.13080360867914
1739209732.402633;-45.120503652039325
1739209732.4026394;-45.120503652039325
1739209732.4026456;-32.816014438256545
1739209732.402652;-35.57807855764607
1739209732.4026582;-38.13080360867914
1739209732.4026647;-38.13080360867914
1739209732.4026709;-38.13080360867914
1739209732.4026773;-45.120503652039325
1739209732.4026835;-38.13080360867914
1739209732.40269;-30.49652367304973
1739209732.4026961;-38.13080360867914
1739209732.4027026;-45.120503652039325
1739209732.4027088;-45.120503652039325
1739209732.4027152;-38.13080360867914
1739209732.4027214;-38.13080360867914
1739209732.4027278;-45.120503652039325
1739209732.402734;-45.120503652039325
1739209732.4027402;-45.120503652039325
1739209732.4027467;-45.120503652039325
1739209732.4027529;-45.120503652039325
1739209732.4027593;-45.120503652039325
1739209732.4027655;-45.120503652039325
1739209732.402772;-45.120503652039325
1739209732.4027781;-45.120503652039325
1739209732.4027846;-45.120503652039325
1739209732.4027908;-38.13080360867914
1739209732.4027972;-38.13080360867914
1739209732.4028034;-45.120503652039325
1739209732.4028099;-38.13080360867914
1739209732.402816;-35.57807855764607
1739209732.4028225;-38.13080360867914
1739209732.4028287;-45.120503652039325
1739209732.4028351;-38.13080360867914
1739209732.4028413;-27.267205301931607
1739209732.4028478;-38.13080360867914
1739209732.402854;-38.13080360867914
1739209732.4028604;-45.120503652039325
1739209732.4028666;-38.13080360867914
1739209732.402873;-45.120503652039325
1739209732.4028792;-45.120503652039325
1739209732.4028857;-45.120503652039325
1739209732.4028919;-32.81601443825658
1739209732.4028983;-38.13080360867914
1739209732.4029045;-38.13080360867914
1739209732.402911;-45.120503652039325
1739209732.4029171;-38.13080360867914
1739209732.4029236;-45.120503652039325
1739209732.4029298;-45.120503652039325
1739209732.4029362;-38.13080360867914
1739209732.4029424;-28.992665084841942
1739209732.4029489;-35.57807855764607
1739209732.402955;-38.13080360867914
1739209732.4029615;-45.120503652039325
1739209732.4029677;-45.120503652039325
1739209732.4029741;-38.13080360867914
1739209732.4029803;-38.13080360867914
1739209732.4029868;-45.120503652039325
1739209732.402993;-32.81601443825658
1739209732.4029994;-38.13080360867914
1739209732.4030056;-45.120503652039325
1739209732.403012;-35.57807855764607
1739209732.4030182;-38.13080360867914
1739209732.4030247;-33.981070128970906
1739209732.4030309;-38.13080360867914
1739209732.403037;-38.13080360867914
1739209732.4030435;-33.981070128970906
1739209732.4030497;-35.57807855764607
1739209732.4030561;-38.13080360867914
1739209732.4030623;-38.13080360867914
1739209732.4030688;-38.13080360867914
1739209732.403075;-38.13080360867914
1739209732.4030814;-38.13080360867914
1739209732.4030876;-38.13080360867914
1739209732.403094;-45.120503652039325
1739209732.4031003;-38.13080360867914
1739209732.4031067;-30.49652367304973
1739209732.403113;-38.13080360867914
1739209732.4031193;-45.120503652039325
1739209732.4031255;-33.981070128970906
1739209732.403132;-38.13080360867914
1739209732.4031382;-45.120503652039325
1739209732.4031446;-45.120503652039325
1739209732.4031508;-35.57807855764607
1739209732.4031572;-32.816014438256545
1739209732.4031634;-45.120503652039325
1739209732.4031699;-45.120503652039325
1739209732.403176;-45.120503652039325
1739209732.4031825;-45.120503652039325
1739209732.4031887;-45.120503652039325
1739209732.4031951;-45.120503652039325
1739209732.4032013;-38.13080360867914
1739209732.4032078;-35.57807855764607
1739209732.403214;-45.120503652039325
1739209732.4032204;-38.13080360867914
1739209732.4032266;-45.120503652039325
1739209732.403233;-45.120503652039325
1739209732.4032393;-45.120503652039325
1739209732.4032457;-45.120503652039325
1739209732.403252;-33.981070128970906
1739209732.4032583;-33.981070128970906
1739209732.4032645;-38.13080360867914
1739209732.403271;-38.13080360867914
1739209732.4032772;-38.13080360867914
1739209732.4032836;-45.120503652039325
1739209732.4032898;-45.120503652039325
1739209732.4032962;-38.13080360867914
1739209732.4033024;-33.981070128970906
1739209732.4033089;-45.120503652039325
1739209732.403315;-38.13080360867914
1739209732.4033215;-35.57807855764607
1739209732.4033277;-45.120503652039325
1739209732.403334;-38.13080360867914
1739209732.4033403;-45.120503652039325
1739209732.4033465;-38.13080360867914
1739209732.403353;-31.141103565318915
1739209732.4033592;-38.13080360867914
1739209732.4033656;-38.13080360867914
1739209732.4033718;-35.57807855764607
1739209732.4033782;-38.13080360867914
1739209732.4033844;-45.120503652039325
1739209732.403391;-33.981070128970906
1739209732.403397;-33.981070128970906
1739209732.4034035;-31.14110356531892
1739209732.4034097;-38.13080360867914
1739209732.4034162;-38.13080360867914
1739209732.4034224;-45.120503652039325
1739209732.4034288;-38.13080360867914
1739209732.403435;-35.57807855764607
1739209732.4034414;-38.13080360867914
1739209732.4034476;-35.57807855764607
1739209732.403454;-28.992665084841942
1739209732.4034603;-38.13080360867914
1739209732.4034667;-45.120503652039325
1739209732.403473;-38.13080360867914
1739209732.4034793;-45.120503652039325
1739209732.4034855;-45.120503652039325
1739209732.403492;-32.816014438256545
1739209732.4034982;-38.13080360867914
1739209732.4035046;-33.981070128970956
1739209732.4035108;-38.13080360867914
1739209732.4035172;-35.57807855764607
1739209732.4035234;-38.13080360867914
1739209732.40353;-45.120503652039325
1739209732.403536;-45.120503652039325
1739209732.4035425;-45.120503652039325
1739209732.4035487;-38.13080360867914
1739209732.4035552;-45.120503652039325
1739209732.4035614;-38.13080360867914
1739209732.4035678;-38.13080360867914
1739209732.403574;-45.120503652039325
1739209732.4035804;-45.120503652039325
1739209732.4035866;-38.13080360867914
1739209732.403593;-45.120503652039325
1739209732.4035993;-45.120503652039325
1739209732.4036057;-33.981070128970906
1739209732.403612;-45.120503652039325
1739209732.4036183;-45.120503652039325
1739209732.4036245;-45.120503652039325
1739209732.4036307;-38.13080360867914
1739209732.4036372;-38.13080360867914
1739209732.4036434;-38.13080360867914
1739209732.4036498;-45.120503652039325
1739209732.403656;-45.120503652039325
1739209732.4036624;-38.13080360867914
1739209732.4036686;-38.13080360867914
1739209732.403675;-45.120503652039325
1739209732.4036813;-45.120503652039325
1739209732.4036877;-38.13080360867914
1739209732.403694;-45.120503652039325
1739209732.4037004;-45.120503652039325
1739209732.4037066;-32.816014438256545
1739209732.403713;-33.981070128970906
1739209732.4037192;-38.13080360867914
1739209732.4037256;-38.13080360867914
1739209732.4037318;-33.981070128970906
1739209732.4037383;-38.13080360867914
1739209732.4037445;-35.57807855764607
1739209732.403751;-38.13080360867914
1739209732.403757;-45.120503652039325
1739209732.4037635;-33.981070128970906
1739209732.4037697;-45.120503652039325
1739209732.4037762;-45.120503652039325
1739209732.4037824;-45.120503652039325
1739209732.4037888;-33.981070128970906
1739209732.403795;-38.13080360867914
1739209732.4038014;-45.120503652039325
1739209732.4038076;-32.816014438256545
1739209732.403814;-35.57807855764607
1739209732.4038203;-38.13080360867914
1739209732.4038267;-45.120503652039325
1739209732.403833;-38.13080360867914
1739209732.4038393;-45.120503652039325
1739209732.4038455;-45.120503652039325
1739209732.403852;-45.120503652039325
1739209732.4038582;-45.120503652039325
1739209732.4038646;-45.120503652039325
1739209732.4038708;-38.13080360867914
1739209732.4038773;-38.13080360867914
1739209732.4038835;-38.13080360867914
1739209732.40389;-33.981070128970906
1739209732.403896;-35.57807855764607
1739209732.4039025;-38.13080360867914
1739209732.4039087;-38.13080360867914
1739209732.403915;-45.120503652039325
1739209732.4039214;-45.120503652039325
1739209732.4039276;-45.120503652039325
1739209732.403934;-45.120503652039325
1739209732.4039402;-45.120503652039325
1739209732.4039466;-45.120503652039325
1739209732.4039528;-38.13080360867914
1739209732.4039593;-38.13080360867914
1739209732.4039655;-45.120503652039325
1739209732.403972;-32.816014438256545
1739209732.403978;-38.13080360867914
1739209732.4039845;-38.13080360867914
1739209732.4039907;-35.57807855764607
1739209732.4039972;-38.13080360867914
1739209732.4040034;-38.13080360867914
1739209732.4040098;-45.120503652039325
1739209732.404016;-45.120503652039325
1739209732.4040225;-35.57807855764607
1739209732.4040287;-35.57807855764607
1739209732.404035;-45.120503652039325
1739209732.4040413;-45.120503652039325
1739209732.4040477;-35.57807855764607
1739209732.404054;-35.57807855764607
1739209732.4040604;-45.120503652039325
1739209732.4040666;-45.120503652039325
1739209732.404073;-45.120503652039325
1739209732.4040792;-38.13080360867914
1739209732.4040856;-38.13080360867914
1739209732.4040918;-45.120503652039325
1739209732.4040983;-38.13080360867914
1739209732.4041045;-38.13080360867914
1739209732.404111;-38.13080360867914
1739209732.404117;-35.57807855764607
1739209732.4041235;-45.120503652039325
1739209732.4041297;-45.120503652039325
1739209732.4041362;-45.120503652039325
1739209732.4041424;-45.120503652039325
1739209732.4041488;-45.120503652039325
1739209732.404155;-38.13080360867914
1739209732.4041615;-45.120503652039325
1739209732.4041677;-38.13080360867914
1739209732.404174;-38.13080360867914
1739209732.4041803;-45.120503652039325
1739209732.4041867;-38.13080360867914
1739209732.404193;-38.13080360867914
1739209732.4041994;-45.120503652039325
1739209732.4042056;-33.981070128970906
1739209732.4042118;-45.120503652039325
1739209732.4042182;-38.13080360867914
1739209732.4042244;-38.13080360867914
1739209732.4042308;-38.13080360867914
1739209732.404237;-38.13080360867914
1739209732.4042435;-45.120503652039325
1739209732.4042497;-38.13080360867914
1739209732.404256;-35.57807855764607
1739209732.4042623;-45.120503652039325
1739209732.4042687;-38.13080360867914
1739209732.404275;-38.13080360867914
1739209732.4042814;-45.120503652039325
1739209732.4042876;-45.120503652039325
1739209732.404294;-35.57807855764607
1739209732.4043002;-38.13080360867914
1739209732.4043067;-45.120503652039325
1739209732.4043128;-38.13080360867914
1739209732.4043193;-38.13080360867914
1739209732.4043255;-38.13080360867914
1739209732.404332;-38.13080360867914
1739209732.4043381;-35.57807855764607
1739209732.4043446;-35.57807855764607
1739209732.4043508;-45.120503652039325
1739209732.4043572;-45.120503652039325
1739209732.4043634;-35.57807855764607
1739209732.4043698;-32.816014438256545
1739209732.404376;-38.13080360867914
1739209732.4043825;-45.120503652039325
1739209732.4043887;-45.120503652039325
1739209732.404395;-35.57807855764607
1739209732.4044013;-38.13080360867914
1739209732.4044077;-45.120503652039325
1739209732.404414;-38.13080360867914
1739209732.4044204;-38.13080360867914
1739209732.4044266;-38.13080360867914
1739209732.404433;-45.120503652039325
1739209732.4044392;-33.981070128970906
1739209732.4044456;-38.13080360867914
1739209732.4044518;-45.120503652039325
1739209732.4044583;-45.120503652039325
1739209732.4044645;-38.13080360867914
1739209732.404471;-35.57807855764607
1739209732.4044771;-38.13080360867914
1739209732.4044836;-45.120503652039325
1739209732.4044898;-45.120503652039325
1739209732.4044962;-38.13080360867914
1739209732.4045024;-38.13080360867914
1739209732.4045086;-45.120503652039325
1739209732.404515;-45.120503652039325
1739209732.4045212;-45.120503652039325
1739209732.4045277;-38.13080360867914
1739209732.4045339;-45.120503652039325
1739209732.4045403;-45.120503652039325
1739209732.4045465;-45.120503652039325
1739209732.404553;-45.120503652039325
1739209732.4045591;-45.120503652039325
1739209732.4045656;-38.13080360867914
1739209732.4045718;-35.57807855764607
1739209732.4045782;-35.57807855764607
1739209732.4045844;-45.120503652039325
1739209732.4045908;-45.120503652039325
1739209732.404597;-35.57807855764607
1739209732.4046035;-32.816014438256545
1739209732.4046097;-35.57807855764607
1739209732.404616;-45.120503652039325
1739209732.4046223;-45.120503652039325
1739209732.4046288;-35.57807855764607
1739209732.404635;-35.57807855764607
1739209732.4046414;-45.120503652039325
1739209732.4046476;-45.120503652039325
1739209732.404654;-45.120503652039325
1739209732.4046602;-35.57807855764607
1739209732.4046667;-35.57807855764607
1739209732.4046729;-38.13080360867914
1739209732.4046793;-38.13080360867914
1739209732.4046855;-45.120503652039325
1739209732.404692;-45.120503652039325
1739209732.4046981;-45.120503652039325
1739209732.4047046;-33.981070128970906
1739209732.4047108;-45.120503652039325
1739209732.4047172;-38.13080360867914
1739209732.4047234;-45.120503652039325
1739209732.4047298;-28.58837851428586
1739209732.404736;-35.57807855764607
1739209732.4047425;-45.120503652039325
1739209732.4047487;-38.13080360867914
1739209732.404755;-45.120503652039325
1739209732.4047613;-38.13080360867914
1739209732.4047678;-45.120503652039325
1739209732.404774;-38.13080360867914
1739209732.4047804;-38.13080360867914
1739209732.4047866;-45.120503652039325
1739209732.404793;-38.13080360867914
1739209732.4047992;-38.13080360867914
1739209732.4048054;-45.120503652039325
1739209732.4048119;-45.120503652039325
1739209732.404818;-45.120503652039325
1739209732.4048245;-45.120503652039325
1739209732.4048307;-27.8777449560314
1739209732.4048371;-35.57807855764607
1739209732.4048433;-38.13080360867914
1739209732.4048498;-38.13080360867914
1739209732.404856;-35.57807855764607
1739209732.4048624;-38.13080360867914
1739209732.4048686;-45.120503652039325
1739209732.404875;-32.816014438256545
1739209732.4048812;-45.120503652039325
1739209732.4048877;-45.120503652039325
1739209732.4048939;-38.13080360867914
1739209732.4049003;-45.120503652039325
1739209732.4049065;-45.120503652039325
1739209732.404913;-45.120503652039325
1739209732.4049191;-45.120503652039325
1739209732.4049256;-45.120503652039325
1739209732.4049318;-35.57807855764607
1739209732.4049382;-35.57807855764607
1739209732.4049444;-38.13080360867914
1739209732.4049509;-32.816014438256545
1739209732.404957;-38.13080360867914
1739209732.4049635;-45.120503652039325
1739209732.4049697;-30.49652367304973
1739209732.4049761;-35.57807855764607
1739209732.4049823;-45.120503652039325
1739209732.4049888;-33.981070128970906
1739209732.404995;-38.13080360867914
1739209732.4050014;-33.981070128970906
1739209732.4050076;-38.13080360867914
1739209732.405014;-45.120503652039325
1739209732.4050202;-38.13080360867914
1739209732.4050267;-33.981070128970906
1739209732.4050329;-45.120503652039325
1739209732.4050393;-45.120503652039325
1739209732.4050455;-38.13080360867914
1739209732.405052;-38.13080360867914
1739209732.4050581;-45.120503652039325
1739209732.4050646;-38.13080360867914
1739209732.4050708;-32.816014438256545
1739209732.4050772;-38.13080360867914
1739209732.4050834;-38.13080360867914
1739209732.4050899;-32.816014438256545
1739209732.405096;-38.13080360867914
1739209732.4051023;-38.13080360867914
1739209732.4051087;-38.13080360867914
1739209732.405115;-38.13080360867914
1739209732.4051213;-38.13080360867914
1739209732.4051275;-31.141103565318915
1739209732.405134;-45.120503652039325
1739209732.4051402;-45.120503652039325
1739209732.4051466;-32.816014438256545
1739209732.4051528;-35.57807855764607
1739209732.4051592;-38.13080360867914
1739209732.4051654;-38.13080360867914
1739209732.4051719;-35.57807855764607
1739209732.405178;-45.120503652039325
1739209732.4051845;-35.57807855764607
1739209732.4051907;-26.991370085610722
1739209732.4051971;-38.13080360867914
1739209732.4052033;-38.13080360867914
1739209732.4052098;-35.57807855764607
1739209732.405216;-32.816014438256545
1739209732.4052224;-45.120503652039325
1739209732.4052286;-38.13080360867914
1739209732.405235;-45.120503652039325
1739209732.4052413;-38.13080360867914
1739209732.4052477;-35.57807855764607
1739209732.405254;-45.120503652039325
1739209732.4052603;-45.120503652039325
1739209732.4052665;-38.13080360867914
1739209732.405273;-38.13080360867914
1739209732.4052792;-45.120503652039325
1739209732.4052856;-45.120503652039325
1739209732.4052918;-31.141103565318915
1739209732.4052982;-45.120503652039325
1739209732.4053044;-38.13080360867914
1739209732.4053109;-45.120503652039325
1739209732.405317;-45.120503652039325
1739209732.4053235;-45.120503652039325
1739209732.4053297;-45.120503652039325
1739209732.4053361;-45.120503652039325
1739209732.4053423;-38.13080360867914
1739209732.4053488;-45.120503652039325
1739209732.405355;-45.120503652039325
1739209732.4053614;-38.13080360867914
1739209732.4053676;-38.13080360867914
1739209732.405374;-38.13080360867914
1739209732.4053802;-45.120503652039325
1739209732.4053864;-38.13080360867914
1739209732.405393;-33.981070128970906
1739209732.405399;-45.120503652039325
1739209732.4054055;-45.120503652039325
1739209732.4054117;-38.13080360867914
1739209732.4054182;-45.120503652039325
1739209732.4054244;-35.57807855764607
1739209732.4054308;-35.57807855764607
1739209732.405437;-45.120503652039325
1739209732.4054434;-45.120503652039325
1739209732.4054496;-38.13080360867914
1739209732.405456;-45.120503652039325
1739209732.4054623;-45.120503652039325
1739209732.4054687;-45.120503652039325
1739209732.405475;-38.13080360867914
1739209732.4054813;-38.13080360867914
1739209732.4054875;-45.120503652039325
1739209732.405494;-38.13080360867914
1739209732.4055002;-38.13080360867914
1739209732.4055066;-38.13080360867914
1739209732.4055128;-45.120503652039325
1739209732.4055192;-45.120503652039325
1739209732.4055254;-45.120503652039325
1739209732.405532;-33.981070128970906
1739209732.405538;-45.120503652039325
1739209732.4055445;-38.13080360867914
1739209732.4055507;-35.57807855764607
1739209732.4055572;-45.120503652039325
1739209732.4055634;-45.120503652039325
1739209732.4055698;-45.120503652039325
1739209732.405576;-30.49652367304973
1739209732.4055824;-35.57807855764607
1739209732.4055886;-45.120503652039325
1739209732.405595;-38.13080360867914
1739209732.4056013;-33.981070128970906
1739209732.4056077;-45.120503652039325
1739209732.405614;-45.120503652039325
1739209732.4056203;-45.120503652039325
1739209732.4056265;-45.120503652039325
1739209732.405633;-33.981070128970906
