CAN Message; 0x1a7:0000a5d384d3b0ea
1739209870.4575999;-35.57807855764607
1739209870.4576042;-38.13080360867914
1739209870.4576085;-35.57807855764607
1739209870.4576125;-38.13080360867914
1739209870.4576168;-38.13080360867914
1739209870.457621;-45.120503652039325
1739209870.4576252;-45.120503652039325
1739209870.4576294;-33.981070128970906
1739209870.4576335;-38.13080360867914
1739209870.4576378;-45.120503652039325
1739209870.457642;-45.120503652039325
1739209870.4576461;-45.120503652039325
1739209870.4576504;-45.120503652039325
1739209870.4576547;-45.120503652039325
1739209870.4576588;-45.120503652039325
1739209870.457663;-38.13080360867914
1739209870.4576674;-38.13080360867914
1739209870.4576714;-32.816014438256545
1739209870.4576757;-31.141103565318915
1739209870.45768;-33.981070128970906
1739209870.457684;-45.120503652039325
1739209870.4576883;-33.981070128970906
1739209870.4576926;-26.487275050834715
1739209870.4576967;-38.13080360867914
1739209870.457701;-35.57807855764607
1739209870.457705;-38.13080360867914
1739209870.4577093;-38.13080360867914
1739209870.4577136;-38.13080360867914
1739209870.4577177;-38.13080360867914
1739209870.457722;-45.120503652039325
1739209870.4577262;-33.981070128970956
1739209870.4577303;-38.13080360867914
1739209870.4577346;-45.120503652039325
1739209870.4577389;-45.120503652039325
1739209870.457743;-45.120503652039325
1739209870.4577472;-38.13080360867914
1739209870.4577515;-45.120503652039325
1739209870.4577556;-38.13080360867914
1739209870.4577599;-26.991370085610736
1739209870.457764;-38.13080360867914
1739209870.4577682;-45.120503652039325
1739209870.4577725;-45.120503652039325
1739209870.4577765;-32.816014438256545
1739209870.4577808;-38.13080360867914
1739209870.4577851;-45.120503652039325
1739209870.4577892;-45.120503652039325
1739209870.4577935;-45.120503652039325
1739209870.4577978;-45.120503652039325
1739209870.4578018;-45.120503652039325
1739209870.457806;-45.120503652039325
1739209870.4578104;-45.120503652039325
1739209870.4578145;-38.13080360867914
1739209870.4578187;-38.13080360867914
1739209870.457823;-45.120503652039325
1739209870.457827;-45.120503652039325
1739209870.4578314;-45.120503652039325
1739209870.4578354;-35.57807855764607
1739209870.4578397;-35.57807855764607
1739209870.457844;-38.13080360867914
1739209870.457848;-45.120503652039325
1739209870.4578524;-45.120503652039325
1739209870.4578567;-38.13080360867914
1739209870.4578607;-25.077289914212862
1739209870.457865;-32.816014438256545
1739209870.4578693;-35.57807855764607
1739209870.4578733;-45.120503652039325
1739209870.4578776;-31.141103565318893
1739209870.457882;-38.13080360867914
1739209870.457886;-38.13080360867914
1739209870.4578903;-32.816014438256545
1739209870.4578943;-35.57807855764607
1739209870.4578986;-45.120503652039325
1739209870.457903;-38.13080360867914
1739209870.457907;-38.13080360867914
1739209870.4579113;-45.120503652039325
1739209870.4579155;-38.13080360867914
1739209870.4579196;-38.13080360867914
1739209870.457924;-45.120503652039325
1739209870.4579282;-32.816014438256545
1739209870.4579322;-35.57807855764607
1739209870.4579365;-45.120503652039325
1739209870.4579408;-45.120503652039325
1739209870.4579449;-45.120503652039325
1739209870.4579492;-45.120503652039325
1739209870.4579535;-45.120503652039325
1739209870.4579575;-45.120503652039325
1739209870.4579618;-35.57807855764607
1739209870.4579659;-38.13080360867914
1739209870.4579701;-45.120503652039325
1739209870.4579744;-38.13080360867914
1739209870.4579785;-35.57807855764607
1739209870.4579828;-33.981070128970906
1739209870.457987;-45.120503652039325
1739209870.4579911;-38.13080360867914
1739209870.4579954;-38.13080360867914
1739209870.4579997;-45.120503652039325
1739209870.4580038;-45.120503652039325
1739209870.458008;-38.13080360867914
1739209870.4580123;-45.120503652039325
1739209870.4580164;-45.120503652039325
1739209870.4580207;-45.120503652039325
1739209870.458025;-45.120503652039325
1739209870.458029;-32.816014438256545
1739209870.4580333;-38.13080360867914
1739209870.4580374;-38.13080360867914
1739209870.4580417;-38.13080360867914
1739209870.458046;-45.120503652039325
1739209870.45805;-38.13080360867914
1739209870.4580543;-45.120503652039325
1739209870.4580586;-38.13080360867914
1739209870.4580626;-38.13080360867914
1739209870.458067;-45.120503652039325
1739209870.4580712;-45.120503652039325
1739209870.4580753;-38.13080360867914
1739209870.4580796;-33.981070128970906
1739209870.4580839;-45.120503652039325
1739209870.458088;-35.57807855764607
1739209870.4580922;-38.13080360867914
1739209870.4580963;-38.13080360867914
1739209870.4581006;-38.13080360867914
1739209870.4581048;-45.120503652039325
1739209870.458109;-32.816014438256545
1739209870.4581132;-45.120503652039325
1739209870.4581175;-38.13080360867914
1739209870.4581215;-35.57807855764607
1739209870.4581258;-33.981070128970906
1739209870.4581301;-38.13080360867914
1739209870.4581342;-32.816014438256545
1739209870.4581385;-45.120503652039325
1739209870.4581428;-45.120503652039325
1739209870.4581468;-45.120503652039325
1739209870.458151;-38.13080360867914
1739209870.4581554;-38.13080360867914
1739209870.4581594;-45.120503652039325
1739209870.4581637;-45.120503652039325
1739209870.4581678;-33.981070128970906
1739209870.458172;-45.120503652039325
1739209870.4581764;-38.13080360867914
1739209870.4581804;-38.13080360867914
1739209870.4581847;-38.13080360867914
1739209870.458189;-45.120503652039325
1739209870.458193;-38.13080360867914
1739209870.4581974;-38.13080360867914
1739209870.4582016;-35.57807855764607
1739209870.4582057;-38.13080360867914
1739209870.45821;-45.120503652039325
1739209870.4582143;-45.120503652039325
1739209870.4582183;-33.981070128970906
1739209870.4582226;-33.981070128970906
1739209870.4582267;-38.13080360867914
1739209870.4616416;-38.13080360867914
1739209870.4616444;-35.57807855764607
1739209870.4616473;-33.981070128970906
1739209870.4616504;-38.13080360867914
1739209870.4616532;-45.120503652039325
1739209870.461656;-35.57807855764607
1739209870.461659;-32.816014438256545
1739209870.4616618;-33.981070128970906
1739209870.4616647;-38.13080360867914
1739209870.4616678;-35.57807855764607
1739209870.4616706;-35.57807855764607
1739209870.4616735;-38.13080360867914
1739209870.4616764;-45.120503652039325
1739209870.4616792;-45.120503652039325
1739209870.461682;-45.120503652039325
1739209870.4616852;-45.120503652039325
1739209870.461688;-38.13080360867914
1739209870.461691;-45.120503652039325
1739209870.4616938;-28.992665084841942
1739209870.4616966;-33.981070128970906
1739209870.4616995;-45.120503652039325
1739209870.4617026;-45.120503652039325
1739209870.4617054;-45.120503652039325
1739209870.4617083;-45.120503652039325
1739209870.4617112;-45.120503652039325
1739209870.461714;-38.13080360867914
1739209870.461717;-38.13080360867914
1739209870.46172;-45.120503652039325
1739209870.4617229;-45.120503652039325
1739209870.4617257;-45.120503652039325
1739209870.4617286;-33.981070128970906
1739209870.4617314;-45.120503652039325
1739209870.4617343;-38.13080360867914
1739209870.4617374;-32.816014438256545
1739209870.4617403;-45.120503652039325
1739209870.461743;-32.816014438256545
1739209870.461746;-38.13080360867914
1739209870.4617488;-45.120503652039325
1739209870.4617517;-45.120503652039325
1739209870.4617548;-32.816014438256545
1739209870.4617577;-38.13080360867914
1739209870.4617605;-45.120503652039325
1739209870.4617634;-33.981070128970906
1739209870.4617662;-45.120503652039325
1739209870.461769;-38.13080360867914
1739209870.4617722;-35.57807855764607
1739209870.461775;-38.13080360867914
1739209870.461778;-45.120503652039325
1739209870.4617808;-45.120503652039325
1739209870.4617836;-32.816014438256545
1739209870.4617865;-45.120503652039325
1739209870.4617896;-45.120503652039325
1739209870.4617925;-35.57807855764607
1739209870.4617953;-38.13080360867914
1739209870.4617982;-38.13080360867914
1739209870.461801;-38.13080360867914
1739209870.461804;-45.120503652039325
1739209870.461807;-45.120503652039325
1739209870.4618099;-45.120503652039325
1739209870.4618127;-32.816014438256545
1739209870.4618156;-38.13080360867914
1739209870.4618185;-45.120503652039325
1739209870.4618213;-45.120503652039325
1739209870.4618244;-35.57807855764607
1739209870.4618273;-35.57807855764607
1739209870.4618301;-45.120503652039325
1739209870.461833;-45.120503652039325
1739209870.4618359;-45.120503652039325
1739209870.4618387;-45.120503652039325
1739209870.4618418;-45.120503652039325
1739209870.4618447;-45.120503652039325
1739209870.4618475;-45.120503652039325
1739209870.4618504;-45.120503652039325
1739209870.4618533;-45.120503652039325
1739209870.4618561;-38.13080360867914
1739209870.4618592;-45.120503652039325
1739209870.461862;-38.13080360867914
1739209870.461865;-38.13080360867914
1739209870.4618678;-45.120503652039325
1739209870.4618707;-35.57807855764607
1739209870.4618735;-38.13080360867914
1739209870.4618766;-45.120503652039325
1739209870.4618795;-38.13080360867914
1739209870.4618824;-26.991370085610736
1739209870.4618852;-33.981070128970906
1739209870.461888;-35.57807855764607
1739209870.461891;-38.13080360867914
1739209870.461894;-35.57807855764607
1739209870.461897;-38.13080360867914
1739209870.4618998;-45.120503652039325
1739209870.4619026;-38.13080360867914
1739209870.4619055;-38.13080360867914
1739209870.4619083;-45.120503652039325
1739209870.4619114;-38.13080360867914
1739209870.4619143;-38.13080360867914
1739209870.4619172;-45.120503652039325
1739209870.46192;-38.13080360867914
1739209870.461923;-32.816014438256545
1739209870.4619257;-45.120503652039325
1739209870.4619288;-32.816014438256545
1739209870.4619317;-32.816014438256545
1739209870.4619346;-45.120503652039325
1739209870.4619374;-38.13080360867914
1739209870.4619403;-31.141103565318893
1739209870.4619431;-33.981070128970906
1739209870.461946;-45.120503652039325
1739209870.461949;-38.13080360867914
1739209870.461952;-30.49652367304973
1739209870.4619548;-33.981070128970906
1739209870.4619577;-45.120503652039325
1739209870.4619606;-38.13080360867914
1739209870.4619634;-35.57807855764607
1739209870.4619665;-38.13080360867914
1739209870.4619694;-38.13080360867914
1739209870.4619722;-38.13080360867914
1739209870.461975;-38.13080360867914
1739209870.461978;-45.120503652039325
1739209870.4619808;-45.120503652039325
1739209870.461984;-45.120503652039325
1739209870.4619868;-38.13080360867914
1739209870.4619896;-33.981070128970906
1739209870.4619925;-38.13080360867914
1739209870.4619954;-45.120503652039325
1739209870.4619982;-35.57807855764607
1739209870.4620013;-33.981070128970906
1739209870.4620042;-45.120503652039325
1739209870.462007;-38.13080360867914
1739209870.46201;-38.13080360867914
1739209870.4620128;-38.13080360867914
1739209870.4620156;-45.120503652039325
1739209870.4620187;-38.13080360867914
1739209870.4620216;-32.816014438256545
1739209870.4620245;-33.981070128970906
1739209870.4620273;-45.120503652039325
1739209870.4620302;-38.13080360867914
1739209870.462033;-45.120503652039325
1739209870.4620361;-32.816014438256545
1739209870.462039;-38.13080360867914
1739209870.4620419;-38.13080360867914
1739209870.4620447;-45.120503652039325
1739209870.4620476;-45.120503652039325
1739209870.4620504;-45.120503652039325
1739209870.4620535;-45.120503652039325
1739209870.4620564;-45.120503652039325
1739209870.4620593;-45.120503652039325
1739209870.4620621;-35.57807855764607
1739209870.462065;-38.13080360867914
1739209870.4620678;-38.13080360867914
1739209870.462071;-45.120503652039325
1739209870.4620738;-45.120503652039325
1739209870.4620767;-38.13080360867914
1739209870.4620795;-32.816014438256545
1739209870.4620824;-45.120503652039325
1739209870.4620852;-45.120503652039325
1739209870.4620883;-38.13080360867914
1739209870.4620912;-35.57807855764607
1739209870.462094;-35.57807855764607
1739209870.462097;-38.13080360867914
1739209870.4620998;-45.120503652039325
1739209870.4621027;-45.120503652039325
1739209870.4621058;-38.13080360867914
1739209870.4621086;-32.816014438256545
1739209870.4621115;-38.13080360867914
1739209870.4621143;-45.120503652039325
1739209870.4621172;-45.120503652039325
1739209870.46212;-38.13080360867914
1739209870.4621232;-38.13080360867914
1739209870.462126;-45.120503652039325
1739209870.4621289;-45.120503652039325
1739209870.4621317;-45.120503652039325
1739209870.4621346;-45.120503652039325
1739209870.4621375;-45.120503652039325
1739209870.4621406;-33.981070128970906
1739209870.4621434;-38.13080360867914
1739209870.4621463;-45.120503652039325
1739209870.4621491;-32.816014438256545
1739209870.462152;-38.13080360867914
1739209870.4621549;-45.120503652039325
1739209870.462158;-38.13080360867914
1739209870.4621608;-45.120503652039325
1739209870.4621637;-38.13080360867914
1739209870.4621665;-35.57807855764607
1739209870.4621694;-35.57807855764607
1739209870.4621723;-45.120503652039325
1739209870.4621754;-38.13080360867914
1739209870.4621782;-45.120503652039325
1739209870.462181;-45.120503652039325
1739209870.462184;-45.120503652039325
1739209870.4621868;-38.13080360867914
1739209870.4621897;-38.13080360867914
1739209870.4621928;-45.120503652039325
1739209870.4621956;-45.120503652039325
1739209870.4621985;-33.981070128970906
1739209870.4622014;-45.120503652039325
1739209870.4622042;-38.13080360867914
1739209870.462207;-38.13080360867914
1739209870.4622102;-31.141103565318915
1739209870.462213;-31.141103565318915
1739209870.462216;-45.120503652039325
1739209870.4622188;-38.13080360867914
1739209870.4622216;-38.13080360867914
1739209870.4622245;-45.120503652039325
1739209870.4622276;-45.120503652039325
1739209870.4622304;-38.13080360867914
1739209870.4622333;-35.57807855764607
1739209870.4622362;-38.13080360867914
1739209870.462239;-33.981070128970906
1739209870.462242;-38.13080360867914
1739209870.4622447;-38.13080360867914
1739209870.4622478;-38.13080360867914
1739209870.4622507;-45.120503652039325
1739209870.4622536;-45.120503652039325
1739209870.4622564;-31.141103565318915
1739209870.4622593;-31.141103565318915
1739209870.4622622;-45.120503652039325
1739209870.4622653;-45.120503652039325
1739209870.462268;-38.13080360867914
1739209870.462271;-38.13080360867914
1739209870.4622738;-38.13080360867914
1739209870.4622767;-45.120503652039325
1739209870.4622796;-45.120503652039325
1739209870.4622827;-35.57807855764607
1739209870.4622855;-45.120503652039325
1739209870.4622884;-45.120503652039325
1739209870.4622912;-45.120503652039325
1739209870.462294;-45.120503652039325
1739209870.462297;-38.13080360867914
1739209870.4623;-45.120503652039325
1739209870.462303;-45.120503652039325
1739209870.4623058;-33.981070128970956
1739209870.4623086;-33.981070128970906
1739209870.4623115;-32.816014438256545
1739209870.4623144;-33.981070128970906
1739209870.4623175;-45.120503652039325
1739209870.4623203;-38.13080360867914
1739209870.4623232;-38.13080360867914
1739209870.462326;-30.49652367304973
1739209870.462329;-26.487275050834715
1739209870.4623318;-45.120503652039325
1739209870.4623349;-45.120503652039325
1739209870.4623377;-38.13080360867914
1739209870.4623406;-32.816014438256545
1739209870.4623435;-45.120503652039325
1739209870.4623463;-45.120503652039325
1739209870.4623492;-45.120503652039325
1739209870.4623523;-45.120503652039325
1739209870.4623551;-38.13080360867914
1739209870.462358;-35.57807855764607
1739209870.4623609;-38.13080360867914
1739209870.4623637;-45.120503652039325
1739209870.4623666;-45.120503652039325
1739209870.4623697;-35.57807855764607
1739209870.4623725;-38.13080360867914
1739209870.4623754;-45.120503652039325
1739209870.4623783;-38.13080360867914
1739209870.4623811;-35.57807855764607
1739209870.462384;-45.120503652039325
1739209870.462387;-45.120503652039325
1739209870.46239;-38.13080360867914
1739209870.4623928;-45.120503652039325
1739209870.4623957;-38.13080360867914
1739209870.4623985;-32.816014438256545
1739209870.4624014;-45.120503652039325
1739209870.4624045;-38.13080360867914
1739209870.4624074;-38.13080360867914
1739209870.4624102;-38.13080360867914
1739209870.462413;-45.120503652039325
1739209870.462416;-38.13080360867914
1739209870.4624188;-38.13080360867914
1739209870.462422;-38.13080360867914
1739209870.4624248;-38.13080360867914
1739209870.4624276;-45.120503652039325
1739209870.4624305;-38.13080360867914
1739209870.4624333;-35.57807855764607
1739209870.4624362;-35.57807855764607
1739209870.4624393;-38.13080360867914
1739209870.4624422;-45.120503652039325
1739209870.462445;-38.13080360867914
1739209870.462448;-32.816014438256545
1739209870.4624507;-29.438486411369333
1739209870.4624536;-38.13080360867914
1739209870.4624567;-45.120503652039325
1739209870.4624596;-33.981070128970906
1739209870.4624624;-32.816014438256545
1739209870.4624653;-38.13080360867914
1739209870.4624681;-45.120503652039325
1739209870.462471;-45.120503652039325
1739209870.462474;-38.13080360867914
1739209870.462477;-35.57807855764607
1739209870.4624798;-35.57807855764607
1739209870.4624827;-45.120503652039325
1739209870.4624856;-45.120503652039325
1739209870.4624884;-45.120503652039325
1739209870.4624915;-45.120503652039325
1739209870.4624944;-45.120503652039325
1739209870.4624972;-45.120503652039325
1739209870.4625;-38.13080360867914
1739209870.462503;-38.13080360867914
1739209870.4625058;-38.13080360867914
1739209870.462509;-45.120503652039325
1739209870.4625118;-45.120503652039325
1739209870.4625146;-33.981070128970906
1739209870.4625175;-31.141103565318915
1739209870.4625204;-38.13080360867914
1739209870.4625232;-38.13080360867914
1739209870.4625263;-45.120503652039325
1739209870.4625292;-38.13080360867914
1739209870.462532;-38.13080360867914
1739209870.462535;-45.120503652039325
1739209870.4625378;-38.13080360867914
1739209870.4625406;-38.13080360867914
1739209870.4625435;-38.13080360867914
1739209870.4625466;-45.120503652039325
1739209870.4625494;-45.120503652039325
1739209870.4625523;-45.120503652039325
1739209870.4625552;-45.120503652039325
1739209870.462558;-38.13080360867914
1739209870.462561;-35.57807855764607
1739209870.462564;-38.13080360867914
1739209870.4625669;-45.120503652039325
1739209870.4625697;-38.13080360867914
1739209870.4625726;-38.13080360867914
1739209870.4625754;-38.13080360867914
1739209870.4625783;-38.13080360867914
1739209870.4625814;-38.13080360867914
1739209870.4625843;-45.120503652039325
1739209870.462587;-38.13080360867914
1739209870.46259;-38.13080360867914
1739209870.4625928;-38.13080360867914
1739209870.4625957;-45.120503652039325
1739209870.4625988;-45.120503652039325
1739209870.4626017;-45.120503652039325
1739209870.4626045;-45.120503652039325
1739209870.4626074;-45.120503652039325
1739209870.4626102;-29.438486411369347
1739209870.462613;-35.57807855764607
1739209870.4626162;-45.120503652039325
1739209870.462619;-38.13080360867914
1739209870.462622;-45.120503652039325
1739209870.4626248;-38.13080360867914
1739209870.4626276;-38.13080360867914
1739209870.4626305;-38.13080360867914
1739209870.4626336;-31.141103565318915
1739209870.4626365;-45.120503652039325
1739209870.4626393;-38.13080360867914
1739209870.4626422;-38.13080360867914
1739209870.462645;-33.981070128970906
1739209870.462648;-38.13080360867914
1739209870.462651;-45.120503652039325
1739209870.4626539;-45.120503652039325
1739209870.4626567;-45.120503652039325
1739209870.4626596;-35.57807855764607
1739209870.4626625;-38.13080360867914
1739209870.4626653;-38.13080360867914
1739209870.4626684;-38.13080360867914
1739209870.4626713;-45.120503652039325
1739209870.4626741;-38.13080360867914
1739209870.462677;-45.120503652039325
1739209870.4626799;-33.981070128970906
1739209870.4626827;-38.13080360867914
1739209870.4626858;-33.981070128970906
1739209870.4626887;-45.120503652039325
1739209870.4626915;-38.13080360867914
1739209870.4626944;-38.13080360867914
1739209870.4626973;-38.13080360867914
1739209870.4627001;-38.13080360867914
1739209870.4627032;-33.981070128970906
1739209870.462706;-35.57807855764607
1739209870.462709;-38.13080360867914
1739209870.4627118;-38.13080360867914
1739209870.4627147;-38.13080360867914
1739209870.4627175;-38.13080360867914
1739209870.4627206;-45.120503652039325
1739209870.4627235;-38.13080360867914
1739209870.4627264;-38.13080360867914
1739209870.4627292;-35.57807855764607
1739209870.462732;-38.13080360867914
1739209870.462735;-45.120503652039325
1739209870.462738;-38.13080360867914
1739209870.462741;-35.57807855764607
1739209870.4627438;-33.981070128970906
1739209870.4627466;-32.816014438256545
1739209870.4627495;-45.120503652039325
1739209870.4627523;-45.120503652039325
1739209870.4627554;-45.120503652039325
1739209870.4627583;-45.120503652039325
1739209870.4627612;-45.120503652039325
1739209870.462764;-45.120503652039325
1739209870.462767;-33.981070128970906
1739209870.4627697;-45.120503652039325
1739209870.4627728;-38.13080360867914
1739209870.4627757;-35.57807855764607
1739209870.4627786;-38.13080360867914
1739209870.4627814;-38.13080360867914
1739209870.4627843;-45.120503652039325
1739209870.4627872;-32.816014438256545
1739209870.4627903;-38.13080360867914
1739209870.462793;-38.13080360867914
1739209870.462796;-32.816014438256545
1739209870.4627988;-32.816014438256545
1739209870.4628017;-38.13080360867914
1739209870.4628046;-45.120503652039325
1739209870.4628077;-38.13080360867914
1739209870.4628105;-38.13080360867914
1739209870.4628134;-45.120503652039325
1739209870.4628162;-45.120503652039325
1739209870.462819;-45.120503652039325
1739209870.462822;-33.981070128970956
1739209870.462825;-45.120503652039325
1739209870.462828;-45.120503652039325
1739209870.4628308;-45.120503652039325
1739209870.4628336;-45.120503652039325
1739209870.4628365;-31.141103565318915
1739209870.4628394;-38.13080360867914
1739209870.4628422;-45.120503652039325
1739209870.4628453;-32.816014438256545
1739209870.4628482;-33.981070128970906
1739209870.462851;-45.120503652039325
1739209870.462854;-33.981070128970906
1739209870.4628568;-32.816014438256545
1739209870.4628596;-45.120503652039325
1739209870.4628627;-45.120503652039325
1739209870.4628656;-38.13080360867914
1739209870.4628685;-27.8777449560314
1739209870.4628713;-45.120503652039325
1739209870.4628742;-45.120503652039325
1739209870.462877;-38.13080360867914
1739209870.4628801;-35.57807855764607
1739209870.462883;-38.13080360867914
1739209870.4628859;-35.57807855764607
1739209870.4628887;-38.13080360867914
1739209870.4628916;-45.120503652039325
1739209870.4628944;-45.120503652039325
1739209870.4628975;-45.120503652039325
1739209870.4629004;-38.13080360867914
1739209870.4629033;-35.57807855764607
1739209870.4629061;-38.13080360867914
1739209870.462909;-45.120503652039325
1739209870.4629118;-38.13080360867914
1739209870.462915;-35.57807855764607
1739209870.4629178;-38.13080360867914
1739209870.4629207;-45.120503652039325
1739209870.4629235;-45.120503652039325
1739209870.4629264;-45.120503652039325
1739209870.4629292;-38.13080360867914
1739209870.4629323;-45.120503652039325
1739209870.4629352;-38.13080360867914
1739209870.462938;-35.57807855764607
1739209870.462941;-45.120503652039325
1739209870.4629438;-38.13080360867914
1739209870.4629467;-35.57807855764607
1739209870.4629498;-38.13080360867914
1739209870.4629526;-45.120503652039325
1739209870.4629555;-45.120503652039325
1739209870.4629583;-45.120503652039325
1739209870.4629612;-45.120503652039325
1739209870.462964;-38.13080360867914
1739209870.4629672;-45.120503652039325
1739209870.46297;-45.120503652039325
1739209870.4629729;-31.141103565318893
1739209870.4629757;-45.120503652039325
1739209870.4629786;-45.120503652039325
1739209870.4629815;-38.13080360867914
1739209870.4629846;-38.13080360867914
1739209870.4629874;-31.141103565318915
1739209870.4629903;-45.120503652039325
1739209870.4629931;-45.120503652039325
1739209870.462996;-45.120503652039325
1739209870.4629989;-38.13080360867914
1739209870.463002;-38.13080360867914
1739209870.4630048;-38.13080360867914
1739209870.4630077;-45.120503652039325
1739209870.4630105;-35.57807855764607
1739209870.4630134;-35.57807855764607
1739209870.4630163;-38.13080360867914
1739209870.4630194;-45.120503652039325
1739209870.4630222;-45.120503652039325
1739209870.463025;-38.13080360867914
1739209870.463028;-33.981070128970906
1739209870.4630308;-38.13080360867914
1739209870.4630337;-45.120503652039325
1739209870.4630368;-45.120503652039325
1739209870.4630396;-45.120503652039325
1739209870.4630425;-38.13080360867914
1739209870.4630454;-38.13080360867914
1739209870.4630482;-45.120503652039325
1739209870.463051;-45.120503652039325
1739209870.4630542;-33.981070128970906
1739209870.463057;-28.992665084841942
1739209870.46306;-45.120503652039325
1739209870.4630628;-45.120503652039325
1739209870.4630656;-45.120503652039325
1739209870.4630685;-38.13080360867914
1739209870.4630716;-38.13080360867914
1739209870.4630744;-38.13080360867914
1739209870.4630773;-45.120503652039325
1739209870.4630802;-33.981070128970906
1739209870.463083;-45.120503652039325
1739209870.463086;-45.120503652039325
1739209870.463089;-38.13080360867914
1739209870.4630919;-45.120503652039325
1739209870.4630947;-45.120503652039325
1739209870.4630976;-38.13080360867914
1739209870.4631004;-32.816014438256545
1739209870.4631033;-28.992665084841942
1739209870.4631064;-38.13080360867914
1739209870.4631093;-35.57807855764607
1739209870.463112;-45.120503652039325
1739209870.463115;-33.981070128970906
1739209870.4631178;-45.120503652039325
1739209870.4631207;-45.120503652039325
1739209870.4631238;-45.120503652039325
1739209870.4631267;-38.13080360867914
1739209870.4631295;-45.120503652039325
1739209870.4631324;-38.13080360867914
1739209870.4631352;-45.120503652039325
1739209870.463138;-38.13080360867914
1739209870.463141;-35.57807855764607
1739209870.463144;-38.13080360867914
1739209870.463147;-45.120503652039325
1739209870.4631498;-38.13080360867914
1739209870.4631526;-45.120503652039325
1739209870.4631555;-38.13080360867914
1739209870.4631584;-38.13080360867914
1739209870.4631615;-38.13080360867914
1739209870.4631643;-45.120503652039325
1739209870.4631672;-45.120503652039325
1739209870.46317;-45.120503652039325
1739209870.463173;-30.49652367304973
1739209870.4631758;-38.13080360867914
1739209870.4631789;-33.981070128970906
1739209870.4631817;-45.120503652039325
1739209870.4631846;-38.13080360867914
1739209870.4631875;-32.816014438256545
1739209870.4631903;-38.13080360867914
1739209870.4631932;-45.120503652039325
1739209870.4631963;-31.141103565318915
1739209870.4631991;-38.13080360867914
1739209870.463202;-38.13080360867914
1739209870.4632049;-45.120503652039325
1739209870.4632077;-45.120503652039325
1739209870.4632106;-35.57807855764607
1739209870.4632137;-38.13080360867914
1739209870.4632165;-45.120503652039325
1739209870.4632194;-33.981070128970906
1739209870.4632223;-45.120503652039325
1739209870.4632251;-45.120503652039325
1739209870.463228;-38.13080360867914
1739209870.463231;-38.13080360867914
1739209870.463234;-45.120503652039325
1739209870.4632368;-38.13080360867914
1739209870.4632397;-45.120503652039325
1739209870.4632425;-38.13080360867914
1739209870.4632454;-38.13080360867914
1739209870.4632485;-38.13080360867914
1739209870.4632514;-38.13080360867914
1739209870.4632542;-33.981070128970906
1739209870.463257;-35.57807855764607
1739209870.46326;-38.13080360867914
1739209870.4632628;-35.57807855764607
1739209870.463266;-35.57807855764607
1739209870.4632688;-45.120503652039325
1739209870.4632716;-38.13080360867914
1739209870.4632745;-45.120503652039325
1739209870.4632773;-38.13080360867914
1739209870.4632802;-38.13080360867914
1739209870.4632833;-45.120503652039325
1739209870.4632862;-45.120503652039325
1739209870.463289;-38.13080360867914
1739209870.463292;-45.120503652039325
1739209870.4632947;-38.13080360867914
