CAN Message; 0x1d3:0000ba14c497386b
1739209798.8631408;-38.13080360867914
1739209798.8631427;-45.120503652039325
1739209798.8631444;-45.120503652039325
1739209798.863146;-45.120503652039325
1739209798.863148;-38.13080360867914
1739209798.8631496;-38.13080360867914
1739209798.8631516;-45.120503652039325
1739209798.8631532;-45.120503652039325
1739209798.863155;-45.120503652039325
1739209798.8631568;-38.13080360867914
1739209798.8631585;-38.13080360867914
1739209798.8631604;-45.120503652039325
1739209798.863162;-45.120503652039325
1739209798.8631637;-38.13080360867914
1739209798.8631656;-45.120503652039325
1739209798.8631673;-32.816014438256545
1739209798.863169;-38.13080360867914
1739209798.8631709;-45.120503652039325
1739209798.8631725;-38.13080360867914
1739209798.8631744;-38.13080360867914
1739209798.863176;-45.120503652039325
1739209798.8631778;-38.13080360867914
1739209798.8631797;-38.13080360867914
1739209798.8631814;-31.141103565318893
1739209798.863183;-32.816014438256545
1739209798.863185;-35.57807855764607
1739209798.8631866;-33.981070128970906
1739209798.8631885;-45.120503652039325
1739209798.8631902;-38.13080360867914
1739209798.8631918;-38.13080360867914
1739209798.8631938;-38.13080360867914
1739209798.8631954;-33.981070128970956
1739209798.8631973;-38.13080360867914
1739209798.863199;-45.120503652039325
1739209798.8632007;-45.120503652039325
1739209798.8632026;-38.13080360867914
1739209798.8632042;-30.49652367304973
1739209798.863206;-45.120503652039325
1739209798.8632078;-38.13080360867914
1739209798.8632095;-25.826314394896354
1739209798.8632114;-32.816014438256545
1739209798.863213;-45.120503652039325
1739209798.8632147;-45.120503652039325
1739209798.8632166;-32.816014438256545
1739209798.8632183;-38.13080360867914
1739209798.8632202;-45.120503652039325
1739209798.863222;-38.13080360867914
1739209798.8632236;-38.13080360867914
1739209798.8632255;-45.120503652039325
1739209798.8632271;-45.120503652039325
1739209798.8632288;-45.120503652039325
1739209798.8632307;-35.57807855764607
1739209798.8632324;-33.981070128970906
1739209798.8632343;-45.120503652039325
1739209798.863236;-38.13080360867914
1739209798.8632376;-45.120503652039325
1739209798.8632395;-45.120503652039325
1739209798.8632412;-45.120503652039325
1739209798.863243;-45.120503652039325
1739209798.8632448;-45.120503652039325
1739209798.8632464;-38.13080360867914
1739209798.8632483;-38.13080360867914
1739209798.86325;-45.120503652039325
1739209798.8632517;-26.035653463252796
1739209798.8632536;-31.141103565318893
1739209798.8632553;-45.120503652039325
1739209798.8632572;-45.120503652039325
1739209798.8632588;-35.57807855764607
1739209798.8632605;-38.13080360867914
1739209798.8632624;-45.120503652039325
1739209798.863264;-38.13080360867914
1739209798.8632658;-45.120503652039325
1739209798.8632677;-45.120503652039325
1739209798.8632693;-38.13080360867914
1739209798.8632712;-38.13080360867914
1739209798.863273;-38.13080360867914
1739209798.8632746;-45.120503652039325
1739209798.8632765;-35.57807855764607
1739209798.8632782;-38.13080360867914
1739209798.86328;-35.57807855764607
1739209798.8632817;-35.57807855764607
1739209798.8632834;-38.13080360867914
1739209798.8632853;-38.13080360867914
1739209798.863287;-45.120503652039325
1739209798.8632886;-45.120503652039325
1739209798.8632905;-38.13080360867914
1739209798.8632922;-38.13080360867914
1739209798.8632941;-35.57807855764607
1739209798.8632958;-38.13080360867914
1739209798.8632975;-45.120503652039325
1739209798.8632994;-45.120503652039325
1739209798.863301;-35.57807855764607
1739209798.863303;-38.13080360867914
1739209798.8633046;-45.120503652039325
1739209798.8633063;-32.816014438256545
1739209798.8633082;-45.120503652039325
1739209798.8633099;-38.13080360867914
1739209798.8633115;-38.13080360867914
1739209798.8633134;-45.120503652039325
1739209798.863315;-45.120503652039325
1739209798.863317;-45.120503652039325
1739209798.8633187;-45.120503652039325
1739209798.8633204;-38.13080360867914
1739209798.8633223;-45.120503652039325
1739209798.863324;-38.13080360867914
1739209798.8633256;-38.13080360867914
1739209798.8633275;-45.120503652039325
1739209798.8633292;-45.120503652039325
1739209798.863331;-45.120503652039325
1739209798.8633327;-38.13080360867914
1739209798.8633344;-33.981070128970906
1739209798.8633363;-45.120503652039325
1739209798.863338;-33.981070128970906
1739209798.86334;-32.816014438256545
1739209798.8633416;-38.13080360867914
1739209798.8633432;-38.13080360867914
1739209798.8633451;-32.816014438256545
1739209798.8633468;-38.13080360867914
1739209798.8633485;-38.13080360867914
1739209798.8633504;-45.120503652039325
1739209798.863352;-38.13080360867914
1739209798.863354;-38.13080360867914
1739209798.8633556;-45.120503652039325
1739209798.8633573;-38.13080360867914
1739209798.8633592;-33.981070128970906
1739209798.863361;-45.120503652039325
1739209798.8633628;-38.13080360867914
1739209798.8633645;-35.57807855764607
1739209798.8633661;-33.981070128970906
1739209798.863368;-45.120503652039325
1739209798.8633697;-45.120503652039325
1739209798.8633714;-45.120503652039325
1739209798.8633733;-45.120503652039325
1739209798.863375;-38.13080360867914
1739209798.8633769;-33.981070128970906
1739209798.8633785;-45.120503652039325
1739209798.8633802;-31.141103565318915
1739209798.863382;-33.981070128970906
1739209798.8633838;-45.120503652039325
1739209798.8633857;-33.981070128970906
1739209798.8633873;-38.13080360867914
1739209798.863389;-45.120503652039325
1739209798.863391;-45.120503652039325
1739209798.8633926;-33.981070128970906
1739209798.8633943;-31.141103565318915
1739209798.8633962;-38.13080360867914
1739209798.8633978;-38.13080360867914
1739209798.8633997;-38.13080360867914
1739209798.8634014;-45.120503652039325
1739209798.863403;-38.13080360867914
1739209798.863405;-38.13080360867914
1739209798.8634067;-45.120503652039325
1739209798.8634083;-33.981070128970906
1739209798.8634102;-33.981070128970906
1739209798.863412;-45.120503652039325
1739209798.8634138;-38.13080360867914
1739209798.8634155;-38.13080360867914
1739209798.8634171;-45.120503652039325
1739209798.863419;-45.120503652039325
1739209798.8634207;-38.13080360867914
1739209798.8634226;-38.13080360867914
1739209798.8634243;-45.120503652039325
1739209798.863426;-45.120503652039325
1739209798.8634279;-38.13080360867914
1739209798.8634295;-33.981070128970906
1739209798.8634312;-45.120503652039325
1739209798.8634331;-45.120503652039325
1739209798.8634348;-45.120503652039325
1739209798.8634367;-45.120503652039325
1739209798.8634384;-38.13080360867914
1739209798.86344;-38.13080360867914
1739209798.863442;-45.120503652039325
1739209798.8634436;-45.120503652039325
1739209798.8634455;-38.13080360867914
1739209798.8634472;-38.13080360867914
1739209798.8634489;-45.120503652039325
1739209798.8634508;-33.981070128970906
1739209798.8634524;-28.992665084841942
1739209798.863454;-45.120503652039325
1739209798.863456;-45.120503652039325
1739209798.8634577;-38.13080360867914
1739209798.8634596;-38.13080360867914
1739209798.8634613;-38.13080360867914
1739209798.863463;-45.120503652039325
1739209798.8634648;-38.13080360867914
1739209798.8634665;-38.13080360867914
1739209798.8634684;-33.981070128970906
1739209798.86347;-45.120503652039325
1739209798.8634717;-45.120503652039325
1739209798.8634737;-38.13080360867914
1739209798.8634753;-45.120503652039325
1739209798.863477;-45.120503652039325
1739209798.863479;-38.13080360867914
1739209798.8634806;-45.120503652039325
1739209798.8634825;-38.13080360867914
1739209798.8634841;-33.981070128970906
1739209798.8634858;-45.120503652039325
1739209798.8634877;-38.13080360867914
1739209798.8634894;-32.816014438256545
1739209798.863491;-38.13080360867914
1739209798.863493;-38.13080360867914
1739209798.8634946;-33.981070128970906
1739209798.8634965;-45.120503652039325
1739209798.8634982;-45.120503652039325
1739209798.8634999;-38.13080360867914
1739209798.8635018;-45.120503652039325
1739209798.8635035;-45.120503652039325
1739209798.8635054;-38.13080360867914
1739209798.863507;-45.120503652039325
1739209798.8635087;-38.13080360867914
1739209798.8635106;-45.120503652039325
1739209798.8635123;-45.120503652039325
1739209798.863514;-38.13080360867914
1739209798.8635159;-38.13080360867914
1739209798.8635175;-45.120503652039325
1739209798.8635194;-45.120503652039325
1739209798.863521;-45.120503652039325
1739209798.8635228;-35.57807855764607
1739209798.8635247;-35.57807855764607
1739209798.8635263;-45.120503652039325
1739209798.8635283;-45.120503652039325
1739209798.86353;-38.13080360867914
1739209798.8635316;-35.57807855764607
1739209798.8635335;-38.13080360867914
1739209798.8635352;-45.120503652039325
1739209798.8635368;-45.120503652039325
1739209798.8635387;-45.120503652039325
1739209798.8635404;-35.57807855764607
1739209798.8635423;-38.13080360867914
1739209798.863544;-38.13080360867914
1739209798.8635457;-45.120503652039325
1739209798.8635476;-38.13080360867914
1739209798.8635492;-45.120503652039325
1739209798.8635511;-33.981070128970906
1739209798.8635528;-32.816014438256545
1739209798.8635545;-38.13080360867914
1739209798.8635564;-38.13080360867914
1739209798.863558;-45.120503652039325
1739209798.8635597;-38.13080360867914
1739209798.8635616;-45.120503652039325
1739209798.8635633;-45.120503652039325
1739209798.8635652;-45.120503652039325
1739209798.8635669;-45.120503652039325
1739209798.8635685;-35.57807855764607
1739209798.8635705;-38.13080360867914
1739209798.8635721;-45.120503652039325
1739209798.8635738;-38.13080360867914
1739209798.8635757;-32.816014438256545
1739209798.8635774;-38.13080360867914
1739209798.8635793;-45.120503652039325
1739209798.863581;-45.120503652039325
1739209798.8635826;-45.120503652039325
1739209798.8635845;-45.120503652039325
1739209798.8635862;-33.981070128970906
1739209798.863588;-38.13080360867914
1739209798.8635898;-38.13080360867914
1739209798.8635914;-45.120503652039325
1739209798.8635933;-35.57807855764607
1739209798.863595;-30.49652367304973
1739209798.8635967;-45.120503652039325
1739209798.8635986;-38.13080360867914
1739209798.8636003;-45.120503652039325
1739209798.8636022;-45.120503652039325
1739209798.8636038;-38.13080360867914
1739209798.8636055;-33.981070128970906
1739209798.8636074;-38.13080360867914
1739209798.863609;-35.57807855764607
1739209798.863611;-45.120503652039325
1739209798.8636127;-45.120503652039325
1739209798.8636143;-38.13080360867914
1739209798.8636162;-45.120503652039325
1739209798.863618;-45.120503652039325
1739209798.8636196;-45.120503652039325
1739209798.8636215;-30.49652367304973
1739209798.8636231;-26.991370085610722
1739209798.863625;-38.13080360867914
1739209798.8636267;-38.13080360867914
1739209798.8636284;-38.13080360867914
1739209798.8636303;-38.13080360867914
1739209798.863632;-45.120503652039325
1739209798.8636336;-38.13080360867914
1739209798.8636355;-45.120503652039325
1739209798.8636372;-32.81601443825658
1739209798.863639;-32.816014438256545
1739209798.8636408;-35.57807855764607
1739209798.8636425;-38.13080360867914
1739209798.8636444;-45.120503652039325
1739209798.863646;-38.13080360867914
1739209798.863648;-38.13080360867914
1739209798.8636496;-35.57807855764607
1739209798.8636513;-27.267205301931607
1739209798.8636532;-45.120503652039325
1739209798.8636549;-35.57807855764607
1739209798.8636565;-38.13080360867914
1739209798.8636584;-31.141103565318915
1739209798.86366;-38.13080360867914
1739209798.863662;-38.13080360867914
1739209798.8636637;-45.120503652039325
1739209798.8636653;-45.120503652039325
1739209798.8636672;-45.120503652039325
1739209798.863669;-45.120503652039325
1739209798.8636708;-38.13080360867914
1739209798.8636725;-38.13080360867914
1739209798.8636742;-38.13080360867914
1739209798.863676;-38.13080360867914
1739209798.8636777;-35.57807855764607
1739209798.8636794;-35.57807855764607
1739209798.8636813;-45.120503652039325
1739209798.863683;-38.13080360867914
1739209798.863685;-38.13080360867914
1739209798.8636866;-45.120503652039325
1739209798.8636882;-45.120503652039325
1739209798.8636901;-38.13080360867914
1739209798.8636918;-38.13080360867914
1739209798.8636937;-28.992665084841942
1739209798.8636954;-30.49652367304973
1739209798.863697;-45.120503652039325
1739209798.863699;-25.826314394896357
1739209798.8637006;-24.438645034577675
1739209798.8637023;-31.141103565318915
1739209798.8637042;-31.141103565318893
1739209798.8637059;-31.141103565318915
1739209798.8637078;-35.57807855764607
1739209798.8637094;-27.8777449560314
1739209798.863711;-38.13080360867914
1739209798.863713;-45.120503652039325
1739209798.8637147;-38.13080360867914
1739209798.8637164;-38.13080360867914
1739209798.8637183;-32.816014438256545
1739209798.86372;-26.991370085610768
1739209798.8637218;-20.001670042250545
1739209798.8637235;-28.21854285175415
1739209798.8637252;-32.816014438256545
1739209798.863727;-38.13080360867914
1739209798.8637288;-45.120503652039325
1739209798.8637307;-38.13080360867914
1739209798.8637323;-45.120503652039325
1739209798.863734;-38.13080360867914
1739209798.863736;-28.58837851428586
1739209798.8637376;-27.267205301931607
1739209798.8637393;-38.13080360867914
1739209798.8637412;-27.267205301931607
1739209798.8637428;-25.826314394896357
1739209798.8637447;-26.991370085610754
1739209798.8637464;-31.141103565318915
1739209798.863748;-35.57807855764607
1739209798.86375;-38.13080360867914
1739209798.8637516;-35.57807855764607
1739209798.8637536;-45.120503652039325
1739209798.8637552;-32.816014438256545
1739209798.863757;-38.13080360867914
1739209798.8637588;-45.120503652039325
1739209798.8637605;-38.13080360867914
1739209798.8637621;-27.267205301931607
1739209798.863764;-22.44878636800916
1739209798.8637657;-25.62660358559016
1739209798.8637676;-38.13080360867914
1739209798.8637693;-38.13080360867914
1739209798.863771;-45.120503652039325
1739209798.8637729;-29.438486411369333
1739209798.8637745;-38.13080360867914
1739209798.8637762;-38.13080360867914
1739209798.863778;-31.141103565318915
1739209798.8637798;-38.13080360867914
1739209798.8637817;-31.141103565318915
1739209798.8637834;-45.120503652039325
1739209798.863785;-26.991370085610722
1739209798.863787;-24.15140352195872
1739209798.8637886;-32.81601443825658
1739209798.8637905;-38.13080360867914
1739209798.8637922;-28.992665084841942
1739209798.8637938;-28.58837851428586
1739209798.8637958;-33.981070128970906
1739209798.8637974;-32.816014438256545
1739209798.863799;-38.13080360867914
1739209798.863801;-29.438486411369333
1739209798.8638027;-38.13080360867914
1739209798.8638046;-45.120503652039325
1739209798.8638062;-31.141103565318943
1739209798.863808;-26.991370085610754
1739209798.8638098;-24.589719217205094
1739209798.8638115;-35.57807855764607
1739209798.8638134;-27.267205301931607
1739209798.863815;-38.13080360867914
1739209798.8638167;-32.816014438256545
1739209798.8638186;-45.120503652039325
1739209798.8638203;-33.981070128970906
1739209798.863822;-33.981070128970906
1739209798.863824;-38.13080360867914
1739209798.8638256;-45.120503652039325
1739209798.8638275;-26.991370085610722
1739209798.8638291;-24.438645034577675
1739209798.8638308;-26.991370085610722
1739209798.8638327;-33.981070128970906
1739209798.8638344;-45.120503652039325
1739209798.8638363;-26.991370085610736
1739209798.863838;-33.981070128970906
1739209798.8638396;-45.120503652039325
1739209798.8638415;-45.120503652039325
1739209798.8638432;-45.120503652039325
1739209798.8638449;-33.981070128970906
1739209798.8638468;-30.49652367304973
1739209798.8638484;-31.141103565318915
1739209798.8638504;-26.991370085610768
1739209798.863852;-22.264930561961563
1739209798.8638537;-45.120503652039325
1739209798.8638556;-38.13080360867914
1739209798.8638573;-45.120503652039325
1739209798.863859;-45.120503652039325
1739209798.8638608;-38.13080360867914
1739209798.8638625;-45.120503652039325
1739209798.8638644;-29.438486411369333
1739209798.863866;-33.981070128970906
1739209798.8638678;-45.120503652039325
1739209798.8638697;-38.13080360867914
1739209798.8638713;-24.589719217205094
1739209798.8638732;-27.267205301931607
1739209798.863875;-27.877744956031417
1739209798.8638766;-45.120503652039325
1739209798.8638785;-33.981070128970956
1739209798.8638802;-45.120503652039325
1739209798.8638818;-45.120503652039325
1739209798.8638837;-45.120503652039325
1739209798.8638854;-45.120503652039325
1739209798.8638873;-45.120503652039325
1739209798.863889;-38.13080360867914
1739209798.8638906;-38.13080360867914
1739209798.8638926;-38.13080360867914
1739209798.8638942;-45.120503652039325
1739209798.8638961;-45.120503652039325
1739209798.8638978;-45.120503652039325
1739209798.8638995;-32.816014438256545
1739209798.8639014;-35.57807855764607
1739209798.863903;-45.120503652039325
1739209798.8639047;-45.120503652039325
1739209798.8639066;-32.816014438256545
1739209798.8639083;-32.816014438256545
1739209798.8639102;-38.13080360867914
1739209798.8639119;-38.13080360867914
1739209798.8639135;-45.120503652039325
1739209798.8639154;-45.120503652039325
1739209798.863917;-33.981070128970906
1739209798.863919;-33.981070128970906
1739209798.8639207;-45.120503652039325
1739209798.8639224;-32.81601443825658
1739209798.8639243;-45.120503652039325
1739209798.863926;-45.120503652039325
1739209798.8639276;-38.13080360867914
1739209798.8639295;-38.13080360867914
1739209798.8639312;-35.57807855764607
1739209798.863933;-38.13080360867914
1739209798.8639348;-35.57807855764607
1739209798.8639364;-32.816014438256545
1739209798.8639383;-32.816014438256545
1739209798.86394;-30.49652367304973
1739209798.8639417;-38.13080360867914
1739209798.8639436;-38.13080360867914
1739209798.8639452;-45.120503652039325
1739209798.8639472;-45.120503652039325
1739209798.8639488;-38.13080360867914
1739209798.8639505;-38.13080360867914
1739209798.8639524;-45.120503652039325
1739209798.863954;-38.13080360867914
1739209798.863956;-45.120503652039325
1739209798.8639576;-38.13080360867914
1739209798.8639593;-45.120503652039325
1739209798.8639612;-38.13080360867914
1739209798.863963;-38.13080360867914
1739209798.8639646;-38.13080360867914
1739209798.8639665;-38.13080360867914
1739209798.8639681;-38.13080360867914
1739209798.86397;-45.120503652039325
1739209798.8639717;-45.120503652039325
1739209798.8639734;-38.13080360867914
1739209798.8639753;-38.13080360867914
1739209798.863977;-33.981070128970906
1739209798.8639789;-27.267205301931607
1739209798.8639805;-45.120503652039325
1739209798.8639822;-45.120503652039325
1739209798.863984;-38.13080360867914
1739209798.8639858;-35.57807855764607
1739209798.8639874;-45.120503652039325
1739209798.8639894;-45.120503652039325
1739209798.863991;-38.13080360867914
1739209798.863993;-38.13080360867914
1739209798.8639946;-38.13080360867914
1739209798.8639963;-38.13080360867914
1739209798.8639982;-45.120503652039325
1739209798.8639998;-38.13080360867914
1739209798.8640018;-45.120503652039325
1739209798.8640034;-38.13080360867914
1739209798.864005;-33.981070128970906
1739209798.864007;-38.13080360867914
1739209798.8640087;-45.120503652039325
1739209798.8640103;-38.13080360867914
1739209798.8640122;-32.816014438256545
1739209798.864014;-45.120503652039325
1739209798.8640158;-45.120503652039325
1739209798.8640175;-45.120503652039325
1739209798.8640192;-45.120503652039325
1739209798.864021;-28.992665084841942
1739209798.8640227;-38.13080360867914
1739209798.8640244;-38.13080360867914
1739209798.8640263;-38.13080360867914
1739209798.864028;-33.981070128970906
1739209798.86403;-33.981070128970906
1739209798.8640316;-38.13080360867914
1739209798.8640332;-38.13080360867914
1739209798.8640351;-28.58837851428586
1739209798.8640368;-33.981070128970906
1739209798.8640387;-38.13080360867914
1739209798.8640404;-26.991370085610736
1739209798.864042;-38.13080360867914
1739209798.864044;-25.826314394896357
1739209798.8640456;-23.273589343863303
1739209798.8640473;-38.13080360867914
1739209798.8640492;-28.58837851428586
1739209798.8640509;-33.981070128970956
1739209798.8640528;-32.816014438256545
1739209798.8640544;-38.13080360867914
1739209798.864056;-38.13080360867914
1739209798.864058;-31.141103565318915
1739209798.8640597;-38.13080360867914
1739209798.8640616;-27.267205301931607
1739209798.8640633;-45.120503652039325
1739209798.864065;-31.141103565318915
1739209798.8640668;-45.120503652039325
1739209798.8640685;-38.13080360867914
1739209798.8640702;-30.49652367304973
1739209798.864072;-24.15140352195872
1739209798.8640738;-45.120503652039325
1739209798.8640757;-23.50682362968953
1739209798.8640773;-25.826314394896364
1739209798.864079;-32.81601443825658
1739209798.864081;-45.120503652039325
1739209798.8640826;-32.816014438256545
1739209798.8640842;-28.992665084841942
1739209798.8640862;-33.981070128970956
1739209798.8640878;-27.8777449560314
1739209798.8640897;-29.438486411369347
1739209798.8640914;-28.992665084841967
1739209798.864093;-29.438486411369347
1739209798.864095;-33.981070128970906
1739209798.8640966;-32.816014438256545
1739209798.8640985;-27.877744956031417
1739209798.8641002;-31.141103565318943
1739209798.864102;-38.13080360867914
1739209798.8641038;-38.13080360867914
1739209798.8641055;-29.438486411369333
1739209798.8641071;-31.141103565318915
1739209798.864109;-28.588378514285886
1739209798.8641107;-28.58837851428586
1739209798.8641126;-33.981070128970906
1739209798.8641143;-31.141103565318893
1739209798.864116;-33.981070128970906
1739209798.8641179;-38.13080360867914
1739209798.8641195;-35.57807855764607
1739209798.8641214;-30.49652367304976
1739209798.864123;-33.981070128970906
1739209798.8641248;-30.49652367304973
1739209798.8641267;-24.151403521958727
1739209798.8641284;-27.267205301931607
1739209798.86413;-31.141103565318915
1739209798.864132;-25.826314394896354
1739209798.8641336;-45.120503652039325
1739209798.8641355;-26.035653463252796
1739209798.8641372;-29.438486411369333
1739209798.8641388;-27.8777449560314
1739209798.8641407;-28.218542851754165
1739209798.8641424;-31.141103565318943
1739209798.8641443;-28.21854285175415
1739209798.864146;-27.877744956031417
1739209798.8641477;-30.49652367304976
1739209798.8641496;-26.991370085610754
1739209798.8641512;-27.8777449560314
1739209798.864153;-24.438645034577675
1739209798.8641548;-45.120503652039325
1739209798.8641565;-38.13080360867914
1739209798.8641584;-45.120503652039325
1739209798.86416;-28.992665084841942
1739209798.8641617;-32.81601443825658
1739209798.8641636;-38.13080360867914
1739209798.8641653;-38.13080360867914
1739209798.864167;-38.13080360867914
1739209798.864169;-45.120503652039325
1739209798.8641706;-33.981070128970906
1739209798.8641725;-33.981070128970956
1739209798.8641741;-32.816014438256545
1739209798.8641758;-28.992665084841942
1739209798.8641777;-28.58837851428586
1739209798.8641794;-27.8777449560314
1739209798.8641813;-29.438486411369347
1739209798.864183;-31.141103565318943
1739209798.8641846;-22.84163660590255
1739209798.8641865;-26.03565346325281
1739209798.8641882;-31.141103565318943
1739209798.8641899;-27.267205301931607
1739209798.8641918;-38.13080360867914
1739209798.8641934;-45.120503652039325
1739209798.8641953;-33.981070128970906
1739209798.864197;-33.981070128970906
1739209798.8641987;-28.21854285175415
1739209798.8642006;-38.13080360867914
1739209798.8642023;-31.141103565318915
1739209798.8642042;-28.58837851428586
1739209798.8642058;-33.981070128970906
1739209798.8642075;-23.506823629689542
1739209798.8642094;-33.981070128970906
1739209798.864211;-45.120503652039325
1739209798.8642128;-28.58837851428586
1739209798.8642147;-33.981070128970906
1739209798.8642163;-29.438486411369354
1739209798.8642182;-25.62660358559016
1739209798.86422;-31.141103565318915
1739209798.8642216;-38.13080360867914
1739209798.8642235;-33.981070128970956
1739209798.8642251;-33.981070128970906
1739209798.8642268;-30.49652367304973
1739209798.8642287;-33.981070128970906
1739209798.8642304;-26.991370085610736
1739209798.8642323;-38.13080360867914
1739209798.864234;-27.8777449560314
1739209798.8642356;-45.120503652039325
1739209798.8642375;-32.816014438256545
1739209798.8642392;-45.120503652039325
1739209798.8642411;-33.981070128970906
1739209798.8642428;-30.49652367304973
1739209798.8642445;-23.273589343863303
1739209798.8642464;-33.981070128970906
1739209798.864248;-29.438486411369347
1739209798.8642497;-23.506823629689542
1739209798.8642516;-28.992665084841967
1739209798.8642533;-45.120503652039325
1739209798.8642552;-33.981070128970906
1739209798.8642569;-30.49652367304973
1739209798.8642585;-27.877744956031414
1739209798.8642604;-26.991370085610722
1739209798.864262;-33.981070128970906
1739209798.864264;-30.49652367304976
1739209798.8642657;-31.141103565318943
1739209798.8642673;-33.981070128970906
1739209798.8642693;-32.816014438256545
1739209798.864271;-26.487275050834725
1739209798.8642726;-45.120503652039325
1739209798.8642745;-32.816014438256545
1739209798.8642762;-28.992665084841942
1739209798.864278;-31.141103565318915
1739209798.8642797;-26.487275050834715
1739209798.8642814;-33.981070128970906
1739209798.8642833;-33.981070128970956
1739209798.864285;-31.141103565318915
1739209798.864287;-31.141103565318893
1739209798.8642886;-31.141103565318915
1739209798.8642902;-27.8777449560314
1739209798.8642921;-29.438486411369347
1739209798.8642938;-38.13080360867914
1739209798.8642955;-38.13080360867914
1739209798.8642974;-31.141103565318915
1739209798.864299;-28.21854285175415
1739209798.864301;-24.589719217205094
1739209798.8643026;-32.81601443825658
1739209798.8643043;-25.077289914212862
1739209798.8643062;-25.62660358559016
1739209798.8643079;-28.21854285175415
1739209798.8643095;-31.141103565318915
1739209798.8643115;-26.991370085610722
1739209798.8643131;-25.826314394896357
1739209798.864315;-33.981070128970956
1739209798.8643167;-45.120503652039325
1739209798.8643184;-30.49652367304973
1739209798.8643203;-38.13080360867914
1739209798.864322;-45.120503652039325
1739209798.8643239;-38.13080360867914
1739209798.8643255;-38.13080360867914
1739209798.8643272;-31.141103565318915
1739209798.864329;-45.120503652039325
1739209798.8643308;-45.120503652039325
1739209798.8643324;-38.13080360867914
1739209798.8643343;-30.49652367304973
1739209798.864336;-31.141103565318943
1739209798.864338;-29.438486411369333
1739209798.8643396;-28.58837851428586
1739209798.8643413;-28.58837851428586
1739209798.8643432;-27.267205301931607
1739209798.8643448;-33.981070128970956
1739209798.8643467;-33.981070128970906
1739209798.8643484;-45.120503652039325
1739209798.86435;-28.992665084841942
1739209798.864352;-28.992665084841942
1739209798.8643537;-45.120503652039325
1739209798.8643553;-28.992665084841942
1739209798.8643572;-26.991370085610736
1739209798.864359;-32.816014438256545
1739209798.8643608;-45.120503652039325
1739209798.8643625;-31.141103565318915
1739209798.8643641;-26.991370085610722
1739209798.864366;-27.267205301931607
1739209798.8643677;-31.14110356531892
1739209798.8643696;-45.120503652039325
