CAN Message; 0x1a7:0000045c1fd8a93d
Timestamp;Amplitude
1739209848.8583798;-22.54371790334745
1739209848.8583827;-23.506823629689542
1739209848.8583858;-31.141103565318915
1739209848.858389;-38.13080360867914
1739209848.858392;-32.816014438256545
1739209848.858395;-19.69224938244749
1739209848.8583982;-38.13080360867914
1739209848.8584013;-45.120503652039325
1739209848.8584044;-33.981070128970906
1739209848.8584075;-31.14110356531892
1739209848.8584106;-8.595139466109039
1739209848.8584135;-24.438645034577675
1739209848.8584166;-27.8777449560314
1739209848.8584197;-33.981070128970956
1739209848.8584228;-23.506823629689542
1739209848.8584259;-18.299052888300974
1739209848.858429;-45.120503652039325
1739209848.858432;-45.120503652039325
1739209848.8584352;-24.438645034577675
1739209848.8584383;-20.888044912671223
1739209848.8584414;-11.937782849923021
1739209848.8584445;-33.981070128970906
1739209848.8584473;-33.981070128970956
1739209848.8584504;-45.120503652039325
1739209848.8584535;-45.120503652039325
1739209848.8584566;-27.267205301931607
1739209848.8584597;-33.981070128970906
1739209848.8584628;-45.120503652039325
1739209848.858466;-38.13080360867914
1739209848.858469;-17.508745520481984
1739209848.858472;-32.81601443825658
1739209848.8584752;-38.13080360867914
1739209848.858478;-38.13080360867914
1739209848.8584812;-31.141103565318915
1739209848.8584843;-9.11622039471798
1739209848.8584874;-22.264930561961563
1739209848.8584905;-25.826314394896354
1739209848.8584936;-45.120503652039325
1739209848.8584967;-30.49652367304973
1739209848.8584998;-45.120503652039325
1739209848.8585029;-38.13080360867914
1739209848.858506;-38.13080360867914
1739209848.858509;-29.438486411369333
1739209848.858512;-24.15140352195872
1739209848.858515;-22.264930561961556
1739209848.8585181;-31.141103565318915
1739209848.8585212;-32.816014438256545
1739209848.8585243;-38.13080360867914
1739209848.8585274;-45.120503652039325
1739209848.8585305;-38.13080360867914
1739209848.8585336;-45.120503652039325
1739209848.8585367;-38.13080360867914
1739209848.8585398;-45.120503652039325
1739209848.8585427;-45.120503652039325
1739209848.8585458;-45.120503652039325
1739209848.8585489;-45.120503652039325
1739209848.858552;-45.120503652039325
1739209848.858555;-38.13080360867914
1739209848.8585582;-29.438486411369375
1739209848.8585613;-45.120503652039325
1739209848.8585644;-33.981070128970906
1739209848.8585675;-28.992665084841942
1739209848.8585706;-25.826314394896357
1739209848.8585737;-8.76064253403096
1739209848.8585765;-27.267205301931607
1739209848.8585796;-38.13080360867914
1739209848.8585827;-27.267205301931607
1739209848.8585858;-23.16150712794695
1739209848.858589;-21.598678470925673
1739209848.858592;-31.141103565318915
1739209848.8585951;-38.13080360867914
1739209848.8585982;-24.589719217205094
1739209848.8586013;-15.047294122811843
1739209848.8586044;-11.562158693189932
1739209848.8586075;-18.83661435153617
1739209848.8586104;-35.57807855764607
1739209848.8586135;-38.13080360867914
1739209848.8586166;-23.50682362968953
1739209848.8586197;-33.981070128970906
1739209848.8586228;-38.13080360867914
1739209848.858626;-45.120503652039325
1739209848.858629;-33.981070128970906
1739209848.858632;-22.448786368009163
1739209848.8586352;-25.62660358559016
1739209848.8586383;-29.438486411369333
1739209848.8586411;-45.120503652039325
1739209848.8586442;-31.141103565318915
1739209848.8586473;-32.816014438256545
1739209848.8586504;-35.57807855764607
1739209848.8586535;-33.981070128970906
1739209848.8586566;-38.13080360867914
1739209848.8586597;-45.120503652039325
1739209848.8586628;-45.120503652039325
1739209848.858666;-45.120503652039325
1739209848.858669;-45.120503652039325
1739209848.8586721;-28.58837851428586
1739209848.858675;-23.16150712794696
1739209848.858678;-31.141103565318943
1739209848.8586812;-32.816014438256545
1739209848.8586843;-45.120503652039325
1739209848.8586874;-45.120503652039325
1739209848.8586905;-35.57807855764607
1739209848.8586936;-35.57807855764607
1739209848.8586967;-45.120503652039325
1739209848.8586998;-38.13080360867914
1739209848.858703;-45.120503652039325
1739209848.8587058;-45.120503652039325
1739209848.8587089;-33.981070128970906
1739209848.858712;-35.57807855764607
1739209848.858715;-38.13080360867914
1739209848.8587182;-45.120503652039325
1739209848.8587213;-35.57807855764607
1739209848.8587244;-35.57807855764607
1739209848.8587275;-35.57807855764607
1739209848.8587306;-45.120503652039325
1739209848.8587337;-38.13080360867914
1739209848.8587368;-45.120503652039325
1739209848.8587396;-38.13080360867914
1739209848.8587427;-30.49652367304973
1739209848.8587458;-33.981070128970906
1739209848.858749;-38.13080360867914
1739209848.858752;-31.141103565318915
1739209848.858755;-35.57807855764607
1739209848.8587582;-25.62660358559016
1739209848.8587613;-38.13080360867914
1739209848.8587644;-45.120503652039325
1739209848.8587675;-38.13080360867914
1739209848.8587704;-33.981070128970906
1739209848.8587735;-38.13080360867914
1739209848.8587766;-45.120503652039325
1739209848.8587797;-22.740042620751332
1739209848.8587828;-29.438486411369347
1739209848.8587859;-35.57807855764607
1739209848.858789;-35.57807855764607
1739209848.858792;-45.120503652039325
1739209848.8587952;-45.120503652039325
1739209848.8587983;-45.120503652039325
1739209848.8588014;-30.49652367304973
1739209848.8588042;-33.981070128970956
1739209848.8588073;-17.661951700302005
1739209848.8588104;-8.450646468742688
1739209848.8588135;-29.438486411369347
1739209848.8588166;-38.13080360867914
1739209848.8588197;-33.981070128970906
1739209848.8588228;-35.57807855764607
1739209848.858826;-38.13080360867914
1739209848.858829;-38.13080360867914
1739209848.8588321;-27.877744956031414
1739209848.858835;-33.981070128970906
1739209848.858838;-21.300333226290604
1739209848.8588412;-33.981070128970906
1739209848.8588443;-38.13080360867914
1739209848.8588474;-38.13080360867914
1739209848.8588505;-38.13080360867914
1739209848.8588536;-23.75329798047523
1739209848.8588567;-38.13080360867914
1739209848.8588598;-33.981070128970906
1739209848.8588629;-45.120503652039325
1739209848.858866;-33.981070128970906
1739209848.8588688;-19.64275659816107
1739209848.858872;-38.13080360867914
1739209848.858875;-45.120503652039325
1739209848.8588781;-33.981070128970906
1739209848.8588812;-31.141103565318915
1739209848.8588843;-38.13080360867914
1739209848.8588874;-45.120503652039325
1739209848.8588905;-38.13080360867914
1739209848.8588936;-38.13080360867914
1739209848.8588967;-38.13080360867914
1739209848.8588998;-38.13080360867914
1739209848.8589027;-45.120503652039325
1739209848.8589058;-38.13080360867914
1739209848.858909;-35.57807855764607
1739209848.858912;-45.120503652039325
1739209848.858915;-45.120503652039325
1739209848.8589182;-33.981070128970906
1739209848.8589213;-30.49652367304973
1739209848.8589244;-38.13080360867914
1739209848.8589275;-45.120503652039325
1739209848.8589306;-45.120503652039325
1739209848.8589334;-38.13080360867914
1739209848.8589365;-45.120503652039325
1739209848.8589396;-45.120503652039325
1739209848.8589427;-45.120503652039325
1739209848.8589458;-32.816014438256545
1739209848.858949;-38.13080360867914
1739209848.858952;-45.120503652039325
1739209848.8589551;-45.120503652039325
1739209848.8589582;-45.120503652039325
1739209848.8589613;-45.120503652039325
1739209848.8589644;-45.120503652039325
1739209848.8589673;-38.13080360867914
1739209848.8589704;-45.120503652039325
1739209848.8589735;-45.120503652039325
1739209848.8589766;-38.13080360867914
1739209848.8589797;-45.120503652039325
1739209848.8589828;-38.13080360867914
1739209848.858986;-38.13080360867914
1739209848.858989;-45.120503652039325
1739209848.858992;-45.120503652039325
1739209848.8589952;-35.57807855764607
1739209848.858998;-38.13080360867914
1739209848.8590012;-45.120503652039325
1739209848.8590043;-45.120503652039325
1739209848.8590074;-32.816014438256545
1739209848.8590105;-38.13080360867914
1739209848.8590136;-38.13080360867914
1739209848.8764887;-45.120503652039325
1739209848.876493;-45.120503652039325
1739209848.8764973;-38.13080360867914
1739209848.8765016;-45.120503652039325
1739209848.8765059;-45.120503652039325
1739209848.87651;-38.13080360867914
1739209848.8765142;-33.981070128970906
1739209848.8765185;-45.120503652039325
1739209848.8765228;-38.13080360867914
1739209848.876527;-38.13080360867914
1739209848.8765314;-45.120503652039325
1739209848.8765357;-38.13080360867914
1739209848.87654;-38.13080360867914
1739209848.8765442;-38.13080360867914
1739209848.8765485;-45.120503652039325
1739209848.8765528;-38.13080360867914
1739209848.8765569;-38.13080360867914
1739209848.8765612;-38.13080360867914
1739209848.8765655;-45.120503652039325
1739209848.8765697;-45.120503652039325
1739209848.876574;-45.120503652039325
1739209848.8765783;-32.816014438256545
1739209848.8765826;-38.13080360867914
1739209848.876587;-35.57807855764607
1739209848.8765912;-38.13080360867914
1739209848.8765955;-38.13080360867914
1739209848.8765996;-33.981070128970906
1739209848.8766038;-45.120503652039325
1739209848.8766081;-45.120503652039325
1739209848.8766124;-45.120503652039325
1739209848.8766167;-38.13080360867914
1739209848.876621;-45.120503652039325
1739209848.8766253;-38.13080360867914
1739209848.8766296;-45.120503652039325
1739209848.876634;-38.13080360867914
1739209848.8766382;-45.120503652039325
1739209848.8766425;-45.120503652039325
1739209848.8766465;-45.120503652039325
1739209848.8766508;-45.120503652039325
1739209848.876655;-33.981070128970906
1739209848.8766594;-38.13080360867914
1739209848.8766637;-45.120503652039325
1739209848.876668;-38.13080360867914
1739209848.8766723;-38.13080360867914
1739209848.8766766;-38.13080360867914
1739209848.8766809;-45.120503652039325
1739209848.8766851;-33.981070128970906
1739209848.8766894;-45.120503652039325
1739209848.8766935;-45.120503652039325
1739209848.8766978;-38.13080360867914
1739209848.876702;-35.57807855764607
1739209848.8767064;-45.120503652039325
1739209848.8767107;-38.13080360867914
1739209848.876715;-38.13080360867914
1739209848.8767192;-45.120503652039325
1739209848.8767235;-45.120503652039325
1739209848.8767278;-45.120503652039325
1739209848.876732;-45.120503652039325
1739209848.8767364;-38.13080360867914
1739209848.8767405;-45.120503652039325
1739209848.8767447;-38.13080360867914
1739209848.876749;-35.57807855764607
1739209848.8767533;-31.141103565318915
1739209848.8767576;-45.120503652039325
1739209848.876762;-45.120503652039325
1739209848.8767662;-32.816014438256545
1739209848.8767705;-38.13080360867914
1739209848.8767748;-38.13080360867914
1739209848.876779;-38.13080360867914
1739209848.8767834;-45.120503652039325
1739209848.8767874;-45.120503652039325
1739209848.8767917;-45.120503652039325
1739209848.876796;-38.13080360867914
1739209848.8768003;-38.13080360867914
1739209848.8768046;-33.981070128970906
1739209848.876809;-38.13080360867914
1739209848.8768132;-45.120503652039325
1739209848.8768175;-35.57807855764607
1739209848.8768218;-38.13080360867914
1739209848.876826;-45.120503652039325
1739209848.87683;-38.13080360867914
1739209848.8768344;-45.120503652039325
1739209848.8768387;-30.49652367304973
1739209848.876843;-38.13080360867914
1739209848.8768473;-45.120503652039325
1739209848.8768516;-38.13080360867914
1739209848.8768559;-38.13080360867914
1739209848.8768601;-38.13080360867914
1739209848.8768644;-38.13080360867914
1739209848.8768687;-45.120503652039325
1739209848.876873;-28.992665084841942
1739209848.876877;-33.981070128970906
1739209848.8768814;-38.13080360867914
1739209848.8768857;-45.120503652039325
1739209848.87689;-38.13080360867914
1739209848.8768942;-38.13080360867914
1739209848.8768985;-38.13080360867914
1739209848.8769028;-45.120503652039325
1739209848.876907;-45.120503652039325
1739209848.8769114;-35.57807855764607
1739209848.8769157;-38.13080360867914
1739209848.87692;-45.120503652039325
1739209848.876924;-45.120503652039325
1739209848.8769283;-45.120503652039325
1739209848.8769326;-45.120503652039325
1739209848.876937;-45.120503652039325
1739209848.8769412;-38.13080360867914
1739209848.8769455;-38.13080360867914
1739209848.8769498;-38.13080360867914
1739209848.876954;-38.13080360867914
1739209848.8769584;-45.120503652039325
1739209848.8769627;-33.981070128970906
1739209848.876967;-33.981070128970906
1739209848.876971;-45.120503652039325
1739209848.8769753;-28.58837851428586
1739209848.8769796;-33.981070128970906
1739209848.876984;-45.120503652039325
1739209848.8769882;-35.57807855764607
1739209848.8769925;-35.57807855764607
1739209848.8769968;-45.120503652039325
1739209848.877001;-45.120503652039325
1739209848.8770053;-35.57807855764607
1739209848.8770096;-38.13080360867914
1739209848.8770137;-38.13080360867914
1739209848.877018;-45.120503652039325
1739209848.8770223;-45.120503652039325
1739209848.8770266;-45.120503652039325
1739209848.8770308;-35.57807855764607
1739209848.8770351;-45.120503652039325
1739209848.8770394;-45.120503652039325
1739209848.8770437;-38.13080360867914
1739209848.877048;-35.57807855764607
1739209848.8770523;-33.981070128970906
1739209848.8770566;-45.120503652039325
1739209848.8770607;-45.120503652039325
1739209848.877065;-45.120503652039325
1739209848.8770692;-38.13080360867914
1739209848.8770735;-38.13080360867914
1739209848.8770778;-32.816014438256545
1739209848.877082;-38.13080360867914
1739209848.8770864;-45.120503652039325
1739209848.8770907;-38.13080360867914
1739209848.877095;-38.13080360867914
1739209848.8770993;-45.120503652039325
1739209848.8771036;-38.13080360867914
1739209848.8771076;-35.57807855764607
1739209848.877112;-38.13080360867914
1739209848.8771162;-38.13080360867914
1739209848.8771205;-45.120503652039325
1739209848.8771248;-35.57807855764607
1739209848.877129;-38.13080360867914
1739209848.8771334;-35.57807855764607
1739209848.8771377;-38.13080360867914
1739209848.877142;-45.120503652039325
1739209848.8771462;-45.120503652039325
1739209848.8771505;-45.120503652039325
1739209848.8771546;-38.13080360867914
1739209848.8771589;-38.13080360867914
1739209848.8771632;-38.13080360867914
1739209848.8771675;-45.120503652039325
1739209848.8771718;-38.13080360867914
1739209848.877176;-32.816014438256545
1739209848.8771803;-38.13080360867914
1739209848.8771846;-45.120503652039325
1739209848.877189;-45.120503652039325
1739209848.8771932;-35.57807855764607
1739209848.8771975;-38.13080360867914
1739209848.8772016;-35.57807855764607
1739209848.8772058;-38.13080360867914
1739209848.8772101;-35.57807855764607
1739209848.8772144;-33.981070128970906
1739209848.8772187;-45.120503652039325
1739209848.877223;-35.57807855764607
1739209848.8772273;-35.57807855764607
1739209848.8772316;-38.13080360867914
1739209848.877236;-45.120503652039325
1739209848.8772402;-45.120503652039325
1739209848.8772442;-45.120503652039325
1739209848.8772485;-35.57807855764607
1739209848.8772528;-45.120503652039325
1739209848.877257;-45.120503652039325
1739209848.8772614;-45.120503652039325
1739209848.8772657;-45.120503652039325
1739209848.87727;-35.57807855764607
1739209848.8772743;-45.120503652039325
1739209848.8772786;-35.57807855764607
1739209848.8772829;-45.120503652039325
1739209848.8772871;-33.981070128970906
1739209848.8772912;-31.141103565318915
1739209848.8772955;-45.120503652039325
1739209848.8772998;-38.13080360867914
1739209848.877304;-33.981070128970906
1739209848.8773084;-33.981070128970906
1739209848.8773127;-45.120503652039325
1739209848.877317;-45.120503652039325
1739209848.8773212;-38.13080360867914
1739209848.8773255;-45.120503652039325
1739209848.8773298;-45.120503652039325
1739209848.877334;-38.13080360867914
1739209848.8773382;-45.120503652039325
1739209848.8773425;-45.120503652039325
1739209848.8773468;-45.120503652039325
1739209848.877351;-38.13080360867914
1739209848.8773553;-38.13080360867914
1739209848.8773596;-45.120503652039325
1739209848.877364;-45.120503652039325
1739209848.8773682;-45.120503652039325
1739209848.8773725;-35.57807855764607
1739209848.8773768;-35.57807855764607
1739209848.877381;-45.120503652039325
1739209848.8773851;-45.120503652039325
1739209848.8773894;-30.49652367304973
1739209848.8773937;-31.141103565318915
1739209848.877398;-45.120503652039325
1739209848.8774023;-45.120503652039325
1739209848.8774066;-45.120503652039325
1739209848.877411;-38.13080360867914
1739209848.8774152;-45.120503652039325
1739209848.8774195;-33.981070128970906
1739209848.8774238;-45.120503652039325
1739209848.8774278;-33.981070128970956
1739209848.877432;-38.13080360867914
1739209848.8774364;-38.13080360867914
1739209848.8774407;-45.120503652039325
1739209848.877445;-45.120503652039325
1739209848.8774493;-35.57807855764607
1739209848.8774536;-45.120503652039325
1739209848.8774579;-33.981070128970906
1739209848.8774621;-31.141103565318915
1739209848.8774664;-45.120503652039325
1739209848.8774707;-38.13080360867914
1739209848.8774748;-38.13080360867914
1739209848.877479;-33.981070128970906
1739209848.8774834;-45.120503652039325
1739209848.8774877;-45.120503652039325
1739209848.877492;-38.13080360867914
1739209848.8774962;-45.120503652039325
1739209848.8775005;-38.13080360867914
1739209848.8775048;-38.13080360867914
1739209848.877509;-45.120503652039325
1739209848.8775134;-45.120503652039325
1739209848.8775177;-33.981070128970906
1739209848.8775218;-38.13080360867914
1739209848.877526;-45.120503652039325
1739209848.8775303;-32.816014438256545
1739209848.8775346;-35.57807855764607
1739209848.877539;-38.13080360867914
1739209848.8775432;-45.120503652039325
1739209848.8775475;-38.13080360867914
1739209848.8775518;-38.13080360867914
1739209848.877556;-45.120503652039325
1739209848.8775604;-45.120503652039325
1739209848.8775647;-33.981070128970906
1739209848.8775687;-45.120503652039325
1739209848.877573;-38.13080360867914
1739209848.8775773;-45.120503652039325
1739209848.8775816;-38.13080360867914
1739209848.877586;-45.120503652039325
1739209848.8775902;-45.120503652039325
1739209848.8775945;-45.120503652039325
1739209848.8775988;-32.816014438256545
1739209848.877603;-38.13080360867914
1739209848.8776073;-45.120503652039325
1739209848.8776116;-35.57807855764607
1739209848.8776157;-38.13080360867914
1739209848.87762;-38.13080360867914
1739209848.8776243;-38.13080360867914
1739209848.8776286;-35.57807855764607
1739209848.8776329;-38.13080360867914
1739209848.8776371;-45.120503652039325
1739209848.8776414;-38.13080360867914
1739209848.8776457;-45.120503652039325
1739209848.87765;-45.120503652039325
1739209848.8776543;-45.120503652039325
1739209848.8776584;-38.13080360867914
1739209848.8776627;-38.13080360867914
1739209848.877667;-38.13080360867914
1739209848.8776712;-35.57807855764607
1739209848.8776755;-45.120503652039325
1739209848.8776798;-38.13080360867914
1739209848.877684;-33.981070128970906
1739209848.8776884;-38.13080360867914
1739209848.8776927;-45.120503652039325
1739209848.877697;-45.120503652039325
1739209848.8777013;-38.13080360867914
1739209848.8777053;-45.120503652039325
1739209848.8777096;-45.120503652039325
1739209848.877714;-45.120503652039325
1739209848.8777182;-38.13080360867914
1739209848.8777225;-38.13080360867914
1739209848.8777268;-38.13080360867914
1739209848.877731;-45.120503652039325
1739209848.8777354;-45.120503652039325
1739209848.8777397;-38.13080360867914
1739209848.877744;-38.13080360867914
1739209848.8777483;-45.120503652039325
1739209848.8777523;-38.13080360867914
1739209848.8777566;-38.13080360867914
1739209848.877761;-45.120503652039325
1739209848.8777652;-45.120503652039325
1739209848.8777695;-45.120503652039325
1739209848.8777738;-35.57807855764607
1739209848.877778;-35.57807855764607
1739209848.8777823;-45.120503652039325
1739209848.8777866;-45.120503652039325
1739209848.877791;-38.13080360867914
1739209848.8777952;-45.120503652039325
1739209848.8777993;-38.13080360867914
1739209848.8778036;-45.120503652039325
1739209848.8778079;-45.120503652039325
1739209848.8778121;-38.13080360867914
1739209848.8778164;-38.13080360867914
1739209848.8778207;-38.13080360867914
1739209848.877825;-45.120503652039325
1739209848.8778293;-45.120503652039325
1739209848.8778336;-45.120503652039325
1739209848.877838;-38.13080360867914
1739209848.877842;-31.141103565318893
1739209848.8778462;-45.120503652039325
1739209848.8778505;-45.120503652039325
1739209848.8778548;-45.120503652039325
1739209848.877859;-45.120503652039325
1739209848.8778634;-45.120503652039325
1739209848.8778677;-33.981070128970906
1739209848.877872;-35.57807855764607
1739209848.8778763;-45.120503652039325
1739209848.8778806;-32.816014438256545
1739209848.8778849;-30.49652367304973
1739209848.877889;-45.120503652039325
1739209848.8778932;-45.120503652039325
1739209848.8778975;-45.120503652039325
1739209848.8779018;-45.120503652039325
1739209848.877906;-45.120503652039325
1739209848.8779104;-45.120503652039325
1739209848.8779147;-38.13080360867914
1739209848.877919;-35.57807855764607
1739209848.8779233;-35.57807855764607
1739209848.8779275;-38.13080360867914
1739209848.8779318;-45.120503652039325
1739209848.877936;-38.13080360867914
1739209848.8779402;-38.13080360867914
1739209848.8779445;-28.21854285175415
1739209848.8779488;-32.816014438256545
1739209848.877953;-38.13080360867914
1739209848.8779573;-45.120503652039325
1739209848.8779616;-32.816014438256545
1739209848.877966;-38.13080360867914
1739209848.8779702;-45.120503652039325
1739209848.8779745;-38.13080360867914
1739209848.8779788;-45.120503652039325
1739209848.8779829;-45.120503652039325
1739209848.8779871;-45.120503652039325
1739209848.8779914;-45.120503652039325
1739209848.8779957;-38.13080360867914
1739209848.878;-45.120503652039325
1739209848.8780043;-45.120503652039325
1739209848.8780086;-38.13080360867914
1739209848.878013;-38.13080360867914
1739209848.8780172;-38.13080360867914
1739209848.8780215;-45.120503652039325
1739209848.8780258;-45.120503652039325
1739209848.8780298;-38.13080360867914
1739209848.878034;-35.57807855764607
1739209848.8780384;-38.13080360867914
1739209848.8780427;-38.13080360867914
1739209848.878047;-26.991370085610736
1739209848.8780513;-32.816014438256545
1739209848.8780556;-45.120503652039325
1739209848.8780599;-38.13080360867914
1739209848.8780642;-35.57807855764607
1739209848.8780684;-45.120503652039325
1739209848.8780725;-38.13080360867914
1739209848.8780768;-38.13080360867914
1739209848.878081;-38.13080360867914
1739209848.8780854;-45.120503652039325
1739209848.8780897;-35.57807855764607
1739209848.878094;-45.120503652039325
1739209848.8780982;-45.120503652039325
1739209848.8781025;-38.13080360867914
1739209848.8781068;-38.13080360867914
1739209848.8781111;-45.120503652039325
1739209848.8781154;-32.816014438256545
1739209848.8781195;-32.816014438256545
1739209848.8781238;-38.13080360867914
1739209848.878128;-45.120503652039325
1739209848.8781323;-45.120503652039325
1739209848.8781366;-38.13080360867914
1739209848.878141;-38.13080360867914
1739209848.8781452;-45.120503652039325
1739209848.8781495;-45.120503652039325
1739209848.8781538;-38.13080360867914
1739209848.878158;-35.57807855764607
1739209848.8781624;-38.13080360867914
1739209848.8781664;-45.120503652039325
1739209848.8781707;-45.120503652039325
1739209848.878175;-45.120503652039325
1739209848.8781793;-45.120503652039325
1739209848.8781836;-45.120503652039325
1739209848.878188;-45.120503652039325
1739209848.8781922;-45.120503652039325
1739209848.8781965;-38.13080360867914
1739209848.8782008;-38.13080360867914
1739209848.878205;-38.13080360867914
1739209848.8782094;-45.120503652039325
1739209848.8782134;-33.981070128970906
1739209848.8782177;-32.816014438256545
1739209848.878222;-33.981070128970906
1739209848.8782263;-45.120503652039325
1739209848.8782306;-38.13080360867914
1739209848.8782349;-35.57807855764607
1739209848.8782392;-38.13080360867914
1739209848.8782434;-38.13080360867914
1739209848.8782477;-45.120503652039325
1739209848.878252;-45.120503652039325
1739209848.878256;-45.120503652039325
1739209848.8782604;-38.13080360867914
1739209848.8782647;-38.13080360867914
1739209848.878269;-45.120503652039325
1739209848.8782732;-45.120503652039325
1739209848.8782775;-35.57807855764607
1739209848.8782818;-45.120503652039325
1739209848.8782861;-45.120503652039325
1739209848.8782904;-38.13080360867914
1739209848.8782947;-45.120503652039325
1739209848.878299;-38.13080360867914
1739209848.878303;-38.13080360867914
1739209848.8783073;-45.120503652039325
1739209848.8783116;-38.13080360867914
1739209848.878316;-38.13080360867914
1739209848.8783202;-38.13080360867914
1739209848.8783245;-28.992665084841942
1739209848.8783288;-33.981070128970906
1739209848.878333;-45.120503652039325
1739209848.8783374;-38.13080360867914
1739209848.8783417;-32.816014438256545
1739209848.878346;-38.13080360867914
1739209848.87835;-38.13080360867914
1739209848.8783543;-33.981070128970906
1739209848.8783586;-38.13080360867914
1739209848.878363;-38.13080360867914
1739209848.8783672;-38.13080360867914
1739209848.8783715;-45.120503652039325
1739209848.8783758;-45.120503652039325
1739209848.87838;-38.13080360867914
1739209848.8783844;-38.13080360867914
1739209848.8783886;-38.13080360867914
1739209848.878393;-33.981070128970906
1739209848.878397;-33.981070128970906
1739209848.8784013;-45.120503652039325
1739209848.8784056;-45.120503652039325
1739209848.8784099;-38.13080360867914
1739209848.8784142;-35.57807855764607
1739209848.8784184;-38.13080360867914
1739209848.8784227;-45.120503652039325
1739209848.878427;-38.13080360867914
1739209848.8784313;-35.57807855764607
1739209848.8784356;-38.13080360867914
1739209848.87844;-45.120503652039325
1739209848.878444;-38.13080360867914
1739209848.8784482;-45.120503652039325
1739209848.8784525;-45.120503652039325
1739209848.8784568;-35.57807855764607
1739209848.8784611;-38.13080360867914
1739209848.8784654;-38.13080360867914
1739209848.8784697;-35.57807855764607
1739209848.878474;-45.120503652039325
1739209848.8784783;-38.13080360867914
1739209848.8784826;-35.57807855764607
1739209848.8784866;-38.13080360867914
1739209848.878491;-45.120503652039325
1739209848.8784952;-28.992665084841942
1739209848.8784995;-30.49652367304973
1739209848.8785038;-38.13080360867914
1739209848.878508;-45.120503652039325
1739209848.8785124;-33.981070128970906
1739209848.8785167;-38.13080360867914
1739209848.878521;-45.120503652039325
1739209848.8785253;-35.57807855764607
1739209848.8785295;-45.120503652039325
1739209848.8785336;-38.13080360867914
1739209848.878538;-38.13080360867914
1739209848.8785422;-45.120503652039325
1739209848.8785465;-45.120503652039325
1739209848.8785508;-38.13080360867914
1739209848.878555;-35.57807855764607
1739209848.8785594;-45.120503652039325
1739209848.8785636;-28.992665084841942
1739209848.878568;-28.992665084841942
1739209848.8785722;-38.13080360867914
1739209848.8785765;-45.120503652039325
1739209848.8785806;-35.57807855764607
1739209848.8785849;-32.816014438256545
1739209848.8785892;-45.120503652039325
1739209848.8785934;-45.120503652039325
1739209848.8785977;-45.120503652039325
1739209848.878602;-45.120503652039325
1739209848.8786063;-38.13080360867914
1739209848.8786106;-45.120503652039325
1739209848.878615;-45.120503652039325
1739209848.8786192;-45.120503652039325
1739209848.8786235;-45.120503652039325
1739209848.8786275;-38.13080360867914
1739209848.8786318;-30.49652367304973
1739209848.8786361;-26.991370085610722
1739209848.8786404;-45.120503652039325
1739209848.8786447;-45.120503652039325
1739209848.878649;-38.13080360867914
1739209848.8786533;-33.981070128970906
1739209848.8786576;-45.120503652039325
1739209848.8786619;-38.13080360867914
1739209848.8786662;-38.13080360867914
1739209848.8786702;-45.120503652039325
1739209848.8786745;-38.13080360867914
1739209848.8786788;-35.57807855764607
1739209848.878683;-38.13080360867914
1739209848.8786874;-45.120503652039325
1739209848.8786917;-38.13080360867914
1739209848.878696;-38.13080360867914
1739209848.8787003;-45.120503652039325
1739209848.8787045;-45.120503652039325
1739209848.8787088;-38.13080360867914
1739209848.8787131;-35.57807855764607
1739209848.8787172;-38.13080360867914
1739209848.8787215;-45.120503652039325
1739209848.8787258;-45.120503652039325
1739209848.87873;-45.120503652039325
1739209848.8787344;-38.13080360867914
1739209848.8787386;-27.8777449560314
1739209848.878743;-38.13080360867914
1739209848.8787472;-45.120503652039325
1739209848.8787515;-38.13080360867914
1739209848.8787558;-33.981070128970906
1739209848.87876;-38.13080360867914
1739209848.8787642;-38.13080360867914
1739209848.8787684;-38.13080360867914
1739209848.8787727;-33.981070128970956
1739209848.878777;-45.120503652039325
1739209848.8787813;-29.438486411369333
1739209848.8787856;-38.13080360867914
1739209848.87879;-45.120503652039325
1739209848.8787942;-35.57807855764607
1739209848.8787985;-35.57807855764607
1739209848.8788028;-38.13080360867914
1739209848.878807;-26.991370085610736
1739209848.8788111;-35.57807855764607
1739209848.8788154;-45.120503652039325
1739209848.8788197;-38.13080360867914
1739209848.878824;-32.816014438256545
1739209848.8788283;-38.13080360867914
1739209848.8788326;-45.120503652039325
1739209848.8788369;-38.13080360867914
1739209848.8788412;-45.120503652039325
1739209848.8788455;-45.120503652039325
1739209848.8788497;-45.120503652039325
1739209848.878854;-45.120503652039325
1739209848.878858;-38.13080360867914
1739209848.8788624;-38.13080360867914
1739209848.8788667;-45.120503652039325
1739209848.878871;-33.981070128970906
1739209848.8788753;-32.816014438256545
1739209848.8788795;-35.57807855764607
1739209848.8788838;-38.13080360867914
1739209848.8788881;-45.120503652039325
1739209848.8788924;-45.120503652039325
1739209848.8788967;-45.120503652039325
1739209848.8789008;-45.120503652039325
1739209848.878905;-45.120503652039325
1739209848.8789093;-38.13080360867914
1739209848.8789136;-38.13080360867914
1739209848.878918;-45.120503652039325
1739209848.8789222;-45.120503652039325
1739209848.8789265;-35.57807855764607
1739209848.8789308;-38.13080360867914
1739209848.878935;-45.120503652039325
1739209848.8789394;-45.120503652039325
1739209848.8789437;-45.120503652039325
1739209848.8789477;-38.13080360867914
1739209848.878952;-38.13080360867914
1739209848.8789563;-38.13080360867914
