CAN Message; 0x1b8:010028c82d955ed5
1739209745.0760775;-33.981070128970906
1739209745.0760798;-45.120503652039325
1739209745.0760822;-45.120503652039325
1739209745.0760849;-38.13080360867914
1739209745.0760872;-45.120503652039325
1739209745.0760896;-38.13080360867914
1739209745.076092;-45.120503652039325
1739209745.0760944;-45.120503652039325
1739209745.076097;-45.120503652039325
1739209745.0760994;-33.981070128970906
1739209745.0761018;-38.13080360867914
1739209745.0761042;-38.13080360867914
1739209745.0761065;-30.49652367304973
1739209745.0761092;-38.13080360867914
1739209745.0761116;-38.13080360867914
1739209745.076114;-38.13080360867914
1739209745.0761163;-35.57807855764607
1739209745.0761187;-38.13080360867914
1739209745.0761213;-45.120503652039325
1739209745.0761237;-38.13080360867914
1739209745.076126;-45.120503652039325
1739209745.0761285;-45.120503652039325
1739209745.0761309;-45.120503652039325
1739209745.0761335;-45.120503652039325
1739209745.0761359;-38.13080360867914
1739209745.0761383;-38.13080360867914
1739209745.0761406;-45.120503652039325
1739209745.076143;-45.120503652039325
1739209745.0761456;-38.13080360867914
1739209745.076148;-45.120503652039325
1739209745.0761504;-38.13080360867914
1739209745.0761528;-38.13080360867914
1739209745.0761552;-45.120503652039325
1739209745.0761578;-45.120503652039325
1739209745.0761602;-38.13080360867914
1739209745.0761626;-38.13080360867914
1739209745.076165;-38.13080360867914
1739209745.0761673;-38.13080360867914
1739209745.07617;-38.13080360867914
1739209745.0761724;-38.13080360867914
1739209745.0761747;-45.120503652039325
1739209745.0761771;-30.49652367304973
1739209745.0761795;-31.141103565318893
1739209745.0761821;-45.120503652039325
1739209745.0761845;-45.120503652039325
1739209745.076187;-35.57807855764607
1739209745.0761893;-38.13080360867914
1739209745.0761917;-45.120503652039325
1739209745.0761943;-38.13080360867914
1739209745.0761967;-45.120503652039325
1739209745.076199;-45.120503652039325
1739209745.0762014;-45.120503652039325
1739209745.0762038;-45.120503652039325
1739209745.0762064;-28.992665084841942
1739209745.0762088;-35.57807855764607
1739209745.0762112;-45.120503652039325
1739209745.0762136;-38.13080360867914
1739209745.076216;-30.49652367304973
1739209745.0762186;-35.57807855764607
1739209745.076221;-45.120503652039325
1739209745.0762234;-38.13080360867914
1739209745.0762258;-45.120503652039325
1739209745.0762281;-45.120503652039325
1739209745.0762308;-45.120503652039325
1739209745.0762331;-45.120503652039325
1739209745.0762355;-38.13080360867914
1739209745.076238;-38.13080360867914
1739209745.0762403;-45.120503652039325
1739209745.076243;-38.13080360867914
1739209745.0762453;-38.13080360867914
1739209745.0762477;-45.120503652039325
1739209745.07625;-38.13080360867914
1739209745.0762525;-38.13080360867914
1739209745.076255;-38.13080360867914
1739209745.0762575;-45.120503652039325
1739209745.0762599;-38.13080360867914
1739209745.0762622;-38.13080360867914
1739209745.0762646;-33.981070128970906
1739209745.0762672;-38.13080360867914
1739209745.0762696;-45.120503652039325
1739209745.076272;-38.13080360867914
1739209745.0762744;-38.13080360867914
1739209745.0762768;-45.120503652039325
1739209745.0762794;-45.120503652039325
1739209745.0762818;-38.13080360867914
1739209745.0762842;-32.81601443825658
1739209745.0762866;-45.120503652039325
1739209745.076289;-38.13080360867914
1739209745.0762916;-35.57807855764607
1739209745.076294;-45.120503652039325
1739209745.0762963;-45.120503652039325
1739209745.0762987;-45.120503652039325
1739209745.076301;-45.120503652039325
1739209745.0763037;-26.991370085610722
1739209745.076306;-32.816014438256545
1739209745.0763085;-45.120503652039325
1739209745.0763109;-45.120503652039325
1739209745.0763133;-38.13080360867914
1739209745.0763159;-45.120503652039325
1739209745.0763183;-45.120503652039325
1739209745.0763206;-45.120503652039325
1739209745.076323;-38.13080360867914
1739209745.0763254;-45.120503652039325
1739209745.076328;-45.120503652039325
1739209745.0763304;-45.120503652039325
1739209745.0763328;-45.120503652039325
1739209745.0763352;-45.120503652039325
1739209745.0763376;-38.13080360867914
1739209745.0763402;-45.120503652039325
1739209745.0763426;-45.120503652039325
1739209745.076345;-38.13080360867914
1739209745.0763474;-45.120503652039325
1739209745.0763497;-38.13080360867914
1739209745.0763524;-38.13080360867914
1739209745.0763547;-38.13080360867914
1739209745.0763571;-45.120503652039325
1739209745.0763595;-45.120503652039325
1739209745.076362;-29.438486411369333
1739209745.0763645;-31.141103565318893
1739209745.076367;-45.120503652039325
1739209745.0763693;-45.120503652039325
1739209745.0763717;-35.57807855764607
1739209745.076374;-35.57807855764607
1739209745.0763767;-45.120503652039325
1739209745.076379;-45.120503652039325
1739209745.0763814;-45.120503652039325
1739209745.0763838;-45.120503652039325
1739209745.0763862;-45.120503652039325
1739209745.0763888;-45.120503652039325
1739209745.0763912;-45.120503652039325
1739209745.0763936;-38.13080360867914
1739209745.076396;-45.120503652039325
1739209745.0763984;-45.120503652039325
1739209745.076401;-35.57807855764607
1739209745.0764034;-32.816014438256545
1739209745.0764058;-38.13080360867914
1739209745.0764081;-32.816014438256545
1739209745.0764105;-38.13080360867914
1739209745.0764132;-45.120503652039325
1739209745.0764155;-38.13080360867914
1739209745.076418;-45.120503652039325
1739209745.0764203;-45.120503652039325
1739209745.0764227;-38.13080360867914
1739209745.0764253;-45.120503652039325
1739209745.0764277;-45.120503652039325
1739209745.07643;-38.13080360867914
1739209745.0764325;-38.13080360867914
1739209745.0764349;-33.981070128970906
1739209745.0764375;-38.13080360867914
1739209745.0764399;-45.120503652039325
1739209745.0764422;-45.120503652039325
1739209745.0764446;-38.13080360867914
1739209745.076447;-35.57807855764607
1739209745.0764496;-45.120503652039325
1739209745.076452;-38.13080360867914
1739209745.0764544;-38.13080360867914
1739209745.0764568;-45.120503652039325
1739209745.0764592;-35.57807855764607
1739209745.0764618;-35.57807855764607
1739209745.0764642;-38.13080360867914
1739209745.0764666;-35.57807855764607
1739209745.076469;-45.120503652039325
1739209745.0764713;-45.120503652039325
1739209745.076474;-38.13080360867914
1739209745.0764763;-38.13080360867914
1739209745.0764787;-45.120503652039325
1739209745.076481;-45.120503652039325
1739209745.0764835;-38.13080360867914
1739209745.076486;-45.120503652039325
1739209745.0764885;-38.13080360867914
1739209745.0764909;-32.816014438256545
1739209745.0764933;-38.13080360867914
1739209745.0764956;-45.120503652039325
1739209745.0764983;-38.13080360867914
1739209745.0765007;-31.141103565318915
1739209745.076503;-38.13080360867914
1739209745.0765054;-38.13080360867914
1739209745.0765078;-33.981070128970906
1739209745.0765104;-45.120503652039325
1739209745.0765128;-38.13080360867914
1739209745.0765152;-45.120503652039325
1739209745.0765176;-35.57807855764607
1739209745.07652;-33.981070128970906
1739209745.0765226;-38.13080360867914
1739209745.076525;-45.120503652039325
1739209745.0765274;-35.57807855764607
1739209745.0765297;-32.816014438256545
1739209745.0765321;-45.120503652039325
1739209745.0765347;-45.120503652039325
1739209745.0765371;-38.13080360867914
1739209745.0765395;-31.141103565318915
1739209745.076542;-33.981070128970906
1739209745.0765443;-45.120503652039325
1739209745.076547;-35.57807855764607
1739209745.0765493;-38.13080360867914
1739209745.0765517;-38.13080360867914
1739209745.076554;-45.120503652039325
1739209745.0765564;-38.13080360867914
1739209745.076559;-38.13080360867914
1739209745.0765615;-38.13080360867914
1739209745.0765638;-33.981070128970906
1739209745.0765662;-45.120503652039325
1739209745.0765686;-38.13080360867914
1739209745.0765712;-38.13080360867914
1739209745.0765736;-45.120503652039325
1739209745.076576;-38.13080360867914
1739209745.0765784;-45.120503652039325
1739209745.0765808;-38.13080360867914
1739209745.0765834;-35.57807855764607
1739209745.0765858;-45.120503652039325
1739209745.0765882;-38.13080360867914
1739209745.0765905;-38.13080360867914
1739209745.076593;-45.120503652039325
1739209745.0765955;-45.120503652039325
1739209745.076598;-38.13080360867914
1739209745.0766003;-33.981070128970906
1739209745.0766027;-38.13080360867914
1739209745.076605;-38.13080360867914
1739209745.0766077;-45.120503652039325
1739209745.07661;-45.120503652039325
1739209745.0766125;-45.120503652039325
1739209745.0766149;-38.13080360867914
1739209745.0766172;-33.981070128970906
1739209745.0766199;-33.981070128970906
1739209745.0766222;-45.120503652039325
1739209745.0766246;-33.981070128970906
1739209745.076627;-35.57807855764607
1739209745.0766294;-45.120503652039325
1739209745.076632;-45.120503652039325
1739209745.0766344;-33.981070128970906
1739209745.0766368;-33.981070128970906
1739209745.0766392;-29.438486411369347
1739209745.0766416;-45.120503652039325
1739209745.0766442;-35.57807855764607
1739209745.0766466;-38.13080360867914
1739209745.076649;-38.13080360867914
1739209745.0766513;-38.13080360867914
1739209745.0766537;-38.13080360867914
1739209745.0766563;-38.13080360867914
1739209745.0766587;-33.981070128970906
1739209745.076661;-45.120503652039325
1739209745.0766635;-45.120503652039325
1739209745.0766659;-45.120503652039325
1739209745.0766685;-45.120503652039325
1739209745.076671;-45.120503652039325
1739209745.0766733;-30.49652367304973
1739209745.0766757;-32.816014438256545
1739209745.076678;-45.120503652039325
1739209745.0766807;-45.120503652039325
1739209745.076683;-38.13080360867914
1739209745.0766854;-38.13080360867914
1739209745.0766878;-38.13080360867914
1739209745.0766902;-45.120503652039325
1739209745.0766928;-38.13080360867914
1739209745.0766952;-45.120503652039325
1739209745.0766976;-32.816014438256545
1739209745.0767;-45.120503652039325
1739209745.0767024;-45.120503652039325
1739209745.076705;-45.120503652039325
1739209745.0767074;-38.13080360867914
1739209745.0767097;-38.13080360867914
1739209745.0767121;-45.120503652039325
1739209745.0767145;-45.120503652039325
1739209745.0767171;-28.992665084841942
1739209745.0767195;-38.13080360867914
1739209745.076722;-38.13080360867914
1739209745.0767243;-38.13080360867914
1739209745.0767267;-45.120503652039325
1739209745.0767293;-45.120503652039325
1739209745.0767317;-45.120503652039325
1739209745.076734;-45.120503652039325
1739209745.0767365;-38.13080360867914
1739209745.0767388;-45.120503652039325
1739209745.0767415;-45.120503652039325
1739209745.0767438;-38.13080360867914
1739209745.0767462;-38.13080360867914
1739209745.0767486;-35.57807855764607
1739209745.076751;-38.13080360867914
1739209745.0767536;-45.120503652039325
1739209745.076756;-45.120503652039325
1739209745.0767584;-38.13080360867914
1739209745.0767608;-38.13080360867914
1739209745.0767632;-45.120503652039325
1739209745.0767658;-38.13080360867914
1739209745.0767682;-35.57807855764607
1739209745.0767705;-45.120503652039325
1739209745.076773;-45.120503652039325
1739209745.0767753;-31.141103565318915
1739209745.076778;-45.120503652039325
1739209745.0767803;-38.13080360867914
1739209745.0767827;-38.13080360867914
1739209745.076785;-31.141103565318915
1739209745.0767875;-45.120503652039325
1739209745.07679;-45.120503652039325
1739209745.0767925;-45.120503652039325
1739209745.0767949;-45.120503652039325
1739209745.0767972;-38.13080360867914
1739209745.0767996;-38.13080360867914
1739209745.0768023;-45.120503652039325
1739209745.0768046;-38.13080360867914
1739209745.076807;-32.816014438256545
1739209745.0768094;-45.120503652039325
1739209745.0768118;-45.120503652039325
1739209745.0768144;-38.13080360867914
1739209745.0768168;-45.120503652039325
1739209745.0768192;-45.120503652039325
1739209745.0768216;-45.120503652039325
1739209745.076824;-45.120503652039325
1739209745.0768266;-45.120503652039325
1739209745.076829;-45.120503652039325
1739209745.0768313;-45.120503652039325
1739209745.0768337;-45.120503652039325
1739209745.076836;-45.120503652039325
1739209745.0768387;-38.13080360867914
1739209745.076841;-38.13080360867914
1739209745.0768435;-38.13080360867914
1739209745.076846;-38.13080360867914
1739209745.0768483;-45.120503652039325
1739209745.076851;-45.120503652039325
1739209745.0768533;-45.120503652039325
1739209745.0768557;-38.13080360867914
1739209745.076858;-38.13080360867914
1739209745.0768604;-38.13080360867914
1739209745.076863;-45.120503652039325
1739209745.0768654;-45.120503652039325
1739209745.0768678;-33.981070128970906
1739209745.0768702;-45.120503652039325
1739209745.0768726;-45.120503652039325
1739209745.0768752;-38.13080360867914
1739209745.0768776;-38.13080360867914
1739209745.07688;-45.120503652039325
1739209745.0768824;-35.57807855764607
1739209745.0768847;-35.57807855764607
1739209745.0768874;-45.120503652039325
1739209745.0768898;-33.981070128970906
1739209745.0768921;-45.120503652039325
1739209745.0768945;-33.981070128970906
1739209745.076897;-45.120503652039325
1739209745.0768995;-45.120503652039325
1739209745.076902;-45.120503652039325
1739209745.0769043;-33.981070128970906
1739209745.0769067;-38.13080360867914
1739209745.076909;-38.13080360867914
1739209745.0769117;-38.13080360867914
1739209745.076914;-45.120503652039325
1739209745.0769165;-45.120503652039325
1739209745.0769188;-45.120503652039325
1739209745.0769212;-45.120503652039325
1739209745.0769238;-45.120503652039325
1739209745.0769262;-45.120503652039325
1739209745.0769286;-45.120503652039325
1739209745.076931;-45.120503652039325
1739209745.0769334;-45.120503652039325
1739209745.076936;-45.120503652039325
1739209745.0769384;-45.120503652039325
1739209745.0769408;-33.981070128970906
1739209745.0769432;-38.13080360867914
1739209745.0769455;-45.120503652039325
1739209745.0769482;-38.13080360867914
1739209745.0769506;-38.13080360867914
1739209745.076953;-31.141103565318915
1739209745.0769553;-35.57807855764607
1739209745.0769577;-35.57807855764607
1739209745.0769603;-38.13080360867914
1739209745.0769627;-38.13080360867914
1739209745.076965;-35.57807855764607
1739209745.0769675;-45.120503652039325
1739209745.0769699;-38.13080360867914
1739209745.0769725;-33.981070128970956
1739209745.0769749;-45.120503652039325
1739209745.0769773;-38.13080360867914
1739209745.0769796;-45.120503652039325
1739209745.076982;-45.120503652039325
1739209745.0769846;-45.120503652039325
1739209745.076987;-38.13080360867914
1739209745.0769894;-38.13080360867914
1739209745.0769918;-33.981070128970906
1739209745.0769942;-35.57807855764607
1739209745.0769968;-38.13080360867914
1739209745.0769992;-38.13080360867914
1739209745.0770016;-38.13080360867914
1739209745.077004;-38.13080360867914
1739209745.0770063;-45.120503652039325
1739209745.077009;-45.120503652039325
1739209745.0770113;-45.120503652039325
1739209745.0770137;-33.981070128970906
1739209745.077016;-35.57807855764607
1739209745.0770185;-45.120503652039325
1739209745.0770211;-45.120503652039325
1739209745.0770235;-38.13080360867914
1739209745.077026;-45.120503652039325
1739209745.0770283;-38.13080360867914
1739209745.0770307;-35.57807855764607
1739209745.0770333;-38.13080360867914
1739209745.0770357;-38.13080360867914
1739209745.077038;-38.13080360867914
1739209745.0770404;-45.120503652039325
1739209745.0770428;-45.120503652039325
1739209745.0770454;-38.13080360867914
1739209745.0770478;-45.120503652039325
1739209745.0770502;-33.981070128970906
1739209745.0770526;-33.981070128970906
1739209745.077055;-45.120503652039325
1739209745.0770576;-38.13080360867914
1739209745.07706;-38.13080360867914
1739209745.0770624;-35.57807855764607
1739209745.0770648;-38.13080360867914
1739209745.0770671;-38.13080360867914
1739209745.0770698;-33.981070128970906
1739209745.0770721;-38.13080360867914
1739209745.0770745;-45.120503652039325
1739209745.077077;-38.13080360867914
1739209745.0770793;-38.13080360867914
1739209745.077082;-45.120503652039325
1739209745.0770843;-45.120503652039325
1739209745.0770867;-33.981070128970906
1739209745.077089;-31.141103565318915
1739209745.0770915;-30.49652367304973
1739209745.077094;-45.120503652039325
1739209745.0770965;-35.57807855764607
1739209745.0770988;-31.141103565318915
1739209745.0771012;-38.13080360867914
1739209745.0771036;-45.120503652039325
1739209745.0771062;-35.57807855764607
1739209745.0771086;-35.57807855764607
1739209745.077111;-38.13080360867914
1739209745.0771134;-33.981070128970906
1739209745.0771158;-38.13080360867914
1739209745.0771184;-45.120503652039325
1739209745.0771208;-45.120503652039325
1739209745.0771232;-45.120503652039325
1739209745.0771255;-45.120503652039325
1739209745.077128;-38.13080360867914
1739209745.0771306;-38.13080360867914
1739209745.077133;-38.13080360867914
1739209745.0771353;-45.120503652039325
1739209745.0771377;-45.120503652039325
1739209745.07714;-33.981070128970906
1739209745.0771427;-35.57807855764607
1739209745.077145;-45.120503652039325
1739209745.0771475;-38.13080360867914
1739209745.0771499;-33.981070128970906
1739209745.0771523;-38.13080360867914
1739209745.0771549;-38.13080360867914
1739209745.0771573;-45.120503652039325
1739209745.0771596;-45.120503652039325
1739209745.077162;-35.57807855764607
1739209745.0771644;-38.13080360867914
1739209745.077167;-45.120503652039325
1739209745.0771694;-30.49652367304973
1739209745.0771718;-32.816014438256545
1739209745.0771742;-45.120503652039325
1739209745.0771766;-45.120503652039325
1739209745.0771792;-38.13080360867914
1739209745.0771816;-35.57807855764607
1739209745.077184;-45.120503652039325
1739209745.0771863;-45.120503652039325
1739209745.077189;-45.120503652039325
1739209745.0771914;-38.13080360867914
1739209745.0771937;-38.13080360867914
1739209745.0771961;-45.120503652039325
1739209745.0771985;-38.13080360867914
1739209745.0772011;-32.816014438256545
1739209745.0772035;-45.120503652039325
1739209745.077206;-38.13080360867914
1739209745.0772083;-33.981070128970906
1739209745.0772107;-45.120503652039325
1739209745.0772133;-45.120503652039325
1739209745.0772157;-35.57807855764607
1739209745.077218;-38.13080360867914
1739209745.0772204;-45.120503652039325
1739209745.0772228;-45.120503652039325
1739209745.0772254;-38.13080360867914
1739209745.0772278;-45.120503652039325
1739209745.0772302;-45.120503652039325
1739209745.0772326;-38.13080360867914
1739209745.077235;-45.120503652039325
1739209745.0772376;-38.13080360867914
1739209745.07724;-38.13080360867914
1739209745.0772424;-38.13080360867914
1739209745.0772448;-38.13080360867914
1739209745.0772471;-35.57807855764607
1739209745.0772498;-45.120503652039325
1739209745.0772521;-33.981070128970906
1739209745.0772545;-35.57807855764607
1739209745.077257;-45.120503652039325
1739209745.0772593;-45.120503652039325
1739209745.077262;-45.120503652039325
1739209745.0772643;-33.981070128970906
1739209745.0772667;-45.120503652039325
1739209745.077269;-45.120503652039325
1739209745.0772715;-38.13080360867914
1739209745.077274;-45.120503652039325
1739209745.0772765;-45.120503652039325
1739209745.0772789;-45.120503652039325
1739209745.0772812;-45.120503652039325
1739209745.0772836;-45.120503652039325
1739209745.0772862;-38.13080360867914
1739209745.0772886;-31.141103565318893
1739209745.077291;-45.120503652039325
1739209745.0772934;-45.120503652039325
1739209745.0772958;-45.120503652039325
1739209745.0772984;-38.13080360867914
1739209745.0773008;-45.120503652039325
1739209745.0773032;-45.120503652039325
1739209745.0773056;-38.13080360867914
1739209745.077308;-45.120503652039325
1739209745.0773106;-45.120503652039325
1739209745.077313;-45.120503652039325
1739209745.0773153;-45.120503652039325
1739209745.0773177;-45.120503652039325
1739209745.07732;-38.13080360867914
1739209745.0773227;-38.13080360867914
1739209745.077325;-38.13080360867914
1739209745.0773275;-35.57807855764607
1739209745.0773299;-38.13080360867914
1739209745.0773323;-45.120503652039325
1739209745.077335;-38.13080360867914
1739209745.0773373;-35.57807855764607
1739209745.0773396;-38.13080360867914
1739209745.077342;-45.120503652039325
1739209745.0773444;-38.13080360867914
1739209745.077347;-30.49652367304973
1739209745.0773494;-45.120503652039325
1739209745.0773518;-45.120503652039325
1739209745.0773542;-38.13080360867914
1739209745.0773566;-45.120503652039325
1739209745.0773592;-45.120503652039325
1739209745.0773616;-45.120503652039325
1739209745.077364;-38.13080360867914
1739209745.0773664;-45.120503652039325
1739209745.0773687;-45.120503652039325
1739209745.0773714;-45.120503652039325
1739209745.0773737;-32.816014438256545
1739209745.0773761;-32.816014438256545
1739209745.0773785;-45.120503652039325
1739209745.077381;-45.120503652039325
1739209745.0773835;-38.13080360867914
1739209745.077386;-28.58837851428586
1739209745.0773883;-38.13080360867914
1739209745.0773907;-45.120503652039325
1739209745.077393;-33.981070128970906
1739209745.0773957;-38.13080360867914
1739209745.077398;-45.120503652039325
1739209745.0774004;-45.120503652039325
1739209745.0774028;-45.120503652039325
1739209745.0774052;-33.981070128970956
1739209745.0774078;-45.120503652039325
1739209745.0774102;-45.120503652039325
1739209745.0774126;-45.120503652039325
1739209745.077415;-38.13080360867914
1739209745.0774174;-38.13080360867914
1739209745.07742;-45.120503652039325
1739209745.0774224;-38.13080360867914
1739209745.0774248;-28.992665084841942
1739209745.0774271;-35.57807855764607
1739209745.0774295;-38.13080360867914
1739209745.0774322;-38.13080360867914
1739209745.0774345;-38.13080360867914
1739209745.077437;-38.13080360867914
1739209745.0774393;-35.57807855764607
1739209745.0774417;-38.13080360867914
1739209745.0774443;-35.57807855764607
1739209745.0774467;-33.981070128970906
1739209745.077449;-38.13080360867914
1739209745.0774515;-45.120503652039325
1739209745.0774539;-45.120503652039325
1739209745.0774565;-33.981070128970906
1739209745.0774589;-45.120503652039325
1739209745.0774612;-45.120503652039325
1739209745.0774636;-38.13080360867914
1739209745.077466;-38.13080360867914
1739209745.0774686;-45.120503652039325
1739209745.077471;-45.120503652039325
1739209745.0774734;-38.13080360867914
1739209745.0774758;-38.13080360867914
1739209745.0774782;-38.13080360867914
1739209745.0774808;-38.13080360867914
1739209745.0774832;-35.57807855764607
1739209745.0774856;-38.13080360867914
1739209745.077488;-45.120503652039325
1739209745.0774903;-38.13080360867914
1739209745.077493;-38.13080360867914
1739209745.0774953;-45.120503652039325
1739209745.0774977;-38.13080360867914
1739209745.0775;-45.120503652039325
1739209745.0775025;-38.13080360867914
1739209745.077505;-38.13080360867914
1739209745.0775075;-38.13080360867914
1739209745.0775099;-38.13080360867914
1739209745.0775123;-38.13080360867914
1739209745.0775146;-38.13080360867914
1739209745.0775173;-45.120503652039325
1739209745.0775197;-45.120503652039325
1739209745.077522;-35.57807855764607
1739209745.0775244;-38.13080360867914
1739209745.0775268;-45.120503652039325
1739209745.0775294;-35.57807855764607
1739209745.0775318;-35.57807855764607
1739209745.0775342;-45.120503652039325
1739209745.0775366;-45.120503652039325
1739209745.077539;-38.13080360867914
1739209745.0775416;-35.57807855764607
1739209745.077544;-38.13080360867914
1739209745.0775464;-38.13080360867914
1739209745.0775487;-33.981070128970906
1739209745.0775511;-32.816014438256545
1739209745.0775537;-45.120503652039325
1739209745.0775561;-45.120503652039325
1739209745.0775585;-38.13080360867914
1739209745.077561;-38.13080360867914
1739209745.0775633;-31.14110356531892
1739209745.077566;-45.120503652039325
1739209745.0775683;-33.981070128970906
1739209745.0775707;-38.13080360867914
1739209745.077573;-38.13080360867914
1739209745.0775754;-33.981070128970906
1739209745.077578;-45.120503652039325
1739209745.0775805;-38.13080360867914
1739209745.0775828;-28.992665084841942
1739209745.0775852;-45.120503652039325
1739209745.0775876;-45.120503652039325
1739209745.0775902;-35.57807855764607
1739209745.0775926;-38.13080360867914
1739209745.077595;-45.120503652039325
1739209745.0775974;-38.13080360867914
1739209745.0775998;-38.13080360867914
1739209745.0776024;-31.14110356531892
1739209745.0776048;-45.120503652039325
1739209745.0776072;-38.13080360867914
1739209745.0776095;-38.13080360867914
1739209745.077612;-38.13080360867914
1739209745.0776145;-38.13080360867914
1739209745.077617;-33.981070128970906
1739209745.0776193;-38.13080360867914
1739209745.0776217;-28.992665084841942
1739209745.077624;-38.13080360867914
1739209745.0776267;-45.120503652039325
1739209745.077629;-45.120503652039325
1739209745.0776315;-38.13080360867914
1739209745.0776339;-38.13080360867914
1739209745.0776362;-45.120503652039325
1739209745.0776389;-38.13080360867914
1739209745.0776412;-45.120503652039325
1739209745.0776436;-38.13080360867914
1739209745.077646;-38.13080360867914
1739209745.0776484;-45.120503652039325
1739209745.077651;-33.981070128970906
1739209745.0776534;-45.120503652039325
1739209745.0776558;-45.120503652039325
1739209745.0776582;-45.120503652039325
1739209745.0776606;-38.13080360867914
1739209745.0776632;-38.13080360867914
1739209745.0776656;-45.120503652039325
1739209745.077668;-45.120503652039325
1739209745.0776703;-33.981070128970906
1739209745.0776727;-33.981070128970906
1739209745.0776753;-33.981070128970906
1739209745.0776777;-35.57807855764607
1739209745.07768;-33.981070128970906
1739209745.0776825;-45.120503652039325
1739209745.0776849;-38.13080360867914
1739209745.0776875;-38.13080360867914
1739209745.07769;-38.13080360867914
1739209745.0776923;-45.120503652039325
1739209745.0776947;-38.13080360867914
1739209745.077697;-38.13080360867914
1739209745.0776997;-45.120503652039325
1739209745.077702;-45.120503652039325
1739209745.0777044;-38.13080360867914
1739209745.0777068;-38.13080360867914
1739209745.0777092;-38.13080360867914
1739209745.0777118;-35.57807855764607
1739209745.0777142;-38.13080360867914
1739209745.0777166;-38.13080360867914
1739209745.077719;-38.13080360867914
1739209745.0777214;-38.13080360867914
1739209745.077724;-33.981070128970906
1739209745.0777264;-38.13080360867914
1739209745.0777287;-45.120503652039325
1739209745.0777311;-38.13080360867914
1739209745.0777335;-35.57807855764607
1739209745.0777361;-38.13080360867914
1739209745.0777385;-45.120503652039325
1739209745.077741;-45.120503652039325
1739209745.0777433;-45.120503652039325
1739209745.0777457;-45.120503652039325
1739209745.0777483;-35.57807855764607
1739209745.0777507;-38.13080360867914
1739209745.077753;-45.120503652039325
1739209745.0777555;-38.13080360867914
1739209745.0777578;-35.57807855764607
1739209745.0777605;-33.981070128970906
1739209745.0777628;-45.120503652039325
1739209745.0777652;-45.120503652039325
1739209745.0777676;-45.120503652039325
1739209745.07777;-45.120503652039325
1739209745.0777726;-38.13080360867914
1739209745.077775;-45.120503652039325
1739209745.0777774;-38.13080360867914
1739209745.0777798;-45.120503652039325
1739209745.0777822;-38.13080360867914
1739209745.0777848;-45.120503652039325
1739209745.0777872;-45.120503652039325
1739209745.0777895;-38.13080360867914
1739209745.077792;-45.120503652039325
1739209745.0777943;-38.13080360867914
1739209745.077797;-35.57807855764607
1739209745.0777993;-30.49652367304973
1739209745.0778017;-38.13080360867914
1739209745.077804;-38.13080360867914
1739209745.0778065;-38.13080360867914
1739209745.077809;-32.816014438256545
1739209745.0778115;-45.120503652039325
1739209745.0778139;-38.13080360867914
1739209745.0778162;-38.13080360867914
1739209745.0778186;-45.120503652039325
1739209745.0778213;-45.120503652039325
1739209745.0778236;-45.120503652039325
1739209745.077826;-45.120503652039325
1739209745.0778284;-45.120503652039325
1739209745.0778308;-38.13080360867914
1739209745.0778334;-38.13080360867914
1739209745.0778358;-38.13080360867914
1739209745.0778382;-38.13080360867914
