CAN Message; 0x39:04a47918a84b14d4
1739209603.3762805;-35.57807855764607
1739209603.3762827;-38.13080360867914
1739209603.3762846;-45.120503652039325
1739209603.3762867;-45.120503652039325
1739209603.376289;-45.120503652039325
1739209603.3762908;-38.13080360867914
1739209603.376293;-45.120503652039325
1739209603.376295;-33.981070128970906
1739209603.3762972;-45.120503652039325
1739209603.3762991;-45.120503652039325
1739209603.3763013;-38.13080360867914
1739209603.3763034;-35.57807855764607
1739209603.3763053;-31.141103565318915
1739209603.3763075;-45.120503652039325
1739209603.3763096;-38.13080360867914
1739209603.3763118;-35.57807855764607
1739209603.3763137;-32.816014438256545
1739209603.3763158;-45.120503652039325
1739209603.376318;-38.13080360867914
1739209603.37632;-38.13080360867914
1739209603.376322;-45.120503652039325
1739209603.3763242;-45.120503652039325
1739209603.376326;-38.13080360867914
1739209603.3763282;-38.13080360867914
1739209603.3763304;-45.120503652039325
1739209603.3763325;-45.120503652039325
1739209603.3763344;-45.120503652039325
1739209603.3763366;-38.13080360867914
1739209603.3763387;-45.120503652039325
1739209603.3763406;-45.120503652039325
1739209603.3763428;-45.120503652039325
1739209603.376345;-35.57807855764607
1739209603.3763468;-35.57807855764607
1739209603.376349;-38.13080360867914
1739209603.376351;-38.13080360867914
1739209603.3763533;-38.13080360867914
1739209603.3763552;-35.57807855764607
1739209603.3763573;-45.120503652039325
1739209603.3763595;-33.981070128970906
1739209603.3763614;-45.120503652039325
1739209603.3763635;-45.120503652039325
1739209603.3763657;-35.57807855764607
1739209603.3763676;-32.816014438256545
1739209603.3763697;-45.120503652039325
1739209603.3763719;-45.120503652039325
1739209603.376374;-45.120503652039325
1739209603.376376;-45.120503652039325
1739209603.376378;-38.13080360867914
1739209603.3763802;-35.57807855764607
1739209603.376382;-45.120503652039325
1739209603.3763843;-45.120503652039325
1739209603.3763864;-32.816014438256545
1739209603.3763885;-26.991370085610722
1739209603.3763905;-45.120503652039325
1739209603.3763926;-45.120503652039325
1739209603.3763947;-38.13080360867914
1739209603.3763967;-33.981070128970906
1739209603.3763988;-45.120503652039325
1739209603.376401;-45.120503652039325
1739209603.3764029;-38.13080360867914
1739209603.376405;-32.81601443825658
1739209603.3764071;-38.13080360867914
1739209603.3764093;-38.13080360867914
1739209603.3764112;-45.120503652039325
1739209603.3764133;-45.120503652039325
1739209603.3764155;-38.13080360867914
1739209603.3764174;-38.13080360867914
1739209603.3764195;-38.13080360867914
1739209603.3764217;-38.13080360867914
1739209603.3764236;-45.120503652039325
1739209603.3764257;-45.120503652039325
1739209603.376428;-38.13080360867914
1739209603.37643;-35.57807855764607
1739209603.376432;-45.120503652039325
1739209603.376434;-33.981070128970906
1739209603.3764362;-45.120503652039325
1739209603.3764381;-33.981070128970906
1739209603.3764403;-38.13080360867914
1739209603.3764424;-45.120503652039325
1739209603.3764446;-38.13080360867914
1739209603.3764465;-38.13080360867914
1739209603.3764486;-38.13080360867914
1739209603.3764508;-45.120503652039325
1739209603.3764527;-38.13080360867914
1739209603.3764548;-38.13080360867914
1739209603.376457;-32.816014438256545
1739209603.376459;-45.120503652039325
1739209603.376461;-38.13080360867914
1739209603.3764632;-38.13080360867914
1739209603.3764653;-45.120503652039325
1739209603.3764672;-38.13080360867914
1739209603.3764694;-33.981070128970906
1739209603.3764715;-28.992665084841942
1739209603.3764734;-33.981070128970906
1739209603.3764756;-38.13080360867914
1739209603.3764777;-45.120503652039325
1739209603.3764796;-33.981070128970906
1739209603.3764818;-45.120503652039325
1739209603.376484;-45.120503652039325
1739209603.376486;-45.120503652039325
1739209603.376488;-32.816014438256545
1739209603.37649;-33.981070128970906
1739209603.3764923;-45.120503652039325
1739209603.3764942;-45.120503652039325
1739209603.3764963;-45.120503652039325
1739209603.3764985;-45.120503652039325
1739209603.3765006;-45.120503652039325
1739209603.3765025;-38.13080360867914
1739209603.3765047;-31.141103565318915
1739209603.3765068;-38.13080360867914
1739209603.3765087;-38.13080360867914
1739209603.3765109;-38.13080360867914
1739209603.376513;-32.816014438256545
1739209603.376515;-38.13080360867914
1739209603.376517;-38.13080360867914
1739209603.3765192;-38.13080360867914
1739209603.3765213;-45.120503652039325
1739209603.3765233;-35.57807855764607
1739209603.3765254;-38.13080360867914
1739209603.3765275;-45.120503652039325
1739209603.3765295;-38.13080360867914
1739209603.3765316;-38.13080360867914
1739209603.3765337;-45.120503652039325
1739209603.3765357;-45.120503652039325
1739209603.3765378;-38.13080360867914
1739209603.37654;-38.13080360867914
1739209603.376542;-38.13080360867914
1739209603.376544;-38.13080360867914
1739209603.3765461;-35.57807855764607
1739209603.3765483;-45.120503652039325
1739209603.3765502;-45.120503652039325
1739209603.3765523;-38.13080360867914
1739209603.3765545;-38.13080360867914
1739209603.3765564;-33.981070128970906
1739209603.3765585;-38.13080360867914
1739209603.3765607;-33.981070128970906
1739209603.3765628;-35.57807855764607
1739209603.3765647;-38.13080360867914
1739209603.376567;-45.120503652039325
1739209603.376569;-45.120503652039325
1739209603.376571;-38.13080360867914
1739209603.376573;-38.13080360867914
1739209603.3765752;-38.13080360867914
1739209603.3765774;-45.120503652039325
1739209603.3765793;-45.120503652039325
1739209603.3765814;-45.120503652039325
1739209603.3765836;-45.120503652039325
1739209603.3765855;-38.13080360867914
1739209603.3765876;-45.120503652039325
1739209603.3765898;-38.13080360867914
1739209603.3765917;-38.13080360867914
1739209603.3765938;-35.57807855764607
1739209603.376596;-38.13080360867914
1739209603.3765981;-45.120503652039325
1739209603.3766;-45.120503652039325
1739209603.3766022;-38.13080360867914
1739209603.3766043;-38.13080360867914
1739209603.3766062;-35.57807855764607
1739209603.3766084;-35.57807855764607
1739209603.3766105;-45.120503652039325
1739209603.3766124;-45.120503652039325
1739209603.3766146;-38.13080360867914
1739209603.3766167;-38.13080360867914
1739209603.3766189;-45.120503652039325
1739209603.3766208;-45.120503652039325
1739209603.376623;-45.120503652039325
1739209603.376625;-38.13080360867914
1739209603.376627;-38.13080360867914
1739209603.376629;-38.13080360867914
1739209603.3766313;-33.981070128970906
1739209603.3766332;-45.120503652039325
1739209603.3766353;-32.816014438256545
1739209603.3766375;-35.57807855764607
1739209603.3766396;-32.816014438256545
1739209603.3766415;-35.57807855764607
1739209603.3766437;-35.57807855764607
1739209603.3766458;-35.57807855764607
1739209603.3766477;-38.13080360867914
1739209603.3766499;-32.816014438256545
1739209603.376652;-45.120503652039325
1739209603.3766541;-38.13080360867914
1739209603.376656;-45.120503652039325
1739209603.3766582;-45.120503652039325
1739209603.3766603;-45.120503652039325
1739209603.3766623;-45.120503652039325
1739209603.3766644;-45.120503652039325
1739209603.3766665;-45.120503652039325
1739209603.3766685;-45.120503652039325
1739209603.3766706;-45.120503652039325
1739209603.3766727;-45.120503652039325
1739209603.376675;-35.57807855764607
1739209603.3766768;-38.13080360867914
1739209603.376679;-38.13080360867914
1739209603.376681;-35.57807855764607
1739209603.376683;-35.57807855764607
1739209603.3766851;-33.981070128970906
1739209603.3766873;-38.13080360867914
1739209603.3766892;-30.49652367304973
1739209603.3766913;-35.57807855764607
1739209603.3766935;-45.120503652039325
1739209603.3766956;-38.13080360867914
1739209603.3766975;-35.57807855764607
1739209603.3766997;-35.57807855764607
1739209603.3767018;-45.120503652039325
1739209603.3767037;-35.57807855764607
1739209603.376706;-38.13080360867914
1739209603.376708;-45.120503652039325
1739209603.3767102;-35.57807855764607
1739209603.376712;-45.120503652039325
1739209603.3767142;-45.120503652039325
1739209603.3767164;-45.120503652039325
1739209603.3767183;-38.13080360867914
1739209603.3767204;-45.120503652039325
1739209603.3767226;-32.816014438256545
1739209603.3767245;-35.57807855764607
1739209603.3767266;-45.120503652039325
1739209603.3767288;-45.120503652039325
1739209603.376731;-45.120503652039325
1739209603.3767328;-38.13080360867914
1739209603.376735;-35.57807855764607
1739209603.376737;-45.120503652039325
1739209603.376739;-38.13080360867914
1739209603.3767412;-35.57807855764607
1739209603.3767433;-45.120503652039325
1739209603.3767452;-45.120503652039325
1739209603.3767474;-38.13080360867914
1739209603.3767495;-38.13080360867914
1739209603.3767517;-45.120503652039325
1739209603.3767536;-45.120503652039325
1739209603.3767557;-45.120503652039325
1739209603.3767579;-38.13080360867914
1739209603.3767598;-45.120503652039325
1739209603.376762;-45.120503652039325
1739209603.376764;-45.120503652039325
1739209603.3767662;-45.120503652039325
1739209603.376768;-38.13080360867914
1739209603.3767703;-45.120503652039325
1739209603.3767724;-29.438486411369333
1739209603.3767743;-27.8777449560314
1739209603.3767765;-38.13080360867914
1739209603.3767786;-38.13080360867914
1739209603.3767805;-38.13080360867914
1739209603.3767827;-35.57807855764607
1739209603.3767848;-45.120503652039325
1739209603.376787;-38.13080360867914
1739209603.3767889;-45.120503652039325
1739209603.376791;-33.981070128970956
1739209603.3767931;-38.13080360867914
1739209603.376795;-38.13080360867914
1739209603.3767972;-45.120503652039325
1739209603.3767993;-45.120503652039325
1739209603.3768013;-35.57807855764607
1739209603.3768034;-45.120503652039325
1739209603.3768055;-38.13080360867914
1739209603.3768077;-28.58837851428586
1739209603.3768096;-38.13080360867914
1739209603.3768117;-35.57807855764607
1739209603.376814;-38.13080360867914
1739209603.3768158;-38.13080360867914
1739209603.376818;-45.120503652039325
1739209603.37682;-38.13080360867914
1739209603.376822;-38.13080360867914
1739209603.3768241;-38.13080360867914
1739209603.3768263;-38.13080360867914
1739209603.3768284;-45.120503652039325
1739209603.3768303;-45.120503652039325
1739209603.3768325;-38.13080360867914
1739209603.3768346;-38.13080360867914
1739209603.3768365;-38.13080360867914
1739209603.3768387;-35.57807855764607
1739209603.3768408;-38.13080360867914
1739209603.376843;-45.120503652039325
1739209603.376845;-35.57807855764607
1739209603.376847;-45.120503652039325
1739209603.3768492;-45.120503652039325
1739209603.376851;-45.120503652039325
1739209603.3768532;-45.120503652039325
1739209603.3768554;-38.13080360867914
1739209603.3768573;-38.13080360867914
1739209603.3768594;-32.816014438256545
1739209603.3768616;-35.57807855764607
1739209603.3768637;-38.13080360867914
1739209603.3768656;-35.57807855764607
1739209603.3768678;-32.816014438256545
1739209603.37687;-38.13080360867914
1739209603.3768718;-45.120503652039325
1739209603.376874;-38.13080360867914
1739209603.376876;-38.13080360867914
1739209603.376878;-45.120503652039325
1739209603.3768802;-38.13080360867914
1739209603.3768823;-45.120503652039325
1739209603.3768845;-38.13080360867914
1739209603.3768864;-45.120503652039325
1739209603.3768885;-45.120503652039325
1739209603.3768907;-33.981070128970906
1739209603.3768926;-38.13080360867914
1739209603.3768947;-38.13080360867914
1739209603.3768969;-45.120503652039325
1739209603.3768988;-38.13080360867914
1739209603.376901;-33.981070128970906
1739209603.376903;-38.13080360867914
1739209603.3769052;-33.981070128970906
1739209603.376907;-33.981070128970906
1739209603.3769093;-45.120503652039325
1739209603.3769114;-45.120503652039325
1739209603.3769133;-45.120503652039325
1739209603.3769155;-45.120503652039325
1739209603.3769176;-38.13080360867914
1739209603.3769197;-38.13080360867914
1739209603.3769217;-38.13080360867914
1739209603.3769238;-38.13080360867914
1739209603.376926;-38.13080360867914
1739209603.3769279;-38.13080360867914
1739209603.37693;-32.816014438256545
1739209603.3769321;-38.13080360867914
1739209603.376934;-45.120503652039325
1739209603.3769362;-38.13080360867914
1739209603.3769383;-38.13080360867914
1739209603.3769405;-38.13080360867914
1739209603.3769424;-38.13080360867914
1739209603.3769445;-38.13080360867914
1739209603.3769467;-45.120503652039325
1739209603.3769486;-45.120503652039325
1739209603.3769507;-32.816014438256545
1739209603.376953;-38.13080360867914
1739209603.3769548;-38.13080360867914
1739209603.376957;-45.120503652039325
1739209603.376959;-45.120503652039325
1739209603.3769612;-38.13080360867914
1739209603.3769631;-45.120503652039325
1739209603.3769653;-38.13080360867914
1739209603.3769674;-45.120503652039325
1739209603.3769693;-38.13080360867914
1739209603.3769715;-45.120503652039325
1739209603.3769736;-38.13080360867914
1739209603.3769758;-31.141103565318915
1739209603.3769777;-38.13080360867914
1739209603.3769798;-45.120503652039325
1739209603.376982;-38.13080360867914
1739209603.376984;-38.13080360867914
1739209603.376986;-38.13080360867914
1739209603.3769882;-45.120503652039325
1739209603.37699;-38.13080360867914
1739209603.3769922;-45.120503652039325
1739209603.3769944;-45.120503652039325
1739209603.3769965;-45.120503652039325
1739209603.3769984;-45.120503652039325
1739209603.3770006;-38.13080360867914
1739209603.3770027;-38.13080360867914
1739209603.3770046;-45.120503652039325
1739209603.3770068;-45.120503652039325
1739209603.377009;-32.816014438256545
1739209603.3770108;-35.57807855764607
1739209603.377013;-45.120503652039325
1739209603.377015;-38.13080360867914
1739209603.3770173;-32.816014438256545
1739209603.3770192;-32.816014438256545
1739209603.3770213;-45.120503652039325
1739209603.3770235;-45.120503652039325
1739209603.3770254;-45.120503652039325
1739209603.3770275;-45.120503652039325
1739209603.3770297;-45.120503652039325
1739209603.3770318;-38.13080360867914
1739209603.3770337;-45.120503652039325
1739209603.3770359;-45.120503652039325
1739209603.377038;-32.816014438256545
1739209603.37704;-33.981070128970906
1739209603.377042;-45.120503652039325
1739209603.3770442;-45.120503652039325
1739209603.377046;-45.120503652039325
1739209603.3770483;-45.120503652039325
1739209603.3770504;-33.981070128970906
1739209603.3770525;-38.13080360867914
1739209603.3770545;-38.13080360867914
1739209603.3770566;-45.120503652039325
1739209603.3770587;-32.816014438256545
1739209603.3770607;-35.57807855764607
1739209603.3770628;-45.120503652039325
1739209603.377065;-38.13080360867914
1739209603.3770669;-38.13080360867914
1739209603.377069;-38.13080360867914
1739209603.3770711;-45.120503652039325
1739209603.3770733;-33.981070128970906
1739209603.3770752;-45.120503652039325
1739209603.3770773;-45.120503652039325
1739209603.3770795;-45.120503652039325
1739209603.3770814;-45.120503652039325
1739209603.3770835;-38.13080360867914
1739209603.3770857;-38.13080360867914
1739209603.3770876;-38.13080360867914
1739209603.3770897;-45.120503652039325
1739209603.377092;-31.141103565318893
1739209603.377094;-29.438486411369333
1739209603.377096;-45.120503652039325
1739209603.377098;-45.120503652039325
1739209603.3771002;-38.13080360867914
1739209603.3771021;-45.120503652039325
1739209603.3771043;-45.120503652039325
1739209603.3771064;-35.57807855764607
1739209603.3771086;-45.120503652039325
1739209603.3771105;-45.120503652039325
1739209603.3771126;-38.13080360867914
1739209603.3771148;-38.13080360867914
1739209603.3771167;-38.13080360867914
1739209603.3771188;-45.120503652039325
1739209603.377121;-38.13080360867914
1739209603.3771229;-45.120503652039325
1739209603.377125;-30.49652367304973
1739209603.3771272;-31.141103565318893
1739209603.3771293;-45.120503652039325
1739209603.3771312;-38.13080360867914
1739209603.3771334;-35.57807855764607
1739209603.3771355;-35.57807855764607
1739209603.3771374;-33.981070128970906
1739209603.3771396;-45.120503652039325
1739209603.3771417;-38.13080360867914
1739209603.3771436;-35.57807855764607
1739209603.3771458;-35.57807855764607
1739209603.377148;-45.120503652039325
1739209603.37715;-45.120503652039325
1739209603.377152;-38.13080360867914
1739209603.377154;-45.120503652039325
1739209603.3771563;-38.13080360867914
1739209603.3771582;-45.120503652039325
1739209603.3771603;-33.981070128970956
1739209603.3771625;-45.120503652039325
1739209603.3771644;-45.120503652039325
1739209603.3771665;-45.120503652039325
1739209603.3771687;-45.120503652039325
1739209603.3771708;-38.13080360867914
1739209603.3771727;-38.13080360867914
1739209603.3771749;-35.57807855764607
1739209603.377177;-27.267205301931607
1739209603.377179;-45.120503652039325
1739209603.377181;-45.120503652039325
1739209603.3771832;-38.13080360867914
1739209603.3771853;-38.13080360867914
1739209603.3771873;-38.13080360867914
1739209603.3771894;-38.13080360867914
1739209603.3771915;-45.120503652039325
1739209603.3771935;-32.81601443825658
1739209603.3771956;-38.13080360867914
1739209603.3771977;-33.981070128970906
1739209603.3771996;-45.120503652039325
1739209603.3772018;-38.13080360867914
1739209603.377204;-38.13080360867914
1739209603.377206;-45.120503652039325
1739209603.377208;-38.13080360867914
1739209603.3772101;-28.992665084841942
1739209603.3772123;-45.120503652039325
1739209603.3772142;-38.13080360867914
1739209603.3772163;-38.13080360867914
1739209603.3772185;-38.13080360867914
1739209603.3772204;-45.120503652039325
1739209603.3772225;-45.120503652039325
1739209603.3772247;-45.120503652039325
1739209603.3772268;-38.13080360867914
1739209603.3772287;-35.57807855764607
1739209603.377231;-38.13080360867914
1739209603.377233;-45.120503652039325
1739209603.377235;-38.13080360867914
1739209603.377237;-45.120503652039325
1739209603.3772392;-45.120503652039325
1739209603.3772414;-38.13080360867914
1739209603.3772433;-45.120503652039325
1739209603.3772454;-45.120503652039325
1739209603.3772476;-45.120503652039325
1739209603.3772495;-33.981070128970906
1739209603.3772516;-45.120503652039325
1739209603.3772538;-45.120503652039325
1739209603.3772557;-38.13080360867914
1739209603.3772578;-38.13080360867914
1739209603.37726;-33.981070128970906
1739209603.377262;-38.13080360867914
1739209603.377264;-38.13080360867914
1739209603.3772662;-45.120503652039325
1739209603.3772683;-45.120503652039325
1739209603.3772702;-38.13080360867914
1739209603.3772724;-45.120503652039325
1739209603.3772745;-45.120503652039325
1739209603.3772764;-38.13080360867914
1739209603.3772786;-45.120503652039325
1739209603.3772807;-45.120503652039325
1739209603.3772829;-45.120503652039325
1739209603.3772848;-45.120503652039325
1739209603.377287;-38.13080360867914
1739209603.377289;-38.13080360867914
1739209603.377291;-38.13080360867914
1739209603.377293;-38.13080360867914
1739209603.3772953;-38.13080360867914
1739209603.3772974;-45.120503652039325
1739209603.3772993;-38.13080360867914
1739209603.3773015;-38.13080360867914
1739209603.3773036;-45.120503652039325
1739209603.3773055;-45.120503652039325
1739209603.3773077;-38.13080360867914
1739209603.3773098;-45.120503652039325
1739209603.3773117;-45.120503652039325
1739209603.3773139;-45.120503652039325
1739209603.377316;-45.120503652039325
1739209603.3773181;-38.13080360867914
1739209603.37732;-38.13080360867914
1739209603.3773222;-38.13080360867914
1739209603.3773243;-45.120503652039325
1739209603.3773263;-38.13080360867914
1739209603.3773284;-45.120503652039325
1739209603.3773305;-38.13080360867914
1739209603.3773324;-45.120503652039325
1739209603.3773346;-38.13080360867914
1739209603.3773367;-38.13080360867914
1739209603.377339;-33.981070128970906
1739209603.3773408;-45.120503652039325
1739209603.377343;-45.120503652039325
1739209603.377345;-30.49652367304973
1739209603.377347;-45.120503652039325
1739209603.3773491;-38.13080360867914
1739209603.3773513;-38.13080360867914
1739209603.3773532;-35.57807855764607
1739209603.3773553;-45.120503652039325
1739209603.3773575;-38.13080360867914
1739209603.3773596;-38.13080360867914
1739209603.3773615;-45.120503652039325
1739209603.3773637;-45.120503652039325
1739209603.3773658;-30.49652367304973
1739209603.3773677;-32.816014438256545
1739209603.3773699;-45.120503652039325
1739209603.377372;-45.120503652039325
1739209603.3773742;-38.13080360867914
1739209603.377376;-38.13080360867914
1739209603.3773782;-38.13080360867914
1739209603.3773804;-38.13080360867914
1739209603.3773823;-38.13080360867914
1739209603.3773844;-35.57807855764607
1739209603.3773866;-38.13080360867914
1739209603.3773885;-45.120503652039325
1739209603.3773906;-45.120503652039325
1739209603.3773928;-45.120503652039325
1739209603.377395;-35.57807855764607
1739209603.3773968;-38.13080360867914
1739209603.377399;-38.13080360867914
1739209603.377401;-38.13080360867914
1739209603.377403;-45.120503652039325
1739209603.3774052;-38.13080360867914
1739209603.3774073;-38.13080360867914
1739209603.3774092;-45.120503652039325
1739209603.3774114;-45.120503652039325
1739209603.3774135;-45.120503652039325
1739209603.3774157;-38.13080360867914
1739209603.3774176;-35.57807855764607
1739209603.3774197;-38.13080360867914
1739209603.3774219;-45.120503652039325
1739209603.3774238;-32.816014438256545
1739209603.377426;-38.13080360867914
1739209603.377428;-31.141103565318893
1739209603.37743;-38.13080360867914
1739209603.377432;-38.13080360867914
1739209603.3774343;-38.13080360867914
1739209603.3774364;-35.57807855764607
1739209603.3774383;-35.57807855764607
1739209603.3774405;-45.120503652039325
1739209603.3774426;-38.13080360867914
1739209603.3774445;-38.13080360867914
1739209603.3774467;-45.120503652039325
1739209603.3774488;-38.13080360867914
1739209603.377451;-45.120503652039325
1739209603.3774529;-45.120503652039325
1739209603.377455;-45.120503652039325
1739209603.3774571;-45.120503652039325
1739209603.377459;-45.120503652039325
1739209603.3774612;-29.438486411369333
1739209603.3774633;-31.141103565318893
1739209603.3774652;-38.13080360867914
1739209603.3774674;-38.13080360867914
1739209603.3774695;-35.57807855764607
1739209603.3774717;-38.13080360867914
1739209603.3774736;-38.13080360867914
1739209603.3774757;-32.816014438256545
1739209603.377478;-45.120503652039325
1739209603.3774798;-45.120503652039325
1739209603.377482;-35.57807855764607
1739209603.377484;-35.57807855764607
1739209603.377486;-45.120503652039325
1739209603.3774881;-45.120503652039325
1739209603.3774903;-45.120503652039325
1739209603.3774924;-45.120503652039325
1739209603.3774943;-38.13080360867914
1739209603.3774965;-45.120503652039325
1739209603.3774986;-45.120503652039325
1739209603.3775005;-45.120503652039325
1739209603.3775027;-45.120503652039325
1739209603.3775048;-38.13080360867914
1739209603.377507;-38.13080360867914
1739209603.3775089;-45.120503652039325
1739209603.377511;-29.438486411369333
1739209603.3775132;-27.8777449560314
1739209603.377515;-45.120503652039325
1739209603.3775172;-38.13080360867914
1739209603.3775194;-35.57807855764607
1739209603.3775213;-35.57807855764607
1739209603.3775234;-38.13080360867914
1739209603.3775256;-38.13080360867914
1739209603.3775277;-45.120503652039325
1739209603.3775296;-33.981070128970956
1739209603.3775318;-38.13080360867914
