CAN Message; 0x150:0600b749cc75e2b7
1739209892.3953614;-38.13080360867914
1739209892.3953676;-31.141103565318915
1739209892.3953736;-45.120503652039325
1739209892.3953795;-38.13080360867914
1739209892.3953857;-38.13080360867914
1739209892.3953917;-32.816014438256545
1739209892.3953977;-38.13080360867914
1739209892.3954039;-45.120503652039325
1739209892.3954098;-45.120503652039325
1739209892.3954158;-45.120503652039325
1739209892.3954217;-38.13080360867914
1739209892.395428;-38.13080360867914
1739209892.395434;-38.13080360867914
1739209892.3954399;-33.981070128970906
1739209892.395446;-45.120503652039325
1739209892.395452;-35.57807855764607
1739209892.395458;-32.816014438256545
1739209892.3954642;-31.141103565318915
1739209892.3954701;-45.120503652039325
1739209892.395476;-45.120503652039325
1739209892.3954823;-38.13080360867914
1739209892.3954883;-45.120503652039325
1739209892.3954942;-38.13080360867914
1739209892.3955004;-38.13080360867914
1739209892.3955064;-32.816014438256545
1739209892.3955123;-31.141103565318915
1739209892.3955185;-45.120503652039325
1739209892.3955245;-45.120503652039325
1739209892.3955305;-45.120503652039325
1739209892.3955364;-38.13080360867914
1739209892.3955426;-45.120503652039325
1739209892.3955486;-33.981070128970906
1739209892.3955545;-38.13080360867914
1739209892.3955607;-33.981070128970906
1739209892.3955667;-33.981070128970906
1739209892.3955727;-45.120503652039325
1739209892.3955789;-45.120503652039325
1739209892.3955848;-38.13080360867914
1739209892.3955908;-35.57807855764607
1739209892.395597;-38.13080360867914
1739209892.395603;-35.57807855764607
1739209892.395609;-38.13080360867914
1739209892.395615;-45.120503652039325
1739209892.395621;-45.120503652039325
1739209892.395627;-38.13080360867914
1739209892.3956332;-32.816014438256545
1739209892.3956392;-45.120503652039325
1739209892.3956451;-45.120503652039325
1739209892.3956513;-45.120503652039325
1739209892.3956573;-45.120503652039325
1739209892.3956633;-45.120503652039325
1739209892.3956692;-45.120503652039325
1739209892.3956754;-45.120503652039325
1739209892.3956814;-38.13080360867914
1739209892.3956873;-32.816014438256545
1739209892.3956935;-35.57807855764607
1739209892.3956995;-45.120503652039325
1739209892.3957055;-38.13080360867914
1739209892.3957117;-38.13080360867914
1739209892.3957176;-45.120503652039325
1739209892.3957236;-45.120503652039325
1739209892.3957298;-38.13080360867914
1739209892.3957357;-45.120503652039325
1739209892.3957417;-45.120503652039325
1739209892.395748;-45.120503652039325
1739209892.3957539;-45.120503652039325
1739209892.3957598;-38.13080360867914
1739209892.395766;-33.981070128970906
1739209892.395772;-45.120503652039325
1739209892.395778;-35.57807855764607
1739209892.3957841;-35.57807855764607
1739209892.39579;-45.120503652039325
1739209892.395796;-45.120503652039325
1739209892.395802;-45.120503652039325
1739209892.3958082;-35.57807855764607
1739209892.3958142;-38.13080360867914
1739209892.3958201;-45.120503652039325
1739209892.3958263;-45.120503652039325
1739209892.3958323;-35.57807855764607
1739209892.3958383;-38.13080360867914
1739209892.3958445;-45.120503652039325
1739209892.3958504;-45.120503652039325
1739209892.3958564;-45.120503652039325
1739209892.3958626;-38.13080360867914
1739209892.3958685;-38.13080360867914
1739209892.3958745;-35.57807855764607
1739209892.3958807;-38.13080360867914
1739209892.3958867;-38.13080360867914
1739209892.3958926;-45.120503652039325
1739209892.3958988;-45.120503652039325
1739209892.3959048;-31.141103565318893
1739209892.3959107;-35.57807855764607
1739209892.3959167;-45.120503652039325
1739209892.395923;-45.120503652039325
1739209892.3959289;-35.57807855764607
1739209892.3959348;-45.120503652039325
1739209892.395941;-38.13080360867914
1739209892.395947;-38.13080360867914
1739209892.395953;-45.120503652039325
1739209892.3959591;-45.120503652039325
1739209892.395965;-45.120503652039325
1739209892.395971;-45.120503652039325
1739209892.3959773;-45.120503652039325
1739209892.3959832;-45.120503652039325
1739209892.3959892;-35.57807855764607
1739209892.3959954;-38.13080360867914
1739209892.3960013;-45.120503652039325
1739209892.3960073;-38.13080360867914
1739209892.3960135;-45.120503652039325
1739209892.3960195;-38.13080360867914
1739209892.3960254;-35.57807855764607
1739209892.3960316;-38.13080360867914
1739209892.3960376;-45.120503652039325
1739209892.3960435;-45.120503652039325
1739209892.3960495;-32.816014438256545
1739209892.3960557;-35.57807855764607
1739209892.3960617;-45.120503652039325
1739209892.3960676;-38.13080360867914
1739209892.3960738;-45.120503652039325
1739209892.3960798;-38.13080360867914
1739209892.3960857;-45.120503652039325
1739209892.396092;-45.120503652039325
1739209892.396098;-38.13080360867914
1739209892.3961039;-45.120503652039325
1739209892.39611;-38.13080360867914
1739209892.396116;-38.13080360867914
1739209892.396122;-38.13080360867914
1739209892.3961282;-45.120503652039325
1739209892.3961341;-45.120503652039325
1739209892.39614;-45.120503652039325
1739209892.3961463;-27.8777449560314
1739209892.3961523;-30.49652367304973
1739209892.3961582;-38.13080360867914
1739209892.3961644;-45.120503652039325
1739209892.3961704;-35.57807855764607
1739209892.3961763;-35.57807855764607
1739209892.3961823;-45.120503652039325
1739209892.3961885;-38.13080360867914
1739209892.3961945;-45.120503652039325
1739209892.3962004;-45.120503652039325
1739209892.3962066;-45.120503652039325
1739209892.3962126;-45.120503652039325
1739209892.3962185;-45.120503652039325
1739209892.3962247;-38.13080360867914
1739209892.3962307;-45.120503652039325
1739209892.3962367;-45.120503652039325
1739209892.3962429;-45.120503652039325
1739209892.3962488;-45.120503652039325
1739209892.3962548;-45.120503652039325
1739209892.396261;-45.120503652039325
1739209892.396267;-35.57807855764607
1739209892.396273;-45.120503652039325
1739209892.396279;-38.13080360867914
1739209892.396285;-38.13080360867914
1739209892.396291;-33.981070128970906
1739209892.396297;-28.992665084841942
1739209892.3963032;-45.120503652039325
1739209892.3963091;-45.120503652039325
1739209892.396315;-38.13080360867914
1739209892.3963213;-38.13080360867914
1739209892.3963273;-45.120503652039325
1739209892.3963332;-45.120503652039325
1739209892.3963394;-45.120503652039325
1739209892.3963454;-38.13080360867914
1739209892.3963513;-45.120503652039325
1739209892.3963575;-45.120503652039325
1739209892.3963635;-45.120503652039325
1739209892.3963695;-45.120503652039325
1739209892.3963757;-38.13080360867914
1739209892.3963816;-38.13080360867914
1739209892.3963876;-33.981070128970906
1739209892.3963938;-27.267205301931607
1739209892.3963997;-45.120503652039325
1739209892.3964057;-45.120503652039325
1739209892.396412;-38.13080360867914
1739209892.3964179;-45.120503652039325
1739209892.3964238;-45.120503652039325
1739209892.3964298;-38.13080360867914
1739209892.396436;-38.13080360867914
1739209892.396442;-45.120503652039325
1739209892.396448;-45.120503652039325
1739209892.396454;-38.13080360867914
1739209892.39646;-45.120503652039325
1739209892.396466;-45.120503652039325
1739209892.3964722;-45.120503652039325
1739209892.3964782;-38.13080360867914
1739209892.3964841;-35.57807855764607
1739209892.3964903;-38.13080360867914
1739209892.3964963;-38.13080360867914
1739209892.3965023;-45.120503652039325
1739209892.3965085;-38.13080360867914
1739209892.3965144;-38.13080360867914
1739209892.3965204;-45.120503652039325
1739209892.3965266;-38.13080360867914
1739209892.3965325;-38.13080360867914
1739209892.3965385;-45.120503652039325
1739209892.3965445;-38.13080360867914
1739209892.3965507;-45.120503652039325
1739209892.3965566;-38.13080360867914
1739209892.3965626;-33.981070128970906
1739209892.3965688;-45.120503652039325
1739209892.3965747;-38.13080360867914
1739209892.3965807;-35.57807855764607
1739209892.396587;-45.120503652039325
1739209892.3965929;-45.120503652039325
1739209892.3965988;-45.120503652039325
1739209892.396605;-45.120503652039325
1739209892.396611;-45.120503652039325
1739209892.396617;-45.120503652039325
1739209892.3966231;-38.13080360867914
1739209892.396629;-38.13080360867914
1739209892.396635;-33.981070128970906
1739209892.3966413;-45.120503652039325
1739209892.3966472;-38.13080360867914
1739209892.3966532;-35.57807855764607
1739209892.3966594;-31.141103565318915
1739209892.3966653;-38.13080360867914
1739209892.3966713;-38.13080360867914
1739209892.3966773;-38.13080360867914
1739209892.3966835;-38.13080360867914
1739209892.3966894;-45.120503652039325
1739209892.3966954;-38.13080360867914
1739209892.3967016;-38.13080360867914
1739209892.3967075;-38.13080360867914
1739209892.3967135;-45.120503652039325
1739209892.3967197;-45.120503652039325
1739209892.3967257;-45.120503652039325
1739209892.3967316;-33.981070128970906
1739209892.3967378;-38.13080360867914
1739209892.3967438;-33.981070128970906
1739209892.3967497;-45.120503652039325
1739209892.396756;-33.981070128970906
1739209892.396762;-38.13080360867914
1739209892.3967679;-38.13080360867914
1739209892.396774;-35.57807855764607
1739209892.39678;-38.13080360867914
1739209892.396786;-45.120503652039325
1739209892.3967922;-45.120503652039325
1739209892.3967981;-35.57807855764607
1739209892.396804;-38.13080360867914
1739209892.39681;-45.120503652039325
1739209892.3968163;-38.13080360867914
1739209892.3968222;-35.57807855764607
1739209892.3968282;-38.13080360867914
1739209892.3968344;-33.981070128970906
1739209892.3968403;-32.816014438256545
1739209892.3968463;-38.13080360867914
1739209892.3968525;-38.13080360867914
1739209892.3968585;-45.120503652039325
1739209892.3968644;-38.13080360867914
1739209892.3968706;-35.57807855764607
1739209892.3968766;-38.13080360867914
1739209892.3968825;-45.120503652039325
1739209892.3968887;-45.120503652039325
1739209892.3968947;-45.120503652039325
1739209892.3969007;-38.13080360867914
1739209892.3969069;-45.120503652039325
1739209892.3969128;-38.13080360867914
1739209892.3969188;-38.13080360867914
1739209892.3969247;-45.120503652039325
1739209892.396931;-45.120503652039325
1739209892.396937;-38.13080360867914
1739209892.3969429;-38.13080360867914
1739209892.396949;-38.13080360867914
1739209892.396955;-45.120503652039325
1739209892.396961;-38.13080360867914
1739209892.3969672;-38.13080360867914
1739209892.3969731;-45.120503652039325
1739209892.396979;-32.816014438256545
1739209892.3969853;-38.13080360867914
1739209892.3969913;-38.13080360867914
1739209892.3969972;-45.120503652039325
1739209892.3970034;-35.57807855764607
1739209892.3970094;-45.120503652039325
1739209892.3970153;-38.13080360867914
1739209892.3970215;-38.13080360867914
1739209892.3970275;-45.120503652039325
1739209892.3970335;-45.120503652039325
1739209892.3970397;-38.13080360867914
1739209892.3970456;-38.13080360867914
1739209892.3970516;-45.120503652039325
1739209892.3970575;-45.120503652039325
1739209892.3970637;-45.120503652039325
1739209892.3970697;-45.120503652039325
1739209892.3970757;-38.13080360867914
1739209892.3970819;-38.13080360867914
1739209892.3970878;-45.120503652039325
1739209892.3970938;-45.120503652039325
1739209892.3971;-45.120503652039325
1739209892.397106;-38.13080360867914
1739209892.397112;-38.13080360867914
1739209892.397118;-45.120503652039325
1739209892.397124;-38.13080360867914
1739209892.39713;-38.13080360867914
1739209892.3971362;-38.13080360867914
1739209892.3971422;-45.120503652039325
1739209892.3971481;-45.120503652039325
1739209892.3971543;-38.13080360867914
1739209892.3971603;-45.120503652039325
1739209892.3971663;-45.120503652039325
1739209892.3971725;-45.120503652039325
1739209892.3971784;-45.120503652039325
1739209892.3971844;-45.120503652039325
1739209892.3971903;-38.13080360867914
1739209892.3971965;-38.13080360867914
1739209892.3972025;-38.13080360867914
1739209892.3972085;-35.57807855764607
1739209892.3972147;-38.13080360867914
1739209892.3972206;-30.49652367304973
1739209892.3972266;-35.57807855764607
1739209892.3972328;-35.57807855764607
1739209892.3972387;-38.13080360867914
1739209892.3972447;-35.57807855764607
1739209892.397251;-38.13080360867914
1739209892.3972569;-45.120503652039325
1739209892.3972628;-38.13080360867914
1739209892.397269;-38.13080360867914
1739209892.397275;-45.120503652039325
1739209892.397281;-35.57807855764607
1739209892.3972871;-38.13080360867914
1739209892.397293;-45.120503652039325
1739209892.397299;-38.13080360867914
1739209892.397305;-38.13080360867914
1739209892.3973112;-45.120503652039325
1739209892.3973172;-35.57807855764607
1739209892.3973231;-38.13080360867914
1739209892.3973293;-45.120503652039325
1739209892.3973353;-38.13080360867914
1739209892.3973413;-45.120503652039325
1739209892.3973475;-45.120503652039325
1739209892.3973534;-38.13080360867914
1739209892.3973594;-38.13080360867914
1739209892.3973656;-38.13080360867914
1739209892.3973715;-35.57807855764607
1739209892.3973775;-38.13080360867914
1739209892.3973837;-45.120503652039325
1739209892.3973897;-33.981070128970906
1739209892.3973956;-45.120503652039325
1739209892.3974018;-45.120503652039325
1739209892.3974078;-33.981070128970906
1739209892.3974137;-38.13080360867914
1739209892.39742;-35.57807855764607
1739209892.397426;-35.57807855764607
1739209892.3974319;-38.13080360867914
1739209892.3974378;-35.57807855764607
1739209892.397444;-45.120503652039325
1739209892.39745;-38.13080360867914
1739209892.397456;-38.13080360867914
1739209892.3974621;-30.49652367304973
1739209892.397468;-31.141103565318915
1739209892.397474;-45.120503652039325
1739209892.3974802;-33.981070128970906
1739209892.3974862;-35.57807855764607
1739209892.3974922;-35.57807855764607
1739209892.3974984;-38.13080360867914
1739209892.3975043;-45.120503652039325
1739209892.3975103;-38.13080360867914
1739209892.3975165;-38.13080360867914
1739209892.3975224;-38.13080360867914
1739209892.3975284;-45.120503652039325
1739209892.3975346;-45.120503652039325
1739209892.3975406;-38.13080360867914
1739209892.3975465;-38.13080360867914
1739209892.3975525;-45.120503652039325
1739209892.3975587;-35.57807855764607
1739209892.3975646;-45.120503652039325
1739209892.3975706;-38.13080360867914
1739209892.3975768;-35.57807855764607
1739209892.3975828;-45.120503652039325
1739209892.3975887;-45.120503652039325
1739209892.397595;-45.120503652039325
1739209892.397601;-45.120503652039325
1739209892.3976068;-45.120503652039325
1739209892.397613;-38.13080360867914
1739209892.397619;-38.13080360867914
1739209892.397625;-45.120503652039325
1739209892.3976312;-38.13080360867914
1739209892.3976371;-32.816014438256545
1739209892.397643;-33.981070128970906
1739209892.3976493;-38.13080360867914
1739209892.3976552;-38.13080360867914
1739209892.3976612;-38.13080360867914
1739209892.3976674;-38.13080360867914
1739209892.3976734;-35.57807855764607
1739209892.3976793;-38.13080360867914
1739209892.3976853;-45.120503652039325
1739209892.3976915;-38.13080360867914
1739209892.3976974;-38.13080360867914
1739209892.3977034;-45.120503652039325
1739209892.3977096;-33.981070128970906
1739209892.3977156;-45.120503652039325
1739209892.3977215;-45.120503652039325
1739209892.3977277;-38.13080360867914
1739209892.3977337;-35.57807855764607
1739209892.3977396;-38.13080360867914
1739209892.3977458;-45.120503652039325
1739209892.3977518;-45.120503652039325
1739209892.3977578;-45.120503652039325
1739209892.397764;-45.120503652039325
1739209892.39777;-38.13080360867914
1739209892.397776;-45.120503652039325
1739209892.397782;-45.120503652039325
1739209892.397788;-45.120503652039325
1739209892.397794;-45.120503652039325
1739209892.3978002;-45.120503652039325
1739209892.3978062;-45.120503652039325
1739209892.3978121;-38.13080360867914
1739209892.397818;-38.13080360867914
1739209892.3978243;-29.438486411369354
1739209892.3978302;-27.267205301931607
1739209892.3978362;-45.120503652039325
1739209892.3978424;-27.267205301931607
1739209892.3978484;-38.13080360867914
1739209892.3978543;-45.120503652039325
1739209892.3978605;-28.58837851428586
1739209892.3978665;-45.120503652039325
1739209892.3978724;-45.120503652039325
1739209892.3978786;-31.141103565318915
1739209892.3978846;-35.57807855764607
1739209892.3978906;-30.49652367304973
1739209892.3978968;-26.487275050834715
1739209892.3979027;-33.981070128970956
1739209892.3979087;-26.991370085610768
1739209892.397915;-20.001670042250552
1739209892.3979208;-26.487275050834715
1739209892.3979268;-38.13080360867914
1739209892.3979328;-33.981070128970906
1739209892.397939;-38.13080360867914
1739209892.397945;-38.13080360867914
1739209892.397951;-35.57807855764607
1739209892.397957;-30.49652367304973
1739209892.397963;-38.13080360867914
1739209892.397969;-24.292649948874775
1739209892.3979752;-22.448786368009163
1739209892.3979812;-33.981070128970906
1739209892.3979871;-29.438486411369347
1739209892.3979933;-38.13080360867914
1739209892.3979993;-33.981070128970906
1739209892.3980052;-38.13080360867914
1739209892.3980114;-45.120503652039325
1739209892.3980174;-38.13080360867914
1739209892.3980234;-45.120503652039325
1739209892.3980296;-45.120503652039325
1739209892.3980355;-45.120503652039325
1739209892.3980415;-29.438486411369354
1739209892.3980477;-25.62660358559016
1739209892.3980536;-31.141103565318915
1739209892.3980596;-22.175841390423358
1739209892.3980656;-22.84163660590256
1739209892.3980718;-33.981070128970906
1739209892.3980777;-38.13080360867914
1739209892.3980837;-45.120503652039325
1739209892.39809;-38.13080360867914
1739209892.3980958;-38.13080360867914
1739209892.3981018;-30.49652367304973
1739209892.398108;-38.13080360867914
1739209892.398114;-32.81601443825658
1739209892.39812;-27.267205301931607
1739209892.3981261;-28.992665084841942
1739209892.398132;-25.077289914212862
1739209892.398138;-22.002965041481755
1739209892.3981442;-33.981070128970906
1739209892.3981502;-45.120503652039325
1739209892.3981562;-45.120503652039325
1739209892.3981624;-31.141103565318893
1739209892.3981683;-38.13080360867914
1739209892.3981743;-45.120503652039325
1739209892.3981805;-38.13080360867914
1739209892.3981864;-31.141103565318893
1739209892.3981924;-24.74623867263306
1739209892.3981984;-38.13080360867914
1739209892.3982046;-45.120503652039325
1739209892.3982105;-38.13080360867914
1739209892.3982165;-28.992665084841942
1739209892.3982227;-28.58837851428586
1739209892.3982286;-45.120503652039325
1739209892.3982346;-38.13080360867914
1739209892.3982408;-45.120503652039325
1739209892.3982468;-38.13080360867914
1739209892.3982527;-33.981070128970906
1739209892.398259;-45.120503652039325
1739209892.398265;-26.991370085610722
1739209892.3982708;-27.267205301931607
1739209892.398277;-35.57807855764607
1739209892.398283;-21.021172418726344
1739209892.398289;-22.44878636800916
1739209892.3982952;-45.120503652039325
1739209892.3983011;-38.13080360867914
1739209892.398307;-45.120503652039325
1739209892.398313;-45.120503652039325
1739209892.3983192;-45.120503652039325
1739209892.3983252;-38.13080360867914
1739209892.3983312;-33.981070128970906
1739209892.3983374;-27.267205301931607
1739209892.3983433;-26.991370085610747
1739209892.3983493;-45.120503652039325
1739209892.3983555;-27.87774495603143
1739209892.3983614;-25.252786309376837
1739209892.3983674;-26.991370085610722
1739209892.3983736;-32.816014438256545
1739209892.3983796;-45.120503652039325
1739209892.3983855;-31.141103565318915
1739209892.3983917;-45.120503652039325
1739209892.3983977;-45.120503652039325
1739209892.3984036;-45.120503652039325
1739209892.3984098;-33.981070128970906
1739209892.3984158;-25.077289914212862
1739209892.3984218;-28.218542851754165
1739209892.398428;-32.816014438256545
1739209892.398434;-33.981070128970906
1739209892.39844;-28.58837851428586
1739209892.3984458;-30.49652367304973
1739209892.398452;-38.13080360867914
1739209892.398458;-38.13080360867914
1739209892.398464;-45.120503652039325
1739209892.3984702;-38.13080360867914
1739209892.3984761;-38.13080360867914
1739209892.398482;-33.981070128970906
1739209892.3984883;-38.13080360867914
1739209892.3984942;-45.120503652039325
1739209892.3985002;-38.13080360867914
1739209892.3985064;-45.120503652039325
1739209892.3985124;-45.120503652039325
1739209892.3985183;-45.120503652039325
1739209892.3985245;-35.57807855764607
1739209892.3985305;-45.120503652039325
1739209892.3985364;-33.981070128970906
1739209892.3985426;-32.816014438256545
1739209892.3985486;-45.120503652039325
1739209892.3985546;-45.120503652039325
1739209892.3985608;-45.120503652039325
1739209892.3985667;-45.120503652039325
1739209892.3985727;-45.120503652039325
1739209892.3985786;-38.13080360867914
1739209892.3985848;-45.120503652039325
1739209892.3985908;-38.13080360867914
1739209892.3985968;-45.120503652039325
1739209892.398603;-45.120503652039325
1739209892.398609;-38.13080360867914
1739209892.398615;-33.981070128970906
1739209892.398621;-45.120503652039325
1739209892.398627;-38.13080360867914
1739209892.398633;-45.120503652039325
1739209892.3986392;-45.120503652039325
1739209892.3986452;-32.816014438256545
1739209892.3986511;-45.120503652039325
1739209892.3986573;-45.120503652039325
1739209892.3986633;-38.13080360867914
1739209892.3986692;-38.13080360867914
1739209892.3986754;-45.120503652039325
1739209892.3986814;-38.13080360867914
1739209892.3986874;-38.13080360867914
1739209892.3986933;-38.13080360867914
1739209892.3986995;-38.13080360867914
1739209892.3987055;-45.120503652039325
1739209892.3987114;-33.981070128970906
1739209892.3987176;-38.13080360867914
1739209892.3987236;-33.981070128970906
1739209892.3987296;-45.120503652039325
1739209892.3987358;-38.13080360867914
1739209892.3987417;-38.13080360867914
1739209892.3987477;-45.120503652039325
1739209892.398754;-45.120503652039325
1739209892.3987598;-45.120503652039325
1739209892.3987658;-45.120503652039325
1739209892.398772;-38.13080360867914
1739209892.398778;-45.120503652039325
1739209892.398784;-38.13080360867914
1739209892.3987901;-32.816014438256545
1739209892.398796;-38.13080360867914
1739209892.398802;-38.13080360867914
1739209892.3988082;-38.13080360867914
1739209892.3988142;-35.57807855764607
1739209892.3988202;-38.13080360867914
1739209892.3988261;-45.120503652039325
1739209892.3988323;-33.981070128970906
1739209892.3988383;-38.13080360867914
1739209892.3988442;-45.120503652039325
1739209892.3988504;-45.120503652039325
1739209892.3988564;-35.57807855764607
1739209892.3988624;-38.13080360867914
1739209892.3988686;-45.120503652039325
1739209892.3988745;-38.13080360867914
1739209892.3988805;-45.120503652039325
1739209892.3988867;-45.120503652039325
1739209892.3988926;-38.13080360867914
1739209892.3988986;-45.120503652039325
1739209892.3989048;-45.120503652039325
1739209892.3989108;-38.13080360867914
1739209892.3989167;-33.981070128970906
1739209892.398923;-45.120503652039325
1739209892.3989289;-31.141103565318915
1739209892.3989348;-33.981070128970906
1739209892.3989408;-38.13080360867914
1739209892.398947;-35.57807855764607
1739209892.398953;-33.981070128970906
1739209892.398959;-35.57807855764607
1739209892.3989651;-28.992665084841942
1739209892.398971;-30.49652367304973
1739209892.398977;-26.487275050834725
1739209892.3989832;-38.13080360867914
1739209892.3989892;-30.49652367304973
1739209892.3989952;-45.120503652039325
1739209892.3990014;-45.120503652039325
1739209892.3990073;-28.992665084841967
1739209892.3990133;-26.991370085610722
1739209892.3990195;-26.991370085610722
1739209892.3990254;-38.13080360867914
1739209892.3990314;-45.120503652039325
1739209892.3990376;-28.992665084841942
1739209892.3990436;-30.49652367304973
1739209892.3990495;-30.49652367304973
1739209892.3990557;-33.981070128970906
1739209892.3990617;-38.13080360867914
1739209892.3990676;-23.50682362968953
1739209892.3990736;-25.826314394896357
1739209892.3990798;-25.826314394896357
1739209892.3990858;-45.120503652039325
1739209892.3990917;-29.438486411369333
1739209892.399098;-26.991370085610722
1739209892.3991039;-26.991370085610736
1739209892.3991098;-29.438486411369354
1739209892.399116;-25.826314394896357
1739209892.399122;-28.992665084841942
1739209892.399128;-35.57807855764607
1739209892.3991342;-45.120503652039325
1739209892.3991401;-25.826314394896357
1739209892.399146;-28.21854285175415
1739209892.3991523;-33.981070128970906
1739209892.3991582;-25.62660358559016
1739209892.3991642;-35.57807855764607
1739209892.3991704;-30.49652367304973
1739209892.3991764;-33.981070128970906
1739209892.3991823;-45.120503652039325
1739209892.3991885;-27.267205301931607
1739209892.3991945;-31.141103565318915
