CAN Message; 0x1a7:0000d61c037f0f2b
1739209758.6033328;-38.13080360867914
1739209758.603336;-38.13080360867914
1739209758.6033394;-45.120503652039325
1739209758.603343;-38.13080360867914
1739209758.6033463;-38.13080360867914
1739209758.6033497;-45.120503652039325
1739209758.603353;-45.120503652039325
1739209758.6033566;-45.120503652039325
1739209758.60336;-38.13080360867914
1739209758.6033633;-35.57807855764607
1739209758.6033666;-45.120503652039325
1739209758.6033702;-45.120503652039325
1739209758.6033735;-38.13080360867914
1739209758.6033769;-35.57807855764607
1739209758.6033804;-45.120503652039325
1739209758.6033838;-45.120503652039325
1739209758.603387;-31.141103565318915
1739209758.6033905;-45.120503652039325
1739209758.603394;-45.120503652039325
1739209758.6033974;-38.13080360867914
1739209758.6034007;-38.13080360867914
1739209758.6034043;-45.120503652039325
1739209758.6034076;-38.13080360867914
1739209758.603411;-38.13080360867914
1739209758.6034143;-38.13080360867914
1739209758.6034179;-38.13080360867914
1739209758.6034212;-45.120503652039325
1739209758.6034245;-45.120503652039325
1739209758.603428;-32.816014438256545
1739209758.6034315;-35.57807855764607
1739209758.6034348;-45.120503652039325
1739209758.6034381;-45.120503652039325
1739209758.6034417;-38.13080360867914
1739209758.603445;-35.57807855764607
1739209758.6034484;-38.13080360867914
1739209758.6034517;-45.120503652039325
1739209758.6034553;-38.13080360867914
1739209758.6034586;-35.57807855764607
1739209758.603462;-38.13080360867914
1739209758.6034653;-45.120503652039325
1739209758.603469;-45.120503652039325
1739209758.6034722;-45.120503652039325
1739209758.6034756;-45.120503652039325
1739209758.6034791;-38.13080360867914
1739209758.6034825;-31.141103565318915
1739209758.6034858;-38.13080360867914
1739209758.6034892;-38.13080360867914
1739209758.6034927;-45.120503652039325
1739209758.603496;-32.816014438256545
1739209758.6034994;-32.816014438256545
1739209758.6035028;-45.120503652039325
1739209758.6035063;-38.13080360867914
1739209758.6035097;-38.13080360867914
1739209758.603513;-35.57807855764607
1739209758.6035166;-45.120503652039325
1739209758.60352;-45.120503652039325
1739209758.6035233;-45.120503652039325
1739209758.6035266;-45.120503652039325
1739209758.6035302;-45.120503652039325
1739209758.6035335;-38.13080360867914
1739209758.6035368;-45.120503652039325
1739209758.6035402;-45.120503652039325
1739209758.6035438;-35.57807855764607
1739209758.603547;-38.13080360867914
1739209758.6035504;-38.13080360867914
1739209758.603554;-45.120503652039325
1739209758.6035573;-45.120503652039325
1739209758.6035607;-45.120503652039325
1739209758.603564;-38.13080360867914
1739209758.6035676;-45.120503652039325
1739209758.603571;-38.13080360867914
1739209758.6035743;-45.120503652039325
1739209758.6035776;-31.141103565318893
1739209758.6035812;-27.8777449560314
1739209758.6035845;-45.120503652039325
1739209758.6035879;-38.13080360867914
1739209758.6035914;-33.981070128970906
1739209758.6035948;-35.57807855764607
1739209758.603598;-38.13080360867914
1739209758.6036015;-38.13080360867914
1739209758.603605;-45.120503652039325
1739209758.6036084;-45.120503652039325
1739209758.6036117;-45.120503652039325
1739209758.6036153;-38.13080360867914
1739209758.6036186;-45.120503652039325
1739209758.603622;-45.120503652039325
1739209758.6036253;-45.120503652039325
1739209758.6036289;-38.13080360867914
1739209758.6036322;-45.120503652039325
1739209758.6036355;-38.13080360867914
1739209758.603639;-45.120503652039325
1739209758.6036425;-45.120503652039325
1739209758.6036458;-45.120503652039325
1739209758.6036491;-45.120503652039325
1739209758.6036527;-38.13080360867914
1739209758.603656;-45.120503652039325
1739209758.6036594;-35.57807855764607
1739209758.6036627;-28.58837851428586
1739209758.6036663;-38.13080360867914
1739209758.6036696;-35.57807855764607
1739209758.603673;-38.13080360867914
1739209758.6036763;-35.57807855764607
1739209758.60368;-38.13080360867914
1739209758.6036832;-33.981070128970906
1739209758.6036866;-45.120503652039325
1739209758.6036901;-38.13080360867914
1739209758.6036935;-45.120503652039325
1739209758.6036968;-45.120503652039325
1739209758.6037002;-45.120503652039325
1739209758.6037037;-45.120503652039325
1739209758.603707;-38.13080360867914
1739209758.6037104;-33.981070128970906
1739209758.6037138;-45.120503652039325
1739209758.6037173;-45.120503652039325
1739209758.6037207;-35.57807855764607
1739209758.603724;-35.57807855764607
1739209758.6037276;-45.120503652039325
1739209758.603731;-45.120503652039325
1739209758.6037343;-38.13080360867914
1739209758.6037376;-38.13080360867914
1739209758.6037412;-45.120503652039325
1739209758.6037445;-38.13080360867914
1739209758.6037478;-38.13080360867914
1739209758.6037512;-38.13080360867914
1739209758.6037548;-45.120503652039325
1739209758.603758;-38.13080360867914
1739209758.6037614;-45.120503652039325
1739209758.603765;-45.120503652039325
1739209758.6037683;-38.13080360867914
1739209758.6037717;-45.120503652039325
1739209758.603775;-45.120503652039325
1739209758.6037786;-38.13080360867914
1739209758.603782;-35.57807855764607
1739209758.6037853;-45.120503652039325
1739209758.6037889;-38.13080360867914
1739209758.6037922;-38.13080360867914
1739209758.6037955;-38.13080360867914
1739209758.6037989;-33.981070128970906
1739209758.6038024;-45.120503652039325
1739209758.6038058;-38.13080360867914
1739209758.603809;-38.13080360867914
1739209758.6038125;-35.57807855764607
1739209758.603816;-38.13080360867914
1739209758.6038194;-45.120503652039325
1739209758.6038227;-38.13080360867914
1739209758.6038263;-38.13080360867914
1739209758.6038296;-45.120503652039325
1739209758.603833;-45.120503652039325
1739209758.6038363;-45.120503652039325
1739209758.6038399;-38.13080360867914
1739209758.6038432;-38.13080360867914
1739209758.6038465;-45.120503652039325
1739209758.60385;-38.13080360867914
1739209758.6038535;-38.13080360867914
1739209758.6038568;-45.120503652039325
1739209758.6038601;-45.120503652039325
1739209758.6038637;-38.13080360867914
1739209758.603867;-38.13080360867914
1739209758.6038704;-45.120503652039325
1739209758.6038737;-45.120503652039325
1739209758.6038773;-38.13080360867914
1739209758.6038806;-35.57807855764607
1739209758.603884;-38.13080360867914
1739209758.6038873;-45.120503652039325
1739209758.603891;-38.13080360867914
1739209758.6038942;-33.981070128970906
1739209758.6038976;-38.13080360867914
1739209758.6039011;-45.120503652039325
1739209758.6039045;-35.57807855764607
1739209758.6039078;-38.13080360867914
1739209758.6039112;-38.13080360867914
1739209758.6039147;-45.120503652039325
1739209758.603918;-38.13080360867914
1739209758.6039214;-35.57807855764607
1739209758.6039248;-45.120503652039325
1739209758.6039283;-45.120503652039325
1739209758.6039317;-38.13080360867914
1739209758.603935;-45.120503652039325
1739209758.6039386;-29.438486411369333
1739209758.603942;-33.981070128970906
1739209758.6039453;-45.120503652039325
1739209758.6039486;-45.120503652039325
1739209758.6039522;-45.120503652039325
1739209758.6039555;-45.120503652039325
1739209758.6039588;-38.13080360867914
1739209758.6039624;-38.13080360867914
1739209758.6039658;-38.13080360867914
1739209758.603969;-38.13080360867914
1739209758.6039724;-33.981070128970906
1739209758.603976;-38.13080360867914
1739209758.6039793;-35.57807855764607
1739209758.6039827;-45.120503652039325
1739209758.603986;-38.13080360867914
1739209758.6039896;-35.57807855764607
1739209758.603993;-38.13080360867914
1739209758.6039963;-45.120503652039325
1739209758.6039999;-38.13080360867914
1739209758.6040032;-35.57807855764607
1739209758.6040065;-38.13080360867914
1739209758.6040099;-45.120503652039325
1739209758.6040134;-38.13080360867914
1739209758.6040168;-45.120503652039325
1739209758.60402;-26.991370085610722
1739209758.6040235;-33.981070128970906
1739209758.604027;-45.120503652039325
1739209758.6040304;-38.13080360867914
1739209758.6040337;-35.57807855764607
1739209758.6040373;-45.120503652039325
1739209758.6040406;-45.120503652039325
1739209758.604044;-38.13080360867914
1739209758.6040473;-33.981070128970956
1739209758.6040509;-38.13080360867914
1739209758.6040542;-38.13080360867914
1739209758.6040576;-45.120503652039325
1739209758.604061;-45.120503652039325
1739209758.6040645;-45.120503652039325
1739209758.6040678;-45.120503652039325
1739209758.6040711;-45.120503652039325
1739209758.6040747;-28.58837851428586
1739209758.604078;-35.57807855764607
1739209758.6040814;-45.120503652039325
1739209758.6040847;-38.13080360867914
1739209758.6040883;-38.13080360867914
1739209758.6040916;-38.13080360867914
1739209758.604095;-45.120503652039325
1739209758.6040983;-38.13080360867914
1739209758.604102;-45.120503652039325
1739209758.6041052;-45.120503652039325
1739209758.6041086;-45.120503652039325
1739209758.6041121;-45.120503652039325
1739209758.6041155;-38.13080360867914
1739209758.6041188;-38.13080360867914
1739209758.6041222;-45.120503652039325
1739209758.6041257;-38.13080360867914
1739209758.604129;-45.120503652039325
1739209758.6041324;-45.120503652039325
1739209758.604136;-38.13080360867914
1739209758.6041393;-38.13080360867914
1739209758.6041427;-38.13080360867914
1739209758.604146;-38.13080360867914
1739209758.6041496;-38.13080360867914
1739209758.604153;-45.120503652039325
1739209758.6041563;-27.8777449560314
1739209758.6041596;-28.21854285175415
1739209758.6041632;-45.120503652039325
1739209758.6041665;-45.120503652039325
1739209758.6041698;-30.49652367304973
1739209758.6041734;-32.816014438256545
1739209758.6041768;-45.120503652039325
1739209758.60418;-35.57807855764607
1739209758.6041834;-45.120503652039325
1739209758.604187;-45.120503652039325
1739209758.6041903;-38.13080360867914
1739209758.6041937;-45.120503652039325
1739209758.604197;-38.13080360867914
1739209758.6042006;-33.981070128970906
1739209758.604204;-38.13080360867914
1739209758.6042073;-45.120503652039325
1739209758.6042109;-35.57807855764607
1739209758.6042142;-31.141103565318893
1739209758.6042175;-45.120503652039325
1739209758.6042209;-45.120503652039325
1739209758.6042244;-35.57807855764607
1739209758.6042278;-38.13080360867914
1739209758.604231;-45.120503652039325
1739209758.6042345;-38.13080360867914
1739209758.604238;-45.120503652039325
1739209758.6042414;-45.120503652039325
1739209758.6042447;-35.57807855764607
1739209758.6042483;-45.120503652039325
1739209758.6042516;-38.13080360867914
1739209758.604255;-38.13080360867914
1739209758.6042583;-45.120503652039325
1739209758.6042619;-38.13080360867914
1739209758.6042652;-45.120503652039325
1739209758.6042686;-45.120503652039325
1739209758.604272;-45.120503652039325
1739209758.6042755;-38.13080360867914
1739209758.6042788;-45.120503652039325
1739209758.6042821;-45.120503652039325
1739209758.6042857;-38.13080360867914
1739209758.604289;-45.120503652039325
1739209758.6042924;-35.57807855764607
1739209758.6042957;-35.57807855764607
1739209758.6042993;-38.13080360867914
1739209758.6043026;-30.49652367304973
1739209758.604306;-38.13080360867914
1739209758.6043093;-38.13080360867914
1739209758.604313;-38.13080360867914
1739209758.6043162;-32.816014438256545
1739209758.6043196;-45.120503652039325
1739209758.6043231;-45.120503652039325
1739209758.6043265;-35.57807855764607
1739209758.6043298;-32.816014438256545
1739209758.6043332;-45.120503652039325
1739209758.6043367;-38.13080360867914
1739209758.60434;-35.57807855764607
1739209758.6043434;-35.57807855764607
1739209758.604347;-38.13080360867914
1739209758.6043503;-38.13080360867914
1739209758.6043537;-38.13080360867914
1739209758.604357;-38.13080360867914
1739209758.6043606;-38.13080360867914
1739209758.604364;-38.13080360867914
1739209758.6043673;-38.13080360867914
1739209758.6043706;-45.120503652039325
1739209758.6043742;-45.120503652039325
1739209758.6043775;-45.120503652039325
1739209758.6043808;-38.13080360867914
1739209758.6043844;-38.13080360867914
1739209758.6043878;-45.120503652039325
1739209758.604391;-45.120503652039325
1739209758.6043944;-38.13080360867914
1739209758.604398;-45.120503652039325
1739209758.6044014;-45.120503652039325
1739209758.6044047;-45.120503652039325
1739209758.604408;-38.13080360867914
1739209758.6044116;-38.13080360867914
1739209758.604415;-45.120503652039325
1739209758.6044183;-45.120503652039325
1739209758.6044219;-38.13080360867914
1739209758.6044252;-38.13080360867914
1739209758.6044285;-45.120503652039325
1739209758.6044319;-38.13080360867914
1739209758.6044354;-33.981070128970906
1739209758.6044388;-45.120503652039325
1739209758.6044421;-38.13080360867914
1739209758.6044455;-35.57807855764607
1739209758.604449;-38.13080360867914
1739209758.6044524;-45.120503652039325
1739209758.6044557;-38.13080360867914
1739209758.6044593;-31.141103565318915
1739209758.6044626;-32.816014438256545
1739209758.604466;-45.120503652039325
1739209758.6044693;-45.120503652039325
1739209758.6044729;-38.13080360867914
1739209758.6044762;-45.120503652039325
1739209758.6044796;-45.120503652039325
1739209758.604483;-38.13080360867914
1739209758.6044865;-38.13080360867914
1739209758.6044898;-45.120503652039325
1739209758.6044931;-45.120503652039325
1739209758.6044967;-45.120503652039325
1739209758.6045;-38.13080360867914
1739209758.6045034;-45.120503652039325
1739209758.6045067;-45.120503652039325
1739209758.6045103;-38.13080360867914
1739209758.6045136;-32.816014438256545
1739209758.604517;-28.992665084841942
1739209758.6045206;-45.120503652039325
1739209758.604524;-45.120503652039325
1739209758.6045272;-45.120503652039325
1739209758.6045306;-45.120503652039325
1739209758.6045341;-45.120503652039325
1739209758.6045375;-33.981070128970906
1739209758.6045408;-38.13080360867914
1739209758.6045442;-31.14110356531892
1739209758.6045477;-45.120503652039325
1739209758.604551;-45.120503652039325
1739209758.6045544;-33.981070128970906
1739209758.604558;-38.13080360867914
1739209758.6045613;-45.120503652039325
1739209758.6045647;-38.13080360867914
1739209758.604568;-38.13080360867914
1739209758.6045716;-38.13080360867914
1739209758.604575;-45.120503652039325
1739209758.6045783;-45.120503652039325
1739209758.6045816;-38.13080360867914
1739209758.6045852;-38.13080360867914
1739209758.6045885;-35.57807855764607
1739209758.6045918;-45.120503652039325
1739209758.6045954;-45.120503652039325
1739209758.6045988;-31.141103565318915
1739209758.604602;-38.13080360867914
1739209758.6046054;-38.13080360867914
1739209758.604609;-38.13080360867914
1739209758.6046124;-38.13080360867914
1739209758.6046157;-45.120503652039325
1739209758.604619;-45.120503652039325
1739209758.6046226;-45.120503652039325
1739209758.604626;-33.981070128970956
1739209758.6046293;-45.120503652039325
1739209758.6046329;-38.13080360867914
1739209758.6046362;-38.13080360867914
1739209758.6046395;-35.57807855764607
1739209758.6046429;-35.57807855764607
1739209758.6046464;-45.120503652039325
1739209758.6046498;-45.120503652039325
1739209758.6046531;-28.58837851428586
1739209758.6046565;-35.57807855764607
1739209758.60466;-45.120503652039325
1739209758.6046634;-45.120503652039325
1739209758.6046667;-45.120503652039325
1739209758.6046703;-45.120503652039325
1739209758.6046736;-38.13080360867914
1739209758.604677;-45.120503652039325
1739209758.6046803;-33.981070128970906
1739209758.6046839;-45.120503652039325
1739209758.6046872;-45.120503652039325
1739209758.6046906;-45.120503652039325
1739209758.6046941;-33.981070128970906
1739209758.6046975;-45.120503652039325
1739209758.6047008;-35.57807855764607
1739209758.6047041;-38.13080360867914
1739209758.6047077;-45.120503652039325
1739209758.604711;-45.120503652039325
1739209758.6047144;-45.120503652039325
1739209758.6047177;-45.120503652039325
1739209758.6047213;-32.816014438256545
1739209758.6047246;-31.141103565318893
1739209758.604728;-45.120503652039325
1739209758.6047316;-45.120503652039325
1739209758.604735;-35.57807855764607
1739209758.6047382;-38.13080360867914
1739209758.6047416;-45.120503652039325
1739209758.6047451;-45.120503652039325
1739209758.6047485;-45.120503652039325
1739209758.6047518;-45.120503652039325
1739209758.6047552;-45.120503652039325
1739209758.6047587;-38.13080360867914
1739209758.604762;-45.120503652039325
1739209758.6047654;-45.120503652039325
1739209758.604769;-38.13080360867914
1739209758.6047723;-33.981070128970906
1739209758.6047757;-38.13080360867914
1739209758.604779;-45.120503652039325
1739209758.6047826;-38.13080360867914
1739209758.604786;-45.120503652039325
1739209758.6047893;-38.13080360867914
1739209758.6047926;-32.816014438256545
1739209758.6047962;-35.57807855764607
1739209758.6047995;-35.57807855764607
1739209758.6048028;-45.120503652039325
1739209758.6048064;-45.120503652039325
1739209758.6048098;-38.13080360867914
1739209758.604813;-38.13080360867914
1739209758.6048164;-45.120503652039325
1739209758.60482;-45.120503652039325
1739209758.6048234;-35.57807855764607
1739209758.6048267;-38.13080360867914
1739209758.60483;-45.120503652039325
1739209758.6048336;-45.120503652039325
1739209758.604837;-35.57807855764607
1739209758.6048403;-35.57807855764607
1739209758.6048439;-38.13080360867914
1739209758.6048472;-30.49652367304973
1739209758.6048505;-38.13080360867914
1739209758.6048539;-45.120503652039325
1739209758.6048574;-45.120503652039325
1739209758.6048608;-38.13080360867914
1739209758.6048641;-38.13080360867914
1739209758.6048675;-38.13080360867914
1739209758.604871;-38.13080360867914
1739209758.6048744;-45.120503652039325
1739209758.6048777;-35.57807855764607
1739209758.6048813;-35.57807855764607
1739209758.6048846;-38.13080360867914
1739209758.604888;-45.120503652039325
1739209758.6048913;-38.13080360867914
1739209758.6048949;-45.120503652039325
1739209758.6048982;-45.120503652039325
1739209758.6049016;-45.120503652039325
1739209758.6049051;-45.120503652039325
1739209758.6049085;-38.13080360867914
1739209758.6049118;-38.13080360867914
1739209758.6049151;-35.57807855764607
1739209758.6049187;-45.120503652039325
1739209758.604922;-45.120503652039325
1739209758.6049254;-38.13080360867914
1739209758.6049287;-31.141103565318915
1739209758.6049323;-35.57807855764607
1739209758.6049356;-35.57807855764607
1739209758.604939;-45.120503652039325
1739209758.6049426;-38.13080360867914
1739209758.604946;-38.13080360867914
1739209758.6049492;-38.13080360867914
1739209758.6049526;-45.120503652039325
1739209758.6049562;-33.981070128970956
1739209758.6049595;-45.120503652039325
1739209758.6049628;-33.981070128970906
1739209758.6049662;-45.120503652039325
1739209758.6049697;-38.13080360867914
1739209758.604973;-38.13080360867914
1739209758.6049764;-45.120503652039325
1739209758.60498;-45.120503652039325
1739209758.6049833;-32.816014438256545
1739209758.6049867;-45.120503652039325
1739209758.60499;-45.120503652039325
1739209758.6049936;-32.816014438256545
1739209758.604997;-33.981070128970906
1739209758.6050003;-35.57807855764607
1739209758.6050036;-33.981070128970906
1739209758.6050072;-45.120503652039325
1739209758.6050105;-45.120503652039325
1739209758.6050138;-45.120503652039325
1739209758.6050174;-45.120503652039325
1739209758.6050208;-38.13080360867914
1739209758.605024;-45.120503652039325
1739209758.6050274;-38.13080360867914
1739209758.605031;-45.120503652039325
1739209758.6050344;-45.120503652039325
1739209758.6050377;-38.13080360867914
1739209758.605041;-45.120503652039325
1739209758.6050446;-38.13080360867914
1739209758.605048;-45.120503652039325
1739209758.6050513;-38.13080360867914
1739209758.6050549;-45.120503652039325
1739209758.6050582;-45.120503652039325
1739209758.6050615;-33.981070128970906
1739209758.6050649;-33.981070128970906
1739209758.6050684;-33.981070128970906
1739209758.6050718;-38.13080360867914
1739209758.6050751;-45.120503652039325
1739209758.6050787;-33.981070128970906
1739209758.605082;-35.57807855764607
1739209758.6050854;-38.13080360867914
1739209758.6050887;-38.13080360867914
1739209758.6050923;-33.981070128970906
1739209758.6050956;-33.981070128970906
1739209758.605099;-38.13080360867914
1739209758.6051023;-32.816014438256545
1739209758.6051059;-38.13080360867914
1739209758.6051092;-45.120503652039325
1739209758.6051126;-38.13080360867914
1739209758.6051161;-33.981070128970906
1739209758.6051195;-33.981070128970906
1739209758.6051228;-33.981070128970906
1739209758.6051261;-45.120503652039325
1739209758.6051297;-45.120503652039325
1739209758.605133;-38.13080360867914
1739209758.6051364;-38.13080360867914
1739209758.6051397;-45.120503652039325
1739209758.6051433;-35.57807855764607
1739209758.6051466;-38.13080360867914
1739209758.60515;-38.13080360867914
1739209758.6051536;-45.120503652039325
1739209758.605157;-45.120503652039325
1739209758.6051602;-45.120503652039325
1739209758.6051636;-45.120503652039325
1739209758.6051672;-45.120503652039325
1739209758.6051705;-33.981070128970906
1739209758.6051738;-35.57807855764607
1739209758.6051772;-45.120503652039325
1739209758.6051807;-35.57807855764607
1739209758.605184;-45.120503652039325
1739209758.6051874;-35.57807855764607
1739209758.605191;-38.13080360867914
1739209758.6051943;-45.120503652039325
1739209758.6051977;-45.120503652039325
1739209758.605201;-45.120503652039325
1739209758.6052046;-32.816014438256545
1739209758.605208;-45.120503652039325
1739209758.6052113;-45.120503652039325
1739209758.6052146;-38.13080360867914
1739209758.6052182;-38.13080360867914
1739209758.6052215;-35.57807855764607
1739209758.6052248;-38.13080360867914
1739209758.6052284;-35.57807855764607
1739209758.6052318;-38.13080360867914
1739209758.605235;-45.120503652039325
1739209758.6052384;-38.13080360867914
1739209758.605242;-35.57807855764607
1739209758.6052454;-45.120503652039325
1739209758.6052487;-45.120503652039325
1739209758.6052523;-35.57807855764607
1739209758.6052556;-45.120503652039325
1739209758.605259;-38.13080360867914
1739209758.6052623;-35.57807855764607
1739209758.6052659;-45.120503652039325
1739209758.6052692;-45.120503652039325
1739209758.6052725;-38.13080360867914
1739209758.6052759;-45.120503652039325
1739209758.6052794;-38.13080360867914
1739209758.6052828;-35.57807855764607
1739209758.6052861;-38.13080360867914
1739209758.6052897;-45.120503652039325
1739209758.605293;-38.13080360867914
1739209758.6052964;-35.57807855764607
1739209758.6052997;-45.120503652039325
1739209758.6053033;-45.120503652039325
1739209758.6053066;-45.120503652039325
1739209758.60531;-45.120503652039325
1739209758.6053133;-45.120503652039325
1739209758.6053169;-45.120503652039325
1739209758.6053202;-38.13080360867914
1739209758.6053236;-38.13080360867914
1739209758.6053271;-38.13080360867914
1739209758.6053305;-38.13080360867914
1739209758.6053338;-38.13080360867914
1739209758.6053371;-45.120503652039325
1739209758.6053407;-45.120503652039325
1739209758.605344;-45.120503652039325
1739209758.6053474;-38.13080360867914
1739209758.6053507;-31.141103565318915
1739209758.6053543;-33.981070128970906
1739209758.6053576;-45.120503652039325
1739209758.605361;-38.13080360867914
1739209758.6053646;-32.816014438256545
1739209758.605368;-45.120503652039325
1739209758.6053712;-45.120503652039325
1739209758.6053746;-32.816014438256545
1739209758.6053782;-35.57807855764607
1739209758.6053815;-38.13080360867914
1739209758.6053848;-45.120503652039325
1739209758.6053882;-35.57807855764607
1739209758.6053917;-38.13080360867914
1739209758.605395;-38.13080360867914
1739209758.6053984;-35.57807855764607
1739209758.605402;-35.57807855764607
1739209758.6054053;-38.13080360867914
1739209758.6054087;-45.120503652039325
1739209758.605412;-35.57807855764607
1739209758.6054156;-38.13080360867914
1739209758.605419;-45.120503652039325
1739209758.6054223;-45.120503652039325
1739209758.6054258;-45.120503652039325
1739209758.6054292;-38.13080360867914
1739209758.6054325;-35.57807855764607
1739209758.6054358;-45.120503652039325
1739209758.6054394;-45.120503652039325
1739209758.6054428;-38.13080360867914
1739209758.605446;-45.120503652039325
1739209758.6054494;-38.13080360867914
1739209758.605453;-45.120503652039325
1739209758.6054564;-45.120503652039325
1739209758.6054597;-45.120503652039325
1739209758.6054633;-35.57807855764607
1739209758.6054666;-38.13080360867914
1739209758.60547;-45.120503652039325
1739209758.6054733;-45.120503652039325
1739209758.6054769;-38.13080360867914
1739209758.6054802;-30.49652367304973
1739209758.6054835;-45.120503652039325
1739209758.6054869;-38.13080360867914
1739209758.6054904;-45.120503652039325
1739209758.6054938;-33.981070128970906
1739209758.6054971;-45.120503652039325
1739209758.6055007;-38.13080360867914
1739209758.605504;-33.981070128970906
1739209758.6055074;-33.981070128970956
1739209758.6055107;-45.120503652039325
1739209758.6055143;-45.120503652039325
1739209758.6055176;-45.120503652039325
1739209758.605521;-45.120503652039325
1739209758.6055243;-38.13080360867914
1739209758.6055279;-45.120503652039325
1739209758.6055312;-32.816014438256545
1739209758.6055346;-27.267205301931607
1739209758.6055381;-38.13080360867914
1739209758.6055415;-38.13080360867914
1739209758.6055448;-38.13080360867914
1739209758.6055481;-32.816014438256545
1739209758.6055517;-45.120503652039325
1739209758.605555;-45.120503652039325
1739209758.6055584;-45.120503652039325
1739209758.6055617;-38.13080360867914
1739209758.6055653;-45.120503652039325
1739209758.6055686;-45.120503652039325
1739209758.605572;-38.13080360867914
1739209758.6055756;-45.120503652039325
1739209758.605579;-45.120503652039325
1739209758.6055822;-45.120503652039325
1739209758.6055856;-38.13080360867914
1739209758.6055892;-45.120503652039325
1739209758.6055925;-45.120503652039325
1739209758.6055958;-38.13080360867914
1739209758.6055992;-45.120503652039325
1739209758.6056027;-45.120503652039325
1739209758.605606;-38.13080360867914
1739209758.6056094;-45.120503652039325
1739209758.605613;-45.120503652039325
1739209758.6056163;-28.992665084841942
1739209758.6056197;-35.57807855764607
1739209758.605623;-45.120503652039325
1739209758.6056266;-35.57807855764607
1739209758.60563;-38.13080360867914
1739209758.6056333;-38.13080360867914
1739209758.6056368;-38.13080360867914
1739209758.6056402;-38.13080360867914
1739209758.6056435;-38.13080360867914
1739209758.6056468;-38.13080360867914
1739209758.6056504;-38.13080360867914
1739209758.6056538;-45.120503652039325
1739209758.605657;-38.13080360867914
1739209758.6056604;-35.57807855764607
1739209758.605664;-38.13080360867914
1739209758.6056674;-38.13080360867914
1739209758.6056707;-38.13080360867914
1739209758.6056743;-33.981070128970906
1739209758.6056776;-32.816014438256545
1739209758.605681;-38.13080360867914
1739209758.6056843;-45.120503652039325
1739209758.6056879;-45.120503652039325
1739209758.6056912;-32.816014438256545
1739209758.6056945;-45.120503652039325
1739209758.6056979;-38.13080360867914
1739209758.6057014;-30.49652367304973
1739209758.6057048;-35.57807855764607
1739209758.6057081;-45.120503652039325
1739209758.6057117;-45.120503652039325
1739209758.605715;-33.981070128970906
1739209758.6057184;-38.13080360867914
1739209758.6057217;-33.981070128970906
1739209758.6057253;-45.120503652039325
1739209758.6057286;-45.120503652039325
1739209758.605732;-38.13080360867914
1739209758.6057353;-45.120503652039325
1739209758.6057389;-45.120503652039325
1739209758.6057422;-45.120503652039325
1739209758.6057456;-38.13080360867914
1739209758.6057491;-45.120503652039325
1739209758.6057525;-38.13080360867914
1739209758.6057558;-38.13080360867914
1739209758.6057591;-38.13080360867914
1739209758.6057627;-38.13080360867914
1739209758.605766;-38.13080360867914
1739209758.6057694;-45.120503652039325
1739209758.6057727;-45.120503652039325
1739209758.6057763;-45.120503652039325
1739209758.6057796;-45.120503652039325
1739209758.605783;-38.13080360867914
1739209758.6057866;-38.13080360867914
1739209758.60579;-38.13080360867914
