CAN Message; 0x62:0a8f84f28129d6f2
1739209790.5048878;-45.120503652039325
1739209790.5048926;-38.13080360867914
1739209790.5048976;-38.13080360867914
1739209790.5049024;-38.13080360867914
1739209790.5049074;-38.13080360867914
1739209790.5049121;-38.13080360867914
1739209790.5049171;-35.57807855764607
1739209790.504922;-38.13080360867914
1739209790.504927;-38.13080360867914
1739209790.5049317;-38.13080360867914
1739209790.5049367;-45.120503652039325
1739209790.5049417;-38.13080360867914
1739209790.5049465;-45.120503652039325
1739209790.5049515;-38.13080360867914
1739209790.5049562;-33.981070128970906
1739209790.5049613;-45.120503652039325
1739209790.504966;-38.13080360867914
1739209790.504971;-35.57807855764607
1739209790.5049758;-45.120503652039325
1739209790.5049808;-38.13080360867914
1739209790.5049856;-38.13080360867914
1739209790.5049906;-33.981070128970906
1739209790.5049953;-28.992665084841942
1739209790.5050004;-35.57807855764607
1739209790.5050051;-35.57807855764607
1739209790.5050101;-45.120503652039325
1739209790.505015;-38.13080360867914
1739209790.50502;-45.120503652039325
1739209790.505025;-33.981070128970906
1739209790.5050297;-38.13080360867914
1739209790.5050347;-29.438486411369347
1739209790.5050395;-45.120503652039325
1739209790.5050445;-45.120503652039325
1739209790.5050492;-45.120503652039325
1739209790.5050542;-33.981070128970906
1739209790.505059;-38.13080360867914
1739209790.505064;-45.120503652039325
1739209790.5050688;-38.13080360867914
1739209790.5050738;-38.13080360867914
1739209790.5050786;-45.120503652039325
1739209790.5050836;-38.13080360867914
1739209790.5050883;-38.13080360867914
1739209790.5050933;-45.120503652039325
1739209790.5050983;-33.981070128970906
1739209790.505103;-38.13080360867914
1739209790.505108;-38.13080360867914
1739209790.505113;-32.816014438256545
1739209790.505118;-45.120503652039325
1739209790.5051227;-38.13080360867914
1739209790.5051277;-45.120503652039325
1739209790.5051324;-38.13080360867914
1739209790.5051374;-38.13080360867914
1739209790.5051422;-45.120503652039325
1739209790.5051472;-38.13080360867914
1739209790.505152;-28.58837851428586
1739209790.505157;-38.13080360867914
1739209790.5051618;-38.13080360867914
1739209790.5051668;-38.13080360867914
1739209790.5051715;-38.13080360867914
1739209790.5051765;-45.120503652039325
1739209790.5051816;-38.13080360867914
1739209790.5051863;-38.13080360867914
1739209790.5051913;-32.816014438256545
1739209790.505196;-38.13080360867914
1739209790.505201;-38.13080360867914
1739209790.5052059;-45.120503652039325
1739209790.5052109;-33.981070128970906
1739209790.5052156;-38.13080360867914
1739209790.5052207;-38.13080360867914
1739209790.5052254;-38.13080360867914
1739209790.5052304;-33.981070128970906
1739209790.5052352;-45.120503652039325
1739209790.5052402;-38.13080360867914
1739209790.505245;-35.57807855764607
1739209790.50525;-45.120503652039325
1739209790.5052547;-45.120503652039325
1739209790.5052598;-45.120503652039325
1739209790.5052648;-45.120503652039325
1739209790.5052695;-45.120503652039325
1739209790.5052745;-45.120503652039325
1739209790.5052793;-45.120503652039325
1739209790.5052843;-38.13080360867914
1739209790.505289;-35.57807855764607
1739209790.505294;-45.120503652039325
1739209790.5052989;-38.13080360867914
1739209790.5053039;-35.57807855764607
1739209790.5053086;-45.120503652039325
1739209790.5053136;-45.120503652039325
1739209790.5053184;-38.13080360867914
1739209790.5053234;-45.120503652039325
1739209790.5053282;-38.13080360867914
1739209790.5053332;-35.57807855764607
1739209790.505338;-45.120503652039325
1739209790.505343;-45.120503652039325
1739209790.505348;-33.981070128970906
1739209790.5053527;-38.13080360867914
1739209790.5053577;-38.13080360867914
1739209790.5053625;-45.120503652039325
1739209790.5053675;-38.13080360867914
1739209790.5053723;-38.13080360867914
1739209790.5053773;-38.13080360867914
1739209790.505382;-45.120503652039325
1739209790.505387;-38.13080360867914
1739209790.5053918;-38.13080360867914
1739209790.5053968;-45.120503652039325
1739209790.5054016;-45.120503652039325
1739209790.5054066;-38.13080360867914
1739209790.5054114;-38.13080360867914
1739209790.5054164;-45.120503652039325
1739209790.5054214;-45.120503652039325
1739209790.5054262;-38.13080360867914
1739209790.5054312;-31.141103565318893
1739209790.505436;-38.13080360867914
1739209790.505441;-45.120503652039325
1739209790.5054457;-45.120503652039325
1739209790.5054507;-32.816014438256545
1739209790.5054555;-38.13080360867914
1739209790.5054605;-38.13080360867914
1739209790.5054653;-45.120503652039325
1739209790.5054703;-45.120503652039325
1739209790.505475;-38.13080360867914
1739209790.50548;-38.13080360867914
1739209790.5054848;-45.120503652039325
1739209790.5054898;-45.120503652039325
1739209790.5054946;-38.13080360867914
1739209790.5054996;-45.120503652039325
1739209790.5055046;-45.120503652039325
1739209790.5055094;-38.13080360867914
1739209790.5055144;-33.981070128970906
1739209790.5055192;-38.13080360867914
1739209790.5055242;-35.57807855764607
1739209790.505529;-38.13080360867914
1739209790.505534;-45.120503652039325
1739209790.5055387;-45.120503652039325
1739209790.5055437;-38.13080360867914
1739209790.5055485;-35.57807855764607
1739209790.5055535;-45.120503652039325
1739209790.5055583;-38.13080360867914
1739209790.5055633;-45.120503652039325
1739209790.505568;-45.120503652039325
1739209790.505573;-45.120503652039325
1739209790.5055778;-38.13080360867914
1739209790.5055828;-45.120503652039325
1739209790.5055878;-33.981070128970956
1739209790.5055926;-45.120503652039325
1739209790.5055976;-45.120503652039325
1739209790.5056024;-38.13080360867914
1739209790.5056074;-38.13080360867914
1739209790.5056121;-45.120503652039325
1739209790.5056171;-45.120503652039325
1739209790.505622;-35.57807855764607
1739209790.505627;-27.8777449560314
1739209790.5056317;-38.13080360867914
1739209790.5056367;-45.120503652039325
1739209790.5056415;-38.13080360867914
1739209790.5056465;-31.141103565318893
1739209790.5056512;-45.120503652039325
1739209790.5056562;-45.120503652039325
1739209790.505661;-38.13080360867914
1739209790.505666;-38.13080360867914
1739209790.505671;-45.120503652039325
1739209790.5056758;-45.120503652039325
1739209790.5056808;-45.120503652039325
1739209790.5056856;-45.120503652039325
1739209790.5056906;-45.120503652039325
1739209790.5056953;-45.120503652039325
1739209790.5057003;-38.13080360867914
1739209790.505705;-32.816014438256545
1739209790.5057101;-38.13080360867914
1739209790.505715;-38.13080360867914
1739209790.50572;-38.13080360867914
1739209790.5057247;-38.13080360867914
1739209790.5057297;-45.120503652039325
1739209790.5057344;-45.120503652039325
1739209790.5057395;-38.13080360867914
1739209790.5057445;-28.58837851428586
1739209790.5057492;-38.13080360867914
1739209790.5057542;-45.120503652039325
1739209790.505759;-38.13080360867914
1739209790.505764;-30.49652367304973
1739209790.5057688;-38.13080360867914
1739209790.5057738;-45.120503652039325
1739209790.5057786;-35.57807855764607
1739209790.5057836;-35.57807855764607
1739209790.5057883;-45.120503652039325
1739209790.5057933;-38.13080360867914
1739209790.505798;-45.120503652039325
1739209790.505803;-45.120503652039325
1739209790.5058079;-45.120503652039325
1739209790.505813;-33.981070128970906
1739209790.5058177;-45.120503652039325
1739209790.5058227;-28.992665084841942
1739209790.5058277;-30.49652367304973
1739209790.5058324;-35.57807855764607
1739209790.5058374;-38.13080360867914
1739209790.5058422;-45.120503652039325
1739209790.5058472;-33.981070128970906
1739209790.505852;-45.120503652039325
1739209790.505857;-38.13080360867914
1739209790.5058618;-45.120503652039325
1739209790.5058668;-33.981070128970906
1739209790.5058715;-33.981070128970906
1739209790.5058765;-38.13080360867914
1739209790.5058813;-45.120503652039325
1739209790.5058863;-45.120503652039325
1739209790.505891;-33.981070128970906
1739209790.505896;-45.120503652039325
1739209790.5059009;-33.981070128970906
1739209790.5059059;-33.981070128970906
1739209790.5059109;-38.13080360867914
1739209790.5059156;-45.120503652039325
1739209790.5059206;-38.13080360867914
1739209790.5059254;-38.13080360867914
1739209790.5059304;-45.120503652039325
1739209790.5059352;-45.120503652039325
1739209790.5059402;-45.120503652039325
1739209790.505945;-38.13080360867914
1739209790.50595;-38.13080360867914
1739209790.5059547;-45.120503652039325
1739209790.5059597;-45.120503652039325
1739209790.5059645;-33.981070128970906
1739209790.5059695;-45.120503652039325
1739209790.5059743;-38.13080360867914
1739209790.5059793;-38.13080360867914
1739209790.505984;-45.120503652039325
1739209790.505989;-38.13080360867914
1739209790.505994;-45.120503652039325
1739209790.5059988;-45.120503652039325
1739209790.5060039;-45.120503652039325
1739209790.5060086;-45.120503652039325
1739209790.5060136;-38.13080360867914
1739209790.5060184;-45.120503652039325
1739209790.5060234;-33.981070128970906
1739209790.5060282;-29.438486411369333
1739209790.5060332;-38.13080360867914
1739209790.506038;-35.57807855764607
1739209790.506043;-33.981070128970906
1739209790.5060477;-45.120503652039325
1739209790.5060527;-38.13080360867914
1739209790.5060575;-45.120503652039325
1739209790.5060625;-45.120503652039325
1739209790.5060675;-45.120503652039325
1739209790.5060723;-45.120503652039325
1739209790.5060773;-33.981070128970906
1739209790.506082;-33.981070128970906
1739209790.506087;-45.120503652039325
1739209790.5060918;-33.981070128970906
1739209790.5060968;-31.141103565318893
1739209790.5061016;-45.120503652039325
1739209790.5061066;-45.120503652039325
1739209790.5061114;-38.13080360867914
1739209790.5061164;-35.57807855764607
1739209790.5061212;-45.120503652039325
1739209790.5061262;-45.120503652039325
1739209790.506131;-38.13080360867914
1739209790.506136;-35.57807855764607
1739209790.5061407;-35.57807855764607
1739209790.5061457;-38.13080360867914
1739209790.5061507;-45.120503652039325
1739209790.5061555;-45.120503652039325
1739209790.5061605;-38.13080360867914
1739209790.5061653;-38.13080360867914
1739209790.5061703;-45.120503652039325
1739209790.506175;-33.981070128970906
1739209790.50618;-45.120503652039325
1739209790.5061848;-45.120503652039325
1739209790.5061898;-38.13080360867914
1739209790.5061946;-38.13080360867914
1739209790.5061996;-45.120503652039325
1739209790.5062044;-38.13080360867914
1739209790.5062094;-45.120503652039325
1739209790.5062141;-45.120503652039325
1739209790.5062191;-38.13080360867914
1739209790.506224;-45.120503652039325
1739209790.506229;-33.981070128970906
1739209790.506234;-38.13080360867914
1739209790.5062387;-38.13080360867914
1739209790.5062437;-38.13080360867914
1739209790.5062485;-45.120503652039325
1739209790.5062535;-45.120503652039325
1739209790.5062582;-38.13080360867914
1739209790.5062633;-45.120503652039325
1739209790.506268;-45.120503652039325
1739209790.506273;-45.120503652039325
1739209790.5062778;-45.120503652039325
1739209790.5062828;-38.13080360867914
1739209790.5062876;-45.120503652039325
1739209790.5062926;-45.120503652039325
1739209790.5062973;-45.120503652039325
1739209790.5063024;-45.120503652039325
1739209790.5063071;-45.120503652039325
1739209790.5063121;-45.120503652039325
1739209790.5063171;-32.816014438256545
1739209790.506322;-38.13080360867914
1739209790.506327;-38.13080360867914
1739209790.5063317;-45.120503652039325
1739209790.5063367;-32.816014438256545
1739209790.5063415;-26.035653463252796
1739209790.5063465;-45.120503652039325
1739209790.5063512;-45.120503652039325
1739209790.5063562;-38.13080360867914
1739209790.506361;-32.816014438256545
1739209790.506366;-38.13080360867914
1739209790.5063708;-35.57807855764607
1739209790.5063758;-45.120503652039325
1739209790.5063806;-45.120503652039325
1739209790.5063856;-35.57807855764607
1739209790.5063906;-45.120503652039325
1739209790.5063953;-45.120503652039325
1739209790.5064003;-45.120503652039325
1739209790.506405;-33.981070128970906
1739209790.5064101;-45.120503652039325
1739209790.506415;-32.816014438256545
1739209790.50642;-26.991370085610736
1739209790.5064247;-38.13080360867914
1739209790.5064297;-35.57807855764607
1739209790.5064344;-38.13080360867914
1739209790.5064394;-35.57807855764607
1739209790.5064442;-38.13080360867914
1739209790.5064492;-35.57807855764607
1739209790.506454;-38.13080360867914
1739209790.506459;-45.120503652039325
1739209790.5064638;-38.13080360867914
1739209790.5064688;-38.13080360867914
1739209790.5064738;-38.13080360867914
1739209790.5064785;-45.120503652039325
1739209790.5064836;-33.981070128970906
1739209790.5064883;-32.816014438256545
1739209790.5064933;-45.120503652039325
1739209790.506498;-45.120503652039325
1739209790.506503;-33.981070128970906
1739209790.5065079;-35.57807855764607
1739209790.5065129;-38.13080360867914
1739209790.5065176;-45.120503652039325
1739209790.5065227;-33.981070128970906
1739209790.5065274;-38.13080360867914
1739209790.5065324;-38.13080360867914
1739209790.5065372;-28.21854285175415
1739209790.5065422;-31.141103565318915
1739209790.506547;-38.13080360867914
1739209790.506552;-45.120503652039325
1739209790.506557;-32.816014438256545
1739209790.5065618;-38.13080360867914
1739209790.5065668;-38.13080360867914
1739209790.5065715;-45.120503652039325
1739209790.5065765;-38.13080360867914
1739209790.5065813;-45.120503652039325
1739209790.5065863;-38.13080360867914
1739209790.506591;-38.13080360867914
1739209790.506596;-45.120503652039325
1739209790.5066009;-33.981070128970906
1739209790.5066059;-45.120503652039325
1739209790.5066106;-45.120503652039325
1739209790.5066156;-32.816014438256545
1739209790.5066204;-38.13080360867914
1739209790.5066254;-45.120503652039325
1739209790.5066302;-33.981070128970906
1739209790.5066352;-45.120503652039325
1739209790.5066402;-38.13080360867914
1739209790.506645;-45.120503652039325
1739209790.50665;-38.13080360867914
1739209790.5066547;-32.816014438256545
1739209790.5066597;-38.13080360867914
1739209790.5066645;-45.120503652039325
1739209790.5066695;-38.13080360867914
1739209790.5066743;-35.57807855764607
1739209790.5066793;-38.13080360867914
1739209790.506684;-45.120503652039325
1739209790.506689;-38.13080360867914
1739209790.5066938;-45.120503652039325
1739209790.5066988;-45.120503652039325
1739209790.5067036;-45.120503652039325
1739209790.5067086;-38.13080360867914
1739209790.5067134;-38.13080360867914
1739209790.5067184;-38.13080360867914
1739209790.5067234;-45.120503652039325
1739209790.5067282;-38.13080360867914
1739209790.5067332;-38.13080360867914
1739209790.506738;-45.120503652039325
1739209790.506743;-45.120503652039325
1739209790.5067477;-38.13080360867914
1739209790.5067527;-45.120503652039325
1739209790.5067575;-38.13080360867914
1739209790.5067625;-35.57807855764607
1739209790.5067673;-45.120503652039325
1739209790.5067723;-38.13080360867914
1739209790.506777;-33.981070128970906
1739209790.506782;-35.57807855764607
1739209790.5067868;-45.120503652039325
1739209790.5067918;-45.120503652039325
1739209790.5067968;-35.57807855764607
1739209790.5068016;-28.992665084841942
1739209790.5068066;-29.438486411369375
1739209790.5068114;-33.981070128970956
1739209790.5068164;-45.120503652039325
1739209790.5068212;-28.588378514285886
1739209790.5068262;-38.13080360867914
1739209790.506831;-32.816014438256545
1739209790.506836;-45.120503652039325
1739209790.5068407;-38.13080360867914
1739209790.5068457;-45.120503652039325
1739209790.5068505;-31.141103565318915
1739209790.5068555;-45.120503652039325
1739209790.5068603;-24.589719217205094
1739209790.5068653;-22.54371790334745
1739209790.50687;-23.506823629689542
1739209790.506875;-31.141103565318915
1739209790.50688;-45.120503652039325
1739209790.5068848;-45.120503652039325
1739209790.5068898;-31.141103565318915
1739209790.5068946;-26.991370085610747
1739209790.5068996;-38.13080360867914
1739209790.5069044;-38.13080360867914
1739209790.5069094;-38.13080360867914
1739209790.5069141;-33.981070128970906
1739209790.5069191;-38.13080360867914
1739209790.506924;-23.506823629689542
1739209790.506929;-22.841636605902558
1739209790.5069337;-27.267205301931607
1739209790.5069387;-33.981070128970906
1739209790.5069435;-31.141103565318915
1739209790.5069485;-45.120503652039325
1739209790.5069532;-38.13080360867914
1739209790.5069582;-45.120503652039325
1739209790.5069633;-45.120503652039325
1739209790.506968;-38.13080360867914
1739209790.506973;-45.120503652039325
1739209790.5069778;-31.141103565318915
1739209790.5069828;-26.991370085610722
1739209790.5069876;-23.273589343863314
1739209790.5069926;-30.49652367304973
1739209790.5069973;-38.13080360867914
1739209790.5070024;-31.141103565318915
1739209790.5070071;-35.57807855764607
1739209790.5070121;-38.13080360867914
1739209790.507017;-38.13080360867914
1739209790.507022;-33.981070128970906
1739209790.5070267;-45.120503652039325
1739209790.5070317;-38.13080360867914
1739209790.5070364;-38.13080360867914
1739209790.5070415;-24.589719217205094
1739209790.5070465;-23.506823629689542
1739209790.5070512;-22.841636605902558
1739209790.5070562;-27.267205301931607
1739209790.507061;-31.141103565318915
1739209790.507066;-33.981070128970906
1739209790.5070708;-38.13080360867914
1739209790.5070758;-30.49652367304973
1739209790.5070806;-38.13080360867914
1739209790.5070856;-33.981070128970906
1739209790.5070903;-25.826314394896354
1739209790.5070953;-31.141103565318915
1739209790.5071;-28.992665084841942
1739209790.507105;-22.841636605902558
1739209790.5071099;-25.077289914212862
1739209790.507115;-38.13080360867914
1739209790.50712;-31.141103565318893
1739209790.5071247;-28.58837851428586
1739209790.5071297;-45.120503652039325
1739209790.5071344;-35.57807855764607
1739209790.5071394;-38.13080360867914
1739209790.5071442;-45.120503652039325
1739209790.5071492;-33.981070128970906
1739209790.507154;-35.57807855764607
1739209790.507159;-38.13080360867914
1739209790.5071638;-25.07728991421287
1739209790.5071688;-22.84163660590255
1739209790.5071735;-27.8777449560314
1739209790.5071785;-30.49652367304973
1739209790.5071833;-28.58837851428586
1739209790.5071883;-45.120503652039325
1739209790.507193;-33.981070128970906
1739209790.507198;-38.13080360867914
1739209790.507203;-45.120503652039325
1739209790.5072079;-27.267205301931607
1739209790.5072129;-38.13080360867914
1739209790.5072176;-32.81601443825658
1739209790.5072227;-23.75329798047522
1739209790.5072274;-21.598678470925666
1739209790.5072324;-33.981070128970956
1739209790.5072372;-35.57807855764607
1739209790.5072422;-33.981070128970906
1739209790.507247;-31.141103565318893
1739209790.507252;-33.981070128970906
1739209790.5072567;-38.13080360867914
1739209790.5072618;-45.120503652039325
1739209790.5072665;-33.981070128970906
1739209790.5072715;-45.120503652039325
1739209790.5072763;-38.13080360867914
1739209790.5072813;-33.981070128970956
1739209790.5072863;-22.54371790334745
1739209790.507291;-22.740042620751332
1739209790.507296;-30.49652367304976
1739209790.5073009;-26.991370085610722
1739209790.5073059;-32.816014438256545
1739209790.5073106;-45.120503652039325
1739209790.5073156;-33.981070128970906
1739209790.5073204;-38.13080360867914
1739209790.5073254;-38.13080360867914
1739209790.5073302;-45.120503652039325
1739209790.5073352;-35.57807855764607
1739209790.50734;-35.57807855764607
1739209790.507345;-38.13080360867914
1739209790.5073497;-38.13080360867914
1739209790.5073547;-45.120503652039325
1739209790.5073595;-38.13080360867914
1739209790.5073645;-45.120503652039325
1739209790.5073695;-38.13080360867914
1739209790.5073743;-38.13080360867914
1739209790.5073793;-35.57807855764607
1739209790.507384;-38.13080360867914
1739209790.507389;-38.13080360867914
1739209790.5073938;-33.981070128970906
1739209790.5073988;-38.13080360867914
1739209790.5074036;-38.13080360867914
1739209790.5074086;-45.120503652039325
1739209790.5074134;-45.120503652039325
1739209790.5074184;-32.816014438256545
1739209790.5074232;-45.120503652039325
1739209790.5074282;-45.120503652039325
1739209790.507433;-38.13080360867914
1739209790.507438;-38.13080360867914
1739209790.507443;-38.13080360867914
1739209790.5074477;-45.120503652039325
1739209790.5074527;-45.120503652039325
1739209790.5074575;-45.120503652039325
1739209790.5074625;-38.13080360867914
1739209790.5074673;-32.816014438256545
1739209790.5074723;-45.120503652039325
1739209790.507477;-38.13080360867914
1739209790.507482;-35.57807855764607
1739209790.5074868;-33.981070128970906
1739209790.5074918;-33.981070128970906
1739209790.5074966;-45.120503652039325
1739209790.5075016;-45.120503652039325
1739209790.5075064;-38.13080360867914
1739209790.5075114;-38.13080360867914
1739209790.5075161;-45.120503652039325
1739209790.5075212;-45.120503652039325
1739209790.5075262;-38.13080360867914
1739209790.507531;-45.120503652039325
1739209790.507536;-45.120503652039325
1739209790.5075407;-38.13080360867914
1739209790.5075457;-38.13080360867914
1739209790.5075505;-45.120503652039325
1739209790.5075555;-35.57807855764607
1739209790.5075603;-38.13080360867914
1739209790.5075653;-26.991370085610722
1739209790.50757;-31.141103565318915
1739209790.507575;-38.13080360867914
1739209790.5075798;-45.120503652039325
1739209790.5075848;-33.981070128970906
1739209790.5075896;-33.981070128970906
1739209790.5075946;-45.120503652039325
1739209790.5075994;-33.981070128970906
1739209790.5076044;-38.13080360867914
1739209790.5076094;-45.120503652039325
1739209790.5076141;-45.120503652039325
1739209790.5076191;-33.981070128970906
1739209790.507624;-38.13080360867914
1739209790.507629;-38.13080360867914
1739209790.5076337;-45.120503652039325
1739209790.5076387;-38.13080360867914
1739209790.5076435;-38.13080360867914
1739209790.5076485;-38.13080360867914
1739209790.5076532;-45.120503652039325
1739209790.5076582;-38.13080360867914
1739209790.507663;-38.13080360867914
1739209790.507668;-45.120503652039325
1739209790.5076728;-38.13080360867914
1739209790.5076778;-32.816014438256545
1739209790.5076826;-31.141103565318915
1739209790.5076876;-28.992665084841942
1739209790.5076926;-38.13080360867914
1739209790.5076973;-38.13080360867914
1739209790.5077024;-38.13080360867914
1739209790.507707;-45.120503652039325
1739209790.5077121;-45.120503652039325
1739209790.507717;-45.120503652039325
1739209790.507722;-45.120503652039325
1739209790.5077267;-32.816014438256545
1739209790.5077317;-25.826314394896354
1739209790.5077364;-38.13080360867914
1739209790.5077415;-30.49652367304973
1739209790.5077462;-29.438486411369333
1739209790.5077512;-45.120503652039325
1739209790.507756;-27.8777449560314
1739209790.507761;-25.826314394896364
1739209790.507766;-27.877744956031417
1739209790.5077708;-31.141103565318893
1739209790.5077758;-30.49652367304973
1739209790.5077806;-45.120503652039325
1739209790.5077856;-33.981070128970906
1739209790.5077903;-45.120503652039325
1739209790.5077953;-33.981070128970906
1739209790.5078;-38.13080360867914
1739209790.507805;-33.981070128970906
1739209790.5078099;-33.981070128970956
1739209790.507815;-31.141103565318915
1739209790.5078197;-30.49652367304973
1739209790.5078247;-31.141103565318915
1739209790.5078294;-45.120503652039325
1739209790.5078344;-38.13080360867914
1739209790.5078392;-33.981070128970956
1739209790.5078442;-31.141103565318915
1739209790.5078492;-38.13080360867914
1739209790.507854;-25.252786309376837
1739209790.507859;-24.438645034577675
1739209790.5078638;-38.13080360867914
1739209790.5078688;-33.981070128970906
1739209790.5078735;-33.981070128970906
1739209790.5078785;-28.58837851428586
1739209790.5078833;-45.120503652039325
1739209790.5078883;-38.13080360867914
1739209790.507893;-31.141103565318893
1739209790.507898;-26.487275050834715
1739209790.5079029;-38.13080360867914
1739209790.5079079;-35.57807855764607
1739209790.5079126;-25.826314394896354
1739209790.5079176;-27.267205301931607
1739209790.5079224;-28.992665084841942
1739209790.5079274;-33.981070128970906
1739209790.5079324;-28.218542851754165
1739209790.5079372;-28.992665084841967
1739209790.5079422;-26.991370085610736
1739209790.507947;-32.816014438256545
1739209790.507952;-31.141103565318915
1739209790.5079567;-32.81601443825658
1739209790.5079618;-38.13080360867914
1739209790.5079665;-33.981070128970906
1739209790.5079715;-33.981070128970906
1739209790.5079763;-23.50682362968953
1739209790.5079813;-29.438486411369347
1739209790.507986;-45.120503652039325
1739209790.507991;-38.13080360867914
1739209790.5079958;-38.13080360867914
1739209790.5080009;-45.120503652039325
1739209790.5080056;-38.13080360867914
1739209790.5080106;-32.81601443825658
1739209790.5080156;-38.13080360867914
1739209790.5080204;-45.120503652039325
1739209790.5080254;-31.141103565318943
1739209790.5080302;-28.58837851428586
1739209790.5080352;-29.438486411369333
1739209790.50804;-33.981070128970906
1739209790.508045;-31.141103565318915
