CAN Message; 0x77:7b10f22c5ec5624f
1739209606.0583973;-45.120503652039325
1739209606.0584016;-33.981070128970906
1739209606.0584059;-45.120503652039325
1739209606.05841;-45.120503652039325
1739209606.0584142;-38.13080360867914
1739209606.0584185;-45.120503652039325
1739209606.0584226;-38.13080360867914
1739209606.0584269;-45.120503652039325
1739209606.0584311;-45.120503652039325
1739209606.0584354;-35.57807855764607
1739209606.0584395;-38.13080360867914
1739209606.0584438;-45.120503652039325
1739209606.058448;-38.13080360867914
1739209606.0584521;-35.57807855764607
1739209606.0584564;-28.58837851428586
1739209606.0584607;-45.120503652039325
1739209606.0584648;-38.13080360867914
1739209606.058469;-45.120503652039325
1739209606.0584733;-33.981070128970906
1739209606.0584774;-38.13080360867914
1739209606.0584817;-33.981070128970906
1739209606.058486;-38.13080360867914
1739209606.0584903;-32.816014438256545
1739209606.0584943;-45.120503652039325
1739209606.0584986;-45.120503652039325
1739209606.058503;-45.120503652039325
1739209606.058507;-45.120503652039325
1739209606.0585113;-45.120503652039325
1739209606.0585155;-38.13080360867914
1739209606.0585196;-35.57807855764607
1739209606.058524;-33.981070128970906
1739209606.0585282;-38.13080360867914
1739209606.0585322;-38.13080360867914
1739209606.0585365;-38.13080360867914
1739209606.0585408;-38.13080360867914
1739209606.058545;-45.120503652039325
1739209606.0585492;-45.120503652039325
1739209606.0585535;-35.57807855764607
1739209606.0585577;-38.13080360867914
1739209606.0585618;-45.120503652039325
1739209606.058566;-45.120503652039325
1739209606.0585704;-45.120503652039325
1739209606.0585744;-38.13080360867914
1739209606.0585787;-38.13080360867914
1739209606.058583;-38.13080360867914
1739209606.058587;-38.13080360867914
1739209606.0585914;-31.141103565318915
1739209606.0585957;-33.981070128970906
1739209606.0586;-45.120503652039325
1739209606.058604;-45.120503652039325
1739209606.0586083;-38.13080360867914
1739209606.0586126;-38.13080360867914
1739209606.0586166;-45.120503652039325
1739209606.058621;-38.13080360867914
1739209606.0586252;-35.57807855764607
1739209606.0586293;-35.57807855764607
1739209606.0586336;-38.13080360867914
1739209606.0586379;-35.57807855764607
1739209606.058642;-38.13080360867914
1739209606.0586462;-38.13080360867914
1739209606.0586505;-38.13080360867914
1739209606.0586548;-38.13080360867914
1739209606.0586588;-33.981070128970906
1739209606.0586631;-30.49652367304973
1739209606.0586674;-38.13080360867914
1739209606.0586715;-45.120503652039325
1739209606.0586758;-38.13080360867914
1739209606.05868;-45.120503652039325
1739209606.058684;-38.13080360867914
1739209606.0586884;-38.13080360867914
1739209606.0586927;-38.13080360867914
1739209606.058697;-45.120503652039325
1739209606.058701;-45.120503652039325
1739209606.0587053;-38.13080360867914
1739209606.0587096;-38.13080360867914
1739209606.0587137;-45.120503652039325
1739209606.058718;-33.981070128970906
1739209606.0587223;-38.13080360867914
1739209606.0587263;-38.13080360867914
1739209606.0587306;-45.120503652039325
1739209606.058735;-45.120503652039325
1739209606.058739;-45.120503652039325
1739209606.0587432;-38.13080360867914
1739209606.0587475;-38.13080360867914
1739209606.0587518;-38.13080360867914
1739209606.0587559;-45.120503652039325
1739209606.0587602;-38.13080360867914
1739209606.0587645;-38.13080360867914
1739209606.0587685;-38.13080360867914
1739209606.0587728;-45.120503652039325
1739209606.058777;-45.120503652039325
1739209606.0587811;-45.120503652039325
1739209606.0587854;-45.120503652039325
1739209606.0587897;-32.816014438256545
1739209606.0587938;-38.13080360867914
1739209606.058798;-45.120503652039325
1739209606.0588024;-35.57807855764607
1739209606.0588067;-45.120503652039325
1739209606.0588107;-45.120503652039325
1739209606.058815;-35.57807855764607
1739209606.0588193;-35.57807855764607
1739209606.0588233;-45.120503652039325
1739209606.0588276;-38.13080360867914
1739209606.058832;-38.13080360867914
1739209606.058836;-38.13080360867914
1739209606.0588403;-45.120503652039325
1739209606.0588446;-45.120503652039325
1739209606.0588486;-45.120503652039325
1739209606.058853;-38.13080360867914
1739209606.0588572;-45.120503652039325
1739209606.0588615;-45.120503652039325
1739209606.0588655;-45.120503652039325
1739209606.0588698;-45.120503652039325
1739209606.0588741;-38.13080360867914
1739209606.0588782;-38.13080360867914
1739209606.0588825;-38.13080360867914
1739209606.0588868;-45.120503652039325
1739209606.0588908;-45.120503652039325
1739209606.058895;-45.120503652039325
1739209606.0588994;-38.13080360867914
1739209606.0589035;-35.57807855764607
1739209606.0589077;-45.120503652039325
1739209606.058912;-38.13080360867914
1739209606.0589163;-45.120503652039325
1739209606.0589204;-33.981070128970906
1739209606.0589247;-45.120503652039325
1739209606.058929;-38.13080360867914
1739209606.058933;-38.13080360867914
1739209606.0589373;-45.120503652039325
1739209606.0589416;-45.120503652039325
1739209606.0589457;-38.13080360867914
1739209606.05895;-31.141103565318893
1739209606.0589542;-45.120503652039325
1739209606.0589585;-45.120503652039325
1739209606.0589626;-45.120503652039325
1739209606.0589669;-38.13080360867914
1739209606.0589712;-33.981070128970906
1739209606.0589752;-45.120503652039325
1739209606.0589795;-38.13080360867914
1739209606.0589838;-45.120503652039325
1739209606.0589879;-38.13080360867914
1739209606.0589921;-45.120503652039325
1739209606.0589964;-38.13080360867914
1739209606.0590005;-38.13080360867914
1739209606.0590048;-45.120503652039325
1739209606.059009;-45.120503652039325
1739209606.0590134;-45.120503652039325
1739209606.0590174;-38.13080360867914
1739209606.0590217;-45.120503652039325
1739209606.059026;-38.13080360867914
1739209606.05903;-38.13080360867914
1739209606.0590343;-35.57807855764607
1739209606.0590386;-38.13080360867914
1739209606.0590427;-38.13080360867914
1739209606.059047;-35.57807855764607
1739209606.0590513;-32.816014438256545
1739209606.0590553;-38.13080360867914
1739209606.0590596;-45.120503652039325
1739209606.059064;-38.13080360867914
1739209606.0590682;-38.13080360867914
1739209606.0590723;-33.981070128970906
1739209606.0590765;-45.120503652039325
1739209606.0590808;-45.120503652039325
1739209606.059085;-45.120503652039325
1739209606.0590892;-45.120503652039325
1739209606.0590935;-45.120503652039325
1739209606.0590975;-45.120503652039325
1739209606.0591018;-45.120503652039325
1739209606.059106;-45.120503652039325
1739209606.0591102;-38.13080360867914
1739209606.0591145;-45.120503652039325
1739209606.0591187;-38.13080360867914
1739209606.059123;-38.13080360867914
1739209606.059127;-45.120503652039325
1739209606.0591314;-38.13080360867914
1739209606.0591357;-38.13080360867914
1739209606.0591397;-28.992665084841942
1739209606.059144;-38.13080360867914
1739209606.0591483;-38.13080360867914
1739209606.0591524;-45.120503652039325
1739209606.0591567;-38.13080360867914
1739209606.059161;-45.120503652039325
1739209606.059165;-45.120503652039325
1739209606.0591693;-45.120503652039325
1739209606.0591736;-32.816014438256545
1739209606.0591779;-30.49652367304973
1739209606.059182;-45.120503652039325
1739209606.0591862;-45.120503652039325
1739209606.0591905;-38.13080360867914
1739209606.0591946;-45.120503652039325
1739209606.0591989;-45.120503652039325
1739209606.0592031;-45.120503652039325
1739209606.0592072;-31.141103565318915
1739209606.0592115;-38.13080360867914
1739209606.0592158;-45.120503652039325
1739209606.0592198;-38.13080360867914
1739209606.0592241;-33.981070128970906
1739209606.0592284;-45.120503652039325
1739209606.0592327;-45.120503652039325
1739209606.0592368;-45.120503652039325
1739209606.059241;-45.120503652039325
1739209606.0592453;-45.120503652039325
1739209606.0592494;-45.120503652039325
1739209606.0592537;-35.57807855764607
1739209606.059258;-38.13080360867914
1739209606.059262;-45.120503652039325
1739209606.0592663;-45.120503652039325
1739209606.0592706;-38.13080360867914
1739209606.059275;-45.120503652039325
1739209606.059279;-45.120503652039325
1739209606.0592833;-38.13080360867914
1739209606.0592875;-35.57807855764607
1739209606.0592916;-38.13080360867914
1739209606.059296;-45.120503652039325
1739209606.0593002;-45.120503652039325
1739209606.0593042;-33.981070128970906
1739209606.0593085;-31.141103565318915
1739209606.0593128;-38.13080360867914
1739209606.0593169;-38.13080360867914
1739209606.0593212;-35.57807855764607
1739209606.0593255;-38.13080360867914
1739209606.0593297;-45.120503652039325
1739209606.0593338;-45.120503652039325
1739209606.059338;-38.13080360867914
1739209606.0593424;-28.992665084841942
1739209606.0593464;-38.13080360867914
1739209606.0593507;-45.120503652039325
1739209606.059355;-35.57807855764607
1739209606.059359;-38.13080360867914
1739209606.0593634;-45.120503652039325
1739209606.0593677;-45.120503652039325
1739209606.0593717;-32.816014438256545
1739209606.059376;-30.49652367304973
1739209606.0593803;-45.120503652039325
1739209606.0593846;-38.13080360867914
1739209606.0593886;-35.57807855764607
1739209606.059393;-38.13080360867914
1739209606.0593972;-38.13080360867914
1739209606.0594013;-45.120503652039325
1739209606.0594056;-38.13080360867914
1739209606.0594099;-33.981070128970906
1739209606.059414;-33.981070128970906
1739209606.0594182;-38.13080360867914
1739209606.0594225;-38.13080360867914
1739209606.0594265;-45.120503652039325
1739209606.0594308;-45.120503652039325
1739209606.0594351;-45.120503652039325
1739209606.0594394;-38.13080360867914
1739209606.0594435;-38.13080360867914
1739209606.0594478;-45.120503652039325
1739209606.059452;-38.13080360867914
1739209606.059456;-45.120503652039325
1739209606.0594604;-38.13080360867914
1739209606.0594647;-38.13080360867914
1739209606.0594687;-38.13080360867914
1739209606.059473;-32.816014438256545
1739209606.0594773;-38.13080360867914
1739209606.0594814;-45.120503652039325
1739209606.0594857;-38.13080360867914
1739209606.05949;-35.57807855764607
1739209606.0594943;-33.981070128970906
1739209606.0594983;-38.13080360867914
1739209606.0595026;-38.13080360867914
1739209606.059507;-45.120503652039325
1739209606.059511;-38.13080360867914
1739209606.0595152;-38.13080360867914
1739209606.0595195;-45.120503652039325
1739209606.0595236;-38.13080360867914
1739209606.0595279;-35.57807855764607
1739209606.0595322;-45.120503652039325
1739209606.0595362;-38.13080360867914
1739209606.0595405;-38.13080360867914
1739209606.0595448;-38.13080360867914
1739209606.059549;-45.120503652039325
1739209606.0595531;-38.13080360867914
1739209606.0595574;-38.13080360867914
1739209606.0595617;-45.120503652039325
1739209606.0595658;-38.13080360867914
1739209606.05957;-45.120503652039325
1739209606.0595744;-45.120503652039325
1739209606.0595784;-38.13080360867914
1739209606.0595827;-45.120503652039325
1739209606.059587;-45.120503652039325
1739209606.0595913;-45.120503652039325
1739209606.0595953;-33.981070128970906
1739209606.0595996;-45.120503652039325
1739209606.059604;-45.120503652039325
1739209606.059608;-32.816014438256545
1739209606.0596123;-45.120503652039325
1739209606.0596166;-38.13080360867914
1739209606.0596206;-38.13080360867914
1739209606.059625;-38.13080360867914
1739209606.0596292;-45.120503652039325
1739209606.0596333;-38.13080360867914
1739209606.0596375;-38.13080360867914
1739209606.0596418;-38.13080360867914
1739209606.0596461;-45.120503652039325
1739209606.0596502;-38.13080360867914
1739209606.0596545;-35.57807855764607
1739209606.0596588;-38.13080360867914
1739209606.0596628;-45.120503652039325
1739209606.059667;-45.120503652039325
1739209606.0596714;-38.13080360867914
1739209606.0596755;-38.13080360867914
1739209606.0596797;-38.13080360867914
1739209606.059684;-45.120503652039325
1739209606.059688;-38.13080360867914
1739209606.0596924;-35.57807855764607
1739209606.0596967;-38.13080360867914
1739209606.059701;-45.120503652039325
1739209606.059705;-38.13080360867914
1739209606.0597093;-38.13080360867914
1739209606.0597136;-45.120503652039325
1739209606.0597177;-38.13080360867914
1739209606.059722;-32.816014438256545
1739209606.0597262;-38.13080360867914
1739209606.0597303;-38.13080360867914
1739209606.0597346;-38.13080360867914
1739209606.0597389;-38.13080360867914
1739209606.059743;-45.120503652039325
1739209606.0597472;-38.13080360867914
1739209606.0597515;-45.120503652039325
1739209606.0597558;-45.120503652039325
1739209606.0597599;-38.13080360867914
1739209606.0597641;-35.57807855764607
1739209606.0597684;-45.120503652039325
1739209606.0597725;-45.120503652039325
1739209606.0597768;-35.57807855764607
1739209606.059781;-35.57807855764607
1739209606.0597851;-45.120503652039325
1739209606.0597894;-45.120503652039325
1739209606.0597937;-38.13080360867914
1739209606.0597978;-45.120503652039325
1739209606.059802;-32.816014438256545
1739209606.0598063;-35.57807855764607
1739209606.0598106;-45.120503652039325
1739209606.0598147;-38.13080360867914
1739209606.059819;-35.57807855764607
1739209606.0598233;-33.981070128970906
1739209606.0598273;-38.13080360867914
1739209606.0598316;-38.13080360867914
1739209606.059836;-45.120503652039325
1739209606.05984;-45.120503652039325
1739209606.0598443;-38.13080360867914
1739209606.0598485;-38.13080360867914
1739209606.0598526;-45.120503652039325
1739209606.059857;-35.57807855764607
1739209606.0598612;-45.120503652039325
1739209606.0598655;-38.13080360867914
1739209606.0598695;-45.120503652039325
1739209606.0598738;-33.981070128970906
1739209606.059878;-45.120503652039325
1739209606.0598822;-45.120503652039325
1739209606.0598865;-32.816014438256545
1739209606.0598907;-27.267205301931607
1739209606.0598948;-45.120503652039325
1739209606.059899;-45.120503652039325
1739209606.0599034;-38.13080360867914
1739209606.0599077;-33.981070128970906
1739209606.0599117;-45.120503652039325
1739209606.059916;-38.13080360867914
1739209606.0599203;-45.120503652039325
1739209606.0599244;-32.816014438256545
1739209606.0599287;-35.57807855764607
1739209606.059933;-35.57807855764607
1739209606.059937;-38.13080360867914
1739209606.0599413;-45.120503652039325
1739209606.0599456;-45.120503652039325
1739209606.0599496;-45.120503652039325
1739209606.059954;-38.13080360867914
1739209606.0599582;-31.141103565318915
1739209606.0599625;-45.120503652039325
1739209606.0599666;-38.13080360867914
1739209606.0599709;-38.13080360867914
1739209606.0599751;-38.13080360867914
1739209606.0599792;-45.120503652039325
1739209606.0599835;-45.120503652039325
1739209606.0599878;-45.120503652039325
1739209606.0599918;-38.13080360867914
1739209606.0599961;-38.13080360867914
1739209606.0600004;-45.120503652039325
1739209606.0600045;-45.120503652039325
1739209606.0600088;-45.120503652039325
1739209606.060013;-45.120503652039325
1739209606.0600173;-45.120503652039325
1739209606.0600214;-45.120503652039325
1739209606.0600257;-38.13080360867914
1739209606.06003;-45.120503652039325
1739209606.060034;-35.57807855764607
1739209606.0600383;-35.57807855764607
1739209606.0600426;-38.13080360867914
1739209606.0600467;-30.49652367304973
1739209606.060051;-45.120503652039325
1739209606.0600553;-45.120503652039325
1739209606.0600593;-33.981070128970906
1739209606.0600636;-38.13080360867914
1739209606.060068;-45.120503652039325
1739209606.0600722;-45.120503652039325
1739209606.0600762;-38.13080360867914
1739209606.0600805;-38.13080360867914
1739209606.0600848;-38.13080360867914
1739209606.0600889;-38.13080360867914
1739209606.0600932;-28.992665084841942
1739209606.0600975;-38.13080360867914
1739209606.0601015;-38.13080360867914
1739209606.0601058;-38.13080360867914
1739209606.06011;-38.13080360867914
1739209606.0601141;-38.13080360867914
1739209606.0601184;-38.13080360867914
1739209606.0601227;-45.120503652039325
1739209606.060127;-33.981070128970906
1739209606.060131;-38.13080360867914
1739209606.0601354;-35.57807855764607
1739209606.0601397;-45.120503652039325
1739209606.0601437;-45.120503652039325
1739209606.060148;-35.57807855764607
1739209606.0601523;-38.13080360867914
1739209606.0601563;-45.120503652039325
1739209606.0601606;-33.981070128970906
1739209606.060165;-30.49652367304973
1739209606.060169;-38.13080360867914
1739209606.0601733;-45.120503652039325
1739209606.0601776;-45.120503652039325
1739209606.0601819;-45.120503652039325
1739209606.060186;-38.13080360867914
1739209606.0601902;-45.120503652039325
1739209606.0601945;-45.120503652039325
1739209606.0601985;-38.13080360867914
1739209606.0602028;-35.57807855764607
1739209606.0602071;-45.120503652039325
1739209606.0602112;-38.13080360867914
1739209606.0602155;-33.981070128970906
1739209606.0602198;-38.13080360867914
1739209606.060224;-45.120503652039325
1739209606.060228;-38.13080360867914
1739209606.0602324;-35.57807855764607
1739209606.0602367;-38.13080360867914
1739209606.0602407;-45.120503652039325
1739209606.060245;-45.120503652039325
1739209606.0602493;-38.13080360867914
1739209606.0602534;-38.13080360867914
1739209606.0602577;-45.120503652039325
1739209606.060262;-38.13080360867914
1739209606.060266;-38.13080360867914
1739209606.0602703;-38.13080360867914
1739209606.0602746;-45.120503652039325
1739209606.060279;-33.981070128970906
1739209606.060283;-38.13080360867914
1739209606.0602872;-38.13080360867914
1739209606.0602915;-38.13080360867914
1739209606.0602956;-45.120503652039325
1739209606.0602999;-38.13080360867914
1739209606.0603042;-38.13080360867914
1739209606.0603082;-45.120503652039325
1739209606.0603125;-45.120503652039325
1739209606.0603168;-32.816014438256545
1739209606.0603209;-38.13080360867914
1739209606.0603251;-38.13080360867914
1739209606.0603294;-38.13080360867914
1739209606.0603337;-38.13080360867914
1739209606.0603378;-33.981070128970906
1739209606.060342;-45.120503652039325
1739209606.0603464;-38.13080360867914
1739209606.0603504;-38.13080360867914
1739209606.0603547;-45.120503652039325
1739209606.060359;-45.120503652039325
1739209606.060363;-45.120503652039325
1739209606.0603673;-45.120503652039325
1739209606.0603716;-33.981070128970906
1739209606.0603757;-45.120503652039325
1739209606.06038;-38.13080360867914
1739209606.0603843;-33.981070128970906
1739209606.0603886;-38.13080360867914
1739209606.0603926;-38.13080360867914
1739209606.060397;-45.120503652039325
1739209606.0604012;-45.120503652039325
1739209606.0604053;-45.120503652039325
1739209606.0604095;-45.120503652039325
1739209606.0604138;-45.120503652039325
1739209606.060418;-38.13080360867914
1739209606.0604222;-38.13080360867914
1739209606.0604265;-45.120503652039325
1739209606.0604305;-45.120503652039325
1739209606.0604348;-45.120503652039325
1739209606.060439;-45.120503652039325
1739209606.0604434;-45.120503652039325
1739209606.0604475;-45.120503652039325
1739209606.0604517;-32.816014438256545
1739209606.060456;-38.13080360867914
1739209606.06046;-45.120503652039325
1739209606.0604644;-38.13080360867914
1739209606.0604687;-38.13080360867914
1739209606.0604727;-45.120503652039325
1739209606.060477;-45.120503652039325
1739209606.0604813;-38.13080360867914
1739209606.0604854;-45.120503652039325
1739209606.0604897;-33.981070128970906
1739209606.060494;-45.120503652039325
1739209606.0604982;-45.120503652039325
1739209606.0605023;-45.120503652039325
1739209606.0605066;-45.120503652039325
1739209606.0605109;-45.120503652039325
1739209606.060515;-38.13080360867914
1739209606.0605192;-30.49652367304973
1739209606.0605235;-45.120503652039325
1739209606.0605276;-45.120503652039325
1739209606.0605319;-45.120503652039325
1739209606.0605361;-38.13080360867914
1739209606.0605404;-33.981070128970906
1739209606.0605445;-45.120503652039325
1739209606.0605488;-45.120503652039325
1739209606.060553;-45.120503652039325
1739209606.0605571;-38.13080360867914
1739209606.0605614;-45.120503652039325
1739209606.0605657;-45.120503652039325
1739209606.0605698;-38.13080360867914
1739209606.060574;-38.13080360867914
1739209606.0605783;-45.120503652039325
1739209606.0605824;-38.13080360867914
1739209606.0621984;-33.981070128970906
1739209606.0621986;-32.816014438256545
1739209606.0621989;-45.120503652039325
1739209606.062199;-38.13080360867914
1739209606.0621994;-38.13080360867914
1739209606.0621996;-38.13080360867914
1739209606.0621998;-32.816014438256545
1739209606.0622;-30.49652367304973
1739209606.0622003;-45.120503652039325
1739209606.0622005;-38.13080360867914
1739209606.0622008;-38.13080360867914
1739209606.062201;-38.13080360867914
1739209606.0622013;-45.120503652039325
1739209606.0622017;-32.816014438256545
1739209606.062202;-45.120503652039325
1739209606.0622022;-45.120503652039325
1739209606.0622025;-38.13080360867914
1739209606.0622027;-38.13080360867914
1739209606.062203;-38.13080360867914
1739209606.0622032;-45.120503652039325
1739209606.0622034;-38.13080360867914
1739209606.0622036;-45.120503652039325
1739209606.062204;-38.13080360867914
1739209606.0622041;-38.13080360867914
1739209606.0622044;-38.13080360867914
1739209606.0622046;-38.13080360867914
1739209606.0622048;-38.13080360867914
1739209606.062205;-45.120503652039325
1739209606.0622053;-38.13080360867914
1739209606.0622056;-45.120503652039325
1739209606.0622058;-35.57807855764607
1739209606.062206;-30.49652367304973
1739209606.0622063;-45.120503652039325
1739209606.0622065;-45.120503652039325
1739209606.0622067;-38.13080360867914
1739209606.062207;-38.13080360867914
1739209606.0622072;-38.13080360867914
1739209606.0622075;-45.120503652039325
1739209606.0622077;-45.120503652039325
1739209606.062208;-38.13080360867914
1739209606.0622082;-38.13080360867914
1739209606.0622087;-38.13080360867914
1739209606.062209;-45.120503652039325
1739209606.0622091;-38.13080360867914
1739209606.0622094;-30.49652367304973
1739209606.0622096;-38.13080360867914
1739209606.0622098;-35.57807855764607
1739209606.06221;-26.035653463252796
1739209606.0622103;-38.13080360867914
1739209606.0622106;-45.120503652039325
1739209606.0622108;-32.816014438256545
1739209606.062211;-38.13080360867914
1739209606.0622113;-45.120503652039325
1739209606.0622115;-38.13080360867914
1739209606.0622118;-45.120503652039325
1739209606.062212;-45.120503652039325
1739209606.0622122;-45.120503652039325
1739209606.0622125;-45.120503652039325
1739209606.0622127;-38.13080360867914
1739209606.062213;-45.120503652039325
1739209606.0622132;-38.13080360867914
1739209606.0622134;-38.13080360867914
1739209606.0622137;-45.120503652039325
1739209606.062214;-38.13080360867914
1739209606.0622141;-33.981070128970906
1739209606.0622144;-33.981070128970906
1739209606.0622146;-45.120503652039325
1739209606.0622149;-45.120503652039325
1739209606.062215;-38.13080360867914
1739209606.0622156;-45.120503652039325
1739209606.0622158;-38.13080360867914
1739209606.062216;-35.57807855764607
1739209606.0622163;-38.13080360867914
1739209606.0622165;-38.13080360867914
1739209606.0622168;-45.120503652039325
1739209606.062217;-35.57807855764607
1739209606.0622172;-38.13080360867914
1739209606.0622175;-38.13080360867914
1739209606.0622177;-38.13080360867914
1739209606.062218;-45.120503652039325
1739209606.0622182;-38.13080360867914
1739209606.0622184;-35.57807855764607
1739209606.0622187;-45.120503652039325
1739209606.062219;-38.13080360867914
1739209606.0622191;-33.981070128970906
1739209606.0622194;-45.120503652039325
1739209606.0622196;-38.13080360867914
1739209606.0622199;-32.816014438256545
1739209606.06222;-45.120503652039325
1739209606.0622203;-45.120503652039325
1739209606.0622206;-38.13080360867914
1739209606.0622208;-38.13080360867914
1739209606.062221;-45.120503652039325
1739209606.0622213;-45.120503652039325
1739209606.0622215;-38.13080360867914
1739209606.0622218;-38.13080360867914
1739209606.0622222;-38.13080360867914
1739209606.0622225;-45.120503652039325
1739209606.0622227;-38.13080360867914
1739209606.062223;-38.13080360867914
1739209606.0622232;-33.981070128970906
1739209606.0622234;-45.120503652039325
1739209606.0622237;-38.13080360867914
1739209606.062224;-35.57807855764607
1739209606.0622241;-33.981070128970906
1739209606.0622244;-38.13080360867914
1739209606.0622246;-38.13080360867914
1739209606.0622249;-45.120503652039325
1739209606.062225;-38.13080360867914
1739209606.0622253;-45.120503652039325
1739209606.0622256;-38.13080360867914
1739209606.0622258;-38.13080360867914
1739209606.062226;-38.13080360867914
1739209606.0622263;-45.120503652039325
1739209606.0622265;-38.13080360867914
1739209606.0622268;-35.57807855764607
1739209606.062227;-38.13080360867914
1739209606.0622272;-45.120503652039325
1739209606.0622275;-33.981070128970906
1739209606.0622277;-38.13080360867914
1739209606.062228;-38.13080360867914
1739209606.0622282;-45.120503652039325
1739209606.0622284;-38.13080360867914
1739209606.0622287;-35.57807855764607
1739209606.0622292;-33.981070128970906
1739209606.0622294;-38.13080360867914
1739209606.0622296;-38.13080360867914
1739209606.0622299;-35.57807855764607
1739209606.06223;-38.13080360867914
1739209606.0622303;-45.120503652039325
1739209606.0622306;-38.13080360867914
1739209606.0622308;-32.816014438256545
1739209606.062231;-38.13080360867914
1739209606.0622313;-45.120503652039325
1739209606.0622315;-33.981070128970906
1739209606.0622318;-45.120503652039325
1739209606.062232;-38.13080360867914
1739209606.0622323;-38.13080360867914
1739209606.0622325;-38.13080360867914
1739209606.0622327;-35.57807855764607
1739209606.062233;-38.13080360867914
1739209606.0622332;-45.120503652039325
1739209606.0622334;-38.13080360867914
