CAN Message; 0x1d3:0000a056d24c8b34
1739209745.4777725;-38.13080360867914
1739209745.4777808;-35.57807855764607
1739209745.4777892;-45.120503652039325
1739209745.4777973;-35.57807855764607
1739209745.4778056;-26.487275050834715
1739209745.477814;-45.120503652039325
1739209745.477822;-45.120503652039325
1739209745.4778304;-38.13080360867914
1739209745.4778388;-33.981070128970906
1739209745.4778469;-45.120503652039325
1739209745.4778552;-45.120503652039325
1739209745.4778633;-45.120503652039325
1739209745.4778717;-45.120503652039325
1739209745.47788;-38.13080360867914
1739209745.477888;-45.120503652039325
1739209745.4778965;-45.120503652039325
1739209745.4779048;-35.57807855764607
1739209745.477913;-35.57807855764607
1739209745.4779212;-45.120503652039325
1739209745.4779296;-38.13080360867914
1739209745.4779377;-33.981070128970906
1739209745.477946;-38.13080360867914
1739209745.4779544;-45.120503652039325
1739209745.4779625;-38.13080360867914
1739209745.4779708;-45.120503652039325
1739209745.477979;-38.13080360867914
1739209745.4779873;-45.120503652039325
1739209745.4779956;-38.13080360867914
1739209745.4780037;-30.49652367304973
1739209745.478012;-38.13080360867914
1739209745.4780204;-45.120503652039325
1739209745.4780285;-45.120503652039325
1739209745.4780369;-35.57807855764607
1739209745.4780452;-45.120503652039325
1739209745.4780533;-45.120503652039325
1739209745.4780617;-38.13080360867914
1739209745.47807;-38.13080360867914
1739209745.4780781;-45.120503652039325
1739209745.4780865;-45.120503652039325
1739209745.4780946;-45.120503652039325
1739209745.478103;-45.120503652039325
1739209745.4781113;-45.120503652039325
1739209745.4781194;-45.120503652039325
1739209745.4781277;-45.120503652039325
1739209745.478136;-38.13080360867914
1739209745.4781442;-38.13080360867914
1739209745.4781525;-45.120503652039325
1739209745.4781609;-38.13080360867914
1739209745.478169;-38.13080360867914
1739209745.4781773;-38.13080360867914
1739209745.4781857;-35.57807855764607
1739209745.4781938;-35.57807855764607
1739209745.478202;-45.120503652039325
1739209745.4782102;-45.120503652039325
1739209745.4782186;-35.57807855764607
1739209745.478227;-45.120503652039325
1739209745.478235;-45.120503652039325
1739209745.4782434;-38.13080360867914
1739209745.4782517;-35.57807855764607
1739209745.4782598;-38.13080360867914
1739209745.4782681;-45.120503652039325
1739209745.4782765;-38.13080360867914
1739209745.4782846;-38.13080360867914
1739209745.478293;-33.981070128970906
1739209745.478301;-45.120503652039325
1739209745.4783094;-38.13080360867914
1739209745.4783177;-38.13080360867914
1739209745.4783258;-38.13080360867914
1739209745.4783342;-45.120503652039325
1739209745.4783425;-45.120503652039325
1739209745.4783506;-45.120503652039325
1739209745.478359;-38.13080360867914
1739209745.4783673;-45.120503652039325
1739209745.4783754;-38.13080360867914
1739209745.4783838;-45.120503652039325
1739209745.4783921;-35.57807855764607
1739209745.4784002;-38.13080360867914
1739209745.4784086;-45.120503652039325
1739209745.4784167;-35.57807855764607
1739209745.478425;-38.13080360867914
1739209745.4784334;-45.120503652039325
1739209745.4784415;-45.120503652039325
1739209745.4784498;-38.13080360867914
1739209745.4784582;-45.120503652039325
1739209745.4784663;-45.120503652039325
1739209745.4784746;-45.120503652039325
1739209745.478483;-35.57807855764607
1739209745.478491;-38.13080360867914
1739209745.4784994;-38.13080360867914
1739209745.4785078;-35.57807855764607
1739209745.4785159;-45.120503652039325
1739209745.4785242;-38.13080360867914
1739209745.4785323;-33.981070128970906
1739209745.4785407;-31.141103565318915
1739209745.478549;-45.120503652039325
1739209745.478557;-45.120503652039325
1739209745.4785655;-35.57807855764607
1739209745.4785738;-38.13080360867914
1739209745.478582;-38.13080360867914
1739209745.4785903;-38.13080360867914
1739209745.4785986;-45.120503652039325
1739209745.4786067;-38.13080360867914
1739209745.478615;-38.13080360867914
1739209745.4786234;-45.120503652039325
1739209745.4786315;-35.57807855764607
1739209745.4786398;-38.13080360867914
1739209745.478648;-45.120503652039325
1739209745.4786563;-38.13080360867914
1739209745.4786646;-33.981070128970906
1739209745.4786727;-33.981070128970906
1739209745.478681;-45.120503652039325
1739209745.4786894;-38.13080360867914
1739209745.4786975;-35.57807855764607
1739209745.478706;-33.981070128970906
1739209745.4787142;-45.120503652039325
1739209745.4787223;-38.13080360867914
1739209745.4787307;-35.57807855764607
1739209745.4787388;-33.981070128970906
1739209745.4787471;-38.13080360867914
1739209745.4787555;-45.120503652039325
1739209745.4787636;-38.13080360867914
1739209745.478772;-35.57807855764607
1739209745.4787803;-38.13080360867914
1739209745.4787884;-45.120503652039325
1739209745.4787967;-45.120503652039325
1739209745.478805;-38.13080360867914
1739209745.4788132;-38.13080360867914
1739209745.4788215;-45.120503652039325
1739209745.4788299;-45.120503652039325
1739209745.478838;-45.120503652039325
1739209745.4788463;-38.13080360867914
1739209745.4788544;-38.13080360867914
1739209745.4788628;-38.13080360867914
1739209745.478871;-38.13080360867914
1739209745.4788792;-38.13080360867914
1739209745.4788876;-38.13080360867914
1739209745.478896;-45.120503652039325
1739209745.478904;-38.13080360867914
1739209745.4789124;-35.57807855764607
1739209745.4789207;-38.13080360867914
1739209745.4789288;-45.120503652039325
1739209745.4789371;-38.13080360867914
1739209745.4789455;-38.13080360867914
1739209745.4789536;-45.120503652039325
1739209745.478962;-45.120503652039325
1739209745.47897;-38.13080360867914
1739209745.4789784;-45.120503652039325
1739209745.4789867;-45.120503652039325
1739209745.4789948;-45.120503652039325
1739209745.4790032;-38.13080360867914
1739209745.4790115;-35.57807855764607
1739209745.4790196;-38.13080360867914
1739209745.479028;-45.120503652039325
1739209745.4790363;-38.13080360867914
1739209745.4790444;-45.120503652039325
1739209745.4790528;-38.13080360867914
1739209745.4790611;-38.13080360867914
1739209745.4790692;-32.816014438256545
1739209745.4790776;-31.141103565318915
1739209745.4790857;-38.13080360867914
1739209745.479094;-33.981070128970906
1739209745.4791024;-38.13080360867914
1739209745.4791105;-38.13080360867914
1739209745.4791188;-45.120503652039325
1739209745.4791272;-31.141103565318893
1739209745.4791353;-33.981070128970906
1739209745.4791436;-38.13080360867914
1739209745.479152;-38.13080360867914
1739209745.47916;-32.816014438256545
1739209745.4791684;-38.13080360867914
1739209745.4791768;-45.120503652039325
1739209745.4791849;-45.120503652039325
1739209745.4791932;-38.13080360867914
1739209745.4792013;-38.13080360867914
1739209745.4792097;-45.120503652039325
1739209745.479218;-38.13080360867914
1739209745.479226;-35.57807855764607
1739209745.4792345;-38.13080360867914
1739209745.4792428;-45.120503652039325
1739209745.479251;-38.13080360867914
1739209745.4792593;-38.13080360867914
1739209745.4792676;-45.120503652039325
1739209745.4792757;-32.816014438256545
1739209745.479284;-38.13080360867914
1739209745.4792922;-38.13080360867914
1739209745.4793005;-38.13080360867914
1739209745.4793088;-38.13080360867914
1739209745.479317;-45.120503652039325
1739209745.4793253;-38.13080360867914
1739209745.4793336;-45.120503652039325
1739209745.4793417;-33.981070128970956
1739209745.47935;-45.120503652039325
1739209745.4793584;-45.120503652039325
1739209745.4793665;-45.120503652039325
1739209745.479375;-45.120503652039325
1739209745.4793832;-45.120503652039325
1739209745.4793913;-45.120503652039325
1739209745.4793997;-45.120503652039325
1739209745.4794078;-26.991370085610736
1739209745.4794161;-38.13080360867914
1739209745.4794245;-45.120503652039325
1739209745.4794326;-38.13080360867914
1739209745.479441;-33.981070128970906
1739209745.4794493;-45.120503652039325
1739209745.4794574;-45.120503652039325
1739209745.4794657;-38.13080360867914
1739209745.479474;-45.120503652039325
1739209745.4794822;-38.13080360867914
1739209745.4794905;-45.120503652039325
1739209745.4794989;-38.13080360867914
1739209745.479507;-38.13080360867914
1739209745.4795153;-38.13080360867914
1739209745.4795234;-45.120503652039325
1739209745.4795318;-45.120503652039325
1739209745.47954;-28.21854285175415
1739209745.4795482;-33.981070128970906
1739209745.4795566;-45.120503652039325
1739209745.479565;-45.120503652039325
1739209745.479573;-38.13080360867914
1739209745.4795814;-45.120503652039325
1739209745.4795897;-45.120503652039325
1739209745.4795978;-45.120503652039325
1739209745.4796062;-45.120503652039325
1739209745.4796145;-45.120503652039325
1739209745.4796226;-38.13080360867914
1739209745.479631;-45.120503652039325
1739209745.479639;-38.13080360867914
1739209745.4796474;-45.120503652039325
1739209745.4796557;-45.120503652039325
1739209745.4796638;-38.13080360867914
1739209745.4796722;-38.13080360867914
1739209745.4796805;-38.13080360867914
1739209745.4796886;-38.13080360867914
1739209745.479697;-38.13080360867914
1739209745.4797053;-45.120503652039325
1739209745.4797134;-45.120503652039325
1739209745.4797218;-38.13080360867914
1739209745.47973;-38.13080360867914
1739209745.4797382;-38.13080360867914
1739209745.4797466;-38.13080360867914
1739209745.4797547;-35.57807855764607
1739209745.479763;-38.13080360867914
1739209745.4797714;-35.57807855764607
1739209745.4797795;-38.13080360867914
1739209745.4797878;-38.13080360867914
1739209745.4797962;-38.13080360867914
1739209745.4798043;-45.120503652039325
1739209745.4798126;-38.13080360867914
1739209745.479821;-35.57807855764607
1739209745.479829;-38.13080360867914
1739209745.4798374;-45.120503652039325
1739209745.4798455;-45.120503652039325
1739209745.4798539;-35.57807855764607
1739209745.4798622;-38.13080360867914
1739209745.4798703;-38.13080360867914
1739209745.4798787;-35.57807855764607
1739209745.479887;-35.57807855764607
1739209745.479895;-38.13080360867914
1739209745.4799035;-38.13080360867914
1739209745.4799118;-45.120503652039325
1739209745.47992;-45.120503652039325
1739209745.4799283;-38.13080360867914
1739209745.4799366;-45.120503652039325
1739209745.4799447;-45.120503652039325
1739209745.479953;-38.13080360867914
1739209745.4799612;-33.981070128970906
1739209745.4799695;-45.120503652039325
1739209745.4799778;-45.120503652039325
1739209745.479986;-38.13080360867914
1739209745.4799943;-38.13080360867914
1739209745.4800026;-35.57807855764607
1739209745.4800107;-35.57807855764607
1739209745.480019;-45.120503652039325
1739209745.4800274;-38.13080360867914
1739209745.4800355;-35.57807855764607
1739209745.480044;-33.981070128970906
1739209745.4800522;-32.816014438256545
1739209745.4800603;-38.13080360867914
1739209745.4800687;-45.120503652039325
1739209745.4800768;-45.120503652039325
1739209745.4800851;-45.120503652039325
1739209745.4800935;-38.13080360867914
1739209745.4801016;-38.13080360867914
1739209745.48011;-38.13080360867914
1739209745.4801183;-38.13080360867914
1739209745.4801264;-33.981070128970906
1739209745.4801347;-38.13080360867914
1739209745.480143;-31.141103565318915
1739209745.4801512;-38.13080360867914
1739209745.4801595;-38.13080360867914
1739209745.4801676;-38.13080360867914
1739209745.480176;-35.57807855764607
1739209745.4801843;-38.13080360867914
1739209745.4801924;-33.981070128970906
1739209745.4802008;-38.13080360867914
1739209745.480209;-45.120503652039325
1739209745.4802172;-38.13080360867914
1739209745.4802256;-45.120503652039325
1739209745.480234;-45.120503652039325
1739209745.480242;-45.120503652039325
1739209745.4802504;-45.120503652039325
1739209745.4802587;-45.120503652039325
1739209745.4802668;-45.120503652039325
1739209745.4802752;-35.57807855764607
1739209745.4802833;-38.13080360867914
1739209745.4802916;-45.120503652039325
1739209745.4803;-45.120503652039325
1739209745.480308;-38.13080360867914
1739209745.4803164;-38.13080360867914
1739209745.4803247;-33.981070128970906
1739209745.4803329;-45.120503652039325
1739209745.4803412;-45.120503652039325
1739209745.4803495;-45.120503652039325
1739209745.4803576;-45.120503652039325
1739209745.480366;-45.120503652039325
1739209745.4803743;-45.120503652039325
1739209745.4803824;-35.57807855764607
1739209745.4803908;-45.120503652039325
1739209745.480399;-45.120503652039325
1739209745.4804072;-45.120503652039325
1739209745.4804156;-45.120503652039325
1739209745.4804237;-45.120503652039325
1739209745.480432;-38.13080360867914
1739209745.4804404;-38.13080360867914
1739209745.4804485;-45.120503652039325
1739209745.4804568;-45.120503652039325
1739209745.4804652;-45.120503652039325
1739209745.4804733;-38.13080360867914
1739209745.4804816;-32.816014438256545
1739209745.48049;-38.13080360867914
1739209745.480498;-45.120503652039325
1739209745.4805064;-45.120503652039325
1739209745.4805145;-35.57807855764607
1739209745.4805229;-33.981070128970906
1739209745.4805312;-45.120503652039325
1739209745.4805393;-45.120503652039325
1739209745.4805477;-45.120503652039325
1739209745.480556;-45.120503652039325
1739209745.480564;-45.120503652039325
1739209745.4805725;-45.120503652039325
1739209745.4805808;-38.13080360867914
1739209745.480589;-38.13080360867914
1739209745.4805973;-45.120503652039325
1739209745.4806056;-38.13080360867914
1739209745.4806137;-33.981070128970906
1739209745.480622;-38.13080360867914
1739209745.4806302;-45.120503652039325
1739209745.4806385;-38.13080360867914
1739209745.4806468;-35.57807855764607
1739209745.480655;-38.13080360867914
1739209745.4806633;-45.120503652039325
1739209745.4806716;-45.120503652039325
1739209745.4806798;-45.120503652039325
1739209745.480688;-38.13080360867914
1739209745.4806964;-45.120503652039325
1739209745.4807045;-38.13080360867914
1739209745.480713;-45.120503652039325
1739209745.480721;-38.13080360867914
1739209745.4807293;-45.120503652039325
1739209745.4807377;-45.120503652039325
1739209745.4807458;-32.816014438256545
1739209745.4807541;-38.13080360867914
1739209745.4807625;-38.13080360867914
1739209745.4807706;-45.120503652039325
1739209745.480779;-35.57807855764607
1739209745.4807873;-38.13080360867914
1739209745.4807954;-45.120503652039325
1739209745.4808037;-45.120503652039325
1739209745.480812;-45.120503652039325
1739209745.4808202;-45.120503652039325
1739209745.4808285;-45.120503652039325
1739209745.4808366;-38.13080360867914
1739209745.480845;-45.120503652039325
1739209745.4808533;-45.120503652039325
1739209745.4808614;-35.57807855764607
1739209745.4808698;-45.120503652039325
1739209745.480878;-35.57807855764607
1739209745.4808862;-45.120503652039325
1739209745.4808946;-33.981070128970906
1739209745.480903;-33.981070128970906
1739209745.480911;-35.57807855764607
1739209745.4809194;-38.13080360867914
1739209745.4809277;-38.13080360867914
1739209745.4809358;-38.13080360867914
1739209745.4809442;-38.13080360867914
1739209745.4809523;-38.13080360867914
1739209745.4809606;-32.816014438256545
1739209745.480969;-45.120503652039325
1739209745.480977;-45.120503652039325
1739209745.4809854;-38.13080360867914
1739209745.4809937;-38.13080360867914
1739209745.4810019;-33.981070128970906
1739209745.4810102;-45.120503652039325
1739209745.4810185;-38.13080360867914
1739209745.4810266;-38.13080360867914
1739209745.481035;-45.120503652039325
1739209745.4810433;-38.13080360867914
1739209745.4810514;-38.13080360867914
1739209745.4810598;-45.120503652039325
1739209745.481068;-38.13080360867914
1739209745.4810762;-28.21854285175415
1739209745.4810846;-35.57807855764607
1739209745.4810927;-45.120503652039325
1739209745.481101;-38.13080360867914
1739209745.4811094;-45.120503652039325
1739209745.4811175;-38.13080360867914
1739209745.4811258;-45.120503652039325
1739209745.4811342;-38.13080360867914
1739209745.4811423;-38.13080360867914
1739209745.4811506;-45.120503652039325
1739209745.4811587;-45.120503652039325
1739209745.481167;-45.120503652039325
1739209745.4811754;-33.981070128970906
1739209745.4811835;-45.120503652039325
1739209745.4811919;-45.120503652039325
1739209745.4812002;-45.120503652039325
1739209745.4812083;-27.8777449560314
1739209745.4812167;-32.816014438256545
1739209745.481225;-45.120503652039325
1739209745.4812331;-45.120503652039325
1739209745.4812415;-38.13080360867914
1739209745.4812498;-38.13080360867914
1739209745.481258;-45.120503652039325
1739209745.4812663;-35.57807855764607
1739209745.4812744;-45.120503652039325
1739209745.4812827;-45.120503652039325
1739209745.481291;-38.13080360867914
1739209745.4812992;-38.13080360867914
1739209745.4813075;-45.120503652039325
1739209745.4813159;-45.120503652039325
1739209745.481324;-38.13080360867914
1739209745.4813323;-45.120503652039325
1739209745.4813406;-32.816014438256545
1739209745.4813488;-32.816014438256545
1739209745.481357;-45.120503652039325
1739209745.4813654;-38.13080360867914
1739209745.4813735;-35.57807855764607
1739209745.481382;-38.13080360867914
1739209745.48139;-38.13080360867914
1739209745.4813983;-38.13080360867914
1739209745.4814067;-45.120503652039325
1739209745.4814148;-45.120503652039325
1739209745.4814231;-45.120503652039325
1739209745.4814315;-45.120503652039325
1739209745.4814396;-45.120503652039325
1739209745.481448;-45.120503652039325
1739209745.4814563;-45.120503652039325
1739209745.4814644;-38.13080360867914
1739209745.4814727;-45.120503652039325
1739209745.481481;-38.13080360867914
1739209745.4814892;-45.120503652039325
1739209745.4814975;-45.120503652039325
1739209745.4815056;-38.13080360867914
1739209745.481514;-45.120503652039325
1739209745.4815223;-45.120503652039325
1739209745.4815304;-45.120503652039325
1739209745.4815388;-38.13080360867914
1739209745.481547;-31.141103565318915
1739209745.4815552;-38.13080360867914
1739209745.4815636;-38.13080360867914
1739209745.481572;-38.13080360867914
1739209745.48158;-38.13080360867914
1739209745.4815884;-45.120503652039325
1739209745.4815965;-38.13080360867914
1739209745.4816048;-45.120503652039325
1739209745.4816132;-35.57807855764607
1739209745.4816213;-45.120503652039325
1739209745.4816296;-38.13080360867914
1739209745.481638;-38.13080360867914
1739209745.481646;-38.13080360867914
1739209745.4816544;-45.120503652039325
1739209745.4816628;-38.13080360867914
1739209745.4816709;-32.816014438256545
1739209745.4816792;-25.826314394896357
1739209745.4816875;-45.120503652039325
1739209745.4816957;-45.120503652039325
1739209745.481704;-38.13080360867914
1739209745.481712;-33.981070128970906
1739209745.4817204;-45.120503652039325
1739209745.4817288;-38.13080360867914
1739209745.481737;-38.13080360867914
1739209745.4817452;-31.14110356531892
1739209745.4817536;-45.120503652039325
1739209745.4817617;-38.13080360867914
1739209745.48177;-32.816014438256545
1739209745.4817784;-38.13080360867914
1739209745.4817865;-45.120503652039325
1739209745.4817948;-45.120503652039325
1739209745.4818032;-38.13080360867914
1739209745.4818113;-28.992665084841942
1739209745.4818196;-45.120503652039325
1739209745.4818277;-38.13080360867914
1739209745.481836;-38.13080360867914
1739209745.4818444;-38.13080360867914
1739209745.4818525;-45.120503652039325
1739209745.4818609;-45.120503652039325
1739209745.4818692;-38.13080360867914
1739209745.4818773;-33.981070128970906
1739209745.4818857;-38.13080360867914
1739209745.481894;-45.120503652039325
1739209745.4819021;-45.120503652039325
1739209745.4819105;-45.120503652039325
1739209745.4819188;-45.120503652039325
1739209745.481927;-45.120503652039325
1739209745.4819353;-38.13080360867914
1739209745.4819434;-38.13080360867914
1739209745.4819517;-45.120503652039325
1739209745.48196;-45.120503652039325
1739209745.4819682;-35.57807855764607
1739209745.4819765;-45.120503652039325
1739209745.4819849;-38.13080360867914
1739209745.481993;-38.13080360867914
1739209745.4820013;-45.120503652039325
1739209745.4820096;-45.120503652039325
1739209745.4820178;-45.120503652039325
1739209745.482026;-45.120503652039325
1739209745.4820342;-45.120503652039325
1739209745.4820426;-38.13080360867914
1739209745.482051;-38.13080360867914
1739209745.482059;-45.120503652039325
1739209745.4820673;-45.120503652039325
1739209745.4820757;-33.981070128970906
1739209745.4820838;-45.120503652039325
1739209745.4820921;-45.120503652039325
1739209745.4821005;-45.120503652039325
1739209745.4821086;-33.981070128970906
1739209745.482117;-45.120503652039325
1739209745.4821253;-38.13080360867914
1739209745.4821334;-45.120503652039325
1739209745.4821417;-38.13080360867914
1739209745.4821498;-38.13080360867914
1739209745.4821582;-45.120503652039325
1739209745.4821665;-45.120503652039325
1739209745.4821746;-38.13080360867914
1739209745.482183;-32.816014438256545
1739209745.4821913;-38.13080360867914
1739209745.4821994;-45.120503652039325
1739209745.4822078;-33.981070128970906
1739209745.4822161;-38.13080360867914
1739209745.4822242;-38.13080360867914
1739209745.4822326;-45.120503652039325
1739209745.482241;-45.120503652039325
1739209745.482249;-45.120503652039325
1739209745.4822574;-45.120503652039325
1739209745.4822655;-45.120503652039325
1739209745.4822738;-45.120503652039325
1739209745.4822822;-45.120503652039325
1739209745.4822903;-45.120503652039325
1739209745.4822986;-45.120503652039325
1739209745.482307;-38.13080360867914
1739209745.482315;-38.13080360867914
1739209745.4823234;-38.13080360867914
1739209745.4823318;-45.120503652039325
1739209745.4823399;-45.120503652039325
1739209745.4823482;-35.57807855764607
1739209745.4823565;-35.57807855764607
1739209745.4823647;-45.120503652039325
1739209745.482373;-45.120503652039325
1739209745.482381;-32.816014438256545
1739209745.4823895;-33.981070128970906
1739209745.4823978;-45.120503652039325
1739209745.482406;-38.13080360867914
1739209745.4824142;-45.120503652039325
1739209745.4824226;-45.120503652039325
1739209745.4824307;-38.13080360867914
1739209745.482439;-35.57807855764607
1739209745.4824474;-45.120503652039325
1739209745.4824555;-45.120503652039325
1739209745.4824638;-38.13080360867914
1739209745.4824722;-38.13080360867914
1739209745.4824803;-38.13080360867914
1739209745.4824886;-35.57807855764607
1739209745.4824967;-35.57807855764607
1739209745.482505;-38.13080360867914
1739209745.4825134;-38.13080360867914
1739209745.4825215;-35.57807855764607
1739209745.4825299;-35.57807855764607
1739209745.4825382;-33.981070128970906
1739209745.4825463;-45.120503652039325
1739209745.4825547;-38.13080360867914
1739209745.482563;-38.13080360867914
1739209745.4825711;-35.57807855764607
1739209745.4825795;-38.13080360867914
1739209745.4825876;-38.13080360867914
1739209745.482596;-33.981070128970906
1739209745.4826043;-45.120503652039325
1739209745.4826124;-38.13080360867914
1739209745.4826207;-35.57807855764607
1739209745.482629;-45.120503652039325
1739209745.4826372;-38.13080360867914
1739209745.4826455;-38.13080360867914
1739209745.4826539;-35.57807855764607
1739209745.482662;-38.13080360867914
1739209745.4826703;-38.13080360867914
1739209745.4826787;-45.120503652039325
1739209745.4826868;-45.120503652039325
1739209745.482695;-31.141103565318893
1739209745.4827032;-38.13080360867914
1739209745.4827116;-45.120503652039325
1739209745.48272;-45.120503652039325
1739209745.482728;-32.816014438256545
1739209745.4827363;-38.13080360867914
1739209745.4827447;-38.13080360867914
1739209745.4827528;-35.57807855764607
1739209745.4827611;-38.13080360867914
1739209745.4827695;-45.120503652039325
1739209745.4827776;-32.816014438256545
1739209745.482786;-33.981070128970906
1739209745.4827943;-45.120503652039325
1739209745.4828024;-45.120503652039325
1739209745.4828107;-45.120503652039325
1739209745.4828188;-45.120503652039325
1739209745.4828272;-45.120503652039325
1739209745.4828355;-45.120503652039325
1739209745.4828436;-45.120503652039325
1739209745.482852;-45.120503652039325
