CAN Message; 0x1b8:00007a51ea57f7dd
Timestamp;Amplitude
1739209599.732049;-45.120503652039325
1739209599.7320592;-38.13080360867914
1739209599.7320697;-45.120503652039325
1739209599.73208;-38.13080360867914
1739209599.7320902;-33.981070128970906
1739209599.7321007;-45.120503652039325
1739209599.732111;-38.13080360867914
1739209599.7321215;-38.13080360867914
1739209599.7321317;-38.13080360867914
1739209599.7321422;-38.13080360867914
1739209599.7321525;-45.120503652039325
1739209599.732163;-45.120503652039325
1739209599.7321732;-45.120503652039325
1739209599.7321835;-45.120503652039325
1739209599.732194;-45.120503652039325
1739209599.7322042;-45.120503652039325
1739209599.7322147;-38.13080360867914
1739209599.732225;-38.13080360867914
1739209599.7322354;-45.120503652039325
1739209599.7322457;-45.120503652039325
1739209599.7322562;-45.120503652039325
1739209599.7322664;-45.120503652039325
1739209599.732277;-38.13080360867914
1739209599.7322872;-35.57807855764607
1739209599.7322974;-38.13080360867914
1739209599.732308;-45.120503652039325
1739209599.7323182;-38.13080360867914
1739209599.7323287;-35.57807855764607
1739209599.732339;-38.13080360867914
1739209599.7323494;-38.13080360867914
1739209599.7323596;-38.13080360867914
1739209599.7323701;-38.13080360867914
1739209599.7323804;-33.981070128970906
1739209599.7323909;-35.57807855764607
1739209599.7324011;-45.120503652039325
1739209599.7324114;-45.120503652039325
1739209599.7324219;-45.120503652039325
1739209599.7324321;-45.120503652039325
1739209599.7324426;-33.981070128970906
1739209599.7324529;-45.120503652039325
1739209599.7324634;-38.13080360867914
1739209599.7324736;-45.120503652039325
1739209599.732484;-45.120503652039325
1739209599.7324944;-38.13080360867914
1739209599.7325048;-38.13080360867914
1739209599.732515;-31.141103565318915
1739209599.7325253;-38.13080360867914
1739209599.7325358;-45.120503652039325
1739209599.732546;-33.981070128970906
1739209599.7325566;-45.120503652039325
1739209599.7325668;-45.120503652039325
1739209599.7325773;-38.13080360867914
1739209599.7325876;-45.120503652039325
1739209599.732598;-45.120503652039325
1739209599.7326083;-45.120503652039325
1739209599.7326186;-38.13080360867914
1739209599.732629;-45.120503652039325
1739209599.7326393;-45.120503652039325
1739209599.7326498;-38.13080360867914
1739209599.73266;-45.120503652039325
1739209599.7326705;-38.13080360867914
1739209599.7326808;-33.981070128970906
1739209599.7326913;-45.120503652039325
1739209599.7327015;-38.13080360867914
1739209599.732712;-38.13080360867914
1739209599.7327223;-32.816014438256545
1739209599.7327325;-33.981070128970906
1739209599.732743;-45.120503652039325
1739209599.7327533;-45.120503652039325
1739209599.7327638;-31.141103565318893
1739209599.732774;-38.13080360867914
1739209599.7327845;-38.13080360867914
1739209599.7327948;-38.13080360867914
1739209599.7328053;-45.120503652039325
1739209599.7328155;-38.13080360867914
1739209599.732826;-32.816014438256545
1739209599.7328362;-33.981070128970906
1739209599.7328465;-45.120503652039325
1739209599.732857;-38.13080360867914
1739209599.7328672;-33.981070128970906
1739209599.7328777;-38.13080360867914
1739209599.732888;-38.13080360867914
1739209599.7328985;-45.120503652039325
1739209599.7329087;-38.13080360867914
1739209599.7329192;-38.13080360867914
1739209599.7329295;-32.816014438256545
1739209599.7329397;-31.141103565318915
1739209599.7329502;-45.120503652039325
1739209599.7329605;-45.120503652039325
1739209599.732971;-38.13080360867914
1739209599.7329812;-38.13080360867914
1739209599.7329917;-38.13080360867914
1739209599.733002;-45.120503652039325
1739209599.7330124;-45.120503652039325
1739209599.7330227;-38.13080360867914
1739209599.7330332;-38.13080360867914
1739209599.7330434;-38.13080360867914
1739209599.7330537;-38.13080360867914
1739209599.7330642;-45.120503652039325
1739209599.7330744;-45.120503652039325
1739209599.733085;-33.981070128970906
1739209599.7330952;-31.141103565318893
1739209599.7331057;-35.57807855764607
1739209599.733116;-45.120503652039325
1739209599.7331264;-38.13080360867914
1739209599.7331367;-45.120503652039325
1739209599.7331471;-45.120503652039325
1739209599.7331574;-45.120503652039325
1739209599.7331676;-45.120503652039325
1739209599.7331781;-38.13080360867914
1739209599.7331884;-45.120503652039325
1739209599.733199;-45.120503652039325
1739209599.7332091;-45.120503652039325
1739209599.7332196;-45.120503652039325
1739209599.7332299;-45.120503652039325
1739209599.7332404;-45.120503652039325
1739209599.7332506;-45.120503652039325
1739209599.733261;-28.21854285175415
1739209599.7332714;-35.57807855764607
1739209599.7332816;-45.120503652039325
1739209599.733292;-38.13080360867914
1739209599.7333024;-35.57807855764607
1739209599.7333128;-38.13080360867914
1739209599.733323;-38.13080360867914
1739209599.7333336;-38.13080360867914
1739209599.7333438;-45.120503652039325
1739209599.7333543;-45.120503652039325
1739209599.7333646;-38.13080360867914
1739209599.7333748;-45.120503652039325
1739209599.7333853;-38.13080360867914
1739209599.7333956;-38.13080360867914
1739209599.733406;-38.13080360867914
1739209599.7334163;-38.13080360867914
1739209599.7334268;-35.57807855764607
1739209599.733437;-33.981070128970906
1739209599.7334476;-45.120503652039325
1739209599.7334578;-45.120503652039325
1739209599.7334683;-45.120503652039325
1739209599.7334785;-45.120503652039325
1739209599.7334888;-45.120503652039325
1739209599.7334993;-45.120503652039325
1739209599.7335095;-38.13080360867914
1739209599.73352;-38.13080360867914
1739209599.7335303;-38.13080360867914
1739209599.7335408;-45.120503652039325
1739209599.733551;-38.13080360867914
1739209599.7335615;-38.13080360867914
1739209599.7335718;-45.120503652039325
1739209599.7335823;-33.981070128970906
1739209599.7335925;-45.120503652039325
1739209599.7336028;-38.13080360867914
1739209599.7336133;-35.57807855764607
1739209599.7336235;-35.57807855764607
1739209599.733634;-38.13080360867914
1739209599.7336442;-38.13080360867914
1739209599.7336547;-38.13080360867914
1739209599.733665;-38.13080360867914
1739209599.7336755;-32.816014438256545
1739209599.7336857;-28.58837851428586
1739209599.7336962;-45.120503652039325
1739209599.7337065;-38.13080360867914
1739209599.7337167;-38.13080360867914
1739209599.7337272;-38.13080360867914
1739209599.7337375;-38.13080360867914
1739209599.733748;-38.13080360867914
1739209599.7337582;-45.120503652039325
1739209599.7337687;-35.57807855764607
1739209599.733779;-35.57807855764607
1739209599.7337894;-38.13080360867914
1739209599.7337997;-45.120503652039325
1739209599.73381;-38.13080360867914
1739209599.7338204;-38.13080360867914
1739209599.7338307;-38.13080360867914
1739209599.7338412;-45.120503652039325
1739209599.7338514;-45.120503652039325
1739209599.733862;-35.57807855764607
1739209599.7338722;-38.13080360867914
1739209599.7338827;-45.120503652039325
1739209599.733893;-45.120503652039325
1739209599.7339034;-35.57807855764607
1739209599.7339137;-38.13080360867914
1739209599.733924;-38.13080360867914
1739209599.7339344;-38.13080360867914
1739209599.7339447;-45.120503652039325
1739209599.7339551;-45.120503652039325
1739209599.7339654;-38.13080360867914
1739209599.733976;-38.13080360867914
1739209599.7339861;-45.120503652039325
1739209599.7339966;-45.120503652039325
1739209599.734007;-38.13080360867914
1739209599.7340174;-38.13080360867914
1739209599.7340276;-45.120503652039325
1739209599.7340379;-45.120503652039325
1739209599.7340484;-31.141103565318893
1739209599.7340586;-38.13080360867914
1739209599.734069;-38.13080360867914
1739209599.7340794;-38.13080360867914
1739209599.7340899;-45.120503652039325
1739209599.7341;-38.13080360867914
1739209599.7341106;-35.57807855764607
1739209599.7341208;-45.120503652039325
1739209599.734131;-45.120503652039325
1739209599.7341416;-35.57807855764607
1739209599.7341518;-33.981070128970906
1739209599.7341623;-38.13080360867914
1739209599.7341726;-45.120503652039325
1739209599.734183;-33.981070128970906
1739209599.7341933;-38.13080360867914
1739209599.7342038;-45.120503652039325
1739209599.734214;-45.120503652039325
1739209599.7342246;-45.120503652039325
1739209599.7342348;-45.120503652039325
1739209599.734245;-38.13080360867914
1739209599.7342556;-38.13080360867914
1739209599.7342658;-38.13080360867914
1739209599.7342763;-45.120503652039325
1739209599.7342865;-38.13080360867914
1739209599.734297;-45.120503652039325
1739209599.7343073;-45.120503652039325
1739209599.7343178;-38.13080360867914
1739209599.734328;-38.13080360867914
1739209599.7343385;-45.120503652039325
1739209599.7343488;-45.120503652039325
1739209599.734359;-38.13080360867914
1739209599.7343695;-45.120503652039325
1739209599.7343798;-45.120503652039325
1739209599.7343903;-45.120503652039325
1739209599.7344005;-45.120503652039325
1739209599.734411;-38.13080360867914
1739209599.7344213;-38.13080360867914
1739209599.7344317;-38.13080360867914
1739209599.734442;-38.13080360867914
1739209599.7344525;-45.120503652039325
1739209599.7344627;-38.13080360867914
1739209599.734473;-38.13080360867914
1739209599.7344835;-45.120503652039325
1739209599.7344937;-45.120503652039325
1739209599.7345042;-35.57807855764607
1739209599.7345145;-38.13080360867914
1739209599.734525;-35.57807855764607
1739209599.7345352;-35.57807855764607
1739209599.7345457;-38.13080360867914
1739209599.734556;-38.13080360867914
1739209599.7345662;-38.13080360867914
1739209599.7345767;-38.13080360867914
1739209599.734587;-45.120503652039325
1739209599.7345974;-45.120503652039325
1739209599.7346077;-38.13080360867914
1739209599.7346182;-38.13080360867914
1739209599.7346284;-45.120503652039325
1739209599.734639;-38.13080360867914
1739209599.7346492;-45.120503652039325
1739209599.7346597;-45.120503652039325
1739209599.73467;-45.120503652039325
1739209599.7346802;-45.120503652039325
1739209599.7346907;-31.141103565318893
1739209599.734701;-38.13080360867914
1739209599.7347114;-45.120503652039325
1739209599.7347217;-38.13080360867914
1739209599.7347322;-35.57807855764607
1739209599.7347424;-45.120503652039325
1739209599.734753;-38.13080360867914
1739209599.7347631;-38.13080360867914
1739209599.7347736;-45.120503652039325
1739209599.734784;-45.120503652039325
1739209599.7347941;-45.120503652039325
1739209599.7348046;-38.13080360867914
1739209599.734815;-45.120503652039325
1739209599.7348254;-38.13080360867914
1739209599.7348356;-38.13080360867914
1739209599.734846;-45.120503652039325
1739209599.7348564;-28.21854285175415
1739209599.7348669;-33.981070128970906
1739209599.734877;-45.120503652039325
1739209599.7348876;-45.120503652039325
1739209599.7348979;-35.57807855764607
1739209599.734908;-38.13080360867914
1739209599.7349186;-38.13080360867914
1739209599.7349288;-35.57807855764607
1739209599.7349393;-45.120503652039325
1739209599.7349496;-45.120503652039325
1739209599.73496;-38.13080360867914
1739209599.7349703;-45.120503652039325
1739209599.7349808;-45.120503652039325
1739209599.734991;-45.120503652039325
1739209599.7350013;-38.13080360867914
1739209599.7350118;-45.120503652039325
1739209599.735022;-45.120503652039325
1739209599.7350326;-45.120503652039325
1739209599.7350428;-45.120503652039325
1739209599.7350533;-45.120503652039325
1739209599.7350636;-35.57807855764607
1739209599.735074;-38.13080360867914
1739209599.7350843;-45.120503652039325
1739209599.7350948;-45.120503652039325
1739209599.735105;-38.13080360867914
1739209599.7351153;-38.13080360867914
1739209599.7351258;-38.13080360867914
1739209599.735136;-45.120503652039325
1739209599.7351465;-45.120503652039325
1739209599.7351568;-45.120503652039325
1739209599.7351673;-38.13080360867914
1739209599.7351775;-38.13080360867914
1739209599.735188;-45.120503652039325
1739209599.7351983;-45.120503652039325
1739209599.7352087;-38.13080360867914
1739209599.735219;-38.13080360867914
1739209599.7352293;-32.816014438256545
1739209599.7352397;-45.120503652039325
1739209599.73525;-45.120503652039325
1739209599.7352605;-45.120503652039325
1739209599.7352707;-29.438486411369333
1739209599.7352812;-28.992665084841942
1739209599.7352915;-45.120503652039325
1739209599.735302;-45.120503652039325
1739209599.7353122;-45.120503652039325
1739209599.7353225;-38.13080360867914
1739209599.735333;-45.120503652039325
1739209599.7353432;-45.120503652039325
1739209599.7353537;-45.120503652039325
1739209599.735364;-45.120503652039325
1739209599.7353745;-45.120503652039325
1739209599.7353847;-45.120503652039325
1739209599.7353952;-45.120503652039325
1739209599.7354054;-38.13080360867914
1739209599.735416;-35.57807855764607
1739209599.7354262;-38.13080360867914
1739209599.7354364;-30.49652367304973
1739209599.735447;-28.992665084841942
1739209599.7354572;-45.120503652039325
1739209599.7354677;-45.120503652039325
1739209599.735478;-38.13080360867914
1739209599.7354884;-33.981070128970906
1739209599.7354987;-45.120503652039325
1739209599.7355092;-45.120503652039325
1739209599.7355194;-45.120503652039325
1739209599.73553;-45.120503652039325
1739209599.7355402;-38.13080360867914
1739209599.7355504;-45.120503652039325
1739209599.735561;-45.120503652039325
1739209599.7355711;-45.120503652039325
1739209599.7355816;-38.13080360867914
1739209599.735592;-38.13080360867914
1739209599.7356024;-32.816014438256545
1739209599.7356126;-31.141103565318915
1739209599.7356231;-38.13080360867914
1739209599.7356334;-33.981070128970906
1739209599.7356439;-38.13080360867914
1739209599.735654;-35.57807855764607
1739209599.7356644;-38.13080360867914
1739209599.7356749;-45.120503652039325
1739209599.735685;-45.120503652039325
1739209599.7356956;-38.13080360867914
1739209599.7357059;-35.57807855764607
1739209599.7357163;-45.120503652039325
1739209599.7357266;-45.120503652039325
1739209599.735737;-45.120503652039325
1739209599.7357473;-38.13080360867914
1739209599.7357576;-38.13080360867914
1739209599.735768;-35.57807855764607
1739209599.7357783;-31.141103565318915
1739209599.7357888;-45.120503652039325
1739209599.735799;-38.13080360867914
1739209599.7358096;-35.57807855764607
1739209599.7358198;-33.981070128970906
1739209599.7358303;-45.120503652039325
1739209599.7358406;-45.120503652039325
1739209599.735851;-45.120503652039325
1739209599.7358613;-35.57807855764607
1739209599.7358716;-35.57807855764607
1739209599.735882;-35.57807855764607
1739209599.7358923;-45.120503652039325
1739209599.7359028;-38.13080360867914
1739209599.735913;-38.13080360867914
1739209599.7359235;-45.120503652039325
1739209599.7359338;-38.13080360867914
1739209599.7359443;-31.141103565318915
1739209599.7359545;-45.120503652039325
1739209599.735965;-38.13080360867914
1739209599.7359753;-35.57807855764607
1739209599.7359855;-33.981070128970906
1739209599.735996;-45.120503652039325
1739209599.7360063;-45.120503652039325
1739209599.7360168;-45.120503652039325
1739209599.736027;-32.816014438256545
1739209599.7360375;-45.120503652039325
1739209599.7360477;-38.13080360867914
1739209599.7360582;-35.57807855764607
1739209599.7360685;-38.13080360867914
1739209599.7360787;-45.120503652039325
1739209599.7360892;-45.120503652039325
1739209599.7360995;-45.120503652039325
1739209599.73611;-33.981070128970906
1739209599.7361202;-38.13080360867914
1739209599.7361307;-45.120503652039325
1739209599.736141;-45.120503652039325
1739209599.7361515;-38.13080360867914
1739209599.7361617;-45.120503652039325
1739209599.7361722;-38.13080360867914
1739209599.7361825;-38.13080360867914
1739209599.7361927;-33.981070128970906
1739209599.7362032;-45.120503652039325
1739209599.7362134;-45.120503652039325
1739209599.736224;-45.120503652039325
1739209599.7362342;-38.13080360867914
1739209599.7362447;-45.120503652039325
1739209599.736255;-45.120503652039325
1739209599.7362654;-38.13080360867914
1739209599.7362757;-38.13080360867914
1739209599.7362862;-38.13080360867914
1739209599.7362964;-38.13080360867914
1739209599.7363067;-32.816014438256545
1739209599.7363172;-38.13080360867914
1739209599.7363274;-45.120503652039325
1739209599.736338;-38.13080360867914
1739209599.7363482;-35.57807855764607
1739209599.7363586;-38.13080360867914
1739209599.736369;-45.120503652039325
1739209599.7363794;-38.13080360867914
1739209599.7363896;-35.57807855764607
1739209599.7364001;-45.120503652039325
1739209599.7364104;-45.120503652039325
1739209599.7364206;-45.120503652039325
1739209599.7364311;-45.120503652039325
1739209599.7364414;-31.141103565318915
1739209599.7364519;-33.981070128970906
1739209599.736462;-45.120503652039325
1739209599.7364726;-38.13080360867914
1739209599.7364829;-35.57807855764607
1739209599.7364933;-45.120503652039325
1739209599.7365036;-45.120503652039325
1739209599.7365139;-38.13080360867914
1739209599.7365243;-38.13080360867914
1739209599.7365346;-33.981070128970956
1739209599.736545;-38.13080360867914
1739209599.7365553;-45.120503652039325
1739209599.7365658;-38.13080360867914
1739209599.736576;-38.13080360867914
1739209599.7365866;-38.13080360867914
1739209599.7365968;-38.13080360867914
1739209599.7366073;-33.981070128970906
1739209599.7366176;-31.141103565318915
1739209599.7366278;-45.120503652039325
1739209599.7366383;-45.120503652039325
1739209599.7366486;-33.981070128970906
1739209599.736659;-38.13080360867914
1739209599.7366693;-45.120503652039325
1739209599.7366798;-45.120503652039325
1739209599.73669;-45.120503652039325
1739209599.7367005;-38.13080360867914
1739209599.7367108;-33.981070128970906
1739209599.7367213;-35.57807855764607
1739209599.7367315;-38.13080360867914
1739209599.7367418;-38.13080360867914
1739209599.7367523;-35.57807855764607
1739209599.7367625;-45.120503652039325
1739209599.736773;-35.57807855764607
1739209599.7367833;-33.981070128970906
1739209599.7367938;-38.13080360867914
1739209599.736804;-45.120503652039325
1739209599.7368145;-45.120503652039325
1739209599.7368248;-45.120503652039325
1739209599.7368352;-45.120503652039325
1739209599.7368455;-32.816014438256545
1739209599.7368557;-38.13080360867914
1739209599.7368662;-45.120503652039325
1739209599.7368765;-45.120503652039325
1739209599.736887;-45.120503652039325
1739209599.7368972;-45.120503652039325
1739209599.7369077;-45.120503652039325
1739209599.736918;-45.120503652039325
1739209599.7369285;-45.120503652039325
1739209599.7369387;-45.120503652039325
1739209599.736949;-38.13080360867914
1739209599.7369595;-45.120503652039325
1739209599.7369697;-45.120503652039325
1739209599.7369802;-45.120503652039325
1739209599.7369905;-45.120503652039325
1739209599.737001;-45.120503652039325
1739209599.7370112;-38.13080360867914
1739209599.7370217;-38.13080360867914
1739209599.737032;-45.120503652039325
1739209599.7370424;-45.120503652039325
1739209599.7370527;-38.13080360867914
1739209599.737063;-33.981070128970906
1739209599.7370734;-38.13080360867914
1739209599.7370837;-38.13080360867914
1739209599.7370942;-35.57807855764607
1739209599.7371044;-38.13080360867914
1739209599.737115;-45.120503652039325
1739209599.7371252;-38.13080360867914
1739209599.7371356;-35.57807855764607
1739209599.737146;-38.13080360867914
1739209599.7371564;-45.120503652039325
1739209599.7371666;-38.13080360867914
1739209599.737177;-38.13080360867914
1739209599.7371874;-45.120503652039325
1739209599.7371976;-35.57807855764607
1739209599.7372081;-38.13080360867914
1739209599.7372184;-45.120503652039325
1739209599.7372289;-38.13080360867914
1739209599.7372391;-29.438486411369333
1739209599.7372496;-38.13080360867914
1739209599.7372599;-45.120503652039325
1739209599.73727;-38.13080360867914
1739209599.7372806;-38.13080360867914
1739209599.7372909;-38.13080360867914
1739209599.7373013;-45.120503652039325
1739209599.7373116;-45.120503652039325
1739209599.737322;-38.13080360867914
1739209599.7373323;-38.13080360867914
1739209599.7373428;-38.13080360867914
1739209599.737353;-38.13080360867914
1739209599.7373636;-35.57807855764607
1739209599.7373738;-38.13080360867914
1739209599.737384;-38.13080360867914
1739209599.7373946;-38.13080360867914
1739209599.7374048;-35.57807855764607
1739209599.7374153;-38.13080360867914
1739209599.7374256;-45.120503652039325
1739209599.737436;-38.13080360867914
1739209599.7374463;-45.120503652039325
1739209599.7374568;-45.120503652039325
1739209599.737467;-45.120503652039325
1739209599.7374775;-45.120503652039325
1739209599.7374878;-45.120503652039325
1739209599.737498;-38.13080360867914
1739209599.7375085;-45.120503652039325
1739209599.7375188;-45.120503652039325
1739209599.7375293;-32.816014438256545
1739209599.7375395;-35.57807855764607
1739209599.73755;-45.120503652039325
1739209599.7375603;-45.120503652039325
1739209599.7375708;-38.13080360867914
1739209599.737581;-38.13080360867914
1739209599.7375915;-45.120503652039325
1739209599.7376018;-33.981070128970906
1739209599.737612;-45.120503652039325
1739209599.7376225;-45.120503652039325
1739209599.7376328;-32.816014438256545
1739209599.7376432;-38.13080360867914
1739209599.7376535;-45.120503652039325
1739209599.737664;-45.120503652039325
1739209599.7376742;-45.120503652039325
1739209599.7376847;-45.120503652039325
1739209599.737695;-38.13080360867914
1739209599.7377052;-35.57807855764607
1739209599.7377157;-38.13080360867914
1739209599.737726;-38.13080360867914
1739209599.7377365;-45.120503652039325
1739209599.7377467;-38.13080360867914
1739209599.7377572;-45.120503652039325
1739209599.7377675;-45.120503652039325
1739209599.737778;-45.120503652039325
1739209599.7377882;-45.120503652039325
1739209599.7377987;-45.120503652039325
1739209599.737809;-45.120503652039325
1739209599.7378192;-45.120503652039325
1739209599.7378297;-45.120503652039325
1739209599.73784;-38.13080360867914
1739209599.7378504;-35.57807855764607
1739209599.7378607;-45.120503652039325
1739209599.7378712;-38.13080360867914
1739209599.7378814;-32.816014438256545
1739209599.737892;-38.13080360867914
1739209599.7379022;-38.13080360867914
1739209599.7379127;-38.13080360867914
1739209599.737923;-45.120503652039325
1739209599.7379332;-33.981070128970906
1739209599.7379436;-45.120503652039325
1739209599.737954;-45.120503652039325
1739209599.7379644;-45.120503652039325
1739209599.7379746;-45.120503652039325
1739209599.7379851;-38.13080360867914
1739209599.7379954;-45.120503652039325
1739209599.7380059;-45.120503652039325
1739209599.7380161;-38.13080360867914
1739209599.7380266;-35.57807855764607
1739209599.7380369;-38.13080360867914
1739209599.7380471;-45.120503652039325
1739209599.7380576;-38.13080360867914
1739209599.7380679;-38.13080360867914
1739209599.7380784;-38.13080360867914
1739209599.7380886;-35.57807855764607
1739209599.738099;-38.13080360867914
1739209599.7381094;-45.120503652039325
1739209599.7381198;-38.13080360867914
1739209599.73813;-33.981070128970906
1739209599.7381403;-38.13080360867914
1739209599.7381508;-38.13080360867914
1739209599.738161;-38.13080360867914
1739209599.7381716;-38.13080360867914
1739209599.7381818;-38.13080360867914
1739209599.7381923;-45.120503652039325
1739209599.7382026;-38.13080360867914
1739209599.738213;-45.120503652039325
1739209599.7382233;-38.13080360867914
1739209599.7382338;-38.13080360867914
1739209599.738244;-38.13080360867914
1739209599.7382543;-38.13080360867914
1739209599.7382648;-38.13080360867914
1739209599.738275;-45.120503652039325
1739209599.7382855;-38.13080360867914
1739209599.7382958;-32.816014438256545
1739209599.7383063;-38.13080360867914
1739209599.7383165;-45.120503652039325
1739209599.738327;-38.13080360867914
1739209599.7383373;-35.57807855764607
1739209599.7383478;-38.13080360867914
1739209599.738358;-45.120503652039325
1739209599.7383683;-45.120503652039325
1739209599.7383788;-38.13080360867914
1739209599.738389;-38.13080360867914
1739209599.7383995;-45.120503652039325
1739209599.7384098;-38.13080360867914
1739209599.7384202;-45.120503652039325
1739209599.7384305;-45.120503652039325
1739209599.738441;-45.120503652039325
1739209599.7384512;-38.13080360867914
1739209599.7384615;-33.981070128970906
1739209599.738472;-38.13080360867914
1739209599.7384822;-38.13080360867914
1739209599.7384927;-38.13080360867914
1739209599.738503;-33.981070128970906
1739209599.7385135;-45.120503652039325
1739209599.7385237;-45.120503652039325
1739209599.7385342;-45.120503652039325
1739209599.7385445;-45.120503652039325
1739209599.738555;-45.120503652039325
1739209599.7385652;-38.13080360867914
1739209599.7385755;-45.120503652039325
1739209599.738586;-45.120503652039325
1739209599.7385962;-45.120503652039325
1739209599.7386067;-45.120503652039325
1739209599.738617;-38.13080360867914
1739209599.7386274;-38.13080360867914
1739209599.7386377;-45.120503652039325
1739209599.7386482;-45.120503652039325
1739209599.7386584;-45.120503652039325
1739209599.738669;-35.57807855764607
1739209599.7386792;-38.13080360867914
1739209599.7386894;-38.13080360867914
1739209599.7387;-38.13080360867914
1739209599.7387102;-33.981070128970906
1739209599.7387207;-45.120503652039325
1739209599.738731;-45.120503652039325
1739209599.7387414;-45.120503652039325
1739209599.7387516;-45.120503652039325
1739209599.7387621;-38.13080360867914
1739209599.7387724;-35.57807855764607
1739209599.738783;-45.120503652039325
1739209599.7387931;-45.120503652039325
1739209599.7388034;-33.981070128970906
1739209599.7388139;-45.120503652039325
1739209599.7388241;-45.120503652039325
1739209599.7388346;-45.120503652039325
1739209599.7388449;-38.13080360867914
1739209599.7388554;-45.120503652039325
1739209599.7388656;-45.120503652039325
1739209599.738876;-45.120503652039325
1739209599.7388864;-45.120503652039325
