CAN Message; 0x1d3:0000a4f64fe51bd8
1739209615.7075226;-38.13080360867914
1739209615.7075322;-38.13080360867914
1739209615.7075417;-33.981070128970906
1739209615.707551;-45.120503652039325
1739209615.7075605;-38.13080360867914
1739209615.70757;-32.816014438256545
1739209615.7075796;-38.13080360867914
1739209615.707589;-38.13080360867914
1739209615.7075984;-38.13080360867914
1739209615.707608;-45.120503652039325
1739209615.7076175;-45.120503652039325
1739209615.7076268;-38.13080360867914
1739209615.7076364;-38.13080360867914
1739209615.707646;-45.120503652039325
1739209615.7076554;-45.120503652039325
1739209615.7076647;-33.981070128970906
1739209615.7076743;-45.120503652039325
1739209615.7076838;-45.120503652039325
1739209615.7076933;-45.120503652039325
1739209615.7077026;-38.13080360867914
1739209615.7077122;-33.981070128970906
1739209615.7077217;-45.120503652039325
1739209615.7077312;-45.120503652039325
1739209615.7077405;-45.120503652039325
1739209615.70775;-32.816014438256545
1739209615.7077596;-32.816014438256545
1739209615.7077692;-45.120503652039325
1739209615.7077785;-45.120503652039325
1739209615.707788;-38.13080360867914
1739209615.7077975;-38.13080360867914
1739209615.707807;-45.120503652039325
1739209615.7078164;-38.13080360867914
1739209615.707826;-45.120503652039325
1739209615.7078354;-45.120503652039325
1739209615.707845;-45.120503652039325
1739209615.7078543;-45.120503652039325
1739209615.7078638;-45.120503652039325
1739209615.7078733;-45.120503652039325
1739209615.707883;-45.120503652039325
1739209615.7078922;-45.120503652039325
1739209615.7079017;-35.57807855764607
1739209615.7079113;-35.57807855764607
1739209615.7079208;-45.120503652039325
1739209615.70793;-45.120503652039325
1739209615.7079396;-32.816014438256545
1739209615.7079492;-35.57807855764607
1739209615.7079587;-38.13080360867914
1739209615.707968;-38.13080360867914
1739209615.7079775;-38.13080360867914
1739209615.707987;-35.57807855764607
1739209615.7079966;-45.120503652039325
1739209615.708006;-45.120503652039325
1739209615.7080154;-45.120503652039325
1739209615.708025;-45.120503652039325
1739209615.7080345;-45.120503652039325
1739209615.7080438;-45.120503652039325
1739209615.7080534;-45.120503652039325
1739209615.708063;-45.120503652039325
1739209615.7080724;-45.120503652039325
1739209615.7080817;-45.120503652039325
1739209615.7080913;-35.57807855764607
1739209615.7081008;-35.57807855764607
1739209615.7081103;-45.120503652039325
1739209615.7081196;-45.120503652039325
1739209615.7081292;-35.57807855764607
1739209615.7081387;-27.8777449560314
1739209615.7081482;-45.120503652039325
1739209615.7081575;-38.13080360867914
1739209615.708167;-38.13080360867914
1739209615.7081766;-38.13080360867914
1739209615.7081861;-45.120503652039325
1739209615.7081954;-38.13080360867914
1739209615.708205;-45.120503652039325
1739209615.7082145;-38.13080360867914
1739209615.708224;-45.120503652039325
1739209615.7082334;-38.13080360867914
1739209615.708243;-45.120503652039325
1739209615.7082524;-45.120503652039325
1739209615.708262;-38.13080360867914
1739209615.7082713;-45.120503652039325
1739209615.7082808;-35.57807855764607
1739209615.7082903;-28.58837851428586
1739209615.7082996;-35.57807855764607
1739209615.7083092;-32.816014438256545
1739209615.7083187;-38.13080360867914
1739209615.7083282;-32.816014438256545
1739209615.7083375;-45.120503652039325
1739209615.708347;-38.13080360867914
1739209615.7083566;-45.120503652039325
1739209615.7083662;-38.13080360867914
1739209615.7083755;-33.981070128970906
1739209615.708385;-38.13080360867914
1739209615.7083945;-45.120503652039325
1739209615.708404;-38.13080360867914
1739209615.7084134;-33.981070128970906
1739209615.708423;-38.13080360867914
1739209615.7084324;-45.120503652039325
1739209615.708442;-45.120503652039325
1739209615.7084513;-45.120503652039325
1739209615.7084608;-38.13080360867914
1739209615.7084703;-45.120503652039325
1739209615.70848;-38.13080360867914
1739209615.7084892;-35.57807855764607
1739209615.7084987;-35.57807855764607
1739209615.7085083;-45.120503652039325
1739209615.7085178;-28.992665084841942
1739209615.708527;-35.57807855764607
1739209615.7085366;-45.120503652039325
1739209615.7085462;-45.120503652039325
1739209615.7085557;-38.13080360867914
1739209615.708565;-32.816014438256545
1739209615.7085745;-35.57807855764607
1739209615.708584;-45.120503652039325
1739209615.7085936;-32.81601443825658
1739209615.708603;-38.13080360867914
1739209615.7086124;-33.981070128970906
1739209615.708622;-45.120503652039325
1739209615.7086315;-45.120503652039325
1739209615.7086408;-35.57807855764607
1739209615.7086504;-38.13080360867914
1739209615.70866;-45.120503652039325
1739209615.7086694;-38.13080360867914
1739209615.7086787;-38.13080360867914
1739209615.7086883;-38.13080360867914
1739209615.7086978;-38.13080360867914
1739209615.7087073;-38.13080360867914
1739209615.7087166;-38.13080360867914
1739209615.7087262;-33.981070128970906
1739209615.7087357;-45.120503652039325
1739209615.7087452;-45.120503652039325
1739209615.7087545;-38.13080360867914
1739209615.708764;-45.120503652039325
1739209615.7087736;-45.120503652039325
1739209615.7087831;-45.120503652039325
1739209615.7087924;-33.981070128970906
1739209615.708802;-38.13080360867914
1739209615.7088115;-45.120503652039325
1739209615.708821;-38.13080360867914
1739209615.7088304;-38.13080360867914
1739209615.70884;-45.120503652039325
1739209615.7088494;-45.120503652039325
1739209615.708859;-45.120503652039325
1739209615.7088683;-45.120503652039325
1739209615.7088778;-45.120503652039325
1739209615.7088873;-38.13080360867914
1739209615.7088969;-33.981070128970906
1739209615.7089062;-35.57807855764607
1739209615.7089157;-38.13080360867914
1739209615.7089252;-38.13080360867914
1739209615.7089348;-45.120503652039325
1739209615.708944;-38.13080360867914
1739209615.7089536;-45.120503652039325
1739209615.7089632;-38.13080360867914
1739209615.7089727;-45.120503652039325
1739209615.708982;-45.120503652039325
1739209615.7089915;-45.120503652039325
1739209615.709001;-45.120503652039325
1739209615.7090106;-38.13080360867914
1739209615.70902;-38.13080360867914
1739209615.7090294;-38.13080360867914
1739209615.709039;-38.13080360867914
1739209615.7090485;-38.13080360867914
1739209615.7090578;-45.120503652039325
1739209615.7090673;-45.120503652039325
1739209615.709077;-45.120503652039325
1739209615.7090864;-45.120503652039325
1739209615.7090957;-45.120503652039325
1739209615.7091053;-45.120503652039325
1739209615.7091148;-33.981070128970906
1739209615.7091243;-38.13080360867914
1739209615.7091336;-38.13080360867914
1739209615.7091432;-38.13080360867914
1739209615.7091527;-38.13080360867914
1739209615.7091622;-38.13080360867914
1739209615.7091715;-38.13080360867914
1739209615.709181;-45.120503652039325
1739209615.7091906;-38.13080360867914
1739209615.7092001;-45.120503652039325
1739209615.7092094;-38.13080360867914
1739209615.709219;-35.57807855764607
1739209615.7092285;-45.120503652039325
1739209615.709238;-38.13080360867914
1739209615.7092474;-45.120503652039325
1739209615.709257;-45.120503652039325
1739209615.7092664;-33.981070128970906
1739209615.709276;-33.981070128970906
1739209615.7092853;-35.57807855764607
1739209615.7092948;-45.120503652039325
1739209615.7093043;-45.120503652039325
1739209615.7093139;-35.57807855764607
1739209615.7093232;-38.13080360867914
1739209615.7093327;-31.141103565318915
1739209615.7093422;-35.57807855764607
1739209615.7093518;-45.120503652039325
1739209615.709361;-33.981070128970906
1739209615.7093706;-38.13080360867914
1739209615.7093801;-38.13080360867914
1739209615.7093897;-45.120503652039325
1739209615.709399;-45.120503652039325
1739209615.7094085;-45.120503652039325
1739209615.709418;-38.13080360867914
1739209615.7094276;-32.816014438256545
1739209615.709437;-45.120503652039325
1739209615.7094464;-45.120503652039325
1739209615.709456;-32.816014438256545
1739209615.7094655;-33.981070128970906
1739209615.7094748;-45.120503652039325
1739209615.7094843;-45.120503652039325
1739209615.7094939;-32.816014438256545
1739209615.7095034;-38.13080360867914
1739209615.7095127;-32.816014438256545
1739209615.7095222;-33.981070128970906
1739209615.7095318;-38.13080360867914
1739209615.709541;-35.57807855764607
1739209615.7095506;-45.120503652039325
1739209615.7095602;-38.13080360867914
1739209615.7095697;-38.13080360867914
1739209615.709579;-32.816014438256545
1739209615.7095885;-38.13080360867914
1739209615.709598;-38.13080360867914
1739209615.7096076;-32.816014438256545
1739209615.709617;-38.13080360867914
1739209615.7096264;-45.120503652039325
1739209615.709636;-45.120503652039325
1739209615.7096455;-38.13080360867914
1739209615.7096548;-45.120503652039325
1739209615.7096643;-29.438486411369333
1739209615.709674;-32.816014438256545
1739209615.7096834;-45.120503652039325
1739209615.7096927;-38.13080360867914
1739209615.7097023;-38.13080360867914
1739209615.7097118;-45.120503652039325
1739209615.7097213;-45.120503652039325
1739209615.7097306;-38.13080360867914
1739209615.7097402;-35.57807855764607
1739209615.7097497;-35.57807855764607
1739209615.7097592;-45.120503652039325
1739209615.7097685;-45.120503652039325
1739209615.709778;-38.13080360867914
1739209615.7097876;-45.120503652039325
1739209615.7097971;-45.120503652039325
1739209615.7098064;-38.13080360867914
1739209615.709816;-45.120503652039325
1739209615.7098255;-45.120503652039325
1739209615.709835;-35.57807855764607
1739209615.7098444;-38.13080360867914
1739209615.709854;-45.120503652039325
1739209615.7098634;-45.120503652039325
1739209615.709873;-38.13080360867914
1739209615.7098823;-45.120503652039325
1739209615.7098918;-32.816014438256545
1739209615.7099013;-31.141103565318893
1739209615.7099109;-45.120503652039325
1739209615.7099202;-45.120503652039325
1739209615.7099297;-38.13080360867914
1739209615.7099392;-38.13080360867914
1739209615.7099488;-45.120503652039325
1739209615.709958;-45.120503652039325
1739209615.7099676;-45.120503652039325
1739209615.7099771;-45.120503652039325
1739209615.7099867;-35.57807855764607
1739209615.709996;-35.57807855764607
1739209615.7100055;-45.120503652039325
1739209615.710015;-32.816014438256545
1739209615.7100246;-45.120503652039325
1739209615.710034;-38.13080360867914
1739209615.7100434;-45.120503652039325
1739209615.710053;-45.120503652039325
1739209615.7100625;-45.120503652039325
1739209615.7100718;-45.120503652039325
1739209615.7100813;-45.120503652039325
1739209615.7100909;-38.13080360867914
1739209615.7101004;-35.57807855764607
1739209615.7101097;-38.13080360867914
1739209615.7101192;-38.13080360867914
1739209615.7101288;-32.816014438256545
1739209615.7101383;-45.120503652039325
1739209615.7101476;-38.13080360867914
1739209615.7101572;-38.13080360867914
1739209615.7101667;-38.13080360867914
1739209615.7101762;-45.120503652039325
1739209615.7101855;-35.57807855764607
1739209615.710195;-45.120503652039325
1739209615.7102046;-45.120503652039325
1739209615.7102141;-35.57807855764607
1739209615.7102234;-35.57807855764607
1739209615.710233;-45.120503652039325
1739209615.7102425;-38.13080360867914
1739209615.710252;-38.13080360867914
1739209615.7102613;-45.120503652039325
1739209615.710271;-45.120503652039325
1739209615.7102804;-38.13080360867914
1739209615.71029;-38.13080360867914
1739209615.7102993;-38.13080360867914
1739209615.7103088;-38.13080360867914
1739209615.7103183;-38.13080360867914
1739209615.7103279;-45.120503652039325
1739209615.7103372;-45.120503652039325
1739209615.7103467;-45.120503652039325
1739209615.7103562;-45.120503652039325
1739209615.7103658;-33.981070128970906
1739209615.710375;-45.120503652039325
1739209615.7103846;-45.120503652039325
1739209615.7103941;-38.13080360867914
1739209615.7104037;-45.120503652039325
1739209615.710413;-45.120503652039325
1739209615.7104225;-38.13080360867914
1739209615.710432;-33.981070128970906
1739209615.7104416;-38.13080360867914
1739209615.710451;-45.120503652039325
1739209615.7104604;-38.13080360867914
1739209615.71047;-45.120503652039325
1739209615.7104795;-38.13080360867914
1739209615.7104888;-38.13080360867914
1739209615.7104983;-38.13080360867914
1739209615.7105079;-35.57807855764607
1739209615.7105174;-38.13080360867914
1739209615.7105267;-45.120503652039325
1739209615.7105362;-35.57807855764607
1739209615.7105458;-30.49652367304973
1739209615.7105553;-45.120503652039325
1739209615.7105646;-45.120503652039325
1739209615.7105742;-38.13080360867914
1739209615.7105837;-38.13080360867914
1739209615.7105932;-38.13080360867914
1739209615.7106025;-35.57807855764607
1739209615.710612;-38.13080360867914
1739209615.7106216;-45.120503652039325
1739209615.7106311;-33.981070128970906
1739209615.7106404;-38.13080360867914
1739209615.71065;-38.13080360867914
1739209615.7106595;-45.120503652039325
1739209615.710669;-32.816014438256545
1739209615.7106783;-35.57807855764607
1739209615.7106879;-38.13080360867914
1739209615.7106974;-35.57807855764607
1739209615.710707;-38.13080360867914
1739209615.7107162;-45.120503652039325
1739209615.7107258;-38.13080360867914
1739209615.7107353;-38.13080360867914
1739209615.7107446;-38.13080360867914
1739209615.7107542;-45.120503652039325
1739209615.7107637;-45.120503652039325
1739209615.7107732;-38.13080360867914
1739209615.7107825;-38.13080360867914
1739209615.710792;-45.120503652039325
1739209615.7108016;-45.120503652039325
1739209615.7108111;-45.120503652039325
1739209615.7108204;-45.120503652039325
1739209615.71083;-38.13080360867914
1739209615.7108395;-38.13080360867914
1739209615.710849;-38.13080360867914
1739209615.7108583;-38.13080360867914
1739209615.710868;-38.13080360867914
1739209615.7108774;-38.13080360867914
1739209615.710887;-35.57807855764607
1739209615.7108963;-31.141103565318915
1739209615.7109058;-45.120503652039325
1739209615.7109153;-45.120503652039325
1739209615.7109249;-45.120503652039325
1739209615.7109342;-45.120503652039325
1739209615.7109437;-45.120503652039325
1739209615.7109532;-33.981070128970906
1739209615.7109628;-33.981070128970906
1739209615.710972;-30.49652367304976
1739209615.7109816;-45.120503652039325
1739209615.7109911;-38.13080360867914
1739209615.7110007;-45.120503652039325
1739209615.71101;-38.13080360867914
1739209615.7110195;-45.120503652039325
1739209615.711029;-38.13080360867914
1739209615.7110386;-38.13080360867914
1739209615.711048;-33.981070128970906
1739209615.7110574;-45.120503652039325
1739209615.711067;-35.57807855764607
1739209615.7110765;-35.57807855764607
1739209615.7110858;-38.13080360867914
1739209615.7110953;-38.13080360867914
1739209615.7111049;-38.13080360867914
1739209615.7111144;-33.981070128970906
1739209615.7111237;-38.13080360867914
1739209615.7111332;-45.120503652039325
1739209615.7111428;-35.57807855764607
1739209615.7111523;-38.13080360867914
1739209615.7111616;-45.120503652039325
1739209615.7111712;-38.13080360867914
1739209615.7111807;-38.13080360867914
1739209615.7111902;-32.816014438256545
1739209615.7111995;-38.13080360867914
1739209615.711209;-38.13080360867914
1739209615.7112186;-33.981070128970906
1739209615.7112281;-38.13080360867914
1739209615.7112374;-45.120503652039325
1739209615.711247;-45.120503652039325
1739209615.7112565;-45.120503652039325
1739209615.711266;-45.120503652039325
1739209615.7112753;-28.58837851428586
1739209615.7112849;-38.13080360867914
1739209615.7112944;-45.120503652039325
1739209615.711304;-45.120503652039325
1739209615.7113132;-33.981070128970906
1739209615.7113228;-38.13080360867914
1739209615.7113323;-38.13080360867914
1739209615.7113419;-38.13080360867914
1739209615.7113512;-45.120503652039325
1739209615.7113607;-45.120503652039325
1739209615.7113702;-30.49652367304973
1739209615.7113798;-45.120503652039325
1739209615.711389;-45.120503652039325
1739209615.7113986;-33.981070128970906
1739209615.7114081;-38.13080360867914
1739209615.7114177;-38.13080360867914
1739209615.711427;-32.816014438256545
1739209615.7114365;-38.13080360867914
1739209615.711446;-45.120503652039325
1739209615.7114556;-35.57807855764607
1739209615.711465;-45.120503652039325
1739209615.7114744;-45.120503652039325
1739209615.711484;-38.13080360867914
1739209615.7114935;-45.120503652039325
1739209615.7115028;-45.120503652039325
1739209615.7115123;-45.120503652039325
1739209615.7115219;-45.120503652039325
1739209615.7115314;-45.120503652039325
1739209615.7115407;-33.981070128970906
1739209615.7115502;-35.57807855764607
1739209615.7115598;-45.120503652039325
1739209615.7115693;-45.120503652039325
1739209615.7115786;-45.120503652039325
1739209615.7115881;-45.120503652039325
1739209615.7115977;-35.57807855764607
1739209615.7116072;-35.57807855764607
1739209615.7116165;-45.120503652039325
1739209615.711626;-38.13080360867914
1739209615.7116356;-38.13080360867914
1739209615.7116451;-45.120503652039325
1739209615.7116544;-35.57807855764607
1739209615.711664;-35.57807855764607
1739209615.7116735;-45.120503652039325
1739209615.711683;-45.120503652039325
1739209615.7116923;-32.816014438256545
1739209615.7117019;-38.13080360867914
1739209615.7117114;-45.120503652039325
1739209615.711721;-38.13080360867914
1739209615.7117302;-45.120503652039325
1739209615.7117398;-45.120503652039325
1739209615.7117493;-38.13080360867914
1739209615.7117589;-45.120503652039325
1739209615.7117682;-45.120503652039325
1739209615.7117777;-33.981070128970906
1739209615.7117872;-45.120503652039325
1739209615.7117968;-45.120503652039325
1739209615.711806;-45.120503652039325
1739209615.7118156;-38.13080360867914
1739209615.7118251;-38.13080360867914
1739209615.7118347;-45.120503652039325
1739209615.711844;-38.13080360867914
1739209615.7118535;-45.120503652039325
1739209615.711863;-45.120503652039325
1739209615.7118726;-45.120503652039325
1739209615.7118819;-45.120503652039325
1739209615.7118914;-45.120503652039325
1739209615.711901;-45.120503652039325
1739209615.7119105;-45.120503652039325
1739209615.7119198;-38.13080360867914
1739209615.7119293;-38.13080360867914
1739209615.7119389;-45.120503652039325
1739209615.7119482;-45.120503652039325
1739209615.7119577;-33.981070128970906
1739209615.7119672;-33.981070128970906
1739209615.7119768;-38.13080360867914
1739209615.711986;-38.13080360867914
1739209615.7119956;-38.13080360867914
1739209615.7120051;-33.981070128970906
1739209615.7120147;-38.13080360867914
1739209615.712024;-38.13080360867914
1739209615.7120335;-38.13080360867914
1739209615.712043;-38.13080360867914
1739209615.7120526;-38.13080360867914
1739209615.712062;-45.120503652039325
1739209615.7120714;-45.120503652039325
1739209615.712081;-45.120503652039325
1739209615.7120905;-35.57807855764607
1739209615.7120998;-38.13080360867914
1739209615.7121093;-38.13080360867914
1739209615.7121189;-38.13080360867914
1739209615.7121284;-38.13080360867914
1739209615.7121377;-45.120503652039325
1739209615.7121472;-35.57807855764607
1739209615.7121568;-35.57807855764607
1739209615.7121663;-45.120503652039325
1739209615.7121756;-38.13080360867914
1739209615.7121851;-45.120503652039325
1739209615.7121947;-28.992665084841942
1739209615.7122042;-38.13080360867914
1739209615.7122135;-45.120503652039325
1739209615.712223;-33.981070128970906
1739209615.7122326;-38.13080360867914
1739209615.7122421;-38.13080360867914
1739209615.7122514;-45.120503652039325
1739209615.712261;-45.120503652039325
1739209615.7122705;-38.13080360867914
1739209615.71228;-38.13080360867914
1739209615.7122893;-45.120503652039325
1739209615.7122989;-45.120503652039325
1739209615.7123084;-45.120503652039325
1739209615.712318;-45.120503652039325
1739209615.7123272;-45.120503652039325
1739209615.7123368;-45.120503652039325
1739209615.7123463;-45.120503652039325
1739209615.7123559;-45.120503652039325
1739209615.7123652;-38.13080360867914
1739209615.7123747;-38.13080360867914
1739209615.7123842;-35.57807855764607
1739209615.7123938;-45.120503652039325
1739209615.712403;-38.13080360867914
1739209615.7124126;-45.120503652039325
1739209615.7124221;-33.981070128970906
1739209615.7124317;-31.141103565318915
1739209615.712441;-38.13080360867914
1739209615.7124505;-38.13080360867914
1739209615.71246;-38.13080360867914
1739209615.7124696;-38.13080360867914
1739209615.7124789;-38.13080360867914
1739209615.7124884;-38.13080360867914
1739209615.712498;-31.141103565318915
1739209615.7125075;-28.992665084841942
1739209615.7125168;-45.120503652039325
1739209615.7125263;-38.13080360867914
1739209615.7125359;-38.13080360867914
1739209615.7125454;-45.120503652039325
1739209615.7125547;-45.120503652039325
1739209615.7125642;-38.13080360867914
1739209615.7125738;-33.981070128970906
1739209615.7125833;-38.13080360867914
1739209615.7125926;-45.120503652039325
1739209615.7126021;-38.13080360867914
1739209615.7126117;-38.13080360867914
1739209615.7126212;-45.120503652039325
1739209615.7126305;-45.120503652039325
1739209615.71264;-35.57807855764607
1739209615.7126496;-45.120503652039325
1739209615.7126591;-45.120503652039325
1739209615.7126684;-38.13080360867914
1739209615.712678;-38.13080360867914
1739209615.7126875;-38.13080360867914
1739209615.712697;-38.13080360867914
1739209615.7127063;-38.13080360867914
1739209615.7127159;-45.120503652039325
1739209615.7127254;-38.13080360867914
1739209615.712735;-38.13080360867914
1739209615.7127442;-45.120503652039325
1739209615.7127538;-38.13080360867914
1739209615.7127633;-38.13080360867914
1739209615.7127728;-45.120503652039325
1739209615.7127821;-45.120503652039325
1739209615.7127917;-33.981070128970906
1739209615.7128012;-38.13080360867914
1739209615.7128108;-38.13080360867914
1739209615.71282;-45.120503652039325
1739209615.7128296;-45.120503652039325
1739209615.7128391;-45.120503652039325
1739209615.7128487;-35.57807855764607
1739209615.712858;-35.57807855764607
1739209615.7128675;-35.57807855764607
1739209615.712877;-38.13080360867914
1739209615.7128866;-38.13080360867914
1739209615.7128959;-38.13080360867914
1739209615.7129054;-38.13080360867914
1739209615.712915;-45.120503652039325
1739209615.7129245;-38.13080360867914
1739209615.7129338;-38.13080360867914
1739209615.7129433;-38.13080360867914
1739209615.7129529;-38.13080360867914
1739209615.7129624;-45.120503652039325
1739209615.7129717;-45.120503652039325
1739209615.7129812;-35.57807855764607
1739209615.7129908;-45.120503652039325
1739209615.7130003;-38.13080360867914
1739209615.7130096;-45.120503652039325
1739209615.7130191;-38.13080360867914
1739209615.7130287;-38.13080360867914
1739209615.7130382;-35.57807855764607
1739209615.7130475;-32.816014438256545
1739209615.713057;-45.120503652039325
1739209615.7130666;-45.120503652039325
1739209615.713076;-38.13080360867914
1739209615.7130854;-35.57807855764607
1739209615.713095;-45.120503652039325
1739209615.7131045;-45.120503652039325
1739209615.713114;-45.120503652039325
1739209615.7131233;-45.120503652039325
1739209615.7131329;-32.816014438256545
1739209615.7131424;-38.13080360867914
1739209615.713152;-45.120503652039325
1739209615.7131612;-38.13080360867914
1739209615.7131708;-33.981070128970906
1739209615.7131803;-33.981070128970906
1739209615.7131896;-45.120503652039325
1739209615.7131991;-45.120503652039325
1739209615.7132087;-45.120503652039325
1739209615.7132182;-45.120503652039325
1739209615.7132275;-32.816014438256545
1739209615.713237;-45.120503652039325
1739209615.7132466;-38.13080360867914
1739209615.7132561;-38.13080360867914
1739209615.7132654;-32.816014438256545
1739209615.713275;-31.141103565318893
1739209615.7132845;-38.13080360867914
1739209615.713294;-38.13080360867914
1739209615.7133033;-38.13080360867914
