CAN Message; 0x98:00006a17e7328d0c
1739209662.210794;-38.13080360867914
1739209662.2108064;-38.13080360867914
1739209662.210819;-35.57807855764607
1739209662.2108314;-38.13080360867914
1739209662.2108438;-38.13080360867914
1739209662.2108564;-38.13080360867914
1739209662.2108688;-45.120503652039325
1739209662.2108815;-38.13080360867914
1739209662.2108939;-45.120503652039325
1739209662.2109065;-45.120503652039325
1739209662.210919;-45.120503652039325
1739209662.2109315;-45.120503652039325
1739209662.210944;-38.13080360867914
1739209662.2109563;-35.57807855764607
1739209662.210969;-45.120503652039325
1739209662.2109814;-45.120503652039325
1739209662.210994;-45.120503652039325
1739209662.2110064;-33.981070128970906
1739209662.211019;-38.13080360867914
1739209662.2110314;-45.120503652039325
1739209662.211044;-38.13080360867914
1739209662.2110565;-38.13080360867914
1739209662.2110689;-45.120503652039325
1739209662.2110815;-45.120503652039325
1739209662.211094;-35.57807855764607
1739209662.2111065;-38.13080360867914
1739209662.211119;-45.120503652039325
1739209662.2111316;-38.13080360867914
1739209662.211144;-35.57807855764607
1739209662.2111564;-35.57807855764607
1739209662.211169;-33.981070128970906
1739209662.2111814;-38.13080360867914
1739209662.211194;-38.13080360867914
1739209662.2112064;-38.13080360867914
1739209662.211219;-38.13080360867914
1739209662.2112315;-45.120503652039325
1739209662.211244;-45.120503652039325
1739209662.2112565;-38.13080360867914
1739209662.211269;-35.57807855764607
1739209662.2112815;-38.13080360867914
1739209662.211294;-38.13080360867914
1739209662.2113066;-45.120503652039325
1739209662.211319;-45.120503652039325
1739209662.2113316;-35.57807855764607
1739209662.211344;-45.120503652039325
1739209662.2113566;-38.13080360867914
1739209662.211369;-28.992665084841942
1739209662.2113814;-45.120503652039325
1739209662.211394;-45.120503652039325
1739209662.2114065;-45.120503652039325
1739209662.211419;-38.13080360867914
1739209662.2114315;-38.13080360867914
1739209662.2114441;-38.13080360867914
1739209662.2114565;-45.120503652039325
1739209662.2114692;-33.981070128970956
1739209662.2114816;-45.120503652039325
1739209662.211494;-45.120503652039325
1739209662.2115066;-45.120503652039325
1739209662.211519;-45.120503652039325
1739209662.2115316;-38.13080360867914
1739209662.211544;-38.13080360867914
1739209662.2115567;-38.13080360867914
1739209662.211569;-27.267205301931607
1739209662.2115817;-38.13080360867914
1739209662.211594;-32.816014438256545
1739209662.2116065;-35.57807855764607
1739209662.2116191;-33.981070128970906
1739209662.2116315;-38.13080360867914
1739209662.2116442;-38.13080360867914
1739209662.2116566;-45.120503652039325
1739209662.2116692;-33.981070128970956
1739209662.2116816;-38.13080360867914
1739209662.2116942;-38.13080360867914
1739209662.2117066;-45.120503652039325
1739209662.211719;-45.120503652039325
1739209662.2117317;-38.13080360867914
1739209662.211744;-45.120503652039325
1739209662.2117567;-45.120503652039325
1739209662.211769;-28.58837851428586
1739209662.2117817;-32.816014438256545
1739209662.2117941;-45.120503652039325
1739209662.2118065;-38.13080360867914
1739209662.2118192;-38.13080360867914
1739209662.2118316;-35.57807855764607
1739209662.2118442;-38.13080360867914
1739209662.2118566;-45.120503652039325
1739209662.2118692;-38.13080360867914
1739209662.2118816;-45.120503652039325
1739209662.2118943;-45.120503652039325
1739209662.2119067;-38.13080360867914
1739209662.211919;-45.120503652039325
1739209662.2119317;-45.120503652039325
1739209662.211944;-45.120503652039325
1739209662.2119567;-45.120503652039325
1739209662.2119691;-45.120503652039325
1739209662.2119818;-45.120503652039325
1739209662.2119942;-35.57807855764607
1739209662.2120068;-35.57807855764607
1739209662.2120192;-45.120503652039325
1739209662.2120316;-45.120503652039325
1739209662.2120442;-38.13080360867914
1739209662.2120566;-38.13080360867914
1739209662.2120693;-29.438486411369333
1739209662.2120817;-32.816014438256545
1739209662.2120943;-45.120503652039325
1739209662.2121067;-45.120503652039325
1739209662.2121193;-35.57807855764607
1739209662.2121317;-38.13080360867914
1739209662.2121441;-45.120503652039325
1739209662.2121568;-38.13080360867914
1739209662.2121692;-38.13080360867914
1739209662.2121818;-38.13080360867914
1739209662.2121942;-32.816014438256545
1739209662.2122068;-45.120503652039325
1739209662.2122192;-45.120503652039325
1739209662.2122319;-45.120503652039325
1739209662.2122443;-33.981070128970906
1739209662.2122567;-45.120503652039325
1739209662.2122693;-31.141103565318893
1739209662.2122817;-29.438486411369333
1739209662.2122943;-45.120503652039325
1739209662.2123067;-45.120503652039325
1739209662.2123194;-38.13080360867914
1739209662.2123318;-45.120503652039325
1739209662.2123444;-45.120503652039325
1739209662.2123568;-38.13080360867914
1739209662.2123692;-45.120503652039325
1739209662.2123818;-45.120503652039325
1739209662.2123942;-45.120503652039325
1739209662.2124069;-45.120503652039325
1739209662.2124193;-45.120503652039325
1739209662.212432;-45.120503652039325
1739209662.2124443;-38.13080360867914
1739209662.2124567;-45.120503652039325
1739209662.2124693;-32.816014438256545
1739209662.2124817;-29.438486411369333
1739209662.2124944;-38.13080360867914
1739209662.2125068;-45.120503652039325
1739209662.2125194;-38.13080360867914
1739209662.2125318;-38.13080360867914
1739209662.2125444;-38.13080360867914
1739209662.2125568;-38.13080360867914
1739209662.2125692;-45.120503652039325
1739209662.2125819;-38.13080360867914
1739209662.2125943;-45.120503652039325
1739209662.212607;-45.120503652039325
1739209662.2126193;-45.120503652039325
1739209662.212632;-45.120503652039325
1739209662.2126443;-33.981070128970906
1739209662.212657;-45.120503652039325
1739209662.2126694;-38.13080360867914
1739209662.2126818;-31.141103565318915
1739209662.2126944;-38.13080360867914
1739209662.2127068;-45.120503652039325
1739209662.2127194;-45.120503652039325
1739209662.2127318;-38.13080360867914
1739209662.2127445;-38.13080360867914
1739209662.2127569;-45.120503652039325
1739209662.2127695;-45.120503652039325
1739209662.212782;-38.13080360867914
1739209662.2127943;-45.120503652039325
1739209662.212807;-45.120503652039325
1739209662.2128193;-45.120503652039325
1739209662.212832;-38.13080360867914
1739209662.2128444;-38.13080360867914
1739209662.212857;-38.13080360867914
1739209662.2128694;-38.13080360867914
1739209662.212882;-32.816014438256545
1739209662.2128944;-45.120503652039325
1739209662.2129068;-45.120503652039325
1739209662.2129195;-38.13080360867914
1739209662.2129319;-45.120503652039325
1739209662.2129445;-45.120503652039325
1739209662.212957;-45.120503652039325
1739209662.2129695;-35.57807855764607
1739209662.212982;-38.13080360867914
1739209662.2129946;-45.120503652039325
1739209662.213007;-45.120503652039325
1739209662.2130194;-35.57807855764607
1739209662.213032;-38.13080360867914
1739209662.2130444;-38.13080360867914
1739209662.213057;-45.120503652039325
1739209662.2130694;-38.13080360867914
1739209662.213082;-45.120503652039325
1739209662.2130945;-45.120503652039325
1739209662.213107;-45.120503652039325
1739209662.2131195;-38.13080360867914
1739209662.213132;-38.13080360867914
1739209662.2131445;-45.120503652039325
1739209662.213157;-45.120503652039325
1739209662.2131696;-45.120503652039325
1739209662.213182;-38.13080360867914
1739209662.2131946;-35.57807855764607
1739209662.213207;-38.13080360867914
1739209662.2132194;-33.981070128970906
1739209662.213232;-32.816014438256545
1739209662.2132444;-45.120503652039325
1739209662.213257;-45.120503652039325
1739209662.2132695;-33.981070128970906
1739209662.213282;-38.13080360867914
1739209662.2132945;-45.120503652039325
1739209662.2133071;-45.120503652039325
1739209662.2133195;-38.13080360867914
1739209662.213332;-38.13080360867914
1739209662.2133446;-45.120503652039325
1739209662.213357;-35.57807855764607
1739209662.2133696;-38.13080360867914
1739209662.213382;-31.141103565318915
1739209662.2133946;-33.981070128970906
1739209662.213407;-45.120503652039325
1739209662.2134197;-45.120503652039325
1739209662.213432;-33.981070128970906
1739209662.2134445;-38.13080360867914
1739209662.213457;-45.120503652039325
1739209662.2134695;-35.57807855764607
1739209662.2134821;-38.13080360867914
1739209662.2134945;-45.120503652039325
1739209662.2135072;-45.120503652039325
1739209662.2135196;-38.13080360867914
1739209662.2135322;-35.57807855764607
1739209662.2135446;-45.120503652039325
1739209662.213557;-38.13080360867914
1739209662.2135696;-38.13080360867914
1739209662.213582;-33.981070128970906
1739209662.2135947;-38.13080360867914
1739209662.213607;-45.120503652039325
1739209662.2136197;-38.13080360867914
1739209662.213632;-33.981070128970906
1739209662.2136447;-35.57807855764607
1739209662.2136571;-38.13080360867914
1739209662.2136695;-45.120503652039325
1739209662.2136822;-38.13080360867914
1739209662.2136946;-45.120503652039325
1739209662.2137072;-45.120503652039325
1739209662.2137196;-38.13080360867914
1739209662.2137322;-38.13080360867914
1739209662.2137446;-45.120503652039325
1739209662.2137573;-33.981070128970906
1739209662.2137697;-45.120503652039325
1739209662.213782;-45.120503652039325
1739209662.2137947;-45.120503652039325
1739209662.213807;-45.120503652039325
1739209662.2138197;-45.120503652039325
1739209662.2138321;-45.120503652039325
1739209662.2138448;-38.13080360867914
1739209662.2138572;-38.13080360867914
1739209662.2138696;-38.13080360867914
1739209662.2138822;-38.13080360867914
1739209662.2138946;-38.13080360867914
1739209662.2139072;-38.13080360867914
1739209662.2139196;-45.120503652039325
1739209662.2139323;-45.120503652039325
1739209662.2139447;-35.57807855764607
1739209662.2139573;-38.13080360867914
1739209662.2139697;-45.120503652039325
1739209662.213982;-38.13080360867914
1739209662.2139947;-45.120503652039325
1739209662.2140071;-45.120503652039325
1739209662.2140198;-38.13080360867914
1739209662.2140322;-45.120503652039325
1739209662.2140448;-38.13080360867914
1739209662.2140572;-38.13080360867914
1739209662.2140698;-38.13080360867914
1739209662.2140822;-45.120503652039325
1739209662.2140946;-32.816014438256545
1739209662.2141073;-31.141103565318893
1739209662.2141197;-45.120503652039325
1739209662.2141323;-45.120503652039325
1739209662.2141447;-33.981070128970906
1739209662.2141573;-38.13080360867914
1739209662.2141697;-38.13080360867914
1739209662.2141824;-38.13080360867914
1739209662.2141948;-45.120503652039325
1739209662.2142072;-45.120503652039325
1739209662.2142198;-38.13080360867914
1739209662.2142322;-38.13080360867914
1739209662.2142448;-31.141103565318915
1739209662.2142572;-45.120503652039325
1739209662.2142699;-38.13080360867914
1739209662.2142823;-45.120503652039325
1739209662.214295;-35.57807855764607
1739209662.2143073;-32.816014438256545
1739209662.2143197;-45.120503652039325
1739209662.2143323;-45.120503652039325
1739209662.2143447;-38.13080360867914
1739209662.2143574;-38.13080360867914
1739209662.2143698;-45.120503652039325
1739209662.2143824;-38.13080360867914
1739209662.2143948;-45.120503652039325
1739209662.2144074;-45.120503652039325
1739209662.2144198;-45.120503652039325
1739209662.2144322;-45.120503652039325
1739209662.2144449;-45.120503652039325
1739209662.2144573;-45.120503652039325
1739209662.21447;-45.120503652039325
1739209662.2144823;-45.120503652039325
1739209662.214495;-35.57807855764607
1739209662.2145073;-30.49652367304973
1739209662.2145197;-45.120503652039325
1739209662.2145324;-45.120503652039325
1739209662.2145448;-45.120503652039325
1739209662.2145574;-38.13080360867914
1739209662.2145698;-45.120503652039325
1739209662.2145824;-38.13080360867914
1739209662.2145948;-45.120503652039325
1739209662.2146075;-45.120503652039325
1739209662.2146199;-45.120503652039325
1739209662.2146323;-45.120503652039325
1739209662.214645;-35.57807855764607
1739209662.2146573;-45.120503652039325
1739209662.21467;-38.13080360867914
1739209662.2146823;-38.13080360867914
1739209662.214695;-35.57807855764607
1739209662.2147074;-32.816014438256545
1739209662.21472;-45.120503652039325
1739209662.2147324;-45.120503652039325
1739209662.2147448;-45.120503652039325
1739209662.2147574;-38.13080360867914
1739209662.2222233;-45.120503652039325
1739209662.222225;-32.816014438256545
1739209662.2222264;-38.13080360867914
1739209662.222228;-38.13080360867914
1739209662.2222295;-45.120503652039325
1739209662.2222311;-32.816014438256545
1739209662.2222326;-35.57807855764607
1739209662.2222342;-45.120503652039325
1739209662.2222357;-38.13080360867914
1739209662.2222373;-38.13080360867914
1739209662.2222388;-38.13080360867914
1739209662.2222402;-38.13080360867914
1739209662.2222419;-45.120503652039325
1739209662.2222433;-45.120503652039325
1739209662.222245;-33.981070128970906
1739209662.2222464;-45.120503652039325
1739209662.222248;-38.13080360867914
1739209662.2222495;-38.13080360867914
1739209662.2222512;-38.13080360867914
1739209662.2222526;-45.120503652039325
1739209662.2222543;-45.120503652039325
1739209662.2222557;-27.8777449560314
1739209662.2222574;-32.816014438256545
1739209662.2222588;-38.13080360867914
1739209662.2222602;-45.120503652039325
1739209662.222262;-38.13080360867914
1739209662.2222633;-38.13080360867914
1739209662.222265;-38.13080360867914
1739209662.2222664;-38.13080360867914
1739209662.222268;-35.57807855764607
1739209662.2222695;-45.120503652039325
1739209662.2222712;-32.816014438256545
1739209662.2222726;-38.13080360867914
1739209662.2222743;-45.120503652039325
1739209662.2222757;-45.120503652039325
1739209662.2222772;-35.57807855764607
1739209662.2222788;-45.120503652039325
1739209662.2222803;-28.21854285175415
1739209662.222282;-32.816014438256545
1739209662.2222834;-45.120503652039325
1739209662.222285;-38.13080360867914
1739209662.2222865;-38.13080360867914
1739209662.2222881;-38.13080360867914
1739209662.2222896;-38.13080360867914
1739209662.2222912;-33.981070128970906
1739209662.2222927;-38.13080360867914
1739209662.222294;-38.13080360867914
1739209662.2222958;-38.13080360867914
1739209662.2222972;-45.120503652039325
1739209662.2222989;-45.120503652039325
1739209662.2223003;-45.120503652039325
1739209662.222302;-32.816014438256545
1739209662.2223034;-38.13080360867914
1739209662.222305;-31.141103565318893
1739209662.2223065;-30.49652367304973
1739209662.2223082;-45.120503652039325
1739209662.2223096;-38.13080360867914
1739209662.2223113;-38.13080360867914
1739209662.2223127;-45.120503652039325
1739209662.2223141;-38.13080360867914
1739209662.2223158;-38.13080360867914
1739209662.2223172;-38.13080360867914
1739209662.222319;-45.120503652039325
1739209662.2223203;-45.120503652039325
1739209662.222322;-38.13080360867914
1739209662.2223234;-45.120503652039325
1739209662.222325;-38.13080360867914
1739209662.2223265;-45.120503652039325
1739209662.2223282;-45.120503652039325
1739209662.2223296;-45.120503652039325
1739209662.222331;-38.13080360867914
1739209662.2223327;-38.13080360867914
1739209662.2223341;-45.120503652039325
1739209662.2223358;-35.57807855764607
1739209662.2223372;-35.57807855764607
1739209662.222339;-45.120503652039325
1739209662.2223403;-45.120503652039325
1739209662.222342;-35.57807855764607
1739209662.2223434;-28.58837851428586
1739209662.222345;-45.120503652039325
1739209662.2223465;-45.120503652039325
1739209662.222348;-35.57807855764607
1739209662.2223496;-30.49652367304973
1739209662.222351;-45.120503652039325
1739209662.2223527;-38.13080360867914
1739209662.2223542;-45.120503652039325
1739209662.2223558;-38.13080360867914
1739209662.2223573;-45.120503652039325
1739209662.222359;-45.120503652039325
1739209662.2223604;-45.120503652039325
1739209662.222362;-45.120503652039325
1739209662.2223635;-38.13080360867914
1739209662.2223651;-45.120503652039325
1739209662.2223666;-31.141103565318893
1739209662.222368;-30.49652367304973
1739209662.2223697;-45.120503652039325
1739209662.222371;-45.120503652039325
1739209662.2223728;-45.120503652039325
1739209662.2223742;-45.120503652039325
1739209662.2223759;-45.120503652039325
1739209662.2223773;-38.13080360867914
1739209662.222379;-45.120503652039325
1739209662.2223804;-45.120503652039325
1739209662.222382;-45.120503652039325
1739209662.2223835;-45.120503652039325
1739209662.222385;-33.981070128970906
1739209662.2223866;-38.13080360867914
1739209662.222388;-38.13080360867914
1739209662.2223897;-45.120503652039325
1739209662.2223911;-38.13080360867914
1739209662.2223928;-38.13080360867914
1739209662.2223942;-38.13080360867914
1739209662.222396;-38.13080360867914
1739209662.2223973;-38.13080360867914
1739209662.222399;-38.13080360867914
1739209662.2224004;-38.13080360867914
1739209662.2224019;-38.13080360867914
1739209662.2224035;-38.13080360867914
1739209662.222405;-31.141103565318915
1739209662.2224066;-45.120503652039325
1739209662.222408;-45.120503652039325
1739209662.2224097;-38.13080360867914
1739209662.2224112;-32.816014438256545
1739209662.2224128;-38.13080360867914
1739209662.2224143;-45.120503652039325
1739209662.222416;-38.13080360867914
1739209662.2224174;-38.13080360867914
1739209662.2224188;-45.120503652039325
1739209662.2224205;-38.13080360867914
1739209662.222422;-38.13080360867914
1739209662.2224236;-38.13080360867914
1739209662.222425;-38.13080360867914
1739209662.2224267;-35.57807855764607
1739209662.222428;-35.57807855764607
1739209662.2224298;-45.120503652039325
1739209662.2224312;-45.120503652039325
1739209662.2224329;-38.13080360867914
1739209662.2224343;-38.13080360867914
1739209662.222436;-45.120503652039325
1739209662.2224374;-45.120503652039325
1739209662.2224388;-38.13080360867914
1739209662.2224405;-35.57807855764607
1739209662.222442;-35.57807855764607
1739209662.2224436;-33.981070128970906
1739209662.222445;-45.120503652039325
1739209662.2224467;-45.120503652039325
1739209662.222448;-38.13080360867914
1739209662.2224498;-35.57807855764607
1739209662.2224512;-38.13080360867914
1739209662.2224529;-38.13080360867914
1739209662.2224543;-45.120503652039325
1739209662.2224557;-38.13080360867914
1739209662.2224574;-35.57807855764607
1739209662.2224588;-35.57807855764607
1739209662.2224605;-35.57807855764607
1739209662.222462;-45.120503652039325
1739209662.2224636;-45.120503652039325
1739209662.222465;-45.120503652039325
1739209662.2224667;-45.120503652039325
1739209662.2224681;-45.120503652039325
1739209662.2224698;-45.120503652039325
1739209662.2224712;-38.13080360867914
1739209662.2224727;-35.57807855764607
1739209662.2224743;-33.981070128970906
1739209662.2224758;-38.13080360867914
1739209662.2224774;-33.981070128970906
1739209662.2224789;-45.120503652039325
1739209662.2224805;-45.120503652039325
1739209662.222482;-45.120503652039325
1739209662.2224836;-45.120503652039325
1739209662.222485;-33.981070128970906
1739209662.2224867;-38.13080360867914
1739209662.2224882;-38.13080360867914
1739209662.2224898;-32.816014438256545
1739209662.2224913;-35.57807855764607
1739209662.2224927;-45.120503652039325
1739209662.2224944;-45.120503652039325
1739209662.2224958;-38.13080360867914
1739209662.2224975;-35.57807855764607
1739209662.222499;-38.13080360867914
1739209662.2225006;-38.13080360867914
1739209662.222502;-35.57807855764607
1739209662.2225037;-32.816014438256545
1739209662.222505;-32.816014438256545
1739209662.2225068;-33.981070128970906
1739209662.2225082;-33.981070128970906
1739209662.2225096;-38.13080360867914
1739209662.2225113;-45.120503652039325
1739209662.2225127;-45.120503652039325
1739209662.2225144;-45.120503652039325
1739209662.2225158;-38.13080360867914
1739209662.2225175;-31.141103565318943
1739209662.222519;-45.120503652039325
1739209662.2225206;-38.13080360867914
1739209662.222522;-38.13080360867914
1739209662.2225237;-45.120503652039325
1739209662.2225251;-45.120503652039325
1739209662.2225266;-45.120503652039325
1739209662.2225282;-45.120503652039325
1739209662.2225296;-28.58837851428586
1739209662.2225313;-38.13080360867914
1739209662.2225327;-38.13080360867914
1739209662.2225344;-33.981070128970906
1739209662.2225358;-45.120503652039325
1739209662.2225375;-35.57807855764607
1739209662.222539;-45.120503652039325
1739209662.2225406;-35.57807855764607
1739209662.222542;-38.13080360867914
1739209662.2225437;-45.120503652039325
1739209662.2225451;-32.816014438256545
1739209662.2225466;-38.13080360867914
1739209662.2225482;-45.120503652039325
1739209662.2225497;-45.120503652039325
1739209662.2225513;-45.120503652039325
1739209662.2225528;-45.120503652039325
1739209662.2225544;-30.49652367304973
1739209662.2225559;-35.57807855764607
1739209662.2225575;-45.120503652039325
1739209662.222559;-45.120503652039325
1739209662.2225606;-35.57807855764607
1739209662.222562;-38.13080360867914
1739209662.2225635;-35.57807855764607
1739209662.2225652;-38.13080360867914
1739209662.2225666;-45.120503652039325
1739209662.2225683;-45.120503652039325
1739209662.2225697;-45.120503652039325
1739209662.2225714;-45.120503652039325
1739209662.2225728;-45.120503652039325
1739209662.2225745;-45.120503652039325
1739209662.222576;-45.120503652039325
1739209662.2225776;-45.120503652039325
1739209662.222579;-35.57807855764607
1739209662.2225804;-38.13080360867914
1739209662.222582;-45.120503652039325
1739209662.2225835;-38.13080360867914
1739209662.2225852;-38.13080360867914
1739209662.2225866;-45.120503652039325
1739209662.2225883;-45.120503652039325
1739209662.2225897;-45.120503652039325
1739209662.2225914;-32.816014438256545
1739209662.2225928;-32.816014438256545
1739209662.2225945;-35.57807855764607
1739209662.222596;-38.13080360867914
1739209662.2225976;-35.57807855764607
1739209662.222599;-35.57807855764607
1739209662.2226005;-45.120503652039325
1739209662.2226021;-38.13080360867914
1739209662.2226036;-45.120503652039325
1739209662.2226052;-45.120503652039325
1739209662.2226067;-38.13080360867914
1739209662.2226083;-45.120503652039325
1739209662.2226098;-45.120503652039325
1739209662.2226114;-38.13080360867914
1739209662.2226129;-38.13080360867914
1739209662.2226145;-45.120503652039325
1739209662.222616;-32.816014438256545
1739209662.2226174;-27.8777449560314
1739209662.222619;-45.120503652039325
1739209662.2226205;-38.13080360867914
1739209662.2226222;-35.57807855764607
1739209662.2226236;-38.13080360867914
1739209662.2226253;-45.120503652039325
1739209662.2226267;-33.981070128970906
1739209662.2226284;-45.120503652039325
1739209662.2226298;-45.120503652039325
1739209662.2226315;-45.120503652039325
1739209662.222633;-45.120503652039325
1739209662.2226343;-45.120503652039325
1739209662.222636;-45.120503652039325
1739209662.2226374;-45.120503652039325
1739209662.222639;-45.120503652039325
1739209662.2226405;-35.57807855764607
1739209662.2226422;-30.49652367304973
1739209662.2226436;-45.120503652039325
1739209662.2226453;-38.13080360867914
1739209662.2226467;-33.981070128970906
1739209662.2226484;-45.120503652039325
1739209662.2226498;-45.120503652039325
1739209662.2226515;-45.120503652039325
1739209662.222653;-35.57807855764607
1739209662.2226543;-32.816014438256545
1739209662.222656;-45.120503652039325
1739209662.2226574;-38.13080360867914
1739209662.222659;-35.57807855764607
1739209662.2226605;-35.57807855764607
1739209662.2226622;-38.13080360867914
1739209662.2226636;-45.120503652039325
1739209662.2226653;-33.981070128970906
1739209662.2226667;-45.120503652039325
1739209662.2226684;-45.120503652039325
1739209662.2226698;-45.120503652039325
1739209662.2226713;-38.13080360867914
1739209662.222673;-45.120503652039325
1739209662.2226744;-38.13080360867914
1739209662.222676;-38.13080360867914
1739209662.2226775;-32.816014438256545
1739209662.2226791;-38.13080360867914
1739209662.2226806;-45.120503652039325
1739209662.2226822;-45.120503652039325
1739209662.2226837;-38.13080360867914
1739209662.2226853;-45.120503652039325
1739209662.2226868;-45.120503652039325
1739209662.2226882;-38.13080360867914
1739209662.2226899;-38.13080360867914
1739209662.2226913;-38.13080360867914
1739209662.222693;-38.13080360867914
1739209662.2226944;-45.120503652039325
1739209662.222696;-38.13080360867914
1739209662.2226975;-38.13080360867914
1739209662.2226992;-45.120503652039325
1739209662.2227006;-38.13080360867914
1739209662.2227023;-45.120503652039325
1739209662.2227037;-38.13080360867914
1739209662.2227054;-38.13080360867914
1739209662.2227068;-38.13080360867914
1739209662.2227082;-45.120503652039325
1739209662.22271;-45.120503652039325
1739209662.2227113;-45.120503652039325
1739209662.222713;-45.120503652039325
1739209662.2227144;-38.13080360867914
1739209662.222716;-38.13080360867914
1739209662.2227175;-38.13080360867914
1739209662.2227192;-38.13080360867914
1739209662.2227206;-45.120503652039325
1739209662.2227223;-38.13080360867914
1739209662.2227237;-38.13080360867914
1739209662.2227252;-45.120503652039325
1739209662.2227268;-32.816014438256545
1739209662.2227283;-38.13080360867914
1739209662.22273;-38.13080360867914
1739209662.2227314;-38.13080360867914
1739209662.222733;-38.13080360867914
1739209662.2227345;-45.120503652039325
1739209662.2227361;-38.13080360867914
1739209662.2227376;-35.57807855764607
1739209662.2227392;-45.120503652039325
1739209662.2227407;-38.13080360867914
1739209662.222742;-33.981070128970906
1739209662.2227437;-33.981070128970906
1739209662.2227452;-45.120503652039325
1739209662.2227468;-45.120503652039325
1739209662.2227483;-35.57807855764607
1739209662.22275;-38.13080360867914
1739209662.2227514;-38.13080360867914
1739209662.222753;-45.120503652039325
1739209662.2227545;-45.120503652039325
1739209662.2227561;-45.120503652039325
1739209662.2227576;-45.120503652039325
1739209662.2227592;-45.120503652039325
1739209662.2227607;-38.13080360867914
1739209662.222762;-38.13080360867914
1739209662.2227638;-38.13080360867914
1739209662.2227652;-38.13080360867914
1739209662.2227669;-38.13080360867914
1739209662.2227683;-33.981070128970906
1739209662.22277;-45.120503652039325
1739209662.2227714;-38.13080360867914
