CAN Message; 0x150:0500a6dc4c692e61
1739209878.0489173;-38.13080360867914
1739209878.0489204;-38.13080360867914
1739209878.0489235;-45.120503652039325
1739209878.0489268;-45.120503652039325
1739209878.04893;-38.13080360867914
1739209878.0489333;-45.120503652039325
1739209878.0489364;-45.120503652039325
1739209878.0489397;-27.267205301931607
1739209878.0489428;-29.438486411369333
1739209878.0489461;-45.120503652039325
1739209878.0489492;-45.120503652039325
1739209878.0489523;-33.981070128970906
1739209878.0489557;-38.13080360867914
1739209878.0489588;-45.120503652039325
1739209878.048962;-38.13080360867914
1739209878.0489652;-38.13080360867914
1739209878.0489686;-45.120503652039325
1739209878.0489717;-33.981070128970906
1739209878.0489748;-45.120503652039325
1739209878.048978;-45.120503652039325
1739209878.0489812;-45.120503652039325
1739209878.0489845;-45.120503652039325
1739209878.0489876;-38.13080360867914
1739209878.048991;-38.13080360867914
1739209878.048994;-45.120503652039325
1739209878.0489974;-45.120503652039325
1739209878.0490005;-38.13080360867914
1739209878.0490036;-45.120503652039325
1739209878.049007;-38.13080360867914
1739209878.04901;-45.120503652039325
1739209878.0490134;-45.120503652039325
1739209878.0490165;-35.57807855764607
1739209878.0490198;-35.57807855764607
1739209878.049023;-38.13080360867914
1739209878.0490263;-38.13080360867914
1739209878.0490294;-32.816014438256545
1739209878.0490324;-38.13080360867914
1739209878.0490358;-38.13080360867914
1739209878.049039;-45.120503652039325
1739209878.0490422;-38.13080360867914
1739209878.0490453;-38.13080360867914
1739209878.0490487;-38.13080360867914
1739209878.0490518;-45.120503652039325
1739209878.0490549;-45.120503652039325
1739209878.0490582;-31.141103565318915
1739209878.0490613;-38.13080360867914
1739209878.0490646;-38.13080360867914
1739209878.0490677;-35.57807855764607
1739209878.049071;-38.13080360867914
1739209878.0490742;-38.13080360867914
1739209878.0490775;-45.120503652039325
1739209878.0490806;-45.120503652039325
1739209878.0490837;-45.120503652039325
1739209878.049087;-45.120503652039325
1739209878.0490901;-45.120503652039325
1739209878.0490935;-45.120503652039325
1739209878.0490966;-45.120503652039325
1739209878.0491;-35.57807855764607
1739209878.049103;-35.57807855764607
1739209878.0491061;-45.120503652039325
1739209878.0491095;-38.13080360867914
1739209878.0491126;-45.120503652039325
1739209878.049116;-33.981070128970906
1739209878.049119;-45.120503652039325
1739209878.0491223;-38.13080360867914
1739209878.0491254;-35.57807855764607
1739209878.0491288;-45.120503652039325
1739209878.0491319;-45.120503652039325
1739209878.049135;-38.13080360867914
1739209878.0491383;-38.13080360867914
1739209878.0491414;-45.120503652039325
1739209878.0491447;-38.13080360867914
1739209878.0491478;-45.120503652039325
1739209878.0491512;-45.120503652039325
1739209878.0491543;-45.120503652039325
1739209878.0491574;-38.13080360867914
1739209878.0491607;-35.57807855764607
1739209878.0491638;-38.13080360867914
1739209878.0491672;-32.816014438256545
1739209878.0491703;-38.13080360867914
1739209878.0491736;-38.13080360867914
1739209878.0491767;-35.57807855764607
1739209878.04918;-45.120503652039325
1739209878.0491831;-45.120503652039325
1739209878.0491862;-33.981070128970906
1739209878.0491896;-33.981070128970906
1739209878.0491927;-35.57807855764607
1739209878.049196;-38.13080360867914
1739209878.049199;-31.141103565318915
1739209878.0492024;-31.141103565318915
1739209878.0492055;-45.120503652039325
1739209878.0492089;-45.120503652039325
1739209878.049212;-45.120503652039325
1739209878.049215;-45.120503652039325
1739209878.0492184;-45.120503652039325
1739209878.0492215;-38.13080360867914
1739209878.0492249;-32.81601443825658
1739209878.049228;-45.120503652039325
1739209878.0492313;-38.13080360867914
1739209878.0492344;-45.120503652039325
1739209878.0492375;-45.120503652039325
1739209878.0492408;-35.57807855764607
1739209878.049244;-33.981070128970906
1739209878.0492473;-45.120503652039325
1739209878.0492504;-31.141103565318915
1739209878.0492537;-33.981070128970906
1739209878.0492568;-38.13080360867914
1739209878.0492601;-45.120503652039325
1739209878.0492632;-32.816014438256545
1739209878.0492663;-38.13080360867914
1739209878.0492697;-45.120503652039325
1739209878.0492728;-45.120503652039325
1739209878.049276;-45.120503652039325
1739209878.0492792;-45.120503652039325
1739209878.0492826;-45.120503652039325
1739209878.0492857;-38.13080360867914
1739209878.0492887;-38.13080360867914
1739209878.049292;-45.120503652039325
1739209878.0492952;-45.120503652039325
1739209878.0492985;-38.13080360867914
1739209878.0493016;-35.57807855764607
1739209878.049305;-45.120503652039325
1739209878.049308;-38.13080360867914
1739209878.0493114;-38.13080360867914
1739209878.0493145;-45.120503652039325
1739209878.0493176;-45.120503652039325
1739209878.049321;-38.13080360867914
1739209878.049324;-33.981070128970906
1739209878.0493274;-33.981070128970906
1739209878.0493305;-31.141103565318915
1739209878.0493338;-35.57807855764607
1739209878.049337;-38.13080360867914
1739209878.04934;-38.13080360867914
1739209878.0493433;-35.57807855764607
1739209878.0493464;-38.13080360867914
1739209878.0493498;-45.120503652039325
1739209878.049353;-38.13080360867914
1739209878.0493562;-31.141103565318915
1739209878.0493593;-38.13080360867914
1739209878.0493627;-38.13080360867914
1739209878.0493658;-45.120503652039325
1739209878.0493689;-38.13080360867914
1739209878.0493722;-38.13080360867914
1739209878.0493753;-38.13080360867914
1739209878.0493786;-35.57807855764607
1739209878.0493817;-45.120503652039325
1739209878.049385;-38.13080360867914
1739209878.0493882;-38.13080360867914
1739209878.0493913;-38.13080360867914
1739209878.0493946;-45.120503652039325
1739209878.0493977;-38.13080360867914
1739209878.049401;-32.816014438256545
1739209878.0494041;-32.816014438256545
1739209878.0494075;-33.981070128970906
1739209878.0494106;-45.120503652039325
1739209878.049414;-38.13080360867914
1739209878.049417;-38.13080360867914
1739209878.04942;-38.13080360867914
1739209878.0494235;-38.13080360867914
1739209878.0494266;-38.13080360867914
1739209878.04943;-35.57807855764607
1739209878.049433;-38.13080360867914
1739209878.0494363;-45.120503652039325
1739209878.0494394;-38.13080360867914
1739209878.0494428;-38.13080360867914
1739209878.0494459;-45.120503652039325
1739209878.049449;-38.13080360867914
1739209878.0494523;-38.13080360867914
1739209878.0494554;-45.120503652039325
1739209878.0494587;-38.13080360867914
1739209878.0494618;-38.13080360867914
1739209878.0494652;-38.13080360867914
1739209878.0494683;-38.13080360867914
1739209878.0494714;-33.981070128970906
1739209878.0494747;-38.13080360867914
1739209878.0494778;-38.13080360867914
1739209878.0494812;-45.120503652039325
1739209878.0494843;-38.13080360867914
1739209878.0494876;-38.13080360867914
1739209878.0494907;-38.13080360867914
1739209878.049494;-45.120503652039325
1739209878.0494971;-45.120503652039325
1739209878.0495002;-45.120503652039325
1739209878.0495036;-38.13080360867914
1739209878.0495067;-35.57807855764607
1739209878.04951;-38.13080360867914
1739209878.049513;-45.120503652039325
1739209878.0495164;-38.13080360867914
1739209878.0495195;-35.57807855764607
1739209878.0495226;-45.120503652039325
1739209878.049526;-45.120503652039325
1739209878.049529;-33.981070128970906
1739209878.0495324;-33.981070128970906
1739209878.0495355;-33.981070128970906
1739209878.0495389;-31.141103565318893
1739209878.049542;-38.13080360867914
1739209878.0495453;-45.120503652039325
1739209878.0495484;-38.13080360867914
1739209878.0495515;-32.816014438256545
1739209878.0495548;-38.13080360867914
1739209878.049558;-45.120503652039325
1739209878.0495613;-45.120503652039325
1739209878.0495644;-45.120503652039325
1739209878.0495677;-38.13080360867914
1739209878.0495708;-45.120503652039325
1739209878.049574;-45.120503652039325
1739209878.0495772;-38.13080360867914
1739209878.0495803;-38.13080360867914
1739209878.0495837;-45.120503652039325
1739209878.0495868;-45.120503652039325
1739209878.04959;-45.120503652039325
1739209878.0495932;-33.981070128970906
1739209878.0495965;-38.13080360867914
1739209878.0495996;-38.13080360867914
1739209878.0496027;-38.13080360867914
1739209878.049606;-45.120503652039325
1739209878.0496092;-45.120503652039325
1739209878.0496125;-35.57807855764607
1739209878.0496156;-32.816014438256545
1739209878.049619;-38.13080360867914
1739209878.049622;-33.981070128970906
1739209878.0496254;-38.13080360867914
1739209878.0496285;-45.120503652039325
1739209878.0496316;-33.981070128970906
1739209878.049635;-35.57807855764607
1739209878.049638;-45.120503652039325
1739209878.0496414;-35.57807855764607
1739209878.0496445;-33.981070128970906
1739209878.0496478;-45.120503652039325
1739209878.049651;-38.13080360867914
1739209878.049654;-45.120503652039325
1739209878.0496573;-45.120503652039325
1739209878.0496604;-45.120503652039325
1739209878.0496638;-35.57807855764607
1739209878.049667;-26.991370085610736
1739209878.0496702;-45.120503652039325
1739209878.0496733;-45.120503652039325
1739209878.0496767;-38.13080360867914
1739209878.0496798;-35.57807855764607
1739209878.0496829;-45.120503652039325
1739209878.0496862;-45.120503652039325
1739209878.0496893;-45.120503652039325
1739209878.0496926;-35.57807855764607
1739209878.0496957;-38.13080360867914
1739209878.049699;-38.13080360867914
1739209878.0497022;-38.13080360867914
1739209878.0497053;-45.120503652039325
1739209878.0497086;-33.981070128970906
1739209878.0497117;-45.120503652039325
1739209878.049715;-38.13080360867914
1739209878.0497181;-27.8777449560314
1739209878.0497215;-38.13080360867914
1739209878.0497246;-45.120503652039325
1739209878.049728;-45.120503652039325
1739209878.049731;-35.57807855764607
1739209878.049734;-33.981070128970906
1739209878.0497375;-38.13080360867914
1739209878.0497406;-45.120503652039325
1739209878.049744;-45.120503652039325
1739209878.049747;-38.13080360867914
1739209878.0497503;-38.13080360867914
1739209878.0497534;-45.120503652039325
1739209878.0497565;-45.120503652039325
1739209878.0497599;-38.13080360867914
1739209878.049763;-35.57807855764607
1739209878.0497663;-38.13080360867914
1739209878.0497694;-45.120503652039325
1739209878.0497727;-45.120503652039325
1739209878.0497758;-45.120503652039325
1739209878.0497792;-38.13080360867914
1739209878.0497823;-38.13080360867914
1739209878.0497854;-45.120503652039325
1739209878.0497887;-45.120503652039325
1739209878.0497918;-38.13080360867914
1739209878.0497952;-33.981070128970906
1739209878.0497983;-35.57807855764607
1739209878.0498016;-45.120503652039325
1739209878.0498047;-38.13080360867914
1739209878.0498078;-38.13080360867914
1739209878.0498111;-33.981070128970906
1739209878.0498142;-38.13080360867914
1739209878.0498176;-45.120503652039325
1739209878.0498207;-33.981070128970956
1739209878.049824;-45.120503652039325
1739209878.049827;-45.120503652039325
1739209878.0498304;-45.120503652039325
1739209878.0498335;-45.120503652039325
1739209878.0498366;-45.120503652039325
1739209878.04984;-32.816014438256545
1739209878.049843;-45.120503652039325
1739209878.0498464;-28.992665084841942
1739209878.0498495;-33.981070128970906
1739209878.0498528;-45.120503652039325
1739209878.049856;-38.13080360867914
1739209878.0498593;-38.13080360867914
1739209878.0498624;-38.13080360867914
1739209878.0498655;-35.57807855764607
1739209878.0498688;-35.57807855764607
1739209878.049872;-38.13080360867914
1739209878.0498753;-45.120503652039325
1739209878.0498784;-35.57807855764607
1739209878.0498817;-38.13080360867914
1739209878.0498848;-45.120503652039325
1739209878.049888;-45.120503652039325
1739209878.0498912;-45.120503652039325
1739209878.0498943;-38.13080360867914
1739209878.0498977;-33.981070128970906
1739209878.0499008;-38.13080360867914
1739209878.049904;-45.120503652039325
1739209878.0499072;-38.13080360867914
1739209878.0499105;-45.120503652039325
1739209878.0499136;-31.141103565318915
1739209878.0499167;-35.57807855764607
1739209878.04992;-38.13080360867914
1739209878.0499232;-45.120503652039325
1739209878.0499265;-32.816014438256545
1739209878.0499296;-35.57807855764607
1739209878.049933;-38.13080360867914
1739209878.049936;-38.13080360867914
1739209878.0499392;-38.13080360867914
1739209878.0499425;-45.120503652039325
1739209878.0499456;-38.13080360867914
1739209878.049949;-38.13080360867914
1739209878.049952;-38.13080360867914
1739209878.0499554;-45.120503652039325
1739209878.0499585;-45.120503652039325
1739209878.0499618;-38.13080360867914
1739209878.049965;-38.13080360867914
1739209878.049968;-38.13080360867914
1739209878.0499713;-45.120503652039325
1739209878.0499744;-38.13080360867914
1739209878.0499778;-33.981070128970906
1739209878.0499809;-38.13080360867914
1739209878.0499842;-45.120503652039325
1739209878.0499873;-45.120503652039325
1739209878.0499904;-31.141103565318915
1739209878.0499938;-38.13080360867914
1739209878.0499969;-33.981070128970906
1739209878.0500002;-38.13080360867914
1739209878.0500033;-38.13080360867914
1739209878.0500066;-45.120503652039325
1739209878.0500097;-45.120503652039325
1739209878.050013;-45.120503652039325
1739209878.0500162;-45.120503652039325
1739209878.0500193;-45.120503652039325
1739209878.0500226;-45.120503652039325
1739209878.0500257;-38.13080360867914
1739209878.050029;-45.120503652039325
1739209878.0500321;-45.120503652039325
1739209878.0500355;-45.120503652039325
1739209878.0500386;-45.120503652039325
1739209878.050042;-38.13080360867914
1739209878.050045;-38.13080360867914
1739209878.050048;-38.13080360867914
1739209878.0500515;-38.13080360867914
1739209878.0500546;-45.120503652039325
1739209878.050058;-33.981070128970906
1739209878.050061;-35.57807855764607
1739209878.0500643;-35.57807855764607
1739209878.0500674;-38.13080360867914
1739209878.0500705;-45.120503652039325
1739209878.0500739;-38.13080360867914
1739209878.050077;-45.120503652039325
1739209878.0500803;-45.120503652039325
1739209878.0500834;-45.120503652039325
1739209878.0500867;-38.13080360867914
1739209878.0500898;-38.13080360867914
1739209878.0500932;-31.141103565318915
1739209878.0500963;-33.981070128970906
1739209878.0500994;-38.13080360867914
1739209878.0501027;-45.120503652039325
1739209878.0501058;-30.49652367304973
1739209878.0501091;-32.816014438256545
1739209878.0501122;-38.13080360867914
1739209878.0501156;-45.120503652039325
1739209878.0501187;-38.13080360867914
1739209878.0501218;-38.13080360867914
1739209878.0501251;-38.13080360867914
1739209878.0501282;-32.816014438256545
1739209878.0501316;-45.120503652039325
1739209878.0501347;-45.120503652039325
1739209878.050138;-38.13080360867914
1739209878.050141;-38.13080360867914
1739209878.0501444;-45.120503652039325
1739209878.0501475;-45.120503652039325
1739209878.0501506;-33.981070128970906
1739209878.050154;-38.13080360867914
1739209878.050157;-32.816014438256545
1739209878.0501604;-29.438486411369333
1739209878.0501635;-38.13080360867914
1739209878.0501668;-45.120503652039325
1739209878.05017;-38.13080360867914
1739209878.050173;-35.57807855764607
1739209878.0501764;-38.13080360867914
1739209878.0501795;-45.120503652039325
1739209878.0501828;-45.120503652039325
1739209878.050186;-38.13080360867914
1739209878.0501893;-38.13080360867914
1739209878.0501924;-45.120503652039325
1739209878.0501957;-45.120503652039325
1739209878.0501988;-45.120503652039325
1739209878.050202;-38.13080360867914
1739209878.0502052;-35.57807855764607
1739209878.0502083;-38.13080360867914
1739209878.0502117;-45.120503652039325
1739209878.0502148;-38.13080360867914
1739209878.050218;-35.57807855764607
1739209878.0502212;-35.57807855764607
1739209878.0502243;-38.13080360867914
1739209878.0502276;-45.120503652039325
1739209878.0502307;-38.13080360867914
1739209878.050234;-35.57807855764607
1739209878.0502372;-31.141103565318893
1739209878.0502405;-45.120503652039325
1739209878.0502436;-38.13080360867914
1739209878.050247;-45.120503652039325
1739209878.05025;-45.120503652039325
1739209878.0502532;-33.981070128970906
1739209878.0502565;-33.981070128970906
1739209878.0502596;-45.120503652039325
1739209878.050263;-45.120503652039325
1739209878.050266;-33.981070128970906
1739209878.0502694;-45.120503652039325
1739209878.0502725;-38.13080360867914
1739209878.0502758;-35.57807855764607
1739209878.050279;-38.13080360867914
1739209878.050282;-38.13080360867914
1739209878.0502853;-32.816014438256545
1739209878.0502884;-25.826314394896354
1739209878.0502918;-38.13080360867914
1739209878.0502949;-45.120503652039325
1739209878.0502982;-38.13080360867914
1739209878.0503013;-33.981070128970906
1739209878.0503044;-38.13080360867914
1739209878.0503078;-45.120503652039325
1739209878.0503109;-45.120503652039325
1739209878.0503142;-38.13080360867914
1739209878.0503173;-45.120503652039325
1739209878.0503206;-38.13080360867914
1739209878.0503237;-45.120503652039325
1739209878.050327;-45.120503652039325
1739209878.0503302;-45.120503652039325
1739209878.0503333;-45.120503652039325
1739209878.0503366;-38.13080360867914
1739209878.0503397;-30.49652367304973
1739209878.050343;-38.13080360867914
1739209878.0503461;-35.57807855764607
1739209878.0503495;-38.13080360867914
1739209878.0503526;-32.816014438256545
1739209878.0503557;-45.120503652039325
1739209878.050359;-38.13080360867914
1739209878.050362;-45.120503652039325
1739209878.0503654;-45.120503652039325
1739209878.0503685;-38.13080360867914
1739209878.050372;-35.57807855764607
1739209878.050375;-45.120503652039325
1739209878.0503783;-38.13080360867914
1739209878.0503814;-38.13080360867914
1739209878.0503845;-45.120503652039325
1739209878.0503879;-45.120503652039325
1739209878.050391;-45.120503652039325
1739209878.0503943;-45.120503652039325
1739209878.0503974;-45.120503652039325
1739209878.0504007;-35.57807855764607
1739209878.0504038;-38.13080360867914
1739209878.050407;-45.120503652039325
1739209878.0504103;-38.13080360867914
1739209878.0504134;-38.13080360867914
1739209878.0504167;-25.826314394896357
1739209878.0504198;-33.981070128970906
1739209878.0504231;-45.120503652039325
1739209878.0504262;-45.120503652039325
1739209878.0504296;-35.57807855764607
1739209878.0504327;-45.120503652039325
1739209878.0504358;-45.120503652039325
1739209878.0504391;-45.120503652039325
1739209878.0504422;-31.141103565318943
1739209878.0504456;-38.13080360867914
1739209878.0504487;-38.13080360867914
1739209878.050452;-45.120503652039325
1739209878.050455;-45.120503652039325
1739209878.0504584;-45.120503652039325
1739209878.0504615;-45.120503652039325
1739209878.0504646;-45.120503652039325
1739209878.050468;-45.120503652039325
1739209878.050471;-45.120503652039325
1739209878.0504744;-38.13080360867914
1739209878.0504775;-38.13080360867914
1739209878.0504808;-38.13080360867914
1739209878.050484;-38.13080360867914
1739209878.050487;-45.120503652039325
1739209878.0504904;-38.13080360867914
1739209878.0504935;-31.141103565318915
1739209878.0504968;-33.981070128970906
1739209878.0505;-38.13080360867914
1739209878.0505033;-38.13080360867914
1739209878.0505064;-32.816014438256545
1739209878.0505097;-33.981070128970906
1739209878.0505128;-45.120503652039325
1739209878.050516;-45.120503652039325
1739209878.0505192;-45.120503652039325
1739209878.0505223;-45.120503652039325
1739209878.0505257;-38.13080360867914
1739209878.0505288;-35.57807855764607
1739209878.050532;-38.13080360867914
1739209878.0505352;-45.120503652039325
1739209878.0505383;-45.120503652039325
1739209878.0505416;-38.13080360867914
1739209878.0505447;-35.57807855764607
1739209878.050548;-45.120503652039325
1739209878.0505512;-45.120503652039325
1739209878.0505545;-38.13080360867914
1739209878.0505576;-35.57807855764607
1739209878.050561;-38.13080360867914
1739209878.050564;-45.120503652039325
1739209878.0505672;-45.120503652039325
1739209878.0505705;-38.13080360867914
1739209878.0505736;-38.13080360867914
1739209878.050577;-45.120503652039325
1739209878.05058;-45.120503652039325
1739209878.0505834;-33.981070128970906
1739209878.0505865;-31.141103565318915
1739209878.0505896;-38.13080360867914
1739209878.050593;-38.13080360867914
1739209878.050596;-38.13080360867914
1739209878.0505993;-45.120503652039325
1739209878.0506024;-38.13080360867914
1739209878.0506058;-38.13080360867914
1739209878.0506089;-45.120503652039325
1739209878.0506122;-45.120503652039325
1739209878.0506153;-38.13080360867914
1739209878.0506184;-45.120503652039325
1739209878.0506217;-45.120503652039325
1739209878.0506248;-33.981070128970906
1739209878.0506282;-38.13080360867914
1739209878.0506313;-38.13080360867914
1739209878.0506346;-38.13080360867914
1739209878.0506377;-31.141103565318915
1739209878.050641;-32.816014438256545
1739209878.0506442;-38.13080360867914
1739209878.0506473;-45.120503652039325
1739209878.0506506;-33.981070128970906
1739209878.0506537;-45.120503652039325
1739209878.050657;-38.13080360867914
1739209878.0506601;-38.13080360867914
1739209878.0506635;-38.13080360867914
1739209878.0506666;-38.13080360867914
1739209878.0506697;-38.13080360867914
1739209878.050673;-35.57807855764607
1739209878.050676;-35.57807855764607
1739209878.0506794;-45.120503652039325
1739209878.0506825;-38.13080360867914
1739209878.050686;-45.120503652039325
1739209878.050689;-38.13080360867914
1739209878.0506923;-45.120503652039325
1739209878.0506954;-38.13080360867914
1739209878.0506985;-45.120503652039325
1739209878.0507019;-28.58837851428586
1739209878.050705;-32.816014438256545
1739209878.0507083;-45.120503652039325
1739209878.0507114;-45.120503652039325
1739209878.0507147;-35.57807855764607
1739209878.0507178;-38.13080360867914
1739209878.050721;-45.120503652039325
1739209878.0507243;-38.13080360867914
1739209878.0507274;-38.13080360867914
1739209878.0507307;-45.120503652039325
1739209878.0507338;-38.13080360867914
1739209878.0507371;-45.120503652039325
1739209878.0507402;-45.120503652039325
1739209878.0507436;-45.120503652039325
1739209878.0507467;-38.13080360867914
1739209878.0507498;-38.13080360867914
1739209878.050753;-30.49652367304973
1739209878.0507562;-33.981070128970906
1739209878.0507596;-38.13080360867914
1739209878.0507627;-38.13080360867914
1739209878.050766;-38.13080360867914
1739209878.050769;-38.13080360867914
1739209878.0507722;-45.120503652039325
1739209878.0507755;-30.49652367304973
1739209878.0507786;-38.13080360867914
1739209878.050782;-45.120503652039325
1739209878.050785;-38.13080360867914
1739209878.0507884;-38.13080360867914
1739209878.0507915;-38.13080360867914
1739209878.0507948;-45.120503652039325
1739209878.050798;-38.13080360867914
1739209878.050801;-35.57807855764607
1739209878.0508044;-45.120503652039325
1739209878.0508075;-38.13080360867914
1739209878.0508108;-38.13080360867914
1739209878.050814;-45.120503652039325
1739209878.0508173;-45.120503652039325
1739209878.0508204;-38.13080360867914
1739209878.0508235;-38.13080360867914
1739209878.0508268;-45.120503652039325
1739209878.05083;-32.816014438256545
1739209878.0508332;-31.141103565318893
1739209878.0508363;-45.120503652039325
1739209878.0508397;-45.120503652039325
1739209878.0508428;-45.120503652039325
1739209878.050846;-45.120503652039325
1739209878.0508492;-38.13080360867914
1739209878.0508523;-38.13080360867914
1739209878.0508556;-45.120503652039325
1739209878.0508587;-45.120503652039325
1739209878.050862;-38.13080360867914
1739209878.0508652;-45.120503652039325
1739209878.0508685;-45.120503652039325
1739209878.0508716;-45.120503652039325
1739209878.050875;-33.981070128970906
1739209878.050878;-38.13080360867914
1739209878.0508811;-33.981070128970906
1739209878.0508845;-27.8777449560314
1739209878.0508876;-38.13080360867914
1739209878.050891;-45.120503652039325
1739209878.050894;-45.120503652039325
1739209878.0508974;-35.57807855764607
1739209878.0509005;-38.13080360867914
1739209878.0509036;-33.981070128970906
1739209878.050907;-45.120503652039325
1739209878.05091;-33.981070128970956
1739209878.0509133;-45.120503652039325
1739209878.0509164;-45.120503652039325
1739209878.0509198;-38.13080360867914
1739209878.0509229;-45.120503652039325
1739209878.0509262;-38.13080360867914
1739209878.0509293;-45.120503652039325
1739209878.0509324;-35.57807855764607
1739209878.0509357;-35.57807855764607
1739209878.0509388;-45.120503652039325
1739209878.0509422;-45.120503652039325
1739209878.0509453;-45.120503652039325
1739209878.0509486;-45.120503652039325
1739209878.0509517;-38.13080360867914
1739209878.0509548;-45.120503652039325
1739209878.0509582;-45.120503652039325
1739209878.0509613;-38.13080360867914
1739209878.0509646;-38.13080360867914
1739209878.0509677;-45.120503652039325
1739209878.050971;-33.981070128970906
1739209878.0509741;-45.120503652039325
1739209878.0509775;-38.13080360867914
1739209878.0509806;-32.816014438256545
1739209878.0509837;-38.13080360867914
1739209878.050987;-45.120503652039325
1739209878.05099;-38.13080360867914
1739209878.0509934;-38.13080360867914
1739209878.0509965;-38.13080360867914
1739209878.0509999;-45.120503652039325
1739209878.051003;-33.981070128970906
1739209878.051006;-33.981070128970906
1739209878.0510094;-45.120503652039325
1739209878.0510125;-35.57807855764607
1739209878.0510159;-38.13080360867914
1739209878.051019;-45.120503652039325
1739209878.0510223;-33.981070128970906
1739209878.0510254;-29.438486411369333
1739209878.0510287;-38.13080360867914
1739209878.0510318;-45.120503652039325
1739209878.051035;-45.120503652039325
1739209878.0510383;-45.120503652039325
1739209878.0510414;-45.120503652039325
1739209878.0510447;-45.120503652039325
1739209878.0510478;-45.120503652039325
1739209878.0510511;-45.120503652039325
1739209878.0510542;-38.13080360867914
1739209878.0510576;-38.13080360867914
1739209878.0510607;-38.13080360867914
1739209878.0510638;-33.981070128970906
1739209878.051067;-35.57807855764607
1739209878.0510702;-38.13080360867914
1739209878.0510736;-33.981070128970906
1739209878.0510767;-38.13080360867914
1739209878.05108;-38.13080360867914
1739209878.051083;-38.13080360867914
1739209878.0510862;-38.13080360867914
1739209878.0510895;-45.120503652039325
1739209878.0510926;-38.13080360867914
1739209878.051096;-35.57807855764607
1739209878.051099;-38.13080360867914
