CAN Message; 0x1a7:00009df8646c7ece
1739209787.8368528;-45.120503652039325
1739209787.8368583;-38.13080360867914
1739209787.8368638;-45.120503652039325
1739209787.8368692;-45.120503652039325
1739209787.8368747;-45.120503652039325
1739209787.8368802;-45.120503652039325
1739209787.8368857;-45.120503652039325
1739209787.8368912;-28.21854285175415
1739209787.836897;-32.816014438256545
1739209787.8369024;-45.120503652039325
1739209787.8369079;-45.120503652039325
1739209787.8369133;-38.13080360867914
1739209787.8369188;-32.816014438256545
1739209787.8369243;-45.120503652039325
1739209787.8369298;-38.13080360867914
1739209787.8369353;-45.120503652039325
1739209787.8369408;-45.120503652039325
1739209787.8369465;-35.57807855764607
1739209787.836952;-45.120503652039325
1739209787.8369575;-45.120503652039325
1739209787.836963;-38.13080360867914
1739209787.8369684;-35.57807855764607
1739209787.836974;-45.120503652039325
1739209787.8369794;-29.438486411369333
1739209787.8369849;-32.816014438256545
1739209787.8369904;-45.120503652039325
1739209787.836996;-45.120503652039325
1739209787.8370016;-31.141103565318893
1739209787.837007;-33.981070128970906
1739209787.8370125;-45.120503652039325
1739209787.837018;-38.13080360867914
1739209787.8370235;-38.13080360867914
1739209787.837029;-45.120503652039325
1739209787.8370345;-45.120503652039325
1739209787.83704;-38.13080360867914
1739209787.8370457;-45.120503652039325
1739209787.8370512;-45.120503652039325
1739209787.8370566;-45.120503652039325
1739209787.8370621;-38.13080360867914
1739209787.8370676;-38.13080360867914
1739209787.837073;-45.120503652039325
1739209787.8370786;-38.13080360867914
1739209787.837084;-38.13080360867914
1739209787.8370895;-38.13080360867914
1739209787.8370953;-38.13080360867914
1739209787.8371007;-45.120503652039325
1739209787.8371062;-45.120503652039325
1739209787.8371117;-35.57807855764607
1739209787.8371172;-28.992665084841942
1739209787.8371227;-45.120503652039325
1739209787.8371282;-38.13080360867914
1739209787.8371336;-38.13080360867914
1739209787.8371391;-32.816014438256545
1739209787.8371449;-45.120503652039325
1739209787.8371503;-45.120503652039325
1739209787.8371558;-45.120503652039325
1739209787.8371613;-38.13080360867914
1739209787.8371668;-38.13080360867914
1739209787.8371723;-45.120503652039325
1739209787.8371778;-38.13080360867914
1739209787.8371832;-45.120503652039325
1739209787.8371887;-38.13080360867914
1739209787.8371944;-45.120503652039325
1739209787.8372;-38.13080360867914
1739209787.8372054;-28.992665084841942
1739209787.837211;-45.120503652039325
1739209787.8372164;-45.120503652039325
1739209787.8372219;-45.120503652039325
1739209787.8372273;-35.57807855764607
1739209787.8372328;-38.13080360867914
1739209787.8372383;-45.120503652039325
1739209787.837244;-45.120503652039325
1739209787.8372495;-32.81601443825658
1739209787.837255;-35.57807855764607
1739209787.8372605;-45.120503652039325
1739209787.837266;-45.120503652039325
1739209787.8372715;-45.120503652039325
1739209787.837277;-45.120503652039325
1739209787.8372824;-38.13080360867914
1739209787.837288;-45.120503652039325
1739209787.8372936;-33.981070128970906
1739209787.837299;-35.57807855764607
1739209787.8373046;-45.120503652039325
1739209787.83731;-45.120503652039325
1739209787.8373156;-38.13080360867914
1739209787.837321;-45.120503652039325
1739209787.8373265;-33.981070128970906
1739209787.837332;-45.120503652039325
1739209787.8373375;-38.13080360867914
1739209787.8373432;-38.13080360867914
1739209787.8373487;-45.120503652039325
1739209787.8373542;-45.120503652039325
1739209787.8373597;-45.120503652039325
1739209787.8373652;-45.120503652039325
1739209787.8373706;-45.120503652039325
1739209787.837376;-45.120503652039325
1739209787.8373816;-38.13080360867914
1739209787.837387;-35.57807855764607
1739209787.8373928;-38.13080360867914
1739209787.8373983;-38.13080360867914
1739209787.8374038;-33.981070128970906
1739209787.8374093;-33.981070128970906
1739209787.8374147;-38.13080360867914
1739209787.8374202;-38.13080360867914
1739209787.8374257;-38.13080360867914
1739209787.8374312;-35.57807855764607
1739209787.8374367;-45.120503652039325
1739209787.8374424;-38.13080360867914
1739209787.837448;-33.981070128970906
1739209787.8374534;-38.13080360867914
1739209787.8374588;-38.13080360867914
1739209787.8374643;-38.13080360867914
1739209787.8374698;-33.981070128970906
1739209787.8374753;-45.120503652039325
1739209787.8374808;-45.120503652039325
1739209787.8374863;-38.13080360867914
1739209787.837492;-38.13080360867914
1739209787.8374975;-45.120503652039325
1739209787.837503;-45.120503652039325
1739209787.8375084;-38.13080360867914
1739209787.837514;-38.13080360867914
1739209787.8375194;-45.120503652039325
1739209787.837525;-38.13080360867914
1739209787.8375304;-38.13080360867914
1739209787.8375359;-33.981070128970906
1739209787.8375416;-45.120503652039325
1739209787.837547;-38.13080360867914
1739209787.8375525;-35.57807855764607
1739209787.837558;-38.13080360867914
1739209787.8375635;-45.120503652039325
1739209787.837569;-45.120503652039325
1739209787.8375745;-38.13080360867914
1739209787.83758;-33.981070128970906
1739209787.8375854;-38.13080360867914
1739209787.837591;-38.13080360867914
1739209787.8375967;-38.13080360867914
1739209787.8376021;-45.120503652039325
1739209787.8376076;-45.120503652039325
1739209787.837613;-45.120503652039325
1739209787.8376186;-35.57807855764607
1739209787.837624;-38.13080360867914
1739209787.8376296;-45.120503652039325
1739209787.837635;-45.120503652039325
1739209787.8376405;-45.120503652039325
1739209787.8376462;-45.120503652039325
1739209787.8376517;-33.981070128970906
1739209787.8376572;-38.13080360867914
1739209787.8376627;-33.981070128970906
1739209787.8376682;-38.13080360867914
1739209787.8376737;-32.816014438256545
1739209787.8376791;-38.13080360867914
1739209787.8376846;-35.57807855764607
1739209787.83769;-32.816014438256545
1739209787.8376958;-45.120503652039325
1739209787.8377013;-45.120503652039325
1739209787.8377068;-35.57807855764607
1739209787.8377123;-38.13080360867914
1739209787.8377178;-45.120503652039325
1739209787.8377233;-38.13080360867914
1739209787.8377287;-38.13080360867914
1739209787.8377342;-45.120503652039325
1739209787.8377397;-35.57807855764607
1739209787.8377454;-35.57807855764607
1739209787.837751;-45.120503652039325
1739209787.8377564;-38.13080360867914
1739209787.8377619;-38.13080360867914
1739209787.8377674;-45.120503652039325
1739209787.8377728;-45.120503652039325
1739209787.8377783;-45.120503652039325
1739209787.8377838;-38.13080360867914
1739209787.8377893;-38.13080360867914
1739209787.837795;-45.120503652039325
1739209787.8378005;-45.120503652039325
1739209787.837806;-45.120503652039325
1739209787.8378115;-38.13080360867914
1739209787.837817;-45.120503652039325
1739209787.8378224;-38.13080360867914
1739209787.837828;-45.120503652039325
1739209787.8378334;-45.120503652039325
1739209787.837839;-45.120503652039325
1739209787.8378446;-38.13080360867914
1739209787.83785;-33.981070128970906
1739209787.8378556;-45.120503652039325
1739209787.837861;-45.120503652039325
1739209787.8378665;-45.120503652039325
1739209787.837872;-26.991370085610736
1739209787.8378775;-31.141103565318893
1739209787.837883;-38.13080360867914
1739209787.8378885;-33.981070128970906
1739209787.8378942;-35.57807855764607
1739209787.8378997;-38.13080360867914
1739209787.8379052;-38.13080360867914
1739209787.8379107;-38.13080360867914
1739209787.8379161;-45.120503652039325
1739209787.8379216;-45.120503652039325
1739209787.837927;-33.981070128970906
1739209787.8379326;-38.13080360867914
1739209787.837938;-45.120503652039325
1739209787.8379438;-38.13080360867914
1739209787.8379493;-45.120503652039325
1739209787.8379548;-45.120503652039325
1739209787.8379602;-35.57807855764607
1739209787.8379657;-45.120503652039325
1739209787.8379712;-45.120503652039325
1739209787.8379767;-45.120503652039325
1739209787.8379822;-45.120503652039325
1739209787.8379877;-45.120503652039325
1739209787.8379934;-45.120503652039325
1739209787.8379989;-45.120503652039325
1739209787.8380044;-45.120503652039325
1739209787.8380098;-38.13080360867914
1739209787.8380153;-35.57807855764607
1739209787.8380208;-38.13080360867914
1739209787.8380263;-45.120503652039325
1739209787.8380318;-38.13080360867914
1739209787.8380373;-45.120503652039325
1739209787.838043;-33.981070128970906
1739209787.8380485;-45.120503652039325
1739209787.838054;-38.13080360867914
1739209787.8380594;-35.57807855764607
1739209787.838065;-45.120503652039325
1739209787.8380704;-45.120503652039325
1739209787.8380759;-45.120503652039325
1739209787.8380814;-38.13080360867914
1739209787.8380868;-35.57807855764607
1739209787.8380926;-32.816014438256545
1739209787.838098;-32.816014438256545
1739209787.8381035;-38.13080360867914
1739209787.838109;-38.13080360867914
1739209787.8381145;-38.13080360867914
1739209787.83812;-38.13080360867914
1739209787.8381255;-38.13080360867914
1739209787.838131;-33.981070128970906
1739209787.8381364;-45.120503652039325
1739209787.8381422;-38.13080360867914
1739209787.8381476;-35.57807855764607
1739209787.8381531;-38.13080360867914
1739209787.8381586;-45.120503652039325
1739209787.838164;-45.120503652039325
1739209787.8381696;-38.13080360867914
1739209787.838175;-38.13080360867914
1739209787.8381805;-33.981070128970906
1739209787.838186;-30.49652367304973
1739209787.8381917;-38.13080360867914
1739209787.8381972;-45.120503652039325
1739209787.8382027;-45.120503652039325
1739209787.8382082;-38.13080360867914
1739209787.8382137;-45.120503652039325
1739209787.8382192;-38.13080360867914
1739209787.8382246;-38.13080360867914
1739209787.8382301;-45.120503652039325
1739209787.8382356;-38.13080360867914
1739209787.8382413;-45.120503652039325
1739209787.8382468;-45.120503652039325
1739209787.8382523;-38.13080360867914
1739209787.8382578;-45.120503652039325
1739209787.8382633;-38.13080360867914
1739209787.8382688;-35.57807855764607
1739209787.8382742;-38.13080360867914
1739209787.8382797;-45.120503652039325
1739209787.8382852;-38.13080360867914
1739209787.838291;-38.13080360867914
1739209787.8382964;-45.120503652039325
1739209787.838302;-33.981070128970906
1739209787.8383074;-38.13080360867914
1739209787.8383129;-38.13080360867914
1739209787.8383183;-33.981070128970906
1739209787.8383238;-38.13080360867914
1739209787.8383293;-38.13080360867914
1739209787.8383348;-45.120503652039325
1739209787.8383405;-35.57807855764607
1739209787.838346;-32.816014438256545
1739209787.8383515;-38.13080360867914
1739209787.838357;-45.120503652039325
1739209787.8383625;-45.120503652039325
1739209787.838368;-45.120503652039325
1739209787.8383734;-45.120503652039325
1739209787.838379;-38.13080360867914
1739209787.8383844;-45.120503652039325
1739209787.8383899;-38.13080360867914
1739209787.8383956;-38.13080360867914
1739209787.838401;-38.13080360867914
1739209787.8384066;-38.13080360867914
1739209787.838412;-35.57807855764607
1739209787.8384175;-38.13080360867914
1739209787.838423;-38.13080360867914
1739209787.8384285;-33.981070128970906
1739209787.838434;-31.141103565318915
1739209787.8384395;-33.981070128970906
1739209787.8384452;-45.120503652039325
1739209787.8384507;-38.13080360867914
1739209787.8384562;-35.57807855764607
1739209787.8384616;-38.13080360867914
1739209787.8384671;-45.120503652039325
1739209787.8384726;-45.120503652039325
1739209787.838478;-45.120503652039325
1739209787.8384836;-38.13080360867914
1739209787.838489;-45.120503652039325
1739209787.8384948;-45.120503652039325
1739209787.8385003;-45.120503652039325
1739209787.8385057;-45.120503652039325
1739209787.8385112;-45.120503652039325
1739209787.8385167;-38.13080360867914
1739209787.8385222;-45.120503652039325
1739209787.8385277;-38.13080360867914
1739209787.8385332;-35.57807855764607
1739209787.8385386;-38.13080360867914
1739209787.8385444;-33.981070128970906
1739209787.8385499;-38.13080360867914
1739209787.8385553;-33.981070128970906
1739209787.8385608;-38.13080360867914
1739209787.8385663;-35.57807855764607
1739209787.8385718;-38.13080360867914
1739209787.8385773;-35.57807855764607
1739209787.8385828;-38.13080360867914
1739209787.8385882;-45.120503652039325
1739209787.838594;-38.13080360867914
1739209787.8385994;-38.13080360867914
1739209787.838605;-45.120503652039325
1739209787.8386104;-45.120503652039325
1739209787.838616;-45.120503652039325
1739209787.8386214;-38.13080360867914
1739209787.8386269;-38.13080360867914
1739209787.8386323;-45.120503652039325
1739209787.8386378;-38.13080360867914
1739209787.8386436;-38.13080360867914
1739209787.838649;-45.120503652039325
1739209787.8386545;-33.981070128970906
1739209787.83866;-38.13080360867914
1739209787.8386655;-45.120503652039325
1739209787.838671;-45.120503652039325
1739209787.8386765;-38.13080360867914
1739209787.838682;-45.120503652039325
1739209787.8386874;-45.120503652039325
1739209787.8386931;-45.120503652039325
1739209787.8386986;-38.13080360867914
1739209787.838704;-35.57807855764607
1739209787.8387096;-45.120503652039325
1739209787.838715;-45.120503652039325
1739209787.8387206;-45.120503652039325
1739209787.838726;-38.13080360867914
1739209787.8387315;-45.120503652039325
1739209787.838737;-38.13080360867914
1739209787.8387427;-33.981070128970906
1739209787.8387482;-38.13080360867914
1739209787.8387537;-38.13080360867914
1739209787.8387592;-38.13080360867914
1739209787.8387647;-26.487275050834715
1739209787.8387702;-35.57807855764607
1739209787.8387756;-45.120503652039325
1739209787.838781;-38.13080360867914
1739209787.8387866;-32.816014438256545
1739209787.8387923;-35.57807855764607
1739209787.8387978;-45.120503652039325
1739209787.8388033;-45.120503652039325
1739209787.8388088;-33.981070128970956
1739209787.8388143;-38.13080360867914
1739209787.8388197;-38.13080360867914
1739209787.8388252;-45.120503652039325
1739209787.8388307;-45.120503652039325
1739209787.8388362;-45.120503652039325
1739209787.838842;-45.120503652039325
1739209787.8388474;-45.120503652039325
1739209787.838853;-33.981070128970906
1739209787.8388584;-45.120503652039325
1739209787.8388638;-45.120503652039325
1739209787.8388693;-45.120503652039325
1739209787.8388748;-35.57807855764607
1739209787.8388803;-38.13080360867914
1739209787.8388858;-38.13080360867914
1739209787.8388915;-38.13080360867914
1739209787.838897;-35.57807855764607
1739209787.8389025;-38.13080360867914
1739209787.838908;-45.120503652039325
1739209787.8389134;-45.120503652039325
1739209787.838919;-35.57807855764607
1739209787.8389244;-45.120503652039325
1739209787.83893;-45.120503652039325
1739209787.8389354;-32.816014438256545
1739209787.838941;-38.13080360867914
1739209787.8389466;-45.120503652039325
1739209787.838952;-45.120503652039325
1739209787.8389575;-38.13080360867914
1739209787.838963;-45.120503652039325
1739209787.8389685;-45.120503652039325
1739209787.838974;-38.13080360867914
1739209787.8389795;-45.120503652039325
1739209787.838985;-29.438486411369333
1739209787.8389907;-31.141103565318893
1739209787.8389962;-38.13080360867914
1739209787.8390017;-38.13080360867914
1739209787.8390071;-35.57807855764607
1739209787.8390126;-38.13080360867914
1739209787.839018;-45.120503652039325
1739209787.8390236;-35.57807855764607
1739209787.839029;-35.57807855764607
1739209787.8390346;-33.981070128970956
1739209787.8390403;-38.13080360867914
1739209787.8390458;-33.981070128970906
1739209787.8390512;-45.120503652039325
1739209787.8390567;-38.13080360867914
1739209787.8390622;-35.57807855764607
1739209787.8390677;-38.13080360867914
1739209787.8390732;-30.49652367304973
1739209787.8390787;-32.816014438256545
1739209787.8390841;-45.120503652039325
1739209787.8390899;-38.13080360867914
1739209787.8390954;-38.13080360867914
1739209787.8391008;-45.120503652039325
1739209787.8391063;-45.120503652039325
1739209787.8391118;-38.13080360867914
1739209787.8391173;-32.816014438256545
1739209787.8391228;-35.57807855764607
1739209787.8391283;-45.120503652039325
1739209787.8391337;-45.120503652039325
1739209787.8391395;-38.13080360867914
1739209787.839145;-35.57807855764607
1739209787.8391504;-45.120503652039325
1739209787.839156;-38.13080360867914
1739209787.8391614;-38.13080360867914
1739209787.8391669;-45.120503652039325
1739209787.8391724;-45.120503652039325
1739209787.8391778;-45.120503652039325
1739209787.8391833;-38.13080360867914
1739209787.839189;-33.981070128970906
1739209787.8391945;-38.13080360867914
1739209787.8392;-45.120503652039325
1739209787.8392055;-45.120503652039325
1739209787.839211;-38.13080360867914
1739209787.8392165;-45.120503652039325
1739209787.839222;-38.13080360867914
1739209787.8392274;-35.57807855764607
1739209787.839233;-35.57807855764607
1739209787.8392384;-45.120503652039325
1739209787.8392441;-45.120503652039325
1739209787.8392496;-38.13080360867914
1739209787.839255;-45.120503652039325
1739209787.8392606;-45.120503652039325
1739209787.839266;-45.120503652039325
1739209787.8392715;-38.13080360867914
1739209787.839277;-38.13080360867914
1739209787.8392825;-38.13080360867914
1739209787.839288;-38.13080360867914
1739209787.8392937;-38.13080360867914
1739209787.8392992;-38.13080360867914
1739209787.8393047;-45.120503652039325
1739209787.8393102;-38.13080360867914
1739209787.8393157;-45.120503652039325
1739209787.8393211;-45.120503652039325
1739209787.8393266;-35.57807855764607
1739209787.839332;-38.13080360867914
1739209787.8393376;-45.120503652039325
1739209787.8393433;-38.13080360867914
1739209787.8393488;-35.57807855764607
1739209787.8393543;-38.13080360867914
1739209787.8393598;-38.13080360867914
1739209787.8393652;-32.816014438256545
1739209787.8393707;-35.57807855764607
1739209787.8393762;-38.13080360867914
1739209787.8393817;-45.120503652039325
1739209787.8393872;-38.13080360867914
1739209787.839393;-38.13080360867914
1739209787.8393984;-45.120503652039325
1739209787.8394039;-38.13080360867914
1739209787.8394094;-38.13080360867914
1739209787.8394148;-38.13080360867914
1739209787.8394203;-33.981070128970906
1739209787.8394258;-45.120503652039325
1739209787.8394313;-45.120503652039325
1739209787.8394368;-38.13080360867914
1739209787.8394425;-45.120503652039325
1739209787.839448;-38.13080360867914
1739209787.8394535;-38.13080360867914
1739209787.839459;-38.13080360867914
1739209787.8394644;-45.120503652039325
1739209787.83947;-33.981070128970906
1739209787.8394754;-38.13080360867914
1739209787.8394809;-33.981070128970906
1739209787.8394864;-38.13080360867914
1739209787.839492;-45.120503652039325
1739209787.8394976;-38.13080360867914
1739209787.839503;-45.120503652039325
1739209787.8395085;-45.120503652039325
1739209787.839514;-38.13080360867914
1739209787.8395195;-38.13080360867914
1739209787.839525;-38.13080360867914
1739209787.8395305;-45.120503652039325
1739209787.839536;-38.13080360867914
1739209787.8395417;-38.13080360867914
1739209787.8395472;-45.120503652039325
1739209787.8395526;-38.13080360867914
1739209787.8395581;-45.120503652039325
1739209787.8395636;-33.981070128970906
1739209787.839569;-28.992665084841942
1739209787.8395746;-45.120503652039325
1739209787.83958;-45.120503652039325
1739209787.8395855;-38.13080360867914
1739209787.8395913;-38.13080360867914
1739209787.8395967;-45.120503652039325
1739209787.8396022;-45.120503652039325
1739209787.8396077;-38.13080360867914
1739209787.8396132;-38.13080360867914
1739209787.8396187;-38.13080360867914
1739209787.8396242;-31.141103565318893
1739209787.8396297;-35.57807855764607
1739209787.8396351;-45.120503652039325
1739209787.8396409;-38.13080360867914
1739209787.8396463;-30.49652367304973
1739209787.8396518;-38.13080360867914
1739209787.8396573;-45.120503652039325
1739209787.8396628;-45.120503652039325
1739209787.8396683;-38.13080360867914
1739209787.8396738;-45.120503652039325
1739209787.8396792;-38.13080360867914
1739209787.8396847;-35.57807855764607
1739209787.8396904;-45.120503652039325
1739209787.839696;-38.13080360867914
1739209787.8397014;-27.267205301931607
1739209787.839707;-38.13080360867914
1739209787.8397124;-45.120503652039325
1739209787.8397179;-38.13080360867914
1739209787.8397233;-32.816014438256545
1739209787.8397288;-38.13080360867914
1739209787.8397343;-38.13080360867914
1739209787.83974;-38.13080360867914
1739209787.8397455;-38.13080360867914
1739209787.839751;-45.120503652039325
1739209787.8397565;-35.57807855764607
1739209787.839762;-38.13080360867914
1739209787.8397675;-45.120503652039325
1739209787.839773;-35.57807855764607
1739209787.8397784;-35.57807855764607
1739209787.839784;-38.13080360867914
1739209787.8397896;-28.58837851428586
1739209787.839795;-45.120503652039325
1739209787.8398006;-45.120503652039325
1739209787.839806;-45.120503652039325
1739209787.8398116;-45.120503652039325
1739209787.839817;-45.120503652039325
1739209787.8398225;-35.57807855764607
1739209787.839828;-35.57807855764607
1739209787.8398335;-45.120503652039325
1739209787.8398392;-45.120503652039325
1739209787.8398447;-45.120503652039325
1739209787.8398502;-38.13080360867914
1739209787.8398557;-38.13080360867914
1739209787.8398612;-38.13080360867914
1739209787.8398666;-38.13080360867914
1739209787.8398721;-38.13080360867914
1739209787.8398776;-45.120503652039325
1739209787.839883;-38.13080360867914
1739209787.8398888;-33.981070128970906
1739209787.8398943;-38.13080360867914
1739209787.8398998;-45.120503652039325
1739209787.8399053;-38.13080360867914
1739209787.8399107;-38.13080360867914
1739209787.8399162;-38.13080360867914
1739209787.8399217;-35.57807855764607
1739209787.8399272;-45.120503652039325
1739209787.8399327;-38.13080360867914
1739209787.8399384;-38.13080360867914
1739209787.839944;-38.13080360867914
1739209787.8399494;-38.13080360867914
1739209787.8399549;-38.13080360867914
1739209787.8399603;-38.13080360867914
1739209787.8399658;-45.120503652039325
1739209787.8399713;-45.120503652039325
1739209787.8399768;-45.120503652039325
1739209787.8399823;-45.120503652039325
1739209787.839988;-45.120503652039325
1739209787.8399935;-38.13080360867914
1739209787.839999;-38.13080360867914
1739209787.8400044;-45.120503652039325
1739209787.84001;-31.141103565318893
1739209787.8400154;-33.981070128970906
1739209787.840021;-38.13080360867914
1739209787.8400264;-38.13080360867914
1739209787.8400319;-45.120503652039325
1739209787.8400373;-45.120503652039325
1739209787.840043;-38.13080360867914
1739209787.8400486;-35.57807855764607
1739209787.840054;-38.13080360867914
1739209787.8400595;-38.13080360867914
1739209787.840065;-45.120503652039325
1739209787.8400705;-38.13080360867914
1739209787.840076;-35.57807855764607
1739209787.8400815;-38.13080360867914
1739209787.840087;-45.120503652039325
1739209787.8400927;-45.120503652039325
1739209787.8400981;-38.13080360867914
1739209787.8401036;-38.13080360867914
1739209787.840109;-45.120503652039325
1739209787.8401146;-45.120503652039325
1739209787.84012;-45.120503652039325
1739209787.8401256;-45.120503652039325
1739209787.840131;-45.120503652039325
1739209787.8401365;-45.120503652039325
1739209787.8401423;-35.57807855764607
1739209787.8401477;-38.13080360867914
1739209787.8401532;-45.120503652039325
1739209787.8401587;-45.120503652039325
1739209787.8401642;-32.816014438256545
1739209787.8401697;-38.13080360867914
1739209787.8401752;-45.120503652039325
1739209787.8401806;-31.141103565318915
1739209787.840186;-45.120503652039325
1739209787.8401918;-33.981070128970906
1739209787.8401973;-35.57807855764607
1739209787.8402028;-35.57807855764607
1739209787.8402083;-45.120503652039325
1739209787.8402138;-45.120503652039325
1739209787.8402193;-38.13080360867914
1739209787.8402247;-45.120503652039325
1739209787.8402302;-45.120503652039325
1739209787.8402357;-38.13080360867914
1739209787.8402414;-38.13080360867914
1739209787.840247;-38.13080360867914
1739209787.8402524;-38.13080360867914
1739209787.840258;-38.13080360867914
1739209787.8402634;-38.13080360867914
1739209787.8402689;-45.120503652039325
1739209787.8402743;-45.120503652039325
1739209787.8402798;-45.120503652039325
1739209787.8402853;-38.13080360867914
1739209787.840291;-35.57807855764607
1739209787.8402965;-45.120503652039325
1739209787.840302;-45.120503652039325
1739209787.8403075;-38.13080360867914
1739209787.840313;-33.981070128970906
1739209787.8403184;-45.120503652039325
1739209787.840324;-38.13080360867914
1739209787.8403294;-35.57807855764607
1739209787.840335;-38.13080360867914
1739209787.8403406;-45.120503652039325
1739209787.840346;-45.120503652039325
1739209787.8403516;-35.57807855764607
1739209787.840357;-38.13080360867914
1739209787.8403625;-45.120503652039325
1739209787.840368;-38.13080360867914
1739209787.8403735;-38.13080360867914
1739209787.840379;-45.120503652039325
1739209787.8403845;-45.120503652039325
1739209787.8403902;-45.120503652039325
1739209787.8403957;-45.120503652039325
1739209787.8404012;-45.120503652039325
1739209787.8404067;-38.13080360867914
1739209787.8404121;-38.13080360867914
1739209787.8404176;-38.13080360867914
1739209787.840423;-38.13080360867914
1739209787.8404286;-45.120503652039325
1739209787.840434;-45.120503652039325
1739209787.8404398;-38.13080360867914
1739209787.8404453;-38.13080360867914
1739209787.8404508;-38.13080360867914
1739209787.8404562;-33.981070128970906
1739209787.8404617;-38.13080360867914
1739209787.8404672;-45.120503652039325
1739209787.8404727;-45.120503652039325
1739209787.8404782;-38.13080360867914
1739209787.8404837;-38.13080360867914
1739209787.8404894;-45.120503652039325
1739209787.8404949;-45.120503652039325
1739209787.8405004;-38.13080360867914
1739209787.8405058;-38.13080360867914
1739209787.8405113;-45.120503652039325
1739209787.8405168;-45.120503652039325
1739209787.8405223;-45.120503652039325
1739209787.8405278;-45.120503652039325
1739209787.8405333;-45.120503652039325
1739209787.840539;-35.57807855764607
1739209787.8405445;-45.120503652039325
1739209787.84055;-38.13080360867914
1739209787.8405554;-33.981070128970906
1739209787.840561;-33.981070128970906
1739209787.8405664;-38.13080360867914
1739209787.8405719;-35.57807855764607
1739209787.8405774;-38.13080360867914
1739209787.8405828;-38.13080360867914
1739209787.8405886;-31.141103565318915
1739209787.840594;-28.992665084841942
1739209787.8405995;-45.120503652039325
1739209787.840605;-45.120503652039325
1739209787.8406105;-38.13080360867914
1739209787.840616;-33.981070128970906
1739209787.8406215;-45.120503652039325
1739209787.840627;-45.120503652039325
1739209787.8406324;-33.981070128970906
1739209787.8406382;-35.57807855764607
1739209787.8406436;-38.13080360867914
1739209787.8406491;-45.120503652039325
1739209787.8406546;-45.120503652039325
1739209787.84066;-38.13080360867914
1739209787.8406656;-45.120503652039325
1739209787.840671;-38.13080360867914
1739209787.8406765;-38.13080360867914
1739209787.840682;-38.13080360867914
1739209787.8406878;-45.120503652039325
1739209787.8406932;-45.120503652039325
