CAN Message; 0x98:0000a6f91d223cb9
1739209757.3234062;-38.13080360867914
1739209757.3234155;-45.120503652039325
1739209757.3234248;-38.13080360867914
1739209757.323434;-45.120503652039325
1739209757.3234434;-45.120503652039325
1739209757.3234525;-45.120503652039325
1739209757.3234618;-45.120503652039325
1739209757.323471;-38.13080360867914
1739209757.3234804;-38.13080360867914
1739209757.3234897;-45.120503652039325
1739209757.3234987;-45.120503652039325
1739209757.323508;-38.13080360867914
1739209757.3235173;-35.57807855764607
1739209757.3235266;-38.13080360867914
1739209757.323536;-38.13080360867914
1739209757.323545;-45.120503652039325
1739209757.3235543;-38.13080360867914
1739209757.3235636;-38.13080360867914
1739209757.3235729;-45.120503652039325
1739209757.3235822;-32.816014438256545
1739209757.3235912;-35.57807855764607
1739209757.3236005;-45.120503652039325
1739209757.3236098;-45.120503652039325
1739209757.3236191;-38.13080360867914
1739209757.3236284;-38.13080360867914
1739209757.3236375;-45.120503652039325
1739209757.3236468;-38.13080360867914
1739209757.323656;-45.120503652039325
1739209757.3236654;-38.13080360867914
1739209757.3236747;-38.13080360867914
1739209757.3236837;-45.120503652039325
1739209757.323693;-45.120503652039325
1739209757.3237023;-38.13080360867914
1739209757.3237116;-38.13080360867914
1739209757.323721;-45.120503652039325
1739209757.32373;-35.57807855764607
1739209757.3237393;-35.57807855764607
1739209757.3237486;-45.120503652039325
1739209757.323758;-45.120503652039325
1739209757.3237672;-38.13080360867914
1739209757.3237762;-45.120503652039325
1739209757.3237855;-35.57807855764607
1739209757.3237948;-38.13080360867914
1739209757.3238041;-35.57807855764607
1739209757.3238134;-38.13080360867914
1739209757.3238225;-45.120503652039325
1739209757.3238318;-45.120503652039325
1739209757.323841;-45.120503652039325
1739209757.3238504;-35.57807855764607
1739209757.3238597;-38.13080360867914
1739209757.3238688;-38.13080360867914
1739209757.323878;-45.120503652039325
1739209757.3238873;-38.13080360867914
1739209757.3238966;-32.816014438256545
1739209757.323906;-35.57807855764607
1739209757.323915;-38.13080360867914
1739209757.3239243;-45.120503652039325
1739209757.3239336;-38.13080360867914
1739209757.323943;-38.13080360867914
1739209757.3239522;-38.13080360867914
1739209757.3239613;-45.120503652039325
1739209757.3239706;-45.120503652039325
1739209757.3239799;-38.13080360867914
1739209757.3239892;-45.120503652039325
1739209757.3239985;-38.13080360867914
1739209757.3240075;-38.13080360867914
1739209757.3240168;-38.13080360867914
1739209757.324026;-38.13080360867914
1739209757.3240354;-38.13080360867914
1739209757.3240447;-38.13080360867914
1739209757.3240538;-45.120503652039325
1739209757.324063;-45.120503652039325
1739209757.3240724;-38.13080360867914
1739209757.3240817;-38.13080360867914
1739209757.324091;-38.13080360867914
1739209757.3241;-45.120503652039325
1739209757.3241093;-45.120503652039325
1739209757.3241186;-32.816014438256545
1739209757.324128;-35.57807855764607
1739209757.3241372;-45.120503652039325
1739209757.3241463;-45.120503652039325
1739209757.3241556;-38.13080360867914
1739209757.3241649;-38.13080360867914
1739209757.3241742;-38.13080360867914
1739209757.3241835;-33.981070128970906
1739209757.3241925;-38.13080360867914
1739209757.3242018;-38.13080360867914
1739209757.3242111;-45.120503652039325
1739209757.3242204;-38.13080360867914
1739209757.3242297;-38.13080360867914
1739209757.3242388;-33.981070128970906
1739209757.324248;-38.13080360867914
1739209757.3242574;-28.992665084841942
1739209757.3242667;-30.49652367304973
1739209757.324276;-45.120503652039325
1739209757.324285;-35.57807855764607
1739209757.3242943;-38.13080360867914
1739209757.3243036;-38.13080360867914
1739209757.324313;-38.13080360867914
1739209757.3243222;-45.120503652039325
1739209757.3243313;-38.13080360867914
1739209757.3243406;-38.13080360867914
1739209757.3243499;-45.120503652039325
1739209757.3243592;-33.981070128970906
1739209757.3243685;-45.120503652039325
1739209757.3243775;-45.120503652039325
1739209757.3243868;-45.120503652039325
1739209757.3243961;-45.120503652039325
1739209757.3244054;-45.120503652039325
1739209757.3244147;-45.120503652039325
1739209757.3244238;-38.13080360867914
1739209757.324433;-35.57807855764607
1739209757.3244424;-38.13080360867914
1739209757.3244517;-45.120503652039325
1739209757.324461;-45.120503652039325
1739209757.32447;-38.13080360867914
1739209757.3244793;-38.13080360867914
1739209757.3244886;-31.141103565318915
1739209757.324498;-38.13080360867914
1739209757.3245072;-38.13080360867914
1739209757.3245163;-38.13080360867914
1739209757.3245256;-38.13080360867914
1739209757.324535;-38.13080360867914
1739209757.3245442;-38.13080360867914
1739209757.3245535;-38.13080360867914
1739209757.3245625;-31.141103565318915
1739209757.3245718;-45.120503652039325
1739209757.3245811;-45.120503652039325
1739209757.3245904;-38.13080360867914
1739209757.3245997;-45.120503652039325
1739209757.3246088;-38.13080360867914
1739209757.324618;-45.120503652039325
1739209757.3246274;-38.13080360867914
1739209757.3246367;-35.57807855764607
1739209757.324646;-45.120503652039325
1739209757.324655;-45.120503652039325
1739209757.3246644;-38.13080360867914
1739209757.3246737;-45.120503652039325
1739209757.324683;-38.13080360867914
1739209757.3246922;-35.57807855764607
1739209757.3247013;-45.120503652039325
1739209757.3247106;-35.57807855764607
1739209757.32472;-35.57807855764607
1739209757.3247292;-35.57807855764607
1739209757.3247385;-38.13080360867914
1739209757.3247476;-38.13080360867914
1739209757.3247569;-33.981070128970906
1739209757.3247662;-38.13080360867914
1739209757.3247755;-38.13080360867914
1739209757.3247848;-31.141103565318915
1739209757.3247938;-45.120503652039325
1739209757.324803;-38.13080360867914
1739209757.3248124;-35.57807855764607
1739209757.3248217;-45.120503652039325
1739209757.324831;-38.13080360867914
1739209757.32484;-33.981070128970906
1739209757.3248494;-38.13080360867914
1739209757.3248587;-38.13080360867914
1739209757.324868;-35.57807855764607
1739209757.324877;-38.13080360867914
1739209757.3248863;-32.816014438256545
1739209757.3248956;-33.981070128970906
1739209757.324905;-35.57807855764607
1739209757.3249142;-38.13080360867914
1739209757.3249233;-33.981070128970906
1739209757.3249326;-45.120503652039325
1739209757.3249419;-45.120503652039325
1739209757.3249512;-35.57807855764607
1739209757.3249605;-35.57807855764607
1739209757.3249695;-45.120503652039325
1739209757.3249788;-45.120503652039325
1739209757.3249881;-33.981070128970906
1739209757.3249974;-35.57807855764607
1739209757.3250067;-45.120503652039325
1739209757.3250158;-45.120503652039325
1739209757.325025;-45.120503652039325
1739209757.3250344;-38.13080360867914
1739209757.3250437;-38.13080360867914
1739209757.325053;-45.120503652039325
1739209757.325062;-45.120503652039325
1739209757.3250713;-45.120503652039325
1739209757.3250806;-38.13080360867914
1739209757.32509;-32.816014438256545
1739209757.3250992;-45.120503652039325
1739209757.3251083;-45.120503652039325
1739209757.3251176;-38.13080360867914
1739209757.325127;-38.13080360867914
1739209757.3251362;-45.120503652039325
1739209757.3251455;-35.57807855764607
1739209757.3251545;-45.120503652039325
1739209757.3251638;-45.120503652039325
1739209757.3251731;-38.13080360867914
1739209757.3251824;-45.120503652039325
1739209757.3251917;-38.13080360867914
1739209757.3252008;-38.13080360867914
1739209757.32521;-38.13080360867914
1739209757.3252194;-45.120503652039325
1739209757.3252287;-35.57807855764607
1739209757.325238;-32.816014438256545
1739209757.325247;-38.13080360867914
1739209757.3252563;-38.13080360867914
1739209757.3252656;-38.13080360867914
1739209757.325275;-30.49652367304973
1739209757.3252842;-38.13080360867914
1739209757.3252933;-35.57807855764607
1739209757.3253026;-38.13080360867914
1739209757.325312;-45.120503652039325
1739209757.3253212;-38.13080360867914
1739209757.3253305;-45.120503652039325
1739209757.3253396;-35.57807855764607
1739209757.3253489;-38.13080360867914
1739209757.3253582;-45.120503652039325
1739209757.3253675;-45.120503652039325
1739209757.3253767;-35.57807855764607
1739209757.3253858;-35.57807855764607
1739209757.325395;-45.120503652039325
1739209757.3254044;-45.120503652039325
1739209757.3254137;-35.57807855764607
1739209757.325423;-35.57807855764607
1739209757.325432;-38.13080360867914
1739209757.3254414;-38.13080360867914
1739209757.3254507;-38.13080360867914
1739209757.32546;-45.120503652039325
1739209757.3254693;-38.13080360867914
1739209757.3254783;-38.13080360867914
1739209757.3254876;-45.120503652039325
1739209757.325497;-45.120503652039325
1739209757.3255062;-45.120503652039325
1739209757.3255155;-45.120503652039325
1739209757.3255246;-38.13080360867914
1739209757.3255339;-38.13080360867914
1739209757.3255432;-38.13080360867914
1739209757.3255525;-38.13080360867914
1739209757.3255618;-38.13080360867914
1739209757.3255708;-38.13080360867914
1739209757.3255801;-45.120503652039325
1739209757.3255894;-38.13080360867914
1739209757.3255987;-38.13080360867914
1739209757.325608;-26.991370085610722
1739209757.325617;-35.57807855764607
1739209757.3256264;-45.120503652039325
1739209757.3256357;-38.13080360867914
1739209757.325645;-45.120503652039325
1739209757.3256543;-35.57807855764607
1739209757.3256633;-38.13080360867914
1739209757.3256726;-38.13080360867914
1739209757.325682;-32.81601443825658
1739209757.3256912;-33.981070128970906
1739209757.3257005;-45.120503652039325
1739209757.3257096;-45.120503652039325
1739209757.3257189;-45.120503652039325
1739209757.3257282;-38.13080360867914
1739209757.3257375;-38.13080360867914
1739209757.3257468;-45.120503652039325
1739209757.3257558;-31.141103565318915
1739209757.3257651;-38.13080360867914
1739209757.3257744;-38.13080360867914
1739209757.3257837;-45.120503652039325
1739209757.325793;-38.13080360867914
1739209757.325802;-38.13080360867914
1739209757.3258114;-38.13080360867914
1739209757.3258207;-38.13080360867914
1739209757.32583;-45.120503652039325
1739209757.3258393;-35.57807855764607
1739209757.3258483;-32.816014438256545
1739209757.3258576;-38.13080360867914
1739209757.325867;-45.120503652039325
1739209757.3258762;-38.13080360867914
1739209757.3258855;-38.13080360867914
1739209757.3258946;-38.13080360867914
1739209757.325904;-35.57807855764607
1739209757.3259132;-33.981070128970906
1739209757.3259225;-38.13080360867914
1739209757.3259318;-38.13080360867914
1739209757.3259408;-45.120503652039325
1739209757.3259501;-45.120503652039325
1739209757.3259594;-38.13080360867914
1739209757.3259687;-45.120503652039325
1739209757.325978;-32.816014438256545
1739209757.325987;-31.141103565318915
1739209757.3259964;-38.13080360867914
1739209757.3260057;-45.120503652039325
1739209757.326015;-38.13080360867914
1739209757.3260243;-35.57807855764607
1739209757.3260334;-32.816014438256545
1739209757.3260427;-38.13080360867914
1739209757.326052;-35.57807855764607
1739209757.3260612;-30.49652367304973
1739209757.3260705;-33.981070128970906
1739209757.3260796;-45.120503652039325
1739209757.326089;-45.120503652039325
1739209757.3260982;-45.120503652039325
1739209757.3261075;-45.120503652039325
1739209757.3261168;-45.120503652039325
1739209757.3261259;-45.120503652039325
1739209757.3261352;-38.13080360867914
1739209757.3261445;-35.57807855764607
1739209757.3261538;-45.120503652039325
1739209757.326163;-38.13080360867914
1739209757.326172;-38.13080360867914
1739209757.3261814;-38.13080360867914
1739209757.3261907;-38.13080360867914
1739209757.3262;-38.13080360867914
1739209757.3262093;-38.13080360867914
1739209757.3262184;-38.13080360867914
1739209757.3262277;-38.13080360867914
1739209757.326237;-38.13080360867914
1739209757.3262463;-35.57807855764607
1739209757.3262556;-38.13080360867914
1739209757.3262646;-38.13080360867914
1739209757.326274;-38.13080360867914
1739209757.3262832;-38.13080360867914
1739209757.3262925;-45.120503652039325
1739209757.3263018;-45.120503652039325
1739209757.3263109;-45.120503652039325
1739209757.3263202;-45.120503652039325
1739209757.3263295;-45.120503652039325
1739209757.3263388;-45.120503652039325
1739209757.326348;-45.120503652039325
1739209757.3263571;-38.13080360867914
1739209757.3263664;-38.13080360867914
1739209757.3263757;-38.13080360867914
1739209757.326385;-38.13080360867914
1739209757.3263943;-38.13080360867914
1739209757.3264034;-45.120503652039325
1739209757.3264127;-45.120503652039325
1739209757.326422;-38.13080360867914
1739209757.331938;-33.981070128970906
1739209757.3319407;-45.120503652039325
1739209757.3319435;-38.13080360867914
1739209757.3319461;-38.13080360867914
1739209757.331949;-38.13080360867914
1739209757.3319516;-45.120503652039325
1739209757.3319545;-45.120503652039325
1739209757.3319573;-45.120503652039325
1739209757.33196;-32.81601443825658
1739209757.3319628;-45.120503652039325
1739209757.3319654;-45.120503652039325
1739209757.3319683;-45.120503652039325
1739209757.331971;-38.13080360867914
1739209757.3319738;-35.57807855764607
1739209757.3319764;-45.120503652039325
1739209757.3319793;-45.120503652039325
1739209757.3319821;-27.267205301931607
1739209757.3319848;-35.57807855764607
1739209757.3319876;-45.120503652039325
1739209757.3319902;-45.120503652039325
1739209757.331993;-33.981070128970906
1739209757.3319957;-45.120503652039325
1739209757.3319986;-38.13080360867914
1739209757.3320012;-45.120503652039325
1739209757.332004;-45.120503652039325
1739209757.332007;-38.13080360867914
1739209757.3320096;-45.120503652039325
1739209757.3320124;-45.120503652039325
1739209757.332015;-33.981070128970906
1739209757.332018;-38.13080360867914
1739209757.3320205;-38.13080360867914
1739209757.3320234;-45.120503652039325
1739209757.3320262;-38.13080360867914
1739209757.3320289;-35.57807855764607
1739209757.3320317;-35.57807855764607
1739209757.3320343;-38.13080360867914
1739209757.3320372;-45.120503652039325
1739209757.3320398;-38.13080360867914
1739209757.3320427;-45.120503652039325
1739209757.3320456;-45.120503652039325
1739209757.3320482;-28.992665084841942
1739209757.332051;-32.816014438256545
1739209757.3320537;-45.120503652039325
1739209757.3320565;-38.13080360867914
1739209757.3320591;-32.816014438256545
1739209757.332062;-38.13080360867914
1739209757.3320646;-45.120503652039325
1739209757.3320675;-35.57807855764607
1739209757.3320704;-38.13080360867914
1739209757.332073;-45.120503652039325
1739209757.3320758;-38.13080360867914
1739209757.3320785;-45.120503652039325
1739209757.3320813;-38.13080360867914
1739209757.332084;-38.13080360867914
1739209757.3320868;-38.13080360867914
1739209757.3320894;-45.120503652039325
1739209757.3320923;-30.49652367304973
1739209757.3320951;-35.57807855764607
1739209757.3320978;-45.120503652039325
1739209757.3321006;-38.13080360867914
1739209757.3321033;-45.120503652039325
1739209757.332106;-45.120503652039325
1739209757.3321087;-45.120503652039325
1739209757.3321116;-38.13080360867914
1739209757.3321145;-45.120503652039325
1739209757.332117;-45.120503652039325
1739209757.33212;-38.13080360867914
1739209757.3321226;-38.13080360867914
1739209757.3321254;-45.120503652039325
1739209757.332128;-38.13080360867914
1739209757.332131;-38.13080360867914
1739209757.3321338;-33.981070128970906
1739209757.3321364;-35.57807855764607
1739209757.3321393;-35.57807855764607
1739209757.3321419;-38.13080360867914
1739209757.3321447;-45.120503652039325
1739209757.3321474;-38.13080360867914
1739209757.3321502;-45.120503652039325
1739209757.3321528;-38.13080360867914
1739209757.3321557;-38.13080360867914
1739209757.3321586;-38.13080360867914
1739209757.3321612;-45.120503652039325
1739209757.332164;-38.13080360867914
1739209757.3321667;-38.13080360867914
1739209757.3321695;-35.57807855764607
1739209757.3321722;-38.13080360867914
1739209757.332175;-38.13080360867914
1739209757.3321776;-38.13080360867914
1739209757.3321805;-45.120503652039325
1739209757.3321834;-45.120503652039325
1739209757.332186;-45.120503652039325
1739209757.3321888;-35.57807855764607
1739209757.3321915;-45.120503652039325
1739209757.3321943;-38.13080360867914
1739209757.332197;-33.981070128970906
1739209757.3321998;-38.13080360867914
1739209757.3322027;-35.57807855764607
1739209757.3322053;-35.57807855764607
1739209757.3322082;-45.120503652039325
1739209757.3322108;-45.120503652039325
1739209757.3322136;-38.13080360867914
1739209757.3322163;-38.13080360867914
1739209757.3322191;-45.120503652039325
1739209757.332222;-38.13080360867914
1739209757.3322246;-45.120503652039325
1739209757.3322275;-45.120503652039325
1739209757.33223;-45.120503652039325
1739209757.332233;-45.120503652039325
1739209757.3322356;-45.120503652039325
1739209757.3322384;-38.13080360867914
1739209757.332241;-38.13080360867914
1739209757.332244;-45.120503652039325
1739209757.3322468;-35.57807855764607
1739209757.3322494;-35.57807855764607
1739209757.3322523;-38.13080360867914
1739209757.332255;-45.120503652039325
1739209757.3322577;-38.13080360867914
1739209757.3322604;-35.57807855764607
1739209757.3322632;-45.120503652039325
1739209757.3322659;-45.120503652039325
1739209757.3322687;-45.120503652039325
1739209757.3322716;-45.120503652039325
1739209757.3322742;-45.120503652039325
1739209757.332277;-38.13080360867914
1739209757.3322797;-38.13080360867914
1739209757.3322825;-38.13080360867914
1739209757.3322852;-38.13080360867914
1739209757.332288;-35.57807855764607
1739209757.332291;-45.120503652039325
1739209757.3322935;-38.13080360867914
1739209757.3322964;-32.816014438256545
1739209757.332299;-38.13080360867914
1739209757.3323019;-38.13080360867914
1739209757.3323045;-45.120503652039325
1739209757.3323073;-33.981070128970906
1739209757.3323102;-35.57807855764607
1739209757.3323128;-38.13080360867914
1739209757.3323157;-38.13080360867914
1739209757.3323183;-33.981070128970906
1739209757.3323212;-45.120503652039325
1739209757.3323238;-45.120503652039325
1739209757.3323267;-35.57807855764607
1739209757.3323293;-45.120503652039325
1739209757.3323321;-33.981070128970906
1739209757.332335;-38.13080360867914
1739209757.3323376;-35.57807855764607
1739209757.3323405;-38.13080360867914
1739209757.332343;-45.120503652039325
1739209757.332346;-38.13080360867914
1739209757.3323486;-38.13080360867914
1739209757.3323514;-45.120503652039325
1739209757.332354;-45.120503652039325
1739209757.332357;-45.120503652039325
1739209757.3323598;-33.981070128970906
1739209757.3323624;-33.981070128970906
1739209757.3323653;-45.120503652039325
1739209757.332368;-38.13080360867914
1739209757.3323708;-38.13080360867914
1739209757.3323734;-45.120503652039325
1739209757.3323762;-45.120503652039325
1739209757.332379;-45.120503652039325
1739209757.3323817;-38.13080360867914
1739209757.3323846;-38.13080360867914
1739209757.3323872;-45.120503652039325
1739209757.33239;-45.120503652039325
1739209757.3323927;-32.816014438256545
1739209757.3323956;-35.57807855764607
1739209757.3323984;-38.13080360867914
1739209757.332401;-38.13080360867914
1739209757.332404;-33.981070128970906
1739209757.3324065;-30.49652367304973
1739209757.3324094;-45.120503652039325
1739209757.332412;-38.13080360867914
1739209757.3324149;-33.981070128970906
1739209757.3324175;-38.13080360867914
1739209757.3324203;-38.13080360867914
1739209757.3324232;-38.13080360867914
1739209757.3324258;-38.13080360867914
1739209757.3324287;-33.981070128970906
1739209757.3324313;-45.120503652039325
1739209757.3324342;-45.120503652039325
1739209757.3324368;-38.13080360867914
1739209757.3324397;-45.120503652039325
1739209757.3324423;-45.120503652039325
1739209757.3324451;-33.981070128970906
1739209757.332448;-33.981070128970906
1739209757.3324506;-31.141103565318915
1739209757.3324535;-38.13080360867914
1739209757.332456;-33.981070128970906
1739209757.332459;-33.981070128970906
1739209757.3324616;-38.13080360867914
1739209757.3324645;-45.120503652039325
1739209757.3324673;-35.57807855764607
1739209757.33247;-35.57807855764607
1739209757.3324728;-33.981070128970906
1739209757.3324754;-38.13080360867914
1739209757.3324783;-38.13080360867914
1739209757.332481;-38.13080360867914
1739209757.3324838;-45.120503652039325
1739209757.3324866;-45.120503652039325
1739209757.3324893;-33.981070128970906
1739209757.332492;-38.13080360867914
1739209757.3324947;-45.120503652039325
1739209757.3324976;-45.120503652039325
1739209757.3325002;-33.981070128970906
1739209757.332503;-32.816014438256545
1739209757.3325057;-38.13080360867914
1739209757.3325086;-45.120503652039325
1739209757.3325114;-33.981070128970906
1739209757.332514;-45.120503652039325
1739209757.332517;-33.981070128970956
1739209757.3325195;-45.120503652039325
1739209757.3325224;-45.120503652039325
1739209757.332525;-38.13080360867914
1739209757.3325279;-38.13080360867914
1739209757.3325305;-45.120503652039325
1739209757.3325334;-38.13080360867914
1739209757.3325362;-35.57807855764607
1739209757.3325388;-31.141103565318915
1739209757.3325417;-38.13080360867914
1739209757.3325443;-45.120503652039325
1739209757.3325472;-38.13080360867914
1739209757.3325498;-35.57807855764607
1739209757.3325527;-45.120503652039325
1739209757.3325555;-35.57807855764607
1739209757.3325582;-32.816014438256545
1739209757.332561;-33.981070128970956
1739209757.3325636;-45.120503652039325
1739209757.3325665;-38.13080360867914
1739209757.3325691;-45.120503652039325
1739209757.332572;-38.13080360867914
1739209757.3325748;-45.120503652039325
1739209757.3325775;-38.13080360867914
1739209757.3325803;-38.13080360867914
1739209757.332583;-27.267205301931607
1739209757.3325858;-31.141103565318893
1739209757.3325884;-38.13080360867914
1739209757.3325913;-45.120503652039325
1739209757.332594;-33.981070128970906
1739209757.3325968;-38.13080360867914
1739209757.3325996;-38.13080360867914
1739209757.3326023;-38.13080360867914
1739209757.3326051;-45.120503652039325
1739209757.3326077;-38.13080360867914
1739209757.3326106;-38.13080360867914
1739209757.3326132;-45.120503652039325
1739209757.332616;-38.13080360867914
1739209757.3326187;-35.57807855764607
1739209757.3326216;-45.120503652039325
1739209757.3326244;-45.120503652039325
1739209757.332627;-31.141103565318915
1739209757.33263;-32.816014438256545
1739209757.3326325;-45.120503652039325
1739209757.3326354;-45.120503652039325
1739209757.332638;-38.13080360867914
1739209757.332641;-45.120503652039325
1739209757.3326437;-45.120503652039325
1739209757.3326464;-45.120503652039325
1739209757.3326492;-45.120503652039325
1739209757.3326519;-45.120503652039325
1739209757.3326547;-45.120503652039325
1739209757.3326573;-45.120503652039325
1739209757.3326602;-38.13080360867914
1739209757.332663;-38.13080360867914
1739209757.3326657;-38.13080360867914
1739209757.3326685;-38.13080360867914
1739209757.3326712;-45.120503652039325
1739209757.332674;-45.120503652039325
1739209757.3326766;-45.120503652039325
1739209757.3326795;-45.120503652039325
1739209757.3326821;-45.120503652039325
1739209757.332685;-33.981070128970906
1739209757.3326879;-38.13080360867914
1739209757.3326905;-45.120503652039325
1739209757.3326933;-35.57807855764607
1739209757.332696;-38.13080360867914
1739209757.3326988;-45.120503652039325
1739209757.3327014;-45.120503652039325
1739209757.3327043;-35.57807855764607
1739209757.332707;-38.13080360867914
1739209757.3327098;-45.120503652039325
1739209757.3327127;-32.816014438256545
1739209757.3327153;-45.120503652039325
1739209757.3327181;-45.120503652039325
1739209757.3327208;-38.13080360867914
1739209757.3327236;-45.120503652039325
1739209757.3327262;-45.120503652039325
1739209757.332729;-45.120503652039325
1739209757.332732;-45.120503652039325
1739209757.3327346;-45.120503652039325
1739209757.3327374;-38.13080360867914
1739209757.33274;-35.57807855764607
1739209757.332743;-38.13080360867914
1739209757.3327456;-35.57807855764607
1739209757.3327484;-38.13080360867914
1739209757.3327513;-33.981070128970906
1739209757.332754;-45.120503652039325
1739209757.3327568;-45.120503652039325
1739209757.3327594;-45.120503652039325
1739209757.3327622;-45.120503652039325
1739209757.3327649;-45.120503652039325
1739209757.3327677;-45.120503652039325
1739209757.3327703;-38.13080360867914
1739209757.3327732;-45.120503652039325
1739209757.332776;-38.13080360867914
1739209757.3327787;-38.13080360867914
1739209757.3327816;-45.120503652039325
1739209757.3327842;-38.13080360867914
1739209757.332787;-38.13080360867914
1739209757.3327897;-35.57807855764607
1739209757.3327925;-38.13080360867914
1739209757.3327951;-45.120503652039325
1739209757.332798;-38.13080360867914
1739209757.3328009;-32.816014438256545
1739209757.3328035;-35.57807855764607
1739209757.3328063;-38.13080360867914
1739209757.332809;-38.13080360867914
1739209757.3328118;-38.13080360867914
1739209757.3328145;-45.120503652039325
1739209757.3328173;-45.120503652039325
1739209757.3328202;-45.120503652039325
1739209757.3328228;-45.120503652039325
1739209757.3328257;-45.120503652039325
1739209757.3328283;-33.981070128970906
1739209757.3328311;-35.57807855764607
1739209757.3328338;-35.57807855764607
1739209757.3328366;-45.120503652039325
1739209757.3328395;-45.120503652039325
1739209757.332842;-38.13080360867914
1739209757.332845;-45.120503652039325
1739209757.3328476;-35.57807855764607
1739209757.3328505;-38.13080360867914
1739209757.332853;-38.13080360867914
1739209757.332856;-38.13080360867914
1739209757.3328586;-38.13080360867914
1739209757.3328614;-32.816014438256545
1739209757.3328643;-33.981070128970906
1739209757.332867;-45.120503652039325
1739209757.3328698;-38.13080360867914
1739209757.3328724;-45.120503652039325
1739209757.3328753;-38.13080360867914
1739209757.3328779;-45.120503652039325
1739209757.3328807;-38.13080360867914
1739209757.3328834;-38.13080360867914
1739209757.3328862;-38.13080360867914
1739209757.332889;-35.57807855764607
1739209757.3328917;-38.13080360867914
1739209757.3328946;-38.13080360867914
1739209757.3328972;-38.13080360867914
1739209757.3329;-38.13080360867914
1739209757.3329027;-38.13080360867914
1739209757.3329055;-38.13080360867914
1739209757.3329084;-45.120503652039325
1739209757.332911;-45.120503652039325
1739209757.3329139;-33.981070128970906
1739209757.3329165;-45.120503652039325
