CAN Message; 0x98:0000dc2e13c1c57c
1739209641.7385352;-38.13080360867914
1739209641.7385454;-38.13080360867914
1739209641.738556;-38.13080360867914
1739209641.7385662;-45.120503652039325
1739209641.7385767;-38.13080360867914
1739209641.738587;-38.13080360867914
1739209641.7385974;-45.120503652039325
1739209641.7386076;-45.120503652039325
1739209641.738618;-45.120503652039325
1739209641.7386284;-45.120503652039325
1739209641.7386386;-28.58837851428586
1739209641.7386491;-32.816014438256545
1739209641.7386594;-45.120503652039325
1739209641.7386699;-33.981070128970906
1739209641.7386801;-45.120503652039325
1739209641.7386906;-45.120503652039325
1739209641.7387009;-45.120503652039325
1739209641.7387114;-38.13080360867914
1739209641.7387216;-45.120503652039325
1739209641.7387319;-45.120503652039325
1739209641.7387424;-45.120503652039325
1739209641.7387526;-38.13080360867914
1739209641.738763;-38.13080360867914
1739209641.7387733;-45.120503652039325
1739209641.7387838;-45.120503652039325
1739209641.738794;-38.13080360867914
1739209641.7388046;-38.13080360867914
1739209641.7388148;-45.120503652039325
1739209641.7388253;-45.120503652039325
1739209641.7388356;-38.13080360867914
1739209641.738846;-35.57807855764607
1739209641.7388563;-38.13080360867914
1739209641.7388666;-45.120503652039325
1739209641.738877;-33.981070128970906
1739209641.7388873;-29.438486411369333
1739209641.7388978;-31.141103565318915
1739209641.738908;-45.120503652039325
1739209641.7389185;-38.13080360867914
1739209641.7389288;-35.57807855764607
1739209641.7389393;-33.981070128970906
1739209641.7389495;-45.120503652039325
1739209641.73896;-38.13080360867914
1739209641.7389703;-38.13080360867914
1739209641.7389805;-38.13080360867914
1739209641.738991;-45.120503652039325
1739209641.7390013;-38.13080360867914
1739209641.7390118;-38.13080360867914
1739209641.739022;-38.13080360867914
1739209641.7390325;-45.120503652039325
1739209641.7390428;-33.981070128970906
1739209641.7390532;-33.981070128970906
1739209641.7390635;-31.141103565318915
1739209641.739074;-45.120503652039325
1739209641.7390842;-38.13080360867914
1739209641.7390947;-38.13080360867914
1739209641.739105;-38.13080360867914
1739209641.7391152;-45.120503652039325
1739209641.7391257;-38.13080360867914
1739209641.739136;-35.57807855764607
1739209641.7391465;-38.13080360867914
1739209641.7391567;-45.120503652039325
1739209641.7391672;-38.13080360867914
1739209641.7391775;-32.816014438256545
1739209641.739188;-32.816014438256545
1739209641.7391982;-38.13080360867914
1739209641.7392087;-45.120503652039325
1739209641.739219;-38.13080360867914
1739209641.7392294;-38.13080360867914
1739209641.7392397;-45.120503652039325
1739209641.73925;-38.13080360867914
1739209641.7392604;-45.120503652039325
1739209641.7392707;-45.120503652039325
1739209641.7392812;-38.13080360867914
1739209641.7392914;-45.120503652039325
1739209641.739302;-45.120503652039325
1739209641.7393122;-33.981070128970906
1739209641.7393227;-38.13080360867914
1739209641.739333;-45.120503652039325
1739209641.7393434;-45.120503652039325
1739209641.7393537;-38.13080360867914
1739209641.739364;-32.816014438256545
1739209641.7393744;-33.981070128970906
1739209641.7393847;-38.13080360867914
1739209641.7393951;-38.13080360867914
1739209641.7394054;-38.13080360867914
1739209641.739416;-38.13080360867914
1739209641.7394261;-38.13080360867914
1739209641.7394366;-45.120503652039325
1739209641.7394469;-45.120503652039325
1739209641.7394574;-45.120503652039325
1739209641.7394676;-45.120503652039325
1739209641.739478;-38.13080360867914
1739209641.7394884;-38.13080360867914
1739209641.7394986;-38.13080360867914
1739209641.739509;-45.120503652039325
1739209641.7395194;-38.13080360867914
1739209641.7395298;-45.120503652039325
1739209641.73954;-38.13080360867914
1739209641.7395506;-45.120503652039325
1739209641.7395608;-38.13080360867914
1739209641.7395713;-32.816014438256545
1739209641.7395816;-45.120503652039325
1739209641.739592;-45.120503652039325
1739209641.7396023;-33.981070128970906
1739209641.7396126;-33.981070128970906
1739209641.739623;-45.120503652039325
1739209641.7396333;-38.13080360867914
1739209641.7396438;-45.120503652039325
1739209641.739654;-45.120503652039325
1739209641.7396646;-38.13080360867914
1739209641.7396748;-45.120503652039325
1739209641.7396853;-38.13080360867914
1739209641.7396955;-38.13080360867914
1739209641.739706;-38.13080360867914
1739209641.7397163;-45.120503652039325
1739209641.7397268;-38.13080360867914
1739209641.739737;-32.816014438256545
1739209641.7397473;-38.13080360867914
1739209641.7397578;-45.120503652039325
1739209641.739768;-38.13080360867914
1739209641.7397785;-32.816014438256545
1739209641.7397888;-45.120503652039325
1739209641.7397993;-45.120503652039325
1739209641.7398095;-45.120503652039325
1739209641.73982;-45.120503652039325
1739209641.7398303;-35.57807855764607
1739209641.7398407;-45.120503652039325
1739209641.739851;-45.120503652039325
1739209641.7398615;-45.120503652039325
1739209641.7398717;-45.120503652039325
1739209641.739882;-45.120503652039325
1739209641.7398925;-45.120503652039325
1739209641.7399027;-45.120503652039325
1739209641.7399132;-45.120503652039325
1739209641.7399235;-45.120503652039325
1739209641.739934;-45.120503652039325
1739209641.7399442;-45.120503652039325
1739209641.7399547;-45.120503652039325
1739209641.739965;-45.120503652039325
1739209641.7399755;-38.13080360867914
1739209641.7399857;-28.21854285175415
1739209641.739996;-38.13080360867914
1739209641.7400064;-45.120503652039325
1739209641.7400167;-45.120503652039325
1739209641.7400272;-38.13080360867914
1739209641.7400374;-38.13080360867914
1739209641.740048;-45.120503652039325
1739209641.7400582;-45.120503652039325
1739209641.7400687;-45.120503652039325
1739209641.740079;-38.13080360867914
1739209641.7400894;-45.120503652039325
1739209641.7400997;-38.13080360867914
1739209641.7401102;-35.57807855764607
1739209641.7401204;-33.981070128970906
1739209641.7401307;-45.120503652039325
1739209641.7401412;-33.981070128970906
1739209641.7401514;-26.035653463252796
1739209641.740162;-38.13080360867914
1739209641.7401721;-45.120503652039325
1739209641.7401826;-38.13080360867914
1739209641.740193;-31.141103565318893
1739209641.7402034;-38.13080360867914
1739209641.7402136;-38.13080360867914
1739209641.7402241;-45.120503652039325
1739209641.7402344;-45.120503652039325
1739209641.7402446;-45.120503652039325
1739209641.740255;-45.120503652039325
1739209641.7402654;-38.13080360867914
1739209641.7402759;-38.13080360867914
1739209641.740286;-38.13080360867914
1739209641.7402966;-45.120503652039325
1739209641.7403069;-38.13080360867914
1739209641.7403173;-35.57807855764607
1739209641.7403276;-38.13080360867914
1739209641.740338;-45.120503652039325
1739209641.7403483;-38.13080360867914
1739209641.7403588;-38.13080360867914
1739209641.740369;-35.57807855764607
1739209641.7403793;-38.13080360867914
1739209641.7403898;-35.57807855764607
1739209641.7404;-29.438486411369333
1739209641.7404106;-38.13080360867914
1739209641.7404208;-35.57807855764607
1739209641.7404313;-38.13080360867914
1739209641.7404416;-38.13080360867914
1739209641.740452;-38.13080360867914
1739209641.7404623;-38.13080360867914
1739209641.7404728;-45.120503652039325
1739209641.740483;-38.13080360867914
1739209641.7404933;-45.120503652039325
1739209641.7405038;-38.13080360867914
1739209641.740514;-38.13080360867914
1739209641.7405245;-45.120503652039325
1739209641.7405348;-38.13080360867914
1739209641.7405453;-38.13080360867914
1739209641.7405555;-45.120503652039325
1739209641.740566;-30.49652367304973
1739209641.7405763;-32.816014438256545
1739209641.7405868;-45.120503652039325
1739209641.740597;-38.13080360867914
1739209641.7406075;-33.981070128970906
1739209641.7406178;-33.981070128970906
1739209641.740628;-35.57807855764607
1739209641.7406385;-38.13080360867914
1739209641.7406487;-38.13080360867914
1739209641.7406592;-45.120503652039325
1739209641.7406695;-45.120503652039325
1739209641.74068;-45.120503652039325
1739209641.7406902;-45.120503652039325
1739209641.7407007;-45.120503652039325
1739209641.740711;-38.13080360867914
1739209641.7407215;-45.120503652039325
1739209641.7407317;-30.49652367304973
1739209641.7407422;-30.49652367304973
1739209641.7407525;-38.13080360867914
1739209641.7407627;-45.120503652039325
1739209641.7407732;-45.120503652039325
1739209641.7407835;-45.120503652039325
1739209641.740794;-45.120503652039325
1739209641.7408042;-38.13080360867914
1739209641.7408147;-45.120503652039325
1739209641.740825;-45.120503652039325
1739209641.7408354;-38.13080360867914
1739209641.7408457;-38.13080360867914
1739209641.7408562;-45.120503652039325
1739209641.7408664;-38.13080360867914
1739209641.7408767;-35.57807855764607
1739209641.7408872;-33.981070128970906
1739209641.7408974;-45.120503652039325
1739209641.740908;-45.120503652039325
1739209641.7409182;-35.57807855764607
1739209641.7409286;-33.981070128970906
1739209641.740939;-45.120503652039325
1739209641.7409494;-38.13080360867914
1739209641.7409596;-35.57807855764607
1739209641.7409701;-38.13080360867914
1739209641.7409804;-45.120503652039325
1739209641.7409909;-45.120503652039325
1739209641.7410011;-45.120503652039325
1739209641.7410114;-38.13080360867914
1739209641.7410219;-38.13080360867914
1739209641.7410321;-38.13080360867914
1739209641.7410426;-38.13080360867914
1739209641.7410529;-38.13080360867914
1739209641.7410634;-38.13080360867914
1739209641.7410736;-38.13080360867914
1739209641.741084;-45.120503652039325
1739209641.7410944;-45.120503652039325
1739209641.7411048;-45.120503652039325
1739209641.741115;-45.120503652039325
1739209641.7411253;-38.13080360867914
1739209641.7411358;-38.13080360867914
1739209641.741146;-45.120503652039325
1739209641.7411566;-38.13080360867914
1739209641.7411668;-35.57807855764607
1739209641.7411773;-38.13080360867914
1739209641.7411876;-38.13080360867914
1739209641.741198;-38.13080360867914
1739209641.7412083;-45.120503652039325
1739209641.7412188;-38.13080360867914
1739209641.741229;-45.120503652039325
1739209641.7412395;-45.120503652039325
1739209641.7412498;-35.57807855764607
1739209641.74126;-38.13080360867914
1739209641.7412705;-45.120503652039325
1739209641.7412808;-38.13080360867914
1739209641.7412913;-38.13080360867914
1739209641.7413015;-38.13080360867914
1739209641.741312;-45.120503652039325
1739209641.7413223;-38.13080360867914
1739209641.7413328;-38.13080360867914
1739209641.741343;-33.981070128970906
1739209641.7413535;-38.13080360867914
1739209641.7413638;-38.13080360867914
1739209641.7413743;-45.120503652039325
1739209641.7413845;-45.120503652039325
1739209641.7413948;-45.120503652039325
1739209641.7414052;-38.13080360867914
1739209641.7414155;-38.13080360867914
1739209641.741426;-45.120503652039325
1739209641.7414362;-38.13080360867914
1739209641.7414467;-33.981070128970906
1739209641.741457;-38.13080360867914
1739209641.7414675;-38.13080360867914
1739209641.7414777;-38.13080360867914
1739209641.7414882;-45.120503652039325
1739209641.7414985;-38.13080360867914
1739209641.7415087;-38.13080360867914
1739209641.7415192;-38.13080360867914
1739209641.7415295;-38.13080360867914
1739209641.74154;-45.120503652039325
1739209641.7415502;-38.13080360867914
1739209641.7415607;-35.57807855764607
1739209641.741571;-35.57807855764607
1739209641.7415814;-32.816014438256545
1739209641.7415917;-45.120503652039325
1739209641.7416022;-35.57807855764607
1739209641.7416124;-38.13080360867914
1739209641.741623;-38.13080360867914
1739209641.7416332;-45.120503652039325
1739209641.7416434;-33.981070128970906
1739209641.741654;-38.13080360867914
1739209641.7416642;-45.120503652039325
1739209641.7416747;-38.13080360867914
1739209641.741685;-38.13080360867914
1739209641.7416954;-45.120503652039325
1739209641.7417057;-45.120503652039325
1739209641.7417161;-38.13080360867914
1739209641.7417264;-45.120503652039325
1739209641.741737;-38.13080360867914
1739209641.7417471;-38.13080360867914
1739209641.7417574;-38.13080360867914
1739209641.741768;-45.120503652039325
1739209641.7417781;-38.13080360867914
1739209641.7417886;-38.13080360867914
1739209641.7417989;-45.120503652039325
1739209641.7418094;-45.120503652039325
1739209641.7418196;-45.120503652039325
1739209641.74183;-45.120503652039325
1739209641.7418404;-45.120503652039325
1739209641.7418509;-45.120503652039325
1739209641.741861;-45.120503652039325
1739209641.7418716;-45.120503652039325
1739209641.7418818;-45.120503652039325
1739209641.741892;-35.57807855764607
1739209641.7419026;-38.13080360867914
1739209641.7419128;-45.120503652039325
1739209641.7419233;-45.120503652039325
1739209641.7419336;-45.120503652039325
1739209641.741944;-38.13080360867914
1739209641.7419543;-38.13080360867914
1739209641.7419648;-38.13080360867914
1739209641.741975;-45.120503652039325
1739209641.7419856;-33.981070128970906
1739209641.7419958;-32.816014438256545
1739209641.7420063;-45.120503652039325
1739209641.7420166;-45.120503652039325
1739209641.7420268;-45.120503652039325
1739209641.7420373;-45.120503652039325
1739209641.7420475;-45.120503652039325
1739209641.742058;-38.13080360867914
1739209641.7420683;-38.13080360867914
1739209641.7420788;-38.13080360867914
1739209641.742089;-38.13080360867914
1739209641.7420995;-45.120503652039325
1739209641.7421098;-38.13080360867914
1739209641.7421203;-45.120503652039325
1739209641.7421305;-38.13080360867914
1739209641.7421408;-38.13080360867914
1739209641.7421513;-45.120503652039325
1739209641.7421615;-26.035653463252796
1739209641.742172;-38.13080360867914
1739209641.7421823;-45.120503652039325
1739209641.7421927;-45.120503652039325
1739209641.742203;-32.816014438256545
1739209641.7422135;-45.120503652039325
1739209641.7422237;-45.120503652039325
1739209641.7422342;-45.120503652039325
1739209641.7422445;-45.120503652039325
1739209641.742255;-45.120503652039325
1739209641.7422652;-38.13080360867914
1739209641.7422755;-38.13080360867914
1739209641.742286;-45.120503652039325
1739209641.7422962;-45.120503652039325
1739209641.7423067;-45.120503652039325
1739209641.742317;-33.981070128970906
1739209641.7423275;-31.141103565318893
1739209641.7423377;-38.13080360867914
1739209641.7423482;-45.120503652039325
1739209641.7423584;-45.120503652039325
1739209641.742369;-38.13080360867914
1739209641.7423792;-38.13080360867914
1739209641.7423894;-35.57807855764607
1739209641.7424;-35.57807855764607
1739209641.7424102;-28.21854285175415
1739209641.7424207;-38.13080360867914
1739209641.742431;-45.120503652039325
1739209641.7424414;-45.120503652039325
1739209641.7424517;-45.120503652039325
1739209641.7424622;-38.13080360867914
1739209641.7424724;-45.120503652039325
1739209641.742483;-38.13080360867914
1739209641.7424932;-38.13080360867914
1739209641.7425036;-45.120503652039325
1739209641.742514;-38.13080360867914
1739209641.7425241;-45.120503652039325
1739209641.7425346;-45.120503652039325
1739209641.742545;-45.120503652039325
1739209641.7425554;-45.120503652039325
1739209641.7425656;-33.981070128970906
1739209641.7425761;-29.438486411369333
1739209641.7425864;-33.981070128970906
1739209641.7425969;-38.13080360867914
1739209641.742607;-38.13080360867914
1739209641.7426176;-35.57807855764607
1739209641.7426279;-38.13080360867914
1739209641.7426383;-45.120503652039325
1739209641.7426486;-38.13080360867914
1739209641.7426589;-45.120503652039325
1739209641.7426693;-45.120503652039325
1739209641.7426796;-38.13080360867914
1739209641.74269;-38.13080360867914
1739209641.7427003;-38.13080360867914
1739209641.7427108;-35.57807855764607
1739209641.742721;-38.13080360867914
1739209641.7427316;-45.120503652039325
1739209641.7427418;-38.13080360867914
1739209641.7427523;-38.13080360867914
1739209641.7427626;-45.120503652039325
1739209641.7427728;-38.13080360867914
1739209641.7427833;-35.57807855764607
1739209641.7427936;-38.13080360867914
1739209641.742804;-45.120503652039325
1739209641.7428143;-38.13080360867914
1739209641.7428248;-35.57807855764607
1739209641.742835;-35.57807855764607
1739209641.7428455;-38.13080360867914
1739209641.7428558;-45.120503652039325
1739209641.7428663;-45.120503652039325
1739209641.7428765;-38.13080360867914
1739209641.742887;-45.120503652039325
1739209641.7428973;-45.120503652039325
1739209641.7429075;-45.120503652039325
1739209641.742918;-45.120503652039325
1739209641.7429283;-38.13080360867914
1739209641.7429388;-38.13080360867914
1739209641.742949;-38.13080360867914
1739209641.7429595;-38.13080360867914
1739209641.7429698;-45.120503652039325
1739209641.7429802;-45.120503652039325
1739209641.7429905;-38.13080360867914
1739209641.743001;-38.13080360867914
1739209641.7430112;-45.120503652039325
1739209641.7430215;-38.13080360867914
1739209641.743032;-38.13080360867914
1739209641.7430422;-38.13080360867914
1739209641.7430527;-45.120503652039325
1739209641.743063;-45.120503652039325
1739209641.7430735;-35.57807855764607
1739209641.7430837;-45.120503652039325
1739209641.7430942;-45.120503652039325
1739209641.7431045;-38.13080360867914
1739209641.743115;-35.57807855764607
1739209641.7431252;-32.816014438256545
1739209641.7431357;-35.57807855764607
1739209641.743146;-38.13080360867914
1739209641.7431562;-38.13080360867914
1739209641.7431667;-38.13080360867914
1739209641.743177;-45.120503652039325
1739209641.7431874;-45.120503652039325
1739209641.7431977;-45.120503652039325
1739209641.7432082;-45.120503652039325
1739209641.7432184;-38.13080360867914
1739209641.743229;-38.13080360867914
1739209641.7432392;-38.13080360867914
1739209641.7432497;-38.13080360867914
1739209641.74326;-45.120503652039325
1739209641.7432704;-45.120503652039325
1739209641.7432806;-45.120503652039325
1739209641.743291;-45.120503652039325
1739209641.7433014;-45.120503652039325
1739209641.7433116;-45.120503652039325
1739209641.7433221;-45.120503652039325
1739209641.7433324;-45.120503652039325
1739209641.7433429;-45.120503652039325
1739209641.7433531;-45.120503652039325
1739209641.7433636;-38.13080360867914
1739209641.7433739;-45.120503652039325
1739209641.7433844;-45.120503652039325
1739209641.7433946;-45.120503652039325
1739209641.7434049;-38.13080360867914
1739209641.7434154;-38.13080360867914
1739209641.7434256;-38.13080360867914
1739209641.743436;-38.13080360867914
1739209641.7434464;-45.120503652039325
1739209641.7434568;-38.13080360867914
1739209641.743467;-45.120503652039325
1739209641.7434776;-45.120503652039325
1739209641.7434878;-45.120503652039325
1739209641.7434983;-32.816014438256545
1739209641.7435086;-30.49652367304973
1739209641.743519;-45.120503652039325
1739209641.7435293;-38.13080360867914
1739209641.7435396;-38.13080360867914
1739209641.74355;-35.57807855764607
1739209641.7435603;-45.120503652039325
1739209641.7435708;-35.57807855764607
1739209641.743581;-35.57807855764607
1739209641.7435915;-45.120503652039325
1739209641.7436018;-38.13080360867914
1739209641.7436123;-38.13080360867914
1739209641.7436225;-38.13080360867914
1739209641.743633;-33.981070128970906
1739209641.7436433;-32.816014438256545
1739209641.7436535;-45.120503652039325
1739209641.743664;-38.13080360867914
1739209641.7436743;-32.816014438256545
1739209641.7436848;-38.13080360867914
1739209641.743695;-45.120503652039325
1739209641.7437055;-38.13080360867914
1739209641.7437158;-35.57807855764607
1739209641.7437263;-38.13080360867914
1739209641.7437365;-45.120503652039325
1739209641.743747;-33.981070128970906
1739209641.7437572;-29.438486411369333
1739209641.7437677;-45.120503652039325
1739209641.743778;-45.120503652039325
1739209641.7437882;-33.981070128970906
1739209641.7437987;-38.13080360867914
1739209641.743809;-45.120503652039325
1739209641.7438195;-45.120503652039325
1739209641.7438297;-45.120503652039325
1739209641.7438402;-45.120503652039325
1739209641.7438505;-38.13080360867914
1739209641.743861;-45.120503652039325
1739209641.7438712;-38.13080360867914
1739209641.7438817;-38.13080360867914
1739209641.743892;-35.57807855764607
1739209641.7439024;-45.120503652039325
1739209641.7439127;-33.981070128970906
1739209641.743923;-26.991370085610736
1739209641.7439334;-33.981070128970906
1739209641.7439437;-45.120503652039325
1739209641.7439542;-38.13080360867914
1739209641.7439644;-33.981070128970906
1739209641.743975;-45.120503652039325
1739209641.7439852;-45.120503652039325
1739209641.7439957;-45.120503652039325
1739209641.744006;-45.120503652039325
1739209641.7440164;-33.981070128970906
1739209641.7440267;-38.13080360867914
1739209641.744037;-45.120503652039325
1739209641.7440474;-38.13080360867914
1739209641.7440577;-38.13080360867914
1739209641.7440681;-45.120503652039325
1739209641.7440784;-33.981070128970906
1739209641.744089;-31.141103565318893
1739209641.7440991;-45.120503652039325
1739209641.7441096;-45.120503652039325
1739209641.74412;-45.120503652039325
1739209641.7441304;-45.120503652039325
1739209641.7441406;-33.981070128970906
1739209641.744151;-45.120503652039325
1739209641.7441614;-38.13080360867914
1739209641.7441716;-33.981070128970906
1739209641.744182;-45.120503652039325
1739209641.7441924;-45.120503652039325
1739209641.7442029;-38.13080360867914
1739209641.744213;-38.13080360867914
1739209641.7442236;-45.120503652039325
1739209641.7442338;-45.120503652039325
1739209641.7442443;-45.120503652039325
1739209641.7442546;-45.120503652039325
1739209641.744265;-38.13080360867914
1739209641.7442753;-38.13080360867914
1739209641.7442856;-45.120503652039325
1739209641.744296;-38.13080360867914
1739209641.7443063;-33.981070128970906
1739209641.7443168;-45.120503652039325
1739209641.744327;-38.13080360867914
1739209641.7443376;-38.13080360867914
1739209641.7443478;-45.120503652039325
1739209641.7443583;-35.57807855764607
1739209641.7443686;-38.13080360867914
1739209641.744379;-38.13080360867914
1739209641.7443893;-33.981070128970906
1739209641.7443998;-38.13080360867914
1739209641.74441;-38.13080360867914
1739209641.7444203;-45.120503652039325
1739209641.7444308;-45.120503652039325
1739209641.744441;-38.13080360867914
1739209641.7444515;-38.13080360867914
1739209641.7444618;-38.13080360867914
1739209641.7444723;-35.57807855764607
1739209641.7444825;-38.13080360867914
1739209641.744493;-38.13080360867914
1739209641.7445033;-45.120503652039325
1739209641.7445138;-38.13080360867914
1739209641.744524;-35.57807855764607
1739209641.7445345;-38.13080360867914
1739209641.7445447;-45.120503652039325
1739209641.744555;-45.120503652039325
1739209641.7445655;-38.13080360867914
1739209641.7445757;-38.13080360867914
1739209641.7445862;-38.13080360867914
1739209641.7445965;-33.981070128970906
1739209641.744607;-38.13080360867914
1739209641.7446172;-45.120503652039325
1739209641.7446277;-35.57807855764607
1739209641.744638;-38.13080360867914
1739209641.7446485;-38.13080360867914
1739209641.7446587;-38.13080360867914
1739209641.744669;-45.120503652039325
1739209641.7446795;-33.981070128970906
1739209641.7446897;-38.13080360867914
1739209641.7447002;-38.13080360867914
1739209641.7447104;-45.120503652039325
1739209641.744721;-45.120503652039325
1739209641.7447312;-38.13080360867914
1739209641.7447417;-33.981070128970906
1739209641.744752;-45.120503652039325
1739209641.7447624;-33.981070128970906
1739209641.7447727;-38.13080360867914
1739209641.7447832;-38.13080360867914
1739209641.7447934;-45.120503652039325
1739209641.7448037;-38.13080360867914
1739209641.7448142;-45.120503652039325
1739209641.7448244;-38.13080360867914
1739209641.744835;-45.120503652039325
1739209641.7448452;-33.981070128970906
1739209641.7448556;-45.120503652039325
1739209641.744866;-45.120503652039325
1739209641.7448764;-45.120503652039325
1739209641.7448866;-45.120503652039325
1739209641.7448971;-32.816014438256545
1739209641.7449074;-45.120503652039325
1739209641.7449176;-45.120503652039325
1739209641.7449281;-38.13080360867914
1739209641.7449384;-45.120503652039325
1739209641.7449489;-45.120503652039325
1739209641.744959;-45.120503652039325
1739209641.7449696;-38.13080360867914
1739209641.7449799;-38.13080360867914
1739209641.7449903;-45.120503652039325
1739209641.7450006;-38.13080360867914
1739209641.745011;-38.13080360867914
1739209641.7450213;-45.120503652039325
1739209641.7450318;-45.120503652039325
1739209641.745042;-45.120503652039325
1739209641.7450523;-38.13080360867914
1739209641.7450628;-35.57807855764607
1739209641.745073;-45.120503652039325
1739209641.7450836;-45.120503652039325
1739209641.7450938;-38.13080360867914
1739209641.7451043;-38.13080360867914
1739209641.7451146;-45.120503652039325
1739209641.745125;-45.120503652039325
1739209641.7451353;-45.120503652039325
1739209641.7451458;-45.120503652039325
1739209641.745156;-45.120503652039325
1739209641.7451665;-45.120503652039325
1739209641.7451768;-26.991370085610722
1739209641.745187;-38.13080360867914
1739209641.7451975;-45.120503652039325
1739209641.7452078;-45.120503652039325
1739209641.7452183;-33.981070128970906
1739209641.7452285;-45.120503652039325
1739209641.745239;-45.120503652039325
1739209641.7452493;-45.120503652039325
1739209641.7452598;-38.13080360867914
1739209641.74527;-45.120503652039325
1739209641.7452805;-38.13080360867914
1739209641.7452908;-38.13080360867914
1739209641.745301;-35.57807855764607
1739209641.7453115;-38.13080360867914
1739209641.7453218;-45.120503652039325
1739209641.7453322;-35.57807855764607
1739209641.7453425;-38.13080360867914
1739209641.745353;-38.13080360867914
1739209641.7453632;-45.120503652039325
1739209641.7453737;-38.13080360867914
1739209641.745384;-38.13080360867914
1739209641.7453945;-45.120503652039325
1739209641.7454047;-33.981070128970906
1739209641.7454152;-45.120503652039325
1739209641.7454255;-31.141103565318915
1739209641.7454357;-33.981070128970906
1739209641.7454462;-45.120503652039325
1739209641.7454565;-45.120503652039325
1739209641.745467;-45.120503652039325
1739209641.7454772;-45.120503652039325
1739209641.7454877;-45.120503652039325
1739209641.745498;-38.13080360867914
1739209641.7455084;-35.57807855764607
1739209641.7455187;-38.13080360867914
1739209641.7455292;-38.13080360867914
1739209641.7455394;-45.120503652039325
1739209641.7455497;-45.120503652039325
1739209641.7455602;-45.120503652039325
1739209641.7455704;-45.120503652039325
1739209641.745581;-45.120503652039325
1739209641.7455912;-33.981070128970906
1739209641.7456017;-29.438486411369333
1739209641.745612;-38.13080360867914
1739209641.7456224;-38.13080360867914
1739209641.7456326;-35.57807855764607
1739209641.7456431;-38.13080360867914
1739209641.7456534;-45.120503652039325
1739209641.745664;-45.120503652039325
1739209641.7456741;-45.120503652039325
1739209641.7456844;-33.981070128970956
1739209641.7456949;-45.120503652039325
1739209641.7457051;-38.13080360867914
1739209641.7457156;-38.13080360867914
1739209641.7457259;-45.120503652039325
1739209641.7457364;-38.13080360867914
1739209641.7457466;-35.57807855764607
1739209641.745757;-35.57807855764607
1739209641.7457674;-35.57807855764607
1739209641.7457778;-45.120503652039325
1739209641.745788;-45.120503652039325
1739209641.7457986;-32.816014438256545
1739209641.7458088;-38.13080360867914
1739209641.745819;-38.13080360867914
1739209641.7458296;-33.981070128970906
1739209641.7458398;-38.13080360867914
1739209641.7458503;-45.120503652039325
1739209641.7458606;-45.120503652039325
1739209641.745871;-45.120503652039325
1739209641.7458813;-45.120503652039325
1739209641.7458918;-38.13080360867914
1739209641.745902;-38.13080360867914
1739209641.7459126;-45.120503652039325
1739209641.7459228;-38.13080360867914
1739209641.745933;-45.120503652039325
1739209641.7459435;-45.120503652039325
1739209641.7459538;-45.120503652039325
1739209641.7459643;-45.120503652039325
