CAN Message; 0x1b8:0100f25db1a0e0dc
1739209767.0583396;-45.120503652039325
1739209767.0583432;-38.13080360867914
1739209767.0583467;-45.120503652039325
1739209767.05835;-35.57807855764607
1739209767.0583537;-33.981070128970906
1739209767.0583572;-45.120503652039325
1739209767.0583606;-45.120503652039325
1739209767.0583642;-45.120503652039325
1739209767.0583677;-32.816014438256545
1739209767.058371;-35.57807855764607
1739209767.0583746;-45.120503652039325
1739209767.0583782;-45.120503652039325
1739209767.0583816;-45.120503652039325
1739209767.0583851;-38.13080360867914
1739209767.0583887;-45.120503652039325
1739209767.058392;-45.120503652039325
1739209767.0583956;-45.120503652039325
1739209767.0583992;-38.13080360867914
1739209767.0584025;-38.13080360867914
1739209767.058406;-38.13080360867914
1739209767.0584097;-38.13080360867914
1739209767.058413;-45.120503652039325
1739209767.0584166;-45.120503652039325
1739209767.0584202;-38.13080360867914
1739209767.0584235;-35.57807855764607
1739209767.058427;-33.981070128970906
1739209767.0584307;-45.120503652039325
1739209767.058434;-45.120503652039325
1739209767.0584376;-38.13080360867914
1739209767.0584412;-35.57807855764607
1739209767.0584445;-45.120503652039325
1739209767.058448;-45.120503652039325
1739209767.0584517;-45.120503652039325
1739209767.058455;-45.120503652039325
1739209767.0584586;-38.13080360867914
1739209767.0584621;-45.120503652039325
1739209767.0584655;-45.120503652039325
1739209767.058469;-45.120503652039325
1739209767.0584726;-45.120503652039325
1739209767.058476;-45.120503652039325
1739209767.0584795;-45.120503652039325
1739209767.0584831;-45.120503652039325
1739209767.0584865;-38.13080360867914
1739209767.05849;-38.13080360867914
1739209767.0584936;-38.13080360867914
1739209767.058497;-38.13080360867914
1739209767.0585005;-45.120503652039325
1739209767.058504;-45.120503652039325
1739209767.0585074;-38.13080360867914
1739209767.058511;-33.981070128970906
1739209767.0585146;-38.13080360867914
1739209767.058518;-38.13080360867914
1739209767.0585215;-45.120503652039325
1739209767.058525;-45.120503652039325
1739209767.0585284;-45.120503652039325
1739209767.058532;-38.13080360867914
1739209767.0585356;-38.13080360867914
1739209767.058539;-30.49652367304973
1739209767.0585425;-32.816014438256545
1739209767.058546;-45.120503652039325
1739209767.0585494;-45.120503652039325
1739209767.058553;-33.981070128970906
1739209767.0585566;-45.120503652039325
1739209767.05856;-38.13080360867914
1739209767.0585635;-33.981070128970906
1739209767.058567;-31.141103565318915
1739209767.0585704;-45.120503652039325
1739209767.058574;-45.120503652039325
1739209767.0585775;-45.120503652039325
1739209767.0585809;-38.13080360867914
1739209767.0585845;-38.13080360867914
1739209767.058588;-38.13080360867914
1739209767.0585914;-45.120503652039325
1739209767.058595;-31.14110356531892
1739209767.0585985;-35.57807855764607
1739209767.0586019;-38.13080360867914
1739209767.0586054;-45.120503652039325
1739209767.058609;-38.13080360867914
1739209767.0586123;-38.13080360867914
1739209767.058616;-45.120503652039325
1739209767.0586195;-38.13080360867914
1739209767.0586228;-38.13080360867914
1739209767.0586264;-45.120503652039325
1739209767.05863;-38.13080360867914
1739209767.0586333;-35.57807855764607
1739209767.058637;-35.57807855764607
1739209767.0586405;-45.120503652039325
1739209767.0586438;-38.13080360867914
1739209767.0586474;-38.13080360867914
1739209767.058651;-31.141103565318915
1739209767.0586543;-45.120503652039325
1739209767.058658;-45.120503652039325
1739209767.0586615;-45.120503652039325
1739209767.0586648;-38.13080360867914
1739209767.0586684;-38.13080360867914
1739209767.058672;-35.57807855764607
1739209767.0586753;-45.120503652039325
1739209767.0586789;-28.58837851428586
1739209767.0586824;-38.13080360867914
1739209767.0586858;-45.120503652039325
1739209767.0586894;-35.57807855764607
1739209767.058693;-45.120503652039325
1739209767.0586965;-38.13080360867914
1739209767.0586998;-38.13080360867914
1739209767.0587034;-45.120503652039325
1739209767.058707;-33.981070128970906
1739209767.0587103;-38.13080360867914
1739209767.058714;-38.13080360867914
1739209767.0587175;-45.120503652039325
1739209767.0587208;-38.13080360867914
1739209767.0587244;-38.13080360867914
1739209767.058728;-45.120503652039325
1739209767.0587313;-35.57807855764607
1739209767.058735;-38.13080360867914
1739209767.0587385;-38.13080360867914
1739209767.0587418;-38.13080360867914
1739209767.0587454;-35.57807855764607
1739209767.058749;-31.141103565318915
1739209767.0587523;-45.120503652039325
1739209767.0587559;-45.120503652039325
1739209767.0587595;-45.120503652039325
1739209767.0587628;-45.120503652039325
1739209767.0587664;-45.120503652039325
1739209767.05877;-38.13080360867914
1739209767.0587733;-38.13080360867914
1739209767.0587769;-38.13080360867914
1739209767.0587804;-35.57807855764607
1739209767.0587838;-38.13080360867914
1739209767.0587873;-45.120503652039325
1739209767.058791;-38.13080360867914
1739209767.0587943;-32.816014438256545
1739209767.0587978;-38.13080360867914
1739209767.0588014;-45.120503652039325
1739209767.0588048;-38.13080360867914
1739209767.0588083;-31.141103565318893
1739209767.058812;-45.120503652039325
1739209767.0588152;-45.120503652039325
1739209767.0588188;-38.13080360867914
1739209767.0588224;-35.57807855764607
1739209767.0588257;-38.13080360867914
1739209767.0588293;-45.120503652039325
1739209767.058833;-45.120503652039325
1739209767.0588362;-45.120503652039325
1739209767.0588398;-45.120503652039325
1739209767.0588434;-45.120503652039325
1739209767.0588467;-45.120503652039325
1739209767.0588503;-45.120503652039325
1739209767.0588539;-45.120503652039325
1739209767.0588572;-38.13080360867914
1739209767.0588608;-35.57807855764607
1739209767.0588644;-38.13080360867914
1739209767.0588677;-45.120503652039325
1739209767.0588713;-45.120503652039325
1739209767.0588748;-38.13080360867914
1739209767.0588782;-35.57807855764607
1739209767.0588818;-45.120503652039325
1739209767.0588853;-45.120503652039325
1739209767.0588887;-38.13080360867914
1739209767.0588923;-45.120503652039325
1739209767.0588958;-38.13080360867914
1739209767.0588992;-45.120503652039325
1739209767.0589027;-45.120503652039325
1739209767.0589063;-45.120503652039325
1739209767.0589097;-45.120503652039325
1739209767.0589132;-45.120503652039325
1739209767.0589168;-38.13080360867914
1739209767.0589201;-38.13080360867914
1739209767.0589237;-45.120503652039325
1739209767.0589273;-32.816014438256545
1739209767.0589306;-38.13080360867914
1739209767.0589342;-38.13080360867914
1739209767.0589378;-38.13080360867914
1739209767.0589411;-45.120503652039325
1739209767.0589447;-45.120503652039325
1739209767.0589483;-38.13080360867914
1739209767.0589516;-38.13080360867914
1739209767.0589552;-45.120503652039325
1739209767.0589588;-38.13080360867914
1739209767.058962;-45.120503652039325
1739209767.0589657;-45.120503652039325
1739209767.0589693;-45.120503652039325
1739209767.0589726;-38.13080360867914
1739209767.0589762;-33.981070128970906
1739209767.0589797;-45.120503652039325
1739209767.058983;-32.816014438256545
1739209767.0589867;-38.13080360867914
1739209767.0589902;-32.816014438256545
1739209767.0589936;-35.57807855764607
1739209767.0589972;-38.13080360867914
1739209767.0590007;-45.120503652039325
1739209767.059004;-38.13080360867914
1739209767.0590076;-38.13080360867914
1739209767.0590112;-45.120503652039325
1739209767.0590146;-35.57807855764607
1739209767.0590181;-45.120503652039325
1739209767.0590217;-38.13080360867914
1739209767.059025;-38.13080360867914
1739209767.0590286;-45.120503652039325
1739209767.0590322;-45.120503652039325
1739209767.0590355;-45.120503652039325
1739209767.059039;-38.13080360867914
1739209767.0590427;-45.120503652039325
1739209767.0590463;-38.13080360867914
1739209767.0590496;-35.57807855764607
1739209767.0590532;-35.57807855764607
1739209767.0590568;-38.13080360867914
1739209767.05906;-38.13080360867914
1739209767.0590637;-33.981070128970906
1739209767.0590672;-45.120503652039325
1739209767.0590706;-38.13080360867914
1739209767.0590742;-38.13080360867914
1739209767.0590777;-38.13080360867914
1739209767.059081;-45.120503652039325
1739209767.0590847;-45.120503652039325
1739209767.0590882;-45.120503652039325
1739209767.0590916;-45.120503652039325
1739209767.0590951;-38.13080360867914
1739209767.0590987;-45.120503652039325
1739209767.059102;-38.13080360867914
1739209767.0591056;-35.57807855764607
1739209767.0591092;-38.13080360867914
1739209767.0591125;-38.13080360867914
1739209767.0591161;-38.13080360867914
1739209767.0591197;-38.13080360867914
1739209767.059123;-38.13080360867914
1739209767.0591266;-38.13080360867914
1739209767.0591302;-45.120503652039325
1739209767.0591335;-38.13080360867914
1739209767.059137;-45.120503652039325
1739209767.0591407;-45.120503652039325
1739209767.059144;-45.120503652039325
1739209767.0591476;-38.13080360867914
1739209767.0591512;-45.120503652039325
1739209767.0591545;-38.13080360867914
1739209767.059158;-45.120503652039325
1739209767.0591617;-38.13080360867914
1739209767.059165;-45.120503652039325
1739209767.0591686;-45.120503652039325
1739209767.0591722;-38.13080360867914
1739209767.0591755;-38.13080360867914
1739209767.059179;-38.13080360867914
1739209767.0591826;-33.981070128970906
1739209767.059186;-45.120503652039325
1739209767.0591896;-45.120503652039325
1739209767.0591931;-45.120503652039325
1739209767.0591965;-33.981070128970906
1739209767.0592;-45.120503652039325
1739209767.0592036;-45.120503652039325
1739209767.059207;-32.816014438256545
1739209767.0592105;-38.13080360867914
1739209767.059214;-45.120503652039325
1739209767.0592175;-38.13080360867914
1739209767.059221;-45.120503652039325
1739209767.0592246;-45.120503652039325
1739209767.059228;-35.57807855764607
1739209767.0592315;-45.120503652039325
1739209767.059235;-45.120503652039325
1739209767.0592384;-45.120503652039325
1739209767.059242;-38.13080360867914
1739209767.0592456;-28.58837851428586
1739209767.059249;-45.120503652039325
1739209767.0592525;-45.120503652039325
1739209767.059256;-45.120503652039325
1739209767.0592594;-45.120503652039325
1739209767.059263;-45.120503652039325
1739209767.0592666;-45.120503652039325
1739209767.05927;-32.816014438256545
1739209767.0592735;-31.141103565318915
1739209767.059277;-38.13080360867914
1739209767.0592804;-38.13080360867914
1739209767.059284;-35.57807855764607
1739209767.0592875;-45.120503652039325
1739209767.059291;-45.120503652039325
1739209767.0592945;-38.13080360867914
1739209767.059298;-38.13080360867914
1739209767.0593014;-28.58837851428586
1739209767.059305;-45.120503652039325
1739209767.0593085;-38.13080360867914
1739209767.0593119;-32.816014438256545
1739209767.0593154;-38.13080360867914
1739209767.059319;-45.120503652039325
1739209767.0593224;-45.120503652039325
1739209767.059326;-45.120503652039325
1739209767.0593295;-31.141103565318915
1739209767.0593328;-38.13080360867914
1739209767.0593364;-38.13080360867914
1739209767.05934;-35.57807855764607
1739209767.0593433;-38.13080360867914
1739209767.059347;-45.120503652039325
1739209767.0593505;-45.120503652039325
1739209767.0593538;-35.57807855764607
1739209767.0593574;-38.13080360867914
1739209767.059361;-45.120503652039325
1739209767.0593643;-38.13080360867914
1739209767.059368;-38.13080360867914
1739209767.0593715;-45.120503652039325
1739209767.0593748;-45.120503652039325
1739209767.0593784;-45.120503652039325
1739209767.059382;-38.13080360867914
1739209767.0593853;-38.13080360867914
1739209767.0593889;-45.120503652039325
1739209767.0593925;-45.120503652039325
1739209767.0593958;-38.13080360867914
1739209767.0593994;-38.13080360867914
1739209767.059403;-45.120503652039325
1739209767.0594065;-45.120503652039325
1739209767.0594099;-38.13080360867914
1739209767.0594134;-31.141103565318915
1739209767.059417;-33.981070128970906
1739209767.0594203;-38.13080360867914
1739209767.059424;-45.120503652039325
1739209767.0594275;-38.13080360867914
1739209767.0594308;-38.13080360867914
1739209767.0594344;-38.13080360867914
1739209767.059438;-45.120503652039325
1739209767.0594413;-35.57807855764607
1739209767.059445;-45.120503652039325
1739209767.0594485;-45.120503652039325
1739209767.0594518;-38.13080360867914
1739209767.0594554;-45.120503652039325
1739209767.059459;-38.13080360867914
1739209767.0594623;-38.13080360867914
1739209767.059466;-45.120503652039325
1739209767.0594695;-27.267205301931607
1739209767.0594728;-30.49652367304973
1739209767.0594764;-38.13080360867914
1739209767.05948;-45.120503652039325
1739209767.0594833;-33.981070128970906
1739209767.0594869;-35.57807855764607
1739209767.0594904;-38.13080360867914
1739209767.0594938;-38.13080360867914
1739209767.0594974;-45.120503652039325
1739209767.059501;-38.13080360867914
1739209767.0595043;-33.981070128970906
1739209767.0595078;-45.120503652039325
1739209767.0595114;-38.13080360867914
1739209767.0595148;-45.120503652039325
1739209767.0595183;-38.13080360867914
1739209767.059522;-45.120503652039325
1739209767.0595253;-35.57807855764607
1739209767.0595288;-33.981070128970906
1739209767.0595324;-45.120503652039325
1739209767.0595357;-45.120503652039325
1739209767.0595393;-45.120503652039325
1739209767.059543;-45.120503652039325
1739209767.0595462;-45.120503652039325
1739209767.0595498;-38.13080360867914
1739209767.0595534;-35.57807855764607
1739209767.0595567;-38.13080360867914
1739209767.0595603;-45.120503652039325
1739209767.0595639;-45.120503652039325
1739209767.0595672;-38.13080360867914
1739209767.0595708;-38.13080360867914
1739209767.0595744;-45.120503652039325
1739209767.0595777;-45.120503652039325
1739209767.0595813;-45.120503652039325
1739209767.0595849;-38.13080360867914
1739209767.0595882;-38.13080360867914
1739209767.0595918;-38.13080360867914
1739209767.0595953;-45.120503652039325
1739209767.0595987;-38.13080360867914
1739209767.0596023;-35.57807855764607
1739209767.0596058;-45.120503652039325
1739209767.0596092;-38.13080360867914
1739209767.0596128;-35.57807855764607
1739209767.0596163;-45.120503652039325
1739209767.0596197;-45.120503652039325
1739209767.0596232;-38.13080360867914
1739209767.0596268;-38.13080360867914
1739209767.0596302;-45.120503652039325
1739209767.0596337;-45.120503652039325
1739209767.0596373;-45.120503652039325
1739209767.0596406;-38.13080360867914
1739209767.0596442;-32.816014438256545
1739209767.0596478;-38.13080360867914
1739209767.0596511;-45.120503652039325
1739209767.0596547;-38.13080360867914
1739209767.0596583;-33.981070128970906
1739209767.0596616;-38.13080360867914
1739209767.0596652;-38.13080360867914
1739209767.0596688;-38.13080360867914
1739209767.059672;-45.120503652039325
1739209767.0596757;-35.57807855764607
1739209767.0596793;-38.13080360867914
1739209767.0596826;-45.120503652039325
1739209767.0596862;-45.120503652039325
1739209767.0596898;-45.120503652039325
1739209767.059693;-38.13080360867914
1739209767.0596967;-45.120503652039325
1739209767.0597003;-45.120503652039325
1739209767.0597036;-38.13080360867914
1739209767.0597072;-38.13080360867914
1739209767.0597107;-45.120503652039325
1739209767.059714;-45.120503652039325
1739209767.0597177;-35.57807855764607
1739209767.0597212;-35.57807855764607
1739209767.0597246;-45.120503652039325
1739209767.0597281;-38.13080360867914
1739209767.0597317;-38.13080360867914
1739209767.059735;-45.120503652039325
1739209767.0597386;-45.120503652039325
1739209767.0597422;-45.120503652039325
1739209767.0597456;-38.13080360867914
1739209767.0597491;-33.981070128970906
1739209767.0597527;-45.120503652039325
1739209767.059756;-38.13080360867914
1739209767.0597596;-38.13080360867914
1739209767.0597632;-38.13080360867914
1739209767.0597668;-38.13080360867914
1739209767.05977;-38.13080360867914
1739209767.0597737;-38.13080360867914
1739209767.0597773;-45.120503652039325
1739209767.0597806;-45.120503652039325
1739209767.0597842;-35.57807855764607
1739209767.0597878;-35.57807855764607
1739209767.059791;-38.13080360867914
1739209767.0597947;-45.120503652039325
1739209767.0597982;-38.13080360867914
1739209767.0598016;-32.816014438256545
1739209767.0598052;-38.13080360867914
1739209767.0598087;-45.120503652039325
1739209767.059812;-33.981070128970906
1739209767.0598156;-35.57807855764607
1739209767.0598192;-38.13080360867914
1739209767.0598226;-38.13080360867914
1739209767.0598261;-38.13080360867914
1739209767.0598297;-35.57807855764607
1739209767.059833;-38.13080360867914
1739209767.0598366;-45.120503652039325
1739209767.0598402;-38.13080360867914
1739209767.0598435;-35.57807855764607
1739209767.059847;-38.13080360867914
1739209767.0598507;-45.120503652039325
1739209767.059854;-45.120503652039325
1739209767.0598576;-38.13080360867914
1739209767.0598612;-35.57807855764607
1739209767.0598645;-38.13080360867914
1739209767.059868;-38.13080360867914
1739209767.0598717;-38.13080360867914
1739209767.059875;-45.120503652039325
1739209767.0598786;-45.120503652039325
1739209767.0598822;-38.13080360867914
1739209767.0598855;-35.57807855764607
1739209767.059889;-45.120503652039325
1739209767.0598927;-45.120503652039325
1739209767.059896;-45.120503652039325
1739209767.0598996;-45.120503652039325
1739209767.0599031;-38.13080360867914
1739209767.0599065;-38.13080360867914
1739209767.05991;-35.57807855764607
1739209767.0599136;-38.13080360867914
1739209767.059917;-38.13080360867914
1739209767.0599205;-45.120503652039325
1739209767.0599241;-33.981070128970906
1739209767.0599275;-35.57807855764607
1739209767.059931;-38.13080360867914
1739209767.0599346;-38.13080360867914
1739209767.059938;-45.120503652039325
1739209767.0599415;-45.120503652039325
1739209767.059945;-38.13080360867914
1739209767.0599484;-38.13080360867914
1739209767.059952;-26.487275050834725
1739209767.0599556;-38.13080360867914
1739209767.059959;-45.120503652039325
1739209767.0599625;-45.120503652039325
1739209767.059966;-45.120503652039325
1739209767.0599694;-38.13080360867914
1739209767.059973;-38.13080360867914
1739209767.0599766;-35.57807855764607
1739209767.05998;-30.49652367304973
1739209767.0599835;-45.120503652039325
1739209767.059987;-33.981070128970906
1739209767.0599904;-45.120503652039325
1739209767.059994;-38.13080360867914
1739209767.0599976;-45.120503652039325
1739209767.060001;-45.120503652039325
1739209767.0600045;-45.120503652039325
1739209767.060008;-33.981070128970906
1739209767.0600114;-45.120503652039325
1739209767.060015;-38.13080360867914
1739209767.0600185;-38.13080360867914
1739209767.0600219;-45.120503652039325
1739209767.0600255;-45.120503652039325
1739209767.060029;-45.120503652039325
1739209767.0600324;-38.13080360867914
1739209767.060036;-33.981070128970906
1739209767.0600395;-38.13080360867914
1739209767.0600429;-45.120503652039325
1739209767.0600464;-45.120503652039325
1739209767.06005;-45.120503652039325
1739209767.0600533;-45.120503652039325
1739209767.060057;-45.120503652039325
1739209767.0600605;-38.13080360867914
1739209767.0600638;-35.57807855764607
1739209767.0600674;-45.120503652039325
1739209767.060071;-45.120503652039325
1739209767.0600743;-45.120503652039325
1739209767.060078;-38.13080360867914
1739209767.0600815;-38.13080360867914
1739209767.0600848;-38.13080360867914
1739209767.0600884;-38.13080360867914
1739209767.060092;-28.992665084841942
1739209767.0600953;-33.981070128970906
1739209767.060099;-45.120503652039325
1739209767.0601025;-38.13080360867914
1739209767.0601058;-38.13080360867914
1739209767.0601094;-45.120503652039325
1739209767.060113;-45.120503652039325
1739209767.0601163;-45.120503652039325
1739209767.0601199;-38.13080360867914
1739209767.0601234;-45.120503652039325
1739209767.060127;-45.120503652039325
1739209767.0601304;-45.120503652039325
1739209767.060134;-38.13080360867914
1739209767.0601375;-38.13080360867914
1739209767.0601408;-45.120503652039325
1739209767.0601444;-38.13080360867914
1739209767.060148;-45.120503652039325
1739209767.0601513;-45.120503652039325
1739209767.060155;-45.120503652039325
1739209767.0601585;-38.13080360867914
1739209767.0601618;-45.120503652039325
1739209767.0601654;-45.120503652039325
1739209767.060169;-45.120503652039325
1739209767.0601723;-45.120503652039325
1739209767.060176;-35.57807855764607
1739209767.0601795;-38.13080360867914
1739209767.0601828;-38.13080360867914
1739209767.0601864;-45.120503652039325
1739209767.06019;-38.13080360867914
1739209767.0601933;-38.13080360867914
1739209767.0601969;-45.120503652039325
1739209767.0602005;-45.120503652039325
1739209767.0602038;-45.120503652039325
1739209767.0602074;-38.13080360867914
1739209767.060211;-45.120503652039325
1739209767.0602143;-45.120503652039325
1739209767.0602179;-45.120503652039325
1739209767.0602214;-33.981070128970906
1739209767.0602248;-33.981070128970906
1739209767.0602283;-45.120503652039325
1739209767.060232;-35.57807855764607
1739209767.0602353;-38.13080360867914
1739209767.0602388;-45.120503652039325
1739209767.0602424;-38.13080360867914
1739209767.0602458;-33.981070128970906
1739209767.0602493;-45.120503652039325
1739209767.060253;-45.120503652039325
1739209767.0602562;-45.120503652039325
1739209767.0602598;-38.13080360867914
1739209767.0602634;-45.120503652039325
1739209767.0602667;-33.981070128970906
1739209767.0602703;-45.120503652039325
1739209767.060274;-45.120503652039325
1739209767.0602772;-32.816014438256545
1739209767.0602808;-35.57807855764607
1739209767.0602844;-45.120503652039325
1739209767.0602877;-33.981070128970906
1739209767.0602913;-38.13080360867914
1739209767.0602949;-38.13080360867914
1739209767.0602982;-38.13080360867914
1739209767.0603018;-38.13080360867914
1739209767.0603054;-45.120503652039325
1739209767.0603087;-45.120503652039325
1739209767.0603123;-45.120503652039325
1739209767.0603158;-45.120503652039325
1739209767.0603192;-45.120503652039325
1739209767.0603228;-45.120503652039325
1739209767.0603263;-45.120503652039325
1739209767.0603297;-38.13080360867914
1739209767.0603333;-32.816014438256545
1739209767.0603368;-45.120503652039325
1739209767.0603402;-45.120503652039325
1739209767.0603437;-38.13080360867914
1739209767.0603473;-35.57807855764607
1739209767.0603507;-33.981070128970906
1739209767.0603542;-45.120503652039325
1739209767.0603578;-38.13080360867914
1739209767.0603611;-45.120503652039325
1739209767.0603647;-38.13080360867914
1739209767.0603683;-45.120503652039325
1739209767.0603716;-38.13080360867914
1739209767.0603752;-45.120503652039325
1739209767.0603788;-45.120503652039325
1739209767.0603821;-35.57807855764607
1739209767.0603857;-45.120503652039325
1739209767.0603893;-45.120503652039325
1739209767.0603926;-45.120503652039325
1739209767.0603962;-38.13080360867914
1739209767.0603998;-45.120503652039325
1739209767.060403;-38.13080360867914
1739209767.0604067;-33.981070128970906
1739209767.0604103;-38.13080360867914
1739209767.0604136;-35.57807855764607
1739209767.0604172;-35.57807855764607
1739209767.0604208;-35.57807855764607
1739209767.060424;-38.13080360867914
1739209767.0604277;-45.120503652039325
1739209767.0604312;-38.13080360867914
1739209767.0604346;-38.13080360867914
1739209767.0604382;-38.13080360867914
1739209767.0604417;-33.981070128970906
1739209767.060445;-45.120503652039325
1739209767.0604486;-45.120503652039325
1739209767.0604522;-45.120503652039325
1739209767.0604556;-45.120503652039325
1739209767.0604591;-45.120503652039325
1739209767.0604627;-38.13080360867914
1739209767.060466;-45.120503652039325
1739209767.0604696;-38.13080360867914
1739209767.0604732;-35.57807855764607
1739209767.0604768;-38.13080360867914
1739209767.06048;-45.120503652039325
1739209767.0604837;-45.120503652039325
1739209767.0604873;-33.981070128970906
1739209767.0604906;-28.992665084841942
1739209767.0604942;-45.120503652039325
1739209767.0604978;-38.13080360867914
1739209767.060501;-38.13080360867914
1739209767.0605047;-38.13080360867914
1739209767.0605083;-45.120503652039325
1739209767.0605116;-45.120503652039325
1739209767.0605152;-38.13080360867914
1739209767.0605187;-38.13080360867914
1739209767.060522;-38.13080360867914
1739209767.0605257;-38.13080360867914
1739209767.0605292;-38.13080360867914
1739209767.0605326;-45.120503652039325
