CAN Message; 0x1a7:00000f0bcadab60c
1739209679.645092;-45.120503652039325
1739209679.645099;-38.13080360867914
1739209679.6451058;-35.57807855764607
1739209679.6451125;-38.13080360867914
1739209679.6451194;-45.120503652039325
1739209679.645126;-45.120503652039325
1739209679.645133;-45.120503652039325
1739209679.6451397;-45.120503652039325
1739209679.6451466;-45.120503652039325
1739209679.6451535;-45.120503652039325
1739209679.6451602;-45.120503652039325
1739209679.645167;-38.13080360867914
1739209679.6451738;-45.120503652039325
1739209679.6451807;-38.13080360867914
1739209679.6451874;-35.57807855764607
1739209679.6451943;-45.120503652039325
1739209679.6452012;-38.13080360867914
1739209679.645208;-38.13080360867914
1739209679.6452148;-38.13080360867914
1739209679.6452215;-45.120503652039325
1739209679.6452284;-45.120503652039325
1739209679.645235;-38.13080360867914
1739209679.645242;-45.120503652039325
1739209679.6452487;-45.120503652039325
1739209679.6452556;-38.13080360867914
1739209679.6452625;-38.13080360867914
1739209679.6452692;-45.120503652039325
1739209679.645276;-38.13080360867914
1739209679.6452827;-35.57807855764607
1739209679.6452897;-38.13080360867914
1739209679.6452963;-35.57807855764607
1739209679.6453032;-38.13080360867914
1739209679.6453102;-38.13080360867914
1739209679.6453168;-38.13080360867914
1739209679.6453238;-45.120503652039325
1739209679.6453304;-38.13080360867914
1739209679.6453373;-35.57807855764607
1739209679.645344;-32.816014438256545
1739209679.645351;-26.991370085610722
1739209679.6453578;-38.13080360867914
1739209679.6453645;-32.816014438256545
1739209679.6453714;-38.13080360867914
1739209679.645378;-45.120503652039325
1739209679.645385;-38.13080360867914
1739209679.6453917;-35.57807855764607
1739209679.6453986;-38.13080360867914
1739209679.6454055;-33.981070128970956
1739209679.6454122;-45.120503652039325
1739209679.6454191;-38.13080360867914
1739209679.6454258;-45.120503652039325
1739209679.6454327;-45.120503652039325
1739209679.6454394;-38.13080360867914
1739209679.6454463;-35.57807855764607
1739209679.6454532;-35.57807855764607
1739209679.64546;-30.49652367304973
1739209679.6454668;-38.13080360867914
1739209679.6454735;-38.13080360867914
1739209679.6454804;-38.13080360867914
1739209679.645487;-38.13080360867914
1739209679.645494;-38.13080360867914
1739209679.6455007;-38.13080360867914
1739209679.6455076;-45.120503652039325
1739209679.6455145;-45.120503652039325
1739209679.6455212;-45.120503652039325
1739209679.645528;-45.120503652039325
1739209679.6455348;-45.120503652039325
1739209679.6455417;-38.13080360867914
1739209679.6455483;-45.120503652039325
1739209679.6455553;-45.120503652039325
1739209679.6455622;-45.120503652039325
1739209679.6455688;-45.120503652039325
1739209679.6455758;-45.120503652039325
1739209679.6455824;-35.57807855764607
1739209679.6455894;-45.120503652039325
1739209679.645596;-45.120503652039325
1739209679.645603;-45.120503652039325
1739209679.6456099;-38.13080360867914
1739209679.6456165;-38.13080360867914
1739209679.6456234;-31.141103565318893
1739209679.6456301;-35.57807855764607
1739209679.645637;-45.120503652039325
1739209679.6456437;-38.13080360867914
1739209679.6456506;-35.57807855764607
1739209679.6456575;-38.13080360867914
1739209679.6456642;-35.57807855764607
1739209679.6456711;-38.13080360867914
1739209679.6456778;-45.120503652039325
1739209679.6456847;-45.120503652039325
1739209679.6456914;-45.120503652039325
1739209679.6456983;-38.13080360867914
1739209679.645705;-45.120503652039325
1739209679.645712;-38.13080360867914
1739209679.6457188;-45.120503652039325
1739209679.6457255;-45.120503652039325
1739209679.6457324;-31.141103565318893
1739209679.645739;-38.13080360867914
1739209679.645746;-45.120503652039325
1739209679.6457527;-45.120503652039325
1739209679.6457596;-45.120503652039325
1739209679.6457665;-45.120503652039325
1739209679.6457732;-45.120503652039325
1739209679.64578;-45.120503652039325
1739209679.6457868;-35.57807855764607
1739209679.6457937;-38.13080360867914
1739209679.6458004;-45.120503652039325
1739209679.6458073;-38.13080360867914
1739209679.6458142;-32.816014438256545
1739209679.6458209;-38.13080360867914
1739209679.6458278;-45.120503652039325
1739209679.6458344;-35.57807855764607
1739209679.6458414;-45.120503652039325
1739209679.645848;-45.120503652039325
1739209679.645855;-45.120503652039325
1739209679.6458619;-45.120503652039325
1739209679.6458685;-45.120503652039325
1739209679.6458755;-38.13080360867914
1739209679.6458821;-38.13080360867914
1739209679.645889;-45.120503652039325
1739209679.6458957;-32.816014438256545
1739209679.6459026;-33.981070128970906
1739209679.6459095;-45.120503652039325
1739209679.6459162;-45.120503652039325
1739209679.6459231;-38.13080360867914
1739209679.6459298;-45.120503652039325
1739209679.6459367;-45.120503652039325
1739209679.6459434;-45.120503652039325
1739209679.6459503;-45.120503652039325
1739209679.645957;-45.120503652039325
1739209679.645964;-45.120503652039325
1739209679.6459708;-45.120503652039325
1739209679.6459775;-38.13080360867914
1739209679.6459844;-35.57807855764607
1739209679.645991;-45.120503652039325
1739209679.645998;-38.13080360867914
1739209679.6460047;-38.13080360867914
1739209679.6460116;-33.981070128970906
1739209679.6460185;-38.13080360867914
1739209679.6460252;-38.13080360867914
1739209679.646032;-45.120503652039325
1739209679.6460388;-45.120503652039325
1739209679.6460457;-45.120503652039325
1739209679.6460524;-45.120503652039325
1739209679.6460593;-35.57807855764607
1739209679.6460662;-33.981070128970906
1739209679.6460729;-45.120503652039325
1739209679.6460798;-45.120503652039325
1739209679.6460865;-38.13080360867914
1739209679.6460934;-38.13080360867914
1739209679.6461;-45.120503652039325
1739209679.646107;-45.120503652039325
1739209679.6461139;-38.13080360867914
1739209679.6461205;-33.981070128970906
1739209679.6461275;-45.120503652039325
1739209679.6461341;-45.120503652039325
1739209679.646141;-38.13080360867914
1739209679.6461477;-38.13080360867914
1739209679.6461546;-38.13080360867914
1739209679.6461616;-38.13080360867914
1739209679.6461682;-38.13080360867914
1739209679.6461751;-33.981070128970906
1739209679.6461818;-38.13080360867914
1739209679.6461887;-45.120503652039325
1739209679.6461954;-35.57807855764607
1739209679.6462023;-33.981070128970906
1739209679.646209;-38.13080360867914
1739209679.646216;-45.120503652039325
1739209679.6462228;-38.13080360867914
1739209679.6462295;-45.120503652039325
1739209679.6462364;-45.120503652039325
1739209679.646243;-45.120503652039325
1739209679.64625;-38.13080360867914
1739209679.6462567;-38.13080360867914
1739209679.6462636;-45.120503652039325
1739209679.6462705;-45.120503652039325
1739209679.6462772;-38.13080360867914
1739209679.646284;-38.13080360867914
1739209679.6462908;-45.120503652039325
1739209679.6462977;-45.120503652039325
1739209679.6463044;-45.120503652039325
1739209679.6463113;-38.13080360867914
1739209679.6463182;-38.13080360867914
1739209679.6463249;-38.13080360867914
1739209679.6463318;-38.13080360867914
1739209679.6463385;-31.141103565318915
1739209679.6463454;-31.141103565318915
1739209679.646352;-33.981070128970906
1739209679.646359;-45.120503652039325
1739209679.646366;-45.120503652039325
1739209679.6463726;-38.13080360867914
1739209679.6463795;-45.120503652039325
1739209679.6463861;-45.120503652039325
1739209679.646393;-38.13080360867914
1739209679.6463997;-38.13080360867914
1739209679.6464067;-35.57807855764607
1739209679.6464136;-45.120503652039325
1739209679.6464202;-45.120503652039325
1739209679.6464272;-45.120503652039325
1739209679.6464338;-38.13080360867914
1739209679.6464407;-45.120503652039325
1739209679.6464474;-31.141103565318915
1739209679.6464543;-27.267205301931607
1739209679.646461;-38.13080360867914
1739209679.646468;-45.120503652039325
1739209679.6464748;-33.981070128970906
1739209679.6464815;-33.981070128970906
1739209679.6464884;-38.13080360867914
1739209679.646495;-45.120503652039325
1739209679.646502;-38.13080360867914
1739209679.6465087;-32.816014438256545
1739209679.6465156;-33.981070128970906
1739209679.6465225;-45.120503652039325
1739209679.6465292;-45.120503652039325
1739209679.646536;-33.981070128970906
1739209679.6465428;-45.120503652039325
1739209679.6465497;-35.57807855764607
1739209679.6465564;-45.120503652039325
1739209679.6465633;-38.13080360867914
1739209679.6465702;-33.981070128970906
1739209679.646577;-45.120503652039325
1739209679.6465838;-45.120503652039325
1739209679.6465905;-38.13080360867914
1739209679.6465974;-33.981070128970906
1739209679.646604;-45.120503652039325
1739209679.646611;-38.13080360867914
1739209679.646618;-31.141103565318915
1739209679.6466246;-45.120503652039325
1739209679.6466315;-45.120503652039325
1739209679.6466382;-38.13080360867914
1739209679.646645;-45.120503652039325
1739209679.6466517;-45.120503652039325
1739209679.6466587;-38.13080360867914
1739209679.6466653;-45.120503652039325
1739209679.6466722;-45.120503652039325
1739209679.6466792;-38.13080360867914
1739209679.6466858;-38.13080360867914
1739209679.6466928;-45.120503652039325
1739209679.6466994;-45.120503652039325
1739209679.6467063;-45.120503652039325
1739209679.646713;-35.57807855764607
1739209679.64672;-45.120503652039325
1739209679.6467268;-45.120503652039325
1739209679.6467335;-38.13080360867914
1739209679.6467404;-32.816014438256545
1739209679.646747;-33.981070128970906
1739209679.646754;-38.13080360867914
1739209679.6467607;-35.57807855764607
1739209679.6467676;-45.120503652039325
1739209679.6467745;-35.57807855764607
1739209679.6467812;-38.13080360867914
1739209679.6467881;-45.120503652039325
1739209679.6467948;-45.120503652039325
1739209679.6468017;-45.120503652039325
1739209679.6468084;-45.120503652039325
1739209679.6468153;-45.120503652039325
1739209679.6468222;-38.13080360867914
1739209679.646829;-45.120503652039325
1739209679.6468358;-45.120503652039325
1739209679.6468425;-45.120503652039325
1739209679.6468494;-45.120503652039325
1739209679.646856;-45.120503652039325
1739209679.646863;-35.57807855764607
1739209679.64687;-35.57807855764607
1739209679.6468766;-45.120503652039325
1739209679.6468835;-45.120503652039325
1739209679.6468902;-38.13080360867914
1739209679.646897;-38.13080360867914
1739209679.6469038;-45.120503652039325
1739209679.6469107;-45.120503652039325
1739209679.6469173;-45.120503652039325
1739209679.6469243;-45.120503652039325
1739209679.6469312;-45.120503652039325
1739209679.6469378;-45.120503652039325
1739209679.6469448;-45.120503652039325
1739209679.6469514;-45.120503652039325
1739209679.6469584;-45.120503652039325
1739209679.646965;-38.13080360867914
1739209679.646972;-32.816014438256545
1739209679.6469789;-38.13080360867914
1739209679.6469855;-45.120503652039325
1739209679.6469924;-38.13080360867914
1739209679.6469991;-35.57807855764607
1739209679.647006;-31.141103565318915
1739209679.6470127;-45.120503652039325
1739209679.6470196;-38.13080360867914
1739209679.6470265;-45.120503652039325
1739209679.6470332;-38.13080360867914
1739209679.6470401;-45.120503652039325
1739209679.6470468;-38.13080360867914
1739209679.6470537;-38.13080360867914
1739209679.6470604;-45.120503652039325
1739209679.6470673;-45.120503652039325
1739209679.6470742;-45.120503652039325
1739209679.647081;-38.13080360867914
1739209679.6470878;-45.120503652039325
1739209679.6470945;-45.120503652039325
1739209679.6471014;-45.120503652039325
1739209679.647108;-38.13080360867914
1739209679.647115;-45.120503652039325
1739209679.647122;-45.120503652039325
1739209679.6471286;-45.120503652039325
1739209679.6471355;-35.57807855764607
1739209679.6471422;-35.57807855764607
1739209679.647149;-45.120503652039325
1739209679.6471558;-45.120503652039325
1739209679.6471627;-32.816014438256545
1739209679.6471694;-25.826314394896357
1739209679.6471763;-45.120503652039325
1739209679.6471832;-45.120503652039325
1739209679.6471899;-38.13080360867914
1739209679.6471968;-38.13080360867914
1739209679.6472034;-45.120503652039325
1739209679.6472104;-38.13080360867914
1739209679.647217;-38.13080360867914
1739209679.647224;-38.13080360867914
1739209679.6472309;-45.120503652039325
1739209679.6472375;-38.13080360867914
1739209679.6472445;-45.120503652039325
1739209679.6472511;-45.120503652039325
1739209679.647258;-38.13080360867914
1739209679.6472647;-38.13080360867914
1739209679.6472716;-33.981070128970906
1739209679.6472785;-27.267205301931607
1739209679.6472852;-45.120503652039325
1739209679.6472921;-38.13080360867914
1739209679.6472988;-35.57807855764607
1739209679.6473057;-38.13080360867914
1739209679.6473124;-38.13080360867914
1739209679.6473193;-38.13080360867914
1739209679.6473262;-38.13080360867914
1739209679.647333;-32.816014438256545
1739209679.6473398;-38.13080360867914
1739209679.6473465;-38.13080360867914
1739209679.6473534;-45.120503652039325
1739209679.64736;-38.13080360867914
1739209679.647367;-32.816014438256545
1739209679.647374;-38.13080360867914
1739209679.6473806;-35.57807855764607
1739209679.6473875;-38.13080360867914
1739209679.6473942;-38.13080360867914
1739209679.647401;-35.57807855764607
1739209679.6474078;-45.120503652039325
1739209679.6474147;-38.13080360867914
1739209679.6474214;-45.120503652039325
1739209679.6474283;-45.120503652039325
1739209679.6474352;-38.13080360867914
1739209679.6474419;-38.13080360867914
1739209679.6474488;-38.13080360867914
1739209679.6474555;-38.13080360867914
1739209679.6474624;-45.120503652039325
1739209679.647469;-45.120503652039325
1739209679.647476;-35.57807855764607
1739209679.6474829;-38.13080360867914
1739209679.6474895;-45.120503652039325
1739209679.6474965;-33.981070128970906
1739209679.6475031;-38.13080360867914
1739209679.64751;-45.120503652039325
1739209679.6475167;-45.120503652039325
1739209679.6475236;-38.13080360867914
1739209679.6475306;-45.120503652039325
1739209679.6475372;-45.120503652039325
1739209679.6475441;-45.120503652039325
1739209679.6475508;-33.981070128970906
1739209679.6475577;-38.13080360867914
1739209679.6475644;-38.13080360867914
1739209679.6475713;-35.57807855764607
1739209679.6475782;-38.13080360867914
1739209679.647585;-38.13080360867914
1739209679.6475918;-45.120503652039325
1739209679.6475985;-38.13080360867914
1739209679.6476054;-33.981070128970906
1739209679.647612;-38.13080360867914
1739209679.647619;-32.816014438256545
1739209679.647626;-33.981070128970906
1739209679.6476326;-45.120503652039325
1739209679.6476395;-45.120503652039325
1739209679.6476462;-38.13080360867914
1739209679.647653;-45.120503652039325
1739209679.6476598;-33.981070128970906
1739209679.6476667;-45.120503652039325
1739209679.6476734;-45.120503652039325
1739209679.6476803;-45.120503652039325
1739209679.6476872;-38.13080360867914
1739209679.6476939;-45.120503652039325
1739209679.6477008;-45.120503652039325
1739209679.6477075;-45.120503652039325
1739209679.6477144;-38.13080360867914
1739209679.647721;-38.13080360867914
1739209679.647728;-45.120503652039325
1739209679.6477349;-45.120503652039325
1739209679.6477416;-45.120503652039325
1739209679.6477485;-32.816014438256545
1739209679.6477551;-38.13080360867914
1739209679.647762;-45.120503652039325
1739209679.6477687;-38.13080360867914
1739209679.6477757;-38.13080360867914
1739209679.6477826;-33.981070128970906
1739209679.6477892;-45.120503652039325
1739209679.6477962;-45.120503652039325
1739209679.6478028;-45.120503652039325
1739209679.6478097;-45.120503652039325
1739209679.6478164;-45.120503652039325
1739209679.6478233;-38.13080360867914
1739209679.6478302;-38.13080360867914
1739209679.647837;-45.120503652039325
1739209679.6478438;-45.120503652039325
1739209679.6478505;-33.981070128970906
1739209679.6478574;-38.13080360867914
1739209679.647864;-45.120503652039325
1739209679.647871;-38.13080360867914
1739209679.6478777;-38.13080360867914
1739209679.6478846;-38.13080360867914
1739209679.6478915;-45.120503652039325
1739209679.6478982;-31.141103565318893
1739209679.647905;-33.981070128970906
1739209679.6479118;-38.13080360867914
1739209679.6479187;-38.13080360867914
1739209679.6479254;-38.13080360867914
1739209679.6479323;-38.13080360867914
1739209679.6479392;-45.120503652039325
1739209679.647946;-45.120503652039325
1739209679.6479528;-35.57807855764607
1739209679.6479595;-35.57807855764607
1739209679.6479664;-45.120503652039325
1739209679.647973;-45.120503652039325
1739209679.64798;-32.816014438256545
1739209679.647987;-33.981070128970906
1739209679.6479936;-38.13080360867914
1739209679.6480005;-35.57807855764607
1739209679.6480072;-35.57807855764607
1739209679.648014;-45.120503652039325
1739209679.6480207;-38.13080360867914
1739209679.6480277;-33.981070128970906
1739209679.6480346;-35.57807855764607
1739209679.6480412;-38.13080360867914
1739209679.6480482;-45.120503652039325
1739209679.6480548;-35.57807855764607
1739209679.6480618;-38.13080360867914
1739209679.6480684;-33.981070128970906
1739209679.6480753;-45.120503652039325
1739209679.6480823;-38.13080360867914
1739209679.648089;-35.57807855764607
1739209679.6480958;-35.57807855764607
1739209679.6481025;-45.120503652039325
1739209679.6481094;-45.120503652039325
1739209679.648116;-45.120503652039325
1739209679.648123;-38.13080360867914
1739209679.6481297;-38.13080360867914
1739209679.6481366;-45.120503652039325
1739209679.6481435;-45.120503652039325
1739209679.6481502;-45.120503652039325
1739209679.6481571;-27.8777449560314
1739209679.6481638;-32.816014438256545
1739209679.6481707;-45.120503652039325
1739209679.6481774;-38.13080360867914
1739209679.6481843;-38.13080360867914
1739209679.6481912;-45.120503652039325
1739209679.648198;-45.120503652039325
1739209679.6482048;-32.816014438256545
1739209679.6482115;-38.13080360867914
1739209679.6482184;-45.120503652039325
1739209679.648225;-38.13080360867914
1739209679.648232;-38.13080360867914
1739209679.648239;-45.120503652039325
1739209679.6482456;-45.120503652039325
1739209679.6482525;-38.13080360867914
1739209679.6482592;-45.120503652039325
1739209679.648266;-32.816014438256545
1739209679.6482728;-32.816014438256545
1739209679.6482797;-45.120503652039325
1739209679.6482866;-38.13080360867914
1739209679.6482933;-38.13080360867914
1739209679.6483002;-38.13080360867914
1739209679.6483068;-38.13080360867914
1739209679.6483138;-38.13080360867914
1739209679.6483204;-45.120503652039325
1739209679.6483274;-38.13080360867914
1739209679.6483343;-38.13080360867914
1739209679.648341;-45.120503652039325
1739209679.6483479;-38.13080360867914
1739209679.6483545;-38.13080360867914
1739209679.6483614;-45.120503652039325
1739209679.6483681;-45.120503652039325
1739209679.648375;-45.120503652039325
1739209679.6483817;-45.120503652039325
1739209679.6483886;-45.120503652039325
1739209679.6483955;-45.120503652039325
1739209679.6484022;-45.120503652039325
1739209679.6484091;-45.120503652039325
1739209679.6484158;-38.13080360867914
1739209679.6484227;-38.13080360867914
1739209679.6484294;-33.981070128970906
1739209679.6484363;-30.49652367304973
1739209679.6484432;-38.13080360867914
1739209679.64845;-38.13080360867914
1739209679.6484568;-35.57807855764607
1739209679.6484635;-38.13080360867914
1739209679.6484704;-45.120503652039325
1739209679.648477;-45.120503652039325
1739209679.648484;-45.120503652039325
1739209679.648491;-38.13080360867914
1739209679.6484976;-45.120503652039325
1739209679.6485045;-38.13080360867914
1739209679.6485112;-38.13080360867914
1739209679.648518;-38.13080360867914
1739209679.6485248;-35.57807855764607
1739209679.6485317;-38.13080360867914
1739209679.6485386;-35.57807855764607
1739209679.6485453;-31.141103565318915
1739209679.6485522;-38.13080360867914
1739209679.6485589;-45.120503652039325
1739209679.6485658;-45.120503652039325
1739209679.6485724;-45.120503652039325
1739209679.6485794;-45.120503652039325
1739209679.6485863;-45.120503652039325
1739209679.648593;-45.120503652039325
1739209679.6485999;-45.120503652039325
1739209679.6486065;-45.120503652039325
1739209679.6486135;-38.13080360867914
1739209679.6486201;-38.13080360867914
1739209679.648627;-35.57807855764607
1739209679.6486337;-38.13080360867914
1739209679.6486406;-45.120503652039325
1739209679.6486475;-35.57807855764607
1739209679.6486542;-45.120503652039325
1739209679.6486611;-45.120503652039325
1739209679.6486678;-45.120503652039325
1739209679.6486747;-38.13080360867914
1739209679.6486814;-45.120503652039325
1739209679.6486883;-45.120503652039325
1739209679.6486952;-38.13080360867914
1739209679.648702;-38.13080360867914
1739209679.6487088;-38.13080360867914
1739209679.6487155;-38.13080360867914
1739209679.6487224;-45.120503652039325
1739209679.648729;-38.13080360867914
1739209679.648736;-32.816014438256545
1739209679.648743;-38.13080360867914
1739209679.6487496;-45.120503652039325
1739209679.6487565;-45.120503652039325
1739209679.6487632;-38.13080360867914
1739209679.64877;-45.120503652039325
1739209679.6487768;-45.120503652039325
1739209679.6487837;-45.120503652039325
1739209679.6487906;-45.120503652039325
1739209679.6487973;-38.13080360867914
1739209679.6488042;-38.13080360867914
1739209679.6488109;-45.120503652039325
1739209679.6488178;-35.57807855764607
1739209679.6488245;-38.13080360867914
1739209679.6488314;-38.13080360867914
1739209679.648838;-38.13080360867914
1739209679.648845;-45.120503652039325
1739209679.6488519;-38.13080360867914
1739209679.6488585;-45.120503652039325
1739209679.6488655;-45.120503652039325
1739209679.6488721;-35.57807855764607
1739209679.648879;-38.13080360867914
1739209679.6488857;-45.120503652039325
1739209679.6488926;-45.120503652039325
1739209679.6488996;-38.13080360867914
1739209679.6489062;-35.57807855764607
1739209679.6489131;-38.13080360867914
1739209679.6489198;-45.120503652039325
1739209679.6489267;-45.120503652039325
1739209679.6489334;-38.13080360867914
1739209679.6489403;-38.13080360867914
1739209679.6489472;-45.120503652039325
1739209679.648954;-38.13080360867914
1739209679.6489608;-38.13080360867914
1739209679.6489675;-45.120503652039325
1739209679.6489744;-45.120503652039325
1739209679.648981;-38.13080360867914
1739209679.648988;-29.438486411369333
1739209679.648995;-33.981070128970906
1739209679.6490016;-45.120503652039325
1739209679.6490085;-38.13080360867914
1739209679.6490152;-32.816014438256545
1739209679.649022;-38.13080360867914
1739209679.6490288;-45.120503652039325
1739209679.6490357;-45.120503652039325
1739209679.6490426;-45.120503652039325
1739209679.6490493;-38.13080360867914
1739209679.6490562;-38.13080360867914
1739209679.6490629;-38.13080360867914
1739209679.6490698;-45.120503652039325
1739209679.6490765;-33.981070128970906
1739209679.6490834;-45.120503652039325
1739209679.64909;-38.13080360867914
1739209679.649097;-35.57807855764607
1739209679.6491039;-38.13080360867914
1739209679.6491106;-45.120503652039325
1739209679.6491175;-38.13080360867914
1739209679.6491241;-38.13080360867914
1739209679.649131;-38.13080360867914
1739209679.6491377;-45.120503652039325
1739209679.6491446;-38.13080360867914
1739209679.6491516;-38.13080360867914
1739209679.6491582;-45.120503652039325
1739209679.6491652;-45.120503652039325
1739209679.6491718;-45.120503652039325
1739209679.6491787;-45.120503652039325
1739209679.6491854;-45.120503652039325
1739209679.6491923;-38.13080360867914
1739209679.6491992;-45.120503652039325
1739209679.649206;-45.120503652039325
1739209679.6492128;-38.13080360867914
1739209679.6492195;-45.120503652039325
1739209679.6492264;-38.13080360867914
1739209679.649233;-38.13080360867914
1739209679.64924;-38.13080360867914
1739209679.649247;-45.120503652039325
1739209679.6492536;-38.13080360867914
1739209679.6492605;-24.746238672633048
1739209679.6492672;-35.57807855764607
1739209679.649274;-45.120503652039325
1739209679.6492808;-38.13080360867914
1739209679.6492877;-35.57807855764607
1739209679.6492946;-38.13080360867914
1739209679.6493013;-45.120503652039325
1739209679.6493082;-45.120503652039325
1739209679.6493149;-38.13080360867914
1739209679.6493218;-45.120503652039325
1739209679.6493285;-45.120503652039325
1739209679.6493354;-38.13080360867914
1739209679.649342;-45.120503652039325
1739209679.649349;-38.13080360867914
1739209679.649356;-38.13080360867914
1739209679.6493626;-38.13080360867914
1739209679.6493695;-29.438486411369333
1739209679.6493762;-38.13080360867914
1739209679.649383;-45.120503652039325
1739209679.6493897;-38.13080360867914
1739209679.6493967;-35.57807855764607
1739209679.6494036;-38.13080360867914
1739209679.6494102;-35.57807855764607
1739209679.6494172;-45.120503652039325
1739209679.6494238;-35.57807855764607
1739209679.6494308;-38.13080360867914
1739209679.6494374;-38.13080360867914
1739209679.6494443;-45.120503652039325
1739209679.6494513;-35.57807855764607
1739209679.649458;-38.13080360867914
1739209679.6494648;-38.13080360867914
1739209679.6494715;-38.13080360867914
