CAN Message; 0x1b8:0300716f44363d9e
1739209686.9489298;-38.13080360867914
1739209686.9489331;-38.13080360867914
1739209686.9489367;-45.120503652039325
1739209686.94894;-45.120503652039325
1739209686.9489436;-38.13080360867914
1739209686.948947;-38.13080360867914
1739209686.9489505;-45.120503652039325
1739209686.9489539;-38.13080360867914
1739209686.9489574;-38.13080360867914
1739209686.9489608;-35.57807855764607
1739209686.9489644;-38.13080360867914
1739209686.9489677;-45.120503652039325
1739209686.9489713;-38.13080360867914
1739209686.9489746;-45.120503652039325
1739209686.9489782;-35.57807855764607
1739209686.9489815;-38.13080360867914
1739209686.948985;-38.13080360867914
1739209686.9489884;-38.13080360867914
1739209686.948992;-38.13080360867914
1739209686.9489954;-45.120503652039325
1739209686.948999;-38.13080360867914
1739209686.9490023;-38.13080360867914
1739209686.9490058;-45.120503652039325
1739209686.9490092;-45.120503652039325
1739209686.9490128;-45.120503652039325
1739209686.949016;-45.120503652039325
1739209686.9490197;-33.981070128970906
1739209686.949023;-45.120503652039325
1739209686.9490266;-45.120503652039325
1739209686.94903;-38.13080360867914
1739209686.9490335;-38.13080360867914
1739209686.9490368;-38.13080360867914
1739209686.9490404;-45.120503652039325
1739209686.9490438;-35.57807855764607
1739209686.9490473;-45.120503652039325
1739209686.9490507;-45.120503652039325
1739209686.9490542;-38.13080360867914
1739209686.9490578;-38.13080360867914
1739209686.9490612;-45.120503652039325
1739209686.9490647;-45.120503652039325
1739209686.949068;-45.120503652039325
1739209686.9490716;-38.13080360867914
1739209686.949075;-45.120503652039325
1739209686.9490786;-45.120503652039325
1739209686.949082;-38.13080360867914
1739209686.9490855;-38.13080360867914
1739209686.9490888;-38.13080360867914
1739209686.9490924;-38.13080360867914
1739209686.9490957;-45.120503652039325
1739209686.9490993;-35.57807855764607
1739209686.9491026;-45.120503652039325
1739209686.9491062;-45.120503652039325
1739209686.9491096;-45.120503652039325
1739209686.9491131;-35.57807855764607
1739209686.9491165;-31.141103565318915
1739209686.94912;-45.120503652039325
1739209686.9491234;-45.120503652039325
1739209686.949127;-33.981070128970906
1739209686.9491303;-35.57807855764607
1739209686.9491339;-45.120503652039325
1739209686.9491372;-45.120503652039325
1739209686.9491408;-38.13080360867914
1739209686.9491441;-35.57807855764607
1739209686.9491477;-45.120503652039325
1739209686.949151;-45.120503652039325
1739209686.9491546;-38.13080360867914
1739209686.949158;-45.120503652039325
1739209686.9491615;-35.57807855764607
1739209686.9491649;-38.13080360867914
1739209686.9491684;-45.120503652039325
1739209686.9491718;-45.120503652039325
1739209686.9491754;-38.13080360867914
1739209686.9491787;-33.981070128970906
1739209686.9491823;-45.120503652039325
1739209686.9491858;-38.13080360867914
1739209686.9491892;-45.120503652039325
1739209686.9491928;-45.120503652039325
1739209686.949196;-45.120503652039325
1739209686.9491997;-38.13080360867914
1739209686.949203;-38.13080360867914
1739209686.9492066;-45.120503652039325
1739209686.94921;-45.120503652039325
1739209686.9492135;-45.120503652039325
1739209686.9492168;-32.816014438256545
1739209686.9492204;-33.981070128970906
1739209686.9492238;-45.120503652039325
1739209686.9492273;-45.120503652039325
1739209686.9492307;-38.13080360867914
1739209686.9492342;-38.13080360867914
1739209686.9492376;-45.120503652039325
1739209686.9492412;-38.13080360867914
1739209686.9492445;-45.120503652039325
1739209686.949248;-45.120503652039325
1739209686.9492514;-45.120503652039325
1739209686.949255;-45.120503652039325
1739209686.9492583;-38.13080360867914
1739209686.949262;-45.120503652039325
1739209686.9492652;-45.120503652039325
1739209686.9492688;-45.120503652039325
1739209686.9492722;-31.141103565318893
1739209686.9492757;-33.981070128970906
1739209686.949279;-45.120503652039325
1739209686.9492826;-38.13080360867914
1739209686.949286;-31.141103565318893
1739209686.9492896;-35.57807855764607
1739209686.949293;-35.57807855764607
1739209686.9492965;-38.13080360867914
1739209686.9492998;-29.438486411369333
1739209686.9493034;-33.981070128970906
1739209686.9493067;-45.120503652039325
1739209686.9493103;-45.120503652039325
1739209686.9493139;-45.120503652039325
1739209686.9493172;-38.13080360867914
1739209686.9493208;-45.120503652039325
1739209686.9493241;-38.13080360867914
1739209686.9493277;-45.120503652039325
1739209686.949331;-45.120503652039325
1739209686.9493346;-35.57807855764607
1739209686.949338;-38.13080360867914
1739209686.9493415;-38.13080360867914
1739209686.9493449;-38.13080360867914
1739209686.9493484;-45.120503652039325
1739209686.9493518;-45.120503652039325
1739209686.9493554;-30.49652367304973
1739209686.9493587;-28.992665084841942
1739209686.9493623;-45.120503652039325
1739209686.9493656;-45.120503652039325
1739209686.9493692;-45.120503652039325
1739209686.9493725;-38.13080360867914
1739209686.949376;-45.120503652039325
1739209686.9493794;-38.13080360867914
1739209686.949383;-38.13080360867914
1739209686.9493864;-45.120503652039325
1739209686.94939;-45.120503652039325
1739209686.9493933;-38.13080360867914
1739209686.9493968;-33.981070128970906
1739209686.9494002;-45.120503652039325
1739209686.9494038;-45.120503652039325
1739209686.949407;-38.13080360867914
1739209686.9494107;-28.58837851428586
1739209686.949414;-28.992665084841942
1739209686.9494176;-45.120503652039325
1739209686.949421;-38.13080360867914
1739209686.9494245;-45.120503652039325
1739209686.9494278;-33.981070128970906
1739209686.9494314;-45.120503652039325
1739209686.9494348;-38.13080360867914
1739209686.9494383;-45.120503652039325
1739209686.949442;-38.13080360867914
1739209686.9494452;-45.120503652039325
1739209686.9494488;-38.13080360867914
1739209686.9494522;-38.13080360867914
1739209686.9494557;-45.120503652039325
1739209686.949459;-45.120503652039325
1739209686.9494627;-38.13080360867914
1739209686.949466;-38.13080360867914
1739209686.9494696;-31.141103565318915
1739209686.949473;-45.120503652039325
1739209686.9494765;-38.13080360867914
1739209686.9494798;-45.120503652039325
1739209686.9494834;-45.120503652039325
1739209686.9494867;-45.120503652039325
1739209686.9494903;-45.120503652039325
1739209686.9494936;-38.13080360867914
1739209686.9494972;-33.981070128970906
1739209686.9495006;-45.120503652039325
1739209686.9495041;-38.13080360867914
1739209686.9495075;-38.13080360867914
1739209686.949511;-45.120503652039325
1739209686.9495144;-38.13080360867914
1739209686.949518;-45.120503652039325
1739209686.9495213;-45.120503652039325
1739209686.9495249;-45.120503652039325
1739209686.9495282;-45.120503652039325
1739209686.9495318;-38.13080360867914
1739209686.9495351;-38.13080360867914
1739209686.9495387;-38.13080360867914
1739209686.949542;-45.120503652039325
1739209686.9495456;-38.13080360867914
1739209686.949549;-38.13080360867914
1739209686.9495525;-31.141103565318915
1739209686.9495559;-35.57807855764607
1739209686.9495595;-45.120503652039325
1739209686.949563;-38.13080360867914
1739209686.9495664;-38.13080360867914
1739209686.94957;-45.120503652039325
1739209686.9495733;-45.120503652039325
1739209686.9495769;-38.13080360867914
1739209686.9495802;-31.141103565318915
1739209686.9495838;-45.120503652039325
1739209686.949587;-38.13080360867914
1739209686.9495907;-45.120503652039325
1739209686.949594;-45.120503652039325
1739209686.9495976;-45.120503652039325
1739209686.949601;-38.13080360867914
1739209686.9496045;-35.57807855764607
1739209686.9496078;-28.58837851428586
1739209686.9496114;-45.120503652039325
1739209686.9496148;-38.13080360867914
1739209686.9496183;-35.57807855764607
1739209686.9496217;-33.981070128970906
1739209686.9496253;-45.120503652039325
1739209686.9496286;-38.13080360867914
1739209686.9496322;-35.57807855764607
1739209686.9496355;-31.141103565318915
1739209686.949639;-38.13080360867914
1739209686.9496424;-45.120503652039325
1739209686.949646;-33.981070128970906
1739209686.9496493;-45.120503652039325
1739209686.949653;-45.120503652039325
1739209686.9496562;-33.981070128970906
1739209686.9496598;-38.13080360867914
1739209686.9496632;-33.981070128970906
1739209686.9496667;-33.981070128970906
1739209686.94967;-33.981070128970906
1739209686.9496737;-45.120503652039325
1739209686.949677;-45.120503652039325
1739209686.9496806;-38.13080360867914
1739209686.949684;-45.120503652039325
1739209686.9496875;-38.13080360867914
1739209686.949691;-35.57807855764607
1739209686.9496944;-33.981070128970906
1739209686.949698;-45.120503652039325
1739209686.9497013;-35.57807855764607
1739209686.949705;-45.120503652039325
1739209686.9497082;-38.13080360867914
1739209686.9497118;-38.13080360867914
1739209686.9497151;-45.120503652039325
1739209686.9497187;-38.13080360867914
1739209686.949722;-45.120503652039325
1739209686.9497256;-45.120503652039325
1739209686.949729;-38.13080360867914
1739209686.9497325;-35.57807855764607
1739209686.9497359;-45.120503652039325
1739209686.9497395;-45.120503652039325
1739209686.9497428;-38.13080360867914
1739209686.9497464;-38.13080360867914
1739209686.9497497;-38.13080360867914
1739209686.9497533;-45.120503652039325
1739209686.9497566;-38.13080360867914
1739209686.9497602;-45.120503652039325
1739209686.9497635;-32.816014438256545
1739209686.949767;-38.13080360867914
1739209686.9497705;-38.13080360867914
1739209686.949774;-32.816014438256545
1739209686.9497774;-38.13080360867914
1739209686.949781;-45.120503652039325
1739209686.9497843;-45.120503652039325
1739209686.9497879;-38.13080360867914
1739209686.9497912;-45.120503652039325
1739209686.9497948;-45.120503652039325
1739209686.949798;-35.57807855764607
1739209686.9498017;-38.13080360867914
1739209686.949805;-45.120503652039325
1739209686.9498086;-33.981070128970906
1739209686.949812;-45.120503652039325
1739209686.9498155;-38.13080360867914
1739209686.949819;-32.816014438256545
1739209686.9498224;-33.981070128970906
1739209686.949826;-45.120503652039325
1739209686.9498293;-38.13080360867914
1739209686.949833;-33.981070128970906
1739209686.9498363;-45.120503652039325
1739209686.9498398;-45.120503652039325
1739209686.9498432;-45.120503652039325
1739209686.9498467;-45.120503652039325
1739209686.94985;-45.120503652039325
1739209686.9498537;-38.13080360867914
1739209686.949857;-45.120503652039325
1739209686.9498606;-45.120503652039325
1739209686.949864;-35.57807855764607
1739209686.9498675;-38.13080360867914
1739209686.9498708;-45.120503652039325
1739209686.9498744;-38.13080360867914
1739209686.9498777;-38.13080360867914
1739209686.9498813;-38.13080360867914
1739209686.9498847;-45.120503652039325
1739209686.9498882;-38.13080360867914
1739209686.9498916;-38.13080360867914
1739209686.9498951;-45.120503652039325
1739209686.9498985;-45.120503652039325
1739209686.949902;-38.13080360867914
1739209686.9499054;-35.57807855764607
1739209686.949909;-35.57807855764607
1739209686.9499123;-38.13080360867914
1739209686.949916;-45.120503652039325
1739209686.9499192;-45.120503652039325
1739209686.9499228;-45.120503652039325
1739209686.9499261;-45.120503652039325
1739209686.9499297;-45.120503652039325
1739209686.949933;-45.120503652039325
1739209686.9499366;-45.120503652039325
1739209686.94994;-45.120503652039325
1739209686.9499435;-30.49652367304973
1739209686.949947;-32.816014438256545
1739209686.9499505;-45.120503652039325
1739209686.949954;-38.13080360867914
1739209686.9499574;-38.13080360867914
1739209686.949961;-33.981070128970906
1739209686.9499643;-45.120503652039325
1739209686.9499679;-38.13080360867914
1739209686.9499712;-38.13080360867914
1739209686.9499748;-45.120503652039325
1739209686.949978;-45.120503652039325
1739209686.9499817;-45.120503652039325
1739209686.949985;-35.57807855764607
1739209686.9499886;-45.120503652039325
1739209686.949992;-35.57807855764607
1739209686.9499955;-45.120503652039325
1739209686.9499989;-32.816014438256545
1739209686.9500024;-31.141103565318915
1739209686.9500058;-38.13080360867914
1739209686.9500093;-35.57807855764607
1739209686.9500127;-45.120503652039325
1739209686.9500163;-33.981070128970906
1739209686.9500196;-38.13080360867914
1739209686.9500232;-45.120503652039325
1739209686.9500265;-38.13080360867914
1739209686.95003;-45.120503652039325
1739209686.9500334;-45.120503652039325
1739209686.950037;-45.120503652039325
1739209686.9500403;-45.120503652039325
1739209686.950044;-45.120503652039325
1739209686.9500473;-45.120503652039325
1739209686.9500508;-45.120503652039325
1739209686.9500542;-38.13080360867914
1739209686.9500577;-45.120503652039325
1739209686.950061;-45.120503652039325
1739209686.9500647;-45.120503652039325
1739209686.9500682;-38.13080360867914
1739209686.9500716;-38.13080360867914
1739209686.9500751;-45.120503652039325
1739209686.9500785;-45.120503652039325
1739209686.950082;-38.13080360867914
1739209686.9500854;-31.141103565318915
1739209686.950089;-45.120503652039325
1739209686.9500923;-38.13080360867914
1739209686.950096;-38.13080360867914
1739209686.9500992;-45.120503652039325
1739209686.9501028;-38.13080360867914
1739209686.9501061;-35.57807855764607
1739209686.9501097;-38.13080360867914
1739209686.950113;-33.981070128970906
1739209686.9501166;-38.13080360867914
1739209686.95012;-38.13080360867914
1739209686.9501235;-32.816014438256545
1739209686.950127;-45.120503652039325
1739209686.9501305;-35.57807855764607
1739209686.9501338;-38.13080360867914
1739209686.9501374;-38.13080360867914
1739209686.9501407;-28.992665084841942
1739209686.9501443;-45.120503652039325
1739209686.9501476;-38.13080360867914
1739209686.9501512;-38.13080360867914
1739209686.9501545;-33.981070128970906
1739209686.950158;-38.13080360867914
1739209686.9501615;-45.120503652039325
1739209686.950165;-38.13080360867914
1739209686.9501684;-31.14110356531892
1739209686.950172;-45.120503652039325
1739209686.9501753;-38.13080360867914
1739209686.9501789;-45.120503652039325
1739209686.9501822;-38.13080360867914
1739209686.9501858;-45.120503652039325
1739209686.950189;-45.120503652039325
1739209686.9501927;-38.13080360867914
1739209686.9501963;-27.267205301931607
1739209686.9501996;-38.13080360867914
1739209686.9502032;-45.120503652039325
1739209686.9502065;-45.120503652039325
1739209686.95021;-33.981070128970906
1739209686.9502134;-38.13080360867914
1739209686.950217;-45.120503652039325
1739209686.9502203;-45.120503652039325
1739209686.950224;-27.877744956031414
1739209686.9502273;-38.13080360867914
1739209686.9502308;-45.120503652039325
1739209686.9502342;-38.13080360867914
1739209686.9502378;-38.13080360867914
1739209686.950241;-38.13080360867914
1739209686.9502447;-38.13080360867914
1739209686.950248;-45.120503652039325
1739209686.9502516;-33.981070128970906
1739209686.950255;-38.13080360867914
1739209686.9502585;-35.57807855764607
1739209686.9502618;-38.13080360867914
1739209686.9502654;-45.120503652039325
1739209686.9502687;-45.120503652039325
1739209686.9502723;-45.120503652039325
1739209686.9502757;-45.120503652039325
1739209686.9502792;-33.981070128970906
1739209686.9502826;-38.13080360867914
1739209686.9502861;-45.120503652039325
1739209686.9502895;-45.120503652039325
1739209686.950293;-45.120503652039325
1739209686.9502964;-45.120503652039325
1739209686.9503;-45.120503652039325
1739209686.9503033;-35.57807855764607
1739209686.950307;-38.13080360867914
1739209686.9503102;-38.13080360867914
1739209686.9503138;-45.120503652039325
1739209686.9503171;-38.13080360867914
1739209686.9503207;-35.57807855764607
1739209686.9503243;-38.13080360867914
1739209686.9503276;-38.13080360867914
1739209686.9503312;-38.13080360867914
1739209686.9503345;-45.120503652039325
1739209686.9503381;-38.13080360867914
1739209686.9503415;-38.13080360867914
1739209686.950345;-38.13080360867914
1739209686.9503484;-45.120503652039325
1739209686.950352;-45.120503652039325
1739209686.9503553;-38.13080360867914
1739209686.9503589;-38.13080360867914
1739209686.9503622;-27.267205301931607
1739209686.9503658;-31.141103565318915
1739209686.9503691;-33.981070128970906
1739209686.9503727;-45.120503652039325
1739209686.950376;-38.13080360867914
1739209686.9503796;-45.120503652039325
1739209686.950383;-45.120503652039325
1739209686.9503865;-45.120503652039325
1739209686.9503899;-45.120503652039325
1739209686.9503934;-38.13080360867914
1739209686.9503968;-35.57807855764607
1739209686.9504004;-45.120503652039325
1739209686.9504037;-45.120503652039325
1739209686.9504073;-38.13080360867914
1739209686.9504106;-38.13080360867914
1739209686.9504142;-45.120503652039325
1739209686.9504175;-33.981070128970906
1739209686.950421;-28.992665084841942
1739209686.9504244;-45.120503652039325
1739209686.950428;-45.120503652039325
1739209686.9504313;-38.13080360867914
1739209686.950435;-38.13080360867914
1739209686.9504383;-45.120503652039325
1739209686.9504418;-45.120503652039325
1739209686.9504452;-45.120503652039325
1739209686.9504488;-38.13080360867914
1739209686.9504523;-38.13080360867914
1739209686.9504557;-45.120503652039325
1739209686.9504592;-45.120503652039325
1739209686.9504626;-35.57807855764607
1739209686.9504662;-38.13080360867914
1739209686.9504695;-45.120503652039325
1739209686.950473;-33.981070128970906
1739209686.9504764;-30.49652367304973
1739209686.95048;-45.120503652039325
1739209686.9504833;-45.120503652039325
1739209686.950487;-38.13080360867914
1739209686.9504902;-38.13080360867914
1739209686.9504938;-45.120503652039325
1739209686.9504972;-45.120503652039325
1739209686.9505007;-38.13080360867914
1739209686.950504;-45.120503652039325
1739209686.9505076;-38.13080360867914
1739209686.950511;-38.13080360867914
1739209686.9505146;-45.120503652039325
1739209686.950518;-38.13080360867914
1739209686.9505215;-33.981070128970906
1739209686.9505248;-45.120503652039325
1739209686.9505284;-45.120503652039325
1739209686.9505317;-38.13080360867914
1739209686.9505353;-35.57807855764607
1739209686.9505386;-38.13080360867914
1739209686.9505422;-45.120503652039325
1739209686.9505455;-45.120503652039325
1739209686.9505491;-38.13080360867914
1739209686.9505525;-38.13080360867914
1739209686.950556;-45.120503652039325
1739209686.9505594;-32.816014438256545
1739209686.950563;-38.13080360867914
1739209686.9505663;-45.120503652039325
1739209686.9505699;-38.13080360867914
1739209686.9505732;-35.57807855764607
1739209686.9505768;-45.120503652039325
1739209686.9505804;-45.120503652039325
1739209686.9505837;-38.13080360867914
1739209686.9505873;-45.120503652039325
1739209686.9505906;-45.120503652039325
1739209686.9505942;-45.120503652039325
1739209686.9505975;-45.120503652039325
1739209686.950601;-45.120503652039325
1739209686.9506044;-35.57807855764607
1739209686.950608;-38.13080360867914
1739209686.9506114;-45.120503652039325
1739209686.950615;-32.816014438256545
1739209686.9506183;-38.13080360867914
1739209686.9506218;-38.13080360867914
1739209686.9506252;-45.120503652039325
1739209686.9506288;-45.120503652039325
1739209686.950632;-45.120503652039325
1739209686.9506357;-35.57807855764607
1739209686.950639;-38.13080360867914
1739209686.9506426;-45.120503652039325
1739209686.950646;-45.120503652039325
1739209686.9506495;-45.120503652039325
1739209686.9506528;-38.13080360867914
1739209686.9506564;-38.13080360867914
1739209686.9506598;-38.13080360867914
1739209686.9506633;-45.120503652039325
1739209686.9506667;-45.120503652039325
1739209686.9506702;-45.120503652039325
1739209686.9506736;-45.120503652039325
1739209686.9506772;-45.120503652039325
1739209686.9506805;-38.13080360867914
1739209686.950684;-45.120503652039325
1739209686.9506874;-38.13080360867914
1739209686.950691;-32.816014438256545
1739209686.9506943;-38.13080360867914
1739209686.950698;-45.120503652039325
1739209686.9507015;-38.13080360867914
1739209686.9507048;-35.57807855764607
1739209686.9507084;-38.13080360867914
1739209686.9507117;-45.120503652039325
1739209686.9507153;-45.120503652039325
1739209686.9507186;-38.13080360867914
1739209686.9507222;-38.13080360867914
1739209686.9507256;-38.13080360867914
1739209686.9507291;-33.981070128970906
1739209686.9507325;-38.13080360867914
1739209686.950736;-33.981070128970906
1739209686.9507394;-45.120503652039325
1739209686.950743;-45.120503652039325
1739209686.9507463;-35.57807855764607
1739209686.9507499;-38.13080360867914
1739209686.9507532;-45.120503652039325
1739209686.9507568;-38.13080360867914
1739209686.9507601;-35.57807855764607
1739209686.9507637;-38.13080360867914
1739209686.950767;-38.13080360867914
1739209686.9507706;-33.981070128970906
1739209686.950774;-38.13080360867914
1739209686.9507775;-38.13080360867914
1739209686.9507809;-45.120503652039325
1739209686.9507844;-38.13080360867914
1739209686.9507878;-35.57807855764607
1739209686.9507914;-38.13080360867914
1739209686.9507947;-45.120503652039325
1739209686.9507983;-38.13080360867914
1739209686.9508016;-38.13080360867914
1739209686.9508052;-38.13080360867914
1739209686.9508085;-45.120503652039325
1739209686.950812;-38.13080360867914
1739209686.9508154;-35.57807855764607
1739209686.950819;-38.13080360867914
1739209686.9508224;-45.120503652039325
1739209686.950826;-38.13080360867914
1739209686.9508295;-38.13080360867914
1739209686.9508328;-45.120503652039325
1739209686.9508364;-35.57807855764607
1739209686.9508398;-45.120503652039325
1739209686.9508433;-35.57807855764607
1739209686.9508467;-38.13080360867914
1739209686.9508502;-38.13080360867914
1739209686.9508536;-33.981070128970906
1739209686.9508572;-45.120503652039325
1739209686.9508605;-33.981070128970906
1739209686.950864;-45.120503652039325
1739209686.9508674;-45.120503652039325
1739209686.950871;-35.57807855764607
1739209686.9508743;-35.57807855764607
1739209686.950878;-45.120503652039325
1739209686.9508812;-45.120503652039325
1739209686.9508848;-32.816014438256545
1739209686.9508882;-38.13080360867914
1739209686.9508917;-38.13080360867914
1739209686.950895;-28.58837851428586
1739209686.9508986;-38.13080360867914
1739209686.950902;-38.13080360867914
1739209686.9509056;-45.120503652039325
1739209686.950909;-33.981070128970906
1739209686.9509125;-32.816014438256545
1739209686.9509158;-38.13080360867914
1739209686.9509194;-45.120503652039325
1739209686.9509227;-33.981070128970906
1739209686.9509263;-38.13080360867914
1739209686.9509296;-38.13080360867914
1739209686.9509332;-45.120503652039325
1739209686.9509366;-45.120503652039325
1739209686.9509401;-45.120503652039325
1739209686.9509435;-45.120503652039325
1739209686.950947;-38.13080360867914
1739209686.9509504;-31.141103565318915
1739209686.950954;-33.981070128970906
1739209686.9509575;-45.120503652039325
1739209686.9509609;-45.120503652039325
1739209686.9509645;-38.13080360867914
1739209686.9509678;-38.13080360867914
1739209686.9509714;-38.13080360867914
1739209686.9509747;-45.120503652039325
1739209686.9509783;-38.13080360867914
1739209686.9509816;-45.120503652039325
1739209686.9509852;-45.120503652039325
1739209686.9509885;-45.120503652039325
1739209686.950992;-33.981070128970906
1739209686.9509954;-45.120503652039325
1739209686.950999;-45.120503652039325
1739209686.9510024;-45.120503652039325
1739209686.951006;-38.13080360867914
1739209686.9510093;-38.13080360867914
1739209686.9510128;-45.120503652039325
1739209686.9510162;-45.120503652039325
1739209686.9510198;-45.120503652039325
1739209686.951023;-45.120503652039325
1739209686.9510267;-45.120503652039325
1739209686.95103;-38.13080360867914
1739209686.9510336;-38.13080360867914
1739209686.951037;-45.120503652039325
1739209686.9510405;-45.120503652039325
1739209686.9510438;-45.120503652039325
1739209686.9510474;-45.120503652039325
1739209686.9510508;-45.120503652039325
1739209686.9510543;-45.120503652039325
1739209686.9510577;-35.57807855764607
1739209686.9510612;-38.13080360867914
1739209686.9510646;-38.13080360867914
1739209686.9510682;-38.13080360867914
1739209686.9510715;-38.13080360867914
1739209686.951075;-38.13080360867914
1739209686.9510784;-45.120503652039325
1739209686.951082;-33.981070128970906
1739209686.9510856;-45.120503652039325
1739209686.951089;-35.57807855764607
1739209686.9510925;-30.49652367304973
1739209686.9510958;-38.13080360867914
1739209686.9510994;-45.120503652039325
1739209686.9511027;-35.57807855764607
1739209686.9511063;-38.13080360867914
1739209686.9511096;-45.120503652039325
1739209686.9511132;-35.57807855764607
1739209686.9511166;-45.120503652039325
1739209686.9511201;-33.981070128970956
1739209686.9511235;-45.120503652039325
1739209686.951127;-38.13080360867914
1739209686.9511304;-33.981070128970906
1739209686.951134;-38.13080360867914
1739209686.9511373;-38.13080360867914
1739209686.9511409;-45.120503652039325
1739209686.9511442;-35.57807855764607
1739209686.9511478;-32.816014438256545
1739209686.9511511;-45.120503652039325
1739209686.9511547;-45.120503652039325
1739209686.951158;-45.120503652039325
1739209686.9511616;-45.120503652039325
1739209686.951165;-38.13080360867914
1739209686.9511685;-38.13080360867914
1739209686.9511719;-45.120503652039325
1739209686.9511755;-45.120503652039325
1739209686.9511788;-38.13080360867914
1739209686.9511824;-38.13080360867914
1739209686.9511857;-45.120503652039325
1739209686.9511893;-35.57807855764607
1739209686.9511926;-33.981070128970906
1739209686.9511962;-33.981070128970906
1739209686.9511995;-33.981070128970906
1739209686.951203;-45.120503652039325
1739209686.9512067;-45.120503652039325
1739209686.95121;-38.13080360867914
1739209686.9512136;-45.120503652039325
1739209686.951217;-35.57807855764607
1739209686.9512205;-45.120503652039325
1739209686.9512239;-45.120503652039325
1739209686.9512274;-38.13080360867914
1739209686.9512308;-38.13080360867914
1739209686.9512343;-35.57807855764607
1739209686.9512377;-31.141103565318915
1739209686.9512413;-32.816014438256545
1739209686.9512446;-45.120503652039325
1739209686.9512482;-33.981070128970906
1739209686.9512515;-32.816014438256545
1739209686.951255;-38.13080360867914
1739209686.9512584;-45.120503652039325
1739209686.951262;-38.13080360867914
