CAN Message; 0x1d3:0000b18ecf8c1f24
1739209687.241944;-45.120503652039325
1739209687.2419512;-38.13080360867914
1739209687.2419581;-38.13080360867914
1739209687.2419653;-45.120503652039325
1739209687.2419724;-45.120503652039325
1739209687.2419794;-38.13080360867914
1739209687.2419865;-38.13080360867914
1739209687.2419937;-45.120503652039325
1739209687.2420006;-38.13080360867914
1739209687.2420077;-45.120503652039325
1739209687.2420146;-38.13080360867914
1739209687.2420218;-38.13080360867914
1739209687.242029;-38.13080360867914
1739209687.2420359;-33.981070128970906
1739209687.242043;-33.981070128970906
1739209687.2420502;-35.57807855764607
1739209687.242057;-45.120503652039325
1739209687.2420642;-45.120503652039325
1739209687.2420714;-38.13080360867914
1739209687.2420783;-45.120503652039325
1739209687.2420855;-45.120503652039325
1739209687.2420926;-38.13080360867914
1739209687.2420995;-31.141103565318915
1739209687.2421067;-38.13080360867914
1739209687.2421138;-45.120503652039325
1739209687.2421207;-38.13080360867914
1739209687.242128;-38.13080360867914
1739209687.242135;-38.13080360867914
1739209687.242142;-38.13080360867914
1739209687.242149;-38.13080360867914
1739209687.242156;-28.58837851428586
1739209687.2421632;-38.13080360867914
1739209687.2421703;-38.13080360867914
1739209687.2421772;-45.120503652039325
1739209687.2421844;-45.120503652039325
1739209687.2421916;-45.120503652039325
1739209687.2421985;-45.120503652039325
1739209687.2422056;-38.13080360867914
1739209687.2422128;-38.13080360867914
1739209687.2422197;-45.120503652039325
1739209687.2422268;-45.120503652039325
1739209687.242234;-38.13080360867914
1739209687.242241;-38.13080360867914
1739209687.242248;-38.13080360867914
1739209687.2422552;-45.120503652039325
1739209687.2422621;-45.120503652039325
1739209687.2422693;-35.57807855764607
1739209687.2422764;-38.13080360867914
1739209687.2422833;-45.120503652039325
1739209687.2422905;-45.120503652039325
1739209687.2422976;-45.120503652039325
1739209687.2423046;-35.57807855764607
1739209687.2423117;-38.13080360867914
1739209687.2423186;-45.120503652039325
1739209687.2423258;-33.981070128970906
1739209687.242333;-38.13080360867914
1739209687.2423398;-38.13080360867914
1739209687.242347;-45.120503652039325
1739209687.2423542;-38.13080360867914
1739209687.242361;-38.13080360867914
1739209687.2423682;-45.120503652039325
1739209687.2423754;-45.120503652039325
1739209687.2423823;-32.816014438256545
1739209687.2423894;-38.13080360867914
1739209687.2423966;-38.13080360867914
1739209687.2424035;-45.120503652039325
1739209687.2424107;-38.13080360867914
1739209687.2424178;-38.13080360867914
1739209687.2424247;-38.13080360867914
1739209687.2424319;-45.120503652039325
1739209687.242439;-28.992665084841942
1739209687.242446;-35.57807855764607
1739209687.242453;-45.120503652039325
1739209687.2424603;-45.120503652039325
1739209687.2424672;-33.981070128970906
1739209687.2424743;-38.13080360867914
1739209687.2424812;-45.120503652039325
1739209687.2424884;-33.981070128970906
1739209687.2424955;-31.14110356531892
1739209687.2425025;-45.120503652039325
1739209687.2425096;-38.13080360867914
1739209687.2425168;-35.57807855764607
1739209687.2425237;-45.120503652039325
1739209687.2425308;-45.120503652039325
1739209687.242538;-38.13080360867914
1739209687.242545;-38.13080360867914
1739209687.242552;-28.992665084841942
1739209687.2425592;-38.13080360867914
1739209687.242566;-38.13080360867914
1739209687.2425733;-35.57807855764607
1739209687.2425804;-45.120503652039325
1739209687.2425873;-45.120503652039325
1739209687.2425945;-45.120503652039325
1739209687.2426016;-45.120503652039325
1739209687.2426085;-45.120503652039325
1739209687.2426157;-45.120503652039325
1739209687.2426226;-45.120503652039325
1739209687.2426298;-38.13080360867914
1739209687.242637;-38.13080360867914
1739209687.2426438;-45.120503652039325
1739209687.242651;-45.120503652039325
1739209687.2426581;-45.120503652039325
1739209687.242665;-45.120503652039325
1739209687.2426722;-38.13080360867914
1739209687.2426794;-35.57807855764607
1739209687.2426863;-38.13080360867914
1739209687.2426934;-45.120503652039325
1739209687.2427006;-45.120503652039325
1739209687.2427075;-45.120503652039325
1739209687.2427146;-38.13080360867914
1739209687.2427218;-35.57807855764607
1739209687.2427287;-38.13080360867914
1739209687.2427359;-45.120503652039325
1739209687.242743;-38.13080360867914
1739209687.24275;-32.816014438256545
1739209687.242757;-45.120503652039325
1739209687.2427642;-45.120503652039325
1739209687.2427711;-45.120503652039325
1739209687.2427783;-45.120503652039325
1739209687.2427852;-38.13080360867914
1739209687.2427924;-38.13080360867914
1739209687.2427995;-38.13080360867914
1739209687.2428064;-45.120503652039325
1739209687.2428136;-38.13080360867914
1739209687.2428207;-38.13080360867914
1739209687.2428277;-45.120503652039325
1739209687.2428348;-33.981070128970906
1739209687.242842;-35.57807855764607
1739209687.2428489;-45.120503652039325
1739209687.242856;-32.816014438256545
1739209687.2428632;-35.57807855764607
1739209687.24287;-45.120503652039325
1739209687.2428772;-38.13080360867914
1739209687.2428844;-38.13080360867914
1739209687.2428913;-45.120503652039325
1739209687.2428985;-45.120503652039325
1739209687.2429056;-38.13080360867914
1739209687.2429125;-35.57807855764607
1739209687.2429197;-38.13080360867914
1739209687.2429266;-35.57807855764607
1739209687.2429338;-38.13080360867914
1739209687.242941;-45.120503652039325
1739209687.2429478;-35.57807855764607
1739209687.242955;-38.13080360867914
1739209687.2429621;-38.13080360867914
1739209687.242969;-38.13080360867914
1739209687.2429762;-45.120503652039325
1739209687.2429833;-45.120503652039325
1739209687.2429903;-45.120503652039325
1739209687.2429974;-45.120503652039325
1739209687.2430046;-45.120503652039325
1739209687.2430115;-45.120503652039325
1739209687.2430186;-38.13080360867914
1739209687.2430258;-45.120503652039325
1739209687.2430327;-38.13080360867914
1739209687.2430398;-35.57807855764607
1739209687.243047;-45.120503652039325
1739209687.243054;-35.57807855764607
1739209687.243061;-45.120503652039325
1739209687.2430682;-33.981070128970906
1739209687.2430751;-38.13080360867914
1739209687.2430823;-38.13080360867914
1739209687.2430892;-38.13080360867914
1739209687.2430964;-45.120503652039325
1739209687.2431035;-38.13080360867914
1739209687.2431104;-45.120503652039325
1739209687.2431176;-45.120503652039325
1739209687.2431247;-38.13080360867914
1739209687.2431316;-38.13080360867914
1739209687.2431388;-38.13080360867914
1739209687.243146;-38.13080360867914
1739209687.2431529;-38.13080360867914
1739209687.24316;-45.120503652039325
1739209687.2431672;-35.57807855764607
1739209687.243174;-45.120503652039325
1739209687.2431812;-45.120503652039325
1739209687.2431884;-45.120503652039325
1739209687.2431953;-45.120503652039325
1739209687.2432024;-45.120503652039325
1739209687.2432096;-38.13080360867914
1739209687.2432165;-45.120503652039325
1739209687.2432237;-45.120503652039325
1739209687.2432308;-45.120503652039325
1739209687.2432377;-45.120503652039325
1739209687.243245;-45.120503652039325
1739209687.2432518;-45.120503652039325
1739209687.243259;-33.981070128970906
1739209687.243266;-45.120503652039325
1739209687.243273;-38.13080360867914
1739209687.2432802;-33.981070128970906
1739209687.2432873;-45.120503652039325
1739209687.2432942;-38.13080360867914
1739209687.2433014;-38.13080360867914
1739209687.2433085;-45.120503652039325
1739209687.2433155;-45.120503652039325
1739209687.2433226;-33.981070128970906
1739209687.2433298;-38.13080360867914
1739209687.2433367;-45.120503652039325
1739209687.2433438;-45.120503652039325
1739209687.243351;-31.141103565318915
1739209687.243358;-31.141103565318915
1739209687.243365;-45.120503652039325
1739209687.2433722;-38.13080360867914
1739209687.243379;-45.120503652039325
1739209687.2433863;-45.120503652039325
1739209687.2433932;-45.120503652039325
1739209687.2434003;-38.13080360867914
1739209687.2434075;-38.13080360867914
1739209687.2434144;-33.981070128970906
1739209687.2434216;-45.120503652039325
1739209687.2434287;-38.13080360867914
1739209687.2434356;-38.13080360867914
1739209687.2434428;-38.13080360867914
1739209687.24345;-38.13080360867914
1739209687.2434568;-45.120503652039325
1739209687.243464;-38.13080360867914
1739209687.2434711;-33.981070128970906
1739209687.243478;-45.120503652039325
1739209687.2434852;-45.120503652039325
1739209687.2434924;-38.13080360867914
1739209687.2434993;-38.13080360867914
1739209687.2435064;-45.120503652039325
1739209687.2435136;-45.120503652039325
1739209687.2435205;-45.120503652039325
1739209687.2435277;-38.13080360867914
1739209687.2435348;-38.13080360867914
1739209687.2435417;-45.120503652039325
1739209687.2435489;-45.120503652039325
1739209687.2435558;-45.120503652039325
1739209687.243563;-38.13080360867914
1739209687.24357;-38.13080360867914
1739209687.243577;-38.13080360867914
1739209687.2435842;-31.141103565318915
1739209687.2435913;-45.120503652039325
1739209687.2435982;-38.13080360867914
1739209687.2436054;-29.438486411369333
1739209687.2436125;-38.13080360867914
1739209687.2436194;-38.13080360867914
1739209687.2436266;-45.120503652039325
1739209687.2436337;-45.120503652039325
1739209687.2436407;-30.49652367304973
1739209687.2436478;-45.120503652039325
1739209687.243655;-45.120503652039325
1739209687.2436619;-45.120503652039325
1739209687.243669;-38.13080360867914
1739209687.2436762;-35.57807855764607
1739209687.243683;-38.13080360867914
1739209687.2436903;-38.13080360867914
1739209687.2436972;-33.981070128970906
1739209687.2437043;-38.13080360867914
1739209687.2437115;-38.13080360867914
1739209687.2437184;-45.120503652039325
1739209687.2437255;-45.120503652039325
1739209687.2437327;-38.13080360867914
1739209687.2437396;-38.13080360867914
1739209687.2437468;-45.120503652039325
1739209687.243754;-33.981070128970906
1739209687.2437608;-35.57807855764607
1739209687.243768;-38.13080360867914
1739209687.2437751;-45.120503652039325
1739209687.243782;-38.13080360867914
1739209687.2437892;-45.120503652039325
1739209687.2437963;-45.120503652039325
1739209687.2438033;-38.13080360867914
1739209687.2438104;-38.13080360867914
1739209687.2438176;-38.13080360867914
1739209687.2438245;-38.13080360867914
1739209687.2438316;-45.120503652039325
1739209687.2438388;-32.816014438256545
1739209687.2438457;-32.816014438256545
1739209687.2438529;-38.13080360867914
1739209687.2438598;-38.13080360867914
1739209687.243867;-45.120503652039325
1739209687.243874;-38.13080360867914
1739209687.243881;-38.13080360867914
1739209687.2438881;-45.120503652039325
1739209687.2438953;-45.120503652039325
1739209687.2439022;-38.13080360867914
1739209687.2439094;-38.13080360867914
1739209687.2439165;-45.120503652039325
1739209687.2439234;-38.13080360867914
1739209687.2439306;-38.13080360867914
1739209687.2439377;-38.13080360867914
1739209687.2439446;-35.57807855764607
1739209687.2439518;-33.981070128970906
1739209687.243959;-45.120503652039325
1739209687.2439659;-45.120503652039325
1739209687.243973;-45.120503652039325
1739209687.2439802;-35.57807855764607
1739209687.243987;-29.438486411369333
1739209687.2439942;-38.13080360867914
1739209687.2440014;-38.13080360867914
1739209687.2440083;-38.13080360867914
1739209687.2440155;-38.13080360867914
1739209687.2440224;-45.120503652039325
1739209687.2440295;-38.13080360867914
1739209687.2440367;-45.120503652039325
1739209687.2440436;-45.120503652039325
1739209687.2440507;-45.120503652039325
1739209687.244058;-45.120503652039325
1739209687.2440648;-45.120503652039325
1739209687.244072;-45.120503652039325
1739209687.244079;-38.13080360867914
1739209687.244086;-35.57807855764607
1739209687.2440932;-38.13080360867914
1739209687.2441003;-45.120503652039325
1739209687.2441072;-38.13080360867914
1739209687.2441144;-38.13080360867914
1739209687.2441216;-38.13080360867914
1739209687.2441285;-38.13080360867914
1739209687.2441356;-45.120503652039325
1739209687.2441428;-45.120503652039325
1739209687.2441497;-38.13080360867914
1739209687.2441568;-31.141103565318893
1739209687.2441638;-45.120503652039325
1739209687.244171;-38.13080360867914
1739209687.244178;-38.13080360867914
1739209687.244185;-45.120503652039325
1739209687.2441921;-38.13080360867914
1739209687.2441993;-35.57807855764607
1739209687.2442062;-45.120503652039325
1739209687.2442133;-30.49652367304976
1739209687.2442205;-38.13080360867914
1739209687.2442274;-35.57807855764607
1739209687.2442346;-45.120503652039325
1739209687.2442417;-45.120503652039325
1739209687.2442486;-38.13080360867914
1739209687.2442558;-38.13080360867914
1739209687.244263;-38.13080360867914
1739209687.2442698;-27.8777449560314
1739209687.244277;-38.13080360867914
1739209687.2442842;-35.57807855764607
1739209687.244291;-38.13080360867914
1739209687.2442982;-45.120503652039325
1739209687.2443054;-38.13080360867914
1739209687.2443123;-35.57807855764607
1739209687.2443194;-38.13080360867914
1739209687.2443264;-33.981070128970956
1739209687.2443335;-38.13080360867914
1739209687.2443407;-32.816014438256545
1739209687.2443476;-45.120503652039325
1739209687.2443547;-33.981070128970956
1739209687.2443619;-38.13080360867914
1739209687.2443688;-35.57807855764607
1739209687.244376;-38.13080360867914
1739209687.244383;-32.816014438256545
1739209687.24439;-33.981070128970906
1739209687.2443972;-32.816014438256545
1739209687.2444043;-38.13080360867914
1739209687.2444112;-38.13080360867914
1739209687.2444184;-35.57807855764607
1739209687.2444255;-38.13080360867914
1739209687.2444324;-45.120503652039325
1739209687.2444396;-45.120503652039325
1739209687.2444468;-35.57807855764607
1739209687.2444537;-35.57807855764607
1739209687.2444608;-45.120503652039325
1739209687.2444677;-45.120503652039325
1739209687.244475;-38.13080360867914
1739209687.244482;-35.57807855764607
1739209687.244489;-35.57807855764607
1739209687.244496;-38.13080360867914
1739209687.2445033;-45.120503652039325
1739209687.2445102;-45.120503652039325
1739209687.2445173;-45.120503652039325
1739209687.2445245;-45.120503652039325
1739209687.2445314;-38.13080360867914
1739209687.2445385;-38.13080360867914
1739209687.2445457;-45.120503652039325
1739209687.2445526;-26.991370085610722
1739209687.2445598;-32.816014438256545
1739209687.244567;-38.13080360867914
1739209687.2445738;-38.13080360867914
1739209687.244581;-38.13080360867914
1739209687.2445881;-38.13080360867914
1739209687.244595;-38.13080360867914
1739209687.2446022;-33.981070128970906
1739209687.2446094;-45.120503652039325
1739209687.2446163;-38.13080360867914
1739209687.2446234;-32.816014438256545
1739209687.2446303;-45.120503652039325
1739209687.2446375;-38.13080360867914
1739209687.2446446;-38.13080360867914
1739209687.2446516;-38.13080360867914
1739209687.2446587;-38.13080360867914
1739209687.2446659;-45.120503652039325
1739209687.2446728;-38.13080360867914
1739209687.24468;-32.816014438256545
1739209687.244687;-38.13080360867914
1739209687.244694;-45.120503652039325
1739209687.2447011;-45.120503652039325
1739209687.2447083;-38.13080360867914
1739209687.2447152;-45.120503652039325
1739209687.2447224;-38.13080360867914
1739209687.2447295;-35.57807855764607
1739209687.2447364;-38.13080360867914
1739209687.2447436;-38.13080360867914
1739209687.2447507;-38.13080360867914
1739209687.2447577;-33.981070128970906
1739209687.2447648;-38.13080360867914
1739209687.2447717;-38.13080360867914
1739209687.2447789;-45.120503652039325
1739209687.244786;-45.120503652039325
1739209687.244793;-38.13080360867914
1739209687.2448;-38.13080360867914
1739209687.2448072;-45.120503652039325
1739209687.2448142;-38.13080360867914
1739209687.2448213;-35.57807855764607
1739209687.2448285;-38.13080360867914
1739209687.2448354;-45.120503652039325
1739209687.2448425;-45.120503652039325
1739209687.2448497;-38.13080360867914
1739209687.2448566;-38.13080360867914
1739209687.2448637;-45.120503652039325
1739209687.244871;-45.120503652039325
1739209687.2448778;-38.13080360867914
1739209687.244885;-38.13080360867914
1739209687.2448921;-45.120503652039325
1739209687.244899;-33.981070128970906
1739209687.2449062;-38.13080360867914
1739209687.2449133;-45.120503652039325
1739209687.2449203;-38.13080360867914
1739209687.2449274;-38.13080360867914
1739209687.2449343;-35.57807855764607
1739209687.2449415;-38.13080360867914
1739209687.2449486;-45.120503652039325
1739209687.2449555;-35.57807855764607
1739209687.2449627;-38.13080360867914
1739209687.2449698;-38.13080360867914
1739209687.2449768;-45.120503652039325
1739209687.244984;-45.120503652039325
1739209687.244991;-33.981070128970906
1739209687.244998;-38.13080360867914
1739209687.2450051;-45.120503652039325
1739209687.2450123;-38.13080360867914
1739209687.2450192;-38.13080360867914
1739209687.2450264;-38.13080360867914
1739209687.2450335;-45.120503652039325
1739209687.2450404;-38.13080360867914
1739209687.2450476;-35.57807855764607
1739209687.2450547;-35.57807855764607
1739209687.2450616;-45.120503652039325
1739209687.2450688;-38.13080360867914
1739209687.245076;-38.13080360867914
1739209687.2450829;-45.120503652039325
1739209687.24509;-45.120503652039325
1739209687.245097;-45.120503652039325
1739209687.245104;-35.57807855764607
1739209687.2451112;-38.13080360867914
1739209687.2451181;-45.120503652039325
1739209687.2451253;-38.13080360867914
1739209687.2451324;-38.13080360867914
1739209687.2451394;-38.13080360867914
1739209687.2451465;-45.120503652039325
1739209687.2451537;-33.981070128970906
1739209687.2451606;-38.13080360867914
1739209687.2451677;-45.120503652039325
1739209687.245175;-45.120503652039325
1739209687.2451818;-27.267205301931607
1739209687.245189;-29.438486411369333
1739209687.245196;-45.120503652039325
1739209687.245203;-45.120503652039325
1739209687.2452102;-31.141103565318915
1739209687.2452173;-35.57807855764607
1739209687.2452242;-38.13080360867914
1739209687.2452314;-45.120503652039325
1739209687.2452383;-45.120503652039325
1739209687.2452455;-38.13080360867914
1739209687.2452526;-38.13080360867914
1739209687.2452595;-45.120503652039325
1739209687.2452667;-45.120503652039325
1739209687.2452738;-38.13080360867914
1739209687.2452807;-45.120503652039325
1739209687.245288;-45.120503652039325
1739209687.245295;-38.13080360867914
1739209687.245302;-35.57807855764607
1739209687.245309;-35.57807855764607
1739209687.2453163;-45.120503652039325
1739209687.2453232;-38.13080360867914
1739209687.2453303;-35.57807855764607
1739209687.2453375;-38.13080360867914
1739209687.2453444;-45.120503652039325
1739209687.2453516;-33.981070128970906
1739209687.2453587;-35.57807855764607
1739209687.2453656;-38.13080360867914
1739209687.2453728;-45.120503652039325
1739209687.24538;-33.981070128970906
1739209687.2453868;-32.816014438256545
1739209687.245394;-38.13080360867914
1739209687.245401;-45.120503652039325
1739209687.245408;-45.120503652039325
1739209687.2454152;-45.120503652039325
1739209687.2454221;-45.120503652039325
1739209687.2454293;-45.120503652039325
1739209687.2454364;-45.120503652039325
1739209687.2454433;-45.120503652039325
1739209687.2454505;-35.57807855764607
1739209687.2454576;-45.120503652039325
1739209687.2454646;-32.816014438256545
1739209687.2454717;-29.438486411369333
1739209687.2454789;-45.120503652039325
1739209687.2454858;-45.120503652039325
1739209687.245493;-38.13080360867914
1739209687.2455;-35.57807855764607
1739209687.245507;-38.13080360867914
1739209687.2455142;-45.120503652039325
1739209687.2455213;-45.120503652039325
1739209687.2455282;-45.120503652039325
1739209687.2455354;-45.120503652039325
1739209687.2455423;-45.120503652039325
1739209687.2455494;-38.13080360867914
1739209687.2455566;-35.57807855764607
1739209687.2455635;-38.13080360867914
1739209687.2455707;-45.120503652039325
1739209687.2455778;-38.13080360867914
1739209687.2455847;-38.13080360867914
1739209687.2455919;-45.120503652039325
1739209687.245599;-45.120503652039325
1739209687.245606;-38.13080360867914
1739209687.245613;-45.120503652039325
1739209687.2456203;-38.13080360867914
1739209687.2456272;-45.120503652039325
1739209687.2456343;-45.120503652039325
1739209687.2456415;-38.13080360867914
1739209687.2456484;-38.13080360867914
1739209687.2456555;-45.120503652039325
1739209687.2456627;-38.13080360867914
1739209687.2456696;-35.57807855764607
1739209687.2456768;-45.120503652039325
1739209687.245684;-45.120503652039325
1739209687.2456908;-38.13080360867914
1739209687.245698;-45.120503652039325
1739209687.245705;-45.120503652039325
1739209687.245712;-45.120503652039325
1739209687.2457192;-33.981070128970906
1739209687.245726;-38.13080360867914
1739209687.2457333;-33.981070128970906
1739209687.2457404;-45.120503652039325
1739209687.2457473;-38.13080360867914
1739209687.2457545;-32.816014438256545
1739209687.2457616;-38.13080360867914
1739209687.2457685;-45.120503652039325
1739209687.2457757;-38.13080360867914
1739209687.2457829;-38.13080360867914
1739209687.2457898;-45.120503652039325
1739209687.245797;-45.120503652039325
1739209687.245804;-45.120503652039325
1739209687.245811;-38.13080360867914
1739209687.2458181;-38.13080360867914
1739209687.2458253;-45.120503652039325
1739209687.2458322;-35.57807855764607
1739209687.2458394;-38.13080360867914
1739209687.2458465;-45.120503652039325
1739209687.2458534;-45.120503652039325
1739209687.2458606;-45.120503652039325
1739209687.2458675;-30.49652367304973
1739209687.2458746;-38.13080360867914
1739209687.2458818;-45.120503652039325
1739209687.2458887;-38.13080360867914
1739209687.2458959;-45.120503652039325
1739209687.245903;-38.13080360867914
1739209687.24591;-45.120503652039325
1739209687.245917;-45.120503652039325
1739209687.2459242;-38.13080360867914
