CAN Message; 0x1d3:00005a74dc933389
1739209668.3691342;-38.13080360867914
1739209668.3691425;-45.120503652039325
1739209668.3691506;-38.13080360867914
1739209668.3691587;-45.120503652039325
1739209668.3691669;-45.120503652039325
1739209668.3691752;-45.120503652039325
1739209668.3691833;-35.57807855764607
1739209668.3691914;-35.57807855764607
1739209668.3691995;-38.13080360867914
1739209668.3692079;-45.120503652039325
1739209668.369216;-38.13080360867914
1739209668.369224;-35.57807855764607
1739209668.3692322;-38.13080360867914
1739209668.3692405;-38.13080360867914
1739209668.3692486;-45.120503652039325
1739209668.3692567;-45.120503652039325
1739209668.3692648;-35.57807855764607
1739209668.3692732;-33.981070128970906
1739209668.3692813;-45.120503652039325
1739209668.3692894;-45.120503652039325
1739209668.3692975;-45.120503652039325
1739209668.3693058;-45.120503652039325
1739209668.369314;-38.13080360867914
1739209668.369322;-45.120503652039325
1739209668.3693302;-38.13080360867914
1739209668.3693385;-45.120503652039325
1739209668.3693466;-38.13080360867914
1739209668.3693547;-38.13080360867914
1739209668.3693628;-45.120503652039325
1739209668.3693712;-45.120503652039325
1739209668.3693793;-32.816014438256545
1739209668.3693874;-30.49652367304973
1739209668.3693955;-38.13080360867914
1739209668.3694038;-35.57807855764607
1739209668.369412;-38.13080360867914
1739209668.36942;-45.120503652039325
1739209668.3694282;-45.120503652039325
1739209668.3694365;-32.816014438256545
1739209668.3694446;-38.13080360867914
1739209668.3694527;-38.13080360867914
1739209668.3694608;-38.13080360867914
1739209668.3694692;-38.13080360867914
1739209668.3694773;-45.120503652039325
1739209668.3694854;-45.120503652039325
1739209668.3694935;-38.13080360867914
1739209668.3695018;-38.13080360867914
1739209668.36951;-32.816014438256545
1739209668.369518;-29.438486411369333
1739209668.3695261;-38.13080360867914
1739209668.3695345;-38.13080360867914
1739209668.3695426;-38.13080360867914
1739209668.3695507;-45.120503652039325
1739209668.3695588;-38.13080360867914
1739209668.3695672;-38.13080360867914
1739209668.3695753;-45.120503652039325
1739209668.3695834;-45.120503652039325
1739209668.3695915;-38.13080360867914
1739209668.3695998;-35.57807855764607
1739209668.369608;-45.120503652039325
1739209668.369616;-45.120503652039325
1739209668.3696241;-38.13080360867914
1739209668.3696325;-45.120503652039325
1739209668.3696406;-45.120503652039325
1739209668.3696487;-45.120503652039325
1739209668.369657;-35.57807855764607
1739209668.3696651;-35.57807855764607
1739209668.3696733;-38.13080360867914
1739209668.3696814;-45.120503652039325
1739209668.3696897;-38.13080360867914
1739209668.3696978;-38.13080360867914
1739209668.369706;-38.13080360867914
1739209668.369714;-29.438486411369333
1739209668.3697224;-45.120503652039325
1739209668.3697305;-38.13080360867914
1739209668.3697386;-38.13080360867914
1739209668.3697467;-35.57807855764607
1739209668.369755;-38.13080360867914
1739209668.3697631;-45.120503652039325
1739209668.3697712;-45.120503652039325
1739209668.3697793;-35.57807855764607
1739209668.3697877;-45.120503652039325
1739209668.3697958;-38.13080360867914
1739209668.369804;-38.13080360867914
1739209668.369812;-45.120503652039325
1739209668.3698204;-33.981070128970906
1739209668.3698285;-35.57807855764607
1739209668.3698366;-38.13080360867914
1739209668.3698447;-31.141103565318893
1739209668.369853;-33.981070128970906
1739209668.3698611;-35.57807855764607
1739209668.3698692;-35.57807855764607
1739209668.3698773;-38.13080360867914
1739209668.3698857;-45.120503652039325
1739209668.3698938;-38.13080360867914
1739209668.369902;-38.13080360867914
1739209668.36991;-45.120503652039325
1739209668.3699183;-33.981070128970906
1739209668.3699265;-38.13080360867914
1739209668.3699346;-35.57807855764607
1739209668.3699427;-35.57807855764607
1739209668.369951;-38.13080360867914
1739209668.369959;-38.13080360867914
1739209668.3699672;-45.120503652039325
1739209668.3699753;-45.120503652039325
1739209668.3699837;-45.120503652039325
1739209668.3699918;-45.120503652039325
1739209668.37;-45.120503652039325
1739209668.370008;-45.120503652039325
1739209668.3700163;-38.13080360867914
1739209668.3700244;-38.13080360867914
1739209668.3700325;-45.120503652039325
1739209668.3700407;-31.141103565318915
1739209668.370049;-32.816014438256545
1739209668.370057;-32.816014438256545
1739209668.3700652;-38.13080360867914
1739209668.3700733;-38.13080360867914
1739209668.3700817;-33.981070128970906
1739209668.3700898;-45.120503652039325
1739209668.3700979;-38.13080360867914
1739209668.370106;-45.120503652039325
1739209668.3701143;-45.120503652039325
1739209668.3701224;-38.13080360867914
1739209668.3701305;-38.13080360867914
1739209668.3701386;-45.120503652039325
1739209668.370147;-38.13080360867914
1739209668.370155;-35.57807855764607
1739209668.3701632;-38.13080360867914
1739209668.3701713;-45.120503652039325
1739209668.3701797;-45.120503652039325
1739209668.3701878;-45.120503652039325
1739209668.3701959;-45.120503652039325
1739209668.3702042;-45.120503652039325
1739209668.3702123;-45.120503652039325
1739209668.3702204;-45.120503652039325
1739209668.3702285;-38.13080360867914
1739209668.3702369;-45.120503652039325
1739209668.370245;-38.13080360867914
1739209668.370253;-35.57807855764607
1739209668.3702612;-45.120503652039325
1739209668.3702695;-45.120503652039325
1739209668.3702776;-33.981070128970906
1739209668.3702857;-38.13080360867914
1739209668.3702939;-38.13080360867914
1739209668.3703022;-45.120503652039325
1739209668.3703103;-38.13080360867914
1739209668.3703184;-35.57807855764607
1739209668.3703265;-38.13080360867914
1739209668.3703349;-45.120503652039325
1739209668.370343;-45.120503652039325
1739209668.370351;-45.120503652039325
1739209668.3703592;-45.120503652039325
1739209668.3703675;-38.13080360867914
1739209668.3703756;-33.981070128970906
1739209668.3703837;-38.13080360867914
1739209668.3703918;-38.13080360867914
1739209668.3704002;-38.13080360867914
1739209668.3704083;-35.57807855764607
1739209668.3704164;-45.120503652039325
1739209668.3704245;-38.13080360867914
1739209668.3704329;-45.120503652039325
1739209668.370441;-38.13080360867914
1739209668.370449;-45.120503652039325
1739209668.3704572;-45.120503652039325
1739209668.3704655;-38.13080360867914
1739209668.3704736;-45.120503652039325
1739209668.3704817;-38.13080360867914
1739209668.3704898;-38.13080360867914
1739209668.3704982;-35.57807855764607
1739209668.3705063;-33.981070128970906
1739209668.3705144;-38.13080360867914
1739209668.3705225;-38.13080360867914
1739209668.3705308;-35.57807855764607
1739209668.370539;-35.57807855764607
1739209668.370547;-38.13080360867914
1739209668.3705552;-45.120503652039325
1739209668.3705635;-38.13080360867914
1739209668.3705716;-38.13080360867914
1739209668.3705797;-45.120503652039325
1739209668.3705878;-45.120503652039325
1739209668.3705962;-38.13080360867914
1739209668.3706043;-38.13080360867914
1739209668.3706124;-45.120503652039325
1739209668.3706205;-45.120503652039325
1739209668.3706288;-32.816014438256545
1739209668.370637;-35.57807855764607
1739209668.370645;-45.120503652039325
1739209668.3706532;-45.120503652039325
1739209668.3706615;-45.120503652039325
1739209668.3706696;-38.13080360867914
1739209668.3706777;-45.120503652039325
1739209668.3706858;-38.13080360867914
1739209668.3706942;-38.13080360867914
1739209668.3707023;-28.992665084841942
1739209668.3707104;-33.981070128970906
1739209668.3707187;-45.120503652039325
1739209668.3707268;-38.13080360867914
1739209668.370735;-38.13080360867914
1739209668.370743;-38.13080360867914
1739209668.3707514;-38.13080360867914
1739209668.3707595;-33.981070128970906
1739209668.3707676;-38.13080360867914
1739209668.3707757;-38.13080360867914
1739209668.370784;-33.981070128970906
1739209668.3707922;-35.57807855764607
1739209668.3708003;-38.13080360867914
1739209668.3708084;-45.120503652039325
1739209668.3708167;-45.120503652039325
1739209668.3708248;-45.120503652039325
1739209668.370833;-28.992665084841942
1739209668.370841;-27.8777449560314
1739209668.3708494;-45.120503652039325
1739209668.3708575;-45.120503652039325
1739209668.3708656;-38.13080360867914
1739209668.3708737;-45.120503652039325
1739209668.370882;-38.13080360867914
1739209668.3708901;-45.120503652039325
1739209668.3708982;-45.120503652039325
1739209668.3709064;-33.981070128970906
1739209668.3709147;-38.13080360867914
1739209668.3709228;-45.120503652039325
1739209668.370931;-38.13080360867914
1739209668.370939;-31.141103565318893
1739209668.3709474;-45.120503652039325
1739209668.3709555;-45.120503652039325
1739209668.3709636;-45.120503652039325
1739209668.3709717;-38.13080360867914
1739209668.37098;-38.13080360867914
1739209668.3709881;-45.120503652039325
1739209668.3709962;-45.120503652039325
1739209668.3710043;-38.13080360867914
1739209668.3710127;-33.981070128970906
1739209668.3710208;-45.120503652039325
1739209668.371029;-30.49652367304973
1739209668.371037;-26.991370085610736
1739209668.3710454;-45.120503652039325
1739209668.3710535;-45.120503652039325
1739209668.3710616;-38.13080360867914
1739209668.3710697;-38.13080360867914
1739209668.371078;-45.120503652039325
1739209668.3710861;-45.120503652039325
1739209668.3710942;-45.120503652039325
1739209668.3711023;-45.120503652039325
1739209668.3711107;-38.13080360867914
1739209668.3711188;-45.120503652039325
1739209668.371127;-38.13080360867914
1739209668.371135;-35.57807855764607
1739209668.3711433;-45.120503652039325
1739209668.3711514;-45.120503652039325
1739209668.3711596;-38.13080360867914
1739209668.3711677;-38.13080360867914
1739209668.371176;-38.13080360867914
1739209668.371184;-45.120503652039325
1739209668.3711922;-45.120503652039325
1739209668.3712003;-45.120503652039325
1739209668.3712087;-38.13080360867914
1739209668.3712168;-38.13080360867914
1739209668.3712249;-38.13080360867914
1739209668.3712332;-35.57807855764607
1739209668.3712413;-45.120503652039325
1739209668.3712494;-45.120503652039325
1739209668.3712575;-35.57807855764607
1739209668.371266;-33.981070128970906
1739209668.371274;-45.120503652039325
1739209668.371282;-45.120503652039325
1739209668.3712902;-45.120503652039325
1739209668.3712986;-45.120503652039325
1739209668.3713067;-38.13080360867914
1739209668.3713148;-45.120503652039325
1739209668.3713229;-38.13080360867914
1739209668.3713312;-45.120503652039325
1739209668.3713393;-33.981070128970906
1739209668.3713474;-45.120503652039325
1739209668.3713555;-45.120503652039325
1739209668.3713639;-32.816014438256545
1739209668.371372;-38.13080360867914
1739209668.37138;-45.120503652039325
1739209668.3713882;-38.13080360867914
1739209668.3713965;-38.13080360867914
1739209668.3714046;-38.13080360867914
1739209668.3714128;-45.120503652039325
1739209668.3714209;-45.120503652039325
1739209668.3714292;-38.13080360867914
1739209668.3714373;-45.120503652039325
1739209668.3714454;-45.120503652039325
1739209668.3714535;-45.120503652039325
1739209668.3714619;-35.57807855764607
1739209668.37147;-38.13080360867914
1739209668.371478;-45.120503652039325
1739209668.3714862;-38.13080360867914
1739209668.3714945;-32.816014438256545
1739209668.3715026;-33.981070128970906
1739209668.3715107;-45.120503652039325
1739209668.3715189;-38.13080360867914
1739209668.3715272;-38.13080360867914
1739209668.3715353;-33.981070128970906
1739209668.3715434;-45.120503652039325
1739209668.3715515;-45.120503652039325
1739209668.3715599;-38.13080360867914
1739209668.371568;-38.13080360867914
1739209668.371576;-45.120503652039325
1739209668.3715842;-45.120503652039325
1739209668.3715925;-35.57807855764607
1739209668.3716006;-38.13080360867914
1739209668.3716087;-45.120503652039325
1739209668.3716168;-45.120503652039325
1739209668.3716252;-38.13080360867914
1739209668.3716333;-33.981070128970906
1739209668.3716414;-45.120503652039325
1739209668.3716495;-45.120503652039325
1739209668.3716578;-38.13080360867914
1739209668.371666;-38.13080360867914
1739209668.371674;-38.13080360867914
1739209668.3716822;-38.13080360867914
1739209668.3716905;-38.13080360867914
1739209668.3716986;-38.13080360867914
1739209668.3717067;-45.120503652039325
1739209668.3717148;-45.120503652039325
1739209668.3717232;-45.120503652039325
1739209668.3717313;-45.120503652039325
1739209668.3717394;-45.120503652039325
1739209668.3717475;-38.13080360867914
1739209668.3717558;-38.13080360867914
1739209668.371764;-45.120503652039325
1739209668.371772;-45.120503652039325
1739209668.3717804;-45.120503652039325
1739209668.3717885;-38.13080360867914
1739209668.3717966;-32.816014438256545
1739209668.3718047;-38.13080360867914
1739209668.371813;-45.120503652039325
1739209668.3718212;-38.13080360867914
1739209668.3718293;-33.981070128970906
1739209668.3718374;-45.120503652039325
1739209668.3718457;-38.13080360867914
1739209668.3718538;-38.13080360867914
1739209668.371862;-45.120503652039325
1739209668.37187;-45.120503652039325
1739209668.3718784;-45.120503652039325
1739209668.3718865;-35.57807855764607
1739209668.3718946;-33.981070128970906
1739209668.3719027;-45.120503652039325
1739209668.371911;-45.120503652039325
1739209668.3719192;-38.13080360867914
1739209668.3719273;-33.981070128970906
1739209668.3719354;-38.13080360867914
1739209668.3719437;-45.120503652039325
1739209668.3719518;-45.120503652039325
1739209668.37196;-31.14110356531892
1739209668.371968;-45.120503652039325
1739209668.3719764;-45.120503652039325
1739209668.3719845;-45.120503652039325
1739209668.3719926;-45.120503652039325
1739209668.3720007;-38.13080360867914
1739209668.372009;-38.13080360867914
1739209668.3720171;-45.120503652039325
1739209668.3720253;-28.992665084841942
1739209668.3720334;-45.120503652039325
1739209668.3720417;-45.120503652039325
1739209668.3720498;-35.57807855764607
1739209668.372058;-35.57807855764607
1739209668.372066;-45.120503652039325
1739209668.3720744;-45.120503652039325
1739209668.3720825;-45.120503652039325
1739209668.3720906;-31.14110356531892
1739209668.3720987;-45.120503652039325
1739209668.3769746;-38.13080360867914
1739209668.3769748;-35.57807855764607
1739209668.376975;-38.13080360867914
1739209668.3769753;-45.120503652039325
1739209668.3769755;-38.13080360867914
1739209668.3769758;-38.13080360867914
1739209668.3769763;-45.120503652039325
1739209668.3769765;-31.141103565318893
1739209668.3769767;-31.141103565318915
1739209668.376977;-45.120503652039325
1739209668.3769772;-45.120503652039325
1739209668.3769774;-45.120503652039325
1739209668.3769777;-45.120503652039325
1739209668.376978;-38.13080360867914
1739209668.3769782;-35.57807855764607
1739209668.3769784;-45.120503652039325
1739209668.3769786;-45.120503652039325
1739209668.3769789;-33.981070128970906
1739209668.3769794;-45.120503652039325
1739209668.3769796;-38.13080360867914
1739209668.3769798;-35.57807855764607
1739209668.37698;-38.13080360867914
1739209668.3769803;-38.13080360867914
1739209668.3769805;-38.13080360867914
1739209668.3769808;-38.13080360867914
1739209668.376981;-38.13080360867914
1739209668.3769813;-45.120503652039325
1739209668.3769815;-45.120503652039325
1739209668.3769817;-45.120503652039325
1739209668.376982;-45.120503652039325
1739209668.3769822;-38.13080360867914
1739209668.3769827;-35.57807855764607
1739209668.376983;-38.13080360867914
1739209668.3769832;-45.120503652039325
1739209668.3769834;-38.13080360867914
1739209668.3769836;-32.816014438256545
1739209668.376984;-38.13080360867914
1739209668.3769841;-45.120503652039325
1739209668.3769844;-45.120503652039325
1739209668.3769846;-45.120503652039325
1739209668.3769848;-45.120503652039325
1739209668.376985;-33.981070128970906
1739209668.3769853;-45.120503652039325
1739209668.3769855;-38.13080360867914
1739209668.376986;-35.57807855764607
1739209668.3769863;-38.13080360867914
1739209668.3769865;-45.120503652039325
1739209668.3769867;-38.13080360867914
1739209668.376987;-38.13080360867914
1739209668.3769872;-38.13080360867914
1739209668.3769875;-35.57807855764607
1739209668.3769877;-38.13080360867914
1739209668.376988;-45.120503652039325
1739209668.3769882;-45.120503652039325
1739209668.3769884;-38.13080360867914
1739209668.3769886;-45.120503652039325
1739209668.3769891;-45.120503652039325
1739209668.3769894;-45.120503652039325
1739209668.3769896;-35.57807855764607
1739209668.3769898;-38.13080360867914
1739209668.37699;-38.13080360867914
1739209668.3769903;-35.57807855764607
1739209668.3769906;-32.816014438256545
1739209668.3769908;-38.13080360867914
1739209668.376991;-45.120503652039325
1739209668.3769913;-38.13080360867914
1739209668.3769915;-35.57807855764607
1739209668.3769917;-45.120503652039325
1739209668.376992;-45.120503652039325
1739209668.3769925;-38.13080360867914
1739209668.3769927;-38.13080360867914
1739209668.376993;-38.13080360867914
1739209668.3769932;-45.120503652039325
1739209668.3769934;-38.13080360867914
1739209668.3769937;-38.13080360867914
1739209668.376994;-38.13080360867914
1739209668.3769941;-38.13080360867914
1739209668.3769944;-33.981070128970906
1739209668.3769946;-38.13080360867914
1739209668.3769948;-45.120503652039325
1739209668.376995;-33.981070128970906
1739209668.3769953;-33.981070128970906
1739209668.3769958;-35.57807855764607
1739209668.376996;-38.13080360867914
1739209668.3769963;-45.120503652039325
1739209668.3769965;-33.981070128970906
1739209668.3769968;-38.13080360867914
1739209668.376997;-38.13080360867914
1739209668.3769972;-38.13080360867914
1739209668.3769975;-33.981070128970906
1739209668.3769977;-38.13080360867914
1739209668.376998;-38.13080360867914
1739209668.3769982;-38.13080360867914
1739209668.3769984;-31.141103565318915
1739209668.376999;-33.981070128970906
1739209668.3769991;-45.120503652039325
1739209668.3769994;-45.120503652039325
1739209668.3769996;-33.981070128970906
1739209668.3769999;-38.13080360867914
1739209668.377;-45.120503652039325
1739209668.3770003;-45.120503652039325
1739209668.3770006;-38.13080360867914
1739209668.3770008;-38.13080360867914
1739209668.377001;-45.120503652039325
1739209668.3770013;-45.120503652039325
1739209668.3770015;-33.981070128970906
1739209668.3770018;-32.816014438256545
1739209668.3770022;-38.13080360867914
1739209668.3770025;-38.13080360867914
1739209668.3770027;-31.141103565318915
1739209668.377003;-38.13080360867914
1739209668.3770032;-45.120503652039325
1739209668.3770034;-45.120503652039325
1739209668.3770037;-45.120503652039325
1739209668.377004;-45.120503652039325
1739209668.3770041;-38.13080360867914
1739209668.3770044;-45.120503652039325
1739209668.3770046;-35.57807855764607
1739209668.3770049;-32.816014438256545
1739209668.377005;-38.13080360867914
1739209668.3770056;-45.120503652039325
1739209668.3770058;-38.13080360867914
1739209668.377006;-35.57807855764607
1739209668.3770063;-38.13080360867914
1739209668.3770065;-38.13080360867914
1739209668.3770068;-33.981070128970906
1739209668.377007;-33.981070128970906
1739209668.3770072;-38.13080360867914
1739209668.3770075;-45.120503652039325
1739209668.3770077;-38.13080360867914
1739209668.377008;-35.57807855764607
1739209668.3770082;-38.13080360867914
1739209668.3770087;-45.120503652039325
1739209668.377009;-35.57807855764607
1739209668.3770092;-35.57807855764607
1739209668.3770094;-38.13080360867914
1739209668.3770096;-45.120503652039325
1739209668.3770099;-45.120503652039325
1739209668.37701;-38.13080360867914
1739209668.3770103;-45.120503652039325
1739209668.3770106;-45.120503652039325
1739209668.3770108;-38.13080360867914
1739209668.377011;-38.13080360867914
1739209668.3770113;-45.120503652039325
1739209668.3770115;-45.120503652039325
1739209668.377012;-31.141103565318915
1739209668.3770123;-35.57807855764607
1739209668.3770125;-38.13080360867914
1739209668.3770127;-45.120503652039325
1739209668.377013;-33.981070128970906
1739209668.3770132;-32.816014438256545
1739209668.3770134;-45.120503652039325
1739209668.3770137;-45.120503652039325
1739209668.377014;-32.81601443825658
1739209668.3770142;-45.120503652039325
1739209668.3770144;-38.13080360867914
1739209668.3770146;-45.120503652039325
1739209668.3770149;-38.13080360867914
1739209668.3770154;-38.13080360867914
1739209668.3770156;-45.120503652039325
1739209668.3770158;-45.120503652039325
1739209668.377016;-28.992665084841942
1739209668.3770163;-33.981070128970906
1739209668.3770165;-45.120503652039325
1739209668.3770168;-45.120503652039325
1739209668.377017;-33.981070128970906
1739209668.3770173;-35.57807855764607
1739209668.3770175;-38.13080360867914
1739209668.3770177;-38.13080360867914
1739209668.377018;-38.13080360867914
1739209668.3770185;-38.13080360867914
1739209668.3770187;-45.120503652039325
1739209668.377019;-45.120503652039325
1739209668.3770192;-38.13080360867914
1739209668.3770194;-38.13080360867914
1739209668.3770196;-38.13080360867914
1739209668.37702;-45.120503652039325
1739209668.3770201;-45.120503652039325
1739209668.3770204;-38.13080360867914
1739209668.3770206;-38.13080360867914
1739209668.3770208;-45.120503652039325
1739209668.377021;-45.120503652039325
1739209668.3770213;-38.13080360867914
1739209668.3770218;-38.13080360867914
1739209668.377022;-45.120503652039325
1739209668.3770223;-28.58837851428586
1739209668.3770225;-30.49652367304973
1739209668.3770227;-38.13080360867914
1739209668.377023;-45.120503652039325
1739209668.3770232;-33.981070128970906
1739209668.3770235;-45.120503652039325
1739209668.3770237;-45.120503652039325
1739209668.377024;-38.13080360867914
1739209668.3770242;-45.120503652039325
1739209668.3770244;-45.120503652039325
1739209668.377025;-38.13080360867914
1739209668.3770251;-45.120503652039325
1739209668.3770254;-38.13080360867914
1739209668.3770256;-35.57807855764607
1739209668.3770258;-38.13080360867914
1739209668.377026;-45.120503652039325
1739209668.3770263;-35.57807855764607
1739209668.3770266;-31.141103565318893
1739209668.3770268;-38.13080360867914
1739209668.377027;-38.13080360867914
1739209668.3770273;-38.13080360867914
1739209668.3770275;-38.13080360867914
1739209668.3770278;-45.120503652039325
1739209668.3770282;-45.120503652039325
1739209668.3770285;-38.13080360867914
1739209668.3770287;-33.981070128970906
1739209668.377029;-38.13080360867914
1739209668.3770292;-45.120503652039325
1739209668.3770294;-38.13080360867914
1739209668.372107;-45.120503652039325
1739209668.3721151;-38.13080360867914
1739209668.3721232;-38.13080360867914
1739209668.3721313;-45.120503652039325
1739209668.3721397;-45.120503652039325
1739209668.3721478;-38.13080360867914
1739209668.372156;-33.981070128970906
1739209668.372164;-38.13080360867914
1739209668.3721724;-45.120503652039325
1739209668.3721805;-45.120503652039325
1739209668.3721886;-45.120503652039325
1739209668.3721967;-45.120503652039325
1739209668.372205;-45.120503652039325
1739209668.3722131;-45.120503652039325
1739209668.3722212;-33.981070128970906
1739209668.3722293;-35.57807855764607
1739209668.3722377;-38.13080360867914
1739209668.3722458;-45.120503652039325
1739209668.372254;-33.981070128970906
1739209668.372262;-38.13080360867914
1739209668.3722703;-45.120503652039325
1739209668.3722785;-38.13080360867914
1739209668.3722866;-38.13080360867914
1739209668.372295;-38.13080360867914
1739209668.372303;-38.13080360867914
1739209668.372311;-45.120503652039325
1739209668.3723192;-38.13080360867914
1739209668.3723276;-38.13080360867914
1739209668.3723357;-38.13080360867914
1739209668.3723438;-45.120503652039325
1739209668.372352;-33.981070128970906
1739209668.3723602;-32.816014438256545
1739209668.3723683;-38.13080360867914
1739209668.3723764;-38.13080360867914
1739209668.3723845;-45.120503652039325
1739209668.372393;-45.120503652039325
1739209668.372401;-45.120503652039325
1739209668.372409;-45.120503652039325
1739209668.3724172;-38.13080360867914
1739209668.3724256;-45.120503652039325
1739209668.3724337;-35.57807855764607
1739209668.3724418;-35.57807855764607
1739209668.3724499;-35.57807855764607
1739209668.3724582;-38.13080360867914
1739209668.3724663;-45.120503652039325
1739209668.3724744;-45.120503652039325
1739209668.3724825;-45.120503652039325
1739209668.372491;-45.120503652039325
1739209668.372499;-38.13080360867914
1739209668.372507;-38.13080360867914
1739209668.3725152;-45.120503652039325
1739209668.3725235;-33.981070128970906
1739209668.3725317;-38.13080360867914
1739209668.3725398;-35.57807855764607
1739209668.3725479;-35.57807855764607
1739209668.3725562;-38.13080360867914
1739209668.3725643;-45.120503652039325
1739209668.3725724;-45.120503652039325
1739209668.3725805;-38.13080360867914
1739209668.3725889;-45.120503652039325
1739209668.372597;-38.13080360867914
1739209668.372605;-38.13080360867914
1739209668.3726132;-45.120503652039325
1739209668.3726215;-45.120503652039325
1739209668.3726296;-33.981070128970906
1739209668.3726377;-30.49652367304973
1739209668.3726459;-45.120503652039325
1739209668.3726542;-35.57807855764607
1739209668.3726623;-38.13080360867914
1739209668.3726704;-35.57807855764607
1739209668.3726785;-38.13080360867914
1739209668.3726869;-38.13080360867914
1739209668.372695;-35.57807855764607
1739209668.372703;-45.120503652039325
1739209668.3727112;-45.120503652039325
1739209668.3727195;-45.120503652039325
1739209668.3727276;-38.13080360867914
1739209668.3727357;-45.120503652039325
1739209668.3727438;-38.13080360867914
1739209668.3727522;-45.120503652039325
1739209668.3727603;-38.13080360867914
1739209668.3727684;-32.816014438256545
1739209668.3727765;-38.13080360867914
1739209668.3727849;-38.13080360867914
1739209668.372793;-38.13080360867914
1739209668.372801;-35.57807855764607
1739209668.3728094;-45.120503652039325
1739209668.3728175;-33.981070128970906
1739209668.3728256;-32.816014438256545
1739209668.3728337;-45.120503652039325
1739209668.372842;-38.13080360867914
1739209668.3728502;-45.120503652039325
1739209668.3728583;-38.13080360867914
1739209668.3728664;-35.57807855764607
1739209668.3728747;-38.13080360867914
1739209668.3728828;-45.120503652039325
1739209668.372891;-38.13080360867914
1739209668.372899;-35.57807855764607
1739209668.3729074;-38.13080360867914
1739209668.3729155;-45.120503652039325
1739209668.3729236;-45.120503652039325
1739209668.3729317;-38.13080360867914
1739209668.37294;-38.13080360867914
1739209668.3729482;-38.13080360867914
1739209668.3729563;-38.13080360867914
1739209668.3729644;-45.120503652039325
1739209668.3729727;-45.120503652039325
1739209668.3729808;-35.57807855764607
1739209668.372989;-38.13080360867914
1739209668.372997;-38.13080360867914
1739209668.3730054;-38.13080360867914
1739209668.3730135;-45.120503652039325
1739209668.3730216;-35.57807855764607
1739209668.3730297;-32.816014438256545
1739209668.373038;-38.13080360867914
1739209668.3730462;-45.120503652039325
1739209668.3730543;-38.13080360867914
1739209668.3730624;-38.13080360867914
1739209668.3730707;-38.13080360867914
1739209668.3730788;-45.120503652039325
1739209668.373087;-32.816014438256545
1739209668.373095;-35.57807855764607
1739209668.3731034;-45.120503652039325
1739209668.3731115;-45.120503652039325
1739209668.3731196;-38.13080360867914
1739209668.3731277;-32.816014438256545
1739209668.373136;-45.120503652039325
1739209668.3731441;-33.981070128970906
1739209668.3731523;-28.992665084841942
1739209668.3731604;-35.57807855764607
1739209668.3731687;-38.13080360867914
1739209668.3731768;-45.120503652039325
1739209668.373185;-35.57807855764607
1739209668.373193;-32.816014438256545
1739209668.3732014;-38.13080360867914
1739209668.3732095;-38.13080360867914
1739209668.3732176;-32.816014438256545
1739209668.3732257;-35.57807855764607
1739209668.373234;-38.13080360867914
1739209668.3732421;-45.120503652039325
1739209668.3732502;-38.13080360867914
1739209668.3732584;-38.13080360867914
1739209668.3732667;-45.120503652039325
