CAN Message; 0x77:b55c461475a076e3
1739209735.6813698;-45.120503652039325
1739209735.6813726;-45.120503652039325
1739209735.6813757;-33.981070128970906
1739209735.6813786;-45.120503652039325
1739209735.6813815;-38.13080360867914
1739209735.6813846;-38.13080360867914
1739209735.6813874;-45.120503652039325
1739209735.6813903;-45.120503652039325
1739209735.6813934;-38.13080360867914
1739209735.6813962;-45.120503652039325
1739209735.6813993;-45.120503652039325
1739209735.6814022;-35.57807855764607
1739209735.681405;-45.120503652039325
1739209735.6814082;-45.120503652039325
1739209735.681411;-45.120503652039325
1739209735.6814141;-45.120503652039325
1739209735.681417;-38.13080360867914
1739209735.6814198;-38.13080360867914
1739209735.681423;-45.120503652039325
1739209735.6814258;-38.13080360867914
1739209735.6814287;-35.57807855764607
1739209735.6814318;-45.120503652039325
1739209735.6814346;-45.120503652039325
1739209735.6814375;-45.120503652039325
1739209735.6814406;-38.13080360867914
1739209735.6814435;-45.120503652039325
1739209735.6814466;-45.120503652039325
1739209735.6814494;-45.120503652039325
1739209735.6814523;-45.120503652039325
1739209735.6814554;-33.981070128970906
1739209735.6814582;-33.981070128970906
1739209735.6814613;-38.13080360867914
1739209735.6814642;-38.13080360867914
1739209735.681467;-45.120503652039325
1739209735.6814702;-38.13080360867914
1739209735.681473;-38.13080360867914
1739209735.6814759;-38.13080360867914
1739209735.681479;-45.120503652039325
1739209735.6814818;-45.120503652039325
1739209735.6814847;-38.13080360867914
1739209735.6814878;-38.13080360867914
1739209735.6814907;-38.13080360867914
1739209735.6814938;-33.981070128970906
1739209735.6814966;-35.57807855764607
1739209735.6814995;-45.120503652039325
1739209735.6815026;-38.13080360867914
1739209735.6815054;-35.57807855764607
1739209735.6815085;-45.120503652039325
1739209735.6815114;-45.120503652039325
1739209735.6815143;-35.57807855764607
1739209735.6815174;-38.13080360867914
1739209735.6815202;-45.120503652039325
1739209735.681523;-45.120503652039325
1739209735.6815262;-38.13080360867914
1739209735.681529;-38.13080360867914
1739209735.681532;-38.13080360867914
1739209735.681535;-45.120503652039325
1739209735.6815379;-38.13080360867914
1739209735.681541;-33.981070128970906
1739209735.6815438;-45.120503652039325
1739209735.6815467;-35.57807855764607
1739209735.6815498;-38.13080360867914
1739209735.6815526;-38.13080360867914
1739209735.6815557;-45.120503652039325
1739209735.6815586;-45.120503652039325
1739209735.6815615;-38.13080360867914
1739209735.6815646;-45.120503652039325
1739209735.6815674;-38.13080360867914
1739209735.6815703;-45.120503652039325
1739209735.6815734;-38.13080360867914
1739209735.6815763;-38.13080360867914
1739209735.681579;-38.13080360867914
1739209735.6815822;-38.13080360867914
1739209735.681585;-45.120503652039325
1739209735.6815882;-35.57807855764607
1739209735.681591;-38.13080360867914
1739209735.681594;-45.120503652039325
1739209735.681597;-38.13080360867914
1739209735.6815999;-33.981070128970906
1739209735.681603;-38.13080360867914
1739209735.6816058;-35.57807855764607
1739209735.6816087;-38.13080360867914
1739209735.6816118;-45.120503652039325
1739209735.6816146;-45.120503652039325
1739209735.6816175;-45.120503652039325
1739209735.6816206;-38.13080360867914
1739209735.6816235;-33.981070128970906
1739209735.6816263;-33.981070128970906
1739209735.6816294;-33.981070128970906
1739209735.6816323;-45.120503652039325
1739209735.6816354;-38.13080360867914
1739209735.6816382;-33.981070128970906
1739209735.681641;-38.13080360867914
1739209735.6816442;-45.120503652039325
1739209735.681647;-45.120503652039325
1739209735.6816502;-38.13080360867914
1739209735.681653;-45.120503652039325
1739209735.681656;-45.120503652039325
1739209735.681659;-45.120503652039325
1739209735.6816618;-38.13080360867914
1739209735.6816647;-45.120503652039325
1739209735.6816678;-45.120503652039325
1739209735.6816707;-38.13080360867914
1739209735.6816735;-33.981070128970906
1739209735.6816766;-38.13080360867914
1739209735.6816795;-38.13080360867914
1739209735.6816826;-38.13080360867914
1739209735.6816854;-38.13080360867914
1739209735.6816883;-45.120503652039325
1739209735.6816914;-45.120503652039325
1739209735.6816943;-45.120503652039325
1739209735.6816974;-45.120503652039325
1739209735.6817002;-45.120503652039325
1739209735.681703;-33.981070128970906
1739209735.6817062;-33.981070128970906
1739209735.681709;-38.13080360867914
1739209735.681712;-45.120503652039325
1739209735.681715;-38.13080360867914
1739209735.6817179;-38.13080360867914
1739209735.6817207;-38.13080360867914
1739209735.6817238;-45.120503652039325
1739209735.6817267;-38.13080360867914
1739209735.6817298;-35.57807855764607
1739209735.6817327;-45.120503652039325
1739209735.6817355;-38.13080360867914
1739209735.6817386;-45.120503652039325
1739209735.6817415;-35.57807855764607
1739209735.6817446;-28.992665084841942
1739209735.6817474;-45.120503652039325
1739209735.6817503;-45.120503652039325
1739209735.6817534;-35.57807855764607
1739209735.6817563;-45.120503652039325
1739209735.681759;-45.120503652039325
1739209735.6817622;-35.57807855764607
1739209735.681765;-33.981070128970906
1739209735.681768;-32.81601443825658
1739209735.681771;-32.816014438256545
1739209735.681774;-38.13080360867914
1739209735.681777;-38.13080360867914
1739209735.6817799;-33.981070128970906
1739209735.6817827;-38.13080360867914
1739209735.6817858;-32.816014438256545
1739209735.6817887;-32.816014438256545
1739209735.6817918;-38.13080360867914
1739209735.6817946;-45.120503652039325
1739209735.6817975;-35.57807855764607
1739209735.6818006;-32.816014438256545
1739209735.6818035;-45.120503652039325
1739209735.6818063;-45.120503652039325
1739209735.6818094;-35.57807855764607
1739209735.6818123;-35.57807855764607
1739209735.6818151;-45.120503652039325
1739209735.6818182;-45.120503652039325
1739209735.681821;-38.13080360867914
1739209735.6818242;-38.13080360867914
1739209735.681827;-38.13080360867914
1739209735.68183;-45.120503652039325
1739209735.681833;-45.120503652039325
1739209735.681836;-38.13080360867914
1739209735.681839;-45.120503652039325
1739209735.6818419;-38.13080360867914
1739209735.6818447;-45.120503652039325
1739209735.6818478;-45.120503652039325
1739209735.6818507;-45.120503652039325
1739209735.6818535;-45.120503652039325
1739209735.6818566;-45.120503652039325
1739209735.6818595;-45.120503652039325
1739209735.6818624;-28.58837851428586
1739209735.6818655;-35.57807855764607
1739209735.6818683;-45.120503652039325
1739209735.6818714;-38.13080360867914
1739209735.6818743;-38.13080360867914
1739209735.6818771;-45.120503652039325
1739209735.6818802;-45.120503652039325
1739209735.681883;-45.120503652039325
1739209735.6818862;-38.13080360867914
1739209735.681889;-45.120503652039325
1739209735.681892;-45.120503652039325
1739209735.681895;-45.120503652039325
1739209735.6818979;-38.13080360867914
1739209735.6819007;-33.981070128970906
1739209735.6819038;-38.13080360867914
1739209735.6819067;-45.120503652039325
1739209735.6819096;-24.746238672633048
1739209735.6819127;-31.141103565318893
1739209735.6819155;-45.120503652039325
1739209735.6819186;-45.120503652039325
1739209735.6819215;-35.57807855764607
1739209735.6819243;-45.120503652039325
1739209735.6819274;-45.120503652039325
1739209735.6819303;-38.13080360867914
1739209735.6819334;-45.120503652039325
1739209735.6819363;-45.120503652039325
1739209735.6819391;-35.57807855764607
1739209735.6819422;-45.120503652039325
1739209735.681945;-45.120503652039325
1739209735.681948;-38.13080360867914
1739209735.681951;-45.120503652039325
1739209735.681954;-45.120503652039325
1739209735.6819568;-35.57807855764607
1739209735.6819599;-35.57807855764607
1739209735.6819627;-45.120503652039325
1739209735.6819658;-45.120503652039325
1739209735.6819687;-45.120503652039325
1739209735.6819715;-45.120503652039325
1739209735.6819746;-38.13080360867914
1739209735.6819775;-38.13080360867914
1739209735.6819806;-45.120503652039325
1739209735.6819835;-45.120503652039325
1739209735.6819863;-38.13080360867914
1739209735.6819894;-38.13080360867914
1739209735.6819923;-38.13080360867914
1739209735.6819952;-38.13080360867914
1739209735.6819983;-38.13080360867914
1739209735.682001;-38.13080360867914
1739209735.682004;-45.120503652039325
1739209735.682007;-45.120503652039325
1739209735.68201;-38.13080360867914
1739209735.682013;-35.57807855764607
1739209735.682016;-45.120503652039325
1739209735.6820188;-45.120503652039325
1739209735.6820219;-33.981070128970906
1739209735.6820247;-38.13080360867914
1739209735.6820278;-38.13080360867914
1739209735.6820307;-35.57807855764607
1739209735.6820335;-45.120503652039325
1739209735.6820366;-38.13080360867914
1739209735.6820395;-38.13080360867914
1739209735.6820424;-33.981070128970906
1739209735.6820455;-38.13080360867914
1739209735.6820483;-35.57807855764607
1739209735.6820512;-45.120503652039325
1739209735.6820543;-45.120503652039325
1739209735.6820571;-35.57807855764607
1739209735.6820602;-38.13080360867914
1739209735.682063;-45.120503652039325
1739209735.682066;-45.120503652039325
1739209735.682069;-35.57807855764607
1739209735.682072;-35.57807855764607
1739209735.682075;-38.13080360867914
1739209735.682078;-32.816014438256545
1739209735.6820807;-45.120503652039325
1739209735.6820838;-45.120503652039325
1739209735.6820867;-38.13080360867914
1739209735.6820896;-38.13080360867914
1739209735.6820927;-38.13080360867914
1739209735.6820955;-38.13080360867914
1739209735.6820984;-38.13080360867914
1739209735.6821015;-45.120503652039325
1739209735.6821043;-38.13080360867914
1739209735.6821074;-38.13080360867914
1739209735.6821103;-45.120503652039325
1739209735.6821132;-45.120503652039325
1739209735.6821163;-33.981070128970906
1739209735.6821191;-38.13080360867914
1739209735.6821222;-38.13080360867914
1739209735.682125;-38.13080360867914
1739209735.682128;-45.120503652039325
1739209735.682131;-38.13080360867914
1739209735.682134;-38.13080360867914
1739209735.6821368;-38.13080360867914
1739209735.6821399;-45.120503652039325
1739209735.6821427;-45.120503652039325
1739209735.6821456;-38.13080360867914
1739209735.6821487;-45.120503652039325
1739209735.6821516;-45.120503652039325
1739209735.6821547;-45.120503652039325
1739209735.6821575;-45.120503652039325
1739209735.6821604;-33.981070128970906
1739209735.6821635;-45.120503652039325
1739209735.6821663;-45.120503652039325
1739209735.6821694;-38.13080360867914
1739209735.6821723;-38.13080360867914
1739209735.6821752;-38.13080360867914
1739209735.6821783;-45.120503652039325
1739209735.6821811;-45.120503652039325
1739209735.682184;-45.120503652039325
1739209735.682187;-38.13080360867914
1739209735.68219;-38.13080360867914
1739209735.6821928;-45.120503652039325
1739209735.682196;-38.13080360867914
1739209735.6821988;-33.981070128970906
1739209735.6822019;-38.13080360867914
1739209735.6822047;-45.120503652039325
1739209735.6822076;-35.57807855764607
1739209735.6822107;-33.981070128970906
1739209735.6822135;-45.120503652039325
1739209735.6822166;-45.120503652039325
1739209735.6822195;-38.13080360867914
1739209735.6822224;-38.13080360867914
1739209735.6822255;-45.120503652039325
1739209735.6822283;-45.120503652039325
1739209735.6822312;-33.981070128970906
1739209735.6822343;-38.13080360867914
1739209735.6822371;-45.120503652039325
1739209735.68224;-38.13080360867914
1739209735.682243;-45.120503652039325
1739209735.682246;-38.13080360867914
1739209735.682249;-38.13080360867914
1739209735.682252;-45.120503652039325
1739209735.6822548;-38.13080360867914
1739209735.682258;-33.981070128970906
1739209735.6822608;-45.120503652039325
1739209735.6822639;-38.13080360867914
1739209735.6822667;-38.13080360867914
1739209735.6822696;-33.981070128970906
1739209735.6822727;-45.120503652039325
1739209735.6822755;-45.120503652039325
1739209735.6822784;-45.120503652039325
1739209735.6822815;-35.57807855764607
1739209735.6822844;-38.13080360867914
1739209735.6822872;-45.120503652039325
1739209735.6822903;-45.120503652039325
1739209735.6822932;-45.120503652039325
1739209735.6822963;-33.981070128970906
1739209735.6822991;-45.120503652039325
1739209735.682302;-45.120503652039325
1739209735.682305;-38.13080360867914
1739209735.682308;-33.981070128970906
1739209735.682311;-45.120503652039325
1739209735.682314;-38.13080360867914
1739209735.6823168;-27.267205301931607
1739209735.6823199;-35.57807855764607
1739209735.6823227;-45.120503652039325
1739209735.6823256;-38.13080360867914
1739209735.6823287;-38.13080360867914
1739209735.6823316;-38.13080360867914
1739209735.6823344;-45.120503652039325
1739209735.6823375;-45.120503652039325
1739209735.6823404;-35.57807855764607
1739209735.6823435;-35.57807855764607
1739209735.6823463;-45.120503652039325
1739209735.6823492;-45.120503652039325
1739209735.6823523;-38.13080360867914
1739209735.6823552;-38.13080360867914
1739209735.6823583;-45.120503652039325
1739209735.6823611;-45.120503652039325
1739209735.682364;-33.981070128970906
1739209735.682367;-45.120503652039325
1739209735.68237;-45.120503652039325
1739209735.6823728;-38.13080360867914
1739209735.682376;-35.57807855764607
1739209735.6823788;-38.13080360867914
1739209735.6823816;-45.120503652039325
1739209735.6823847;-35.57807855764607
1739209735.6823876;-30.49652367304973
1739209735.6823907;-35.57807855764607
1739209735.6823936;-45.120503652039325
1739209735.6823964;-45.120503652039325
1739209735.6823995;-38.13080360867914
1739209735.6824024;-45.120503652039325
1739209735.6824055;-38.13080360867914
1739209735.6824083;-45.120503652039325
1739209735.6824112;-33.981070128970956
1739209735.6824143;-45.120503652039325
1739209735.6824172;-45.120503652039325
1739209735.68242;-38.13080360867914
1739209735.682423;-38.13080360867914
1739209735.682426;-35.57807855764607
1739209735.6824288;-38.13080360867914
1739209735.682432;-45.120503652039325
1739209735.6824348;-30.49652367304973
1739209735.682438;-32.816014438256545
1739209735.6824408;-38.13080360867914
1739209735.6824436;-33.981070128970906
1739209735.6824467;-45.120503652039325
1739209735.6824496;-45.120503652039325
1739209735.6824527;-35.57807855764607
1739209735.6824555;-38.13080360867914
1739209735.6824584;-45.120503652039325
1739209735.6824615;-45.120503652039325
1739209735.6824644;-35.57807855764607
1739209735.6824672;-38.13080360867914
1739209735.6824703;-35.57807855764607
1739209735.6824732;-35.57807855764607
1739209735.682476;-45.120503652039325
1739209735.6824791;-38.13080360867914
1739209735.682482;-45.120503652039325
1739209735.682485;-38.13080360867914
1739209735.682488;-38.13080360867914
1739209735.6824908;-38.13080360867914
1739209735.682494;-45.120503652039325
1739209735.6824968;-45.120503652039325
1739209735.6825;-45.120503652039325
1739209735.6825027;-45.120503652039325
1739209735.6825056;-38.13080360867914
1739209735.6825087;-38.13080360867914
1739209735.6825116;-45.120503652039325
1739209735.6825144;-33.981070128970906
1739209735.6825175;-33.981070128970906
1739209735.6825204;-45.120503652039325
1739209735.6825233;-45.120503652039325
1739209735.6825264;-45.120503652039325
1739209735.6825292;-45.120503652039325
1739209735.6825323;-45.120503652039325
1739209735.6825352;-45.120503652039325
1739209735.682538;-38.13080360867914
1739209735.6825411;-38.13080360867914
1739209735.682544;-33.981070128970906
1739209735.682547;-45.120503652039325
1739209735.68255;-45.120503652039325
1739209735.6825528;-35.57807855764607
1739209735.682556;-35.57807855764607
1739209735.6825588;-45.120503652039325
1739209735.6825616;-45.120503652039325
1739209735.6825647;-32.816014438256545
1739209735.6825676;-38.13080360867914
1739209735.6825705;-45.120503652039325
1739209735.6825736;-45.120503652039325
1739209735.6825764;-45.120503652039325
1739209735.6825795;-45.120503652039325
1739209735.6825824;-38.13080360867914
1739209735.6825852;-45.120503652039325
1739209735.6825883;-38.13080360867914
1739209735.6825912;-33.981070128970906
1739209735.6825943;-45.120503652039325
1739209735.6825972;-38.13080360867914
1739209735.6826;-31.141103565318915
1739209735.6826031;-33.981070128970906
1739209735.682606;-45.120503652039325
1739209735.6826088;-38.13080360867914
1739209735.682612;-38.13080360867914
1739209735.6826148;-38.13080360867914
1739209735.6826177;-38.13080360867914
1739209735.6826208;-45.120503652039325
1739209735.6826236;-35.57807855764607
1739209735.6826267;-38.13080360867914
1739209735.6826296;-45.120503652039325
1739209735.6826324;-45.120503652039325
1739209735.6826355;-38.13080360867914
1739209735.6826384;-32.816014438256545
1739209735.6826415;-45.120503652039325
1739209735.6826444;-45.120503652039325
1739209735.6826472;-45.120503652039325
1739209735.6826503;-31.141103565318915
1739209735.6826532;-33.981070128970906
1739209735.682656;-35.57807855764607
1739209735.6826591;-38.13080360867914
1739209735.682662;-38.13080360867914
1739209735.6826649;-33.981070128970906
1739209735.682668;-45.120503652039325
1739209735.6826708;-38.13080360867914
1739209735.682674;-33.981070128970906
1739209735.6826768;-38.13080360867914
1739209735.6826797;-45.120503652039325
1739209735.6826828;-45.120503652039325
1739209735.6826856;-32.816014438256545
1739209735.6826887;-38.13080360867914
1739209735.6826916;-45.120503652039325
1739209735.6826944;-45.120503652039325
1739209735.6826975;-45.120503652039325
1739209735.6827004;-45.120503652039325
1739209735.6827033;-45.120503652039325
1739209735.6827064;-45.120503652039325
1739209735.6827092;-33.981070128970906
1739209735.682712;-38.13080360867914
1739209735.6827152;-45.120503652039325
1739209735.682718;-38.13080360867914
1739209735.6827211;-38.13080360867914
1739209735.682724;-38.13080360867914
1739209735.6827269;-38.13080360867914
1739209735.68273;-38.13080360867914
1739209735.6827328;-38.13080360867914
1739209735.682736;-45.120503652039325
1739209735.6827388;-45.120503652039325
1739209735.6827416;-38.13080360867914
1739209735.6827447;-33.981070128970906
1739209735.6827476;-33.981070128970906
1739209735.6827505;-38.13080360867914
1739209735.6827536;-45.120503652039325
1739209735.6827564;-38.13080360867914
1739209735.6827593;-45.120503652039325
1739209735.6827624;-38.13080360867914
1739209735.6827652;-38.13080360867914
1739209735.6827683;-32.816014438256545
1739209735.6827712;-30.49652367304973
1739209735.682774;-38.13080360867914
1739209735.6827772;-45.120503652039325
1739209735.68278;-38.13080360867914
1739209735.6827831;-35.57807855764607
1739209735.682786;-38.13080360867914
1739209735.6827888;-45.120503652039325
1739209735.682792;-38.13080360867914
1739209735.6827948;-33.981070128970906
1739209735.6827977;-38.13080360867914
1739209735.6828008;-38.13080360867914
1739209735.6828036;-45.120503652039325
1739209735.6828065;-45.120503652039325
1739209735.6828096;-45.120503652039325
1739209735.6828125;-38.13080360867914
1739209735.6828156;-38.13080360867914
1739209735.6828184;-45.120503652039325
1739209735.6828213;-45.120503652039325
1739209735.6828244;-38.13080360867914
1739209735.6828272;-38.13080360867914
1739209735.6828303;-45.120503652039325
1739209735.6828332;-45.120503652039325
1739209735.682836;-33.981070128970906
1739209735.6828392;-33.981070128970906
1739209735.682842;-32.816014438256545
1739209735.6828449;-45.120503652039325
1739209735.682848;-35.57807855764607
1739209735.6828508;-38.13080360867914
1739209735.6828537;-38.13080360867914
1739209735.6828568;-38.13080360867914
1739209735.6828597;-38.13080360867914
1739209735.6828628;-35.57807855764607
1739209735.6828656;-31.141103565318915
1739209735.6828685;-45.120503652039325
1739209735.6828716;-45.120503652039325
1739209735.6828744;-45.120503652039325
1739209735.6828775;-45.120503652039325
1739209735.6828804;-38.13080360867914
1739209735.6828833;-35.57807855764607
1739209735.6828864;-38.13080360867914
1739209735.6828892;-45.120503652039325
1739209735.682892;-33.981070128970906
1739209735.6828952;-45.120503652039325
1739209735.682898;-38.13080360867914
1739209735.682901;-38.13080360867914
1739209735.682904;-38.13080360867914
1739209735.6829069;-45.120503652039325
1739209735.68291;-45.120503652039325
1739209735.6829128;-38.13080360867914
1739209735.6829157;-38.13080360867914
1739209735.6829188;-45.120503652039325
1739209735.6829216;-45.120503652039325
1739209735.6829247;-33.981070128970906
1739209735.6829276;-38.13080360867914
1739209735.6829305;-38.13080360867914
1739209735.6829336;-45.120503652039325
1739209735.6829364;-38.13080360867914
1739209735.6829393;-45.120503652039325
1739209735.6829424;-45.120503652039325
1739209735.6829453;-45.120503652039325
1739209735.682948;-45.120503652039325
1739209735.6829512;-45.120503652039325
1739209735.682954;-35.57807855764607
1739209735.6829572;-45.120503652039325
1739209735.68296;-38.13080360867914
1739209735.682963;-35.57807855764607
1739209735.682966;-38.13080360867914
1739209735.6829689;-38.13080360867914
1739209735.682972;-38.13080360867914
1739209735.6829748;-33.981070128970906
1739209735.6829777;-35.57807855764607
1739209735.6829808;-38.13080360867914
1739209735.6829836;-33.981070128970906
1739209735.6829865;-38.13080360867914
1739209735.6829896;-32.816014438256545
1739209735.6829925;-38.13080360867914
1739209735.6829953;-45.120503652039325
1739209735.6829984;-45.120503652039325
1739209735.6830013;-45.120503652039325
1739209735.6830044;-45.120503652039325
1739209735.6830072;-38.13080360867914
1739209735.68301;-38.13080360867914
1739209735.6830132;-45.120503652039325
1739209735.683016;-38.13080360867914
1739209735.6830192;-35.57807855764607
1739209735.683022;-35.57807855764607
1739209735.683025;-45.120503652039325
1739209735.683028;-45.120503652039325
1739209735.6830308;-38.13080360867914
1739209735.6830337;-35.57807855764607
1739209735.6830368;-45.120503652039325
1739209735.6830397;-38.13080360867914
1739209735.6830425;-45.120503652039325
1739209735.6830456;-38.13080360867914
1739209735.6830485;-35.57807855764607
1739209735.6830516;-38.13080360867914
1739209735.6830544;-38.13080360867914
1739209735.6830573;-45.120503652039325
1739209735.6830604;-45.120503652039325
1739209735.6830633;-45.120503652039325
1739209735.6830664;-35.57807855764607
1739209735.6830692;-45.120503652039325
1739209735.683072;-45.120503652039325
1739209735.6830752;-38.13080360867914
1739209735.683078;-45.120503652039325
1739209735.683081;-33.981070128970906
1739209735.683084;-35.57807855764607
1739209735.6830869;-38.13080360867914
1739209735.6830897;-45.120503652039325
1739209735.6830928;-45.120503652039325
1739209735.6830957;-38.13080360867914
1739209735.6830988;-38.13080360867914
1739209735.6831017;-45.120503652039325
1739209735.6831045;-38.13080360867914
1739209735.6831076;-38.13080360867914
1739209735.6831105;-35.57807855764607
1739209735.6831136;-45.120503652039325
1739209735.6831164;-45.120503652039325
1739209735.6831193;-38.13080360867914
1739209735.6831224;-38.13080360867914
1739209735.6831253;-38.13080360867914
1739209735.683128;-45.120503652039325
1739209735.6831312;-38.13080360867914
1739209735.683134;-38.13080360867914
1739209735.683137;-38.13080360867914
1739209735.68314;-35.57807855764607
1739209735.683143;-45.120503652039325
1739209735.683146;-35.57807855764607
1739209735.6831489;-35.57807855764607
1739209735.6831517;-35.57807855764607
1739209735.6831548;-38.13080360867914
1739209735.6831577;-38.13080360867914
1739209735.6831608;-38.13080360867914
1739209735.6831636;-45.120503652039325
1739209735.6831665;-38.13080360867914
1739209735.6831696;-45.120503652039325
1739209735.6831725;-45.120503652039325
1739209735.6831753;-35.57807855764607
1739209735.6831784;-45.120503652039325
1739209735.6831813;-38.13080360867914
1739209735.6831841;-38.13080360867914
1739209735.6831872;-38.13080360867914
1739209735.68319;-45.120503652039325
1739209735.6831932;-45.120503652039325
1739209735.683196;-38.13080360867914
1739209735.683199;-27.267205301931607
1739209735.683202;-38.13080360867914
1739209735.683205;-38.13080360867914
1739209735.683208;-38.13080360867914
1739209735.6832108;-33.981070128970906
1739209735.6832137;-45.120503652039325
1739209735.6832168;-45.120503652039325
1739209735.6832197;-45.120503652039325
1739209735.6832225;-35.57807855764607
1739209735.6832256;-45.120503652039325
1739209735.6832285;-45.120503652039325
1739209735.6832314;-38.13080360867914
1739209735.6832345;-38.13080360867914
1739209735.6832373;-45.120503652039325
1739209735.6832404;-45.120503652039325
1739209735.6832433;-38.13080360867914
1739209735.6832461;-31.141103565318915
1739209735.6832492;-33.981070128970906
1739209735.683252;-38.13080360867914
1739209735.6832552;-45.120503652039325
1739209735.683258;-33.981070128970906
1739209735.683261;-38.13080360867914
1739209735.683264;-35.57807855764607
1739209735.6832669;-45.120503652039325
1739209735.6832697;-45.120503652039325
1739209735.6832728;-38.13080360867914
1739209735.6832757;-38.13080360867914
1739209735.6832786;-30.49652367304973
1739209735.6832817;-45.120503652039325
1739209735.6832845;-38.13080360867914
1739209735.6832876;-38.13080360867914
1739209735.6832905;-45.120503652039325
1739209735.6832933;-38.13080360867914
1739209735.6832964;-38.13080360867914
1739209735.6832993;-38.13080360867914
1739209735.6833024;-45.120503652039325
1739209735.6833053;-38.13080360867914
1739209735.6833081;-33.981070128970906
1739209735.6833112;-38.13080360867914
1739209735.683314;-35.57807855764607
1739209735.683317;-33.981070128970906
1739209735.68332;-33.981070128970906
1739209735.683323;-32.816014438256545
1739209735.6833258;-45.120503652039325
1739209735.6833289;-45.120503652039325
1739209735.6833317;-45.120503652039325
1739209735.6833348;-45.120503652039325
1739209735.6833377;-38.13080360867914
1739209735.6833405;-32.816014438256545
1739209735.6833436;-28.992665084841942
1739209735.6833465;-38.13080360867914
1739209735.6833496;-45.120503652039325
1739209735.6833525;-38.13080360867914
1739209735.6833553;-38.13080360867914
1739209735.6833584;-38.13080360867914
1739209735.6833613;-38.13080360867914
1739209735.6833642;-38.13080360867914
1739209735.6833673;-33.981070128970906
1739209735.68337;-38.13080360867914
1739209735.683373;-38.13080360867914
1739209735.683376;-38.13080360867914
1739209735.683379;-45.120503652039325
1739209735.683382;-45.120503652039325
1739209735.683385;-33.981070128970906
1739209735.6833878;-45.120503652039325
1739209735.6833909;-45.120503652039325
1739209735.6833937;-45.120503652039325
1739209735.6833968;-38.13080360867914
1739209735.6833997;-38.13080360867914
1739209735.6834025;-38.13080360867914
1739209735.6834056;-38.13080360867914
1739209735.6834085;-45.120503652039325
1739209735.6834114;-38.13080360867914
1739209735.6834145;-38.13080360867914
1739209735.6834173;-45.120503652039325
1739209735.6834202;-38.13080360867914
1739209735.6834233;-38.13080360867914
1739209735.6834261;-45.120503652039325
1739209735.6834292;-45.120503652039325
1739209735.683432;-38.13080360867914
1739209735.683435;-38.13080360867914
1739209735.683438;-38.13080360867914
1739209735.683441;-35.57807855764607
1739209735.683444;-35.57807855764607
1739209735.683447;-38.13080360867914
1739209735.6834497;-35.57807855764607
1739209735.6834528;-45.120503652039325
1739209735.6834557;-45.120503652039325
1739209735.6834586;-38.13080360867914
1739209735.6834617;-38.13080360867914
1739209735.6834645;-45.120503652039325
1739209735.6834674;-38.13080360867914
1739209735.6834705;-45.120503652039325
1739209735.6834733;-45.120503652039325
1739209735.6834764;-32.816014438256545
1739209735.6834793;-45.120503652039325
1739209735.6834822;-45.120503652039325
