CAN Message; 0x1d3:00002814fc15b926
Timestamp;Amplitude
1739209784.8032963;-31.14110356531892
1739209784.8033;-33.981070128970906
1739209784.8033037;-45.120503652039325
1739209784.8033073;-45.120503652039325
1739209784.8033109;-38.13080360867914
1739209784.8033144;-45.120503652039325
1739209784.803318;-38.13080360867914
1739209784.8033218;-45.120503652039325
1739209784.8033254;-31.141103565318915
1739209784.803329;-38.13080360867914
1739209784.8033326;-45.120503652039325
1739209784.8033364;-45.120503652039325
1739209784.80334;-45.120503652039325
1739209784.8033435;-32.816014438256545
1739209784.803347;-32.816014438256545
1739209784.803351;-45.120503652039325
1739209784.8033545;-38.13080360867914
1739209784.803358;-38.13080360867914
1739209784.8033617;-38.13080360867914
1739209784.8033652;-45.120503652039325
1739209784.803369;-38.13080360867914
1739209784.8033726;-38.13080360867914
1739209784.8033762;-45.120503652039325
1739209784.8033798;-38.13080360867914
1739209784.8033836;-38.13080360867914
1739209784.8033872;-38.13080360867914
1739209784.8033907;-45.120503652039325
1739209784.8033943;-38.13080360867914
1739209784.8033981;-35.57807855764607
1739209784.8034017;-45.120503652039325
1739209784.8034053;-45.120503652039325
1739209784.8034089;-38.13080360867914
1739209784.8034124;-38.13080360867914
1739209784.8034163;-31.141103565318915
1739209784.8034198;-38.13080360867914
1739209784.8034234;-38.13080360867914
1739209784.803427;-38.13080360867914
1739209784.8034308;-38.13080360867914
1739209784.8034344;-45.120503652039325
1739209784.803438;-35.57807855764607
1739209784.8034415;-33.981070128970906
1739209784.803445;-31.141103565318915
1739209784.803449;-45.120503652039325
1739209784.8034525;-45.120503652039325
1739209784.803456;-38.13080360867914
1739209784.8034596;-45.120503652039325
1739209784.8034635;-45.120503652039325
1739209784.803467;-33.981070128970906
1739209784.8034706;-33.981070128970906
1739209784.8034742;-32.816014438256545
1739209784.803478;-45.120503652039325
1739209784.8034816;-45.120503652039325
1739209784.8034852;-38.13080360867914
1739209784.8034887;-35.57807855764607
1739209784.8034923;-45.120503652039325
1739209784.8034961;-45.120503652039325
1739209784.8034997;-33.981070128970906
1739209784.8035033;-45.120503652039325
1739209784.8035069;-45.120503652039325
1739209784.8035107;-38.13080360867914
1739209784.8035142;-45.120503652039325
1739209784.8035178;-45.120503652039325
1739209784.8035214;-45.120503652039325
1739209784.8035252;-45.120503652039325
1739209784.8035288;-45.120503652039325
1739209784.8035324;-45.120503652039325
1739209784.803536;-38.13080360867914
1739209784.8035395;-38.13080360867914
1739209784.8035433;-38.13080360867914
1739209784.803547;-38.13080360867914
1739209784.8035505;-38.13080360867914
1739209784.803554;-38.13080360867914
1739209784.8035579;-38.13080360867914
1739209784.8035614;-38.13080360867914
1739209784.803565;-38.13080360867914
1739209784.8035686;-45.120503652039325
1739209784.8035724;-45.120503652039325
1739209784.803576;-33.981070128970906
1739209784.8035796;-32.816014438256545
1739209784.8035831;-45.120503652039325
1739209784.8035867;-38.13080360867914
1739209784.8035905;-38.13080360867914
1739209784.803594;-45.120503652039325
1739209784.8035977;-38.13080360867914
1739209784.8036013;-35.57807855764607
1739209784.803605;-38.13080360867914
1739209784.8036087;-45.120503652039325
1739209784.8036122;-33.981070128970906
1739209784.8036158;-38.13080360867914
1739209784.8036196;-38.13080360867914
1739209784.8036232;-38.13080360867914
1739209784.8036268;-38.13080360867914
1739209784.8036304;-38.13080360867914
1739209784.803634;-38.13080360867914
1739209784.8036377;-38.13080360867914
1739209784.8036413;-38.13080360867914
1739209784.803645;-38.13080360867914
1739209784.8036485;-35.57807855764607
1739209784.8036523;-38.13080360867914
1739209784.8036559;-45.120503652039325
1739209784.8036594;-38.13080360867914
1739209784.803663;-45.120503652039325
1739209784.8036668;-45.120503652039325
1739209784.8036704;-32.816014438256545
1739209784.803674;-32.816014438256545
1739209784.8036776;-45.120503652039325
1739209784.8036811;-45.120503652039325
1739209784.803685;-38.13080360867914
1739209784.8036885;-33.981070128970906
1739209784.803692;-38.13080360867914
1739209784.8036957;-45.120503652039325
1739209784.8036995;-38.13080360867914
1739209784.803703;-45.120503652039325
1739209784.8037066;-38.13080360867914
1739209784.8037102;-35.57807855764607
1739209784.803714;-38.13080360867914
1739209784.8037176;-38.13080360867914
1739209784.8037212;-45.120503652039325
1739209784.8037248;-45.120503652039325
1739209784.8037283;-38.13080360867914
1739209784.8037322;-38.13080360867914
1739209784.8037357;-38.13080360867914
1739209784.8037393;-45.120503652039325
1739209784.803743;-45.120503652039325
1739209784.8037467;-38.13080360867914
1739209784.8037503;-45.120503652039325
1739209784.8037539;-45.120503652039325
1739209784.8037574;-32.816014438256545
1739209784.8037612;-38.13080360867914
1739209784.8037648;-45.120503652039325
1739209784.8037684;-45.120503652039325
1739209784.803772;-35.57807855764607
1739209784.8037755;-35.57807855764607
1739209784.8037794;-38.13080360867914
1739209784.803783;-38.13080360867914
1739209784.8037865;-45.120503652039325
1739209784.80379;-45.120503652039325
1739209784.803794;-38.13080360867914
1739209784.8037975;-30.49652367304973
1739209784.803801;-38.13080360867914
1739209784.8038046;-35.57807855764607
1739209784.8038085;-38.13080360867914
1739209784.803812;-45.120503652039325
1739209784.8038156;-38.13080360867914
1739209784.8038192;-33.981070128970906
1739209784.8038228;-45.120503652039325
1739209784.8038266;-33.981070128970956
1739209784.8038301;-45.120503652039325
1739209784.8038337;-45.120503652039325
1739209784.8038373;-38.13080360867914
1739209784.803841;-38.13080360867914
1739209784.8038447;-45.120503652039325
1739209784.8038483;-38.13080360867914
1739209784.8038518;-35.57807855764607
1739209784.8038557;-26.991370085610722
1739209784.8038592;-38.13080360867914
1739209784.8038628;-45.120503652039325
1739209784.8038664;-45.120503652039325
1739209784.80387;-38.13080360867914
1739209784.8038738;-38.13080360867914
1739209784.8038774;-45.120503652039325
1739209784.803881;-45.120503652039325
1739209784.8038845;-38.13080360867914
1739209784.8038883;-45.120503652039325
1739209784.803892;-38.13080360867914
1739209784.8038955;-38.13080360867914
1739209784.803899;-45.120503652039325
1739209784.8039029;-45.120503652039325
1739209784.8039064;-45.120503652039325
1739209784.80391;-45.120503652039325
1739209784.8039136;-27.267205301931607
1739209784.8039172;-33.981070128970906
1739209784.803921;-38.13080360867914
1739209784.8039246;-38.13080360867914
1739209784.8039281;-33.981070128970906
1739209784.8039317;-45.120503652039325
1739209784.8039355;-45.120503652039325
1739209784.803939;-45.120503652039325
1739209784.8039427;-35.57807855764607
1739209784.8039463;-38.13080360867914
1739209784.80395;-38.13080360867914
1739209784.8039536;-38.13080360867914
1739209784.8039572;-45.120503652039325
1739209784.8039608;-38.13080360867914
1739209784.8039644;-35.57807855764607
1739209784.8039682;-38.13080360867914
1739209784.8039718;-45.120503652039325
1739209784.8039753;-45.120503652039325
1739209784.803979;-38.13080360867914
1739209784.8039827;-45.120503652039325
1739209784.8039863;-45.120503652039325
1739209784.80399;-45.120503652039325
1739209784.8039935;-38.13080360867914
1739209784.8039973;-45.120503652039325
1739209784.8040009;-38.13080360867914
1739209784.8040044;-35.57807855764607
1739209784.804008;-35.57807855764607
1739209784.8040116;-38.13080360867914
1739209784.8040154;-45.120503652039325
1739209784.804019;-38.13080360867914
1739209784.8040226;-38.13080360867914
1739209784.8040261;-38.13080360867914
1739209784.80403;-30.49652367304973
1739209784.8040335;-33.981070128970906
1739209784.804037;-31.141103565318915
1739209784.8040407;-38.13080360867914
1739209784.8040445;-38.13080360867914
1739209784.804048;-38.13080360867914
1739209784.8040516;-33.981070128970906
1739209784.8040552;-45.120503652039325
1739209784.8040588;-45.120503652039325
1739209784.8040626;-33.981070128970906
1739209784.8040662;-32.816014438256545
1739209784.8040698;-45.120503652039325
1739209784.8040733;-45.120503652039325
1739209784.8040771;-32.816014438256545
1739209784.8040807;-35.57807855764607
1739209784.8040843;-45.120503652039325
1739209784.8040879;-32.816014438256545
1739209784.8040917;-28.58837851428586
1739209784.8040953;-33.981070128970906
1739209784.8040988;-38.13080360867914
1739209784.8041024;-45.120503652039325
1739209784.804106;-38.13080360867914
1739209784.8041098;-38.13080360867914
1739209784.8041134;-35.57807855764607
1739209784.804117;-33.981070128970906
1739209784.8041205;-32.816014438256545
1739209784.8041244;-38.13080360867914
1739209784.804128;-38.13080360867914
1739209784.8041315;-38.13080360867914
1739209784.804135;-38.13080360867914
1739209784.804139;-38.13080360867914
1739209784.8041425;-45.120503652039325
1739209784.804146;-38.13080360867914
1739209784.8041496;-31.141103565318915
1739209784.8041532;-38.13080360867914
1739209784.804157;-38.13080360867914
1739209784.8041606;-38.13080360867914
1739209784.8041642;-45.120503652039325
1739209784.8041677;-45.120503652039325
1739209784.8041716;-35.57807855764607
1739209784.8041751;-35.57807855764607
1739209784.8041787;-45.120503652039325
1739209784.8041823;-45.120503652039325
1739209784.804186;-38.13080360867914
1739209784.8041897;-35.57807855764607
1739209784.8041933;-45.120503652039325
1739209784.8041968;-45.120503652039325
1739209784.8042004;-38.13080360867914
1739209784.8042042;-38.13080360867914
1739209784.8042078;-38.13080360867914
1739209784.8042114;-45.120503652039325
1739209784.804215;-45.120503652039325
1739209784.8042188;-45.120503652039325
1739209784.8042223;-38.13080360867914
1739209784.804226;-38.13080360867914
1739209784.8042295;-45.120503652039325
1739209784.8042333;-35.57807855764607
1739209784.804237;-33.981070128970906
1739209784.8042405;-45.120503652039325
1739209784.804244;-45.120503652039325
1739209784.8042476;-45.120503652039325
1739209784.8042514;-45.120503652039325
1739209784.804255;-45.120503652039325
1739209784.8042586;-45.120503652039325
1739209784.8042622;-45.120503652039325
1739209784.804266;-38.13080360867914
1739209784.8042696;-38.13080360867914
1739209784.8042731;-45.120503652039325
1739209784.8042767;-45.120503652039325
1739209784.8042805;-38.13080360867914
1739209784.804284;-35.57807855764607
1739209784.8042877;-45.120503652039325
1739209784.8042912;-45.120503652039325
1739209784.8042948;-38.13080360867914
1739209784.8042986;-38.13080360867914
1739209784.8043022;-45.120503652039325
1739209784.8043058;-45.120503652039325
1739209784.8043094;-45.120503652039325
1739209784.8043132;-38.13080360867914
1739209784.8043168;-45.120503652039325
1739209784.8043203;-38.13080360867914
1739209784.804324;-38.13080360867914
1739209784.8043275;-45.120503652039325
1739209784.8043313;-45.120503652039325
1739209784.8043349;-45.120503652039325
1739209784.8043385;-31.141103565318915
1739209784.804342;-38.13080360867914
1739209784.8043458;-38.13080360867914
1739209784.8043494;-45.120503652039325
1739209784.804353;-32.816014438256545
1739209784.8043566;-32.816014438256545
1739209784.8043604;-45.120503652039325
1739209784.804364;-45.120503652039325
1739209784.8043675;-35.57807855764607
1739209784.804371;-32.816014438256545
1739209784.8043747;-45.120503652039325
1739209784.8043785;-45.120503652039325
1739209784.804382;-45.120503652039325
1739209784.8043857;-45.120503652039325
1739209784.8043892;-35.57807855764607
1739209784.804393;-45.120503652039325
1739209784.8043966;-38.13080360867914
1739209784.8044002;-45.120503652039325
1739209784.8044038;-45.120503652039325
1739209784.8044076;-45.120503652039325
1739209784.8044112;-35.57807855764607
1739209784.8044147;-35.57807855764607
1739209784.8044183;-45.120503652039325
1739209784.804422;-38.13080360867914
1739209784.8044257;-38.13080360867914
1739209784.8044293;-45.120503652039325
1739209784.8044329;-45.120503652039325
1739209784.8044364;-45.120503652039325
1739209784.8044403;-45.120503652039325
1739209784.8044438;-45.120503652039325
1739209784.8044474;-32.816014438256545
1739209784.804451;-38.13080360867914
1739209784.8044548;-45.120503652039325
1739209784.8044584;-45.120503652039325
1739209784.804462;-32.816014438256545
1739209784.8044655;-38.13080360867914
1739209784.804469;-45.120503652039325
1739209784.804473;-45.120503652039325
1739209784.8044765;-35.57807855764607
1739209784.80448;-38.13080360867914
1739209784.8044837;-38.13080360867914
1739209784.806652;-38.13080360867914
1739209784.8066523;-38.13080360867914
1739209784.8066528;-45.120503652039325
1739209784.806653;-45.120503652039325
1739209784.8066535;-45.120503652039325
1739209784.8066537;-38.13080360867914
1739209784.8066542;-38.13080360867914
1739209784.8066545;-45.120503652039325
1739209784.806655;-38.13080360867914
1739209784.8066554;-33.981070128970906
1739209784.8066556;-38.13080360867914
1739209784.8066561;-38.13080360867914
1739209784.8066564;-26.991370085610722
1739209784.8066568;-35.57807855764607
1739209784.806657;-45.120503652039325
1739209784.8066576;-45.120503652039325
1739209784.8066578;-32.816014438256545
1739209784.8066583;-38.13080360867914
1739209784.8066587;-45.120503652039325
1739209784.806659;-45.120503652039325
1739209784.8066595;-38.13080360867914
1739209784.8066597;-45.120503652039325
1739209784.8066602;-45.120503652039325
1739209784.8066604;-45.120503652039325
1739209784.806661;-35.57807855764607
1739209784.8066611;-33.981070128970906
1739209784.8066616;-38.13080360867914
1739209784.806662;-38.13080360867914
1739209784.8066623;-30.49652367304973
1739209784.8066628;-33.981070128970906
1739209784.806663;-45.120503652039325
1739209784.8066635;-45.120503652039325
1739209784.8066638;-45.120503652039325
1739209784.8066642;-38.13080360867914
1739209784.8066645;-38.13080360867914
1739209784.806665;-45.120503652039325
1739209784.8066654;-45.120503652039325
1739209784.8066657;-38.13080360867914
1739209784.8066661;-45.120503652039325
1739209784.8066664;-45.120503652039325
1739209784.8066669;-32.816014438256545
1739209784.806667;-32.816014438256545
1739209784.8066676;-45.120503652039325
1739209784.8066678;-35.57807855764607
1739209784.8066683;-38.13080360867914
1739209784.8066688;-38.13080360867914
1739209784.806669;-38.13080360867914
1739209784.8066695;-38.13080360867914
1739209784.8066697;-38.13080360867914
1739209784.8066702;-33.981070128970906
1739209784.8066704;-35.57807855764607
1739209784.806671;-45.120503652039325
1739209784.8066711;-35.57807855764607
1739209784.8066716;-38.13080360867914
1739209784.806672;-45.120503652039325
1739209784.8066723;-38.13080360867914
1739209784.8066728;-35.57807855764607
1739209784.806673;-38.13080360867914
1739209784.8066735;-45.120503652039325
1739209784.8066738;-38.13080360867914
1739209784.8066742;-45.120503652039325
1739209784.8066745;-38.13080360867914
1739209784.806675;-38.13080360867914
1739209784.8066754;-45.120503652039325
1739209784.8066757;-45.120503652039325
1739209784.8066761;-38.13080360867914
1739209784.8066764;-45.120503652039325
1739209784.8066769;-45.120503652039325
1739209784.806677;-35.57807855764607
1739209784.8066776;-35.57807855764607
1739209784.8066778;-38.13080360867914
1739209784.8066783;-35.57807855764607
1739209784.8066785;-45.120503652039325
1739209784.806679;-45.120503652039325
1739209784.8066795;-38.13080360867914
1739209784.8066797;-33.981070128970906
1739209784.8066802;-38.13080360867914
1739209784.8066804;-45.120503652039325
1739209784.806681;-45.120503652039325
1739209784.8066812;-38.13080360867914
1739209784.8066816;-38.13080360867914
1739209784.8066819;-38.13080360867914
1739209784.8066823;-45.120503652039325
1739209784.8066828;-45.120503652039325
1739209784.806683;-45.120503652039325
1739209784.8066835;-33.981070128970906
1739209784.8066838;-33.981070128970906
1739209784.8066843;-32.816014438256545
1739209784.8066845;-45.120503652039325
1739209784.806685;-45.120503652039325
1739209784.8066852;-38.13080360867914
1739209784.8066857;-45.120503652039325
1739209784.8066862;-45.120503652039325
1739209784.8066864;-38.13080360867914
1739209784.8066869;-45.120503652039325
1739209784.806687;-38.13080360867914
1739209784.8066876;-38.13080360867914
1739209784.8066878;-38.13080360867914
1739209784.8066883;-45.120503652039325
1739209784.8066885;-45.120503652039325
1739209784.806689;-45.120503652039325
1739209784.8066895;-38.13080360867914
1739209784.8066897;-45.120503652039325
1739209784.8066902;-45.120503652039325
1739209784.8066905;-32.816014438256545
1739209784.806691;-32.816014438256545
1739209784.8066912;-45.120503652039325
1739209784.8066916;-38.13080360867914
1739209784.806692;-38.13080360867914
1739209784.8066924;-31.141103565318915
1739209784.8066928;-35.57807855764607
1739209784.806693;-38.13080360867914
1739209784.8066936;-38.13080360867914
1739209784.8066938;-38.13080360867914
1739209784.8066943;-38.13080360867914
1739209784.8066945;-45.120503652039325
1739209784.806695;-45.120503652039325
1739209784.8066952;-30.49652367304973
1739209784.8066957;-33.981070128970906
1739209784.8066962;-45.120503652039325
1739209784.8066964;-45.120503652039325
1739209784.806697;-33.981070128970906
1739209784.8066971;-33.981070128970906
1739209784.8066976;-45.120503652039325
1739209784.8066978;-38.13080360867914
1739209784.8066983;-33.981070128970906
1739209784.8066986;-45.120503652039325
1739209784.806699;-45.120503652039325
1739209784.8066995;-45.120503652039325
1739209784.8066998;-38.13080360867914
1739209784.8067002;-45.120503652039325
1739209784.8067005;-45.120503652039325
1739209784.806701;-45.120503652039325
1739209784.8067012;-33.981070128970906
1739209784.8067017;-38.13080360867914
1739209784.806702;-38.13080360867914
1739209784.8067024;-38.13080360867914
1739209784.8067029;-45.120503652039325
1739209784.806703;-45.120503652039325
1739209784.8067036;-38.13080360867914
1739209784.8067038;-35.57807855764607
1739209784.8067043;-31.141103565318915
1739209784.8067045;-31.141103565318915
1739209784.806705;-45.120503652039325
1739209784.8067052;-38.13080360867914
1739209784.8067057;-38.13080360867914
1739209784.8067062;-45.120503652039325
1739209784.8067064;-45.120503652039325
1739209784.806707;-33.981070128970906
1739209784.8067071;-31.141103565318915
1739209784.8067076;-31.14110356531892
1739209784.8067079;-38.13080360867914
1739209784.8067083;-38.13080360867914
1739209784.8067086;-35.57807855764607
1739209784.806709;-35.57807855764607
1739209784.8067095;-38.13080360867914
1739209784.8067098;-45.120503652039325
1739209784.8067102;-38.13080360867914
1739209784.8067105;-45.120503652039325
1739209784.806711;-45.120503652039325
1739209784.8067112;-33.981070128970906
1739209784.8067117;-38.13080360867914
1739209784.806712;-38.13080360867914
1739209784.8067124;-38.13080360867914
1739209784.8067129;-35.57807855764607
1739209784.806713;-35.57807855764607
1739209784.8067136;-45.120503652039325
1739209784.8067138;-38.13080360867914
1739209784.8067143;-45.120503652039325
1739209784.8067145;-35.57807855764607
1739209784.806715;-45.120503652039325
1739209784.8067153;-45.120503652039325
1739209784.8067157;-32.816014438256545
1739209784.8067162;-33.981070128970906
1739209784.8067164;-38.13080360867914
1739209784.806717;-38.13080360867914
1739209784.8067172;-45.120503652039325
1739209784.8067176;-45.120503652039325
1739209784.8067179;-35.57807855764607
1739209784.8067183;-38.13080360867914
1739209784.8067186;-38.13080360867914
1739209784.806719;-38.13080360867914
1739209784.8067195;-38.13080360867914
1739209784.8067198;-45.120503652039325
1739209784.8067203;-33.981070128970906
1739209784.8067205;-45.120503652039325
1739209784.806721;-45.120503652039325
1739209784.8067212;-45.120503652039325
1739209784.8067217;-32.816014438256545
1739209784.806722;-38.13080360867914
1739209784.8067224;-45.120503652039325
1739209784.8067226;-45.120503652039325
1739209784.806723;-38.13080360867914
1739209784.8067236;-35.57807855764607
1739209784.8067238;-38.13080360867914
1739209784.8067243;-45.120503652039325
1739209784.8067245;-45.120503652039325
1739209784.806725;-45.120503652039325
1739209784.8067253;-31.141103565318893
1739209784.8067257;-35.57807855764607
1739209784.806726;-45.120503652039325
1739209784.8067265;-38.13080360867914
1739209784.806727;-33.981070128970906
1739209784.8067272;-32.816014438256545
1739209784.8067276;-45.120503652039325
1739209784.806728;-38.13080360867914
1739209784.8067284;-45.120503652039325
1739209784.8067286;-45.120503652039325
1739209784.806729;-38.13080360867914
1739209784.8067293;-45.120503652039325
1739209784.8067298;-38.13080360867914
1739209784.8067303;-45.120503652039325
1739209784.8067305;-38.13080360867914
1739209784.806731;-45.120503652039325
1739209784.8067312;-35.57807855764607
1739209784.8067317;-35.57807855764607
1739209784.806732;-45.120503652039325
1739209784.8067324;-45.120503652039325
1739209784.8067327;-31.141103565318893
1739209784.8067331;-35.57807855764607
1739209784.8067336;-45.120503652039325
1739209784.8067338;-45.120503652039325
1739209784.8067343;-38.13080360867914
1739209784.8067346;-38.13080360867914
1739209784.806735;-45.120503652039325
1739209784.8067353;-45.120503652039325
1739209784.8067358;-45.120503652039325
1739209784.806736;-45.120503652039325
1739209784.8067365;-45.120503652039325
1739209784.806737;-38.13080360867914
1739209784.8067372;-45.120503652039325
1739209784.8067377;-38.13080360867914
1739209784.806738;-38.13080360867914
1739209784.8067384;-38.13080360867914
1739209784.8067386;-45.120503652039325
1739209784.806739;-45.120503652039325
1739209784.8067393;-35.57807855764607
1739209784.8067398;-45.120503652039325
1739209784.8067403;-32.816014438256545
1739209784.8067405;-30.49652367304973
1739209784.806741;-38.13080360867914
1739209784.8067412;-35.57807855764607
1739209784.8067417;-38.13080360867914
1739209784.806742;-32.816014438256545
1739209784.8067424;-38.13080360867914
1739209784.8067427;-35.57807855764607
1739209784.8067431;-45.120503652039325
1739209784.8067436;-45.120503652039325
1739209784.8067439;-38.13080360867914
1739209784.8067443;-45.120503652039325
1739209784.8067446;-45.120503652039325
1739209784.806745;-45.120503652039325
1739209784.8067453;-45.120503652039325
1739209784.8067458;-38.13080360867914
1739209784.806746;-38.13080360867914
1739209784.8067465;-45.120503652039325
1739209784.806747;-38.13080360867914
1739209784.8067472;-45.120503652039325
1739209784.8067477;-45.120503652039325
1739209784.806748;-45.120503652039325
1739209784.8067484;-38.13080360867914
1739209784.8067486;-45.120503652039325
1739209784.806749;-35.57807855764607
1739209784.8067493;-26.991370085610722
1739209784.8067498;-45.120503652039325
1739209784.8067503;-45.120503652039325
1739209784.8067505;-38.13080360867914
1739209784.806751;-35.57807855764607
1739209784.8067513;-38.13080360867914
1739209784.8067517;-38.13080360867914
1739209784.806752;-45.120503652039325
1739209784.8067524;-33.981070128970956
1739209784.8067527;-45.120503652039325
1739209784.8067532;-45.120503652039325
1739209784.8067536;-33.981070128970906
1739209784.8067539;-45.120503652039325
1739209784.8067544;-45.120503652039325
1739209784.8067546;-38.13080360867914
1739209784.806755;-35.57807855764607
1739209784.8067553;-31.141103565318915
1739209784.8067558;-35.57807855764607
1739209784.806756;-45.120503652039325
1739209784.8067565;-38.13080360867914
1739209784.806757;-35.57807855764607
1739209784.8067572;-45.120503652039325
1739209784.8067577;-35.57807855764607
1739209784.806758;-38.13080360867914
1739209784.8067584;-45.120503652039325
1739209784.8067586;-45.120503652039325
1739209784.806759;-45.120503652039325
1739209784.8067594;-45.120503652039325
1739209784.8067598;-33.981070128970906
1739209784.8067603;-45.120503652039325
1739209784.8067605;-45.120503652039325
1739209784.806761;-45.120503652039325
1739209784.8067613;-38.13080360867914
1739209784.8067617;-45.120503652039325
1739209784.806762;-45.120503652039325
1739209784.8067625;-45.120503652039325
1739209784.8067627;-45.120503652039325
1739209784.8067632;-45.120503652039325
1739209784.8067636;-45.120503652039325
1739209784.806764;-38.13080360867914
1739209784.8067644;-38.13080360867914
1739209784.8067646;-38.13080360867914
1739209784.806765;-38.13080360867914
1739209784.8067653;-45.120503652039325
1739209784.8067658;-38.13080360867914
1739209784.806766;-33.981070128970906
1739209784.8067665;-38.13080360867914
1739209784.806767;-38.13080360867914
1739209784.8067672;-38.13080360867914
1739209784.8067677;-45.120503652039325
1739209784.806768;-33.981070128970906
1739209784.8067684;-45.120503652039325
1739209784.8067687;-45.120503652039325
1739209784.8067691;-45.120503652039325
1739209784.8067694;-38.13080360867914
1739209784.8067698;-38.13080360867914
1739209784.8067703;-45.120503652039325
1739209784.8067706;-45.120503652039325
1739209784.806771;-38.13080360867914
1739209784.8067713;-45.120503652039325
1739209784.8067718;-38.13080360867914
1739209784.806772;-45.120503652039325
1739209784.8067725;-38.13080360867914
1739209784.8067727;-45.120503652039325
1739209784.8067732;-45.120503652039325
1739209784.8067734;-35.57807855764607
1739209784.806774;-45.120503652039325
1739209784.8067744;-45.120503652039325
1739209784.8067746;-45.120503652039325
1739209784.806775;-38.13080360867914
1739209784.8067753;-38.13080360867914
1739209784.8067758;-45.120503652039325
1739209784.806776;-45.120503652039325
1739209784.8067765;-45.120503652039325
1739209784.8067768;-45.120503652039325
1739209784.8067772;-45.120503652039325
1739209784.8067777;-45.120503652039325
1739209784.806778;-38.13080360867914
1739209784.8067784;-38.13080360867914
1739209784.8067787;-38.13080360867914
1739209784.8067791;-45.120503652039325
1739209784.8067794;-38.13080360867914
1739209784.8067799;-33.981070128970906
1739209784.80678;-45.120503652039325
1739209784.8067806;-38.13080360867914
1739209784.806781;-38.13080360867914
1739209784.8067813;-38.13080360867914
1739209784.8067818;-45.120503652039325
1739209784.806782;-38.13080360867914
1739209784.8067825;-31.141103565318915
1739209784.8067827;-45.120503652039325
1739209784.8067832;-45.120503652039325
1739209784.8067834;-45.120503652039325
1739209784.806784;-38.13080360867914
