CAN Message; 0x150:02001a81b3d946da
1739209715.0559318;-38.13080360867914
1739209715.0559375;-38.13080360867914
1739209715.0559433;-45.120503652039325
1739209715.0559492;-45.120503652039325
1739209715.055955;-45.120503652039325
1739209715.0559607;-38.13080360867914
1739209715.0559666;-38.13080360867914
1739209715.0559723;-38.13080360867914
1739209715.055978;-33.981070128970906
1739209715.055984;-45.120503652039325
1739209715.0559897;-45.120503652039325
1739209715.0559955;-38.13080360867914
1739209715.0560014;-38.13080360867914
1739209715.0560071;-45.120503652039325
1739209715.0560129;-38.13080360867914
1739209715.0560188;-33.981070128970906
1739209715.0560246;-30.49652367304973
1739209715.0560303;-45.120503652039325
1739209715.0560362;-38.13080360867914
1739209715.056042;-38.13080360867914
1739209715.0560477;-38.13080360867914
1739209715.0560536;-38.13080360867914
1739209715.0560594;-38.13080360867914
1739209715.056065;-32.816014438256545
1739209715.056071;-31.141103565318915
1739209715.0560768;-45.120503652039325
1739209715.0560825;-45.120503652039325
1739209715.0560884;-45.120503652039325
1739209715.0560942;-45.120503652039325
1739209715.0561;-45.120503652039325
1739209715.0561059;-33.981070128970906
1739209715.0561116;-38.13080360867914
1739209715.0561173;-38.13080360867914
1739209715.0561233;-38.13080360867914
1739209715.056129;-38.13080360867914
1739209715.0561347;-38.13080360867914
1739209715.0561407;-38.13080360867914
1739209715.0561464;-45.120503652039325
1739209715.056152;-38.13080360867914
1739209715.056158;-38.13080360867914
1739209715.0561638;-45.120503652039325
1739209715.0561695;-45.120503652039325
1739209715.0561755;-38.13080360867914
1739209715.0561812;-38.13080360867914
1739209715.056187;-38.13080360867914
1739209715.0561929;-45.120503652039325
1739209715.0561986;-45.120503652039325
1739209715.0562043;-45.120503652039325
1739209715.0562103;-33.981070128970906
1739209715.056216;-45.120503652039325
1739209715.0562217;-45.120503652039325
1739209715.0562277;-45.120503652039325
1739209715.0562334;-45.120503652039325
1739209715.0562391;-45.120503652039325
1739209715.056245;-45.120503652039325
1739209715.0562508;-45.120503652039325
1739209715.0562565;-45.120503652039325
1739209715.0562625;-45.120503652039325
1739209715.0562682;-45.120503652039325
1739209715.056274;-45.120503652039325
1739209715.05628;-38.13080360867914
1739209715.0562856;-38.13080360867914
1739209715.0562913;-45.120503652039325
1739209715.0562973;-38.13080360867914
1739209715.056303;-33.981070128970906
1739209715.0563087;-45.120503652039325
1739209715.0563147;-45.120503652039325
1739209715.0563204;-38.13080360867914
1739209715.0563262;-38.13080360867914
1739209715.056332;-45.120503652039325
1739209715.0563378;-38.13080360867914
1739209715.0563436;-45.120503652039325
1739209715.0563495;-35.57807855764607
1739209715.0563552;-32.816014438256545
1739209715.056361;-45.120503652039325
1739209715.056367;-45.120503652039325
1739209715.0563726;-35.57807855764607
1739209715.0563784;-35.57807855764607
1739209715.0563843;-45.120503652039325
1739209715.05639;-38.13080360867914
1739209715.0563958;-33.981070128970906
1739209715.0564017;-38.13080360867914
1739209715.0564075;-38.13080360867914
1739209715.0564132;-38.13080360867914
1739209715.0564191;-45.120503652039325
1739209715.0564249;-35.57807855764607
1739209715.0564306;-38.13080360867914
1739209715.0564365;-45.120503652039325
1739209715.0564423;-45.120503652039325
1739209715.056448;-45.120503652039325
1739209715.056454;-45.120503652039325
1739209715.0564597;-45.120503652039325
1739209715.0564654;-33.981070128970906
1739209715.0564713;-45.120503652039325
1739209715.056477;-45.120503652039325
1739209715.0564828;-38.13080360867914
1739209715.0564888;-45.120503652039325
1739209715.0564945;-33.981070128970906
1739209715.0565002;-45.120503652039325
1739209715.0565062;-38.13080360867914
1739209715.0565119;-38.13080360867914
1739209715.0565176;-32.816014438256545
1739209715.0565236;-35.57807855764607
1739209715.0565293;-35.57807855764607
1739209715.056535;-45.120503652039325
1739209715.056541;-45.120503652039325
1739209715.0565467;-45.120503652039325
1739209715.0565524;-38.13080360867914
1739209715.0565584;-35.57807855764607
1739209715.056564;-45.120503652039325
1739209715.0565698;-45.120503652039325
1739209715.0565758;-45.120503652039325
1739209715.0565815;-38.13080360867914
1739209715.0565872;-32.816014438256545
1739209715.0565932;-38.13080360867914
1739209715.056599;-38.13080360867914
1739209715.0566046;-45.120503652039325
1739209715.0566106;-38.13080360867914
1739209715.0566163;-38.13080360867914
1739209715.056622;-38.13080360867914
1739209715.056628;-45.120503652039325
1739209715.0566337;-45.120503652039325
1739209715.0566394;-38.13080360867914
1739209715.0566454;-45.120503652039325
1739209715.056651;-45.120503652039325
1739209715.0566568;-45.120503652039325
1739209715.0566628;-33.981070128970906
1739209715.0566685;-38.13080360867914
1739209715.0566742;-45.120503652039325
1739209715.0566802;-31.141103565318943
1739209715.056686;-35.57807855764607
1739209715.0566916;-38.13080360867914
1739209715.0566976;-45.120503652039325
1739209715.0567033;-35.57807855764607
1739209715.056709;-45.120503652039325
1739209715.0567148;-38.13080360867914
1739209715.0567207;-38.13080360867914
1739209715.0567265;-31.141103565318915
1739209715.0567322;-38.13080360867914
1739209715.0567381;-38.13080360867914
1739209715.0567439;-38.13080360867914
1739209715.0567496;-38.13080360867914
1739209715.0567555;-38.13080360867914
1739209715.0567613;-35.57807855764607
1739209715.056767;-38.13080360867914
1739209715.056773;-38.13080360867914
1739209715.0567787;-38.13080360867914
1739209715.0567844;-45.120503652039325
1739209715.0567904;-38.13080360867914
1739209715.056796;-45.120503652039325
1739209715.0568018;-38.13080360867914
1739209715.0568078;-45.120503652039325
1739209715.0568135;-38.13080360867914
1739209715.0568192;-38.13080360867914
1739209715.0568252;-45.120503652039325
1739209715.056831;-45.120503652039325
1739209715.0568366;-38.13080360867914
1739209715.0568426;-38.13080360867914
1739209715.0568483;-45.120503652039325
1739209715.056854;-45.120503652039325
1739209715.05686;-35.57807855764607
1739209715.0568657;-28.992665084841942
1739209715.0568714;-32.816014438256545
1739209715.0568774;-38.13080360867914
1739209715.056883;-38.13080360867914
1739209715.0568888;-35.57807855764607
1739209715.0568948;-38.13080360867914
1739209715.0569005;-45.120503652039325
1739209715.0569062;-38.13080360867914
1739209715.0569122;-35.57807855764607
1739209715.056918;-33.981070128970906
1739209715.0569236;-33.981070128970906
1739209715.0569296;-38.13080360867914
1739209715.0569353;-45.120503652039325
1739209715.056941;-45.120503652039325
1739209715.056947;-45.120503652039325
1739209715.0569527;-45.120503652039325
1739209715.0569584;-31.141103565318915
1739209715.0569644;-33.981070128970906
1739209715.0569701;-45.120503652039325
1739209715.0569758;-38.13080360867914
1739209715.0569818;-38.13080360867914
1739209715.0569875;-38.13080360867914
1739209715.0569932;-45.120503652039325
1739209715.0569992;-35.57807855764607
1739209715.057005;-33.981070128970906
1739209715.0570107;-33.981070128970906
1739209715.0570166;-45.120503652039325
1739209715.0570223;-45.120503652039325
1739209715.057028;-45.120503652039325
1739209715.057034;-45.120503652039325
1739209715.0570397;-45.120503652039325
1739209715.0570455;-38.13080360867914
1739209715.0570514;-38.13080360867914
1739209715.0570571;-38.13080360867914
1739209715.0570629;-45.120503652039325
1739209715.0570688;-45.120503652039325
1739209715.0570745;-38.13080360867914
1739209715.0570803;-38.13080360867914
1739209715.0570862;-45.120503652039325
1739209715.057092;-38.13080360867914
1739209715.0570977;-38.13080360867914
1739209715.0571036;-45.120503652039325
1739209715.0571094;-38.13080360867914
1739209715.057115;-38.13080360867914
1739209715.057121;-35.57807855764607
1739209715.0571268;-38.13080360867914
1739209715.0571325;-45.120503652039325
1739209715.0571384;-45.120503652039325
1739209715.0571442;-38.13080360867914
1739209715.05715;-45.120503652039325
1739209715.0571558;-38.13080360867914
1739209715.0571616;-45.120503652039325
1739209715.0571673;-38.13080360867914
1739209715.0571733;-45.120503652039325
1739209715.057179;-45.120503652039325
1739209715.0571847;-33.981070128970906
1739209715.0571907;-38.13080360867914
1739209715.0571964;-38.13080360867914
1739209715.057202;-45.120503652039325
1739209715.057208;-45.120503652039325
1739209715.0572138;-33.981070128970906
1739209715.0572195;-32.816014438256545
1739209715.0572255;-38.13080360867914
1739209715.0572312;-32.816014438256545
1739209715.057237;-35.57807855764607
1739209715.0572429;-38.13080360867914
1739209715.0572486;-45.120503652039325
1739209715.0572543;-45.120503652039325
1739209715.0572603;-45.120503652039325
1739209715.057266;-45.120503652039325
1739209715.0572717;-38.13080360867914
1739209715.0572777;-38.13080360867914
1739209715.0572834;-38.13080360867914
1739209715.0572891;-45.120503652039325
1739209715.057295;-38.13080360867914
1739209715.0573008;-45.120503652039325
1739209715.0573065;-45.120503652039325
1739209715.0573125;-35.57807855764607
1739209715.0573182;-33.981070128970906
1739209715.057324;-33.981070128970906
1739209715.05733;-45.120503652039325
1739209715.0573356;-38.13080360867914
1739209715.0573413;-45.120503652039325
1739209715.0573473;-45.120503652039325
1739209715.057353;-38.13080360867914
1739209715.0573587;-45.120503652039325
1739209715.0573647;-45.120503652039325
1739209715.0573704;-45.120503652039325
1739209715.0573761;-45.120503652039325
1739209715.057382;-45.120503652039325
1739209715.0573878;-45.120503652039325
1739209715.0573936;-38.13080360867914
1739209715.0573995;-45.120503652039325
1739209715.0574052;-31.141103565318915
1739209715.057411;-38.13080360867914
1739209715.057417;-45.120503652039325
1739209715.0574226;-45.120503652039325
1739209715.0574284;-35.57807855764607
1739209715.0574343;-35.57807855764607
1739209715.05744;-45.120503652039325
1739209715.0574458;-45.120503652039325
1739209715.0574517;-38.13080360867914
1739209715.0574574;-35.57807855764607
1739209715.0574632;-38.13080360867914
1739209715.0574691;-38.13080360867914
1739209715.0574749;-45.120503652039325
1739209715.0574806;-45.120503652039325
1739209715.0574865;-45.120503652039325
1739209715.0574923;-45.120503652039325
1739209715.057498;-45.120503652039325
1739209715.057504;-45.120503652039325
1739209715.0575097;-38.13080360867914
1739209715.0575154;-38.13080360867914
1739209715.0575213;-38.13080360867914
1739209715.057527;-35.57807855764607
1739209715.0575328;-45.120503652039325
1739209715.0575387;-45.120503652039325
1739209715.0575445;-45.120503652039325
1739209715.0575502;-35.57807855764607
1739209715.0575562;-45.120503652039325
1739209715.0575619;-45.120503652039325
1739209715.0575676;-45.120503652039325
1739209715.0575733;-45.120503652039325
1739209715.0575793;-38.13080360867914
1739209715.057585;-38.13080360867914
1739209715.0575907;-45.120503652039325
1739209715.0575967;-45.120503652039325
1739209715.0576024;-45.120503652039325
1739209715.0576081;-38.13080360867914
1739209715.057614;-38.13080360867914
1739209715.0576198;-45.120503652039325
1739209715.0576255;-38.13080360867914
1739209715.0576315;-45.120503652039325
1739209715.0576372;-35.57807855764607
1739209715.057643;-38.13080360867914
1739209715.057649;-38.13080360867914
1739209715.0576546;-38.13080360867914
1739209715.0576603;-45.120503652039325
1739209715.0576663;-30.49652367304973
1739209715.057672;-38.13080360867914
1739209715.0576777;-38.13080360867914
1739209715.0576837;-38.13080360867914
1739209715.0576894;-45.120503652039325
1739209715.0576952;-38.13080360867914
1739209715.057701;-45.120503652039325
1739209715.0577068;-45.120503652039325
1739209715.0577126;-33.981070128970956
1739209715.0577185;-45.120503652039325
1739209715.0577242;-38.13080360867914
1739209715.05773;-38.13080360867914
1739209715.057736;-45.120503652039325
1739209715.0577416;-35.57807855764607
1739209715.0577474;-35.57807855764607
1739209715.0577533;-38.13080360867914
1739209715.057759;-26.991370085610722
1739209715.0577648;-35.57807855764607
1739209715.0577707;-38.13080360867914
1739209715.0577765;-45.120503652039325
1739209715.0577822;-45.120503652039325
1739209715.0577881;-45.120503652039325
1739209715.0577939;-45.120503652039325
1739209715.0577996;-45.120503652039325
1739209715.0578055;-38.13080360867914
1739209715.0578113;-45.120503652039325
1739209715.057817;-45.120503652039325
1739209715.057823;-33.981070128970906
1739209715.0578287;-45.120503652039325
1739209715.0578344;-45.120503652039325
1739209715.0578403;-45.120503652039325
1739209715.057846;-45.120503652039325
1739209715.0578518;-45.120503652039325
1739209715.0578578;-35.57807855764607
1739209715.0578635;-35.57807855764607
1739209715.0578692;-38.13080360867914
1739209715.0578752;-38.13080360867914
1739209715.0578809;-45.120503652039325
1739209715.0578866;-45.120503652039325
1739209715.0578926;-45.120503652039325
1739209715.0578983;-28.992665084841942
1739209715.057904;-38.13080360867914
1739209715.05791;-38.13080360867914
1739209715.0579157;-38.13080360867914
1739209715.0579214;-32.816014438256545
1739209715.0579274;-38.13080360867914
1739209715.057933;-45.120503652039325
1739209715.0579388;-38.13080360867914
1739209715.0579448;-35.57807855764607
1739209715.0579505;-45.120503652039325
1739209715.0579562;-45.120503652039325
1739209715.0579622;-45.120503652039325
1739209715.057968;-38.13080360867914
1739209715.0579736;-45.120503652039325
1739209715.0579796;-45.120503652039325
1739209715.0579853;-33.981070128970906
1739209715.057991;-28.992665084841942
1739209715.057997;-33.981070128970906
1739209715.0580027;-45.120503652039325
1739209715.0580084;-45.120503652039325
1739209715.0580144;-38.13080360867914
1739209715.05802;-38.13080360867914
1739209715.0580258;-45.120503652039325
1739209715.0580318;-38.13080360867914
1739209715.0580375;-32.816014438256545
1739209715.0580432;-33.981070128970906
1739209715.0580492;-38.13080360867914
1739209715.058055;-45.120503652039325
1739209715.0580606;-45.120503652039325
1739209715.0580666;-45.120503652039325
1739209715.0580723;-45.120503652039325
1739209715.058078;-45.120503652039325
1739209715.058084;-38.13080360867914
1739209715.0580897;-38.13080360867914
1739209715.0580955;-38.13080360867914
1739209715.0581014;-45.120503652039325
1739209715.0581071;-35.57807855764607
1739209715.0581129;-45.120503652039325
1739209715.0581188;-45.120503652039325
1739209715.0581245;-45.120503652039325
1739209715.0581303;-45.120503652039325
1739209715.0581362;-38.13080360867914
1739209715.058142;-45.120503652039325
1739209715.0581477;-45.120503652039325
1739209715.0581536;-45.120503652039325
1739209715.0581594;-38.13080360867914
1739209715.058165;-45.120503652039325
1739209715.058171;-45.120503652039325
1739209715.0581768;-38.13080360867914
1739209715.0581825;-45.120503652039325
1739209715.0581884;-38.13080360867914
1739209715.0581942;-38.13080360867914
1739209715.0582;-35.57807855764607
1739209715.0582058;-38.13080360867914
1739209715.0582116;-38.13080360867914
1739209715.0582173;-38.13080360867914
1739209715.0582232;-45.120503652039325
1739209715.058229;-38.13080360867914
1739209715.0582347;-35.57807855764607
1739209715.0582407;-45.120503652039325
1739209715.0582464;-45.120503652039325
1739209715.058252;-38.13080360867914
1739209715.058258;-38.13080360867914
1739209715.0582638;-38.13080360867914
1739209715.0582695;-38.13080360867914
1739209715.0582755;-31.141103565318915
1739209715.0582812;-45.120503652039325
1739209715.058287;-45.120503652039325
1739209715.0582929;-38.13080360867914
1739209715.0582986;-45.120503652039325
1739209715.0583043;-38.13080360867914
1739209715.0583103;-38.13080360867914
1739209715.058316;-45.120503652039325
1739209715.0583217;-38.13080360867914
1739209715.0583277;-35.57807855764607
1739209715.0583334;-45.120503652039325
1739209715.058339;-45.120503652039325
1739209715.058345;-32.816014438256545
1739209715.0583508;-35.57807855764607
1739209715.0583565;-45.120503652039325
1739209715.0583625;-45.120503652039325
1739209715.0583682;-45.120503652039325
1739209715.058374;-38.13080360867914
1739209715.05838;-45.120503652039325
1739209715.0583856;-38.13080360867914
1739209715.0583913;-45.120503652039325
1739209715.0583973;-45.120503652039325
1739209715.058403;-45.120503652039325
1739209715.0584087;-38.13080360867914
1739209715.0584145;-38.13080360867914
1739209715.0584204;-45.120503652039325
1739209715.0584261;-38.13080360867914
1739209715.0584319;-38.13080360867914
1739209715.0584378;-38.13080360867914
1739209715.0584435;-45.120503652039325
1739209715.0584493;-38.13080360867914
1739209715.0584552;-45.120503652039325
1739209715.058461;-38.13080360867914
1739209715.0584667;-38.13080360867914
1739209715.0584726;-38.13080360867914
1739209715.0584784;-38.13080360867914
1739209715.058484;-38.13080360867914
1739209715.05849;-38.13080360867914
1739209715.0584958;-45.120503652039325
1739209715.0585015;-35.57807855764607
1739209715.0585074;-45.120503652039325
1739209715.0585132;-45.120503652039325
1739209715.058519;-38.13080360867914
1739209715.0585248;-35.57807855764607
1739209715.0585306;-45.120503652039325
1739209715.0585363;-45.120503652039325
1739209715.0585423;-45.120503652039325
1739209715.058548;-45.120503652039325
1739209715.0585537;-38.13080360867914
1739209715.0585597;-32.816014438256545
1739209715.0585654;-33.981070128970906
1739209715.058571;-38.13080360867914
1739209715.058577;-45.120503652039325
1739209715.0585828;-38.13080360867914
1739209715.0585885;-45.120503652039325
1739209715.0585945;-45.120503652039325
1739209715.0586002;-45.120503652039325
1739209715.058606;-45.120503652039325
1739209715.0586119;-38.13080360867914
1739209715.0586176;-38.13080360867914
1739209715.0586233;-33.981070128970906
1739209715.0586293;-45.120503652039325
1739209715.058635;-45.120503652039325
1739209715.0586407;-45.120503652039325
1739209715.0586467;-38.13080360867914
1739209715.0586524;-30.49652367304973
1739209715.0586581;-45.120503652039325
1739209715.058664;-38.13080360867914
1739209715.0586698;-38.13080360867914
1739209715.0586755;-35.57807855764607
1739209715.0586815;-45.120503652039325
1739209715.0586872;-38.13080360867914
1739209715.058693;-38.13080360867914
1739209715.058699;-45.120503652039325
1739209715.0587046;-45.120503652039325
1739209715.0587103;-38.13080360867914
1739209715.0587163;-38.13080360867914
1739209715.058722;-45.120503652039325
1739209715.0587277;-45.120503652039325
1739209715.0587337;-45.120503652039325
1739209715.0587394;-45.120503652039325
1739209715.0587451;-38.13080360867914
1739209715.058751;-45.120503652039325
1739209715.0587568;-45.120503652039325
1739209715.0587626;-38.13080360867914
1739209715.0587685;-33.981070128970906
1739209715.0587742;-45.120503652039325
1739209715.05878;-45.120503652039325
1739209715.058786;-38.13080360867914
1739209715.0587916;-45.120503652039325
1739209715.0587974;-38.13080360867914
1739209715.0588033;-38.13080360867914
1739209715.058809;-45.120503652039325
1739209715.0588148;-45.120503652039325
1739209715.0588207;-45.120503652039325
1739209715.0588264;-33.981070128970906
1739209715.0588322;-38.13080360867914
1739209715.0588381;-38.13080360867914
1739209715.0588439;-32.816014438256545
1739209715.0588496;-38.13080360867914
1739209715.0588555;-33.981070128970906
1739209715.0588613;-32.816014438256545
1739209715.058867;-38.13080360867914
1739209715.058873;-35.57807855764607
1739209715.0588787;-38.13080360867914
1739209715.0588844;-28.992665084841942
1739209715.0588903;-38.13080360867914
1739209715.058896;-38.13080360867914
1739209715.0589018;-38.13080360867914
1739209715.0589077;-38.13080360867914
1739209715.0589135;-35.57807855764607
1739209715.0589192;-38.13080360867914
1739209715.0589252;-45.120503652039325
1739209715.0589309;-31.141103565318943
1739209715.0589366;-38.13080360867914
1739209715.0589426;-38.13080360867914
1739209715.0589483;-38.13080360867914
1739209715.058954;-38.13080360867914
1739209715.05896;-38.13080360867914
1739209715.0589657;-33.981070128970906
1739209715.0589714;-38.13080360867914
1739209715.0589774;-31.141103565318915
1739209715.058983;-32.816014438256545
1739209715.0589888;-38.13080360867914
1739209715.0589948;-45.120503652039325
1739209715.0590005;-38.13080360867914
1739209715.0590062;-38.13080360867914
1739209715.0590122;-35.57807855764607
1739209715.059018;-33.981070128970906
1739209715.0590236;-32.81601443825658
1739209715.0590296;-33.981070128970906
1739209715.0590353;-38.13080360867914
1739209715.059041;-45.120503652039325
1739209715.059047;-45.120503652039325
1739209715.0590527;-45.120503652039325
1739209715.0590584;-38.13080360867914
1739209715.0590644;-38.13080360867914
1739209715.05907;-31.141103565318915
1739209715.0590758;-33.981070128970906
1739209715.0590818;-38.13080360867914
1739209715.0590875;-38.13080360867914
1739209715.0590932;-33.981070128970906
1739209715.0590992;-38.13080360867914
1739209715.059105;-45.120503652039325
1739209715.0591106;-38.13080360867914
1739209715.0591166;-45.120503652039325
1739209715.0591223;-38.13080360867914
1739209715.059128;-35.57807855764607
1739209715.059134;-38.13080360867914
1739209715.0591397;-35.57807855764607
