CAN Message; 0x1d3:00005adc284b002b
1739209818.08251;-38.13080360867914
1739209818.0825129;-45.120503652039325
1739209818.082516;-33.981070128970906
1739209818.0825188;-38.13080360867914
1739209818.0825217;-45.120503652039325
1739209818.0825248;-38.13080360867914
1739209818.0825276;-45.120503652039325
1739209818.0825305;-38.13080360867914
1739209818.0825336;-38.13080360867914
1739209818.0825365;-38.13080360867914
1739209818.0825396;-38.13080360867914
1739209818.0825424;-38.13080360867914
1739209818.0825453;-45.120503652039325
1739209818.0825484;-45.120503652039325
1739209818.0825512;-45.120503652039325
1739209818.082554;-45.120503652039325
1739209818.0825572;-45.120503652039325
1739209818.08256;-38.13080360867914
1739209818.082563;-38.13080360867914
1739209818.082566;-45.120503652039325
1739209818.082569;-38.13080360867914
1739209818.082572;-38.13080360867914
1739209818.0825748;-45.120503652039325
1739209818.0825777;-45.120503652039325
1739209818.0825808;-45.120503652039325
1739209818.0825837;-45.120503652039325
1739209818.0825865;-33.981070128970906
1739209818.0825896;-33.981070128970906
1739209818.0825925;-33.981070128970906
1739209818.0825956;-38.13080360867914
1739209818.0825984;-38.13080360867914
1739209818.0826013;-35.57807855764607
1739209818.0826044;-38.13080360867914
1739209818.0826073;-45.120503652039325
1739209818.0826101;-38.13080360867914
1739209818.0826132;-31.141103565318915
1739209818.082616;-45.120503652039325
1739209818.082619;-45.120503652039325
1739209818.082622;-38.13080360867914
1739209818.082625;-38.13080360867914
1739209818.082628;-45.120503652039325
1739209818.0826309;-38.13080360867914
1739209818.0826337;-45.120503652039325
1739209818.0826368;-35.57807855764607
1739209818.0826397;-38.13080360867914
1739209818.0826426;-38.13080360867914
1739209818.0826457;-45.120503652039325
1739209818.0826485;-38.13080360867914
1739209818.0826514;-35.57807855764607
1739209818.0826545;-45.120503652039325
1739209818.0826573;-38.13080360867914
1739209818.0826604;-38.13080360867914
1739209818.0826633;-45.120503652039325
1739209818.0826662;-45.120503652039325
1739209818.0826693;-45.120503652039325
1739209818.082672;-38.13080360867914
1739209818.082675;-35.57807855764607
1739209818.082678;-45.120503652039325
1739209818.082681;-38.13080360867914
1739209818.082684;-31.141103565318915
1739209818.082687;-45.120503652039325
1739209818.0826898;-45.120503652039325
1739209818.0826929;-38.13080360867914
1739209818.0826957;-38.13080360867914
1739209818.0826986;-38.13080360867914
1739209818.0827017;-38.13080360867914
1739209818.0827045;-45.120503652039325
1739209818.0827074;-35.57807855764607
1739209818.0827105;-35.57807855764607
1739209818.0827134;-45.120503652039325
1739209818.0827165;-38.13080360867914
1739209818.0827193;-38.13080360867914
1739209818.0827222;-38.13080360867914
1739209818.0827253;-45.120503652039325
1739209818.0827281;-45.120503652039325
1739209818.082731;-35.57807855764607
1739209818.082734;-35.57807855764607
1739209818.082737;-35.57807855764607
1739209818.08274;-35.57807855764607
1739209818.082743;-45.120503652039325
1739209818.0827458;-33.981070128970906
1739209818.082749;-45.120503652039325
1739209818.0827518;-38.13080360867914
1739209818.0827546;-45.120503652039325
1739209818.0827577;-38.13080360867914
1739209818.0827606;-35.57807855764607
1739209818.0827634;-45.120503652039325
1739209818.0827665;-38.13080360867914
1739209818.0827694;-38.13080360867914
1739209818.0827725;-45.120503652039325
1739209818.0827754;-45.120503652039325
1739209818.0827782;-32.816014438256545
1739209818.0827813;-38.13080360867914
1739209818.0827842;-45.120503652039325
1739209818.082787;-38.13080360867914
1739209818.0827901;-38.13080360867914
1739209818.082793;-38.13080360867914
1739209818.0827959;-35.57807855764607
1739209818.082799;-35.57807855764607
1739209818.0828018;-38.13080360867914
1739209818.082805;-45.120503652039325
1739209818.0828078;-45.120503652039325
1739209818.0828106;-45.120503652039325
1739209818.0828137;-45.120503652039325
1739209818.0828166;-45.120503652039325
1739209818.0828195;-45.120503652039325
1739209818.0828226;-38.13080360867914
1739209818.0828254;-38.13080360867914
1739209818.0828285;-45.120503652039325
1739209818.0828314;-45.120503652039325
1739209818.0828342;-45.120503652039325
1739209818.0828373;-31.141103565318893
1739209818.0828402;-32.816014438256545
1739209818.082843;-45.120503652039325
1739209818.0828462;-45.120503652039325
1739209818.082849;-35.57807855764607
1739209818.082852;-28.992665084841942
1739209818.082855;-45.120503652039325
1739209818.0828578;-38.13080360867914
1739209818.082861;-45.120503652039325
1739209818.0828638;-33.981070128970906
1739209818.0828667;-45.120503652039325
1739209818.0828698;-45.120503652039325
1739209818.0828726;-38.13080360867914
1739209818.0828755;-38.13080360867914
1739209818.0828786;-45.120503652039325
1739209818.0828815;-38.13080360867914
1739209818.0828843;-38.13080360867914
1739209818.0828874;-45.120503652039325
1739209818.0828903;-45.120503652039325
1739209818.0828934;-38.13080360867914
1739209818.0828962;-38.13080360867914
1739209818.082899;-31.141103565318915
1739209818.0829022;-45.120503652039325
1739209818.082905;-45.120503652039325
1739209818.082908;-38.13080360867914
1739209818.082911;-33.981070128970906
1739209818.0829139;-38.13080360867914
1739209818.082917;-45.120503652039325
1739209818.0829198;-38.13080360867914
1739209818.0829227;-33.981070128970906
1739209818.0829258;-45.120503652039325
1739209818.0829287;-45.120503652039325
1739209818.0829315;-45.120503652039325
1739209818.0829346;-38.13080360867914
1739209818.0829375;-38.13080360867914
1739209818.0829403;-38.13080360867914
1739209818.0829434;-45.120503652039325
1739209818.0829463;-32.81601443825658
1739209818.0829494;-38.13080360867914
1739209818.0829523;-38.13080360867914
1739209818.0829551;-45.120503652039325
1739209818.0829582;-45.120503652039325
1739209818.082961;-38.13080360867914
1739209818.082964;-38.13080360867914
1739209818.082967;-45.120503652039325
1739209818.08297;-31.141103565318915
1739209818.082973;-38.13080360867914
1739209818.0829759;-38.13080360867914
1739209818.0829787;-45.120503652039325
1739209818.0829818;-38.13080360867914
1739209818.0829847;-38.13080360867914
1739209818.0829875;-45.120503652039325
1739209818.0829906;-45.120503652039325
1739209818.0829935;-45.120503652039325
1739209818.0829964;-38.13080360867914
1739209818.0829995;-38.13080360867914
1739209818.0830023;-45.120503652039325
1739209818.0830054;-38.13080360867914
1739209818.0830083;-32.816014438256545
1739209818.0830112;-38.13080360867914
1739209818.0830142;-45.120503652039325
1739209818.083017;-38.13080360867914
1739209818.08302;-45.120503652039325
1739209818.083023;-45.120503652039325
1739209818.083026;-33.981070128970906
1739209818.0830288;-45.120503652039325
1739209818.083032;-38.13080360867914
1739209818.0830348;-35.57807855764607
1739209818.0830379;-38.13080360867914
1739209818.0830407;-33.981070128970906
1739209818.0830436;-38.13080360867914
1739209818.0830467;-38.13080360867914
1739209818.0830495;-45.120503652039325
1739209818.0830524;-35.57807855764607
1739209818.0830555;-45.120503652039325
1739209818.0830584;-38.13080360867914
1739209818.0830615;-38.13080360867914
1739209818.0830643;-45.120503652039325
1739209818.0830672;-38.13080360867914
1739209818.0830703;-45.120503652039325
1739209818.0830731;-38.13080360867914
1739209818.083076;-33.981070128970906
1739209818.083079;-45.120503652039325
1739209818.083082;-45.120503652039325
1739209818.0830848;-38.13080360867914
1739209818.083088;-38.13080360867914
1739209818.0830908;-38.13080360867914
1739209818.083094;-33.981070128970906
1739209818.0830967;-35.57807855764607
1739209818.0830996;-35.57807855764607
1739209818.0831027;-45.120503652039325
1739209818.0831056;-45.120503652039325
1739209818.0831084;-38.13080360867914
1739209818.0831115;-38.13080360867914
1739209818.0831144;-35.57807855764607
1739209818.0831175;-38.13080360867914
1739209818.0831203;-38.13080360867914
1739209818.0831232;-33.981070128970906
1739209818.0831263;-38.13080360867914
1739209818.0831292;-45.120503652039325
1739209818.083132;-38.13080360867914
1739209818.0831351;-38.13080360867914
1739209818.083138;-45.120503652039325
1739209818.0831409;-45.120503652039325
1739209818.083144;-45.120503652039325
1739209818.0831468;-45.120503652039325
1739209818.08315;-45.120503652039325
1739209818.0831528;-38.13080360867914
1739209818.0831556;-38.13080360867914
1739209818.0831587;-38.13080360867914
1739209818.0831616;-38.13080360867914
1739209818.0831645;-45.120503652039325
1739209818.0831676;-45.120503652039325
1739209818.0831704;-38.13080360867914
1739209818.0831733;-30.49652367304973
1739209818.0831764;-38.13080360867914
1739209818.0831792;-45.120503652039325
1739209818.0831823;-38.13080360867914
1739209818.0831852;-33.981070128970906
1739209818.083188;-45.120503652039325
1739209818.0831912;-45.120503652039325
1739209818.083194;-45.120503652039325
1739209818.0831969;-45.120503652039325
1739209818.0832;-38.13080360867914
1739209818.0832028;-38.13080360867914
1739209818.083206;-45.120503652039325
1739209818.0832088;-38.13080360867914
1739209818.0832117;-45.120503652039325
1739209818.0832148;-38.13080360867914
1739209818.0832176;-45.120503652039325
1739209818.0832205;-38.13080360867914
1739209818.0832236;-38.13080360867914
1739209818.0832264;-38.13080360867914
1739209818.0832293;-45.120503652039325
1739209818.0832324;-27.8777449560314
1739209818.0832353;-38.13080360867914
1739209818.0832384;-35.57807855764607
1739209818.0832412;-35.57807855764607
1739209818.083244;-35.57807855764607
1739209818.0832472;-38.13080360867914
1739209818.08325;-38.13080360867914
1739209818.083253;-38.13080360867914
1739209818.083256;-45.120503652039325
1739209818.0832589;-45.120503652039325
1739209818.083262;-38.13080360867914
1739209818.0832648;-38.13080360867914
1739209818.0832677;-45.120503652039325
1739209818.0832708;-38.13080360867914
1739209818.0832736;-38.13080360867914
1739209818.0832765;-38.13080360867914
1739209818.0832796;-45.120503652039325
1739209818.0832825;-45.120503652039325
1739209818.0832853;-45.120503652039325
1739209818.0832884;-38.13080360867914
1739209818.0832913;-45.120503652039325
1739209818.0832944;-45.120503652039325
1739209818.0832973;-38.13080360867914
1739209818.0833;-35.57807855764607
1739209818.0833032;-27.8777449560314
1739209818.083306;-33.981070128970906
1739209818.083309;-38.13080360867914
1739209818.083312;-38.13080360867914
1739209818.083315;-38.13080360867914
1739209818.0833178;-45.120503652039325
1739209818.0833209;-38.13080360867914
1739209818.0833237;-35.57807855764607
1739209818.0833268;-45.120503652039325
1739209818.0833297;-45.120503652039325
1739209818.0833325;-35.57807855764607
1739209818.0833356;-38.13080360867914
1739209818.0833385;-38.13080360867914
1739209818.0833414;-45.120503652039325
1739209818.0833445;-38.13080360867914
1739209818.0833473;-38.13080360867914
1739209818.0833504;-32.816014438256545
1739209818.0833533;-32.816014438256545
1739209818.0833561;-38.13080360867914
1739209818.0833592;-31.141103565318893
1739209818.083362;-38.13080360867914
1739209818.083365;-38.13080360867914
1739209818.083368;-45.120503652039325
1739209818.083371;-45.120503652039325
1739209818.0833738;-35.57807855764607
1739209818.083377;-35.57807855764607
1739209818.0833797;-45.120503652039325
1739209818.0833828;-45.120503652039325
1739209818.0833857;-31.141103565318893
1739209818.0833886;-38.13080360867914
1739209818.0833917;-45.120503652039325
1739209818.0833945;-38.13080360867914
1739209818.0833974;-45.120503652039325
1739209818.0834005;-45.120503652039325
1739209818.0834033;-38.13080360867914
1739209818.0834062;-38.13080360867914
1739209818.0834093;-45.120503652039325
1739209818.0834122;-38.13080360867914
1739209818.0834153;-33.981070128970906
1739209818.0834181;-38.13080360867914
1739209818.083421;-38.13080360867914
1739209818.083424;-32.816014438256545
1739209818.083427;-45.120503652039325
1739209818.0834298;-45.120503652039325
1739209818.083433;-45.120503652039325
1739209818.0834358;-45.120503652039325
1739209818.0834389;-38.13080360867914
1739209818.0834417;-38.13080360867914
1739209818.0834446;-38.13080360867914
1739209818.0834477;-38.13080360867914
1739209818.0834506;-38.13080360867914
1739209818.0834534;-38.13080360867914
1739209818.0834565;-45.120503652039325
1739209818.0834594;-45.120503652039325
1739209818.0834622;-45.120503652039325
1739209818.0834653;-45.120503652039325
1739209818.0834682;-45.120503652039325
1739209818.0834713;-45.120503652039325
1739209818.0834742;-35.57807855764607
1739209818.083477;-35.57807855764607
1739209818.0834801;-45.120503652039325
1739209818.083483;-45.120503652039325
1739209818.0834858;-35.57807855764607
1739209818.083489;-38.13080360867914
1739209818.0834918;-38.13080360867914
1739209818.083495;-38.13080360867914
1739209818.0834978;-45.120503652039325
1739209818.0835006;-38.13080360867914
1739209818.0835037;-35.57807855764607
1739209818.0835066;-32.816014438256545
1739209818.0835094;-45.120503652039325
1739209818.0835125;-45.120503652039325
1739209818.0835154;-33.981070128970906
1739209818.0835183;-38.13080360867914
1739209818.0835214;-38.13080360867914
1739209818.0835242;-45.120503652039325
1739209818.0835273;-45.120503652039325
1739209818.0835302;-38.13080360867914
1739209818.083533;-38.13080360867914
1739209818.0835361;-45.120503652039325
1739209818.083539;-38.13080360867914
1739209818.0835419;-31.141103565318915
1739209818.083545;-33.981070128970906
1739209818.0835478;-45.120503652039325
1739209818.0835507;-38.13080360867914
1739209818.0835538;-38.13080360867914
1739209818.0835567;-38.13080360867914
1739209818.0835598;-45.120503652039325
1739209818.0835626;-33.981070128970906
1739209818.0835655;-38.13080360867914
1739209818.0835686;-35.57807855764607
1739209818.0835714;-38.13080360867914
1739209818.0835743;-45.120503652039325
1739209818.0835774;-38.13080360867914
1739209818.0835803;-45.120503652039325
1739209818.0835834;-45.120503652039325
1739209818.0835862;-38.13080360867914
1739209818.083589;-45.120503652039325
1739209818.0835922;-38.13080360867914
1739209818.083595;-38.13080360867914
1739209818.083598;-45.120503652039325
1739209818.083601;-33.981070128970906
1739209818.0836039;-38.13080360867914
1739209818.0836067;-38.13080360867914
1739209818.0836098;-38.13080360867914
1739209818.0836127;-38.13080360867914
1739209818.0836158;-33.981070128970906
1739209818.0836186;-38.13080360867914
1739209818.0836215;-38.13080360867914
1739209818.0836246;-38.13080360867914
1739209818.0836275;-33.981070128970906
1739209818.0836303;-38.13080360867914
1739209818.0836334;-38.13080360867914
1739209818.0836363;-38.13080360867914
1739209818.0836391;-33.981070128970906
1739209818.0836422;-38.13080360867914
1739209818.083645;-38.13080360867914
1739209818.0836482;-45.120503652039325
1739209818.083651;-33.981070128970906
1739209818.083654;-35.57807855764607
1739209818.083657;-38.13080360867914
1739209818.08366;-33.981070128970906
1739209818.0836627;-27.267205301931607
1739209818.0836658;-38.13080360867914
1739209818.0836687;-45.120503652039325
1739209818.0836718;-45.120503652039325
1739209818.0836747;-35.57807855764607
1739209818.0836775;-33.981070128970906
1739209818.0836806;-38.13080360867914
1739209818.0836835;-45.120503652039325
1739209818.0836864;-38.13080360867914
1739209818.0836895;-45.120503652039325
1739209818.0836923;-45.120503652039325
1739209818.0836952;-45.120503652039325
1739209818.0836983;-45.120503652039325
1739209818.0837011;-45.120503652039325
1739209818.0837042;-38.13080360867914
1739209818.083707;-38.13080360867914
1739209818.08371;-38.13080360867914
1739209818.083713;-33.981070128970906
1739209818.083716;-38.13080360867914
1739209818.0837188;-45.120503652039325
1739209818.0837219;-38.13080360867914
1739209818.0837247;-33.981070128970906
1739209818.0837278;-45.120503652039325
1739209818.0837307;-33.981070128970906
1739209818.0837336;-27.267205301931607
1739209818.0837367;-38.13080360867914
1739209818.0837395;-38.13080360867914
1739209818.0837424;-38.13080360867914
1739209818.0837455;-38.13080360867914
1739209818.0837483;-45.120503652039325
1739209818.0837512;-38.13080360867914
1739209818.0837543;-38.13080360867914
1739209818.0837572;-32.81601443825658
1739209818.0837603;-45.120503652039325
1739209818.0837631;-38.13080360867914
1739209818.083766;-38.13080360867914
1739209818.083769;-33.981070128970906
1739209818.083772;-32.816014438256545
1739209818.0837748;-45.120503652039325
1739209818.083778;-38.13080360867914
1739209818.0837808;-28.992665084841942
1739209818.0837836;-45.120503652039325
1739209818.0837867;-45.120503652039325
1739209818.0837896;-45.120503652039325
1739209818.0837927;-45.120503652039325
1739209818.0837955;-38.13080360867914
1739209818.0837984;-38.13080360867914
1739209818.0838015;-45.120503652039325
1739209818.0838044;-38.13080360867914
1739209818.0838072;-45.120503652039325
1739209818.0838103;-45.120503652039325
1739209818.0838132;-45.120503652039325
1739209818.0838163;-33.981070128970906
1739209818.0838192;-45.120503652039325
1739209818.083822;-33.981070128970906
1739209818.083825;-45.120503652039325
1739209818.083828;-45.120503652039325
1739209818.0838308;-35.57807855764607
1739209818.083834;-35.57807855764607
1739209818.0838368;-38.13080360867914
1739209818.0838397;-38.13080360867914
1739209818.0838428;-32.816014438256545
1739209818.0838456;-45.120503652039325
1739209818.0838487;-45.120503652039325
1739209818.0838516;-32.816014438256545
1739209818.0838544;-38.13080360867914
1739209818.0838575;-38.13080360867914
1739209818.0838604;-38.13080360867914
1739209818.0838633;-38.13080360867914
1739209818.0838664;-38.13080360867914
1739209818.0838692;-45.120503652039325
1739209818.0838723;-45.120503652039325
1739209818.0838752;-45.120503652039325
1739209818.083878;-45.120503652039325
1739209818.0838811;-45.120503652039325
1739209818.083884;-45.120503652039325
1739209818.0838869;-32.816014438256545
1739209818.08389;-35.57807855764607
1739209818.0838928;-38.13080360867914
1739209818.0838957;-38.13080360867914
1739209818.0838988;-45.120503652039325
1739209818.0839016;-38.13080360867914
1739209818.0839047;-45.120503652039325
1739209818.0839076;-45.120503652039325
1739209818.0839105;-45.120503652039325
1739209818.0839136;-35.57807855764607
1739209818.0839164;-35.57807855764607
1739209818.0839193;-38.13080360867914
1739209818.0839224;-38.13080360867914
1739209818.0839252;-38.13080360867914
1739209818.083928;-38.13080360867914
1739209818.0839312;-33.981070128970906
1739209818.083934;-35.57807855764607
1739209818.0839372;-38.13080360867914
1739209818.08394;-38.13080360867914
1739209818.083943;-38.13080360867914
1739209818.083946;-45.120503652039325
1739209818.0839489;-33.981070128970906
1739209818.0839517;-38.13080360867914
1739209818.0839548;-38.13080360867914
1739209818.0839577;-45.120503652039325
1739209818.0839608;-38.13080360867914
1739209818.0839636;-38.13080360867914
1739209818.0839665;-45.120503652039325
1739209818.0839696;-38.13080360867914
1739209818.0839725;-38.13080360867914
1739209818.0839753;-33.981070128970906
1739209818.0839784;-45.120503652039325
1739209818.0839813;-45.120503652039325
1739209818.0839841;-38.13080360867914
1739209818.0839872;-45.120503652039325
1739209818.08399;-45.120503652039325
1739209818.0839932;-45.120503652039325
1739209818.083996;-45.120503652039325
1739209818.083999;-45.120503652039325
1739209818.084002;-45.120503652039325
1739209818.0840049;-35.57807855764607
1739209818.0840077;-30.49652367304973
1739209818.0840108;-45.120503652039325
1739209818.0840137;-38.13080360867914
1739209818.0840168;-33.981070128970906
1739209818.0840197;-38.13080360867914
1739209818.0840225;-38.13080360867914
1739209818.0840256;-45.120503652039325
1739209818.0840285;-38.13080360867914
1739209818.0840313;-38.13080360867914
1739209818.0840344;-38.13080360867914
1739209818.0840373;-38.13080360867914
1739209818.0840402;-38.13080360867914
1739209818.0840433;-31.14110356531892
1739209818.0840461;-38.13080360867914
1739209818.0840492;-45.120503652039325
1739209818.084052;-45.120503652039325
1739209818.084055;-45.120503652039325
1739209818.084058;-45.120503652039325
1739209818.084061;-45.120503652039325
1739209818.0840638;-35.57807855764607
1739209818.0840669;-27.267205301931607
1739209818.0840697;-38.13080360867914
1739209818.0840726;-45.120503652039325
1739209818.0840757;-45.120503652039325
1739209818.0840786;-38.13080360867914
1739209818.0840816;-38.13080360867914
1739209818.0840845;-38.13080360867914
1739209818.0840874;-38.13080360867914
1739209818.0840905;-32.816014438256545
1739209818.0840933;-33.981070128970906
1739209818.0840962;-38.13080360867914
1739209818.0840993;-38.13080360867914
1739209818.0841022;-33.981070128970906
1739209818.0841053;-38.13080360867914
1739209818.084108;-38.13080360867914
1739209818.084111;-45.120503652039325
1739209818.084114;-38.13080360867914
1739209818.084117;-38.13080360867914
1739209818.0841198;-38.13080360867914
1739209818.084123;-38.13080360867914
1739209818.0841258;-38.13080360867914
1739209818.0841286;-38.13080360867914
1739209818.0841317;-45.120503652039325
1739209818.0841346;-45.120503652039325
1739209818.0841377;-33.981070128970906
1739209818.0841405;-33.981070128970906
1739209818.0841434;-38.13080360867914
1739209818.0841465;-45.120503652039325
1739209818.0841494;-33.981070128970906
1739209818.0841522;-38.13080360867914
1739209818.0841553;-38.13080360867914
1739209818.0841582;-35.57807855764607
1739209818.084161;-33.981070128970906
1739209818.0841641;-33.981070128970906
1739209818.084167;-45.120503652039325
1739209818.08417;-45.120503652039325
1739209818.084173;-38.13080360867914
1739209818.0841758;-38.13080360867914
1739209818.084179;-38.13080360867914
1739209818.0841818;-33.981070128970906
1739209818.0841846;-31.141103565318915
1739209818.0841877;-38.13080360867914
1739209818.0841906;-45.120503652039325
1739209818.0841937;-38.13080360867914
1739209818.0841966;-38.13080360867914
1739209818.0841994;-45.120503652039325
1739209818.0842025;-45.120503652039325
1739209818.0842054;-38.13080360867914
1739209818.0842083;-45.120503652039325
1739209818.0842113;-38.13080360867914
1739209818.0842142;-38.13080360867914
1739209818.084217;-32.816014438256545
1739209818.0842202;-38.13080360867914
1739209818.084223;-45.120503652039325
1739209818.0842261;-45.120503652039325
1739209818.084229;-45.120503652039325
1739209818.0842319;-38.13080360867914
1739209818.084235;-45.120503652039325
1739209818.0842378;-38.13080360867914
1739209818.0842407;-38.13080360867914
1739209818.0842438;-35.57807855764607
1739209818.0842466;-45.120503652039325
1739209818.0842497;-38.13080360867914
1739209818.0842526;-45.120503652039325
1739209818.0842555;-45.120503652039325
1739209818.0842586;-33.981070128970906
1739209818.0842614;-45.120503652039325
1739209818.0842643;-45.120503652039325
1739209818.0842674;-45.120503652039325
1739209818.0842702;-32.816014438256545
1739209818.084273;-38.13080360867914
1739209818.0842762;-45.120503652039325
1739209818.084279;-38.13080360867914
1739209818.0842822;-31.141103565318915
1739209818.084285;-45.120503652039325
1739209818.084288;-45.120503652039325
1739209818.084291;-38.13080360867914
1739209818.0842938;-45.120503652039325
1739209818.0842967;-45.120503652039325
1739209818.0842998;-38.13080360867914
1739209818.0843027;-38.13080360867914
1739209818.0843055;-38.13080360867914
1739209818.0843086;-38.13080360867914
1739209818.0843115;-31.141103565318893
1739209818.0843146;-32.816014438256545
1739209818.0843174;-35.57807855764607
1739209818.0843203;-31.141103565318915
1739209818.0843234;-45.120503652039325
1739209818.0843263;-38.13080360867914
1739209818.0843291;-33.981070128970906
1739209818.0843322;-33.981070128970906
1739209818.084335;-45.120503652039325
1739209818.0843382;-45.120503652039325
1739209818.084341;-45.120503652039325
1739209818.084344;-45.120503652039325
1739209818.084347;-45.120503652039325
1739209818.0843499;-45.120503652039325
1739209818.0843527;-45.120503652039325
1739209818.0843558;-38.13080360867914
1739209818.0843587;-45.120503652039325
1739209818.0843616;-45.120503652039325
1739209818.0843647;-38.13080360867914
1739209818.0843675;-38.13080360867914
1739209818.0843706;-38.13080360867914
1739209818.0843735;-45.120503652039325
1739209818.0843763;-33.981070128970906
1739209818.0843794;-35.57807855764607
1739209818.0843823;-45.120503652039325
1739209818.0843852;-38.13080360867914
1739209818.0843883;-45.120503652039325
1739209818.084391;-38.13080360867914
1739209818.084394;-38.13080360867914
1739209818.084397;-38.13080360867914
1739209818.0844;-38.13080360867914
1739209818.084403;-45.120503652039325
1739209818.084406;-45.120503652039325
1739209818.0844088;-38.13080360867914
1739209818.0844119;-35.57807855764607
1739209818.0844147;-45.120503652039325
1739209818.0844176;-35.57807855764607
1739209818.0844207;-38.13080360867914
1739209818.0844235;-38.13080360867914
1739209818.0844266;-32.816014438256545
1739209818.0844295;-45.120503652039325
1739209818.0844324;-33.981070128970906
1739209818.0844355;-38.13080360867914
1739209818.0844383;-38.13080360867914
1739209818.0844412;-35.57807855764607
1739209818.0844443;-33.981070128970906
1739209818.0844471;-45.120503652039325
1739209818.08445;-45.120503652039325
1739209818.084453;-38.13080360867914
1739209818.084456;-38.13080360867914
1739209818.084459;-45.120503652039325
1739209818.084462;-45.120503652039325
1739209818.0844648;-38.13080360867914
1739209818.084468;-38.13080360867914
1739209818.0844707;-45.120503652039325
1739209818.0844736;-38.13080360867914
1739209818.0844767;-33.981070128970906
1739209818.0844796;-45.120503652039325
1739209818.0844827;-33.981070128970906
1739209818.0844855;-32.816014438256545
1739209818.0844884;-38.13080360867914
1739209818.0844915;-38.13080360867914
1739209818.0844944;-35.57807855764607
1739209818.0844972;-28.992665084841942
1739209818.0845003;-45.120503652039325
1739209818.0845032;-38.13080360867914
1739209818.084506;-38.13080360867914
1739209818.0845091;-38.13080360867914
1739209818.084512;-45.120503652039325
1739209818.084515;-38.13080360867914
1739209818.084518;-45.120503652039325
1739209818.0845208;-33.981070128970956
1739209818.084524;-45.120503652039325
1739209818.0845268;-45.120503652039325
1739209818.0845296;-45.120503652039325
1739209818.0845327;-45.120503652039325
1739209818.0845356;-38.13080360867914
1739209818.0845385;-38.13080360867914
1739209818.0845416;-35.57807855764607
1739209818.0845444;-27.267205301931607
1739209818.0845475;-38.13080360867914
1739209818.0845504;-45.120503652039325
1739209818.0845532;-38.13080360867914
1739209818.0845563;-38.13080360867914
1739209818.0845592;-38.13080360867914
1739209818.084562;-35.57807855764607
1739209818.0845652;-45.120503652039325
1739209818.084568;-35.57807855764607
1739209818.0845711;-38.13080360867914
1739209818.084574;-45.120503652039325
1739209818.0845768;-38.13080360867914
1739209818.08458;-38.13080360867914
1739209818.0845828;-38.13080360867914
1739209818.0845857;-45.120503652039325
1739209818.0845888;-38.13080360867914
1739209818.0845916;-31.141103565318915
1739209818.0845945;-35.57807855764607
1739209818.0845976;-38.13080360867914
1739209818.0846004;-45.120503652039325
1739209818.0846035;-33.981070128970906
1739209818.0846064;-45.120503652039325
1739209818.0846093;-38.13080360867914
1739209818.0846124;-45.120503652039325
1739209818.0846152;-45.120503652039325
1739209818.084618;-29.438486411369333
1739209818.0846212;-32.816014438256545
1739209818.084624;-45.120503652039325
1739209818.0846272;-38.13080360867914
1739209818.08463;-38.13080360867914
1739209818.0846329;-45.120503652039325
