CAN Message; 0x150:0700e823d87f2d2e
1739209717.487648;-28.21854285175415
1739209717.4876552;-31.141103565318915
1739209717.4876623;-30.49652367304976
1739209717.4876692;-28.992665084841967
1739209717.4876764;-28.58837851428586
1739209717.4876833;-38.13080360867914
1739209717.4876904;-28.58837851428586
1739209717.4876974;-25.077289914212862
1739209717.4877045;-30.49652367304976
1739209717.4877114;-27.267205301931607
1739209717.4877186;-38.13080360867914
1739209717.4877255;-33.981070128970956
1739209717.4877326;-27.267205301931607
1739209717.4877396;-30.49652367304973
1739209717.4877467;-45.120503652039325
1739209717.4877539;-28.992665084841942
1739209717.4877608;-26.035653463252796
1739209717.487768;-28.992665084841942
1739209717.4877748;-26.991370085610722
1739209717.487782;-33.981070128970906
1739209717.487789;-38.13080360867914
1739209717.487796;-38.13080360867914
1739209717.487803;-27.877744956031414
1739209717.4878101;-32.816014438256545
1739209717.487817;-45.120503652039325
1739209717.4878242;-25.826314394896357
1739209717.487831;-32.816014438256545
1739209717.4878383;-33.981070128970906
1739209717.4878454;-30.49652367304973
1739209717.4878523;-38.13080360867914
1739209717.4878595;-25.826314394896354
1739209717.4878664;-29.438486411369347
1739209717.4878736;-28.218542851754165
1739209717.4878805;-28.992665084841942
1739209717.4878876;-31.141103565318943
1739209717.4878945;-30.49652367304973
1739209717.4879017;-33.981070128970906
1739209717.4879086;-33.981070128970906
1739209717.4879158;-28.58837851428586
1739209717.487923;-27.8777449560314
1739209717.4879298;-32.816014438256545
1739209717.487937;-38.13080360867914
1739209717.487944;-26.487275050834725
1739209717.487951;-27.8777449560314
1739209717.487958;-27.267205301931607
1739209717.487965;-45.120503652039325
1739209717.487972;-28.992665084841942
1739209717.4879792;-33.981070128970956
1739209717.487986;-33.981070128970906
1739209717.4879932;-32.816014438256545
1739209717.4880002;-45.120503652039325
1739209717.4880073;-38.13080360867914
1739209717.4880145;-45.120503652039325
1739209717.4880214;-45.120503652039325
1739209717.4880285;-45.120503652039325
1739209717.4880354;-38.13080360867914
1739209717.4880426;-35.57807855764607
1739209717.4880495;-38.13080360867914
1739209717.4880567;-33.981070128970906
1739209717.4880636;-45.120503652039325
1739209717.4880707;-45.120503652039325
1739209717.4880776;-38.13080360867914
1739209717.4880848;-38.13080360867914
1739209717.488092;-45.120503652039325
1739209717.4880989;-38.13080360867914
1739209717.488106;-38.13080360867914
1739209717.488113;-28.58837851428586
1739209717.48812;-45.120503652039325
1739209717.488127;-38.13080360867914
1739209717.4881341;-38.13080360867914
1739209717.488141;-38.13080360867914
1739209717.4881482;-32.816014438256545
1739209717.4881551;-45.120503652039325
1739209717.4881623;-45.120503652039325
1739209717.4881692;-28.992665084841942
1739209717.4881763;-45.120503652039325
1739209717.4881835;-38.13080360867914
1739209717.4881904;-38.13080360867914
1739209717.4881976;-45.120503652039325
1739209717.4882045;-45.120503652039325
1739209717.4882116;-45.120503652039325
1739209717.4882185;-35.57807855764607
1739209717.4882257;-33.981070128970906
1739209717.4882326;-45.120503652039325
1739209717.4882398;-38.13080360867914
1739209717.4882467;-33.981070128970906
1739209717.4882538;-38.13080360867914
1739209717.4882607;-45.120503652039325
1739209717.488268;-45.120503652039325
1739209717.488275;-35.57807855764607
1739209717.488282;-38.13080360867914
1739209717.488289;-38.13080360867914
1739209717.488296;-31.141103565318915
1739209717.4883032;-38.13080360867914
1739209717.48831;-38.13080360867914
1739209717.4883173;-45.120503652039325
1739209717.4883242;-38.13080360867914
1739209717.4883313;-38.13080360867914
1739209717.4883382;-45.120503652039325
1739209717.4883454;-45.120503652039325
1739209717.4883525;-45.120503652039325
1739209717.4883595;-35.57807855764607
1739209717.4883666;-38.13080360867914
1739209717.4883735;-45.120503652039325
1739209717.4883807;-45.120503652039325
1739209717.4883876;-45.120503652039325
1739209717.4883947;-38.13080360867914
1739209717.4884017;-38.13080360867914
1739209717.4884088;-38.13080360867914
1739209717.4884157;-45.120503652039325
1739209717.4884229;-45.120503652039325
1739209717.4884298;-35.57807855764607
1739209717.488437;-45.120503652039325
1739209717.488444;-45.120503652039325
1739209717.488451;-33.981070128970906
1739209717.4884582;-38.13080360867914
1739209717.488465;-38.13080360867914
1739209717.4884722;-45.120503652039325
1739209717.4884791;-38.13080360867914
1739209717.4884863;-45.120503652039325
1739209717.4884932;-38.13080360867914
1739209717.4885004;-45.120503652039325
1739209717.4885073;-38.13080360867914
1739209717.4885144;-35.57807855764607
1739209717.4885216;-45.120503652039325
1739209717.4885285;-45.120503652039325
1739209717.4885356;-38.13080360867914
1739209717.4885426;-35.57807855764607
1739209717.4885497;-38.13080360867914
1739209717.4885566;-45.120503652039325
1739209717.4885638;-45.120503652039325
1739209717.4885707;-35.57807855764607
1739209717.4885778;-45.120503652039325
1739209717.4885848;-45.120503652039325
1739209717.488592;-45.120503652039325
1739209717.4885988;-38.13080360867914
1739209717.488606;-38.13080360867914
1739209717.4886131;-45.120503652039325
1739209717.48862;-38.13080360867914
1739209717.4886272;-45.120503652039325
1739209717.488634;-38.13080360867914
1739209717.4886413;-38.13080360867914
1739209717.4886482;-38.13080360867914
1739209717.4886553;-38.13080360867914
1739209717.4886622;-45.120503652039325
1739209717.4886694;-45.120503652039325
1739209717.4886763;-45.120503652039325
1739209717.4886835;-35.57807855764607
1739209717.4886904;-38.13080360867914
1739209717.4886975;-45.120503652039325
1739209717.4887047;-38.13080360867914
1739209717.4887116;-31.141103565318893
1739209717.4887187;-38.13080360867914
1739209717.4887257;-38.13080360867914
1739209717.4887328;-45.120503652039325
1739209717.4887397;-45.120503652039325
1739209717.488747;-38.13080360867914
1739209717.4887538;-38.13080360867914
1739209717.488761;-45.120503652039325
1739209717.4887679;-45.120503652039325
1739209717.488775;-38.13080360867914
1739209717.4887822;-38.13080360867914
1739209717.488789;-38.13080360867914
1739209717.4887962;-45.120503652039325
1739209717.4888031;-38.13080360867914
1739209717.4888103;-35.57807855764607
1739209717.4888172;-45.120503652039325
1739209717.4888244;-45.120503652039325
1739209717.4888313;-45.120503652039325
1739209717.4888384;-38.13080360867914
1739209717.4888453;-38.13080360867914
1739209717.4888525;-30.49652367304973
1739209717.4888594;-35.57807855764607
1739209717.4888666;-45.120503652039325
1739209717.4888737;-45.120503652039325
1739209717.4888806;-38.13080360867914
1739209717.4888878;-33.981070128970906
1739209717.4888947;-38.13080360867914
1739209717.4889019;-45.120503652039325
1739209717.4889088;-33.981070128970956
1739209717.488916;-45.120503652039325
1739209717.4889228;-38.13080360867914
1739209717.48893;-45.120503652039325
1739209717.488937;-45.120503652039325
1739209717.488944;-45.120503652039325
1739209717.4889512;-45.120503652039325
1739209717.4889581;-45.120503652039325
1739209717.4889653;-33.981070128970906
1739209717.4889722;-38.13080360867914
1739209717.4889793;-38.13080360867914
1739209717.4889863;-38.13080360867914
1739209717.4889934;-45.120503652039325
1739209717.4890003;-38.13080360867914
1739209717.4890075;-38.13080360867914
1739209717.4890144;-45.120503652039325
1739209717.4890215;-45.120503652039325
1739209717.4890285;-45.120503652039325
1739209717.4890356;-45.120503652039325
1739209717.4890428;-45.120503652039325
1739209717.4890497;-45.120503652039325
1739209717.4890568;-38.13080360867914
1739209717.4890637;-38.13080360867914
1739209717.489071;-38.13080360867914
1739209717.4890778;-38.13080360867914
1739209717.489085;-38.13080360867914
1739209717.4890919;-35.57807855764607
1739209717.489099;-38.13080360867914
1739209717.489106;-45.120503652039325
1739209717.489113;-38.13080360867914
1739209717.48912;-38.13080360867914
1739209717.4891272;-45.120503652039325
1739209717.4891343;-31.141103565318915
1739209717.4891412;-31.141103565318915
1739209717.4891484;-38.13080360867914
1739209717.4891553;-45.120503652039325
1739209717.4891624;-45.120503652039325
1739209717.4891694;-38.13080360867914
1739209717.4891765;-38.13080360867914
1739209717.4891834;-38.13080360867914
1739209717.4891906;-45.120503652039325
1739209717.4891975;-32.816014438256545
1739209717.4892046;-38.13080360867914
1739209717.4892118;-38.13080360867914
1739209717.4892187;-45.120503652039325
1739209717.4892259;-45.120503652039325
1739209717.4892328;-33.981070128970906
1739209717.48924;-45.120503652039325
1739209717.4892468;-33.981070128970906
1739209717.489254;-31.141103565318915
1739209717.489261;-32.816014438256545
1739209717.489268;-38.13080360867914
1739209717.489275;-38.13080360867914
1739209717.4892821;-32.816014438256545
1739209717.489289;-35.57807855764607
1739209717.4892962;-38.13080360867914
1739209717.4893034;-45.120503652039325
1739209717.4893103;-33.981070128970906
1739209717.4893174;-45.120503652039325
1739209717.4893243;-38.13080360867914
1739209717.4893315;-45.120503652039325
1739209717.4893384;-45.120503652039325
1739209717.4893456;-38.13080360867914
1739209717.4893525;-38.13080360867914
1739209717.4893596;-35.57807855764607
1739209717.4893665;-45.120503652039325
1739209717.4893737;-45.120503652039325
1739209717.4893808;-38.13080360867914
1739209717.4893878;-32.816014438256545
1739209717.489395;-45.120503652039325
1739209717.4894018;-45.120503652039325
1739209717.489409;-45.120503652039325
1739209717.489416;-45.120503652039325
1739209717.489423;-38.13080360867914
1739209717.48943;-38.13080360867914
1739209717.489437;-45.120503652039325
1739209717.489444;-33.981070128970906
1739209717.4894512;-32.816014438256545
1739209717.489458;-45.120503652039325
1739209717.4894652;-38.13080360867914
1739209717.4894724;-35.57807855764607
1739209717.4894793;-38.13080360867914
1739209717.4894865;-45.120503652039325
1739209717.4894934;-35.57807855764607
1739209717.4895005;-35.57807855764607
1739209717.4895074;-38.13080360867914
1739209717.4895146;-45.120503652039325
1739209717.4895215;-38.13080360867914
1739209717.4895287;-35.57807855764607
1739209717.4895356;-33.981070128970906
1739209717.4895427;-38.13080360867914
1739209717.4895496;-38.13080360867914
1739209717.4895568;-32.816014438256545
1739209717.489564;-35.57807855764607
1739209717.4895709;-45.120503652039325
1739209717.489578;-45.120503652039325
1739209717.489585;-45.120503652039325
1739209717.489592;-38.13080360867914
1739209717.489599;-38.13080360867914
1739209717.4896061;-45.120503652039325
1739209717.489613;-45.120503652039325
1739209717.4896202;-38.13080360867914
1739209717.4896271;-38.13080360867914
1739209717.4896343;-38.13080360867914
1739209717.4896414;-45.120503652039325
1739209717.4896483;-45.120503652039325
1739209717.4896555;-45.120503652039325
1739209717.4896624;-38.13080360867914
1739209717.4896696;-38.13080360867914
1739209717.4896765;-38.13080360867914
1739209717.4896836;-45.120503652039325
1739209717.4896905;-38.13080360867914
1739209717.4896977;-45.120503652039325
1739209717.4897046;-33.981070128970906
1739209717.4897118;-33.981070128970906
1739209717.4897187;-38.13080360867914
1739209717.4897258;-45.120503652039325
1739209717.489733;-38.13080360867914
1739209717.48974;-32.816014438256545
1739209717.489747;-38.13080360867914
1739209717.489754;-45.120503652039325
1739209717.489761;-45.120503652039325
1739209717.489768;-45.120503652039325
1739209717.4897752;-33.981070128970906
1739209717.489782;-45.120503652039325
1739209717.4897892;-38.13080360867914
1739209717.4897962;-35.57807855764607
1739209717.4898033;-38.13080360867914
1739209717.4898105;-45.120503652039325
1739209717.4898174;-33.981070128970906
1739209717.4898245;-31.141103565318893
1739209717.4898314;-38.13080360867914
1739209717.4898386;-45.120503652039325
1739209717.4898455;-38.13080360867914
1739209717.4898527;-32.816014438256545
1739209717.4898596;-38.13080360867914
1739209717.4898667;-45.120503652039325
1739209717.4898736;-45.120503652039325
1739209717.4898808;-45.120503652039325
1739209717.4898877;-45.120503652039325
1739209717.4898949;-45.120503652039325
1739209717.489902;-38.13080360867914
1739209717.489909;-35.57807855764607
1739209717.489916;-45.120503652039325
1739209717.489923;-45.120503652039325
1739209717.4899302;-38.13080360867914
1739209717.489937;-45.120503652039325
1739209717.4899442;-38.13080360867914
1739209717.4899511;-38.13080360867914
1739209717.4899583;-35.57807855764607
1739209717.4899652;-31.141103565318893
1739209717.4899724;-38.13080360867914
1739209717.4899793;-45.120503652039325
1739209717.4899864;-33.981070128970906
1739209717.4899936;-25.826314394896354
1739209717.4900005;-38.13080360867914
1739209717.4900076;-45.120503652039325
1739209717.4900146;-45.120503652039325
1739209717.4900217;-38.13080360867914
1739209717.4900286;-38.13080360867914
1739209717.4900358;-38.13080360867914
1739209717.4900427;-38.13080360867914
1739209717.4900498;-45.120503652039325
1739209717.4900568;-45.120503652039325
1739209717.490064;-45.120503652039325
1739209717.490071;-38.13080360867914
1739209717.490078;-38.13080360867914
1739209717.4900851;-45.120503652039325
1739209717.490092;-45.120503652039325
1739209717.4900992;-45.120503652039325
1739209717.490106;-24.746238672633048
1739209717.4901133;-33.981070128970906
1739209717.4901202;-45.120503652039325
1739209717.4901273;-33.981070128970906
1739209717.4901342;-31.141103565318893
1739209717.4901414;-38.13080360867914
1739209717.4901483;-45.120503652039325
1739209717.4901555;-45.120503652039325
1739209717.4901626;-45.120503652039325
1739209717.4901695;-45.120503652039325
1739209717.4901767;-45.120503652039325
1739209717.4901836;-45.120503652039325
1739209717.4901907;-45.120503652039325
1739209717.4901977;-38.13080360867914
1739209717.4902048;-45.120503652039325
1739209717.4902117;-38.13080360867914
1739209717.4902189;-38.13080360867914
1739209717.4902258;-45.120503652039325
1739209717.490233;-38.13080360867914
1739209717.49024;-38.13080360867914
1739209717.490247;-38.13080360867914
1739209717.4902542;-45.120503652039325
1739209717.490261;-45.120503652039325
1739209717.4902682;-45.120503652039325
1739209717.4902751;-33.981070128970906
1739209717.4902823;-32.816014438256545
1739209717.4902892;-35.57807855764607
1739209717.4902964;-38.13080360867914
1739209717.4903033;-38.13080360867914
1739209717.4903104;-38.13080360867914
1739209717.4903173;-35.57807855764607
1739209717.4903245;-38.13080360867914
1739209717.4903316;-38.13080360867914
1739209717.4903386;-38.13080360867914
1739209717.4903457;-32.816014438256545
1739209717.4903526;-38.13080360867914
1739209717.4903598;-45.120503652039325
1739209717.4903667;-38.13080360867914
1739209717.4903738;-32.816014438256545
1739209717.4903808;-45.120503652039325
1739209717.490388;-28.992665084841942
1739209717.4903948;-33.981070128970906
1739209717.490402;-45.120503652039325
1739209717.490409;-38.13080360867914
1739209717.490416;-45.120503652039325
1739209717.4904232;-45.120503652039325
1739209717.49043;-38.13080360867914
1739209717.4904373;-35.57807855764607
1739209717.4904442;-45.120503652039325
1739209717.4904513;-38.13080360867914
1739209717.4904583;-35.57807855764607
1739209717.4904654;-38.13080360867914
1739209717.4904723;-45.120503652039325
1739209717.4904795;-38.13080360867914
1739209717.4904864;-45.120503652039325
1739209717.4904935;-38.13080360867914
1739209717.4905007;-38.13080360867914
1739209717.4905076;-38.13080360867914
1739209717.4905148;-31.141103565318893
1739209717.4905217;-38.13080360867914
1739209717.4905288;-45.120503652039325
1739209717.4905357;-35.57807855764607
1739209717.490543;-32.816014438256545
1739209717.4905498;-38.13080360867914
1739209717.490557;-32.816014438256545
1739209717.4905639;-33.981070128970906
1739209717.490571;-45.120503652039325
1739209717.490578;-45.120503652039325
1739209717.490585;-38.13080360867914
1739209717.4905922;-35.57807855764607
1739209717.4905992;-38.13080360867914
1739209717.4906063;-45.120503652039325
1739209717.4906132;-45.120503652039325
1739209717.4906204;-45.120503652039325
1739209717.4906273;-45.120503652039325
1739209717.4906344;-38.13080360867914
1739209717.4906414;-45.120503652039325
1739209717.4906485;-45.120503652039325
1739209717.4906554;-45.120503652039325
1739209717.4906626;-38.13080360867914
1739209717.4906697;-38.13080360867914
1739209717.4906766;-38.13080360867914
1739209717.4906838;-33.981070128970906
1739209717.4906907;-45.120503652039325
1739209717.4906979;-45.120503652039325
1739209717.4907048;-38.13080360867914
1739209717.490712;-38.13080360867914
1739209717.4907188;-38.13080360867914
1739209717.490726;-38.13080360867914
1739209717.490733;-45.120503652039325
1739209717.49074;-45.120503652039325
1739209717.490747;-38.13080360867914
1739209717.4907541;-45.120503652039325
1739209717.4907613;-38.13080360867914
1739209717.4907682;-38.13080360867914
1739209717.4907753;-38.13080360867914
1739209717.4907823;-45.120503652039325
1739209717.4907894;-45.120503652039325
1739209717.4907963;-38.13080360867914
1739209717.4908035;-35.57807855764607
1739209717.4908104;-33.981070128970906
1739209717.4908175;-45.120503652039325
1739209717.4908245;-45.120503652039325
1739209717.4908316;-45.120503652039325
1739209717.4908385;-45.120503652039325
1739209717.4908457;-33.981070128970906
1739209717.4908528;-38.13080360867914
1739209717.4908597;-38.13080360867914
1739209717.490867;-32.816014438256545
1739209717.4908738;-33.981070128970906
1739209717.490881;-32.816014438256545
1739209717.4908879;-45.120503652039325
1739209717.490895;-35.57807855764607
1739209717.490902;-38.13080360867914
1739209717.490909;-38.13080360867914
1739209717.490916;-38.13080360867914
1739209717.4909232;-35.57807855764607
1739209717.4909303;-38.13080360867914
1739209717.4909372;-45.120503652039325
1739209717.4909444;-38.13080360867914
1739209717.4909513;-35.57807855764607
1739209717.4909585;-45.120503652039325
1739209717.4909654;-45.120503652039325
1739209717.4909725;-45.120503652039325
1739209717.4909794;-35.57807855764607
1739209717.4909866;-45.120503652039325
1739209717.4909935;-45.120503652039325
1739209717.4910007;-38.13080360867914
1739209717.4910076;-38.13080360867914
1739209717.4910147;-30.49652367304973
1739209717.4910219;-33.981070128970906
1739209717.4910288;-38.13080360867914
1739209717.491036;-32.816014438256545
1739209717.4910429;-33.981070128970906
1739209717.49105;-45.120503652039325
1739209717.491057;-45.120503652039325
1739209717.491064;-32.816014438256545
1739209717.491071;-38.13080360867914
1739209717.4910781;-38.13080360867914
1739209717.491085;-45.120503652039325
1739209717.4910922;-38.13080360867914
1739209717.4910994;-38.13080360867914
1739209717.4911063;-45.120503652039325
1739209717.4911134;-33.981070128970906
1739209717.4911203;-31.141103565318893
1739209717.4911275;-33.981070128970906
1739209717.4911344;-33.981070128970906
1739209717.4911416;-33.981070128970906
1739209717.4911485;-35.57807855764607
1739209717.4911556;-35.57807855764607
1739209717.4911625;-38.13080360867914
1739209717.4911697;-38.13080360867914
1739209717.4911766;-45.120503652039325
1739209717.4911838;-38.13080360867914
1739209717.491191;-35.57807855764607
1739209717.4911978;-45.120503652039325
1739209717.491205;-35.57807855764607
1739209717.491212;-38.13080360867914
1739209717.491219;-32.816014438256545
1739209717.491226;-45.120503652039325
1739209717.491233;-45.120503652039325
1739209717.49124;-45.120503652039325
1739209717.4912472;-45.120503652039325
1739209717.491254;-33.981070128970906
1739209717.4912612;-38.13080360867914
1739209717.4912682;-38.13080360867914
1739209717.4912753;-45.120503652039325
1739209717.4912825;-33.981070128970906
1739209717.4912894;-45.120503652039325
1739209717.4912965;-35.57807855764607
1739209717.4913034;-26.991370085610736
1739209717.4913106;-45.120503652039325
1739209717.4913175;-38.13080360867914
1739209717.4913247;-38.13080360867914
1739209717.4913316;-38.13080360867914
1739209717.4913387;-45.120503652039325
1739209717.4913456;-45.120503652039325
1739209717.4913528;-45.120503652039325
1739209717.49136;-45.120503652039325
1739209717.4913669;-38.13080360867914
1739209717.491374;-45.120503652039325
1739209717.491381;-45.120503652039325
1739209717.491388;-38.13080360867914
