CAN Message; 0x1d3:0000158f07d8b6c4
1739209708.6566064;-38.13080360867914
1739209708.6566136;-38.13080360867914
1739209708.656621;-32.816014438256545
1739209708.6566284;-35.57807855764607
1739209708.6566355;-38.13080360867914
1739209708.656643;-45.120503652039325
1739209708.6566503;-45.120503652039325
1739209708.6566575;-45.120503652039325
1739209708.6566648;-45.120503652039325
1739209708.656672;-45.120503652039325
1739209708.6566794;-45.120503652039325
1739209708.6566868;-45.120503652039325
1739209708.656694;-45.120503652039325
1739209708.6567013;-35.57807855764607
1739209708.6567087;-33.981070128970906
1739209708.6567159;-45.120503652039325
1739209708.6567233;-45.120503652039325
1739209708.6567307;-38.13080360867914
1739209708.6567378;-38.13080360867914
1739209708.6567452;-45.120503652039325
1739209708.6567526;-38.13080360867914
1739209708.6567597;-35.57807855764607
1739209708.6567671;-31.141103565318915
1739209708.6567743;-45.120503652039325
1739209708.6567817;-38.13080360867914
1739209708.656789;-45.120503652039325
1739209708.6567962;-45.120503652039325
1739209708.6568036;-38.13080360867914
1739209708.656811;-45.120503652039325
1739209708.6568182;-45.120503652039325
1739209708.6568255;-33.981070128970906
1739209708.656833;-38.13080360867914
1739209708.65684;-45.120503652039325
1739209708.6568475;-35.57807855764607
1739209708.6568549;-35.57807855764607
1739209708.656862;-45.120503652039325
1739209708.6568694;-45.120503652039325
1739209708.6568766;-45.120503652039325
1739209708.656884;-38.13080360867914
1739209708.6568913;-38.13080360867914
1739209708.6568985;-38.13080360867914
1739209708.656906;-38.13080360867914
1739209708.6569133;-45.120503652039325
1739209708.6569204;-38.13080360867914
1739209708.6569278;-38.13080360867914
1739209708.6569352;-45.120503652039325
1739209708.6569424;-38.13080360867914
1739209708.6569498;-38.13080360867914
1739209708.6569571;-45.120503652039325
1739209708.6569643;-45.120503652039325
1739209708.6569717;-33.981070128970906
1739209708.656979;-38.13080360867914
1739209708.6569862;-45.120503652039325
1739209708.6569936;-38.13080360867914
1739209708.6570008;-38.13080360867914
1739209708.6570082;-45.120503652039325
1739209708.6570156;-45.120503652039325
1739209708.6570227;-35.57807855764607
1739209708.65703;-31.141103565318915
1739209708.6570375;-45.120503652039325
1739209708.6570446;-33.981070128970906
1739209708.657052;-35.57807855764607
1739209708.6570594;-38.13080360867914
1739209708.6570666;-45.120503652039325
1739209708.657074;-38.13080360867914
1739209708.6570814;-33.981070128970906
1739209708.6570885;-45.120503652039325
1739209708.657096;-45.120503652039325
1739209708.657103;-45.120503652039325
1739209708.6571105;-38.13080360867914
1739209708.6571178;-31.141103565318915
1739209708.657125;-33.981070128970906
1739209708.6571324;-45.120503652039325
1739209708.6571398;-32.816014438256545
1739209708.657147;-38.13080360867914
1739209708.6571543;-45.120503652039325
1739209708.6571617;-45.120503652039325
1739209708.6571689;-45.120503652039325
1739209708.6571763;-35.57807855764607
1739209708.6571836;-38.13080360867914
1739209708.6571908;-38.13080360867914
1739209708.6571982;-38.13080360867914
1739209708.6572053;-38.13080360867914
1739209708.6572127;-35.57807855764607
1739209708.6572201;-45.120503652039325
1739209708.6572273;-45.120503652039325
1739209708.6572347;-31.141103565318915
1739209708.657242;-32.816014438256545
1739209708.6572492;-45.120503652039325
1739209708.6572566;-38.13080360867914
1739209708.657264;-38.13080360867914
1739209708.6572711;-38.13080360867914
1739209708.6572785;-38.13080360867914
1739209708.657286;-45.120503652039325
1739209708.657293;-33.981070128970906
1739209708.6573005;-45.120503652039325
1739209708.6573079;-45.120503652039325
1739209708.657315;-45.120503652039325
1739209708.6573224;-38.13080360867914
1739209708.6573296;-38.13080360867914
1739209708.657337;-45.120503652039325
1739209708.6573443;-32.816014438256545
1739209708.6573515;-38.13080360867914
1739209708.657359;-45.120503652039325
1739209708.6573663;-33.981070128970906
1739209708.6573734;-35.57807855764607
1739209708.6573808;-38.13080360867914
1739209708.6573882;-45.120503652039325
1739209708.6573954;-45.120503652039325
1739209708.6574028;-45.120503652039325
1739209708.6574101;-29.438486411369333
1739209708.6574173;-28.992665084841942
1739209708.6574247;-45.120503652039325
1739209708.6574318;-45.120503652039325
1739209708.6574392;-35.57807855764607
1739209708.6574466;-38.13080360867914
1739209708.6574538;-45.120503652039325
1739209708.6574612;-35.57807855764607
1739209708.6574686;-38.13080360867914
1739209708.6574757;-38.13080360867914
1739209708.657483;-45.120503652039325
1739209708.6574905;-38.13080360867914
1739209708.6574976;-45.120503652039325
1739209708.657505;-35.57807855764607
1739209708.6575124;-38.13080360867914
1739209708.6575196;-45.120503652039325
1739209708.657527;-38.13080360867914
1739209708.6575341;-35.57807855764607
1739209708.6575415;-38.13080360867914
1739209708.657549;-45.120503652039325
1739209708.657556;-45.120503652039325
1739209708.6575634;-45.120503652039325
1739209708.6575708;-35.57807855764607
1739209708.657578;-38.13080360867914
1739209708.6575854;-38.13080360867914
1739209708.6575928;-38.13080360867914
1739209708.6576;-45.120503652039325
1739209708.6576073;-35.57807855764607
1739209708.6576147;-38.13080360867914
1739209708.6576219;-35.57807855764607
1739209708.6576293;-38.13080360867914
1739209708.6576366;-35.57807855764607
1739209708.6576438;-38.13080360867914
1739209708.6576512;-45.120503652039325
1739209708.6576583;-35.57807855764607
1739209708.6576657;-38.13080360867914
1739209708.6576731;-38.13080360867914
1739209708.6576803;-45.120503652039325
1739209708.6576877;-38.13080360867914
1739209708.657695;-35.57807855764607
1739209708.6577022;-38.13080360867914
1739209708.6577096;-35.57807855764607
1739209708.657717;-38.13080360867914
1739209708.6577241;-35.57807855764607
1739209708.6577315;-38.13080360867914
1739209708.657739;-38.13080360867914
1739209708.657746;-45.120503652039325
1739209708.6577535;-45.120503652039325
1739209708.6577606;-38.13080360867914
1739209708.657768;-45.120503652039325
1739209708.6577754;-38.13080360867914
1739209708.6577826;-38.13080360867914
1739209708.65779;-38.13080360867914
1739209708.6577973;-35.57807855764607
1739209708.6578045;-38.13080360867914
1739209708.6578119;-45.120503652039325
1739209708.6578193;-45.120503652039325
1739209708.6578264;-38.13080360867914
1739209708.6578338;-38.13080360867914
1739209708.6578412;-38.13080360867914
1739209708.6578484;-45.120503652039325
1739209708.6578557;-45.120503652039325
1739209708.657863;-45.120503652039325
1739209708.6578703;-45.120503652039325
1739209708.6578777;-45.120503652039325
1739209708.6578848;-45.120503652039325
1739209708.6578922;-45.120503652039325
1739209708.6578996;-45.120503652039325
1739209708.6579068;-45.120503652039325
1739209708.6579142;-35.57807855764607
1739209708.6579216;-38.13080360867914
1739209708.6579287;-38.13080360867914
1739209708.657936;-35.57807855764607
1739209708.6579435;-45.120503652039325
1739209708.6579506;-35.57807855764607
1739209708.657958;-35.57807855764607
1739209708.6579654;-38.13080360867914
1739209708.6579726;-45.120503652039325
1739209708.65798;-45.120503652039325
1739209708.657987;-45.120503652039325
1739209708.6579945;-38.13080360867914
1739209708.658002;-45.120503652039325
1739209708.658009;-38.13080360867914
1739209708.6580164;-35.57807855764607
1739209708.6580238;-45.120503652039325
1739209708.658031;-45.120503652039325
1739209708.6580384;-38.13080360867914
1739209708.6580458;-45.120503652039325
1739209708.658053;-45.120503652039325
1739209708.6580603;-45.120503652039325
1739209708.6580677;-45.120503652039325
1739209708.6580749;-38.13080360867914
1739209708.6580822;-38.13080360867914
1739209708.6580894;-32.816014438256545
1739209708.6580968;-38.13080360867914
1739209708.6581042;-45.120503652039325
1739209708.6581113;-45.120503652039325
1739209708.6581187;-38.13080360867914
1739209708.658126;-31.141103565318915
1739209708.6581333;-45.120503652039325
1739209708.6581407;-38.13080360867914
1739209708.658148;-38.13080360867914
1739209708.6581552;-38.13080360867914
1739209708.6581626;-45.120503652039325
1739209708.65817;-45.120503652039325
1739209708.6581771;-38.13080360867914
1739209708.6581845;-31.14110356531892
1739209708.6581917;-45.120503652039325
1739209708.658199;-38.13080360867914
1739209708.6582065;-45.120503652039325
1739209708.6582136;-33.981070128970906
1739209708.658221;-32.816014438256545
1739209708.6582284;-38.13080360867914
1739209708.6582355;-45.120503652039325
1739209708.658243;-45.120503652039325
1739209708.6582503;-38.13080360867914
1739209708.6582575;-33.981070128970906
1739209708.6582649;-45.120503652039325
1739209708.6582723;-38.13080360867914
1739209708.6582794;-32.816014438256545
1739209708.6582868;-38.13080360867914
1739209708.6582942;-33.981070128970906
1739209708.6583014;-31.141103565318915
1739209708.6583087;-45.120503652039325
1739209708.658316;-33.981070128970906
1739209708.6583233;-45.120503652039325
1739209708.6583307;-38.13080360867914
1739209708.6583378;-45.120503652039325
1739209708.6583452;-45.120503652039325
1739209708.6583526;-45.120503652039325
1739209708.6583598;-31.141103565318915
1739209708.6583672;-38.13080360867914
1739209708.6583745;-45.120503652039325
1739209708.6583817;-38.13080360867914
1739209708.658389;-45.120503652039325
1739209708.6583965;-45.120503652039325
1739209708.6584036;-45.120503652039325
1739209708.658411;-45.120503652039325
1739209708.6584182;-38.13080360867914
1739209708.6584256;-45.120503652039325
1739209708.658433;-45.120503652039325
1739209708.65844;-38.13080360867914
1739209708.6584475;-38.13080360867914
1739209708.658455;-35.57807855764607
1739209708.658462;-38.13080360867914
1739209708.6584694;-45.120503652039325
1739209708.6584768;-31.141103565318915
1739209708.658484;-32.816014438256545
1739209708.6584914;-45.120503652039325
1739209708.6584988;-45.120503652039325
1739209708.658506;-38.13080360867914
1739209708.6585133;-35.57807855764607
1739209708.6585207;-38.13080360867914
1739209708.6585279;-38.13080360867914
1739209708.6585352;-38.13080360867914
1739209708.6585424;-38.13080360867914
1739209708.6585498;-45.120503652039325
1739209708.6585572;-45.120503652039325
1739209708.6585643;-38.13080360867914
1739209708.6585717;-45.120503652039325
1739209708.658579;-45.120503652039325
1739209708.6585863;-45.120503652039325
1739209708.6585937;-33.981070128970906
1739209708.658601;-45.120503652039325
1739209708.6586082;-38.13080360867914
1739209708.6586156;-35.57807855764607
1739209708.658623;-33.981070128970906
1739209708.6586301;-38.13080360867914
1739209708.6586375;-45.120503652039325
1739209708.6586447;-33.981070128970906
1739209708.658652;-35.57807855764607
1739209708.6586595;-45.120503652039325
1739209708.6586666;-45.120503652039325
1739209708.658674;-38.13080360867914
1739209708.6586814;-45.120503652039325
1739209708.6586885;-45.120503652039325
1739209708.658696;-45.120503652039325
1739209708.6587033;-45.120503652039325
1739209708.6587105;-38.13080360867914
1739209708.6587179;-38.13080360867914
1739209708.6587253;-45.120503652039325
1739209708.6587324;-45.120503652039325
1739209708.6587398;-33.981070128970906
1739209708.658747;-32.816014438256545
1739209708.6587543;-38.13080360867914
1739209708.6587617;-45.120503652039325
1739209708.658769;-38.13080360867914
1739209708.6587763;-32.816014438256545
1739209708.6587837;-33.981070128970906
1739209708.6587908;-38.13080360867914
1739209708.6587982;-38.13080360867914
1739209708.6588056;-35.57807855764607
1739209708.6588128;-38.13080360867914
1739209708.6588202;-45.120503652039325
1739209708.6588275;-38.13080360867914
1739209708.6588347;-45.120503652039325
1739209708.658842;-45.120503652039325
1739209708.6588495;-45.120503652039325
1739209708.6588566;-33.981070128970906
1739209708.658864;-38.13080360867914
1739209708.6588712;-45.120503652039325
1739209708.6588786;-38.13080360867914
1739209708.658886;-38.13080360867914
1739209708.658893;-31.141103565318893
1739209708.6589005;-38.13080360867914
1739209708.658908;-45.120503652039325
1739209708.658915;-45.120503652039325
1739209708.6589224;-45.120503652039325
1739209708.6589298;-38.13080360867914
1739209708.658937;-38.13080360867914
1739209708.6589444;-35.57807855764607
1739209708.6589518;-45.120503652039325
1739209708.658959;-38.13080360867914
1739209708.6589663;-35.57807855764607
1739209708.6589735;-38.13080360867914
1739209708.6589808;-45.120503652039325
1739209708.6589882;-45.120503652039325
1739209708.6589954;-38.13080360867914
1739209708.6590028;-45.120503652039325
1739209708.6590102;-33.981070128970906
1739209708.6590173;-38.13080360867914
1739209708.6590247;-38.13080360867914
1739209708.659032;-35.57807855764607
1739209708.6590393;-45.120503652039325
1739209708.6590466;-35.57807855764607
1739209708.659054;-45.120503652039325
1739209708.6590612;-38.13080360867914
1739209708.6590686;-45.120503652039325
1739209708.6590757;-45.120503652039325
1739209708.6590831;-45.120503652039325
1739209708.6590905;-45.120503652039325
1739209708.6590977;-45.120503652039325
1739209708.659105;-38.13080360867914
1739209708.6591125;-45.120503652039325
1739209708.6591196;-38.13080360867914
1739209708.659127;-45.120503652039325
1739209708.6591344;-38.13080360867914
1739209708.6591415;-45.120503652039325
1739209708.659149;-45.120503652039325
1739209708.6591563;-30.49652367304973
1739209708.6591635;-33.981070128970906
1739209708.6591709;-38.13080360867914
1739209708.6591783;-38.13080360867914
1739209708.6591854;-30.49652367304973
1739209708.6591928;-32.816014438256545
1739209708.6592;-45.120503652039325
1739209708.6592073;-45.120503652039325
1739209708.6592147;-45.120503652039325
1739209708.659222;-38.13080360867914
1739209708.6592293;-45.120503652039325
1739209708.6592367;-38.13080360867914
1739209708.6592438;-45.120503652039325
1739209708.6592512;-38.13080360867914
1739209708.6592586;-45.120503652039325
1739209708.6592658;-45.120503652039325
1739209708.6592731;-38.13080360867914
1739209708.6592805;-45.120503652039325
1739209708.6592877;-45.120503652039325
1739209708.659295;-45.120503652039325
1739209708.6593022;-31.141103565318915
1739209708.6593096;-30.49652367304973
1739209708.659317;-38.13080360867914
1739209708.6593242;-38.13080360867914
1739209708.6593316;-38.13080360867914
1739209708.659339;-38.13080360867914
1739209708.659346;-38.13080360867914
1739209708.6593535;-38.13080360867914
1739209708.659361;-45.120503652039325
1739209708.659368;-38.13080360867914
1739209708.6593754;-35.57807855764607
1739209708.6593828;-38.13080360867914
1739209708.65939;-45.120503652039325
1739209708.6593974;-38.13080360867914
1739209708.6594045;-38.13080360867914
1739209708.659412;-38.13080360867914
1739209708.6594193;-32.816014438256545
1739209708.6594265;-31.141103565318915
1739209708.6594338;-45.120503652039325
1739209708.6594412;-38.13080360867914
1739209708.6594484;-32.816014438256545
1739209708.6594558;-38.13080360867914
1739209708.6594632;-38.13080360867914
1739209708.6594703;-33.981070128970906
1739209708.6594777;-33.981070128970906
1739209708.659485;-31.141103565318915
1739209708.6594923;-38.13080360867914
1739209708.6594996;-38.13080360867914
1739209708.659507;-38.13080360867914
1739209708.6595142;-33.981070128970906
1739209708.6595216;-45.120503652039325
1739209708.6595287;-38.13080360867914
1739209708.6595361;-38.13080360867914
1739209708.6595435;-30.49652367304973
1739209708.6595507;-38.13080360867914
1739209708.659558;-45.120503652039325
1739209708.6595654;-38.13080360867914
1739209708.6595726;-38.13080360867914
1739209708.65958;-45.120503652039325
1739209708.6595874;-45.120503652039325
1739209708.6595945;-38.13080360867914
1739209708.659602;-31.141103565318915
1739209708.6596093;-35.57807855764607
1739209708.6596165;-45.120503652039325
1739209708.6596239;-45.120503652039325
1739209708.659631;-32.816014438256545
1739209708.6596384;-38.13080360867914
1739209708.6596458;-38.13080360867914
1739209708.659653;-45.120503652039325
1739209708.6596603;-29.438486411369347
1739209708.6596677;-35.57807855764607
1739209708.659675;-45.120503652039325
1739209708.6596823;-35.57807855764607
1739209708.6596897;-38.13080360867914
1739209708.6596968;-45.120503652039325
1739209708.6597042;-38.13080360867914
1739209708.6597116;-38.13080360867914
1739209708.6597188;-31.141103565318915
1739209708.6597261;-45.120503652039325
1739209708.6597333;-38.13080360867914
1739209708.6597407;-35.57807855764607
1739209708.659748;-38.13080360867914
1739209708.6597552;-45.120503652039325
1739209708.6597626;-45.120503652039325
1739209708.65977;-38.13080360867914
1739209708.6597772;-45.120503652039325
1739209708.6597846;-45.120503652039325
1739209708.659792;-45.120503652039325
1739209708.659799;-45.120503652039325
1739209708.6598065;-38.13080360867914
1739209708.659814;-38.13080360867914
1739209708.659821;-38.13080360867914
1739209708.6598284;-38.13080360867914
1739209708.6598358;-38.13080360867914
1739209708.659843;-45.120503652039325
1739209708.6598504;-38.13080360867914
1739209708.6598575;-38.13080360867914
1739209708.659865;-45.120503652039325
1739209708.6598723;-45.120503652039325
1739209708.6598794;-45.120503652039325
1739209708.6598868;-45.120503652039325
1739209708.6598942;-33.981070128970906
1739209708.6599014;-38.13080360867914
1739209708.6599088;-45.120503652039325
1739209708.6599162;-45.120503652039325
1739209708.6599233;-35.57807855764607
1739209708.6599307;-32.816014438256545
1739209708.659938;-45.120503652039325
1739209708.6599452;-45.120503652039325
1739209708.6599526;-38.13080360867914
1739209708.6599598;-38.13080360867914
1739209708.6599672;-45.120503652039325
1739209708.6599746;-38.13080360867914
1739209708.6599817;-45.120503652039325
1739209708.659989;-45.120503652039325
1739209708.6599965;-38.13080360867914
1739209708.6600037;-45.120503652039325
1739209708.660011;-45.120503652039325
1739209708.6600184;-45.120503652039325
1739209708.6600256;-45.120503652039325
1739209708.660033;-38.13080360867914
1739209708.6600404;-38.13080360867914
1739209708.6600475;-38.13080360867914
1739209708.660055;-35.57807855764607
1739209708.6600623;-35.57807855764607
1739209708.6600695;-45.120503652039325
1739209708.6600769;-38.13080360867914
1739209708.660084;-38.13080360867914
1739209708.6600914;-45.120503652039325
1739209708.6600988;-38.13080360867914
1739209708.660106;-45.120503652039325
1739209708.6601133;-38.13080360867914
1739209708.6601207;-38.13080360867914
1739209708.6601279;-38.13080360867914
1739209708.6601353;-45.120503652039325
1739209708.6601427;-45.120503652039325
1739209708.6601498;-45.120503652039325
1739209708.6601572;-38.13080360867914
1739209708.6601646;-38.13080360867914
1739209708.6601717;-45.120503652039325
1739209708.6601791;-45.120503652039325
1739209708.6601863;-38.13080360867914
1739209708.6601937;-29.438486411369333
1739209708.660201;-35.57807855764607
1739209708.6602082;-38.13080360867914
1739209708.6602156;-45.120503652039325
1739209708.660223;-32.816014438256545
1739209708.6602302;-38.13080360867914
1739209708.6602376;-38.13080360867914
1739209708.660245;-38.13080360867914
1739209708.660252;-45.120503652039325
1739209708.6602595;-45.120503652039325
1739209708.6602669;-45.120503652039325
1739209708.660274;-38.13080360867914
1739209708.6602814;-45.120503652039325
1739209708.6602886;-45.120503652039325
1739209708.660296;-45.120503652039325
1739209708.6603034;-38.13080360867914
1739209708.6603105;-45.120503652039325
1739209708.660318;-45.120503652039325
1739209708.6603253;-38.13080360867914
1739209708.6603324;-33.981070128970906
1739209708.6603398;-32.816014438256545
1739209708.6603472;-45.120503652039325
1739209708.6603544;-35.57807855764607
1739209708.6603618;-38.13080360867914
1739209708.6603692;-35.57807855764607
1739209708.6603763;-38.13080360867914
1739209708.6603837;-38.13080360867914
1739209708.660391;-45.120503652039325
1739209708.6603982;-45.120503652039325
1739209708.6604056;-38.13080360867914
1739209708.6604128;-45.120503652039325
1739209708.6604202;-45.120503652039325
1739209708.6604276;-33.981070128970956
1739209708.6604347;-45.120503652039325
1739209708.660442;-45.120503652039325
1739209708.6604495;-38.13080360867914
1739209708.6604567;-45.120503652039325
1739209708.660464;-45.120503652039325
1739209708.6604714;-45.120503652039325
1739209708.6604786;-33.981070128970906
1739209708.660486;-25.826314394896354
1739209708.6604934;-31.141103565318915
1739209708.6605005;-38.13080360867914
1739209708.660508;-38.13080360867914
1739209708.660515;-35.57807855764607
1739209708.6605225;-45.120503652039325
1739209708.6605299;-45.120503652039325
1739209708.660537;-38.13080360867914
1739209708.6605444;-45.120503652039325
1739209708.6605518;-45.120503652039325
1739209708.660559;-35.57807855764607
1739209708.6605663;-38.13080360867914
1739209708.6605737;-38.13080360867914
1739209708.6605809;-38.13080360867914
1739209708.6605883;-45.120503652039325
1739209708.6605957;-45.120503652039325
1739209708.6606028;-45.120503652039325
1739209708.6606102;-38.13080360867914
1739209708.6606174;-45.120503652039325
1739209708.6606247;-38.13080360867914
1739209708.6606321;-35.57807855764607
1739209708.6606393;-38.13080360867914
1739209708.6606467;-35.57807855764607
1739209708.660654;-45.120503652039325
1739209708.6606612;-33.981070128970906
1739209708.6606686;-32.816014438256545
1739209708.660676;-38.13080360867914
1739209708.6606832;-45.120503652039325
1739209708.6606905;-38.13080360867914
1739209708.660698;-35.57807855764607
1739209708.660705;-35.57807855764607
1739209708.6607125;-38.13080360867914
1739209708.6607199;-45.120503652039325
1739209708.660727;-35.57807855764607
1739209708.6607344;-38.13080360867914
1739209708.6607416;-45.120503652039325
1739209708.660749;-45.120503652039325
1739209708.6607563;-45.120503652039325
1739209708.6607635;-33.981070128970906
1739209708.660771;-38.13080360867914
1739209708.6607783;-33.981070128970906
1739209708.6607854;-28.992665084841942
1739209708.6607928;-45.120503652039325
1739209708.6608002;-45.120503652039325
1739209708.6608074;-38.13080360867914
1739209708.6608148;-35.57807855764607
1739209708.6608222;-45.120503652039325
1739209708.6608293;-38.13080360867914
1739209708.6608367;-45.120503652039325
1739209708.6608438;-38.13080360867914
1739209708.6608512;-35.57807855764607
1739209708.6608586;-38.13080360867914
1739209708.6608658;-45.120503652039325
1739209708.6608732;-38.13080360867914
1739209708.6608806;-35.57807855764607
1739209708.6608877;-38.13080360867914
1739209708.660895;-45.120503652039325
1739209708.6609025;-45.120503652039325
1739209708.6609097;-38.13080360867914
1739209708.660917;-38.13080360867914
1739209708.6609244;-45.120503652039325
1739209708.6609316;-45.120503652039325
1739209708.660939;-38.13080360867914
1739209708.6609461;-38.13080360867914
1739209708.6609535;-45.120503652039325
1739209708.660961;-35.57807855764607
1739209708.660968;-38.13080360867914
1739209708.6609755;-45.120503652039325
1739209708.6609828;-45.120503652039325
1739209708.66099;-32.816014438256545
1739209708.6609974;-32.816014438256545
1739209708.6610048;-38.13080360867914
1739209708.661012;-38.13080360867914
1739209708.6610193;-38.13080360867914
1739209708.6610267;-45.120503652039325
1739209708.6610339;-45.120503652039325
1739209708.6610413;-45.120503652039325
1739209708.6610487;-45.120503652039325
1739209708.6610558;-45.120503652039325
1739209708.6610632;-45.120503652039325
1739209708.6610703;-38.13080360867914
1739209708.6610777;-35.57807855764607
1739209708.6610851;-45.120503652039325
1739209708.6610923;-33.981070128970906
1739209708.6610997;-32.816014438256545
1739209708.661107;-38.13080360867914
1739209708.6611142;-45.120503652039325
