CAN Message; 0x1a7:00005bbb674f0a0b
1739209741.8297858;-38.13080360867914
1739209741.8297892;-38.13080360867914
1739209741.8297925;-45.120503652039325
1739209741.8297958;-45.120503652039325
1739209741.8297992;-45.120503652039325
1739209741.8298028;-33.981070128970906
1739209741.829806;-45.120503652039325
1739209741.8298094;-38.13080360867914
1739209741.8298128;-38.13080360867914
1739209741.829816;-38.13080360867914
1739209741.8298194;-38.13080360867914
1739209741.8298228;-45.120503652039325
1739209741.8298264;-32.816014438256545
1739209741.8298297;-32.816014438256545
1739209741.829833;-45.120503652039325
1739209741.8298364;-45.120503652039325
1739209741.8298397;-35.57807855764607
1739209741.829843;-45.120503652039325
1739209741.8298464;-45.120503652039325
1739209741.82985;-38.13080360867914
1739209741.8298533;-38.13080360867914
1739209741.8298566;-45.120503652039325
1739209741.82986;-45.120503652039325
1739209741.8298633;-45.120503652039325
1739209741.8298666;-45.120503652039325
1739209741.82987;-32.816014438256545
1739209741.8298736;-38.13080360867914
1739209741.829877;-45.120503652039325
1739209741.8298802;-38.13080360867914
1739209741.8298836;-35.57807855764607
1739209741.829887;-38.13080360867914
1739209741.8298903;-45.120503652039325
1739209741.8298936;-38.13080360867914
1739209741.829897;-38.13080360867914
1739209741.8299005;-38.13080360867914
1739209741.8299038;-45.120503652039325
1739209741.8299072;-45.120503652039325
1739209741.8299105;-45.120503652039325
1739209741.8299139;-45.120503652039325
1739209741.8299172;-45.120503652039325
1739209741.8299205;-45.120503652039325
1739209741.829924;-45.120503652039325
1739209741.8299274;-45.120503652039325
1739209741.8299308;-45.120503652039325
1739209741.8299341;-38.13080360867914
1739209741.8299375;-38.13080360867914
1739209741.8299408;-38.13080360867914
1739209741.8299441;-45.120503652039325
1739209741.8299477;-45.120503652039325
1739209741.829951;-45.120503652039325
1739209741.8299544;-38.13080360867914
1739209741.8299577;-38.13080360867914
1739209741.829961;-33.981070128970906
1739209741.8299644;-45.120503652039325
1739209741.8299677;-38.13080360867914
1739209741.8299713;-30.49652367304973
1739209741.8299747;-38.13080360867914
1739209741.829978;-35.57807855764607
1739209741.8299813;-38.13080360867914
1739209741.8299847;-45.120503652039325
1739209741.829988;-38.13080360867914
1739209741.8299913;-38.13080360867914
1739209741.829995;-38.13080360867914
1739209741.8299983;-38.13080360867914
1739209741.8300016;-38.13080360867914
1739209741.830005;-45.120503652039325
1739209741.8300083;-38.13080360867914
1739209741.8300116;-45.120503652039325
1739209741.830015;-45.120503652039325
1739209741.8300185;-45.120503652039325
1739209741.8300219;-38.13080360867914
1739209741.8300252;-38.13080360867914
1739209741.8300285;-45.120503652039325
1739209741.8300319;-45.120503652039325
1739209741.8300352;-38.13080360867914
1739209741.8300385;-35.57807855764607
1739209741.830042;-38.13080360867914
1739209741.8300455;-45.120503652039325
1739209741.8300488;-38.13080360867914
1739209741.8300521;-38.13080360867914
1739209741.8300555;-38.13080360867914
1739209741.8300588;-45.120503652039325
1739209741.8300622;-38.13080360867914
1739209741.8300655;-38.13080360867914
1739209741.830069;-38.13080360867914
1739209741.8300724;-45.120503652039325
1739209741.8300757;-28.992665084841942
1739209741.830079;-35.57807855764607
1739209741.8300824;-38.13080360867914
1739209741.8300858;-45.120503652039325
1739209741.830089;-31.141103565318915
1739209741.8300927;-38.13080360867914
1739209741.830096;-38.13080360867914
1739209741.8300993;-45.120503652039325
1739209741.8301027;-38.13080360867914
1739209741.830106;-38.13080360867914
1739209741.8301094;-38.13080360867914
1739209741.8301127;-45.120503652039325
1739209741.8301163;-45.120503652039325
1739209741.8301196;-35.57807855764607
1739209741.830123;-45.120503652039325
1739209741.8301263;-45.120503652039325
1739209741.8301296;-33.981070128970906
1739209741.830133;-38.13080360867914
1739209741.8301363;-38.13080360867914
1739209741.8301399;-35.57807855764607
1739209741.8301432;-33.981070128970906
1739209741.8301466;-38.13080360867914
1739209741.83015;-38.13080360867914
1739209741.8301532;-38.13080360867914
1739209741.8301566;-45.120503652039325
1739209741.83016;-38.13080360867914
1739209741.8301635;-45.120503652039325
1739209741.8301668;-45.120503652039325
1739209741.8301702;-33.981070128970906
1739209741.8301735;-45.120503652039325
1739209741.8301768;-38.13080360867914
1739209741.8301802;-35.57807855764607
1739209741.8301835;-38.13080360867914
1739209741.8301868;-45.120503652039325
1739209741.8301904;-33.981070128970906
1739209741.8301938;-38.13080360867914
1739209741.830197;-45.120503652039325
1739209741.8302004;-45.120503652039325
1739209741.8302038;-45.120503652039325
1739209741.830207;-33.981070128970906
1739209741.8302104;-35.57807855764607
1739209741.830214;-45.120503652039325
1739209741.8302174;-38.13080360867914
1739209741.8302207;-35.57807855764607
1739209741.830224;-38.13080360867914
1739209741.8302274;-45.120503652039325
1739209741.8302307;-45.120503652039325
1739209741.830234;-45.120503652039325
1739209741.8302376;-45.120503652039325
1739209741.830241;-45.120503652039325
1739209741.8302443;-38.13080360867914
1739209741.8302476;-45.120503652039325
1739209741.830251;-38.13080360867914
1739209741.8302543;-45.120503652039325
1739209741.8302577;-38.13080360867914
1739209741.8302612;-45.120503652039325
1739209741.8302646;-31.141103565318915
1739209741.830268;-32.816014438256545
1739209741.8302712;-38.13080360867914
1739209741.8302746;-45.120503652039325
1739209741.830278;-38.13080360867914
1739209741.8302813;-38.13080360867914
1739209741.8302848;-45.120503652039325
1739209741.8302882;-45.120503652039325
1739209741.8302915;-45.120503652039325
1739209741.8302948;-45.120503652039325
1739209741.8302982;-38.13080360867914
1739209741.8303015;-45.120503652039325
1739209741.8303049;-45.120503652039325
1739209741.8303084;-38.13080360867914
1739209741.8303118;-38.13080360867914
1739209741.830315;-45.120503652039325
1739209741.8303185;-32.816014438256545
1739209741.8303218;-31.141103565318915
1739209741.8303251;-45.120503652039325
1739209741.8303285;-45.120503652039325
1739209741.8303318;-45.120503652039325
1739209741.8303354;-32.816014438256545
1739209741.8303387;-45.120503652039325
1739209741.830342;-45.120503652039325
1739209741.8303454;-45.120503652039325
1739209741.8303487;-45.120503652039325
1739209741.830352;-35.57807855764607
1739209741.8303554;-45.120503652039325
1739209741.830359;-45.120503652039325
1739209741.8303623;-38.13080360867914
1739209741.8303657;-38.13080360867914
1739209741.830369;-45.120503652039325
1739209741.8303723;-32.816014438256545
1739209741.8303757;-28.21854285175415
1739209741.830379;-45.120503652039325
1739209741.8303826;-45.120503652039325
1739209741.830386;-32.816014438256545
1739209741.8303893;-32.816014438256545
1739209741.8303926;-45.120503652039325
1739209741.830396;-38.13080360867914
1739209741.8303993;-38.13080360867914
1739209741.8304026;-45.120503652039325
1739209741.8304062;-38.13080360867914
1739209741.8304095;-38.13080360867914
1739209741.8304129;-45.120503652039325
1739209741.8304162;-45.120503652039325
1739209741.8304195;-38.13080360867914
1739209741.8304229;-33.981070128970906
1739209741.8304262;-45.120503652039325
1739209741.8304298;-45.120503652039325
1739209741.8304331;-38.13080360867914
1739209741.8304365;-45.120503652039325
1739209741.8304398;-38.13080360867914
1739209741.8304431;-38.13080360867914
1739209741.8304465;-45.120503652039325
1739209741.8304498;-38.13080360867914
1739209741.8304534;-35.57807855764607
1739209741.8304567;-31.141103565318893
1739209741.83046;-45.120503652039325
1739209741.8304634;-38.13080360867914
1739209741.8304667;-38.13080360867914
1739209741.83047;-38.13080360867914
1739209741.8304734;-45.120503652039325
1739209741.8304768;-35.57807855764607
1739209741.8304803;-38.13080360867914
1739209741.8304837;-33.981070128970956
1739209741.830487;-45.120503652039325
1739209741.8304904;-45.120503652039325
1739209741.8304937;-45.120503652039325
1739209741.830497;-45.120503652039325
1739209741.8305004;-45.120503652039325
1739209741.830504;-45.120503652039325
1739209741.8305073;-38.13080360867914
1739209741.8305106;-26.991370085610736
1739209741.830514;-38.13080360867914
1739209741.8305173;-45.120503652039325
1739209741.8305206;-38.13080360867914
1739209741.830524;-38.13080360867914
1739209741.8305275;-45.120503652039325
1739209741.830531;-45.120503652039325
1739209741.8305342;-45.120503652039325
1739209741.8305376;-33.981070128970956
1739209741.830541;-45.120503652039325
1739209741.8305442;-45.120503652039325
1739209741.8305476;-45.120503652039325
1739209741.8305511;-38.13080360867914
1739209741.8305545;-38.13080360867914
1739209741.8305578;-45.120503652039325
1739209741.8305612;-38.13080360867914
1739209741.8305645;-27.8777449560314
1739209741.8305678;-33.981070128970906
1739209741.8305712;-45.120503652039325
1739209741.8305748;-38.13080360867914
1739209741.830578;-35.57807855764607
1739209741.8305814;-38.13080360867914
1739209741.8305848;-45.120503652039325
1739209741.830588;-45.120503652039325
1739209741.8305914;-38.13080360867914
1739209741.8305948;-45.120503652039325
1739209741.8305984;-45.120503652039325
1739209741.8306017;-45.120503652039325
1739209741.830605;-45.120503652039325
1739209741.8306084;-38.13080360867914
1739209741.8306117;-45.120503652039325
1739209741.830615;-38.13080360867914
1739209741.8306184;-32.816014438256545
1739209741.830622;-38.13080360867914
1739209741.8306253;-38.13080360867914
1739209741.8306286;-45.120503652039325
1739209741.830632;-45.120503652039325
1739209741.8306353;-38.13080360867914
1739209741.8306386;-38.13080360867914
1739209741.830642;-38.13080360867914
1739209741.8306453;-45.120503652039325
1739209741.830649;-35.57807855764607
1739209741.8306522;-35.57807855764607
1739209741.8306556;-45.120503652039325
1739209741.830659;-38.13080360867914
1739209741.8306623;-35.57807855764607
1739209741.8306656;-38.13080360867914
1739209741.830669;-38.13080360867914
1739209741.8306725;-45.120503652039325
1739209741.8306758;-45.120503652039325
1739209741.8306792;-38.13080360867914
1739209741.8306825;-38.13080360867914
1739209741.8306859;-45.120503652039325
1739209741.8306892;-45.120503652039325
1739209741.8306925;-33.981070128970906
1739209741.830696;-38.13080360867914
1739209741.8306994;-45.120503652039325
1739209741.8307028;-32.816014438256545
1739209741.8307061;-38.13080360867914
1739209741.8307095;-38.13080360867914
1739209741.8307128;-45.120503652039325
1739209741.8307161;-38.13080360867914
1739209741.8307197;-38.13080360867914
1739209741.830723;-45.120503652039325
1739209741.8307264;-38.13080360867914
1739209741.8307297;-38.13080360867914
1739209741.830733;-45.120503652039325
1739209741.8307364;-45.120503652039325
1739209741.8307397;-45.120503652039325
1739209741.8307433;-45.120503652039325
1739209741.8307467;-38.13080360867914
1739209741.83075;-45.120503652039325
1739209741.8307533;-38.13080360867914
1739209741.8307567;-35.57807855764607
1739209741.83076;-38.13080360867914
1739209741.8307633;-45.120503652039325
1739209741.830767;-38.13080360867914
1739209741.8307703;-35.57807855764607
1739209741.8307736;-33.981070128970906
1739209741.830777;-45.120503652039325
1739209741.8307803;-38.13080360867914
1739209741.8307836;-38.13080360867914
1739209741.830787;-38.13080360867914
1739209741.8307903;-38.13080360867914
1739209741.8307939;-35.57807855764607
1739209741.8307972;-45.120503652039325
1739209741.8308005;-45.120503652039325
1739209741.8308039;-45.120503652039325
1739209741.8308072;-38.13080360867914
1739209741.8308105;-38.13080360867914
1739209741.830814;-45.120503652039325
1739209741.8308175;-45.120503652039325
1739209741.8308208;-38.13080360867914
1739209741.8308241;-35.57807855764607
1739209741.8308275;-45.120503652039325
1739209741.8308308;-38.13080360867914
1739209741.8308342;-38.13080360867914
1739209741.8308375;-45.120503652039325
1739209741.830841;-45.120503652039325
1739209741.8308444;-38.13080360867914
1739209741.8308477;-35.57807855764607
1739209741.830851;-38.13080360867914
1739209741.8308544;-45.120503652039325
1739209741.8308578;-45.120503652039325
1739209741.830861;-33.981070128970906
1739209741.8308647;-38.13080360867914
1739209741.830868;-45.120503652039325
1739209741.8308713;-38.13080360867914
1739209741.8308747;-35.57807855764607
1739209741.830878;-45.120503652039325
1739209741.8308814;-45.120503652039325
1739209741.8308847;-45.120503652039325
1739209741.8308883;-38.13080360867914
1739209741.8308916;-33.981070128970906
1739209741.830895;-32.816014438256545
1739209741.8308983;-38.13080360867914
1739209741.8309016;-38.13080360867914
1739209741.830905;-38.13080360867914
1739209741.8309083;-38.13080360867914
1739209741.8309119;-45.120503652039325
1739209741.8309152;-45.120503652039325
1739209741.8309186;-45.120503652039325
1739209741.830922;-45.120503652039325
1739209741.8309252;-45.120503652039325
1739209741.8309286;-45.120503652039325
1739209741.830932;-33.981070128970906
1739209741.8309352;-45.120503652039325
1739209741.8309388;-38.13080360867914
1739209741.8309422;-45.120503652039325
1739209741.8309455;-38.13080360867914
1739209741.8309488;-35.57807855764607
1739209741.8309522;-38.13080360867914
1739209741.8309555;-45.120503652039325
1739209741.8309588;-38.13080360867914
1739209741.8309624;-32.816014438256545
1739209741.8309658;-38.13080360867914
1739209741.830969;-38.13080360867914
1739209741.8309724;-38.13080360867914
1739209741.8309758;-45.120503652039325
1739209741.830979;-45.120503652039325
1739209741.8309824;-38.13080360867914
1739209741.830986;-38.13080360867914
1739209741.8309894;-38.13080360867914
1739209741.8309927;-38.13080360867914
1739209741.830996;-38.13080360867914
1739209741.8309994;-31.141103565318915
1739209741.8310027;-32.816014438256545
1739209741.831006;-45.120503652039325
1739209741.8310096;-33.981070128970906
1739209741.831013;-32.816014438256545
1739209741.8310163;-31.141103565318893
1739209741.8310196;-38.13080360867914
1739209741.831023;-38.13080360867914
1739209741.8310263;-38.13080360867914
1739209741.8310297;-38.13080360867914
1739209741.8310332;-38.13080360867914
1739209741.8310366;-35.57807855764607
1739209741.83104;-38.13080360867914
1739209741.8310432;-45.120503652039325
1739209741.8310466;-38.13080360867914
1739209741.83105;-45.120503652039325
1739209741.8310533;-45.120503652039325
1739209741.8310568;-45.120503652039325
1739209741.8310602;-45.120503652039325
1739209741.8310635;-38.13080360867914
1739209741.8310668;-45.120503652039325
1739209741.8310702;-35.57807855764607
1739209741.8310735;-38.13080360867914
1739209741.8310769;-35.57807855764607
1739209741.8310802;-45.120503652039325
1739209741.8310838;-38.13080360867914
1739209741.831087;-38.13080360867914
1739209741.8310905;-38.13080360867914
1739209741.8310938;-45.120503652039325
1739209741.8310971;-45.120503652039325
1739209741.8311005;-45.120503652039325
1739209741.8311038;-45.120503652039325
1739209741.8311074;-38.13080360867914
1739209741.8311107;-45.120503652039325
1739209741.831114;-45.120503652039325
1739209741.8311174;-38.13080360867914
1739209741.8311207;-38.13080360867914
1739209741.831124;-35.57807855764607
1739209741.8311274;-38.13080360867914
1739209741.831131;-35.57807855764607
1739209741.8311343;-38.13080360867914
1739209741.8311377;-30.49652367304973
1739209741.831141;-33.981070128970906
1739209741.8311443;-45.120503652039325
1739209741.8311477;-45.120503652039325
1739209741.831151;-38.13080360867914
1739209741.8311546;-38.13080360867914
1739209741.831158;-38.13080360867914
1739209741.8311613;-38.13080360867914
1739209741.8311646;-38.13080360867914
1739209741.831168;-45.120503652039325
1739209741.8311713;-45.120503652039325
1739209741.8311746;-45.120503652039325
1739209741.8311782;-35.57807855764607
1739209741.8311815;-38.13080360867914
1739209741.8311849;-45.120503652039325
1739209741.8311882;-38.13080360867914
1739209741.8311915;-26.487275050834715
1739209741.8311949;-31.141103565318915
1739209741.8311982;-45.120503652039325
1739209741.8312018;-38.13080360867914
1739209741.8312051;-32.816014438256545
1739209741.8312085;-38.13080360867914
1739209741.8312118;-45.120503652039325
1739209741.8312151;-38.13080360867914
1739209741.8312185;-35.57807855764607
1739209741.8312218;-45.120503652039325
1739209741.8312254;-35.57807855764607
1739209741.8312287;-38.13080360867914
1739209741.831232;-45.120503652039325
1739209741.8312354;-45.120503652039325
1739209741.8312387;-45.120503652039325
1739209741.831242;-38.13080360867914
1739209741.8312454;-28.58837851428586
1739209741.8312488;-31.141103565318915
1739209741.8312523;-45.120503652039325
1739209741.8312557;-38.13080360867914
1739209741.831259;-35.57807855764607
1739209741.8312624;-38.13080360867914
1739209741.8312657;-45.120503652039325
1739209741.831269;-38.13080360867914
1739209741.8312724;-45.120503652039325
1739209741.831276;-38.13080360867914
1739209741.8312793;-32.816014438256545
1739209741.8312826;-38.13080360867914
1739209741.831286;-45.120503652039325
1739209741.8312893;-45.120503652039325
1739209741.8312926;-38.13080360867914
1739209741.831296;-45.120503652039325
1739209741.8312995;-33.981070128970906
1739209741.831303;-31.141103565318915
1739209741.8313062;-38.13080360867914
1739209741.8313096;-45.120503652039325
1739209741.831313;-38.13080360867914
1739209741.8313162;-38.13080360867914
1739209741.8313196;-45.120503652039325
1739209741.8313231;-45.120503652039325
1739209741.8313265;-38.13080360867914
1739209741.8313298;-35.57807855764607
1739209741.8313332;-32.816014438256545
1739209741.8313365;-38.13080360867914
1739209741.8313398;-38.13080360867914
1739209741.8313432;-38.13080360867914
1739209741.8313468;-33.981070128970906
1739209741.83135;-45.120503652039325
1739209741.8313534;-38.13080360867914
1739209741.8313568;-31.141103565318915
1739209741.83136;-38.13080360867914
1739209741.8313634;-45.120503652039325
1739209741.8313668;-45.120503652039325
1739209741.8313704;-38.13080360867914
1739209741.8313737;-45.120503652039325
1739209741.831377;-38.13080360867914
1739209741.8313804;-38.13080360867914
1739209741.8313837;-28.58837851428586
1739209741.831387;-35.57807855764607
1739209741.8313904;-38.13080360867914
1739209741.8313937;-45.120503652039325
1739209741.8313973;-38.13080360867914
1739209741.8314006;-35.57807855764607
1739209741.831404;-45.120503652039325
1739209741.8314073;-45.120503652039325
1739209741.8314106;-30.49652367304973
1739209741.831414;-35.57807855764607
1739209741.8314173;-38.13080360867914
1739209741.831421;-45.120503652039325
1739209741.8314242;-45.120503652039325
1739209741.8314276;-45.120503652039325
1739209741.831431;-38.13080360867914
1739209741.8314342;-45.120503652039325
1739209741.8314376;-28.992665084841942
1739209741.831441;-38.13080360867914
1739209741.8314445;-38.13080360867914
1739209741.8314478;-45.120503652039325
1739209741.8314512;-38.13080360867914
1739209741.8314545;-38.13080360867914
1739209741.8314579;-45.120503652039325
1739209741.8314612;-45.120503652039325
1739209741.8314645;-31.14110356531892
1739209741.831468;-38.13080360867914
1739209741.8314714;-38.13080360867914
1739209741.8314748;-38.13080360867914
1739209741.831478;-38.13080360867914
1739209741.8314815;-45.120503652039325
1739209741.8314848;-45.120503652039325
1739209741.8314881;-38.13080360867914
1739209741.8314917;-33.981070128970906
1739209741.831495;-38.13080360867914
1739209741.8314984;-45.120503652039325
1739209741.8315017;-45.120503652039325
1739209741.831505;-38.13080360867914
1739209741.8315084;-38.13080360867914
1739209741.8315117;-45.120503652039325
1739209741.8315153;-38.13080360867914
1739209741.8315187;-38.13080360867914
1739209741.831522;-45.120503652039325
1739209741.8315253;-45.120503652039325
1739209741.8315287;-38.13080360867914
1739209741.831532;-45.120503652039325
1739209741.8315353;-38.13080360867914
1739209741.8315387;-38.13080360867914
1739209741.8315423;-38.13080360867914
1739209741.8315456;-38.13080360867914
1739209741.831549;-35.57807855764607
1739209741.8315523;-45.120503652039325
1739209741.8315556;-45.120503652039325
1739209741.831559;-38.13080360867914
1739209741.8315623;-45.120503652039325
1739209741.8315659;-45.120503652039325
1739209741.8315692;-35.57807855764607
1739209741.8315725;-45.120503652039325
1739209741.8315759;-45.120503652039325
1739209741.8315792;-35.57807855764607
1739209741.8315825;-38.13080360867914
1739209741.831586;-45.120503652039325
1739209741.8315895;-45.120503652039325
1739209741.8315928;-38.13080360867914
1739209741.8315961;-45.120503652039325
1739209741.8315995;-38.13080360867914
1739209741.8316028;-38.13080360867914
1739209741.8316061;-45.120503652039325
1739209741.8316095;-38.13080360867914
1739209741.831613;-38.13080360867914
1739209741.8316164;-45.120503652039325
1739209741.8316197;-33.981070128970906
1739209741.831623;-45.120503652039325
1739209741.8316264;-38.13080360867914
1739209741.8316298;-33.981070128970906
1739209741.831633;-45.120503652039325
1739209741.8316367;-38.13080360867914
1739209741.83164;-38.13080360867914
1739209741.8316433;-45.120503652039325
1739209741.8316467;-45.120503652039325
1739209741.83165;-45.120503652039325
1739209741.8316534;-45.120503652039325
1739209741.8316567;-45.120503652039325
1739209741.8316603;-45.120503652039325
1739209741.8316636;-45.120503652039325
1739209741.831667;-38.13080360867914
1739209741.8316703;-35.57807855764607
1739209741.8316736;-38.13080360867914
1739209741.831677;-45.120503652039325
1739209741.8316803;-38.13080360867914
1739209741.8316836;-38.13080360867914
1739209741.8316872;-45.120503652039325
1739209741.8316905;-45.120503652039325
1739209741.831694;-38.13080360867914
1739209741.8316972;-35.57807855764607
1739209741.8317006;-45.120503652039325
1739209741.831704;-45.120503652039325
1739209741.8317072;-38.13080360867914
1739209741.8317108;-38.13080360867914
1739209741.8317142;-38.13080360867914
1739209741.8317175;-38.13080360867914
1739209741.8317208;-35.57807855764607
1739209741.8317242;-45.120503652039325
1739209741.8317275;-38.13080360867914
1739209741.8317308;-45.120503652039325
1739209741.8317344;-38.13080360867914
1739209741.8317378;-29.438486411369333
1739209741.831741;-38.13080360867914
1739209741.8317444;-38.13080360867914
1739209741.8317478;-38.13080360867914
1739209741.831751;-45.120503652039325
1739209741.8317544;-38.13080360867914
1739209741.831758;-38.13080360867914
1739209741.8317614;-38.13080360867914
1739209741.8317647;-45.120503652039325
1739209741.831768;-45.120503652039325
1739209741.8317714;-45.120503652039325
1739209741.8317747;-38.13080360867914
1739209741.831778;-45.120503652039325
1739209741.8317816;-38.13080360867914
1739209741.831785;-35.57807855764607
1739209741.8317883;-38.13080360867914
1739209741.8317916;-45.120503652039325
1739209741.831795;-38.13080360867914
1739209741.8317983;-38.13080360867914
1739209741.8318017;-45.120503652039325
1739209741.8318052;-45.120503652039325
1739209741.8318086;-38.13080360867914
1739209741.831812;-38.13080360867914
1739209741.8318152;-38.13080360867914
1739209741.8318186;-38.13080360867914
1739209741.831822;-38.13080360867914
1739209741.8318253;-45.120503652039325
1739209741.8318286;-45.120503652039325
1739209741.8318322;-45.120503652039325
1739209741.8318355;-45.120503652039325
1739209741.8318388;-45.120503652039325
1739209741.8318422;-45.120503652039325
1739209741.8318455;-33.981070128970906
1739209741.8318489;-38.13080360867914
1739209741.8318522;-45.120503652039325
1739209741.8318558;-45.120503652039325
1739209741.831859;-38.13080360867914
1739209741.8318624;-38.13080360867914
1739209741.8318658;-45.120503652039325
1739209741.8318691;-38.13080360867914
1739209741.8318725;-38.13080360867914
1739209741.8318758;-45.120503652039325
1739209741.8318794;-45.120503652039325
1739209741.8318827;-45.120503652039325
1739209741.831886;-35.57807855764607
1739209741.8318894;-38.13080360867914
1739209741.8318927;-38.13080360867914
1739209741.831896;-45.120503652039325
1739209741.8318994;-28.58837851428586
1739209741.831903;-33.981070128970906
1739209741.8319063;-45.120503652039325
1739209741.8319097;-45.120503652039325
1739209741.831913;-31.141103565318915
1739209741.8319163;-33.981070128970906
1739209741.8319197;-45.120503652039325
1739209741.831923;-35.57807855764607
1739209741.8319266;-33.981070128970956
1739209741.83193;-45.120503652039325
1739209741.8319333;-45.120503652039325
1739209741.8319366;-38.13080360867914
1739209741.83194;-38.13080360867914
1739209741.8319433;-45.120503652039325
1739209741.8319466;-38.13080360867914
1739209741.8319502;-45.120503652039325
1739209741.8319535;-31.141103565318915
1739209741.8319569;-28.992665084841942
1739209741.8319602;-38.13080360867914
1739209741.8319635;-45.120503652039325
1739209741.8319669;-38.13080360867914
1739209741.8319702;-35.57807855764607
1739209741.8319738;-38.13080360867914
1739209741.8319771;-38.13080360867914
1739209741.8319805;-33.981070128970906
1739209741.8319838;-32.816014438256545
1739209741.8319871;-38.13080360867914
1739209741.8319905;-45.120503652039325
1739209741.8319938;-45.120503652039325
1739209741.8319972;-45.120503652039325
1739209741.8320007;-45.120503652039325
1739209741.832004;-45.120503652039325
1739209741.8320074;-33.981070128970906
1739209741.8320107;-31.141103565318915
1739209741.832014;-38.13080360867914
1739209741.8320174;-45.120503652039325
1739209741.8320208;-38.13080360867914
1739209741.8320243;-35.57807855764607
1739209741.8320277;-45.120503652039325
1739209741.832031;-38.13080360867914
1739209741.8320343;-38.13080360867914
1739209741.8320377;-30.49652367304973
1739209741.832041;-38.13080360867914
1739209741.8320444;-38.13080360867914
1739209741.832048;-38.13080360867914
1739209741.8320513;-45.120503652039325
1739209741.8320546;-45.120503652039325
1739209741.832058;-45.120503652039325
1739209741.8320613;-38.13080360867914
1739209741.8320646;-38.13080360867914
1739209741.832068;-35.57807855764607
1739209741.8320715;-38.13080360867914
1739209741.8320749;-38.13080360867914
1739209741.8320782;-38.13080360867914
1739209741.8320816;-45.120503652039325
1739209741.832085;-45.120503652039325
1739209741.8320882;-45.120503652039325
1739209741.8320916;-45.120503652039325
1739209741.8320951;-45.120503652039325
1739209741.8320985;-38.13080360867914
1739209741.8321018;-45.120503652039325
1739209741.8321052;-38.13080360867914
1739209741.8321085;-45.120503652039325
1739209741.8321118;-45.120503652039325
1739209741.8321152;-38.13080360867914
1739209741.8321187;-38.13080360867914
1739209741.832122;-45.120503652039325
1739209741.8321254;-45.120503652039325
1739209741.8321288;-38.13080360867914
1739209741.832132;-38.13080360867914
1739209741.8321354;-45.120503652039325
1739209741.8321388;-35.57807855764607
1739209741.832142;-32.816014438256545
