CAN Message; 0x1b8:0100cf642d3287c0
1739209905.126322;-31.141103565318893
1739209905.1263306;-38.13080360867914
1739209905.1263392;-38.13080360867914
1739209905.1263478;-38.13080360867914
1739209905.1263566;-26.487275050834715
1739209905.1263652;-28.992665084841942
1739209905.1263738;-33.981070128970906
1739209905.1263826;-31.141103565318893
1739209905.1263912;-38.13080360867914
1739209905.1263998;-31.14110356531892
1739209905.1264083;-45.120503652039325
1739209905.1264172;-38.13080360867914
1739209905.1264257;-27.877744956031414
1739209905.1264343;-33.981070128970906
1739209905.1264431;-32.81601443825658
1739209905.1264517;-28.992665084841942
1739209905.1264603;-28.58837851428586
1739209905.126469;-28.58837851428586
1739209905.1264777;-25.62660358559016
1739209905.1264863;-33.981070128970906
1739209905.126495;-32.816014438256545
1739209905.1265037;-27.267205301931607
1739209905.1265123;-28.992665084841942
1739209905.1265209;-28.588378514285886
1739209905.1265295;-38.13080360867914
1739209905.1265383;-32.816014438256545
1739209905.1265469;-28.992665084841967
1739209905.1265554;-33.981070128970956
1739209905.1265643;-24.589719217205094
1739209905.1265728;-24.746238672633048
1739209905.1265814;-38.13080360867914
1739209905.1265903;-32.816014438256545
1739209905.1265988;-31.141103565318915
1739209905.1266074;-28.992665084841942
1739209905.126616;-25.826314394896354
1739209905.1266248;-28.58837851428586
1739209905.1266334;-31.141103565318943
1739209905.126642;-45.120503652039325
1739209905.1266508;-30.49652367304973
1739209905.1266594;-45.120503652039325
1739209905.126668;-38.13080360867914
1739209905.1266766;-27.877744956031414
1739209905.1266854;-25.62660358559016
1739209905.126694;-28.992665084841967
1739209905.1267025;-45.120503652039325
1739209905.1267114;-45.120503652039325
1739209905.12672;-27.267205301931607
1739209905.1267285;-26.991370085610736
1739209905.126737;-45.120503652039325
1739209905.126746;-35.57807855764607
1739209905.1267545;-28.588378514285886
1739209905.126763;-45.120503652039325
1739209905.126772;-30.49652367304973
1739209905.1267805;-38.13080360867914
1739209905.126789;-33.981070128970906
1739209905.1267977;-24.589719217205094
1739209905.1268065;-30.49652367304976
1739209905.126815;-25.826314394896357
1739209905.1268237;-33.981070128970906
1739209905.1268325;-45.120503652039325
1739209905.126841;-33.981070128970906
1739209905.1268497;-28.992665084841942
1739209905.1268582;-28.21854285175415
1739209905.126867;-30.49652367304973
1739209905.1268756;-45.120503652039325
1739209905.1268842;-28.992665084841967
1739209905.126893;-45.120503652039325
1739209905.1269016;-32.81601443825658
1739209905.1269102;-22.54371790334745
1739209905.1269188;-22.264930561961556
1739209905.1269276;-20.888044912671212
1739209905.1269362;-31.141103565318943
1739209905.1269448;-23.506823629689542
1739209905.1269536;-25.826314394896354
1739209905.1269622;-38.13080360867914
1739209905.1269708;-45.120503652039325
1739209905.1269796;-28.992665084841942
1739209905.1269882;-24.438645034577675
1739209905.1269968;-28.58837851428586
1739209905.1270053;-45.120503652039325
1739209905.1270142;-38.13080360867914
1739209905.1270227;-31.141103565318915
1739209905.1270313;-26.991370085610722
1739209905.1270401;-28.21854285175415
1739209905.1270487;-38.13080360867914
1739209905.1270573;-31.141103565318915
1739209905.127066;-35.57807855764607
1739209905.1270747;-38.13080360867914
1739209905.1270833;-45.120503652039325
1739209905.127092;-33.981070128970956
1739209905.1271007;-28.58837851428586
1739209905.1271093;-33.981070128970956
1739209905.1271179;-45.120503652039325
1739209905.1271265;-32.81601443825658
1739209905.1271353;-45.120503652039325
1739209905.1271439;-31.141103565318943
1739209905.1271524;-27.267205301931607
1739209905.1271613;-45.120503652039325
1739209905.1271698;-38.13080360867914
1739209905.1271784;-31.14110356531892
1739209905.127187;-27.877744956031414
1739209905.1271958;-38.13080360867914
1739209905.1272044;-45.120503652039325
1739209905.127213;-45.120503652039325
1739209905.1272218;-38.13080360867914
1739209905.1272304;-33.981070128970906
1739209905.127239;-28.58837851428586
1739209905.1272476;-25.826314394896357
1739209905.1272564;-33.981070128970906
1739209905.127265;-27.8777449560314
1739209905.1272736;-45.120503652039325
1739209905.1272824;-28.218542851754187
1739209905.127291;-26.991370085610736
1739209905.1272995;-24.292649948874775
1739209905.1273081;-45.120503652039325
1739209905.127317;-45.120503652039325
1739209905.1273255;-45.120503652039325
1739209905.127334;-31.141103565318943
1739209905.127343;-45.120503652039325
1739209905.1273515;-45.120503652039325
1739209905.12736;-28.992665084841942
1739209905.127369;-26.035653463252796
1739209905.1273775;-38.13080360867914
1739209905.127386;-45.120503652039325
1739209905.1273947;-38.13080360867914
1739209905.1274035;-38.13080360867914
1739209905.127412;-31.141103565318893
1739209905.1274207;-25.826314394896354
1739209905.1274295;-35.57807855764607
1739209905.127438;-33.981070128970906
1739209905.1274467;-38.13080360867914
1739209905.1274552;-33.981070128970906
1739209905.127464;-30.49652367304973
1739209905.1274726;-25.826314394896354
1739209905.1274812;-32.81601443825658
1739209905.12749;-28.992665084841967
1739209905.1274986;-45.120503652039325
1739209905.1275072;-38.13080360867914
1739209905.1275158;-45.120503652039325
1739209905.1275246;-38.13080360867914
1739209905.1275332;-30.49652367304973
1739209905.1275418;-33.981070128970906
1739209905.1275506;-45.120503652039325
1739209905.1275592;-45.120503652039325
1739209905.1275678;-38.13080360867914
1739209905.1275764;-38.13080360867914
1739209905.1275852;-45.120503652039325
1739209905.1275938;-45.120503652039325
1739209905.1276023;-38.13080360867914
1739209905.1276112;-35.57807855764607
1739209905.1276197;-45.120503652039325
1739209905.1276283;-38.13080360867914
1739209905.127637;-38.13080360867914
1739209905.1276457;-38.13080360867914
1739209905.1276543;-45.120503652039325
1739209905.127663;-45.120503652039325
1739209905.1276717;-31.141103565318915
1739209905.1276803;-35.57807855764607
1739209905.127689;-38.13080360867914
1739209905.1276975;-38.13080360867914
1739209905.1277063;-35.57807855764607
1739209905.1277149;-33.981070128970906
1739209905.1277235;-38.13080360867914
1739209905.1277323;-45.120503652039325
1739209905.1277409;-38.13080360867914
1739209905.1277494;-32.816014438256545
1739209905.1277583;-38.13080360867914
1739209905.1277668;-45.120503652039325
1739209905.1277754;-45.120503652039325
1739209905.127784;-38.13080360867914
1739209905.1277928;-38.13080360867914
1739209905.1278014;-38.13080360867914
1739209905.12781;-33.981070128970906
1739209905.1278188;-35.57807855764607
1739209905.1278274;-38.13080360867914
1739209905.127836;-38.13080360867914
1739209905.1278446;-33.981070128970906
1739209905.1278534;-38.13080360867914
1739209905.127862;-38.13080360867914
1739209905.1278706;-38.13080360867914
1739209905.1278794;-38.13080360867914
1739209905.127888;-45.120503652039325
1739209905.1278965;-38.13080360867914
1739209905.1279051;-38.13080360867914
1739209905.127914;-45.120503652039325
1739209905.1279225;-35.57807855764607
1739209905.127931;-38.13080360867914
1739209905.12794;-35.57807855764607
1739209905.1279485;-31.141103565318915
1739209905.127957;-38.13080360867914
1739209905.1279657;-38.13080360867914
1739209905.1279745;-45.120503652039325
1739209905.127983;-32.816014438256545
1739209905.1279917;-38.13080360867914
1739209905.1280005;-45.120503652039325
1739209905.128009;-35.57807855764607
1739209905.1280177;-45.120503652039325
1739209905.1280262;-38.13080360867914
1739209905.128035;-38.13080360867914
1739209905.1280437;-38.13080360867914
1739209905.1280522;-38.13080360867914
1739209905.128061;-35.57807855764607
1739209905.1280696;-45.120503652039325
1739209905.1280782;-45.120503652039325
1739209905.128087;-31.141103565318915
1739209905.1280956;-38.13080360867914
1739209905.1281042;-45.120503652039325
1739209905.1281128;-45.120503652039325
1739209905.1281216;-35.57807855764607
1739209905.1281302;-38.13080360867914
1739209905.1281388;-38.13080360867914
1739209905.1281476;-38.13080360867914
1739209905.1281562;-45.120503652039325
1739209905.1281648;-45.120503652039325
1739209905.1281734;-45.120503652039325
1739209905.1281822;-45.120503652039325
1739209905.1281908;-45.120503652039325
1739209905.1281993;-38.13080360867914
1739209905.1282082;-45.120503652039325
1739209905.1282167;-45.120503652039325
1739209905.1282253;-31.141103565318915
1739209905.128234;-35.57807855764607
1739209905.1282427;-38.13080360867914
1739209905.1282513;-45.120503652039325
1739209905.12826;-33.981070128970906
1739209905.1282687;-35.57807855764607
1739209905.1282773;-38.13080360867914
1739209905.128286;-45.120503652039325
1739209905.1282945;-33.981070128970906
1739209905.1283033;-35.57807855764607
1739209905.1283119;-38.13080360867914
1739209905.1283205;-45.120503652039325
1739209905.1283293;-38.13080360867914
1739209905.1283379;-38.13080360867914
1739209905.1283464;-45.120503652039325
1739209905.128355;-38.13080360867914
1739209905.1283638;-45.120503652039325
1739209905.1283724;-38.13080360867914
1739209905.128381;-38.13080360867914
1739209905.1283898;-45.120503652039325
1739209905.1283984;-33.981070128970906
1739209905.128407;-38.13080360867914
1739209905.1284156;-38.13080360867914
1739209905.1284244;-38.13080360867914
1739209905.128433;-28.58837851428586
1739209905.1284416;-31.141103565318893
1739209905.1284504;-45.120503652039325
1739209905.128459;-38.13080360867914
1739209905.1284676;-35.57807855764607
1739209905.1284764;-35.57807855764607
1739209905.128485;-45.120503652039325
1739209905.1284935;-45.120503652039325
1739209905.1285021;-38.13080360867914
1739209905.128511;-45.120503652039325
1739209905.1285195;-38.13080360867914
1739209905.128528;-45.120503652039325
1739209905.128537;-45.120503652039325
1739209905.1285455;-38.13080360867914
1739209905.128554;-38.13080360867914
1739209905.1285627;-45.120503652039325
1739209905.1285715;-30.49652367304973
1739209905.12858;-29.438486411369333
1739209905.1285887;-45.120503652039325
1739209905.1285975;-45.120503652039325
1739209905.128606;-35.57807855764607
1739209905.1286147;-35.57807855764607
1739209905.1286232;-45.120503652039325
1739209905.128632;-38.13080360867914
1739209905.1286407;-45.120503652039325
1739209905.1286492;-45.120503652039325
1739209905.128658;-38.13080360867914
1739209905.1286666;-45.120503652039325
1739209905.1286752;-45.120503652039325
1739209905.1286838;-38.13080360867914
1739209905.1286926;-38.13080360867914
1739209905.1287012;-45.120503652039325
1739209905.1287098;-38.13080360867914
1739209905.1287186;-32.816014438256545
1739209905.1287272;-38.13080360867914
1739209905.1287358;-45.120503652039325
1739209905.1287444;-31.141103565318915
1739209905.1287532;-33.981070128970906
1739209905.1287618;-33.981070128970906
1739209905.1287704;-45.120503652039325
1739209905.1287792;-38.13080360867914
1739209905.1287878;-35.57807855764607
1739209905.1287963;-45.120503652039325
1739209905.1288052;-45.120503652039325
1739209905.1288137;-45.120503652039325
1739209905.1288223;-35.57807855764607
1739209905.128831;-45.120503652039325
1739209905.1288397;-45.120503652039325
1739209905.1288483;-38.13080360867914
1739209905.128857;-45.120503652039325
1739209905.1288657;-38.13080360867914
1739209905.1288743;-45.120503652039325
1739209905.128883;-45.120503652039325
1739209905.1288915;-33.981070128970906
1739209905.1289003;-38.13080360867914
1739209905.1289089;-45.120503652039325
1739209905.1289175;-38.13080360867914
1739209905.1289263;-30.49652367304973
1739209905.1289349;-38.13080360867914
1739209905.1289434;-45.120503652039325
1739209905.128952;-35.57807855764607
1739209905.1289608;-35.57807855764607
1739209905.1289694;-45.120503652039325
1739209905.128978;-45.120503652039325
1739209905.1289868;-38.13080360867914
1739209905.1289954;-33.981070128970956
1739209905.129004;-45.120503652039325
1739209905.1290126;-45.120503652039325
1739209905.1290214;-38.13080360867914
1739209905.12903;-45.120503652039325
1739209905.1290386;-38.13080360867914
1739209905.1290474;-45.120503652039325
1739209905.129056;-35.57807855764607
1739209905.1290646;-26.991370085610722
1739209905.1290731;-33.981070128970906
1739209905.129082;-38.13080360867914
1739209905.1290905;-38.13080360867914
1739209905.1290991;-38.13080360867914
1739209905.129108;-45.120503652039325
1739209905.1291165;-45.120503652039325
1739209905.129125;-38.13080360867914
1739209905.1291337;-38.13080360867914
1739209905.1291425;-45.120503652039325
1739209905.129151;-45.120503652039325
1739209905.1291597;-38.13080360867914
1739209905.1291685;-32.816014438256545
1739209905.129177;-33.981070128970906
1739209905.1291857;-45.120503652039325
1739209905.1291945;-33.981070128970906
1739209905.129203;-35.57807855764607
1739209905.1292117;-38.13080360867914
1739209905.1292202;-45.120503652039325
1739209905.129229;-38.13080360867914
1739209905.1292377;-35.57807855764607
1739209905.1292462;-45.120503652039325
1739209905.129255;-45.120503652039325
1739209905.1292636;-38.13080360867914
1739209905.1292722;-38.13080360867914
1739209905.1292808;-38.13080360867914
1739209905.1292896;-38.13080360867914
1739209905.1292982;-33.981070128970906
1739209905.1293068;-33.981070128970906
1739209905.1293156;-38.13080360867914
1739209905.1293242;-45.120503652039325
1739209905.1293328;-38.13080360867914
1739209905.1293414;-38.13080360867914
1739209905.1293502;-38.13080360867914
1739209905.1293588;-45.120503652039325
1739209905.1293674;-38.13080360867914
1739209905.1293762;-35.57807855764607
1739209905.1293848;-38.13080360867914
1739209905.1293933;-45.120503652039325
1739209905.129402;-38.13080360867914
1739209905.1294107;-38.13080360867914
1739209905.1294193;-38.13080360867914
1739209905.129428;-45.120503652039325
1739209905.1294367;-45.120503652039325
1739209905.1294453;-35.57807855764607
1739209905.129454;-45.120503652039325
1739209905.1294625;-45.120503652039325
1739209905.1294713;-38.13080360867914
1739209905.12948;-35.57807855764607
1739209905.1294885;-45.120503652039325
1739209905.1294973;-45.120503652039325
1739209905.1295059;-38.13080360867914
1739209905.1295145;-35.57807855764607
1739209905.129523;-45.120503652039325
1739209905.1295319;-45.120503652039325
1739209905.1295404;-38.13080360867914
1739209905.129549;-33.981070128970906
1739209905.1295578;-38.13080360867914
1739209905.1295664;-45.120503652039325
1739209905.129575;-38.13080360867914
1739209905.1295838;-35.57807855764607
1739209905.1295924;-38.13080360867914
1739209905.129601;-45.120503652039325
1739209905.1296096;-33.981070128970906
1739209905.1296184;-33.981070128970906
1739209905.129627;-38.13080360867914
1739209905.1296356;-45.120503652039325
1739209905.1296444;-35.57807855764607
1739209905.129653;-32.816014438256545
1739209905.1296616;-45.120503652039325
1739209905.1296701;-45.120503652039325
1739209905.129679;-38.13080360867914
1739209905.1296875;-38.13080360867914
1739209905.1296961;-38.13080360867914
1739209905.129705;-38.13080360867914
1739209905.1297135;-45.120503652039325
1739209905.129722;-45.120503652039325
1739209905.1297307;-38.13080360867914
1739209905.1297395;-45.120503652039325
1739209905.129748;-45.120503652039325
1739209905.1297567;-38.13080360867914
1739209905.1297655;-38.13080360867914
1739209905.129774;-45.120503652039325
1739209905.1297827;-38.13080360867914
1739209905.1297913;-35.57807855764607
1739209905.1298;-45.120503652039325
1739209905.1298087;-38.13080360867914
1739209905.1298172;-45.120503652039325
1739209905.129826;-33.981070128970906
1739209905.1298347;-35.57807855764607
1739209905.1298432;-38.13080360867914
1739209905.1298518;-33.981070128970906
1739209905.1298606;-32.816014438256545
1739209905.1298692;-38.13080360867914
1739209905.1298778;-35.57807855764607
1739209905.1298866;-33.981070128970906
1739209905.1298952;-38.13080360867914
1739209905.1299038;-35.57807855764607
1739209905.1299124;-38.13080360867914
1739209905.1299212;-38.13080360867914
1739209905.1299298;-32.816014438256545
1739209905.1299384;-38.13080360867914
1739209905.1299472;-45.120503652039325
1739209905.1299558;-45.120503652039325
1739209905.1299644;-45.120503652039325
1739209905.1299732;-45.120503652039325
1739209905.1299818;-45.120503652039325
1739209905.1299903;-38.13080360867914
1739209905.129999;-32.816014438256545
1739209905.1300077;-45.120503652039325
1739209905.1300163;-45.120503652039325
1739209905.130025;-33.981070128970906
1739209905.1300337;-38.13080360867914
1739209905.1300423;-32.816014438256545
1739209905.130051;-32.816014438256545
1739209905.1300595;-33.981070128970906
1739209905.1300683;-45.120503652039325
1739209905.130077;-38.13080360867914
1739209905.1300855;-35.57807855764607
1739209905.1300943;-38.13080360867914
1739209905.1301029;-35.57807855764607
1739209905.1301115;-45.120503652039325
1739209905.13012;-45.120503652039325
1739209905.1301289;-35.57807855764607
1739209905.1301374;-35.57807855764607
1739209905.130146;-35.57807855764607
1739209905.1301548;-45.120503652039325
1739209905.1301634;-38.13080360867914
1739209905.130172;-38.13080360867914
1739209905.1301806;-38.13080360867914
1739209905.1301894;-35.57807855764607
1739209905.130198;-38.13080360867914
1739209905.1302066;-35.57807855764607
1739209905.1302154;-38.13080360867914
1739209905.130224;-35.57807855764607
1739209905.1302326;-38.13080360867914
1739209905.1302412;-45.120503652039325
1739209905.13025;-45.120503652039325
1739209905.1302586;-45.120503652039325
1739209905.1302671;-33.981070128970906
1739209905.130276;-38.13080360867914
1739209905.1302845;-45.120503652039325
1739209905.1302931;-45.120503652039325
1739209905.130302;-35.57807855764607
1739209905.1303105;-35.57807855764607
1739209905.130319;-38.13080360867914
1739209905.1303277;-45.120503652039325
1739209905.1303365;-35.57807855764607
1739209905.130345;-35.57807855764607
1739209905.1303537;-38.13080360867914
1739209905.1303625;-35.57807855764607
1739209905.130371;-38.13080360867914
1739209905.1303797;-45.120503652039325
1739209905.1303883;-38.13080360867914
1739209905.130397;-38.13080360867914
1739209905.1304057;-45.120503652039325
1739209905.1304142;-38.13080360867914
1739209905.130423;-45.120503652039325
1739209905.1304317;-45.120503652039325
1739209905.1304402;-38.13080360867914
1739209905.1304488;-33.981070128970906
1739209905.1304576;-38.13080360867914
1739209905.1304662;-45.120503652039325
1739209905.1304748;-35.57807855764607
1739209905.1304836;-38.13080360867914
1739209905.1304922;-38.13080360867914
1739209905.1305008;-35.57807855764607
1739209905.1305094;-38.13080360867914
1739209905.1305182;-35.57807855764607
1739209905.1305268;-38.13080360867914
1739209905.1305354;-30.49652367304973
1739209905.1305442;-38.13080360867914
1739209905.1305528;-35.57807855764607
1739209905.1305614;-38.13080360867914
1739209905.13057;-45.120503652039325
1739209905.1305788;-38.13080360867914
1739209905.1305873;-38.13080360867914
1739209905.130596;-45.120503652039325
1739209905.1306047;-33.981070128970956
1739209905.1306133;-33.981070128970906
1739209905.130622;-32.816014438256545
1739209905.1306305;-45.120503652039325
1739209905.1306393;-45.120503652039325
1739209905.130648;-33.981070128970906
1739209905.1306565;-32.816014438256545
1739209905.1306653;-38.13080360867914
1739209905.130674;-28.992665084841942
1739209905.1306825;-33.981070128970906
1739209905.1306913;-38.13080360867914
1739209905.1306999;-45.120503652039325
1739209905.1307085;-32.816014438256545
1739209905.130717;-38.13080360867914
1739209905.1307259;-38.13080360867914
1739209905.1307344;-38.13080360867914
1739209905.130743;-45.120503652039325
1739209905.1307518;-45.120503652039325
1739209905.1307604;-45.120503652039325
1739209905.130769;-45.120503652039325
1739209905.1307776;-38.13080360867914
1739209905.1307864;-38.13080360867914
1739209905.130795;-38.13080360867914
1739209905.1308036;-45.120503652039325
1739209905.1308124;-45.120503652039325
1739209905.130821;-45.120503652039325
1739209905.1308296;-45.120503652039325
1739209905.1308382;-45.120503652039325
1739209905.130847;-45.120503652039325
1739209905.1308556;-45.120503652039325
1739209905.1308641;-38.13080360867914
1739209905.130873;-38.13080360867914
1739209905.1308815;-38.13080360867914
1739209905.1308901;-38.13080360867914
1739209905.1308987;-35.57807855764607
1739209905.1309075;-45.120503652039325
1739209905.130916;-45.120503652039325
1739209905.1309247;-45.120503652039325
1739209905.1309335;-38.13080360867914
1739209905.130942;-38.13080360867914
1739209905.1309507;-38.13080360867914
1739209905.1309593;-38.13080360867914
1739209905.130968;-45.120503652039325
1739209905.1309767;-45.120503652039325
1739209905.1309853;-45.120503652039325
1739209905.130994;-38.13080360867914
1739209905.1310027;-38.13080360867914
1739209905.1310112;-45.120503652039325
1739209905.13102;-33.981070128970906
1739209905.1310287;-31.141103565318915
1739209905.1310372;-45.120503652039325
1739209905.1310458;-38.13080360867914
1739209905.1310546;-33.981070128970906
1739209905.1310632;-33.981070128970906
1739209905.1310718;-38.13080360867914
1739209905.1310806;-35.57807855764607
1739209905.1310892;-33.981070128970906
1739209905.1310978;-33.981070128970906
1739209905.1311064;-45.120503652039325
1739209905.1311152;-45.120503652039325
1739209905.1311238;-38.13080360867914
1739209905.1311324;-45.120503652039325
1739209905.1311412;-45.120503652039325
1739209905.1311498;-45.120503652039325
1739209905.1311584;-33.981070128970906
1739209905.131167;-31.141103565318915
1739209905.1311758;-45.120503652039325
1739209905.1311843;-38.13080360867914
1739209905.131193;-33.981070128970906
1739209905.1312017;-38.13080360867914
1739209905.1312103;-45.120503652039325
1739209905.131219;-45.120503652039325
1739209905.1312275;-38.13080360867914
1739209905.1312363;-31.141103565318915
1739209905.131245;-45.120503652039325
1739209905.1312535;-45.120503652039325
1739209905.1312623;-45.120503652039325
1739209905.131271;-45.120503652039325
1739209905.1312795;-38.13080360867914
1739209905.131288;-38.13080360867914
1739209905.1312969;-38.13080360867914
1739209905.1313055;-33.981070128970906
1739209905.131314;-38.13080360867914
1739209905.1313229;-33.981070128970906
1739209905.1313314;-38.13080360867914
1739209905.13134;-45.120503652039325
1739209905.1313486;-45.120503652039325
1739209905.1313574;-38.13080360867914
1739209905.131366;-38.13080360867914
1739209905.1313746;-38.13080360867914
1739209905.1313834;-45.120503652039325
1739209905.131392;-38.13080360867914
1739209905.1314006;-38.13080360867914
1739209905.1314094;-45.120503652039325
1739209905.131418;-35.57807855764607
1739209905.1314266;-38.13080360867914
1739209905.1314352;-45.120503652039325
1739209905.131444;-31.141103565318915
1739209905.1314526;-32.816014438256545
1739209905.1314611;-38.13080360867914
1739209905.13147;-45.120503652039325
1739209905.1314785;-38.13080360867914
1739209905.1314871;-33.981070128970906
1739209905.1314957;-38.13080360867914
1739209905.1315045;-38.13080360867914
1739209905.131513;-33.981070128970906
1739209905.1315217;-45.120503652039325
1739209905.1315305;-45.120503652039325
1739209905.131539;-38.13080360867914
1739209905.1315477;-33.981070128970906
1739209905.1315563;-35.57807855764607
1739209905.131565;-45.120503652039325
1739209905.1315737;-45.120503652039325
1739209905.1315823;-33.981070128970906
1739209905.131591;-38.13080360867914
1739209905.1315997;-45.120503652039325
1739209905.1316082;-45.120503652039325
1739209905.1316168;-38.13080360867914
1739209905.1316257;-31.141103565318915
1739209905.1316342;-33.981070128970906
1739209905.1316428;-45.120503652039325
1739209905.1316516;-45.120503652039325
1739209905.1316602;-31.141103565318915
1739209905.1316688;-38.13080360867914
1739209905.1316774;-45.120503652039325
1739209905.1316862;-33.981070128970906
1739209905.1316948;-30.49652367304973
1739209905.1317034;-38.13080360867914
1739209905.1317122;-45.120503652039325
1739209905.1317208;-45.120503652039325
