CAN Message; 0x1a7:0000d45a491b11cf
1739209816.3972392;-45.120503652039325
1739209816.3972406;-38.13080360867914
1739209816.3972423;-32.816014438256545
1739209816.3972437;-45.120503652039325
1739209816.3972452;-33.981070128970906
1739209816.3972468;-45.120503652039325
1739209816.3972483;-33.981070128970956
1739209816.3972497;-45.120503652039325
1739209816.3972514;-45.120503652039325
1739209816.3972528;-45.120503652039325
1739209816.3972542;-45.120503652039325
1739209816.3972557;-38.13080360867914
1739209816.3972573;-38.13080360867914
1739209816.3972588;-38.13080360867914
1739209816.3972602;-29.438486411369333
1739209816.3972619;-45.120503652039325
1739209816.3972633;-45.120503652039325
1739209816.3972647;-38.13080360867914
1739209816.3972664;-32.816014438256545
1739209816.3972678;-38.13080360867914
1739209816.3972692;-45.120503652039325
1739209816.3972707;-45.120503652039325
1739209816.3972723;-45.120503652039325
1739209816.3972738;-45.120503652039325
1739209816.3972752;-45.120503652039325
1739209816.3972769;-38.13080360867914
1739209816.3972783;-35.57807855764607
1739209816.3972797;-38.13080360867914
1739209816.3972814;-38.13080360867914
1739209816.3972828;-35.57807855764607
1739209816.3972843;-32.816014438256545
1739209816.397286;-38.13080360867914
1739209816.3972874;-45.120503652039325
1739209816.3972888;-31.141103565318915
1739209816.3972902;-32.816014438256545
1739209816.397292;-38.13080360867914
1739209816.3972933;-45.120503652039325
1739209816.3972948;-45.120503652039325
1739209816.3972964;-33.981070128970906
1739209816.3972979;-38.13080360867914
1739209816.3972993;-45.120503652039325
1739209816.397301;-38.13080360867914
1739209816.3973024;-32.816014438256545
1739209816.3973038;-38.13080360867914
1739209816.3973053;-45.120503652039325
1739209816.397307;-38.13080360867914
1739209816.3973083;-38.13080360867914
1739209816.3973098;-45.120503652039325
1739209816.3973114;-45.120503652039325
1739209816.3973129;-38.13080360867914
1739209816.3973143;-45.120503652039325
1739209816.397316;-45.120503652039325
1739209816.3973174;-45.120503652039325
1739209816.3973188;-45.120503652039325
1739209816.3973203;-28.992665084841942
1739209816.397322;-31.141103565318915
1739209816.3973234;-38.13080360867914
1739209816.3973248;-45.120503652039325
1739209816.3973265;-35.57807855764607
1739209816.397328;-38.13080360867914
1739209816.3973293;-45.120503652039325
1739209816.397331;-38.13080360867914
1739209816.3973324;-38.13080360867914
1739209816.3973339;-45.120503652039325
1739209816.3973353;-45.120503652039325
1739209816.397337;-33.981070128970906
1739209816.3973384;-33.981070128970906
1739209816.3973398;-38.13080360867914
1739209816.3973415;-45.120503652039325
1739209816.397343;-38.13080360867914
1739209816.3973444;-38.13080360867914
1739209816.397346;-45.120503652039325
1739209816.3973475;-45.120503652039325
1739209816.3973489;-38.13080360867914
1739209816.3973503;-45.120503652039325
1739209816.397352;-45.120503652039325
1739209816.3973534;-35.57807855764607
1739209816.3973548;-45.120503652039325
1739209816.3973565;-38.13080360867914
1739209816.397358;-38.13080360867914
1739209816.3973594;-38.13080360867914
1739209816.397361;-38.13080360867914
1739209816.3973625;-33.981070128970906
1739209816.397364;-33.981070128970906
1739209816.3973653;-45.120503652039325
1739209816.397367;-38.13080360867914
1739209816.3973684;-38.13080360867914
1739209816.3973699;-45.120503652039325
1739209816.3973715;-45.120503652039325
1739209816.397373;-38.13080360867914
1739209816.3973744;-38.13080360867914
1739209816.397376;-45.120503652039325
1739209816.3973775;-45.120503652039325
1739209816.397379;-38.13080360867914
1739209816.3973806;-33.981070128970906
1739209816.397382;-33.981070128970906
1739209816.3973835;-38.13080360867914
1739209816.397385;-45.120503652039325
1739209816.3973866;-33.981070128970906
1739209816.397388;-32.816014438256545
1739209816.3973894;-38.13080360867914
1739209816.397391;-38.13080360867914
1739209816.3973925;-38.13080360867914
1739209816.397394;-38.13080360867914
1739209816.3973956;-33.981070128970906
1739209816.397397;-38.13080360867914
1739209816.3973985;-38.13080360867914
1739209816.3974;-38.13080360867914
1739209816.3974016;-38.13080360867914
1739209816.397403;-38.13080360867914
1739209816.3974044;-45.120503652039325
1739209816.397406;-45.120503652039325
1739209816.3974075;-38.13080360867914
1739209816.397409;-38.13080360867914
1739209816.3974106;-45.120503652039325
1739209816.397412;-33.981070128970906
1739209816.3974135;-33.981070128970906
1739209816.397415;-38.13080360867914
1739209816.3974166;-45.120503652039325
1739209816.397418;-35.57807855764607
1739209816.3974195;-35.57807855764607
1739209816.3974211;-45.120503652039325
1739209816.3974226;-45.120503652039325
1739209816.397424;-38.13080360867914
1739209816.3974257;-35.57807855764607
1739209816.397427;-45.120503652039325
1739209816.3974285;-38.13080360867914
1739209816.39743;-45.120503652039325
1739209816.3974316;-45.120503652039325
1739209816.397433;-35.57807855764607
1739209816.3974345;-45.120503652039325
1739209816.3974361;-38.13080360867914
1739209816.3974376;-45.120503652039325
1739209816.397439;-38.13080360867914
1739209816.3974407;-45.120503652039325
1739209816.397442;-32.816014438256545
1739209816.3974435;-31.141103565318915
1739209816.397445;-45.120503652039325
1739209816.3974466;-45.120503652039325
1739209816.397448;-38.13080360867914
1739209816.3974495;-35.57807855764607
1739209816.3974512;-45.120503652039325
1739209816.3974526;-38.13080360867914
1739209816.397454;-45.120503652039325
1739209816.3974557;-45.120503652039325
1739209816.3974571;-45.120503652039325
1739209816.3974586;-45.120503652039325
1739209816.3974602;-45.120503652039325
1739209816.3974617;-38.13080360867914
1739209816.397463;-35.57807855764607
1739209816.3974645;-38.13080360867914
1739209816.3974662;-45.120503652039325
1739209816.3974676;-45.120503652039325
1739209816.397469;-38.13080360867914
1739209816.3974707;-38.13080360867914
1739209816.3974721;-38.13080360867914
1739209816.3974736;-45.120503652039325
1739209816.3974752;-35.57807855764607
1739209816.3974767;-35.57807855764607
1739209816.397478;-35.57807855764607
1739209816.3974795;-32.816014438256545
1739209816.3974812;-45.120503652039325
1739209816.3974826;-45.120503652039325
1739209816.397484;-45.120503652039325
1739209816.3974857;-45.120503652039325
1739209816.3974872;-38.13080360867914
1739209816.3974886;-35.57807855764607
1739209816.3974903;-45.120503652039325
1739209816.3974917;-45.120503652039325
1739209816.3974931;-38.13080360867914
1739209816.3974946;-35.57807855764607
1739209816.3974962;-35.57807855764607
1739209816.3974977;-45.120503652039325
1739209816.397499;-45.120503652039325
1739209816.3975008;-45.120503652039325
1739209816.3975022;-33.981070128970906
1739209816.3975036;-26.991370085610736
1739209816.3975053;-45.120503652039325
1739209816.3975067;-38.13080360867914
1739209816.3975081;-38.13080360867914
1739209816.3975096;-35.57807855764607
1739209816.3975112;-38.13080360867914
1739209816.3975127;-33.981070128970906
1739209816.397514;-45.120503652039325
1739209816.3975158;-38.13080360867914
1739209816.3975172;-33.981070128970906
1739209816.3975186;-38.13080360867914
1739209816.3987386;-45.120503652039325
1739209816.39874;-45.120503652039325
1739209816.3987412;-38.13080360867914
1739209816.3987427;-33.981070128970906
1739209816.398744;-45.120503652039325
1739209816.3987455;-45.120503652039325
1739209816.3987467;-45.120503652039325
1739209816.3987482;-38.13080360867914
1739209816.3987496;-35.57807855764607
1739209816.398751;-38.13080360867914
1739209816.3987525;-38.13080360867914
1739209816.3987536;-31.141103565318915
1739209816.398755;-33.981070128970906
1739209816.3987565;-45.120503652039325
1739209816.398758;-38.13080360867914
1739209816.3987591;-33.981070128970906
1739209816.3987606;-33.981070128970906
1739209816.398762;-38.13080360867914
1739209816.3987634;-45.120503652039325
1739209816.3987648;-38.13080360867914
1739209816.398766;-45.120503652039325
1739209816.3987675;-45.120503652039325
1739209816.398769;-45.120503652039325
1739209816.3987703;-38.13080360867914
1739209816.3987715;-38.13080360867914
1739209816.398773;-38.13080360867914
1739209816.3987744;-38.13080360867914
1739209816.3987758;-45.120503652039325
1739209816.3987772;-45.120503652039325
1739209816.3987784;-38.13080360867914
1739209816.3987799;-45.120503652039325
1739209816.3987813;-33.981070128970906
1739209816.3987827;-45.120503652039325
1739209816.398784;-45.120503652039325
1739209816.3987854;-38.13080360867914
1739209816.3987868;-38.13080360867914
1739209816.3987882;-38.13080360867914
1739209816.3987896;-38.13080360867914
1739209816.3987908;-38.13080360867914
1739209816.3987923;-38.13080360867914
1739209816.3987937;-35.57807855764607
1739209816.3987951;-45.120503652039325
1739209816.3987963;-45.120503652039325
1739209816.3987978;-31.14110356531892
1739209816.3987992;-45.120503652039325
1739209816.3988006;-45.120503652039325
1739209816.3988018;-38.13080360867914
1739209816.3988032;-38.13080360867914
1739209816.3988047;-38.13080360867914
1739209816.398806;-45.120503652039325
1739209816.3988075;-45.120503652039325
1739209816.3988087;-27.267205301931607
1739209816.3988101;-33.981070128970906
1739209816.3988116;-45.120503652039325
1739209816.398813;-45.120503652039325
1739209816.3988142;-33.981070128970906
1739209816.3988156;-35.57807855764607
1739209816.398817;-38.13080360867914
1739209816.3988185;-38.13080360867914
1739209816.39882;-45.120503652039325
1739209816.398821;-38.13080360867914
1739209816.3988225;-38.13080360867914
1739209816.398824;-45.120503652039325
1739209816.3988254;-45.120503652039325
1739209816.3988266;-33.981070128970906
1739209816.398828;-33.981070128970906
1739209816.3988295;-45.120503652039325
1739209816.398831;-33.981070128970906
1739209816.3988323;-35.57807855764607
1739209816.3988335;-33.981070128970906
1739209816.398835;-45.120503652039325
1739209816.3988364;-33.981070128970906
1739209816.3988378;-35.57807855764607
1739209816.398839;-45.120503652039325
1739209816.3988404;-45.120503652039325
1739209816.3988419;-31.141103565318915
1739209816.3988433;-33.981070128970906
1739209816.3988447;-45.120503652039325
1739209816.398846;-45.120503652039325
1739209816.3988473;-33.981070128970906
1739209816.3988488;-45.120503652039325
1739209816.3988502;-35.57807855764607
1739209816.3988514;-38.13080360867914
1739209816.3988528;-38.13080360867914
1739209816.3988543;-38.13080360867914
1739209816.3988557;-38.13080360867914
1739209816.398857;-45.120503652039325
1739209816.3988583;-45.120503652039325
1739209816.3988597;-38.13080360867914
1739209816.3988612;-38.13080360867914
1739209816.3988626;-38.13080360867914
1739209816.3988638;-30.49652367304973
1739209816.3988652;-30.49652367304973
1739209816.3988667;-38.13080360867914
1739209816.398868;-35.57807855764607
1739209816.3988695;-45.120503652039325
1739209816.3988707;-38.13080360867914
1739209816.3988721;-45.120503652039325
1739209816.3988736;-35.57807855764607
1739209816.398875;-45.120503652039325
1739209816.3988762;-38.13080360867914
1739209816.3988776;-38.13080360867914
1739209816.398879;-38.13080360867914
1739209816.3988805;-38.13080360867914
1739209816.398882;-38.13080360867914
1739209816.398883;-38.13080360867914
1739209816.3988845;-45.120503652039325
1739209816.398886;-38.13080360867914
1739209816.3988874;-32.816014438256545
1739209816.3988886;-38.13080360867914
1739209816.39889;-45.120503652039325
1739209816.3988914;-38.13080360867914
1739209816.3988929;-45.120503652039325
1739209816.3988943;-45.120503652039325
1739209816.3988955;-45.120503652039325
1739209816.398897;-45.120503652039325
1739209816.3988984;-45.120503652039325
1739209816.3988998;-38.13080360867914
1739209816.398901;-35.57807855764607
1739209816.3989024;-35.57807855764607
1739209816.3989038;-38.13080360867914
1739209816.3989053;-45.120503652039325
1739209816.3989065;-45.120503652039325
1739209816.398908;-45.120503652039325
1739209816.3989093;-45.120503652039325
1739209816.3989108;-45.120503652039325
1739209816.3989122;-45.120503652039325
1739209816.3989134;-45.120503652039325
1739209816.3989148;-38.13080360867914
1739209816.3989162;-38.13080360867914
1739209816.3989177;-45.120503652039325
1739209816.3989189;-35.57807855764607
1739209816.3989203;-32.816014438256545
1739209816.3989217;-45.120503652039325
1739209816.3989232;-45.120503652039325
1739209816.3989246;-38.13080360867914
1739209816.3989258;-38.13080360867914
1739209816.3989272;-38.13080360867914
1739209816.3989286;-38.13080360867914
1739209816.39893;-45.120503652039325
1739209816.3989313;-45.120503652039325
1739209816.3989327;-35.57807855764607
1739209816.3989341;-38.13080360867914
1739209816.3989356;-45.120503652039325
1739209816.398937;-38.13080360867914
1739209816.3989382;-33.981070128970906
1739209816.3989396;-45.120503652039325
1739209816.398941;-45.120503652039325
1739209816.3989425;-35.57807855764607
1739209816.3989437;-45.120503652039325
1739209816.398945;-45.120503652039325
1739209816.3989465;-38.13080360867914
1739209816.398948;-45.120503652039325
1739209816.3989494;-45.120503652039325
1739209816.3989506;-38.13080360867914
1739209816.398952;-45.120503652039325
1739209816.3989534;-38.13080360867914
1739209816.3989549;-45.120503652039325
1739209816.398956;-45.120503652039325
1739209816.3989575;-35.57807855764607
1739209816.398959;-32.816014438256545
1739209816.3989604;-45.120503652039325
1739209816.3989618;-45.120503652039325
1739209816.398963;-38.13080360867914
1739209816.3989644;-33.981070128970906
1739209816.3989658;-38.13080360867914
1739209816.3989673;-45.120503652039325
1739209816.3989685;-38.13080360867914
1739209816.39897;-45.120503652039325
1739209816.3989713;-38.13080360867914
1739209816.3989727;-45.120503652039325
1739209816.3989742;-38.13080360867914
1739209816.3989754;-45.120503652039325
1739209816.3989768;-38.13080360867914
1739209816.3989782;-38.13080360867914
1739209816.3989797;-38.13080360867914
1739209816.3989809;-32.816014438256545
1739209816.3989823;-38.13080360867914
1739209816.3989837;-45.120503652039325
1739209816.3989851;-35.57807855764607
1739209816.3989866;-38.13080360867914
1739209816.3989878;-33.981070128970906
1739209816.3989892;-35.57807855764607
1739209816.3989906;-38.13080360867914
1739209816.398992;-38.13080360867914
1739209816.3989933;-38.13080360867914
1739209816.3989947;-38.13080360867914
1739209816.398996;-45.120503652039325
1739209816.3989975;-45.120503652039325
1739209816.398999;-45.120503652039325
1739209816.3990002;-45.120503652039325
1739209816.3990016;-33.981070128970906
1739209816.399003;-38.13080360867914
1739209816.3990045;-38.13080360867914
1739209816.3990057;-45.120503652039325
1739209816.399007;-45.120503652039325
1739209816.3990085;-32.816014438256545
1739209816.39901;-45.120503652039325
1739209816.3990111;-45.120503652039325
1739209816.3990126;-33.981070128970906
1739209816.399014;-32.816014438256545
1739209816.3990154;-38.13080360867914
1739209816.3990169;-45.120503652039325
1739209816.399018;-38.13080360867914
1739209816.3990195;-38.13080360867914
1739209816.399021;-33.981070128970906
1739209816.3990223;-38.13080360867914
1739209816.3990235;-38.13080360867914
1739209816.399025;-45.120503652039325
1739209816.3990264;-45.120503652039325
1739209816.3990278;-38.13080360867914
1739209816.3990293;-45.120503652039325
1739209816.3990304;-38.13080360867914
1739209816.3990319;-31.141103565318915
1739209816.3990333;-45.120503652039325
1739209816.3990347;-45.120503652039325
1739209816.399036;-38.13080360867914
1739209816.3990374;-38.13080360867914
1739209816.3990388;-35.57807855764607
1739209816.3990402;-45.120503652039325
1739209816.3990417;-38.13080360867914
1739209816.3990428;-31.14110356531892
1739209816.3990443;-45.120503652039325
1739209816.3990457;-38.13080360867914
1739209816.3990471;-45.120503652039325
1739209816.3990483;-38.13080360867914
1739209816.3990498;-38.13080360867914
1739209816.3990512;-45.120503652039325
1739209816.3990526;-38.13080360867914
1739209816.399054;-31.141103565318915
1739209816.3990552;-35.57807855764607
1739209816.3990567;-38.13080360867914
1739209816.399058;-38.13080360867914
1739209816.3990595;-38.13080360867914
1739209816.3990607;-45.120503652039325
1739209816.3990622;-45.120503652039325
1739209816.3990636;-45.120503652039325
1739209816.399065;-38.13080360867914
1739209816.3990664;-38.13080360867914
1739209816.3990676;-38.13080360867914
1739209816.399069;-35.57807855764607
1739209816.3990705;-38.13080360867914
1739209816.399072;-38.13080360867914
1739209816.3990731;-38.13080360867914
1739209816.3990746;-33.981070128970906
1739209816.399076;-38.13080360867914
1739209816.3990774;-38.13080360867914
1739209816.3990788;-35.57807855764607
1739209816.39908;-35.57807855764607
1739209816.3990815;-38.13080360867914
1739209816.399083;-45.120503652039325
1739209816.3990843;-33.981070128970906
1739209816.3990855;-45.120503652039325
1739209816.399087;-31.141103565318915
1739209816.3990884;-38.13080360867914
1739209816.3990898;-45.120503652039325
1739209816.3990912;-38.13080360867914
1739209816.3990924;-38.13080360867914
1739209816.3990939;-38.13080360867914
1739209816.3990953;-45.120503652039325
1739209816.3990967;-45.120503652039325
1739209816.399098;-38.13080360867914
1739209816.3990993;-45.120503652039325
1739209816.3991008;-45.120503652039325
1739209816.3991022;-45.120503652039325
1739209816.3991036;-38.13080360867914
1739209816.3991048;-35.57807855764607
1739209816.3991063;-45.120503652039325
1739209816.3991077;-45.120503652039325
1739209816.3991091;-32.816014438256545
1739209816.3991103;-32.816014438256545
1739209816.3991117;-45.120503652039325
1739209816.3991132;-38.13080360867914
1739209816.3991146;-38.13080360867914
1739209816.399116;-45.120503652039325
1739209816.3991172;-38.13080360867914
1739209816.3991187;-38.13080360867914
1739209816.39912;-38.13080360867914
1739209816.3991215;-38.13080360867914
1739209816.3991227;-45.120503652039325
1739209816.3991241;-45.120503652039325
1739209816.3991256;-33.981070128970906
1739209816.399127;-38.13080360867914
1739209816.3991282;-38.13080360867914
1739209816.3991296;-45.120503652039325
1739209816.399131;-45.120503652039325
1739209816.3991325;-45.120503652039325
1739209816.399134;-38.13080360867914
1739209816.399135;-45.120503652039325
1739209816.3991365;-45.120503652039325
1739209816.399138;-38.13080360867914
1739209816.3991394;-33.981070128970906
1739209816.3991406;-45.120503652039325
1739209816.399142;-35.57807855764607
1739209816.3991435;-38.13080360867914
1739209816.399145;-38.13080360867914
1739209816.3991463;-35.57807855764607
1739209816.3991475;-38.13080360867914
1739209816.399149;-38.13080360867914
1739209816.3991504;-38.13080360867914
1739209816.3991518;-35.57807855764607
1739209816.399153;-45.120503652039325
1739209816.3991544;-45.120503652039325
1739209816.3991559;-38.13080360867914
1739209816.3991573;-35.57807855764607
1739209816.3991587;-45.120503652039325
1739209816.39916;-38.13080360867914
1739209816.3991613;-32.816014438256545
1739209816.3991628;-35.57807855764607
1739209816.3991642;-32.816014438256545
1739209816.3991654;-35.57807855764607
1739209816.3991668;-38.13080360867914
1739209816.3991683;-32.816014438256545
1739209816.3991697;-38.13080360867914
1739209816.399171;-45.120503652039325
1739209816.3991723;-38.13080360867914
1739209816.3991737;-35.57807855764607
1739209816.3991752;-38.13080360867914
1739209816.3991766;-45.120503652039325
1739209816.3991778;-33.981070128970906
1739209816.3991792;-32.816014438256545
1739209816.3991807;-38.13080360867914
1739209816.399182;-45.120503652039325
1739209816.3991835;-38.13080360867914
1739209816.3991847;-45.120503652039325
1739209816.3991861;-38.13080360867914
1739209816.3991876;-35.57807855764607
1739209816.399189;-45.120503652039325
1739209816.3991902;-38.13080360867914
1739209816.3991916;-45.120503652039325
1739209816.399193;-45.120503652039325
1739209816.3991945;-45.120503652039325
1739209816.399196;-45.120503652039325
1739209816.399197;-45.120503652039325
1739209816.3991985;-45.120503652039325
1739209816.3992;-45.120503652039325
1739209816.3992014;-38.13080360867914
1739209816.3992026;-35.57807855764607
1739209816.399204;-32.816014438256545
1739209816.3992054;-45.120503652039325
1739209816.3992069;-45.120503652039325
1739209816.3992083;-33.981070128970906
1739209816.3992095;-33.981070128970906
1739209816.399211;-33.981070128970906
1739209816.3992124;-45.120503652039325
1739209816.3992138;-38.13080360867914
1739209816.399215;-45.120503652039325
1739209816.3992164;-45.120503652039325
1739209816.3992178;-38.13080360867914
1739209816.3992193;-38.13080360867914
1739209816.3992207;-38.13080360867914
1739209816.399222;-38.13080360867914
1739209816.3992233;-45.120503652039325
1739209816.3992248;-38.13080360867914
1739209816.3992262;-35.57807855764607
1739209816.3992274;-45.120503652039325
1739209816.3992288;-38.13080360867914
