CAN Message; 0x98:0000e89fdd96d54a
1739209651.963555;-38.13080360867914
1739209651.9635642;-45.120503652039325
1739209651.9635732;-45.120503652039325
1739209651.9635823;-33.981070128970906
1739209651.9635913;-38.13080360867914
1739209651.9636004;-45.120503652039325
1739209651.9636097;-35.57807855764607
1739209651.9636188;-38.13080360867914
1739209651.9636278;-45.120503652039325
1739209651.9636369;-45.120503652039325
1739209651.963646;-38.13080360867914
1739209651.963655;-35.57807855764607
1739209651.963664;-45.120503652039325
1739209651.9636734;-45.120503652039325
1739209651.9636824;-38.13080360867914
1739209651.9636915;-31.141103565318915
1739209651.9637005;-38.13080360867914
1739209651.9637096;-45.120503652039325
1739209651.9637187;-45.120503652039325
1739209651.963728;-38.13080360867914
1739209651.963737;-33.981070128970906
1739209651.963746;-45.120503652039325
1739209651.9637551;-38.13080360867914
1739209651.9637642;-38.13080360867914
1739209651.9637733;-45.120503652039325
1739209651.9637823;-45.120503652039325
1739209651.9637916;-45.120503652039325
1739209651.9638007;-38.13080360867914
1739209651.9638097;-38.13080360867914
1739209651.9638188;-45.120503652039325
1739209651.9638278;-45.120503652039325
1739209651.963837;-33.981070128970906
1739209651.9638462;-38.13080360867914
1739209651.9638553;-45.120503652039325
1739209651.9638643;-38.13080360867914
1739209651.9638734;-33.981070128970906
1739209651.9638824;-38.13080360867914
1739209651.9638915;-45.120503652039325
1739209651.9639006;-38.13080360867914
1739209651.9639099;-38.13080360867914
1739209651.963919;-38.13080360867914
1739209651.963928;-45.120503652039325
1739209651.963937;-45.120503652039325
1739209651.963946;-45.120503652039325
1739209651.9639552;-45.120503652039325
1739209651.9639645;-45.120503652039325
1739209651.9639735;-38.13080360867914
1739209651.9639826;-38.13080360867914
1739209651.9639916;-38.13080360867914
1739209651.9640007;-38.13080360867914
1739209651.9640098;-38.13080360867914
1739209651.964019;-35.57807855764607
1739209651.9640281;-38.13080360867914
1739209651.9640372;-38.13080360867914
1739209651.9640462;-38.13080360867914
1739209651.9640553;-45.120503652039325
1739209651.9640644;-38.13080360867914
1739209651.9640734;-45.120503652039325
1739209651.9640827;-45.120503652039325
1739209651.9640918;-38.13080360867914
1739209651.9641008;-38.13080360867914
1739209651.96411;-45.120503652039325
1739209651.964119;-45.120503652039325
1739209651.964128;-45.120503652039325
1739209651.9641373;-38.13080360867914
1739209651.9641464;-45.120503652039325
1739209651.9641554;-38.13080360867914
1739209651.9641645;-45.120503652039325
1739209651.9641736;-31.141103565318915
1739209651.9641826;-33.981070128970906
1739209651.964192;-45.120503652039325
1739209651.964201;-45.120503652039325
1739209651.96421;-38.13080360867914
1739209651.964219;-38.13080360867914
1739209651.9642282;-45.120503652039325
1739209651.9642372;-38.13080360867914
1739209651.9642463;-38.13080360867914
1739209651.9642556;-45.120503652039325
1739209651.9642646;-45.120503652039325
1739209651.9642737;-45.120503652039325
1739209651.9642828;-45.120503652039325
1739209651.9642918;-45.120503652039325
1739209651.9643009;-45.120503652039325
1739209651.9643102;-45.120503652039325
1739209651.9643192;-26.991370085610722
1739209651.9643283;-32.816014438256545
1739209651.9643373;-45.120503652039325
1739209651.9643464;-45.120503652039325
1739209651.9643555;-35.57807855764607
1739209651.9643645;-35.57807855764607
1739209651.9643738;-45.120503652039325
1739209651.964383;-38.13080360867914
1739209651.964392;-33.981070128970956
1739209651.964401;-45.120503652039325
1739209651.96441;-35.57807855764607
1739209651.9644191;-45.120503652039325
1739209651.9644284;-45.120503652039325
1739209651.9644375;-38.13080360867914
1739209651.9644465;-45.120503652039325
1739209651.9644556;-33.981070128970906
1739209651.9644647;-27.8777449560314
1739209651.9644737;-31.141103565318893
1739209651.9644828;-45.120503652039325
1739209651.964492;-45.120503652039325
1739209651.9645011;-35.57807855764607
1739209651.9645102;-35.57807855764607
1739209651.9645193;-45.120503652039325
1739209651.9645283;-45.120503652039325
1739209651.9645374;-45.120503652039325
1739209651.9645467;-45.120503652039325
1739209651.9645557;-45.120503652039325
1739209651.9645648;-45.120503652039325
1739209651.9645739;-45.120503652039325
1739209651.964583;-45.120503652039325
1739209651.964592;-38.13080360867914
1739209651.9646013;-45.120503652039325
1739209651.9646103;-45.120503652039325
1739209651.9646194;-45.120503652039325
1739209651.9646285;-45.120503652039325
1739209651.9646375;-45.120503652039325
1739209651.9646466;-38.13080360867914
1739209651.9646556;-45.120503652039325
1739209651.964665;-38.13080360867914
1739209651.964674;-45.120503652039325
1739209651.964683;-38.13080360867914
1739209651.964692;-32.816014438256545
1739209651.9647012;-45.120503652039325
1739209651.9647102;-45.120503652039325
1739209651.9647195;-45.120503652039325
1739209651.9647286;-38.13080360867914
1739209651.9647377;-45.120503652039325
1739209651.9647467;-45.120503652039325
1739209651.9647558;-45.120503652039325
1739209651.9647648;-45.120503652039325
1739209651.9647741;-38.13080360867914
1739209651.9647832;-45.120503652039325
1739209651.9647923;-38.13080360867914
1739209651.9648013;-45.120503652039325
1739209651.9648104;-45.120503652039325
1739209651.9648194;-45.120503652039325
1739209651.9648285;-32.816014438256545
1739209651.9648378;-29.438486411369333
1739209651.9648468;-45.120503652039325
1739209651.964856;-45.120503652039325
1739209651.964865;-35.57807855764607
1739209651.964874;-35.57807855764607
1739209651.964883;-45.120503652039325
1739209651.9648924;-35.57807855764607
1739209651.9649014;-45.120503652039325
1739209651.9649105;-38.13080360867914
1739209651.9649196;-45.120503652039325
1739209651.9649286;-45.120503652039325
1739209651.9649377;-45.120503652039325
1739209651.9649467;-45.120503652039325
1739209651.964956;-38.13080360867914
1739209651.964965;-45.120503652039325
1739209651.9649742;-35.57807855764607
1739209651.9649832;-25.62660358559016
1739209651.9649923;-38.13080360867914
1739209651.9650013;-45.120503652039325
1739209651.9650106;-38.13080360867914
1739209651.9650197;-35.57807855764607
1739209651.9650288;-45.120503652039325
1739209651.9650378;-45.120503652039325
1739209651.965047;-45.120503652039325
1739209651.965056;-38.13080360867914
1739209651.965065;-45.120503652039325
1739209651.9650743;-45.120503652039325
1739209651.9650834;-38.13080360867914
1739209651.9650924;-38.13080360867914
1739209651.9651015;-38.13080360867914
1739209651.9651105;-45.120503652039325
1739209651.9651196;-45.120503652039325
1739209651.965129;-28.992665084841942
1739209651.965138;-38.13080360867914
1739209651.965147;-45.120503652039325
1739209651.965156;-45.120503652039325
1739209651.9651651;-45.120503652039325
1739209651.9651742;-45.120503652039325
1739209651.9651835;-45.120503652039325
1739209651.9651926;-38.13080360867914
1739209651.9652016;-45.120503652039325
1739209651.9652107;-45.120503652039325
1739209651.9652197;-45.120503652039325
1739209651.9652288;-38.13080360867914
1739209651.9652379;-38.13080360867914
1739209651.9652472;-38.13080360867914
1739209651.9652562;-38.13080360867914
1739209651.9652653;-35.57807855764607
1739209651.9652743;-38.13080360867914
1739209651.9652834;-45.120503652039325
1739209651.9652925;-38.13080360867914
1739209651.9653018;-38.13080360867914
1739209651.9653108;-45.120503652039325
1739209651.9709682;-45.120503652039325
1739209651.9709694;-45.120503652039325
1739209651.9709704;-45.120503652039325
1739209651.9709716;-33.981070128970906
1739209651.9709725;-33.981070128970906
1739209651.9709735;-45.120503652039325
1739209651.9709747;-38.13080360867914
1739209651.9709756;-38.13080360867914
1739209651.9709768;-38.13080360867914
1739209651.9709778;-38.13080360867914
1739209651.970979;-35.57807855764607
1739209651.97098;-38.13080360867914
1739209651.9709811;-33.981070128970906
1739209651.970982;-35.57807855764607
1739209651.970983;-38.13080360867914
1739209651.9709842;-38.13080360867914
1739209651.9709852;-33.981070128970906
1739209651.9709864;-38.13080360867914
1739209651.9709873;-45.120503652039325
1739209651.9709885;-38.13080360867914
1739209651.9709895;-28.992665084841942
1739209651.9709907;-45.120503652039325
1739209651.9709916;-45.120503652039325
1739209651.9709926;-45.120503652039325
1739209651.9709938;-45.120503652039325
1739209651.9709947;-45.120503652039325
1739209651.970996;-38.13080360867914
1739209651.9709969;-38.13080360867914
1739209651.970998;-38.13080360867914
1739209651.970999;-45.120503652039325
1739209651.971;-38.13080360867914
1739209651.9710011;-45.120503652039325
1739209651.971002;-35.57807855764607
1739209651.9710033;-38.13080360867914
1739209651.9710042;-45.120503652039325
1739209651.9710054;-38.13080360867914
1739209651.9710064;-33.981070128970906
1739209651.9710076;-38.13080360867914
1739209651.9710085;-45.120503652039325
1739209651.9710095;-45.120503652039325
1739209651.9710107;-45.120503652039325
1739209651.9710116;-38.13080360867914
1739209651.9710128;-38.13080360867914
1739209651.9710138;-38.13080360867914
1739209651.971015;-38.13080360867914
1739209651.971016;-45.120503652039325
1739209651.9710171;-38.13080360867914
1739209651.971018;-38.13080360867914
1739209651.971019;-33.981070128970906
1739209651.9710202;-45.120503652039325
1739209651.9710212;-38.13080360867914
1739209651.9710224;-38.13080360867914
1739209651.9710233;-45.120503652039325
1739209651.9710245;-38.13080360867914
1739209651.9710255;-45.120503652039325
1739209651.9710264;-38.13080360867914
1739209651.9710276;-38.13080360867914
1739209651.9710286;-35.57807855764607
1739209651.9710298;-45.120503652039325
1739209651.9710307;-38.13080360867914
1739209651.971032;-33.981070128970906
1739209651.9710329;-45.120503652039325
1739209651.971034;-45.120503652039325
1739209651.971035;-45.120503652039325
1739209651.971036;-33.981070128970906
1739209651.9710371;-45.120503652039325
1739209651.971038;-38.13080360867914
1739209651.9710393;-38.13080360867914
1739209651.9710402;-45.120503652039325
1739209651.9710414;-38.13080360867914
1739209651.9710424;-38.13080360867914
1739209651.9710436;-45.120503652039325
1739209651.9710445;-45.120503652039325
1739209651.9710455;-33.981070128970906
1739209651.9710467;-45.120503652039325
1739209651.9710476;-45.120503652039325
1739209651.9710488;-30.49652367304973
1739209651.9710498;-38.13080360867914
1739209651.971051;-45.120503652039325
1739209651.971052;-35.57807855764607
1739209651.971053;-33.981070128970906
1739209651.971054;-45.120503652039325
1739209651.971055;-45.120503652039325
1739209651.9710562;-45.120503652039325
1739209651.9710572;-45.120503652039325
1739209651.9710584;-45.120503652039325
1739209651.9710593;-38.13080360867914
1739209651.9710605;-38.13080360867914
1739209651.9710615;-38.13080360867914
1739209651.9710624;-31.141103565318915
1739209651.9710636;-45.120503652039325
1739209651.9710646;-45.120503652039325
1739209651.9710658;-31.141103565318893
1739209651.9710667;-32.816014438256545
1739209651.971068;-45.120503652039325
1739209651.9710689;-45.120503652039325
1739209651.97107;-45.120503652039325
1739209651.971071;-45.120503652039325
1739209651.971072;-45.120503652039325
1739209651.9710732;-45.120503652039325
1739209651.971074;-45.120503652039325
1739209651.9710753;-38.13080360867914
1739209651.9710763;-38.13080360867914
1739209651.9710774;-38.13080360867914
1739209651.9710784;-38.13080360867914
1739209651.9710793;-33.981070128970906
1739209651.9710805;-45.120503652039325
1739209651.9710815;-45.120503652039325
1739209651.9710827;-35.57807855764607
1739209651.9710836;-38.13080360867914
1739209651.9710848;-38.13080360867914
1739209651.9710858;-38.13080360867914
1739209651.971087;-38.13080360867914
1739209651.971088;-45.120503652039325
1739209651.971089;-45.120503652039325
1739209651.97109;-38.13080360867914
1739209651.971091;-38.13080360867914
1739209651.9710922;-45.120503652039325
1739209651.9710932;-38.13080360867914
1739209651.9710944;-45.120503652039325
1739209651.9710953;-38.13080360867914
1739209651.9710965;-35.57807855764607
1739209651.9710975;-45.120503652039325
1739209651.9710984;-45.120503652039325
1739209651.9710996;-45.120503652039325
1739209651.9711006;-33.981070128970906
1739209651.9711018;-38.13080360867914
1739209651.9711027;-38.13080360867914
1739209651.971104;-45.120503652039325
1739209651.9711049;-45.120503652039325
1739209651.971106;-35.57807855764607
1739209651.971107;-38.13080360867914
1739209651.971108;-38.13080360867914
1739209651.9711092;-38.13080360867914
1739209651.97111;-38.13080360867914
1739209651.9711113;-33.981070128970906
1739209651.9711123;-45.120503652039325
1739209651.9711134;-38.13080360867914
1739209651.9711144;-38.13080360867914
1739209651.9711154;-38.13080360867914
1739209651.9711165;-45.120503652039325
1739209651.9711175;-45.120503652039325
1739209651.9711187;-38.13080360867914
1739209651.9711196;-45.120503652039325
1739209651.9711208;-45.120503652039325
