CAN Message; 0x1a7:0000cae95152d4c7
1739209610.7842119;-38.13080360867914
1739209610.784216;-35.57807855764607
1739209610.78422;-45.120503652039325
1739209610.7842243;-38.13080360867914
1739209610.7842283;-35.57807855764607
1739209610.7842324;-35.57807855764607
1739209610.7842367;-45.120503652039325
1739209610.7842407;-45.120503652039325
1739209610.784245;-33.981070128970906
1739209610.784249;-45.120503652039325
1739209610.7842531;-45.120503652039325
1739209610.7842574;-38.13080360867914
1739209610.7842615;-38.13080360867914
1739209610.7842655;-45.120503652039325
1739209610.7842698;-45.120503652039325
1739209610.7842739;-45.120503652039325
1739209610.7842782;-45.120503652039325
1739209610.7842822;-38.13080360867914
1739209610.7842863;-38.13080360867914
1739209610.7842906;-45.120503652039325
1739209610.7842946;-38.13080360867914
1739209610.7842987;-38.13080360867914
1739209610.784303;-38.13080360867914
1739209610.784307;-45.120503652039325
1739209610.784311;-31.141103565318915
1739209610.7843153;-32.816014438256545
1739209610.7843194;-38.13080360867914
1739209610.7843237;-45.120503652039325
1739209610.7843277;-33.981070128970906
1739209610.7843318;-33.981070128970906
1739209610.784336;-38.13080360867914
1739209610.7843401;-38.13080360867914
1739209610.7843442;-38.13080360867914
1739209610.7843485;-38.13080360867914
1739209610.7843525;-38.13080360867914
1739209610.7843568;-35.57807855764607
1739209610.784361;-38.13080360867914
1739209610.784365;-45.120503652039325
1739209610.7843692;-33.981070128970906
1739209610.7843733;-38.13080360867914
1739209610.7843773;-35.57807855764607
1739209610.7843816;-32.816014438256545
1739209610.7843857;-38.13080360867914
1739209610.78439;-45.120503652039325
1739209610.784394;-38.13080360867914
1739209610.784398;-38.13080360867914
1739209610.7844024;-45.120503652039325
1739209610.7844064;-45.120503652039325
1739209610.7844105;-38.13080360867914
1739209610.7844148;-35.57807855764607
1739209610.7844188;-38.13080360867914
1739209610.784423;-45.120503652039325
1739209610.7844272;-45.120503652039325
1739209610.7844312;-45.120503652039325
1739209610.7844355;-45.120503652039325
1739209610.7844396;-38.13080360867914
1739209610.7844436;-45.120503652039325
1739209610.784448;-45.120503652039325
1739209610.784452;-38.13080360867914
1739209610.784456;-45.120503652039325
1739209610.7844603;-45.120503652039325
1739209610.7844644;-45.120503652039325
1739209610.7844687;-38.13080360867914
1739209610.7844727;-38.13080360867914
1739209610.7844768;-33.981070128970906
1739209610.784481;-30.49652367304973
1739209610.784485;-38.13080360867914
1739209610.7844892;-38.13080360867914
1739209610.7844934;-32.816014438256545
1739209610.7844975;-30.49652367304973
1739209610.7845018;-45.120503652039325
1739209610.7845058;-38.13080360867914
1739209610.78451;-45.120503652039325
1739209610.7845142;-45.120503652039325
1739209610.7845182;-38.13080360867914
1739209610.7845223;-45.120503652039325
1739209610.7845266;-45.120503652039325
1739209610.7845306;-33.981070128970906
1739209610.784535;-38.13080360867914
1739209610.784539;-45.120503652039325
1739209610.784543;-45.120503652039325
1739209610.7845473;-45.120503652039325
1739209610.7845514;-38.13080360867914
1739209610.7845554;-45.120503652039325
1739209610.7845597;-38.13080360867914
1739209610.7845638;-38.13080360867914
1739209610.7845678;-38.13080360867914
1739209610.7845721;-45.120503652039325
1739209610.7845762;-33.981070128970906
1739209610.7845805;-30.49652367304973
1739209610.7845845;-38.13080360867914
1739209610.7845886;-35.57807855764607
1739209610.7845929;-38.13080360867914
1739209610.784597;-35.57807855764607
1739209610.784601;-38.13080360867914
1739209610.7846053;-38.13080360867914
1739209610.7846093;-45.120503652039325
1739209610.7846136;-45.120503652039325
1739209610.7846177;-45.120503652039325
1739209610.7846217;-45.120503652039325
1739209610.784626;-45.120503652039325
1739209610.78463;-38.13080360867914
1739209610.784634;-33.981070128970906
1739209610.7846384;-45.120503652039325
1739209610.7846425;-38.13080360867914
1739209610.7846467;-26.035653463252796
1739209610.7846508;-33.981070128970906
1739209610.7846549;-45.120503652039325
1739209610.7846591;-38.13080360867914
1739209610.7846632;-31.141103565318893
1739209610.7846673;-45.120503652039325
1739209610.7846715;-45.120503652039325
1739209610.7846756;-38.13080360867914
1739209610.78468;-38.13080360867914
1739209610.784684;-45.120503652039325
1739209610.784688;-35.57807855764607
1739209610.7846923;-45.120503652039325
1739209610.7846963;-45.120503652039325
1739209610.7847004;-38.13080360867914
1739209610.7847047;-38.13080360867914
1739209610.7847087;-38.13080360867914
1739209610.7847128;-27.8777449560314
1739209610.784717;-38.13080360867914
1739209610.7847211;-35.57807855764607
1739209610.7847254;-38.13080360867914
1739209610.7847295;-38.13080360867914
1739209610.7847335;-45.120503652039325
1739209610.7847378;-45.120503652039325
1739209610.7847419;-45.120503652039325
1739209610.784746;-45.120503652039325
1739209610.7847502;-45.120503652039325
1739209610.7847543;-38.13080360867914
1739209610.7847586;-45.120503652039325
1739209610.7847626;-35.57807855764607
1739209610.7847667;-38.13080360867914
1739209610.784771;-45.120503652039325
1739209610.784775;-38.13080360867914
1739209610.784779;-45.120503652039325
1739209610.7847834;-45.120503652039325
1739209610.7847874;-45.120503652039325
1739209610.7847917;-38.13080360867914
1739209610.7847958;-38.13080360867914
1739209610.7847998;-45.120503652039325
1739209610.784804;-45.120503652039325
1739209610.7848082;-45.120503652039325
1739209610.7848122;-38.13080360867914
1739209610.7848165;-38.13080360867914
1739209610.7848206;-35.57807855764607
1739209610.7848248;-38.13080360867914
1739209610.784829;-32.816014438256545
1739209610.784833;-38.13080360867914
1739209610.7848372;-45.120503652039325
1739209610.7848413;-38.13080360867914
1739209610.7848454;-45.120503652039325
1739209610.7848496;-45.120503652039325
1739209610.7848537;-45.120503652039325
1739209610.7848577;-45.120503652039325
1739209610.784862;-38.13080360867914
1739209610.784866;-45.120503652039325
1739209610.7848704;-45.120503652039325
1739209610.7848744;-45.120503652039325
1739209610.7848785;-32.816014438256545
1739209610.7848828;-31.141103565318915
1739209610.7848868;-45.120503652039325
1739209610.784891;-45.120503652039325
1739209610.7848952;-33.981070128970906
1739209610.7848992;-35.57807855764607
1739209610.7849035;-38.13080360867914
1739209610.7849076;-45.120503652039325
1739209610.7849116;-38.13080360867914
1739209610.784916;-38.13080360867914
1739209610.78492;-45.120503652039325
1739209610.784924;-45.120503652039325
1739209610.7849283;-45.120503652039325
1739209610.7849324;-45.120503652039325
1739209610.7849367;-45.120503652039325
1739209610.7849407;-45.120503652039325
1739209610.7849448;-33.981070128970906
1739209610.784949;-31.141103565318915
1739209610.784953;-45.120503652039325
1739209610.7849572;-38.13080360867914
1739209610.7849615;-32.816014438256545
1739209610.7849655;-35.57807855764607
1739209610.7849696;-38.13080360867914
1739209610.7849739;-38.13080360867914
1739209610.784978;-33.981070128970906
1739209610.7849822;-38.13080360867914
1739209610.7849863;-45.120503652039325
1739209610.7849903;-45.120503652039325
1739209610.7849946;-45.120503652039325
1739209610.7849987;-45.120503652039325
1739209610.7850027;-38.13080360867914
1739209610.785007;-45.120503652039325
1739209610.785011;-38.13080360867914
1739209610.7850153;-31.141103565318915
1739209610.7850194;-33.981070128970906
1739209610.7850235;-38.13080360867914
1739209610.7850277;-45.120503652039325
1739209610.7850318;-32.816014438256545
1739209610.7850358;-38.13080360867914
1739209610.7850401;-45.120503652039325
1739209610.7850442;-38.13080360867914
1739209610.7850485;-38.13080360867914
1739209610.7850525;-45.120503652039325
1739209610.7850566;-45.120503652039325
1739209610.785061;-45.120503652039325
1739209610.785065;-45.120503652039325
1739209610.785069;-38.13080360867914
1739209610.7850733;-45.120503652039325
1739209610.7850773;-45.120503652039325
1739209610.7850816;-38.13080360867914
1739209610.7850857;-35.57807855764607
1739209610.7850897;-38.13080360867914
1739209610.785094;-45.120503652039325
1739209610.785098;-38.13080360867914
1739209610.7851021;-35.57807855764607
1739209610.7851064;-38.13080360867914
1739209610.7851105;-38.13080360867914
1739209610.7851145;-38.13080360867914
1739209610.7851188;-38.13080360867914
1739209610.7851229;-45.120503652039325
1739209610.7851272;-45.120503652039325
1739209610.7851312;-45.120503652039325
1739209610.7851353;-45.120503652039325
1739209610.7851396;-45.120503652039325
1739209610.7851436;-45.120503652039325
1739209610.7851477;-45.120503652039325
1739209610.785152;-45.120503652039325
1739209610.785156;-38.13080360867914
1739209610.7851603;-45.120503652039325
1739209610.7851644;-35.57807855764607
1739209610.7851684;-38.13080360867914
1739209610.7851727;-38.13080360867914
1739209610.7851768;-38.13080360867914
1739209610.7851808;-38.13080360867914
1739209610.785185;-38.13080360867914
1739209610.7851892;-45.120503652039325
1739209610.7851934;-35.57807855764607
1739209610.7851975;-38.13080360867914
1739209610.7852015;-38.13080360867914
1739209610.7852058;-38.13080360867914
1739209610.78521;-35.57807855764607
1739209610.785214;-38.13080360867914
1739209610.7852182;-45.120503652039325
1739209610.7852223;-38.13080360867914
1739209610.7852263;-35.57807855764607
1739209610.7852306;-38.13080360867914
1739209610.7852347;-45.120503652039325
1739209610.785239;-38.13080360867914
1739209610.785243;-38.13080360867914
1739209610.785247;-38.13080360867914
1739209610.7852514;-32.816014438256545
1739209610.7852554;-45.120503652039325
1739209610.7852595;-45.120503652039325
1739209610.7852638;-38.13080360867914
1739209610.7852678;-35.57807855764607
1739209610.7852721;-38.13080360867914
1739209610.7852762;-35.57807855764607
1739209610.7852802;-45.120503652039325
1739209610.7852845;-45.120503652039325
1739209610.7852886;-45.120503652039325
1739209610.7852926;-45.120503652039325
1739209610.785297;-38.13080360867914
1739209610.785301;-38.13080360867914
1739209610.7853053;-45.120503652039325
1739209610.7853093;-45.120503652039325
1739209610.7853134;-45.120503652039325
1739209610.7853177;-32.816014438256545
1739209610.7853217;-38.13080360867914
1739209610.7853258;-45.120503652039325
1739209610.78533;-45.120503652039325
1739209610.785334;-45.120503652039325
1739209610.7853384;-38.13080360867914
1739209610.7853425;-35.57807855764607
1739209610.7853465;-35.57807855764607
1739209610.7853508;-45.120503652039325
1739209610.7853549;-38.13080360867914
1739209610.785359;-38.13080360867914
1739209610.7853632;-35.57807855764607
1739209610.7853673;-45.120503652039325
1739209610.7853713;-45.120503652039325
1739209610.7853756;-45.120503652039325
1739209610.7853796;-38.13080360867914
1739209610.785384;-35.57807855764607
1739209610.785388;-38.13080360867914
1739209610.785392;-38.13080360867914
1739209610.7853963;-33.981070128970906
1739209610.7854004;-31.141103565318893
1739209610.7854044;-38.13080360867914
1739209610.7854087;-45.120503652039325
1739209610.7854128;-45.120503652039325
1739209610.785417;-45.120503652039325
1739209610.7854211;-38.13080360867914
1739209610.7854252;-45.120503652039325
1739209610.7854295;-45.120503652039325
1739209610.7854335;-45.120503652039325
1739209610.7854376;-33.981070128970906
1739209610.7854419;-35.57807855764607
1739209610.785446;-38.13080360867914
1739209610.7854502;-45.120503652039325
1739209610.7854543;-38.13080360867914
1739209610.7854583;-35.57807855764607
1739209610.7854626;-38.13080360867914
1739209610.7854667;-35.57807855764607
1739209610.7854707;-38.13080360867914
1739209610.785475;-32.816014438256545
1739209610.785479;-38.13080360867914
1739209610.7854834;-30.49652367304973
1739209610.7854874;-33.981070128970906
1739209610.7854915;-38.13080360867914
1739209610.7854958;-45.120503652039325
1739209610.7854998;-45.120503652039325
1739209610.7855039;-38.13080360867914
1739209610.7855082;-45.120503652039325
1739209610.7855122;-45.120503652039325
1739209610.7855163;-38.13080360867914
1739209610.7855206;-45.120503652039325
1739209610.7855246;-45.120503652039325
1739209610.785529;-38.13080360867914
1739209610.785533;-38.13080360867914
1739209610.785537;-45.120503652039325
1739209610.7855413;-45.120503652039325
1739209610.7855453;-45.120503652039325
1739209610.7855494;-32.816014438256545
1739209610.7855537;-38.13080360867914
1739209610.7855577;-35.57807855764607
1739209610.785562;-38.13080360867914
1739209610.785566;-35.57807855764607
1739209610.7855701;-38.13080360867914
1739209610.7855744;-38.13080360867914
1739209610.7855785;-45.120503652039325
1739209610.7855825;-38.13080360867914
1739209610.7855868;-35.57807855764607
1739209610.785591;-38.13080360867914
1739209610.7855952;-45.120503652039325
1739209610.7855992;-38.13080360867914
1739209610.7856033;-38.13080360867914
1739209610.7856076;-45.120503652039325
1739209610.7856116;-38.13080360867914
1739209610.7856157;-45.120503652039325
1739209610.78562;-45.120503652039325
1739209610.785624;-45.120503652039325
1739209610.785628;-38.13080360867914
1739209610.7856324;-38.13080360867914
1739209610.7856364;-45.120503652039325
1739209610.7856407;-45.120503652039325
1739209610.7856448;-45.120503652039325
1739209610.7856488;-33.981070128970906
1739209610.785653;-28.992665084841942
1739209610.7856572;-45.120503652039325
1739209610.7856612;-38.13080360867914
1739209610.7856655;-38.13080360867914
1739209610.7856696;-38.13080360867914
1739209610.7856739;-38.13080360867914
1739209610.785678;-33.981070128970906
1739209610.785682;-45.120503652039325
1739209610.7856863;-35.57807855764607
1739209610.7856903;-35.57807855764607
1739209610.7856944;-45.120503652039325
1739209610.7856987;-45.120503652039325
1739209610.7857027;-45.120503652039325
1739209610.785707;-35.57807855764607
1739209610.785711;-38.13080360867914
1739209610.785715;-38.13080360867914
1739209610.7857194;-45.120503652039325
1739209610.7857234;-45.120503652039325
1739209610.7857275;-45.120503652039325
1739209610.7857318;-45.120503652039325
1739209610.7857358;-45.120503652039325
1739209610.7857401;-38.13080360867914
1739209610.7857442;-38.13080360867914
1739209610.7857482;-38.13080360867914
1739209610.7857525;-35.57807855764607
1739209610.7857566;-38.13080360867914
1739209610.7857606;-38.13080360867914
1739209610.785765;-45.120503652039325
1739209610.785769;-38.13080360867914
1739209610.785773;-33.981070128970906
1739209610.7857773;-33.981070128970906
1739209610.7857814;-38.13080360867914
1739209610.7857857;-38.13080360867914
1739209610.7857897;-45.120503652039325
1739209610.7857938;-38.13080360867914
1739209610.785798;-38.13080360867914
1739209610.7858021;-45.120503652039325
1739209610.7858062;-45.120503652039325
1739209610.7858105;-38.13080360867914
1739209610.7858145;-38.13080360867914
1739209610.7858188;-33.981070128970906
1739209610.7858229;-35.57807855764607
1739209610.785827;-38.13080360867914
1739209610.7858312;-45.120503652039325
1739209610.7858353;-38.13080360867914
1739209610.7858393;-35.57807855764607
1739209610.7858436;-45.120503652039325
1739209610.7858477;-45.120503652039325
1739209610.785852;-45.120503652039325
1739209610.785856;-45.120503652039325
1739209610.78586;-45.120503652039325
1739209610.7858644;-38.13080360867914
1739209610.7858684;-38.13080360867914
1739209610.7858725;-45.120503652039325
1739209610.7858768;-38.13080360867914
1739209610.7858808;-38.13080360867914
1739209610.7858849;-45.120503652039325
1739209610.7858891;-38.13080360867914
1739209610.7858932;-38.13080360867914
1739209610.7858975;-38.13080360867914
1739209610.7859015;-38.13080360867914
1739209610.7859056;-45.120503652039325
1739209610.78591;-38.13080360867914
1739209610.785914;-45.120503652039325
1739209610.785918;-38.13080360867914
1739209610.7859223;-31.141103565318893
1739209610.7859263;-38.13080360867914
1739209610.7859306;-45.120503652039325
1739209610.7859347;-38.13080360867914
1739209610.7859387;-35.57807855764607
1739209610.785943;-38.13080360867914
1739209610.785947;-45.120503652039325
1739209610.7859511;-45.120503652039325
1739209610.7859554;-45.120503652039325
1739209610.7859595;-33.981070128970906
1739209610.7859638;-35.57807855764607
1739209610.7859678;-38.13080360867914
1739209610.7859719;-45.120503652039325
1739209610.7859762;-35.57807855764607
1739209610.7859802;-35.57807855764607
1739209610.7859843;-35.57807855764607
1739209610.7859886;-30.49652367304973
1739209610.7859926;-38.13080360867914
1739209610.785997;-35.57807855764607
1739209610.786001;-35.57807855764607
1739209610.786005;-33.981070128970906
1739209610.7860093;-45.120503652039325
1739209610.7860134;-45.120503652039325
1739209610.7860174;-45.120503652039325
1739209610.7860217;-45.120503652039325
1739209610.7860258;-38.13080360867914
1739209610.7860298;-45.120503652039325
1739209610.786034;-38.13080360867914
1739209610.7860382;-45.120503652039325
1739209610.7860425;-38.13080360867914
1739209610.7860465;-45.120503652039325
1739209610.7860506;-35.57807855764607
1739209610.7860548;-35.57807855764607
1739209610.786059;-38.13080360867914
1739209610.786063;-45.120503652039325
1739209610.7860672;-33.981070128970906
1739209610.7860713;-30.49652367304973
1739209610.7860756;-45.120503652039325
1739209610.7860796;-38.13080360867914
1739209610.7860837;-38.13080360867914
1739209610.786088;-35.57807855764607
1739209610.786092;-38.13080360867914
1739209610.786096;-32.816014438256545
1739209610.7861004;-38.13080360867914
1739209610.7861044;-45.120503652039325
1739209610.7861087;-33.981070128970906
1739209610.7861128;-45.120503652039325
1739209610.7861168;-45.120503652039325
1739209610.7861211;-45.120503652039325
1739209610.7861252;-45.120503652039325
1739209610.7861292;-38.13080360867914
1739209610.7861335;-35.57807855764607
1739209610.7861376;-38.13080360867914
1739209610.7861419;-45.120503652039325
1739209610.786146;-45.120503652039325
1739209610.78615;-38.13080360867914
1739209610.7861543;-26.991370085610736
1739209610.7861583;-35.57807855764607
1739209610.7861624;-45.120503652039325
1739209610.7861667;-45.120503652039325
1739209610.7861707;-38.13080360867914
1739209610.7861748;-38.13080360867914
1739209610.786179;-45.120503652039325
1739209610.786183;-38.13080360867914
1739209610.7861874;-38.13080360867914
1739209610.7861915;-45.120503652039325
1739209610.7861955;-45.120503652039325
1739209610.7861998;-38.13080360867914
1739209610.7862039;-38.13080360867914
1739209610.786208;-45.120503652039325
1739209610.7862122;-38.13080360867914
1739209610.7862163;-45.120503652039325
1739209610.7862206;-30.49652367304973
1739209610.7862246;-35.57807855764607
1739209610.7862287;-45.120503652039325
1739209610.786233;-45.120503652039325
1739209610.786237;-38.13080360867914
1739209610.786241;-38.13080360867914
1739209610.7862453;-45.120503652039325
1739209610.7862494;-45.120503652039325
1739209610.7862537;-45.120503652039325
1739209610.7862577;-38.13080360867914
1739209610.7862618;-38.13080360867914
1739209610.786266;-35.57807855764607
1739209610.7862701;-45.120503652039325
1739209610.7862742;-38.13080360867914
1739209610.7862785;-35.57807855764607
1739209610.7862825;-33.981070128970906
1739209610.7862866;-38.13080360867914
1739209610.786291;-38.13080360867914
1739209610.786295;-45.120503652039325
1739209610.7862992;-38.13080360867914
1739209610.7863033;-32.816014438256545
1739209610.7863073;-38.13080360867914
1739209610.7863116;-45.120503652039325
1739209610.7863157;-45.120503652039325
1739209610.7863197;-38.13080360867914
1739209610.786324;-38.13080360867914
1739209610.786328;-45.120503652039325
1739209610.7863324;-45.120503652039325
1739209610.7863364;-38.13080360867914
1739209610.7863405;-38.13080360867914
1739209610.7863448;-45.120503652039325
1739209610.7863488;-38.13080360867914
1739209610.7863529;-38.13080360867914
1739209610.7863572;-35.57807855764607
1739209610.7863612;-35.57807855764607
1739209610.7863655;-38.13080360867914
1739209610.7863696;-45.120503652039325
1739209610.7863736;-45.120503652039325
1739209610.786378;-45.120503652039325
1739209610.786382;-38.13080360867914
1739209610.786386;-30.49652367304973
1739209610.7863903;-31.141103565318915
1739209610.7863944;-45.120503652039325
1739209610.7863986;-45.120503652039325
1739209610.7864027;-38.13080360867914
1739209610.7864068;-33.981070128970906
1739209610.786411;-45.120503652039325
1739209610.786415;-45.120503652039325
1739209610.7864192;-38.13080360867914
1739209610.7864234;-45.120503652039325
1739209610.7864275;-45.120503652039325
1739209610.7864316;-38.13080360867914
1739209610.7864358;-45.120503652039325
1739209610.78644;-38.13080360867914
1739209610.7864442;-38.13080360867914
1739209610.7864482;-45.120503652039325
1739209610.7864523;-38.13080360867914
1739209610.7864566;-38.13080360867914
1739209610.7864606;-45.120503652039325
1739209610.7864647;-45.120503652039325
1739209610.786469;-45.120503652039325
1739209610.786473;-38.13080360867914
1739209610.7864773;-38.13080360867914
1739209610.7864814;-38.13080360867914
1739209610.7864854;-38.13080360867914
1739209610.7864897;-38.13080360867914
1739209610.7864938;-45.120503652039325
1739209610.7864978;-45.120503652039325
1739209610.7865021;-33.981070128970906
1739209610.7865062;-33.981070128970906
1739209610.7865105;-45.120503652039325
1739209610.7865145;-45.120503652039325
1739209610.7865186;-38.13080360867914
1739209610.7865229;-45.120503652039325
1739209610.786527;-38.13080360867914
1739209610.786531;-45.120503652039325
1739209610.7865353;-45.120503652039325
1739209610.7865393;-45.120503652039325
1739209610.7865436;-45.120503652039325
1739209610.7865477;-45.120503652039325
1739209610.7865517;-38.13080360867914
1739209610.786556;-33.981070128970906
1739209610.78656;-45.120503652039325
1739209610.786564;-45.120503652039325
1739209610.7865684;-45.120503652039325
1739209610.7865725;-35.57807855764607
1739209610.7865765;-38.13080360867914
1739209610.7865808;-38.13080360867914
1739209610.7865849;-45.120503652039325
1739209610.7865891;-45.120503652039325
1739209610.7865932;-45.120503652039325
1739209610.7865973;-45.120503652039325
1739209610.7866015;-45.120503652039325
1739209610.7866056;-45.120503652039325
1739209610.7866096;-45.120503652039325
1739209610.786614;-38.13080360867914
1739209610.786618;-38.13080360867914
1739209610.7866223;-31.141103565318915
1739209610.7866263;-45.120503652039325
1739209610.7866304;-33.981070128970906
1739209610.7866347;-35.57807855764607
1739209610.7866387;-38.13080360867914
1739209610.7866428;-45.120503652039325
1739209610.786647;-45.120503652039325
1739209610.7866511;-38.13080360867914
1739209610.7866554;-38.13080360867914
1739209610.7866595;-35.57807855764607
1739209610.7866635;-45.120503652039325
1739209610.7866678;-45.120503652039325
1739209610.7866719;-45.120503652039325
1739209610.786676;-38.13080360867914
1739209610.7866802;-38.13080360867914
1739209610.7866843;-45.120503652039325
1739209610.7866883;-45.120503652039325
1739209610.7866926;-38.13080360867914
1739209610.7866967;-38.13080360867914
1739209610.786701;-45.120503652039325
1739209610.786705;-33.981070128970906
1739209610.786709;-45.120503652039325
1739209610.7867134;-38.13080360867914
1739209610.7867174;-38.13080360867914
1739209610.7867215;-38.13080360867914
1739209610.7867258;-38.13080360867914
1739209610.7867298;-38.13080360867914
1739209610.786734;-32.816014438256545
1739209610.7867382;-38.13080360867914
1739209610.7867422;-45.120503652039325
1739209610.7867465;-45.120503652039325
1739209610.7867506;-35.57807855764607
1739209610.7867546;-38.13080360867914
1739209610.786759;-45.120503652039325
1739209610.786763;-45.120503652039325
1739209610.7867672;-45.120503652039325
1739209610.7867713;-45.120503652039325
1739209610.7867754;-45.120503652039325
1739209610.7867796;-38.13080360867914
1739209610.7867837;-35.57807855764607
1739209610.7867877;-35.57807855764607
1739209610.786792;-32.816014438256545
1739209610.786796;-45.120503652039325
1739209610.7868004;-38.13080360867914
1739209610.7868044;-38.13080360867914
1739209610.7868085;-38.13080360867914
1739209610.7868128;-38.13080360867914
1739209610.7868168;-45.120503652039325
1739209610.786821;-45.120503652039325
1739209610.7868252;-45.120503652039325
1739209610.7868292;-38.13080360867914
1739209610.7868333;-35.57807855764607
1739209610.7868376;-38.13080360867914
1739209610.7868416;-45.120503652039325
1739209610.786846;-38.13080360867914
1739209610.78685;-38.13080360867914
1739209610.786854;-45.120503652039325
1739209610.7868583;-45.120503652039325
1739209610.7868624;-45.120503652039325
1739209610.7868664;-38.13080360867914
1739209610.7868707;-38.13080360867914
1739209610.7868748;-32.816014438256545
1739209610.786879;-38.13080360867914
1739209610.786883;-38.13080360867914
1739209610.7868872;-38.13080360867914
1739209610.7868915;-31.141103565318893
1739209610.7868955;-45.120503652039325
1739209610.7868996;-38.13080360867914
1739209610.7869039;-38.13080360867914
1739209610.786908;-45.120503652039325
1739209610.7869122;-45.120503652039325
1739209610.7869163;-38.13080360867914
1739209610.7869203;-38.13080360867914
1739209610.7869246;-38.13080360867914
1739209610.7869287;-45.120503652039325
1739209610.7869327;-45.120503652039325
1739209610.786937;-45.120503652039325
1739209610.786941;-45.120503652039325
1739209610.7869453;-38.13080360867914
1739209610.7869494;-45.120503652039325
1739209610.7869534;-45.120503652039325
1739209610.7869577;-29.438486411369333
1739209610.7869618;-35.57807855764607
1739209610.7869658;-38.13080360867914
1739209610.7869701;-45.120503652039325
1739209610.7869742;-35.57807855764607
1739209610.7869782;-38.13080360867914
1739209610.7869825;-45.120503652039325
1739209610.7869866;-45.120503652039325
1739209610.786991;-45.120503652039325
1739209610.786995;-45.120503652039325
1739209610.786999;-45.120503652039325
1739209610.7870033;-45.120503652039325
1739209610.7870073;-45.120503652039325
1739209610.7870114;-38.13080360867914
1739209610.7870157;-45.120503652039325
1739209610.7870197;-45.120503652039325
1739209610.787024;-31.141103565318893
1739209610.787028;-38.13080360867914
1739209610.7870321;-45.120503652039325
1739209610.7870364;-38.13080360867914
1739209610.7870405;-38.13080360867914
1739209610.7870445;-38.13080360867914
1739209610.7870488;-38.13080360867914
1739209610.7870529;-45.120503652039325
1739209610.7870572;-38.13080360867914
1739209610.7870612;-38.13080360867914
1739209610.7870653;-45.120503652039325
1739209610.7870696;-38.13080360867914
1739209610.7870736;-45.120503652039325
1739209610.7870777;-33.981070128970906
1739209610.787082;-45.120503652039325
1739209610.787086;-33.981070128970906
1739209610.78709;-38.13080360867914
1739209610.7870944;-38.13080360867914
1739209610.7870984;-35.57807855764607
1739209610.7871027;-38.13080360867914
1739209610.7871068;-45.120503652039325
1739209610.7871108;-45.120503652039325
1739209610.787115;-35.57807855764607
1739209610.7871192;-33.981070128970906
1739209610.7871232;-33.981070128970906
1739209610.7871275;-30.49652367304973
1739209610.7871315;-35.57807855764607
1739209610.7871358;-33.981070128970906
1739209610.78714;-35.57807855764607
1739209610.787144;-35.57807855764607
1739209610.7871482;-45.120503652039325
1739209610.7871523;-38.13080360867914
1739209610.7871563;-38.13080360867914
1739209610.7871606;-45.120503652039325
1739209610.7871647;-35.57807855764607
1739209610.787169;-45.120503652039325
1739209610.787173;-45.120503652039325
1739209610.787177;-45.120503652039325
1739209610.7871814;-45.120503652039325
1739209610.7871854;-38.13080360867914
1739209610.7871895;-33.981070128970906
1739209610.7871938;-31.141103565318915
1739209610.7871978;-38.13080360867914
1739209610.7872021;-38.13080360867914
1739209610.7872062;-38.13080360867914
1739209610.7872102;-45.120503652039325
1739209610.7872145;-45.120503652039325
1739209610.7872186;-33.981070128970906
1739209610.7872226;-45.120503652039325
1739209610.787227;-33.981070128970906
1739209610.787231;-32.816014438256545
1739209610.787235;-38.13080360867914
1739209610.7872393;-45.120503652039325
1739209610.7872434;-45.120503652039325
1739209610.7872477;-38.13080360867914
1739209610.7872517;-38.13080360867914
1739209610.7872558;-38.13080360867914
1739209610.78726;-35.57807855764607
1739209610.787264;-38.13080360867914
1739209610.7872682;-38.13080360867914
1739209610.7872725;-45.120503652039325
1739209610.7872765;-38.13080360867914
1739209610.7872808;-45.120503652039325
1739209610.7872849;-38.13080360867914
1739209610.787289;-38.13080360867914
1739209610.7872932;-38.13080360867914
1739209610.7872972;-45.120503652039325
1739209610.7873013;-38.13080360867914
1739209610.7873056;-35.57807855764607
1739209610.7873096;-38.13080360867914
1739209610.787314;-38.13080360867914
1739209610.787318;-45.120503652039325
1739209610.787322;-45.120503652039325
1739209610.7873263;-45.120503652039325
1739209610.7873304;-45.120503652039325
1739209610.7873344;-35.57807855764607
1739209610.7873387;-45.120503652039325
1739209610.7873428;-45.120503652039325
1739209610.7873468;-38.13080360867914
1739209610.7873511;-38.13080360867914
1739209610.7873552;-45.120503652039325
1739209610.7873595;-45.120503652039325
1739209610.7873635;-45.120503652039325
1739209610.7873676;-45.120503652039325
1739209610.7873719;-45.120503652039325
1739209610.787376;-38.13080360867914
1739209610.78738;-32.816014438256545
1739209610.7873843;-38.13080360867914
1739209610.7873883;-38.13080360867914
1739209610.7873926;-31.141103565318915
1739209610.7873967;-35.57807855764607
1739209610.7874007;-38.13080360867914
1739209610.787405;-38.13080360867914
1739209610.787409;-38.13080360867914
1739209610.7874131;-38.13080360867914
1739209610.7874174;-38.13080360867914
1739209610.7874215;-45.120503652039325
1739209610.7874258;-33.981070128970906
1739209610.7874298;-38.13080360867914
1739209610.7874339;-45.120503652039325
1739209610.7874382;-38.13080360867914
1739209610.7874422;-38.13080360867914
1739209610.7874463;-45.120503652039325
1739209610.7874506;-45.120503652039325
1739209610.7874546;-45.120503652039325
1739209610.787459;-38.13080360867914
1739209610.787463;-45.120503652039325
