CAN Message; 0x77:9fe4cde5cf6e27dc
1739209693.1734674;-38.13080360867914
1739209693.1734698;-33.981070128970906
1739209693.1734722;-45.120503652039325
1739209693.1734746;-45.120503652039325
1739209693.1734772;-45.120503652039325
1739209693.1734796;-38.13080360867914
1739209693.173482;-35.57807855764607
1739209693.1734846;-38.13080360867914
1739209693.173487;-38.13080360867914
1739209693.1734893;-38.13080360867914
1739209693.1734917;-45.120503652039325
1739209693.1734943;-45.120503652039325
1739209693.1734967;-38.13080360867914
1739209693.173499;-38.13080360867914
1739209693.1735015;-45.120503652039325
1739209693.173504;-45.120503652039325
1739209693.1735065;-38.13080360867914
1739209693.173509;-31.141103565318915
1739209693.1735113;-38.13080360867914
1739209693.173514;-38.13080360867914
1739209693.1735163;-45.120503652039325
1739209693.1735187;-45.120503652039325
1739209693.173521;-38.13080360867914
1739209693.1735237;-38.13080360867914
1739209693.173526;-38.13080360867914
1739209693.1735284;-28.58837851428586
1739209693.1735308;-38.13080360867914
1739209693.1735334;-45.120503652039325
1739209693.1735358;-45.120503652039325
1739209693.1735382;-33.981070128970906
1739209693.1735406;-38.13080360867914
1739209693.1735432;-38.13080360867914
1739209693.1735456;-45.120503652039325
1739209693.173548;-33.981070128970906
1739209693.1735506;-38.13080360867914
1739209693.173553;-45.120503652039325
1739209693.1735554;-45.120503652039325
1739209693.1735578;-38.13080360867914
1739209693.1735604;-35.57807855764607
1739209693.1735628;-38.13080360867914
1739209693.1735651;-45.120503652039325
1739209693.1735675;-38.13080360867914
1739209693.1735702;-35.57807855764607
1739209693.1735725;-38.13080360867914
1739209693.173575;-45.120503652039325
1739209693.1735773;-38.13080360867914
1739209693.17358;-35.57807855764607
1739209693.1735823;-38.13080360867914
1739209693.1735847;-45.120503652039325
1739209693.173587;-28.992665084841942
1739209693.1735897;-33.981070128970906
1739209693.173592;-33.981070128970906
1739209693.1735945;-45.120503652039325
1739209693.1735969;-33.981070128970906
1739209693.1735995;-45.120503652039325
1739209693.1736019;-45.120503652039325
1739209693.1736042;-45.120503652039325
1739209693.1736066;-33.981070128970906
1739209693.1736093;-38.13080360867914
1739209693.1736116;-38.13080360867914
1739209693.173614;-45.120503652039325
1739209693.1736164;-38.13080360867914
1739209693.173619;-32.816014438256545
1739209693.1736214;-38.13080360867914
1739209693.1736238;-35.57807855764607
1739209693.1736264;-35.57807855764607
1739209693.1736288;-45.120503652039325
1739209693.1736312;-35.57807855764607
1739209693.1736336;-38.13080360867914
1739209693.1736362;-45.120503652039325
1739209693.1736386;-45.120503652039325
1739209693.173641;-45.120503652039325
1739209693.1736434;-38.13080360867914
1739209693.173646;-32.816014438256545
1739209693.1736484;-45.120503652039325
1739209693.1736507;-45.120503652039325
1739209693.1736531;-35.57807855764607
1739209693.1736557;-38.13080360867914
1739209693.1736581;-45.120503652039325
1739209693.1736605;-45.120503652039325
1739209693.173663;-45.120503652039325
1739209693.1736655;-38.13080360867914
1739209693.173668;-38.13080360867914
1739209693.1736703;-33.981070128970906
1739209693.1736727;-38.13080360867914
1739209693.1736753;-38.13080360867914
1739209693.1736777;-35.57807855764607
1739209693.17368;-38.13080360867914
1739209693.1736825;-45.120503652039325
1739209693.173685;-38.13080360867914
1739209693.1736875;-38.13080360867914
1739209693.1736898;-45.120503652039325
1739209693.1736925;-45.120503652039325
1739209693.1736948;-45.120503652039325
1739209693.1736972;-38.13080360867914
1739209693.1736996;-38.13080360867914
1739209693.1737022;-45.120503652039325
1739209693.1737046;-45.120503652039325
1739209693.173707;-45.120503652039325
1739209693.1737094;-45.120503652039325
1739209693.173712;-45.120503652039325
1739209693.1737144;-38.13080360867914
1739209693.1737168;-38.13080360867914
1739209693.1737192;-38.13080360867914
1739209693.1737218;-45.120503652039325
1739209693.1737242;-38.13080360867914
1739209693.1737266;-28.21854285175415
1739209693.173729;-38.13080360867914
1739209693.1737316;-45.120503652039325
1739209693.173734;-38.13080360867914
1739209693.1737363;-31.141103565318893
1739209693.1737387;-35.57807855764607
1739209693.1737413;-45.120503652039325
1739209693.1737437;-33.981070128970906
1739209693.173746;-45.120503652039325
1739209693.1737485;-45.120503652039325
1739209693.173751;-38.13080360867914
1739209693.1737535;-45.120503652039325
1739209693.173756;-38.13080360867914
1739209693.1737583;-38.13080360867914
1739209693.173761;-45.120503652039325
1739209693.1737633;-38.13080360867914
1739209693.1737657;-45.120503652039325
1739209693.1737683;-38.13080360867914
1739209693.1737707;-38.13080360867914
1739209693.173773;-38.13080360867914
1739209693.1737754;-38.13080360867914
1739209693.173778;-38.13080360867914
1739209693.1737804;-45.120503652039325
1739209693.1737828;-45.120503652039325
1739209693.1737852;-27.8777449560314
1739209693.1737878;-32.816014438256545
1739209693.1737902;-45.120503652039325
1739209693.1737926;-38.13080360867914
1739209693.173795;-45.120503652039325
1739209693.1737976;-45.120503652039325
1739209693.1738;-45.120503652039325
1739209693.1738024;-45.120503652039325
1739209693.1738048;-45.120503652039325
1739209693.1738074;-38.13080360867914
1739209693.1738098;-38.13080360867914
1739209693.1738122;-45.120503652039325
1739209693.1738145;-45.120503652039325
1739209693.1738172;-45.120503652039325
1739209693.1738195;-38.13080360867914
1739209693.173822;-45.120503652039325
1739209693.1738243;-35.57807855764607
1739209693.173827;-38.13080360867914
1739209693.1738293;-35.57807855764607
1739209693.1738317;-38.13080360867914
1739209693.1738343;-45.120503652039325
1739209693.1738367;-45.120503652039325
1739209693.173839;-38.13080360867914
1739209693.1738415;-38.13080360867914
1739209693.173844;-35.57807855764607
1739209693.1738465;-31.141103565318915
1739209693.1738489;-45.120503652039325
1739209693.1738513;-45.120503652039325
1739209693.1738539;-35.57807855764607
1739209693.1738563;-38.13080360867914
1739209693.1738586;-45.120503652039325
1739209693.173861;-38.13080360867914
1739209693.1738636;-45.120503652039325
1739209693.173866;-45.120503652039325
1739209693.1738684;-45.120503652039325
1739209693.1738708;-38.13080360867914
1739209693.1738734;-45.120503652039325
1739209693.1738758;-33.981070128970906
1739209693.1738782;-45.120503652039325
1739209693.1738806;-45.120503652039325
1739209693.1738832;-45.120503652039325
1739209693.1738856;-45.120503652039325
1739209693.173888;-45.120503652039325
1739209693.1738904;-38.13080360867914
1739209693.173893;-38.13080360867914
1739209693.1738954;-38.13080360867914
1739209693.1738977;-45.120503652039325
1739209693.1739004;-45.120503652039325
1739209693.1739028;-33.981070128970906
1739209693.1739051;-31.141103565318915
1739209693.1739075;-45.120503652039325
1739209693.1739101;-38.13080360867914
1739209693.1739125;-45.120503652039325
1739209693.173915;-33.981070128970906
1739209693.1739173;-38.13080360867914
1739209693.17392;-45.120503652039325
1739209693.1739223;-38.13080360867914
1739209693.1739247;-38.13080360867914
1739209693.173927;-45.120503652039325
1739209693.1739297;-45.120503652039325
1739209693.173932;-45.120503652039325
1739209693.1739345;-38.13080360867914
1739209693.1739368;-38.13080360867914
1739209693.1739395;-45.120503652039325
1739209693.1739419;-38.13080360867914
1739209693.1739442;-45.120503652039325
1739209693.1739466;-38.13080360867914
1739209693.1739492;-38.13080360867914
1739209693.1739516;-38.13080360867914
1739209693.173954;-45.120503652039325
1739209693.1739564;-45.120503652039325
1739209693.173959;-45.120503652039325
1739209693.1739614;-38.13080360867914
1739209693.1739638;-38.13080360867914
1739209693.1739662;-45.120503652039325
1739209693.1739688;-38.13080360867914
1739209693.1739712;-38.13080360867914
1739209693.1739736;-38.13080360867914
1739209693.1739762;-45.120503652039325
1739209693.1739786;-35.57807855764607
1739209693.173981;-38.13080360867914
1739209693.1739833;-38.13080360867914
1739209693.173986;-38.13080360867914
1739209693.1739883;-38.13080360867914
1739209693.1739907;-35.57807855764607
1739209693.173993;-38.13080360867914
1739209693.1739957;-45.120503652039325
1739209693.173998;-38.13080360867914
1739209693.1740005;-45.120503652039325
1739209693.174003;-38.13080360867914
1739209693.1740055;-38.13080360867914
1739209693.174008;-38.13080360867914
1739209693.1740103;-35.57807855764607
1739209693.1740127;-38.13080360867914
1739209693.1740153;-45.120503652039325
1739209693.1740177;-45.120503652039325
1739209693.17402;-45.120503652039325
1739209693.1740224;-33.981070128970906
1739209693.174025;-33.981070128970906
1739209693.1740274;-38.13080360867914
1739209693.1740298;-38.13080360867914
1739209693.1740322;-38.13080360867914
1739209693.1740348;-45.120503652039325
1739209693.1740372;-45.120503652039325
1739209693.1740396;-45.120503652039325
1739209693.1740422;-31.14110356531892
1739209693.1740446;-38.13080360867914
1739209693.174047;-38.13080360867914
1739209693.1740494;-45.120503652039325
1739209693.174052;-45.120503652039325
1739209693.1740544;-45.120503652039325
1739209693.1740568;-38.13080360867914
1739209693.1740592;-45.120503652039325
1739209693.1740618;-31.141103565318915
1739209693.1740642;-33.981070128970906
1739209693.1740665;-45.120503652039325
1739209693.174069;-45.120503652039325
1739209693.1740716;-33.981070128970906
1739209693.174074;-45.120503652039325
1739209693.1740763;-38.13080360867914
1739209693.1740787;-33.981070128970906
1739209693.1740813;-38.13080360867914
1739209693.1740837;-38.13080360867914
1739209693.174086;-38.13080360867914
1739209693.1740885;-38.13080360867914
1739209693.174091;-38.13080360867914
1739209693.1740935;-38.13080360867914
1739209693.1740959;-38.13080360867914
1739209693.1740983;-32.816014438256545
1739209693.1741009;-38.13080360867914
1739209693.1741033;-45.120503652039325
1739209693.1741056;-45.120503652039325
1739209693.1741083;-35.57807855764607
1739209693.1741107;-38.13080360867914
1739209693.174113;-45.120503652039325
1739209693.1741154;-38.13080360867914
1739209693.174118;-38.13080360867914
1739209693.1741204;-30.49652367304973
1739209693.1741228;-27.267205301931607
1739209693.1741252;-38.13080360867914
1739209693.1741278;-38.13080360867914
1739209693.1741302;-35.57807855764607
1739209693.1741326;-38.13080360867914
1739209693.174135;-45.120503652039325
1739209693.1741376;-33.981070128970906
1739209693.17414;-38.13080360867914
1739209693.1741424;-33.981070128970956
1739209693.1741447;-38.13080360867914
1739209693.1741474;-45.120503652039325
1739209693.1741498;-45.120503652039325
1739209693.1741521;-45.120503652039325
1739209693.1741545;-45.120503652039325
1739209693.1741571;-45.120503652039325
1739209693.1741595;-45.120503652039325
1739209693.174162;-45.120503652039325
1739209693.1741643;-38.13080360867914
1739209693.174167;-38.13080360867914
1739209693.1741693;-45.120503652039325
1739209693.1741717;-38.13080360867914
1739209693.174174;-35.57807855764607
1739209693.1741767;-45.120503652039325
1739209693.174179;-33.981070128970906
1739209693.1741815;-33.981070128970906
1739209693.174184;-45.120503652039325
1739209693.1741865;-45.120503652039325
1739209693.1741889;-33.981070128970906
1739209693.1741912;-30.49652367304973
1739209693.1741939;-38.13080360867914
1739209693.1741962;-45.120503652039325
1739209693.1741986;-45.120503652039325
1739209693.174201;-45.120503652039325
1739209693.1742036;-45.120503652039325
1739209693.174206;-45.120503652039325
1739209693.1742084;-38.13080360867914
1739209693.1742108;-35.57807855764607
1739209693.1742134;-33.981070128970906
1739209693.1742158;-45.120503652039325
1739209693.1742182;-38.13080360867914
1739209693.1742206;-38.13080360867914
1739209693.1742232;-38.13080360867914
1739209693.1742256;-45.120503652039325
1739209693.174228;-45.120503652039325
1739209693.1742303;-38.13080360867914
1739209693.174233;-38.13080360867914
1739209693.1742353;-45.120503652039325
1739209693.1742377;-38.13080360867914
1739209693.17424;-38.13080360867914
1739209693.1742427;-45.120503652039325
1739209693.174245;-45.120503652039325
1739209693.1742475;-38.13080360867914
1739209693.1742501;-35.57807855764607
1739209693.1742525;-45.120503652039325
1739209693.174255;-33.981070128970906
1739209693.1742573;-38.13080360867914
1739209693.17426;-38.13080360867914
1739209693.1742623;-35.57807855764607
1739209693.1742647;-35.57807855764607
1739209693.174267;-45.120503652039325
1739209693.1742697;-45.120503652039325
1739209693.174272;-38.13080360867914
1739209693.1742744;-38.13080360867914
1739209693.1742768;-33.981070128970906
1739209693.1742795;-45.120503652039325
1739209693.1742818;-45.120503652039325
1739209693.1742842;-32.816014438256545
1739209693.1742866;-38.13080360867914
1739209693.1742892;-45.120503652039325
1739209693.1742916;-45.120503652039325
1739209693.174294;-38.13080360867914
1739209693.1742964;-33.981070128970906
1739209693.174299;-45.120503652039325
1739209693.1743014;-38.13080360867914
1739209693.1743038;-35.57807855764607
1739209693.1743062;-38.13080360867914
1739209693.1743088;-38.13080360867914
1739209693.1743112;-38.13080360867914
1739209693.1743135;-35.57807855764607
1739209693.1743162;-45.120503652039325
1739209693.1743186;-38.13080360867914
1739209693.174321;-33.981070128970906
1739209693.1743233;-45.120503652039325
1739209693.174326;-33.981070128970906
1739209693.1743283;-45.120503652039325
1739209693.1743307;-38.13080360867914
1739209693.174333;-45.120503652039325
1739209693.1743357;-38.13080360867914
1739209693.174338;-45.120503652039325
1739209693.1743405;-35.57807855764607
1739209693.1743429;-35.57807855764607
1739209693.1743455;-38.13080360867914
1739209693.1743479;-33.981070128970906
1739209693.1743503;-45.120503652039325
1739209693.1743526;-45.120503652039325
1739209693.1743553;-45.120503652039325
1739209693.1743577;-33.981070128970906
1739209693.17436;-31.141103565318915
1739209693.1743624;-45.120503652039325
1739209693.174365;-45.120503652039325
1739209693.1743674;-38.13080360867914
1739209693.1743698;-38.13080360867914
1739209693.1743722;-45.120503652039325
1739209693.1743748;-45.120503652039325
1739209693.1743772;-45.120503652039325
1739209693.1743796;-38.13080360867914
1739209693.174382;-45.120503652039325
1739209693.1743846;-45.120503652039325
1739209693.174387;-38.13080360867914
1739209693.1743894;-45.120503652039325
1739209693.174392;-45.120503652039325
1739209693.1743944;-38.13080360867914
1739209693.1743968;-38.13080360867914
1739209693.1743991;-38.13080360867914
1739209693.1744018;-38.13080360867914
1739209693.1744041;-35.57807855764607
1739209693.1744065;-38.13080360867914
1739209693.174409;-45.120503652039325
1739209693.1744115;-35.57807855764607
1739209693.174414;-38.13080360867914
1739209693.1744163;-35.57807855764607
1739209693.1744187;-28.992665084841942
1739209693.1744213;-45.120503652039325
1739209693.1744237;-45.120503652039325
1739209693.174426;-45.120503652039325
1739209693.1744285;-38.13080360867914
1739209693.174431;-32.816014438256545
1739209693.1744335;-38.13080360867914
1739209693.1744359;-35.57807855764607
1739209693.1744382;-31.14110356531892
1739209693.1744409;-35.57807855764607
1739209693.1744432;-38.13080360867914
1739209693.1744456;-45.120503652039325
1739209693.174448;-45.120503652039325
1739209693.1744506;-38.13080360867914
1739209693.174453;-38.13080360867914
1739209693.1744554;-45.120503652039325
1739209693.174458;-45.120503652039325
1739209693.1744604;-35.57807855764607
1739209693.1744628;-38.13080360867914
1739209693.1744652;-45.120503652039325
1739209693.1744678;-38.13080360867914
1739209693.1744702;-45.120503652039325
1739209693.1744726;-38.13080360867914
1739209693.174475;-45.120503652039325
1739209693.1744776;-33.981070128970906
1739209693.17448;-45.120503652039325
1739209693.1744823;-33.981070128970906
1739209693.1744847;-38.13080360867914
1739209693.1744874;-35.57807855764607
1739209693.1744897;-30.49652367304973
1739209693.1744921;-38.13080360867914
1739209693.1744945;-45.120503652039325
1739209693.1744971;-38.13080360867914
1739209693.1744995;-45.120503652039325
1739209693.174502;-45.120503652039325
1739209693.1745043;-38.13080360867914
1739209693.174507;-45.120503652039325
1739209693.1745093;-38.13080360867914
1739209693.1745117;-35.57807855764607
1739209693.174514;-45.120503652039325
1739209693.1745167;-33.981070128970906
1739209693.174519;-38.13080360867914
1739209693.1745214;-45.120503652039325
1739209693.1745238;-38.13080360867914
1739209693.1745265;-38.13080360867914
1739209693.1745288;-38.13080360867914
1739209693.1745312;-38.13080360867914
1739209693.1745338;-45.120503652039325
1739209693.1745362;-38.13080360867914
1739209693.1745386;-45.120503652039325
1739209693.174541;-45.120503652039325
1739209693.1745436;-38.13080360867914
1739209693.174546;-38.13080360867914
1739209693.1745484;-45.120503652039325
1739209693.1745508;-38.13080360867914
1739209693.1745534;-35.57807855764607
1739209693.1745558;-33.981070128970906
1739209693.1745582;-45.120503652039325
1739209693.1745605;-45.120503652039325
1739209693.1745632;-38.13080360867914
1739209693.1745656;-38.13080360867914
1739209693.174568;-38.13080360867914
1739209693.1745703;-45.120503652039325
1739209693.174573;-38.13080360867914
1739209693.1745753;-38.13080360867914
1739209693.1745777;-45.120503652039325
1739209693.17458;-38.13080360867914
1739209693.1745827;-35.57807855764607
1739209693.174585;-38.13080360867914
1739209693.1745875;-38.13080360867914
1739209693.1745899;-38.13080360867914
1739209693.1745925;-45.120503652039325
1739209693.1745949;-45.120503652039325
1739209693.1745973;-45.120503652039325
1739209693.1746;-45.120503652039325
1739209693.1746023;-45.120503652039325
1739209693.1746047;-45.120503652039325
1739209693.174607;-45.120503652039325
1739209693.1746097;-38.13080360867914
1739209693.174612;-38.13080360867914
1739209693.1746144;-38.13080360867914
1739209693.1746168;-31.141103565318893
1739209693.1746194;-38.13080360867914
1739209693.1746218;-45.120503652039325
1739209693.1746242;-45.120503652039325
1739209693.1746266;-31.141103565318893
1739209693.1746292;-38.13080360867914
1739209693.1746316;-45.120503652039325
1739209693.174634;-45.120503652039325
1739209693.1746364;-35.57807855764607
1739209693.174639;-38.13080360867914
1739209693.1746414;-38.13080360867914
1739209693.1746438;-38.13080360867914
1739209693.1746461;-45.120503652039325
1739209693.1746488;-38.13080360867914
1739209693.1746511;-38.13080360867914
1739209693.1746535;-38.13080360867914
1739209693.174656;-45.120503652039325
1739209693.1746585;-45.120503652039325
1739209693.174661;-45.120503652039325
1739209693.1746633;-45.120503652039325
1739209693.174666;-45.120503652039325
1739209693.1746683;-38.13080360867914
1739209693.1746707;-35.57807855764607
1739209693.174673;-45.120503652039325
1739209693.1746757;-25.077289914212862
1739209693.174678;-32.816014438256545
1739209693.1746805;-45.120503652039325
1739209693.1746829;-38.13080360867914
1739209693.1746855;-31.141103565318893
1739209693.1746879;-38.13080360867914
1739209693.1746902;-45.120503652039325
1739209693.1746926;-35.57807855764607
1739209693.1746953;-45.120503652039325
1739209693.1746976;-45.120503652039325
1739209693.1747;-45.120503652039325
1739209693.1747024;-38.13080360867914
1739209693.174705;-38.13080360867914
1739209693.1747074;-45.120503652039325
1739209693.1747098;-45.120503652039325
1739209693.1747122;-38.13080360867914
1739209693.1747148;-31.141103565318893
1739209693.1747172;-33.981070128970906
1739209693.1747196;-45.120503652039325
1739209693.174722;-38.13080360867914
1739209693.1747246;-35.57807855764607
1739209693.174727;-38.13080360867914
1739209693.1747293;-45.120503652039325
1739209693.1747317;-45.120503652039325
1739209693.1747344;-35.57807855764607
1739209693.1747367;-33.981070128970906
1739209693.1747391;-45.120503652039325
1739209693.1747417;-38.13080360867914
1739209693.1747441;-31.141103565318893
1739209693.1747465;-33.981070128970906
1739209693.174749;-45.120503652039325
1739209693.1747515;-38.13080360867914
1739209693.174754;-38.13080360867914
1739209693.1747563;-45.120503652039325
1739209693.1747587;-38.13080360867914
1739209693.1747613;-38.13080360867914
1739209693.1747637;-45.120503652039325
1739209693.174766;-33.981070128970906
1739209693.1747684;-45.120503652039325
1739209693.174771;-45.120503652039325
1739209693.1747735;-35.57807855764607
1739209693.1747758;-38.13080360867914
1739209693.1747782;-45.120503652039325
1739209693.1747808;-45.120503652039325
1739209693.1747832;-45.120503652039325
1739209693.1747856;-38.13080360867914
1739209693.174788;-45.120503652039325
1739209693.1747906;-45.120503652039325
1739209693.174793;-32.816014438256545
1739209693.1747954;-35.57807855764607
1739209693.1747978;-35.57807855764607
1739209693.1748004;-33.981070128970906
1739209693.1748028;-38.13080360867914
1739209693.1748052;-38.13080360867914
1739209693.1748078;-38.13080360867914
1739209693.1748102;-33.981070128970906
1739209693.1748126;-45.120503652039325
1739209693.174815;-38.13080360867914
1739209693.1748176;-38.13080360867914
1739209693.17482;-45.120503652039325
1739209693.1748223;-45.120503652039325
1739209693.1748247;-38.13080360867914
1739209693.1748273;-45.120503652039325
1739209693.1748297;-38.13080360867914
1739209693.174832;-45.120503652039325
1739209693.1748345;-38.13080360867914
1739209693.174837;-32.816014438256545
1739209693.1748395;-33.981070128970906
1739209693.174842;-45.120503652039325
1739209693.1748443;-38.13080360867914
1739209693.174847;-45.120503652039325
1739209693.1748493;-38.13080360867914
1739209693.1748517;-45.120503652039325
1739209693.174854;-45.120503652039325
1739209693.1748567;-45.120503652039325
1739209693.174859;-38.13080360867914
1739209693.1748614;-38.13080360867914
1739209693.1748638;-45.120503652039325
1739209693.1748664;-32.816014438256545
1739209693.1748688;-38.13080360867914
1739209693.1748712;-45.120503652039325
1739209693.1748738;-38.13080360867914
1739209693.1748762;-38.13080360867914
1739209693.1748786;-45.120503652039325
1739209693.174881;-45.120503652039325
1739209693.1748836;-45.120503652039325
1739209693.174886;-38.13080360867914
1739209693.1748884;-38.13080360867914
1739209693.1748908;-45.120503652039325
1739209693.1748934;-33.981070128970906
1739209693.1748958;-38.13080360867914
1739209693.1748981;-45.120503652039325
1739209693.1749005;-38.13080360867914
1739209693.1749032;-32.816014438256545
1739209693.1749055;-45.120503652039325
1739209693.174908;-38.13080360867914
1739209693.1749103;-35.57807855764607
1739209693.174913;-38.13080360867914
1739209693.1749153;-45.120503652039325
1739209693.1749177;-45.120503652039325
1739209693.17492;-35.57807855764607
1739209693.1749227;-33.981070128970906
1739209693.174925;-38.13080360867914
1739209693.1749275;-45.120503652039325
1739209693.1749299;-33.981070128970906
1739209693.1749325;-29.438486411369347
1739209693.1749349;-35.57807855764607
1739209693.1749372;-45.120503652039325
1739209693.1749396;-38.13080360867914
1739209693.1749423;-38.13080360867914
1739209693.1749446;-45.120503652039325
1739209693.174947;-38.13080360867914
1739209693.1749496;-35.57807855764607
1739209693.174952;-31.141103565318915
1739209693.1749544;-31.141103565318915
1739209693.1749568;-38.13080360867914
1739209693.1749594;-35.57807855764607
1739209693.1749618;-35.57807855764607
1739209693.1749642;-38.13080360867914
1739209693.1749666;-45.120503652039325
1739209693.1749692;-35.57807855764607
1739209693.1749716;-38.13080360867914
1739209693.174974;-38.13080360867914
1739209693.1749763;-45.120503652039325
1739209693.174979;-45.120503652039325
1739209693.1749814;-38.13080360867914
1739209693.1749837;-35.57807855764607
1739209693.1749861;-38.13080360867914
1739209693.1749887;-45.120503652039325
1739209693.1749911;-45.120503652039325
1739209693.1749935;-35.57807855764607
1739209693.174996;-45.120503652039325
1739209693.1749985;-45.120503652039325
1739209693.175001;-45.120503652039325
1739209693.1750033;-38.13080360867914
1739209693.1750057;-38.13080360867914
1739209693.1750083;-45.120503652039325
1739209693.1750107;-33.981070128970906
1739209693.175013;-31.141103565318893
1739209693.1750157;-45.120503652039325
1739209693.175018;-45.120503652039325
1739209693.1750205;-38.13080360867914
1739209693.1750228;-45.120503652039325
1739209693.1750255;-45.120503652039325
1739209693.1750278;-45.120503652039325
1739209693.1750302;-38.13080360867914
1739209693.1750326;-38.13080360867914
1739209693.1750352;-38.13080360867914
1739209693.1750376;-45.120503652039325
1739209693.17504;-38.13080360867914
1739209693.1750424;-38.13080360867914
1739209693.175045;-45.120503652039325
1739209693.1750474;-38.13080360867914
1739209693.1750498;-45.120503652039325
1739209693.1750522;-45.120503652039325
1739209693.1750548;-45.120503652039325
1739209693.1750572;-38.13080360867914
1739209693.1750596;-38.13080360867914
1739209693.175062;-33.981070128970906
1739209693.1750646;-35.57807855764607
1739209693.175067;-45.120503652039325
1739209693.1750693;-38.13080360867914
1739209693.1750717;-38.13080360867914
1739209693.1750743;-45.120503652039325
1739209693.1750767;-38.13080360867914
1739209693.175079;-38.13080360867914
1739209693.1750817;-45.120503652039325
1739209693.175084;-45.120503652039325
1739209693.1750865;-45.120503652039325
1739209693.175089;-45.120503652039325
1739209693.1750915;-45.120503652039325
1739209693.175094;-45.120503652039325
1739209693.1750963;-38.13080360867914
1739209693.1750987;-45.120503652039325
1739209693.1751013;-38.13080360867914
1739209693.1751037;-45.120503652039325
1739209693.175106;-45.120503652039325
1739209693.1751084;-45.120503652039325
1739209693.175111;-38.13080360867914
1739209693.1751134;-35.57807855764607
1739209693.1751158;-38.13080360867914
1739209693.1751182;-45.120503652039325
1739209693.1751208;-38.13080360867914
1739209693.1751232;-35.57807855764607
1739209693.1751256;-35.57807855764607
1739209693.175128;-35.57807855764607
1739209693.1751306;-45.120503652039325
1739209693.175133;-45.120503652039325
1739209693.1751354;-35.57807855764607
1739209693.1751378;-38.13080360867914
1739209693.1751404;-45.120503652039325
1739209693.1751428;-45.120503652039325
1739209693.1751451;-35.57807855764607
1739209693.1751475;-38.13080360867914
1739209693.1751502;-38.13080360867914
1739209693.1751525;-35.57807855764607
1739209693.175155;-38.13080360867914
1739209693.1751575;-38.13080360867914
1739209693.17516;-38.13080360867914
1739209693.1751623;-38.13080360867914
1739209693.1751647;-45.120503652039325
1739209693.1751673;-45.120503652039325
1739209693.1751697;-33.981070128970906
1739209693.175172;-32.816014438256545
1739209693.1751745;-33.981070128970906
1739209693.175177;-38.13080360867914
1739209693.1751795;-45.120503652039325
1739209693.1751819;-38.13080360867914
1739209693.1751842;-38.13080360867914
1739209693.1751869;-33.981070128970906
1739209693.1751893;-45.120503652039325
