CAN Message; 0x77:f74d936e1a7aadbf
1739209735.9818697;-38.13080360867914
1739209735.981875;-38.13080360867914
1739209735.9818804;-35.57807855764607
1739209735.981886;-38.13080360867914
1739209735.9818914;-45.120503652039325
1739209735.9818966;-38.13080360867914
1739209735.9819021;-38.13080360867914
1739209735.9819076;-38.13080360867914
1739209735.9819129;-38.13080360867914
1739209735.9819183;-32.816014438256545
1739209735.9819238;-38.13080360867914
1739209735.981929;-38.13080360867914
1739209735.9819345;-38.13080360867914
1739209735.98194;-35.57807855764607
1739209735.9819453;-38.13080360867914
1739209735.9819508;-33.981070128970906
1739209735.9819562;-38.13080360867914
1739209735.9819617;-45.120503652039325
1739209735.981967;-38.13080360867914
1739209735.9819725;-38.13080360867914
1739209735.981978;-45.120503652039325
1739209735.9819832;-45.120503652039325
1739209735.9819887;-38.13080360867914
1739209735.9819942;-38.13080360867914
1739209735.9819994;-38.13080360867914
1739209735.982005;-45.120503652039325
1739209735.9820104;-38.13080360867914
1739209735.9820156;-38.13080360867914
1739209735.982021;-45.120503652039325
1739209735.9820266;-38.13080360867914
1739209735.9820318;-38.13080360867914
1739209735.9820373;-38.13080360867914
1739209735.9820428;-45.120503652039325
1739209735.982048;-38.13080360867914
1739209735.9820535;-38.13080360867914
1739209735.982059;-38.13080360867914
1739209735.9820645;-45.120503652039325
1739209735.9820697;-45.120503652039325
1739209735.9820752;-38.13080360867914
1739209735.9820807;-33.981070128970906
1739209735.982086;-45.120503652039325
1739209735.9820914;-38.13080360867914
1739209735.982097;-38.13080360867914
1739209735.9821022;-45.120503652039325
1739209735.9821076;-45.120503652039325
1739209735.9821131;-45.120503652039325
1739209735.9821184;-45.120503652039325
1739209735.9821239;-45.120503652039325
1739209735.9821293;-38.13080360867914
1739209735.9821348;-38.13080360867914
1739209735.98214;-38.13080360867914
1739209735.9821455;-33.981070128970906
1739209735.982151;-45.120503652039325
1739209735.9821563;-45.120503652039325
1739209735.9821618;-45.120503652039325
1739209735.9821672;-33.981070128970906
1739209735.9821725;-45.120503652039325
1739209735.982178;-45.120503652039325
1739209735.9821835;-45.120503652039325
1739209735.9821887;-45.120503652039325
1739209735.9821942;-45.120503652039325
1739209735.9821997;-45.120503652039325
1739209735.982205;-38.13080360867914
1739209735.9822104;-45.120503652039325
1739209735.982216;-45.120503652039325
1739209735.9822211;-38.13080360867914
1739209735.9822266;-38.13080360867914
1739209735.982232;-45.120503652039325
1739209735.9822376;-38.13080360867914
1739209735.9822428;-38.13080360867914
1739209735.9822483;-38.13080360867914
1739209735.9822538;-32.816014438256545
1739209735.982259;-38.13080360867914
1739209735.9822645;-38.13080360867914
1739209735.98227;-35.57807855764607
1739209735.9822752;-45.120503652039325
1739209735.9822807;-38.13080360867914
1739209735.9822862;-38.13080360867914
1739209735.9822915;-35.57807855764607
1739209735.982297;-45.120503652039325
1739209735.9823024;-45.120503652039325
1739209735.982308;-35.57807855764607
1739209735.9823132;-38.13080360867914
1739209735.9823186;-45.120503652039325
1739209735.9823241;-45.120503652039325
1739209735.9823294;-38.13080360867914
1739209735.9823349;-45.120503652039325
1739209735.9823403;-27.8777449560314
1739209735.9823456;-35.57807855764607
1739209735.982351;-45.120503652039325
1739209735.9823565;-38.13080360867914
1739209735.9823618;-35.57807855764607
1739209735.9823673;-35.57807855764607
1739209735.9823728;-45.120503652039325
1739209735.982378;-38.13080360867914
1739209735.9823835;-45.120503652039325
1739209735.982389;-45.120503652039325
1739209735.9823942;-45.120503652039325
1739209735.9823997;-45.120503652039325
1739209735.9824052;-38.13080360867914
1739209735.9824107;-45.120503652039325
1739209735.982416;-45.120503652039325
1739209735.9824214;-38.13080360867914
1739209735.982427;-29.438486411369333
1739209735.9824321;-32.816014438256545
1739209735.9824376;-45.120503652039325
1739209735.982443;-38.13080360867914
1739209735.9824483;-35.57807855764607
1739209735.9824538;-32.816014438256545
1739209735.9824593;-45.120503652039325
1739209735.9824646;-45.120503652039325
1739209735.98247;-45.120503652039325
1739209735.9824755;-45.120503652039325
1739209735.982481;-38.13080360867914
1739209735.9824862;-38.13080360867914
1739209735.9824917;-45.120503652039325
1739209735.9824972;-45.120503652039325
1739209735.9825025;-38.13080360867914
1739209735.982508;-35.57807855764607
1739209735.9825134;-45.120503652039325
1739209735.9825187;-45.120503652039325
1739209735.9825242;-38.13080360867914
1739209735.9825296;-38.13080360867914
1739209735.982535;-45.120503652039325
1739209735.9825404;-45.120503652039325
1739209735.9825459;-38.13080360867914
1739209735.982551;-38.13080360867914
1739209735.9825566;-38.13080360867914
1739209735.982562;-35.57807855764607
1739209735.9825673;-38.13080360867914
1739209735.9825728;-38.13080360867914
1739209735.9825783;-45.120503652039325
1739209735.9825838;-38.13080360867914
1739209735.982589;-38.13080360867914
1739209735.9825945;-38.13080360867914
1739209735.9826;-45.120503652039325
1739209735.9826052;-33.981070128970956
1739209735.9826107;-33.981070128970906
1739209735.9826162;-33.981070128970906
1739209735.9826214;-45.120503652039325
1739209735.982627;-45.120503652039325
1739209735.9826324;-32.816014438256545
1739209735.9826376;-38.13080360867914
1739209735.9826431;-35.57807855764607
1739209735.9826486;-30.49652367304973
1739209735.982654;-33.981070128970906
1739209735.9826593;-33.981070128970906
1739209735.9826648;-38.13080360867914
1739209735.9826703;-32.816014438256545
1739209735.9826756;-33.981070128970906
1739209735.982681;-38.13080360867914
1739209735.9826865;-45.120503652039325
1739209735.9826918;-32.81601443825658
1739209735.9826972;-38.13080360867914
1739209735.9827027;-33.981070128970906
1739209735.982708;-45.120503652039325
1739209735.9827135;-45.120503652039325
1739209735.982719;-38.13080360867914
1739209735.9827242;-38.13080360867914
1739209735.9827297;-38.13080360867914
1739209735.9827352;-28.992665084841942
1739209735.9827404;-38.13080360867914
1739209735.982746;-38.13080360867914
1739209735.9827514;-35.57807855764607
1739209735.9827569;-35.57807855764607
1739209735.982762;-45.120503652039325
1739209735.9827676;-45.120503652039325
1739209735.982773;-45.120503652039325
1739209735.9827783;-32.816014438256545
1739209735.9827838;-38.13080360867914
1739209735.9827893;-45.120503652039325
1739209735.9827945;-45.120503652039325
1739209735.9828;-45.120503652039325
1739209735.9828055;-45.120503652039325
1739209735.9828107;-45.120503652039325
1739209735.9828162;-32.816014438256545
1739209735.9828217;-27.267205301931607
1739209735.9828272;-38.13080360867914
1739209735.9828324;-38.13080360867914
1739209735.982838;-35.57807855764607
1739209735.9828434;-35.57807855764607
1739209735.9828486;-33.981070128970906
1739209735.9828541;-45.120503652039325
1739209735.9828596;-35.57807855764607
1739209735.9828649;-38.13080360867914
1739209735.9828703;-45.120503652039325
1739209735.9828758;-38.13080360867914
1739209735.982881;-35.57807855764607
1739209735.9828866;-45.120503652039325
1739209735.982892;-45.120503652039325
1739209735.9828973;-45.120503652039325
1739209735.9829028;-45.120503652039325
1739209735.9829082;-28.992665084841942
1739209735.9829135;-45.120503652039325
1739209735.982919;-38.13080360867914
1739209735.9829245;-45.120503652039325
1739209735.98293;-45.120503652039325
1739209735.9829352;-45.120503652039325
1739209735.9829407;-38.13080360867914
1739209735.9829462;-38.13080360867914
1739209735.9829514;-38.13080360867914
1739209735.982957;-38.13080360867914
1739209735.9829624;-45.120503652039325
1739209735.9829676;-38.13080360867914
1739209735.982973;-32.816014438256545
1739209735.9829786;-45.120503652039325
1739209735.9829838;-33.981070128970906
1739209735.9829893;-38.13080360867914
1739209735.9829948;-45.120503652039325
1739209735.9830003;-45.120503652039325
1739209735.9830055;-38.13080360867914
1739209735.983011;-38.13080360867914
1739209735.9830165;-38.13080360867914
1739209735.9830217;-33.981070128970906
1739209735.9830272;-38.13080360867914
1739209735.9830327;-45.120503652039325
1739209735.983038;-45.120503652039325
1739209735.9830434;-35.57807855764607
1739209735.983049;-35.57807855764607
1739209735.9830542;-45.120503652039325
1739209735.9830596;-38.13080360867914
1739209735.9830651;-35.57807855764607
1739209735.9830704;-38.13080360867914
1739209735.9830759;-38.13080360867914
1739209735.9830813;-38.13080360867914
1739209735.9830866;-38.13080360867914
1739209735.983092;-38.13080360867914
1739209735.9830976;-38.13080360867914
1739209735.983103;-38.13080360867914
1739209735.9831083;-38.13080360867914
1739209735.9831138;-38.13080360867914
1739209735.9831192;-38.13080360867914
1739209735.9831245;-38.13080360867914
1739209735.98313;-32.816014438256545
1739209735.9831355;-33.981070128970906
1739209735.9831407;-45.120503652039325
1739209735.9831462;-45.120503652039325
1739209735.9831517;-35.57807855764607
1739209735.983157;-38.13080360867914
1739209735.9831624;-45.120503652039325
1739209735.983168;-38.13080360867914
1739209735.9831734;-33.981070128970906
1739209735.9831786;-38.13080360867914
1739209735.983184;-38.13080360867914
1739209735.9831896;-38.13080360867914
1739209735.9831948;-38.13080360867914
1739209735.9832003;-45.120503652039325
1739209735.9832058;-45.120503652039325
1739209735.983211;-45.120503652039325
1739209735.9832165;-38.13080360867914
1739209735.983222;-38.13080360867914
1739209735.9832273;-45.120503652039325
1739209735.9832327;-45.120503652039325
1739209735.9832382;-38.13080360867914
1739209735.9832435;-38.13080360867914
1739209735.983249;-45.120503652039325
1739209735.9832544;-38.13080360867914
1739209735.9832597;-33.981070128970906
1739209735.9832652;-45.120503652039325
1739209735.9832706;-45.120503652039325
1739209735.9832761;-38.13080360867914
1739209735.9832814;-38.13080360867914
1739209735.9832869;-45.120503652039325
1739209735.9832923;-38.13080360867914
1739209735.9832976;-45.120503652039325
1739209735.983303;-38.13080360867914
1739209735.9833086;-38.13080360867914
1739209735.9833138;-35.57807855764607
1739209735.9833193;-35.57807855764607
1739209735.9833248;-45.120503652039325
1739209735.98333;-32.816014438256545
1739209735.9833355;-38.13080360867914
1739209735.983341;-38.13080360867914
1739209735.9833465;-35.57807855764607
1739209735.9833517;-45.120503652039325
1739209735.9833572;-38.13080360867914
1739209735.9833627;-33.981070128970906
1739209735.983368;-33.981070128970906
1739209735.9833734;-45.120503652039325
1739209735.983379;-35.57807855764607
1739209735.9833841;-38.13080360867914
1739209735.9833896;-45.120503652039325
1739209735.983395;-45.120503652039325
1739209735.9834003;-35.57807855764607
1739209735.9834058;-45.120503652039325
1739209735.9834113;-38.13080360867914
1739209735.9834166;-35.57807855764607
1739209735.983422;-33.981070128970906
1739209735.9834275;-33.981070128970906
1739209735.9834328;-38.13080360867914
1739209735.9834383;-38.13080360867914
1739209735.9834437;-45.120503652039325
1739209735.9834492;-45.120503652039325
1739209735.9834545;-33.981070128970906
1739209735.98346;-45.120503652039325
1739209735.9834654;-33.981070128970906
1739209735.9834707;-38.13080360867914
1739209735.9834762;-45.120503652039325
1739209735.9834816;-38.13080360867914
1739209735.983487;-38.13080360867914
1739209735.9834924;-38.13080360867914
1739209735.9834979;-38.13080360867914
1739209735.983503;-33.981070128970906
1739209735.9835086;-45.120503652039325
1739209735.983514;-38.13080360867914
1739209735.9835196;-35.57807855764607
1739209735.9835248;-38.13080360867914
1739209735.9835303;-45.120503652039325
1739209735.9835358;-38.13080360867914
1739209735.983541;-38.13080360867914
1739209735.9835465;-38.13080360867914
1739209735.983552;-45.120503652039325
1739209735.9835572;-38.13080360867914
1739209735.9835627;-45.120503652039325
1739209735.9835682;-45.120503652039325
1739209735.9835734;-45.120503652039325
1739209735.983579;-45.120503652039325
1739209735.9835844;-35.57807855764607
1739209735.9835896;-32.816014438256545
1739209735.9835951;-45.120503652039325
1739209735.9836006;-38.13080360867914
1739209735.9836059;-38.13080360867914
1739209735.9836113;-33.981070128970906
1739209735.9836168;-45.120503652039325
1739209735.9836223;-38.13080360867914
1739209735.9836276;-45.120503652039325
1739209735.983633;-38.13080360867914
1739209735.9836385;-45.120503652039325
1739209735.9836438;-45.120503652039325
1739209735.9836493;-38.13080360867914
1739209735.9836547;-38.13080360867914
1739209735.98366;-45.120503652039325
1739209735.9836655;-38.13080360867914
1739209735.983671;-38.13080360867914
1739209735.9836762;-38.13080360867914
1739209735.9836817;-45.120503652039325
1739209735.9836872;-38.13080360867914
1739209735.9836926;-38.13080360867914
1739209735.983698;-33.981070128970906
1739209735.9837034;-35.57807855764607
1739209735.9837089;-38.13080360867914
1739209735.983714;-45.120503652039325
1739209735.9837196;-38.13080360867914
1739209735.983725;-35.57807855764607
1739209735.9837303;-45.120503652039325
1739209735.9837358;-38.13080360867914
1739209735.9837413;-33.981070128970906
1739209735.9837465;-33.981070128970906
1739209735.983752;-38.13080360867914
1739209735.9837575;-38.13080360867914
1739209735.9837627;-35.57807855764607
1739209735.9837682;-38.13080360867914
1739209735.9837737;-45.120503652039325
1739209735.983779;-45.120503652039325
1739209735.9837844;-38.13080360867914
1739209735.98379;-38.13080360867914
1739209735.9837954;-45.120503652039325
1739209735.9838006;-45.120503652039325
1739209735.9838061;-45.120503652039325
1739209735.9838116;-38.13080360867914
1739209735.9838169;-38.13080360867914
1739209735.9838223;-38.13080360867914
1739209735.9838278;-38.13080360867914
1739209735.983833;-38.13080360867914
1739209735.9838386;-45.120503652039325
1739209735.983844;-45.120503652039325
1739209735.9838493;-38.13080360867914
1739209735.9838548;-45.120503652039325
1739209735.9838603;-38.13080360867914
1739209735.9838657;-45.120503652039325
1739209735.983871;-38.13080360867914
1739209735.9838765;-45.120503652039325
1739209735.983882;-45.120503652039325
1739209735.9838872;-45.120503652039325
1739209735.9838927;-38.13080360867914
1739209735.9838982;-38.13080360867914
1739209735.9839034;-38.13080360867914
1739209735.983909;-38.13080360867914
1739209735.9839144;-33.981070128970906
1739209735.9839196;-38.13080360867914
1739209735.983925;-45.120503652039325
1739209735.9839306;-38.13080360867914
1739209735.9839358;-45.120503652039325
1739209735.9839413;-38.13080360867914
1739209735.9839468;-38.13080360867914
1739209735.983952;-45.120503652039325
1739209735.9839575;-33.981070128970906
1739209735.983963;-38.13080360867914
1739209735.9839685;-45.120503652039325
1739209735.9839737;-38.13080360867914
1739209735.9839792;-45.120503652039325
1739209735.9839847;-38.13080360867914
1739209735.98399;-38.13080360867914
1739209735.9839954;-33.981070128970906
1739209735.984001;-38.13080360867914
1739209735.9840062;-32.816014438256545
1739209735.9840117;-33.981070128970906
1739209735.9840171;-38.13080360867914
1739209735.9840224;-38.13080360867914
1739209735.9840279;-45.120503652039325
1739209735.9840333;-38.13080360867914
1739209735.9840388;-45.120503652039325
1739209735.984044;-31.141103565318915
1739209735.9840496;-28.992665084841942
1739209735.984055;-45.120503652039325
1739209735.9840603;-45.120503652039325
1739209735.9840658;-45.120503652039325
1739209735.9840713;-45.120503652039325
1739209735.9840765;-45.120503652039325
1739209735.984082;-33.981070128970906
1739209735.9840875;-38.13080360867914
1739209735.9840927;-35.57807855764607
1739209735.9840982;-33.981070128970906
1739209735.9841037;-38.13080360867914
1739209735.984109;-45.120503652039325
1739209735.9841144;-45.120503652039325
1739209735.98412;-35.57807855764607
1739209735.9841251;-45.120503652039325
1739209735.9841306;-33.981070128970906
1739209735.984136;-27.267205301931607
1739209735.9841416;-38.13080360867914
1739209735.9841468;-45.120503652039325
1739209735.9841523;-38.13080360867914
1739209735.9841578;-33.981070128970906
1739209735.984163;-45.120503652039325
1739209735.9841685;-38.13080360867914
1739209735.984174;-45.120503652039325
1739209735.9841793;-38.13080360867914
1739209735.9841847;-38.13080360867914
1739209735.9841902;-45.120503652039325
1739209735.9841955;-38.13080360867914
1739209735.984201;-45.120503652039325
1739209735.9842064;-38.13080360867914
1739209735.984212;-38.13080360867914
1739209735.9842172;-38.13080360867914
1739209735.9842227;-28.992665084841942
1739209735.9842281;-38.13080360867914
1739209735.9842334;-45.120503652039325
1739209735.9842389;-38.13080360867914
1739209735.9842443;-38.13080360867914
1739209735.9842496;-45.120503652039325
1739209735.984255;-38.13080360867914
1739209735.9842606;-45.120503652039325
1739209735.9842658;-45.120503652039325
1739209735.9842713;-45.120503652039325
1739209735.9842768;-45.120503652039325
1739209735.984282;-45.120503652039325
1739209735.9842875;-38.13080360867914
1739209735.984293;-38.13080360867914
1739209735.9842982;-45.120503652039325
1739209735.9843037;-45.120503652039325
1739209735.9843092;-38.13080360867914
1739209735.9843147;-45.120503652039325
1739209735.98432;-45.120503652039325
1739209735.9843254;-45.120503652039325
1739209735.984331;-38.13080360867914
1739209735.9843361;-45.120503652039325
1739209735.9843416;-38.13080360867914
1739209735.984347;-38.13080360867914
1739209735.9843524;-45.120503652039325
1739209735.9843578;-45.120503652039325
1739209735.9843633;-35.57807855764607
1739209735.9843686;-38.13080360867914
1739209735.984374;-45.120503652039325
1739209735.9843795;-45.120503652039325
1739209735.984385;-45.120503652039325
1739209735.9843903;-45.120503652039325
1739209735.9843957;-45.120503652039325
1739209735.9844012;-45.120503652039325
1739209735.9844065;-45.120503652039325
1739209735.984412;-38.13080360867914
1739209735.9844174;-38.13080360867914
1739209735.9844227;-45.120503652039325
1739209735.9844282;-45.120503652039325
1739209735.9844337;-38.13080360867914
1739209735.984439;-32.816014438256545
1739209735.9844444;-33.981070128970906
1739209735.9844499;-38.13080360867914
1739209735.984455;-45.120503652039325
1739209735.9844606;-38.13080360867914
1739209735.984466;-38.13080360867914
1739209735.9844713;-45.120503652039325
1739209735.9844768;-35.57807855764607
1739209735.9844823;-45.120503652039325
1739209735.9844878;-45.120503652039325
1739209735.984493;-32.816014438256545
1739209735.9844985;-33.981070128970906
1739209735.984504;-45.120503652039325
1739209735.9845092;-45.120503652039325
1739209735.9845147;-32.816014438256545
1739209735.9845202;-33.981070128970906
1739209735.9845254;-30.49652367304973
1739209735.984531;-31.141103565318893
1739209735.9845364;-45.120503652039325
1739209735.9845417;-45.120503652039325
1739209735.9845471;-38.13080360867914
1739209735.9845526;-38.13080360867914
1739209735.984558;-38.13080360867914
1739209735.9845634;-33.981070128970906
1739209735.9845688;-45.120503652039325
1739209735.9845743;-38.13080360867914
1739209735.9845796;-38.13080360867914
1739209735.984585;-45.120503652039325
1739209735.9845905;-45.120503652039325
1739209735.9845958;-45.120503652039325
1739209735.9846013;-38.13080360867914
1739209735.9846067;-45.120503652039325
1739209735.984612;-38.13080360867914
1739209735.9846175;-38.13080360867914
1739209735.984623;-45.120503652039325
1739209735.9846282;-45.120503652039325
1739209735.9846337;-45.120503652039325
1739209735.9846392;-45.120503652039325
1739209735.9846444;-45.120503652039325
1739209735.98465;-45.120503652039325
1739209735.9846554;-38.13080360867914
1739209735.9846609;-38.13080360867914
1739209735.984666;-38.13080360867914
1739209735.9846716;-38.13080360867914
1739209735.984677;-38.13080360867914
1739209735.9846823;-33.981070128970906
1739209735.9846878;-45.120503652039325
1739209735.9846933;-38.13080360867914
1739209735.9846985;-45.120503652039325
1739209735.984704;-45.120503652039325
1739209735.9847095;-45.120503652039325
1739209735.9847147;-45.120503652039325
1739209735.9847202;-45.120503652039325
1739209735.9847257;-45.120503652039325
1739209735.9847312;-38.13080360867914
1739209735.9847364;-45.120503652039325
1739209735.984742;-38.13080360867914
1739209735.9847474;-33.981070128970906
1739209735.9847527;-45.120503652039325
1739209735.9847581;-38.13080360867914
1739209735.9847636;-35.57807855764607
1739209735.9847689;-35.57807855764607
1739209735.9847744;-45.120503652039325
1739209735.9847798;-38.13080360867914
1739209735.984785;-45.120503652039325
1739209735.9847906;-45.120503652039325
1739209735.984796;-45.120503652039325
1739209735.9848013;-45.120503652039325
1739209735.9848068;-38.13080360867914
1739209735.9848123;-45.120503652039325
1739209735.9848175;-38.13080360867914
1739209735.984823;-45.120503652039325
1739209735.9848285;-45.120503652039325
1739209735.984834;-35.57807855764607
1739209735.9848392;-38.13080360867914
1739209735.9848447;-45.120503652039325
1739209735.9848502;-45.120503652039325
1739209735.9848554;-38.13080360867914
1739209735.984861;-38.13080360867914
1739209735.9848664;-38.13080360867914
1739209735.9848716;-45.120503652039325
1739209735.984877;-45.120503652039325
1739209735.9848826;-38.13080360867914
1739209735.9848878;-38.13080360867914
1739209735.9848933;-45.120503652039325
1739209735.9848988;-45.120503652039325
1739209735.9849043;-38.13080360867914
1739209735.9849095;-45.120503652039325
1739209735.984915;-45.120503652039325
1739209735.9849205;-38.13080360867914
1739209735.9849257;-38.13080360867914
1739209735.9849312;-38.13080360867914
1739209735.9849367;-45.120503652039325
1739209735.984942;-38.13080360867914
1739209735.9849474;-38.13080360867914
1739209735.984953;-45.120503652039325
1739209735.9849582;-45.120503652039325
1739209735.9849637;-38.13080360867914
1739209735.9849691;-35.57807855764607
1739209735.9849744;-35.57807855764607
1739209735.9849799;-45.120503652039325
1739209735.9849854;-45.120503652039325
1739209735.9849906;-32.816014438256545
1739209735.984996;-38.13080360867914
1739209735.9850016;-38.13080360867914
1739209735.985007;-45.120503652039325
1739209735.9850123;-38.13080360867914
1739209735.9850178;-35.57807855764607
1739209735.9850233;-45.120503652039325
1739209735.9850285;-38.13080360867914
1739209735.985034;-38.13080360867914
1739209735.9850395;-38.13080360867914
1739209735.9850447;-45.120503652039325
1739209735.9850502;-38.13080360867914
1739209735.9850557;-38.13080360867914
1739209735.985061;-38.13080360867914
1739209735.9850664;-35.57807855764607
1739209735.985072;-38.13080360867914
1739209735.9850774;-32.816014438256545
1739209735.9850826;-33.981070128970906
1739209735.985088;-45.120503652039325
1739209735.9850936;-45.120503652039325
1739209735.9850988;-38.13080360867914
1739209735.9851043;-35.57807855764607
1739209735.9851098;-45.120503652039325
1739209735.985115;-38.13080360867914
1739209735.9851205;-45.120503652039325
1739209735.985126;-45.120503652039325
1739209735.9851313;-35.57807855764607
1739209735.9851367;-38.13080360867914
1739209735.9851422;-33.981070128970906
1739209735.9851475;-38.13080360867914
1739209735.985153;-45.120503652039325
1739209735.9851584;-38.13080360867914
1739209735.9851637;-31.141103565318893
1739209735.9851692;-38.13080360867914
1739209735.9851747;-45.120503652039325
1739209735.9851801;-38.13080360867914
1739209735.9851854;-45.120503652039325
1739209735.9851909;-45.120503652039325
1739209735.9851964;-45.120503652039325
1739209735.9852016;-45.120503652039325
1739209735.985207;-45.120503652039325
1739209735.9852126;-45.120503652039325
1739209735.9852178;-33.981070128970906
1739209735.9852233;-38.13080360867914
1739209735.9852288;-32.816014438256545
1739209735.985234;-38.13080360867914
1739209735.9852395;-38.13080360867914
1739209735.985245;-45.120503652039325
1739209735.9852505;-38.13080360867914
1739209735.9852557;-38.13080360867914
1739209735.9852612;-45.120503652039325
1739209735.9852667;-38.13080360867914
1739209735.985272;-45.120503652039325
1739209735.9852774;-45.120503652039325
1739209735.985283;-31.141103565318893
1739209735.9852881;-45.120503652039325
1739209735.9852936;-45.120503652039325
1739209735.985299;-38.13080360867914
1739209735.9853044;-38.13080360867914
1739209735.9853098;-38.13080360867914
1739209735.9853153;-45.120503652039325
1739209735.9853206;-45.120503652039325
1739209735.985326;-38.13080360867914
1739209735.9853315;-45.120503652039325
1739209735.9853368;-38.13080360867914
1739209735.9853423;-45.120503652039325
1739209735.9853477;-35.57807855764607
1739209735.9853532;-38.13080360867914
1739209735.9853585;-28.21854285175415
1739209735.985364;-32.816014438256545
1739209735.9853694;-38.13080360867914
1739209735.9853747;-38.13080360867914
1739209735.9853802;-38.13080360867914
1739209735.9853857;-38.13080360867914
1739209735.985391;-45.120503652039325
1739209735.9853964;-38.13080360867914
1739209735.9854019;-38.13080360867914
1739209735.985407;-45.120503652039325
1739209735.9854126;-45.120503652039325
1739209735.985418;-45.120503652039325
1739209735.9854236;-45.120503652039325
1739209735.9854288;-45.120503652039325
1739209735.9854343;-45.120503652039325
1739209735.9854398;-45.120503652039325
1739209735.985445;-28.21854285175415
1739209735.9854505;-32.816014438256545
1739209735.985456;-45.120503652039325
1739209735.9854612;-38.13080360867914
1739209735.9854667;-32.816014438256545
