CAN Message; 0x77:90c9d373f8605cff
Timestamp;Amplitude
1739209669.0561163;-38.13080360867914
1739209669.0561194;-38.13080360867914
1739209669.0561223;-45.120503652039325
1739209669.0561254;-45.120503652039325
1739209669.0561285;-38.13080360867914
1739209669.0561316;-38.13080360867914
1739209669.0561347;-45.120503652039325
1739209669.0561376;-45.120503652039325
1739209669.0561407;-32.816014438256545
1739209669.0561438;-38.13080360867914
1739209669.0561469;-38.13080360867914
1739209669.0561497;-45.120503652039325
1739209669.0561528;-32.816014438256545
1739209669.056156;-38.13080360867914
1739209669.056159;-35.57807855764607
1739209669.056162;-35.57807855764607
1739209669.056165;-45.120503652039325
1739209669.056168;-45.120503652039325
1739209669.0561712;-38.13080360867914
1739209669.0561743;-38.13080360867914
1739209669.0561774;-38.13080360867914
1739209669.0561802;-38.13080360867914
1739209669.0561833;-45.120503652039325
1739209669.0561864;-38.13080360867914
1739209669.0561895;-38.13080360867914
1739209669.0561924;-35.57807855764607
1739209669.0561955;-45.120503652039325
1739209669.0561986;-45.120503652039325
1739209669.0562017;-35.57807855764607
1739209669.0562048;-45.120503652039325
1739209669.0562077;-45.120503652039325
1739209669.0562108;-38.13080360867914
1739209669.0562139;-35.57807855764607
1739209669.056217;-45.120503652039325
1739209669.0562198;-28.58837851428586
1739209669.056223;-32.816014438256545
1739209669.056226;-45.120503652039325
1739209669.056229;-45.120503652039325
1739209669.0562322;-38.13080360867914
1739209669.056235;-35.57807855764607
1739209669.0562382;-45.120503652039325
1739209669.0562413;-38.13080360867914
1739209669.0562444;-38.13080360867914
1739209669.0562472;-33.981070128970956
1739209669.0562503;-32.816014438256545
1739209669.0562534;-38.13080360867914
1739209669.0562565;-45.120503652039325
1739209669.0562596;-45.120503652039325
1739209669.0562625;-35.57807855764607
1739209669.0562656;-38.13080360867914
1739209669.0562687;-33.981070128970906
1739209669.0562718;-32.816014438256545
1739209669.0562747;-45.120503652039325
1739209669.0562778;-38.13080360867914
1739209669.0562809;-38.13080360867914
1739209669.056284;-38.13080360867914
1739209669.056287;-45.120503652039325
1739209669.05629;-35.57807855764607
1739209669.056293;-45.120503652039325
1739209669.056296;-38.13080360867914
1739209669.0562992;-38.13080360867914
1739209669.056302;-45.120503652039325
1739209669.0563052;-45.120503652039325
1739209669.0563083;-45.120503652039325
1739209669.0563114;-45.120503652039325
1739209669.0563145;-35.57807855764607
1739209669.0563173;-45.120503652039325
1739209669.0563204;-45.120503652039325
1739209669.0563235;-45.120503652039325
1739209669.0563266;-45.120503652039325
1739209669.0563297;-45.120503652039325
1739209669.0563326;-45.120503652039325
1739209669.0563357;-38.13080360867914
1739209669.0563388;-45.120503652039325
1739209669.056342;-32.816014438256545
1739209669.0563447;-27.267205301931607
1739209669.0563478;-45.120503652039325
1739209669.056351;-45.120503652039325
1739209669.056354;-38.13080360867914
1739209669.0563571;-33.981070128970906
1739209669.05636;-45.120503652039325
1739209669.056363;-45.120503652039325
1739209669.0563662;-38.13080360867914
1739209669.0563693;-32.81601443825658
1739209669.0563722;-45.120503652039325
1739209669.0563753;-45.120503652039325
1739209669.0563784;-38.13080360867914
1739209669.0563815;-45.120503652039325
1739209669.0563846;-38.13080360867914
1739209669.0563874;-38.13080360867914
1739209669.0563905;-35.57807855764607
1739209669.0563936;-33.981070128970906
1739209669.0563967;-45.120503652039325
1739209669.0563996;-45.120503652039325
1739209669.0564027;-32.816014438256545
1739209669.0564058;-45.120503652039325
1739209669.056409;-45.120503652039325
1739209669.056412;-45.120503652039325
1739209669.0564148;-38.13080360867914
1739209669.056418;-31.141103565318915
1739209669.056421;-35.57807855764607
1739209669.0564241;-38.13080360867914
1739209669.056427;-38.13080360867914
1739209669.05643;-32.816014438256545
1739209669.0564332;-38.13080360867914
1739209669.0564363;-45.120503652039325
1739209669.0564394;-38.13080360867914
1739209669.0564423;-45.120503652039325
1739209669.0564454;-45.120503652039325
1739209669.0564485;-38.13080360867914
1739209669.0564516;-33.981070128970906
1739209669.0564547;-45.120503652039325
1739209669.0564575;-38.13080360867914
1739209669.0564606;-38.13080360867914
1739209669.0564637;-35.57807855764607
1739209669.0564668;-38.13080360867914
1739209669.0564697;-45.120503652039325
1739209669.0564728;-38.13080360867914
1739209669.0564759;-45.120503652039325
1739209669.056479;-38.13080360867914
1739209669.056482;-38.13080360867914
1739209669.056485;-45.120503652039325
1739209669.056488;-38.13080360867914
1739209669.0564911;-38.13080360867914
1739209669.0564942;-38.13080360867914
1739209669.056497;-45.120503652039325
1739209669.0565002;-45.120503652039325
1739209669.0565033;-45.120503652039325
1739209669.0565064;-45.120503652039325
1739209669.0565095;-38.13080360867914
1739209669.0565124;-38.13080360867914
1739209669.0565155;-45.120503652039325
1739209669.0565186;-45.120503652039325
1739209669.0565217;-38.13080360867914
1739209669.0565245;-45.120503652039325
1739209669.0565276;-38.13080360867914
1739209669.0565307;-45.120503652039325
1739209669.0565338;-45.120503652039325
1739209669.056537;-45.120503652039325
1739209669.0565398;-35.57807855764607
1739209669.0565429;-31.141103565318915
1739209669.056546;-38.13080360867914
1739209669.056549;-38.13080360867914
1739209669.056552;-38.13080360867914
1739209669.056555;-38.13080360867914
1739209669.0565581;-38.13080360867914
1739209669.0565612;-32.816014438256545
1739209669.0565643;-45.120503652039325
1739209669.0565672;-45.120503652039325
1739209669.0565703;-45.120503652039325
1739209669.0565734;-38.13080360867914
1739209669.0565765;-45.120503652039325
1739209669.0565794;-45.120503652039325
1739209669.0565825;-38.13080360867914
1739209669.0565856;-38.13080360867914
1739209669.0565886;-38.13080360867914
1739209669.0565917;-32.816014438256545
1739209669.0565946;-35.57807855764607
1739209669.0565977;-38.13080360867914
1739209669.0566008;-45.120503652039325
1739209669.056604;-38.13080360867914
1739209669.056607;-45.120503652039325
1739209669.0566099;-45.120503652039325
1739209669.056613;-38.13080360867914
1739209669.056616;-45.120503652039325
1739209669.0566192;-45.120503652039325
1739209669.056622;-45.120503652039325
1739209669.0566251;-45.120503652039325
1739209669.0566282;-45.120503652039325
1739209669.0566313;-38.13080360867914
1739209669.0566344;-38.13080360867914
1739209669.0566373;-38.13080360867914
1739209669.0566404;-45.120503652039325
1739209669.0566435;-38.13080360867914
1739209669.0566466;-45.120503652039325
1739209669.0566494;-38.13080360867914
1739209669.0566525;-32.816014438256545
1739209669.0566556;-35.57807855764607
1739209669.0566587;-45.120503652039325
1739209669.0566618;-45.120503652039325
1739209669.0566647;-27.8777449560314
1739209669.0566678;-38.13080360867914
1739209669.056671;-45.120503652039325
1739209669.056674;-45.120503652039325
1739209669.0566769;-45.120503652039325
1739209669.05668;-45.120503652039325
1739209669.056683;-45.120503652039325
1739209669.0566862;-45.120503652039325
1739209669.0566893;-38.13080360867914
1739209669.0566921;-38.13080360867914
1739209669.0566952;-45.120503652039325
1739209669.0566983;-45.120503652039325
1739209669.0567014;-45.120503652039325
1739209669.0567043;-38.13080360867914
1739209669.0567074;-32.816014438256545
1739209669.0567105;-45.120503652039325
1739209669.0567136;-26.035653463252796
1739209669.0567167;-30.49652367304973
1739209669.0567195;-45.120503652039325
1739209669.0567226;-45.120503652039325
1739209669.0567257;-31.141103565318893
1739209669.0567288;-38.13080360867914
1739209669.056732;-45.120503652039325
1739209669.0567348;-45.120503652039325
1739209669.056738;-45.120503652039325
1739209669.056741;-45.120503652039325
1739209669.056744;-45.120503652039325
1739209669.056747;-45.120503652039325
1739209669.05675;-45.120503652039325
1739209669.0567532;-45.120503652039325
1739209669.0567563;-45.120503652039325
1739209669.0567594;-38.13080360867914
1739209669.0567622;-45.120503652039325
1739209669.0567653;-33.981070128970906
1739209669.0567684;-45.120503652039325
1739209669.0567715;-45.120503652039325
1739209669.0567744;-45.120503652039325
1739209669.0567775;-38.13080360867914
1739209669.0567806;-45.120503652039325
1739209669.0567837;-45.120503652039325
1739209669.0567868;-29.438486411369333
1739209669.0567896;-30.49652367304973
1739209669.0567927;-45.120503652039325
1739209669.0567958;-38.13080360867914
1739209669.056799;-35.57807855764607
1739209669.0568018;-35.57807855764607
1739209669.056805;-45.120503652039325
1739209669.056808;-35.57807855764607
1739209669.056811;-38.13080360867914
1739209669.0568142;-38.13080360867914
1739209669.056817;-35.57807855764607
1739209669.0568202;-45.120503652039325
1739209669.0568233;-38.13080360867914
1739209669.0568264;-35.57807855764607
1739209669.0568292;-35.57807855764607
1739209669.0568323;-45.120503652039325
1739209669.0568354;-29.438486411369333
1739209669.0568385;-32.816014438256545
1739209669.0568416;-35.57807855764607
1739209669.0568445;-38.13080360867914
1739209669.0568476;-38.13080360867914
1739209669.0568507;-38.13080360867914
1739209669.0568538;-38.13080360867914
1739209669.0568569;-45.120503652039325
1739209669.0568597;-45.120503652039325
1739209669.0568628;-45.120503652039325
1739209669.056866;-38.13080360867914
1739209669.056869;-45.120503652039325
1739209669.056872;-38.13080360867914
1739209669.056875;-45.120503652039325
1739209669.056878;-38.13080360867914
1739209669.0568812;-35.57807855764607
1739209669.0568843;-38.13080360867914
1739209669.0568871;-45.120503652039325
1739209669.0568902;-35.57807855764607
1739209669.0568933;-38.13080360867914
1739209669.0568964;-45.120503652039325
1739209669.0568993;-45.120503652039325
1739209669.0569024;-32.816014438256545
1739209669.0569055;-45.120503652039325
1739209669.0569086;-38.13080360867914
1739209669.0569117;-38.13080360867914
1739209669.0569146;-38.13080360867914
1739209669.0569177;-45.120503652039325
1739209669.0569208;-38.13080360867914
1739209669.0569239;-35.57807855764607
1739209669.0569267;-38.13080360867914
1739209669.0569298;-38.13080360867914
1739209669.056933;-45.120503652039325
1739209669.056936;-45.120503652039325
1739209669.0569391;-32.816014438256545
1739209669.056942;-38.13080360867914
1739209669.056945;-45.120503652039325
1739209669.0569482;-45.120503652039325
1739209669.0569513;-38.13080360867914
1739209669.0569541;-45.120503652039325
1739209669.0569572;-45.120503652039325
1739209669.0569603;-35.57807855764607
1739209669.0569634;-38.13080360867914
1739209669.0569665;-45.120503652039325
1739209669.0569694;-45.120503652039325
1739209669.0569725;-38.13080360867914
1739209669.0569756;-38.13080360867914
1739209669.0569787;-38.13080360867914
1739209669.0569816;-45.120503652039325
1739209669.0569847;-45.120503652039325
1739209669.0569878;-45.120503652039325
1739209669.0569909;-45.120503652039325
1739209669.056994;-45.120503652039325
1739209669.0569968;-38.13080360867914
1739209669.057;-45.120503652039325
1739209669.057003;-45.120503652039325
1739209669.0570061;-45.120503652039325
1739209669.0570092;-45.120503652039325
1739209669.057012;-38.13080360867914
1739209669.0570152;-38.13080360867914
1739209669.0570183;-38.13080360867914
1739209669.0570214;-38.13080360867914
1739209669.0570242;-45.120503652039325
1739209669.0570273;-38.13080360867914
1739209669.0570304;-35.57807855764607
1739209669.0570335;-32.816014438256545
1739209669.0570366;-31.141103565318915
1739209669.0570395;-45.120503652039325
1739209669.0570426;-38.13080360867914
1739209669.0570457;-33.981070128970906
1739209669.0570488;-45.120503652039325
1739209669.0570517;-45.120503652039325
1739209669.0570548;-45.120503652039325
1739209669.0570579;-45.120503652039325
1739209669.057061;-45.120503652039325
1739209669.057064;-45.120503652039325
1739209669.057067;-45.120503652039325
1739209669.05707;-38.13080360867914
1739209669.057073;-45.120503652039325
1739209669.0570762;-38.13080360867914
1739209669.057079;-38.13080360867914
1739209669.0570822;-33.981070128970906
1739209669.0570853;-31.141103565318915
1739209669.0570884;-45.120503652039325
1739209669.0570915;-45.120503652039325
1739209669.0570943;-38.13080360867914
1739209669.0570974;-33.981070128970906
1739209669.0571005;-45.120503652039325
1739209669.0571036;-45.120503652039325
1739209669.0571065;-45.120503652039325
1739209669.0571096;-38.13080360867914
1739209669.0571127;-45.120503652039325
1739209669.0571158;-45.120503652039325
1739209669.057119;-38.13080360867914
1739209669.0571218;-45.120503652039325
1739209669.0571249;-45.120503652039325
1739209669.057128;-45.120503652039325
1739209669.057131;-45.120503652039325
1739209669.0571342;-38.13080360867914
1739209669.057137;-38.13080360867914
1739209669.05714;-45.120503652039325
1739209669.0571432;-38.13080360867914
1739209669.0571463;-33.981070128970906
1739209669.0571492;-38.13080360867914
1739209669.0571523;-45.120503652039325
1739209669.0571554;-38.13080360867914
1739209669.0571585;-32.816014438256545
1739209669.0571616;-45.120503652039325
1739209669.0571644;-45.120503652039325
1739209669.0571675;-45.120503652039325
1739209669.0571706;-38.13080360867914
1739209669.0571737;-45.120503652039325
1739209669.0571766;-45.120503652039325
1739209669.0571797;-45.120503652039325
1739209669.0571828;-33.981070128970956
1739209669.057186;-45.120503652039325
1739209669.057189;-45.120503652039325
1739209669.0571918;-45.120503652039325
1739209669.057195;-45.120503652039325
1739209669.057198;-38.13080360867914
1739209669.0572011;-45.120503652039325
1739209669.057204;-38.13080360867914
1739209669.057207;-27.8777449560314
1739209669.0572102;-45.120503652039325
1739209669.0572133;-38.13080360867914
1739209669.0572164;-35.57807855764607
1739209669.0572193;-35.57807855764607
1739209669.0572224;-38.13080360867914
1739209669.0572255;-45.120503652039325
1739209669.0572286;-45.120503652039325
1739209669.0572314;-33.981070128970956
1739209669.0572345;-45.120503652039325
1739209669.0572376;-38.13080360867914
1739209669.0572407;-45.120503652039325
1739209669.0572438;-45.120503652039325
1739209669.0572467;-38.13080360867914
1739209669.0572498;-45.120503652039325
1739209669.057253;-45.120503652039325
1739209669.057256;-27.8777449560314
1739209669.057259;-33.981070128970906
1739209669.057262;-45.120503652039325
1739209669.057265;-38.13080360867914
1739209669.0572681;-32.816014438256545
1739209669.0572712;-45.120503652039325
1739209669.057274;-45.120503652039325
1739209669.0572772;-45.120503652039325
1739209669.0572803;-45.120503652039325
1739209669.0572834;-45.120503652039325
1739209669.0572865;-45.120503652039325
1739209669.0572894;-45.120503652039325
1739209669.0572925;-45.120503652039325
1739209669.0572956;-38.13080360867914
1739209669.0572987;-38.13080360867914
1739209669.0573015;-35.57807855764607
1739209669.0573046;-38.13080360867914
1739209669.0573077;-45.120503652039325
1739209669.0573108;-45.120503652039325
1739209669.057314;-38.13080360867914
1739209669.0573168;-45.120503652039325
1739209669.0573199;-45.120503652039325
1739209669.057323;-45.120503652039325
1739209669.057326;-45.120503652039325
1739209669.057329;-30.49652367304973
1739209669.057332;-31.141103565318915
1739209669.0573351;-45.120503652039325
1739209669.0573382;-45.120503652039325
1739209669.0573413;-35.57807855764607
1739209669.0573442;-38.13080360867914
1739209669.0573473;-45.120503652039325
1739209669.0573504;-35.57807855764607
1739209669.0573535;-38.13080360867914
1739209669.0573564;-45.120503652039325
1739209669.0573595;-35.57807855764607
1739209669.0573626;-38.13080360867914
1739209669.0573657;-45.120503652039325
1739209669.0573688;-38.13080360867914
1739209669.0573716;-35.57807855764607
1739209669.0573747;-38.13080360867914
1739209669.0573778;-30.49652367304973
1739209669.057381;-35.57807855764607
1739209669.0573838;-45.120503652039325
1739209669.0573869;-38.13080360867914
1739209669.05739;-45.120503652039325
1739209669.057393;-38.13080360867914
1739209669.0573962;-38.13080360867914
1739209669.057399;-45.120503652039325
1739209669.0574021;-45.120503652039325
1739209669.0574052;-45.120503652039325
1739209669.0574083;-45.120503652039325
1739209669.0574114;-38.13080360867914
1739209669.0574143;-38.13080360867914
1739209669.0574174;-45.120503652039325
1739209669.0574205;-45.120503652039325
1739209669.0574236;-38.13080360867914
1739209669.0574265;-45.120503652039325
1739209669.0574296;-45.120503652039325
1739209669.0574327;-35.57807855764607
1739209669.0574358;-38.13080360867914
1739209669.0574389;-45.120503652039325
1739209669.0574417;-45.120503652039325
1739209669.0574448;-38.13080360867914
1739209669.057448;-45.120503652039325
1739209669.057451;-38.13080360867914
1739209669.0574539;-38.13080360867914
1739209669.057457;-38.13080360867914
1739209669.05746;-35.57807855764607
1739209669.0574632;-38.13080360867914
1739209669.0574663;-33.981070128970906
1739209669.0574691;-33.981070128970906
1739209669.0574722;-38.13080360867914
1739209669.0574753;-45.120503652039325
1739209669.0574784;-45.120503652039325
1739209669.0574813;-32.816014438256545
1739209669.0574844;-33.981070128970906
1739209669.0574875;-45.120503652039325
1739209669.0574906;-45.120503652039325
1739209669.0574937;-32.816014438256545
1739209669.0574965;-38.13080360867914
1739209669.0574996;-38.13080360867914
1739209669.0575027;-35.57807855764607
1739209669.0575058;-38.13080360867914
1739209669.0575087;-38.13080360867914
1739209669.0575118;-38.13080360867914
1739209669.057515;-38.13080360867914
1739209669.057518;-38.13080360867914
1739209669.057521;-45.120503652039325
1739209669.057524;-45.120503652039325
1739209669.057527;-38.13080360867914
1739209669.0575302;-35.57807855764607
1739209669.0575333;-45.120503652039325
1739209669.0575364;-45.120503652039325
1739209669.0575392;-45.120503652039325
1739209669.0575423;-38.13080360867914
1739209669.0575454;-45.120503652039325
1739209669.0575485;-45.120503652039325
1739209669.0575514;-38.13080360867914
1739209669.0575545;-38.13080360867914
1739209669.0575576;-38.13080360867914
1739209669.0575607;-38.13080360867914
1739209669.0575638;-38.13080360867914
1739209669.0575666;-38.13080360867914
1739209669.0575697;-38.13080360867914
1739209669.0575728;-45.120503652039325
1739209669.057576;-38.13080360867914
1739209669.0575788;-38.13080360867914
1739209669.057582;-45.120503652039325
1739209669.057585;-45.120503652039325
1739209669.057588;-45.120503652039325
1739209669.0575912;-45.120503652039325
1739209669.057594;-35.57807855764607
1739209669.0575972;-45.120503652039325
1739209669.0576003;-45.120503652039325
1739209669.0576034;-45.120503652039325
1739209669.0576062;-38.13080360867914
1739209669.0576093;-38.13080360867914
1739209669.0576124;-38.13080360867914
1739209669.0576155;-35.57807855764607
1739209669.0576186;-35.57807855764607
1739209669.0576215;-45.120503652039325
1739209669.0576246;-38.13080360867914
1739209669.0576277;-33.981070128970906
1739209669.0576308;-33.981070128970906
1739209669.0576336;-45.120503652039325
1739209669.0576367;-38.13080360867914
1739209669.0576398;-38.13080360867914
1739209669.057643;-45.120503652039325
1739209669.057646;-45.120503652039325
1739209669.057649;-45.120503652039325
1739209669.057652;-45.120503652039325
1739209669.057655;-45.120503652039325
1739209669.0576582;-38.13080360867914
1739209669.057661;-38.13080360867914
1739209669.0576642;-45.120503652039325
1739209669.0576673;-33.981070128970906
1739209669.0576704;-45.120503652039325
1739209669.0576735;-45.120503652039325
1739209669.0576763;-32.816014438256545
1739209669.0576794;-38.13080360867914
1739209669.0576825;-45.120503652039325
1739209669.0576856;-38.13080360867914
1739209669.0576887;-31.141103565318893
1739209669.0576916;-38.13080360867914
1739209669.0576947;-45.120503652039325
1739209669.0576978;-45.120503652039325
1739209669.0577009;-45.120503652039325
1739209669.0577037;-45.120503652039325
1739209669.0577068;-45.120503652039325
1739209669.05771;-38.13080360867914
1739209669.057713;-45.120503652039325
1739209669.0577161;-38.13080360867914
1739209669.057719;-38.13080360867914
1739209669.057722;-38.13080360867914
1739209669.0577252;-28.58837851428586
1739209669.0577283;-38.13080360867914
1739209669.0577312;-45.120503652039325
1739209669.0577343;-45.120503652039325
1739209669.0577374;-32.816014438256545
1739209669.0577404;-38.13080360867914
1739209669.0577435;-38.13080360867914
1739209669.0577464;-38.13080360867914
1739209669.0577495;-38.13080360867914
1739209669.0577526;-38.13080360867914
1739209669.0577557;-45.120503652039325
1739209669.0577586;-45.120503652039325
1739209669.0577617;-38.13080360867914
1739209669.0577648;-38.13080360867914
1739209669.0577679;-45.120503652039325
1739209669.057771;-45.120503652039325
1739209669.0577738;-38.13080360867914
1739209669.057777;-35.57807855764607
1739209669.05778;-45.120503652039325
1739209669.0577831;-38.13080360867914
1739209669.057786;-35.57807855764607
1739209669.057789;-33.981070128970906
1739209669.0577922;-45.120503652039325
1739209669.0577953;-38.13080360867914
1739209669.0577984;-30.49652367304973
1739209669.0578012;-45.120503652039325
1739209669.0578043;-45.120503652039325
1739209669.0578074;-45.120503652039325
1739209669.0578105;-45.120503652039325
1739209669.0578136;-38.13080360867914
1739209669.0578165;-38.13080360867914
1739209669.0578196;-38.13080360867914
1739209669.0578227;-45.120503652039325
1739209669.0578258;-45.120503652039325
1739209669.0578287;-45.120503652039325
1739209669.0578318;-38.13080360867914
1739209669.0578349;-45.120503652039325
1739209669.057838;-45.120503652039325
1739209669.057841;-38.13080360867914
1739209669.057844;-45.120503652039325
1739209669.057847;-31.141103565318893
1739209669.0578501;-38.13080360867914
1739209669.0578532;-45.120503652039325
1739209669.057856;-38.13080360867914
1739209669.0578592;-35.57807855764607
1739209669.0578623;-38.13080360867914
1739209669.0578654;-45.120503652039325
1739209669.0578685;-35.57807855764607
1739209669.0578713;-45.120503652039325
1739209669.0578744;-45.120503652039325
1739209669.0578775;-45.120503652039325
1739209669.0578806;-45.120503652039325
1739209669.0578835;-45.120503652039325
1739209669.0578866;-45.120503652039325
1739209669.0578897;-35.57807855764607
1739209669.0578928;-35.57807855764607
1739209669.057896;-35.57807855764607
1739209669.0578988;-35.57807855764607
1739209669.0579019;-45.120503652039325
1739209669.057905;-45.120503652039325
1739209669.057908;-35.57807855764607
1739209669.057911;-38.13080360867914
1739209669.057914;-45.120503652039325
1739209669.057917;-38.13080360867914
1739209669.0579202;-38.13080360867914
1739209669.0579233;-38.13080360867914
1739209669.0579262;-45.120503652039325
1739209669.0579293;-45.120503652039325
1739209669.0579324;-45.120503652039325
1739209669.0579355;-38.13080360867914
1739209669.0579386;-45.120503652039325
1739209669.0579414;-38.13080360867914
1739209669.0579445;-38.13080360867914
1739209669.0579476;-45.120503652039325
1739209669.0579507;-45.120503652039325
1739209669.0579536;-45.120503652039325
1739209669.0579567;-45.120503652039325
1739209669.0579598;-38.13080360867914
1739209669.057963;-45.120503652039325
1739209669.057966;-45.120503652039325
1739209669.0579689;-35.57807855764607
1739209669.057972;-32.816014438256545
1739209669.057975;-45.120503652039325
1739209669.0579782;-45.120503652039325
1739209669.057981;-32.816014438256545
1739209669.057984;-38.13080360867914
1739209669.0579872;-45.120503652039325
1739209669.0579903;-38.13080360867914
1739209669.0579934;-38.13080360867914
1739209669.0579963;-38.13080360867914
1739209669.0579994;-38.13080360867914
1739209669.0580025;-38.13080360867914
1739209669.0580056;-38.13080360867914
1739209669.0580084;-45.120503652039325
1739209669.0580115;-45.120503652039325
1739209669.0580146;-45.120503652039325
1739209669.0580177;-31.141103565318915
1739209669.0580208;-26.991370085610722
1739209669.0580237;-45.120503652039325
1739209669.0580268;-38.13080360867914
1739209669.05803;-38.13080360867914
1739209669.058033;-32.816014438256545
1739209669.0580359;-38.13080360867914
1739209669.058039;-38.13080360867914
1739209669.058042;-38.13080360867914
1739209669.0580451;-38.13080360867914
1739209669.0580482;-30.49652367304973
1739209669.058051;-38.13080360867914
1739209669.0580542;-38.13080360867914
1739209669.0580573;-38.13080360867914
1739209669.0580604;-29.438486411369333
1739209669.0580633;-38.13080360867914
1739209669.0580664;-45.120503652039325
1739209669.0580695;-45.120503652039325
1739209669.0580726;-38.13080360867914
1739209669.0580757;-35.57807855764607
1739209669.0580785;-38.13080360867914
1739209669.0580816;-45.120503652039325
1739209669.0580847;-35.57807855764607
1739209669.0580878;-45.120503652039325
