CAN Message; 0x1d3:0000f201776a8bc6
1739209664.3053772;-38.13080360867914
1739209664.305389;-35.57807855764607
1739209664.3054008;-38.13080360867914
1739209664.3054125;-38.13080360867914
1739209664.3054245;-45.120503652039325
1739209664.3054361;-45.120503652039325
1739209664.305448;-45.120503652039325
1739209664.3054597;-45.120503652039325
1739209664.3054714;-38.13080360867914
1739209664.3054833;-45.120503652039325
1739209664.305495;-38.13080360867914
1739209664.305507;-35.57807855764607
1739209664.3055186;-45.120503652039325
1739209664.3055303;-38.13080360867914
1739209664.3055422;-38.13080360867914
1739209664.305554;-38.13080360867914
1739209664.3055658;-35.57807855764607
1739209664.3055775;-38.13080360867914
1739209664.3055892;-33.981070128970906
1739209664.3056011;-38.13080360867914
1739209664.3056128;-45.120503652039325
1739209664.3056247;-38.13080360867914
1739209664.3056364;-45.120503652039325
1739209664.3056483;-45.120503652039325
1739209664.30566;-38.13080360867914
1739209664.3056717;-33.981070128970906
1739209664.3056836;-38.13080360867914
1739209664.3056953;-45.120503652039325
1739209664.3057072;-38.13080360867914
1739209664.305719;-45.120503652039325
1739209664.3057306;-45.120503652039325
1739209664.3057425;-45.120503652039325
1739209664.3057542;-33.981070128970906
1739209664.305766;-45.120503652039325
1739209664.3057778;-38.13080360867914
1739209664.3057895;-45.120503652039325
1739209664.3058014;-45.120503652039325
1739209664.305813;-30.49652367304973
1739209664.305825;-33.981070128970906
1739209664.3058367;-38.13080360867914
1739209664.3058486;-38.13080360867914
1739209664.3058603;-33.981070128970906
1739209664.305872;-38.13080360867914
1739209664.305884;-45.120503652039325
1739209664.3058956;-38.13080360867914
1739209664.3059075;-45.120503652039325
1739209664.3059192;-45.120503652039325
1739209664.3059309;-45.120503652039325
1739209664.3059428;-38.13080360867914
1739209664.3059545;-35.57807855764607
1739209664.3059664;-45.120503652039325
1739209664.305978;-45.120503652039325
1739209664.3059897;-45.120503652039325
1739209664.3060017;-33.981070128970906
1739209664.3060133;-38.13080360867914
1739209664.3060253;-45.120503652039325
1739209664.306037;-45.120503652039325
1739209664.3060489;-38.13080360867914
1739209664.3060606;-38.13080360867914
1739209664.3060722;-45.120503652039325
1739209664.3060842;-38.13080360867914
1739209664.3060958;-38.13080360867914
1739209664.3061078;-45.120503652039325
1739209664.3061194;-45.120503652039325
1739209664.3061311;-38.13080360867914
1739209664.306143;-35.57807855764607
1739209664.3061547;-45.120503652039325
1739209664.3061666;-45.120503652039325
1739209664.3061783;-33.981070128970906
1739209664.30619;-32.816014438256545
1739209664.306202;-38.13080360867914
1739209664.3062136;-45.120503652039325
1739209664.3062255;-33.981070128970906
1739209664.3062372;-33.981070128970906
1739209664.3062491;-38.13080360867914
1739209664.3062608;-45.120503652039325
1739209664.3062725;-38.13080360867914
1739209664.3062844;-45.120503652039325
1739209664.306296;-33.981070128970906
1739209664.306308;-38.13080360867914
1739209664.3063197;-38.13080360867914
1739209664.3063314;-38.13080360867914
1739209664.3063433;-45.120503652039325
1739209664.306355;-45.120503652039325
1739209664.306367;-45.120503652039325
1739209664.3063786;-33.981070128970906
1739209664.3063903;-38.13080360867914
1739209664.3064022;-45.120503652039325
1739209664.306414;-35.57807855764607
1739209664.3064258;-35.57807855764607
1739209664.3064375;-35.57807855764607
1739209664.3064494;-38.13080360867914
1739209664.306461;-45.120503652039325
1739209664.3064728;-45.120503652039325
1739209664.3064847;-45.120503652039325
1739209664.3064964;-45.120503652039325
1739209664.3065083;-45.120503652039325
1739209664.30652;-45.120503652039325
1739209664.3065317;-38.13080360867914
1739209664.3065436;-38.13080360867914
1739209664.3065553;-33.981070128970906
1739209664.3065672;-35.57807855764607
1739209664.3065789;-38.13080360867914
1739209664.3065906;-45.120503652039325
1739209664.3066025;-45.120503652039325
1739209664.3066142;-38.13080360867914
1739209664.306626;-32.816014438256545
1739209664.3066378;-38.13080360867914
1739209664.3066497;-38.13080360867914
1739209664.3066614;-38.13080360867914
1739209664.306673;-38.13080360867914
1739209664.306685;-38.13080360867914
1739209664.3066967;-38.13080360867914
1739209664.3067086;-38.13080360867914
1739209664.3067203;-38.13080360867914
1739209664.306732;-38.13080360867914
1739209664.3067439;-38.13080360867914
1739209664.3067555;-45.120503652039325
1739209664.3067675;-45.120503652039325
1739209664.3067791;-38.13080360867914
1739209664.306791;-45.120503652039325
1739209664.3068027;-38.13080360867914
1739209664.3068144;-38.13080360867914
1739209664.3068264;-45.120503652039325
1739209664.306838;-45.120503652039325
1739209664.30685;-38.13080360867914
1739209664.3068616;-38.13080360867914
1739209664.3068733;-35.57807855764607
1739209664.3068852;-35.57807855764607
1739209664.306897;-38.13080360867914
1739209664.3069088;-38.13080360867914
1739209664.3069205;-45.120503652039325
1739209664.3069322;-45.120503652039325
1739209664.3069441;-38.13080360867914
1739209664.3069558;-33.981070128970906
1739209664.3069677;-45.120503652039325
1739209664.3069794;-45.120503652039325
1739209664.3069913;-38.13080360867914
1739209664.307003;-32.816014438256545
1739209664.3070147;-38.13080360867914
1739209664.3070266;-38.13080360867914
1739209664.3070383;-45.120503652039325
1739209664.3070502;-33.981070128970956
1739209664.307062;-38.13080360867914
1739209664.3070736;-45.120503652039325
1739209664.3070855;-45.120503652039325
1739209664.3070972;-32.816014438256545
1739209664.307109;-45.120503652039325
1739209664.3071208;-38.13080360867914
1739209664.3071325;-35.57807855764607
1739209664.3071444;-27.267205301931607
1739209664.307156;-38.13080360867914
1739209664.307168;-45.120503652039325
1739209664.3071797;-45.120503652039325
1739209664.3071916;-38.13080360867914
1739209664.3072033;-45.120503652039325
1739209664.307215;-38.13080360867914
1739209664.307227;-45.120503652039325
1739209664.3072386;-45.120503652039325
1739209664.3072505;-38.13080360867914
1739209664.3072622;-38.13080360867914
1739209664.3072739;-45.120503652039325
1739209664.3072858;-45.120503652039325
1739209664.3072975;-45.120503652039325
1739209664.3073094;-45.120503652039325
1739209664.307321;-45.120503652039325
1739209664.3073328;-30.49652367304973
1739209664.3073447;-32.816014438256545
1739209664.3073564;-45.120503652039325
1739209664.3073683;-45.120503652039325
1739209664.30738;-38.13080360867914
1739209664.307392;-38.13080360867914
1739209664.3074036;-45.120503652039325
1739209664.3074152;-45.120503652039325
1739209664.3074272;-33.981070128970956
1739209664.3074389;-45.120503652039325
1739209664.3074508;-38.13080360867914
1739209664.3074625;-45.120503652039325
1739209664.3074741;-38.13080360867914
1739209664.307486;-45.120503652039325
1739209664.3074977;-38.13080360867914
1739209664.3075097;-45.120503652039325
1739209664.3075213;-30.49652367304973
1739209664.307533;-31.141103565318893
1739209664.307545;-45.120503652039325
1739209664.3075566;-45.120503652039325
1739209664.3075686;-35.57807855764607
1739209664.3075802;-33.981070128970906
1739209664.3075922;-45.120503652039325
1739209664.3076038;-38.13080360867914
1739209664.3076155;-45.120503652039325
1739209664.3076274;-45.120503652039325
1739209664.3076391;-45.120503652039325
1739209664.307651;-45.120503652039325
1739209664.3076627;-45.120503652039325
1739209664.3076744;-38.13080360867914
1739209664.3076863;-38.13080360867914
1739209664.307698;-45.120503652039325
1739209664.30771;-35.57807855764607
1739209664.3077216;-35.57807855764607
1739209664.3077333;-45.120503652039325
1739209664.3077452;-45.120503652039325
1739209664.307757;-38.13080360867914
1739209664.3077688;-45.120503652039325
1739209664.3077805;-45.120503652039325
1739209664.3077924;-45.120503652039325
1739209664.307804;-32.816014438256545
1739209664.3078158;-29.438486411369333
1739209664.3078277;-45.120503652039325
1739209664.3078394;-45.120503652039325
1739209664.3078513;-31.141103565318915
1739209664.307863;-35.57807855764607
1739209664.3078747;-45.120503652039325
1739209664.3078866;-45.120503652039325
1739209664.3078983;-45.120503652039325
1739209664.3079102;-45.120503652039325
1739209664.307922;-45.120503652039325
1739209664.3079336;-45.120503652039325
1739209664.3079455;-38.13080360867914
1739209664.3079572;-45.120503652039325
1739209664.307969;-38.13080360867914
1739209664.3079808;-38.13080360867914
1739209664.3079927;-38.13080360867914
1739209664.3080044;-31.141103565318893
1739209664.308016;-45.120503652039325
1739209664.308028;-38.13080360867914
1739209664.3080397;-38.13080360867914
1739209664.3080516;-32.816014438256545
1739209664.3080633;-38.13080360867914
1739209664.308075;-35.57807855764607
1739209664.3080869;-38.13080360867914
1739209664.3080986;-33.981070128970956
1739209664.3081105;-45.120503652039325
1739209664.3081222;-45.120503652039325
1739209664.3081338;-45.120503652039325
1739209664.3081458;-45.120503652039325
1739209664.3081574;-32.816014438256545
1739209664.3081694;-38.13080360867914
1739209664.308181;-32.816014438256545
1739209664.308193;-26.487275050834715
1739209664.3082047;-35.57807855764607
1739209664.3082163;-38.13080360867914
1739209664.3082283;-45.120503652039325
1739209664.30824;-35.57807855764607
1739209664.3082519;-38.13080360867914
1739209664.3082635;-45.120503652039325
1739209664.3082752;-45.120503652039325
1739209664.3082871;-33.981070128970956
1739209664.3082988;-38.13080360867914
1739209664.3083107;-35.57807855764607
1739209664.3083224;-45.120503652039325
1739209664.308334;-45.120503652039325
1739209664.308346;-38.13080360867914
1739209664.3083577;-45.120503652039325
1739209664.3083696;-38.13080360867914
1739209664.3083813;-31.141103565318915
1739209664.3083932;-38.13080360867914
1739209664.308405;-45.120503652039325
1739209664.3084166;-38.13080360867914
1739209664.3084285;-38.13080360867914
1739209664.3084402;-33.981070128970906
1739209664.3084521;-38.13080360867914
1739209664.3084638;-45.120503652039325
1739209664.3084755;-45.120503652039325
1739209664.3084874;-38.13080360867914
1739209664.308499;-38.13080360867914
1739209664.308511;-38.13080360867914
1739209664.3085227;-45.120503652039325
1739209664.3085344;-35.57807855764607
1739209664.3085463;-35.57807855764607
1739209664.308558;-45.120503652039325
1739209664.30857;-33.981070128970906
1739209664.3085816;-45.120503652039325
1739209664.3085935;-45.120503652039325
1739209664.3086052;-45.120503652039325
1739209664.3086169;-45.120503652039325
1739209664.3086288;-38.13080360867914
1739209664.3086405;-38.13080360867914
1739209664.3086524;-38.13080360867914
1739209664.308664;-33.981070128970906
1739209664.3086758;-38.13080360867914
1739209664.3086877;-38.13080360867914
1739209664.3086994;-45.120503652039325
1739209664.3087113;-45.120503652039325
1739209664.308723;-38.13080360867914
1739209664.308735;-33.981070128970906
1739209664.3087466;-38.13080360867914
1739209664.3087583;-45.120503652039325
1739209664.3087702;-38.13080360867914
1739209664.3087819;-38.13080360867914
1739209664.3087938;-38.13080360867914
1739209664.3088055;-38.13080360867914
1739209664.3088171;-38.13080360867914
1739209664.308829;-32.816014438256545
1739209664.3088408;-45.120503652039325
1739209664.3088527;-33.981070128970906
1739209664.3088644;-32.816014438256545
1739209664.308876;-35.57807855764607
1739209664.308888;-45.120503652039325
1739209664.3088996;-38.13080360867914
1739209664.3089116;-33.981070128970906
1739209664.3089232;-38.13080360867914
1739209664.3089352;-38.13080360867914
1739209664.3089468;-38.13080360867914
1739209664.3089585;-33.981070128970906
1739209664.3089705;-45.120503652039325
1739209664.3089821;-45.120503652039325
1739209664.308994;-45.120503652039325
1739209664.3090057;-45.120503652039325
1739209664.3090174;-45.120503652039325
1739209664.3090293;-45.120503652039325
1739209664.309041;-45.120503652039325
1739209664.309053;-45.120503652039325
1739209664.3090646;-38.13080360867914
1739209664.3090763;-38.13080360867914
1739209664.3090882;-45.120503652039325
1739209664.3091;-33.981070128970906
1739209664.3091118;-35.57807855764607
1739209664.3091235;-38.13080360867914
1739209664.3091354;-38.13080360867914
1739209664.3091471;-38.13080360867914
1739209664.3091588;-35.57807855764607
1739209664.3091707;-38.13080360867914
1739209664.3091824;-35.57807855764607
1739209664.3091943;-38.13080360867914
1739209664.309206;-45.120503652039325
1739209664.3092177;-35.57807855764607
1739209664.3092296;-32.816014438256545
1739209664.3092413;-38.13080360867914
1739209664.3092532;-45.120503652039325
1739209664.309265;-45.120503652039325
1739209664.3092766;-45.120503652039325
1739209664.3092885;-33.981070128970906
1739209664.3093002;-45.120503652039325
1739209664.309312;-45.120503652039325
1739209664.3093238;-45.120503652039325
1739209664.3093357;-38.13080360867914
1739209664.3093474;-38.13080360867914
1739209664.309359;-45.120503652039325
1739209664.309371;-32.816014438256545
1739209664.3093827;-45.120503652039325
1739209664.3093946;-45.120503652039325
1739209664.3094063;-38.13080360867914
1739209664.309418;-38.13080360867914
1739209664.30943;-38.13080360867914
1739209664.3094416;-45.120503652039325
1739209664.3094535;-35.57807855764607
1739209664.3094652;-38.13080360867914
1739209664.3094769;-33.981070128970906
1739209664.3094888;-38.13080360867914
1739209664.3095005;-38.13080360867914
1739209664.3095124;-38.13080360867914
1739209664.309524;-38.13080360867914
1739209664.309536;-38.13080360867914
1739209664.3095477;-45.120503652039325
1739209664.3095593;-45.120503652039325
1739209664.3095713;-38.13080360867914
1739209664.309583;-45.120503652039325
1739209664.3095949;-33.981070128970906
1739209664.3096066;-35.57807855764607
1739209664.3096182;-45.120503652039325
1739209664.3096302;-45.120503652039325
1739209664.3096418;-38.13080360867914
1739209664.3096538;-45.120503652039325
1739209664.3096654;-45.120503652039325
1739209664.3096771;-45.120503652039325
1739209664.309689;-32.816014438256545
1739209664.3097007;-38.13080360867914
1739209664.3097126;-38.13080360867914
1739209664.3097243;-32.816014438256545
1739209664.3097363;-45.120503652039325
1739209664.309748;-45.120503652039325
1739209664.3097596;-45.120503652039325
1739209664.3097715;-38.13080360867914
1739209664.3097832;-45.120503652039325
1739209664.3097951;-38.13080360867914
1739209664.3098068;-45.120503652039325
1739209664.3098185;-45.120503652039325
1739209664.3098304;-38.13080360867914
1739209664.309842;-45.120503652039325
1739209664.309854;-38.13080360867914
1739209664.3098657;-45.120503652039325
1739209664.3098774;-45.120503652039325
1739209664.3098893;-45.120503652039325
1739209664.309901;-35.57807855764607
1739209664.309913;-35.57807855764607
1739209664.3099246;-38.13080360867914
1739209664.3099365;-45.120503652039325
1739209664.3099482;-35.57807855764607
1739209664.30996;-35.57807855764607
1739209664.3099718;-38.13080360867914
1739209664.3099835;-32.816014438256545
1739209664.3099954;-45.120503652039325
1739209664.310007;-45.120503652039325
1739209664.3100188;-38.13080360867914
1739209664.3100307;-38.13080360867914
1739209664.3100424;-45.120503652039325
1739209664.3100543;-45.120503652039325
1739209664.310066;-38.13080360867914
1739209664.3100777;-45.120503652039325
1739209664.3100896;-45.120503652039325
1739209664.3101013;-45.120503652039325
1739209664.3101132;-38.13080360867914
1739209664.3101249;-45.120503652039325
1739209664.3101368;-35.57807855764607
1739209664.3101485;-35.57807855764607
1739209664.3101602;-38.13080360867914
1739209664.310172;-38.13080360867914
1739209664.3101838;-38.13080360867914
1739209664.3101957;-27.8777449560314
1739209664.3102074;-45.120503652039325
1739209664.310219;-38.13080360867914
1739209664.310231;-45.120503652039325
1739209664.3102427;-45.120503652039325
1739209664.3102546;-45.120503652039325
1739209664.3102663;-45.120503652039325
1739209664.310278;-45.120503652039325
1739209664.3102899;-33.981070128970956
1739209664.3103015;-38.13080360867914
1739209664.3103135;-38.13080360867914
1739209664.3103251;-38.13080360867914
1739209664.310337;-45.120503652039325
1739209664.3103487;-45.120503652039325
1739209664.3103604;-45.120503652039325
1739209664.3103724;-38.13080360867914
1739209664.310384;-25.62660358559016
1739209664.310396;-38.13080360867914
1739209664.3104076;-45.120503652039325
1739209664.3104193;-35.57807855764607
1739209664.3104312;-35.57807855764607
1739209664.310443;-45.120503652039325
1739209664.3104548;-45.120503652039325
1739209664.3104665;-45.120503652039325
1739209664.3104782;-38.13080360867914
1739209664.3104901;-45.120503652039325
1739209664.3105018;-45.120503652039325
1739209664.3105137;-38.13080360867914
1739209664.3105254;-38.13080360867914
1739209664.3105373;-45.120503652039325
1739209664.310549;-45.120503652039325
1739209664.3105607;-38.13080360867914
1739209664.3105726;-30.49652367304973
1739209664.3105843;-38.13080360867914
1739209664.3105962;-45.120503652039325
1739209664.310608;-45.120503652039325
1739209664.3106196;-31.141103565318915
1739209664.3106315;-38.13080360867914
1739209664.3106432;-45.120503652039325
1739209664.310655;-38.13080360867914
1739209664.3106668;-38.13080360867914
1739209664.3106787;-45.120503652039325
1739209664.3106904;-45.120503652039325
1739209664.310702;-45.120503652039325
1739209664.310714;-38.13080360867914
1739209664.3107257;-38.13080360867914
1739209664.3107376;-45.120503652039325
1739209664.3107493;-38.13080360867914
1739209664.310761;-45.120503652039325
1739209664.310773;-45.120503652039325
1739209664.3107846;-38.13080360867914
1739209664.3107965;-38.13080360867914
1739209664.3108082;-38.13080360867914
1739209664.3108199;-45.120503652039325
1739209664.3108318;-45.120503652039325
1739209664.3108435;-38.13080360867914
1739209664.3108554;-28.992665084841942
1739209664.310867;-31.141103565318915
1739209664.310879;-38.13080360867914
1739209664.3108907;-38.13080360867914
1739209664.3109024;-33.981070128970906
1739209664.3109143;-38.13080360867914
1739209664.310926;-45.120503652039325
1739209664.310938;-35.57807855764607
1739209664.3109496;-35.57807855764607
1739209664.3109612;-38.13080360867914
1739209664.3109732;-45.120503652039325
1739209664.3109848;-38.13080360867914
1739209664.3109968;-35.57807855764607
1739209664.3110085;-45.120503652039325
1739209664.3110201;-45.120503652039325
1739209664.311032;-33.981070128970906
1739209664.3110437;-31.141103565318915
1739209664.3110557;-31.141103565318915
1739209664.3110673;-45.120503652039325
1739209664.3110793;-45.120503652039325
1739209664.311091;-33.981070128970906
1739209664.3111026;-32.816014438256545
1739209664.3111145;-38.13080360867914
1739209664.3111262;-45.120503652039325
1739209664.3111382;-33.981070128970906
1739209664.3111498;-30.49652367304973
1739209664.3111615;-45.120503652039325
1739209664.3111734;-45.120503652039325
1739209664.3111851;-45.120503652039325
1739209664.311197;-45.120503652039325
1739209664.3112087;-45.120503652039325
1739209664.3112204;-45.120503652039325
1739209664.3112323;-33.981070128970906
1739209664.311244;-31.141103565318915
1739209664.311256;-38.13080360867914
1739209664.3112676;-45.120503652039325
1739209664.3112795;-38.13080360867914
1739209664.3112912;-35.57807855764607
1739209664.311303;-38.13080360867914
1739209664.3113148;-38.13080360867914
1739209664.3113265;-35.57807855764607
1739209664.3113384;-33.981070128970906
1739209664.31135;-33.981070128970906
1739209664.3113618;-38.13080360867914
1739209664.3113737;-45.120503652039325
1739209664.3113854;-45.120503652039325
1739209664.3113973;-38.13080360867914
1739209664.311409;-45.120503652039325
1739209664.3114207;-45.120503652039325
1739209664.3114326;-45.120503652039325
1739209664.3114443;-45.120503652039325
1739209664.3114562;-45.120503652039325
1739209664.311468;-45.120503652039325
1739209664.3114798;-33.981070128970906
1739209664.3114915;-35.57807855764607
1739209664.3115032;-38.13080360867914
1739209664.311515;-38.13080360867914
1739209664.3115268;-45.120503652039325
1739209664.3115387;-45.120503652039325
1739209664.3115504;-45.120503652039325
1739209664.311562;-38.13080360867914
1739209664.311574;-33.981070128970906
1739209664.3115857;-45.120503652039325
1739209664.3115976;-45.120503652039325
1739209664.3116093;-35.57807855764607
1739209664.311621;-31.141103565318915
1739209664.3116329;-45.120503652039325
1739209664.3116446;-45.120503652039325
1739209664.3116565;-45.120503652039325
1739209664.3116682;-38.13080360867914
1739209664.31168;-45.120503652039325
1739209664.3116918;-38.13080360867914
1739209664.3117034;-45.120503652039325
1739209664.3117154;-38.13080360867914
1739209664.311727;-35.57807855764607
1739209664.311739;-45.120503652039325
1739209664.3117507;-45.120503652039325
1739209664.3117623;-35.57807855764607
1739209664.3117743;-35.57807855764607
1739209664.311786;-45.120503652039325
1739209664.3117979;-38.13080360867914
1739209664.3118095;-38.13080360867914
1739209664.3118212;-38.13080360867914
1739209664.3118331;-38.13080360867914
1739209664.3118448;-35.57807855764607
1739209664.3118567;-38.13080360867914
1739209664.3118684;-38.13080360867914
1739209664.3118804;-38.13080360867914
1739209664.311892;-45.120503652039325
1739209664.3119037;-45.120503652039325
1739209664.3119156;-45.120503652039325
1739209664.3119273;-35.57807855764607
1739209664.3119392;-38.13080360867914
1739209664.311951;-38.13080360867914
1739209664.3119626;-38.13080360867914
1739209664.3119745;-38.13080360867914
1739209664.3119862;-45.120503652039325
1739209664.3119981;-45.120503652039325
1739209664.3120098;-45.120503652039325
1739209664.3120215;-45.120503652039325
1739209664.3120334;-38.13080360867914
1739209664.312045;-38.13080360867914
1739209664.312057;-45.120503652039325
1739209664.3120687;-35.57807855764607
1739209664.3120806;-38.13080360867914
1739209664.3120923;-33.981070128970906
1739209664.312104;-33.981070128970906
1739209664.312116;-45.120503652039325
1739209664.3121276;-45.120503652039325
1739209664.3121395;-45.120503652039325
1739209664.3121512;-45.120503652039325
1739209664.3121629;-38.13080360867914
1739209664.3121748;-35.57807855764607
1739209664.3121865;-35.57807855764607
1739209664.3121984;-38.13080360867914
1739209664.31221;-33.981070128970906
1739209664.3122218;-38.13080360867914
1739209664.3122337;-45.120503652039325
1739209664.3122454;-45.120503652039325
1739209664.3122573;-45.120503652039325
1739209664.312269;-38.13080360867914
1739209664.312281;-38.13080360867914
1739209664.3122926;-45.120503652039325
1739209664.3123043;-33.981070128970906
1739209664.3123162;-35.57807855764607
1739209664.3123279;-45.120503652039325
1739209664.3123398;-45.120503652039325
1739209664.3123515;-45.120503652039325
1739209664.3123631;-35.57807855764607
1739209664.312375;-38.13080360867914
1739209664.3123868;-45.120503652039325
1739209664.3123987;-38.13080360867914
1739209664.3124104;-30.49652367304973
1739209664.312422;-38.13080360867914
1739209664.312434;-45.120503652039325
1739209664.3124456;-32.816014438256545
1739209664.3124576;-35.57807855764607
1739209664.3124692;-45.120503652039325
1739209664.3124812;-45.120503652039325
1739209664.3124928;-45.120503652039325
1739209664.3125045;-38.13080360867914
1739209664.3125165;-33.981070128970906
1739209664.3125281;-38.13080360867914
1739209664.31254;-38.13080360867914
1739209664.3125517;-35.57807855764607
1739209664.3125634;-38.13080360867914
1739209664.3125753;-38.13080360867914
1739209664.312587;-35.57807855764607
1739209664.312599;-32.816014438256545
1739209664.3126106;-45.120503652039325
1739209664.3126225;-33.981070128970906
1739209664.3126342;-38.13080360867914
1739209664.312646;-38.13080360867914
1739209664.3126578;-38.13080360867914
1739209664.3126695;-45.120503652039325
1739209664.3126814;-33.981070128970906
1739209664.312693;-38.13080360867914
1739209664.3127048;-45.120503652039325
1739209664.3127167;-38.13080360867914
1739209664.3127284;-38.13080360867914
1739209664.3127403;-38.13080360867914
1739209664.312752;-33.981070128970906
1739209664.3127637;-32.816014438256545
1739209664.3127756;-45.120503652039325
1739209664.3127873;-45.120503652039325
1739209664.3127992;-38.13080360867914
1739209664.312811;-33.981070128970906
